Iteration,Epoch,AverageY,AveragePolicySurr,MinReturn,PolicyRegParamNorm,AverageReturn,QFunRegParamNorm,StdEsReturn,AverageQLoss,MinEsReturn,AverageQ,StdReturn,MaxReturn,AverageDiscountedReturn,AverageAbsY,AverageAction,AverageAbsQ,AverageEsReturn,AverageAbsQYDiff,MaxEsReturn
44,44,22.2466032313,-22.7973,36.6656504501,12.8017,38.7873802313,32.8933,3.73923066254,0.864549,34.3253674539,22.2457,0.8985896434,40.6007192524,34.4717510337,22.2484091299,1.0,22.2524,41.4463472538,0.449664088161,57.5198796548
45,45,22.3714083733,-22.9159,36.6723321983,12.8015,38.8265559509,33.1808,3.86803202842,0.862083,29.3431073328,22.3697,0.962750701685,40.7539282397,34.5038441194,22.373776223,1.0,22.3772,41.3667212007,0.444440725661,54.1286590828
46,46,22.4308455305,-22.9549,36.4983060595,12.8018,38.8101738807,33.4561,4.60921511691,0.666368,15.279606006,22.4297,0.895355822806,40.6524394839,34.4894569468,22.4329143115,1.0,22.4359,40.7252874387,0.432585034651,47.7271045087
47,47,22.4160042635,-22.9361,36.5931476432,12.8019,38.8357847258,33.7355,7.22948722119,0.708492,22.623197376,22.4133,0.972960879891,40.7815548242,34.5076241675,22.4182292509,1.0,22.4206,41.7275906538,0.433786690647,75.4751662636
48,48,22.5172184308,-23.0432,36.5722637926,12.8011,38.8518986693,34.0066,10.5914969239,0.593301,9.51314158459,22.5162,1.00209636833,40.8351437567,34.5204027111,22.519185483,1.0,22.5224,41.6730089467,0.411609834956,94.1587849683
49,49,22.4336729504,-22.9669,36.7073381248,12.8009,38.8134753944,34.2718,6.10708566883,0.826223,12.5977049651,22.4327,0.927517055933,40.7533345839,34.4901924817,22.4360844849,1.0,22.4398,41.3733745542,0.435767347022,55.0660703073
50,50,22.4710803723,-22.9859,36.6111375667,12.8,38.7910568823,34.6033,7.82046006721,0.927823,36.4819362563,22.469,0.952540026062,40.6917091178,34.4746285588,22.4729768319,1.0,22.4756,42.0422470257,0.437983093059,85.7461621758
51,51,22.5504461362,-23.0435,36.6306982858,12.7992,38.8104129152,34.8724,6.72458114338,0.644873,4.0430952825,22.55,0.893608180446,40.7893823573,34.4905999251,22.5529835947,1.0,22.5571,40.4691207579,0.401703061792,52.3996325316
52,52,22.4564881546,-22.9698,36.6407456728,12.7994,38.7584438763,35.1918,5.3465957341,0.748468,34.0981936616,22.4546,0.929803045113,40.7412846554,34.4469724599,22.4588124035,1.0,22.4614,42.2077849866,0.420076729415,67.1134085907
53,53,22.3899451206,-22.8359,36.7721035488,12.8005,38.7677957796,35.4383,3.78360691448,0.60341,32.9214085745,22.3883,0.934909546058,40.8153605648,34.4561042423,22.3922134194,1.0,22.3947,41.1693892058,0.399675730435,58.4965757567
54,54,22.5290052319,-23.0284,36.7725543595,12.8007,38.7943004808,35.6773,3.34830661765,0.730376,26.1451582665,22.5277,0.905987192791,40.6784441994,34.4785299506,22.5314841221,1.0,22.5348,40.7628647269,0.400585808229,48.0347636141
55,55,22.6105266424,-23.0892,36.7916414205,12.8015,38.8551033003,35.8974,6.35188049548,0.747804,32.5401865195,22.609,0.893628954108,40.686283487,34.5243031403,22.6119038955,1.0,22.6146,42.4650922374,0.386559250178,67.5470193667
56,56,22.5585403779,-23.0142,36.7539298768,12.7997,38.7594654056,36.2105,5.30651521192,0.544684,27.7298438535,22.5571,0.971181424084,40.6282632561,34.4479983027,22.5604841323,1.0,22.5638,41.4421154439,0.372685958501,67.7710076518
57,57,22.4602033086,-22.8817,36.4832559215,12.8014,38.7065739926,36.4056,8.20642926041,0.599988,4.19294316203,22.4589,0.895198978805,40.8568921347,34.4078783157,22.4625787611,1.0,22.4659,41.5798010977,0.360736334627,67.502554594
58,58,22.566988353,-22.9541,36.6598749734,12.7992,38.7451781016,36.5674,3.68119408649,0.814908,35.9413003647,22.5664,0.914544713485,40.7257922367,34.4367988834,22.5689619257,1.0,22.5719,41.6996485415,0.386983578367,53.2584488178
59,59,22.5285439277,-22.9179,36.6257527444,12.7997,38.8440325651,36.8426,6.00539629206,0.663527,8.32563624273,22.5267,0.951221951882,40.7824377978,34.5151350463,22.5300179956,1.0,22.5332,40.3918205436,0.371174312755,55.5925941879
60,60,22.3437204664,-23.0706,-2.02080336375,13.8312,-1.51851586739,37.0876,20.3193004961,0.69029,-1.28305033095,22.3419,0.214791645462,-0.923225849701,-0.75270924219,22.3452491716,0.949109,22.3474,32.0250187934,0.365286737285,74.7268301025
61,61,22.8620931317,-25.4333,-2.01004039471,15.0785,-1.45454846094,37.3447,1.66089742895,1.31426,-1.87638236999,22.8593,0.303027677526,-0.588925588583,-0.696941430267,22.864520519,0.953688,22.8648,-0.258694141756,0.459052211615,8.71546251495
62,62,26.0562367027,-29.6495,-2.01652457339,16.1741,-1.44143227732,37.9626,1.26671934787,2.25048,-1.79097272668,26.0528,0.264653465693,-0.761351440224,-0.670874780303,26.0604237732,0.905213,26.06,-0.0713487877722,0.773150778398,4.09396535799
63,63,29.0859873434,-32.6162,-1.9822004644,16.9681,-1.45070106714,38.7283,1.4900859212,2.69309,-1.82758270423,29.0832,0.266584337852,-0.639223101826,-0.690584804633,29.0911094886,0.913165,29.0921,-0.0293541273926,0.854440274082,4.6007942425
64,64,31.242885341,-34.4471,18.6304718977,17.7949,24.8179392205,39.4464,1.40304950298,2.81581,-1.71271108282,31.2391,2.71892314729,30.8792100152,19.6091215856,31.2532548449,0.671689,31.2564,-0.142181599111,0.878047832509,3.86523148773
65,65,33.2729525955,-36.8306,77.8054467942,18.4832,79.676454129,40.0734,48.9613105971,3.09416,6.47598252018,33.2689,0.754816492635,81.195032339,48.0906333511,33.2882156671,0.554388,33.2955,53.4454038902,0.912014132853,190.670269335
66,66,35.7585744645,-39.5407,59.9771603073,19.1291,61.7518311638,40.6301,51.6658668496,3.60207,8.87883192374,35.7527,0.825666687468,64.1277070094,40.6995874078,35.767290753,0.505012,35.7745,42.1947190333,0.916832877669,233.219461382
67,67,38.0877845333,-41.9676,33.3903031482,19.6624,34.6455591199,41.2015,58.2509722631,3.53541,14.7809038379,38.0825,0.50204434232,36.1281877027,26.5546562928,38.094971669,0.476366,38.1027,87.9073175384,0.946193159341,204.210654909
68,68,40.741505533,-44.447,58.0037612645,20.239,61.7562321816,41.8968,68.5019256729,5.07359,13.2172197917,40.7339,1.44017446703,65.5477580168,40.8761766576,40.7508485206,0.120094,40.7598,98.2118582655,1.0551403,213.134200465
69,69,42.7715223849,-46.1608,56.931525219,20.719,57.9929300334,42.4589,71.0780891596,4.42045,23.5459419124,42.7667,0.490366807839,59.1271605036,38.8844385358,42.7801389464,0.114119,42.7943,92.2290361289,1.01710291281,274.501515593
70,70,44.854633971,-48.0726,62.2995526618,21.1332,69.1133653252,42.9712,63.085945392,5.16393,18.8905675779,44.847,2.10450632226,73.2832205588,44.3441022545,44.8636517319,0.125534,44.8779,80.7948167139,1.07261224645,202.587106445
71,71,46.553976703,-49.9303,121.214547029,21.6944,143.076692037,43.4909,78.7712728403,5.90529,31.966278351,46.5498,80.274498516,978.68498058,89.6680758775,46.5643875569,0.675092,46.5883,96.5937548867,1.11738168729,269.339066545
72,72,48.3562651901,-52.1687,166.791062119,22.0922,240.969278143,43.9824,55.4345449512,6.31524,86.2169170457,48.3508,27.2964308898,275.275578453,108.74002932,48.3637642205,0.680501,48.3873,157.321517627,1.15583055231,264.278439994
73,73,50.5215699839,-54.3943,127.099067813,22.4292,136.754566909,44.5974,50.2375731472,7.028,59.2380105325,50.5124,4.24338029782,147.55544338,91.7387039657,50.5306209764,0.59497,50.5533,150.010067368,1.22538874591,252.00420118
74,74,52.8569421121,-56.6267,147.775206984,22.8009,154.266805026,45.2179,44.0166223452,8.32534,25.2305207427,52.8519,3.39571558584,160.971283416,99.6659329835,52.8652889693,0.625627,52.8906,140.379383425,1.30770884199,197.38325749
75,75,55.0046849596,-58.7359,122.43345823,23.0203,134.583995633,45.7963,38.1550712456,7.28662,64.9528973814,54.9992,4.84866374274,146.094726089,91.6839072084,55.0130648818,0.808699,55.0384,128.072534084,1.25052217791,176.831621691
76,76,56.5575763442,-60.2505,118.927112157,23.3616,136.596938578,46.337,30.3141736156,8.424,75.1007303744,56.5495,5.90695689188,147.85552519,92.7896669355,56.5651019058,0.872463,56.5936,132.306331447,1.34450139902,183.722734187
77,77,58.7257374134,-62.5136,102.124140979,23.6852,108.790158822,46.8892,34.5655282812,8.7151,27.2043355616,58.717,4.08312187603,122.117598931,79.6700152387,58.7334331027,0.913783,58.7602,108.521284398,1.38904656789,191.231602943
78,78,60.090920078,-63.8822,102.090085816,24.0296,118.803149059,47.4157,22.8486858753,9.06397,84.9894162781,60.0823,8.59642811035,131.216371885,84.8343840581,60.1004841072,0.931089,60.1281,121.374157647,1.38015362118,159.29214162
79,79,61.9120456702,-65.7014,102.322505428,24.3185,125.125947403,47.9635,46.5499831048,8.80553,23.2964089604,61.9073,11.5788313315,148.458034234,88.1202266579,61.9193939463,0.895876,61.9567,119.568996304,1.38298403217,191.522102898
80,80,63.2285956328,-66.9705,101.058075368,24.5541,109.027151197,48.4055,24.285246278,8.56587,63.8672140366,63.2146,4.19540120866,119.436005498,79.8887748347,63.2361263665,0.893328,63.2656,111.280051892,1.39383774104,149.137097031
81,81,64.7754377667,-68.5787,105.217203777,24.9327,114.765568763,48.8688,34.0885377045,9.92917,27.8494138998,64.7703,5.87133807587,128.435911812,82.8479381939,64.7835456874,0.804156,64.8214,116.518232005,1.39404113132,165.981786421
82,82,66.2007251385,-70.0498,104.532096646,25.2394,111.210656576,49.3794,36.0302554318,11.4185,30.1058115575,66.1852,3.88193901619,120.04803033,80.8353291593,66.2079702341,0.792719,66.2344,118.012081033,1.51364155772,189.784800198
83,83,67.4668229037,-71.1494,111.51435077,25.5446,136.92920958,49.884,21.5076128949,10.8681,121.53228806,67.4604,10.9433309838,154.314908012,93.225972799,67.4744037136,0.779618,67.5107,151.796740168,1.46309444527,198.779811635
84,84,68.7076583229,-72.3448,144.232571714,25.8408,157.853952813,50.3315,37.6269695085,10.1107,48.7887281518,68.6976,5.57855442534,167.76053762,103.370617872,68.7140408981,0.767264,68.7568,137.396279516,1.42481345448,185.625457537
85,85,69.4718620432,-73.3208,158.984083475,26.1625,164.387864161,50.8815,34.2230076737,12.1129,90.3482640988,69.463,2.80882362748,179.294794626,106.140239171,69.4784568107,0.787832,69.5189,153.743994325,1.52528563797,194.228507158
86,86,70.5824274959,-74.4049,174.659338561,26.4244,185.688603856,51.2753,53.2280744155,10.9111,53.7064948724,70.5709,3.77789015223,193.707588468,113.126311398,70.591343721,0.704594,70.6374,152.84317988,1.52109528656,207.649908922
87,87,71.0772888349,-74.95,212.495385143,26.7813,232.652299495,51.6974,39.4203970395,12.5878,89.2922271176,71.0686,8.51211955727,248.64735611,123.942161576,71.0862581739,0.550404,71.1288,166.395704951,1.55387798887,211.427090391
88,88,72.2998768356,-76.3129,340.383980237,27.1166,355.390404205,52.1002,100.136435946,12.7965,111.261881865,72.2902,5.88128302009,370.381128186,143.00620524,72.3121606651,0.384936,72.3515,244.357259659,1.6000976423,422.667491928
89,89,72.9872280971,-76.9559,340.104158878,27.4301,365.752721511,52.5204,111.522235486,11.0109,64.3321371478,72.98,11.9119079221,403.143069159,146.734560321,72.9985419582,0.386891,73.0398,298.490470465,1.52040596704,432.58357067
90,90,74.3069162239,-78.142,336.882920741,27.7401,340.390025332,52.9551,96.8164037088,12.8673,58.6878665784,74.2954,1.66492725479,344.183398927,155.176606549,74.3323170348,0.351238,74.3759,285.00130962,1.65459876356,384.812673469
91,91,74.9729151095,-79.1071,300.82188905,28.0276,304.056527076,53.3816,132.583642093,12.5763,46.8951098773,74.9643,1.53224226652,307.551815535,149.553919116,74.9874893441,0.344729,75.033,285.260011649,1.6681969931,487.853370217
92,92,75.8741369157,-80.2788,303.240091498,28.4957,307.40241803,53.8552,119.380803053,16.2031,32.6091531487,75.8647,1.69431857554,310.211596517,147.410531581,75.8886195373,0.321449,75.9371,165.089013988,1.7985796606,344.132896836
93,93,77.2790512948,-81.5747,279.186309456,28.7577,282.311057419,54.2163,77.7940474817,13.8117,155.972133115,77.2698,2.38619603685,288.919762701,142.858168147,77.300552183,0.307438,77.3434,282.4640023,1.73101459548,407.277670151
94,94,78.5996497536,-83.0191,279.715949109,29.1214,283.239808276,54.6422,91.4012233863,14.9788,33.0159870244,78.5875,1.54103280217,286.256253234,141.366305022,78.6120050145,0.453161,78.649,169.068790207,1.72755600772,317.504308979
95,95,79.5895128578,-83.8992,291.67821638,29.465,295.160396689,55.1498,71.6357574569,15.2585,176.073246728,79.5758,1.50735817416,299.394756648,144.044643844,79.6028770907,0.494287,79.6495,254.522780111,1.73850737817,391.916556559
96,96,80.9388429847,-85.2386,212.741028318,29.8681,225.573863325,55.5469,66.023262599,16.2197,106.835590853,80.9282,28.3499943332,315.573090048,124.533119215,80.948863906,0.389741,81.0042,213.500840582,1.8224745006,309.949630932
97,97,81.9958383668,-86.5159,218.065173568,30.2832,230.231846147,55.9433,81.0790822993,15.5607,47.9854739249,81.9874,4.0001239341,239.964542527,127.446335434,82.0052452495,0.287658,82.0609,209.008232002,1.79500911487,313.47317035
98,98,82.9850074948,-87.5027,1028.472726,30.5536,1028.98446298,56.3227,200.710349236,16.5436,12.0300674641,82.9686,0.405368041503,1029.68072276,117.00492951,82.9977818306,0.0092495,83.0397,235.357332104,1.80550583959,565.167047328
99,99,84.5327661356,-89.0032,233.601382306,30.9531,595.04510329,56.6415,119.254013003,18.0036,20.0158426864,84.5248,388.280385382,1025.25166408,119.503679954,84.5416211256,0.0418739,84.5935,171.854507954,1.8331637892,374.036195216
100,100,85.8259479843,-90.3888,439.66069534,31.3782,567.585353325,56.9799,127.074388924,16.4602,44.856775709,85.8156,108.542842666,796.131478927,153.971531709,85.835350069,0.359967,85.8831,188.809818367,1.81966842493,452.496528102
101,101,87.1939547208,-91.7207,197.896059051,31.7038,348.948632852,57.3023,119.700048075,18.4628,22.2942354191,87.1783,120.129154107,733.823978895,158.232141732,87.2046426928,0.477745,87.2486,190.958130794,1.91115021566,454.740444389
102,102,88.4495065379,-93.2143,351.025533249,31.9777,394.611659148,57.6438,100.038046567,21.8991,56.8759346344,88.4398,19.3627086364,428.259292201,146.776228692,88.4569422532,0.440872,88.5034,190.678272396,1.97604341942,449.117186473
103,103,90.1751850631,-94.9617,179.506513151,32.2582,184.463134545,58.0127,120.819535122,17.0319,7.05823453186,90.1574,1.78272153414,188.753812115,115.809150278,90.1854448149,0.519861,90.2241,173.213943486,1.89685174625,379.373203052
104,104,91.3156791075,-96.4111,183.698771056,32.4588,199.545836572,58.4079,126.001270571,21.0791,22.888640585,91.3043,40.1239254674,392.522295603,121.443245173,91.3248767305,0.502994,91.3799,188.889468486,2.02780851548,443.557064023
105,105,92.8024779936,-97.7713,198.533644948,32.6532,229.035252402,58.8561,115.027261014,23.5507,18.9039100837,92.7919,45.1440329757,412.34949238,123.734844308,92.8146513797,0.495735,92.8725,239.600613447,2.06439048895,438.195352441
106,106,94.0938740977,-99.1269,147.515682344,32.8749,192.31628141,59.261,46.81169399,20.627,107.119242684,94.0792,6.36664172593,200.98466819,118.050893579,94.1082288516,0.606808,94.1543,200.459575572,2.03718123303,299.990726109
107,107,96.2348824469,-101.148,179.972127093,33.1419,184.99619925,59.6284,86.3739229443,22.7219,8.78197787214,96.2172,1.90052302472,189.198689473,116.133661018,96.2463730615,0.579059,96.2892,155.164226987,2.09478910509,319.294722034
108,108,97.5783777052,-102.605,189.302219487,33.3601,192.29189116,59.9028,66.4553072893,25.4971,25.5696061824,97.5615,1.51863891475,195.704427045,119.514366194,97.5898591758,0.719014,97.642,168.282508157,2.12910233037,283.898201158
109,109,98.7424524335,-103.905,177.157416587,33.5171,180.532028546,60.2862,83.1448356734,27.0239,13.0213781234,98.7289,1.7879984937,187.689208135,114.433042207,98.7531021219,0.572631,98.817,149.033883731,2.24413907533,239.091643986
110,110,100.602352928,-105.635,192.62918439,33.7329,199.798655195,60.6019,85.2065638004,28.4273,12.5282061878,100.584,2.26700919765,203.346523409,122.705274622,100.611458811,0.712574,100.672,178.268123169,2.32539660294,369.675867152
111,111,102.123295174,-107.451,190.348668178,33.9914,196.364748696,60.9069,75.4507704301,24.0798,7.66204259716,102.109,2.78778486728,202.73399867,121.256073965,102.132327698,0.775346,102.191,157.109690452,2.17561190289,286.14386187
112,112,103.546433086,-108.91,197.717230703,34.2004,203.043211788,61.2666,71.7946173729,25.7034,10.7689865951,103.531,1.86696196727,206.736469267,123.637082324,103.557064683,0.770615,103.613,129.12507341,2.22936442588,220.338014936
113,113,105.031929775,-110.415,194.746468875,34.4644,199.692733478,61.5438,85.7279000032,28.9643,15.3578572741,105.012,2.19028694178,205.251512684,122.958879214,105.046025595,0.744441,105.095,144.459909406,2.29806924069,269.534591187
114,114,106.806023262,-111.845,191.560769552,34.731,195.953258014,61.9081,70.1482531468,30.9942,13.8046893816,106.789,2.25447869258,202.982483167,121.563309024,106.817460968,0.750135,106.879,168.412167129,2.3604311372,232.867306782
115,115,108.436719445,-113.716,195.527318616,34.9076,201.603734325,62.203,58.7816831397,28.4262,21.222659669,108.424,3.32605560894,214.277141186,123.467356239,108.448059941,0.569502,108.521,155.056337383,2.36613339939,235.565224086
116,116,109.609358653,-114.956,197.319712519,35.1673,201.660015869,62.4905,78.8499273414,28.1951,19.7159293485,109.593,1.680610573,206.179664606,123.424347735,109.627303776,0.679815,109.686,187.023676253,2.338819304,303.268221649
117,117,111.213423467,-116.674,183.86097541,35.3792,189.286020065,62.8699,72.8215345582,34.8421,19.4870520068,111.197,2.46957395199,195.561786987,118.639240105,111.234153515,0.725892,111.305,166.785723849,2.47325006279,257.819841476
118,118,113.102214339,-118.538,202.379688831,35.6321,214.175452293,63.2035,69.903549886,29.6376,15.8212851024,113.087,19.0897959377,315.716270688,127.94550576,113.119126521,0.753024,113.18,179.248951582,2.39134193806,248.235362071
119,119,114.296918253,-119.753,199.973841794,35.8756,241.384876373,63.5232,78.1584209771,32.58,38.5415694334,114.281,40.766868117,340.324677042,137.073861256,114.312051232,0.64867,114.403,179.454420442,2.47234565582,349.428444581
120,120,115.860742157,-121.554,197.485818592,36.1682,232.661036214,63.8038,177.151316784,37.0398,6.98507708623,115.839,40.4129184347,354.655939786,132.886371838,115.878778747,0.65419,115.963,257.311707439,2.52786526647,706.439447673
121,121,117.322508552,-122.723,207.079641929,36.3722,217.154574148,64.1202,98.174070874,33.0407,20.6376466612,117.308,7.1027838224,245.935271243,128.60534126,117.346091598,0.639762,117.428,246.163391337,2.45898749194,377.940012658
122,122,118.799579708,-124.274,353.576803191,36.5884,379.357417166,64.4741,157.492921265,32.3971,19.0783164113,118.782,6.74690049185,394.102507802,178.608567849,118.820959746,0.552867,118.899,254.304584316,2.49697932143,505.517443093
