AverageQ,QFunRegParamNorm,StdEsReturn,Iteration,MinEsReturn,AverageReturn,AverageAbsY,MaxReturn,MaxEsReturn,StdReturn,PolicyRegParamNorm,AverageY,MinReturn,AverageQLoss,AveragePolicySurr,AverageAbsQYDiff,Epoch,AverageEsReturn,AverageAbsQ,AverageDiscountedReturn,AverageAction
93.8181,397.871,15.0161101703,2665,3.0,1000.0,93.822579006,1000.0,75.0,0.0,262.194,93.8157088558,1000.0,25.8164,-103.415,1.6041229718,2665,13.0540540541,93.9902,99.9956828753,0.42685
93.7659,397.894,15.2442058878,2666,3.0,1000.0,93.7743071638,1000.0,83.0,0.0,262.188,93.7676388796,1000.0,26.0166,-103.268,1.63811428186,2666,15.2352941176,93.969,99.9956828753,0.540784
93.6721,397.911,12.7451589792,2667,3.0,1000.0,93.6769601477,1000.0,80.0,0.0,262.199,93.6707580326,1000.0,24.1818,-103.378,1.5372885386,2667,10.978021978,93.8388,99.9956828753,0.579487
93.7591,397.932,12.7669063004,2668,3.0,1000.0,93.7657322061,1000.0,75.0,0.0,262.207,93.7598409945,1000.0,27.1936,-103.378,1.65031787841,2668,15.421875,93.9628,99.9956828753,0.664166
93.7869,397.971,8.67466834339,2669,3.0,1000.0,93.7927795621,1000.0,45.0,0.0,262.219,93.7875402888,1000.0,24.2195,-103.272,1.50638651539,2669,11.4886363636,93.9532,99.9956828753,0.62291
93.9234,398.003,17.1226878929,2670,3.0,615.0,93.9320268151,1000.0,119.0,460.17784286,262.209,93.9247888935,58.0,26.1583,-103.386,1.68011858922,2670,17.0,94.1112,78.5357439748,0.553854
93.7196,398.078,10.6317359206,2671,3.0,1000.0,93.7233585125,1000.0,64.0,0.0,262.206,93.7159277197,1000.0,27.0279,-103.335,1.58794276799,2671,12.5316455696,93.8988,99.9956828753,0.524001
93.7687,398.124,11.7675872862,2672,3.0,1000.0,93.7767263041,1000.0,88.0,0.0,262.221,93.7692019099,1000.0,24.4397,-103.312,1.53608817203,2672,11.5340909091,93.9317,99.9956828753,0.676011
93.9292,398.143,11.0566508225,2673,2.0,1000.0,93.9375547368,1000.0,60.0,0.0,262.221,93.9291078351,1000.0,28.2961,-103.304,1.7079919557,2673,13.4782608696,94.1041,99.9956828753,0.689225
93.6497,398.148,12.6247524728,2674,3.0,1000.0,93.6619401427,1000.0,72.0,0.0,262.218,93.6521364512,1000.0,25.5414,-103.285,1.58113200924,2674,13.375,93.8427,99.9956828753,0.749831
93.7223,398.188,12.8997834413,2675,2.0,1000.0,93.7299336331,1000.0,71.0,0.0,262.219,93.7225592595,1000.0,25.7248,-103.267,1.61507521815,2675,11.9277108434,93.9048,99.9956828753,0.682151
93.6983,398.213,13.2550903227,2676,3.0,1000.0,93.7072586423,1000.0,72.0,0.0,262.215,93.6996707901,1000.0,21.9474,-103.261,1.44834715338,2676,12.8701298701,93.8593,99.9956828753,0.561659
93.7419,398.296,13.3056130289,2677,3.0,1000.0,93.7474728882,1000.0,86.0,0.0,262.216,93.7408239895,1000.0,24.6804,-103.149,1.58839715197,2677,12.1445783133,93.9281,99.9956828753,0.649066
93.3394,398.272,10.2149756446,2678,3.0,1000.0,93.346334708,1000.0,54.0,0.0,262.225,93.3379928017,1000.0,26.1708,-102.985,1.64802604234,2678,11.7093023256,93.5288,99.9956828753,0.595329
93.3537,398.328,7.92753987018,2679,3.0,1000.0,93.360391133,1000.0,50.0,0.0,262.236,93.3535404451,1000.0,27.2156,-102.864,1.66999953129,2679,9.12844036697,93.5516,99.9956828753,0.663556
93.4481,398.35,10.2308208513,2680,3.0,683.333333333,93.4547678243,1000.0,72.0,447.835336802,262.235,93.4477534753,48.0,26.0338,-102.893,1.59264772891,2680,10.4631578947,93.6175,79.8273969754,0.805267
93.5438,398.362,10.4249198099,2681,3.0,1000.0,93.5528933569,1000.0,67.0,0.0,262.239,93.5449585164,1000.0,26.8931,-103.049,1.67947653944,2681,9.88118811881,93.7588,99.9956828753,0.732755
93.4411,398.403,12.4162129391,2682,3.0,1000.0,93.4483319713,1000.0,73.0,0.0,262.244,93.4397717953,1000.0,23.4454,-102.88,1.52237766452,2682,12.0125,93.6055,99.9956828753,0.51933
93.4985,398.426,8.44603450771,2683,3.0,1000.0,93.5225087733,1000.0,58.0,0.0,262.235,93.4998406605,1000.0,26.9003,-102.782,1.67564427646,2683,8.73949579832,93.6938,99.9956828753,0.670129
93.4007,398.454,9.1194442286,2684,3.0,1000.0,93.4315289253,1000.0,49.0,0.0,262.228,93.4024455679,1000.0,26.9664,-102.747,1.5746065908,2684,9.6380952381,93.5603,99.9956828753,0.669626
93.2318,398.489,12.7244102922,2685,2.0,1000.0,93.2438094158,1000.0,79.0,0.0,262.237,93.2296815894,1000.0,27.816,-102.746,1.64599560714,2685,10.9777777778,93.4333,99.9956828753,0.544897
93.391,398.532,12.7189908119,2686,3.0,1000.0,93.4108620809,1000.0,78.0,0.0,262.21,93.3909931552,1000.0,28.9859,-102.755,1.69926820712,2686,11.5,93.594,99.9956828753,0.577741
93.3956,398.554,8.85071009875,2687,3.0,913.909090909,93.4025261105,1000.0,53.0,272.243358562,262.22,93.395587639,53.0,24.4951,-102.681,1.58555733099,2687,10.3578947368,93.5777,94.6593773235,0.537966
93.2805,398.561,11.7605384776,2688,3.0,781.615384615,93.2874786454,1000.0,93.0,398.72441581,262.224,93.2815929847,48.0,25.7925,-102.67,1.63840384049,2688,9.94117647059,93.4813,86.5157993455,0.520378
93.2344,398.591,12.4777086557,2689,3.0,1000.0,93.2404301267,1000.0,82.0,0.0,262.226,93.2356240403,1000.0,25.6758,-102.588,1.5567843595,2689,13.1315789474,93.3981,99.9956828753,0.449539
93.1476,398.621,6.5421750014,2690,3.0,449.652173913,93.1523200979,1000.0,29.0,482.688450128,262.24,93.1466072677,25.0,27.4231,-102.489,1.63148114566,2690,8.26229508197,93.3166,56.602840125,0.624901
93.29,398.605,11.8406909769,2691,2.0,1000.0,93.2945151592,1000.0,65.0,0.0,262.247,93.2890495068,1000.0,23.7635,-102.661,1.43972272454,2691,11.3409090909,93.4251,99.9956828753,0.453772
93.3229,398.591,11.4712758995,2692,3.0,852.833333333,93.3289555394,1000.0,69.0,230.52434193,262.254,93.3226700215,354.0,25.173,-102.609,1.5092829213,2692,9.95918367347,93.4724,99.6661048401,0.518373
92.9984,398.577,11.3322103796,2693,3.0,1000.0,93.0041764165,1000.0,55.0,0.0,262.232,92.9983642791,1000.0,26.6452,-102.457,1.61789447219,2693,10.2244897959,93.1642,99.9956828753,0.647341
93.0486,398.624,14.2667597121,2694,3.0,1000.0,93.0558593619,1000.0,83.0,0.0,262.24,93.049227152,1000.0,24.4712,-102.311,1.54998251557,2694,14.768115942,93.2183,99.9956828753,0.643825
92.9554,398.648,12.1628490196,2695,3.0,1000.0,92.9610766716,1000.0,75.0,0.0,262.238,92.9553192629,1000.0,24.842,-102.344,1.52820753706,2695,12.987012987,93.1297,99.9956828753,0.609274
92.7835,398.7,12.9548834869,2696,3.0,1000.0,92.792395659,1000.0,59.0,0.0,262.296,92.7874245392,1000.0,22.9382,-102.193,1.48341926831,2696,10.8021978022,92.932,99.9956828753,0.58108
92.9976,398.76,13.4482813738,2697,3.0,1000.0,93.0020935242,1000.0,64.0,0.0,262.289,92.9962605636,1000.0,25.1569,-102.325,1.56924619208,2697,12.6049382716,93.1778,99.9956828753,0.6442
92.8567,398.809,14.672385654,2698,3.0,137.890410959,92.8651262545,1000.0,106.0,176.498869696,262.31,92.8578747631,24.0,25.0775,-102.091,1.55571633566,2698,11.4252873563,93.0481,52.4437960257,0.647602
92.6007,398.84,11.9624327821,2699,3.0,1000.0,92.6087964225,1000.0,59.0,0.0,262.317,92.5994517195,1000.0,22.7422,-102.035,1.44258510202,2699,10.1546391753,92.7634,99.9956828753,0.627989
92.8881,398.869,10.459535286,2700,3.0,1000.0,92.8947387366,1000.0,80.0,0.0,262.327,92.888164182,1000.0,26.3522,-102.156,1.61466444696,2700,8.58823529412,93.0932,99.9956828753,0.632291
92.6578,398.882,11.3021746524,2701,2.0,1000.0,92.6656420825,1000.0,46.0,0.0,262.315,92.6588711272,1000.0,26.4637,-101.998,1.57988707138,2701,12.6538461538,92.8291,99.9956828753,0.605635
92.7307,398.994,10.0045080636,2702,3.0,1000.0,92.7356767467,1000.0,70.0,0.0,262.342,92.728896395,1000.0,25.3124,-102.128,1.53356855922,2702,8.87719298246,92.8982,99.9956828753,0.615852
92.6585,399.035,9.24675463614,2703,3.0,1000.0,92.6656212629,1000.0,39.0,0.0,262.331,92.6580190833,1000.0,25.4535,-102.048,1.60280686807,2703,8.91964285714,92.8478,99.9956828753,0.565116
92.8316,399.062,13.2987727,2704,3.0,1000.0,92.8391188339,1000.0,86.0,0.0,262.347,92.832855196,1000.0,24.2057,-102.083,1.50622302223,2704,11.2906976744,93.008,99.9956828753,0.455639
92.6313,399.106,9.78980332475,2705,3.0,1000.0,92.6341073382,1000.0,49.0,0.0,262.324,92.6283690421,1000.0,24.5091,-101.882,1.58497142984,2705,9.42201834862,92.8114,99.9956828753,0.623776
92.7046,399.127,12.0612189541,2706,3.0,1000.0,92.7155825243,1000.0,65.0,0.0,262.317,92.7082714679,1000.0,23.3482,-101.86,1.48260691442,2706,10.6559139785,92.8645,99.9956828753,0.554701
92.8122,399.139,9.95663110314,2707,3.0,1000.0,92.8235710298,1000.0,58.0,0.0,262.311,92.8127098363,1000.0,25.6233,-102.033,1.63298221365,2707,8.66666666667,92.9971,99.9956828753,0.574512
92.5963,399.171,11.567191072,2708,2.0,1000.0,92.6053272066,1000.0,86.0,0.0,262.324,92.5943540431,1000.0,25.4026,-101.849,1.53595602378,2708,9.67619047619,92.7803,99.9956828753,0.373116
92.5756,399.17,7.40984651331,2709,3.0,841.25,92.5846104073,1000.0,40.0,354.978667199,262.292,92.5750848804,44.0,24.9127,-101.847,1.6068047852,2709,7.52985074627,92.75,89.6500056581,0.599732
92.6281,399.152,9.77941144821,2710,2.0,841.75,92.6362090394,1000.0,63.0,353.860642297,262.295,92.6289087141,47.0,25.7864,-102.074,1.59679700499,2710,8.76315789474,92.811,89.9573039876,0.413846
92.7437,399.196,8.62891659863,2711,3.0,1000.0,92.7502778149,1000.0,45.0,0.0,262.289,92.7450326989,1000.0,25.3278,-102.017,1.5810113453,2711,8.38983050847,92.9323,99.9956828753,0.476367
92.5696,399.226,10.9643709197,2712,3.0,1000.0,92.5748248764,1000.0,55.0,0.0,262.285,92.5695934851,1000.0,24.517,-101.954,1.53620168784,2712,9.9801980198,92.7329,99.9956828753,0.514686
92.7585,399.228,10.619542232,2713,3.0,1000.0,92.7625272483,1000.0,55.0,0.0,262.29,92.7567343825,1000.0,24.801,-102.068,1.51861408587,2713,10.2040816327,92.9084,99.9956828753,0.555263
92.6474,399.26,14.1720592475,2714,3.0,915.363636364,92.6537758563,1000.0,63.0,267.643681965,262.279,92.6483593254,69.0,26.7955,-101.86,1.56451599702,2714,19.1346153846,92.8225,95.4521023421,0.723406
92.7472,399.232,12.8113990042,2715,3.0,479.619047619,92.7550299054,1000.0,51.0,353.355813686,262.266,92.7464655118,50.0,24.0491,-101.97,1.50393717247,2715,13.75,92.9121,84.2611752635,0.642388
92.6952,399.258,13.7724116557,2716,3.0,843.416666667,92.7009806247,1000.0,74.0,350.144365068,262.275,92.6949661688,53.0,25.9536,-101.795,1.64978983839,2716,12.9871794872,92.8849,90.8970468067,0.610028
92.5417,399.292,13.3341095111,2717,3.0,927.272727273,92.5501113795,1000.0,68.0,229.98382983,262.286,92.5441266687,200.0,25.7141,-101.699,1.49808401783,2717,12.8684210526,92.7011,98.778078297,0.572097
92.5573,399.324,13.5817083892,2718,3.0,1000.0,92.5661521457,1000.0,89.0,0.0,262.276,92.5543130739,1000.0,24.598,-101.563,1.50473628991,2718,15.0882352941,92.7342,99.9956828753,0.421588
92.608,399.356,15.9527363144,2719,3.0,786.0,92.6413594827,1000.0,93.0,390.711973395,262.256,92.6088755704,69.0,24.6515,-101.622,1.57875997878,2719,17.7142857143,92.7811,88.8732147687,0.612919
92.4788,399.377,14.3852192654,2720,3.0,1000.0,92.5052409317,1000.0,102.0,0.0,262.261,92.4795342928,1000.0,25.0973,-101.683,1.54104905073,2720,12.0722891566,92.6463,99.9956828753,0.667628
92.5448,399.427,13.941745467,2721,3.0,525.85,92.5868060228,1000.0,66.0,474.152219756,262.265,92.5460146628,50.0,25.4362,-101.663,1.54813651382,2721,12.88,92.7553,70.2537365296,0.749076
92.4125,399.424,15.2691766347,2722,3.0,1000.0,92.4269351874,1000.0,89.0,0.0,262.259,92.4099714398,1000.0,24.3665,-101.615,1.56949399069,2722,14.7714285714,92.6027,99.9956828753,0.712579
92.5184,399.453,13.3208560732,2723,3.0,1000.0,92.5336865667,1000.0,60.0,0.0,262.264,92.5195331252,1000.0,27.1217,-101.712,1.60030630346,2723,12.2469135802,92.7112,99.9956828753,0.691907
92.5598,399.47,9.29902243151,2724,3.0,1000.0,92.5677512945,1000.0,73.0,0.0,262.251,92.5593119836,1000.0,26.5682,-101.733,1.62657376102,2724,9.1,92.7598,99.9956828753,0.670881
92.5079,399.48,13.9816740769,2725,3.0,1000.0,92.5166589279,1000.0,68.0,0.0,262.249,92.5104269693,1000.0,23.7408,-101.712,1.55013669359,2725,12.0243902439,92.6958,99.9956828753,0.705888
92.231,399.522,25.6725512914,2726,3.0,1000.0,92.2330382502,1000.0,185.0,0.0,262.239,92.2277828011,1000.0,25.7922,-101.452,1.63670775288,2726,15.3636363636,92.4379,99.9956828753,0.654257
92.4866,399.541,10.732183051,2727,2.0,1000.0,92.5000013445,1000.0,66.0,0.0,262.242,92.4905774985,1000.0,24.8747,-101.665,1.60118859538,2727,9.84466019417,92.6746,99.9956828753,0.622396
92.4335,399.536,8.53279090544,2728,2.0,1000.0,92.4416660987,1000.0,46.0,0.0,262.24,92.4326855927,1000.0,23.8409,-101.493,1.45772390221,2728,8.70796460177,92.5929,99.9956828753,0.649765
92.5368,399.579,9.39790800082,2729,3.0,1000.0,92.5426517072,1000.0,67.0,0.0,262.233,92.5361102189,1000.0,28.1957,-101.702,1.6422177818,2729,8.68103448276,92.7355,99.9956828753,0.643368
92.3659,399.603,9.80477434722,2730,3.0,1000.0,92.3720393552,1000.0,57.0,0.0,262.237,92.3640785426,1000.0,27.4094,-101.568,1.63883135056,2730,10.08,92.5606,99.9956828753,0.660309
92.2945,399.656,9.15829274737,2731,2.0,621.470588235,92.3023091866,1000.0,44.0,384.626192502,262.26,92.2953643831,40.0,23.9152,-101.51,1.50509201655,2731,9.74257425743,92.4472,89.8964842321,0.763387
92.2251,399.656,17.796968665,2732,3.0,1000.0,92.2320896898,1000.0,97.0,0.0,262.252,92.2263818119,1000.0,23.8994,-101.288,1.50639533779,2732,15.3181818182,92.3915,99.9956828753,0.681937
92.4166,399.648,10.7392312883,2733,3.0,1000.0,92.4249401534,1000.0,71.0,0.0,262.247,92.420204521,1000.0,24.4393,-101.56,1.56449284369,2733,10.1111111111,92.5854,99.9956828753,0.681766
92.3751,399.669,12.6009826969,2734,3.0,688.266666667,92.3837484869,1000.0,54.0,440.869817016,262.24,92.3713784471,56.0,28.5718,-101.432,1.77641219449,2734,13.5211267606,92.5847,82.5888732789,0.717231
92.1764,399.723,12.7025782527,2735,3.0,843.666666667,92.1833310391,1000.0,65.0,349.583641239,262.252,92.1758839293,55.0,25.1594,-101.329,1.48084516945,2735,12.5542168675,92.3379,91.0364708971,0.722445
92.0806,399.765,14.1234635349,2736,3.0,914.363636364,92.0910054753,1000.0,86.0,270.805959625,262.245,92.085735624,58.0,25.7028,-101.237,1.57970702225,2736,12.8333333333,92.2528,94.9209286271,0.649419
92.2825,399.771,9.80439698678,2737,3.0,1000.0,92.2851290538,1000.0,72.0,0.0,262.238,92.2786874573,1000.0,24.8841,-101.347,1.60668007045,2737,9.14814814815,92.4524,99.9956828753,0.667178
92.2317,399.83,12.4199842081,2738,3.0,1000.0,92.2387955948,1000.0,72.0,0.0,262.221,92.2334171065,1000.0,22.4352,-101.237,1.4924275142,2738,11.0879120879,92.4042,99.9956828753,0.542885
92.1834,399.831,9.46581700948,2739,3.0,1000.0,92.1912494681,1000.0,61.0,0.0,262.2,92.1845848241,1000.0,28.3697,-101.278,1.62481443269,2739,9.74509803922,92.3637,99.9956828753,0.651758
91.884,399.828,8.17359031319,2740,3.0,1000.0,91.8883474227,1000.0,55.0,0.0,262.193,91.8835129642,1000.0,26.5852,-101.15,1.6283805022,2740,8.27868852459,92.0502,99.9956828753,0.66254
91.8607,399.855,7.8719344482,2741,3.0,1000.0,91.8665707565,1000.0,56.0,0.0,262.188,91.8615784754,1000.0,23.6371,-101.328,1.48152397248,2741,8.23966942149,92.0294,99.9956828753,0.600696
92.2352,399.875,9.30734834132,2742,3.0,1000.0,92.2402854994,1000.0,63.0,0.0,262.183,92.2344407675,1000.0,24.0093,-101.358,1.53424320176,2742,8.20661157025,92.4104,99.9956828753,0.507201
92.1508,399.925,7.86770578857,2743,3.0,1000.0,92.1578588497,1000.0,77.0,0.0,262.173,92.1517624583,1000.0,27.6412,-101.423,1.68523451043,2743,6.80405405405,92.3525,99.9956828753,0.639148
92.368,399.965,6.00128198165,2744,3.0,1000.0,92.3764092907,1000.0,36.0,0.0,262.158,92.3662306787,1000.0,25.5431,-101.484,1.55882463216,2744,7.25362318841,92.5463,99.9956828753,0.637318
92.2548,399.979,7.0389264968,2745,3.0,1000.0,92.275398423,1000.0,41.0,0.0,262.132,92.256908101,1000.0,24.0386,-101.508,1.51110918912,2745,7.32116788321,92.4237,99.9956828753,0.510082
92.5005,400.015,6.78719972192,2746,2.0,1000.0,92.5109408722,1000.0,43.0,0.0,262.118,92.5001764914,1000.0,25.2758,-101.764,1.59526820788,2746,7.47328244275,92.6911,99.9956828753,0.543036
92.2882,400.056,11.9600261806,2747,3.0,1000.0,92.2970732456,1000.0,60.0,0.0,262.102,92.2865275,1000.0,26.4308,-101.541,1.67339798582,2747,11.5568181818,92.4931,99.9956828753,0.56931
92.505,400.104,15.3430762754,2748,3.0,1000.0,92.5254318169,1000.0,85.0,0.0,262.117,92.5063147993,1000.0,26.6529,-101.33,1.61758002718,2748,16.0967741935,92.7117,99.9956828753,0.665156
92.0831,400.117,9.7580065037,2749,3.0,1000.0,92.1062043062,1000.0,55.0,0.0,262.105,92.0850490423,1000.0,24.1047,-101.479,1.61142561928,2749,10.902173913,92.2601,99.9956828753,0.612677
92.2959,400.136,12.6134600725,2750,3.0,1000.0,92.3140773912,1000.0,66.0,0.0,262.13,92.2957115975,1000.0,27.8739,-101.359,1.63276630063,2750,12.475,92.4746,99.9956828753,0.721614
92.3846,400.167,12.2485234429,2751,3.0,1000.0,92.3949204043,1000.0,54.0,0.0,262.132,92.3813978506,1000.0,25.8784,-101.388,1.61426242289,2751,14.1285714286,92.5536,99.9956828753,0.751906
92.142,400.174,8.77158524122,2752,3.0,1000.0,92.1529769625,1000.0,53.0,0.0,262.139,92.1442978195,1000.0,23.4708,-101.367,1.47749561695,2752,10.9340659341,92.2995,99.9956828753,0.817754
92.2403,400.211,9.49994403525,2753,3.0,1000.0,92.2492044992,1000.0,56.0,0.0,262.146,92.2409313696,1000.0,23.8472,-101.331,1.49898933817,2753,11.0326086957,92.4017,99.9956828753,0.70414
92.2851,400.223,9.03525804643,2754,3.0,1000.0,92.299371795,1000.0,59.0,0.0,262.09,92.2857717585,1000.0,25.1798,-101.375,1.61169845014,2754,8.82456140351,92.4568,99.9956828753,0.636843
92.1388,400.252,10.2382325572,2755,2.0,1000.0,92.1540094149,1000.0,65.0,0.0,262.094,92.1401032044,1000.0,22.9327,-101.254,1.52509035846,2755,9.49523809524,92.2956,99.9956828753,0.622308
92.0333,400.274,7.97828719605,2756,2.0,1000.0,92.0438341896,1000.0,53.0,0.0,262.113,92.0313543655,1000.0,24.336,-101.362,1.57099169917,2756,7.07971014493,92.2001,99.9956828753,0.592784
92.1919,400.312,10.8164181174,2757,3.0,1000.0,92.202854373,1000.0,98.0,0.0,262.117,92.1914208526,1000.0,23.1536,-101.254,1.48572432869,2757,8.68644067797,92.3643,99.9956828753,0.379009
92.1164,400.324,9.99776152231,2758,3.0,1000.0,92.1421906906,1000.0,66.0,0.0,262.102,92.1162337868,1000.0,24.9235,-101.18,1.59134592985,2758,10.5052631579,92.2939,99.9956828753,0.608153
92.0995,400.317,8.28508921172,2759,3.0,1000.0,92.1132267544,1000.0,48.0,0.0,262.109,92.0994323239,1000.0,26.0145,-101.26,1.59648501309,2759,8.3813559322,92.2829,99.9956828753,0.611141
92.0351,400.276,10.3557479991,2760,3.0,1000.0,92.0481485494,1000.0,54.0,0.0,262.121,92.0371835409,1000.0,25.18,-101.225,1.57868333166,2760,12.9078947368,92.2149,99.9956828753,0.650819
92.048,400.291,8.58170680051,2761,3.0,1000.0,92.0571645949,1000.0,45.0,0.0,262.126,92.047651835,1000.0,22.9532,-101.102,1.5318785033,2761,12.2619047619,92.2224,99.9956828753,0.715847
92.0279,400.296,7.28051820293,2762,3.0,1000.0,92.0368755353,1000.0,34.0,0.0,262.114,92.0291193373,1000.0,23.0671,-101.164,1.50550940877,2762,11.4482758621,92.1905,99.9956828753,0.6011
91.8472,400.259,9.70570618318,2763,3.0,1000.0,91.855359468,1000.0,58.0,0.0,262.128,91.8454397438,1000.0,25.0563,-101.093,1.59591876591,2763,10.9239130435,92.0388,99.9956828753,0.622742
92.1181,400.342,11.3545418153,2764,3.0,1000.0,92.1287804062,1000.0,66.0,0.0,262.143,92.1163053976,1000.0,25.583,-101.098,1.59930326747,2764,11.2272727273,92.2966,99.9956828753,0.629833
92.0638,400.35,7.2798690043,2765,3.0,1000.0,92.072373357,1000.0,42.0,0.0,262.168,92.0635160728,1000.0,24.3644,-101.189,1.55288106592,2765,10.1855670103,92.2248,99.9956828753,0.702603
91.8339,400.364,9.51393617666,2766,3.0,1000.0,91.8452987175,1000.0,56.0,0.0,262.215,91.8361110543,1000.0,25.6932,-100.922,1.57248313772,2766,12.9367088608,92.0066,99.9956828753,0.791142
91.7311,400.395,10.0536632703,2767,3.0,1000.0,91.7413275486,1000.0,61.0,0.0,262.205,91.7340501878,1000.0,25.3751,-100.992,1.54572194021,2767,12.1463414634,91.8874,99.9956828753,0.741335
92.0531,400.463,8.97780565253,2768,3.0,1000.0,92.0610388716,1000.0,45.0,0.0,262.217,92.0519476864,1000.0,25.2232,-101.006,1.57012157194,2768,10.8172043011,92.2202,99.9956828753,0.688764
91.5719,400.534,11.2627960433,2769,3.0,1000.0,91.588294847,1000.0,55.0,0.0,262.215,91.5722656112,1000.0,22.7948,-100.711,1.5355419305,2769,11.0,91.7392,99.9956828753,0.343726
91.8147,400.586,7.31205058518,2770,3.0,575.5,91.8311484066,1000.0,47.0,474.605830605,262.218,91.8176088796,43.0,23.6269,-100.823,1.56219435823,2770,7.69402985075,92.0075,71.6859158356,0.25626
91.7616,400.616,8.99082568807,2771,2.0,1000.0,91.7750245955,1000.0,50.0,0.0,262.224,91.7603604707,1000.0,25.1159,-100.752,1.56525759567,2771,9.30275229358,91.9649,99.9956828753,0.57837
91.8551,400.627,7.09396393593,2772,2.0,781.153846154,91.8658106328,1000.0,41.0,399.55664779,262.219,91.8555177346,51.0,25.2266,-100.824,1.52543521943,2772,9.0,92.0153,86.2667645251,0.603739
91.6907,400.659,10.6926202086,2773,3.0,1000.0,91.6999854393,1000.0,62.0,0.0,262.224,91.6898667145,1000.0,25.1534,-100.758,1.58178681087,2773,9.12844036697,91.8768,99.9956828753,0.582007
91.6046,400.68,9.715602184,2774,2.0,1000.0,91.6154552197,1000.0,45.0,0.0,262.22,91.6061243516,1000.0,24.4175,-100.702,1.53452141997,2774,9.86274509804,91.7838,99.9956828753,0.502336
91.6036,400.728,9.56993004819,2775,2.0,1000.0,91.6122050038,1000.0,49.0,0.0,262.214,91.6027157333,1000.0,25.9257,-100.697,1.57746334034,2775,9.33980582524,91.7872,99.9956828753,0.45473
91.7124,400.76,8.16713957986,2776,3.0,1000.0,91.7226848768,1000.0,51.0,0.0,262.214,91.7156951889,1000.0,24.0246,-100.776,1.57897645989,2776,8.73728813559,91.8972,99.9956828753,0.553131
91.6853,400.791,8.81510243893,2777,3.0,1000.0,91.6915878394,1000.0,54.0,0.0,262.232,91.6817948282,1000.0,25.3079,-100.62,1.64037249055,2777,8.32231404959,91.8561,99.9956828753,0.594373
91.6884,400.847,9.62186047611,2778,2.0,1000.0,91.6982039652,1000.0,50.0,0.0,262.24,91.6884877335,1000.0,23.5848,-100.48,1.55071764028,2778,12.9350649351,91.8498,99.9956828753,0.758265
91.3453,400.904,9.16193294778,2779,3.0,1000.0,91.3550933309,1000.0,44.0,0.0,262.255,91.3455207128,1000.0,23.1604,-100.316,1.54018358848,2779,13.3918918919,91.504,99.9956828753,0.807858
91.4708,400.914,9.69325203903,2780,3.0,1000.0,91.4790729191,1000.0,49.0,0.0,262.249,91.4700199688,1000.0,25.3809,-100.415,1.56481633033,2780,14.1126760563,91.6464,99.9956828753,0.824284
91.4033,400.948,9.45139361822,2781,3.0,1000.0,91.4161631257,1000.0,62.0,0.0,262.268,91.4047455048,1000.0,23.4697,-100.438,1.54302038001,2781,11.4597701149,91.5633,99.9956828753,0.843971
91.3149,401.004,8.26033241363,2782,3.0,1000.0,91.3243154005,1000.0,39.0,0.0,262.28,91.3154014373,1000.0,23.7774,-100.407,1.56007317265,2782,12.974025974,91.4855,99.9956828753,0.77653
91.2623,401.058,10.509848409,2783,3.0,1000.0,91.2702651519,1000.0,69.0,0.0,262.285,91.2611729083,1000.0,24.0931,-100.329,1.51042699741,2783,11.2555555556,91.4384,99.9956828753,0.733747
91.4259,401.074,10.6238246865,2784,3.0,1000.0,91.4469021803,1000.0,47.0,0.0,262.277,91.4273340502,1000.0,22.7914,-100.237,1.49804621665,2784,12.9473684211,91.5951,99.9956828753,0.642481
91.2981,401.117,9.57765119951,2785,3.0,172.213114754,91.3405061599,1000.0,47.0,321.627883688,262.277,91.2960523333,42.0,26.1406,-100.002,1.65826953551,2785,14.2394366197,91.4926,45.9271419503,0.43236
91.0736,401.116,10.8109689839,2786,3.0,1000.0,91.1146229827,1000.0,69.0,0.0,262.267,91.0726935582,1000.0,26.0314,-100.037,1.61716828638,2786,12.1204819277,91.2571,99.9956828753,0.689906
90.9923,401.139,9.50723408779,2787,3.0,1000.0,91.0319077284,1000.0,63.0,0.0,262.275,90.9939246706,1000.0,26.9407,-99.8916,1.6488410339,2787,9.85,91.1839,99.9956828753,0.732352
91.1917,401.206,8.72461817817,2788,3.0,1000.0,91.2387313267,1000.0,42.0,0.0,262.281,91.1941679687,1000.0,23.0698,-99.9295,1.55094114651,2788,9.48598130841,91.3637,99.9956828753,0.715451
91.1009,401.237,13.6292672293,2789,3.0,1000.0,91.1315402769,1000.0,92.0,0.0,262.268,91.0986132927,1000.0,24.8103,-100.081,1.61711131325,2789,12.9210526316,91.2927,99.9956828753,0.718188
90.8551,401.268,7.05898677679,2790,3.0,1000.0,90.883910614,1000.0,32.0,0.0,262.244,90.8548204354,1000.0,25.8376,-99.9177,1.59724718722,2790,12.5308641975,91.0481,99.9956828753,0.822796
91.1367,401.285,9.46524882759,2791,3.0,1000.0,91.1586765083,1000.0,62.0,0.0,262.25,91.1383672813,1000.0,23.4152,-99.9522,1.56659279535,2791,10.688172043,91.3263,99.9956828753,0.779848
91.1366,401.323,10.8961277526,2792,3.0,1000.0,91.1553078009,1000.0,79.0,0.0,262.252,91.1363966809,1000.0,22.3072,-100.125,1.48618629516,2792,9.88,91.3172,99.9956828753,0.770879
