AverageQ,MinEsReturn,QFunRegParamNorm,AverageY,PolicyRegParamNorm,AverageAbsY,AverageAction,AverageEsReturn,AverageQLoss,MinReturn,StdEsReturn,AveragePolicySurr,MaxReturn,StdReturn,AverageAbsQYDiff,AverageAbsQ,Iteration,Epoch,AverageReturn,MaxEsReturn,AverageDiscountedReturn
467.033,7.56860420151,240.259,467.040439236,95.9832,467.168584889,0.914141,112.218444539,833.539,179.385607346,116.715505172,-476.78,2086.45588724,444.164792611,10.5026621688,467.57,678,678,552.117541502,429.298306147,184.576048745
467.277,10.3615652714,240.366,467.28683491,96.0813,467.401033065,0.913565,262.941336408,837.459,177.363803104,297.89365514,-477.49,2723.77407941,280.644198647,10.7851034171,467.786,679,679,306.008857305,946.609126448,150.989721326
468.202,7.15069288567,240.562,468.204270238,96.1225,468.350908355,0.911416,223.758701897,853.234,211.826644283,198.468136034,-478.344,2571.91418838,612.079205297,10.7427367127,468.777,680,680,578.637154548,641.737807627,177.947130364
469.467,7.76997789156,240.733,469.455129212,96.2396,469.575727046,0.899537,291.952669178,818.765,937.844943387,364.674238541,-479.232,2698.1659869,561.358787628,10.442827796,469.907,681,681,2244.64907636,1022.73953717,211.342801302
469.661,9.37865396364,240.907,469.680607189,96.2808,469.780937052,0.884126,223.085236402,879.625,347.916953269,159.419920011,-479.764,2578.9428298,757.12243697,10.8136816044,470.177,682,682,1509.09708701,451.18468501,216.600246188
469.715,6.69352393563,241.158,469.705099384,96.3515,469.825473651,0.895234,129.663518067,933.053,317.542835316,147.434281547,-480.012,2886.75305047,940.886132458,11.224130215,470.267,683,683,1297.36449554,463.688706644,221.490338941
470.524,6.65995158896,241.423,470.5443462,96.4124,470.680040057,0.915726,145.84323176,837.166,164.168675886,186.914802315,-480.638,483.705619745,74.5717312238,10.7140132562,471.081,684,684,260.309241233,636.560052619,144.588706595
471.434,13.7294055895,241.584,471.434102348,96.5033,471.54169817,0.893862,225.317041591,948.829,251.360411384,127.274235594,-481.314,2399.1862472,420.951665263,11.0821581785,471.955,685,685,552.107765673,391.561385655,187.11329794
472.175,8.59437329616,241.807,472.19144325,96.551,472.320756006,0.91649,208.493687876,918.453,274.988603759,295.003569416,-481.797,2705.94863222,586.691341972,11.0058535479,472.708,686,686,1128.89517066,1202.29438396,210.475968014
472.96,140.235113693,242.012,472.985656329,96.6127,473.069226996,0.893022,347.684736128,866.198,851.300721095,136.414185271,-482.334,2503.56653496,505.100748071,10.7335123951,473.449,687,687,1559.94832008,559.086960168,238.152318861
473.225,7.49414539854,242.204,473.203629126,96.6622,473.292579914,0.811064,172.828215046,828.08,488.92558984,144.109380171,-482.124,2346.55886311,489.544634659,10.5013685712,473.727,688,688,1205.47940341,406.192909634,221.063981802
472.262,10.4700670018,242.367,472.277943546,96.7697,472.372832407,0.801774,205.195687625,919.537,619.759652906,96.4754426191,-481.831,2711.51700599,680.617884454,11.1401667768,472.784,689,689,2187.20750367,352.29376784,227.202574063
472.463,8.55882856445,242.553,472.491300015,96.8149,472.578920031,0.834798,213.512589572,947.571,280.404949588,173.247915809,-481.828,2623.0108215,773.513802011,11.1224595628,472.977,690,690,1484.95223583,552.452872393,205.077356867
471.796,5.09641724721,242.779,471.79078773,96.881,471.896073686,0.80614,141.310774791,881.581,202.02439309,159.6879772,-481.149,2650.16331946,780.058192126,10.7804037067,472.333,691,691,1218.7792449,511.317870477,201.310890344
472.126,4.35992499036,243.047,472.11605215,96.9291,472.216767378,0.803692,182.724319217,884.413,444.269895302,312.419391504,-481.34,2617.48781575,529.23345622,10.7951602541,472.629,692,692,984.234679161,1093.00285356,217.628889333
472.455,5.27922228425,243.228,472.447062827,97.0259,472.560223738,0.821431,134.179939366,866.257,882.610452438,112.866002925,-481.63,2932.57104849,675.024925278,10.7666530979,472.975,693,693,2404.8107536,302.130390992,228.212993944
473.312,6.71480842939,243.436,473.316182537,97.0115,473.465894886,0.783869,173.535129244,832.918,712.228289591,199.992424879,-482.612,2855.80595475,591.062469445,10.7500682746,473.815,694,694,2570.95665861,622.910236568,231.439216481
473.119,8.27257422542,243.571,473.127927751,97.0492,473.231071066,0.794243,290.890298484,869.779,1443.80411967,237.092300222,-482.371,2702.1104174,333.196441414,10.8418236725,473.609,695,695,2441.45591472,777.996599049,220.558976701
473.274,5.78471815713,243.774,473.268835639,97.1492,473.374630327,0.808376,114.152351204,918.621,282.239987582,142.343945424,-482.613,2623.5872647,522.160731437,11.0618388942,473.762,696,696,674.854594591,564.492287862,184.732757449
473.393,5.93575697811,243.926,473.402302408,97.2491,473.537498269,0.778321,103.927319693,895.388,295.125096153,128.19638649,-482.663,2839.32565461,710.482196241,10.8515128275,473.919,697,697,1073.77819869,492.192681081,207.231426483
473.371,6.37394604779,244.141,473.334646993,97.3409,473.480323303,0.783017,121.907253134,866.899,231.717185577,160.645402422,-482.482,2444.0887264,564.828961641,10.7169311116,473.88,698,698,663.928716257,421.586494292,184.431076654
473.553,4.30492703327,244.363,473.547890522,97.3778,473.685928136,0.706853,94.713429718,838.584,18.142833213,136.771328724,-482.515,3040.12099975,636.301500377,10.4990595647,474.064,699,699,982.131726146,539.13788947,207.425955609
473.983,4.63637446198,244.516,473.989583494,97.4118,474.088873319,0.717754,82.7548320847,845.125,585.75791825,123.20722194,-483.322,2987.63305615,560.196557814,10.514773763,474.489,700,700,1281.45557167,404.497232116,236.030754751
474.464,4.81203477762,244.731,474.455657948,97.4641,474.544065659,0.725709,95.603653514,918.061,318.863604206,154.877307554,-483.731,1868.86877764,431.340475026,10.9433251244,474.974,701,701,1071.05598534,563.781644663,229.603475302
472.912,5.30740311246,244.848,472.921600676,97.5016,473.055608256,0.697213,64.0586725384,967.799,137.407728786,70.3562139704,-482.695,1798.83096726,449.410419639,11.2505876255,473.514,702,702,806.780651388,277.74421328,198.111480492
473.823,5.26294884575,245.031,473.802371861,97.5653,473.923701316,0.602798,91.3795097144,877.194,156.945174049,104.223468266,-483.282,1011.83355795,110.115733115,10.7369397758,474.321,703,703,181.499507065,351.566992546,109.326594307
474.359,4.96796475921,245.18,474.379810404,97.5981,474.505017041,0.706719,74.6332128768,888.683,299.845567717,114.006701614,-483.713,2803.66894158,732.929708991,10.8503067938,474.85,704,704,940.66948386,447.032628252,203.794153648
474.619,5.19706738011,245.339,474.607094342,97.6328,474.710613714,0.712798,49.7197099873,850.557,530.072920654,62.7451554154,-483.856,2264.02086333,484.32125023,10.5028828117,475.097,705,705,1172.47405977,247.478199135,237.506599618
473.634,8.28083636546,245.456,473.628141062,97.6352,473.772435594,0.703357,113.838522943,874.626,319.274949856,229.610345446,-483.061,2387.31684819,553.261899492,10.7994892303,474.128,706,706,1232.21758593,999.462654602,235.416786973
474.155,4.53782245911,245.621,474.181216498,97.7109,474.287750119,0.705486,164.120457417,886.408,148.561749712,187.633744428,-483.718,1251.73222129,239.204250689,10.8293365157,474.784,707,707,535.001388845,563.324443614,175.309977403
474.083,4.72056259245,245.853,474.07173761,97.8075,474.173778075,0.692972,45.8894979912,875.602,259.345859088,56.3752177764,-483.652,1062.18899435,208.926397147,10.7761972347,474.586,708,708,450.384333013,256.364241147,179.737810361
473.637,5.49847082696,246.03,473.640388435,97.8871,473.757171221,0.719669,99.2624544569,926.562,824.974960464,153.75001276,-483.13,2851.03366463,676.521566531,10.8802750291,474.214,709,709,2152.70796657,683.210049697,205.409853784
473.582,5.78195531859,246.244,473.581797658,97.9565,473.686895314,0.710482,115.123299758,820.644,861.274292534,150.096462416,-483.335,2870.4587575,467.264713597,10.6916211137,474.088,710,710,1351.39767861,543.071075913,241.810691939
473.368,5.36515935392,246.493,473.338060483,97.9865,473.451295274,0.69844,55.2407271141,958.113,450.171215887,51.1602833789,-483.182,2074.63499838,382.256831461,11.2664280895,473.945,711,711,952.860117937,199.816988528,226.802433882
473.241,6.13861514711,246.734,473.247786391,98.0291,473.356272475,0.741463,79.0250005957,902.974,322.64246654,96.0538218894,-483.096,2986.22868717,515.296454881,10.8927340059,473.735,712,712,980.505573866,429.069159381,229.295373718
473.82,5.75685945882,246.956,473.804741612,98.076,473.929941282,0.754736,162.138814679,880.313,285.55262615,280.933825516,-483.441,3115.2453702,721.053062045,10.8266151625,474.313,713,713,1148.33248399,869.715916971,221.096250849
473.647,7.22187282289,247.291,473.659374903,98.1772,473.781682362,0.706921,124.727898237,932.251,292.12656083,118.108587145,-482.92,1522.3322054,268.639151609,11.0078632711,474.193,714,714,1022.26343336,431.818814334,230.073804599
472.906,5.21694053449,247.479,472.898534834,98.2829,473.045645066,0.71282,91.8980726052,893.088,670.443262732,192.198375372,-482.428,2845.01326775,605.083255006,10.8189122189,473.455,715,715,1457.01559377,1040.93822608,233.022482615
473.232,5.77535423016,247.693,473.226986412,98.327,473.354116636,0.564433,115.258725486,868.566,63.1358459409,144.325000679,-482.437,1679.03346231,292.216197218,10.729760654,473.729,716,716,149.488412126,515.622305743,67.1021044409
472.641,6.6251191633,247.908,472.633944629,98.4059,472.730357776,0.705978,115.621076804,886.404,342.869565118,178.303962729,-482.655,1161.68753794,213.084756167,10.7421359775,473.161,717,717,625.439859914,783.181797213,208.999557203
473.212,7.34312646454,248.115,473.216821271,98.4691,473.328274689,0.725984,70.7066396923,922.069,201.432467345,86.1589074241,-483.114,1378.03363704,287.846514832,10.965265268,473.65,718,718,780.711759944,323.689731371,222.396112197
473.937,5.90997665857,248.328,473.940797021,98.5026,474.039230713,0.50028,145.216598412,883.355,156.11605274,168.781676708,-483.843,762.927425951,112.851661464,10.8919440501,474.419,719,719,262.913218762,611.268543014,118.946919045
474.156,5.75376788714,248.455,474.160135358,98.5574,474.281959539,0.707797,89.4600315746,801.108,505.886155358,120.055198364,-483.616,2596.39027206,665.993358121,10.3439810377,474.657,720,720,1392.98739209,462.173560712,242.34430588
473.357,5.79366724389,248.672,473.358838383,98.6202,473.487349206,0.311205,137.003515177,865.835,518.816538592,191.043169203,-483.283,2737.22885176,465.689977573,10.6811894699,473.853,721,721,981.837354352,619.91021311,187.152439578
474.257,4.74162957523,248.823,474.283878558,98.7094,474.389400858,0.699186,51.0770997798,894.776,201.069579491,73.0956550702,-484.122,3056.36277481,542.461174682,10.8495276298,474.798,722,722,786.891454857,388.358852585,207.096929554
474.091,5.16117345624,248.958,474.064059201,98.7595,474.154663827,0.29651,69.0798547814,909.145,1031.7444832,96.4417322236,-483.883,1035.794802,1.21906885434,10.7652544849,474.613,723,723,1033.51815753,412.803110323,113.382096902
473.786,5.9456082316,249.144,473.792561672,98.8568,473.918616632,0.763431,120.978635104,910.889,775.970876321,146.260347279,-483.456,3004.64180156,740.244874732,10.9730841559,474.301,724,724,1898.61259675,449.595723978,240.523004334
474.258,4.41634702888,249.316,474.240994271,98.9383,474.361474473,0.389522,65.3491409489,936.102,1052.30724401,111.634262313,-484.09,1055.12748777,0.779671706165,10.867653147,474.765,725,725,1054.27606332,559.409462798,118.627237948
472.959,7.47713170177,249.513,472.974873675,98.9951,473.110546585,0.800633,78.6705683794,893.946,705.477320663,114.310961698,-482.798,3106.90692134,952.843032978,10.8200524733,473.53,726,726,1970.3366447,418.6838071,248.319858361
474.525,5.69861018344,249.772,474.532091797,99.0387,474.638236434,0.757478,55.7272162981,877.117,227.457897963,52.0165245715,-484.013,2878.82731895,745.730333077,10.832597913,475.058,727,727,1105.89415979,175.50047245,210.272855981
473.885,5.96389864432,249.916,473.892221016,99.0909,474.033408875,0.0271505,82.467359503,915.689,1033.33349267,123.653421552,-483.873,1036.56166528,0.942362926572,11.0097547708,474.361,728,728,1034.45764923,602.067550903,120.276610019
474.681,5.92932460925,250.066,474.67902996,99.1243,474.820689743,0.432703,60.065299234,919.106,1032.08476918,77.1585681879,-484.387,1037.62212978,1.55782203276,10.92979074,475.254,729,729,1034.30520181,332.513947059,107.215682485
473.285,5.84448418603,250.26,473.276782849,99.1768,473.432039296,0.754163,67.4141605253,870.583,233.828910701,89.5457005256,-483.023,3249.81835069,864.34711459,10.8832258393,473.8,730,730,1174.15168653,316.668069393,215.128834
473.0,5.05834990903,250.469,472.97880061,99.2066,473.121886416,0.595322,35.98482932,869.394,158.649828978,40.1955909908,-482.634,1750.29926526,452.161827547,10.7811583997,473.517,731,731,724.628707145,171.031292547,176.319661472
473.189,5.56283124658,250.636,473.168684075,99.2531,473.312794338,0.700478,91.2335383507,882.021,467.717579665,124.740129783,-482.716,2798.57183609,697.846768756,10.7709102511,473.796,732,732,1587.7398629,443.091222256,176.833946844
472.359,5.06015200976,250.86,472.36700176,99.2612,472.517143323,0.613788,103.134116751,950.824,510.008065507,127.953199467,-481.975,2018.23169272,368.257796351,10.9777180322,472.915,733,733,1399.39597531,506.450817902,118.310952602
472.953,6.57892117454,251.067,472.955645814,99.3292,473.071273678,0.0482645,57.4931770283,874.748,1016.03012584,81.7685234537,-482.918,1019.57239084,1.27560210751,10.8412377776,473.483,734,734,1017.44950901,324.037407863,108.853705494
472.959,1.84351555583,251.282,472.945780418,99.3799,473.066546994,0.376123,80.3106092977,896.114,987.78128733,153.770369429,-482.497,990.568292202,0.94745552361,10.8483734123,473.522,735,735,989.015595464,708.715365671,97.492852413
472.88,4.54885382654,251.512,472.898836411,99.4061,473.011758646,0.732405,95.6702206585,887.744,176.975129993,115.149060739,-482.628,3099.09457215,461.7519603,10.7823702062,473.443,736,736,535.685255274,379.648508266,177.958751111
472.735,6.95691308622,251.719,472.736336793,99.4787,472.882129863,0.261346,86.7616390386,900.384,1004.36989572,113.547126084,-482.37,1006.10222095,0.59629238453,10.862213741,473.271,737,737,1005.16842197,435.756805007,101.12380169
471.848,6.07626480452,251.895,471.871291389,99.5721,472.025984322,0.200061,53.1802900614,872.079,1008.91323408,72.6933119551,-481.412,1011.38367801,0.663176253319,10.7659566155,472.404,738,738,1010.54551996,331.334659455,106.251170231
471.975,4.53497715933,252.069,471.97212888,99.633,472.103351568,0.821157,66.2088045747,917.133,91.9093143228,72.45732089,-481.597,2978.01459732,1100.23468615,10.9468267863,472.593,739,739,1291.07971859,265.350904887,186.398763499
472.56,6.25281945569,252.227,472.550259488,99.7078,472.689185187,0.161049,75.8910549531,855.917,1000.04939059,99.461055722,-481.902,1001.80154194,0.593443420788,10.5779137464,473.17,740,740,1000.81459159,322.787654289,102.38271942
472.249,8.17744184884,252.413,472.253734047,99.7422,472.395903069,0.14745,64.4888662297,939.239,1007.32364482,71.6358563693,-481.844,1009.54106248,0.717860899108,10.9000734812,472.821,741,741,1008.41679674,251.244658278,103.187107882
472.74,6.07363546965,252.625,472.757598906,99.7617,472.868508049,0.748477,78.5871188792,852.359,75.7563062502,120.94900237,-482.132,1825.08539809,490.02165199,10.5813662706,473.246,742,742,573.583820358,441.253436403,153.222127404
471.406,4.7915089047,252.842,471.382737354,99.8111,471.506460821,0.58003,54.2466291601,894.774,1024.03472914,60.7473059933,-480.828,1031.8023014,2.28362997809,10.776446426,471.9,743,743,1027.49580636,261.395154015,106.265715316
471.465,7.39161873924,253.041,471.460786605,99.8308,471.606025942,0.338113,93.3811603673,948.887,1033.17227269,97.4014461143,-481.184,1034.99030045,0.702609109197,11.0021839174,471.972,744,744,1034.08464659,337.024006456,111.761648177
471.405,7.34728925915,253.19,471.416823863,99.9314,471.51999819,0.845356,77.0802410236,887.611,410.224160736,127.835099857,-480.889,2811.30355496,597.257162534,10.7874260682,471.938,745,745,1251.70409825,519.107812001,233.159012222
470.893,9.64968380873,253.358,470.910076997,99.9433,471.023769286,0.731707,216.573766517,946.776,299.666990733,198.9504567,-480.457,773.356424909,104.641879199,11.0736697083,471.459,746,746,461.291954725,643.468712487,196.634993101
471.003,5.92284781499,253.541,470.9990663,99.9954,471.134470046,0.046921,141.764278718,884.937,1002.87254925,160.195281251,-480.851,1005.01595219,0.649307304708,10.9276695366,471.545,747,747,1004.17076493,596.407016298,100.25502727
471.168,5.55750808465,253.735,471.180776345,100.086,471.310778231,0.011881,67.0918400008,876.683,998.55908149,107.512425797,-480.813,1000.6894495,0.654358815905,10.936640177,471.721,748,748,999.441084928,441.946773687,98.3061650492
470.181,5.17607733232,253.915,470.166270272,100.128,470.271139356,0.844026,66.3468503205,913.576,494.938267403,82.7953493208,-479.459,3019.84866107,636.207734138,11.044237544,470.691,749,749,1284.96926529,270.625845381,228.216553765
470.661,6.4292692055,254.107,470.666187368,100.174,470.779758645,0.0186976,79.2049488039,869.43,1018.82770102,92.6858279437,-480.183,1020.84151872,0.777671620936,10.860865023,471.228,750,750,1020.08127916,312.917207533,109.938693822
470.648,8.35333343873,254.288,470.641645093,100.273,470.743053044,0.817027,115.450844056,812.095,417.707582355,162.303732904,-479.879,2535.9984793,479.910542331,10.3753739538,471.118,751,751,877.695317077,632.351806257,223.043841041
469.838,7.79574361384,254.554,469.859947412,100.334,469.986219738,0.0138396,126.726261475,835.362,1012.60815275,138.358022059,-479.275,1015.84764547,0.849761899211,10.7703741546,470.37,752,752,1014.48395142,444.870624927,106.597936718
470.531,10.9797155346,254.705,470.506090697,100.376,470.581151059,0.253344,130.092676769,868.446,987.566406445,155.712962995,-479.862,989.463379572,0.647567082974,10.6914597426,471.044,753,753,988.551605761,432.167892373,95.7909280193
469.55,5.73518684948,254.872,469.546967717,100.463,469.659629494,0.291794,34.8233221389,868.636,1016.73520966,46.0336511946,-478.953,1019.18297756,0.684576397307,10.7816085835,470.096,754,754,1017.74486595,232.535843506,105.879490088
469.263,6.82737083991,255.028,469.27732443,100.491,469.383178237,0.387137,48.7590498484,899.509,357.669171056,64.5739239545,-478.429,1059.76105388,151.067806421,10.7886749209,469.72,755,755,573.674128487,311.345264837,124.253369922
468.962,4.6069812171,255.213,468.973259958,100.473,469.091944513,0.375582,46.4995386407,885.763,188.969654957,77.9418655204,-478.387,1119.03144709,123.775994625,10.679741346,469.494,756,756,314.262183962,384.330271329,112.532185942
469.058,5.47016454876,255.388,469.053177499,100.486,469.146122379,0.75067,55.8758344531,906.513,187.158608535,72.8751252169,-478.375,1737.50622849,419.37296576,10.6777563478,469.572,757,757,735.637203391,346.085015637,197.823969526
468.944,8.37394247817,255.578,468.959954471,100.561,469.050874503,0.336402,68.3469975538,914.6,334.504074909,77.2148900348,-478.409,1259.59662085,280.052646838,10.8585074163,469.484,758,758,599.802403677,288.585894178,108.131802601
469.03,5.39327965103,255.743,469.06172475,100.643,469.149854627,0.293673,143.458263019,875.482,1024.81554099,171.976025769,-478.825,1027.72031651,0.901194839958,10.7582897352,469.613,759,759,1026.55249965,571.084511087,108.467043425
469.611,6.15046931927,255.962,469.57567989,100.685,469.663309176,0.76653,49.0790242265,885.327,194.30396833,64.800308208,-479.118,2302.13908381,458.494848017,10.655154328,470.108,760,760,842.240586982,270.269978593,188.215962469
468.462,7.26994507229,256.1,468.456264068,100.719,468.572448431,0.753677,80.8873830166,914.308,273.004295793,128.942702357,-477.989,2309.746366,787.470145552,10.8985736546,468.994,761,761,1135.40008767,518.759928464,142.702528424
468.781,8.27439189931,256.26,468.772119079,100.808,468.890918605,0.555094,69.1231727784,830.628,1024.44995791,90.0567015378,-478.032,1028.48627075,1.02158812562,10.4461063327,469.295,762,762,1025.86832484,326.655353013,108.344634468
468.356,5.76079857914,256.481,468.372449382,100.831,468.492695149,0.681914,78.5129348676,911.245,113.59253718,129.842099893,-477.676,890.984124314,174.689294007,10.8496067707,468.884,763,763,216.470729863,523.083930702,104.062120741
468.881,8.04059734716,256.69,468.883665078,100.89,468.978975277,0.51332,61.1048590872,895.881,186.096057699,52.7563524599,-478.729,2475.899583,347.471375793,10.8193337449,469.398,764,764,303.251531781,183.646957582,119.845405105
468.956,6.02528093213,256.789,468.94737855,100.934,469.043482327,0.605935,78.2094114971,923.562,125.037823542,101.756499196,-478.387,2427.76012588,345.004157633,10.6891416798,469.427,765,765,232.368967056,318.096698979,97.7522220166
468.668,6.69410732738,256.877,468.68835081,101.004,468.777552611,0.782715,75.1688175606,867.631,135.270721123,74.4837717845,-478.195,1744.92423214,451.78485548,10.6512316975,469.131,766,766,831.329007134,307.803280937,173.908264335
469.353,5.32130939524,257.039,469.339228118,101.037,469.435204272,0.75918,72.1405758289,853.577,555.940559609,98.8474988089,-479.162,1410.29707588,198.963984133,10.5320395652,469.816,767,767,996.158142303,382.95530869,200.124898154
469.508,8.63667026016,257.185,469.52034375,101.11,469.612154285,0.768912,74.2832004594,929.788,244.331721783,124.62618825,-478.997,1374.22746677,329.036963602,10.9013646722,469.968,768,768,671.458918413,586.597049642,160.890822534
469.22,6.8350560367,257.312,469.20616538,101.153,469.326370864,0.685674,92.8388621852,922.634,140.051069978,120.744940003,-478.5,1444.74313644,425.137205837,10.7797477066,469.772,769,769,442.984210875,487.816378627,123.748196233
469.997,4.87966913035,257.493,469.979609879,101.244,470.093684936,0.725717,47.1263227759,824.3,135.444225728,59.0650979118,-479.952,2802.16758158,837.845886528,10.4289656602,470.507,770,770,689.627560803,232.531198592,129.080767712
470.79,4.82546523235,257.636,470.774823119,101.34,470.910194056,0.806963,44.5011716516,871.712,127.350034321,45.364289315,-480.479,2108.96299255,598.457913668,10.5553088063,471.303,771,771,893.046637588,161.320702113,175.749612257
469.728,5.03056614646,257.821,469.747639867,101.388,469.915236987,0.755338,71.3504219639,880.216,169.379108394,79.1552906526,-480.01,2283.46921804,599.362878028,10.6685533137,470.3,772,772,802.613283555,271.797681947,152.710757834
469.757,4.52247679253,258.026,469.722720517,101.423,469.829856594,0.729232,93.5834046217,866.463,225.623405651,143.252398686,-479.764,2612.92921401,482.585928929,10.6819584498,470.222,773,773,1042.06258001,542.8072003,171.798577193
470.756,4.6358171703,258.239,470.773082873,101.448,470.891690506,0.804116,43.6285603067,992.575,143.599285377,64.3163197819,-480.749,2405.91621933,439.548513382,11.0745929675,471.349,774,774,1196.14042939,350.111176043,223.907509915
471.121,4.77914272284,258.482,471.108297008,101.497,471.238748378,0.680109,121.578036519,884.004,631.914371162,204.605912908,-481.129,3264.0350645,830.82460684,10.763079478,471.673,775,775,1793.0681552,815.704603842,211.240143276
472.023,4.05920200479,258.68,472.012295762,101.53,472.153342731,0.691057,71.2988852648,857.841,167.173779688,110.462477066,-481.734,2827.54270792,905.333773606,10.5214498966,472.531,776,776,1193.95434453,512.65157056,157.804275167
471.347,4.54312727472,258.963,471.332877233,101.546,471.452102984,0.586841,67.4623712695,904.344,167.478480425,100.386275539,-481.499,2634.73579979,646.319306055,10.7367046455,471.871,777,777,859.305431814,454.388807458,135.668181299
471.473,5.25395169442,259.121,471.491620933,101.614,471.636327648,0.431789,78.0302563789,871.391,283.763934439,171.939816605,-481.57,1188.44847858,296.925163926,10.7219509092,472.049,778,778,910.203714419,879.718718939,122.315818702
471.218,5.32851935736,259.222,471.207592533,101.664,471.321669872,0.562694,62.049716541,933.849,247.826047453,105.391440726,-481.268,1488.9218213,232.680244578,10.956694978,471.744,779,779,366.064898066,454.067164746,126.603445532
471.442,5.21971210012,259.443,471.442698497,101.728,471.555831438,0.489404,190.78163068,956.802,264.787431976,303.061595891,-481.597,1018.31748888,290.828768046,11.1094204543,472.003,780,780,479.782781167,1091.3037418,122.032546489
471.54,4.96256561004,259.663,471.528658302,101.753,471.649777852,0.723593,78.768520647,859.553,141.865924493,112.128336323,-481.338,1184.22627821,346.063172702,10.6384034804,472.113,781,781,441.081859553,491.658376508,129.884201398
470.775,4.75210347228,259.799,470.789540908,101.794,470.905254183,0.41678,78.3657804082,1005.73,251.451995788,82.0744674611,-480.762,1018.73140567,322.46747452,11.1261644679,471.348,782,782,610.479878349,281.552263858,126.775701017
470.715,5.7743785847,259.981,470.723581021,101.805,470.861668374,0.50624,81.659744995,915.441,169.124935284,159.675067115,-480.724,1904.90902475,341.594342747,10.7448544519,471.35,783,783,320.093096069,794.94735778,108.242079931
470.542,7.59515196988,260.102,470.525445256,101.871,470.69168367,0.751103,106.420107008,888.609,689.776014192,90.2153455981,-480.493,1631.63610809,259.402238375,10.8634662675,471.16,784,784,1020.40607266,278.016555085,195.171469819
471.567,5.15834577064,260.253,471.583228286,101.928,471.682408173,0.641322,80.397418712,919.153,795.669052394,122.206497165,-481.125,1809.05195978,199.03968808,10.7190047259,472.147,785,785,1158.69717245,510.308003057,157.615230966
469.906,4.35875770598,260.413,469.902725959,101.979,470.01684546,0.680695,51.786672805,971.24,247.866785208,55.7542534172,-479.983,1418.46875192,345.970891178,11.1006252907,470.493,786,786,511.479047991,232.136601495,152.029240047
470.525,4.51596387942,260.592,470.510272855,102.071,470.634274836,0.726559,72.4673582571,850.85,625.543680913,128.887348626,-480.393,2516.25654468,504.222400719,10.5136174346,471.051,787,787,1194.86699461,587.731098046,244.809334646
469.52,5.05395763023,260.84,469.517141316,102.116,469.678272543,0.723422,94.685785788,930.518,278.920229866,153.265270786,-479.407,3109.76652749,1095.25964467,10.866930646,470.068,788,788,1550.3485017,661.436266569,188.253320054
470.394,5.77178327695,261.063,470.366504476,102.175,470.492565337,0.723503,85.7024554031,898.644,601.138321375,114.757296534,-480.282,2770.17598012,453.555976918,10.8973011261,470.936,789,789,1246.24155783,506.647780306,246.368287054
469.778,4.77091016321,261.188,469.801406835,102.257,469.931101077,0.725734,69.4786515512,941.418,574.76264814,86.1306776833,-479.716,3179.64665607,583.986978962,10.8942806995,470.413,790,790,1173.87604733,364.759668399,243.351735216
470.608,5.82693582335,261.401,470.577732555,102.271,470.71910331,0.777468,61.3682030059,879.705,153.623409121,82.8544923713,-480.579,1946.56678388,430.317360114,10.7191848287,471.144,791,791,479.132948519,387.662733511,147.777224576
471.136,7.9460873777,261.556,471.136557197,102.414,471.273434447,0.732034,86.4273436715,847.74,370.81189075,72.0519004246,-480.701,1797.20588192,346.597393172,10.6295006887,471.72,792,792,1120.36704528,255.570904652,233.139379073
469.915,4.78580039001,261.692,469.896134235,102.442,470.003814943,0.739896,102.959773318,900.233,36.5386283493,90.3930949935,-479.794,884.126850717,166.850582144,10.7927990511,470.434,793,793,270.868557467,306.866834771,129.914292512
470.106,5.21606130284,261.85,470.123492802,102.517,470.264643387,0.770642,65.6726833056,948.886,152.175188496,84.1521019305,-480.03,2587.718128,644.556872151,11.0051937483,470.695,794,794,845.632888899,334.907068707,170.020182656
469.372,6.44727930982,262.069,469.363976209,102.551,469.497273779,0.718611,72.2650424019,931.556,172.595337167,87.5232464314,-479.712,1155.69210883,243.875573649,11.1647320979,469.967,795,795,661.707240751,292.262901331,192.76542943
469.088,5.91801072881,262.221,469.096148414,102.618,469.244405145,0.810462,94.7586022944,873.272,259.081281416,141.119655245,-479.41,2524.57658278,657.495134308,10.9656122606,469.664,796,796,961.069390647,551.320920976,202.934934365
470.168,7.46275223896,262.429,470.127148769,102.685,470.26304508,0.776243,108.102578855,941.017,350.318577384,142.437341551,-480.419,1634.92316775,415.135856978,11.0537515495,470.669,797,797,926.819098513,596.641879712,133.360290305
469.9,6.78761280739,262.59,469.90829975,102.762,470.048175619,0.809409,62.4956189506,784.347,231.468851617,70.1545178495,-479.513,1377.76040344,231.228283946,10.2993877771,470.484,798,798,372.316686247,255.976069566,153.043121511
470.396,6.71266021398,262.752,470.378867938,102.8,470.487565376,0.801731,91.9259014433,885.018,654.477490505,124.901088606,-480.293,1043.80461856,80.7084856399,10.7176482485,470.939,799,799,777.363006806,457.300538857,235.643567264
470.59,8.39583280506,262.93,470.584445221,102.865,470.690404697,0.727274,132.582306313,844.512,214.57559084,161.628834853,-480.289,1076.02037997,307.210193537,10.3601045151,471.138,800,800,582.121328927,582.414654119,174.141725808
469.295,7.69976888994,263.123,469.289125969,102.907,469.385911264,0.747465,77.5421493795,944.136,365.26714953,94.8070586176,-479.287,1303.35375014,196.288990803,10.9500373635,469.811,801,801,599.15214643,379.864767309,191.782261022
