PolicyRegParamNorm,AveragePolicySurr,Iteration,AverageReturn,AverageAction,AverageQLoss,AverageQ,Epoch,MinEsReturn,MaxEsReturn,QFunRegParamNorm,MinReturn,AverageDiscountedReturn,AverageAbsQ,MaxReturn,AverageAbsY,StdEsReturn,AverageY,StdReturn,AverageAbsQYDiff,AverageEsReturn
110.33,-106.617,2303,1000.0,0.633393,39.4541,99.7246,2303,3.0,198.0,263.725,1000.0,99.9956828753,99.9644,1000.0,99.8100003018,37.4627381194,99.7203670994,0.0,2.50839577052,30.8823529412
110.369,-108.609,2304,1000.0,0.471328,39.1961,101.902,2304,3.0,148.0,263.631,1000.0,99.9956828753,102.079,1000.0,101.93245089,33.0231568583,101.898558959,0.0,2.44530404781,36.9333333333
110.472,-109.365,2305,1000.0,0.661946,40.6865,103.206,2305,3.0,122.0,263.632,1000.0,99.9956828753,103.374,1000.0,103.227348982,26.9489312953,103.204162369,0.0,2.39350204392,29.4285714286
110.495,-109.44,2306,1000.0,0.717791,41.5194,103.879,2306,5.0,186.0,263.599,1000.0,99.9956828753,104.081,1000.0,103.913110488,42.365197006,103.880626333,0.0,2.38001850113,41.9090909091
110.42,-109.206,2307,1000.0,0.329502,45.3487,104.069,2307,5.0,176.0,263.568,1000.0,99.9956828753,104.267,1000.0,104.123778781,32.6701674889,104.070618715,0.0,2.34306846372,33.8125
110.416,-108.378,2308,1000.0,0.19361,59.1511,103.701,2308,4.0,96.0,263.573,1000.0,99.9956828753,103.898,1000.0,103.760593394,21.9658362663,103.701313495,0.0,2.61170269517,21.2765957447
110.468,-108.498,2309,1000.0,0.61474,60.6338,103.587,2309,3.0,59.0,263.549,1000.0,99.9956828753,103.809,1000.0,103.667983693,14.1232287441,103.583823229,0.0,2.59303328328,19.1568627451
110.455,-108.863,2310,1000.0,0.522346,45.1414,103.496,2310,3.0,160.0,263.463,1000.0,99.9956828753,103.701,1000.0,103.561417205,28.4315698945,103.496679524,0.0,2.24812023452,28.0833333333
110.459,-108.97,2311,1000.0,0.527433,36.2447,103.585,2311,4.0,140.0,263.407,1000.0,99.9956828753,103.794,1000.0,103.670551719,22.8803220214,103.586994771,0.0,2.01017135746,21.9555555556
110.433,-109.273,2312,1000.0,0.48371,37.8636,103.972,2312,3.0,108.0,263.417,1000.0,99.9956828753,104.169,1000.0,104.044223381,24.0611720413,103.97587512,0.0,2.01450343965,25.1
110.403,-109.23,2313,1000.0,0.378987,30.4809,103.881,2313,4.0,131.0,263.394,1000.0,99.9956828753,104.081,1000.0,103.947001553,28.1936340216,103.883639916,0.0,1.83535497732,26.2051282051
110.359,-109.921,2314,1000.0,0.489054,28.5472,104.481,2314,3.0,54.0,263.387,1000.0,99.9956828753,104.666,1000.0,104.539822932,13.2878214251,104.480439549,0.0,1.78963032673,19.1730769231
110.352,-109.906,2315,1000.0,0.590303,34.4714,104.532,2315,3.0,89.0,263.356,1000.0,99.9956828753,104.736,1000.0,104.57566552,18.1218943699,104.53295722,0.0,1.91378627277,16.7166666667
110.323,-110.105,2316,1000.0,0.533941,39.3547,104.435,2316,3.0,83.0,263.364,1000.0,99.9956828753,104.629,1000.0,104.494453254,17.8098739919,104.435758715,0.0,2.06883807295,16.8305084746
110.328,-110.048,2317,1000.0,0.581751,40.3828,104.665,2317,3.0,83.0,263.395,1000.0,99.9956828753,104.859,1000.0,104.737822977,17.011778181,104.665853,0.0,2.04259137418,15.196969697
110.296,-110.735,2318,1000.0,0.0329532,32.8044,104.922,2318,3.0,116.0,263.358,1000.0,99.9956828753,105.132,1000.0,105.000906218,16.8388211713,104.925378281,0.0,1.85672493052,15.28125
110.295,-111.098,2319,1000.0,0.0842008,33.664,105.212,2319,4.0,144.0,263.398,1000.0,99.9956828753,105.407,1000.0,105.28172615,21.5638515162,105.214308083,0.0,1.85048978547,18.0175438596
110.325,-111.306,2320,1000.0,0.0211232,34.2986,105.802,2320,3.0,43.0,263.351,1000.0,99.9956828753,105.995,1000.0,105.857836123,10.513566748,105.80468562,0.0,1.96936409014,14.8208955224
110.307,-111.968,2321,1000.0,0.027699,35.8413,106.102,2321,3.0,74.0,263.348,1000.0,99.9956828753,106.286,1000.0,106.159411008,11.5786879681,106.099678123,0.0,1.89443523774,12.582278481
110.319,-112.151,2322,1000.0,0.749185,35.7885,106.204,2322,3.0,168.0,263.397,1000.0,99.9956828753,106.378,1000.0,106.259760368,24.1982552172,106.20546042,0.0,1.89113413555,17.6666666667
110.322,-112.245,2323,1000.0,0.534861,36.6112,106.715,2323,3.0,70.0,263.344,1000.0,99.9956828753,106.898,1000.0,106.774737722,13.923816038,106.717641223,0.0,1.89321500675,14.3142857143
110.293,-112.14,2324,1000.0,0.745339,39.9357,106.728,2324,3.0,91.0,263.304,1000.0,99.9956828753,106.896,1000.0,106.765966527,14.8878656356,106.724730565,0.0,1.94575982607,16.1129032258
110.273,-112.354,2325,1000.0,0.0628954,37.8331,106.64,2325,3.0,120.0,263.345,1000.0,99.9956828753,106.813,1000.0,106.68934274,19.5804721786,106.639777464,0.0,1.8728515993,17.2807017544
110.274,-112.192,2326,1000.0,0.0467634,39.4887,106.802,2326,4.0,170.0,263.309,1000.0,99.9956828753,107.002,1000.0,106.848271481,26.4275266846,106.803161001,0.0,1.93265004765,16.95
110.265,-112.014,2327,1000.0,0.0193053,37.5477,106.825,2327,3.0,159.0,263.294,1000.0,99.9956828753,107.006,1000.0,106.882665311,36.7075833569,106.827818208,0.0,1.89208292913,25.9736842105
110.23,-112.069,2328,1000.0,0.0140974,32.3596,106.723,2328,3.0,100.0,263.358,1000.0,99.9956828753,106.917,1000.0,106.79645982,16.4495111118,106.725019118,0.0,1.75634579184,18.0535714286
110.239,-111.853,2329,1000.0,0.0192979,34.4781,106.486,2329,4.0,102.0,263.296,1000.0,99.9956828753,106.7,1000.0,106.580250163,16.8416844165,106.485859756,0.0,1.7860573047,14.828125
110.2,-111.55,2330,1000.0,0.691695,37.4569,106.38,2330,4.0,112.0,263.309,1000.0,99.9956828753,106.605,1000.0,106.510256951,23.5817879547,106.377967014,0.0,1.85379629738,23.3863636364
110.207,-111.388,2331,1000.0,0.423053,32.7913,106.035,2331,3.0,177.0,263.294,1000.0,99.9956828753,106.285,1000.0,106.151809417,44.6118149251,106.037300424,0.0,1.73828883725,35.3103448276
110.241,-111.185,2332,1000.0,0.0973593,33.5372,105.82,2332,3.0,129.0,263.283,1000.0,99.9956828753,106.028,1000.0,105.905262382,26.5715336583,105.820003572,0.0,1.73541308916,23.9512195122
110.249,-111.216,2333,1000.0,0.0148101,34.1998,105.609,2333,3.0,162.0,263.329,1000.0,99.9956828753,105.796,1000.0,105.668823006,25.9074753481,105.611966,0.0,1.70531438299,23.4285714286
110.248,-110.912,2334,1000.0,0.732489,32.9887,105.467,2334,4.0,160.0,263.314,1000.0,99.9956828753,105.635,1000.0,105.522307472,36.7563239238,105.464742611,0.0,1.6759552727,34.275862069
110.275,-110.756,2335,1000.0,0.74297,26.8543,105.491,2335,6.0,126.0,263.267,1000.0,99.9956828753,105.651,1000.0,105.534811973,24.0730331724,105.486681386,0.0,1.58315706824,33.1935483871
110.309,-110.79,2336,1000.0,0.574325,31.4913,105.434,2336,3.0,77.0,263.278,1000.0,99.9956828753,105.621,1000.0,105.48503973,19.3654334012,105.436127917,0.0,1.67058459374,23.1627906977
110.345,-110.375,2337,1000.0,0.564705,31.253,105.247,2337,3.0,186.0,263.288,1000.0,99.9956828753,105.423,1000.0,105.291209893,35.1724075844,105.243473528,0.0,1.64022790155,30.5151515152
110.371,-110.072,2338,1000.0,0.677456,27.9466,104.935,2338,3.0,147.0,263.285,1000.0,99.9956828753,105.09,1000.0,104.986622582,25.5181230339,104.937638499,0.0,1.59585917232,22.6666666667
110.3,-109.717,2339,1000.0,0.122287,35.1292,104.614,2339,3.0,96.0,263.265,1000.0,99.9956828753,104.795,1000.0,104.662108146,25.3433856703,104.613100226,0.0,1.74606997647,30.3529411765
110.368,-109.634,2340,1000.0,0.386922,31.4744,104.417,2340,5.0,105.0,263.292,1000.0,99.9956828753,104.586,1000.0,104.468582655,23.6765472333,104.416596398,0.0,1.70096398937,33.5666666667
110.393,-109.407,2341,1000.0,0.30912,33.1205,104.14,2341,5.0,76.0,263.309,1000.0,99.9956828753,104.331,1000.0,104.187480335,20.9558734626,104.137710134,0.0,1.70336131454,32.7586206897
110.415,-109.483,2342,1000.0,0.481097,31.2157,104.169,2342,5.0,93.0,263.325,1000.0,99.9956828753,104.353,1000.0,104.220721262,28.8607670991,104.168807511,0.0,1.69179287709,36.3571428571
110.434,-109.322,2343,1000.0,0.497808,27.1023,104.077,2343,3.0,79.0,263.336,1000.0,99.9956828753,104.231,1000.0,104.131527737,18.7708880485,104.079141204,0.0,1.52203728365,27.7567567568
110.462,-109.515,2344,1000.0,0.529244,29.4763,103.912,2344,3.0,113.0,263.33,1000.0,99.9956828753,104.095,1000.0,103.971141304,26.95108025,103.912949084,0.0,1.61422138249,30.1470588235
110.471,-109.519,2345,1000.0,0.474638,28.6307,104.233,2345,3.0,98.0,263.34,1000.0,99.9956828753,104.411,1000.0,104.27825586,24.6056197532,104.232302331,0.0,1.54547040796,30.53125
110.57,-108.963,2346,1000.0,0.594364,33.4888,103.706,2346,4.0,74.0,263.38,1000.0,99.9956828753,103.885,1000.0,103.753879035,21.1326276203,103.706902492,0.0,1.71365220878,26.8684210526
110.547,-108.584,2347,1000.0,0.756211,36.0776,103.691,2347,4.0,119.0,263.39,1000.0,99.9956828753,103.859,1000.0,103.737588131,23.113253484,103.693997508,0.0,1.81204710538,23.8536585366
110.563,-108.706,2348,1000.0,0.768349,35.68,103.541,2348,3.0,167.0,263.397,1000.0,99.9956828753,103.719,1000.0,103.575729304,35.0600495716,103.542447633,0.0,1.77091093184,32.7741935484
110.588,-108.54,2349,1000.0,0.70703,27.3868,103.249,2349,3.0,121.0,263.437,1000.0,99.9956828753,103.387,1000.0,103.267256338,20.1170046864,103.24439568,0.0,1.54898897651,20.5714285714
110.681,-108.713,2350,1000.0,0.231389,25.6246,103.241,2350,3.0,67.0,263.416,1000.0,99.9956828753,103.388,1000.0,103.272469953,20.4129582806,103.24562108,0.0,1.48572112622,30.3870967742
110.732,-108.57,2351,1000.0,0.074185,30.1444,103.314,2351,3.0,110.0,263.416,1000.0,99.9956828753,103.485,1000.0,103.331056856,23.7874656909,103.311291128,0.0,1.66295373793,27.0512820513
110.747,-108.521,2352,1000.0,0.328027,30.8793,103.296,2352,3.0,211.0,263.385,1000.0,99.9956828753,103.441,1000.0,103.318049919,43.9608411607,103.297187249,0.0,1.60588900519,41.8333333333
110.771,-108.439,2353,613.823529412,0.173254,27.1187,103.29,2353,2.0,95.0,263.392,55.0,77.8632958838,103.436,1000.0,103.320481285,23.6311571577,103.294901168,461.604138438,1.47189784062,30.1515151515
110.774,-108.448,2354,843.25,0.527134,26.8178,102.844,2354,3.0,130.0,263.358,54.0,90.817177923,102.991,1000.0,102.863845854,31.7221286223,102.840545692,350.510847431,1.50145326975,31.3548387097
110.843,-108.459,2355,583.277777778,0.338497,25.9689,102.986,2355,3.0,120.0,263.34,58.0,76.2173778292,103.147,1000.0,103.008566376,25.1107007288,102.989961925,465.924267279,1.52888921336,30.7575757576
110.847,-108.476,2356,80.6935483871,0.648824,29.0639,103.263,2356,3.0,106.0,263.34,46.0,45.3257061302,103.417,1000.0,103.280638036,23.8030352589,103.261722265,144.934533465,1.53205553363,26.3157894737
110.9,-108.458,2357,1000.0,0.612147,27.2845,103.296,2357,3.0,108.0,263.327,1000.0,99.9956828753,103.45,1000.0,103.318919486,23.7719346138,103.296328133,0.0,1.53161811847,24.119047619
110.923,-108.272,2358,1000.0,0.134456,30.7424,103.005,2358,3.0,112.0,263.343,1000.0,99.9956828753,103.174,1000.0,103.030903604,30.9717374506,102.999466549,0.0,1.60418585888,38.5384615385
110.969,-108.228,2359,1000.0,0.0634021,29.7869,102.919,2359,3.0,95.0,263.347,1000.0,99.9956828753,103.075,1000.0,102.946581999,21.6711125871,102.920043512,0.0,1.56292483654,24.1463414634
110.984,-108.272,2360,1000.0,0.0809558,30.6809,103.163,2360,4.0,86.0,263.346,1000.0,99.9956828753,103.329,1000.0,103.193434976,22.8243063846,103.164239426,0.0,1.61233977825,29.1470588235
111.009,-108.635,2361,1000.0,0.705114,27.4036,103.146,2361,3.0,97.0,263.289,1000.0,99.9956828753,103.299,1000.0,103.169541865,25.7929708206,103.150062405,0.0,1.54021678563,31.1875
111.015,-108.577,2362,1000.0,0.747542,26.992,103.163,2362,4.0,172.0,263.29,1000.0,99.9956828753,103.316,1000.0,103.18150396,36.673549672,103.161374043,0.0,1.49097290361,37.7037037037
111.016,-108.555,2363,1000.0,0.793763,27.1785,103.324,2363,6.0,75.0,263.276,1000.0,99.9956828753,103.494,1000.0,103.342783136,20.7547571687,103.323113363,0.0,1.51113729034,35.5925925926
111.071,-108.516,2364,1000.0,0.768461,30.2243,103.17,2364,4.0,89.0,263.288,1000.0,99.9956828753,103.337,1000.0,103.184855157,20.0206963622,103.171730182,0.0,1.62627420001,29.6666666667
111.12,-107.898,2365,843.166666667,0.771689,27.3223,102.801,2365,3.0,189.0,263.28,57.0,90.7831501759,102.953,1000.0,102.819558746,45.202910913,102.802461965,350.690944977,1.49581406306,39.2592592593
111.127,-107.904,2366,685.466666667,0.608454,29.6535,102.698,2366,3.0,124.0,263.226,50.0,81.0660317856,102.872,1000.0,102.71927601,32.5388629181,102.69483582,444.825339006,1.60535219261,37.68
111.13,-107.901,2367,79.8518518519,0.501074,27.4101,102.726,2367,3.0,95.0,263.257,38.0,38.3291274511,102.876,1000.0,102.751995274,22.6456289208,102.728810572,180.525345241,1.54583461307,25.8292682927
111.208,-107.907,2368,1000.0,0.159627,29.9225,102.748,2368,3.0,106.0,263.287,1000.0,99.9956828753,102.899,1000.0,102.769435382,25.3303671509,102.74455786,0.0,1.58613508911,24.85
111.174,-107.549,2369,1000.0,0.130579,29.4781,102.424,2369,4.0,127.0,263.296,1000.0,99.9956828753,102.584,1000.0,102.44675322,24.6060078294,102.427227229,0.0,1.62054340031,25.0769230769
111.149,-107.466,2370,1000.0,0.474321,29.1782,102.353,2370,3.0,82.0,263.337,1000.0,99.9956828753,102.517,1000.0,102.381599076,22.524616919,102.352336671,0.0,1.57241431515,28.3142857143
111.154,-107.532,2371,1000.0,0.753643,27.5205,102.256,2371,3.0,82.0,263.366,1000.0,99.9956828753,102.423,1000.0,102.284908717,21.9494724352,102.254240933,0.0,1.51440058602,23.8139534884
111.165,-107.525,2372,1000.0,0.811519,28.7433,102.315,2372,4.0,53.0,263.342,1000.0,99.9956828753,102.499,1000.0,102.365248723,14.2610866435,102.317241038,0.0,1.55536494378,20.7346938776
111.193,-107.304,2373,1000.0,0.779864,32.5118,102.106,2373,3.0,127.0,263.41,1000.0,99.9956828753,102.289,1000.0,102.154399029,25.5273872537,102.101843496,0.0,1.66919089022,25.05
111.202,-107.169,2374,613.0,0.733248,27.6431,102.153,2374,2.0,71.0,263.428,48.0,77.3821380004,102.336,1000.0,102.203321892,16.8609584197,102.154198351,462.600704458,1.56048609802,18.8301886792
111.219,-107.034,2375,914.0,0.530669,27.5308,101.868,2375,3.0,80.0,263.423,54.0,94.7127443037,102.043,1000.0,101.911938195,16.9897928541,101.871170522,271.955878774,1.57626119364,20.2857142857
111.233,-107.029,2376,635.3125,0.579771,30.3291,101.937,2376,3.0,89.0,263.466,6.0,70.8780362387,102.122,1000.0,101.979213004,20.6073746519,101.934534601,470.996379863,1.6409619905,20.2244897959
111.215,-106.974,2377,1000.0,0.323191,35.2396,101.716,2377,3.0,121.0,263.489,1000.0,99.9956828753,101.896,1000.0,101.745772836,25.6992700157,101.716680741,0.0,1.77070979239,22.9545454545
111.217,-106.943,2378,390.785714286,0.613595,28.198,101.852,2378,3.0,74.0,263.495,43.0,61.8993322745,102.01,1000.0,101.886948704,15.1651826093,101.851887401,454.121943751,1.61021126948,17.0169491525
111.275,-106.705,2379,915.090909091,0.797579,28.1915,101.586,2379,3.0,82.0,263.565,66.0,95.3130106373,101.753,1000.0,101.618299678,20.9577845356,101.584678677,268.506121327,1.6120663923,20.6458333333
111.281,-106.718,2380,1000.0,0.175378,29.864,101.52,2380,3.0,102.0,263.548,1000.0,99.9956828753,101.708,1000.0,101.565116628,22.9010693075,101.525595557,0.0,1.66113072927,19.8979591837
111.367,-106.563,2381,840.75,0.390602,28.2371,101.541,2381,3.0,167.0,263.553,44.0,89.3397599948,101.715,1000.0,101.57802399,29.5032660621,101.537709889,356.093883922,1.65618049147,20.875
111.415,-103.979,2382,1000.0,0.041554,51.046,100.998,2382,3.0,111.0,263.535,1000.0,99.9956828753,101.187,1000.0,101.062835127,28.2148453832,101.003332933,0.0,2.25101894728,25.35
111.421,-99.457,2383,1000.0,0.0792269,113.097,98.1005,2383,3.0,121.0,263.557,1000.0,99.9956828753,98.2911,1000.0,98.1645908229,27.6967044613,98.0943659773,0.0,3.94879456441,30.7272727273
111.382,-97.537,2384,1000.0,0.0251829,112.833,94.7361,2384,3.0,146.0,263.544,1000.0,99.9956828753,94.9283,1000.0,95.0013671504,30.9850974763,94.7442100603,0.0,4.36709986439,25.641025641
111.363,-98.7325,2385,254.571428571,0.089424,70.7062,93.6055,2385,3.0,89.0,263.508,6.0,52.4534970361,93.7921,1000.0,93.9354683196,17.7624118058,93.595138115,389.519737434,3.73678203175,13.6197183099
111.436,-100.754,2386,1000.0,0.0508508,56.7774,93.9126,2386,3.0,82.0,263.417,1000.0,99.9956828753,94.1187,1000.0,94.141699877,11.2587768856,93.9169871954,0.0,3.57795542971,9.77358490566
111.441,-103.361,2387,687.2,0.187984,53.1073,95.7666,2387,3.0,73.0,263.309,54.0,82.0255326094,95.9379,1000.0,95.857683011,15.4956563318,95.7642181275,442.375888433,3.40901726321,13.038961039
111.457,-105.032,2388,1000.0,0.0143599,49.9983,97.6695,2388,2.0,108.0,263.247,1000.0,99.9956828753,97.8775,1000.0,97.7262860733,20.0000940605,97.6691021041,0.0,3.20128541404,16.2131147541
111.468,-106.422,2389,1000.0,0.0195606,46.8698,99.2101,2389,3.0,100.0,263.217,1000.0,99.9956828753,99.4317,1000.0,99.2796066185,23.8273870787,99.2074428231,0.0,3.03456249104,24.825
111.512,-107.559,2390,1000.0,0.0814876,42.6674,100.58,2390,3.0,94.0,263.178,1000.0,99.9956828753,100.808,1000.0,100.6547183,23.7947096771,100.580063109,0.0,2.79859179682,23.9523809524
111.512,-108.686,2391,1000.0,0.377638,41.4487,101.935,2391,4.0,149.0,263.108,1000.0,99.9956828753,102.19,1000.0,102.038824703,29.9677166833,101.931651753,0.0,2.7007624232,27.6388888889
111.529,-109.46,2392,1000.0,0.645992,47.6554,102.976,2392,3.0,100.0,263.09,1000.0,99.9956828753,103.272,1000.0,103.132357481,24.603793892,102.974946388,0.0,2.7896299271,23.0465116279
111.565,-110.14,2393,1000.0,0.0385567,42.2523,103.702,2393,3.0,114.0,263.051,1000.0,99.9956828753,104.007,1000.0,103.865566174,29.7768884529,103.701673688,0.0,2.6659942763,30.34375
111.568,-111.349,2394,1000.0,0.871026,38.0958,104.907,2394,3.0,74.0,263.075,1000.0,99.9956828753,105.197,1000.0,105.060352857,18.5302286818,104.908561704,0.0,2.46924941021,23.925
111.596,-112.165,2395,1000.0,0.889337,38.5285,105.61,2395,3.0,100.0,263.049,1000.0,99.9956828753,105.928,1000.0,105.749231193,23.7508419445,105.603912343,0.0,2.49872011802,27.9473684211
111.633,-113.072,2396,1000.0,0.882566,40.1425,106.622,2396,3.0,83.0,263.072,1000.0,99.9956828753,106.898,1000.0,106.76942566,21.3512321608,106.615353479,0.0,2.50899427229,30.3939393939
111.69,-113.758,2397,1000.0,0.614055,41.753,107.158,2397,6.0,204.0,263.034,1000.0,99.9956828753,107.451,1000.0,107.286017003,50.797136046,107.154391694,0.0,2.50782261227,51.5789473684
111.698,-114.518,2398,1000.0,0.510018,44.2785,108.286,2398,3.0,101.0,263.072,1000.0,99.9956828753,108.582,1000.0,108.422902697,26.6382348431,108.286713303,0.0,2.57458063043,34.0666666667
111.701,-115.386,2399,1000.0,0.581889,43.5572,108.941,2399,4.0,168.0,263.05,1000.0,99.9956828753,109.277,1000.0,109.074121406,41.213536072,108.934508845,0.0,2.58709825973,39.8333333333
111.766,-115.888,2400,1000.0,0.567487,45.8472,109.68,2400,6.0,142.0,263.055,1000.0,99.9956828753,110.004,1000.0,109.805645515,41.2372945622,109.684187239,0.0,2.60362334995,45.4090909091
111.771,-116.511,2401,1000.0,0.304874,43.8014,110.083,2401,6.0,120.0,263.014,1000.0,99.9956828753,110.404,1000.0,110.221683955,24.0107194486,110.086120509,0.0,2.55240534124,32.71875
111.827,-116.668,2402,1000.0,0.504822,44.8671,110.854,2402,3.0,110.0,263.058,1000.0,99.9956828753,111.186,1000.0,110.988243875,28.8861261512,110.856668321,0.0,2.54395123521,37.7692307692
111.858,-117.342,2403,1000.0,0.369622,52.0339,111.152,2403,3.0,116.0,263.085,1000.0,99.9956828753,111.5,1000.0,111.310840697,24.4618351223,111.151260442,0.0,2.76027604015,36.3928571429
111.822,-117.915,2404,1000.0,0.354289,44.8431,111.772,2404,3.0,122.0,263.102,1000.0,99.9956828753,112.094,1000.0,111.90469447,26.8734861165,111.770685381,0.0,2.57303022788,30.1470588235
111.832,-118.748,2405,1000.0,0.371334,47.9779,112.565,2405,3.0,99.0,263.141,1000.0,99.9956828753,112.869,1000.0,112.679908571,19.8783871833,112.567397986,0.0,2.6258345561,26.1842105263
111.84,-119.249,2406,1000.0,0.331696,49.3452,112.913,2406,6.0,115.0,263.181,1000.0,99.9956828753,113.219,1000.0,113.017213905,25.0910254232,112.919612677,0.0,2.64353492743,26.4210526316
111.831,-119.864,2407,1000.0,0.0381944,49.7323,113.535,2407,3.0,64.0,263.217,1000.0,99.9956828753,113.829,1000.0,113.636697367,18.2567795627,113.530917425,0.0,2.69527491842,24.7
111.793,-120.492,2408,1000.0,0.365925,46.2827,114.21,2408,3.0,57.0,263.255,1000.0,99.9956828753,114.474,1000.0,114.289559826,16.0707614941,114.210523026,0.0,2.5830558511,24.925
111.733,-121.163,2409,1000.0,0.267449,44.9713,114.659,2409,4.0,48.0,263.308,1000.0,99.9956828753,114.939,1000.0,114.736356952,10.9791486528,114.662565668,0.0,2.60900196815,17.8070175439
111.659,-121.843,2410,1000.0,0.343533,50.8106,115.437,2410,3.0,60.0,263.349,1000.0,99.9956828753,115.682,1000.0,115.48989367,13.4619527156,115.437663584,0.0,2.6724083685,17.9107142857
111.596,-122.728,2411,834.833333333,0.222874,44.0774,116.147,2411,3.0,54.0,263.347,9.0,84.771114938,116.412,1000.0,116.207559988,14.1489773013,116.152356993,369.323894284,2.55918118923,17.8035714286
111.571,-123.675,2412,1000.0,0.478077,49.3188,116.873,2412,3.0,82.0,263.338,1000.0,99.9956828753,117.141,1000.0,116.935587588,13.672892108,116.874171191,0.0,2.63441533176,17.0172413793
111.537,-124.731,2413,1000.0,0.0370032,52.4929,117.92,2413,3.0,78.0,263.362,1000.0,99.9956828753,118.147,1000.0,117.973245784,17.1421195374,117.926439732,0.0,2.66015747651,17.8421052632
111.499,-126.323,2414,1000.0,0.0409835,49.6408,119.217,2414,2.0,149.0,263.344,1000.0,99.9956828753,119.453,1000.0,119.270949316,28.5715081624,119.220850449,0.0,2.61152115458,18.679245283
111.57,-127.432,2415,1000.0,0.0231031,49.2471,120.096,2415,3.0,93.0,263.343,1000.0,99.9956828753,120.324,1000.0,120.15718796,16.9590910186,120.097468963,0.0,2.57040787097,15.9814814815
111.482,-129.095,2416,1000.0,0.0107094,48.8599,121.603,2416,4.0,149.0,263.375,1000.0,99.9956828753,121.854,1000.0,121.682662807,27.5364216538,121.60082205,0.0,2.55434898325,22.0196078431
111.479,-131.203,2417,1000.0,0.0387901,59.3751,123.216,2417,3.0,44.0,263.405,1000.0,99.9956828753,123.467,1000.0,123.288942014,10.4441656468,123.216361285,0.0,2.67431453303,12.5696202532
111.438,-133.437,2418,1000.0,0.0208017,53.3532,125.251,2418,3.0,136.0,263.372,1000.0,99.9956828753,125.502,1000.0,125.328049887,26.1395148137,125.256583631,0.0,2.5798700217,18.1071428571
111.443,-135.531,2419,1000.0,0.0135678,54.8369,127.322,2419,3.0,148.0,263.393,1000.0,99.9956828753,127.583,1000.0,127.404303478,22.6074663464,127.325767126,0.0,2.65635899472,14.9264705882
111.458,-137.815,2420,1000.0,0.00471704,61.0253,129.159,2420,3.0,83.0,263.442,1000.0,99.9956828753,129.421,1000.0,129.239331312,18.4143922992,129.15968036,0.0,2.71578603282,15.4375
111.449,-140.628,2421,1000.0,0.00520107,63.0462,131.485,2421,3.0,204.0,263.443,1000.0,99.9956828753,131.773,1000.0,131.578094945,25.0703244324,131.488550355,0.0,2.80229382921,13.1558441558
111.345,-142.894,2422,1000.0,0.551832,68.5269,134.027,2422,3.0,152.0,263.52,1000.0,99.9956828753,134.299,1000.0,134.123384946,20.2834451205,134.031981181,0.0,2.88799288331,12.6923076923
111.38,-145.843,2423,1000.0,0.309255,59.6517,136.327,2423,3.0,69.0,263.545,1000.0,99.9956828753,136.586,1000.0,136.411909633,11.6112181881,136.330030248,0.0,2.69404390717,10.1473684211
111.413,-148.704,2424,1000.0,0.0919365,64.5802,139.085,2424,3.0,116.0,263.534,1000.0,99.9956828753,139.359,1000.0,139.174341383,27.9418426494,139.087522917,0.0,2.81844657728,19.3518518519
111.414,-151.633,2425,1000.0,0.527478,70.5198,141.734,2425,3.0,92.0,263.533,1000.0,99.9956828753,142.053,1000.0,141.833214912,19.9328620095,141.744369248,0.0,3.01776207267,13.7794117647
111.417,-154.443,2426,1000.0,0.0193926,66.074,144.313,2426,3.0,145.0,263.509,1000.0,99.9956828753,144.579,1000.0,144.399601692,23.242014338,144.308649777,0.0,2.87993997992,15.9242424242
111.419,-157.51,2427,1000.0,0.552702,76.4235,146.976,2427,3.0,151.0,263.528,1000.0,99.9956828753,147.228,1000.0,147.047808954,29.206664304,146.982354729,0.0,3.03324022638,17.6666666667
111.412,-159.643,2428,1000.0,0.0216038,79.4746,149.24,2428,3.0,133.0,263.549,1000.0,99.9956828753,149.501,1000.0,149.309036153,25.809787335,149.250506461,0.0,3.08250213554,16.0491803279
111.41,-162.331,2429,1000.0,0.566442,71.7443,151.733,2429,3.0,176.0,263.568,1000.0,99.9956828753,151.99,1000.0,151.793317499,24.5014161574,151.742051371,0.0,2.97851709713,13.3918918919
111.434,-164.863,2430,421.48,0.118927,89.2724,154.373,2430,3.0,85.0,263.592,67.0,75.3763794693,154.651,1000.0,154.430023664,16.4884552204,154.373562062,434.03171497,3.24161715199,13.5866666667
111.46,-167.172,2431,1000.0,0.0322962,86.9889,156.304,2431,3.0,72.0,263.635,1000.0,99.9956828753,156.597,1000.0,156.364386331,17.5462981113,156.315647093,0.0,3.22814908667,14.9104477612
111.456,-169.615,2432,1000.0,0.0265382,77.0828,158.836,2432,3.0,198.0,263.72,1000.0,99.9956828753,159.073,1000.0,158.907178955,32.6265534501,158.837625471,0.0,3.02737737193,18.8679245283
111.488,-172.104,2433,1000.0,0.0198697,82.0306,161.252,2433,3.0,112.0,263.735,1000.0,99.9956828753,161.554,1000.0,161.312120317,20.699510216,161.262761158,0.0,3.12407108735,14.9705882353
111.518,-174.245,2434,1000.0,0.567776,80.9708,162.96,2434,3.0,67.0,263.721,1000.0,99.9956828753,163.232,1000.0,163.008407572,13.014182281,162.964267463,0.0,3.08714050167,12.1973684211
111.545,-176.037,2435,1000.0,0.016069,77.2575,165.217,2435,3.0,114.0,263.701,1000.0,99.9956828753,165.491,1000.0,165.285891997,23.6070481977,165.223737241,0.0,3.04163538626,16.359375
