AveragePolicySurr,AverageQLoss,AverageDiscountedReturn,PolicyRegParamNorm,AverageEsReturn,AverageY,AverageAction,MinReturn,AverageAbsY,AverageAbsQYDiff,AverageQ,MaxReturn,Iteration,StdReturn,MaxEsReturn,AverageReturn,StdEsReturn,AverageAbsQ,Epoch,QFunRegParamNorm,MinEsReturn
-857.871,4055.7,189.913279191,124.667,44.8519571834,824.164422297,0.690998,254.211901585,824.599889582,23.8453307585,824.185,1823.97503408,1318,459.986652743,224.146951921,857.411047737,59.0034567069,825.673,1318,354.104,5.27384334205
-860.255,4343.05,185.923513957,124.693,32.861532857,826.792904293,0.686915,236.78832447,827.199810279,24.6782928225,826.78,1253.31337091,1319,292.346516721,176.641732769,780.148158206,42.6229509307,828.32,1319,354.233,4.99415196996
-860.472,3849.45,143.225685466,124.696,39.932722765,827.528691091,0.729515,196.080963125,827.951254652,22.8479278296,827.482,1371.71247059,1320,192.335483206,193.57692916,341.724847872,42.0339208147,829.09,1320,354.408,5.6953054443
-862.654,4276.65,179.375452712,124.693,22.758473887,828.62528697,0.777293,246.200879319,828.995756807,24.4192400269,828.515,1850.76021301,1321,398.117465768,149.015108189,645.844916891,26.5488065531,830.022,1321,354.598,5.45292810289
-864.112,3879.06,222.575965467,124.695,38.2787493297,831.690170506,0.794147,624.67039674,832.059615424,23.1668577987,831.705,1758.24315571,1322,234.193116383,290.627308402,1019.22810768,65.2945829583,833.243,1322,354.779,5.12478318799
-863.673,3983.25,197.079843107,124.73,36.3762267695,831.235884921,0.760247,258.558053711,831.697975957,23.5818298348,831.217,1888.52494992,1323,472.558785339,219.197991708,838.604382961,53.8798483485,832.898,1323,354.915,5.28429774394
-864.987,3807.44,211.863193287,124.79,47.0661917647,831.801890359,0.743803,258.559857951,832.261004427,23.2100546407,831.83,2065.83190711,1324,510.242630469,546.665003126,992.530863939,95.2864366461,833.344,1324,355.092,5.37593324609
-865.258,4136.46,221.238556513,124.821,33.317944603,832.958967351,0.745795,351.438558115,833.436313095,23.5818784623,832.941,1052.63767865,1325,192.2073628,210.502354911,673.523707837,47.3268143369,834.556,1325,355.272,6.3957683476
-865.331,4068.32,220.28168379,124.872,37.7042069433,832.385978162,0.776906,483.286952257,832.823077989,23.930693956,832.31,1623.37481285,1326,245.197156954,260.060696424,848.058630807,53.4139022843,834.024,1326,355.493,5.30830469014
-868.128,4110.56,209.352317336,124.876,34.5191655031,834.863387055,0.760336,545.318522442,835.293187827,23.7511447491,834.799,1146.37712861,1327,136.034940088,318.180481268,862.126993948,57.2841649958,836.279,1327,355.665,5.30542730637
-867.703,3914.6,214.839234319,124.918,21.3527677365,835.248934915,0.805984,400.707466771,835.713407722,23.1985799643,835.274,1261.89313756,1328,210.634790875,119.623153165,821.166919798,21.4082888103,836.982,1328,355.799,5.45314263803
-871.227,3962.82,232.066731122,124.919,29.533223034,838.04924284,0.752536,560.657027001,838.54623127,23.5025464259,837.997,1557.70465234,1329,202.750494398,211.566562456,927.859978766,43.8584550195,839.505,1329,356.009,5.5849982158
-871.193,4017.89,197.473278361,124.978,28.3582863927,838.026125972,0.761036,285.443001558,838.481688705,24.0522916652,837.929,1279.82149416,1330,266.927022699,186.69795482,725.901259531,38.5598089511,839.695,1330,356.192,5.29865377203
-873.153,4155.54,218.686926509,124.961,29.0955992958,838.431856546,0.775906,462.994598041,838.902522708,24.036592617,838.438,1337.38024278,1331,201.310996383,228.494223049,773.001594838,46.6794746727,839.993,1331,356.36,5.67150571864
-875.43,4088.32,195.345076853,124.993,49.8958461793,840.394652502,0.751124,250.33153166,840.809189499,24.0402091572,840.379,1605.88028053,1332,319.934198315,973.294279796,665.066177135,155.83915012,842.032,1332,356.545,5.5484054719
-875.915,4105.95,233.500005648,125.053,33.5890667741,842.166366965,0.774561,525.503927028,842.600821724,23.9940990445,842.193,1605.68288145,1333,235.244488437,287.977337275,875.375336617,52.918254844,843.719,1333,356.732,5.37622362573
-876.683,4141.6,238.214529983,125.089,42.860168402,843.791383521,0.810432,519.263610641,844.262345345,23.7043197245,843.767,1875.55908602,1334,218.532145431,235.161020015,727.431691901,61.606028341,845.311,1334,356.887,5.50868863923
-878.879,4298.79,237.539463887,125.162,27.8364490713,845.487035564,0.745486,517.013561616,845.912606412,24.5178038023,845.411,1629.96642568,1335,233.177323415,182.823488851,923.908956351,39.5035612,846.993,1335,357.096,5.3171980973
-879.613,3993.03,168.456492984,125.21,36.7688067335,846.404583387,0.755938,232.365034505,846.866738834,23.6740267957,846.369,1780.08344984,1336,523.21346425,212.88325615,625.749550543,46.4881108088,847.995,1336,357.304,5.19880613477
-880.889,4391.18,154.95852393,125.248,32.3398247122,846.831029571,0.74699,221.522198132,847.277450094,24.7429813549,846.794,1950.55857818,1337,321.905382259,203.980787271,396.494137962,46.2902058878,848.45,1337,357.494,5.149932085
-880.867,4215.83,188.999174737,125.244,26.8966812013,847.490839886,0.765932,244.193801448,847.948819507,24.0772327403,847.487,2077.20756106,1338,375.435231506,394.152968792,731.995253141,55.5692620608,849.089,1338,357.62,5.2750083916
-883.76,4539.62,124.344285332,125.255,46.3460640253,848.652300258,0.753828,161.448022859,849.124629834,25.1305842671,848.599,266.990002715,1339,22.5645433062,250.494286305,219.505475654,68.4413065056,850.253,1339,357.815,5.59579315292
-885.632,4228.58,235.178280651,125.301,55.7663406898,850.998837368,0.757191,556.12048276,851.482520589,23.9846012955,851.001,1712.88507047,1340,208.8107702,255.502274569,858.136954381,70.5932993564,852.71,1340,357.954,5.69723337533
-886.211,4122.65,224.171528477,125.319,25.9249412956,851.193282952,0.788761,487.287241217,851.655848527,23.9316752409,851.197,1049.61686841,1341,127.346842752,316.359639022,634.422901768,46.2415709992,852.896,1341,358.111,4.49492228998
-886.595,4269.71,202.056219988,125.412,28.6424346659,853.032816129,0.757336,248.805007657,853.541429558,24.4285714978,853.003,1914.79647465,1342,470.471976278,146.724721362,784.488929616,38.146428828,854.626,1342,358.34,5.11180495352
-888.61,4435.98,157.635688661,125.445,50.4709417082,853.768931624,0.722644,227.918171828,854.324902125,24.8624992669,853.767,1618.43959511,1343,364.170142919,549.351929469,483.616757962,103.606880385,855.557,1343,358.485,5.52983088572
-886.657,4062.82,219.449317586,125.457,45.7767101389,851.848578199,0.756488,268.322599953,852.437563856,24.0246827003,851.801,2181.49476446,1344,407.697478385,400.279623479,771.181355045,75.0368274618,853.547,1344,358.7,6.2766358518
-891.323,4254.43,167.142390688,125.464,35.4947379758,857.890851523,0.753995,246.033998309,858.446679887,24.2965725001,857.864,1125.49366073,1345,240.741214985,442.937527555,432.79068102,75.1387241163,859.548,1345,358.908,5.3375435072
-893.092,4270.31,180.189343756,125.513,27.6726521958,858.561501727,0.763301,262.294570386,859.181380293,24.505270008,858.512,1508.78083729,1346,432.2273789,226.786341189,659.08432243,49.2433675783,860.294,1346,359.105,5.26553691101
-893.025,4510.84,183.34693187,125.563,23.4078848799,858.679486605,0.714294,251.087302607,859.221451241,25.0796023215,858.653,1617.94061132,1347,414.374335324,209.901230173,694.481854619,31.6959976869,860.376,1347,359.301,5.06480645828
-896.439,4353.54,229.793719189,125.55,32.7417905202,860.693225185,0.736436,567.06488733,861.259909781,24.7257064083,860.679,1822.4112411,1348,252.462387734,186.449412448,1022.01690485,43.2200120098,862.434,1348,359.491,5.51273778735
-897.334,4348.32,200.811064721,125.613,34.0681222193,862.219716337,0.768447,197.825437471,862.801874234,24.8541359123,862.22,875.622497283,1349,127.715768265,266.768247499,535.578724879,54.8551831463,864.016,1349,359.681,5.75398952254
-899.679,4275.78,185.213190706,125.612,25.6610159255,864.250730828,0.774597,278.364893125,864.745558097,24.8493457626,864.214,1192.83503396,1350,278.018101691,128.372351239,566.717635187,29.9250658375,865.972,1350,359.874,5.20298776128
-898.157,4481.25,216.557696657,125.643,26.1430170324,863.311858088,0.778457,466.616583228,863.77906558,24.7247718306,863.318,1088.87399284,1351,186.245946494,137.867605248,643.42761117,33.6270992476,864.994,1351,360.001,5.35649558912
-901.782,4341.91,223.14907888,125.687,26.2005725959,866.907934728,0.757634,294.010513477,867.395428074,24.3920202062,866.842,1461.19891361,1352,273.115691544,253.685890736,786.85203611,42.0430046366,868.538,1352,360.224,5.66632042642
-902.277,4268.34,221.070313101,125.726,33.0759920615,866.665252851,0.7756,446.264850873,867.215078562,24.6681145582,866.658,1811.26795083,1353,303.827953902,343.532046023,886.525669088,62.172514899,868.442,1353,360.475,4.94542605567
-904.796,4476.24,194.407840192,125.722,32.2831014895,868.984127193,0.759943,279.706373287,869.529459755,24.8404195087,868.896,2514.49684528,1354,444.272998316,278.609961103,818.276361296,58.3608117019,870.699,1354,360.625,5.38640370663
-907.349,4438.14,212.455852535,125.732,21.7977719087,870.787282449,0.757872,236.288810212,871.370948426,24.8836018702,870.809,1611.1850535,1355,240.481892046,126.847253079,753.664816871,24.4394368332,872.668,1355,360.833,5.42959696288
-905.796,4963.98,171.354559496,125.753,27.5643068476,869.948727696,0.736145,292.33325001,870.50271188,25.8504968398,869.815,1245.1901185,1356,207.56268784,139.519567486,469.696206048,30.0283556799,871.717,1356,361.042,5.55059671775
-908.799,4578.9,218.143043149,125.799,48.687554049,873.123524574,0.746649,518.575895262,873.807051705,25.3438556076,873.125,1397.62781036,1357,232.033318282,328.030243732,887.298270993,73.3870626484,874.94,1357,361.289,5.45397678074
-909.528,4541.93,226.405357371,125.834,34.2007183399,873.778876912,0.761078,513.460075816,874.392821852,24.8991723541,873.8,1611.80427186,1358,307.590783273,265.2215693,973.941786169,52.2402025249,875.498,1358,361.518,4.89716832534
-912.388,4519.92,211.698996721,125.853,30.0681877067,876.474144074,0.741639,447.493760767,877.057246229,24.7882450738,876.433,2915.54267104,1359,425.486432138,141.173105179,845.049371574,36.14498775,878.258,1359,361.65,5.63838759395
-912.952,4244.67,211.008969247,125.908,45.9791517041,877.437709417,0.745424,330.072320218,877.943518257,24.6075208613,877.4,1084.23082666,1360,148.216963145,281.152502882,725.208664495,67.9430123661,879.093,1360,361.837,4.7596187656
-913.818,4798.05,221.299403205,125.936,33.0710714888,877.66394612,0.754441,134.701926338,878.255423187,25.621352614,877.642,1339.19002273,1361,211.743161668,184.919148467,728.299102722,37.2366037902,879.32,1361,362.062,6.50636505886
-916.011,4635.04,173.630991673,126.006,30.3580905271,880.635867527,0.785067,139.536561316,881.123366745,25.0332690758,880.618,1171.09272688,1362,205.991959524,169.452817299,477.394648563,42.2842485841,882.331,1362,362.31,5.37860096068
-918.128,4640.58,202.127762927,126.072,28.4351837105,881.889327691,0.781748,278.165310559,882.387856965,24.9952142916,881.853,1396.08579826,1363,257.11447398,186.146113175,652.331093979,39.6670645879,883.515,1363,362.564,5.51515435665
-918.906,4222.81,215.051427057,126.054,35.7931949055,883.785542438,0.766788,353.695202522,884.248069559,24.435929742,883.775,1958.94576102,1364,424.720036355,389.721650529,1012.02063395,60.777460527,885.417,1364,362.752,5.53627985305
-917.614,4494.96,209.273124943,126.11,32.6496917059,881.220954462,0.792118,424.328936947,881.772259946,25.2046336388,881.205,1664.03006519,1365,300.470065256,184.83031579,786.677792249,42.322114102,882.954,1365,362.982,5.17331347366
-919.817,4519.96,173.643393929,126.097,34.2004188099,884.064776844,0.792276,321.830336924,884.54198627,24.9830229319,884.029,1138.09564893,1366,131.809097577,150.170239501,457.328284504,36.6023842059,885.76,1366,363.181,5.73474635295
-919.776,4561.52,217.654176744,126.163,31.4583235184,884.026658579,0.783582,376.537925638,884.536951371,24.9940599541,883.997,2352.42938236,1367,369.876067027,194.883556214,908.689995226,45.0028305559,885.705,1367,363.368,4.98782651972
-921.144,4608.86,201.254163448,126.184,28.4220547766,885.418393199,0.745841,356.862919331,885.857094754,25.4504165068,885.377,1515.70860533,1368,221.795111619,348.544198446,697.273378328,52.3591963613,887.155,1368,363.51,5.30328352159
-922.109,4824.39,153.526413113,126.224,52.5102611017,886.625618272,0.787713,211.768016887,887.13665291,25.7207485616,886.624,1166.80324413,1369,153.515842478,196.663188372,413.276150847,59.7193570233,888.315,1369,363.72,5.81895521407
-922.341,4728.18,184.525053656,126.281,50.8979481265,886.266495979,0.781649,257.944048054,886.82072981,25.2984305508,886.194,1093.40432495,1370,213.526069944,262.207541468,590.368630669,68.7554285085,888.015,1370,363.928,5.53201025889
-925.283,4782.96,162.014049,126.32,31.9138491085,888.552632581,0.800992,208.338444548,889.041724542,25.5634056221,888.548,1386.31077636,1371,213.643611766,194.632629903,425.911918504,47.9168823654,890.243,1371,364.151,5.70810704623
-926.726,4334.34,144.275350327,126.382,30.5973538874,891.55369339,0.818059,81.9790361636,892.050265828,24.7735326563,891.471,1290.57058541,1372,159.088727152,152.569031947,335.461910624,35.1443843449,893.18,1372,364.401,5.26401766868
-925.718,4404.88,150.676144389,126.376,44.0859745202,888.755086913,0.82208,215.801314665,889.264622016,25.1259050879,888.756,773.987826964,1373,87.3465771661,195.203440259,372.785045019,54.2179836677,890.614,1373,364.602,6.4594809411
-927.739,5103.06,149.249665123,126.395,42.1382428389,891.452366767,0.788754,271.193755682,892.059821597,26.2400243779,891.419,1005.16709501,1374,125.796862715,256.725323796,428.46602176,53.227323665,893.304,1374,364.798,5.42525528431
-929.555,4623.71,167.62349119,126.414,36.4971662443,892.10140668,0.788989,263.675151183,892.606324767,25.5404713758,892.108,1638.12309861,1375,362.744078659,182.789246732,576.067119595,41.3773236821,893.894,1375,365.019,5.72319980606
-931.489,4656.11,150.962828212,126.437,31.5654849047,894.926405356,0.752108,179.438488267,895.507191289,25.6740719726,894.867,1125.12916336,1376,186.927509345,182.487791504,411.488817844,42.3061870548,896.68,1376,365.159,5.17349715874
-931.068,4718.27,144.216644851,126.502,34.4298515745,894.390812221,0.791154,198.301159932,894.971032224,25.6532503679,894.43,1256.26641506,1377,196.422786559,238.237419846,364.659161587,51.6510609841,896.231,1377,365.374,5.46191566969
-931.25,4719.0,147.832645747,126.493,38.5784845577,894.385794143,0.68012,273.409746628,894.919874324,25.9774040117,894.397,675.01691937,1378,79.9003428039,188.005744567,382.409046292,50.9841424964,896.369,1378,365.54,5.32211267687
-931.074,4529.92,163.905493842,126.526,38.9950770688,894.501061448,0.743377,296.106232512,895.125823605,25.4636911373,894.45,978.352028302,1379,168.990744284,164.33206383,500.938806388,40.3651075722,896.36,1379,365.73,5.17367860342
-933.182,4850.52,184.474501308,126.536,30.765699977,896.765161914,0.765825,370.524397931,897.281297547,26.2268092735,896.679,1372.35028147,1380,225.862995885,164.759751303,712.516975072,34.156993225,898.651,1380,365.885,5.50309390114
-935.46,5036.51,171.466209626,126.576,36.3261578117,898.237275593,0.775579,439.298745408,898.717480041,26.1567039697,898.259,1530.55512091,1381,258.126245804,241.878759785,677.197318029,55.6369581848,900.019,1381,366.072,3.89291261452
-934.641,4946.01,129.180056471,126.591,33.6689640911,897.545861472,0.669676,318.066424424,898.135031859,26.0487395074,897.593,1019.95686863,1382,292.462379157,269.49585437,567.80387031,51.8973862111,899.406,1382,366.3,5.17216963152
-936.669,4954.6,135.193957709,126.626,33.5476797805,899.334689682,0.680467,253.664419923,899.920997456,26.4947201698,899.298,417.017008811,1383,32.2990319904,387.230954707,320.217686163,63.6011025778,901.18,1383,366.525,5.30293778493
-939.294,4899.98,153.980068353,126.697,39.7714929872,902.991741658,0.752087,300.131961301,903.653888505,25.9161973834,902.978,679.001938327,1384,89.2313498617,344.827889126,406.177929299,65.3181433164,904.9,1384,366.739,5.0497339673
-938.263,5006.0,213.598875511,126.712,47.2540589265,900.779101356,0.796819,437.370692413,901.392686659,26.1142384729,900.788,1031.59363839,1385,122.834420149,634.739604032,611.281015061,109.368021318,902.742,1385,366.882,5.71537355468
-939.152,4818.35,167.108310876,126.768,26.6433146893,901.69548753,0.735815,101.366568342,902.221153398,25.6842950313,901.654,1317.89079875,1386,263.956165756,191.582228986,550.14630941,34.8563383306,903.51,1386,367.048,4.84381733633
-939.84,4934.69,168.24455937,126.743,22.7188823624,903.736161824,0.805692,292.265597787,904.250952047,26.028327619,903.737,718.280685398,1387,90.5155493834,189.069476872,434.367103917,31.5883500362,905.495,1387,367.264,5.11158370195
-940.58,4810.08,158.753626447,126.722,25.5286008837,902.841019406,0.741925,281.341804371,903.297330875,25.932288011,902.819,959.641891293,1388,117.833111334,113.400830023,412.634451997,24.6131018341,904.554,1388,367.484,5.41745325848
-940.607,5069.37,122.818266163,126.732,28.0428554846,902.898929498,0.763012,205.216040276,903.468302213,26.3085232956,902.872,355.865263755,1389,38.6819737494,363.947363452,271.467396591,55.229097022,904.711,1389,367.705,4.51720035923
-940.768,4831.1,175.551500567,126.773,33.1626854924,903.538854521,0.810696,233.7089379,904.121430603,25.9132443501,903.532,1019.57254434,1390,121.473708067,370.714659674,466.787174239,63.5520127292,905.375,1390,367.911,4.36971387371
-941.536,4592.46,171.053134176,126.845,24.7077652341,904.652691337,0.802676,215.945145226,905.191843941,25.7212307076,904.646,1537.96175216,1391,393.601878462,159.760420583,622.257841765,32.9250641044,906.563,1391,368.076,5.18833431409
-942.568,5100.97,157.185606039,126.896,58.1868515659,905.198087959,0.775597,274.737290054,905.74261435,26.3260857569,905.13,1022.18435659,1392,182.073258539,470.970063229,401.787693438,105.196402358,907.063,1392,368.282,5.16294485424
-942.749,5056.17,144.712649116,126.927,26.6719791942,905.778637445,0.676282,315.248553999,906.341753755,26.1224463835,905.732,703.519291505,1393,54.9992539394,143.414128274,421.248644112,24.4107707083,907.626,1393,368.447,5.02790213448
-943.881,5230.5,175.087719891,126.943,24.6149233192,905.299931196,0.767071,244.691068468,905.828329941,26.8804062865,905.308,1254.1115195,1394,292.952225821,174.621623835,668.005670666,31.4723176055,907.196,1394,368.662,5.12509393625
-943.877,5063.84,193.4023141,126.977,38.0768286999,907.238440022,0.813119,328.191690045,907.768733642,26.2907630594,907.21,1646.29838302,1395,250.258824415,304.377385565,606.282032055,68.3803993359,909.014,1395,368.83,5.3095384532
-946.402,5065.37,163.865639598,127.033,41.1579058263,909.305990298,0.754218,275.545719378,909.91772464,26.4196790403,909.291,719.927396401,1396,115.255669866,199.221641771,461.278924946,49.159903648,911.133,1396,369.051,5.939057536
-945.707,5039.74,127.049108916,127.027,42.2930264176,906.766890143,0.794948,144.821204844,907.42960192,26.735560913,906.692,1531.46236409,1397,258.576517582,170.446920675,342.435847404,46.9925641667,908.646,1397,369.252,5.25322269094
-945.736,5250.9,168.730931282,127.048,31.684455128,907.24077848,0.775645,262.672394325,907.805032878,26.6163116635,907.208,2105.55388855,1398,565.543254477,192.00694853,848.615103549,45.3933703044,909.139,1398,369.432,5.38890483246
-946.289,5099.96,181.325149303,127.043,35.3378019874,907.541919963,0.79469,381.266543782,908.092581636,26.4967663004,907.566,2776.70840462,1399,529.045515232,158.000620755,1090.34939797,39.2834711666,909.547,1399,369.598,5.5751924296
-946.823,5022.33,184.52533679,127.056,33.4009601562,908.237467685,0.786379,553.806147608,908.819102215,26.4826937276,908.205,2842.78529896,1400,615.015345654,302.089642873,1264.31516759,58.148808794,910.068,1400,369.827,5.14840414509
-947.656,5368.44,172.369310718,127.072,66.6737389232,910.460283919,0.773714,617.412126399,911.037750052,27.0455177714,910.411,2367.87884774,1401,414.695354337,348.033646662,1677.29631484,98.9720337047,912.172,1401,370.003,5.37969050054
-947.737,5040.19,186.51572056,127.097,40.2980305754,909.344245292,0.792718,679.434859954,909.927879906,26.3723401496,909.362,2188.94868739,1402,479.649540753,151.78411983,1549.08509602,42.9598522662,911.241,1402,370.196,5.5277847585
-948.454,4682.29,187.360518084,127.096,32.1515456216,910.480490136,0.792968,478.362480502,911.038754124,26.1103245248,910.493,2236.41957993,1403,621.98223846,150.954357419,1595.57656546,41.6097200101,912.238,1403,370.346,5.42989430682
-949.575,5211.47,169.215635203,127.129,26.2455951839,910.945791794,0.826659,299.593978216,911.562454295,26.9184953555,910.89,1603.14049991,1404,270.040705489,150.944468751,713.548409013,30.0231871834,912.934,1404,370.53,5.57001855502
-950.134,5013.21,168.278526985,127.188,30.5717118729,912.08475186,0.820323,385.202739134,912.700465955,26.4393256727,912.057,1320.22152253,1405,253.508115502,261.147548159,731.942490594,51.0049813303,914.054,1405,370.711,5.39372545689
-952.396,5272.45,151.635240696,127.196,26.7909353517,912.892929249,0.807144,336.206016824,913.482805326,27.2446328368,912.886,1936.42531247,1406,481.046167555,171.789642827,1168.84960917,33.40988903,914.874,1406,370.893,5.2367381276
-953.041,5138.4,150.48180156,127.264,58.7278255671,913.367547165,0.817204,324.603763539,913.893685325,26.6073837656,913.358,1913.46367731,1407,389.378215061,206.638206695,744.787058615,61.893034786,915.214,1407,371.105,3.40096233795
-951.463,5027.59,171.949796239,127.276,26.4657243558,911.622484222,0.795268,390.694095611,912.236887621,26.6729664727,911.6,2068.45359139,1408,453.506942286,196.566248742,962.745957281,35.1891178865,913.699,1408,371.319,5.53892134762
-952.665,4943.56,158.88212112,127.276,34.0763064069,914.137236678,0.785105,406.86503515,914.725573967,26.4767067578,914.059,1803.29593711,1409,417.077291928,273.575554226,940.836032421,49.4026974024,916.024,1409,371.531,4.92768802668
-954.3,5208.1,164.976950283,127.297,32.6485314515,915.143756627,0.77134,321.287701063,915.71279249,26.9006655944,915.134,1594.74009659,1410,349.777717655,132.486606499,816.138389776,35.5026374807,917.062,1410,371.804,5.13117857797
-954.828,5112.79,177.718563033,127.314,33.0158885499,915.922526496,0.787391,399.440850399,916.491878109,26.4101120233,915.891,1660.14354944,1411,404.701735105,264.620065289,897.26203566,49.5352392776,917.851,1411,371.993,5.00044704633
-957.564,5236.37,167.463433607,127.327,42.5786553145,918.617067227,0.755113,524.222303659,919.117836312,27.0923493464,918.605,1911.10059519,1412,410.761535989,214.982202253,1217.718817,55.2972931679,920.44,1412,372.172,5.57120579008
-955.266,5069.11,154.174484332,127.35,28.7862688463,917.056733458,0.776394,498.003541774,917.604154653,26.318703584,917.059,2183.80160067,1413,440.248342283,132.564053155,1180.23663972,34.5420274962,918.949,1413,372.329,4.88734486706
-958.301,5272.83,152.275668894,127.358,31.8684333501,919.005493578,0.765415,381.184993411,919.54367924,27.2886884645,918.969,1799.92113424,1414,388.078722688,159.640663696,1038.20899101,41.2149438793,920.813,1414,372.516,4.90929976453
-959.237,5073.32,158.834898175,127.371,33.2445467157,920.308625425,0.762923,250.495551488,920.840426,26.4508989579,920.278,1763.86742488,1415,441.248197131,179.765626098,740.66961918,41.8433251834,922.119,1415,372.686,5.17518245951
-961.211,4859.21,170.698880011,127.367,23.2068523754,922.672579606,0.766733,266.434121962,923.289436003,26.1594144343,922.659,2176.56056688,1416,482.428339402,141.831086296,1083.05360014,31.44363368,924.609,1416,372.913,4.89229473114
-960.95,5444.3,152.133805921,127.404,32.0163365044,921.474127734,0.781084,299.946611201,922.040980728,27.6598865474,921.399,1236.80680795,1417,266.03228453,148.593237479,718.369627372,40.686800649,923.327,1417,373.14,5.43196827129
-962.039,5452.23,147.47573595,127.42,32.6091329627,922.813436752,0.726731,238.214757573,923.442370588,27.3514606533,922.87,903.785910058,1418,150.343914751,278.216787965,401.575505293,53.9113966417,924.849,1418,373.344,5.14816654308
-963.959,5239.61,143.773467315,127.42,30.0026275742,924.479876299,0.735419,173.527973324,925.039435706,27.0646194106,924.458,653.426611021,1419,101.232174937,186.865248162,345.207933225,37.0645832086,926.398,1419,373.537,5.15834038178
-967.815,5007.04,140.423884014,127.412,30.1179801172,928.576250273,0.699676,164.790765559,929.087385115,26.8729115363,928.605,621.069915571,1420,103.94318157,158.256185486,377.474004157,33.5741166,930.474,1420,373.717,5.14943306294
-966.948,5643.18,136.553048276,127.453,24.0905466186,927.150790825,0.77474,200.327865666,927.73911011,27.7787519434,927.13,437.693517872,1421,37.6969536547,136.209325182,284.392407815,26.2077040408,929.008,1421,373.892,5.42111240248
-968.272,5170.57,138.113171207,127.496,22.5828245403,927.850033045,0.819759,176.545741487,928.485271201,27.2441392361,927.781,459.698136814,1422,56.1513659862,116.219585399,293.412465045,26.1325318945,929.81,1422,374.111,5.87178323726
-972.247,5585.42,147.615045883,127.522,26.9978082522,932.676666296,0.784328,238.617246106,933.286905177,27.7513848445,932.699,1048.92886939,1423,153.887203068,176.162225155,446.071815802,34.3300398355,934.519,1423,374.277,4.98807637128
-971.57,5292.3,133.948678531,127.516,26.1632941783,930.108916218,0.71594,213.578109313,930.715247712,27.3072716385,930.091,1050.43199734,1424,104.702377125,142.083002703,320.199340374,28.7968596913,932.15,1424,374.485,5.82029528474
-975.47,5268.53,136.142341439,127.589,28.0094685386,934.853630288,0.740867,256.620232015,935.516923225,27.0522884744,934.844,429.559676826,1425,40.6036826367,126.074456044,327.804272953,28.4771416515,936.876,1425,374.666,5.40646951685
-973.493,5213.69,150.875316368,127.596,40.3031457503,932.836227087,0.790987,268.608839574,933.43069567,27.5566396449,932.797,633.277088547,1426,68.5458128667,247.991411208,366.913658921,53.5843111673,934.821,1426,374.891,5.36884849195
-975.988,5377.79,141.578158808,127.612,28.5146627559,934.732580966,0.811134,204.173709235,935.359676507,27.5501552733,934.711,453.096526576,1427,59.0909101884,163.930884023,305.10216152,35.6981018954,936.681,1427,375.073,5.57624417395
-978.327,5168.71,137.043727947,127.67,39.7291554281,937.011800174,0.716994,281.834179814,937.647368332,26.9693768357,937.057,496.566645873,1428,49.3099193498,281.383976745,378.825534719,60.7909214078,939.131,1428,375.249,5.11076334595
-978.661,5391.13,142.921042049,127.74,27.0440736503,939.349442522,0.747571,286.09474035,940.028138032,27.4444117366,939.231,478.665097902,1429,48.9770044703,102.413234087,347.221448743,26.4744312758,941.23,1429,375.466,4.89807337794
-979.252,5535.88,140.363059539,127.752,48.6723097063,937.508130788,0.750837,263.890333714,938.189632016,27.8810363086,937.505,468.742185487,1430,60.9321266945,405.141007469,361.976279839,76.0955304481,939.592,1430,375.683,5.46336852771
-981.488,5377.4,134.892426125,127.827,23.1313475661,940.872194878,0.720812,254.368359797,941.453088394,27.6563515458,940.884,410.747450426,1431,39.321002993,116.279445056,321.130350322,24.0929187608,942.788,1431,375.866,5.54234109532
-982.742,5516.76,134.095302341,127.872,26.339183103,941.742425625,0.772593,216.475462918,942.339369692,27.7659580009,941.672,350.41656486,1432,29.9659388669,120.053866456,269.3821648,27.9355057179,943.697,1432,376.063,5.32767941235
-984.009,5669.98,142.293548497,127.941,32.2947225088,943.411376828,0.809845,244.336940331,944.090068472,27.9941489896,943.426,406.242693128,1433,26.2478501408,213.74518653,314.027790844,44.0245032789,945.443,1433,376.266,3.45735626938
-986.481,5455.58,184.138765246,127.968,49.4264283649,945.699401582,0.809165,282.949499312,946.389346025,27.491466819,945.625,1725.51829152,1434,287.555881321,257.431197079,675.982394086,60.2651390776,947.73,1434,376.468,2.75494822459
-987.244,5386.81,172.117088532,127.985,32.8375022739,946.52201604,0.834839,261.417881278,947.155427497,27.1707395981,946.528,1414.23107685,1435,298.202091004,311.070140764,615.952774743,56.6890459981,948.632,1435,376.659,5.13063110849
-989.655,5509.13,172.761841423,128.024,18.141106158,949.469499505,0.783372,266.015610495,950.203418067,27.6350443733,949.422,1338.95129458,1436,170.965925246,85.8658329865,493.596965938,17.3560961682,951.583,1436,376.824,4.16023763479
-988.592,5758.46,170.996998248,128.004,30.7323955545,946.702029948,0.794029,277.21129101,947.307181288,28.4613413533,946.693,1245.90955467,1437,215.888663882,280.342732275,546.358639864,48.7034663238,948.719,1437,377.031,5.3863226853
-991.84,5772.95,183.499749412,128.031,27.8532161594,949.763592818,0.805954,219.956369487,950.317097574,28.8493839525,949.738,940.033808687,1438,207.535492797,190.392135817,572.519748917,42.7636181961,951.785,1438,377.225,4.98364525436
