MaxReturn,AverageDiscountedReturn,StdReturn,AverageReturn,StdEsReturn,AverageEsReturn,AverageAbsY,MinEsReturn,Iteration,MaxEsReturn,AverageY,AverageQLoss,MinReturn,AverageAction,Epoch,AverageQ,AveragePolicySurr,AverageAbsQ,PolicyRegParamNorm,QFunRegParamNorm,AverageAbsQYDiff
1000.0,99.9956828753,0.0,1000.0,19.3224644685,15.4923076923,28.1620490408,3.0,2065,97.0,28.1557868437,3.24175,1000.0,0.572469,2065,28.1522,-30.7389,28.2444,146.815,307.919,0.522462491449
1000.0,99.9304318173,167.62586242,921.454545455,9.41295948299,7.38235294118,28.017474963,2.0,2066,84.0,28.0104894136,3.86927,525.0,0.592163,2066,28.0115,-30.7423,28.1132,146.871,308.042,0.553087618344
1000.0,99.9956828753,0.0,1000.0,11.7258351655,9.87755102041,28.2089277008,2.0,2067,71.0,28.200013735,3.68513,1000.0,0.49721,2067,28.1994,-30.9025,28.2894,146.898,308.055,0.532729169801
1000.0,99.9956828753,0.0,1000.0,7.45828225535,8.46721311475,28.1837503502,3.0,2068,39.0,28.1762532294,3.70881,1000.0,0.680937,2068,28.1745,-30.8484,28.2778,146.944,308.096,0.569665262709
1000.0,99.9956828753,0.0,1000.0,9.80310128629,9.36448598131,28.1612751211,3.0,2069,45.0,28.1534998465,4.23916,1000.0,0.647885,2069,28.153,-30.7774,28.2653,146.961,308.191,0.575778721042
1000.0,99.9956828753,0.0,1000.0,7.93489887456,9.43396226415,28.1188635139,2.0,2070,30.0,28.111045938,3.46008,1000.0,0.56275,2070,28.1092,-30.7849,28.1995,146.988,308.276,0.514171241503
1000.0,99.9956828753,0.0,1000.0,12.7517563061,13.2933333333,28.2089565527,2.0,2071,84.0,28.1997091261,4.11461,1000.0,0.494118,2071,28.1972,-30.8164,28.2991,146.994,308.401,0.576275484061
1000.0,99.9956828753,0.0,1000.0,12.3334399484,12.7435897436,28.2164972463,3.0,2072,65.0,28.207837521,3.6856,1000.0,0.409586,2072,28.2102,-30.8237,28.3015,147.013,308.5,0.534185782519
1000.0,99.9956828753,0.0,1000.0,14.130865724,13.6438356164,28.273793722,3.0,2073,82.0,28.2657530262,3.96222,1000.0,0.536119,2073,28.2643,-30.9222,28.3662,147.018,308.57,0.564541693534
1000.0,99.9956828753,0.0,1000.0,9.07992518264,9.13636363636,28.1379217955,3.0,2074,44.0,28.1300291991,4.70911,1000.0,0.522936,2074,28.1314,-30.7505,28.2536,147.064,308.596,0.618701703564
1000.0,99.9956828753,0.0,1000.0,13.0527535409,12.525,28.302602074,3.0,2075,75.0,28.2939268064,3.45232,1000.0,0.396607,2075,28.2924,-30.9342,28.3891,147.059,308.669,0.540425999483
1000.0,99.4931038623,204.685608549,935.272727273,11.3702045385,10.4947368421,28.2707202647,3.0,2076,66.0,28.2606044177,3.37404,288.0,0.233226,2076,28.259,-30.9303,28.3502,147.128,308.671,0.525996010854
1000.0,99.9956828753,0.0,1000.0,7.75471832314,7.88188976378,28.2471466554,3.0,2077,52.0,28.2347312209,3.22123,1000.0,0.390838,2077,28.2346,-30.94,28.3381,147.164,308.684,0.520150311194
1000.0,99.9956828753,0.0,1000.0,9.6469198744,9.0,28.42093279,3.0,2078,44.0,28.4083328503,3.62611,1000.0,0.465154,2078,28.4082,-31.0087,28.5117,147.185,308.738,0.542894417278
1000.0,99.9956828753,0.0,1000.0,11.057799535,8.40833333333,28.4223481197,3.0,2079,71.0,28.4074109495,3.69873,1000.0,0.448721,2079,28.4074,-31.0278,28.5286,147.193,308.792,0.562124107065
1000.0,99.9956828753,0.0,1000.0,12.5352762107,10.0909090909,28.4150242644,2.0,2080,67.0,28.4001158165,3.20913,1000.0,0.42707,2080,28.3998,-31.0677,28.4998,147.219,308.911,0.507265311673
1000.0,99.9956828753,0.0,1000.0,9.43738626756,11.0561797753,28.5100230228,3.0,2081,39.0,28.4924928094,3.66813,1000.0,0.348116,2081,28.4915,-31.1016,28.5997,147.244,308.944,0.551163076682
1000.0,99.9956828753,0.0,1000.0,16.0386077568,14.3857142857,28.5182095409,3.0,2082,96.0,28.5081941081,3.94863,1000.0,0.559556,2082,28.5089,-31.0641,28.6235,147.265,309.04,0.567173766579
1000.0,99.9956828753,0.0,1000.0,11.0845193212,10.5212765957,28.3426496895,3.0,2083,58.0,28.3295255419,3.64289,1000.0,0.603554,2083,28.3305,-30.9627,28.4215,147.28,309.091,0.53852774271
1000.0,99.9956828753,0.0,1000.0,8.32173418004,8.10317460317,28.4651602512,2.0,2084,42.0,28.451357268,3.81039,1000.0,0.601493,2084,28.4495,-31.1,28.562,147.275,309.183,0.557446652461
1000.0,99.9956828753,0.0,1000.0,9.95731815489,7.63358778626,28.5870240089,2.0,2085,84.0,28.5684600882,3.55194,1000.0,0.588795,2085,28.5693,-31.2114,28.6772,147.266,309.22,0.53672810703
1000.0,99.9956828753,0.0,1000.0,7.00963129588,7.19424460432,28.4248490076,2.0,2086,32.0,28.409578625,3.7258,1000.0,0.503518,2086,28.4086,-31.0898,28.5204,147.257,309.302,0.550769629595
1000.0,99.9956828753,0.0,1000.0,9.64534373205,7.33823529412,28.6131132729,2.0,2087,93.0,28.601665265,3.43769,1000.0,0.468281,2087,28.5991,-31.3272,28.7018,147.268,309.359,0.538411910419
1000.0,93.6509141691,237.923483753,444.739130435,9.050543894,8.91891891892,28.5644387119,3.0,2088,45.0,28.551800871,3.39325,103.0,0.534256,2088,28.5515,-31.3303,28.6435,147.286,309.418,0.528459846647
1000.0,99.9956828753,0.0,1000.0,9.55886724597,8.29508196721,28.7056091608,3.0,2089,53.0,28.6935248789,3.90363,1000.0,0.464971,2089,28.6929,-31.4339,28.8043,147.312,309.423,0.551204234621
1000.0,99.9956828753,0.0,1000.0,7.98754204088,8.72972972973,28.7028320701,2.0,2090,39.0,28.6894540451,3.43327,1000.0,0.44256,2090,28.6889,-31.4796,28.779,147.334,309.508,0.514183046245
1000.0,99.9956828753,0.0,1000.0,12.695844439,10.0,28.7596616782,3.0,2091,81.0,28.7470906314,3.60499,1000.0,0.357849,2091,28.7454,-31.494,28.8446,147.345,309.587,0.539213275318
1000.0,99.9956828753,0.0,1000.0,8.12059475679,7.62595419847,28.850782135,2.0,2092,39.0,28.8391840723,3.88936,1000.0,0.431873,2092,28.8396,-31.5119,28.9524,147.352,309.676,0.563866729958
1000.0,99.9956828753,0.0,1000.0,7.63611319399,8.26446280992,28.9133110993,2.0,2093,37.0,28.9033466372,4.05842,1000.0,0.605223,2093,28.9023,-31.6072,29.0009,147.344,309.779,0.559664036011
1000.0,99.9956828753,0.0,1000.0,10.4038824114,7.7,28.9530319031,3.0,2094,95.0,28.9412489605,3.2462,1000.0,0.100086,2094,28.9423,-31.6539,29.0378,147.366,309.826,0.499516138124
212.0,61.8833455214,19.3112482649,97.572815534,9.57306928262,8.41025641026,28.9382176943,2.0,2095,66.0,28.9291732638,3.82753,69.0,0.622759,2095,28.9286,-31.6791,29.0237,147.354,309.825,0.546769010384
1000.0,99.9956828753,0.0,1000.0,10.5317541092,10.2680412371,29.1517411801,3.0,2096,61.0,29.1388760434,4.15384,1000.0,0.363828,2096,29.137,-31.8798,29.2441,147.383,309.866,0.564673351627
1000.0,99.9956828753,0.0,1000.0,8.34425760379,8.55172413793,29.0840579896,3.0,2097,43.0,29.073584297,3.46428,1000.0,0.328429,2097,29.0741,-31.7991,29.1739,147.411,309.971,0.544998717152
1000.0,99.9956828753,0.0,1000.0,10.6116174725,8.90178571429,29.2128382187,2.0,2098,59.0,29.20452886,3.30351,1000.0,0.392227,2098,29.2027,-31.9456,29.306,147.436,310.071,0.532652265062
1000.0,94.0643313836,332.013924548,668.5625,9.11921779025,9.28828828829,29.3423292618,2.0,2099,39.0,29.3366771426,3.8222,89.0,0.653083,2099,29.337,-32.0525,29.4291,147.436,310.141,0.540099651411
1000.0,99.9956828753,0.0,1000.0,8.08100911603,8.325,29.388832743,3.0,2100,54.0,29.3819564563,4.03148,1000.0,0.506472,2100,29.3819,-32.1137,29.4803,147.455,310.232,0.574263168371
1000.0,99.9956828753,0.0,1000.0,12.320869265,13.7916666667,29.1564925912,3.0,2101,48.0,29.1481610535,4.35371,1000.0,0.402272,2101,29.1444,-31.936,29.2647,147.462,310.302,0.597632779823
1000.0,99.9956828753,0.0,1000.0,15.4792459678,13.8082191781,29.2895029504,3.0,2102,122.0,29.2802697596,3.38548,1000.0,0.506891,2102,29.2827,-31.989,29.3774,147.424,310.408,0.51522869858
1000.0,99.9956828753,0.0,1000.0,13.9148746805,15.1666666667,29.3095025999,3.0,2103,74.0,29.2983344438,4.01925,1000.0,0.483556,2103,29.2995,-31.9947,29.4048,147.397,310.53,0.560738262519
1000.0,99.9956828753,0.0,1000.0,25.5981940504,17.2068965517,29.2331278215,2.0,2104,154.0,29.2261201009,3.58101,1000.0,0.389049,2104,29.2229,-31.9474,29.3175,147.355,310.637,0.524857583572
1000.0,99.9956828753,0.0,1000.0,17.4886898583,15.4464285714,29.2575516728,3.0,2105,98.0,29.2501224413,4.34467,1000.0,0.378892,2105,29.249,-32.0132,29.3551,147.313,310.685,0.577300223655
1000.0,99.9956828753,0.0,1000.0,19.5023542422,15.6388888889,29.2599463358,3.0,2106,139.0,29.2508557948,3.51198,1000.0,0.581565,2106,29.2501,-32.0191,29.349,147.331,310.834,0.537298912043
1000.0,99.9956828753,0.0,1000.0,19.151153142,16.0,29.2962866759,2.0,2107,121.0,29.284188931,3.83445,1000.0,0.733994,2107,29.2843,-31.9786,29.3906,147.321,310.911,0.542626368059
1000.0,99.9956828753,0.0,1000.0,14.1523699826,15.2794117647,29.3997749297,3.0,2108,62.0,29.3863958042,3.85256,1000.0,0.622502,2108,29.385,-32.1137,29.4877,147.335,310.954,0.554203012907
1000.0,86.6371231298,235.927597846,322.677419355,11.8472984795,12.8846153846,29.3789840234,3.0,2109,64.0,29.3716793044,4.06247,70.0,0.555822,2109,29.3731,-32.1513,29.4714,147.308,311.075,0.55915594224
1000.0,99.9956828753,0.0,1000.0,11.0646961922,13.6081081081,29.4969978026,3.0,2110,57.0,29.489724045,3.97437,1000.0,0.260193,2110,29.4859,-32.1604,29.5913,147.296,311.191,0.56219521573
1000.0,99.9956828753,0.0,1000.0,10.4314929144,10.7065217391,29.5401794637,2.0,2111,51.0,29.5335546701,3.28835,1000.0,0.364357,2111,29.5335,-32.2678,29.636,147.302,311.286,0.522593740574
1000.0,99.9956828753,0.0,1000.0,18.1732893902,10.5531914894,29.5249045327,3.0,2112,166.0,29.5177003243,4.13669,1000.0,0.370502,2112,29.5186,-32.2901,29.6234,147.316,311.313,0.580394276047
1000.0,99.9956828753,0.0,1000.0,7.44596322899,7.28776978417,29.4700581,3.0,2113,47.0,29.4616219319,3.75808,1000.0,0.475411,2113,29.4606,-32.331,29.5634,147.338,311.353,0.547399453601
1000.0,99.9956828753,0.0,1000.0,6.03309704748,6.87074829932,29.7126038472,3.0,2114,31.0,29.7035885951,3.55781,1000.0,0.335856,2114,29.7015,-32.4723,29.8005,147.368,311.398,0.536232549334
1000.0,99.9956828753,0.0,1000.0,7.52813326977,7.8046875,29.6519210484,2.0,2115,32.0,29.6420720868,4.12472,1000.0,0.562033,2115,29.6407,-32.4773,29.749,147.366,311.468,0.579345507129
1000.0,99.9956828753,0.0,1000.0,10.9070035882,9.1,29.6929335828,3.0,2116,79.0,29.6836359551,4.18674,1000.0,0.437712,2116,29.6845,-32.5527,29.7913,147.376,311.573,0.572104019099
1000.0,99.9956828753,0.0,1000.0,10.2518579641,9.23076923077,29.7069812519,2.0,2117,68.0,29.6979244652,3.89417,1000.0,0.465848,2117,29.6991,-32.5312,29.7921,147.406,311.676,0.533292830864
1000.0,99.9956828753,0.0,1000.0,10.7409997988,9.51376146789,29.9263901132,3.0,2118,67.0,29.9161771626,4.63239,1000.0,0.218347,2118,29.9166,-32.7303,30.0351,147.442,311.698,0.617013575862
1000.0,99.9956828753,0.0,1000.0,7.14867911863,8.26446280992,29.8470396719,2.0,2119,32.0,29.8348842132,3.50464,1000.0,0.349009,2119,29.8318,-32.657,29.9323,147.49,311.767,0.530483407114
1000.0,99.9956828753,0.0,1000.0,7.66434567814,7.34848484848,30.0208629591,2.0,2120,55.0,30.0107325723,4.33048,1000.0,0.551199,2120,30.0074,-32.8238,30.1118,147.529,311.725,0.579342653532
1000.0,99.9956828753,0.0,1000.0,10.3554277119,8.37704918033,29.982513595,3.0,2121,82.0,29.9713456475,4.37545,1000.0,0.60462,2121,29.9728,-32.8151,30.0744,147.574,311.753,0.571338168646
1000.0,97.8621441056,303.834858602,785.384615385,9.4070588333,8.94690265487,29.966517517,3.0,2122,56.0,29.9567057928,3.7354,163.0,0.198838,2122,29.9554,-32.7703,30.0548,147.606,311.804,0.544949589674
1000.0,99.9956828753,0.0,1000.0,10.328451724,9.29906542056,30.003141925,2.0,2123,62.0,29.9955946366,4.5551,1000.0,0.468871,2123,29.996,-32.8247,30.1119,147.675,311.801,0.595290787662
1000.0,99.9956828753,0.0,1000.0,10.2594064066,8.44537815126,30.0644045324,3.0,2124,80.0,30.0574459478,3.50108,1000.0,0.58296,2124,30.0555,-32.8071,30.1546,147.74,311.856,0.533606184763
1000.0,99.9956828753,0.0,1000.0,24.6740711242,12.0853658537,30.2046681709,2.0,2125,220.0,30.1977397484,3.91321,1000.0,0.273175,2125,30.198,-32.9857,30.3037,147.742,311.902,0.551858721876
1000.0,99.9956828753,0.0,1000.0,12.9722402465,8.65217391304,30.2365487157,3.0,2126,127.0,30.2281008606,3.92458,1000.0,0.485107,2126,30.2249,-33.0172,30.3301,147.771,311.912,0.572617416789
1000.0,99.9956828753,0.0,1000.0,9.68097212583,9.04464285714,30.1873332949,2.0,2127,69.0,30.1743386125,3.83778,1000.0,0.563457,2127,30.1733,-32.9996,30.2838,147.787,312.012,0.575936620328
1000.0,99.9956828753,0.0,1000.0,11.4102477111,10.6170212766,30.1880204193,2.0,2128,67.0,30.1777404849,3.68602,1000.0,0.174069,2128,30.1764,-33.0739,30.2833,147.794,312.069,0.553165769393
1000.0,99.9956828753,0.0,1000.0,14.1097913074,14.671641791,30.0072174325,3.0,2129,90.0,29.9961832438,4.13532,1000.0,0.273119,2129,29.9972,-32.9662,30.118,147.795,312.05,0.577871889936
1000.0,99.9956828753,0.0,1000.0,25.9358933229,27.2432432432,30.1776117864,3.0,2130,123.0,30.1659117627,3.97558,1000.0,0.488152,2130,30.1631,-32.9577,30.2662,147.793,312.112,0.560233195548
1000.0,99.9956828753,0.0,1000.0,15.7169427946,18.4259259259,30.1333176575,3.0,2131,62.0,30.1214567032,3.9288,1000.0,0.333004,2131,30.1242,-32.9658,30.2199,147.785,312.125,0.555866915433
1000.0,99.9956828753,0.0,1000.0,15.7802513085,15.4461538462,30.0130169304,3.0,2132,72.0,30.0031570093,4.38922,1000.0,0.3792,2132,30.0024,-32.7708,30.1103,147.785,312.165,0.577954469714
1000.0,99.9956828753,0.0,1000.0,12.924303971,15.2923076923,29.977027353,3.0,2133,45.0,29.9654446549,3.58705,1000.0,0.534001,2133,29.965,-32.7341,30.0634,147.824,312.2,0.528249245589
1000.0,99.9956828753,0.0,1000.0,15.3880700455,15.3181818182,30.0267518575,3.0,2134,102.0,30.0160455026,4.34827,1000.0,0.50679,2134,30.0168,-32.7933,30.1201,147.841,312.245,0.575779595321
1000.0,99.9956828753,0.0,1000.0,15.219046455,12.575,29.923496388,3.0,2135,112.0,29.914896599,3.84242,1000.0,0.419311,2135,29.9154,-32.6953,30.0185,147.815,312.23,0.545500478423
1000.0,99.9956828753,0.0,1000.0,11.0009128304,13.0789473684,29.9187347824,3.0,2136,44.0,29.909777129,4.55852,1000.0,0.322454,2136,29.9085,-32.6876,30.0269,147.846,312.279,0.596773259018
1000.0,99.9956828753,0.0,1000.0,13.361596711,13.12,29.9179056625,3.0,2137,64.0,29.9097449909,3.81378,1000.0,0.470695,2137,29.9115,-32.6373,30.0062,147.867,312.332,0.557124114404
1000.0,99.9956828753,0.0,1000.0,13.3636009022,13.8108108108,29.7478849581,3.0,2138,58.0,29.7407955055,4.65498,1000.0,0.552574,2138,29.7388,-32.5398,29.8576,147.901,312.351,0.612084916228
1000.0,99.9956828753,0.0,1000.0,10.6171562018,10.9885057471,29.7704207611,3.0,2139,49.0,29.7616742808,3.93977,1000.0,0.433711,2139,29.7613,-32.4302,29.8571,147.955,312.356,0.529781427985
1000.0,99.9956828753,0.0,1000.0,10.2420721365,10.3469387755,29.6916809807,3.0,2140,48.0,29.6798819258,3.90648,1000.0,0.57022,2140,29.6804,-32.4845,29.7893,147.961,312.382,0.56831379189
1000.0,99.9956828753,0.0,1000.0,10.4525104641,10.0495049505,29.5452811694,3.0,2141,61.0,29.5283854646,4.05666,1000.0,0.56081,2141,29.5277,-32.3588,29.6413,147.974,312.432,0.572064422305
1000.0,99.9956828753,0.0,1000.0,11.5067747185,12.2530120482,29.502107096,3.0,2142,68.0,29.4907928037,3.78156,1000.0,0.456775,2142,29.4903,-32.3923,29.589,148.0,312.45,0.538455958156
1000.0,99.9956828753,0.0,1000.0,13.8769813809,14.1714285714,29.5991692543,2.0,2143,90.0,29.5847360758,4.2465,1000.0,0.57315,2143,29.5844,-32.3462,29.698,148.001,312.506,0.589240228811
1000.0,99.9956828753,0.0,1000.0,12.9246702314,15.2461538462,29.5249963941,3.0,2144,55.0,29.5104920651,3.62988,1000.0,0.535706,2144,29.5114,-32.2248,29.615,148.005,312.565,0.527261916874
1000.0,99.9956828753,0.0,1000.0,11.5777302613,12.1686746988,29.4463801544,3.0,2145,59.0,29.4295230971,3.96802,1000.0,0.504417,2145,29.4285,-32.2386,29.5418,148.029,312.584,0.567417328762
1000.0,99.9956828753,0.0,1000.0,10.5961159279,14.5362318841,29.4296730785,3.0,2146,45.0,29.4163995178,3.74702,1000.0,0.492497,2146,29.4163,-32.161,29.5264,148.034,312.647,0.554507941744
1000.0,99.9956828753,0.0,1000.0,13.8126498756,12.6329113924,29.4691681379,3.0,2147,84.0,29.4551777715,3.8182,1000.0,0.666855,2147,29.4554,-32.1579,29.5491,148.024,312.662,0.527158770749
1000.0,99.9956828753,0.0,1000.0,11.1252457838,12.4375,29.4144869633,3.0,2148,59.0,29.4003702157,3.46465,1000.0,0.387453,2148,29.401,-32.0325,29.4965,148.057,312.732,0.510622845178
1000.0,99.9956828753,0.0,1000.0,12.9052231476,12.5949367089,29.309516482,3.0,2149,89.0,29.3007306861,3.93654,1000.0,0.621539,2149,29.3011,-32.052,29.4044,148.096,312.815,0.549175081553
1000.0,99.9956828753,0.0,1000.0,12.4226119173,12.0119047619,29.1867059876,3.0,2150,71.0,29.1780100567,3.76302,1000.0,0.34012,2150,29.1783,-31.9661,29.2844,148.118,312.907,0.546296626151
1000.0,99.9956828753,0.0,1000.0,8.69281741983,10.4361702128,29.2499696731,3.0,2151,39.0,29.243254365,3.67903,1000.0,0.517607,2151,29.2431,-31.9188,29.3455,148.139,312.924,0.542793996346
1000.0,99.9956828753,0.0,1000.0,15.7055354877,15.1940298507,29.2040423801,3.0,2152,88.0,29.1975573686,4.01068,1000.0,0.552399,2152,29.1955,-31.8499,29.2963,148.153,312.983,0.555145257473
1000.0,99.9956828753,0.0,1000.0,8.42857340676,9.83333333333,29.1531377866,3.0,2153,36.0,29.1430641574,3.66988,1000.0,0.528011,2153,29.1412,-31.9076,29.2418,148.171,313.032,0.546296689749
1000.0,99.9956828753,0.0,1000.0,13.502112497,11.3908045977,29.1055135934,3.0,2154,74.0,29.0964799793,3.76702,1000.0,0.653409,2154,29.0969,-31.8046,29.2016,148.175,313.086,0.54159478513
1000.0,99.9956828753,0.0,1000.0,9.09506578353,13.2631578947,29.176156091,3.0,2155,40.0,29.1681815926,3.98346,1000.0,0.412583,2155,29.1693,-31.8301,29.2662,148.205,313.091,0.540758060097
1000.0,99.9956828753,0.0,1000.0,10.4489845743,10.112244898,29.0910288383,3.0,2156,58.0,29.0846496856,3.70776,1000.0,0.473069,2156,29.0838,-31.7262,29.1709,148.218,313.19,0.535463158122
1000.0,99.9956828753,0.0,1000.0,14.0332386959,12.9358974359,29.1048210649,3.0,2157,74.0,29.0979619875,4.14346,1000.0,0.427871,2157,29.0983,-31.8264,29.1975,148.22,313.237,0.575686699625
1000.0,99.9956828753,0.0,1000.0,11.6949233419,9.74757281553,28.9912869725,3.0,2158,68.0,28.9830471876,3.24652,1000.0,0.417008,2158,28.983,-31.7169,29.0796,148.233,313.285,0.510559038125
1000.0,99.9956828753,0.0,1000.0,9.60270181179,9.49523809524,28.9594432852,3.0,2159,42.0,28.9482440954,3.98786,1000.0,0.290393,2159,28.9471,-31.7024,29.0512,148.206,313.335,0.563017582968
1000.0,99.9956828753,0.0,1000.0,7.91047758011,10.0101010101,28.9391381496,3.0,2160,38.0,28.9291388978,4.09558,1000.0,0.364156,2160,28.9298,-31.6459,29.0525,148.242,313.448,0.572566218486
1000.0,99.9956828753,0.0,1000.0,14.9211164001,11.6551724138,28.9753255152,3.0,2161,117.0,28.9655076557,3.659,1000.0,0.575138,2161,28.9642,-31.7152,29.0606,148.224,313.483,0.53977166131
1000.0,99.9956828753,0.0,1000.0,12.1655250606,10.25,28.9718990968,2.0,2162,61.0,28.9612998272,3.56696,1000.0,0.369177,2162,28.9595,-31.6724,29.0542,148.233,313.534,0.524708992648
1000.0,99.9956828753,0.0,1000.0,9.98087880129,12.1807228916,28.9385363086,3.0,2163,53.0,28.9258405417,3.76086,1000.0,0.361205,2163,28.9265,-31.702,29.0431,148.247,313.597,0.555709868081
1000.0,99.9956828753,0.0,1000.0,10.869841908,10.6808510638,28.8709707973,3.0,2164,54.0,28.8567595658,3.68922,1000.0,0.299334,2164,28.8577,-31.5639,28.9593,148.266,313.675,0.535785847393
1000.0,99.9956828753,0.0,1000.0,14.6343675779,10.989010989,28.8028193122,3.0,2165,117.0,28.7920305736,3.68284,1000.0,0.526972,2165,28.7912,-31.5512,28.8933,148.281,313.709,0.530882515344
1000.0,99.9956828753,0.0,1000.0,14.917507534,16.8983050847,28.9469777584,3.0,2166,77.0,28.9363810048,3.59657,1000.0,0.411568,2166,28.9358,-31.5452,29.0401,148.278,313.735,0.532061102636
1000.0,99.9956828753,0.0,1000.0,12.727361801,13.7123287671,28.7980013737,3.0,2167,57.0,28.7891217284,4.4376,1000.0,0.48472,2167,28.7879,-31.5331,28.8857,148.325,313.721,0.590006556986
1000.0,99.9956828753,0.0,1000.0,12.7712139331,15.0615384615,28.8619858876,2.0,2168,61.0,28.849788867,3.73653,1000.0,0.342965,2168,28.8513,-31.6467,28.9499,148.336,313.729,0.533710994974
1000.0,99.9956828753,0.0,1000.0,11.1784925335,12.3209876543,28.8507709724,3.0,2169,78.0,28.8410237294,3.68308,1000.0,0.467953,2169,28.8403,-31.5234,28.9453,148.368,313.806,0.550424077337
1000.0,99.9956828753,0.0,1000.0,10.8509841182,11.1304347826,28.7802289252,3.0,2170,51.0,28.7710095926,3.57654,1000.0,0.414179,2170,28.7701,-31.5175,28.8812,148.388,313.828,0.549084998087
1000.0,99.9956828753,0.0,1000.0,12.60334424,14.552238806,28.8564844247,3.0,2171,53.0,28.8466271108,3.33333,1000.0,0.570244,2171,28.847,-31.5213,28.9425,148.377,313.822,0.519362633676
1000.0,99.9956828753,0.0,1000.0,9.141011024,10.0792079208,28.872081987,3.0,2172,47.0,28.8641100357,3.62949,1000.0,0.657307,2172,28.8654,-31.6302,28.9638,148.394,313.883,0.529622434873
1000.0,99.9956828753,0.0,1000.0,6.85738501629,8.20325203252,28.7739033399,3.0,2173,34.0,28.7644434299,3.89471,1000.0,0.361211,2173,28.7632,-31.5791,28.8636,148.413,313.949,0.562348874585
1000.0,99.9956828753,0.0,1000.0,7.45921639967,9.52380952381,28.8125043886,2.0,2174,42.0,28.8036948747,3.85109,1000.0,0.388421,2174,28.8012,-31.5104,28.9026,148.43,313.902,0.564158888808
1000.0,99.9956828753,0.0,1000.0,6.97755198765,8.11382113821,28.817837826,2.0,2175,44.0,28.8115149335,4.44537,1000.0,0.598133,2175,28.8104,-31.631,28.928,148.481,313.952,0.606707813033
1000.0,99.9956828753,0.0,1000.0,5.98010459244,6.85314685315,28.7923557312,3.0,2176,37.0,28.7841187549,3.8824,1000.0,0.622465,2176,28.7839,-31.5514,28.8973,148.51,314.006,0.568984019481
1000.0,99.9956828753,0.0,1000.0,10.458975336,9.5046728972,28.9919048779,2.0,2177,75.0,28.9852424396,3.25585,1000.0,0.543103,2177,28.9828,-31.7367,29.0762,148.48,314.063,0.518490418204
1000.0,99.9956828753,0.0,1000.0,10.7997828516,9.74757281553,28.9109026772,3.0,2178,46.0,28.9033613312,3.74884,1000.0,0.568953,2178,28.9049,-31.763,29.0082,148.466,314.102,0.558462838041
1000.0,99.9956828753,0.0,1000.0,13.9674299836,14.6176470588,28.7946633905,3.0,2179,70.0,28.7872634355,3.4164,1000.0,0.566009,2179,28.7887,-31.4863,28.8845,148.427,314.227,0.512399806883
1000.0,99.9956828753,0.0,1000.0,10.546862378,10.6170212766,28.8033400512,3.0,2180,71.0,28.7957731464,3.55077,1000.0,0.602055,2180,28.7952,-31.607,28.9014,148.448,314.23,0.546244812214
1000.0,99.9956828753,0.0,1000.0,12.0553989825,11.4090909091,28.9858085909,3.0,2181,77.0,28.9781690383,3.62395,1000.0,0.34094,2181,28.9786,-31.5794,29.0793,148.49,314.323,0.528753646992
1000.0,98.6403814045,252.706502467,840.416666667,10.7541837968,11.0555555556,28.7275699444,3.0,2182,63.0,28.7224182223,3.76367,184.0,0.138813,2182,28.7197,-31.4078,28.8171,148.467,314.378,0.539910825642
1000.0,99.9956828753,0.0,1000.0,8.41663052661,8.81818181818,28.728967452,3.0,2183,46.0,28.7238991859,4.03443,1000.0,0.5423,2183,28.7249,-31.3944,28.8107,148.451,314.381,0.545586393277
1000.0,99.9956828753,0.0,1000.0,8.40046287157,8.96551724138,28.7432442687,2.0,2184,42.0,28.7341602048,3.91478,1000.0,0.677811,2184,28.7321,-31.4205,28.8235,148.462,314.405,0.541897640658
1000.0,99.9956828753,0.0,1000.0,12.4440186435,9.92,28.6723057771,2.0,2185,89.0,28.6632093941,3.61013,1000.0,0.255185,2185,28.6619,-31.4593,28.7557,148.4,314.43,0.539349430822
1000.0,99.9956828753,0.0,1000.0,12.7779130025,10.8387096774,28.7512786541,3.0,2186,89.0,28.7422474731,3.30394,1000.0,0.37582,2186,28.7438,-31.4613,28.8384,148.385,314.496,0.518395278011
1000.0,99.9956828753,0.0,1000.0,13.0866666053,8.2479338843,28.7297868225,2.0,2187,99.0,28.7228498927,3.85593,1000.0,0.447143,2187,28.7217,-31.5786,28.8293,148.386,314.539,0.565821143484
1000.0,99.9956828753,0.0,1000.0,7.11109754773,6.95833333333,28.8191861719,2.0,2188,41.0,28.8122732664,3.82917,1000.0,0.452276,2188,28.8121,-31.566,28.914,148.363,314.546,0.552742933913
1000.0,99.9956828753,0.0,1000.0,9.986991539,10.0,28.7750456052,2.0,2189,41.0,28.7643142993,3.73552,1000.0,0.434956,2189,28.7635,-31.4563,28.8638,148.383,314.591,0.543479763859
1000.0,99.9956828753,0.0,1000.0,7.15359704046,10.1222222222,28.680963122,2.0,2190,31.0,28.6726086393,3.70934,1000.0,0.527136,2190,28.673,-31.3986,28.779,148.353,314.676,0.538881635618
1000.0,99.9956828753,0.0,1000.0,16.616791766,16.1363636364,28.7156871981,3.0,2191,91.0,28.7060248244,3.67075,1000.0,0.386759,2191,28.7065,-31.4015,28.8049,148.306,314.74,0.522045109937
1000.0,99.9956828753,0.0,1000.0,12.398976527,15.4848484848,28.6663215182,3.0,2192,53.0,28.6555227475,3.74485,1000.0,0.514769,2192,28.6544,-31.3159,28.7586,148.296,314.817,0.531495095891
