Epoch,AverageEsReturn,QFunRegParamNorm,AverageQ,AveragePolicySurr,StdForwardProgress,AverageAction,AverageDiscountedReturn,StdEsReturn,AverageForwardProgress,AverageAbsY,MinForwardProgress,AverageAbsQYDiff,MaxReturn,PolicyRegParamNorm,MinReturn,StdReturn,AverageY,MinEsReturn,AverageQLoss,MaxEsReturn,AverageAbsQ,AverageReturn,MaxForwardProgress
20,8.96772774161,11.6655,0.0536566,-0.0631284,0.104853859603,0.964082,-8.85012468317,12.2943287409,0.121464828439,0.0563774387274,-0.180746607796,0.00526661791517,8.20648336548,15.9244,-46.6726023079,10.5742323048,0.0536413807678,-12.599787512,6.70871e-05,38.5458363308,0.0560985,-16.0191455431,0.361727525921
21,-2.45219952127,11.8262,0.0605684,-0.0738566,0.0949154645919,0.975904,-6.52297609391,17.342736223,0.16554474254,0.0624501467008,-0.0964801442163,0.00536986187894,13.0955255001,16.2428,-38.0664989205,9.55115274611,0.0605965040911,-26.3975741955,6.64467e-05,24.089482818,0.0621953,-11.9009913634,0.414267867859
22,-0.291182760448,11.9453,0.0787516,-0.0933025,0.0513522383952,0.976906,-20.0480360671,13.7226924623,-0.0304737637245,0.0799633715231,-0.20133660983,0.00582628558803,-20.8540824654,16.4009,-49.0382572923,5.0981697439,0.0787686931346,-31.2369211491,7.78599e-05,22.5229702637,0.0797962,-32.0466917593,0.082442487426
23,-14.7096866448,12.0602,0.0920261,-0.106165,0.0760238638843,0.85204,-25.6640961386,17.9747162201,-0.127556290337,0.0926841280871,-0.235119182947,0.00595760455201,5.51319333385,16.4833,-48.5802978351,7.56087890339,0.0920411828436,-33.6422786086,8.45406e-05,23.6499630758,0.0925383,-37.9135312917,0.310272285228
24,-25.8316175993,12.1601,0.102452,-0.114472,0.100303950822,0.972877,-26.0108883644,14.8082810543,-0.100191267364,0.102811183395,-0.224869669336,0.00567449226355,8.1997064782,16.5823,-51.188776284,9.91986092908,0.102456186905,-44.7037240202,7.46089e-05,2.59581441049,0.102738,-38.8457841557,0.373318976961
25,-17.522935412,12.2654,0.111996,-0.122789,0.0393404142606,0.995378,-2.00194582039,10.7523920738,0.257528105533,0.112145450185,0.164143356008,0.00543585561207,5.98649267178,16.6095,-13.4385391689,3.93005393605,0.112013373384,-36.7338703022,6.70602e-05,-2.76570121638,0.112103,-4.13822011728,0.358464383211
26,2.97949123238,12.3758,0.121227,-0.13381,0.036654039453,0.999023,-2.21649493696,12.0255088499,0.253008720229,0.121305439175,0.172062837387,0.00541375786292,3.16733019836,16.7157,-12.8180914345,3.66656167893,0.121241556789,-20.747792388,6.54991e-05,13.6817079379,0.121271,-4.70547482903,0.332040214056
27,2.57423299673,12.4927,0.132289,-0.142193,0.0405445491484,0.99953,-1.86370820779,8.78226687568,0.260134878886,0.132333414916,0.146601959755,0.00541078290564,4.91007425703,16.7674,-15.3836843452,4.05983104934,0.132291545986,-11.1938054731,6.58972e-05,14.1997942957,0.13232,-4.00560893119,0.349445925722
28,5.43978030642,12.5909,0.139084,-0.146235,0.0470033950372,0.999678,-1.61351615443,7.80583520356,0.262951190132,0.139116961498,0.156469717317,0.00548897270799,9.64272944949,16.7984,-14.427055847,4.71005294736,0.139086503871,-3.78948141554,7.11543e-05,17.4139672267,0.139107,-3.72870743798,0.396204332664
29,9.533426115,12.7258,0.14329,-0.148126,0.0412041415295,0.999739,-1.95365130218,11.0578054207,0.259470942352,0.143342978771,0.160211283702,0.00547296419883,6.41936663465,16.8164,-14.0274371468,4.12326647237,0.143292447787,-11.5044497936,6.97163e-05,27.9524003262,0.143328,-4.0779129321,0.364302748421
30,-0.210973392749,12.8713,0.145418,-0.148857,0.043751558833,0.997871,-3.0423922475,20.508989556,0.250720197631,0.145484907127,0.135362962613,0.00572354120195,5.93435320755,16.8118,-16.4113085843,4.38185304138,0.145416311552,-59.811399118,8.14643e-05,14.6857939382,0.145476,-4.8666805963,0.35838767704
31,6.70215207188,13.0032,0.145896,-0.150475,0.0414969053407,0.999298,-3.39980521371,11.6440401395,0.247503845641,0.145964767236,0.130867401049,0.00579765744061,5.91760832013,16.9059,-16.9288584056,4.16150670659,0.145896496579,-19.1918040657,8.52674e-05,20.1578880033,0.145955,-5.22811541295,0.358695679412
32,8.99791438388,13.1347,0.149239,-0.152391,0.0449392909614,0.999804,-2.927237571,10.3078901941,0.251115222257,0.149380495144,0.104980857821,0.00613853523008,6.61887601086,17.0079,-19.527683448,4.49952003126,0.149246581081,-3.86268840174,9.60521e-05,25.3287534875,0.149348,-4.88737874986,0.36589551058
33,11.6821288006,13.2701,0.1505,-0.15287,0.0435259193751,0.999926,-3.55912859066,10.881051951,0.24312071249,0.150657499772,0.122121594251,0.00617875125426,3.64782475941,17.0837,-17.8225247727,4.36497025456,0.150502616925,-1.03138223378,9.71536e-05,31.8291465145,0.150642,-5.69033942866,0.336587779288
34,7.20471876255,13.3829,0.150522,-0.151493,0.0413705584038,0.999966,-3.06401408623,9.39618531839,0.250319520956,0.150746983186,0.142962027004,0.00635658109264,8.25791229378,17.1369,-15.7410320704,4.14670191151,0.150517609578,-4.81205698514,0.000103234,22.9244288083,0.150725,-4.96648180764,0.382401399029
35,9.32197103764,13.4923,0.150315,-0.151067,0.0398130628469,0.999982,-2.86433777817,11.4285684357,0.251401392453,0.150708570943,0.151275989177,0.00638727539419,5.47595073589,17.1811,-14.8719892329,3.99241959299,0.150319978494,-9.31054865237,0.000107117,23.5916347372,0.15067,-4.86770718771,0.354634836312
36,4.91088925103,13.6121,0.148965,-0.14903,0.0407312480341,0.999989,-3.38877947995,10.0542515606,0.245496974858,0.149472655204,0.139430378141,0.00632848480135,5.81169983885,17.2141,-16.0708625651,4.08591057236,0.148964022361,-16.7605485586,0.000105429,15.4019334483,0.149436,-5.45631126435,0.357852747674
37,1.06288828335,13.7262,0.148014,-0.147311,0.0473132059813,0.999993,-2.98574159071,12.3893660776,0.249083945761,0.148670052982,0.123852639742,0.0065509536757,5.34547620492,17.2358,-17.6625840506,4.74054214646,0.148012467393,-17.5151311541,0.000113786,23.7576056035,0.148621,-5.10223051541,0.354026263752
38,1.78741468875,13.8419,0.145596,-0.146665,0.0668508364032,0.998453,-8.07066107738,11.7867255212,0.168460854482,0.146486420846,-0.0170812800241,0.00664705630252,5.45181933317,17.1269,-31.3260717023,6.76375893527,0.145593012642,-17.7852715558,0.000117148,19.4379847005,0.14643,-12.6992255228,0.346463924361
39,2.16065370282,13.9521,0.147356,-0.151159,0.0446137999056,0.998323,-4.45862383835,13.9953666794,0.215760812051,0.148232944876,0.0963063379923,0.00657328383221,2.69723600145,17.1936,-20.1292408403,4.45541973842,0.147363118202,-25.3087323047,0.000112364,18.1986541173,0.14816,-8.19903339002,0.324820913703
40,2.29465603981,14.0668,0.149946,-0.158484,0.0438732059271,0.998954,-3.99056953712,7.20827499774,0.221052774431,0.150823804512,0.0781756971755,0.0065804077331,4.58915989524,17.2171,-21.9581736349,4.38278119122,0.14996227297,-6.10873846337,0.000114737,13.6476111075,0.150738,-7.69036618188,0.343921332462
41,-8.49318973305,14.1675,0.158527,-0.166938,0.0554400182386,0.998072,-8.50137213824,13.0826490306,0.138326235295,0.159288408422,-0.0206471735405,0.00686413608654,-6.41355089421,17.2536,-31.638852704,5.53449254626,0.158534174111,-37.3580619511,0.000120232,7.57356259274,0.159219,-15.7754227402,0.231798199524
42,-4.79881369003,14.2576,0.165503,-0.175655,0.0532573362556,0.998777,-8.90654427981,12.1437585831,0.133353412386,0.166157344706,0.0183457148787,0.00716903145555,-2.07248614016,17.2835,-27.7571758635,5.31087914686,0.165531354611,-32.2990420713,0.000131703,11.9208627245,0.166049,-16.290359348,0.276016430146
43,-9.65374297175,14.3751,0.173086,-0.179783,0.0464918344722,0.999133,-8.10366652184,10.945337314,0.14270450855,0.173542829777,0.0312331679511,0.00740250165801,-4.27651464566,17.3055,-26.4760225295,4.64128257646,0.173094617644,-27.8636748852,0.000133392,11.0861680791,0.173478,-15.368067625,0.253922702304
44,-3.53161061028,14.4979,0.175931,-0.180338,0.0528741140068,0.999303,-8.50357261416,12.513290958,0.138004391993,0.176263022444,0.0191616095698,0.00749570352295,2.02061781581,17.3192,-27.7294830089,5.28011209164,0.175937380486,-28.66567397,0.000137792,14.5640812951,0.176202,-15.846738237,0.317251844607
45,-13.1677599623,14.622,0.17692,-0.179599,0.0525171372716,0.999453,-8.20190659731,11.7906654192,0.141875706062,0.17719959238,0.0162217263242,0.00758089325545,-0.193317154856,17.3329,-28.0209226224,5.24248703922,0.17692569828,-31.7340061648,0.00014187,7.24307157863,0.177151,-15.4631285261,0.29466922258
46,-0.369208879038,14.7489,0.176736,-0.177676,0.0512632079404,0.999555,-8.13239697239,14.0812864046,0.142367299336,0.176989334182,0.0360840717009,0.00763069276151,-1.22602514698,17.3429,-26.0005097236,5.12037601385,0.176740688556,-36.7579213027,0.000139068,13.1957520755,0.176952,-15.4153318407,0.284461110358
47,1.63733931985,14.8836,0.175642,-0.177951,0.053456420219,0.999751,-8.74931867301,8.62473299485,0.135110530804,0.175907739582,0.0378453616996,0.00782575278904,0.123542205148,17.3724,-25.8528346084,5.34084093645,0.17564201007,-19.3131421073,0.000146943,12.3497449284,0.175856,-16.1429649918,0.297853203514
48,0.594991119222,14.9826,0.174096,-0.174015,0.0526130823422,0.999838,-8.64446097519,6.18667828826,0.136030742501,0.174434042975,0.020835392487,0.00788062021326,-3.64867503205,17.3899,-27.5364992868,5.25430178239,0.17409979493,-10.0816733786,0.000148256,8.91995643843,0.174392,-16.0578788346,0.259899698013
49,-7.41077076147,15.0903,0.171971,-0.171544,0.0530289002723,0.999907,-8.68919320421,19.0346776477,0.13550613732,0.172345409558,0.00555082100587,0.00784732798371,-0.75476022664,17.4132,-29.0835616658,5.29787575887,0.171978038854,-46.174773224,0.000148011,18.8748636633,0.172292,-16.1110780899,0.289115615886
50,-4.52045883244,15.1726,0.168416,-0.167174,0.0548229576588,0.999927,-8.8601176468,10.7422788329,0.133757924815,0.168892525382,0.00780185347475,0.00776574907356,-3.61921732756,17.4231,-28.8379481478,5.4765755386,0.168407473942,-20.6229461773,0.000146653,18.4175259958,0.168835,-16.2906611765,0.260366398277
51,-5.40014792112,15.2647,0.164791,-0.163417,0.05834273581,0.989913,-8.23493719543,8.50487598959,0.13916946528,0.165454570741,-0.00571996588799,0.00772425623405,-0.179511485336,17.3666,-29.8852833962,5.8051652109,0.164788785944,-17.2331680841,0.000143886,9.34781375826,0.165382,-15.4477881371,0.292479533877
52,1.40857336155,15.3633,0.161445,-0.169824,0.0462206444091,0.961329,-3.09521912585,8.51095500143,0.230775649022,0.162194443913,0.119013632845,0.00770054124867,4.57275951832,17.6386,-16.6656434353,4.58997139309,0.16144271197,-17.6286192107,0.000143484,16.3280891096,0.162112,-5.47963011404,0.331681583259
53,8.73664800788,15.4548,0.17066,-0.177865,0.0449370838371,0.898463,-3.99377558234,7.52366378672,0.202383954436,0.171209272738,0.12010131189,0.00771382240459,6.31141384877,17.8434,-14.9704231216,4.5193615329,0.170670151728,-5.46968354572,0.000146309,19.0637626976,0.171134,-6.39075841879,0.327812399827
54,7.78552525413,15.524,0.176395,-0.182843,0.0507968656505,0.904716,-0.566500356563,7.37339788987,0.266067030488,0.176890020397,0.144208406449,0.00760011801091,10.0470857038,18.0883,-12.3621164881,5.11188684872,0.176400435332,-1.97014759207,0.000146473,22.0856579919,0.176829,-0.288786519147,0.370825464963
55,7.27128823656,15.6185,0.17969,-0.184831,0.0571914136327,0.969113,-6.28786581349,12.1679531209,0.198869033926,0.180091569685,0.0866458532697,0.00756216733876,5.85807672008,18.1821,-19.8906400211,5.59150694028,0.179684877458,-10.720582982,0.000144627,23.4573456174,0.180044,-8.88177889843,0.348535726144
56,14.6241035122,15.7144,0.183764,-0.187849,0.0554831432724,0.95238,-3.54731892184,12.1731340632,0.241094050278,0.184113082234,0.104337427022,0.00751765972889,7.98690442785,18.2876,-17.7119049186,5.49476549117,0.183765846149,-15.2849803076,0.000146717,27.0111339318,0.184063,-4.14774995488,0.363063141675
57,5.96926964753,15.7845,0.186052,-0.189186,0.0622457722521,0.955057,-5.36287877152,14.4227351331,0.20997205436,0.18634905035,0.0809004269415,0.00752158729978,6.61463737769,18.3399,-20.076497921,6.23328060525,0.186055965837,-25.5671156979,0.0001525,23.7138393749,0.186304,-7.30603361316,0.348913135768
58,9.80686154135,15.8618,0.186552,-0.189729,0.0689577909211,0.941328,-14.3717729589,13.5540571718,0.0607579686679,0.186797728374,-0.132535831202,0.00761609073289,-1.69733767577,18.5127,-41.5358989555,6.73934738829,0.186547449806,-21.233702361,0.000157765,31.5220643839,0.186765,-21.8237075217,0.264246348349
59,3.92326883023,15.9533,0.188941,-0.192367,0.0429400937273,0.968573,0.476744434564,15.7026890415,0.327558245917,0.18920331346,0.205859881132,0.00768312438174,16.0129465194,18.7004,-7.50854373569,4.14704812269,0.188950891792,-28.864332747,0.000165838,22.5955154868,0.189151,4.06481395861,0.449454319134
60,5.81260946803,16.0377,0.191852,-0.196106,0.0362611928126,0.989692,0.478176467342,13.7123857935,0.292841812988,0.192058224492,0.187717402401,0.00760263398654,6.8191168205,18.8127,-10.9060758472,3.62646255229,0.191850384039,-15.7784362965,0.000166331,21.9904893658,0.192044,-0.401592206778,0.364190372681
61,12.5756820301,16.16,0.19397,-0.198282,0.0421311452672,0.990622,0.162624914514,5.44321078972,0.293310228942,0.194195803092,0.174950055897,0.0078691414019,8.92510028275,18.9105,-12.3100932162,4.21186234148,0.193971256278,5.60644987327,0.000185831,22.0284275931,0.19416,-0.407831125154,0.386233778468
62,4.18547894202,16.2487,0.19577,-0.1999,0.0404185780037,0.974084,0.211398651554,14.6551874258,0.317418566306,0.196017057688,0.221857651027,0.00808044739275,16.668530181,18.9981,-6.60927712035,4.01443404832,0.195776701841,-32.2473712272,0.000204616,20.96866502,0.195974,2.61026142874,0.45945072102
63,-1.65788251431,16.3462,0.197291,-0.201063,0.0422343860224,0.96987,-0.392975129945,15.1373898183,0.312739321963,0.197477255773,0.19978642983,0.0081802991114,11.7635749483,19.0177,-7.97104041316,4.11517668712,0.197291030885,-27.1668022146,0.000219313,22.9129798293,0.197459,2.30571981943,0.408770800149
64,-2.39988310547,16.4375,0.199942,-0.204312,0.0375365683246,0.963001,0.490282263282,18.0850078456,0.320998342388,0.200124217175,0.24549577288,0.00819001682327,11.4663835654,18.9735,-4.04123137645,3.68620823659,0.199938197115,-49.7584872836,0.000228314,15.6068705511,0.200107,3.37907733192,0.401244585413
65,9.60632222561,16.5273,0.202316,-0.206993,0.0825325652934,0.948414,-7.59202607509,11.7321891061,0.196157842943,0.202497175165,0.0182625933416,0.00817245771013,13.558516856,18.8946,-26.6027582073,8.41702957496,0.202313687454,-13.4072987524,0.000235356,22.4532022818,0.202466,-8.2268630113,0.414719305917
66,9.58812227688,16.626,0.204723,-0.208821,0.0545108058518,0.958048,-0.902213913278,11.6165869004,0.312189325,0.204913548251,0.130682734827,0.00835834496532,13.9321814583,18.8638,-14.6294202942,5.22680594167,0.204731302644,-13.2343677819,0.00025273,25.4615521942,0.204887,2.94099433715,0.42514374603
67,8.31860618831,16.7148,0.20714,-0.210741,0.044216982675,0.816496,3.37274415144,12.5706163919,0.331524718586,0.20736288223,0.240019567284,0.00834299603845,18.522101031,18.8069,-0.106535378279,4.26097164944,0.20714650658,-26.2414999688,0.000260984,20.3850955443,0.207326,9.07394237031,0.426840426804
68,-5.82232759382,16.7997,0.208154,-0.211658,0.0819570940288,0.795732,-4.27744796947,25.3273741478,0.198321462809,0.208338430163,0.0210410493959,0.00827378947111,12.9611479582,18.8615,-20.9496298476,8.17847314995,0.20815332083,-43.5007616505,0.00025113,31.1843744283,0.208314,-3.45414287348,0.362411889043
69,4.31833938576,16.8713,0.209281,-0.212668,0.0717355525778,0.797305,-4.58717680829,11.1140546727,0.2038410759,0.209455921527,0.0353550690586,0.0083724393847,11.9878601571,18.8414,-20.9753688892,7.66580812838,0.209280892904,-13.3801823836,0.000270753,21.7458447092,0.209432,-2.91529812771,0.348576978928
70,-1.86272348573,16.9209,0.210491,-0.213565,0.0893003821508,0.801298,-6.16110885944,15.1172919589,0.163191728856,0.210649278801,-0.00817480642136,0.00839190440506,11.3572479346,18.7488,-24.2029231842,8.39726825576,0.21049071394,-29.1723214032,0.000278153,23.625052218,0.210627,-7.23531430897,0.366255343548
71,7.21631110225,16.9908,0.211704,-0.21478,0.0563495372048,0.858812,-5.23150819648,12.0420555181,0.194853540329,0.211856172482,0.0726589533625,0.00830606847982,12.1315543711,18.75,-17.6169993261,5.45438984737,0.211710156824,-9.23838598951,0.000270272,27.6533868135,0.211822,-5.78570308796,0.385820395623
72,4.27204327023,17.0275,0.212284,-0.215268,0.0499923450904,0.878043,2.39473808032,17.3422747158,0.327183081228,0.212409881816,0.202591515168,0.00811130932253,16.1060096523,18.6909,-4.75583045094,4.56918216208,0.212288810682,-20.7557352762,0.000266496,28.5507661315,0.212384,6.86801219827,0.430476055264
73,1.35272330022,17.0981,0.213714,-0.216511,0.03842310153,0.873554,3.10162928038,21.136635607,0.33288613667,0.213808145984,0.224462237616,0.00814247714823,20.3579994024,18.6544,-1.93333033633,3.67216475327,0.213705882707,-48.0635948303,0.000270411,23.6355758392,0.213791,7.53386160409,0.461359345965
74,9.35359740314,17.1746,0.214596,-0.217882,0.0389091225367,0.87184,-4.73905697296,13.3584101135,0.185585112502,0.214685221672,0.109012289167,0.00822593091258,3.51702202271,18.6682,-14.8467678354,3.81073541501,0.21461153968,-9.61218956423,0.000280164,26.5513382127,0.214655,-7.27391628177,0.296987157538
75,9.28647321818,17.2174,0.214377,-0.216594,0.0551124565349,0.863763,-0.672707332525,11.4043311635,0.242523432419,0.214455465614,0.0884369859891,0.00811136923186,13.132520004,18.7344,-16.5127057649,5.55861488048,0.214362534935,-19.4701364189,0.000273745,23.3009968304,0.214454,-1.19571441772,0.383070713976
76,10.7933775183,17.3004,0.214568,-0.216771,0.0706648275242,0.913265,0.712398115406,13.4176072982,0.275427830024,0.214611205151,0.132030130189,0.00800335638351,16.9658189453,18.8512,-13.2428040563,6.84174866839,0.214561803431,-15.7674871982,0.000270333,38.9203841318,0.214609,0.328931781555,0.446857849248
77,15.1596817795,17.3974,0.213319,-0.215242,0.0546082262787,0.911545,3.20711438527,10.4144931265,0.344318044345,0.213387613955,0.205647646763,0.00780316406893,19.7661542653,18.9865,-6.25495834915,5.5927323808,0.213329446748,3.54769975554,0.000250931,38.5329360191,0.213376,7.54611120188,0.466311470677
78,11.9389573603,17.48,0.213536,-0.215396,0.0504458178806,0.948221,1.65052788709,17.5618449157,0.291772624044,0.213572312814,0.157306352253,0.00765555695664,14.2286928029,19.039,-12.6418918049,4.87589517804,0.21352759434,-24.7767311946,0.000240299,25.7231753705,0.213578,0.82428954032,0.433271227529
79,7.7100198945,17.5583,0.21292,-0.21462,0.0594221703823,0.917475,5.10257849812,11.4594532994,0.360336229711,0.212969315174,0.210532553391,0.00732725182031,23.4442784006,19.195,-5.56220646189,5.9979034642,0.212927350312,-11.8275736186,0.000215719,25.1522238973,0.21296,8.53600061166,0.501219621907
80,15.8011498792,17.6493,0.212356,-0.214032,0.132058675136,0.958518,-8.55283658983,8.80037772339,0.153891076593,0.212384443832,-0.0772739656644,0.00718768924308,15.468663809,19.4019,-36.1377777927,13.0248152458,0.212353533222,1.38134135526,0.000210249,32.4459469449,0.212382,-13.2446483849,0.446058893412
81,5.95471107653,17.7365,0.211627,-0.213384,0.0488189593496,0.975089,1.46585109979,14.6720477975,0.31335620465,0.211652695176,0.20528317802,0.00684153834964,13.3102959937,19.5206,-9.06346578734,4.85880390363,0.211622145496,-20.5417830079,0.000180813,28.1421973037,0.211657,2.00980486879,0.428742969122
82,9.24148404359,17.8201,0.212206,-0.21522,0.0570858462389,0.971411,-3.17288434854,12.9631319342,0.259375660827,0.212226500552,0.0442630982494,0.00700158213098,10.2369590843,19.6433,-24.6608481482,5.62751400204,0.212212186906,-22.4297537586,0.000182397,30.2176622176,0.21222,-2.95200809749,0.392824787028
83,5.24275663413,17.9143,0.213021,-0.215895,0.101717124741,0.916376,-8.61826031897,11.9355754335,0.171539895931,0.21303434633,-0.0463510597148,0.00666627282196,7.21970678583,19.6862,-31.2414288462,10.2802890897,0.213019700833,-11.7193266676,0.000163781,26.7107407862,0.21304,-9.85701453026,0.338260136201
84,1.81191297123,17.9685,0.213299,-0.215722,0.0453503078118,0.964346,1.58359074012,17.0604565279,0.303457406536,0.213301201823,0.183791379837,0.0065166528118,14.2175121541,19.6973,-10.4041785576,4.56182603341,0.213295021906,-32.3518200619,0.0001624,31.7062794364,0.213306,1.44568290556,0.429729029376
85,9.51194266905,18.0511,0.213565,-0.216213,0.0678983085237,0.961527,-0.734538622156,15.0011061882,0.274850142263,0.213573996792,0.0998613287424,0.0063154708068,15.0684003131,19.7264,-18.6898375878,6.82292617549,0.213567800037,-13.9947839772,0.000146247,36.6122942118,0.213572,-1.13723752236,0.435465619166
86,9.86695929324,18.1305,0.213906,-0.216253,0.0515057888118,0.964379,2.21490835155,11.3864837358,0.326978824916,0.213912358404,0.16109740935,0.00617846338266,13.4518591613,19.7851,-11.723117587,4.97752073875,0.213910290701,-6.65020099852,0.000139291,28.226146507,0.213908,3.83635197103,0.427917863755
87,8.56852322269,18.2057,0.214063,-0.216354,0.0462560815126,0.968,2.05263549939,11.5384537841,0.331597696534,0.214063978635,0.20824496787,0.00622108362978,15.9996934533,19.8171,-8.43045642017,4.59847643001,0.214062365871,-15.1851309304,0.00014088,30.911843411,0.214064,4.0722614997,0.449507695367
88,0.624587314046,18.2842,0.21406,-0.216415,0.0562534563651,0.964277,2.80339307772,15.5011034774,0.325111118157,0.214053141779,0.135769095282,0.00602377091189,15.7885058814,19.8662,-14.8301439375,5.5817135202,0.214052867136,-37.3439554232,0.000128349,15.3082219506,0.21406,3.58274466949,0.449185354101
89,12.9161648265,18.3704,0.213834,-0.215567,0.048027377895,0.959924,3.8889590091,8.57196595231,0.346382278879,0.213843231403,0.217741336231,0.00594347508052,16.9492114258,19.8855,-7.32696075832,4.81094907295,0.213843231403,-3.45320980684,0.000123419,21.8581979341,0.213834,5.76961904877,0.45891933442
90,8.27361547731,18.4465,0.21388,-0.215496,0.0416655335257,0.970445,0.439165373548,21.2845107789,0.291571259692,0.213880413,0.168312610173,0.00585909955837,8.85485381311,19.913,-12.0011897593,4.1489260185,0.213880413,-39.218123101,0.000119284,36.9493911617,0.21388,-0.0548949645246,0.380746454813
91,11.7050852911,18.5388,0.213123,-0.214608,0.0437858682729,0.964599,2.2913566532,9.80964495951,0.303989685591,0.21311656974,0.196681331892,0.00580652499601,10.7310456654,19.9531,-8.92178687122,4.31659612534,0.21311656974,-5.5857849933,0.000114236,22.6655625882,0.213123,1.34505743684,0.400896777315
92,9.73859693645,18.5991,0.212003,-0.213103,0.05597893241,0.945946,2.95907910472,15.3368344872,0.336184894847,0.212005546202,0.174152659256,0.00566782175631,21.3500417931,19.9596,-10.4113586702,5.61830527345,0.212005546202,-17.5671167431,0.000108396,28.3845502521,0.212003,5.15452825601,0.498176053099
93,17.6638159314,18.6793,0.211336,-0.212385,0.0548985155842,0.920294,3.13213390874,11.6308854937,0.323692698759,0.211340128297,0.206490830771,0.00547343996128,20.6592329099,19.9242,-7.15612799197,5.49110256545,0.211340128297,-3.68607756346,9.65393e-05,33.5424905279,0.211336,4.68461206437,0.486562747799
94,11.8524551315,18.7594,0.210314,-0.211581,0.0601087668103,0.833283,3.50777297393,12.9223984209,0.278331726418,0.210315149072,0.137796077521,0.00552649190436,17.3631396707,20.0721,-10.5548365025,5.84221592204,0.210315149072,-14.1175418062,9.79236e-05,30.7883960777,0.210314,3.11981761854,0.423454481981
