AverageReturn,MinEsReturn,MinReturn,MaxEsReturn,AverageEsReturn,AverageDiscountedReturn,AverageQ,AverageQLoss,AverageAbsQ,MaxReturn,Iteration,StdReturn,AveragePolicySurr,AverageAbsY,PolicyRegParamNorm,Epoch,AverageAbsQYDiff,QFunRegParamNorm,StdEsReturn,AverageY,AverageAction
266.354034352,12.4763205761,249.40550886,363.680369646,251.820764267,147.365736691,8.17523,0.221979,8.18702,315.916308995,54,13.7256544445,-8.44689,8.18291650595,32.0641,54,0.210827500772,26.2138,121.81934466,8.17668688318,0.626957
263.194449495,44.6537773544,254.112423163,328.894538355,234.297936309,148.331184748,8.41288,0.283348,8.42307,286.801674749,55,7.22967966092,-8.6866,8.42025418907,32.2766,55,0.23234026587,26.5056,96.4250518332,8.41478252685,0.665879
273.70884489,10.9940937701,246.03830173,323.09286027,197.552138687,150.514888209,8.62519,0.262321,8.63463,301.995818253,56,13.0690028437,-8.91436,8.63058822452,32.5214,56,0.228477113791,26.7641,112.068283364,8.6263565748,0.719689
241.240165622,38.2066795201,230.656772045,345.637087746,201.143993573,138.110240126,8.8245,0.270379,8.83458,255.68585927,57,7.19229530426,-9.11653,8.83109777033,32.7903,57,0.239211145781,27.0752,103.647006101,8.82667443536,0.708034
260.557518559,200.433304216,252.252865366,335.026254276,261.664024352,145.932045147,9.03862,0.30187,9.04803,267.240984441,58,4.77511615198,-9.33127,9.04367278341,33.0733,58,0.241037722328,27.3328,42.7508482514,9.04005683218,0.695473
259.298953604,25.1763572383,248.66126208,349.80162013,245.560183984,145.73308674,9.27009,0.305349,9.27966,271.865488119,59,5.55097755645,-9.57905,9.27564132843,33.3557,59,0.249822566667,27.6317,106.624629184,9.27197184297,0.69389
265.46180095,10.204805333,247.525565476,335.158580736,176.764508427,147.103720209,9.50725,0.27158,9.51668,329.917990798,60,19.9952007527,-9.80423,9.51189988537,33.5579,60,0.240705219434,27.8529,108.686216515,9.50830861428,0.688823
282.141439363,10.902656292,238.496795566,326.908647258,146.570049928,151.7625823,9.70201,0.300514,9.71128,332.543055103,61,18.1716891345,-10.0059,9.70724103241,33.8508,61,0.253807651284,28.1313,123.417067284,9.70368366564,0.667363
320.225414582,68.5922396735,310.891247467,343.550882808,248.309698764,166.499911883,9.92635,0.326973,9.93659,332.6104757,62,4.77986629158,-10.2244,9.93106434939,34.1372,62,0.258318404559,28.3576,88.4424529045,9.92767209995,0.739523
272.514151661,70.148535198,258.137579534,347.287700763,210.469695087,150.146179089,10.0651,0.329802,10.0728,286.667100992,63,4.93690364767,-10.36,10.0700379533,34.4389,63,0.262694646516,28.5577,101.383895648,10.0668515033,0.630394
319.053103984,47.506251348,308.073552566,360.307302762,201.052980679,164.619425719,10.2972,0.382744,10.3067,326.621396752,64,4.2730031837,-10.596,10.3017242334,34.6709,64,0.281963756637,28.8139,105.061566102,10.2985617852,0.665673
334.210032067,14.5560131878,320.36325703,318.365995591,222.304768682,170.410986338,10.4398,0.354825,10.4497,345.377418123,65,5.180657983,-10.7328,10.4453479849,34.8903,65,0.272936836907,29.0634,100.9382311,10.4418209073,0.719045
327.610265469,10.6083072237,306.832548045,307.268547835,159.382513214,169.012540029,10.6683,0.412666,10.6805,350.39778193,66,11.9278070312,-10.983,10.6757324049,35.0655,66,0.287623128267,29.3276,117.249776188,10.6697863575,0.74505
326.589878025,36.3015472555,312.159073935,349.023986323,212.231040965,165.377630196,10.8544,0.34555,10.8657,343.357729378,67,7.99742688569,-11.1563,10.8618861613,35.31,67,0.278062926888,29.5502,101.574002334,10.8561189837,0.746673
317.734856999,43.0933962141,308.831583845,343.841246756,156.408104972,163.611976431,10.9866,0.45107,10.9998,328.284141219,68,4.62929016243,-11.2911,10.9938952756,35.5474,68,0.301131569837,29.7554,100.775515181,10.9879502286,0.74721
316.603066845,68.1314589043,297.264692914,325.67488884,226.034616041,163.864701232,11.2056,0.400552,11.22,328.257869253,69,5.77197142298,-11.491,11.2151228201,35.8103,69,0.286236942703,30.0065,74.2805603232,11.2073773531,0.742311
291.974086359,40.2108385054,286.856682264,325.646960606,176.958626926,157.165332125,11.4032,0.38134,11.4168,298.153242171,70,2.88561161929,-11.6957,11.4098652965,35.9924,70,0.285497983273,30.2633,99.5569005378,11.4041449586,0.721065
280.103332731,42.7166760655,265.246105746,383.180432453,211.618425631,151.894362739,11.5783,0.484476,11.5914,311.855386646,71,10.0154587993,-11.8741,11.5872614961,36.1334,71,0.305296185386,30.4765,120.520787758,11.5812918316,0.654847
380.317714507,78.7011853447,372.701303575,355.013615944,228.252924724,181.988298164,11.75,0.515049,11.7649,387.659496658,72,3.57927192534,-12.0445,11.7586047178,36.3322,72,0.314785858595,30.7032,95.6466765864,11.7507346374,0.773394
341.746116063,14.4571776664,330.767525784,364.689957052,218.154434458,172.052429367,11.8695,0.443014,11.8864,351.480129443,73,4.47912734127,-12.1758,11.879779345,36.6082,73,0.307714083933,30.9626,131.799776674,11.8716371369,0.756671
255.255794773,15.8613152326,171.094230726,337.51291664,191.813244036,143.237838946,12.0231,0.510397,12.041,300.645990197,74,41.4722512754,-12.3378,12.0335122016,36.7734,74,0.314774027858,31.1518,107.518704263,12.0244182157,0.705974
283.433987777,10.1658071294,246.128151305,345.58654365,189.166103324,152.332253807,12.2538,0.485468,12.2707,326.108759906,75,23.8978956168,-12.5787,12.2630731744,37.0084,75,0.314082684147,31.3699,107.560854295,12.2549856747,0.758356
333.786392556,70.2615916384,296.0655017,337.607010152,230.154969237,168.64350237,12.4684,0.504963,12.4834,354.223659533,76,14.9909453119,-12.7995,12.4778709248,37.1768,76,0.317941459393,31.616,95.3407299017,12.4706293384,0.756338
329.783612536,57.5170865356,304.28569547,313.913247015,201.4298441,167.118530787,12.6386,0.530172,12.6566,341.056123657,77,7.76970561569,-12.9598,12.6476806542,37.4196,77,0.331553449195,31.8577,84.1790814091,12.6402385596,0.756463
309.796470319,50.9940966605,288.732942167,313.42609944,202.201879944,160.364133274,12.8218,0.485663,12.8401,323.112403203,78,7.31112175701,-13.1656,12.8329816232,37.6164,78,0.322389410796,32.1109,89.4015737096,12.8237654905,0.743157
363.810449113,54.1327316537,351.748126971,346.974820464,206.562595758,176.499804896,13.0904,0.517057,13.109,375.910831244,79,5.90498769622,-13.4253,13.1009154821,37.8246,79,0.331897965703,32.3282,97.5146946777,13.0920357856,0.791339
371.768636385,97.3152474026,361.190626899,348.016165831,243.820460342,179.087893999,13.2218,0.543739,13.241,380.717131048,80,4.48650508906,-13.5743,13.2328843724,38.0835,80,0.335452052676,32.5742,80.1417303811,13.2237068617,0.734673
366.273810837,8.99078890701,335.793775202,374.651918366,240.825368906,177.915912778,13.4789,0.614589,13.4972,381.149716501,81,10.4594244727,-13.8454,13.48904103,38.2827,81,0.34462350685,32.7707,126.32334935,13.4811181554,0.731843
368.039374392,10.8987115433,355.29849391,336.008789307,164.606137515,178.183794704,13.6476,0.646327,13.6675,377.106624443,82,4.83205086583,-14.0147,13.6572350173,38.4403,82,0.353493071926,33.0424,100.343175168,13.6498690142,0.71327
381.148938532,17.9844856084,369.364376846,359.542453843,211.553341249,181.299077276,13.8404,0.612252,13.8573,391.055953494,83,5.41436998883,-14.2007,13.8470878755,38.6455,83,0.350127517483,33.2658,101.376122108,13.8420104235,0.734502
351.675516739,10.3116930731,320.590651773,387.132273069,184.086381073,173.201154415,14.1115,0.703138,14.1274,378.830828675,84,16.1093030689,-14.4611,14.1199067832,38.8387,84,0.362919336388,33.5139,124.117337344,14.1136049131,0.737345
334.725608252,6.46828316353,271.888815571,339.76000094,183.479320841,168.378711066,14.2066,0.68378,14.2236,378.969549053,85,29.5582210661,-14.5629,14.2156188173,38.9863,85,0.361431221758,33.7127,126.461580016,14.2079356994,0.720956
381.438547066,10.8671722065,342.00715406,449.779110911,211.736617037,182.633415785,14.3779,0.6509,14.3965,411.907692116,86,19.5816261831,-14.7317,14.3871911351,39.2205,86,0.362661436963,33.9276,139.970389265,14.3800414378,0.729124
345.580250491,26.1125434252,281.167164551,391.511599597,203.417194157,171.322277542,14.4976,0.744214,14.5148,413.771288816,87,37.3027690248,-14.8625,14.5050073418,39.4194,87,0.372734118397,34.1542,133.553629856,14.4993890095,0.71856
306.784489813,67.7992914177,289.643748677,411.393853519,219.046024113,158.646992218,14.7579,0.769662,14.7744,321.916687087,88,4.88075020273,-15.1314,14.7664705925,39.5929,88,0.369073948379,34.359,143.638096975,14.7600060392,0.752383
368.402621504,44.389212019,360.28039884,392.940806199,244.413719708,177.515918933,14.9111,0.709999,14.9292,377.482193285,89,3.3436228767,-15.2978,14.9202470568,39.8055,89,0.375248970716,34.593,126.233433191,14.9134094489,0.72399
409.078658312,10.7578072505,392.365967671,427.865952122,223.570460685,188.504088651,15.1069,0.729749,15.1231,482.26622733,90,24.1754877389,-15.4668,15.1142520664,39.9654,90,0.365835694703,34.821,169.715400953,15.108548479,0.705459
396.494910089,15.6476889842,386.52309755,452.146134031,162.263867557,185.116618553,15.2715,0.769813,15.2886,422.829295269,91,5.80317651706,-15.6513,15.2798860113,40.0914,91,0.38044923919,35.0427,144.958190006,15.2745378892,0.723536
385.056974875,36.0456756988,345.612715289,396.778285967,266.868590731,181.791308937,15.4158,0.86109,15.4332,403.701173873,92,10.8925817193,-15.7753,15.422096965,40.3467,92,0.394664807876,35.2116,127.620125171,15.4169838747,0.724913
406.217568328,13.4982156817,366.495428996,382.487143785,216.785675014,186.414429422,15.6264,0.721225,15.6428,451.980621307,93,19.4130773235,-15.9838,15.6337033272,40.5601,93,0.364531448167,35.4041,141.377267435,15.6287769989,0.712685
440.858982217,25.8713736587,385.894868476,387.473837852,161.126091665,195.527619283,15.7702,0.881372,15.7864,475.595903984,94,27.2621497645,-16.1405,15.7758677531,40.6768,94,0.392825584415,35.6491,127.355374168,15.7707685401,0.700032
283.5817526,12.7783818346,171.179250299,494.946202141,262.547129727,152.754726983,15.9264,0.79202,15.9422,387.942414166,95,46.4356664611,-16.2936,15.9336727387,40.8633,95,0.38451632657,35.8659,149.403787818,15.9288881295,0.732849
294.124690226,6.67799783427,252.466608679,382.983834891,162.87151472,156.559573779,16.1045,0.802613,16.1218,355.622554655,96,24.0658784333,-16.5106,16.1112226393,41.0278,96,0.384480676651,36.0928,127.687711469,16.106258822,0.711918
253.343832298,12.8034522474,218.059523029,420.243349209,202.043803082,142.419165594,16.3146,0.857782,16.3295,350.596648959,97,26.2328501921,-16.7079,16.320769978,41.0998,97,0.39414579164,36.3239,143.076477152,16.31657354,0.616575
381.712660368,5.46008488209,215.968514134,476.849229001,264.355191847,178.870478366,16.4489,0.986003,16.4656,458.623213289,98,57.6453790982,-16.8578,16.456325787,41.2087,98,0.422612562997,36.5953,146.688032197,16.4505032471,0.622535
293.628239208,4.33713202306,233.983842142,400.856283765,223.812498512,159.179064296,16.6356,0.999091,16.6513,372.004086532,99,36.5983172184,-17.0353,16.6423272114,41.3207,99,0.426028385161,36.8264,137.15548246,16.6378713222,0.610677
349.845904538,17.8261179527,245.199291597,304.841942253,166.051152766,172.463017468,16.8148,0.778212,16.8287,385.284293973,100,49.5305391467,-17.2132,16.8203377326,41.4085,100,0.395478575016,36.9928,101.486188775,16.8165440507,0.56171
375.873669738,11.1718251801,114.978439937,398.546435389,171.58347772,151.276641492,17.001,0.863057,17.0202,562.973481632,101,121.581311768,-17.4115,17.0090700329,41.5759,101,0.417335058749,37.2396,116.475888219,17.0038891819,0.589695
215.781832812,7.77335237236,95.7669953889,336.170232627,128.997622976,125.350015868,17.181,1.05209,17.1968,415.812860725,102,81.9469300741,-17.6019,17.1882880946,41.6978,102,0.438030509094,37.4317,96.7300090702,17.1832771591,0.651399
301.108669936,6.10262715711,93.1766665362,391.463097153,169.335063116,130.34851691,17.3165,1.02646,17.3388,1018.01355865,103,210.649536118,-17.7534,17.3253152977,41.8121,103,0.441949782402,37.6179,112.920202965,17.3185007064,0.427738
237.801456273,11.4083276221,233.125134106,377.194039382,163.193558789,138.238258701,17.4772,1.09114,17.4947,251.365670961,104,2.89636278807,-17.9044,17.4859973307,41.9692,104,0.445444068161,37.804,122.072219268,17.4807689641,0.662648
342.737908791,12.158910714,214.390079591,363.569973833,190.053698236,164.571073537,17.6042,1.11967,17.6254,451.160773268,105,44.6249456164,-18.0391,17.6110043673,42.0788,105,0.454371756301,37.9871,143.646004981,17.6058614704,0.584936
372.837610819,10.0731735748,306.458304975,451.408802261,188.114075522,172.213119799,17.7299,1.02367,17.7502,438.136109495,106,36.3711970063,-18.1786,17.7387196075,42.1625,106,0.451563332873,38.1864,139.621621283,17.7329800618,0.551402
270.747117068,21.4516585943,250.827933753,418.027877712,193.760989348,147.920312495,17.9759,0.992186,17.9969,309.186784724,107,12.3553699726,-18.4251,17.9821459755,42.2236,107,0.443370009118,38.3368,132.760196839,17.9771417928,0.526932
292.331469594,9.16722360181,258.684377833,383.599538944,136.315856082,153.999428102,18.1779,1.12261,18.1956,420.383743686,108,36.9014093369,-18.6241,18.1859673044,42.2709,108,0.466398141516,38.5563,119.392281555,18.1805510289,0.552323
259.804931222,18.7865575386,241.000418694,299.38398451,145.74834494,145.210065856,18.4182,1.1269,18.436,281.378947879,109,10.7903167051,-18.8726,18.4267056059,42.3482,109,0.461082703636,38.7555,103.343797192,18.4210355286,0.482354
284.120030186,37.5594685761,270.901801789,535.444317859,257.075315257,154.142080671,18.5494,1.40812,18.5645,291.587790207,110,4.3133398724,-19.0044,18.5566567143,42.3841,110,0.498438671732,38.9636,150.174602951,18.5523014875,0.450702
271.171736646,17.1214622104,235.641241235,370.436156978,194.727149705,148.233385452,18.7722,1.14847,18.7912,318.450736391,111,21.2945799686,-19.2006,18.7792045411,42.4763,111,0.469985494,39.1515,119.948555029,18.7733464783,0.47669
325.573073303,6.6477922994,319.826328734,459.007098571,166.426395601,163.747568017,18.8995,1.23831,18.9176,335.341286612,112,3.2823374254,-19.3491,18.9095666869,42.5488,112,0.482929308867,39.3144,158.09782804,18.9029463938,0.471453
182.315351897,12.1691984185,167.019283797,376.117166605,164.300287043,117.223260187,19.0721,1.34576,19.0913,211.796318697,113,6.238444621,-19.5206,19.0810593916,42.7006,113,0.495589133165,39.4639,114.840635524,19.0752110551,0.619707
253.811294886,9.18063556173,243.648130681,579.944856981,153.295357194,143.836116414,19.1783,1.37395,19.1972,264.326612345,114,4.3613727569,-19.6198,19.1872341359,42.7482,114,0.497784322507,39.6143,159.971837672,19.1806389016,0.600764
338.704794413,15.2797140026,320.866262902,331.076470622,207.631047147,168.703067881,19.2805,1.14922,19.2992,376.306341945,115,12.7080723249,-19.7506,19.2901728828,42.8527,115,0.479062712928,39.7805,97.5163109806,19.2835622975,0.51175
223.82883803,11.9295956263,192.577332095,410.483145076,235.668460565,132.761001446,19.4635,1.31323,19.484,248.483541913,116,12.4354631065,-19.9038,19.472319934,42.9501,116,0.503244405331,39.9147,117.726346965,19.4660936804,0.614945
301.089966251,9.62588158392,283.708635928,397.587111592,188.669785112,156.078745912,19.524,1.33901,19.5449,326.657170355,117,9.09409640006,-19.988,19.5334373984,43.1091,117,0.504310876888,40.0778,126.352306844,19.5270390042,0.517293
262.960556496,6.99284356907,212.474250283,357.016115642,240.292800325,143.588160817,19.7568,1.16011,19.7717,330.119063115,118,23.8307627183,-20.1893,19.7643202091,43.1984,118,0.475129591797,40.2259,124.554856282,19.7591269999,0.574977
322.732098503,17.7655937592,291.07986289,443.988295777,143.769648514,163.265282007,19.8149,1.44652,19.8329,337.193705284,119,6.08491653647,-20.2605,19.822468576,43.3244,119,0.510556454247,40.4228,124.038673506,19.8168687554,0.498005
333.15933092,150.169809237,320.584899477,446.569235913,271.349960096,170.434916211,19.9681,1.38166,19.9855,346.383454649,120,6.17625728978,-20.4265,19.9785175409,43.3956,120,0.500141493909,40.6074,92.4271251316,19.9725958998,0.609349
333.836539107,8.2599108666,327.272888296,418.441990894,210.841642282,167.693814595,20.1113,1.25056,20.1294,341.452066588,121,4.09591082869,-20.5564,20.1203431739,43.541,121,0.494502455224,40.759,148.454721059,20.1133983961,0.492235
186.283743706,16.965078854,180.572248302,361.806992664,217.8785427,117.147422836,20.2288,1.33842,20.2442,214.853813328,122,4.55862165817,-20.6543,20.2366278896,43.684,122,0.50978874978,40.8932,99.5622527707,20.2318217042,0.667562
402.230846299,11.5695756555,335.857023335,310.185756401,148.832573598,181.218802115,20.2314,1.41342,20.2531,481.012283942,123,36.2702140752,-20.6866,20.2423853425,43.8403,123,0.518073702191,41.0461,107.046417906,20.2328053394,0.529298
314.111039527,41.8848792016,286.253200166,364.096722465,219.00505006,161.238163028,20.3975,1.57843,20.418,340.559524961,124,13.1193037048,-20.8603,20.4087766,43.9991,124,0.527779354744,41.151,113.940481302,20.4009793022,0.614028
