AverageDiscountedReturn,QFunRegParamNorm,AveragePolicySurr,MinReturn,MaxReturn,Epoch,StdReturn,AverageAbsQ,AverageAbsQYDiff,AverageAction,AverageEsReturn,AverageY,PolicyRegParamNorm,StdEsReturn,AverageReturn,MaxEsReturn,AverageQLoss,MinEsReturn,AverageQ,Iteration,AverageAbsY
68.2854442387,344.8,-159.056,42.0,545.0,2872,93.0522481658,150.263,2.3311876954,0.384545,15.6984126984,149.933550794,150.404,17.2963294763,141.309859155,67.0,78.5399,3.0,149.935,2872,149.96431642
99.9956828753,344.814,-158.332,1000.0,1000.0,2873,0.0,148.799,2.45580891825,0.506421,13.2739726027,148.406025062,150.43,16.0668639471,1000.0,66.0,81.4841,3.0,148.402,2873,148.436486386
99.9956828753,344.825,-158.087,1000.0,1000.0,2874,0.0,148.986,2.3094329367,0.712471,17.6949152542,148.672922156,150.462,16.6043227344,1000.0,75.0,81.4369,3.0,148.674,2874,148.704994361
99.9956828753,344.923,-157.425,1000.0,1000.0,2875,0.0,148.487,2.23024996416,0.650925,17.0,148.191260605,150.449,20.4982577657,1000.0,98.0,72.5247,2.0,148.192,2875,148.214576916
99.9956828753,345.031,-156.721,1000.0,1000.0,2876,0.0,147.821,2.42791965574,0.428138,14.1216216216,147.422687124,150.473,18.4807808881,1000.0,98.0,78.216,3.0,147.426,2876,147.446784104
99.9956828753,345.056,-156.667,1000.0,1000.0,2877,0.0,147.389,2.20759893958,0.36842,10.6666666667,147.093757924,150.487,13.3459617615,1000.0,76.0,68.6361,3.0,147.082,2877,147.130737047
99.9956828753,345.024,-155.967,1000.0,1000.0,2878,0.0,146.945,2.17632038437,0.919779,18.5490196078,146.624316302,150.531,22.0501333645,1000.0,98.0,72.0409,4.0,146.624,2878,146.648273859
99.9956828753,345.03,-155.095,1000.0,1000.0,2879,0.0,146.005,2.28494968937,0.908681,26.8974358974,145.641614797,150.563,27.3203172935,1000.0,119.0,68.1559,3.0,145.652,2879,145.659923681
99.9956828753,345.043,-154.61,1000.0,1000.0,2880,0.0,145.858,2.37682708799,0.573473,13.7,145.477770866,150.596,18.3516056129,1000.0,121.0,77.533,3.0,145.472,2880,145.493601272
99.9956828753,345.046,-154.322,1000.0,1000.0,2881,0.0,145.314,2.16367460808,0.59768,19.9433962264,145.001332526,150.622,25.0421645143,1000.0,113.0,64.2102,3.0,144.998,2881,145.026017503
99.9956828753,345.059,-153.821,1000.0,1000.0,2882,0.0,144.98,2.31776474964,0.630972,23.1627906977,144.625950888,150.645,25.7807664315,1000.0,129.0,75.4899,2.0,144.628,2882,144.661003678
99.9956828753,345.111,-153.146,1000.0,1000.0,2883,0.0,144.152,2.25144743757,0.737188,25.025,143.806798972,150.681,25.9494580868,1000.0,97.0,68.9094,4.0,143.818,2883,143.835564462
99.9956828753,345.064,-152.649,1000.0,1000.0,2884,0.0,143.552,2.28401658719,0.676469,27.5142857143,143.230326485,150.677,29.0038139645,1000.0,107.0,66.2371,3.0,143.223,2884,143.257275463
99.9956828753,345.073,-151.888,1000.0,1000.0,2885,0.0,143.201,2.15889801013,0.883386,26.1794871795,142.882856012,150.686,30.4613010437,1000.0,126.0,67.0557,4.0,142.886,2885,142.917978581
99.9956828753,345.077,-150.936,1000.0,1000.0,2886,0.0,142.228,2.35262551624,0.849258,29.6176470588,141.828730636,150.704,30.5768219657,1000.0,130.0,71.9779,4.0,141.827,2886,141.85775674
99.9956828753,345.137,-150.427,1000.0,1000.0,2887,0.0,141.806,2.2286895669,0.808016,25.5384615385,141.434142954,150.725,29.034767977,1000.0,111.0,64.3598,3.0,141.43,2887,141.477121904
99.9956828753,345.134,-150.22,1000.0,1000.0,2888,0.0,141.651,2.46665914506,0.721256,22.0434782609,141.227732691,150.758,24.58344841,1000.0,91.0,75.385,3.0,141.229,2888,141.260411943
99.9956828753,345.188,-150.364,1000.0,1000.0,2889,0.0,141.976,2.13302736833,0.621961,29.2941176471,141.673963692,150.756,30.7891591041,1000.0,125.0,59.0614,3.0,141.681,2889,141.708750664
99.9956828753,345.212,-149.311,1000.0,1000.0,2890,0.0,140.587,2.25434311044,0.567172,23.9523809524,140.226600382,150.753,21.4619845318,1000.0,89.0,69.691,3.0,140.233,2890,140.255905352
99.9956828753,345.238,-149.076,1000.0,1000.0,2891,0.0,140.28,2.26829091058,0.639289,21.085106383,139.933580912,150.761,24.0405949118,1000.0,113.0,65.3163,2.0,139.929,2891,139.976657978
99.9956828753,345.273,-148.7,1000.0,1000.0,2892,0.0,139.739,2.16352895137,0.825308,24.375,139.378515108,150.776,20.5093728573,1000.0,72.0,60.3921,3.0,139.381,2892,139.409937576
99.9956828753,345.265,-148.015,1000.0,1000.0,2893,0.0,139.535,2.06590212598,0.871261,25.0540540541,139.239182821,150.821,26.1616037466,1000.0,109.0,57.5386,4.0,139.234,2893,139.273008513
99.9956828753,345.284,-147.666,1000.0,1000.0,2894,0.0,139.219,2.22439071285,0.74152,31.5142857143,138.861193571,150.841,35.4790653997,1000.0,142.0,69.1918,3.0,138.866,2894,138.88132856
99.9956828753,345.315,-147.053,1000.0,1000.0,2895,0.0,138.825,2.22884850161,0.732387,30.1212121212,138.476220079,150.863,28.636443803,1000.0,116.0,64.1803,3.0,138.482,2895,138.508882383
99.9956828753,345.317,-146.308,1000.0,1000.0,2896,0.0,137.958,2.19360647186,0.863592,28.4,137.632204594,150.879,24.4145155887,1000.0,91.0,63.581,3.0,137.62,2896,137.6581118
99.9956828753,345.34,-145.932,1000.0,1000.0,2897,0.0,137.573,2.18854956675,0.818258,27.3513513514,137.257082697,150.897,26.1319067852,1000.0,129.0,64.3177,3.0,137.259,2897,137.281843329
99.9956828753,345.341,-145.018,1000.0,1000.0,2898,0.0,136.956,1.98620520498,0.830145,30.2903225806,136.66360014,150.912,34.2930384625,1000.0,153.0,57.2839,3.0,136.663,2898,136.688295041
99.9956828753,345.363,-144.643,1000.0,1000.0,2899,0.0,136.487,2.15185478598,0.787344,31.8787878788,136.148211125,150.9,28.1034426617,1000.0,136.0,63.2187,3.0,136.151,2899,136.182626469
99.9956828753,345.405,-143.974,1000.0,1000.0,2900,0.0,135.804,2.29839831582,0.724779,35.3571428571,135.415918761,150.914,54.7476120064,1000.0,309.0,67.7689,3.0,135.428,2900,135.459333481
99.9956828753,345.425,-143.593,1000.0,1000.0,2901,0.0,135.539,2.01025394054,0.833077,31.8709677419,135.178235602,150.904,34.1039605452,1000.0,141.0,54.362,5.0,135.168,2901,135.230182245
99.9956828753,345.476,-143.433,1000.0,1000.0,2902,0.0,135.263,2.40611155235,0.883401,43.0833333333,134.902061716,150.906,34.3388951806,1000.0,134.0,77.1546,3.0,134.909,2902,134.945359894
99.9956828753,345.487,-142.934,1000.0,1000.0,2903,0.0,134.717,2.07908159304,0.889777,30.303030303,134.371963472,150.938,33.2077800746,1000.0,118.0,58.7609,3.0,134.368,2903,134.41212881
99.9956828753,345.523,-142.343,1000.0,1000.0,2904,0.0,134.126,2.16433657411,0.920404,26.2432432432,133.762501874,150.982,28.2684098401,1000.0,126.0,60.9149,3.0,133.773,2904,133.804922949
99.9956828753,345.534,-141.657,1000.0,1000.0,2905,0.0,133.422,1.98490238741,0.738745,35.5,133.095999991,151.0,33.848929082,1000.0,108.0,54.198,3.0,133.09,2905,133.135297454
99.9956828753,345.576,-141.241,1000.0,1000.0,2906,0.0,133.346,2.15624168208,0.875161,35.4827586207,133.019565999,150.997,32.8786910236,1000.0,152.0,62.5358,5.0,133.019,2906,133.057345054
99.9956828753,345.583,-140.594,1000.0,1000.0,2907,0.0,132.693,2.18838674964,0.953709,25.6486486486,132.365136223,151.006,26.0479975017,1000.0,154.0,64.0774,4.0,132.368,2907,132.403864397
99.9956828753,345.603,-140.263,1000.0,1000.0,2908,0.0,132.392,2.23406245735,0.745351,25.1707317073,132.000660503,150.997,21.4099389264,1000.0,118.0,64.3883,3.0,132.013,2908,132.055349864
99.9956828753,345.696,-139.767,1000.0,1000.0,2909,0.0,132.086,2.20880838019,0.739986,25.7692307692,131.730623583,151.024,23.2769959495,1000.0,87.0,61.537,3.0,131.726,2909,131.770596687
99.9956828753,345.684,-139.574,1000.0,1000.0,2910,0.0,131.501,2.0717291208,0.814193,33.2333333333,131.130746043,151.053,29.9161977679,1000.0,152.0,59.2289,5.0,131.132,2910,131.16345989
99.9956828753,345.744,-139.053,1000.0,1000.0,2911,0.0,131.174,2.16718150084,0.773632,35.275862069,130.84377435,151.076,31.6226637973,1000.0,151.0,60.5598,3.0,130.851,2911,130.870326007
99.9956828753,345.801,-139.004,1000.0,1000.0,2912,0.0,130.768,2.03325519054,0.812152,32.9666666667,130.395851988,151.114,32.6603565334,1000.0,114.0,50.9562,3.0,130.4,2912,130.417486293
99.9956828753,345.775,-138.073,1000.0,1000.0,2913,0.0,130.362,2.15924657669,0.785744,25.8974358974,130.034755479,151.143,22.9132084534,1000.0,94.0,62.5687,3.0,130.03,2913,130.055103703
99.9956828753,345.805,-137.818,1000.0,1000.0,2914,0.0,130.377,2.04034361567,0.781762,29.0882352941,130.040269562,151.195,25.2893463352,1000.0,120.0,51.9705,3.0,130.049,2914,130.058927209
99.9956828753,345.849,-137.199,1000.0,1000.0,2915,0.0,129.395,2.14889403961,0.906527,25.4102564103,129.082960581,151.201,19.820628918,1000.0,78.0,59.2771,3.0,129.074,2915,129.113974312
99.9956828753,345.873,-136.637,1000.0,1000.0,2916,0.0,128.936,2.09541144188,0.751308,30.3125,128.614471447,151.194,30.1780523518,1000.0,132.0,56.0007,4.0,128.609,2916,128.64897651
99.9956828753,345.9,-136.39,1000.0,1000.0,2917,0.0,128.547,2.04527824572,0.806756,20.98,128.22065984,151.202,18.3863971457,1000.0,89.0,55.2125,3.0,128.221,2917,128.243264389
99.9653053439,345.944,-136.053,566.0,1000.0,2918,124.766227683,128.474,2.15293760165,0.864486,25.3846153846,128.124952322,151.186,22.5076800393,960.545454545,105.0,62.995,3.0,128.132,2918,128.149584913
99.9885703038,345.912,-135.633,707.0,1000.0,2919,83.9743172072,128.391,2.17932572028,0.897431,28.5142857143,128.051591558,151.188,19.9146341433,972.363636364,100.0,57.8368,4.0,128.044,2919,128.093677272
81.9338088188,345.947,-134.973,62.0,1000.0,2920,434.285827458,127.107,2.09343810086,0.887452,31.1875,126.775922915,151.211,27.4174186194,590.235294118,127.0,57.546,3.0,126.775,2920,126.809738246
99.9491454784,345.934,-134.871,524.0,1000.0,2921,136.840378749,127.361,2.01043467683,0.16768,23.8333333333,127.052331998,151.272,16.5614536207,956.727272727,71.0,52.5649,3.0,127.056,2921,127.074216083
99.9956828753,345.98,-134.469,1000.0,1000.0,2922,0.0,126.887,1.90498120227,0.411583,24.6341463415,126.581871847,151.264,21.8674009492,1000.0,117.0,47.0341,4.0,126.577,2922,126.611471778
99.9956828753,345.995,-133.573,1000.0,1000.0,2923,0.0,125.839,2.2132450037,0.129298,26.4473684211,125.503179643,151.249,24.2418704424,1000.0,110.0,61.598,3.0,125.5,2923,125.548120314
99.9956828753,346.014,-133.423,1000.0,1000.0,2924,0.0,125.744,2.04379954204,0.0618257,37.6153846154,125.451848285,151.218,29.0054065558,1000.0,98.0,57.2151,3.0,125.45,2924,125.480370581
99.9956828753,346.072,-133.146,1000.0,1000.0,2925,0.0,125.921,1.90805049626,0.168709,24.8536585366,125.630937464,151.196,16.4488282266,1000.0,75.0,51.145,3.0,125.619,2925,125.653322542
99.9956828753,346.046,-132.738,1000.0,1000.0,2926,0.0,125.118,2.05021869981,0.153729,36.4814814815,124.754823492,151.222,21.489653618,1000.0,85.0,51.5589,4.0,124.764,2926,124.781610537
63.7280208526,346.076,-132.466,95.0,153.0,2927,6.59276455171,125.043,1.95340598283,0.295659,36.0,124.743280215,151.244,27.6908958737,101.101010101,116.0,53.1022,3.0,124.746,2927,124.766600692
99.9956828753,346.129,-132.123,1000.0,1000.0,2928,0.0,124.817,1.95969072103,0.390433,27.5555555556,124.527364105,151.245,19.7546681465,1000.0,76.0,50.2292,3.0,124.529,2928,124.545689988
65.9545575393,346.181,-131.511,100.0,142.0,2929,6.62267152894,123.954,2.02113766818,0.261031,38.2692307692,123.615369508,151.207,27.3869110965,107.414893617,120.0,53.3259,8.0,123.613,2929,123.633985164
58.3129105615,346.162,-131.085,83.0,92.0,2930,1.92533600043,123.924,1.9842591256,0.290601,29.2285714286,123.630974469,151.219,33.4399980471,87.0782608696,183.0,52.096,4.0,123.633,2930,123.646373638
99.9956828753,346.156,-130.463,1000.0,1000.0,2931,0.0,123.3,2.33803731816,0.263874,26.4054054054,122.961580705,151.266,27.8901895563,1000.0,164.0,69.1202,3.0,122.964,2931,122.986238847
99.9956828753,346.185,-130.314,1000.0,1000.0,2932,0.0,122.841,1.94411880558,0.713552,35.1481481481,122.539367126,151.263,24.6496994253,1000.0,91.0,48.9871,3.0,122.535,2932,122.561157579
99.9956828753,346.281,-130.143,1000.0,1000.0,2933,0.0,122.643,2.04950876059,0.391439,29.7222222222,122.343846989,151.257,17.6676275071,1000.0,77.0,51.8703,7.0,122.347,2933,122.37701231
99.9956828753,346.302,-129.731,1000.0,1000.0,2934,0.0,122.637,2.12249837656,0.33811,39.08,122.25393656,151.217,35.3665604774,1000.0,171.0,51.9237,7.0,122.256,2934,122.27685952
88.2312952386,346.367,-129.617,129.0,709.0,2935,156.291184696,122.3,1.96247506802,0.177297,31.78125,121.975779364,151.186,36.1997361653,281.305555556,184.0,48.3358,3.0,121.974,2935,121.992475555
99.9956828753,346.421,-129.171,1000.0,1000.0,2936,0.0,121.993,2.01694538674,0.350993,36.2592592593,121.708203619,151.173,35.0930958627,1000.0,134.0,49.7354,4.0,121.714,2936,121.725378302
99.9956828753,346.447,-129.153,1000.0,1000.0,2937,0.0,121.792,2.10218629546,0.266434,38.1481481481,121.471571728,151.194,25.3738034985,1000.0,111.0,53.7581,3.0,121.47,2937,121.482996833
99.9956828753,346.432,-128.769,1000.0,1000.0,2938,0.0,121.229,1.9305015619,0.312063,38.6,120.937950804,151.213,25.4448423064,1000.0,87.0,49.6137,4.0,120.932,2938,120.957504871
99.9956828753,346.487,-128.706,1000.0,1000.0,2939,0.0,121.656,2.03693867413,0.266299,44.2173913043,121.349561871,151.232,32.0325330844,1000.0,135.0,52.1246,9.0,121.365,2939,121.377554933
99.9956828753,346.507,-127.852,1000.0,1000.0,2940,0.0,121.056,1.99933603252,0.295004,32.5,120.74274996,151.251,23.4659327537,1000.0,100.0,49.0433,4.0,120.745,2940,120.762622298
99.9956828753,346.496,-127.789,1000.0,1000.0,2941,0.0,120.764,1.94242244213,0.324432,42.2083333333,120.462515152,151.268,29.5916361588,1000.0,122.0,50.0514,5.0,120.463,2941,120.471227862
99.9956828753,346.519,-127.186,1000.0,1000.0,2942,0.0,120.216,1.90806931134,0.48077,57.2941176471,119.89940965,151.256,51.5680757445,1000.0,207.0,46.9002,8.0,119.9,2942,119.923208831
99.9956828753,346.524,-127.362,1000.0,1000.0,2943,0.0,120.122,2.08980144583,0.285523,34.4666666667,119.789070333,151.232,25.5939228898,1000.0,89.0,51.9876,4.0,119.794,2943,119.818858486
84.1513557423,346.479,-126.882,84.0,1000.0,2944,367.16777206,119.586,1.90321807511,0.362659,21.347826087,119.298619839,151.219,15.0220380012,386.555555556,66.0,46.0898,5.0,119.289,2944,119.315192983
99.9956828753,346.509,-126.769,1000.0,1000.0,2945,0.0,119.647,2.04365211569,0.402342,24.625,119.322441917,151.205,18.5562489475,1000.0,73.0,54.0118,5.0,119.321,2945,119.343922208
99.9956828753,346.476,-126.609,1000.0,1000.0,2946,0.0,119.655,1.95439308344,0.764611,29.9705882353,119.34758898,151.179,28.6556485491,1000.0,135.0,47.7803,4.0,119.353,2946,119.371779289
99.9956828753,346.515,-126.239,1000.0,1000.0,2947,0.0,119.406,1.99610342808,0.578002,48.0,119.1218164,151.194,50.782871128,1000.0,192.0,53.4596,5.0,119.127,2947,119.142018756
99.9956828753,346.463,-126.022,1000.0,1000.0,2948,0.0,119.021,1.90776891432,0.402965,31.0,118.720953398,151.239,38.0154767245,1000.0,159.0,45.847,4.0,118.71,2948,118.740179206
99.9956828753,346.439,-126.004,1000.0,1000.0,2949,0.0,118.991,1.87643484509,0.574371,22.1956521739,118.708706995,151.212,19.9298984107,1000.0,84.0,46.2074,3.0,118.706,2949,118.719519881
99.9956828753,346.458,-125.872,1000.0,1000.0,2950,0.0,118.894,1.8246911368,0.396046,20.7291666667,118.623612666,151.224,19.7080140038,1000.0,87.0,46.4112,4.0,118.622,2950,118.637637886
99.9956828753,346.529,-125.861,1000.0,1000.0,2951,0.0,118.573,1.85193661519,0.0279546,27.5277777778,118.312599111,151.237,24.6514436259,1000.0,90.0,45.7655,3.0,118.315,2951,118.328416541
99.9956828753,346.451,-125.395,1000.0,1000.0,2952,0.0,118.416,2.01266580629,0.463,29.9666666667,118.15979857,151.284,26.3571411365,1000.0,117.0,57.1377,4.0,118.157,2952,118.169568646
99.9956828753,346.46,-125.186,1000.0,1000.0,2953,0.0,118.133,1.87114146779,0.267092,24.4090909091,117.843660297,151.307,30.3025037833,1000.0,158.0,49.0078,3.0,117.846,2953,117.852072851
99.9956828753,346.406,-125.119,1000.0,1000.0,2954,0.0,118.045,1.90402243254,0.219016,28.4166666667,117.78168012,151.273,27.6539880588,1000.0,140.0,50.1312,3.0,117.784,2954,117.790815069
99.9956828753,346.399,-124.63,1000.0,1000.0,2955,0.0,117.738,1.81345860053,0.279956,15.4090909091,117.48477787,151.196,14.2679735376,1000.0,66.0,48.4998,3.0,117.481,2955,117.496204115
99.9956828753,346.382,-124.445,1000.0,1000.0,2956,0.0,117.6,1.77993098409,0.301961,20.25,117.299572725,151.169,16.4690366041,1000.0,68.0,46.95,4.0,117.29,2956,117.320191914
99.9956828753,346.436,-124.359,1000.0,1000.0,2957,0.0,117.369,1.7452650323,0.0138546,16.6379310345,117.12564574,151.167,14.2933530197,1000.0,64.0,46.28,3.0,117.131,2957,117.141403212
99.9956828753,346.435,-123.997,1000.0,1000.0,2958,0.0,117.232,1.67144836939,0.412326,19.625,116.991738314,151.169,19.9380551124,1000.0,85.0,40.1042,3.0,116.991,2958,117.003424726
99.9956828753,346.456,-123.726,1000.0,1000.0,2959,0.0,116.824,1.92400683659,0.363764,24.7111111111,116.516466168,151.19,35.350072904,1000.0,184.0,51.2704,3.0,116.52,2959,116.523051195
99.9956828753,346.455,-123.398,1000.0,1000.0,2960,0.0,116.46,1.80666778564,0.280079,21.7826086957,116.190326305,151.188,31.3395936847,1000.0,139.0,44.4516,3.0,116.195,2960,116.201178369
99.9956828753,346.444,-123.504,1000.0,1000.0,2961,0.0,116.257,1.75691190959,0.0692777,21.9111111111,115.952637708,151.192,23.2978990204,1000.0,112.0,39.1927,3.0,115.958,2961,115.972594613
99.9956828753,346.431,-123.116,1000.0,1000.0,2962,0.0,116.258,1.80082147562,0.126774,22.2444444444,116.00772213,151.17,18.5306419575,1000.0,63.0,44.1166,4.0,115.999,2962,116.023338654
99.9956828753,346.442,-123.139,1000.0,1000.0,2963,0.0,116.509,1.86199070487,0.534654,18.2857142857,116.254498891,151.209,23.4129956936,1000.0,144.0,46.8907,3.0,116.248,2963,116.267814796
99.9956828753,346.485,-122.677,1000.0,1000.0,2964,0.0,115.976,1.91457987814,0.00533729,24.325,115.691961745,151.232,24.8348419564,1000.0,115.0,45.8066,2.0,115.686,2964,115.711631316
99.9956828753,346.47,-122.399,1000.0,1000.0,2965,0.0,115.404,1.80863031712,0.149622,26.2105263158,115.13698361,151.23,24.3917133197,1000.0,114.0,46.08,5.0,115.144,2965,115.154065491
99.9956828753,346.509,-122.041,1000.0,1000.0,2966,0.0,115.23,1.97628093766,0.0659932,26.6052631579,114.950829189,151.219,29.5033802467,1000.0,158.0,52.9681,3.0,114.938,2966,114.971337497
99.9956828753,346.531,-122.05,1000.0,1000.0,2967,0.0,115.049,1.905191459,0.267903,18.0,114.740676986,151.222,18.7994197203,1000.0,98.0,49.6526,3.0,114.75,2967,114.757561646
99.9956828753,346.569,-121.761,1000.0,1000.0,2968,0.0,115.073,1.82979179865,0.299217,16.7213114754,114.781311998,151.242,20.1397829506,1000.0,100.0,44.5207,4.0,114.78,2968,114.798112094
99.9956828753,346.557,-121.797,1000.0,1000.0,2969,0.0,115.283,1.81550431815,0.165861,25.125,115.024095894,151.272,23.5840915661,1000.0,85.0,43.3084,4.0,115.023,2969,115.041388654
99.9956828753,346.608,-121.477,1000.0,1000.0,2970,0.0,114.558,1.97251094193,0.274363,35.1428571429,114.237257561,151.312,47.6547961053,1000.0,236.0,49.7435,4.0,114.229,2970,114.259659308
99.9956828753,346.576,-121.183,1000.0,1000.0,2971,0.0,114.286,1.78536307874,0.342013,17.6666666667,114.010102191,151.317,19.9423144703,1000.0,99.0,42.144,3.0,114.019,2971,114.034070211
99.9956828753,346.595,-120.852,1000.0,1000.0,2972,0.0,114.224,1.86935969288,0.308032,21.3695652174,113.953451533,151.322,19.1178936165,1000.0,88.0,49.9717,3.0,113.948,2972,113.982395618
99.9956828753,346.574,-120.736,1000.0,1000.0,2973,0.0,113.986,1.8333520391,0.0239252,14.7536231884,113.727442808,151.328,16.4567115925,1000.0,99.0,44.4322,3.0,113.728,2973,113.742911157
99.9956828753,346.541,-120.583,1000.0,1000.0,2974,0.0,113.725,1.83788942741,0.176285,20.2,113.436725358,151.267,21.7310837282,1000.0,115.0,44.1076,4.0,113.443,2974,113.459417686
99.9956828753,346.568,-120.37,1000.0,1000.0,2975,0.0,113.43,1.73920601454,0.299479,19.0784313725,113.112758438,151.279,19.9055053349,1000.0,102.0,39.2911,3.0,113.112,2975,113.136588915
99.9956828753,346.584,-120.257,1000.0,1000.0,2976,0.0,113.365,1.8222696644,0.0216364,20.3,113.096533905,151.317,26.8851259993,1000.0,168.0,44.8943,3.0,113.101,2976,113.111131923
99.9956828753,346.61,-120.267,1000.0,1000.0,2977,0.0,113.617,1.84389907286,0.39376,20.8541666667,113.374094456,151.326,29.1818933468,1000.0,175.0,47.9729,3.0,113.373,2977,113.385943185
99.9956828753,346.609,-120.28,1000.0,1000.0,2978,0.0,113.461,1.81668279467,0.176535,19.3846153846,113.180645053,151.36,27.263072973,1000.0,158.0,46.3426,3.0,113.175,2978,113.203126667
99.9956828753,346.625,-119.728,1000.0,1000.0,2979,0.0,113.118,1.68476156984,0.0157214,13.1714285714,112.841194868,151.388,12.1408065495,1000.0,51.0,37.4314,3.0,112.837,2979,112.85167466
99.9956828753,346.647,-120.105,1000.0,1000.0,2980,0.0,113.596,1.95806506088,0.0796038,20.4807692308,113.277685621,151.418,32.8987317879,1000.0,158.0,45.6264,3.0,113.283,2980,113.296774082
99.9956828753,346.57,-119.932,1000.0,1000.0,2981,0.0,113.09,1.86181056977,0.173468,21.0208333333,112.787121944,151.48,23.4605072261,1000.0,119.0,44.5247,3.0,112.785,2981,112.815706287
99.9956828753,346.628,-119.771,1000.0,1000.0,2982,0.0,113.284,1.92363715605,0.165892,23.5476190476,112.961115802,151.511,32.5358427855,1000.0,171.0,45.1776,3.0,112.959,2982,112.981418888
99.9956828753,346.656,-119.696,1000.0,1000.0,2983,0.0,113.266,1.7855284254,0.229487,18.1785714286,112.965418454,151.563,23.4924814286,1000.0,141.0,43.2288,3.0,112.971,2983,112.994859432
99.9956828753,346.652,-119.429,1000.0,1000.0,2984,0.0,112.884,1.8834713348,0.219055,12.4875,112.553023649,151.598,13.1034287021,1000.0,83.0,45.7469,3.0,112.554,2984,112.58137455
99.9956828753,346.703,-119.391,1000.0,1000.0,2985,0.0,112.731,1.8995998743,0.229484,13.7777777778,112.429189466,151.598,14.445512781,1000.0,53.0,48.0707,3.0,112.426,2985,112.46263255
99.9956828753,346.747,-119.078,1000.0,1000.0,2986,0.0,112.276,1.84434955347,0.35932,26.3947368421,111.962762252,151.628,39.9786386868,1000.0,229.0,43.9897,3.0,111.962,2986,111.987214583
99.9956828753,346.783,-118.636,1000.0,1000.0,2987,0.0,111.977,1.82319316846,0.371088,19.0188679245,111.684969796,151.667,24.4814065495,1000.0,119.0,47.6757,3.0,111.688,2987,111.704206754
99.9956828753,346.746,-118.835,1000.0,1000.0,2988,0.0,112.262,1.87034847423,0.286914,15.9838709677,111.960157564,151.733,19.7398335904,1000.0,144.0,45.4223,3.0,111.963,2988,111.991722605
99.9956828753,346.77,-118.619,1000.0,1000.0,2989,0.0,112.036,1.64229113008,0.174792,15.3770491803,111.736615746,151.771,16.9165395198,1000.0,75.0,36.561,3.0,111.735,2989,111.77117231
99.9956828753,346.803,-118.421,1000.0,1000.0,2990,0.0,112.234,1.79509869861,0.203724,15.0985915493,111.940531142,151.812,15.007186006,1000.0,84.0,44.7218,3.0,111.951,2990,111.964260754
99.9956828753,346.794,-117.972,1000.0,1000.0,2991,0.0,111.493,1.87436283788,0.054269,18.8301886792,111.219255557,151.834,20.2752156995,1000.0,99.0,43.7811,2.0,111.212,2991,111.244077449
99.9956828753,346.852,-118.24,1000.0,1000.0,2992,0.0,111.372,1.90358042194,0.187078,16.3220338983,111.06302457,151.834,26.2958659366,1000.0,158.0,49.0273,3.0,111.061,2992,111.081783244
99.9956828753,346.885,-118.265,1000.0,1000.0,2993,0.0,111.325,1.63582224598,0.357886,13.64,111.074233721,151.853,13.3203002969,1000.0,72.0,35.3878,2.0,111.064,2993,111.086755137
99.9956828753,346.926,-118.235,1000.0,1000.0,2994,0.0,111.724,1.78612191113,0.387765,17.0344827586,111.422372932,151.846,18.3612837779,1000.0,82.0,42.5023,3.0,111.433,2994,111.443243097
99.9956828753,346.957,-118.154,1000.0,1000.0,2995,0.0,111.459,1.78505674603,0.305458,16.6885245902,111.15054189,151.897,17.1153664861,1000.0,84.0,40.126,3.0,111.144,2995,111.171345305
99.9956828753,347.006,-117.805,1000.0,1000.0,2996,0.0,111.23,1.68327759354,0.000200896,16.1290322581,110.983586678,151.919,15.3795883486,1000.0,91.0,40.3046,3.0,110.984,2996,111.015232976
99.9956828753,347.034,-117.9,1000.0,1000.0,2997,0.0,111.388,1.78605213589,0.152114,15.2272727273,111.098389817,151.897,16.1890305684,1000.0,89.0,40.559,3.0,111.09,2997,111.121866665
99.9956828753,347.045,-117.683,1000.0,1000.0,2998,0.0,110.83,1.69778331437,0.205006,13.8055555556,110.548786237,151.918,15.7114951627,1000.0,84.0,38.5289,3.0,110.545,2998,110.58119576
99.9956828753,347.091,-117.554,1000.0,1000.0,2999,0.0,111.122,1.63604196404,0.183535,11.7228915663,110.842692888,151.922,9.36066269538,1000.0,46.0,34.6432,3.0,110.856,2999,110.87551329
99.9956828753,347.131,-117.43,1000.0,1000.0,3000,0.0,111.231,1.86696397718,0.230866,12.7530864198,110.921838559,151.945,14.1225070906,1000.0,89.0,41.9627,3.0,110.926,3000,110.944371463
99.9956828753,347.195,-117.033,1000.0,1000.0,3001,0.0,110.312,1.76167585954,0.210754,14.6363636364,109.995676157,151.966,16.7047773639,1000.0,72.0,41.3128,3.0,109.99,3001,110.02487615
99.9956828753,347.191,-117.447,1000.0,1000.0,3002,0.0,110.646,1.81552539337,0.102204,15.1911764706,110.338557543,152.013,21.2846653948,1000.0,167.0,44.0848,3.0,110.339,3002,110.363986963
99.9956828753,347.165,-117.034,1000.0,1000.0,3003,0.0,110.467,1.77634579796,0.0234622,14.3428571429,110.174605244,152.04,16.8835386561,1000.0,81.0,40.5232,3.0,110.169,3003,110.196257172
99.9956828753,347.193,-116.735,1000.0,1000.0,3004,0.0,110.105,1.77745039504,0.0198829,15.53125,109.81821702,152.013,19.7428537308,1000.0,129.0,39.091,3.0,109.824,3004,109.854106102
