AveragePolicySurr,AverageQ,Epoch,Iteration,MaxReturn,AverageDiscountedReturn,AverageEsReturn,QFunRegParamNorm,MinReturn,AverageY,AverageAbsY,AverageAbsQ,AverageQLoss,StdEsReturn,AverageAbsQYDiff,AverageAction,AverageReturn,PolicyRegParamNorm,MinEsReturn,StdReturn,MaxEsReturn
-39.2471,39.1134,1927,1927,4341.38608889,339.938334,3238.5743046,192.507,4030.22952427,39.113094437,39.3756737352,39.3753,2.02817,0.0,0.331255232255,0.999656,4157.57092062,172.692,3238.5743046,99.0441213054,3238.5743046
-39.2646,39.1416,1928,1928,4655.11532847,362.087424674,3292.97207017,192.536,1565.47439229,39.1423948407,39.4050517468,39.4049,1.99042,0.0,0.332870209233,0.999668,4201.03400606,172.792,3292.97207017,890.765618408,3292.97207017
-39.1823,39.0545,1929,1929,4060.39630018,320.7537889,2772.13435196,192.598,2912.4511469,39.0542730401,39.3310771821,39.3313,1.84908,0.0,0.323031884165,0.99968,3800.09730317,172.81,2772.13435196,312.014107927,2772.13435196
-39.1537,39.0219,1930,1930,3719.60199797,294.037040549,2987.04575624,192.654,-528.870559257,39.0224229757,39.3011716715,39.3003,1.68388,0.0,0.32270278943,0.999839,2991.56445731,172.907,2987.04575624,1329.70356111,2987.04575624
-39.2159,39.0924,1931,1931,3775.38945105,177.568280947,2715.24375833,192.751,-994.337872089,39.0917422277,39.3644598412,39.3648,1.97098,0.0,0.341573889938,0.999709,353.629608143,172.966,2715.24375833,1379.02894917,2715.24375833
-39.2625,39.1241,1932,1932,4087.90936645,246.832015583,2036.77790202,192.789,-684.633525512,39.125239664,39.392576917,39.3909,1.75919,0.0,0.33309561523,0.999794,880.12316788,172.953,2036.77790202,1435.33525377,2036.77790202
-39.2089,39.0832,1933,1933,5068.80843971,303.907292907,-304.153675727,192.873,-321.603854067,39.0831337984,39.3606318089,39.3603,1.6919,0.0,0.332452460151,0.999757,3456.01793962,172.953,-304.153675727,1880.55762967,-304.153675727
-39.244,39.1139,1934,1934,5135.62382661,414.718502807,2969.71471048,192.906,1962.21741219,39.1137352338,39.3895330986,39.3888,1.54088,0.0,0.324459933612,0.999727,4453.23232959,172.915,2969.71471048,1214.17044998,2969.71471048
-39.1661,39.0311,1935,1935,4513.3717164,318.102600585,1537.86437684,192.92,-901.877007987,39.031564579,39.3172907702,39.3166,1.43161,0.0,0.322545065664,0.999674,1534.18617385,172.899,1537.86437684,1931.48786278,1537.86437684
-39.2271,39.0902,1936,1936,5214.76753666,345.467052026,3296.62072855,192.959,-353.732181626,39.0922550341,39.3767703941,39.3742,1.87052,0.0,0.339852904475,0.999732,3814.49344002,172.901,3296.62072855,1589.44862584,3296.62072855
-39.0887,38.9699,1937,1937,5076.51952898,393.966284271,3031.90140184,192.976,1272.24029894,38.9692654966,39.2722396716,39.2736,1.67208,0.0,0.344700742982,0.999611,4138.41021728,172.867,3031.90140184,1073.11692757,3031.90140184
-39.2164,39.1059,1938,1938,4876.74243692,367.100363909,2772.55554442,192.999,4211.45642015,39.1064890128,39.3915295427,39.391,1.70753,0.0,0.346743098556,0.999743,4631.14549951,172.854,2772.55554442,192.216704865,2772.55554442
-39.1341,39.0245,1939,1939,4580.19648853,370.085280175,2916.58054119,193.015,4328.07133842,39.0262571374,39.3190319099,39.3176,1.93491,0.0,0.360173692563,0.999651,4481.307277,172.909,2916.58054119,76.9509419942,2916.58054119
-38.992,38.8935,1940,1940,4826.04471669,360.909125343,2869.0313876,193.058,4075.13068372,38.8948141406,39.2040140885,39.2027,2.15512,0.0,0.36047698928,0.999762,4361.57491819,172.957,2869.0313876,237.265237387,2869.0313876
-39.0524,38.9299,1941,1941,4486.48904484,358.103228399,2718.63730593,193.074,4336.6354926,38.9287073555,39.2271218641,39.2282,2.02755,0.0,0.35958902985,0.999654,4423.67417109,172.937,2718.63730593,48.0218916586,2718.63730593
-39.1504,39.0427,1942,1942,5237.10547592,394.798561339,2836.81152604,193.066,4985.90160105,39.0428467818,39.3232704563,39.3233,1.57573,0.0,0.330627454351,0.999609,5075.91700041,173.005,2836.81152604,78.514819071,2836.81152604
-39.0701,38.952,1943,1943,4674.08535733,348.883120446,2799.8410071,193.102,4148.48518223,38.9524220997,39.245206501,39.2443,1.79465,0.0,0.331751686444,0.999652,4531.85857689,173.034,2799.8410071,150.973723197,2799.8410071
-38.9476,38.8351,1944,1944,4162.97769737,291.184966148,3288.52906978,193.1,-78.3387225616,38.8362190676,39.1331098646,39.1312,2.44167,0.0,0.376872542105,0.999778,2925.99647548,173.107,3288.52906978,1467.98967341,3288.52906978
-39.0357,38.9305,1945,1945,4157.54280138,293.297248699,3198.65903718,193.169,887.894768552,38.9307309826,39.2152228582,39.2153,1.44614,0.0,0.336029553194,0.999561,3097.01137705,173.156,3198.65903718,991.899506708,3198.65903718
-39.0741,38.9533,1946,1946,4404.09652628,315.23811714,2861.27030853,193.21,174.561687161,38.9535685034,39.2385756087,39.2379,1.77126,0.0,0.357442921451,0.999711,2846.98003188,173.194,2861.27030853,1788.85870734,2861.27030853
-38.9902,38.8691,1947,1947,4285.01768742,291.466101336,2836.53853859,193.222,-551.884946276,38.8682700667,39.1662490938,39.1662,1.64409,0.0,0.350081759606,0.999655,3182.99898486,173.175,2836.53853859,1544.10036624,2836.53853859
-38.9946,38.8806,1948,1948,4498.87967519,355.767547734,2641.17097428,193.301,4305.08493946,38.8821830556,39.1772404539,39.1754,1.7425,0.0,0.36173053181,0.999744,4400.29505494,173.141,2641.17097428,57.4741650423,2641.17097428
-39.1748,39.045,1949,1949,3987.24527007,321.956773558,2910.24550367,193.319,3812.27226384,39.0459279512,39.3178859104,39.3172,1.76061,0.0,0.357114750639,0.999458,3901.05297086,173.051,2910.24550367,52.2687380856,2910.24550367
-38.9719,38.858,1950,1950,4965.76799956,376.902404454,2633.57014864,193.352,515.684638396,38.8579561349,39.1558783357,39.1556,1.46978,0.0,0.33402993495,0.999825,4404.35820164,173.141,2633.57014864,1301.20192992,2633.57014864
-39.0185,38.905,1951,1951,4757.19078973,368.269437788,2871.81625164,193.395,4394.76584866,38.9044445709,39.1998002695,39.2002,1.59277,0.0,0.330210177852,0.999757,4639.8389803,173.14,2871.81625164,101.346352615,2871.81625164
-39.0339,38.9297,1952,1952,5085.64479472,382.853253061,3167.80121467,193.427,4283.45721838,38.9314525078,39.2142762549,39.2124,1.71824,0.0,0.348161017257,0.999801,4731.77023649,173.224,3167.80121467,275.93520988,3167.80121467
-39.0169,38.915,1953,1953,4667.06200553,339.892325413,3467.36035055,193.46,57.1223915622,38.9146657166,39.2057622808,39.2058,2.07775,0.0,0.35859694079,0.999781,2407.3551521,173.301,3467.36035055,1785.94248188,3467.36035055
-38.9427,38.8469,1954,1954,4651.78152469,299.788894443,2926.07007161,193.498,-247.745882125,38.8479115614,39.1343427345,39.1335,1.97568,0.0,0.369322013843,0.999702,3122.86531715,173.316,2926.07007161,1819.55226238,2926.07007161
-38.9107,38.8193,1955,1955,4809.46488054,341.625297872,2706.74186734,193.592,-704.233173637,38.8198602871,39.1122484329,39.1109,2.00757,0.0,0.369273254551,0.999627,4147.45966471,173.358,2706.74186734,1620.72390631,2706.74186734
-38.8511,38.7344,1956,1956,4435.23552981,354.229513285,757.411365002,193.648,4238.28886364,38.7344442499,39.0335400955,39.0335,1.90243,0.0,0.374764308652,0.999591,4359.15166233,173.353,757.411365002,65.7804364445,757.411365002
-38.9337,38.7845,1957,1957,4257.40597339,336.011621497,2879.06854549,193.716,4009.13661207,38.7840634057,39.0919219486,39.0926,1.55685,0.0,0.339943571658,0.999722,4146.41995653,173.455,2879.06854549,67.2808914064,2879.06854549
-38.9217,38.81,1958,1958,4859.01347068,353.726490108,2566.00853191,193.731,2034.0449843,38.8115080161,39.1166356686,39.1152,1.53073,0.0,0.345575299461,0.999654,4103.24254003,173.566,2566.00853191,1020.23981456,2566.00853191
-38.9032,38.8122,1959,1959,4965.43474578,352.784252497,3150.2492908,193.805,72.3411903667,38.8111034679,39.1145846581,39.1154,2.2834,0.0,0.370166493534,0.999596,3275.68166517,173.635,3150.2492908,1795.67974935,3150.2492908
-38.8581,38.7578,1960,1960,4816.4302405,378.755218293,298.51032124,193.847,4333.76051572,38.7613470465,39.067282074,39.0632,1.99038,0.0,0.374865917858,0.999686,4653.11628022,173.581,298.51032124,127.602803236,298.51032124
-38.8461,38.7475,1961,1961,4871.06746902,388.358081062,3058.69040676,193.917,2234.27228868,38.7467014758,39.055010432,39.0559,1.78629,0.0,0.370398011315,0.999623,4524.88310388,173.58,3058.69040676,768.858353445,3058.69040676
-38.8317,38.7129,1962,1962,4994.60780467,372.281458112,2825.73540041,193.981,4414.82513385,38.7126011843,39.0255921183,39.0257,2.04784,0.0,0.379271286398,0.999548,4716.93805132,173.579,2825.73540041,141.656546526,2825.73540041
-38.7805,38.6483,1963,1963,4888.49318525,376.913953667,3286.9274991,194.031,4657.40635223,38.6507976264,38.972600396,38.9701,2.0463,0.0,0.382528816452,0.999674,4787.35697424,173.608,3286.9274991,63.9368821858,3286.9274991
-38.8959,38.7453,1964,1964,4785.78376546,382.064795528,3277.82197467,194.094,4450.99147916,38.7441737534,39.057962206,39.0589,1.90612,0.0,0.360877283116,0.999668,4661.47880779,173.626,3277.82197467,95.1773443358,3277.82197467
-38.872,38.7366,1965,1965,4362.39481322,338.169104857,3051.21697022,194.109,3867.34499469,38.7373238091,39.0519716569,39.0505,2.18803,0.0,0.368876934052,0.999738,4192.36203164,173.716,3051.21697022,125.809856163,3051.21697022
-38.9314,38.8081,1966,1966,5219.4901164,361.780311057,2914.21741352,194.156,-392.804124606,38.8103975314,39.1216329741,39.1195,1.53388,0.0,0.333032828098,0.999718,4238.69751731,173.766,2914.21741352,1627.38510232,2914.21741352
-38.756,38.6337,1967,1967,4459.32534367,351.75011003,2831.30907183,194.257,4231.84894686,38.6339032548,38.9688331915,38.968,1.87696,0.0,0.344889549217,0.999601,4343.02643273,173.758,2831.30907183,72.9967852916,2831.30907183
-38.9391,38.8261,1968,1968,4886.27072506,383.330788161,2823.85195806,194.286,4455.46982109,38.8262061228,39.128717686,39.1285,1.80556,0.0,0.33894522691,0.999744,4690.23702876,173.747,2823.85195806,140.078984098,2823.85195806
-38.788,38.6709,1969,1969,5093.56347145,358.25372358,3138.3641788,194.333,-91.9339241211,38.6710772785,38.9959961417,38.9951,1.54394,0.0,0.315805418247,0.999892,4193.47008915,173.748,3138.3641788,1464.52127939,3138.3641788
-38.7909,38.6789,1970,1970,5399.60447951,318.289860909,2932.18570348,194.356,50.8462302131,38.6783803873,38.9945979298,38.9949,2.13564,0.0,0.350825352682,0.99983,2323.86604895,173.842,2932.18570348,1800.01025582,2932.18570348
-38.8563,38.7427,1971,1971,5415.37998269,400.005956649,3205.86834276,194.41,4046.44239541,38.7442421157,39.0564033112,39.0543,1.61972,0.0,0.335191734805,0.9998,4929.72250232,173.905,3205.86834276,465.392394551,3205.86834276
-38.7982,38.6871,1972,1972,4996.69043758,339.608952495,3411.42556943,194.469,-72.5589915606,38.6864486577,39.00400898,39.0047,1.41293,0.0,0.325210016061,0.999715,3651.99924162,174.043,3411.42556943,1735.66145655,3411.42556943
-38.7863,38.6762,1973,1973,4664.01286251,350.802386356,3345.44211759,194.496,386.721672943,38.6761716015,39.0005000794,39.0,1.38858,0.0,0.330585822527,0.999795,3632.3235046,174.063,3345.44211759,1396.0643809,3345.44211759
-38.7527,38.6378,1974,1974,4543.01274941,332.45738271,2816.3021072,194.522,-181.002267435,38.6386538898,38.9646023718,38.9633,1.98586,0.0,0.353112262491,0.999732,3831.52667707,173.997,2816.3021072,1345.15331539,2816.3021072
-38.9005,38.7803,1975,1975,4377.92104925,328.642835726,3170.40249562,194.536,2478.15397306,38.7814131452,39.0865396736,39.0853,2.02992,0.0,0.360677853648,0.999748,3926.3690317,174.002,3170.40249562,504.727322904,3170.40249562
-38.7457,38.6306,1976,1976,4438.09839763,313.709408772,3032.25254371,194.586,111.911774215,38.6309079456,38.957502599,38.9576,1.70191,0.0,0.333032989917,0.999653,3127.11011021,174.004,3032.25254371,1615.85509971,3032.25254371
-38.7829,38.6726,1977,1977,4307.03279305,322.022246223,2892.05867056,194.587,193.952621833,38.6714340659,38.998228697,38.9997,1.77853,0.0,0.334545491806,0.999761,3539.59096289,174.104,2892.05867056,1135.30703541,2892.05867056
-38.7723,38.6574,1978,1978,4261.52650263,323.271688771,2630.9469286,194.647,3876.24433753,38.6579052517,38.9820240987,38.9815,1.90978,0.0,0.339171210101,0.999728,3997.07569422,174.006,2630.9469286,110.79276603,2630.9469286
-38.7492,38.6351,1979,1979,4314.20524239,329.84600219,2926.8619765,194.687,2836.14038676,38.6364208934,38.960949435,38.9595,1.70103,0.0,0.331529280717,0.999672,3816.36852301,174.18,2926.8619765,384.721910705,2926.8619765
-38.7859,38.6819,1980,1980,4467.10305607,342.409470795,2656.87186292,194.724,4214.16153483,38.6825277332,38.9987860887,38.9981,1.60402,0.0,0.329928497195,0.99978,4352.40466179,174.205,2656.87186292,78.4658260403,2656.87186292
-38.6991,38.5731,1981,1981,5038.83062735,370.310250105,3172.66156248,194.764,303.608870139,38.5730886429,38.9037977566,38.9038,1.66692,0.0,0.322774829757,0.999734,3916.23007809,174.202,3172.66156248,1437.75367431,3172.66156248
-38.7737,38.6423,1982,1982,4638.91868291,364.372503682,3045.82179202,194.819,4433.16365107,38.6428701037,38.9625622321,38.9614,1.5574,0.0,0.317317595259,0.999725,4541.23691945,174.211,3045.82179202,63.948603769,3045.82179202
-38.7485,38.6133,1983,1983,4589.92347094,350.198438207,3338.12719655,194.863,2408.59352549,38.6132874292,38.9332862042,38.9333,1.70651,0.0,0.324884129819,0.999704,4142.10150225,174.181,3338.12719655,677.932740939,3338.12719655
-38.7331,38.5922,1984,1984,4490.8625055,303.673968448,3225.6829709,194.905,363.360860179,38.5928095783,38.9250864865,38.924,1.07173,0.0,0.295314433769,0.999603,3187.54921759,174.239,3225.6829709,1351.69936912,3225.6829709
-38.8527,38.7172,1985,1985,4062.67282134,297.060868336,3347.56827606,194.969,3393.55683487,38.7175994553,39.0283831427,39.0282,1.86084,0.0,0.344256106272,0.999712,3598.80211092,174.398,3347.56827606,177.561002042,3347.56827606
-38.8912,38.7722,1986,1986,4575.86855879,340.996942235,2550.43420961,195.03,1035.72638684,38.7739739547,39.0814244886,39.0795,1.51785,0.0,0.328756215197,0.999674,3687.10893559,174.438,2550.43420961,1140.81144391,2550.43420961
-38.8857,38.792,1987,1987,4385.04001406,342.686187462,2783.90954285,195.161,1019.35880742,38.7915195956,39.0919258043,39.0922,2.12223,0.0,0.36505816861,0.999679,3569.06089062,174.529,2783.90954285,1034.94410078,2783.90954285
-38.7553,38.6362,1988,1988,4173.10541225,334.147646298,3170.04874515,195.26,3118.35355362,38.6360394142,38.9608139488,38.9604,2.02347,0.0,0.358154208817,0.999671,3916.32519612,174.535,3170.04874515,288.400071754,3170.04874515
-38.7469,38.6175,1989,1989,3801.94932759,304.123062833,2972.34637196,195.318,2356.25731302,38.6191524297,38.9503907529,38.9488,2.07389,0.0,0.361885805779,0.999677,3573.42950985,174.466,2972.34637196,407.987358757,2972.34637196
-38.8759,38.7736,1990,1990,3549.40323835,280.304220512,2929.42010855,195.382,3361.77269465,38.7742779209,39.0797335828,39.0786,1.70409,0.0,0.334522914895,0.999735,3468.77022359,174.403,2929.42010855,59.0460777902,2929.42010855
-38.7802,38.6848,1991,1991,3768.97708481,305.727085451,2547.73298326,195.453,3578.69902133,38.6852099055,39.0016098495,39.0011,1.90936,0.0,0.350008437749,0.999694,3649.10944271,174.387,2547.73298326,51.3237797832,2547.73298326
-38.8464,38.7439,1992,1992,4177.79266356,329.163114136,2465.65991933,195.461,3902.87849144,38.7448417786,39.0469123494,39.0463,1.57835,0.0,0.328273105955,0.999781,4049.91323358,174.371,2465.65991933,67.6274813187,2465.65991933
-38.7605,38.6435,1993,1993,4854.49247497,352.301845816,2595.03626008,195.553,601.982483584,38.6440789487,38.9626664733,38.9619,1.95909,0.0,0.332656747548,0.999628,4215.48012169,174.369,2595.03626008,1220.42512419,2595.03626008
-38.7303,38.61,1994,1994,4989.84352033,378.560922286,2972.44551077,195.589,688.287144077,38.6100606817,38.9298852928,38.9294,1.40672,0.0,0.309279695498,0.999644,4443.77513458,174.407,2972.44551077,1256.04313728,2972.44551077
-38.7703,38.6447,1995,1995,4860.15826584,372.326295856,2612.28357347,195.646,4519.35529093,38.6434740834,38.9573416612,38.958,1.85076,0.0,0.32508924713,0.999756,4689.72803615,174.407,2612.28357347,88.6714730728,2612.28357347
-38.7508,38.6286,1996,1996,4344.60606653,339.962756556,3268.17893152,195.678,3808.89063874,38.6306954435,38.9494131062,38.9477,1.55938,0.0,0.311590181189,0.999704,4140.07893243,174.542,3268.17893152,156.697640482,3268.17893152
-38.728,38.6,1997,1997,4581.21091892,346.218631063,3205.02047564,195.724,4121.36346704,38.6008362491,38.9241708708,38.9228,1.89276,0.0,0.324496030809,0.999483,4435.87660034,174.64,3205.02047564,128.536142536,3205.02047564
-38.8555,38.7327,1998,1998,4629.76231204,335.169730047,3161.64227396,195.78,141.545309404,38.7310628639,39.042593959,39.0436,1.41925,0.0,0.300159599126,0.999715,3658.72534789,174.659,3161.64227396,1486.51624669,3161.64227396
-38.7398,38.617,1999,1999,3999.10351951,306.267792687,3021.68140972,195.81,3682.03552931,38.619017123,38.9402245018,38.9379,2.06824,0.0,0.335822223302,0.999522,3851.5921863,174.661,3021.68140972,92.9867236235,3021.68140972
-38.7641,38.6458,2000,2000,4276.524198,335.774778462,3027.55183439,195.86,3901.85252388,38.646283838,38.9625254407,38.9621,1.75692,0.0,0.317811593863,0.999622,4044.32380582,174.658,3027.55183439,110.179231259,3027.55183439
-38.5665,38.453,2001,2001,4798.36316023,359.934499843,2834.21030608,195.905,4381.80257825,38.4536458988,38.7963579418,38.796,2.01926,0.0,0.33007846722,0.999697,4588.34020753,174.764,2834.21030608,118.607594797,2834.21030608
-38.5634,38.4375,2002,2002,4830.48113547,363.085926986,2968.10997182,195.989,715.195248998,38.4378518166,38.7831239057,38.7824,1.65608,0.0,0.308040402138,0.999632,3127.08016288,174.816,2968.10997182,1410.22611388,2968.10997182
-38.6129,38.4887,2003,2003,4956.56187655,310.300811723,2946.37849248,196.036,3415.58110219,38.4887553712,38.8279199217,38.828,1.79435,0.0,0.314932973117,0.999665,4114.1004658,174.783,2946.37849248,461.814066396,2946.37849248
-38.7289,38.6045,2004,2004,5107.2861447,391.928907294,2601.47691773,196.102,4415.06387225,38.6045226857,38.9215463395,38.9211,2.0862,0.0,0.334117916291,0.999811,4820.84945641,174.8,2601.47691773,229.891706955,2601.47691773
-38.6852,38.5822,2005,2005,4847.53016497,298.178291066,2857.61205275,196.167,-706.010406127,38.5824671409,38.8992802222,38.8992,2.11628,0.0,0.334661307021,0.999604,3967.89842825,174.775,2857.61205275,1572.47569896,2857.61205275
-38.702,38.5789,2006,2006,4628.61332748,349.061765909,2749.50220895,196.223,4071.3408744,38.5788930405,38.8982528448,38.898,1.79211,0.0,0.324225887393,0.999756,4317.33068461,174.755,2749.50220895,145.328411712,2749.50220895
-38.732,38.6017,2007,2007,4410.97627536,341.295874051,2753.03187651,196.3,2694.42522492,38.6023755036,38.9237248789,38.9224,1.7908,0.0,0.320607499058,0.999682,4000.57922396,174.849,2753.03187651,472.597308642,2753.03187651
-38.735,38.6014,2008,2008,4904.0211245,354.194152422,2772.51953776,196.328,3858.69660737,38.6011676526,38.920702626,38.9212,1.41091,0.0,0.29441257986,0.999684,4305.15475005,174.986,2772.51953776,283.466628269,2772.51953776
-38.6559,38.5372,2009,2009,4834.54419369,327.704632026,3097.84284497,196.336,485.55403904,38.5376892535,38.8753260954,38.8743,1.30762,0.0,0.307639389309,0.999633,3850.78151583,175.001,3097.84284497,1218.06355412,3097.84284497
-38.6579,38.5427,2010,2010,4771.73483505,352.755063228,3062.77561742,196.404,4001.24154604,38.5437353112,38.8756013365,38.8737,2.20277,0.0,0.346851107273,0.99959,4495.96554333,175.073,3062.77561742,238.163382739,3062.77561742
-38.7913,38.681,2011,2011,4242.35070783,324.73958368,1713.79470587,196.484,3874.21557569,38.6808730407,38.9937882939,38.9934,1.88822,0.0,0.341778688891,0.99971,4150.35117993,175.001,1713.79470587,113.134851714,1713.79470587
-38.7722,38.6593,2012,2012,3939.01259267,314.780191502,2786.09545949,196.551,3801.4959526,38.6594750201,38.9754792318,38.9746,1.52955,0.0,0.330549952907,0.999736,3854.70434975,174.865,2786.09545949,42.5687361778,2786.09545949
-38.8004,38.6574,2013,2013,4082.01417874,330.811589082,2966.9605204,196.556,3785.42489596,38.6574817343,38.9786709063,38.9782,1.03812,0.0,0.304472825964,0.99963,3936.97105571,174.887,2966.9605204,74.3694689569,2966.9605204
-38.9352,38.804,2014,2014,4365.38565309,338.734973893,2817.25374798,196.574,3889.30099519,38.8039574353,39.1014701614,39.1016,1.55232,0.0,0.327155952628,0.999602,4219.5857648,174.914,2817.25374798,138.178489693,2817.25374798
-38.8528,38.7272,2015,2015,4731.85872802,370.23346169,2956.56212237,196.592,4454.7838204,38.7267511106,39.0367281719,39.0364,1.62785,0.0,0.332530026922,0.999725,4604.91423426,174.973,2956.56212237,80.1083540316,2956.56212237
-38.9364,38.808,2016,2016,5004.73191254,345.574740728,2973.34124189,196.63,2145.42287833,38.809130761,39.0973722591,39.0969,1.80791,0.0,0.334660693667,0.999808,4329.6778029,174.989,2973.34124189,756.429314539,2973.34124189
-38.8741,38.7581,2017,2017,4626.04252863,353.999178416,3142.15081708,196.722,4442.1707121,38.7585622387,39.0565200922,39.0559,1.62843,0.0,0.335266924291,0.999508,4543.91307346,174.988,3142.15081708,54.5538298922,3142.15081708
-38.828,38.7119,2018,2018,4689.46453394,370.995169347,2897.89313002,196.781,4522.12119469,38.7118331851,39.0142628322,39.0142,1.62012,0.0,0.332206141441,0.999707,4626.61189948,175.17,2897.89313002,52.9001329083,2897.89313002
-38.7904,38.6632,2019,2019,4991.05072682,392.930629892,3105.65919098,196.81,4786.02121434,38.6642922531,38.9752344367,38.9743,1.62714,0.0,0.332817220348,0.999733,4877.79694089,175.141,3105.65919098,71.0058806343,3105.65919098
-38.8685,38.7428,2020,2020,4545.22722248,357.162092011,2733.01676066,196.824,3990.02306758,38.7425742028,39.0408026811,39.0412,1.92405,0.0,0.340454399067,0.999777,4270.45973799,175.27,2733.01676066,168.467065831,2733.01676066
-38.8572,38.7273,2021,2021,5112.51763764,393.653833274,3054.50482831,196.878,4719.44696574,38.7272104545,39.0267524139,39.0268,1.55806,0.0,0.328721728951,0.999688,4912.2753856,175.251,3054.50482831,111.350199116,3054.50482831
-38.9207,38.7896,2022,2022,5126.6552916,389.251154062,2410.67442974,196.938,1321.72883037,38.7915750375,39.0835536475,39.081,1.83239,0.0,0.346916168989,0.999704,4536.65978393,175.319,2410.67442974,1078.98565987,2410.67442974
-38.8656,38.7322,2023,2023,4622.79182827,343.441152999,3016.77363102,196.976,4221.63621974,38.7312873021,39.0345922168,39.035,1.75751,0.0,0.333652534753,0.99975,4390.48195533,175.246,3016.77363102,135.449920274,3016.77363102
-38.8784,38.7564,2024,2024,4391.67852774,291.390280803,3192.57908318,197.045,3352.73816188,38.7548514744,39.0556144262,39.0569,2.22717,0.0,0.352806884128,0.999757,3921.5682073,175.297,3192.57908318,291.518389021,3192.57908318
-38.8178,38.6955,2025,2025,4509.3743489,351.642113001,2694.1753986,197.107,2658.97436754,38.6957691701,39.0050606051,39.005,1.44186,0.0,0.320886607066,0.999681,4137.61300488,175.316,2694.1753986,515.29820359,2694.1753986
-38.7964,38.6696,2026,2026,4767.40740398,353.649981246,2907.76849224,197.145,1568.10249163,38.670161651,38.9928641459,38.9918,1.76716,0.0,0.328894487713,0.999697,4189.87640767,175.432,2907.76849224,896.768594942,2907.76849224
-38.8953,38.7695,2027,2027,4755.54214529,293.806251663,3206.11183633,197.157,-222.660080384,38.7709437876,39.0775940225,39.0758,1.11693,0.0,0.306455451587,0.999755,2937.2216372,175.491,3206.11183633,1964.70519317,3206.11183633
-38.8029,38.6773,2028,2028,4032.05089173,310.294462427,2118.30391844,197.193,-401.256743151,38.6765851992,39.0036787607,39.0041,1.53895,0.0,0.341715359751,0.999705,2162.93046184,175.399,2118.30391844,1469.55301469,2118.30391844
-38.8735,38.7575,2029,2029,3926.1243507,261.487413065,1724.83578345,197.267,-647.364863334,38.7577386036,39.0728324368,39.0721,1.60493,0.0,0.347236184904,0.999685,2010.12828324,175.413,1724.83578345,1507.97641381,1724.83578345
-38.927,38.8,2030,2030,4677.80584166,346.071808948,2174.48717278,197.346,-17.8617243809,38.8012825747,39.1114272453,39.1098,2.43458,0.0,0.391147466039,0.999795,3851.9816009,175.49,2174.48717278,1333.00710542,2174.48717278
-38.7971,38.6711,2031,2031,4884.64546304,319.319916131,394.014879212,197.41,-641.223800953,38.6707479646,39.0024419243,39.0025,2.13921,0.0,0.363211213539,0.99982,2785.56319752,175.441,394.014879212,2095.6807521,394.014879212
-38.8742,38.7525,2032,2032,4636.69663178,314.138091869,2755.16957724,197.444,-111.076312061,38.7532623075,39.0693737767,39.0678,1.25678,0.0,0.33192012942,0.999755,3338.66175061,175.466,2755.16957724,1635.03626538,2755.16957724
-38.8495,38.7256,2033,2033,4830.29498108,369.472938335,3135.3796351,197.509,1292.97689988,38.7254759648,39.0439466269,39.0445,1.65345,0.0,0.344182679836,0.999788,4313.11463612,175.523,3135.3796351,1011.5086015,3135.3796351
-38.9217,38.7844,2034,2034,4257.03118223,342.617013321,2727.81443124,197.531,3875.86554734,38.7846328343,39.0921888025,39.0914,1.82695,0.0,0.347113951617,0.99991,4081.43844993,175.606,2727.81443124,131.722622943,2727.81443124
-38.9242,38.7938,2035,2035,4772.22421183,333.287981846,3106.19971499,197.583,206.380400458,38.7947291358,39.1026467,39.1009,1.89555,0.0,0.353451803183,0.999814,3105.36133157,175.681,3106.19971499,1879.47448525,3106.19971499
-38.8359,38.7028,2036,2036,4411.31382272,304.212728772,-93.344391483,197.67,-155.094628727,38.7031316774,39.0228369095,39.0226,2.00691,0.0,0.358339354613,0.999786,2448.21512833,175.711,-93.344391483,1890.26279746,-93.344391483
-38.9416,38.7976,2037,2037,4753.99105449,320.909373351,3007.77318519,197.724,-491.227212156,38.7971712766,39.1048289947,39.1048,1.88719,0.0,0.337720486025,0.999617,2975.95332313,175.717,3007.77318519,2090.21214739,3007.77318519
-38.9034,38.7706,2038,2038,4536.32757278,322.614472258,3132.87577975,197.737,-621.324482349,38.7724008063,39.0847364955,39.0824,1.83178,0.0,0.350401534148,0.999801,2920.51546244,175.849,3132.87577975,1648.92774573,3132.87577975
-38.9697,38.824,2039,2039,4289.45546431,287.093214527,2947.15078075,197.781,-136.540080081,38.8233324011,39.1243311595,39.1248,1.71219,0.0,0.343533772278,0.999791,2775.38894003,175.908,2947.15078075,1492.45905032,2947.15078075
-38.9601,38.8115,2040,2040,4366.22947156,281.168884047,3094.81045174,197.853,301.191901101,38.8125782312,39.1103466513,39.109,1.9446,0.0,0.350384302203,0.999698,3066.89387634,176.027,3094.81045174,1332.90705503,3094.81045174
-38.973,38.8482,2041,2041,3602.74699732,207.113319812,3128.28855091,197.927,-749.001701475,38.8489003089,39.1397228794,39.1387,2.02665,0.0,0.372211686235,0.999622,1881.62022234,176.207,3128.28855091,1427.37991757,3128.28855091
-38.9436,38.8175,2042,2042,4256.82814533,253.62227053,2853.83702449,197.93,-427.025093946,38.8194618016,39.1136673201,39.1113,1.6082,0.0,0.360839940052,0.99971,1449.99884408,176.193,2853.83702449,1626.64896103,2853.83702449
