MaxEsReturn,AverageAbsY,AverageEsReturn,AverageAbsQ,StdReturn,Epoch,MinReturn,PolicyRegParamNorm,AverageDiscountedReturn,MinEsReturn,AverageAction,StdEsReturn,MaxReturn,AverageAbsQYDiff,AveragePolicySurr,AverageQ,QFunRegParamNorm,Iteration,AverageQLoss,AverageY,AverageReturn
704.117022314,29.4606573849,704.117022314,29.4534,564.30824928,58,-927.946647779,31.9674,74.0657972707,704.117022314,0.796312,0.0,943.51783236,0.722829938877,-30.3806,29.4534,34.1043,58,1.76022,29.4599617085,501.095853414
681.076635034,30.3425463351,681.076635034,30.3359,425.427096267,59,-623.204257164,32.2296,63.8216834443,681.076635034,0.807824,0.0,861.62238045,0.708898574376,-31.2531,30.3359,34.3564,59,1.5738,30.3422005896,468.166135447
651.202856008,31.2614736031,651.202856008,31.2553,74.2189309954,60,855.168965832,32.4979,76.689282289,651.202856008,0.817101,0.0,1121.079451,0.729060162103,-32.1729,31.2553,34.6109,60,1.83995,31.2610182921,993.162864577
645.536262592,32.090093062,645.536262592,32.0827,113.477823754,61,462.179423668,32.7757,71.5762910996,645.536262592,0.796322,0.0,892.291783605,0.743060343531,-33.0049,32.0827,34.8374,61,1.81155,32.0896004398,707.676001683
681.618103831,33.0160717388,681.618103831,33.0108,401.499541731,62,-452.873618154,33.0094,58.651772958,681.618103831,0.818819,0.0,777.134055473,0.729769827322,-33.9369,33.0108,35.0988,62,1.61243,33.0155777266,316.925738742
678.598664134,33.8866140914,678.598664134,33.8796,89.3850126742,63,452.447920093,33.2298,61.3823899399,678.598664134,0.789829,0.0,756.584746089,0.758444321708,-34.8293,33.8796,35.3175,63,1.94042,33.8860372461,639.358618902
662.8205976,34.7948533949,662.8205976,34.789,106.39830807,64,199.782682328,33.4822,50.3357959649,662.8205976,0.821634,0.0,581.334185133,0.745959027765,-35.7215,34.789,35.5649,64,1.86379,34.7943975207,442.974061205
580.307654977,35.6817796945,580.307654977,35.6743,114.415757666,65,672.016107265,33.6925,84.9166554074,580.307654977,0.786952,0.0,1072.87238259,0.770053689573,-36.6061,35.6743,35.8014,65,2.1561,35.6811582386,987.48711191
737.612404523,36.5321979519,737.612404523,36.5254,110.355788346,66,307.611033183,33.9393,54.8705479175,737.612404523,0.786234,0.0,676.76979104,0.781515785575,-37.4597,36.5254,36.0422,66,2.29097,36.5315587965,507.67832823
704.925362651,37.3965584435,704.925362651,37.39,162.625138673,67,295.502207208,34.1452,71.3829312321,704.925362651,0.792421,0.0,864.048723295,0.774950308018,-38.3112,37.39,36.271,67,2.17547,37.3960739505,749.813893486
634.576919226,38.2475135472,634.576919226,38.2409,36.4289143277,68,1004.91698293,34.4141,87.8137391366,634.576919226,0.817865,0.0,1117.08224493,0.785869808759,-39.1525,38.2409,36.5075,68,2.31448,38.2471013989,1071.10489841
634.850581155,39.1185834194,634.850581155,39.1121,329.835251337,69,-52.0892634341,34.6137,64.1602289155,634.850581155,0.780271,0.0,947.939859364,0.792534684752,-40.0395,39.1121,36.722,69,2.32873,39.1180801358,583.484335206
684.325734831,39.9439371019,684.325734831,39.9364,116.313236997,70,582.301548701,34.8068,80.0567357378,684.325734831,0.826305,0.0,953.227586937,0.816254088874,-40.8764,39.9364,36.9428,70,2.72291,39.9433531763,825.363901908
706.115605859,40.8260453129,706.115605859,40.8198,305.167199629,71,-174.097539285,35.0256,74.9353618021,706.115605859,0.800439,0.0,886.427234908,0.793761659861,-41.7554,40.8198,37.1887,71,2.34303,40.8255623763,598.238280371
678.06532986,41.7161099588,678.06532986,41.71,146.803243342,72,565.991692649,35.233,86.9394057954,678.06532986,0.80443,0.0,1025.45367187,0.811775209606,-42.6482,41.71,37.4485,72,2.55359,41.7155938936,824.140434131
649.302966795,42.5757737878,649.302966795,42.5696,84.6872681922,73,522.52156394,35.4664,70.3902615136,649.302966795,0.803067,0.0,783.652158942,0.820143795815,-43.4986,42.5696,37.6722,73,2.67637,42.5754150215,678.412677445
676.684291482,43.4307002334,676.684291482,43.4246,110.002439997,74,724.601090792,35.681,87.9580446025,676.684291482,0.778772,0.0,1081.58010661,0.788750991978,-44.3663,43.4246,37.808,74,2.02535,43.4304373174,910.007208129
676.014496295,44.3013731767,676.014496295,44.2938,409.71279923,75,-220.314050875,35.923,93.846804836,676.014496295,0.813503,0.0,1237.61527478,0.856804734655,-45.234,44.2938,38.0149,75,3.19164,44.3008079052,997.888309261
641.870863818,45.1041169264,641.870863818,45.0965,187.758751376,76,373.393079381,36.1247,92.9627246643,641.870863818,0.788548,0.0,1032.06121156,0.834505032728,-46.0533,45.0965,38.2913,76,2.72383,45.1036788256,909.152905044
762.954802293,45.9546318479,762.954802293,45.9477,54.3998044951,77,859.473709079,36.2998,83.8374906438,762.954802293,0.824816,0.0,1031.32247379,0.863889145781,-46.9075,45.9477,38.5801,77,3.25502,45.954101676,983.248162091
721.004917086,46.8289792922,721.004917086,46.8219,60.5489378165,78,897.028652185,36.5015,82.2140416481,721.004917086,0.840703,0.0,1085.28087775,0.865840683298,-47.7982,46.8219,38.844,78,3.46843,46.8286343285,1002.0347905
706.67234104,47.7173125557,706.67234104,47.7107,553.620338248,79,-767.88119978,36.7324,86.6665769801,706.67234104,0.808074,0.0,1159.77096654,0.846672412621,-48.6948,47.7107,39.0882,79,2.90489,47.7167752752,888.072687102
778.150661596,48.6292084816,778.150661596,48.6219,51.53319267,80,1023.0506472,36.9395,95.4558902108,778.150661596,0.787835,0.0,1204.83573207,0.87000806509,-49.5966,48.6219,39.3194,80,3.25634,48.6285954949,1115.45526785
726.812002973,49.4655470945,726.812002973,49.4593,40.8530432238,81,1023.28105473,37.1245,96.6023374566,726.812002973,0.801393,0.0,1162.07017489,0.865956875349,-50.4449,49.4593,39.5545,81,3.49056,49.4650373142,1096.9910677
650.233247784,50.3038420601,650.233247784,50.296,36.0523274153,82,1070.34589559,37.2705,96.3383265486,650.233247784,0.799946,0.0,1193.38009043,0.882850293049,-51.2602,50.296,39.8286,82,3.27812,50.3032477628,1126.94336576
712.572963419,51.1818084239,712.572963419,51.1756,33.1009097037,83,1102.86842439,37.4702,103.791560098,712.572963419,0.813217,0.0,1206.4371218,0.870016982493,-52.1163,51.1756,40.0298,83,3.1943,51.1814895275,1144.65128722
774.824396313,51.973937397,774.824396313,51.9674,162.118711875,84,447.760076116,37.6527,87.1089202307,774.824396313,0.81083,0.0,1001.32886517,0.87166909548,-52.9336,51.9674,40.2365,84,3.35895,51.9734740765,879.517663166
679.157864244,52.7734953862,679.157864244,52.7664,46.1353787937,85,1058.74292967,37.7829,100.184461025,679.157864244,0.770457,0.0,1220.21357828,0.919222048669,-53.7372,52.7664,40.5274,85,4.10624,52.7728053273,1165.79230732
662.163216091,53.6239161224,662.163216091,53.6173,53.783637869,86,814.359060952,37.9449,76.8458512964,662.163216091,0.829878,0.0,959.18390535,0.903977724413,-54.5752,53.6173,40.8372,86,3.87699,53.6233488593,884.161074576
731.31492098,54.4284908186,731.31492098,54.4202,37.6906517849,87,1102.49852169,38.1213,105.152407879,731.31492098,0.754653,0.0,1223.68040535,0.925209195529,-55.3863,54.4202,41.1304,87,4.0086,54.4279779385,1165.67558634
708.808545238,55.2238455889,708.808545238,55.2165,319.882298906,88,-178.960849606,38.3261,75.4658486869,708.808545238,0.81997,0.0,969.696803305,0.959631440517,-56.1818,55.2165,41.3537,88,5.06914,55.222948144,756.579331769
725.638233583,56.0510588763,725.638233583,56.0451,42.9666627154,89,982.519617532,38.48,98.4898279681,725.638233583,0.84168,0.0,1133.75953717,0.90650403572,-57.0215,56.0451,41.5569,89,3.94202,56.0505907109,1043.99668594
735.67473833,56.8623145398,735.67473833,56.8543,18.2550102365,90,1099.02008287,38.6561,97.4297970304,735.67473833,0.796975,0.0,1160.55712255,0.92696138568,-57.8152,56.8543,41.7825,90,4.07514,56.8619810211,1129.7798173
746.638477296,57.676173872,746.638477296,57.669,33.4628686935,91,1114.85491546,38.8061,106.17269266,746.638477296,0.806725,0.0,1229.02775803,0.936196287446,-58.6181,57.669,42.0272,91,4.29645,57.6756797318,1154.04090131
730.780850024,58.4698142475,730.780850024,58.4621,40.6734748427,92,1037.61118567,38.9964,103.072721965,730.780850024,0.817441,0.0,1181.89816445,0.941770434229,-59.4269,58.4621,42.2119,92,4.7713,58.469217236,1105.38448953
782.073834832,59.212611056,782.073834832,59.2058,554.65106209,93,-520.066338249,39.1903,70.3707379746,782.073834832,0.852029,0.0,991.932576505,0.949114590808,-60.1656,59.2058,42.5105,93,4.87548,59.2118670435,621.991088389
653.313733076,60.0504278458,653.313733076,60.0422,356.442902117,94,-206.794310505,39.3274,83.560675042,653.313733076,0.827506,0.0,1038.81640014,0.949708974181,-60.991,60.0422,42.7282,94,4.88116,60.0500091066,830.649027584
747.044502024,60.7806587805,747.044502024,60.774,64.2950491669,95,693.706713377,39.4889,88.0490462646,747.044502024,0.853755,0.0,910.94998108,0.943543614894,-61.7274,60.774,43.0086,95,4.8135,60.7800710338,849.268545755
767.996699433,61.5436852056,767.996699433,61.5392,29.6206564329,96,954.651189806,39.6306,93.997656468,767.996699433,0.845407,0.0,1035.86328707,0.967844534467,-62.4876,61.5392,43.2665,96,4.99304,61.5432213457,1003.51692523
700.579027704,62.2921206094,700.579027704,62.2844,32.9563970704,97,1087.98836413,39.7855,97.5047020949,700.579027704,0.81442,0.0,1180.52815824,0.960842361628,-63.2272,62.2844,43.5275,97,4.70076,62.2915721095,1130.67405133
744.704178208,63.0245021657,744.704178208,63.0172,43.9868585412,98,960.904337478,39.9229,92.5274307512,744.704178208,0.837653,0.0,1087.93934536,0.948643495173,-63.9388,63.0172,43.7054,98,5.00388,63.0240531012,1031.24630265
774.151505659,63.7250038227,774.151505659,63.7178,47.0745332946,99,970.487678402,40.0646,101.076323146,774.151505659,0.817886,0.0,1142.38380154,0.973517148421,-64.6536,63.7178,43.9733,99,5.48045,63.7246141977,1069.70524323
742.500542939,64.4147797437,742.500542939,64.4067,61.72438797,100,1041.072416,40.1604,103.950971811,742.500542939,0.827986,0.0,1248.7759158,0.992028587179,-65.3517,64.4067,44.3014,100,5.47282,64.4142933333,1156.9186267
738.555136716,65.1652190019,738.555136716,65.1595,40.1104167101,101,1037.72254209,40.3298,108.252404427,738.555136716,0.817848,0.0,1167.02002844,0.976875915703,-66.0893,65.1595,44.5027,101,5.4115,65.1647499757,1110.17980058
750.755053191,65.88262012,750.755053191,65.8758,55.8336480697,102,1031.30550932,40.4494,100.410320154,750.755053191,0.803337,0.0,1227.97448477,0.954363295172,-66.8123,65.8758,44.7386,102,5.13828,65.8823324331,1137.83651308
823.55081737,66.5947376518,823.55081737,66.5878,28.904533314,103,975.112967397,40.6298,93.9932097455,823.55081737,0.830166,0.0,1075.76765276,0.970275146877,-67.4924,66.5878,44.9597,103,4.9772,66.5943248543,1024.88902958
772.364952169,67.3041154124,772.364952169,67.2985,32.369615092,104,965.763105204,40.7222,95.6666738443,772.364952169,0.816781,0.0,1062.94810059,0.972326696246,-68.2084,67.2985,45.1443,104,4.94739,67.3037867956,1017.7660738
723.128004867,67.9339720626,723.128004867,67.9272,32.6618613696,105,1111.81845599,40.9324,104.235103952,723.128004867,0.795309,0.0,1232.64777761,0.97856317323,-68.822,67.9272,45.4232,105,5.32794,67.9334878131,1182.33490331
756.324373856,68.6285276569,756.324373856,68.6227,52.7501469945,106,1000.99258834,41.0571,101.451371621,756.324373856,0.833927,0.0,1187.06659716,1.00528500601,-69.507,68.6227,45.7077,106,5.7347,68.6279384563,1096.72945992
787.886788899,69.2991114022,787.886788899,69.2928,54.4234750781,107,821.343592914,41.1311,89.341535161,787.886788899,0.812587,0.0,980.427224919,1.00294607199,-70.2135,69.2928,45.9738,107,6.22907,69.2984468467,905.174387424
762.253320601,69.9488513943,762.253320601,69.9423,47.4780870345,108,997.487627789,41.252,97.4161306784,762.253320601,0.837933,0.0,1148.79276406,1.0324150285,-70.8552,69.9423,46.2819,108,6.69773,69.9483685226,1077.42672317
752.743674223,70.5856220121,752.743674223,70.5767,280.653298891,109,222.672761988,41.3614,103.107913165,752.743674223,0.825564,0.0,1202.93306623,1.00726094962,-71.507,70.5767,46.5204,109,5.65156,70.5852813106,1058.42338092
748.918178324,71.2419907431,748.918178324,71.2373,270.947900766,110,263.807416942,41.4969,98.8564016537,748.918178324,0.823693,0.0,1245.87973796,1.0160689159,-72.1545,71.2373,46.8795,110,6.06598,71.2413883588,1051.63301738
776.215882819,71.8930773769,776.215882819,71.8847,22.8004154825,111,1172.78593642,41.6131,107.583363841,776.215882819,0.803813,0.0,1263.66669097,1.0183592901,-72.794,71.8847,47.1383,111,5.98184,71.8925672456,1220.38399309
745.078803501,72.555452825,745.078803501,72.5503,229.715786482,112,364.907144603,41.7402,99.506777766,745.078803501,0.819757,0.0,1170.02714512,1.00766915671,-73.4637,72.5503,47.377,112,5.95476,72.5550016789,1040.57402938
718.288473851,73.1696264319,718.288473851,73.161,270.100153044,113,181.441491995,41.8268,98.0048579128,718.288473851,0.841857,0.0,1052.77449778,1.0326123752,-74.0975,73.161,47.6729,113,6.80347,73.1691951184,857.85633153
647.938371011,73.8592223784,647.938371011,73.8529,36.4664010958,114,1053.94429184,41.9998,108.180971505,647.938371011,0.838667,0.0,1191.82459915,1.0443668679,-74.7987,73.8529,48.0002,114,6.73579,73.8586817038,1136.01358046
765.057963663,74.5295267245,765.057963663,74.5227,41.5424202546,115,1098.37631871,42.0948,111.72234634,765.057963663,0.82606,0.0,1232.1706996,1.04983552758,-75.4799,74.5227,48.2487,115,6.91856,74.5291520981,1165.35673511
739.663324336,75.1905248817,739.663324336,75.185,83.9018669038,116,939.276324125,42.2764,113.213283975,739.663324336,0.834899,0.0,1247.86460159,1.0136827575,-76.1194,75.185,48.4403,116,6.25005,75.1900618039,1182.03661098
810.710212211,75.8101722044,810.710212211,75.8037,60.0111945766,117,959.428145833,42.3574,91.0467737396,810.710212211,0.809337,0.0,1177.67578796,1.04943778038,-76.7801,75.8037,48.7583,117,7.32146,75.809721879,1032.60261663
780.941506587,76.5002117026,780.941506587,76.4928,57.2778900651,118,1022.09695775,42.4677,106.443139691,780.941506587,0.817464,0.0,1213.26965945,1.01109254821,-77.4161,76.4928,48.9643,118,6.33778,76.4998272734,1126.45618815
784.819876442,77.072404602,784.819876442,77.0648,48.4913896333,119,1093.00708828,42.5802,106.364434195,784.819876442,0.839668,0.0,1293.77516496,1.07300411051,-77.9889,77.0648,49.3209,119,7.60019,77.0716745648,1205.91299357
667.93996698,77.6895410286,667.93996698,77.6829,227.053934241,120,280.076349663,42.7053,96.8058444522,667.93996698,0.832453,0.0,1075.63846558,1.0624591339,-78.5753,77.6829,49.5455,120,7.70496,77.6891435692,954.56453126
762.295784694,78.3200844075,762.295784694,78.313,50.7597488921,121,1119.73823051,42.8597,110.032015909,762.295784694,0.826042,0.0,1305.14762917,1.06078087147,-79.211,78.313,49.869,121,7.13438,78.3196410811,1246.27985017
733.338138913,78.8881785342,733.338138913,78.8816,34.5268003852,122,1022.55881943,42.9792,100.29925496,733.338138913,0.844467,0.0,1136.52230068,1.05376848462,-79.7784,78.8816,50.1352,122,7.38996,78.8876652698,1085.561711
719.765867759,79.4212271049,719.765867759,79.4153,409.840002773,123,-117.553324861,43.1477,93.296645382,719.765867759,0.850943,0.0,1003.23289118,1.10187061621,-80.2867,79.4153,50.502,123,8.30587,79.4205394049,675.827315866
694.579315066,79.9781815583,694.579315066,79.9709,41.8185778282,124,1126.91207318,43.3052,106.771381557,694.579315066,0.847911,0.0,1281.27001647,1.07015860494,-80.8675,79.9709,50.7823,124,7.59563,79.9778348977,1216.42203714
812.897006075,80.546137582,812.897006075,80.5397,51.6660467319,125,961.998334276,43.4208,96.7026185046,812.897006075,0.867634,0.0,1146.1270364,1.05296066388,-81.4261,80.5397,50.9752,125,7.0896,80.5456757859,1061.58781694
