QFunRegParamNorm,AverageEsReturn,AverageY,AverageDiscountedReturn,AverageAbsQYDiff,MinEsReturn,StdEsReturn,StdReturn,MinReturn,AverageReturn,Iteration,AverageQLoss,MaxReturn,Epoch,PolicyRegParamNorm,AverageQ,AveragePolicySurr,AverageAbsY,AverageAbsQ,AverageAction,MaxEsReturn
92.4115,20.137254902,38.0770934372,99.9956828753,1.03514241447,3.0,19.2730835449,0.0,1000.0,1000.0,57,6.39717,1000.0,57,37.8117,38.0776,-42.474,38.0812702418,38.1431,0.671148,119.0
93.2758,23.0,38.9401655853,99.9956828753,1.08551455464,3.0,18.8136516491,0.0,1000.0,1000.0,58,6.81619,1000.0,58,38.0653,38.9449,-43.3918,38.9446988518,39.0098,0.595282,67.0
94.3198,25.175,39.732410628,99.9956828753,1.07389005835,3.0,19.7925333144,0.0,1000.0,1000.0,59,6.8474,1000.0,59,38.367,39.7313,-44.164,39.7358466969,39.8023,0.607272,89.0
95.2924,17.2407407407,40.4654504424,99.9956828753,1.12611850684,3.0,15.8007678965,0.0,1000.0,1000.0,60,7.58157,1000.0,60,38.6757,40.4678,-45.0213,40.4686948091,40.5368,0.603524,80.0
96.1435,16.28125,41.3044336277,99.9956828753,1.10668002291,3.0,13.9703578493,0.0,1000.0,1000.0,61,7.11934,1000.0,61,38.9072,41.3052,-45.8747,41.3075770546,41.3728,0.659243,78.0
97.0995,17.2372881356,42.0389550935,99.9956828753,1.13757319975,3.0,16.8244565561,0.0,1000.0,1000.0,62,7.83962,1000.0,62,39.2171,42.0397,-46.6769,42.0420451349,42.1085,0.580802,89.0
97.851,16.7,42.8105845646,99.9956828753,1.15116043069,3.0,11.9879105769,0.0,1000.0,1000.0,63,8.08446,1000.0,63,39.4505,42.8137,-47.5496,42.8134948221,42.8861,0.582869,63.0
98.6569,14.7941176471,43.6018292851,99.9956828753,1.19061751482,3.0,11.8874115615,0.0,1000.0,1000.0,64,8.20442,1000.0,64,39.699,43.601,-48.3435,43.6052875011,43.6759,0.549406,59.0
99.6354,14.4202898551,44.287847916,99.9956828753,1.20062379681,3.0,9.44765256804,0.0,1000.0,1000.0,65,9.1541,1000.0,65,39.8754,44.2887,-49.0602,44.2911169826,44.364,0.566699,46.0
100.614,17.2931034483,45.140504594,99.9956828753,1.18859355801,3.0,14.9308851629,0.0,1000.0,1000.0,66,8.9004,1000.0,66,40.0966,45.1412,-49.9624,45.1439441078,45.2126,0.607295,61.0
101.305,13.1298701299,45.6789613398,99.9956828753,1.24370499438,3.0,9.85788714402,0.0,1000.0,1000.0,67,9.7618,1000.0,67,40.2739,45.6821,-50.6644,45.6823773752,45.7606,0.583769,57.0
101.892,16.9827586207,46.5110295549,99.9956828753,1.26131598936,2.0,12.9195006033,0.0,1000.0,1000.0,68,10.1285,1000.0,68,40.3961,46.5087,-51.4374,46.5164719457,46.5895,0.584358,65.0
102.69,18.1851851852,47.2437509453,99.9956828753,1.22689515779,3.0,14.467171105,0.0,1000.0,1000.0,69,9.71885,1000.0,69,40.6042,47.2453,-52.2627,47.2488258814,47.3216,0.538046,87.0
103.45,15.4393939394,47.971398951,99.9956828753,1.26516158365,3.0,11.0208188497,0.0,1000.0,1000.0,70,10.4437,1000.0,70,40.7435,47.972,-53.0341,47.9762777375,48.043,0.580269,57.0
104.372,17.1355932203,48.8371946698,99.9956828753,1.25621230335,3.0,15.0462086301,0.0,1000.0,1000.0,71,9.87004,1000.0,71,40.8804,48.84,-53.8637,48.8425587868,48.92,0.59082,93.0
105.212,13.5540540541,49.495678532,99.9956828753,1.28878696127,3.0,10.2233726543,0.0,1000.0,1000.0,72,10.986,1000.0,72,41.1058,49.4949,-54.6037,49.5002775205,49.5697,0.617512,59.0
105.98,15.7777777778,50.1553683592,99.9956828753,1.32542682794,2.0,12.8179492757,0.0,1000.0,1000.0,73,11.1781,1000.0,73,41.1837,50.157,-55.3307,50.1605382304,50.237,0.616064,62.0
106.96,14.9402985075,50.8597680772,99.9956828753,1.30482863668,3.0,11.0937397931,0.0,1000.0,1000.0,74,11.0562,1000.0,74,41.3642,50.8589,-56.0562,50.8648315316,50.9348,0.521601,52.0
107.724,15.1230769231,51.5302309636,99.9956828753,1.34010759534,3.0,11.978837355,0.0,1000.0,1000.0,75,11.3984,1000.0,75,41.567,51.532,-56.7996,51.5357774681,51.6087,0.49309,56.0
108.491,14.9701492537,52.2198815565,99.9956828753,1.37052171136,3.0,14.2451564424,0.0,1000.0,1000.0,76,12.4234,1000.0,76,41.8261,52.221,-57.6032,52.2250983368,52.3039,0.573005,83.0
109.404,15.1940298507,52.9348921787,99.9956828753,1.43441059681,4.0,14.0608897682,0.0,1000.0,1000.0,77,12.6581,1000.0,77,42.0315,52.9353,-58.4179,52.9394943003,53.0252,0.540431,88.0
110.053,18.1818181818,53.7330891452,99.9956828753,1.43793343423,3.0,12.4449199699,0.0,1000.0,1000.0,78,13.4148,1000.0,78,42.2415,53.735,-59.2096,53.7381444482,53.8204,0.651387,55.0
110.758,13.8888888889,54.5399674538,99.9956828753,1.37670716623,3.0,8.60645035159,0.0,1000.0,1000.0,79,12.4587,1000.0,79,42.4133,54.5375,-60.0081,54.5467888779,54.6235,0.481655,38.0
111.378,15.1666666667,55.1522987685,99.9956828753,1.43214518205,3.0,10.7331027643,0.0,1000.0,1000.0,80,13.6993,1000.0,80,42.6397,55.1541,-60.8635,55.158559751,55.2372,0.582851,47.0
112.205,14.5294117647,55.8749860248,99.9956828753,1.47072582315,2.0,8.88235294118,0.0,1000.0,1000.0,81,14.1799,1000.0,81,42.8459,55.8756,-61.7074,55.8818393677,55.9688,0.556077,43.0
112.836,15.0757575758,56.791659069,99.9956828753,1.49613534261,3.0,11.11143365,0.0,1000.0,1000.0,82,14.8512,1000.0,82,43.0391,56.7925,-62.5587,56.7990305062,56.8828,0.501264,48.0
113.554,15.453125,57.62232176,96.8479463043,1.48211720881,3.0,11.8610835396,249.75895646,100.0,609.588235294,83,14.3144,1000.0,83,43.2281,57.6204,-63.4652,57.6301479514,57.7118,0.384109,73.0
114.344,15.4090909091,58.3359823231,99.5193720477,1.5571278633,4.0,10.3455117962,162.636373065,304.0,678.3125,84,15.6981,1000.0,84,43.4957,58.3399,-64.3122,58.3430066065,58.435,0.284735,48.0
114.969,13.5945945946,59.0786970569,90.6910627671,1.53286540636,3.0,6.68584409945,150.984318599,92.0,315.909090909,85,15.3135,795.0,85,43.7349,59.0798,-65.1867,59.0870713771,59.1781,0.279584,31.0
115.573,18.4259259259,60.0577681477,82.9628360603,1.58243722567,3.0,14.1717008727,39.9472379293,114.0,184.0,86,16.2715,293.0,86,44.0095,60.0565,-66.1888,60.0654257308,60.1579,0.223112,77.0
116.381,15.0769230769,60.8203668393,83.4824864127,1.61683393481,3.0,9.06609523666,46.4955507619,124.0,189.113207547,87,17.0643,305.0,87,44.2025,60.8197,-67.0376,60.830195706,60.9288,0.253327,41.0
117.09,15.2089552239,61.9131439138,74.1238187886,1.63275381274,3.0,10.970159407,27.5140524324,88.0,137.821917808,88,17.0172,221.0,88,44.4155,61.9147,-68.1302,61.923554976,62.0202,0.226472,59.0
117.804,12.9480519481,62.7946153846,72.2438610802,1.61749050844,4.0,10.576740106,23.9186106255,111.0,129.948717949,89,17.7235,219.0,89,44.6083,62.7942,-69.1273,62.8039823319,62.8998,0.273616,75.0
118.655,14.2535211268,63.6310065151,81.5587454473,1.75949402308,3.0,9.45965236216,39.9377972059,115.0,175.844827586,90,19.7592,254.0,90,44.8847,63.6326,-70.0826,63.6433073551,63.7533,0.224439,46.0
119.121,14.9552238806,64.4953477392,85.6225927156,1.73526348536,3.0,13.0446224247,53.8011053212,116.0,205.632653061,91,19.1638,393.0,91,45.0705,64.4943,-71.082,64.5087696335,64.6138,0.284295,66.0
119.799,15.421875,65.534643041,84.1550714712,1.74004207222,2.0,9.75769678174,65.0150167269,101.0,201.26,92,19.6553,357.0,92,45.3306,65.5334,-72.2074,65.5466333373,65.6538,0.178868,42.0
120.503,13.8472222222,66.5382869451,72.8903272762,1.79881028944,3.0,10.4836641737,26.776390146,112.0,132.842105263,93,20.9796,228.0,93,45.5073,66.5404,-73.2579,66.5534889909,66.6709,0.222354,67.0
121.382,17.7719298246,67.4258243692,71.2191662002,1.75372515404,3.0,11.8054663875,20.9531284955,87.0,125.9375,94,20.2997,235.0,94,45.7248,67.4256,-74.3143,67.4413497534,67.543,0.254077,60.0
121.946,14.9253731343,68.4850004167,73.6434090004,1.84510383414,3.0,10.117685761,21.2140414715,97.0,134.466666667,95,22.4797,254.0,95,45.8941,68.484,-75.3879,68.500251948,68.6184,0.18769,45.0
122.655,17.2807017544,69.3686443661,73.3957349292,1.87328248963,3.0,13.8674861254,14.1162258557,119.0,132.592105263,96,23.3615,210.0,96,46.1136,69.3706,-76.3723,69.3860598932,69.5062,0.236947,70.0
123.375,13.5066666667,70.540917329,71.5299861886,1.87607355869,3.0,11.7591080539,12.2970969643,100.0,125.7375,97,23.3561,166.0,97,46.3084,70.5409,-77.5277,70.5593901413,70.6881,0.239841,67.0
124.166,16.7457627119,71.5364802644,71.3581265966,1.93221453667,3.0,14.9955849099,10.8959133022,114.0,124.913580247,98,23.8657,193.0,98,46.4785,71.5376,-78.6908,71.5616008659,71.6829,0.229455,84.0
124.895,11.5862068966,72.5371675017,76.0029289875,1.93572200248,3.0,8.56959571216,30.992244492,94.0,146.130434783,99,25.1071,245.0,99,46.6894,72.5382,-79.91,72.5659363353,72.7096,0.247194,40.0
125.486,13.5675675676,73.7050765186,71.5558296344,2.00949237085,3.0,9.14756071618,24.8119323217,49.0,128.551282051,100,27.2604,164.0,100,46.8955,73.702,-81.0612,73.7326018606,73.8723,0.132318,37.0
126.061,14.303030303,74.9294190132,73.8442646139,1.92934451088,3.0,12.3680547661,18.5382947186,58.0,135.297297297,101,25.6858,174.0,101,47.1688,74.9301,-82.4281,74.9693069779,75.1009,0.2261,69.0
126.743,12.9135802469,75.9748195408,67.8898568287,2.0974356984,3.0,11.3237405272,28.3589585496,47.0,117.639534884,102,29.7981,167.0,102,47.4113,75.9758,-83.6543,76.0519736552,76.1922,0.233396,63.0
127.519,15.8125,76.9835220438,41.2105821484,2.05323327333,3.0,12.900914454,26.9542112883,40.0,55.6777777778,103,29.2126,156.0,103,47.6264,76.9846,-84.9534,77.0555601603,77.1945,0.353335,56.0
128.132,14.2,78.354536439,72.7075695846,2.11276906441,3.0,15.0471639473,11.0055272707,96.0,129.820512821,104,29.9698,156.0,104,47.7935,78.3496,-86.4421,78.4277325722,78.5684,0.229655,103.0
128.874,10.7956989247,79.731534826,72.0217252065,2.14369943881,3.0,8.27557507313,9.12005771099,93.0,127.164556962,105,30.4072,150.0,105,47.962,79.7356,-87.858,79.8033917977,79.9564,0.120359,41.0
129.56,10.3541666667,80.9996821844,41.792370227,2.19110946011,3.0,7.79152740517,19.366449581,43.0,55.408839779,106,31.613,163.0,106,48.1888,80.9993,-89.2878,81.0764537453,81.2219,0.266999,39.0
130.164,10.9239130435,82.1948960001,71.0585968392,2.2430256138,3.0,12.0336789124,15.7967292816,84.0,124.716049383,107,33.6649,151.0,107,48.3601,82.1953,-90.8436,82.2699550338,82.4199,0.183561,64.0
130.818,10.0707070707,83.5714690726,72.3818624693,2.33578227141,3.0,9.51262056455,12.2798295726,116.0,128.641025641,108,36.5103,221.0,108,48.4241,83.5689,-92.3351,83.6489806176,83.8082,0.0943031,48.0
131.578,8.27049180328,84.9472649501,72.4096866639,2.32052553044,3.0,7.54987448082,5.92973318963,102.0,128.307692308,109,36.6218,143.0,109,48.5333,84.9479,-94.051,85.0142698552,85.1745,0.123423,55.0
132.359,9.25,86.0987854628,71.8550510278,2.39584602248,2.0,10.6676431845,20.4262958817,78.0,128.371794872,110,38.8627,163.0,110,48.6292,86.0997,-95.5489,86.17356026,86.3431,0.0973128,55.0
133.041,10.0202020202,87.9732759222,65.8163100207,2.41709939868,3.0,9.34520867673,22.3142696595,80.0,109.25,111,40.2524,148.0,111,48.7531,87.9685,-97.4863,88.0344768025,88.205,0.196669,53.0
133.691,9.21698113208,89.5617448433,52.602270301,2.48510732845,3.0,8.44628389537,41.7732751537,47.0,82.0409836066,112,41.4964,164.0,112,48.9102,89.558,-99.3032,89.6298142432,89.7984,0.229994,47.0
134.64,11.3296703297,91.0125376941,72.0463855552,2.53300952935,3.0,10.2646892279,25.8763178685,117.0,129.076923077,113,42.5032,303.0,113,49.046,91.0122,-101.1,91.0867741932,91.2643,0.193009,49.0
135.484,8.83185840708,92.7051061549,86.9725090929,2.60580661259,3.0,9.39582156695,72.5922010571,117.0,224.711111111,114,45.9863,452.0,114,49.1972,92.701,-103.069,92.7905821258,92.9646,0.105744,64.0
136.211,10.01,94.4997091983,89.0110151242,2.69293097763,3.0,10.6155499151,109.138988767,124.0,260.58974359,115,46.534,557.0,115,49.307,94.4995,-104.776,94.5819130727,94.7678,0.165479,60.0
136.975,9.1376146789,95.9170184458,64.7972933325,2.68168413396,2.0,10.9422737938,39.0093752581,42.0,111.844444444,116,48.4479,219.0,116,49.4822,95.9188,-106.493,96.0008648296,96.1841,0.155532,70.0
137.859,8.58620689655,97.6575582939,89.0819188951,2.68960719924,3.0,9.23269020226,134.904065687,122.0,287.514285714,117,50.028,584.0,117,49.6353,97.6554,-108.223,97.7344670837,97.9153,0.117863,49.0
138.813,9.49523809524,98.8890056787,93.7683203525,2.84007648453,3.0,9.27887904716,164.201248292,119.0,364.862068966,118,54.2444,700.0,118,49.7552,98.8829,-109.696,98.9576316836,99.1523,0.173346,45.0
139.664,10.6210526316,100.548080865,99.9956828753,2.80450921009,3.0,10.1350657021,0.0,1000.0,1000.0,119,54.3125,1000.0,119,49.9135,100.55,-111.539,100.61454873,100.817,0.194859,48.0
140.614,9.73786407767,102.15688269,95.220395423,2.80021424073,2.0,9.58250951691,170.250098837,129.0,393.5,120,55.4293,795.0,120,50.071,102.154,-112.934,102.222511052,102.416,0.159646,49.0
141.269,8.36134453782,103.122277878,99.8824298632,2.85950609937,3.0,7.69014549199,162.13860003,436.0,948.727272727,121,56.2132,1000.0,121,50.2253,103.12,-114.302,103.188808197,103.383,0.146772,44.0
142.11,10.5368421053,104.543174472,99.9956828753,2.81535468773,2.0,10.5997125346,0.0,1000.0,1000.0,122,55.8635,1000.0,122,50.3864,104.542,-115.752,104.604470841,104.814,0.212037,67.0
142.872,13.3333333333,105.822020483,99.9956828753,2.95090445385,3.0,13.3759319509,0.0,1000.0,1000.0,123,58.775,1000.0,123,50.6081,105.818,-117.09,105.891399538,106.111,0.265598,60.0
143.638,11.0333333333,107.074958288,99.9956828753,2.98496333169,2.0,10.1230759489,0.0,1000.0,1000.0,124,62.7172,1000.0,124,50.7992,107.076,-118.444,107.152768257,107.378,0.238551,52.0
144.351,10.101010101,107.82870822,99.9956828753,3.00862432256,3.0,9.47244269958,0.0,1000.0,1000.0,125,62.4635,1000.0,125,50.9396,107.825,-119.712,107.900406588,108.121,0.207694,41.0
145.099,10.8817204301,109.386387847,68.4866423549,2.99596385845,3.0,10.1725431235,112.547547874,42.0,155.584615385,126,60.8551,568.0,126,51.0736,109.388,-121.079,109.464373537,109.689,0.203581,53.0
145.856,10.3263157895,110.538282892,99.9956828753,2.97167692104,2.0,10.995158844,0.0,1000.0,1000.0,127,64.997,1000.0,127,51.2401,110.533,-122.471,110.62182626,110.842,0.303522,59.0
146.657,12.1686746988,111.681031016,99.95654392,3.09078321638,3.0,10.2755051787,132.997483354,544.0,946.181818182,128,68.0886,1000.0,128,51.4133,111.678,-123.594,111.769101035,111.993,0.420525,55.0
147.356,11.0659340659,112.813236747,99.9956828753,3.04050794763,3.0,10.8666261915,0.0,1000.0,1000.0,129,66.1662,1000.0,129,51.6007,112.816,-124.831,112.897521128,113.133,0.342573,69.0
148.023,14.0985915493,114.153067425,99.9956828753,3.08913213288,3.0,14.2118329289,0.0,1000.0,1000.0,130,66.0866,1000.0,130,51.7997,114.149,-126.179,114.230905814,114.47,0.348958,81.0
148.761,10.1734693878,115.018622778,99.9956828753,3.11915611161,3.0,9.21071415854,0.0,1000.0,1000.0,131,71.0926,1000.0,131,51.9355,115.02,-127.036,115.107753655,115.34,0.323454,48.0
149.617,11.2247191011,115.879480469,99.9956828753,3.05488536947,3.0,8.90493211273,0.0,1000.0,1000.0,132,69.1339,1000.0,132,52.1037,115.881,-128.2,115.965124378,116.213,0.260709,49.0
150.433,12.2073170732,116.770559433,99.9956828753,3.14738378141,3.0,10.25020857,0.0,1000.0,1000.0,133,70.9881,1000.0,133,52.2047,116.766,-129.059,116.856979567,117.097,0.354843,55.0
151.132,13.038961039,117.883807513,99.9956828753,3.14143462884,3.0,11.7378747146,0.0,1000.0,1000.0,134,71.0895,1000.0,134,52.4113,117.885,-130.224,117.9770096,118.222,0.356859,65.0
