Iteration,AverageAbsQ,Epoch,AverageEsReturn,AverageAction,AveragePolicySurr,AverageQ,StdEsReturn,PolicyRegParamNorm,MinEsReturn,AverageReturn,MinReturn,AverageY,AverageAbsY,AverageAbsQYDiff,StdReturn,QFunRegParamNorm,AverageQLoss,MaxReturn,AverageDiscountedReturn,MaxEsReturn
4598,1.85724e+06,4598,20.0019965469,0.359295,-1.9687e+06,1.85373e+06,21.3093456635,271.05,3.79938689275,992.545355306,991.110127092,1853978.14277,1854184.48457,73304.187212,0.733714388566,5066.21,3.17383e+10,993.498329967,97.9761505222,95.0919434817
4599,1.85901e+06,4599,26.5502791096,0.327403,-1.96865e+06,1.85536e+06,35.6555114505,271.071,4.01955637812,998.315574257,996.929639905,1855440.57289,1855569.61957,72210.3093732,0.660985150204,5067.97,3.06742e+10,999.222683455,100.746471477,197.531393469
4600,1.85628e+06,4600,21.9429439922,0.512697,-1.96747e+06,1.85265e+06,28.1986445968,271.075,2.57360223219,973.641273706,966.591488817,1852925.68194,1853101.45907,74016.3089577,8.92759312631,5069.81,3.25422e+10,988.018692422,90.0359639788,142.315320065
4601,1.86072e+06,4601,17.2845402277,0.584873,-1.97069e+06,1.85726e+06,19.4259843694,271.072,3.8642630073,970.549040156,969.52398443,1857340.43511,1857480.82886,73017.8764032,0.49365999301,5071.54,3.13723e+10,971.275577064,90.4495193524,92.4607091246
4602,1.86365e+06,4602,18.3592783718,0.58573,-1.97472e+06,1.86003e+06,21.9807345395,271.139,3.87226207771,969.19458184,968.308760917,1860037.3106,1860290.04022,73212.438051,0.686339680742,5073.29,3.15412e+10,970.47610607,94.3788478371,97.5026558668
4603,1.86542e+06,4603,29.5561006241,0.355532,-1.9753e+06,1.86183e+06,31.9806859591,271.196,4.18335682894,1004.66401962,1003.87565163,1862177.54968,1862264.94265,72989.7137891,0.706336166559,5074.94,3.1613e+10,1006.13139684,104.242464351,115.95811138
4604,1.86801e+06,4604,16.6886431031,0.297306,-1.97808e+06,1.86451e+06,19.2257017911,271.227,4.12011220634,998.661858826,997.094674765,1864685.28193,1864871.94604,73048.3203413,0.852324959841,5076.59,3.2144e+10,999.741105164,100.811803713,106.236975941
4605,1.86612e+06,4605,20.1290570345,0.379779,-1.97734e+06,1.86257e+06,21.7473081093,271.291,4.20888264622,998.844123519,997.720099097,1862598.81662,1862711.53471,75334.7326851,0.599939675165,5078.31,3.37919e+10,999.813953896,101.590049569,103.334414029
4606,1.87134e+06,4606,20.0615591651,0.320946,-1.982e+06,1.8682e+06,22.3872982399,271.321,4.0967336042,995.666749809,995.238474277,1868296.59642,1868436.35456,73333.042328,0.573411476361,5080.02,3.14316e+10,997.308180434,99.5482478081,120.17991234
4607,1.86731e+06,4607,22.5869364741,0.326511,-1.97817e+06,1.86378e+06,25.947574584,271.349,4.07014334764,1000.94779296,1000.09082116,1863978.48629,1864088.85854,74291.2100751,0.634208589509,5081.66,3.28024e+10,1002.28418777,102.04815254,97.2448478768
4608,1.87157e+06,4608,29.8056459554,0.508376,-1.97908e+06,1.86806e+06,39.5491549161,271.418,4.16376451375,977.771901191,973.823113386,1868216.2381,1868365.88887,72014.2312227,6.99366331676,5083.34,3.08792e+10,998.398791989,98.1201801711,182.205649918
4609,1.87012e+06,4609,20.4325211416,0.279604,-1.98026e+06,1.86652e+06,24.463081793,271.472,3.68571136763,974.966068898,968.06019396,1866616.92895,1866822.33912,73066.4865887,5.07346040494,5085.02,3.1126e+10,980.025352936,93.2940164213,104.791077193
4610,1.87389e+06,4610,20.1542004096,0.594886,-1.98427e+06,1.87032e+06,25.3702851444,271.536,3.91930043973,966.722534572,965.79483865,1870549.65243,1870790.98641,74657.2193757,0.678495016492,5086.79,3.25919e+10,967.678749148,91.2065160789,110.27288695
4611,1.87421e+06,4611,21.0776845152,0.51965,-1.9855e+06,1.87063e+06,20.7761856962,271.573,3.83874687446,971.37069937,969.396371837,1870801.09894,1870957.9731,72686.3362581,1.77665045553,5088.49,3.13611e+10,974.406142133,92.4658860527,82.4207482367
4612,1.87885e+06,4612,26.216465667,0.427733,-1.98925e+06,1.87548e+06,30.8536172835,271.618,3.93402580811,977.295122308,975.393669513,1875729.51097,1875957.42475,74436.8563669,1.27869883955,5090.19,3.27868e+10,980.032956806,93.3930282817,107.791707476
4613,1.87986e+06,4613,24.0986394513,0.301793,-1.99175e+06,1.87623e+06,27.8449722682,271.653,1.82467578441,999.062546194,997.543380625,1876277.37447,1876581.04329,74798.547573,1.02862525188,5091.94,3.34309e+10,1000.2893824,101.066529236,116.17240141
4614,1.8789e+06,4614,21.1695662629,0.288724,-1.99027e+06,1.87534e+06,30.5924990495,271.656,3.95775923666,1000.31762493,998.874594191,1875517.90022,1875592.2177,74528.9154934,1.04422291826,5093.62,3.29212e+10,1002.17571714,102.064041915,153.76976797
4615,1.88416e+06,4615,28.0402183415,0.313787,-1.99429e+06,1.88089e+06,32.4862251528,271.703,3.91979451838,998.231983466,992.459844341,1881060.9301,1881231.12095,73688.6836808,2.48307246301,5095.34,3.23705e+10,1001.15082574,101.997970942,127.418449547
4616,1.88285e+06,4616,23.0000855885,0.644049,-1.99241e+06,1.87933e+06,27.2187607696,271.754,3.92129804853,966.126965364,965.453721884,1879407.1982,1879617.59551,72862.3657718,0.365997387071,5097.0,3.12385e+10,966.836102482,94.870871889,127.221274293
4617,1.8845e+06,4617,20.0556622312,0.338623,-1.99364e+06,1.88097e+06,23.6060759442,271.766,3.84342149401,991.978840326,991.038905468,1881134.07438,1881237.81481,72243.4843133,0.518796620808,5098.7,3.1132e+10,992.86221964,99.1901548748,108.257471857
4618,1.88641e+06,4618,22.992607428,0.291574,-1.99717e+06,1.88288e+06,25.4677824453,271.759,3.79495333851,1001.68780378,999.553210715,1883075.73969,1883300.47878,74394.2870971,1.08715022334,5100.44,3.26954e+10,1003.16254786,102.284783588,91.0126138683
4619,1.88569e+06,4619,20.3065346046,0.382628,-1.99648e+06,1.88189e+06,20.5122975662,271.795,3.94613205083,991.584324952,989.910853476,1881957.69418,1882083.22268,74689.8476198,1.03306985773,5102.18,3.33371e+10,993.107108783,97.0277759455,82.3299031143
4620,1.8876e+06,4620,23.0088666361,0.287652,-1.99865e+06,1.88398e+06,24.471472417,271.854,4.02831848291,1003.96482956,1003.01295322,1884125.62407,1884254.61984,74788.8927302,0.643190816518,5103.94,3.31452e+10,1005.05878089,102.564580491,102.25261034
4621,1.88623e+06,4621,25.3296674903,0.336465,-1.99809e+06,1.88258e+06,27.5610422016,271.894,4.54525137242,991.731544097,969.672243102,1882908.25758,1883046.43991,74489.847313,7.37861882531,5105.67,3.31229e+10,995.193451868,97.9577477475,106.452726613
4622,1.88967e+06,4622,19.4078507869,0.378439,-2.00089e+06,1.88594e+06,17.4426971937,271.934,3.30529368238,986.874223976,983.89051878,1885881.88858,1886060.64081,74541.0987686,1.20902999029,5107.35,3.28502e+10,988.107554994,96.9606865941,78.9870777239
4623,1.88938e+06,4623,24.1508886326,0.53185,-2.00254e+06,1.88599e+06,23.5771805877,271.998,4.08175831393,966.844597864,965.589095079,1886282.21735,1886452.03301,75644.7654606,0.891329489398,5109.18,3.37842e+10,967.861289665,92.0282128967,116.124381957
4624,1.89265e+06,4624,28.7666344314,0.518308,-2.00505e+06,1.88901e+06,37.6609487859,272.028,4.13583321497,968.844485846,967.350217073,1889008.69142,1889217.58882,75138.0392165,0.84151959253,5110.96,3.35466e+10,970.112954302,91.3565710697,152.391383715
4625,1.8911e+06,4625,14.5441464059,0.334724,-2.0025e+06,1.88738e+06,21.6225641493,272.052,4.00138996045,976.153816148,974.78003331,1887680.15479,1887822.41961,74310.8916742,0.871832463141,5112.67,3.26011e+10,977.861519868,88.1888452296,147.599739325
4626,1.89225e+06,4626,22.7156694768,0.408653,-2.00593e+06,1.88868e+06,21.2062914515,272.073,3.74447331584,974.251773769,972.769605926,1888860.55357,1889009.42831,76648.0066994,1.6377800926,5114.49,3.43192e+10,977.27734574,89.3908605981,99.6309251866
4627,1.8986e+06,4627,15.9722530491,0.458409,-2.00948e+06,1.89493e+06,25.9361393248,272.091,3.55653843344,970.29347443,968.6739113,1894956.58299,1895074.57957,74580.7590096,0.797383316311,5116.15,3.40801e+10,971.206571709,95.4854736093,156.365736921
4628,1.89724e+06,4628,14.9405319331,0.525525,-2.01034e+06,1.89375e+06,18.0514290758,272.142,3.37477722532,968.564644829,967.662197199,1893910.80405,1894019.55584,75151.832856,0.576399443282,5117.92,3.325e+10,969.380209258,93.4686495226,95.0402937907
4629,1.89843e+06,4629,19.8450486294,0.533441,-2.01296e+06,1.89478e+06,22.6822629203,272.181,4.13244473185,967.90273828,966.762595359,1894976.59706,1895103.27177,75513.2008424,0.562982365311,5119.8,3.32215e+10,968.969281396,93.6077713499,104.027549599
4630,1.90205e+06,4630,17.4599964197,0.46667,-2.01333e+06,1.89843e+06,21.9119444539,272.236,3.37922487616,969.284465626,965.832900339,1898608.68142,1898734.65632,74166.8523188,2.25055680387,5121.49,3.19616e+10,972.476965662,87.012978475,98.8945880775
4631,1.90313e+06,4631,26.4749932086,0.472914,-2.01472e+06,1.89932e+06,27.7694706563,272.279,4.74976004676,967.771706491,965.458288009,1899498.3895,1899720.73178,75271.4804397,2.25490754007,5123.22,3.39767e+10,971.444129923,87.0950378394,114.588487536
4632,1.90493e+06,4632,17.1857442307,0.438089,-2.01858e+06,1.90144e+06,15.6464714302,272.327,3.9745077645,969.857417124,968.550150166,1901702.95679,1901967.78714,75350.8412157,0.884687828792,5124.97,3.40164e+10,971.191061314,82.8097662596,64.6144567103
4633,1.90705e+06,4633,21.6643334432,0.545409,-2.01922e+06,1.9036e+06,20.8983148473,272.374,3.793945434,966.854938433,965.74777342,1903713.45744,1903921.26904,73857.5216405,0.706294838273,5126.69,3.23803e+10,967.720026254,92.3535305648,92.7435392998
4634,1.90955e+06,4634,19.6854879923,0.533085,-2.02267e+06,1.90603e+06,27.5055487004,272.425,3.78550617101,966.232569317,964.536846215,1906222.56069,1906426.25639,74564.0740927,0.63750514804,5128.39,3.25365e+10,967.053329402,85.0092050074,159.813718816
4635,1.9123e+06,4635,16.4709568235,0.509699,-2.02423e+06,1.90853e+06,23.1417574459,272.441,3.71835938664,966.537409988,965.668069993,1908537.31055,1908736.42305,75367.8619333,0.584718308918,5130.15,3.30927e+10,967.824072832,86.4247383742,113.446388943
4636,1.91034e+06,4636,18.1366867123,0.524203,-2.02291e+06,1.90668e+06,27.8028766869,272.512,3.67277735241,965.480512622,964.461242909,1906964.76818,1907225.81089,74864.3545508,0.824001038501,5131.93,3.31233e+10,966.910026127,82.5455830214,141.949925035
4637,1.91047e+06,4637,18.6205593655,0.329737,-2.02418e+06,1.90677e+06,20.5529716972,272.596,3.71629965451,976.568858769,975.255695014,1906870.36832,1907126.40061,76253.1458313,1.03343073261,5133.72,3.44256e+10,978.323324113,87.2734084265,98.4548640287
4638,1.91316e+06,4638,19.6039464859,0.377246,-2.02615e+06,1.90946e+06,22.8106165464,272.629,2.5436631903,975.485934938,971.782732475,1909596.61594,1909701.41229,75269.7389809,2.89869569007,5135.48,3.31554e+10,979.567245042,89.5375932908,101.784051746
4639,1.91368e+06,4639,23.8036114506,0.456739,-2.02662e+06,1.91016e+06,27.308133263,272.653,3.59893798807,972.709911405,971.579693098,1910206.68805,1910338.22933,75248.0319845,0.802176640752,5137.15,3.43069e+10,974.16511692,87.6987095757,113.559952696
4640,1.91458e+06,4640,21.9575646525,0.380558,-2.02856e+06,1.91095e+06,26.1419314723,272.746,1.89178238092,982.875470536,981.009393037,1911211.68637,1911431.68821,76066.9481371,0.827894400085,5138.92,3.36564e+10,984.31277532,94.7574546557,141.593879156
4641,1.91974e+06,4641,20.9658997527,0.415906,-2.03338e+06,1.91635e+06,23.6302062625,272.787,3.79137302353,974.720059327,972.717723724,1916521.62198,1916642.43072,75065.5447011,1.02202670725,5140.61,3.34429e+10,976.032446397,90.1352311579,131.109809963
4642,1.92164e+06,4642,15.658239994,0.504338,-2.0352e+06,1.91804e+06,19.2885981879,272.84,3.54724722919,968.454242923,967.124923632,1918175.4201,1918330.83205,75417.5067706,0.85527787275,5142.26,3.41572e+10,969.54690295,90.0341559645,115.724103854
4643,1.92124e+06,4643,20.7337021275,0.523108,-2.03381e+06,1.91743e+06,25.029792881,272.821,3.95193519624,969.040807756,968.493889751,1917678.59335,1917895.58431,74441.0075738,0.476986220965,5144.01,3.22071e+10,969.821155158,91.114643142,129.068761495
4644,1.91891e+06,4644,17.9746673129,0.415569,-2.03237e+06,1.91493e+06,18.5203876185,272.846,3.74248550489,976.891921102,974.729449512,1915053.96718,1915325.98311,75325.1284265,1.32995634045,5145.74,3.3306e+10,978.654481979,91.2778545386,80.592937349
4645,1.92416e+06,4645,18.4118563184,0.34137,-2.03619e+06,1.92037e+06,16.4320676943,272.904,4.16982396356,984.006576621,981.710732919,1920565.32913,1920737.68836,75981.5500929,1.17278491298,5147.46,3.44189e+10,985.327103984,94.0402018801,64.6322953789
4646,1.92545e+06,4646,21.0256396467,0.294653,-2.03914e+06,1.92163e+06,22.3888622371,272.938,3.84064905379,988.798173344,987.777823781,1921748.47286,1921943.10505,75129.6768903,0.614948083558,5149.19,3.30619e+10,990.09610613,96.1131165306,88.8594177293
4647,1.93003e+06,4647,22.0343750296,0.517574,-2.04358e+06,1.92621e+06,23.9441989764,272.963,3.93836017053,970.541366058,969.55574239,1926507.91068,1926608.13342,75091.2925645,0.773668282475,5150.89,3.3112e+10,972.40287176,94.5076188766,122.625276294
4648,1.9308e+06,4648,17.9132168078,0.541507,-2.04442e+06,1.92712e+06,19.8952995111,272.977,4.11592837665,970.182040038,968.423614418,1927136.84777,1927358.70356,75848.0523555,0.925747483475,5152.55,3.38172e+10,971.50795564,92.3047027822,115.121731082
4649,1.93294e+06,4649,19.9276118295,0.524227,-2.04541e+06,1.92909e+06,27.6142581536,273.024,3.98971654894,976.28144459,969.846644133,1929488.63555,1929666.68751,74636.1656297,3.13824351194,5154.26,3.30043e+10,980.280961659,93.2395835665,135.901590643
4650,1.93291e+06,4650,20.3562873214,0.315519,-2.04585e+06,1.92908e+06,20.4489930372,273.026,3.8530806219,993.296701181,992.604530096,1929047.97742,1929207.01367,75991.8868484,0.456481508019,5156.07,3.44965e+10,994.075500541,98.3829825587,91.6522455261
4651,1.93649e+06,4651,25.6899513163,0.324887,-2.05016e+06,1.93266e+06,39.367994071,273.038,4.09281172459,992.001013404,991.301663285,1932840.62297,1933063.53615,75661.3647768,0.54898322565,5157.89,3.3896e+10,993.12469445,98.0756881569,200.538536325
4652,1.93335e+06,4652,25.7736096617,0.407938,-2.04768e+06,1.92967e+06,32.7111105837,273.048,4.09930641704,19.8373039228,6.48064601796,1929845.86757,1929989.91214,77049.1353145,64.2485533802,5159.65,3.53005e+10,1017.63525861,14.6027170561,156.280302288
4653,1.93835e+06,4653,26.2087830398,0.506534,-2.0518e+06,1.93453e+06,29.1304241451,273.109,4.00858776332,969.23235918,965.866348525,1934696.73763,1934854.45098,76431.2038445,1.34499668093,5161.38,3.51038e+10,971.095693123,98.0097656883,127.028257491
4654,1.93771e+06,4654,33.2377753129,0.342457,-2.05018e+06,1.9338e+06,56.7061117868,273.145,4.56462580417,993.897489109,993.10517343,1933800.98638,1933985.90559,75514.1486073,0.61981805068,5163.06,3.40067e+10,995.072970581,98.0731172183,277.49485947
4655,1.94098e+06,4655,26.0555364668,0.339867,-2.05371e+06,1.9372e+06,36.9246921826,273.2,3.9632834141,993.895523227,992.075998632,1937369.86744,1937585.45021,75975.6547587,1.07106735884,5164.85,3.46878e+10,995.351916417,98.1641797207,199.028832839
4656,1.93511e+06,4656,26.9116359143,0.536685,-2.04954e+06,1.93123e+06,32.5344750806,273.232,4.14129986292,967.31475834,966.494893433,1931631.08236,1931823.80766,77071.4578076,0.676257559942,5166.61,3.51402e+10,968.58147778,90.3624836139,130.956140164
4657,1.94232e+06,4657,29.8920719006,0.532576,-2.0559e+06,1.93867e+06,33.7627249518,273.271,3.36131036074,970.826877856,969.853937196,1938728.48617,1938946.53074,76479.1235673,0.574392284087,5168.31,3.51425e+10,971.574649975,94.7914612167,169.211052478
4658,1.94279e+06,4658,28.5022224822,0.461775,-2.05485e+06,1.93905e+06,31.0490491318,273.268,3.80323216111,971.803055468,970.424351395,1939216.78256,1939377.47047,74386.1284789,0.640806056356,5169.96,3.30738e+10,972.761235047,96.5934020909,127.963585326
4659,1.93907e+06,4659,19.5011362358,0.437015,-2.05537e+06,1.93526e+06,20.6910139577,273.316,3.8775910535,976.512105354,971.206044176,1935297.0593,1935496.95456,76466.014767,2.15719528186,5171.74,3.39659e+10,979.144326789,91.6601702235,116.643156212
4660,1.94546e+06,4660,18.9172592725,0.381553,-2.05941e+06,1.9418e+06,29.3917543203,273.355,3.78714922305,978.535203451,976.413347537,1941950.46978,1942075.83738,75398.0202746,1.36734845044,5173.46,3.34689e+10,980.869241771,92.1463336443,187.300405932
4661,1.947e+06,4661,20.2489280957,0.346876,-2.0607e+06,1.94353e+06,28.8762033552,273.405,4.06154970417,975.762959066,974.196135601,1943614.58385,1943869.42215,76014.500584,1.14456486767,5175.17,3.46847e+10,977.879485977,88.5865775806,167.891679573
4662,1.94546e+06,4662,19.1879238949,0.461106,-2.06034e+06,1.94176e+06,27.7855019601,273.489,1.71261875189,970.429562761,967.852346473,1941862.28165,1942116.72561,77069.6732968,0.979423388454,5176.95,3.48829e+10,971.71431599,91.3948358996,147.540623063
4663,1.94767e+06,4663,18.4177764629,0.507689,-2.06309e+06,1.94381e+06,21.5875773122,273.564,4.03497454354,966.72273165,966.247682975,1944119.93543,1944356.8254,76787.3515534,0.45559361627,5178.69,3.45843e+10,967.756406539,87.2824848367,104.634262796
4664,1.95061e+06,4664,22.2611022958,0.487933,-2.06248e+06,1.94694e+06,26.9802091237,273.615,1.79483225177,970.032248747,969.2862794,1946904.41611,1947121.7576,74811.4203316,0.476338234062,5180.35,3.32324e+10,971.02148314,89.3433528007,104.455818595
4665,1.95107e+06,4665,20.4663224719,0.331173,-2.06615e+06,1.94754e+06,20.1743657101,273.653,3.21959933841,996.645041848,995.635512681,1947536.13929,1947712.10946,75848.9707453,0.576615918136,5182.16,3.34778e+10,997.694869488,99.6968151742,84.1162544843
4666,1.95321e+06,4666,27.0746963969,0.520127,-2.06708e+06,1.94956e+06,38.6280827616,273.657,4.13893169462,968.555228249,967.793262768,1949712.37169,1949951.20617,75669.7298069,0.660419132186,5183.94,3.34959e+10,969.769102984,89.1631912276,171.690293809
4667,1.95254e+06,4667,20.9839715509,0.504635,-2.06605e+06,1.94864e+06,22.6058738094,273.688,3.90382837007,970.970183474,969.924546295,1948709.5124,1948906.10992,76063.6480379,0.607908141028,5185.71,3.45687e+10,971.905118108,92.5024445566,102.816149437
4668,1.95338e+06,4668,22.4633925443,0.308403,-2.07049e+06,1.94973e+06,24.3259324347,273.728,4.02151155009,991.752202289,990.283305535,1949927.66572,1950104.67559,78273.8022973,0.829709946326,5187.51,3.56893e+10,993.405341744,96.5884374865,92.0668079912
4669,1.95589e+06,4669,21.1691205851,0.303953,-2.06994e+06,1.9521e+06,25.3064024285,273.792,4.184545675,988.949574471,987.731017483,1952280.14009,1952538.44484,77338.1517411,0.473921156104,5189.2,3.63824e+10,989.430968836,94.5582221183,133.88811986
4670,1.9585e+06,4670,21.2443844042,0.521554,-2.07077e+06,1.95456e+06,19.5616199203,273.843,4.04495616745,966.736986065,965.698448916,1954820.11909,1955021.06652,76136.2182533,0.618177269749,5190.91,3.50392e+10,967.674716041,86.5869720428,68.1795585907
4671,1.96039e+06,4671,15.6755332772,0.406542,-2.07653e+06,1.95678e+06,18.1008487566,273.897,3.76615526611,978.358146613,976.415914935,1956942.10726,1957214.76759,76314.3195556,1.38699603596,5192.64,3.55234e+10,981.012803584,89.2331841744,79.7267432
4672,1.96021e+06,4672,31.9769784277,0.446977,-2.07542e+06,1.95664e+06,30.1462878835,273.962,4.06821647354,974.190367414,972.25209578,1956796.37963,1956985.01412,75923.6461764,0.811523916595,5194.35,3.41841e+10,975.304555738,97.2475223389,101.175772572
4673,1.95715e+06,4673,16.6221581887,0.453712,-2.07456e+06,1.9532e+06,18.6415133092,273.97,3.95022933686,975.784672778,974.698391249,1953381.31241,1953667.50864,77428.8546767,0.755373707862,5196.11,3.5417e+10,976.69793674,94.2821549254,86.8494761887
4674,1.96306e+06,4674,19.1836010259,0.299664,-2.07716e+06,1.95932e+06,26.8151718324,274.009,3.56602730702,993.399164062,992.30979957,1959538.69123,1959755.87784,76735.2460737,0.693278564978,5197.8,3.49417e+10,994.874680984,98.4917063078,136.365603069
4675,1.96676e+06,4675,20.587685545,0.428997,-2.08145e+06,1.96294e+06,22.6639171278,274.061,3.51630070782,975.457601895,973.004677694,1963100.27456,1963321.89697,76823.9327802,4.96047456843,5199.48,3.53379e+10,990.198579909,93.6607661201,99.8267938724
4676,1.96453e+06,4676,19.3358937542,0.484457,-2.08234e+06,1.9608e+06,21.3529132523,274.066,4.54425621637,971.843145194,970.850428182,1960979.8969,1961194.36182,79074.3969231,0.92670161305,5201.36,3.63703e+10,973.949031511,89.4145558973,79.8259218408
4677,1.96089e+06,4677,22.291666265,0.517932,-2.07919e+06,1.95696e+06,27.372690001,274.1,3.73015148012,968.13927481,967.04148177,1957167.62111,1957411.27795,78028.8845218,0.615959010143,5203.15,3.55778e+10,968.918900546,89.0040526997,142.397561359
4678,1.96475e+06,4678,22.7430471392,0.488515,-2.08021e+06,1.96077e+06,24.5978753119,274.157,3.60375163823,967.168124178,966.201239743,1960897.6049,1961095.72504,77018.7854843,0.538888949317,5204.84,3.51416e+10,967.918108889,89.683469561,100.466886211
4679,1.97088e+06,4679,26.6687818859,0.475071,-2.08807e+06,1.9671e+06,24.5840841509,274.227,3.5887048496,970.132646078,968.7374864,1967206.83724,1967430.34446,77909.7197779,1.02530798945,5206.55,3.56023e+10,972.042493691,89.3396460676,99.3645901746
4680,1.96965e+06,4680,18.1442540818,0.446855,-2.0867e+06,1.96581e+06,19.2117274352,274.276,3.10663628665,971.417709179,968.24733195,1965887.86602,1966153.96971,78088.5306011,3.07847506557,5208.38,3.62407e+10,978.990026855,86.8284754875,89.7923621291
4681,1.9697e+06,4681,19.5493074557,0.401316,-2.08693e+06,1.96588e+06,24.9538166947,274.312,3.50894905027,977.685740926,974.96297307,1965940.59478,1966154.44805,78380.9423113,1.72036923077,5210.12,3.61302e+10,980.610680201,87.4332806321,100.556383437
4682,1.9702e+06,4682,10.8065714252,0.401676,-2.08633e+06,1.96598e+06,14.0521936705,274.338,3.02832534957,976.665819949,975.699720597,1966168.18809,1966485.59675,77456.9304474,0.651295111052,5211.85,3.51599e+10,977.585438311,87.3092280559,72.6195234572
4683,1.97695e+06,4683,15.4973198474,0.308423,-2.09287e+06,1.97283e+06,15.1440225421,274.37,3.59981163563,983.62837134,981.345528763,1973015.61363,1973331.79348,76479.9958943,1.00729575161,5213.53,3.44734e+10,984.75109141,90.6376939656,70.0324955969
4684,1.97931e+06,4684,15.9066200271,0.531524,-2.0936e+06,1.97565e+06,15.9540880735,274.434,3.51885499987,968.019185264,966.570433649,1975741.5469,1975938.14152,77024.383511,0.83608622436,5215.24,3.59642e+10,969.602663563,92.0353954629,74.1064970707
4685,1.97461e+06,4685,21.2934579685,0.308031,-2.09183e+06,1.97077e+06,26.2199194928,274.471,3.16816306091,986.287138765,981.497342396,1970977.59566,1971205.30242,77731.1974978,1.70806244251,5216.92,3.55767e+10,987.50846369,93.0204471166,100.792201224
4686,1.97745e+06,4686,17.4844582691,0.433252,-2.09572e+06,1.9736e+06,22.0958182595,274.482,3.03434871245,973.795623167,969.793779857,1973936.24965,1974112.47636,78400.7131893,2.31964638248,5218.66,3.62741e+10,977.282978732,86.6081504558,96.4469181254
4687,1.98122e+06,4687,19.1868451258,0.475777,-2.09397e+06,1.97723e+06,25.751067999,274.504,3.17529333395,967.373279656,966.167353108,1977375.27322,1977574.74735,77613.373542,0.521176413116,5220.37,3.6389e+10,968.106084917,89.6549661266,148.033073277
4688,1.98132e+06,4688,17.996297513,0.348659,-2.09619e+06,1.97753e+06,25.0165740915,274.547,3.85482707881,976.934784154,975.799202289,1977859.02285,1978115.43689,78244.8025498,0.838665983808,5222.16,3.67845e+10,978.494216395,88.5309538724,112.659749474
4689,1.98367e+06,4689,16.0300787465,0.451702,-2.10015e+06,1.97995e+06,17.1213529705,274.562,3.21173662003,972.301984376,970.021588475,1979831.17622,1980051.07617,77059.1272349,1.05669016126,5223.85,3.50389e+10,973.961918346,85.6451794142,80.6777507167
4690,1.98106e+06,4690,19.7236505985,0.501022,-2.09758e+06,1.97722e+06,22.9059357064,274.607,3.28186953754,969.189119154,968.200390262,1977291.85407,1977497.35261,78648.5106744,0.562200823645,5225.48,3.71752e+10,970.085345239,87.7337563356,96.7503054558
4691,1.98376e+06,4691,18.6355636689,0.466759,-2.10098e+06,1.98009e+06,20.00792565,274.619,3.68491196615,970.327893735,969.842207495,1980176.69313,1980330.84761,77364.345421,0.458970031665,5227.23,3.52767e+10,971.138693924,90.7497203286,74.1647206256
4692,1.98546e+06,4692,20.8860219913,0.479058,-2.10147e+06,1.9816e+06,19.2708171516,274.636,3.82601590957,970.746304003,968.154594363,1981909.70193,1982218.89699,76011.7472375,1.92469067254,5228.95,3.42072e+10,974.50793881,87.5178676943,70.8040723498
4693,1.9888e+06,4693,20.5987350413,0.36197,-2.10312e+06,1.98484e+06,26.8179214481,274.677,3.91566478787,974.286774458,973.387414547,1984963.06658,1985315.47811,76692.2433818,0.813389276072,5230.67,3.55907e+10,976.25812638,84.923774329,173.628012358
4694,1.98823e+06,4694,20.9880296371,0.452942,-2.10418e+06,1.98421e+06,27.7228996079,274.725,3.98196204739,969.086437344,964.738809298,1984303.37682,1984537.91862,77496.8811731,3.90865591146,5232.38,3.58544e+10,973.718015952,85.0474683771,144.089914866
4695,1.99091e+06,4695,14.5642971974,0.285112,-2.105e+06,1.98715e+06,15.2648918891,274.782,3.8910535176,976.671854528,975.583698169,1987306.76913,1987509.63126,77471.4790349,0.708971144487,5234.01,3.66077e+10,977.558790139,87.091925454,79.3115820969
4696,1.98628e+06,4696,21.1941380062,0.0712422,-2.10395e+06,1.98213e+06,24.0002304392,274.788,3.82701376632,1014.96117161,1013.87144065,1982337.20386,1982556.88327,79014.5246532,0.697425776022,5235.8,3.78245e+10,1016.08235757,109.448593425,94.4234452749
4697,1.98967e+06,4697,21.6252056742,0.403277,-2.10583e+06,1.98567e+06,31.9104529781,274.832,3.81996329453,973.655623963,968.189711397,1985562.15621,1985730.72917,78997.4674304,2.86618996748,5237.51,3.68233e+10,976.847208795,86.8026176268,163.160944068
4698,1.98811e+06,4698,18.2307835933,0.308858,-2.10542e+06,1.98407e+06,17.8661453937,274.899,3.60461799297,976.620951409,975.374113657,1984299.30518,1984464.0048,79009.2452893,0.666691253568,5239.19,3.7543e+10,977.862896085,86.4992224734,78.8921464243
4699,1.99032e+06,4699,20.3199654377,0.321083,-2.10506e+06,1.98637e+06,21.7199384959,274.958,3.49932117249,977.86442719,976.886870753,1986422.20701,1986687.3606,77123.5265631,0.865018894184,5240.82,3.51648e+10,979.378370558,88.5115050955,95.4024037393
4700,1.98852e+06,4700,14.7556905133,0.46778,-2.10415e+06,1.98449e+06,16.2058688646,275.012,3.40544983826,968.740893308,967.857345887,1984905.06369,1985199.42101,78603.1215946,0.45936605624,5242.4,3.71783e+10,969.667145267,87.2831649239,72.5724623871
