AverageY,AverageEsReturn,StdReturn,AverageDiscountedReturn,MinReturn,PolicyRegParamNorm,MaxEsReturn,Epoch,StdEsReturn,AveragePolicySurr,AverageQLoss,AverageReturn,AverageAbsY,MaxReturn,AverageAbsQYDiff,MinEsReturn,QFunRegParamNorm,Iteration,AverageQ,AverageAction,AverageAbsQ
322.434780521,230.253435555,756.337152308,229.401673318,712.767384289,71.5957,1040.32816169,392,310.902578945,-327.491,237.144,1271.21890831,322.554361931,3049.93958887,6.40678773264,9.80568985037,135.635,392,322.422,0.72782,322.619
322.601548182,231.029919996,556.353385711,208.722634155,279.584159463,71.6977,770.028580008,393,240.078178271,-327.915,255.604,1160.05267564,322.684901968,2539.51952323,6.59056590233,11.7929122208,135.821,393,322.563,0.698918,322.744
322.577024077,225.648922378,914.128244118,205.275122031,296.766152226,71.7803,619.220505077,394,178.926232106,-328.072,299.588,1314.15474422,322.714692561,2926.83110801,6.831879526,10.165118358,136.105,394,322.574,0.711556,322.81
323.89949438,157.774504438,487.726567671,206.118918906,554.396879171,71.805,593.038196968,395,200.426275194,-329.216,261.605,822.894539057,324.002389989,2728.09648234,6.53318555206,7.96869331864,136.238,395,323.901,0.633194,324.15
323.354210363,248.049428318,296.815760103,153.695965941,276.132213235,71.8857,738.27845072,396,243.932555315,-328.623,288.176,332.986905508,323.520673547,2737.22703542,6.78480815008,10.6948990558,136.416,396,323.331,0.742926,323.648
324.042534103,166.329487483,42.2945825887,117.991907156,164.13250484,71.9685,510.565833913,397,161.33764022,-329.183,304.929,195.957386431,324.163311529,274.115925868,6.88259876571,7.80258440891,136.579,397,324.03,0.721019,324.289
325.214342828,196.043418693,2.73615141164,103.802384337,153.706360491,72.0146,672.718407101,398,174.870085687,-330.808,316.306,159.739765651,325.326817533,172.081604986,6.7849975335,9.94833264387,136.76,398,325.194,0.736231,325.392
325.47691126,145.072536095,18.8944765717,150.288477306,170.739944831,72.0907,441.452693263,399,129.451293251,-331.022,301.451,284.078491491,325.585103551,302.439268969,6.89051272834,9.52345053085,136.937,399,325.475,0.757819,325.688
325.480283934,205.001017399,2.93310143045,100.585398872,146.366482622,72.1114,629.071729918,400,188.747616371,-331.364,257.384,154.038850825,325.600532412,163.42404747,6.74137628848,15.9158717189,137.125,400,325.432,0.755216,325.687
327.560837153,84.0674506865,2.43423949933,95.4403174653,138.272283255,72.165,240.958282009,401,69.192234469,-333.376,307.167,142.490080597,327.653932347,147.820502626,6.84003206945,9.08529021416,137.281,401,327.551,0.773878,327.775
327.630729532,185.333097238,5.2480971472,100.697725973,149.016162816,72.2623,471.888235495,402,144.668531251,-333.517,288.485,155.771887749,327.745620966,169.278985243,6.77293906937,19.2628886689,137.429,402,327.595,0.697239,327.867
327.714574022,223.641529648,4.49233654937,99.5871831109,142.922048742,72.3189,631.833864106,403,164.890185554,-333.586,290.48,151.623000615,327.820882192,162.042260025,6.97146622334,11.4986308681,137.546,403,327.716,0.739814,327.956
328.728882054,189.867872758,3.51064597581,95.9112616375,135.968946033,72.3393,767.137857305,404,237.092032513,-334.458,314.928,144.878051322,328.870444798,156.448061222,6.98202701095,12.6223034411,137.685,404,328.695,0.716201,328.955
327.53326162,90.700157004,2.79161911572,98.414193365,140.656605016,72.4168,207.998121371,405,68.986615946,-333.541,321.725,149.24777979,327.670895834,158.037562934,6.93240401582,6.15793820998,137.798,405,327.504,0.700498,327.776
329.654678375,171.560241828,1.86281544741,96.9693778157,140.815226576,72.4562,644.323708189,406,173.428178222,-335.304,323.012,146.04552519,329.77664776,151.606756797,6.87343048219,16.3923034315,137.914,406,329.638,0.709864,329.903
329.532108859,138.421497467,5.50655449258,91.7419501886,122.267776106,72.5438,455.718797719,407,139.252789729,-335.138,297.413,135.920357842,329.640073749,152.715627778,6.77288395141,8.76711723428,138.096,407,329.506,0.710549,329.725
331.126231475,118.789398759,2.66167891919,94.3665787981,134.448691359,72.6161,512.667869313,408,152.980701803,-336.663,301.955,140.831963299,331.236178192,147.77434403,6.75463588624,10.2037218068,138.274,408,331.11,0.722934,331.332
331.037076714,259.569129395,256.689264418,182.307366285,260.439434843,72.7026,963.07309921,409,313.323113789,-336.825,349.395,541.253143558,331.162754657,1322.16778874,7.07024733468,24.5669419679,138.416,409,331.025,0.710105,331.313
331.888395464,99.1064887989,5.89844670638,88.2073527749,119.955312782,72.79,284.407662288,410,89.8246413966,-337.353,296.872,128.3712016,331.994605815,143.990729535,6.65570928477,5.73954366744,138.578,410,331.868,0.730968,332.089
331.791691951,109.810945659,40.3558904791,81.1092568792,28.6565277614,72.8649,341.320331798,411,86.8751804737,-337.337,327.627,119.011908911,331.886616387,150.227084178,7.02851525172,8.58404917041,138.695,411,331.774,0.726211,332.0
332.536836805,138.460121531,2.41909009439,80.1146968601,108.339249444,72.9518,543.493640645,412,154.797874853,-338.397,305.055,113.969704696,332.669521784,119.161601917,6.96475417829,5.16663408609,138.867,412,332.51,0.699757,332.762
332.237084421,156.030860998,21.9247085481,138.345740266,169.58263577,72.9909,788.434060383,413,222.405071921,-338.13,380.268,254.221046773,332.346844686,289.920178429,7.32234734293,5.90810085908,139.021,413,332.198,0.735236,332.45
333.180322939,150.632812321,5.30604526856,85.242860918,113.423150161,73.0956,299.575150189,414,114.725947705,-338.929,335.205,123.917916811,333.26383754,142.803130369,6.98481737157,8.5771053161,139.157,414,333.155,0.687253,333.371
333.467380713,94.3168348847,155.721225129,149.634241103,205.040628739,73.1577,371.997772308,415,85.851563678,-339.174,298.164,331.723660988,333.561608742,624.167174862,6.8808651996,10.7605471998,139.366,415,333.449,0.689917,333.68
333.369702296,171.587778006,15.165985766,98.4078522418,130.267801702,73.2789,789.28828951,416,250.041181488,-339.01,291.965,151.525680578,333.441974123,206.721106209,6.80136295527,6.75917522947,139.513,416,333.345,0.675641,333.551
334.472806256,162.36195312,4.29610049815,87.3171185834,122.216118108,73.3483,678.871955456,417,206.108998897,-340.054,297.853,129.081200273,334.556901494,138.252172793,6.83429310344,5.67600251679,139.62,417,334.454,0.688427,334.657
334.930675812,148.400070168,15.4508395991,147.797541945,246.309439803,73.3648,401.311693792,418,114.530874171,-340.313,375.027,279.906159465,335.034457654,311.240284564,7.24880472923,11.8688294325,139.709,418,334.907,0.671982,335.16
334.679590249,142.995993614,114.563432712,130.834132305,173.371280191,73.4604,390.476192605,419,119.599122381,-340.474,285.611,254.044879726,334.777283542,923.526398039,6.79178773296,8.00958544463,139.891,419,334.646,0.690841,334.918
333.742939458,136.309697131,266.304222274,206.801020131,297.335115532,73.5257,480.809226197,420,150.231901974,-339.645,283.054,772.753037504,333.890071755,1461.03502664,6.89943308453,11.8107567304,140.072,420,333.729,0.727671,334.019
336.478852047,157.07874104,81.7873534007,187.646748034,97.5355703989,73.5974,995.435972677,421,230.048734142,-342.271,265.133,465.966574978,336.574171467,709.970572492,6.83479520866,16.6054195102,140.145,421,336.463,0.715441,336.698
336.066366051,109.624665532,8.80277601557,123.226657712,177.636064166,73.6756,369.783182638,422,101.227449151,-342.031,280.292,213.908158797,336.184267713,226.047211857,6.85087020339,9.13651056104,140.312,422,336.032,0.668322,336.266
336.994221102,91.4111601378,3.18122303137,81.0329759021,108.645280435,73.7222,265.206042057,423,79.5063290994,-342.841,321.543,115.831867978,337.098731037,123.712241773,7.03971681042,5.34483453451,140.372,423,337.002,0.641939,337.264
338.349196474,133.115391049,121.609333398,145.222139235,204.671501514,73.8315,389.390320436,424,120.155335766,-344.144,343.212,295.027157607,338.482636992,1015.40604575,7.15612661181,11.3130541642,140.591,424,338.307,0.657477,338.586
338.079233107,103.361329743,208.09116109,155.338592962,205.22252844,73.954,453.638698731,425,95.1844181187,-343.674,361.682,380.550755024,338.177831758,1205.09047185,7.37708088944,13.9239095969,140.666,425,338.036,0.652779,338.287
338.994656242,214.238828648,175.233611375,205.855714743,260.69053837,73.9939,1062.7142668,426,310.147284138,-344.543,316.263,669.722320628,339.108355887,1126.64667157,6.93314342277,6.55206469112,140.721,426,338.988,0.693627,339.245
339.636634115,344.626302525,378.457665494,187.206836235,243.149691904,74.0825,1071.19052075,427,376.932452193,-345.374,314.55,672.113385822,339.734245747,1409.98010011,6.82821087464,16.311983482,140.903,427,339.601,0.666628,339.834
340.074032678,200.773982973,20.3219742023,117.085928064,169.937213675,74.2111,582.547864036,428,212.375597875,-345.598,310.474,198.297105157,340.1992685,249.40392554,6.96982325316,15.9457676016,140.999,428,340.063,0.637492,340.318
339.652773454,195.167866724,597.95799953,194.450039566,988.063679703,74.2329,787.876377224,429,235.660497591,-345.115,371.268,1855.15427365,339.755407578,2508.63926558,7.27352145508,14.3991616916,141.121,429,339.627,0.601774,339.852
339.254470058,161.105476123,693.228593182,197.334160512,672.646071874,74.3046,672.407882823,430,186.841859264,-344.706,337.783,1976.15050575,339.376359462,2609.79506957,7.1139159712,19.1132960413,141.254,430,339.248,0.630099,339.496
339.854478525,278.782254506,749.138422766,168.483863474,235.243862647,74.3789,1316.8074606,431,421.368409863,-345.188,318.079,879.220427546,339.960749381,2750.59325384,6.97356906702,21.179109144,141.379,431,339.822,0.62131,340.053
340.453082356,146.366503826,553.522674026,138.887154861,224.685643477,74.4898,475.239646631,432,163.60238345,-345.996,349.349,418.671837261,340.541804933,2499.93255362,7.30710660298,9.03944606075,141.544,432,340.438,0.624872,340.625
341.787120796,148.558212622,658.92110601,197.438945843,707.716110683,74.5627,539.504118319,433,142.126987543,-347.425,297.691,1484.24041764,341.841839938,2475.04650883,7.02109446219,7.93388046981,141.654,433,341.769,0.621206,341.985
341.663675832,248.18744555,14.8359516239,129.69396071,180.372853576,74.6198,810.482183426,434,286.693285434,-347.284,343.16,236.027277455,341.739089692,258.049580072,7.18385084642,8.90793274762,141.847,434,341.639,0.680724,341.85
342.871823636,129.188747725,642.057453995,223.243239365,800.694894987,74.6936,336.603524071,435,113.30911464,-348.212,324.007,1363.59362435,342.97905546,2810.60387788,6.93533373897,4.22497459381,142.011,435,342.849,0.6812,343.063
342.399194574,267.837628095,382.048829747,224.355113077,754.70583179,74.7657,1157.45273369,436,341.957624204,-347.765,358.944,1146.66584464,342.461223006,2434.18809479,7.19313495762,16.7352045713,142.052,436,342.387,0.682211,342.567
341.737695437,155.773880055,31.2814498046,126.118727481,172.629568867,74.7929,283.847439223,437,83.4293784665,-347.35,308.136,222.347594547,341.799078484,263.379587564,6.98570040934,30.1732739567,142.252,437,341.703,0.725752,341.893
343.130268827,186.073460366,22.5117283487,125.210316292,159.598575662,74.8708,667.685810758,438,185.89632934,-348.782,358.083,222.805814636,343.190380959,250.063799664,7.14215067106,12.064164661,142.408,438,343.105,0.708632,343.319
343.078451287,112.346240192,14.7304095522,132.668019206,222.426034596,74.9652,404.380246867,439,109.508624891,-348.721,321.866,243.26055503,343.162044128,294.521458239,7.07252615541,12.6373879661,142.48,439,343.054,0.666753,343.31
342.487117643,177.308110451,545.429583332,238.084168059,810.902997263,75.0366,580.222689992,440,179.860065219,-347.968,297.033,1423.90237651,342.572743286,2704.76744931,6.81743098485,19.5102053219,142.661,440,342.478,0.719845,342.711
343.246769998,229.041696109,14.8536730275,139.858107964,233.983009877,75.2101,755.299382627,441,230.215461432,-348.806,371.664,260.870541589,343.368056269,298.029405287,7.18464728566,17.8319926779,142.777,441,343.2,0.692755,343.462
344.32834149,171.758953209,8.22898017832,132.716027722,228.006987148,75.2509,615.492563764,442,162.475730388,-349.935,273.604,242.042654402,344.456990316,263.719975687,6.69603530871,8.74227685636,142.926,442,344.319,0.697672,344.59
343.898776977,210.866303793,482.315718034,157.599778296,179.588311344,75.3649,874.42755987,443,261.152468216,-349.489,323.611,480.984180838,343.983535901,2473.62205346,6.99667136643,17.1769542014,143.099,443,343.867,0.646851,344.05
345.023049914,131.193939971,739.490365451,233.110947635,766.486965853,75.4702,358.214717443,444,117.964299251,-350.432,307.37,1486.47930955,345.100413441,2885.25004201,6.91408593777,22.6074422675,143.281,444,345.014,0.736191,345.223
344.770631322,210.934321738,386.872595832,231.319721589,594.909240284,75.5285,601.903475087,445,198.719719047,-350.34,378.622,949.270771204,344.851703652,2382.08709648,7.36259192994,11.5300258243,143.442,445,344.748,0.741989,344.975
345.082713084,176.334049083,11.1140736132,128.445838121,214.653159507,75.5724,950.189804217,446,250.863608864,-350.619,329.255,232.479539208,345.171475259,253.62515451,6.8627872195,21.1003503289,143.59,446,345.068,0.670895,345.265
344.945651573,154.875944466,809.13647279,201.615779167,267.401998677,75.6438,479.082261705,447,162.382478657,-350.264,329.51,1164.74843802,345.054671676,2653.40361537,7.06987450914,6.25645727768,143.675,447,344.921,0.685161,345.154
343.710823416,417.336375237,17.4002652878,142.66527581,232.158463483,75.656,1214.95001146,448,412.561425522,-349.324,383.92,268.078758944,343.822630755,297.89521217,7.2936901486,37.4653496349,143.809,448,343.688,0.675017,343.941
346.05746533,186.683245557,17.7234477849,138.965767399,229.52113582,75.7741,470.38869267,449,171.158531607,-351.55,344.161,257.391764245,346.147310574,291.700694507,7.04379113774,13.7847553526,143.971,449,346.043,0.679081,346.257
345.406552001,108.310483899,115.101254884,154.678800786,256.895984184,75.7905,399.818906016,450,122.780245746,-350.968,320.115,320.716084265,345.517199943,751.478096218,6.91968710083,8.33491152302,144.232,450,345.385,0.62652,345.618
345.192638095,174.722984244,90.7854682062,230.302581203,706.456539797,75.8872,528.7584014,451,173.296682711,-350.907,361.86,782.357162549,345.297121853,1081.91042666,7.26744049562,12.0987310166,144.335,451,345.15,0.712,345.393
346.248303895,266.537543528,425.868884183,133.456423521,171.704623546,75.9876,793.58780769,452,242.922064881,-351.782,365.208,387.014696052,346.367773853,1822.47845388,7.18918886467,13.1506324155,144.485,452,346.23,0.643058,346.5
346.682833411,193.035246703,316.873656122,136.416735701,169.799922393,76.0993,606.044190174,453,164.68623855,-352.33,337.186,322.687759057,346.832138535,1938.132692,6.98083700947,17.4378625551,144.682,453,346.694,0.668915,346.965
346.211410978,119.587817271,210.670256861,231.294751395,346.254270778,76.1864,771.274528207,454,193.999685033,-351.82,362.005,843.434280675,346.330350261,1615.21941592,7.17966016803,4.90410284163,144.707,454,346.183,0.68829,346.457
347.448153687,194.50880646,251.86911178,154.726641836,274.591836807,76.2421,651.959310538,455,227.075664063,-352.857,334.142,345.942393506,347.56119063,1652.37972718,6.94485679224,8.23533775407,144.784,455,347.442,0.612022,347.659
348.352588614,249.847513851,18.0087309563,144.535914835,247.64611327,76.3166,871.360983035,456,270.450250155,-353.97,337.714,278.513944356,348.45979326,310.334965089,7.04967223054,17.6778116741,144.951,456,348.328,0.629374,348.593
347.833025536,174.413867413,6.18756255527,151.601107514,284.350729339,76.3785,491.071816913,457,130.183105837,-353.578,356.269,296.63494,347.920891032,313.406714446,7.06539673426,6.64446431498,145.088,457,347.806,0.612469,348.041
348.418569306,342.254900486,239.514097407,170.288824424,237.783651312,76.4516,800.227080062,458,252.122058101,-353.768,324.693,446.854874314,348.527190155,1178.41242451,6.94832919641,25.9513788306,145.254,458,348.401,0.638692,348.617
348.388917719,309.590817711,572.535390576,203.427257192,290.451536058,76.5189,735.274848369,459,268.22950521,-354.102,289.264,766.00104718,348.506031082,2935.43202067,7.04634865758,11.6471486672,145.493,459,348.381,0.703547,348.679
347.588507669,134.836003054,11.9740645775,133.754287125,213.022856424,76.613,330.646857205,460,113.832400187,-353.016,308.898,246.473066551,347.69041355,267.269523573,7.02444663015,7.21721182488,145.605,460,347.558,0.717421,347.794
349.841841426,105.453800274,303.333099996,147.419447973,260.42453006,76.6566,480.715794743,461,150.303209183,-355.289,320.938,317.431056439,349.924028851,2834.96460059,6.80074602875,9.07590576444,145.75,461,349.829,0.662586,350.036
348.573318928,234.609270382,11.3606175963,137.131163219,235.409968482,76.759,714.429718769,462,206.673299333,-353.879,320.302,255.932423272,348.670567749,281.78907787,7.04268195562,11.9128390718,145.986,462,348.559,0.683534,348.768
348.605855454,151.547187145,8.48525846334,130.182721338,218.274427858,76.7859,482.58171496,463,149.967466783,-353.974,354.224,238.526297718,348.725609989,256.212758716,7.05590120795,2.9444942149,146.103,463,348.585,0.721368,348.844
349.872172897,171.500244807,10.9864098528,130.644560282,216.429719712,76.838,675.937475128,464,194.991271659,-355.247,363.32,241.167413944,349.964853028,263.899826188,7.23946854022,12.8577711098,146.385,464,349.866,0.721103,350.079
348.426216494,523.711696029,502.976800908,224.181018371,893.433492475,76.8914,1025.43424094,465,336.21194746,-354.002,359.913,1316.10876842,348.542897148,2610.99452431,7.2270418112,102.65355702,146.564,465,348.419,0.655879,348.665
349.623767307,132.090277034,308.385122669,202.507244193,419.023570977,76.9689,378.510090441,466,136.557911097,-354.991,303.668,680.434442661,349.764373046,1747.79924072,6.74526034931,14.2699576759,146.784,466,349.601,0.680389,349.886
348.426092149,311.456733321,540.591358956,132.293144942,137.194746419,77.0622,686.78919879,467,274.8112923,-354.099,376.333,427.139732505,348.565812627,2428.07300135,7.24517255184,13.5720776083,146.844,467,348.416,0.67158,348.692
349.703594133,286.035812262,292.168240849,144.642413962,241.933877772,77.1309,942.543369622,468,341.482709405,-355.275,358.592,328.991896946,349.823797035,2297.76954155,7.09667809851,6.58328515917,146.969,468,349.642,0.705221,349.913
348.669588444,370.111301745,569.717519705,227.774889373,1046.39714559,77.1485,944.404781481,469,323.246586959,-354.206,309.328,2568.41158163,348.851514471,2923.67279246,6.84914343141,16.684524623,147.042,469,348.65,0.675694,348.987
348.592068442,494.235287315,563.919415589,213.032826208,1034.87064196,77.2152,1002.0919031,470,264.746022116,-354.393,374.806,1966.19572015,348.73114581,2545.50192619,7.27148133931,298.415214562,147.194,470,348.577,0.616176,348.864
348.491836309,186.514828614,920.278225151,200.235451916,131.564673076,77.2452,714.839710634,471,189.152710365,-354.045,344.396,1893.22720655,348.653374186,2980.01187474,7.11788926413,17.5589918976,147.311,471,348.471,0.697943,348.793
350.359408307,202.59332354,428.131641458,221.264707807,1095.38573002,77.2909,689.549335385,472,219.309404601,-355.972,320.526,2446.00754765,350.470139935,2626.0920339,6.90753684093,7.68723587727,147.444,472,350.357,0.604878,350.575
349.864221485,444.206838169,473.695930112,245.683246592,1484.22545627,77.3092,1670.09988971,473,634.221720349,-355.347,337.165,2752.39580468,349.980121873,3029.8255261,6.8593487315,20.2972072786,147.587,473,349.863,0.735608,350.11
349.314416307,294.59677531,148.337701417,163.806293728,134.267659413,77.3255,1111.95873451,474,324.904045729,-354.948,353.912,379.02579236,349.42848603,573.732710663,7.03472207334,19.9085431433,147.674,474,349.285,0.724635,349.535
349.395942465,216.975826464,162.386036267,216.89700218,663.875235112,77.3992,694.082724822,475,228.538723578,-354.675,301.239,764.457841055,349.531774789,1315.46007903,6.73851602977,12.7654429613,147.723,475,349.367,0.743349,349.638
349.487430053,291.346548623,753.603584003,217.95217461,677.112021904,77.4834,888.925107614,476,289.481666981,-355.135,350.439,1660.43848623,349.623815891,2583.02835818,7.13216114146,14.6977547649,147.907,476,349.471,0.680804,349.775
348.593546411,270.605183427,312.063605668,217.643990418,594.626414167,77.5339,563.288616413,477,199.725042432,-353.933,351.56,813.971196622,348.772823643,2016.13106872,6.93846739203,19.763345352,148.137,477,348.571,0.709559,348.89
348.970907144,155.235609193,449.677015716,232.335442309,1303.81206593,77.6193,627.200398276,478,185.38963227,-354.518,366.81,2527.72530231,349.066004812,2966.1755778,7.28434191337,6.0080920855,148.183,478,348.968,0.677927,349.205
350.347784834,345.571675163,332.46158721,197.753428078,789.806445636,77.7475,614.229023289,479,234.817529142,-355.521,354.543,1263.37162691,350.501612569,2178.8594651,6.96244194539,36.0935142825,148.446,479,350.299,0.618903,350.572
348.172515115,157.964436573,234.731130751,215.583376529,669.835320396,77.8394,849.954790799,480,251.027643537,-353.464,346.38,832.296056688,348.29690554,1840.21881976,7.04781070759,14.960599647,148.559,480,348.188,0.68055,348.466
349.173993889,129.364463596,556.801577576,218.849419756,955.119163974,77.9036,436.364856636,481,125.324618686,-354.597,351.21,1563.92280518,349.292870578,2837.30469557,7.05036012074,13.2359440837,148.75,481,349.15,0.636501,349.437
348.37336263,280.151075871,520.203011368,222.574096221,954.742075834,77.9789,811.249072198,482,301.899653789,-353.798,331.466,1462.4952303,348.497550992,2872.48506202,7.07229139897,5.10191266656,148.974,482,348.363,0.692117,348.651
348.474359977,141.681677049,597.886454185,225.066830586,1021.19729465,78.0529,582.074286479,483,141.239421673,-353.966,341.019,1645.78984386,348.629792753,3002.17161377,7.08110421435,20.9865198154,149.037,483,348.438,0.656258,348.739
347.652885016,108.706729492,525.061658526,206.105516874,1066.05168869,78.0967,603.847939824,484,159.89866603,-352.921,295.824,1658.59956278,347.799523241,2663.07245245,6.69940405806,5.23929757677,149.252,484,347.625,0.584002,347.933
347.91194873,179.449429549,374.525592957,213.465772262,789.148198297,78.1492,687.371606643,485,198.712515385,-353.169,369.429,1163.11907297,348.110030911,2087.51821516,7.11014182257,7.38874553047,149.382,485,347.897,0.673356,348.249
348.517253871,174.574576059,412.567498841,204.160654826,629.184478573,78.2137,514.083452011,486,175.822848528,-353.879,310.441,1265.88795117,348.653742955,2113.22552012,6.92010106549,9.73391843826,149.573,486,348.493,0.635962,348.768
346.227985031,169.851676411,678.77863069,221.969498576,698.190502068,78.2926,704.792443064,487,238.930809366,-351.729,362.127,1312.39980005,346.366301045,3037.74683666,7.26474301455,10.379364457,149.722,487,346.207,0.681244,346.481
346.547957798,218.665692707,718.561651902,218.392087834,650.723820929,78.303,808.806313145,488,235.105077497,-351.921,345.866,2103.79622892,346.650453888,2799.93746323,7.12905589546,9.45911517762,149.867,488,346.532,0.679215,346.804
347.771193501,157.652622305,482.741783695,225.194144421,1726.40481209,78.42,668.535778193,489,196.32352368,-353.075,333.31,2349.96375663,347.871695215,2940.06537577,6.96665842652,8.11816789952,149.984,489,347.777,0.646337,348.028
348.993804559,485.541757253,415.593738859,158.198466783,30.8770466619,78.4649,943.354724957,490,371.267327298,-354.391,343.554,632.402958376,349.106934708,1960.11610812,6.93108004654,14.6422964432,150.179,490,348.983,0.653253,349.249
347.115073922,140.974249149,432.737582534,151.728227517,263.55346228,78.5243,608.240196642,491,149.619742256,-352.657,312.48,406.594597467,347.17687951,2935.2590386,6.86464853555,9.10774438304,150.349,491,347.097,0.590471,347.295
348.002816323,126.283333606,897.47034636,219.729740982,664.007100618,78.5848,496.589992008,492,134.857322827,-353.557,359.336,1638.71767068,348.082151607,2892.77644691,7.12973798779,6.67055554623,150.474,492,347.975,0.594991,348.23
347.730376696,137.546771445,233.635425763,201.79143595,346.177903305,78.6167,411.583365418,493,127.351992695,-353.183,342.092,634.904570877,347.808162879,1370.82319989,7.10824488639,13.8016470444,150.604,493,347.708,0.73153,347.901
348.492597243,140.216709473,41.4288890308,227.438139194,694.168013961,78.667,580.552344436,494,159.17205825,-354.247,320.402,766.284256587,348.575943621,994.479440318,6.97273266083,12.5969598865,150.7,494,348.471,0.681369,348.722
347.431909843,147.761009833,335.729212326,210.270480823,285.65868149,78.747,581.714834366,495,187.270325347,-353.112,331.891,919.584181993,347.507903949,1527.3794724,7.04599467332,10.4865292779,150.875,495,347.414,0.65105,347.624
347.5845805,60.2926051521,41.3290203888,179.873257803,378.156745081,78.8079,344.904288992,496,90.6844687304,-353.134,345.028,423.785422574,347.666622185,551.481719918,6.99974083408,5.51407565293,150.936,496,347.589,0.684203,347.809
348.16633586,166.074557094,15.0149457881,216.364496876,2670.18116545,78.8263,754.41619857,497,217.359632746,-353.803,383.133,2699.21614358,348.259427748,2729.93542604,7.37961183189,8.22884200236,151.15,497,348.13,0.500964,348.355
348.332683244,129.623867412,569.588237463,209.556524376,997.364114423,78.8803,307.325777644,498,121.663997868,-354.064,319.541,2535.76017045,348.42819187,2936.29383087,6.98395389773,8.51514278422,151.264,498,348.316,0.538771,348.56
347.735732423,169.961209839,512.958815704,219.790043919,1299.24743749,78.9532,787.097997902,499,233.139787926,-353.581,325.466,2592.98447265,347.862861779,2956.61743335,6.99437915864,14.4452224166,151.479,499,347.742,0.57357,348.029
347.400442231,259.726805676,688.804238892,219.152456767,706.48591003,78.9905,1316.8107665,500,375.991405538,-353.178,365.435,1433.37228399,347.478678023,2819.25830253,7.29988472146,9.20631472246,151.565,500,347.38,0.650394,347.589
347.420435494,101.381399172,528.204114272,227.998334873,1033.28729874,78.9848,646.762352771,501,166.131728409,-353.159,323.1,1595.03469032,347.518615223,2835.10533827,7.02203482971,9.99728838923,151.705,501,347.394,0.63566,347.659
347.852655357,205.128844457,597.178213831,209.094738575,1291.3611175,79.052,568.77194216,502,206.432042386,-353.709,383.356,2412.87118745,347.938342022,2871.25591402,7.19408050204,11.5433913679,151.858,502,347.84,0.501789,348.066
348.162816707,151.347500307,299.609149378,217.942672013,468.558810131,79.0699,713.597570312,503,215.332045878,-353.761,358.125,1129.8084463,348.218313475,2137.80757883,7.27401905531,6.00429364511,151.907,503,348.134,0.653882,348.341
347.563313668,146.226139193,669.164599687,205.780523274,931.335016313,79.1121,731.737829872,504,192.583675956,-353.475,352.425,2109.47967413,347.630598667,2661.83787318,7.06638197548,9.86785209295,152.092,504,347.561,0.484762,347.797
348.773920986,306.177122276,391.736677075,215.569015204,669.051266926,79.1649,1371.61399206,505,491.963685304,-354.445,355.085,883.1184821,348.825899566,2262.28612824,7.05257965536,11.7274012731,152.216,505,348.77,0.635997,348.966
348.20590399,117.364452348,358.123580526,185.083636625,288.016524395,79.2234,552.32705348,506,159.511605159,-353.73,363.982,575.395975966,348.295512061,1826.05867212,6.94013458011,6.32901604128,152.403,506,348.18,0.69231,348.393
346.894590075,151.154464026,10.2928764562,175.811016169,372.779252538,79.2849,328.696097428,507,127.458833467,-352.746,413.536,393.254412601,346.96422599,416.769568201,7.40628327122,10.2446046454,152.515,507,346.899,0.66967,347.137
348.131811536,237.497765606,569.000103098,215.6014238,548.388208318,79.3402,528.07721785,508,159.946509786,-353.899,324.199,1272.6935914,348.21453078,2579.62021955,6.95931977287,15.1494286472,152.713,508,348.106,0.652327,348.36
347.062002095,121.563661185,449.052157744,220.972436201,715.173523013,79.4012,527.057640762,509,139.849953682,-352.79,323.21,1002.30731223,347.142665522,2648.63761376,6.74912352759,9.45687403223,152.764,509,347.058,0.676925,347.272
346.980388002,169.276537874,123.533355465,184.155401159,358.758996405,79.421,718.783557378,510,225.686021926,-352.577,340.347,454.661527478,347.045382873,758.567590391,6.89375665508,10.6917007507,152.951,510,346.949,0.715488,347.166
346.782308462,220.077757619,207.096933497,226.433674066,642.268103315,79.4731,597.193285792,511,221.839052185,-352.511,363.083,836.023028206,346.874079334,1621.39744938,7.19195297189,10.8274022934,153.129,511,346.778,0.714554,347.026
347.766128047,491.306338724,201.663889756,223.593130134,716.065591481,79.5104,1441.97969336,512,499.376544277,-353.223,339.6,1052.17157537,347.81755993,1733.27184601,6.99293010576,28.3468001693,153.194,512,347.739,0.696799,347.961
346.353458089,191.542799074,730.686877709,213.790839588,671.78046688,79.6014,731.826282578,513,217.126620455,-351.872,329.614,1187.84435451,346.440245048,2822.23664335,6.93725641998,10.1730650523,153.275,513,346.325,0.613603,346.559
347.225895227,200.065805374,757.085481261,217.945127245,915.03175416,79.6439,502.055245269,514,156.104730217,-352.616,349.208,1579.96635622,347.303374735,2831.96324117,6.92982420681,23.2329630907,153.423,514,347.229,0.590019,347.435
345.924566314,277.139722778,60.9587147782,203.815341399,382.080668952,79.7326,612.719891488,515,239.720036604,-351.505,325.404,472.628137286,346.009601769,626.412039082,6.99180866311,8.39373515641,153.469,515,345.906,0.759932,346.15
346.553259515,135.607412863,813.290653458,193.271189103,421.702110224,79.8136,838.277404062,516,195.326501312,-352.021,321.389,1397.13298838,346.639684781,2315.28455639,6.9083268956,9.03282653638,153.523,516,346.529,0.591342,346.767
