StdEsReturn,Iteration,QFunRegParamNorm,Epoch,MaxReturn,AverageReturn,AverageEsReturn,AverageAbsQYDiff,StdReturn,AverageAction,MinEsReturn,PolicyRegParamNorm,AveragePolicySurr,MaxEsReturn,AverageY,MinReturn,AverageQLoss,AverageAbsY,AverageDiscountedReturn,AverageAbsQ,AverageQ
0.0,26,23.8835,26,116.332148862,63.8583078328,-49.3197091719,0.4304623669,31.2532576116,0.55243,-49.3197091719,22.0125,-3.75989,-49.3197091719,3.2353311558,2.79781214523,0.385907,3.33221953925,14.4729710756,3.31094,3.23291
0.0,27,24.4073,27,148.896977029,70.9570490983,47.7350651273,0.439780720411,40.6080821949,0.634748,47.7350651273,22.5661,-4.03783,47.7350651273,3.5001673658,17.0448229867,0.402495,3.58340374894,6.25988667518,3.56321,3.49785
0.0,28,24.8793,28,120.407797179,29.0331093718,80.1173886417,0.458833618063,46.0575796905,0.713829,80.1173886417,23.1721,-4.38039,80.1173886417,3.79200661873,-56.4111363462,0.427571,3.86861602125,6.18490094572,3.84772,3.78888
0.0,29,25.3428,29,-8.99086135727,-68.4152600853,125.540972677,0.485162553318,31.8262851329,0.7222,125.540972677,23.6496,-4.76609,125.540972677,4.1432600079,-125.754528179,0.475638,4.20624374455,3.38175030815,4.1866,4.14026
0.0,30,25.7714,30,90.6915127542,-15.3288174633,9.0797953409,0.507282365496,69.0492284404,0.756647,9.0797953409,24.1385,-5.19084,9.0797953409,4.53861702091,-138.103381899,0.526692,4.58253722878,7.73410123507,4.56441,4.53499
0.0,31,26.1628,31,-41.2539898942,-212.155630224,30.2125906248,0.528902014703,84.3086180316,0.799024,30.2125906248,24.5296,-5.66857,30.2125906248,4.9927684544,-355.052416643,0.571899,5.01895600177,-4.8925351116,5.00506,4.98884
0.0,32,26.5734,32,182.367669,-31.1229427849,96.2414169742,0.545983985327,135.883500014,0.765471,96.2414169742,24.9019,-6.11494,96.2414169742,5.41176296571,-364.538019571,0.610877,5.43009731892,7.28132985123,5.41863,5.40762
0.0,33,26.906,33,78.4811963807,-33.614753317,17.7310137942,0.563079932269,116.810946595,0.789795,17.7310137942,25.2346,-6.64358,17.7310137942,5.89484887889,-305.928582939,0.657672,5.90520165745,7.67995937417,5.89552,5.89071
0.0,34,27.2874,34,159.09748477,81.9991942008,134.684061775,0.583108396456,74.0355479744,0.763662,134.684061775,25.6038,-7.23578,134.684061775,6.46736047876,-35.3886159084,0.697763,6.47437720211,11.3806018337,6.46601,6.46244
0.0,35,27.6359,35,115.792105325,3.36762088895,88.4171609103,0.599247635721,79.815658188,0.789781,88.4171609103,25.9505,-7.74301,88.4171609103,6.9580946365,-133.721400811,0.735226,6.96145670153,12.3351598536,6.95563,6.95431
0.0,36,28.0011,36,263.114915004,164.983038349,71.9758895639,0.60980591343,63.6402485836,0.722181,71.9758895639,26.2635,-8.23662,71.9758895639,7.47848534219,66.9442213266,0.744414,7.48089828913,30.0680120272,7.47458,7.4737
0.0,37,28.3433,37,192.562272445,136.363705817,142.608946944,0.618789784924,48.0153986191,0.735115,142.608946944,26.5271,-8.69577,142.608946944,7.96824103231,41.3238278521,0.800975,7.96992794426,25.3843952193,7.96418,7.96376
0.0,38,28.6508,38,279.283449957,173.686538681,133.507552394,0.611110609098,58.8498237851,0.721679,133.507552394,26.7349,-9.18799,133.507552394,8.46791650446,94.3855171931,0.75769,8.46905651401,36.5455828109,8.46424,8.46408
0.0,39,28.9628,39,335.897069675,262.728405096,176.42820954,0.613845537154,45.1003871549,0.71894,176.42820954,27.0122,-9.63081,176.42820954,8.93436807504,185.312451194,0.760255,8.93548034227,33.2391951588,8.92935,8.92923
0.0,40,29.2598,40,371.584115462,286.116889482,141.161065126,0.60879143342,50.6797270922,0.719395,141.161065126,27.3059,-10.0762,141.161065126,9.37220890831,223.9875024,0.744301,9.37303524617,31.6316094895,9.36744,9.36726
0.0,41,29.5657,41,329.708468063,283.864349101,276.176985831,0.61076951438,31.5399445895,0.724095,276.176985831,27.5831,-10.574,276.176985831,9.87152177579,224.567347285,0.762078,9.87242977032,39.9951018421,9.86647,9.86637
0.0,42,29.8955,42,303.763935015,196.24558055,257.051806204,0.613187802192,55.5267959406,0.715194,257.051806204,27.946,-11.0075,257.051806204,10.3135862347,119.205529953,0.796649,10.3142964287,32.3814090808,10.3094,10.3094
0.0,43,30.145,43,292.199315559,195.264938435,290.489783452,0.620567461975,75.9461795521,0.710337,290.489783452,28.2632,-11.5251,290.489783452,10.8331579219,40.4346976963,0.8105,10.8336909509,36.4989895013,10.8278,10.8278
0.0,44,30.4811,44,315.97885963,246.421878842,262.931112584,0.62523803891,60.6522656536,0.689526,262.931112584,28.573,-12.0134,262.931112584,11.3163874224,103.04818379,0.837908,11.3170183455,38.7853883628,11.3116,11.3116
0.0,45,30.7228,45,333.444018384,200.007249577,332.141915045,0.636274491341,134.510459273,0.735813,332.141915045,28.8911,-12.5463,332.141915045,11.8581097763,-64.8469734049,0.846838,11.8587855909,28.3047689525,11.8536,11.8536
0.0,46,31.0517,46,281.541090374,76.5085357758,370.492826061,0.633661196667,136.807427749,0.725429,370.492826061,29.195,-13.0022,370.492826061,12.3248484449,-231.544628374,0.829962,12.3253014891,19.3346102582,12.3199,12.3199
0.0,47,31.2952,47,444.545092737,300.892188049,336.713847326,0.643739170128,99.6136792623,0.717994,336.713847326,29.4609,-13.5469,336.713847326,12.8436418724,144.958494468,0.869059,12.8440420486,41.0374754013,12.8385,12.8385
0.0,48,31.5175,48,458.774543825,262.292026751,290.274024389,0.643413987732,194.45821952,0.74793,290.274024389,29.6814,-14.0754,290.274024389,13.3507767532,-241.409545801,0.859316,13.351316691,55.9457957636,13.3454,13.3454
0.0,49,31.7343,49,451.168491056,312.917109992,383.250580477,0.6557796764,105.115981547,0.736037,383.250580477,29.8808,-14.6406,383.250580477,13.9227413879,98.0472911929,0.923049,13.9233064599,37.3491379604,13.9178,13.9178
0.0,50,32.0188,50,457.206554262,277.917379527,407.827412573,0.65855406736,199.373764922,0.704549,407.827412573,30.0932,-15.191,407.827412573,14.465967476,-148.897745848,0.970732,14.4665926196,44.8685937717,14.4616,14.4616
0.0,51,32.2786,51,655.052801115,562.600186676,370.673176318,0.658612084343,80.6587640423,0.712019,370.673176318,30.2732,-15.8106,370.673176318,15.0668220405,374.541068482,0.94884,15.0672816301,54.4688393562,15.061,15.061
0.0,52,32.5637,52,748.458771921,574.654710617,466.753583918,0.671037394605,105.043635034,0.724247,466.753583918,30.474,-16.3889,466.753583918,15.6460549272,352.065195096,1.01319,15.6464665174,64.3606245018,15.6403,15.6403
0.0,53,32.7902,53,740.840342645,695.530281168,408.348045256,0.670365173574,26.317089203,0.723542,408.348045256,30.6765,-16.9295,408.348045256,16.1758909878,642.355796267,1.0286,16.17655468,66.5788670767,16.1712,16.1712
0.0,54,33.0306,54,783.389857571,727.792470674,445.485517585,0.67257739708,35.2910691497,0.677023,445.485517585,30.8347,-17.607,445.485517585,16.8625391463,674.636158109,1.06337,16.8630516701,64.5178094501,16.8576,16.8576
0.0,55,33.3023,55,719.160152353,691.791150311,528.633814123,0.678438334881,24.0123408913,0.688464,528.633814123,31.0116,-18.1918,528.633814123,17.4381737196,634.317475611,1.06851,17.438627943,65.9747382116,17.433,17.433
0.0,56,33.5318,56,708.929653958,582.607115991,483.645729759,0.67596087477,101.362231455,0.71643,483.645729759,31.2055,-18.7665,483.645729759,18.0110840126,400.848866756,1.00849,18.0115480458,66.3063657465,18.0059,18.0059
0.0,57,33.7885,57,745.665057858,625.305531512,520.224766397,0.682450976755,145.181895334,0.710874,520.224766397,31.4347,-19.4671,520.224766397,18.6726036248,255.862309967,1.06485,18.6730950798,51.8139491219,18.6671,18.6671
0.0,58,34.0602,58,765.668391586,714.820004716,564.159230017,0.687575587288,51.8670336694,0.707767,564.159230017,31.6743,-20.1356,564.159230017,19.3362133859,619.286946555,1.1729,19.3368307299,60.3888373298,19.3311,19.3311
0.0,59,34.3129,59,789.512631317,715.349440357,633.352603154,0.702044954151,53.8601269337,0.693892,633.352603154,31.8984,-20.8112,633.352603154,20.0032630506,600.050198642,1.16887,20.0037127634,70.5409718514,19.9976,19.9976
0.0,60,34.55,60,794.531624518,752.024572252,544.450731201,0.703514698643,29.0605493574,0.691073,544.450731201,32.0863,-21.5307,544.450731201,20.7240698454,691.345453841,1.21669,20.7246183525,55.7266272937,20.7188,20.7188
0.0,61,34.7706,61,940.040906203,904.42800164,568.450878556,0.707527322512,29.8940770242,0.680628,568.450878556,32.3285,-22.1296,568.450878556,21.3289628314,865.135958801,1.24582,21.329542506,72.8115190606,21.3234,21.3234
0.0,62,35.0179,62,974.921062897,681.710170221,534.041440058,0.713940520862,452.324320239,0.708243,534.041440058,32.5235,-22.89,534.041440058,22.0833600166,-638.831242859,1.21872,22.0837267264,37.5951351197,22.0782,22.0782
0.0,63,35.2623,63,871.845300019,777.702574647,568.435235484,0.732200313895,71.692877436,0.695353,568.435235484,32.7204,-23.6016,568.435235484,22.7845968132,642.462512536,1.33696,22.7850493094,28.6119848625,22.7793,22.7793
0.0,64,35.4586,64,962.360972556,486.376486239,465.955704045,0.740888705315,543.845516955,0.745452,465.955704045,32.9075,-24.2834,465.955704045,23.4728804361,-587.415821393,1.36655,23.4731257992,-4.29963928223,23.4674,23.4674
0.0,65,35.6586,65,922.453387464,584.135874475,453.077956596,0.772111911036,414.607300295,0.742704,453.077956596,33.1166,-25.0898,453.077956596,24.2675521678,-617.825361656,1.5528,24.2681917528,18.7695025061,24.2624,24.2624
0.0,66,35.8749,66,870.181969846,713.447634425,195.042289714,0.778061268745,221.272868009,0.733631,195.042289714,33.2936,-25.8772,195.042289714,25.05504942,87.0693523188,1.6277,25.0555682265,28.1076806535,25.0482,25.0482
0.0,67,36.094,67,940.852112603,675.860404703,402.971627789,0.770101882756,432.053697252,0.719987,402.971627789,33.4772,-26.5797,402.971627789,25.7515560573,-609.887101456,1.59938,25.7519820896,37.683522331,25.7449,25.7449
0.0,68,36.2637,68,949.303558056,788.984129167,573.056352264,0.770722842972,106.277357535,0.726894,573.056352264,33.6682,-27.2907,573.056352264,26.4759944898,560.200572839,1.61468,26.4764166241,59.9136159744,26.4711,26.4711
0.0,69,36.4357,69,884.537335136,627.880870538,582.769505038,0.782037197428,409.368814164,0.760489,582.769505038,33.8938,-28.0231,582.769505038,27.203703856,-584.884699384,1.66837,27.2040577765,35.1583478612,27.1967,27.1967
0.0,70,36.6294,70,964.921753599,781.695779869,474.703953029,0.793458908934,158.490448273,0.729836,474.703953029,34.0911,-28.7075,474.703953029,27.8782206359,454.355239335,1.80727,27.878540281,19.2623434002,27.8726,27.8726
0.0,71,36.7773,71,824.149484064,461.987924993,587.130699144,0.793372511371,333.676887331,0.774508,587.130699144,34.2726,-29.5617,587.130699144,28.7312948889,-204.338298438,1.71672,28.7318537929,-8.7031758568,28.7253,28.7253
0.0,72,36.9669,72,921.846815176,390.028856185,571.474250028,0.801693989048,381.687261489,0.860028,571.474250028,34.4546,-30.2374,571.474250028,29.4135200502,-551.180241735,1.81727,29.4139744517,20.6385528931,29.4087,29.4087
0.0,73,37.0895,73,1041.89999529,906.955637305,576.807621621,0.813670880165,136.334489039,0.744773,576.807621621,34.633,-31.0755,576.807621621,30.2423613764,599.190608589,1.89654,30.2427176904,57.7478483202,30.2366,30.2366
0.0,74,37.2748,74,947.945656013,304.74549089,51.4437788299,0.801693049676,591.948712992,0.849393,51.4437788299,34.8009,-31.847,51.4437788299,31.0172427783,-640.257026597,1.65074,31.0174527801,39.1469178102,31.0115,31.0115
0.0,75,37.4686,75,1037.96293493,338.237255306,430.724639055,0.849927993051,579.706675456,0.846799,430.724639055,35.0296,-32.7561,430.724639055,31.9268939161,-571.449982641,2.26307,31.9273160365,39.9454340712,31.9209,31.9209
0.0,76,37.6162,76,1124.4656311,966.098025237,552.717834628,0.841986613846,73.8868438473,0.81168,552.717834628,35.2324,-33.5742,552.717834628,32.7468910204,825.701287822,2.06454,32.7473114767,91.8500778683,32.7408,32.7408
0.0,77,37.8595,77,1317.17312788,1130.76258959,645.399635611,0.864488849774,123.634302995,0.8387,645.399635611,35.4362,-34.3474,645.399635611,33.5085626893,890.08814359,2.38032,33.5089707182,98.7248183995,33.5031,33.5031
0.0,78,38.0688,78,1703.33373705,1518.02721988,623.892263754,0.881725926423,91.9337929789,0.85975,623.892263754,35.6775,-35.1678,623.892263754,34.3323952238,1387.4115194,2.52198,34.3328479192,124.064874526,34.3258,34.3258
0.0,79,38.2613,79,1768.60083335,1618.53321854,617.481923563,0.862836740553,100.707954975,0.876744,617.481923563,35.8584,-35.9514,617.481923563,35.1230136677,1382.86196058,2.21301,35.123331277,132.081415531,35.1182,35.1182
0.0,80,38.5044,80,1254.88192647,1095.89876955,926.526794666,0.887823642615,88.8467026748,0.850728,926.526794666,36.0547,-36.7411,926.526794666,35.9164242067,976.072089102,2.43556,35.9167798183,89.4996704379,35.9101,35.9101
0.0,81,38.6974,81,1240.90255133,1091.09435148,631.265857017,0.8970796999,72.902501502,0.861017,631.265857017,36.2408,-37.448,631.265857017,36.6062085563,980.991319065,2.59128,36.6066737194,94.480692822,36.6008,36.6008
0.0,82,38.9231,82,1387.7631278,1239.32732169,775.473521345,0.893401963893,75.5863014589,0.886417,775.473521345,36.398,-38.3193,775.473521345,37.4682314506,1153.8654369,2.48771,37.4685253927,114.786339263,37.4635,37.4635
0.0,83,39.175,83,1407.86653764,1217.0010096,655.091911752,0.902615280257,98.3609663946,0.871797,655.091911752,36.5982,-39.1683,655.091911752,38.2931418342,1070.0937836,2.53474,38.2934010101,120.148682103,38.288,38.288
0.0,84,39.4296,84,1457.38899315,1290.73837451,728.745376059,0.914174090199,73.5023063276,0.867237,728.745376059,36.7897,-40.089,728.745376059,39.2154874394,1195.67114652,2.57281,39.2158481965,117.505130874,39.2096,39.2096
0.0,85,39.6776,85,1741.81262664,1573.80336696,704.352866853,0.955214544737,226.016481449,0.866789,704.352866853,37.0228,-40.8489,704.352866853,39.9546592529,979.206464051,3.12945,39.9550154033,142.21959917,39.949,39.949
0.0,86,39.8918,86,1875.9303098,1761.49569484,619.097189853,0.946700936156,82.0640724315,0.874698,619.097189853,37.24,-41.7474,619.097189853,40.8571509152,1649.11656885,3.08951,40.8575563457,150.874011214,40.8519,40.8519
0.0,87,40.1293,87,1398.35411958,1278.87771133,733.727263148,0.950024610329,109.909569855,0.863463,733.727263148,37.4696,-42.5932,733.727263148,41.6783094483,990.414538264,3.04989,41.6786712098,120.890815427,41.6721,41.6721
0.0,88,40.3391,88,1567.78129431,1285.14578888,604.01452066,0.993598181926,165.71113625,0.888486,604.01452066,37.6695,-43.2549,604.01452066,42.3474816461,976.412400596,3.70804,42.3478636247,123.567209552,42.342,42.342
0.0,89,40.5406,89,2099.63008271,1529.81854378,730.952543943,0.960869396,410.763931775,0.83391,730.952543943,37.9038,-44.1124,730.952543943,43.2048915602,875.096187605,3.2397,43.2051503205,150.389959191,43.1996,43.1996
0.0,90,40.7443,90,2611.70742906,2273.11585657,907.323257552,0.978555945365,422.867784389,0.863791,907.323257552,38.1112,-44.9817,907.323257552,44.0518188817,1061.98239397,3.2127,44.0521036048,192.821031578,44.0451,44.0451
0.0,91,40.976,91,1818.93508703,1520.66472097,1090.84581908,0.995745248054,268.746248452,0.825432,1090.84581908,38.2496,-45.967,1090.84581908,45.0291491556,993.947432564,3.47335,45.029623932,145.491490793,45.0229,45.0229
0.0,92,41.2108,92,2171.82370803,1674.91900504,1044.52509771,1.01059223556,414.091702238,0.862996,1044.52509771,38.4435,-46.8308,1044.52509771,45.9075158642,891.812328108,3.74152,45.907957854,168.505753103,45.9016,45.9016
0.0,93,41.4466,93,2565.53567416,1880.013536,1039.78319829,1.01541007842,481.571276888,0.857835,1039.78319829,38.6591,-47.676,1039.78319829,46.7457771768,1097.14228782,3.91065,46.7461351219,188.284044203,46.7394,46.7394
0.0,94,41.6682,94,1691.54233038,1140.50315062,710.38375893,1.03140321255,491.080348744,0.856621,710.38375893,38.7745,-48.5052,710.38375893,47.5971491503,75.9613008745,3.89798,47.5974614033,131.373398128,47.591,47.591
0.0,95,41.8545,95,1263.81544465,723.973067731,906.015482628,1.02637878983,585.362575989,0.888333,906.015482628,38.9519,-49.1741,906.015482628,48.2605773415,-502.909549416,3.9201,48.2608482219,91.6474416322,48.2562,48.2562
0.0,96,42.0647,96,1511.29320938,1226.19259988,1103.59238089,1.03581266674,205.061527356,0.815492,1103.59238089,39.1398,-50.0446,1103.59238089,49.1191527465,944.557318644,3.99296,49.1196165767,102.466844848,49.1135,49.1135
0.0,97,42.2796,97,1486.9468378,1355.18019806,750.180758048,1.02925633107,114.780737401,0.826951,750.180758048,39.3211,-50.7083,750.180758048,49.7694199132,1068.98122627,3.70694,49.7697734241,115.168668329,49.7633,49.7633
0.0,98,42.4981,98,1672.3080847,883.827580148,678.682604199,1.04400907204,772.982921161,0.871539,678.682604199,39.4907,-51.6586,678.682604199,50.7123209544,-442.15840981,4.1476,50.712760609,116.963827607,50.7061,50.7061
0.0,99,42.7505,99,1348.43007202,564.338678683,796.554078325,1.07483513611,735.519613483,0.91714,796.554078325,39.6787,-52.4843,796.554078325,51.5272134276,-528.727725108,4.50706,51.5277440486,74.9931646984,51.5211,51.5211
0.0,100,42.9587,100,1649.05157791,961.261775225,601.250777869,1.0773637834,844.506991967,0.898963,601.250777869,39.8062,-53.2133,601.250777869,52.2684596867,-487.897838237,4.61069,52.2688756191,110.422970445,52.2621,52.2621
0.0,101,43.1785,101,1811.31726757,624.386273061,583.180308133,1.07929440728,880.070663595,0.931858,583.180308133,39.9482,-53.9487,583.180308133,53.017909467,-531.620410245,4.51262,53.0182668052,110.735933009,53.0112,53.0112
0.0,102,43.3684,102,2176.48498489,1700.5365767,1181.4292489,1.07163198061,514.421056038,0.865968,1181.4292489,40.1112,-54.9608,1181.4292489,54.0093685117,583.839439456,4.2985,54.0096958073,174.133036414,54.0035,54.0035
0.0,103,43.6002,103,1667.49445976,1289.13354576,1073.57853776,1.07461451848,198.138463955,0.807437,1073.57853776,40.3367,-55.796,1073.57853776,54.8229777389,982.824878283,4.25489,54.8232481944,158.908586143,54.8169,54.8169
0.0,104,43.8169,104,1022.09683932,841.274048776,695.657573945,1.07639511793,105.25825686,0.778308,695.657573945,40.4991,-56.7127,695.657573945,55.6990524781,711.896157232,4.10225,55.6992797877,84.3334905418,55.6943,55.6943
0.0,105,44.056,105,1548.82387534,1169.63013647,1335.30000824,1.1024245374,184.822564678,0.73298,1335.30000824,40.6648,-57.4563,1335.30000824,56.4739645059,946.930012001,4.51219,56.4743898266,132.081955025,56.4674,56.4674
0.0,106,44.2539,106,2135.80749194,1446.10962251,576.075604105,1.10370578116,331.909145135,0.788779,576.075604105,40.817,-58.3536,576.075604105,57.3707314508,1072.38804874,4.66202,57.3711631853,172.697766992,57.3648,57.3648
0.0,107,44.484,107,2291.02319128,1741.80442998,660.202503914,1.1210853833,425.701346506,0.820847,660.202503914,40.9883,-59.0022,660.202503914,57.9806075819,1114.35067798,4.94408,57.9810384573,180.894474067,57.9758,57.9758
0.0,108,44.7072,108,1756.24564453,1352.29603189,545.298658011,1.15481220188,249.858629421,0.810291,545.298658011,41.1644,-59.8543,545.298658011,58.8427380207,999.880884396,5.5024,58.8432119166,140.006250223,58.8366,58.8366
0.0,109,44.9185,109,2247.69973792,1688.21448665,782.851732598,1.11784041541,456.061570367,0.846608,782.851732598,41.3748,-60.5589,782.851732598,59.5403558246,988.206821471,4.9259,59.5406128435,164.603754045,59.5335,59.5335
0.0,110,45.1522,110,2465.53077695,1823.89975563,848.003278311,1.14480194692,471.156270584,0.814644,848.003278311,41.541,-61.3602,848.003278311,60.3087005497,1286.91852872,5.21604,60.3090656646,194.704104176,60.3032,60.3032
0.0,111,45.3344,111,1879.14256861,1364.33193858,752.437100838,1.15321465485,290.430065071,0.782918,752.437100838,41.7604,-62.1185,752.437100838,61.0723552786,1056.59022995,5.30391,61.0728683381,164.817744006,61.0649,61.0649
0.0,112,45.5416,112,1152.40053132,964.314457257,658.875295325,1.14122110839,241.631292853,0.766881,658.875295325,41.9144,-62.7636,658.875295325,61.7450079875,256.777927065,5.04253,61.7453481104,107.031166661,61.7406,61.7406
0.0,113,45.7203,113,2004.75195919,1575.31067107,630.81500742,1.15939219228,334.359871576,0.817902,630.81500742,42.1437,-63.404,630.81500742,62.3847201604,974.05432638,5.75188,62.3849495782,184.080893659,62.377,62.377
0.0,114,45.9211,114,2215.31699207,1413.42973923,561.93779727,1.18256068178,616.488756003,0.796007,561.93779727,42.3485,-64.2207,561.93779727,63.196149257,69.3209109216,5.89661,63.196471136,170.969228708,63.1898,63.1898
0.0,115,46.0854,115,2716.4536754,2238.59657076,594.758964457,1.16834164113,391.238690983,0.879501,594.758964457,42.5429,-65.1507,594.758964457,64.1187975603,1282.56530474,5.65605,64.1190441478,194.834379059,64.1146,64.1146
0.0,116,46.2612,116,2413.10879891,1644.54989738,1114.70521916,1.15535284533,519.166138231,0.835005,1114.70521916,42.7273,-65.9732,1114.70521916,64.940983928,967.759606569,5.39015,64.9413098337,167.340760254,64.9344,64.9344
0.0,117,46.5131,117,2203.03020157,1354.21797093,1518.31319872,1.21844726326,491.134474948,0.817423,1518.31319872,42.9118,-66.7955,1518.31319872,65.750711675,929.943289728,6.40439,65.7511716965,157.44104989,65.7431,65.7431
0.0,118,46.6956,118,2486.1685338,1720.13866942,793.189393408,1.17100567171,709.630965256,0.860768,793.189393408,43.1346,-67.6036,793.189393408,66.5698333063,210.3579677,5.70061,66.5702370238,176.295980354,66.564,66.564
0.0,119,46.8905,119,1761.78363897,1125.62132872,918.467466316,1.20280847085,609.765753362,0.838953,918.467466316,43.2569,-68.3813,918.467466316,67.3158406674,-511.136104609,6.48277,67.3162114979,147.990649987,67.3082,67.3082
0.0,120,47.1408,120,1877.57444323,1373.98590411,1152.7152327,1.21448265024,305.797510355,0.798264,1152.7152327,43.4454,-69.1627,1152.7152327,68.1180690901,912.412165463,6.47574,68.1184179502,148.384794884,68.1132,68.1132
0.0,121,47.3621,121,1523.73550135,781.249453533,664.823444492,1.2208727386,441.356666451,0.777266,664.823444492,43.6105,-69.9791,664.823444492,68.9135300755,-287.620380883,6.46763,68.9138076911,114.454571681,68.9084,68.9084
0.0,122,47.5904,122,2045.51961666,1418.33153081,773.204993226,1.2107343432,422.441324291,0.848683,773.204993226,43.7972,-70.8336,773.204993226,69.7713601514,837.195988954,6.26462,69.7717498645,151.312886961,69.7641,69.7641
0.0,123,47.8292,123,2240.10943314,1449.56656524,1095.60812979,1.25537188445,594.863713609,0.811954,1095.60812979,43.9929,-71.4556,1095.60812979,70.4055465239,665.443940969,7.35017,70.406065383,155.341749916,70.4004,70.4004
0.0,124,48.0556,124,1530.2179908,1053.64122445,823.829603982,1.2412000383,258.833537927,0.776736,823.829603982,44.1781,-72.3906,823.829603982,71.3328205157,758.428743205,6.60423,71.3332511172,151.371019184,71.3257,71.3257
0.0,125,48.2582,125,2202.99928205,1536.18731386,1129.66276495,1.22961270572,369.228739491,0.809221,1129.66276495,44.2721,-73.5461,1129.66276495,72.4721904901,1055.68519014,6.6201,72.4725962817,174.086239657,72.4671,72.4671
