AverageReturn,Epoch,StdReturn,QFunRegParamNorm,Iteration,PolicyRegParamNorm,AverageQ,AveragePolicySurr,AverageQLoss,MaxEsReturn,MinReturn,AverageEsReturn,AverageAction,AverageAbsQ,MinEsReturn,AverageAbsQYDiff,AverageDiscountedReturn,AverageAbsY,MaxReturn,StdEsReturn,AverageY
3930.05468178,365,1200.90595503,123.172,365,83.4219,447.452,-449.716,199.266,3345.78392858,1212.18367792,3345.78392858,0.966733,447.452,3345.78392858,3.60297391834,372.021622119,447.488051043,4871.19271966,0.0,447.487934981
4714.07021787,366,333.98446336,123.35,366,83.4861,446.953,-449.266,245.456,3593.90990532,3885.77714122,3593.90990532,0.954253,446.953,3593.90990532,3.92040639692,367.280845321,446.960137503,5133.79867342,0.0,446.960097934
4973.48370632,367,1032.42081535,123.564,367,83.5685,446.225,-448.511,202.676,3400.21501201,1960.16784649,3400.21501201,0.955552,446.225,3400.21501201,3.64699851133,427.34552455,446.245219762,5607.93073612,0.0,446.245152135
3934.33822581,368,1749.36618179,123.764,368,83.5935,447.555,-449.932,213.549,3514.81402753,122.302779162,3514.81402753,0.973389,447.555,3514.81402753,3.76201386498,353.87276921,447.554361091,4929.79633995,0.0,447.554209837
3845.65336681,369,92.9416077632,123.957,369,83.6687,448.504,-450.881,249.051,3238.2121951,3679.54537958,3238.2121951,0.96195,448.507,3238.2121951,3.85621456031,314.012051342,448.518419921,3962.70992632,0.0,448.51830644
5112.14803335,370,152.68640109,124.161,370,83.7824,448.812,-451.147,237.011,3498.26067429,4783.5680297,3498.26067429,0.968054,448.812,3498.26067429,3.83402518,407.935873676,448.82123719,5329.33406569,0.0,448.821150001
4308.63479533,371,110.985421732,124.318,371,83.8764,448.213,-450.639,278.088,3431.29681356,4086.46466698,3431.29681356,0.962112,448.213,3431.29681356,4.05824666613,348.796917464,448.224798431,4528.51276501,0.0,448.224676997
3913.76412806,372,1118.97382522,124.509,372,84.0216,449.094,-451.525,228.58,3287.48055383,965.10855243,3287.48055383,0.961211,449.094,3287.48055383,3.86822558646,355.835491669,449.112697277,4638.74094447,0.0,449.112561541
4524.25639495,373,1457.66126239,124.741,373,84.1896,449.974,-452.427,200.652,3640.02651695,156.642607114,3640.02651695,0.960642,449.976,3640.02651695,3.77938271016,394.529747571,449.990408535,5131.32623024,0.0,449.990234181
5135.95323045,374,92.4473653915,124.996,374,84.2523,448.953,-451.432,220.05,3237.95874202,4996.49326694,3237.95874202,0.961899,448.953,3237.95874202,3.85464893546,402.938239998,448.9701428,5300.32706289,0.0,448.970074696
5015.71424002,375,195.917924931,125.195,375,84.342,450.285,-452.773,206.711,3486.8382046,4721.42932651,3486.8382046,0.963208,450.285,3486.8382046,3.77864706931,396.141619658,450.298782904,5316.98482099,0.0,450.298635215
4703.91739874,376,665.806772268,125.447,376,84.4414,451.426,-453.821,270.021,3387.99620354,2922.31318208,3387.99620354,0.963589,451.426,3387.99620354,3.99768487025,380.670518282,451.438455773,5295.09578494,0.0,451.438421708
4470.92651238,377,1329.46867131,125.56,377,84.5343,451.428,-453.831,213.72,3389.97227802,652.168313819,3389.97227802,0.968351,451.428,3389.97227802,3.76823233925,368.202564114,451.443549477,5305.73773709,0.0,451.443453268
4542.83461922,378,304.820604646,125.701,378,84.6362,451.122,-453.627,185.543,3416.01866528,3804.87641379,3416.01866528,0.972215,451.122,3416.01866528,3.62273829064,340.766490836,451.134842329,4925.89803489,0.0,451.134788073
4596.0099845,379,1092.00697199,125.925,379,84.6874,452.001,-454.463,248.734,3531.73242426,1471.38114973,3531.73242426,0.967694,452.001,3531.73242426,3.973108322,394.787843691,452.01543408,5250.22074926,0.0,452.015366407
4746.71090723,380,618.644800982,126.13,380,84.8034,452.46,-454.88,222.994,3740.73875888,3010.63812063,3740.73875888,0.957546,452.46,3740.73875888,3.79445020976,363.109286674,452.475831532,5301.06236547,0.0,452.475603451
4689.74521771,381,359.655877743,126.328,381,84.8924,452.514,-454.959,240.616,3428.27578159,3946.04766586,3428.27578159,0.966876,452.514,3428.27578159,3.82185498044,389.563730387,452.524965513,5186.58649222,0.0,452.524896029
4801.17494575,382,64.5228495834,126.45,382,84.9632,452.029,-454.536,207.849,1022.07847233,4681.85001098,1022.07847233,0.962499,452.032,1022.07847233,3.73670229807,375.901453195,452.039718095,4880.57261842,0.0,452.039553525
4207.0540312,383,1461.48712482,126.616,383,85.1327,453.446,-455.836,185.294,3391.28205346,420.491020741,3391.28205346,0.968847,453.446,3391.28205346,3.59105811416,371.642770893,453.457421267,5229.08587367,0.0,453.457284756
4954.89860184,384,186.855514791,126.823,384,85.2356,452.802,-455.286,243.418,3561.21053638,4670.73310385,3561.21053638,0.966046,452.803,3561.21053638,3.9727873072,392.444014454,452.818177115,5209.03953944,0.0,452.818040712
5015.6859977,385,1214.45572401,127.026,385,85.3156,453.068,-455.53,258.164,3327.89906208,1387.43336219,3327.89906208,0.965464,453.068,3327.89906208,4.03778761169,422.086053535,453.08339102,5606.19041026,0.0,453.083257163
4816.48222598,386,773.815922855,127.232,386,85.4007,453.472,-455.864,227.869,3688.32419494,2510.08840023,3688.32419494,0.966375,453.472,3688.32419494,3.80735818492,403.351383142,453.490190119,5271.18503455,0.0,453.490106488
4913.81747932,387,700.582613999,127.477,387,85.5416,454.507,-456.891,253.816,3449.87088667,2852.7466388,3449.87088667,0.969965,454.507,3449.87088667,3.93029794999,414.635577972,454.520723228,5383.53685203,0.0,454.520627765
4978.01475663,388,155.194399612,127.708,388,85.6146,454.478,-456.953,270.362,3192.45904776,4729.17321632,3192.45904776,0.969458,454.478,3192.45904776,4.04576571211,377.520459778,454.491796815,5253.46510015,0.0,454.49175942
5090.81492354,389,165.175189604,127.887,389,85.6903,454.232,-456.733,206.385,3183.06684626,4668.50790459,3183.06684626,0.968132,454.233,3183.06684626,3.6999822926,397.115837589,454.240257175,5271.3242884,0.0,454.240056761
4207.00653786,390,1593.16647721,128.074,390,85.8174,455.372,-457.819,157.291,3800.08224873,481.721310152,3800.08224873,0.967352,455.372,3800.08224873,3.52868736984,381.275806366,455.37268256,5367.68997519,0.0,455.372565203
4374.62647054,391,340.164485057,128.257,391,85.9421,456.376,-458.751,253.515,3704.47562686,3838.67767416,3704.47562686,0.970297,456.376,3704.47562686,4.08721034926,330.981556059,456.389351725,4982.66806825,0.0,456.389205807
4787.56115105,392,569.504874186,128.501,392,86.0689,456.422,-458.823,260.339,3263.45965423,3271.72509092,3263.45965423,0.97001,456.422,3263.45965423,3.92119358091,385.882573992,456.43630814,5294.21791537,0.0,456.436217585
5158.90454255,393,111.326955009,128.669,393,86.2128,456.923,-459.316,258.819,3307.08208705,5032.06832441,3307.08208705,0.967915,456.923,3307.08208705,3.96722533357,409.704414592,456.952217947,5440.11542397,0.0,456.952163499
5331.57354329,394,170.047890749,128.812,394,86.3746,456.249,-458.679,224.714,3622.86787363,5104.87117704,3622.86787363,0.9703,456.249,3622.86787363,3.82405875654,401.600740576,456.260814527,5630.57880488,0.0,456.260772975
4806.53388537,395,73.5223417212,128.92,395,86.4926,456.733,-459.139,164.775,3529.1945283,4696.41189789,3529.1945283,0.975964,456.733,3529.1945283,3.49063184433,381.263355998,456.735493877,4931.04421917,0.0,456.735471142
4530.38871654,396,582.764671065,129.128,396,86.6004,457.739,-460.344,256.275,3571.60069165,2909.67892195,3571.60069165,0.975542,457.739,3571.60069165,3.99392693073,339.534369327,457.766773394,5009.46448281,0.0,457.766682853
5197.49345378,397,71.493791631,129.347,397,86.7056,457.993,-460.468,206.074,3507.79664572,5098.43028512,3507.79664572,0.975206,457.993,3507.79664572,3.70381272221,407.205037928,458.001942199,5388.09059939,0.0,458.001868228
4644.06839208,398,177.621823838,129.602,398,86.7797,458.136,-460.56,262.153,3654.18217323,4242.06881617,3654.18217323,0.970803,458.136,3654.18217323,3.95865635799,346.384515844,458.146163935,4915.63685695,0.0,458.146031707
4518.48025829,399,335.139265682,129.837,399,86.8722,458.235,-460.697,222.924,3474.75858843,3755.30360615,3474.75858843,0.964655,458.235,3474.75858843,3.84072654764,368.473916782,458.253729549,4772.26809054,0.0,458.25364775
5023.42564938,400,222.074108769,130.015,400,86.9534,459.732,-462.155,232.28,2899.51949273,4549.68250799,2899.51949273,0.974584,459.732,2899.51949273,3.81332666317,393.670757764,459.727583777,5338.33304933,0.0,459.727561227
5131.92522511,401,84.3949599742,130.165,401,87.1036,459.931,-462.385,209.681,2001.12001415,4961.07786712,2001.12001415,0.97421,459.931,2001.12001415,3.63910844468,400.542855245,459.949791632,5253.74677562,0.0,459.949709373
4842.60604388,402,107.71963158,130.374,402,87.2448,460.062,-462.549,220.275,3463.47496604,4693.27758285,3463.47496604,0.973375,460.063,3463.47496604,3.68870136356,382.493275607,460.072798376,5036.71978917,0.0,460.072620466
4263.17514821,403,1542.78925643,130.55,403,87.3707,459.519,-461.953,261.939,3450.97965804,920.361836975,3450.97965804,0.967206,459.519,3450.97965804,3.95798911758,387.722087664,459.544315818,5278.5858242,0.0,459.544179029
4881.55915939,404,77.7830993306,130.716,404,87.4846,460.142,-462.612,244.572,2928.8055109,4775.82186858,2928.8055109,0.957847,460.143,2928.8055109,3.81061697422,389.26383243,460.154403911,4983.0028208,0.0,460.154353197
3927.92703594,405,554.267576373,130.837,405,87.5695,460.468,-462.809,235.652,3347.92012103,2300.75262275,3347.92012103,0.966121,460.468,3347.92012103,3.74028205524,310.328918005,460.484752316,4309.02603909,0.0,460.484644955
4964.92248778,406,180.975530293,131.017,406,87.6809,460.195,-462.582,238.371,3430.5229299,4723.08058502,3430.5229299,0.959882,460.197,3430.5229299,3.78464574082,391.57082945,460.203456622,5241.09072538,0.0,460.203393769
4366.07669387,407,475.614823143,131.228,407,87.7886,461.082,-463.462,212.115,3367.39254142,2993.07221655,3367.39254142,0.972584,461.082,3367.39254142,3.72086387352,354.968755063,461.10267002,4758.42689926,0.0,461.102615582
4399.67150721,408,970.853714731,131.439,408,87.9494,461.586,-463.952,257.21,3680.10444492,1510.30151467,3680.10444492,0.969901,461.586,3680.10444492,3.94720434018,355.924026921,461.58926193,4909.25592718,0.0,461.589122744
4937.61699818,409,332.257941677,131.675,409,88.0479,461.61,-464.021,223.529,3364.62057242,4168.72963033,3364.62057242,0.97088,461.61,3364.62057242,3.82078436583,398.935858121,461.629965221,5274.84315166,0.0,461.629856862
4680.82354648,410,218.112030483,131.82,410,88.1205,461.708,-464.162,215.457,3464.33779522,4284.55891609,3464.33779522,0.969727,461.708,3464.33779522,3.59767573005,367.995221235,461.710600983,5022.83884352,0.0,461.710524013
4475.09668727,411,88.5616184786,132.013,411,88.2288,462.047,-464.445,271.673,3684.53987893,4351.57193352,3684.53987893,0.970578,462.047,3684.53987893,4.01532457335,359.208314379,462.057159568,4649.74210006,0.0,462.05713505
4418.01824474,412,974.244699262,132.144,412,88.3036,462.443,-464.931,269.63,3495.92334246,1547.43981388,3495.92334246,0.973274,462.443,3495.92334246,3.96663252172,366.279468677,462.463728547,5021.5093839,0.0,462.463574433
4611.88707973,413,442.734505521,132.398,413,88.4002,462.21,-464.67,229.17,3497.21575069,3367.01795845,3497.21575069,0.967432,462.21,3497.21575069,3.7934287752,377.903131441,462.2177533,5007.32774073,0.0,462.217647402
4509.75540997,414,1287.97649889,132.641,414,88.5401,463.356,-465.703,194.202,3443.08617231,1304.08758393,3443.08617231,0.968903,463.356,3443.08617231,3.62880310174,370.776513813,463.378876022,5318.02315404,0.0,463.378757347
4505.70021719,415,1321.4892884,132.83,415,88.6677,463.432,-465.875,244.248,3193.00300356,558.358253585,3193.00300356,0.972426,463.432,3193.00300356,3.85936228489,394.136146747,463.439534933,5137.19989352,0.0,463.439435803
5052.16782856,416,189.988165912,133.0,416,88.7504,463.853,-466.214,217.541,3510.98025041,4719.1435543,3510.98025041,0.975553,463.856,3510.98025041,3.72958103382,388.559197395,463.86291459,5339.88228251,0.0,463.86272683
4246.31839402,417,310.347596496,133.19,417,88.8582,463.65,-466.096,256.067,3404.18184498,3625.02434191,3404.18184498,0.967643,463.654,3404.18184498,3.91127691918,329.348214518,463.670967101,4658.67841808,0.0,463.670889364
4851.34263189,418,107.550365354,133.34,418,88.9922,464.159,-466.577,232.847,3398.45685642,4594.19283386,3398.45685642,0.967818,464.163,3398.45685642,3.89328709113,383.282381134,464.167363712,4986.62872467,0.0,464.167232201
5280.7879928,419,103.838333229,133.517,419,89.1061,465.633,-468.075,237.542,3377.21805694,5069.58118737,3377.21805694,0.972365,465.635,3377.21805694,3.81626529136,409.112752143,465.647852453,5428.1693886,0.0,465.6477826
4484.04028376,420,1095.21145315,133.646,420,89.2231,464.99,-467.548,234.286,3307.55681703,2187.2756832,3307.55681703,0.967286,464.99,3307.55681703,3.78577430911,400.538636067,464.997937342,5351.46039228,0.0,464.997867678
4738.78240437,421,140.176124549,133.828,421,89.2954,464.938,-467.449,194.913,3503.44033871,4371.38597648,3503.44033871,0.961243,464.938,3503.44033871,3.63469710199,372.930949022,464.951379977,4878.88090009,0.0,464.951331929
5142.41400064,422,122.471618627,134.041,422,89.4085,465.657,-468.115,234.111,3254.93674197,4915.06708449,3254.93674197,0.969867,465.658,3254.93674197,3.88145290574,402.805188913,465.67260592,5277.8613401,0.0,465.672438956
3861.50718197,423,1057.13693602,134.212,423,89.5438,466.324,-468.674,228.882,3492.37814919,1829.36084943,3492.37814919,0.975809,466.324,3492.37814919,3.81100438754,360.107111857,466.330806706,4763.83797068,0.0,466.330759201
4179.9016139,424,1380.99963453,134.377,424,89.6703,466.422,-468.87,263.155,3230.94779935,1063.20176699,3230.94779935,0.978393,466.422,3230.94779935,4.0319278375,397.744429502,466.439820137,5156.65694228,0.0,466.439784721
4440.53098296,425,1548.05051987,134.593,425,89.7682,466.172,-468.634,274.551,3664.30739919,-184.220122013,3664.30739919,0.972589,466.172,3664.30739919,3.94033260614,372.041593477,466.189775856,5147.57004188,0.0,466.189745826
4976.26508351,426,1092.60512924,134.75,426,89.8551,466.572,-468.907,197.87,3651.28352887,1751.25796862,3651.28352887,0.969777,466.572,3651.28352887,3.69563221735,413.650842749,466.576746839,5599.89401106,0.0,466.576690766
4862.29480171,427,698.206112153,134.93,427,89.9464,466.507,-468.842,277.441,3379.57228921,3135.93046386,3379.57228921,0.964031,466.507,3379.57228921,4.05200137996,411.706681944,466.527106885,5388.68337662,0.0,466.527020136
5304.05757326,428,127.623424875,135.185,428,90.0716,468.117,-470.495,259.252,3506.73996641,4977.40063081,3506.73996641,0.96657,468.118,3506.73996641,3.95170998258,399.318180415,468.125921838,5455.64657215,0.0,468.1257632
4546.80458888,429,94.455465741,135.37,429,90.2073,468.027,-470.395,252.317,3550.19130809,4409.15240915,3550.19130809,0.962859,468.027,3550.19130809,3.9478549666,361.063551363,468.03774612,4684.80771215,0.0,468.037656012
4982.42772863,430,733.97446743,135.556,430,90.303,466.239,-468.614,267.67,3235.99720592,2803.60826521,3235.99720592,0.97247,466.239,3235.99720592,3.90189561614,411.687673065,466.260890471,5356.19266777,0.0,466.260820163
4819.28242653,431,98.1390887004,135.744,431,90.4177,468.381,-470.792,219.558,3582.2181106,4639.26892919,3582.2181106,0.970134,468.381,3582.2181106,3.79434975564,379.14314182,468.387242203,4974.99139225,0.0,468.387067519
4732.18723151,432,125.464475262,135.907,432,90.511,467.122,-469.565,235.623,3388.72436478,4566.0263466,3388.72436478,0.967765,467.122,3388.72436478,3.88618345489,371.710871706,467.140966336,4875.99782675,0.0,467.140892535
4252.20171295,433,1138.9239136,136.02,433,90.5613,468.357,-470.776,208.417,3441.10792225,1990.0808317,3441.10792225,0.970988,468.357,3441.10792225,3.63454713729,385.996264661,468.365428575,5046.1476066,0.0,468.365228223
4579.55008943,434,193.443152274,136.185,434,90.6223,468.488,-470.975,231.055,3511.49934167,4211.28210502,3511.49934167,0.965094,468.488,3511.49934167,3.78724472344,356.131699784,468.494966186,4867.69439407,0.0,468.494887204
4649.17065178,435,75.430527873,136.349,435,90.71,469.328,-471.765,283.26,3723.03804217,4464.29666187,3723.03804217,0.966103,469.328,3723.03804217,4.07240212202,359.078274748,469.337524348,4744.15467263,0.0,469.337467384
4259.26081358,436,1440.14815116,136.494,436,90.8885,468.543,-471.005,251.505,3263.64114455,-38.3495194179,3263.64114455,0.975185,468.543,3263.64114455,3.88901582346,356.290751369,468.558489249,5048.347066,0.0,468.558357201
4650.14500649,437,71.7299973376,136.654,437,91.0016,468.674,-471.023,230.949,3353.30220891,4538.06880322,3353.30220891,0.974127,468.677,3353.30220891,3.83749500287,367.16047658,468.695507628,4763.06907434,0.0,468.695501279
4133.61789516,438,1260.55596433,136.8,438,91.0871,469.853,-472.187,240.351,3322.45026713,1299.32053518,3322.45026713,0.974353,469.855,3322.45026713,3.85070747114,364.010493572,469.870216127,5101.53151327,0.0,469.870084097
4567.4733103,439,94.552363294,136.937,439,91.2129,469.727,-472.148,247.557,3612.42016772,4421.23717713,3612.42016772,0.967636,469.734,3612.42016772,3.94807539219,360.202985443,469.737513958,4755.87639463,0.0,469.737406443
3938.65109505,440,571.26375511,137.116,440,91.3647,470.24,-472.724,314.007,3647.42958683,2315.55547743,3647.42958683,0.970896,470.24,3647.42958683,4.07326269952,330.011962207,470.256494669,4600.53301097,0.0,470.256361713
4280.88051758,441,796.443531909,137.34,441,91.4224,470.98,-473.447,273.619,3400.23625442,2014.22571809,3400.23625442,0.973909,470.98,3400.23625442,3.97072838619,362.763725085,470.985860167,4859.36454085,0.0,470.985811104
4174.22539382,442,1412.47726706,137.51,442,91.5866,471.076,-473.602,223.834,3364.90477711,-47.5066800001,3364.90477711,0.967013,471.076,3364.90477711,3.78351131461,351.422417277,471.09312195,4826.83153021,0.0,471.093017461
4420.07402492,443,606.266063651,137.702,443,91.6263,470.539,-473.019,280.532,3076.78808163,2708.25298798,3076.78808163,0.969239,470.541,3076.78808163,4.07416667828,342.170265003,470.550737905,4942.44156462,0.0,470.550646682
4940.14289134,444,136.62660649,137.869,444,91.7477,470.618,-473.163,293.003,3495.56465061,4764.03133691,3495.56465061,0.97323,470.618,3495.56465061,4.09934143617,385.128679548,470.626596408,5231.85798125,0.0,470.6265138
5086.9897113,445,374.198265258,138.005,445,91.9041,471.403,-473.89,237.237,3393.32096751,4346.14251814,3393.32096751,0.969769,471.405,3393.32096751,3.84993430629,398.051055894,471.419054264,5504.23109896,0.0,471.419034722
4605.01600112,446,1573.12535887,138.141,446,92.0387,471.301,-473.772,259.784,3459.85897999,367.333977537,3459.85897999,0.965856,471.302,3459.85897999,4.05762729118,403.268673863,471.322381376,5553.82615343,0.0,471.322281605
4486.25807274,447,1127.60550521,138.36,447,92.0914,471.35,-473.829,250.799,3577.131585,1548.35638181,3577.131585,0.971662,471.35,3577.131585,3.84622877518,387.769581012,471.364579502,5266.01379334,0.0,471.364575575
3229.87229347,448,1533.71197822,138.481,448,92.1549,472.365,-474.719,245.446,3531.39515254,-281.657486715,3531.39515254,0.969922,472.368,3531.39515254,3.84554088808,293.775373726,472.374968491,4711.49776704,0.0,472.374884531
3232.91978437,449,53.5870187372,138.68,449,92.2383,473.281,-475.651,228.902,3519.8421863,3132.14462659,3519.8421863,0.967423,473.281,3519.8421863,3.79470731245,265.700701669,473.290703676,3305.56153874,0.0,473.29062653
3706.12709511,450,1510.61917943,138.803,450,92.411,472.871,-475.182,212.056,3286.38607244,1518.07593708,3286.38607244,0.977485,472.871,3286.38607244,3.63164034357,381.584973367,472.880531133,5079.36224956,0.0,472.880450294
3548.3286003,451,1317.12302972,138.941,451,92.521,471.883,-474.157,270.488,3261.86083461,1079.41434343,3261.86083461,0.965856,471.883,3261.86083461,3.9273829258,369.480592231,471.887845062,4919.44241975,0.0,471.887774811
5109.75128504,452,191.538238309,139.132,452,92.6299,472.735,-475.113,244.541,3522.65485556,4688.28172257,3522.65485556,0.962178,472.735,3522.65485556,3.83154881403,397.295563292,472.76467922,5432.33817917,0.0,472.76461819
4084.7141002,453,1442.36728218,139.338,453,92.7261,472.522,-474.936,263.396,897.408692781,-56.1074787948,897.408692781,0.975625,472.522,897.408692781,3.90905990985,345.85750878,472.524201967,5152.50534442,0.0,472.524033424
3214.46065241,454,1675.43601253,139.493,454,92.8076,473.985,-476.363,213.415,3726.61463616,79.6067746987,3726.61463616,0.973609,473.991,3726.61463616,3.69092403795,386.288376736,473.996388995,5325.58975282,0.0,473.996274896
4187.25022052,455,1497.12797961,139.634,455,92.8794,472.856,-475.15,266.044,3564.07828729,541.303960448,3564.07828729,0.976148,472.857,3564.07828729,3.93531274183,402.27064211,472.872985598,5532.08292443,0.0,472.872847764
4015.02623044,456,716.995690545,139.737,456,92.9763,473.695,-476.045,243.67,3443.64597672,1969.0088528,3443.64597672,0.974046,473.695,3443.64597672,3.81690866748,331.579779934,473.704680487,4588.19247432,0.0,473.704616968
4936.6641062,457,376.266857199,139.935,457,93.1003,473.049,-475.391,221.125,3657.31054123,3841.80872451,3657.31054123,0.979453,473.049,3657.31054123,3.71245028553,392.833394637,473.067550619,5201.34817613,0.0,473.067528745
4890.1681758,458,883.835146046,140.091,458,93.2231,473.409,-475.737,195.033,3169.35515851,2297.01071218,3169.35515851,0.965312,473.409,3169.35515851,3.5169237236,376.398600272,473.408942771,5474.10093979,0.0,473.408790277
4480.62010833,459,784.986684853,140.229,459,93.3446,474.474,-476.858,227.818,3411.58359383,2372.36556886,3411.58359383,0.972886,474.474,3411.58359383,3.7765310144,376.641190948,474.498546265,4941.82068964,0.0,474.498495941
3343.67919625,460,1443.44199084,140.412,460,93.3976,474.337,-476.699,267.839,3355.00403354,272.48818499,3355.00403354,0.969389,474.337,3355.00403354,3.85772334978,351.855096768,474.343708415,4542.03733609,0.0,474.343574858
4989.57045623,461,802.358884045,140.591,461,93.5012,473.711,-476.075,298.277,1629.01814966,3279.96098348,1629.01814966,0.969708,473.711,1629.01814966,4.0261663409,420.309779236,473.726352562,5662.70424881,0.0,473.726266331
4734.34683557,462,110.004896815,140.774,462,93.5973,473.497,-475.804,248.871,3302.92387171,4572.2584755,3302.92387171,0.97406,473.5,3302.92387171,3.75493947208,374.730176213,473.509542843,4920.27736609,0.0,473.509416018
4364.31908804,463,1063.76558467,140.883,463,93.6874,473.21,-475.575,269.573,3406.85502847,1263.77277699,3406.85502847,0.97718,473.21,3406.85502847,3.88006437178,342.550871525,473.220294166,5182.42606257,0.0,473.22026777
4077.6889538,464,121.288449975,140.966,464,93.7931,473.228,-475.599,180.048,3329.78302803,3944.17941306,3329.78302803,0.972426,473.228,3329.78302803,3.5158422743,336.96669315,473.239002838,4333.73474552,0.0,473.238914226
3194.12800606,465,1278.83463853,141.145,465,93.8628,474.729,-477.141,246.992,3490.13601514,613.508188861,3490.13601514,0.976413,474.732,3490.13601514,3.87148601947,296.866051712,474.748386337,4515.80863939,0.0,474.7483152
3437.07153163,466,1713.38616829,141.316,466,93.9406,475.457,-477.915,237.866,3130.73180993,398.381555959,3130.73180993,0.981294,475.463,3130.73180993,3.74316064683,379.762478881,475.475694022,5447.59150325,0.0,475.475541913
4798.06471302,467,77.3507591601,141.521,467,94.0368,474.545,-476.927,269.45,3334.54794443,4634.00364465,3334.54794443,0.973485,474.545,3334.54794443,3.93274946962,374.039111562,474.540204589,4877.23572611,0.0,474.540170815
4474.40101641,468,220.124895698,141.631,468,94.0829,475.083,-477.486,247.494,3782.79117174,4024.67077899,3782.79117174,0.971302,475.083,3782.79117174,3.9059373313,350.527542133,475.110605257,4759.64483021,0.0,475.11042677
1327.71714515,469,1346.96506503,141.833,469,94.2141,475.332,-477.805,279.689,3215.35117602,65.8355628883,3215.35117602,0.982964,475.333,3215.35117602,4.01119235653,318.381631093,475.335046408,5044.78007504,0.0,475.334977618
4168.77069839,470,1589.12289438,141.986,470,94.3068,475.68,-478.124,264.584,2657.34684036,132.859450295,2657.34684036,0.970451,475.68,2657.34684036,3.88922541017,387.353906948,475.689682935,5361.11531006,0.0,475.689555817
3361.04408017,471,1173.78009649,142.062,471,94.4272,475.643,-478.047,227.824,3333.32938937,1150.36251826,3333.32938937,0.979036,475.643,3333.32938937,3.73907121113,313.734063054,475.65681744,4497.36199628,0.0,475.656719065
4333.00322546,472,1187.05087854,142.225,472,94.5066,475.173,-477.532,260.627,3443.95057449,949.479416358,3443.95057449,0.976981,475.173,3443.95057449,3.93596088716,362.644971022,475.197009843,5193.93023382,0.0,475.196825725
5316.77643909,473,103.29318511,142.363,473,94.6006,475.506,-477.928,187.827,3563.3053431,5115.10858493,3563.3053431,0.975086,475.506,3563.3053431,3.56983754402,418.261056379,475.505449217,5531.50587603,0.0,475.505269622
4610.60715632,474,1525.60343146,142.584,474,94.6623,475.775,-478.187,336.523,3447.99333065,64.2362302513,3447.99333065,0.977889,475.775,3447.99333065,4.20753896406,375.844223758,475.794641458,5406.41125426,0.0,475.794555285
4549.68224478,475,1233.69815837,142.762,475,94.7709,476.428,-478.814,195.162,3112.39133047,2360.55270611,3112.39133047,0.972308,476.428,3112.39133047,3.58253725296,419.527769121,476.435644502,5547.56853295,0.0,476.435628787
5145.95238891,476,153.205305832,142.923,476,94.8809,477.264,-479.657,239.33,3547.13754749,4807.46955938,3547.13754749,0.966839,477.264,3547.13754749,3.78452934898,405.441941201,477.275127319,5329.68979288,0.0,477.27502562
4890.35918779,477,878.2615903,143.104,477,94.9961,476.569,-479.027,240.55,3346.52146619,2296.59761602,3346.52146619,0.968055,476.569,3346.52146619,3.84807370065,412.129669628,476.586519805,5402.12168317,0.0,476.586367733
4722.743491,478,501.74737495,143.271,478,95.0745,476.552,-478.875,230.084,3552.48781048,3260.06367989,3552.48781048,0.970238,476.552,3552.48781048,3.72360343397,382.005000782,476.560885572,5055.96144554,0.0,476.560780904
5420.87748952,479,140.466764072,143.452,479,95.1564,476.58,-478.915,303.654,3638.07968999,5085.31827967,3638.07968999,0.96663,476.58,3638.07968999,4.1300018045,408.946635725,476.587567585,5624.1537856,0.0,476.587539723
4534.90939175,480,558.291625036,143.6,480,95.2465,475.848,-478.12,235.17,3576.75891325,3066.59054393,3576.75891325,0.964019,475.848,3576.75891325,3.82373256349,377.771951642,475.877300395,4999.31163642,0.0,475.877227145
3795.84893713,481,1657.65737721,143.809,481,95.3387,476.649,-478.909,311.621,3342.31012361,-67.5724315012,3342.31012361,0.973426,476.649,3342.31012361,4.05150205585,341.59820814,476.653038724,4961.91292607,0.0,476.652993941
5192.28122555,482,257.419357678,143.995,482,95.4063,476.871,-479.146,233.156,3507.05912577,4886.04647464,3507.05912577,0.966944,476.872,3507.05912577,3.68655440649,412.817518291,476.872859608,5645.20925063,0.0,476.872721861
2849.50623951,483,2026.21354526,144.109,483,95.4985,477.132,-479.403,178.883,3218.36875757,6.81481630225,3218.36875757,0.973731,477.136,3218.36875757,3.4886695973,331.430319164,477.149692342,5196.79864669,0.0,477.149648056
5170.64399483,484,102.332521505,144.308,484,95.6137,476.452,-478.806,241.134,3404.72142057,4977.26519155,3404.72142057,0.976406,476.452,3404.72142057,3.78550931874,404.109798651,476.467843737,5362.63053887,0.0,476.467824229
4577.72390108,485,239.929853631,144.423,485,95.7067,477.658,-480.012,238.138,3660.67007191,4086.44654273,3660.67007191,0.973949,477.658,3660.67007191,3.79360978403,339.556358569,477.670065011,4850.38540789,0.0,477.669977343
5051.06849801,486,146.566923044,144.574,486,95.724,478.213,-480.529,276.539,3744.62314618,4772.26746014,3744.62314618,0.975195,478.215,3744.62314618,3.96114446548,414.066175125,478.225395698,5344.74070975,0.0,478.225312119
5015.25448529,487,120.962241866,144.762,487,95.8046,477.751,-480.089,296.667,3710.88976981,4799.82690412,3710.88976981,0.978186,477.751,3710.88976981,4.04130421047,400.997749772,477.763348261,5192.47888573,0.0,477.763339175
