Iteration,AverageAbsY,AverageAbsQYDiff,AverageQLoss,MaxEsReturn,AverageY,StdReturn,MinReturn,AverageDiscountedReturn,Epoch,PolicyRegParamNorm,AverageAction,AverageEsReturn,AverageAbsQ,MinEsReturn,StdEsReturn,QFunRegParamNorm,AveragePolicySurr,AverageQ,AverageReturn,MaxReturn
4796,266.210863267,4.72817497888,157.183,1140.1114023,266.14503949,541.233440098,151.104318912,143.189940096,4796,193.56,0.999706,378.400517896,266.356,61.7166623843,355.006475251,531.563,-268.384,266.137,447.964905053,2648.23723714
4797,265.640407729,4.60360959808,137.689,526.502179471,265.565786686,400.569531694,151.783256676,133.570178856,4797,193.571,0.999607,294.13225563,265.751,66.8598145048,183.442539258,531.585,-267.55,265.554,345.64499919,2140.91792172
4798,265.676344542,4.8363576061,166.028,499.760469996,265.568080542,353.67996283,169.261854948,155.849719459,4798,193.566,0.999559,213.732794227,265.809,45.7334113672,154.878123529,531.561,-267.694,265.567,408.225811254,1529.19211642
4799,266.405236196,4.66275390885,152.077,427.128082666,266.298016653,33.8992554105,157.280838765,110.696486446,4799,193.575,0.999674,240.754476447,266.531,44.5457749474,138.959515564,531.562,-268.428,266.301,172.177692141,453.070542492
4800,265.466884767,4.8277796596,181.464,784.570555669,265.362526786,261.876067674,156.716120751,142.292709957,4800,193.584,0.999455,337.132177839,265.606,72.1020498709,213.303147349,531.58,-267.429,265.35,324.133521873,1375.68179487
4801,265.913961355,4.79687906726,169.699,997.642956576,265.82031797,952.410374769,207.974236211,201.372318797,4801,193.604,0.999675,367.451395787,266.045,52.5995563018,285.125075242,531.59,-267.83,265.818,1068.98345623,3106.26388652
4802,265.595954722,4.77525213837,167.79,389.177812721,265.493273638,788.919162194,257.576046583,206.478174969,4802,193.686,0.999783,248.216627881,265.724,70.0871468466,127.453008289,531.592,-267.586,265.48,1129.19013821,3132.15945179
4803,265.136036448,4.76156630763,166.888,1057.66091616,265.055732373,963.282523082,417.040618733,236.3697033,4803,193.701,0.999548,591.487910511,265.261,74.8536972132,395.614725048,531.595,-267.098,265.045,2131.95790081,3259.54803053
4804,264.760628589,4.58474394219,164.427,752.199500886,264.662339737,142.800511251,331.622355321,187.536250127,4804,193.683,0.999642,217.488896626,264.87,42.2006683692,222.398305668,531.583,-266.822,264.658,443.502161768,1421.41042616
4805,265.146189809,4.66169691545,163.323,499.823985028,265.054838042,306.285140644,288.458569218,189.219138872,4805,193.673,0.999738,304.767820602,265.301,47.2024738709,130.533400111,531.574,-267.248,265.057,517.271134824,1512.38780359
4806,265.701431809,4.63245685253,178.092,503.898065626,265.593217592,928.99913346,253.419347469,226.383214076,4806,193.676,0.999717,239.070401247,265.829,27.0411723227,156.490231276,531.565,-267.62,265.592,1819.52412231,3362.85924304
4807,265.314290749,4.51186763063,159.786,944.233292384,265.223444854,561.446643149,249.187110076,208.62555142,4807,193.727,0.999756,488.692949368,265.421,63.6505137227,348.057629165,531.56,-267.306,265.21,938.6893053,2127.36494204
4808,264.890121781,4.68746859609,172.451,357.498642949,264.79471462,4.11649026104,53.2714908083,49.1650286735,4808,193.718,0.999809,242.878780202,264.991,52.1609717897,116.466572062,531.563,-266.712,264.785,58.1677519153,118.201399852
4809,263.942660637,4.63514451555,158.988,348.019873408,263.825664131,185.532244126,60.9035949379,154.405790882,4809,193.74,0.999725,125.110240898,264.036,31.4808587267,101.334593738,531.556,-265.647,263.81,341.135190986,681.94299826
4810,264.862251223,4.73179563851,166.817,642.785618839,264.767463744,428.454356778,237.189482267,196.291924022,4810,193.768,0.999866,280.4012127,264.959,44.000770124,168.038383778,531.572,-266.688,264.752,708.944682801,1455.35683224
4811,264.442195502,4.71332779516,163.1,928.865151424,264.352151864,392.586218119,1056.01684714,238.847609106,4811,193.761,0.999784,478.378062296,264.582,36.4786121796,369.854275204,531.591,-266.293,264.351,1486.01218622,2721.85257434
4812,263.812954773,4.61030585668,151.677,729.984786627,263.731513596,342.444805834,767.201091032,232.659864153,4812,193.729,0.99962,381.765242862,263.949,48.8171033093,283.305199925,531.585,-265.416,263.738,1230.79566366,2005.8629989
4813,263.707752725,4.60480080422,155.886,668.680421816,263.63411465,350.866231397,254.37354679,219.214285146,4813,193.796,0.999668,298.048429912,263.871,53.4209919866,194.142521808,531.585,-265.449,263.634,923.340986675,2071.09692355
4814,263.727286243,4.53047624188,152.907,783.50917905,263.669082348,220.642822116,774.090634413,233.193689272,4814,193.802,0.99961,468.700239478,263.84,214.844137925,214.160454089,531.602,-265.472,263.668,1127.88695483,1508.08412794
4815,263.279760275,4.37174528374,139.13,1076.63231458,263.224388229,175.705399797,660.959316581,210.790978797,4815,193.793,0.999874,290.131038874,263.384,47.3593802384,313.676666669,531.596,-264.992,263.225,796.844050934,1485.85860612
4816,263.402916072,4.62307949884,157.841,1088.091056,263.35912868,547.642084704,744.166124003,227.767397414,4816,193.811,0.999582,442.384148437,263.557,65.947081951,356.988487213,531.605,-265.157,263.35,1256.10208305,3318.93960756
4817,262.883358149,4.43669265764,153.838,646.971848955,262.824591448,318.383978639,707.492630426,218.710245944,4817,193.789,0.999623,307.38666024,263.015,66.6132997291,199.961060393,531.608,-264.741,262.828,1075.91834913,1808.63327486
4818,262.271167942,4.5604718653,157.999,1196.54391403,262.221177496,320.824378097,703.915838451,240.01997206,4818,193.839,0.999669,334.159921294,262.384,5.47728255781,372.202220552,531.603,-264.077,262.218,1262.16352297,1929.1627733
4819,261.982770542,4.62694262435,167.255,693.88829921,261.943924001,229.176961848,609.067817572,228.996724655,4819,193.83,0.999629,415.00585135,262.12,31.3302400942,278.306271859,531.608,-263.668,261.951,1023.45752564,1407.20582233
4820,262.634624235,4.46562474284,156.801,1098.94273197,262.585232778,210.506321941,603.793636635,227.637360609,4820,193.94,0.999533,447.936382431,262.733,76.9568963346,354.546219719,531.614,-264.286,262.578,896.442965331,1573.8312585
4821,261.200050433,4.70681960339,185.007,972.059461346,261.16001815,418.166489585,198.348266405,226.353873518,4821,193.904,0.99948,451.558588481,261.327,21.0046665606,348.703413966,531.609,-262.943,261.166,1037.03293822,1724.96105066
4822,260.8539437,4.45248087312,154.117,650.232172118,260.81203483,503.315240482,196.212126408,186.971185826,4822,193.893,0.999694,353.994479886,260.963,7.48681377943,195.724963057,531.614,-262.62,260.802,706.312997468,2219.80506154
4823,261.2756473,4.52389451442,161.76,761.513791432,261.231036462,323.545561207,833.147558825,219.521578811,4823,193.907,0.999525,447.760290155,261.413,102.294663058,218.430306014,531.601,-263.056,261.239,1310.85609392,1860.04979717
4824,261.298038807,4.38093471874,143.137,937.336104233,261.224662501,440.979697089,299.525310057,212.020037434,4824,193.895,0.999466,557.634083622,261.437,53.5141730748,392.025799358,531.594,-263.09,261.204,1240.65168211,2274.57102969
4825,260.801532387,4.36164798563,145.207,905.276064784,260.752035224,365.122943756,946.286753103,219.675752755,4825,193.94,0.999439,276.804850746,260.914,19.3690081304,330.910165664,531.608,-262.56,260.76,1299.16935028,2336.88458638
4826,260.621943179,4.47497787916,149.014,814.828089955,260.560950132,673.459233841,164.034312716,150.696123577,4826,193.944,0.999633,454.336715577,260.729,274.2518519,182.04249522,531.612,-262.515,260.547,596.560496079,2984.38894047
4827,260.587600495,4.43325045439,146.428,709.879716745,260.523916205,319.617321171,156.945513764,120.525443313,4827,193.985,0.999602,296.030624836,260.75,27.7561773168,211.491542111,531.63,-262.509,260.531,246.822571095,2781.7578319
4828,260.795335965,4.56497966414,156.783,710.81086936,260.726566041,513.466277619,165.799457835,163.723004744,4828,193.994,0.999556,344.942274974,260.932,184.708800898,156.961328465,531.638,-262.607,260.72,604.745755303,2282.68574915
4829,260.418848928,4.38732054205,141.95,678.708782031,260.335087673,800.382116782,175.852506393,153.473113411,4829,194.031,0.999373,235.95910176,260.54,9.24092471932,217.456757536,531.647,-262.177,260.342,685.896781205,2484.22408031
4830,260.727318282,4.51158545388,149.831,650.964200478,260.641382392,308.357361528,175.237623953,150.66148623,4830,194.043,0.999457,331.389481323,260.901,7.19396357665,227.751155476,531.66,-262.481,260.641,385.478996084,1553.32084639
4831,260.089266227,4.5097685289,157.591,323.27407526,260.006811837,247.982090908,176.051238873,128.47318734,4831,194.048,0.99967,221.656689734,260.194,169.574631149,53.4794311743,531.696,-261.605,260.007,255.179641603,2125.97463893
4832,259.886560106,4.58286428643,150.801,330.634948022,259.804072115,39.8426532795,167.87052576,117.136589307,4832,194.035,0.999305,169.249223748,260.019,9.14195731304,83.8569424135,531.699,-261.29,259.818,190.324642861,464.238498323
4833,258.973691775,4.84152214221,173.879,625.618888183,258.889174813,6.29053604241,164.756341707,113.90018555,4833,194.133,0.999406,307.263461035,259.116,16.4440680091,169.842612702,531.714,-260.33,258.878,180.294617334,195.828546277
4834,258.829502506,4.77074043222,165.452,713.277639174,258.745158246,237.356497511,157.718642443,130.031487359,4834,194.166,0.99962,279.178746763,258.949,26.7074887377,185.771788501,531.738,-259.931,258.737,283.296333136,1178.73140252
4835,258.578858574,4.91034727827,176.77,862.81289546,258.477647798,390.593586346,179.953480376,134.684577378,4835,194.157,0.999683,508.389295504,258.735,97.9119039409,306.459727936,531.759,-259.836,258.507,327.049050825,2456.60781544
4836,256.999122111,4.91085667326,177.65,657.645805199,256.907891613,24.916462182,179.942244558,122.542989631,4836,194.183,0.9997,199.514186707,257.141,31.7860542211,156.727798889,531.772,-258.347,256.923,201.387006616,314.37500888
4837,256.90947363,4.85809017344,162.395,947.085812885,256.805382905,501.944424851,178.415274271,134.436345847,4837,194.17,0.99956,318.108397596,257.014,165.557469323,262.281660653,531.78,-258.378,256.803,373.56868845,2318.36279233
4838,257.278575313,4.81716755845,159.573,678.229127697,257.204308619,337.147077729,201.080749209,149.300237399,4838,194.149,0.999497,295.573423771,257.392,91.9738031826,180.897815555,531.761,-258.549,257.21,385.086094883,1800.09812865
4839,256.522808057,4.74485035795,150.483,695.417843183,256.399837431,389.841680059,194.740982016,139.600744923,4839,194.209,0.999589,291.817703994,256.633,82.35803427,179.234955174,531.791,-257.828,256.388,329.713358986,2307.82403081
4840,255.963123225,4.81183531034,163.371,504.174651716,255.831125107,9.74424823856,179.740170618,125.254097818,4840,194.225,0.999571,268.64044508,256.073,26.8101392014,155.877599604,531.818,-257.191,255.833,207.273490858,232.510205155
4841,255.540585952,4.97731302825,169.884,245.582071232,255.406827698,6.70471917562,176.599912589,119.696762856,4841,194.186,0.999379,176.539827123,255.69,26.4818862808,55.4972968491,531.845,-256.712,255.422,193.585012692,210.10482656
4842,255.364278783,5.00008622915,175.708,283.969854677,255.251362347,5.92326368596,178.87032398,119.775863381,4842,194.223,0.999365,200.543423295,255.469,9.57137582698,68.8286120619,531.849,-256.35,255.234,192.921934663,208.827761551
4843,254.429465633,4.98237342055,165.814,1037.33974167,254.332964793,808.086706789,181.966743112,202.630841865,4843,194.287,0.999574,412.194414458,254.552,4.4928101084,314.667420136,531.859,-255.758,254.319,1005.23213188,3290.7749015
4844,254.086046379,4.90650842111,182.862,1124.4812839,253.975300404,959.203530424,937.728892187,253.776222919,4844,194.322,0.999383,304.778753855,254.228,43.8201932079,354.642670948,531.878,-255.427,253.973,1996.05247807,3639.24791894
4845,253.801211179,4.95519759788,161.167,727.69841354,253.697562527,871.680989749,298.546771525,231.226400548,4845,194.281,0.999649,259.043115441,253.904,50.5675944928,238.001344422,531.878,-255.335,253.693,1509.65245909,2971.40784709
4846,253.806072465,4.75894143759,144.332,705.526133012,253.703521261,1088.13259115,296.826383276,215.368128989,4846,194.269,0.999533,287.999095972,253.907,9.95638830145,246.99848791,531.873,-255.384,253.699,1542.57493283,3100.67375498
4847,253.771872151,4.87911903191,167.221,745.082070544,253.667918746,690.068365116,156.393558234,225.516770022,4847,194.244,0.999539,276.6941161,253.92,39.2120203068,272.316827577,531.867,-255.304,253.681,1315.11603571,2853.69885856
4848,253.766760872,4.84615046833,168.372,729.971545457,253.673584416,909.81486399,306.152973994,224.234801107,4848,194.28,0.999472,324.884936128,253.907,30.3865997551,261.952132629,531.867,-255.438,253.67,2055.50100584,2954.23201068
4849,253.719839565,4.76579170249,169.787,800.917191565,253.647954606,710.465916477,641.660578075,238.814738068,4849,194.291,0.999557,409.842374541,253.845,23.8104091847,275.47388517,531.843,-255.514,253.641,1623.30829629,2956.12670676
4850,253.750738095,4.78382984553,165.043,957.336181535,253.675802964,742.744670357,730.560781967,247.221927487,4850,194.322,0.999374,478.081421399,253.906,55.1149699354,267.858390304,531.854,-255.496,253.66,1464.5521525,3165.4163036
4851,253.801667482,4.75354773381,155.533,813.518624053,253.718345335,194.242570278,642.80719749,229.987124995,4851,194.375,0.999487,527.175357962,253.947,276.147755143,203.34209246,531.857,-255.549,253.728,889.834641657,1433.42077013
4852,253.448347687,4.61223795733,152.096,855.092498601,253.33171345,348.964427904,667.246529085,230.191403857,4852,194.381,0.999632,402.75023839,253.555,68.0494797408,236.70838535,531.857,-255.063,253.333,1065.38890471,2048.44196693
4853,253.66733593,4.56550094302,138.07,761.578332128,253.581984918,765.339846091,656.181581186,237.664695448,4853,194.417,0.999503,363.045272415,253.795,20.7464350431,267.09149338,531.864,-255.369,253.595,1613.82286261,3164.47919269
4854,253.565045119,4.59131080906,139.279,1405.5614271,253.448832453,173.283219204,604.39759537,231.087855904,4854,194.483,0.99937,517.100735207,253.678,76.4922775172,487.621247148,531.878,-255.202,253.434,898.514038103,1302.32366812
4855,253.80551213,4.8288099874,173.988,1069.85899005,253.712906963,313.777286928,336.212330382,212.098570987,4855,194.497,0.999475,473.812057265,253.99,20.2886103237,343.438165955,531.892,-255.572,253.71,904.853949588,1740.33361569
4856,253.977664639,4.44125756257,142.411,909.563329323,253.894742874,214.002312454,388.877445303,209.76559572,4856,194.51,0.999534,335.163243189,254.09,29.1736413388,277.311495872,531.907,-255.704,253.904,826.778559229,1407.96308281
4857,253.125572571,4.51030270562,148.495,717.77339042,253.049145164,109.897235751,307.233753025,195.843112153,4857,194.506,0.999708,170.317907478,253.226,15.2998069237,185.489767132,531.922,-254.748,253.042,543.64940486,780.913052908
4858,253.408091224,4.46072325858,142.787,557.022072867,253.325007453,183.548818447,419.304205722,210.460733072,4858,194.493,0.999475,342.242647146,253.507,68.4929701619,154.566537033,531.924,-254.968,253.323,748.496439973,1309.75794694
4859,253.680105708,4.58015400048,159.131,840.122006364,253.610802685,71.0656761653,286.671193362,177.896430326,4859,194.531,0.999663,318.032691215,253.809,60.6485419287,234.522659483,531.953,-255.307,253.607,435.876248608,626.332169183
4860,253.640807522,4.77070290039,162.454,507.849926243,253.542485654,79.714916592,223.344879326,164.943261844,4860,194.531,0.99977,219.296663046,253.765,14.1628808419,172.657060967,531.975,-255.229,253.545,367.352044499,653.158972714
4861,253.198115136,4.74733218842,161.802,572.735456706,253.119887419,105.908189329,317.470652331,186.225320326,4861,194.559,0.99962,289.882777191,253.343,12.8584961952,182.776094025,531.994,-254.776,253.125,471.595611521,729.963222967
4862,253.453138163,4.70511494261,158.796,498.150253033,253.363208524,76.7702101644,349.873678773,200.369327594,4862,194.507,0.999508,286.354689601,253.575,109.987261987,153.638202252,532.02,-255.16,253.358,532.536149247,651.115785939
4863,252.742376753,4.65168281797,152.491,700.72834146,252.628795577,113.300163978,308.69300574,177.793149793,4863,194.506,0.999767,411.866041367,252.866,104.675731078,207.29654701,532.009,-254.452,252.624,414.359893186,840.673532693
4864,253.326147992,4.56240675527,144.709,646.891268466,253.223540349,90.5914281004,292.416349786,172.404509132,4864,194.544,0.999739,452.173774686,253.434,218.758771707,158.760358305,531.99,-255.017,253.224,385.449305975,629.79730021
4865,253.354588609,4.72332431075,166.284,730.929739366,253.274597929,126.440346993,276.964756663,183.509396679,4865,194.556,0.999598,329.413409901,253.472,102.469154375,192.791864937,531.979,-255.164,253.261,462.175716987,806.433894134
4866,253.328599456,4.76995455046,167.468,755.538790545,253.25362957,227.634318564,317.749306803,202.591942067,4866,194.628,0.999607,371.158765814,253.487,51.8680402036,202.867353341,531.986,-255.089,253.261,639.494265002,1247.34894927
4867,253.107416617,4.93178715628,192.715,698.312593475,252.985964401,246.478475832,247.529111875,187.991159641,4867,194.658,0.999566,486.741936861,253.218,323.27812739,134.565216661,531.979,-254.737,252.964,555.592088136,1260.0010914
4868,253.657080223,4.77691647214,165.292,673.207277689,253.558574006,24.2307577293,267.764247932,154.700366079,4868,194.66,0.99959,343.649563482,253.781,127.367168039,176.662397884,531.972,-255.402,253.563,304.456101202,434.763101103
4869,253.345501987,4.64306275399,156.347,532.546732483,253.231389917,126.00505404,263.742405056,164.283760807,4869,194.707,0.99949,318.744830129,253.445,175.889232765,132.073787767,531.979,-255.182,253.238,368.284294799,709.827376232
4870,253.859095361,4.55134258111,153.124,510.244511614,253.781896383,138.791155442,271.84677383,167.155923516,4870,194.715,0.99966,273.887951652,253.98,30.8001743839,157.85730224,531.986,-255.734,253.778,384.127923221,786.731137073
4871,254.044352279,4.39778806679,135.198,911.797647526,253.966628479,144.06295488,624.959826627,229.660936527,4871,194.75,0.999436,418.890118186,254.149,9.795826626,267.346887896,531.988,-255.701,253.973,934.311521275,1167.09966659
4872,254.039297148,4.53530386592,164.261,598.914527736,253.980444192,116.119325793,300.573440231,182.64177813,4872,194.78,0.999713,278.761011642,254.116,25.4306326008,203.788099503,532.006,-255.728,253.962,449.965032691,723.340403856
4873,253.774769634,4.42923354602,143.107,597.416946145,253.707933967,88.7281465721,392.473139226,203.534616458,4873,194.78,0.999676,259.964811894,253.898,68.0435931349,183.3923088,532.015,-255.628,253.704,584.443313245,894.769483484
4874,254.120174768,4.53511409197,162.473,473.930694422,254.044512112,60.7124384208,307.850286918,171.609098713,4874,194.754,0.999736,301.860843317,254.251,55.9240548577,152.554441688,532.028,-255.944,254.048,377.069545016,596.990983691
4875,254.18621645,4.42918298654,139.444,733.871125469,254.10517006,16.6847174396,290.378052145,154.759499274,4875,194.759,0.99956,339.566143203,254.301,52.8728272691,228.915321082,532.038,-255.974,254.091,308.770942853,400.102303786
4876,254.35702598,4.5119113427,166.672,504.834842514,254.278043569,23.4318345846,288.061495072,156.675518064,4876,194.767,0.999542,218.155385971,254.469,45.4352501896,139.316891603,532.02,-255.814,254.284,318.34644486,412.588999438
4877,254.09170491,4.41697601237,136.943,756.447063947,253.989010244,133.221473641,270.42805072,186.262486734,4877,194.725,0.999708,372.097654335,254.162,9.98018921257,223.1484721,532.023,-255.547,253.97,476.773852002,803.192797683
4878,253.795780685,4.67565341359,157.419,617.118296566,253.67574226,122.777841051,329.884463171,184.693799899,4878,194.725,0.999489,230.255548462,253.936,6.58148546863,182.623244571,532.031,-255.514,253.693,452.717142959,789.934919547
4879,253.819750166,4.59911759715,157.394,524.276510924,253.732381893,106.787134419,328.99832033,183.568611427,4879,194.734,0.999456,289.101238958,253.934,31.395021989,145.352887042,532.016,-255.203,253.727,433.965647631,766.708594228
4880,253.847321541,4.66841411219,171.22,635.830157439,253.770699735,69.7483372883,318.263177427,172.242612496,4880,194.745,0.999728,402.777636254,253.987,67.4646698567,184.098115016,531.998,-255.661,253.761,377.485542794,606.661849609
4881,253.958458578,4.47986298377,150.341,512.447918838,253.858599281,25.2848035422,297.811609108,163.574489098,4881,194.764,0.99958,275.859542674,254.057,36.6500463916,163.928946862,532.005,-255.86,253.846,335.401429928,392.885589967
4882,254.227667528,4.40612938157,138.878,811.22802504,254.131490479,39.5434097863,289.388562381,164.323078428,4882,194.778,0.999815,415.270749275,254.362,78.0443937483,206.14687614,531.997,-256.084,254.129,339.595862892,534.215920691
4883,254.664637566,4.39036990826,143.272,756.458163842,254.564309691,114.896991462,303.455231565,177.870377427,4883,194.775,0.999693,354.499323167,254.783,47.5413141955,213.746242515,532.006,-256.423,254.57,408.307425994,762.608940942
4884,254.395696523,4.55025975682,156.912,499.968081865,254.329648626,107.902679613,284.654086255,172.349012048,4884,194.774,0.999704,309.800075756,254.533,74.2441064399,153.37548607,532.007,-256.251,254.322,380.629556935,760.16433907
4885,254.807191655,4.41574317334,146.645,596.8039595,254.745423308,105.425179203,285.015314263,181.71136956,4885,194.775,0.999643,454.369639491,254.917,373.82935121,72.8803554936,532.013,-256.696,254.749,422.594365386,586.909732521
4886,255.1396897,4.34897188691,136.63,782.962944888,255.084572587,26.1123648682,277.097558003,161.269915659,4886,194.814,0.999609,348.000388068,255.277,25.1279176653,290.157686271,531.992,-256.949,255.085,325.384993757,420.684144118
4887,255.187657177,4.38405141624,150.588,581.848370358,255.11470247,38.6071570183,280.382986373,162.017849697,4887,194.827,0.999722,357.291094777,255.29,99.2747115135,173.003003549,532.0,-256.958,255.095,330.473116114,440.096381092
4888,254.624726975,4.32126510994,126.824,462.865175739,254.551090118,26.4134367985,244.570422016,155.17782231,4888,194.879,0.999581,217.568479308,254.73,26.9579000111,155.60983012,532.024,-256.471,254.542,305.415186393,373.686042943
4889,255.50924302,4.33955813175,140.303,675.705330672,255.440473336,24.4065196914,235.536266486,145.455616262,4889,194.84,0.999507,429.265600159,255.611,120.58804979,195.769426061,532.04,-257.41,255.431,271.221236043,419.649262033
4890,255.329363742,4.28329186726,144.33,668.091099016,255.264747003,196.087575096,520.425683355,216.339253396,4890,194.862,0.999439,346.18843788,255.417,45.8771246169,220.536717825,532.061,-257.125,255.266,803.569217502,1530.8030631
4891,255.266862855,4.21972066271,136.747,715.449990895,255.197709876,76.2521038804,267.1277114,174.546433423,4891,194.971,0.999713,430.564177824,255.369,24.1473188115,221.935597832,532.063,-257.142,255.206,398.744436353,552.670842419
4892,255.016204011,4.34694292828,143.956,595.242951156,254.933972009,38.3638450994,444.271182449,196.082283747,4892,195.005,0.999576,334.310539639,255.128,46.0978520558,209.638466497,532.085,-256.919,254.941,539.423393694,654.753888493
4893,256.024571355,4.34580958459,142.582,937.107960283,255.954780485,33.3206941451,421.689500255,197.554287756,4893,195.012,0.999849,540.437522186,256.153,13.9622807552,377.538070833,532.073,-257.758,255.946,547.311555584,608.837913222
4894,256.142825899,4.15455911427,120.76,808.038775327,256.051252106,124.336352894,459.347200188,194.687912979,4894,194.999,0.999644,417.481185424,256.237,86.5457015529,308.013686466,532.09,-258.034,256.045,626.566379987,872.201225374
4895,255.603746287,4.3860093366,149.162,726.149680204,255.520371168,240.370260686,436.743868649,199.538338719,4895,194.997,0.999536,475.161480994,255.717,292.828998035,157.683067607,532.108,-257.495,255.512,805.009494219,1338.88236703
4896,255.811566025,4.33870137971,147.383,1097.22490864,255.738720254,283.543297702,344.557278313,196.982502641,4896,194.972,0.999233,526.690784652,255.927,33.4683215781,379.061612539,532.093,-257.518,255.748,797.469915192,1482.22328958
4897,256.553956375,4.41249338093,146.383,996.838776257,256.469139149,189.802253917,491.578268347,206.709525463,4897,195.018,0.999604,437.213732054,256.665,29.0075198081,292.753260303,532.108,-258.267,256.468,760.390185544,1266.57077792
4898,256.280826863,4.49111282883,161.471,689.692950643,256.204818741,202.848157384,780.083141152,228.953433426,4898,195.083,0.999489,448.806802705,256.416,26.5498330105,236.819740288,532.117,-258.064,256.201,994.859575103,1499.73439494
4899,256.178942928,4.51210242881,162.111,832.31547545,256.084665694,208.526059668,659.013004655,227.044661299,4899,195.098,0.999553,494.981545352,256.289,24.6796735335,270.608821703,532.146,-257.958,256.075,1016.88763951,1575.54768154
4900,256.39928796,4.27096023042,134.254,757.126092098,256.320034033,146.261303042,707.829960482,227.715850725,4900,195.134,0.999548,294.914485016,256.496,16.3559380478,271.951753259,532.135,-257.884,256.326,943.390804433,1345.23284122
4901,256.388069031,4.55440157237,170.876,1037.60946863,256.312648341,148.76347192,396.191474008,210.336397092,4901,195.112,0.999655,506.048628828,256.532,117.985333503,297.597534691,532.126,-258.156,256.324,696.802129517,1158.27496782
4902,256.363896025,4.40726842948,147.319,1133.64289836,256.262925115,198.381992773,364.947123192,198.627118537,4902,195.092,0.999717,533.952209398,256.505,8.52650537968,400.404738354,532.142,-258.032,256.257,620.715302432,1113.85446388
4903,256.226241065,4.39074747408,150.754,720.605616131,256.136930144,246.404988206,393.752422938,217.9412297,4903,195.06,0.99973,513.346308951,256.314,63.4607406653,237.559259185,532.159,-257.894,256.137,837.006107396,1644.18091978
4904,256.093749646,4.55549359649,151.313,679.660603415,255.991420865,380.974777655,685.419854666,230.398689508,4904,195.077,0.999716,407.102160202,256.226,117.663275418,189.783290775,532.164,-257.815,255.988,1204.10796283,2521.87683167
4905,255.975949944,4.38910513431,135.765,928.985511114,255.878725612,365.791549451,730.970512728,226.849986174,4905,195.043,0.999642,525.116867756,256.081,31.4618207897,366.420554272,532.193,-257.717,255.88,1210.58322654,2225.47425604
4906,255.959318878,4.60131969044,166.951,826.138969727,255.871278904,197.486616942,854.423435999,232.844038747,4906,195.085,0.999704,383.006070156,256.067,75.5535561989,229.945491915,532.219,-257.715,255.868,1114.59100238,1622.33554274
4907,256.184849175,4.45482998726,149.687,932.374860996,256.112993372,149.801439461,789.386714317,239.237375219,4907,195.158,0.999749,302.674931969,256.296,16.7688324893,280.199820556,532.234,-257.949,256.111,1085.63633454,1400.05360588
4908,255.916743044,4.54000563208,154.563,1268.86283728,255.824110529,431.877494408,806.294714029,235.551718863,4908,195.154,0.999645,534.417285442,256.029,216.165120387,401.828298844,532.256,-257.653,255.824,1239.29960567,3130.96377064
4909,256.102106401,4.52933471398,149.659,954.512990284,255.99467327,182.13419852,681.176796765,247.911569513,4909,195.138,0.999459,508.26147991,256.243,85.6974145685,324.29642658,532.269,-257.78,255.999,1000.98774365,1537.88544732
4910,256.388813674,4.47821566951,142.988,577.220537582,256.288842783,245.353951991,324.930749876,197.83467654,4910,195.143,0.999732,334.813222147,256.491,108.193527872,138.004527184,532.299,-258.173,256.269,665.203380294,1198.94602122
4911,256.540939193,4.50361584249,146.556,768.076793937,256.435612396,267.037942917,279.248667828,202.453710265,4911,195.109,0.999481,436.134355514,256.656,103.149664104,221.049553766,532.287,-258.203,256.447,782.114028595,1651.00046752
4912,256.198978168,4.48110983286,141.272,818.759550835,256.116965904,201.255876824,261.312412298,199.138908054,4912,195.134,0.999793,497.217249483,256.332,349.929486093,170.891250849,532.32,-258.077,256.113,655.459806466,1006.11042893
4913,256.689531147,4.48475078924,146.37,569.9622934,256.599193965,123.804877734,278.575600272,212.464441552,4913,195.126,0.999747,299.75914588,256.78,32.4005684727,149.727556046,532.351,-258.357,256.595,666.101682506,922.2907396
4914,256.529959896,4.66434031326,157.594,713.893375242,256.4347911,208.622068813,603.799624325,227.960966642,4914,195.236,0.999667,338.672912443,256.677,19.5273919914,242.340905865,532.342,-258.055,256.432,888.364541554,1617.44312071
4915,256.200923799,4.65878996197,168.75,890.356948478,256.091113852,142.62547422,317.414924525,210.892147353,4915,195.248,0.999571,575.996802139,256.31,320.684698426,240.345124245,532.33,-257.742,256.083,688.358191316,955.500204773
4916,256.585333939,4.53974815217,153.737,743.508272354,256.48135357,153.343060695,326.405075173,206.761677638,4916,195.274,0.999596,322.375903534,256.692,52.8300230844,231.050638419,532.339,-258.242,256.488,674.16560822,1073.95510727
4917,255.864619359,4.53579970159,148.443,860.309227746,255.77711084,151.232819135,603.605478467,230.269230328,4917,195.311,0.999869,527.232802165,255.969,192.782684474,198.573703136,532.325,-257.404,255.782,860.620284314,1341.50318838
4918,256.271496264,4.78281422982,178.754,987.504592238,256.169542068,226.836664944,627.837074022,232.781744294,4918,195.345,0.999452,442.1818186,256.379,146.468092347,288.261621084,532.344,-257.975,256.156,993.051165958,1589.49599733
4919,255.762060953,4.44804274335,151.94,1039.79144406,255.655161268,276.170022779,612.829953468,224.019020099,4919,195.346,0.999402,516.384696196,255.893,31.7125965923,430.794922222,532.361,-257.387,255.672,976.214232715,1768.62146221
