MaxEsReturn,AverageAbsQ,AverageAbsY,MinReturn,AverageAbsQYDiff,StdReturn,PolicyRegParamNorm,Epoch,MinEsReturn,AverageAction,AverageEsReturn,AverageQ,MaxReturn,StdEsReturn,AverageDiscountedReturn,Iteration,QFunRegParamNorm,AverageY,AveragePolicySurr,AverageReturn,AverageQLoss
-261.817955469,3.17379,3.19822285221,-152.63533695,0.352520004957,3.92614130877,20.4062,19,-261.817955469,0.267968,-261.817955469,2.78486,-140.576903641,0.0,-9.44799759355,19,19.3502,2.78628930216,-3.30649,-144.952500022,0.222687
-291.723099609,3.35813,3.3833252353,-176.6146844,0.363804490257,5.27550274651,20.804,20,-291.723099609,0.33817,-291.723099609,2.86942,-160.159916111,0.0,-11.4473435898,20,19.9711,2.87072164207,-3.40178,-167.911890765,0.242055
-261.66529042,3.64138,3.66490655298,-403.254764344,0.3732226592,655.096700836,20.9467,21,-261.66529042,0.72123,-261.66529042,2.76382,1193.83154243,0.0,58.6282752397,21,20.5462,2.76396374529,-3.49754,394.67402925,0.259814
-301.56407309,3.99844,4.0189939151,771.894711457,0.384692987194,54.5810375999,21.1878,22,-301.56407309,0.64395,-301.56407309,2.49828,937.410712311,0.0,76.7458257582,22,21.1102,2.49892329555,-3.32164,878.255892149,0.284443
-258.373893397,4.41185,4.43860678032,71.713419549,0.395562595892,475.862283257,21.5092,23,-258.373893397,0.681571,-258.373893397,2.52649,1449.71980009,0.0,125.809059348,23,21.587,2.52821339035,-3.37548,1139.08282472,0.289166
-351.23099699,4.86452,4.89227153136,-305.268109604,0.397808884544,285.533584659,22.0381,24,-351.23099699,0.53157,-351.23099699,2.82714,513.028130553,0.0,92.1433022806,24,22.1237,2.82902278635,-3.71175,61.7224798932,0.297313
-258.940983992,5.29977,5.32556657787,-336.570391249,0.417987826865,135.484244951,22.6924,25,-258.940983992,0.675705,-258.940983992,3.10554,184.68580077,0.0,49.7711498669,25,22.7336,3.10770417491,-4.04228,-3.81212984826,0.33444
-188.770348843,5.85697,5.87920820228,-323.297066197,0.447786290414,148.628129005,23.331,26,-188.770348843,0.625354,-188.770348843,3.45643,205.392240522,0.0,35.8926498057,26,23.3785,3.45908617224,-4.45606,-225.63561506,0.389026
-195.488149108,6.49251,6.50949266006,-205.613093577,0.469902806704,217.46730542,23.893,27,-195.488149108,0.428336,-195.488149108,3.82697,388.767308461,0.0,65.7481396129,27,24.006,3.83010285526,-4.87899,0.473452844683,0.434153
-199.194577652,7.19316,7.20726835129,99.4066483175,0.486945579502,291.12544142,24.3945,28,-199.194577652,0.475308,-199.194577652,4.37167,1013.63231893,0.0,129.091578318,28,24.5912,4.37566728769,-5.42776,461.348955189,0.478011
62.6650070459,7.90426,7.91510439103,-161.662960181,0.494790174793,234.09742665,24.859,29,62.6650070459,0.399076,62.6650070459,4.86391,401.191183233,0.0,68.0543948016,29,25.1275,4.86797991954,-5.91112,111.478004744,0.505053
-91.4318385561,8.61952,8.63080353635,-111.366557438,0.511515393374,118.735888343,25.4068,30,-91.4318385561,0.489224,-91.4318385561,5.47345,379.647773306,0.0,65.9293551881,30,25.729,5.47765330381,-6.55014,186.160380853,0.558834
217.732894437,9.32788,9.33747440477,107.257087442,0.527457212559,200.47232112,25.8836,31,217.732894437,0.485617,217.732894437,6.0172,816.668645792,0.0,60.367542752,31,26.2851,6.02156506154,-7.10354,228.694874748,0.619377
46.0866181377,9.92811,9.93767570624,-43.8352300707,0.54553690527,147.137774608,26.358,32,46.0866181377,0.451156,46.0866181377,6.4739,371.336078529,0.0,47.1351336897,32,26.8304,6.47860412601,-7.58584,174.688460217,0.675439
-87.4341906733,10.5289,10.5376750172,84.0249199772,0.559989052592,124.357188131,26.826,33,-87.4341906733,0.469042,-87.4341906733,6.99108,514.425652179,0.0,78.0045737345,33,27.3621,6.99559284637,-8.09498,252.978923671,0.707237
-82.5289938824,11.137,11.1464972192,255.230075981,0.58379902776,300.874926312,27.2974,34,-82.5289938824,0.567943,-82.5289938824,7.532,1121.15614088,0.0,148.336862907,34,27.9307,7.53657277534,-8.63399,536.768628004,0.818556
42.1364180539,11.7242,11.7327469853,-257.184186253,0.59703352559,219.559489958,27.765,35,42.1364180539,0.63594,42.1364180539,8.05363,581.966697654,0.0,67.5715732957,35,28.4557,8.05874850464,-9.16919,173.695974464,0.867805
-28.3527261493,12.1843,12.1929360736,266.063100246,0.61118528387,210.045062808,28.1757,36,-28.3527261493,0.655208,-28.3527261493,8.53659,1007.89435904,0.0,111.476399782,36,28.9823,8.54165152788,-9.67033,505.829101992,0.926614
46.2755580281,12.6697,12.6780698177,398.775855587,0.625785812968,550.53459545,28.5439,37,46.2755580281,0.731536,46.2755580281,9.10724,2248.05503974,0.0,140.022473408,37,29.5154,9.11209835756,-10.2367,818.328899975,0.977126
118.143053507,13.1989,13.2082135477,402.387317352,0.642052590499,510.662008647,28.9204,38,118.143053507,0.75685,118.143053507,9.76783,1997.61224889,0.0,146.805422136,38,30.0007,9.77249997111,-10.9385,1077.43056529,1.02538
388.039744358,13.7777,13.7891195262,189.30766946,0.667034495705,70.9337410367,29.3202,39,388.039744358,0.759207,388.039744358,10.5699,423.383405738,0.0,85.432323416,39,30.5003,10.5754176852,-11.7429,323.045197688,1.11155
500.729567313,14.3552,14.3693978499,237.426548468,0.688263795218,181.974455131,29.6776,40,500.729567313,0.842177,500.729567313,11.4405,779.916558556,0.0,145.669267529,40,30.9456,11.4453830759,-12.611,540.46080668,1.18078
195.511696826,14.9025,14.9202420427,821.91663902,0.714282173851,555.219721851,29.9884,41,195.511696826,0.845591,195.511696826,12.2889,2361.00705426,0.0,196.352375738,41,31.4196,12.2932593726,-13.4804,1914.65039891,1.32221
521.038251918,15.6879,15.7114188986,36.4356117309,0.742791158101,493.713237236,30.3186,42,521.038251918,0.849918,521.038251918,13.4158,1647.81473689,0.0,184.024690863,42,31.825,13.4221097188,-14.6008,779.553162999,1.42258
993.077984004,16.7025,16.7308530005,337.672483891,0.7672017378,114.15107762,30.612,43,993.077984004,0.736887,993.077984004,14.7859,658.155195121,0.0,74.2406075305,43,32.2502,14.7912466747,-15.9728,439.231758691,1.53713
943.399607659,17.7378,17.769599228,266.297649238,0.795639750357,1011.2753313,30.9499,44,943.399607659,0.800974,943.399607659,16.1828,2704.55278438,0.0,181.285508517,44,32.7472,16.1880896509,-17.3957,1833.04710168,1.72364
1165.15455493,19.0617,19.098538246,1321.69776875,0.83906835565,368.78292976,31.2552,45,1165.15455493,0.826277,1165.15455493,17.8364,2505.86006096,0.0,206.048862933,45,33.215,17.8428249467,-19.0804,2183.24400743,1.97813
1765.91572079,20.6736,20.7105718228,751.890231671,0.870762038054,459.633285992,31.6126,46,1765.91572079,0.819873,1765.91572079,19.7546,2010.40471192,0.0,195.16195327,46,33.698,19.7606310663,-21.0499,1343.90243986,2.20088
1758.19661786,22.2463,22.2833285202,598.305252259,0.883975135202,929.221284758,32.0263,47,1758.19661786,0.825501,1758.19661786,21.603,2945.18490528,0.0,181.748583336,47,34.1703,21.6079406307,-22.926,1546.22998684,2.21677
1110.03713527,22.938,22.9723681526,848.658963294,0.900278360374,761.969091939,32.4515,48,1110.03713527,0.821603,1110.03713527,22.5082,3107.16363506,0.0,236.667679742,48,34.6974,22.5137324659,-23.8587,2326.46649433,2.28621
360.847849684,24.2924,24.3256257627,2475.3426369,0.923970335713,74.1040369972,32.8756,49,360.847849684,0.823168,360.847849684,24.0395,2682.60523794,0.0,233.431849626,49,35.2043,24.0450851101,-25.4163,2587.64450752,2.39777
1839.09570421,26.1066,26.1327017579,2732.82301779,0.963815176575,45.5003906767,33.3218,50,1839.09570421,0.850473,1839.09570421,25.9682,2875.13187519,0.0,247.454010878,50,35.7113,25.9746479902,-27.4012,2802.52853512,2.59004
1849.11365583,27.9185,27.937514363,1129.80328616,0.978629345752,570.046377511,33.7154,51,1849.11365583,0.832554,1849.11365583,27.8525,3189.56059273,0.0,256.031160233,51,36.2492,27.8582773318,-29.3361,2735.27456883,2.73326
779.098171769,29.5211,29.5360677312,2652.76990044,1.03049385907,73.9657794946,34.1527,52,779.098171769,0.856776,779.098171769,29.4874,2898.93348184,0.0,233.183986481,52,36.7915,29.4934248979,-31.0094,2754.55252156,3.28564
2017.25785101,31.9222,31.9360730408,2835.45637556,1.05222511214,69.8538472563,34.586,53,2017.25785101,0.844228,2017.25785101,31.9035,3082.22684938,0.0,247.776811334,53,37.2779,31.9111364094,-33.4693,2969.985327,3.34939
2077.06543067,34.1141,34.1245704553,1017.47893341,1.10153869684,528.126351665,35.0343,54,2077.06543067,0.782717,2077.06543067,34.1008,2514.89135977,0.0,257.400420651,54,37.7589,34.1074145682,-35.6407,1746.55534157,3.84484
1765.21943903,36.1789,36.1888056605,577.140930439,1.13431690691,912.539778073,35.3354,55,1765.21943903,0.869573,1765.21943903,36.1701,3742.0116903,0.0,270.04947472,55,38.2529,36.1766469746,-37.7353,3159.96799426,4.19551
1982.03396702,38.1851,38.1950702163,516.655485778,1.14162278251,940.236136692,35.7186,56,1982.03396702,0.848037,1982.03396702,38.1778,3281.31157134,0.0,237.472573111,56,38.7971,38.1857841207,-39.7877,2477.47214739,4.09119
1902.65408282,40.7033,40.712788599,840.241046974,1.17726229314,730.996213179,36.071,57,1902.65408282,0.80565,1902.65408282,40.6967,2916.37190042,0.0,242.508964372,57,39.259,40.7042677452,-42.3064,1906.87295133,4.58993
2286.28880179,43.003,43.011237395,632.753375317,1.19235188885,1147.31858686,36.3959,58,2286.28880179,0.812437,2286.28880179,42.9972,3529.43737597,0.0,225.415902852,58,39.7805,43.0042041133,-44.6383,2082.48437847,4.50518
1703.59365644,44.7579,44.7669428874,482.952158882,1.23727114835,953.98510431,36.7537,59,1703.59365644,0.846343,1703.59365644,44.7532,3316.37290839,0.0,217.471789914,59,40.348,44.7606992198,-46.3638,2599.87754378,5.15431
862.221664285,46.1887,46.2000410061,529.903665059,1.29092188508,939.290946619,37.1024,60,862.221664285,0.821361,862.221664285,46.1846,3219.02625938,0.0,222.78315989,60,40.9955,46.1942536261,-47.7913,2160.2521649,6.03263
931.216109058,48.0499,48.0596208978,332.349296379,1.2870136229,1197.79804107,37.4379,61,931.216109058,0.809979,931.216109058,48.0479,3479.37163389,0.0,239.632912588,61,41.4502,48.0560013266,-49.6739,1883.80391748,5.41074
2496.04761354,49.6942,49.7033173228,2120.49859451,1.31344548152,362.014031428,37.7318,62,2496.04761354,0.887592,2496.04761354,49.6915,3307.21948577,0.0,253.378568764,62,41.9783,49.6994058717,-51.3295,2981.2435197,6.20462
399.239913382,51.1184,51.1271449586,355.196090984,1.34565708614,781.739826303,38.088,63,399.239913382,0.803433,399.239913382,51.1165,2706.15671288,0.0,258.811888997,63,42.5076,51.1236606031,-52.7752,1303.97224736,6.65125
2297.93074126,53.2479,53.258005708,293.537413128,1.36851950768,1100.29882512,38.5006,64,2297.93074126,0.827437,2297.93074126,53.2464,3351.83980853,0.0,227.883363416,64,43.069,53.2555489184,-54.938,1474.6102002,6.25131
1209.55164305,54.501,54.510801963,580.520343357,1.39343514553,875.660826996,38.7827,65,1209.55164305,0.840328,1209.55164305,54.4998,3377.32396292,0.0,257.756618788,65,43.5842,54.5082225457,-56.1632,1682.83086528,6.69478
168.948326267,55.6196,55.6301801986,590.583381662,1.38488277873,1133.65526997,39.1017,66,168.948326267,0.852121,168.948326267,55.6187,3562.77377455,0.0,265.811365194,66,44.0976,55.6280277059,-57.3146,2282.95817153,6.12687
307.761288934,57.0656,57.0762043534,543.614071987,1.44294614691,1055.17304749,39.4614,67,307.761288934,0.873591,307.761288934,57.0651,3362.83920506,0.0,232.534228554,67,44.6644,57.0746437577,-58.7754,2302.10239412,7.43994
1551.44659594,59.2693,59.2790525791,315.190678365,1.45540447743,1003.67765877,39.7656,68,1551.44659594,0.85683,1551.44659594,59.2689,3573.23931824,0.0,242.509689681,68,45.0822,59.2776415628,-60.9377,1635.16811077,7.4782
2325.03596438,61.5665,61.5786438807,380.472529367,1.49664245136,1207.62616043,40.0076,69,2325.03596438,0.888207,2325.03596438,61.5662,4109.00633749,0.0,267.214578322,69,45.6895,61.5771146446,-63.2413,2862.25937591,7.96604
2285.31530045,63.935,63.9461991103,820.23723049,1.55869907592,766.034270057,40.265,70,2285.31530045,0.906152,2285.31530045,63.9336,3508.75492184,0.0,277.819171876,70,46.3314,63.9436320094,-65.6451,3102.90551497,8.33124
1999.66907235,66.0643,66.0809027359,1334.80202618,1.56784246517,1174.02939963,40.5494,71,1999.66907235,0.900841,1999.66907235,66.056,4418.58613039,0.0,326.541213535,71,46.8698,66.0656748151,-67.8082,3451.05149117,8.58393
2488.98774601,68.5157,68.5285313608,2866.96507865,1.57672624159,156.163630433,40.8831,72,2488.98774601,0.90776,2488.98774601,68.5092,3380.61420041,0.0,274.053775696,72,47.3385,68.5191298557,-70.2852,3262.80893122,8.77505
2171.9248572,71.0682,71.0816802179,1551.57676349,1.65203575203,753.536181793,41.1492,73,2171.9248572,0.894775,2171.9248572,71.0636,3646.09408225,0.0,298.076513973,73,47.8942,71.0748553609,-72.8542,2936.47424731,10.8507
2383.17926418,73.3065,73.318823206,3089.47927935,1.67265459424,182.53812949,41.4207,74,2383.17926418,0.90057,2383.17926418,73.3029,3808.16905409,0.0,299.321491069,74,48.4686,73.3138171158,-75.0863,3536.86330676,11.1717
2558.9040621,75.8959,75.9083752841,1654.11762587,1.7168450359,667.109208958,41.7267,75,2558.9040621,0.9048,2558.9040621,75.8928,4061.20524805,0.0,316.818498145,75,49.0562,75.9046312105,-77.701,3582.5023204,12.0644
2342.44873651,78.5008,78.5112504107,434.7773595,1.71968360672,1264.23015362,42.0277,76,2342.44873651,0.887998,2342.44873651,78.4984,4176.44761529,0.0,298.795749097,76,49.5394,78.5087075137,-80.3362,3044.45807895,11.8961
2669.50481854,81.1165,81.1269280923,1613.9440255,1.75168640768,742.593693175,42.3117,77,2669.50481854,0.898509,2669.50481854,81.1149,4042.35136697,0.0,309.546836514,77,50.0155,81.124810797,-83.0083,3082.9843348,11.8018
2721.32781706,83.5651,83.5798791221,1513.3638578,1.82098698392,678.59309507,42.555,78,2721.32781706,0.915701,2721.32781706,83.5643,4031.83434068,0.0,302.322068931,78,50.5847,83.5783471414,-85.4646,3498.39841652,13.6375
2462.33682204,85.8286,85.8417033747,391.975985673,1.83736523842,783.422655493,42.8633,79,2462.33682204,0.907038,2462.33682204,85.828,3210.57575968,0.0,217.589606454,79,51.0302,85.840658065,-87.802,2687.69781175,13.9309
2552.69253341,88.3095,88.3222753108,1509.72584278,1.8327243587,795.393244745,43.122,80,2552.69253341,0.908748,2552.69253341,88.309,3830.34002678,0.0,293.831140791,80,51.5166,88.3212329244,-90.2896,3251.05864546,13.4702
2041.11769338,91.1718,91.1845676879,2418.01870925,1.86703007611,335.381769922,43.3618,81,2041.11769338,0.904767,2041.11769338,91.1713,3657.87917593,0.0,284.225509348,81,51.9696,91.1837510102,-93.1729,3397.51646756,14.0973
2722.37567616,93.8121,93.8270086345,239.987895175,1.92091108479,1255.95439297,43.6271,82,2722.37567616,0.906253,2722.37567616,93.8119,3576.4459979,0.0,238.339558964,82,52.4043,93.8263375047,-95.8445,2218.01438937,15.2775
2670.98972447,96.1061,96.1205476695,2178.91405455,1.95676595843,535.290462107,43.9094,83,2670.98972447,0.913239,2670.98972447,96.1059,3920.14810878,0.0,305.974667039,83,52.8732,96.1197224481,-98.1354,3302.32862567,17.0192
2957.52827652,99.0856,99.0990929952,1567.33987423,1.93508022,741.607176239,44.2033,84,2957.52827652,0.91893,2957.52827652,99.0855,4233.9552935,0.0,322.060064451,84,53.282,99.0983257093,-101.191,3762.78217359,15.3897
2849.15509553,101.709,101.725206009,855.569174086,1.98248765715,860.609988807,44.5029,85,2849.15509553,0.918044,2849.15509553,101.709,3865.62979731,0.0,293.684792942,85,53.8144,101.724441336,-103.803,3111.07521588,17.7498
2543.88221785,104.736,104.749600277,323.613841064,2.0031466451,1440.76012079,44.7425,86,2543.88221785,0.921917,2543.88221785,104.736,3657.36348638,0.0,255.616648213,86,54.3546,104.748708289,-106.882,2344.19614219,16.1907
2722.67491003,106.863,106.877740048,3246.5677379,1.99861955213,205.774425537,44.9939,87,2722.67491003,0.925678,2722.67491003,106.863,3934.89615363,0.0,304.756684709,87,54.7103,106.877273842,-108.987,3663.94933732,16.5116
2524.11810656,109.901,109.915264597,1091.89204817,2.07660518761,932.143358361,45.2256,88,2524.11810656,0.92122,2524.11810656,109.901,4201.34481175,0.0,302.175924842,88,55.1259,109.914584556,-112.04,3210.6129567,19.7819
2460.964579,112.141,112.155456745,680.163402536,2.08388935175,1304.89505069,45.486,89,2460.964579,0.921131,2460.964579,112.141,4095.85588998,0.0,323.326211063,89,55.5047,112.155048187,-114.306,2716.45101169,21.2387
2781.88482688,114.875,114.893112856,3488.46418911,2.15184166409,183.563842631,45.7387,90,2781.88482688,0.920454,2781.88482688,114.875,4092.53273941,0.0,283.642036407,90,55.9549,114.892626572,-117.063,3755.93258984,23.8428
2510.2103836,117.476,117.491438695,3707.77491348,2.14904719046,189.259970808,45.9047,91,2510.2103836,0.920712,2510.2103836,117.476,4255.83892463,0.0,319.015692003,91,56.4317,117.490976888,-119.662,3990.09314588,22.9294
2762.3020592,120.31,120.325546467,2207.26089495,2.14972643873,527.14523571,46.0908,92,2762.3020592,0.921279,2762.3020592,120.31,4024.2476894,0.0,278.811332731,92,56.8349,120.325086555,-122.485,3335.32909193,21.547
2616.56168173,122.825,122.839359649,45.74510024,2.13892716145,1328.19711932,46.2761,93,2616.56168173,0.909178,2616.56168173,122.825,4231.47804292,0.0,303.162672883,93,57.1602,122.838732695,-125.067,3489.00662285,21.3965
2644.64556709,124.915,124.929948524,998.56047797,2.14463610196,954.988194513,46.5287,94,2644.64556709,0.915657,2644.64556709,124.915,3715.00126088,0.0,293.07416019,94,57.5708,124.929382964,-127.141,2850.48874172,22.4024
2772.11352753,127.787,127.801144367,975.96077104,2.20787019988,910.019597588,46.7543,95,2772.11352753,0.911366,2772.11352753,127.787,4287.19979313,0.0,298.659579535,95,57.9281,127.800762353,-130.03,3628.56982469,25.8212
2520.94824323,130.503,130.515879763,3377.313485,2.16346884655,217.184381852,47.0006,96,2520.94824323,0.910795,2520.94824323,130.503,4160.80326931,0.0,312.678647365,96,58.2956,130.515400302,-132.766,3862.15979874,22.4854
2680.03935649,132.995,133.009432736,3700.7444182,2.19677196342,178.087509502,47.2129,97,2680.03935649,0.909663,2680.03935649,132.995,4293.99088739,0.0,327.340770326,97,58.6495,133.008979664,-135.24,4062.76805182,24.4162
2627.98185692,135.787,135.803039495,3507.0589143,2.2241049704,211.644324766,47.4334,98,2627.98185692,0.919573,2627.98185692,135.787,4274.61698977,0.0,333.827906258,98,59.0224,135.802641172,-138.039,3987.51806416,26.4348
2829.84844337,138.066,138.078443811,3649.02316209,2.25013091691,161.70226193,47.659,99,2829.84844337,0.914503,2829.84844337,138.066,4162.70401302,0.0,308.832525951,99,59.3371,138.077841691,-140.34,3858.75306858,27.6945
2494.27595057,140.429,140.444634485,3582.09006479,2.26098973665,259.000617255,47.8785,100,2494.27595057,0.924834,2494.27595057,140.429,4412.48655172,0.0,343.288800126,100,59.7164,140.444042816,-142.665,4147.20882833,27.2373
2878.87466028,143.259,143.273731867,3525.05520293,2.2581202069,180.035818874,48.115,101,2878.87466028,0.924651,2878.87466028,143.259,4122.13255487,0.0,302.225821541,101,60.1618,143.273304855,-145.483,3870.43019311,28.6053
3019.2590809,146.199,146.214811883,3602.25720487,2.31116897228,143.453034897,48.3289,102,3019.2590809,0.913128,3019.2590809,146.199,4030.85801925,0.0,301.629632332,102,60.5364,146.214293517,-148.436,3836.07803333,31.1522
2886.94340658,148.761,148.77441931,3915.74757872,2.21996240814,148.583574823,48.4508,103,2886.94340658,0.910371,2886.94340658,148.761,4445.14797646,0.0,349.360940547,103,60.8409,148.773913136,-151.018,4151.41869401,25.2821
3017.27213332,150.832,150.842716055,3779.58030735,2.28479482858,163.722484653,48.6897,104,3017.27213332,0.918745,3017.27213332,150.832,4262.67079731,0.0,329.51975184,104,61.1751,150.842222647,-153.049,4061.93190713,27.9739
1408.60447537,152.905,152.917982903,3880.19789286,2.26846406081,229.960287182,48.8939,105,1408.60447537,0.917544,1408.60447537,152.905,4592.65491728,0.0,345.987091873,105,61.5043,152.917480801,-155.143,4222.94935556,26.6679
2749.26658596,155.436,155.452504541,3899.23756568,2.38657514169,106.61715775,49.1345,106,2749.26658596,0.913387,2749.26658596,155.436,4330.32751483,0.0,341.316791886,106,61.9267,155.45213503,-157.673,4146.34227142,34.9011
2887.60343784,157.786,157.796061317,3589.24254318,2.29865549,243.265190684,49.3456,107,2887.60343784,0.912511,2887.60343784,157.786,4447.60210442,0.0,334.698639109,107,62.2923,157.795766822,-159.998,4024.30521742,30.361
2755.07320586,159.718,159.731786669,782.508928588,2.35547320252,1319.45301275,49.5055,108,2755.07320586,0.925356,2755.07320586,159.718,4578.4132031,0.0,326.245973449,108,62.67,159.731367218,-161.899,3230.60572475,32.078
2683.74557452,162.601,162.613485537,2327.06332601,2.35291246967,587.075651174,49.6847,109,2683.74557452,0.919527,2683.74557452,162.601,4563.17628011,0.0,349.474796459,109,62.9228,162.612977813,-164.818,4022.05076553,31.1618
2770.26757201,164.673,164.687872642,3709.4816704,2.38981457249,158.603095216,49.9061,110,2770.26757201,0.93269,2770.26757201,164.673,4200.99951212,0.0,315.871668394,110,63.2379,164.687343074,-166.881,3954.64475486,34.8093
2281.85057054,167.003,167.013591182,4088.56857745,2.3767785357,74.2832507067,50.0954,111,2281.85057054,0.916478,2281.85057054,167.003,4347.64120576,0.0,340.067280807,111,63.6203,167.013167568,-169.219,4208.7154701,34.0007
2967.24494276,168.903,168.915169416,4232.89547938,2.43973203457,60.7404534491,50.3209,112,2967.24494276,0.90831,2967.24494276,168.903,4471.49397967,0.0,350.972133147,112,63.8976,168.914736411,-171.13,4349.82784016,39.4974
2931.76297149,171.849,171.860810655,3309.13111212,2.355958605,236.850413186,50.5236,113,2931.76297149,0.919128,2931.76297149,171.849,4086.07534196,0.0,317.647969803,113,64.2244,171.860385312,-174.086,3655.63683796,32.9777
2329.91009871,173.709,173.715009891,1565.67387737,2.3926429915,987.354070559,50.7472,114,2329.91009871,0.909151,2329.91009871,173.709,4723.91567639,0.0,330.984243545,114,64.5085,173.714536391,-175.94,3902.14566923,33.1592
2995.40584565,176.021,176.039074362,-33.8647196232,2.49978747351,1394.2031348,50.9779,115,2995.40584565,0.919243,2995.40584565,176.021,4458.1158007,0.0,320.881699264,115,64.8853,176.038668651,-178.202,3556.8494378,40.5367
2723.98321608,178.184,178.194253298,4162.1494386,2.45890980978,157.877831976,51.1184,116,2723.98321608,0.911942,2723.98321608,178.184,4661.96909821,0.0,362.421403535,116,65.2531,178.193767291,-180.381,4364.67630988,37.8864
3132.23501096,180.365,180.375301678,4029.44160536,2.42697289287,175.334466995,51.3349,117,3132.23501096,0.922258,3132.23501096,180.365,4657.94515672,0.0,342.119943452,117,65.5682,180.374848834,-182.554,4415.97721753,37.463
2975.50409372,182.838,182.850737946,2810.23824438,2.48238672833,514.01472531,51.5204,118,2975.50409372,0.927354,2975.50409372,182.838,4664.04494694,0.0,360.959853359,118,66.0044,182.85033859,-185.068,4251.80643948,39.3112
3099.68465488,184.669,184.6806194,3947.35541855,2.52546688427,193.692852277,51.731,119,3099.68465488,0.919395,3099.68465488,184.669,4567.05813676,0.0,356.537537919,119,66.3846,184.680142849,-186.929,4224.61652622,41.5993
2983.44343139,186.988,187.002214999,2239.05996581,2.59423377489,616.948352099,51.9331,120,2983.44343139,0.91928,2983.44343139,186.988,4415.38932838,0.0,360.210792319,120,66.7923,187.001619798,-189.281,4076.02435492,44.3392
2941.41495379,189.582,189.597554453,2341.08027412,2.59298889241,613.210366706,52.0982,121,2941.41495379,0.923791,2941.41495379,189.582,4653.85494861,0.0,329.49947014,121,67.1736,189.597011285,-191.921,4060.64406165,45.7615
3152.82099521,191.542,191.549338853,4285.08525969,2.56034390204,107.975332024,52.27,122,3152.82099521,0.91465,3152.82099521,191.541,4664.32385374,0.0,374.512491944,122,67.515,191.549002773,-193.854,4455.83805702,41.9387
2946.1527678,193.617,193.627647348,1178.68658277,2.61142575229,1013.33020883,52.5129,123,2946.1527678,0.932005,2946.1527678,193.616,4716.98097446,0.0,329.536646739,123,67.9233,193.627219979,-195.917,4064.98159456,47.164
3211.48977016,195.817,195.832500673,4346.7830904,2.64126045808,108.430930789,52.7162,124,3211.48977016,0.904652,3211.48977016,195.817,4733.51802677,0.0,366.70860448,124,68.2412,195.832045386,-198.168,4475.09161887,49.162
3135.61962952,198.46,198.469155626,2512.00272173,2.53945871151,636.101598965,52.9064,125,3135.61962952,0.911582,3135.61962952,198.46,4830.38151141,0.0,363.525974341,125,68.5731,198.468728252,-200.744,4315.16368814,40.1675
