AverageDiscountedReturn,Epoch,AverageQLoss,StdReturn,AverageY,StdEsReturn,AverageEsReturn,AverageAbsQ,MinEsReturn,AverageReturn,AverageAbsY,QFunRegParamNorm,Iteration,AverageAbsQYDiff,MaxEsReturn,PolicyRegParamNorm,AverageAction,MinReturn,AveragePolicySurr,MaxReturn,AverageQ
-6.78595686531,19,5.68962e-05,0.680672540074,0.0402796380154,0.0,-0.190578510946,0.0402816,-0.190578510946,-68.0553909329,0.0402801960279,13.0547,19,0.00215759466485,-0.190578510946,15.6849,0.681235,-68.9356372282,-0.0408108,-67.2193898557,0.0402816
-4.27804528816,20,0.000116734,0.366379814633,0.0398784358364,2.37308598281,-56.763183135,0.0398703,-59.1362691178,-42.9092827134,0.0398796762951,13.3275,20,0.0027563661318,-54.3900971522,15.9313,0.429522,-43.6539607134,-0.0401888,-42.6712017684,0.0398703
-3.58220206609,21,8.19974e-05,0.246318590432,0.0398036840196,0.0,-0.0811956775506,0.0398057,-0.0811956775506,-35.906222525,0.0398047069706,13.675,21,0.00231217161054,-0.0811956775506,15.7019,0.359422,-36.5684425418,-0.0401173,-35.644081229,0.0398057
-2.57699048214,22,7.25323e-05,0.108799445392,0.0398712482224,61.3571002696,39.3347515271,0.0398757,-47.3356763997,-25.7408096254,0.0398722845924,14.0491,22,0.00236784198838,86.3056665886,16.0095,0.257666,-25.9360391966,-0.04029,-25.6351944929,0.0398757
-2.95305683946,23,4.34943e-05,0.125951944188,0.0406257433731,30.9795692788,22.0204182385,0.04061,-8.95915104035,-29.5113631471,0.0406265168767,14.2989,23,0.00180327112244,52.9999875173,16.2829,0.295409,-29.621084133,-0.0411262,-29.2769428131,0.04061
-3.46609960603,24,5.92583e-05,0.175686633513,0.0408003405913,39.0568919177,51.3629892907,0.0407997,-2.90520536128,-34.642105045,0.0408012294313,14.5369,24,0.00204500669424,87.4068282693,16.4701,0.346768,-34.9743391905,-0.041493,-34.4064301769,0.0407997
-3.88170662248,25,7.48636e-05,0.079104357198,0.0425560345013,0.0,-1.4636351333,0.0425545,-1.4636351333,-38.7085557365,0.0425566550047,14.8306,25,0.00205295053106,-1.4636351333,16.9683,0.387473,-38.9501727333,-0.0434792,-38.6635548026,0.0425545
-2.24496443468,26,6.13693e-05,0.0391679172589,0.0428719405451,64.2651101431,36.1507913652,0.042864,-53.6954348807,-22.358604522,0.0428726539151,15.1668,26,0.00214071409126,92.9376431309,17.4991,0.22381,-22.3988470664,-0.0439393,-22.291531306,0.042864
-0.150293161688,27,9.25762e-05,0.321850892047,0.0439420107747,42.503727576,34.6230560681,0.0439436,-7.88067150786,-1.64643132434,0.0439429590514,15.4592,27,0.00241341624979,77.1267836441,17.6744,0.0164808,-2.19076702734,-0.0447793,-1.11666820906,0.0439436
-1.49849495523,28,6.63221e-05,0.0337072064142,0.0455947669767,50.5231473359,49.9478714304,0.0455922,-21.3938966783,-15.0520148818,0.0455954885394,15.7422,28,0.00187697003162,89.0314842207,18.0303,0.150671,-15.0949089351,-0.0466996,-15.0019396288,0.0455921
-1.58546868267,29,0.000108953,0.00348046410329,0.0471497041598,39.7441909305,53.3281836393,0.047153,-2.30196444333,-15.8650073804,0.0471504462805,16.0868,29,0.00222723341865,88.0978272076,18.3349,0.158809,-15.8686919444,-0.0481903,-15.8571221569,0.0471529
-0.572298220947,30,7.61553e-05,0.00405365183512,0.0486791354588,43.0466703856,55.5133097104,0.0486657,-4.72110209248,-5.72365167353,0.0486802939087,16.4152,30,0.00209895147139,93.2715543501,18.6277,0.0572938,-5.7328869178,-0.0498412,-5.71847924512,0.0486657
-5.30747603968,31,8.42319e-05,0.515025606428,0.050137782424,41.3559287633,64.5878144919,0.0501291,-6.947968141,-51.7869506022,0.0501386021912,16.7837,31,0.0023365182148,90.6652696369,18.9519,0.518388,-52.6614377846,-0.0514554,-51.2575681083,0.0501291
-5.49770576142,32,0.0001052,56.6791905632,0.0515318633431,22.7154331758,16.7918119734,0.0515227,-5.92362120247,-7.31192334996,0.0515326703921,17.1244,32,0.00227934236057,39.5072451492,19.5084,0.554265,-55.5095670415,-0.0531457,65.5042805494,0.0515227
-5.74810409539,33,1.95586e-05,0.476887912679,0.0532273202434,19.6701913294,79.4183118541,0.0532253,59.7481205246,-59.510211413,0.053227976222,17.4349,33,0.00152130687609,99.0885031835,19.7073,0.595698,-60.2248386782,-0.0548828,-58.6508259058,0.0532253
-0.0761884727077,34,5.95917e-05,0.0616978299146,0.0554310332749,43.1347006489,61.7104794242,0.0554342,-12.6728024164,-0.781657092543,0.0554316960642,17.7696,34,0.00210740564014,93.07458169,20.4026,0.00782439,-0.924220704436,-0.0579747,-0.723780327385,0.0554328
-1.37758961979,35,0.000138445,40.2766984437,0.0594308873174,35.556744911,76.3580062528,0.0594267,-3.03714165309,4.32580302562,0.0594313971674,18.0411,35,0.00252926792081,94.8667828546,20.8812,0.15052,-15.0487119663,-0.0614193,90.4615847506,0.0594261
0.0452555814821,36,0.000108192,45.4520466153,0.0620284989338,4.46971886186,90.440867443,0.0620273,84.5703762677,32.0310365242,0.0620293927591,18.3078,36,0.00204319255962,96.2899718043,21.3103,0.0142887,-0.328842123186,-0.0647863,96.5821152913,0.0620273
-0.0433387144538,37,0.000139932,0.0147473201266,0.0661738558788,34.6438597635,76.3915309854,0.066172,-0.806942470866,-0.445155413906,0.066174527039,18.6371,37,0.00274096709337,95.2837549316,21.7917,0.00445601,-0.458982885903,-0.0688495,-0.403844523031,0.066172
-0.0157757194566,38,1.69663e-05,0.00744238494292,0.0707563029129,40.7439439125,65.0370982909,0.0707506,-5.03959839058,-0.119393146218,0.0707568334082,18.9188,38,0.00188192117803,93.1086376551,22.125,0.00119513,-0.12848243754,-0.0739657,-0.106511402281,0.0707506
2.93507038427,39,0.000121498,21.4970030222,0.0754357668711,35.0022452481,76.4146733199,0.0754416,-1.72117895183,88.2827734755,0.0754363894438,19.1539,39,0.00269428254889,94.4244904638,22.3889,0.14268,-7.54331390795,-0.079023,95.0007360454,0.0754414
0.700836952992,40,9.99224e-05,47.4646058229,0.0795881768046,5.02537045135,92.9111533019,0.079592,85.0437906852,61.8228464206,0.0795888923635,19.4006,40,0.00271410840383,99.9079119072,22.7401,0.286701,-26.7502272834,-0.0838717,93.4506401791,0.079592
-0.0626849508996,41,6.70393e-05,0.0455041040512,0.0822752011326,36.300654109,75.3812848293,0.0822615,-5.68981089173,-0.223155499531,0.0822758028726,19.6261,41,0.00217966131104,94.0502003669,23.1906,0.00223379,-0.307692510292,-0.0867953,-0.161400503363,0.0822615
26.9924543286,42,0.000195368,59.2500395779,0.0872487176106,0.0,-1.65301196545,0.0872756,-1.65301196545,64.3033524843,0.0872493544212,19.8038,42,0.00320870106293,-1.65301196545,23.4378,0.752879,-73.7703581302,-0.0924808,93.9331584182,0.0872756
42.3512987209,43,8.89221e-05,0.109899916526,0.0920190406493,45.1805151335,67.7402662445,0.0920185,-32.0372381541,92.7437084239,0.0920194408235,19.9392,43,0.0023728538825,93.8477014639,24.0317,0.964508,92.4818827644,-0.0978092,92.9116623523,0.0920185
-1.09660137691,44,0.000100104,0.53995862768,0.102682049968,0.980107021563,92.5338832353,0.102682,90.815666688,-10.5435649828,0.102682524206,20.1704,44,0.00279073701232,93.9416440624,24.2015,0.105541,-12.0591786819,-0.109322,-10.1328886377,0.102682
40.7930674818,45,0.000191017,0.287837974372,0.110460812694,32.23015912,77.8968969067,0.110469,-0.461780444256,92.7549926355,0.110461674913,20.4323,45,0.00356425000739,95.0042975636,24.5799,0.917547,92.0434167374,-0.118379,93.0807393523,0.110469
-0.823220645217,46,5.95712e-05,0.0253964163136,0.121625118838,2.0335854363,93.2678673358,0.121633,90.0616855596,-8.29333218841,0.121625954682,20.6582,46,0.0031552549577,96.0006491453,24.7337,0.0830163,-8.32008777769,-0.130042,-8.26131058712,0.121633
24.9061158667,47,0.000218744,1.19962908749,0.130258490042,32.7288215551,79.4590340787,0.130272,-6.93656976434,90.6825266519,0.1302590843,20.9432,47,0.00450929863396,94.7379106647,25.143,0.762222,84.6465392954,-0.139783,91.8018877329,0.130272
-9.99587478395,48,0.000138091,0.00192787729679,0.142866107096,35.5095764068,61.4877657572,0.142878,25.9781893503,-99.8559358946,0.142867222776,21.1947,48,0.00416439338697,96.997342164,25.2568,0.999559,-99.8586723542,-0.153555,-99.8519698727,0.142875
-9.98830363957,49,0.00033922,0.0165966918814,0.14893318067,28.6366065291,28.5578409352,0.148963,-0.0787655938873,-99.7645954282,0.148933976456,21.4152,49,0.00520691531535,57.1944474643,25.2425,0.998645,-99.7751753912,-0.15995,-99.7265011052,0.14894
15.00504488,50,0.000330676,49.9216174647,0.158210947434,41.7035116445,73.2033695907,0.158301,-27.6746367431,38.2717717745,0.158222096814,21.6582,50,0.00514411498562,95.5405735101,25.4592,0.10283,-6.44337009369,-0.170232,95.1965237732,0.15822
17.4891212793,51,0.000268256,43.2872015787,0.17527130277,32.2363256841,78.3824459117,0.175411,-0.505525578329,67.3072579748,0.175328210108,21.9174,51,0.00520429432867,93.9677126984,25.6768,0.212329,-9.74055558429,-0.187702,95.047899274,0.175263
9.64955996546,52,0.000535071,1.00179727822,0.188172774629,2.72944052013,93.0955667218,0.188304,89.5833649421,92.1265567357,0.188289980944,22.205,52,0.00608694394549,99.4912431258,26.1481,0.276666,89.0057842137,-0.200716,93.3327058265,0.188135
8.86597182577,53,0.000534835,33.7836527454,0.205911527567,1.93009290842,93.1043375804,0.205958,91.228890003,74.7236041736,0.206005730272,22.5031,53,0.00636160154629,97.3640674868,26.6044,0.280611,-9.65726638354,-0.218481,92.0412202325,0.205825
45.7775808238,54,0.000843997,0.247287648061,0.21987731112,1.81460967494,93.3856202672,0.219906,91.4344580228,94.1807829276,0.219927835636,22.8041,54,0.00790687317216,98.1786839759,27.0051,0.826329,93.6303264386,-0.233184,94.4425964706,0.219841
42.8550693261,55,0.000781533,0.493294686626,0.234519898246,2.4159856541,92.2076376591,0.234504,88.8007709917,93.505386832,0.234535182961,22.9931,55,0.00782609216229,96.2614549386,27.3184,0.857183,92.1348551502,-0.247058,94.0933638709,0.234462
36.2716323666,56,0.000882079,2.29444965336,0.251469690881,2.0779537146,91.058670341,0.251421,87.8136379472,92.7432212823,0.251473370316,23.2157,56,0.00792286505229,94.5576178213,27.6801,0.764175,86.1059995648,-0.263708,94.6342568736,0.251395
13.6211631763,57,0.000459533,46.6571752413,0.259475022086,3.06732399414,91.5833668299,0.259465,87.2356652874,58.4012993269,0.259483054447,23.4064,57,0.00701724338034,95.5787083283,28.215,0.303869,-13.6381100015,-0.27124,91.7903861752,0.259442
45.3984670937,58,0.000461292,0.090059074716,0.27152132639,34.8539084818,78.3425798024,0.2715,-13.7345055895,93.6214462425,0.271531609886,23.6507,58,0.00674781901334,94.8068345765,28.4941,0.908318,93.4384507501,-0.282764,93.7674297944,0.271466
10.553399026,59,0.000568236,21.9594092905,0.289635761461,1.9240410026,91.8306570848,0.289652,90.1037712327,83.3570109039,0.289648622615,23.874,59,0.0074289114805,96.670424343,28.8979,0.363754,-11.6393577613,-0.299988,93.0087730271,0.289615
28.4946709608,60,0.000637637,3.0251046448,0.301019457039,30.2524674652,79.7832176687,0.301038,-0.0234156535369,89.8536896023,0.301025278555,24.0669,60,0.00854090918188,94.7104949926,29.1535,0.898708,80.9894285877,-0.310845,93.2524577916,0.301011
-2.40749908171,61,0.000413426,4.55594925703,0.307746169148,4.22982535253,90.6593699646,0.307763,85.4851560036,-6.39215958635,0.307748434567,24.1851,61,0.00663052653723,98.9712327913,29.3824,0.0639856,-16.1606746933,-0.317362,-2.81249208228,0.307739
41.3186334248,62,0.000699263,2.15717920485,0.316791779121,31.7381584949,79.0670458836,0.316778,-4.69245003023,93.1422987576,0.316793067803,24.3807,62,0.00816489832067,94.1112410564,29.8003,0.845451,82.6089175505,-0.32508,94.1416132313,0.316751
42.0165244195,63,0.000435973,1.24700007563,0.32501897625,2.10537287313,92.8447367291,0.324995,88.5863031301,93.2752985594,0.325019822518,24.5587,63,0.00705646776129,97.0228383916,29.8641,0.860943,84.8288116348,-0.333145,94.0449627481,0.324966
36.4868857232,64,0.000541349,2.57696216275,0.334437838905,3.1391240518,92.830760089,0.334431,88.4004124961,92.480292075,0.334438985372,24.7713,64,0.00763672030436,99.2872633558,30.1057,0.801403,84.245314929,-0.342059,94.4344556593,0.334397
36.7023151631,65,0.00051278,2.79828733682,0.342026310856,2.4596506236,92.1577075001,0.342,87.0301241526,92.1280815633,0.342027594244,24.9537,65,0.00840322663311,95.788602393,30.3121,0.852075,83.3934096301,-0.348799,94.2857600996,0.341977
44.7467984233,66,0.000727489,0.262143893333,0.346168986606,2.89442163265,91.81018535,0.346131,86.7480727198,93.9789229402,0.346171406714,25.1313,66,0.00881040249492,95.5870038829,30.6162,0.831277,93.2694371314,-0.352868,94.2471609872,0.346108
47.027344263,67,0.00045285,0.118138332732,0.354800022025,2.75553701559,92.0733388725,0.354768,85.7574536733,93.4419337689,0.354801610362,25.2927,67,0.00761684052865,95.2591962373,30.8321,0.987405,93.0567386824,-0.361235,93.6178762755,0.354754
47.0366251157,68,0.000517676,0.0424372075204,0.365073746196,1.89459307506,93.7400140059,0.365054,89.9409790041,93.3926163363,0.365074620963,25.4901,68,0.00861090878039,97.6986410952,31.1743,0.996718,93.3036604982,-0.371967,93.4991113909,0.36504
46.9912843073,69,0.000362289,0.0672930969858,0.373793134964,1.97285013448,92.9845642301,0.373744,89.1063912353,93.4506842634,0.373793539904,25.6571,69,0.0077483568219,95.0310318912,31.2792,0.985105,93.3459489222,-0.380691,93.6329640989,0.373739
46.0101119258,70,0.000423058,0.0379826932443,0.383988389265,2.15617280307,93.5482362479,0.383925,88.7247102391,93.2194472583,0.383988829329,25.8382,70,0.00858542163067,96.6951349084,31.7636,0.995547,93.1234775972,-0.390886,93.3014456699,0.383921
44.1467272137,71,0.000525877,0.0567116398003,0.391643822125,1.79417682964,92.9511193628,0.391567,88.857805944,92.8615264851,0.391644366846,26.0482,71,0.00902613945284,95.334902102,31.9615,0.999186,92.7116072308,-0.399879,92.9120180777,0.391562
43.6794925257,72,0.000429062,0.0475157916726,0.399103818952,2.32543595218,92.4579952019,0.39907,87.5672039218,92.7788335328,0.399104398567,26.2466,72,0.00919848037862,94.8060500378,32.0928,0.998649,92.6172508021,-0.407602,92.8584226113,0.399066
43.821055685,73,0.000376947,0.0564732893639,0.411401865408,1.57363180318,93.1071626426,0.411358,90.2997703608,92.8360613964,0.41140215443,26.4631,73,0.00910395893441,94.79659582,32.2959,0.993701,92.7076908989,-0.420759,92.9910681652,0.411354
43.2336103566,74,0.000501527,0.0521390496733,0.424568303875,1.63455499787,94.0262612912,0.424531,89.1982633515,92.7140448843,0.424568731532,26.6959,74,0.00980491984992,96.6880920148,32.4921,0.995786,92.5990061066,-0.434214,92.8029042456,0.42453
44.2409974095,75,0.000293853,0.0436757290045,0.432621269305,2.12115988957,93.3283891362,0.432566,88.495384524,92.9029178254,0.432621649448,26.9194,75,0.00882925616718,95.052442629,32.5885,0.995314,92.8037060888,-0.443538,92.999446901,0.432565
45.2169596728,76,0.00040899,0.0379648888772,0.444482427089,1.86708253463,92.9467377425,0.444431,89.6544056503,93.0780763376,0.444483007895,27.1917,76,0.0102841220624,95.1163682307,32.6314,0.995562,92.9183481153,-0.455928,93.1342616621,0.444429
46.0632206007,77,0.000419,0.0345596551933,0.458943247934,1.11803129608,93.9630745606,0.458884,92.1315704188,93.2293463719,0.458943841278,27.4286,77,0.0102036657096,96.9086957791,32.7173,0.995486,93.1223476613,-0.470742,93.3004479096,0.458882
46.4868327061,78,0.000371799,0.0476734324181,0.471940187116,1.80738244901,94.6417114041,0.471885,90.7390484319,93.3057589239,0.471940526145,27.703,78,0.0101417124739,99.718638732,32.8081,0.995153,93.2052041144,-0.483953,93.3999893081,0.471885
46.3129503277,79,0.000461554,0.0689015951827,0.48361302611,2.50162093887,93.7020127585,0.483578,90.1012593996,93.2699269884,0.483613448876,27.9769,79,0.0108955405763,99.8946849018,32.8958,0.996051,93.1044856421,-0.496409,93.3999913279,0.483577
45.9903683039,80,0.000419763,0.0442053339609,0.494760892074,2.03833078908,93.1797555902,0.494702,88.9415836047,93.2115666556,0.494761291639,28.26,80,0.0103815449588,95.4308394158,33.0796,0.996306,93.1137815131,-0.507373,93.2997797552,0.494701
46.5356581805,81,0.000456441,0.0482433863097,0.507776427802,1.029625549,94.061363489,0.507713,91.446318729,93.3009613477,0.507776972924,28.5472,81,0.0109346233408,95.374954436,33.1923,0.997459,93.202760026,-0.520493,93.4000018356,0.507713
46.7653195351,82,0.000350008,0.0795962699149,0.524915689261,1.81698973573,93.4208711783,0.524848,89.982756445,93.3501643881,0.524916017501,28.8662,82,0.00939260305847,95.6865343224,33.2731,0.995882,93.2080893325,-0.537342,93.4999891937,0.524848
46.7647240425,83,0.000404516,0.0625435787972,0.539014233096,1.10959179665,93.8509408339,0.538962,91.5624294613,93.3403920925,0.539014901845,29.1492,83,0.0101000663856,95.1449856358,33.3309,0.997545,93.2285361384,-0.551332,93.4085689589,0.538962
47.3126633023,84,0.000363474,0.0588954639241,0.547209721815,2.79754131595,93.3023437614,0.547154,89.5271264043,93.5431953685,0.547210257433,29.4206,84,0.00988060186022,99.5837150418,33.3069,0.978596,93.3794976436,-0.559778,93.6235044319,0.547154
47.2163768112,85,0.000397665,0.0655280299553,0.558231217109,1.41395536136,93.7820843125,0.558175,90.4153507853,93.5750896423,0.558231758243,29.7523,85,0.0099864669736,95.5206175369,33.402,0.970161,93.4353834157,-0.570468,93.664957431,0.558175
46.8597062808,86,0.000332918,0.129827209244,0.568553164265,1.71435788669,93.9253545101,0.568499,90.0341232801,93.5829294442,0.568553496741,30.0814,86,0.00992587671245,97.0821343771,33.3638,0.958344,93.2159585596,-0.581334,93.7188248745,0.568499
47.2984637633,87,0.000376682,0.108775614876,0.580929365618,1.22746584311,93.5400787142,0.58086,90.9158120541,94.0008779188,0.580929499488,30.332,87,0.0101736982241,94.9286455645,33.4748,0.898521,93.5986658996,-0.593602,94.135257547,0.58086
46.9565299458,88,0.000393374,0.27906251786,0.59248963771,2.0211035496,94.235108443,0.592419,90.4807338825,93.9871480694,0.592489960538,30.6308,88,0.0103503585831,99.1808365946,33.5972,0.891635,93.2730022772,-0.604744,94.2537535634,0.592419
46.3269566039,89,0.000461252,0.395564270503,0.602882847605,2.11214062524,93.7415712589,0.602764,88.8539216202,93.6488768484,0.602883318893,30.8917,89,0.0103411934369,95.4453129869,33.9011,0.931659,93.0184563787,-0.615243,94.2022605661,0.602764
47.0856028291,90,0.000399649,0.301103198828,0.610752428797,1.25591650108,93.187541172,0.610642,90.5225345532,93.8748329822,0.610752804806,31.1795,90,0.0103513593933,94.9333330783,33.8902,0.914295,93.2755092412,-0.622761,94.2259399125,0.610642
45.8042303955,91,0.000370052,0.283800210041,0.62239148735,2.09294448103,93.2104677666,0.622318,88.5397008126,93.3069756521,0.622391935921,31.4227,91,0.00965964439955,96.4260079869,33.9931,0.974453,92.9185719233,-0.633695,93.7960031069,0.622318
46.041068651,92,0.000429512,0.0361912643093,0.627352318991,2.14258369171,93.5842817382,0.62723,90.2527760473,93.2174758285,0.627352678438,31.6505,92,0.0102541526304,97.9281670454,34.0756,0.996832,93.1042900707,-0.638332,93.3005271686,0.62723
45.8052203161,93,0.000312733,0.133641647582,0.637258800131,1.78280679864,93.8919415232,0.637152,90.439220905,93.2018219239,0.637258996099,31.8801,93,0.00968678839709,97.4953808562,34.1424,0.992335,93.013660328,-0.647491,93.5079436183,0.637152
46.6206207803,94,0.000432944,0.106918939535,0.643436210944,2.20140010634,93.4674249709,0.643361,89.4968612581,93.3784914604,0.643436599598,32.0959,94,0.0100492855913,97.2839692326,34.1639,0.986605,93.1823823384,-0.653094,93.5740897228,0.643361
47.2847912578,95,0.000396364,0.108609203787,0.649225416029,1.63922547721,93.3425531836,0.649149,89.7598288369,93.6204860604,0.649225889769,32.2735,95,0.0096264809657,94.8394943372,34.3194,0.96419,93.2223378269,-0.658214,93.762233071,0.649149
47.264555378,96,0.000373416,0.0629777848703,0.652987928,2.80793664589,92.4606191827,0.652905,86.6998000999,93.5493817135,0.652988241861,32.4473,96,0.00965329814675,95.0156436475,34.3779,0.976004,93.3873036947,-0.660777,93.6282642907,0.652905
47.1077906629,97,0.000469948,0.055480462058,0.657107775648,2.25834104613,92.5983847183,0.657031,90.2069692645,93.5653679418,0.657108533265,32.6606,97,0.0098307846881,96.4338480239,34.4245,0.96853,93.4759490687,-0.664307,93.693352559,0.657031
47.1466711111,98,0.000316976,0.0361950409744,0.660267028798,1.45117750964,92.609813668,0.660221,90.1086177179,93.5417169953,0.660267257396,32.8186,98,0.00898368407962,94.6073751536,34.4137,0.973837,93.4312503677,-0.66672,93.6131961213,0.660221
46.8737112768,99,0.000508725,0.0508050939753,0.661364104512,1.79240420458,92.4183723571,0.661326,89.5605947235,93.4750695698,0.661364556766,32.9655,99,0.00987632447963,94.4925038393,34.6442,0.977274,93.3731567471,-0.667471,93.5593325721,0.661326
46.3693324914,100,0.000322578,0.0853190264655,0.662360967718,2.23356968314,92.758096046,0.66231,89.6329339273,93.4524420042,0.66236121555,33.0823,100,0.00851206751767,96.7955406953,34.8143,0.96614,93.2967625285,-0.667724,93.5578363006,0.66231
46.3755766356,101,0.000306768,0.148808952713,0.664031618314,2.28778912828,91.9577862667,0.664031,86.1542126441,93.5953541704,0.664031970805,33.2063,101,0.00853963094324,94.3509824615,34.8092,0.94186,93.2701624047,-0.669048,93.7388457327,0.664031
45.1888192232,102,0.00054175,0.121876771076,0.663483927133,4.12666761269,91.0755721018,0.663455,81.9965210358,93.7432728217,0.66348451294,33.2897,102,0.0101457200298,96.5873046804,35.0802,0.884563,93.4676332744,-0.668013,93.8798789877,0.663455
45.5769737561,103,0.000291811,0.0785157764035,0.664634900049,5.17335521201,90.9604962406,0.664612,84.895498118,93.8745816004,0.664635239204,33.388,103,0.00815544039952,99.7,35.2563,0.873228,93.722787282,-0.668994,93.9985471737,0.664612
46.0540116285,104,0.000497586,0.0792028314463,0.662457266521,3.88052739935,90.5770155415,0.662453,83.3138459843,93.7669862625,0.662457674017,33.535,104,0.00978642697065,94.7213231364,35.4472,0.903606,93.5554299097,-0.666796,93.8973231549,0.662453
45.8128298094,105,0.000354325,0.1555791091,0.661816793432,3.96257551286,92.7812529678,0.661813,83.4774971548,94.1598776102,0.661817143381,33.6393,105,0.00824090972416,98.0131620151,35.6491,0.832308,93.7628546181,-0.665797,94.3402325387,0.661813
45.7357570407,106,0.000385778,0.19029251728,0.661002621253,3.88233065359,92.2140421267,0.660983,81.0809695552,94.1038800328,0.661003273297,33.7599,106,0.0086718583497,94.6032770178,35.8849,0.839368,93.7416563223,-0.664867,94.3531384515,0.660983
44.8515556507,107,0.000483228,0.150554477547,0.657143603591,2.80673418957,92.8382445355,0.657145,88.172236162,94.1667004918,0.657144239039,33.8807,107,0.00922394766232,98.4631914388,35.967,0.807036,93.7922249551,-0.660982,94.3572112772,0.657145
45.7084320399,108,0.000224611,0.203218761752,0.656979313489,5.27505110383,90.401676974,0.657011,81.6877585982,94.0159520459,0.656979497051,33.9952,108,0.00724517830818,95.4723834851,36.4883,0.852734,93.4944366601,-0.66113,94.368974276,0.657011
44.7671035643,109,0.000351326,0.241775294509,0.656996370848,4.16135855752,91.8617208018,0.656992,82.8086742617,93.8941809656,0.656996554805,34.0962,109,0.00830583257715,94.7473339916,36.6241,0.848624,93.3476399865,-0.661962,94.3732674642,0.656992
44.6863908415,110,0.000384549,0.286398011569,0.658084809607,3.28547434332,93.1086341629,0.658108,84.4385015739,93.8998031804,0.658085270666,34.2332,110,0.00834094145779,96.1372904419,36.8707,0.845897,93.2365462407,-0.663256,94.3889174577,0.658108
44.7749628749,111,0.000372234,0.14459573228,0.658320385452,1.48041346368,93.7456326582,0.658313,89.2878546703,93.7408739571,0.658320753349,34.3614,111,0.00807797043904,94.8210041644,37.1789,0.8727,93.4322171492,-0.663614,94.1450811759,0.658313
42.7408255463,112,0.00034317,0.143305054423,0.658817313447,3.0194385428,92.0090017644,0.6588,84.8231598741,93.6938365451,0.658817644463,34.4701,112,0.00800969706535,94.4548649248,37.2711,0.82819,93.4321183248,-0.664256,94.0381719185,0.6588
44.4257008633,113,0.000217865,0.168568476366,0.66000991854,3.61051243683,93.4880654584,0.660028,86.2673203118,93.7306740717,0.660010079061,34.5864,113,0.00744785646663,99.8045143615,37.3348,0.864994,93.2429632492,-0.665446,94.0238602407,0.660028
