AverageQLoss,MinReturn,MaxEsReturn,MaxReturn,AverageQ,AverageDiscountedReturn,AverageY,AverageAction,PolicyRegParamNorm,AverageAbsY,StdEsReturn,Iteration,StdReturn,AverageAbsQYDiff,QFunRegParamNorm,AverageAbsQ,MinEsReturn,AveragePolicySurr,AverageReturn,AverageEsReturn,Epoch
39.3797,5.550340696,415.940846602,10.3222337174,123.359,8.59935391887,123.361624723,0.936264,62.6966,123.431174613,147.593203898,227,0.875974773992,2.27105309495,105.421,123.497,9.6625697141,-126.022,9.20481092094,125.329067252,227
40.0356,10.0125263353,138.859704483,12.4136507758,123.771,9.85712836564,123.779967273,0.969154,62.8205,123.854101827,26.1999866962,228,0.332196402158,2.26519041507,105.75,123.912,0.163740024194,-126.452,10.8746483787,14.5377436671,228
39.5417,7.90408426785,22.5414380148,10.3799474902,124.058,8.64097631343,124.069109599,0.970693,62.8445,124.148923652,4.28904632459,229,0.539290356693,2.27966792488,106.036,124.205,3.07285940936,-126.787,9.23348974377,8.26247026366,229
35.9331,20.1265567347,40.7906682517,35.6990536898,124.753,21.1795582854,124.754244675,0.928526,62.9222,124.843721571,7.98302519837,230,3.46927953291,2.24031117859,106.309,124.905,-0.00237706946233,-127.538,26.8594836336,7.74501561763,230
40.5471,16.260724513,38.042485522,25.5608877623,124.882,16.6473873939,124.889978972,0.904598,63.024,124.986214325,5.62635028393,231,1.63903292047,2.30002310431,106.653,125.038,8.93202376971,-127.582,19.6414030644,13.1169129729,231
39.1235,152.190774383,528.462301028,991.397751794,124.966,150.932387423,124.968133407,0.774853,63.1088,125.058160063,126.076877796,232,154.151290801,2.30904775778,106.905,125.12,5.24270479747,-127.603,407.535705456,53.3582643613,232
46.4352,77.2586652001,497.307313376,217.577654444,125.199,68.8959399505,125.21094811,0.819205,63.1651,125.314087544,135.139086099,233,28.4232332833,2.4104405612,107.125,125.369,33.7128002567,-127.9,113.953887135,171.456861669,233
37.9655,36.3219997061,352.386429764,65.617321951,125.528,33.0454378866,125.536740858,0.777749,63.2878,125.624114712,103.215547671,234,3.3913026043,2.30088900183,107.24,125.685,2.55072144186,-128.292,39.1396803449,114.062511083,234
40.2953,74.3868816286,266.858396832,818.552686208,125.649,85.6307631189,125.656860863,0.758468,63.3593,125.745871425,82.5538159965,235,132.415502032,2.32642916623,107.369,125.803,1.30306061162,-128.361,180.971014815,96.1917013109,235
48.8103,43.8746174497,425.152209995,161.456947654,125.975,38.9837416116,125.982439461,0.802719,63.4488,126.080694786,137.586009764,236,10.3886516181,2.4727423716,107.568,126.133,30.7160004036,-128.811,49.6870605861,153.657716193,236
44.2223,85.9740406225,242.14700278,473.054504128,126.265,77.5062165331,126.27119741,0.684273,63.5428,126.381034252,73.9111181458,237,107.780712049,2.36360663268,107.732,126.436,22.1357661878,-129.117,145.612691196,102.562973664,237
42.7776,73.2661777303,394.560603644,688.237314211,126.683,106.259853484,126.689807556,0.619325,63.6247,126.797615362,115.221311864,238,179.248318638,2.37572707458,107.872,126.862,30.744403037,-129.324,327.068972724,162.056585247,238
39.9425,147.308262647,426.267468133,559.831481322,126.634,148.817072292,126.639764239,0.667584,63.7479,126.739143796,111.583343618,239,73.4561489944,2.3490799724,108.074,126.798,23.2161928313,-129.386,377.767649315,124.960593539,239
48.5366,78.0423305906,463.350163509,597.300782749,127.056,81.6598669832,127.063502596,0.73442,63.824,127.171591348,143.64060852,240,124.287546713,2.42855843765,108.172,127.228,47.7023779233,-129.923,168.145130996,212.255905922,240
44.1524,119.671844981,634.230088323,539.891287993,127.582,119.299255642,127.587037647,0.676974,63.946,127.706424834,219.751710661,241,139.520915307,2.45117425758,108.314,127.763,18.6790929334,-130.563,350.114525342,252.119352817,241
43.8491,146.922963581,353.139232013,895.0236693,128.167,139.986876373,128.177629674,0.708267,64.0579,128.279632944,98.861669441,242,121.662399639,2.43084857476,108.513,128.339,22.886012332,-131.124,480.160247649,123.358616771,242
45.6147,221.592539467,494.565783334,539.66502023,128.639,136.024989378,128.644747386,0.759712,64.1626,128.749440372,177.474402369,243,56.2461145755,2.53987356244,108.844,128.809,23.9842996282,-131.694,396.62619389,182.876411345,243
48.2874,82.6790427464,228.046558106,661.400375781,128.917,78.8767229411,128.931787465,0.718616,64.2896,129.028724567,73.6662311473,244,122.87865185,2.55997985573,109.118,129.078,21.2932873956,-131.896,151.098215113,108.775884266,244
49.2525,78.8449915787,311.302305005,592.774188974,129.864,88.1307844549,129.867846906,0.687637,64.3907,129.951343514,97.5529199249,245,130.729871746,2.63262715419,109.347,130.009,30.3860300284,-132.967,177.243713162,117.989261814,245
43.5696,64.8017707476,536.144425563,491.715641741,130.358,76.4439887019,130.367439405,0.77878,64.4724,130.46617124,136.901945802,246,92.3016739794,2.51794292472,109.582,130.503,19.7044019798,-133.472,155.533710455,127.175443153,246
50.1109,86.0732559612,263.056201673,545.752677911,130.308,83.3969224345,130.316120512,0.709408,64.551,130.419972571,80.7118251339,247,105.492700002,2.59592438448,109.803,130.47,35.5850053035,-133.323,164.246115269,148.811693142,247
47.5278,62.8244974983,229.608384743,106.773179507,131.247,59.1701123647,131.255498182,0.798649,64.6661,131.349012974,74.6809746333,248,11.934137215,2.64713964016,110.046,131.403,17.2471791024,-134.21,79.5382414495,102.646914585,248
53.3182,135.58595186,179.515562311,471.745237707,132.112,107.150559072,132.120747021,0.737384,64.7539,132.200410971,45.8652357939,249,68.38607822,2.77308962407,110.31,132.27,26.1107573258,-135.317,225.781868249,83.2831416295,249
49.3031,72.2723125914,281.151814107,992.43942959,132.779,81.8825145914,132.785557545,0.643727,64.8416,132.859489792,94.9390159753,250,131.455156387,2.67818088686,110.608,132.923,10.366779525,-136.083,168.997083717,102.127354264,250
48.7615,92.3583364023,689.351792472,618.355478264,133.09,95.6928258184,133.098654296,0.651412,64.9217,133.164205002,228.151233332,251,95.7992959064,2.66770594704,110.822,133.23,28.4077170288,-136.233,249.815326875,191.48708716,251
48.8503,97.4627836874,586.569281634,1038.27897242,134.425,111.304156435,134.434386562,0.663167,65.0291,134.494538382,167.988539568,252,255.677815411,2.6443331556,111.209,134.558,24.9140582037,-137.598,378.401434524,207.44505283,252
52.5175,140.808559679,395.651953787,1038.47698975,134.932,118.259855469,134.94530696,0.579274,65.1088,134.996200363,101.541361472,253,319.614327566,2.75804194188,111.49,135.059,84.8130191144,-138.122,597.136796154,204.26279749,253
50.6052,175.037541448,423.166401226,518.681495762,135.571,106.224672274,135.58016582,0.605034,65.1789,135.626964447,124.042399467,254,93.6999356978,2.67146791711,111.739,135.694,16.7508713517,-138.801,294.598113339,145.043719379,254
58.7055,69.8090645672,351.487328874,378.871358799,136.167,80.7048011766,136.173802935,0.770692,65.2492,136.215434511,87.3770763897,255,54.765900094,2.85378058747,112.005,136.284,28.2413079623,-139.431,152.627703047,125.528261219,255
52.2064,199.9577629,432.411609904,803.269093843,136.823,119.279921403,136.833282674,0.680512,65.3702,136.878209708,129.780271881,256,153.677533693,2.82131595059,112.253,136.948,26.2593017045,-140.225,445.68351944,139.619189358,256
58.6717,283.211978249,378.200612202,1379.38745985,138.09,125.67682334,138.095797495,0.624996,65.4835,138.136445026,93.1484295815,257,282.54515705,2.88544085507,112.518,138.197,26.648042831,-141.422,673.765584317,131.005274233,257
48.5941,135.123307307,408.539294517,1048.10864544,138.515,108.061759926,138.521245276,0.582602,65.5642,138.552665687,113.301987204,258,366.447869524,2.72335557347,112.91,138.623,9.86690002069,-141.863,436.723718971,126.893457114,258
52.7936,101.078806719,421.428860736,591.247087235,139.567,102.491848535,139.580348558,0.630013,65.6205,139.617801038,149.122185176,259,144.495398206,2.8122051519,113.203,139.678,7.46624461489,-142.794,239.137393501,149.513287602,259
56.6959,78.3306079302,283.357232998,263.292441914,140.405,74.8234134203,140.409604222,0.683787,65.7414,140.463298207,83.0876210776,260,35.8807530418,2.86672378213,113.474,140.536,27.6375617746,-143.739,135.585578552,123.689211422,260
56.6009,200.319747312,269.922454585,1227.14627266,141.293,141.91271688,141.300599975,0.62344,65.8583,141.358267044,75.2770916246,261,309.674930371,2.86216508287,113.635,141.424,20.2509532299,-144.513,581.944803427,95.3863068328,261
59.8702,139.467156341,344.923436979,1539.90988821,141.918,125.708433345,141.923765428,0.705969,65.9818,141.990033281,95.2060089713,262,485.230761535,2.8956937205,113.987,142.052,19.4241621269,-145.242,903.075378986,117.634770409,262
54.5981,200.016897963,224.800137461,1136.57456047,142.801,118.818018124,142.811499689,0.673738,66.0456,142.880445279,59.0557407134,263,364.158199807,2.86300749189,114.29,142.931,26.3509685616,-146.073,655.079191115,134.056516421,263
50.9696,138.586055892,294.381141134,1022.92824396,143.514,108.673002217,143.522281399,0.662338,66.1919,143.572259225,108.231755833,264,247.967364549,2.82032014467,114.654,143.641,18.654004225,-146.843,365.824944148,116.520302883,264
55.4415,144.791277625,353.394320609,1302.03453751,144.199,96.9736447546,144.211581727,0.616346,66.2828,144.268125014,82.6696880892,265,165.915082875,2.86345070656,115.013,144.329,15.4345428488,-147.661,199.177729724,91.4831913559,265
63.3538,96.3334227177,496.962384737,789.060172573,145.066,99.587443083,145.074097451,0.661236,66.3883,145.141718944,181.328669155,266,160.442894029,3.01388244554,115.421,145.209,7.6858644938,-148.569,241.890197928,158.927701606,266
55.4632,120.652181427,228.834180729,443.236385536,146.086,100.72901595,146.091070118,0.658,66.4439,146.152332671,67.9430558158,267,73.709473143,2.88004726373,115.677,146.228,6.57238457999,-149.391,201.499916688,108.66582546,267
62.3317,169.501924348,321.492878311,1358.19442094,146.605,129.749997431,146.621054076,0.68068,66.5264,146.685998272,93.1853407219,268,367.434594587,2.98358616769,116.029,146.754,11.8384530792,-150.025,1015.28079135,116.457331148,268
67.7481,496.743161941,247.086108318,1744.27628242,147.06,150.508163222,147.056394336,0.644366,66.6112,147.13181202,64.8512492179,269,479.848747005,3.12116685569,116.356,147.228,16.4933086353,-150.766,1071.0668308,86.0122364121,269
59.0154,448.217203755,347.600847695,1275.7912597,148.365,127.925820102,148.3857285,0.630941,66.6948,148.451101204,90.1258326003,270,234.484482661,2.99992598932,116.61,148.52,33.909878283,-151.829,1189.36766205,187.685231267,270
63.284,282.743952243,224.968625314,1335.4139159,149.301,124.799231377,149.305323486,0.66134,66.7786,149.359959881,69.8240327665,271,305.076765947,3.13475073622,116.875,149.442,14.2538505954,-152.904,939.219048755,90.9592721387,271
64.3883,205.350256072,299.332314583,1404.23299759,150.045,133.176716782,150.059298919,0.615336,66.8934,150.12307063,92.4923246037,272,429.88034836,3.10735329073,117.118,150.193,13.1144401352,-153.735,915.618576941,101.842419812,272
68.6591,686.791733003,239.480350119,1032.88389157,150.983,121.045825639,150.99461747,0.690372,66.9857,151.047439339,69.9400581941,273,98.3889350348,3.08347507751,117.35,151.134,8.11967240174,-154.659,997.835342734,91.8523738193,273
70.6901,219.27134507,250.730076321,1038.43826092,151.449,118.333628837,151.46576271,0.688727,67.0774,151.507019989,69.2095997721,274,369.536822166,3.12468232712,117.622,151.582,18.2966483861,-154.97,724.218023206,90.2870708539,274
80.4438,526.621094623,481.567342339,1218.33975559,152.358,122.030483612,152.367796253,0.665673,67.1974,152.408134934,141.406707689,275,158.285422441,3.24972228221,117.87,152.489,6.71955722606,-156.047,994.437268981,97.7452435454,275
62.327,228.586478952,385.092076664,1030.26648813,153.414,118.150834426,153.41993812,0.721851,67.3234,153.463351109,126.120925696,276,290.80717663,3.006441915,118.193,153.544,17.9499366312,-157.082,895.376975668,134.6412161,276
68.7483,143.357861357,279.848401065,1123.87536246,154.306,107.852507717,154.319268738,0.672055,67.4313,154.370233181,74.4924069374,277,173.331194363,3.16044861911,118.446,154.454,12.1709804491,-157.956,244.682827129,84.0422388722,277
70.0358,171.173523568,492.952690931,1024.65864731,155.007,115.490167518,155.017219677,0.684964,67.5685,155.068979316,161.142614837,278,381.29802239,3.15482516528,118.847,155.137,11.2057449329,-158.678,712.533837458,153.039843461,278
68.4291,178.726780884,191.499151499,1025.54105522,156.144,111.067499558,156.147296223,0.703732,67.6639,156.208586547,59.2582728889,279,397.698357803,3.11694421915,119.156,156.288,9.29280367613,-159.904,515.329494745,89.0772860267,279
77.1037,118.98091195,470.002094004,1020.67377145,156.68,94.6852661098,156.694559755,0.66925,67.7446,156.76634797,137.944203794,280,354.271905568,3.23779096236,119.448,156.849,7.75902837543,-160.433,326.518541476,141.537680252,280
70.7952,133.025063916,471.276033586,1032.96141313,157.776,115.485448234,157.786583447,0.664668,67.8338,157.88463537,137.116336637,281,373.256742494,3.26797938296,119.748,157.944,37.2467234161,-161.556,533.824198577,245.045182239,281
79.1487,120.459158068,521.580396202,1553.64515556,158.415,119.007505548,158.422290106,0.667042,67.904,158.529300357,139.442742373,282,494.968932754,3.34054248025,120.06,158.603,11.0390689919,-162.06,595.6740503,166.463952389,282
75.8098,158.388643528,306.137561958,1685.72987883,159.633,134.359808267,159.642664713,0.710141,67.9499,159.747258567,86.0654959844,283,397.526004153,3.27837202086,120.243,159.808,8.69031614525,-163.277,690.881608106,100.589617599,283
72.3393,157.683695404,399.090383027,266.317522854,160.592,111.286603598,160.602297944,0.689835,68.036,160.688285326,140.000463602,284,23.3792961652,3.2035137403,120.483,160.76,12.1851537418,-164.255,207.870982267,223.717154893,284
77.0032,348.531952189,277.686179225,1181.47829575,161.378,131.263913808,161.38819902,0.691435,68.1373,161.449491571,88.8623171268,285,307.239413366,3.28911670055,120.91,161.534,15.6808244443,-165.202,758.555615119,135.473482047,285
71.7224,189.416732356,580.105470935,1651.21490264,161.73,135.741538456,161.74040571,0.668799,68.2346,161.804706252,181.564142557,286,534.221833148,3.21546526228,121.191,161.887,69.8338086897,-165.554,1048.55035952,307.520206324,286
81.313,128.416146208,442.041204011,1071.40956728,163.006,109.183421492,163.014714702,0.687876,68.3224,163.088433116,108.224469902,287,392.37442934,3.41243881573,121.492,163.166,10.1869609957,-166.877,468.196701575,116.344912449,287
74.9778,1696.14741101,293.780822,1830.12812258,163.758,153.205188883,163.771159253,0.702616,68.4369,163.845183166,83.3505815411,288,36.1343526174,3.25729745622,121.829,163.915,11.5622757991,-167.658,1750.94039609,105.961293963,288
93.5933,792.85846958,466.877377684,1855.16476991,164.637,163.501156576,164.641549631,0.695961,68.5503,164.720015401,145.629326659,289,288.064867108,3.51718187665,122.158,164.8,18.3990641308,-168.614,1686.07684881,214.514131834,289
86.0259,1498.70917902,565.068573397,1699.7529697,165.61,146.876242036,165.625032679,0.673527,68.6236,165.712955272,180.663484134,290,54.1432098314,3.49131297224,122.457,165.797,6.35542056945,-169.542,1610.32714595,160.877418053,290
82.3759,935.391194457,507.817399828,1821.23754835,166.792,148.410379442,166.807087332,0.696866,68.7427,166.87032197,84.3898530997,291,349.565172811,3.44460387378,122.776,166.938,304.165827355,-170.757,1519.31928821,395.76126305,291
78.0113,1021.32646803,1116.90876488,1693.46532916,167.428,147.418141603,167.434706616,0.683144,68.8061,167.503250635,334.95476136,292,245.004166474,3.33760284763,123.103,167.572,16.0483491366,-171.285,1439.30925533,329.738861894,292
89.9285,258.788352757,380.765610099,2107.70834437,168.108,176.6079024,168.1185736,0.717539,68.911,168.185617638,134.942862985,293,483.902289303,3.56213044071,123.378,168.276,11.1627989751,-172.066,1852.93827453,133.520822311,293
90.684,286.144880845,452.215363857,1609.75905492,169.047,148.48426143,169.05840541,0.716959,68.9791,169.11970027,155.009170806,294,450.351208976,3.49777155034,123.627,169.203,12.8148968711,-172.867,991.228692981,176.400179406,294
85.418,359.635685213,517.025786824,1521.00105363,169.587,146.216725079,169.599739557,0.673247,69.0999,169.658330474,191.115197094,295,329.324253804,3.52614454012,123.812,169.742,10.6741978608,-173.64,974.732467373,231.314213437,295
94.267,132.937371887,386.135233813,1596.19004118,170.704,137.241963608,170.712770972,0.670392,69.1783,170.77794763,115.420158851,296,440.604493521,3.61626328531,124.06,170.857,15.2868803973,-174.734,704.509672533,205.768286432,296
94.5309,317.346177789,828.416674611,1712.69032717,171.512,160.680914835,171.523781838,0.707039,69.3245,171.600851375,284.02149066,297,452.130509969,3.57758221744,124.348,171.664,2.65584094575,-175.457,962.992578186,227.942334691,297
94.507,428.988714848,426.626812142,1794.19133119,172.31,159.268176102,172.323648304,0.715434,69.4041,172.407341962,142.290638404,298,496.331153148,3.68514678964,124.604,172.493,10.4996345679,-176.394,1251.23089261,181.840865923,298
86.1206,358.802025177,455.433717544,1716.46341725,173.348,158.312608009,173.351588775,0.74489,69.5025,173.436600995,123.265409071,299,434.008088495,3.53873703518,124.896,173.517,19.640222531,-177.31,978.394761066,195.328860412,299
85.5699,557.376358968,819.466974307,1833.52646059,174.183,173.609706626,174.193086057,0.723267,69.5791,174.254605851,294.587845159,300,416.13754855,3.53991731534,125.211,174.348,56.5272617004,-178.163,1505.01674341,322.100864369,300
74.9439,701.475698824,566.438483441,1895.50485283,174.693,175.583329611,174.709646194,0.763979,69.6542,174.782235789,171.349730909,301,433.995576602,3.42706684556,125.391,174.852,7.62594248974,-178.69,1205.09490954,149.171412987,301
82.3686,668.8259318,355.105947475,1856.21336888,175.66,169.670719756,175.675858923,0.770493,69.7405,175.746011602,127.225858163,302,413.225644703,3.52384507089,125.684,175.819,9.36486495054,-179.781,1399.5617392,206.308614946,302
99.8585,575.767450836,522.872817691,2022.86062403,176.27,177.198029759,176.282156235,0.753924,69.8642,176.35414528,129.154597098,303,526.846923969,3.73411868348,125.963,176.436,7.59732760279,-180.392,1186.81646038,98.9974440573,303
86.7538,244.651559863,738.36201399,1878.89570125,177.237,170.038356914,177.24689374,0.732439,69.8819,177.326886362,205.400450355,304,428.591392945,3.56908198811,126.194,177.401,10.822293375,-181.271,1467.90109131,183.956086234,304
101.844,559.912098581,438.573196721,1899.63427045,178.113,171.266334793,178.129509953,0.697882,69.9855,178.219125494,142.199578987,305,433.193650781,3.79669198494,126.492,178.3,24.1501539424,-182.279,1444.44452647,206.747439833,305
93.3803,532.731120376,352.948384145,1925.32535712,178.788,173.30499235,178.797704996,0.688905,70.0528,178.887947696,129.146510005,306,467.700310985,3.7350152718,126.79,178.967,7.69924824424,-182.959,1252.40720055,109.592030868,306
92.5764,222.702637399,546.968002042,1145.68908087,179.332,155.043265716,179.342228688,0.69444,70.2061,179.421090109,175.831671603,307,214.89041861,3.66015126282,127.015,179.498,6.4541909073,-183.543,501.32043607,258.569131112,307
100.881,462.949580124,408.175348302,1466.71197872,180.03,160.782516264,180.039411811,0.656594,70.3238,180.127145038,129.161337456,308,316.205447362,3.73428686145,127.325,180.193,10.0658891483,-184.247,938.040184596,145.165613945,308
80.6658,193.00094452,588.334209936,1103.49963781,181.268,126.458222869,181.275783012,0.733067,70.4237,181.363238471,185.833448799,309,170.067440862,3.54813658219,127.622,181.45,9.14432649449,-185.319,270.108057362,109.32729518,309
96.0346,420.635250114,376.65136147,1782.32343832,181.915,173.640625964,181.928989277,0.750334,70.556,182.009758842,127.043996967,310,323.352152152,3.73858775532,127.915,182.098,9.28770403087,-186.047,717.823439929,139.043089732,310
89.7047,195.605286396,533.997287108,1333.54586548,182.352,145.523333649,182.361164713,0.714824,70.627,182.446747869,177.603829785,311,258.500066607,3.64851354286,128.2,182.531,5.2084810611,-186.576,407.609113375,286.613115972,311
107.267,324.723588813,499.757430344,1391.29692078,183.259,177.046374671,183.28010589,0.785374,70.7312,183.378943281,153.416398551,312,258.472839612,3.8985395153,128.456,183.447,10.6030733283,-187.445,688.237519092,138.781026925,312
99.0037,345.80236699,601.067707391,2161.74607662,183.377,173.156963569,183.381231391,0.721325,70.8426,183.476242452,181.860208699,313,520.435352131,3.74878238252,128.696,183.574,12.7291820136,-187.736,883.173095171,316.502034996,313
107.165,523.443265761,366.352305781,1567.48243873,184.244,186.653049468,184.253111399,0.746536,70.9248,184.368059775,136.396149521,314,253.464996356,3.83156069276,129.031,184.453,8.41047716091,-188.614,875.221596496,124.547295895,314
104.047,1017.58961424,396.598720144,1914.8098559,184.784,125.085866404,184.799502505,0.787354,71.0535,184.924784701,118.726473008,315,260.245113371,3.92297140216,129.413,185.014,11.2246719665,-189.329,1146.24484628,123.881735179,315
110.753,476.139644104,350.748096784,2102.9251556,186.185,178.432287363,186.191056258,0.757348,71.1935,186.322110298,106.951163439,316,470.88324271,4.01607879328,129.614,186.416,9.31969373397,-190.604,1054.5412273,102.489157274,316
95.5519,342.559678658,411.148861704,1463.56276103,186.391,169.120737791,186.401258274,0.75443,71.2707,186.53202994,132.919860524,317,210.303101558,3.80669362845,129.91,186.609,4.13435982445,-190.643,527.404920025,115.625039251,317
104.248,545.923924611,437.203444762,1486.38088775,187.267,174.880484134,187.286190267,0.779889,71.4105,187.42588713,133.326708475,318,188.135639618,3.83193894409,130.163,187.499,5.98987903108,-191.625,733.07148212,89.5690706929,318
105.235,326.475736491,390.080204883,1528.58232771,188.077,152.158254999,188.093166111,0.779004,71.4766,188.228348938,131.20037301,319,280.845215397,3.9635313032,130.487,188.326,9.40734937952,-192.65,801.915257996,96.5045583069,319
96.5794,301.754027621,343.692966045,973.141866127,188.647,165.191397911,188.653205711,0.785965,71.5622,188.79577032,107.801049491,320,164.963480344,3.88735736772,130.721,188.888,9.22933245279,-193.103,460.847582854,99.938542666,320
102.008,303.88913837,539.880817715,1866.53625778,189.342,156.543834749,189.361635099,0.753935,71.6687,189.503132174,162.646304999,321,325.81255398,3.86959371005,131.076,189.577,11.1884233307,-193.712,516.71151388,133.941605436,321
113.935,311.148709224,514.056731641,1651.42573643,189.9,167.441990864,189.910939169,0.718833,71.8019,190.057109502,155.638734621,322,371.2934772,4.04033899476,131.357,190.16,10.9540258763,-194.147,701.981908778,155.450444978,322
120.075,443.793297274,567.352259127,1207.18630947,190.834,127.162011816,190.845308807,0.756727,71.8883,190.972248849,215.035350555,323,192.560942621,4.02300926549,131.605,191.07,12.5356591518,-195.312,947.06064997,194.494174761,323
103.759,450.63939757,525.254054431,2164.82025476,190.692,165.726145307,190.705602103,0.755255,71.937,190.867716919,183.427784183,324,494.24956052,3.97034391658,131.839,190.962,12.2291026831,-195.04,949.994258138,184.206002103,324
115.807,516.466711161,615.681757945,2558.77365773,190.908,185.657121219,190.921787421,0.762241,72.0275,191.051997193,200.14017311,325,461.285668629,4.10994974007,132.17,191.144,48.0624035729,-195.225,1058.2365704,276.266347042,325
114.493,837.634223416,619.745917551,2441.64818793,191.979,187.109410033,191.994725147,0.74258,72.1035,192.1417817,193.746240768,326,575.899662441,3.97244867655,132.421,192.231,14.4259163775,-196.292,1551.75918275,231.09211974,326
107.545,359.152612211,673.569683264,1353.00251664,191.969,177.302180001,191.982472293,0.800694,72.166,192.146033313,198.770001727,327,226.011996139,3.94663257282,132.626,192.222,7.38438196566,-196.342,726.06635688,200.880567021,327
116.921,846.554786558,425.10101533,2067.66233703,192.439,184.114771392,192.455320388,0.732757,72.2684,192.629311808,143.50806332,328,332.578702186,4.06856956561,132.905,192.731,29.0405649537,-196.719,1222.39275958,177.211174098,328
103.71,961.790708059,788.228424509,1832.35806437,193.984,155.82557501,193.993696346,0.699379,72.4512,194.155764414,208.854039732,329,293.810089662,3.94025840396,133.249,194.247,11.3508446701,-198.28,1406.23167314,164.078853503,329
112.374,747.949191709,614.430216777,2194.91166708,193.805,173.057228251,193.821702248,0.739271,72.5811,194.001970631,208.559738791,330,466.792469847,3.9816558219,133.507,194.089,10.6243147693,-198.147,1206.64006948,205.639041217,330
110.621,645.949732756,591.320476085,1227.72261666,194.309,160.427797057,194.31826817,0.757407,72.6693,194.490374861,176.285399738,331,157.171657172,3.90780892496,133.709,194.586,6.15052012519,-198.576,899.406512169,164.148328472,331
116.656,265.56533677,632.249859405,1074.94210426,194.503,160.679300606,194.516292877,0.794006,72.7476,194.699214587,194.85619911,332,216.407455895,4.02070040405,134.008,194.789,7.57461285019,-198.717,598.724364414,175.592189238,332
101.026,611.85085499,818.549260535,1273.26993762,195.495,186.48185064,195.495774142,0.771266,72.8446,195.675493775,244.840760011,333,198.770912893,3.90327641856,134.264,195.768,10.788990456,-199.919,894.342798034,256.577702818,333
108.623,524.151591341,960.679327631,2251.23335553,195.962,159.382827695,195.979775351,0.788298,72.9161,196.15938403,251.413623839,334,342.802661846,4.03668764379,134.514,196.246,8.801130575,-200.382,973.618855948,141.066578758,334
103.944,466.295300433,581.0341874,1639.36571795,196.673,184.675055383,196.682955068,0.797516,73.0393,196.857304306,190.739168731,335,246.690533561,3.99095807774,134.735,196.944,13.6279829562,-200.995,846.562631776,156.522814741,335
107.286,421.098477134,419.30267206,1263.87911097,197.352,155.420931046,197.363414423,0.755454,73.1741,197.545227426,160.331642346,336,250.274089409,3.93187155802,135.028,197.639,7.89738931688,-201.781,844.046200581,151.229975511,336
108.773,398.313994939,622.806425526,1364.57208389,197.375,175.606059425,197.39404349,0.785979,73.3118,197.578526074,192.213943638,337,201.327604772,4.11637072231,135.241,197.661,12.6209886937,-201.745,852.808504017,189.921740079,337
104.831,288.363599559,399.198536399,1027.80711997,198.095,151.172826714,198.103072532,0.778349,73.4214,198.312438267,136.018822691,338,150.899420385,3.92614532406,135.508,198.405,10.6449558192,-202.606,463.844895765,153.800818359,338
110.297,339.426937227,541.209128928,1017.60864079,198.683,145.377265258,198.694720756,0.788917,73.4768,198.878017749,170.417866905,339,206.805335004,4.01179766214,135.812,198.994,9.32221557128,-203.028,496.371682937,150.842707756,339
115.257,286.80500561,934.91404381,1131.73107287,199.748,172.723822484,199.763718726,0.794605,73.5479,199.932811778,292.348114628,340,230.737830161,4.05371141098,136.05,200.013,18.8551189969,-204.073,668.97523034,260.829797451,340
110.786,495.361378806,748.636122839,1125.78961868,199.318,147.655986418,199.327939884,0.890211,73.6273,199.484517036,257.850766681,341,167.012092684,4.00920356852,136.272,199.576,8.99256698049,-203.781,919.087942001,233.222842139,341
113.604,352.961985017,521.542383252,2283.72931561,199.628,173.720819268,199.652446431,0.749208,73.7194,199.840521375,170.332789911,342,553.481577945,4.12724256076,136.502,199.951,9.49340687889,-203.973,1198.138194,147.691003054,342
110.747,338.056427616,526.645729415,1498.18530709,200.567,171.749399008,200.566975149,0.71089,73.8108,200.723725896,192.33412975,343,310.469048486,4.02958423979,136.71,200.827,11.3679129863,-204.904,851.102079366,239.114608711,343
111.735,288.453811241,591.593065906,1469.30377874,200.861,139.461160035,200.87611239,0.758126,73.9231,201.030375168,202.255951602,344,279.38464984,4.07341072137,136.963,201.114,9.77690440711,-205.283,638.386075226,179.940658555,344
120.591,271.236465405,522.430786447,1429.65352716,201.102,146.669661922,201.111616821,0.771121,74.0514,201.295207932,155.553505672,345,194.870965773,4.19452379745,137.201,201.395,8.11478487847,-205.576,381.452401084,153.803432099,345
121.361,315.682150551,362.218535337,1022.03133544,201.938,127.025029755,201.955955685,0.645365,74.1228,202.135146176,114.87870664,346,319.058402515,4.14647311619,137.456,202.229,17.4076542191,-206.318,687.707828351,151.41427367,346
123.239,393.103367678,339.290796503,1675.82183808,202.585,149.3961118,202.598841804,0.720973,74.2336,202.76555029,111.56021489,347,336.923331598,4.20524094011,137.767,202.867,21.9279878207,-207.225,727.710416269,208.276939284,347
119.486,270.765616665,563.360547693,946.044508509,203.461,158.088369533,203.473214941,0.809542,74.3645,203.638968005,219.419897067,348,147.637740103,4.1177422126,138.029,203.739,16.0177633974,-207.92,436.39247594,256.315344321,348
115.988,295.176349501,334.723790702,2413.47843648,204.309,149.656077351,204.315813711,0.790024,74.4174,204.496587978,114.167236968,349,612.296146453,4.16797650465,138.297,204.592,7.52596671782,-208.615,995.000188968,149.670410585,349
119.166,115.699618035,573.705119897,1041.23804211,204.223,115.428969001,204.238556927,0.735798,74.5335,204.478846553,178.843787173,350,299.236943118,4.10087809951,138.579,204.552,20.9284888539,-208.563,380.459624561,260.002419727,350
