Iteration,MaxReturn,AverageQLoss,MinEsReturn,AverageAbsY,MinReturn,AverageY,AverageAction,Epoch,StdReturn,AveragePolicySurr,QFunRegParamNorm,StdEsReturn,PolicyRegParamNorm,AverageQ,AverageAbsQ,AverageEsReturn,AverageReturn,AverageDiscountedReturn,AverageAbsQYDiff,MaxEsReturn
735,3602.91878879,203.979,7.22003615241,311.570767148,560.128131795,311.484845724,0.754138,735,1124.93210576,-315.241,183.739,196.003954154,100.204,311.483,311.737,242.613740557,2530.49663931,254.868696321,4.92552282063,714.560482738
736,3192.46367602,196.571,7.26358801866,311.795610203,668.74701783,311.717447836,0.772107,736,909.911437337,-315.433,183.859,254.084575142,100.246,311.707,311.952,179.460519931,2475.23231176,239.762559398,5.01392686607,828.367505819
737,3131.09349904,217.838,7.48656058478,311.900822373,318.758961578,311.806231887,0.818307,737,838.787885305,-315.47,183.95,311.150448489,100.328,311.803,312.063,462.1980308,1626.41886321,224.353863766,5.10314715349,832.740950904
738,1330.66473478,213.18,183.015587387,311.791775907,330.803500297,311.703981716,0.75798,738,238.995282819,-315.478,184.045,340.713124154,100.366,311.704,311.947,439.941227432,453.048630097,176.29028055,5.06984411249,1063.81540998
739,3474.36957201,216.353,6.874419437,311.901597084,970.259590837,311.831766247,0.751458,739,771.397818221,-315.483,184.169,162.955395859,100.444,311.833,312.07,151.899332342,2100.56472518,240.872659332,5.1325048317,521.031318707
740,3185.8474891,215.924,6.55533547888,311.909534038,830.891765704,311.81731644,0.759011,740,922.281607136,-315.383,184.247,254.811856694,100.455,311.807,312.055,146.640150627,1763.94873644,234.765057114,5.0076611922,973.729706147
741,3351.55334005,220.706,6.71787780497,311.508571439,859.665335537,311.422869676,0.712633,741,850.95816267,-314.982,184.345,215.904220607,100.508,311.435,311.676,185.547672078,2813.16974447,251.037948203,5.06170370613,737.471565645
742,3618.9344147,220.83,6.54413243135,311.128486286,895.752734091,311.050505361,0.763096,742,687.512078373,-314.766,184.467,209.850946586,100.531,311.04,311.276,212.383148608,1743.74894634,245.520857411,5.13404369387,609.187421907
743,3367.02833314,210.57,5.18944003197,311.505268496,740.572723333,311.426939775,0.790311,743,1012.51826864,-315.204,184.585,149.597673501,100.57,311.426,311.668,138.442692706,1712.213109,234.924128402,4.98919089436,471.730058439
744,3455.45269892,195.671,5.88639146038,312.114186606,739.12857076,312.043862669,0.805345,744,809.80505736,-315.677,184.668,131.612923637,100.654,312.044,312.288,131.52932741,2855.73824033,250.25236187,5.00680718897,483.128303371
745,2618.70143428,227.318,6.72490190162,311.481792951,144.893133959,311.390958361,0.831707,745,617.913154617,-314.972,184.777,175.657763698,100.703,311.381,311.627,147.602043312,893.508547595,204.757528483,5.06394523178,663.324145198
746,1326.24177649,224.033,10.1779840131,311.579598982,436.210154966,311.495756211,0.857313,746,240.065069071,-315.134,184.898,199.177859008,100.745,311.496,311.75,229.900063913,1000.64369554,240.281481206,5.13412099685,638.429695495
747,1767.06923688,215.443,7.81068990243,311.192989786,1000.8914125,311.106333525,0.76545,747,201.492751941,-314.798,184.994,203.07107176,100.801,311.105,311.353,222.721880315,1434.00031276,244.364994317,5.06497080421,631.078339901
748,3413.26318849,221.66,7.05214493752,311.569369116,478.725017001,311.478091243,0.769892,748,995.266193335,-315.227,185.098,272.983375279,100.846,311.478,311.741,217.412037177,2923.64910172,240.47822845,5.07942750586,824.448181008
749,3217.90315958,226.97,6.81176435566,311.643066724,560.129234392,311.556927125,0.72216,749,858.166858342,-315.161,185.163,159.680440518,100.869,311.559,311.813,181.245738463,1787.95091964,241.538218041,5.17772142507,444.847033006
750,3370.56017135,217.992,6.29486829804,311.923729821,212.974492889,311.842500817,0.72828,750,911.883244153,-315.385,185.275,149.702929692,100.939,311.835,312.075,128.707742618,1402.86530772,237.390371728,4.98308963678,447.113352131
751,162.302757155,224.391,6.78976872535,311.084966488,114.777039475,311.000238981,0.88854,751,15.9604546197,-314.546,185.409,325.156724718,100.943,311.002,311.251,207.135845926,129.385393547,91.5538777026,5.14842889519,1216.50875612
752,3246.25165181,227.523,5.61508820167,311.551249115,380.95570902,311.465443935,0.745152,752,1161.3289242,-315.077,185.52,234.650078386,101.027,311.46,311.692,211.311979553,1509.51129319,222.531944687,5.06274221054,624.448841768
753,1187.90829596,213.599,4.95877476495,311.0824322,190.467192071,311.00387836,0.863704,753,187.272223104,-314.71,185.62,297.124551868,101.07,311.0,311.254,229.431468546,453.552543384,189.292663872,5.06944630534,1080.83274631
754,442.247088284,208.718,6.46196927478,311.096654564,219.471539819,311.023398771,0.91517,754,41.3848622304,-314.757,185.693,192.647241857,101.121,311.025,311.274,179.862550514,296.59133696,158.814675388,5.00556655937,677.319329771
755,3258.08113532,217.683,6.29013827431,310.908328328,284.485441897,310.831717783,0.849083,755,400.211499112,-314.488,185.803,189.957851795,101.19,310.829,311.081,183.251870989,468.024954607,187.358182088,5.07955918704,735.541449189
756,2435.01148377,216.737,5.74807580165,310.42860757,438.451358798,310.362053894,0.765523,756,522.129132094,-314.036,185.877,282.954758884,101.203,310.354,310.589,258.901344748,1152.81051804,238.386378699,5.0084485031,991.585162913
757,3411.48040859,206.996,48.1481998993,310.876344522,816.81174344,310.803256698,0.755356,757,930.105847289,-314.508,185.959,427.545816129,101.304,310.803,311.036,374.919514095,2010.30439509,242.338636948,4.97846109794,1367.59310285
758,3500.76483072,238.84,6.38170945038,310.945524849,662.107768379,310.888416143,0.781748,758,1123.5468047,-314.461,186.04,172.431857835,101.293,310.884,311.102,166.925727584,2068.435531,254.393533629,5.11543298926,550.024693124
759,2959.89221658,206.858,6.37715296204,310.540597436,194.413144865,310.480373252,0.790547,759,734.371185421,-314.145,186.153,179.745593744,101.342,310.48,310.707,145.24941979,1573.85916669,242.695253157,4.93730814456,719.857538387
760,3460.34700922,218.757,36.4016138711,310.587395083,616.445746398,310.527343105,0.704798,760,744.802659217,-314.178,186.285,168.624214852,101.366,310.517,310.742,226.686606494,1488.54335729,237.180648126,5.0467172413,545.082750646
761,3197.66450315,222.085,10.3629548432,310.35292609,214.070430444,310.287884247,0.76238,761,1334.09869212,-313.948,186.407,296.458556744,101.46,310.291,310.523,337.296702722,1964.47046974,213.214443355,5.10373732107,766.489822975
762,3368.52612307,219.732,6.19323015571,310.299883797,656.507234011,310.239351504,0.799338,762,1049.70315296,-313.966,186.53,177.940363733,101.545,310.239,310.447,164.313347886,1640.86941582,236.820601566,5.04590595522,554.114128604
763,3378.95831859,217.116,5.58440743237,310.253409879,454.935831757,310.192765239,0.749701,763,1054.85017079,-313.864,186.64,155.762420492,101.58,310.195,310.404,214.757558799,2129.03199822,241.033344665,5.05060504719,471.144434821
764,3354.62985223,227.276,11.9186345458,310.028160408,342.244397667,309.972301798,0.784033,764,1113.25691367,-313.764,186.689,177.476429462,101.666,309.975,310.192,206.142218705,2447.35213002,239.601517559,5.08049419263,571.026560119
765,3318.29858084,219.418,8.92143736873,309.97387038,279.017353622,309.923192963,0.810126,765,784.938159307,-313.661,186.77,253.638799914,101.715,309.922,310.134,248.311272261,687.325823449,193.65451169,5.00327380595,797.298381839
766,2949.44941686,221.253,4.67208731831,309.802970977,287.559452806,309.749410612,0.840835,766,833.544220683,-313.483,186.872,187.168304429,101.752,309.741,309.957,303.250746548,867.939556141,200.385311858,5.00990934582,596.56715994
767,2935.18466605,208.076,6.72352416477,310.360460702,726.838168475,310.311247972,0.779811,767,622.195764942,-313.977,186.999,194.044409895,101.827,310.312,310.519,234.902889704,1737.69436393,237.894002431,4.92240278617,574.327324492
768,681.674208904,220.03,6.11891408217,310.053796491,183.830184207,309.998873758,0.900705,768,126.746955285,-313.592,187.098,261.862186442,101.934,310.003,310.203,241.388177169,301.089313982,154.064639512,4.99110493165,779.21013381
769,3145.88250549,211.755,6.61368532287,309.934819873,322.39670936,309.87960558,0.705451,769,776.00977342,-313.599,187.185,269.953638331,101.996,309.874,310.085,257.03120684,1219.27576573,224.498039879,4.98803946371,776.949636731
770,3129.83223863,235.275,4.43232716765,309.75186339,247.56552049,309.689480797,0.82442,770,1080.02854199,-313.515,187.319,232.340933966,102.064,309.696,309.921,179.466131308,1348.30078906,217.138670223,5.1357355459,602.417256456
771,3174.09617135,212.85,6.6025424311,309.598872569,260.363336244,309.526465655,0.777838,771,979.247904947,-313.175,187.387,148.591950954,102.122,309.52,309.737,216.549222236,1963.01690038,235.698471922,4.90446933542,471.350230165
772,3055.97715686,212.229,7.0261196216,309.404690559,306.160996167,309.338288155,0.855349,772,357.789717411,-313.042,187.475,457.623568627,102.124,309.338,309.566,310.427300896,521.168136321,200.768913517,5.0235448354,1377.8506685
773,1485.26456157,219.647,6.39116031434,310.142727335,263.722023159,310.077786655,0.886331,773,192.562042552,-313.632,187.618,103.723499811,102.144,310.073,310.296,151.524702481,384.155732691,175.583853293,5.10057106747,329.69921155
774,1829.08103786,190.725,6.33739258437,309.943244006,320.936473479,309.882212506,0.871959,774,411.295586365,-313.486,187.692,155.445655875,102.191,309.892,310.106,143.744875299,652.798706709,205.10014914,4.85635416004,556.577141079
775,1533.68532932,204.161,6.47552011021,309.853221588,336.715386928,309.800764718,0.883856,775,207.162277522,-313.363,187.792,170.011103172,102.219,309.79,310.009,244.538809499,564.901692234,211.295865835,4.94604515823,532.182808069
776,3239.39016803,212.241,6.77420079646,309.752404269,290.250929207,309.696470213,0.83576,776,944.782310308,-313.3,187.898,191.253577313,102.289,309.693,309.911,224.87847192,948.846926999,208.349126254,5.02266465727,739.254396055
777,3210.56692363,204.192,6.80125948875,309.344407578,110.244164009,309.277984328,0.911632,777,323.576391751,-312.867,187.973,270.465102315,102.349,309.276,309.502,260.653803873,177.057265473,94.6689435024,4.97538400592,813.050679647
778,3374.46353994,206.719,5.86967876248,309.29984495,110.74064538,309.222474691,0.769725,778,836.536010365,-312.918,188.067,202.439439614,102.399,309.217,309.466,177.21963882,588.867358045,146.669458549,4.93630570818,589.128315003
779,323.548587753,231.313,6.41742694283,309.441660033,192.870429683,309.373057818,0.907322,779,29.9361822314,-313.122,188.148,146.379824006,102.434,309.382,309.613,200.148818122,230.790539527,137.161198285,5.1727963557,459.878081706
780,3422.00658828,216.461,6.3661989355,309.516697967,303.896651451,309.450532818,0.807152,780,1375.63784865,-313.031,188.265,251.270007645,102.492,309.447,309.662,285.892512929,1863.41959902,221.53772856,5.06289916963,768.638013097
781,3258.53866322,221.139,8.79516164933,309.108473451,148.403637116,309.051675491,0.826856,781,879.472134489,-312.766,188.348,497.729412396,102.533,309.046,309.257,443.329988258,1437.39219653,211.301527362,5.03704320807,1365.62694644
782,3420.86781581,214.404,6.87156418725,309.542570538,836.24931539,309.484679536,0.806509,782,965.498589564,-313.226,188.444,208.88390607,102.591,309.482,309.699,245.647449994,2047.82013042,246.746728262,5.02051879202,616.095332587
783,2579.11436749,215.31,6.03586552235,309.222536204,129.107230322,309.150305595,0.897749,783,328.099991926,-312.978,188.541,185.954822817,102.576,309.159,309.403,199.632671073,220.396422821,107.211832231,5.05337075826,517.904923701
784,3466.79577144,210.712,10.1231316864,309.724985244,549.089458554,309.653306881,0.821341,784,990.877901302,-313.424,188.673,270.263383087,102.632,309.647,309.866,326.921330558,1759.6591337,233.530594672,4.99041407338,771.797439267
785,3307.04426243,213.614,4.7564329981,309.787201264,139.185990931,309.722864417,0.759883,785,1201.26080215,-313.445,188.741,175.539935145,102.676,309.724,309.939,205.74272968,2285.73431451,210.787083931,4.93487367991,509.068899662
786,2686.00747914,212.089,158.250993957,309.848610969,150.705686366,309.778323318,0.83707,786,556.845448918,-313.613,188.836,293.041867626,102.744,309.778,310.018,428.940886575,1339.37983688,231.433025741,5.10430016289,1081.99221666
787,3382.21511157,210.031,52.5522882371,309.779637439,133.231828251,309.694987693,0.831809,787,875.736312738,-313.356,188.962,198.007676764,102.758,309.691,309.934,296.218955974,947.755187292,193.984418106,4.96073313722,636.812843279
788,3350.03244976,218.744,96.0101410375,310.001260987,111.904406168,309.924155334,0.857818,788,651.621734602,-313.693,189.062,205.849950666,102.848,309.928,310.17,370.071139172,1214.9737452,230.43093105,5.01421175912,720.167681373
789,3263.83131774,204.011,79.5533325601,310.213492294,705.538686493,310.12702797,0.721271,789,916.997241435,-313.808,189.168,103.417308033,102.906,310.129,310.365,199.242649796,1730.96034486,252.840291047,4.88565850436,375.526754832
790,3230.72154718,219.3,53.4588378122,310.022434362,658.724936063,309.940082918,0.857286,790,853.715280409,-313.536,189.285,261.150461727,103.029,309.933,310.183,260.342181647,2409.98120827,246.516542396,5.05371528207,847.937522518
791,3339.07499658,225.508,117.085116621,309.81128116,665.850931241,309.727900038,0.82859,791,740.88409815,-313.367,189.393,302.832168071,103.087,309.726,309.988,501.114203225,1342.35388799,236.750134418,5.06053338616,928.609621183
792,3274.97700919,237.171,52.2852007232,309.986460668,974.23879727,309.894954941,0.855401,792,796.057131785,-313.461,189.522,153.317434712,103.112,309.903,310.14,215.637955381,2112.44510571,238.727323262,5.14825502918,544.154853727
793,3248.94157666,221.091,7.32858673348,309.327357208,1018.75313029,309.232333874,0.809449,793,763.26713162,-312.927,189.611,345.756064915,103.193,309.225,309.475,376.467561781,2003.92719668,230.304582326,5.02848262048,987.345495387
794,3390.2485057,224.243,67.9659741336,309.631418051,238.318524721,309.540744651,0.84512,794,961.978829482,-313.296,189.703,228.408125934,103.151,309.545,309.808,261.146354645,1793.06550994,226.063728493,5.03951677101,776.822010628
795,3264.67804362,225.401,179.740804186,310.200403384,220.464967715,310.109312543,0.8478,795,942.097149331,-313.759,189.792,126.86073768,103.241,310.107,310.351,365.662311614,1229.96161281,207.809120883,5.12490830664,558.947776415
796,3293.08598586,216.357,8.00229901245,310.05441415,194.285387262,309.936872977,0.811294,796,1120.19641053,-313.68,189.899,188.300719121,103.247,309.942,310.188,287.385162782,1277.46973416,191.019956789,5.05264789816,588.444003625
797,955.420149487,224.353,78.9769140389,309.758909445,196.605563228,309.65279622,0.903221,797,92.9250775392,-313.375,189.947,458.054006438,103.309,309.65,309.928,592.610295143,328.076848305,164.878781997,5.15390471537,1450.24700703
798,3146.51675314,229.549,8.8625321542,309.731907467,891.188913492,309.630799842,0.851525,798,613.471067016,-313.268,190.041,269.001908739,103.373,309.623,309.902,279.333862013,1818.44125798,230.738722353,5.1563986369,883.634031848
799,3107.47215483,212.745,104.710617052,309.985451494,173.224409585,309.873457296,0.839147,799,1101.4997622,-313.62,190.113,217.694829495,103.368,309.872,310.128,462.664591433,1060.74996664,172.642979777,4.97670487888,710.286790024
800,2798.2305396,222.848,9.69680022653,309.65288818,184.735012626,309.546651619,0.876385,800,800.273519287,-313.149,190.194,208.480462764,103.47,309.544,309.798,278.05461353,1216.63660518,207.710705065,5.02163174188,605.002351932
801,3224.59835083,223.136,59.513268702,309.336715194,731.545565639,309.232822677,0.818753,801,778.904815425,-312.794,190.305,157.962945593,103.507,309.235,309.503,279.791153297,1707.71261461,239.009865907,5.0589475934,566.637339439
802,3282.34664467,222.124,8.27255522212,309.301639622,236.979621757,309.173049971,0.766362,802,1074.38776878,-312.77,190.416,253.934790502,103.506,309.165,309.456,388.325103749,1709.73019351,223.387551789,5.05261345312,735.346371612
803,1108.63578164,195.151,6.30836346928,308.982271793,295.663703408,308.850358169,0.773958,803,241.26011997,-312.42,190.53,244.676737832,103.547,308.847,309.127,268.226114078,582.381258416,197.570186805,4.87930610071,858.648732848
804,2998.04653575,224.961,24.6476561263,308.904654188,468.97476742,308.776262274,0.824013,804,844.021352379,-312.491,190.594,251.471708223,103.635,308.778,309.079,350.14380388,1789.81202334,232.399186768,5.11188064653,727.83781342
805,2789.21647074,215.261,79.2815181225,308.731292163,658.650973427,308.599255797,0.832321,805,484.569362533,-312.203,190.685,256.432508822,103.734,308.599,308.89,342.475864489,1081.22970684,220.674596966,5.06749054,832.813781978
