MinReturn,Iteration,StdEsReturn,AverageAbsY,MaxReturn,MinEsReturn,Epoch,AverageQ,AverageY,AverageQLoss,PolicyRegParamNorm,MaxEsReturn,AverageEsReturn,AverageAbsQYDiff,AveragePolicySurr,AverageReturn,QFunRegParamNorm,AverageAbsQ,AverageAction,StdReturn,AverageDiscountedReturn
626.301376555,1412,117.185377555,466.423020023,1037.68895656,4.09798267005,1412,466.169,466.196712467,1077.89,131.112,512.753875944,67.324396791,10.9214585537,-481.701,770.649692128,272.254,467.107,0.886521,98.375303555,228.694478099
368.963536088,1413,133.790146412,466.798513032,981.837198819,3.55077914204,1413,466.558,466.565712616,1095.27,131.174,643.270732199,57.3593343669,10.9267008993,-481.85,492.778480322,272.438,467.389,0.844753,147.379109581,176.252515471
381.113024657,1414,88.7473155685,467.745525186,808.005514515,4.06200624311,1414,467.517,467.517628764,1096.76,131.249,452.66724725,49.8648070977,10.9300907219,-483.246,641.794134406,272.588,468.42,0.865468,105.744637618,194.492183629
126.432728134,1415,89.7206533114,468.25889838,181.609550345,3.65939192692,1415,468.047,468.050194885,1084.62,131.312,470.447988671,44.8654369353,11.0059410558,-483.364,147.150289502,272.723,468.926,0.77109,11.3492262894,95.0463470655
365.943916692,1416,62.0766224176,468.490362618,880.232773452,3.827777489,1416,468.324,468.334612353,1056.1,131.303,256.475793986,39.7026022107,10.8964552028,-482.284,584.328348108,272.881,469.146,0.764063,137.569598381,169.709782051
635.874813114,1417,71.0440935539,467.75202464,1298.37513459,4.06099893876,1417,467.557,467.587286791,1110.69,131.368,394.285576731,40.0857458138,11.0507921537,-482.796,946.722643068,273.024,468.376,0.837697,188.008817908,209.107013753
528.251074145,1418,47.9294664205,468.551617,1115.61654311,4.21338111729,1418,468.445,468.406584531,1155.03,131.416,199.740969652,35.8083419432,11.2553496906,-484.152,704.972971426,273.145,469.295,0.776601,139.856815902,195.889114332
249.699656118,1419,82.3567301722,470.472294654,925.247107066,4.05427184096,1419,470.236,470.276713942,1013.38,131.462,456.435894126,48.5660042299,10.5675321062,-485.549,690.010578372,273.26,471.108,0.818761,166.307698852,195.087468508
456.584098284,1420,118.960758653,469.79441638,1019.9276128,4.50226243999,1420,469.643,469.638670515,1033.55,131.471,604.281722205,64.3223182016,10.8449934916,-483.986,737.009254847,273.408,470.471,0.863019,132.639318686,212.852957818
583.438237261,1421,82.5924617295,469.871048271,1986.79488976,4.19625237587,1421,469.658,469.696270196,1097.34,131.483,349.33592069,43.8385711042,10.8966141946,-485.107,765.507757404,273.513,470.514,0.786708,279.654690272,197.067411259
505.794262656,1422,26.7264110128,469.486729618,1596.93659878,4.14472690911,1422,469.277,469.293048449,1122.48,131.509,104.957382378,22.6793828841,11.3190876885,-484.737,702.888885071,273.678,470.136,0.783997,208.595689612,189.332455837
242.315577814,1423,55.9114310713,469.000646968,1088.67371116,3.98181188102,1423,468.736,468.756464586,1050.5,131.612,176.653356079,43.2509199209,10.8883906983,-484.561,440.426079502,273.824,469.697,0.832517,182.222620072,165.952139231
244.033645531,1424,24.4359619277,469.479946056,737.558490651,4.24031834872,1424,469.253,469.23386335,1107.2,131.654,97.392913538,26.5036667628,11.0988102006,-484.975,440.579824996,273.931,470.12,0.778626,124.757954526,167.875558056
225.801669031,1425,68.0908246558,470.315284738,963.256469463,4.14796690638,1425,470.119,470.109191708,1146.89,131.669,318.051532955,48.7331551368,11.2651355263,-485.977,475.163812263,274.101,471.047,0.807182,153.194189333,171.091383367
198.289773991,1426,101.441437837,470.582174606,870.242578576,4.66740387904,1426,470.39,470.399613761,1133.45,131.724,519.848040717,52.890505594,11.2931186349,-486.594,434.44466621,274.231,471.267,0.791592,123.96052617,162.981337856
187.505713637,1427,109.705870509,470.919299774,1233.33328386,4.34096643437,1427,470.722,470.751331229,1079.55,131.815,351.224664873,103.478260339,10.9145296672,-485.221,779.865956321,274.342,471.606,0.768427,300.78880793,158.845284686
307.395374534,1428,73.05018933,471.213792754,634.407031184,3.96403647696,1428,471.011,471.036728033,1067.49,131.889,374.532373941,47.4179444331,11.0435682285,-486.573,383.286182891,274.462,471.9,0.76897,67.7518000491,161.77426597
199.892750954,1429,49.1981914118,471.808640445,956.775980396,3.53181286784,1429,471.645,471.643976127,1126.79,131.976,289.694905223,29.2198173316,11.1649921448,-487.639,661.146669183,274.625,472.533,0.772281,190.428926407,186.651156302
281.461469845,1430,85.2179187873,471.850853786,1567.24605815,5.97360157684,1430,471.689,471.695072889,1091.82,132.043,282.225598009,71.2725783394,11.1947914347,-487.164,1008.01094425,274.732,472.58,0.749663,306.131446852,191.512166832
384.30884697,1431,63.5809231603,472.211811387,1318.3352919,4.23697159481,1431,472.037,472.05912585,1206.73,132.101,376.408454571,35.9683563905,11.3463546388,-486.814,857.118952389,274.879,472.863,0.748888,221.622566581,189.060798153
191.647646952,1432,40.7138670593,472.457152699,784.120959906,3.95836934002,1432,472.273,472.277837143,1114.89,132.105,198.859873804,34.2571890456,11.105151994,-487.645,508.539061119,275.033,473.156,0.815277,108.008853933,179.029504604
365.886053686,1433,67.0730621598,472.564921523,634.045082728,4.40721901674,1433,472.371,472.403536163,1117.85,132.121,202.016913065,53.1712573524,11.2202058863,-487.805,451.785673748,275.18,473.223,0.839112,52.2020055944,173.668072803
209.857919621,1434,74.4669897218,472.41430862,927.710597952,4.35336912666,1434,472.229,472.237950555,1119.61,132.181,278.773485562,57.1757188021,11.1347727773,-487.838,589.536759681,275.358,473.093,0.817886,231.372816466,175.383851351
190.910104191,1435,40.1504612795,472.614204352,959.70202709,4.4175108407,1435,472.445,472.425347726,1136.24,132.236,190.142666508,41.0540360842,11.0819252208,-488.075,452.985869052,275.503,473.34,0.800704,186.885804536,166.139630626
178.943087265,1436,21.6833745289,473.08608723,1055.19295509,2.69841935896,1436,472.851,472.868326906,1118.59,132.309,110.234054163,20.7830699238,11.1315462631,-488.464,430.448125971,275.622,473.807,0.802918,190.517150287,159.283802454
263.825967336,1437,49.930344229,473.044387148,872.322057697,4.42428435522,1437,472.82,472.837314275,1149.55,132.298,173.854158947,42.8129451958,11.1702023896,-488.385,480.593176361,275.716,473.709,0.772976,157.109201239,170.196645148
181.315788027,1438,64.0389432467,473.514780158,1352.40040465,4.94872138632,1438,473.302,473.302347962,1079.99,132.339,233.54047947,45.8998012313,10.8432705437,-488.667,689.834327002,275.895,474.219,0.781598,261.239585303,162.770168515
493.479801981,1439,86.6937452902,473.426623271,1100.58682593,4.78037883226,1439,473.221,473.213707161,1147.78,132.409,417.231014822,47.1621103214,11.2808001666,-489.298,798.893174724,276.004,474.135,0.832215,173.398326187,178.154744678
301.561250952,1440,49.3956242176,472.890068548,972.974986093,4.74830043513,1440,472.702,472.736588172,1106.67,132.435,231.284297555,34.4640916244,11.2142465272,-488.016,670.349985726,276.138,473.596,0.821728,164.890203974,181.151356736
303.245692859,1441,46.6014654045,474.134090036,1323.84547819,4.19221677423,1441,473.974,473.997026902,1134.34,132.511,207.096866778,31.8425030512,11.1824064885,-489.711,732.741402541,276.279,474.782,0.788079,291.682381896,167.780020105
322.50946584,1442,32.2116424726,473.682199725,1395.13577452,4.23104923613,1442,473.531,473.529865647,1099.13,132.569,179.830634011,24.8786257396,11.1323755905,-489.228,655.67057259,276.393,474.42,0.777584,263.608105725,161.198863161
302.025816478,1443,80.9217417511,474.550920365,544.994615478,4.15129915788,1443,474.421,474.403051993,1165.98,132.602,410.041460115,46.4667565637,11.3157826392,-490.454,394.285476186,276.534,475.255,0.811648,56.10723218,165.443794261
227.78583485,1444,46.3108690779,474.949085681,1018.3454184,4.67363966792,1444,474.737,474.773644975,1147.06,132.656,264.503005473,34.1925027669,11.3669953651,-491.434,515.81388865,276.688,475.637,0.730268,153.785299177,158.070453328
194.084335317,1445,37.4385133661,475.668504807,933.839557638,3.87679692047,1445,475.449,475.487136517,1103.39,132.732,214.080968133,27.7568353064,11.2249748177,-492.157,453.495844734,276.884,476.375,0.789156,183.17476205,161.014119106
314.002262768,1446,34.9532085662,476.022877708,685.851029358,4.29516632387,1446,475.826,475.833943042,1204.04,132.757,162.182174724,32.2733473673,11.5802257352,-492.598,440.935183284,277.03,476.678,0.749386,102.192187691,168.457483231
178.118615029,1447,37.239683257,477.233189663,551.887004994,4.01701504386,1447,477.061,477.061283201,1132.45,132.797,185.559287508,27.4798563074,11.3373054377,-493.312,390.028263511,277.173,477.975,0.819858,75.6306007488,145.981903442
310.265453577,1448,70.1838630522,477.634440915,1216.58693859,3.9203333683,1448,477.425,477.465573529,1188.58,132.882,388.476280127,36.2928745732,11.2794465626,-493.592,513.463085294,277.314,478.286,0.798897,160.922719343,176.909903193
232.1054534,1449,83.0172955764,478.998287094,1248.17569833,4.50525145207,1449,478.883,478.851690166,1070.12,132.91,377.009978953,58.8016223207,10.9774858531,-493.096,756.012828601,277.469,479.672,0.837778,256.214104831,153.883311884
299.870432665,1450,116.611986388,476.446075764,996.688506148,4.26273238982,1450,476.149,476.172423002,1145.53,132.971,620.069373876,55.1011407399,11.3627731285,-491.722,481.688881377,277.621,477.139,0.819511,132.092922793,163.733687611
340.00141944,1451,36.1737809066,476.757738164,1028.97288867,3.29450418072,1451,476.494,476.488853983,1195.71,132.998,177.248136032,33.1169918345,11.7374375453,-492.735,537.979166032,277.737,477.479,0.788951,158.133068912,165.905538461
211.336899054,1452,67.2707192916,478.166959647,776.385355777,4.17816303007,1452,477.929,477.928005324,1165.62,133.016,299.16206314,52.2580908987,11.2967794018,-493.322,478.559719763,277.855,478.82,0.799016,123.600881215,168.103221013
313.790234052,1453,80.6745566104,476.72914677,866.244918161,4.82847482528,1453,476.457,476.472082965,1121.06,133.105,361.873181643,50.0189022793,11.2558304157,-492.946,478.106647016,277.992,477.481,0.772775,116.511648627,174.158353937
370.320772057,1454,80.2739471522,477.263720909,745.037307098,5.04648892184,1454,477.02,477.06639825,1172.37,133.129,286.023514182,52.9391343224,11.3979669226,-493.311,505.275192982,278.165,477.959,0.792444,75.246169813,177.177070532
46.3746385377,1455,79.5847753665,478.063717296,603.188323919,4.03805522947,1455,477.907,477.900756824,1145.32,133.144,329.055029335,45.9367795502,11.165326445,-493.795,371.705778642,278.301,478.765,0.819991,95.6949377532,155.648899403
323.891323892,1456,118.919619699,478.704829057,665.911467424,3.9666281005,1456,478.48,478.48870921,1085.0,133.192,496.933527772,67.2561880183,10.9736134437,-494.363,483.833296647,278.449,479.416,0.800105,87.4330805195,170.411442363
298.072151058,1457,46.6241151896,478.569084927,893.643547604,4.31899320377,1457,478.352,478.351472485,1239.06,133.28,238.495093169,33.4430034619,11.8571546641,-494.675,491.086334861,278.547,479.315,0.817673,134.456315327,173.200742143
297.811376034,1458,50.7858990588,478.642336426,916.821686046,3.87285886995,1458,478.411,478.434772727,1084.44,133.36,273.757214502,25.9985483008,11.0335211316,-494.593,594.765226158,278.677,479.415,0.762999,147.752059287,182.97684509
311.662009485,1459,78.2401525477,478.749109062,827.43036824,3.63391919566,1459,478.52,478.560899596,1187.6,133.463,372.416615272,44.4906026742,11.4010250128,-493.672,482.231612785,278.844,479.402,0.798455,120.75839025,170.646070752
350.576547535,1460,96.4489517332,479.943115562,1029.94461795,4.62437566492,1460,479.745,479.733691378,1149.28,133.491,530.190294278,55.2644429102,11.2846484454,-495.339,492.052814889,278.98,480.651,0.788131,162.091143312,165.999353258
312.942063013,1461,33.2617298361,478.168641317,1241.818814,4.3489868708,1461,477.946,477.954438296,1216.44,133.522,193.573156681,24.4344077267,11.7282301792,-494.517,829.822225213,279.157,478.865,0.852758,251.739441654,197.567634165
368.726260614,1462,174.1879954,478.991015467,1433.53087789,3.96647796098,1462,478.759,478.779993646,1212.66,133.604,831.239694105,69.0811460343,11.3792012717,-495.022,764.240790451,279.357,479.648,0.784769,324.74289406,175.032982431
296.957365021,1463,48.8523450989,478.612197933,880.06733644,4.24844470162,1463,478.387,478.389687142,1131.39,133.648,334.191307262,26.6480111956,11.3170690673,-494.404,535.846931484,279.519,479.308,0.824783,105.628468884,175.202149268
232.41697498,1464,35.0584893467,478.49456296,1680.12277603,4.18714673037,1464,478.239,478.250658574,1174.87,133.732,179.734364145,34.3841056155,11.4991820603,-494.617,517.583223466,279.645,479.186,0.815727,283.799366151,172.239766996
283.343485025,1465,27.3110973256,479.155199562,1742.31511673,4.07004772978,1465,478.985,478.974914025,1187.5,133.721,108.72933147,26.3945709079,11.6736534439,-495.064,789.752617333,279.783,479.85,0.770754,354.977885186,187.15108276
229.465806893,1466,93.4285443298,480.218111005,1439.55474408,4.55006594101,1466,480.049,480.082445767,1128.71,133.75,456.226685636,61.162072765,11.2634999772,-495.405,606.619162536,279.919,480.859,0.760064,265.949570868,173.187819428
391.743457477,1467,82.124015364,479.230118695,1264.83137203,4.36517510871,1467,479.038,479.036431912,1221.08,133.786,437.683966561,48.7039820512,11.4457832536,-495.523,912.699737739,280.119,479.921,0.806442,187.519647311,185.784204706
607.963279303,1468,50.2483968137,480.709261407,2715.04207762,5.50778712382,1468,480.525,480.538035483,1156.95,133.809,223.636926765,38.6328836522,11.4763226773,-496.267,1499.98383768,280.237,481.38,0.764541,584.085277409,153.62857765
308.771589636,1469,97.2086100487,479.789437835,2881.33714048,4.76040847776,1469,479.621,479.612390009,1124.19,133.852,376.533458496,66.4152671211,11.2906500284,-496.458,859.189331951,280.416,480.469,0.829298,661.27396763,178.895293262
317.395177725,1470,41.5484686029,480.803810644,1659.62171757,4.06857395811,1470,480.62,480.63445403,1177.29,133.864,256.926713272,23.525304909,11.3939880139,-496.93,391.021974425,280.625,481.464,0.807335,199.191140777,151.108668545
340.293262438,1471,26.0266527071,480.466997072,1192.39279275,4.22517561443,1471,480.259,480.240316984,1221.08,133.891,116.256163386,25.9191761402,11.4557924966,-496.469,396.149033009,280.772,481.101,0.819502,114.054953276,155.015884977
343.184136637,1472,41.6087544477,480.04893177,1520.71800414,4.32536643447,1472,479.767,479.790438088,1207.18,133.92,203.291448236,30.9693506601,11.6424916964,-496.594,551.516667862,280.908,480.709,0.784319,285.608966643,168.469695313
326.654857389,1473,41.9985009467,480.927214588,1254.62749829,3.95193377291,1473,480.705,480.713087756,1140.73,133.975,264.459225673,27.4983976151,11.3394658998,-496.959,427.181121384,281.062,481.595,0.774042,177.563349239,148.845830381
395.857710405,1474,44.018394928,481.051140475,2329.98678938,3.19564486857,1474,480.843,480.869653847,1184.47,134.059,224.128395119,30.9674953263,11.3990768762,-497.355,959.870836077,281.17,481.731,0.821261,544.397391549,186.385805718
314.999608525,1475,114.932725024,481.001720609,939.266904958,4.19462255484,1475,480.803,480.80081463,1197.23,134.12,567.795102986,64.4361277729,11.579312086,-498.088,535.794625446,281.359,481.713,0.782316,139.077761234,176.277389945
169.457124468,1476,40.8333814369,482.132422877,2973.09427233,3.74617311134,1476,481.926,481.956376937,1136.54,134.27,226.941618879,28.5468185923,11.5010382457,-497.813,548.365862932,281.516,482.819,0.783363,539.734237985,160.940551765
410.466160966,1477,68.160173536,482.2469137,2325.33950908,3.99110244892,1477,482.067,482.075830105,1139.03,134.248,332.722743074,43.2601283442,11.3340341731,-497.439,851.345900386,281.667,482.935,0.79243,477.905132556,193.420525428
301.761198293,1478,40.3512664753,482.928022881,811.069571411,4.08103100828,1478,482.723,482.7425618,1153.57,134.296,178.602806606,31.2225884108,11.5397429008,-499.465,526.176053867,281.831,483.568,0.795072,106.956469562,182.553792781
378.275675724,1479,115.845664369,482.435666674,898.796162845,3.95376441153,1479,482.253,482.260607861,1218.73,134.341,668.88756331,48.9675093221,11.5725963403,-498.917,510.626214593,281.955,483.202,0.796583,102.324159693,155.126343552
337.91163676,1480,63.152193271,483.181401223,1571.26401571,4.25841833856,1480,482.987,483.024770163,1185.36,134.392,326.240152024,42.0851491441,11.6719449007,-499.642,789.848723092,282.113,483.844,0.846095,338.560408266,188.044770845
366.845902053,1481,66.5734629617,483.016051644,1074.78591064,2.84257366809,1481,482.874,482.84169621,1263.95,134.448,276.622562308,47.7841958807,11.8939997943,-499.723,634.536203667,282.258,483.761,0.797134,143.804959407,187.567823651
405.813670658,1482,51.4839171301,484.09820741,1560.75519957,3.83316012033,1482,483.914,483.936261242,1196.44,134.542,300.116922118,32.7430932364,11.6015317949,-500.957,828.620947365,282.444,484.757,0.800498,333.048395175,165.125413415
558.736060761,1483,51.3741031975,483.462201656,2722.72731498,3.77503644874,1483,483.274,483.267429852,1158.99,134.596,235.506359757,32.6422169233,11.5496080518,-500.664,1095.97334405,282.626,484.193,0.828388,470.379171949,183.525954954
218.720205499,1484,41.0605393583,484.627998534,1398.00997329,3.64764659665,1484,484.442,484.442402001,1118.87,134.621,183.90619663,30.2429867439,11.4194978862,-501.06,741.85667261,282.776,485.331,0.76975,237.161916785,160.105698525
369.820569032,1485,75.4333614662,484.901127412,1358.12683223,3.60859845218,1485,484.722,484.779848032,1195.42,134.67,409.478927769,40.4715846906,11.5454253798,-501.298,588.98105686,282.943,485.548,0.819689,221.097873676,164.23394029
360.13151336,1486,60.7808364366,485.609795656,575.353102837,4.21001171108,1486,485.454,485.440437483,1171.28,134.715,296.893171366,38.081135764,11.5440693029,-500.729,419.82868928,283.097,486.34,0.807308,56.9006228671,168.044157733
377.923634424,1487,91.6319313639,484.550542617,1276.63818191,4.26572765239,1487,484.349,484.33333218,1174.21,134.741,468.610434433,49.4119305735,11.690132106,-500.642,528.514930674,283.236,485.283,0.816002,157.779001421,170.652358616
354.313102674,1488,46.9572358066,484.622266346,611.806635037,4.06763090647,1488,484.452,484.437658632,1173.01,134.754,195.371881164,39.2552618843,11.4062358902,-501.187,467.939995622,283.393,485.393,0.822766,59.4765120344,167.018350445
395.063333451,1489,31.4867106844,485.078762292,1369.79922016,4.30834126176,1489,484.861,484.8919315,1256.77,134.803,171.547731585,27.264333179,11.7818217663,-501.288,508.502051044,283.494,485.729,0.82397,185.797502031,153.687019092
47.3430851584,1490,78.9964423296,484.561758717,646.671272296,3.90779752511,1490,484.405,484.420501915,1241.15,134.834,493.792585752,34.7355446889,11.8419303844,-501.225,386.217738729,283.615,485.255,0.792164,141.477109421,148.118104533
360.98087466,1491,99.0000498647,484.87579683,770.388894858,4.08521948503,1491,484.729,484.727162855,1198.36,134.859,506.652640897,49.4976376489,11.4688692782,-500.034,559.967865785,283.742,485.526,0.838299,131.674329866,156.944419451
453.83746235,1492,70.3257303273,483.298329503,790.207361793,3.84195666512,1492,483.084,483.091846638,1270.88,134.868,431.755562262,36.0060470412,12.0001630631,-499.754,548.418900308,283.91,484.077,0.826765,78.8540892666,155.79574973
413.790420089,1493,58.8593886491,482.617514501,2107.99437667,1.60370857131,1493,482.431,482.447802805,1319.82,134.85,240.667759505,41.8135550866,12.2459735246,-499.411,885.130135005,284.012,483.354,0.847925,486.394330616,180.465039592
411.144068623,1494,48.4017567405,483.519950832,1426.71898885,3.77295604499,1494,483.301,483.30806104,1211.82,134.892,250.007133434,29.4289671836,11.5928625585,-498.873,521.701303813,284.143,484.193,0.836377,240.664969326,165.993515094
343.170342527,1495,89.5476776131,483.384323494,596.707628187,4.45385689,1495,483.141,483.134669632,1193.48,134.967,394.808481179,50.2710373052,11.5783588856,-499.774,445.267706489,284.306,484.149,0.851381,57.9400643495,174.333729715
366.636381045,1496,97.5210516997,483.225587029,513.151141973,3.50572042246,1496,482.985,482.987811001,1260.78,135.039,388.051209432,50.7227393189,11.8884734171,-499.834,403.715920121,284.478,483.991,0.795909,22.2588504847,144.909325019
401.611191092,1497,135.736480963,484.656972989,690.777325733,4.37604506554,1497,484.347,484.37027785,1130.48,135.086,637.590504024,73.5363670621,11.3043889805,-501.093,523.955241357,284.621,485.364,0.846476,70.9241726981,155.599160688
374.16328995,1498,38.4308073391,484.028621962,868.969688551,3.81258212001,1498,483.731,483.738158884,1210.43,135.15,180.696207058,32.3605007694,11.7551427518,-500.258,506.752407952,284.737,484.723,0.790579,83.7560259901,158.646455852
383.79289435,1499,83.5101600753,484.899013632,792.42159255,4.71146195352,1499,484.633,484.633902245,1172.31,135.167,357.957648248,65.3212318641,11.5890634668,-501.848,549.116506594,284.897,485.529,0.794369,114.791269828,157.765888499
403.263059991,1500,28.8835635896,486.287986877,1132.48357787,3.82739876113,1500,486.004,486.039118289,1262.51,135.141,143.543784797,22.8241747798,11.7284032354,-502.355,543.684425404,285.001,486.917,0.817412,180.686734224,160.82761961
402.618492948,1501,84.0112357809,484.888650164,1021.39550119,3.81136370517,1501,484.659,484.624190969,1154.56,135.178,375.579075095,50.4696285801,11.5599252725,-501.957,719.242454846,285.173,485.676,0.852136,176.996580047,176.840998221
394.772404968,1502,131.138869859,485.982778123,768.92399437,3.69898775022,1502,485.727,485.773694646,1226.26,135.244,752.776274965,51.6787334275,11.6391289581,-502.318,477.54333418,285.329,486.637,0.873532,84.1279740439,164.753629773
493.149181339,1503,22.9878851505,485.723067403,908.240265272,4.1740156064,1503,485.541,485.523770041,1340.11,135.273,124.034094999,21.520554563,12.0290820783,-502.056,665.551525553,285.464,486.513,0.854203,94.8562316703,184.875431588
615.74099959,1504,44.3935080037,487.237857106,1033.46142385,3.88632812405,1504,487.021,487.008222429,1187.52,135.327,224.596228665,29.2955722468,11.5181812206,-503.699,735.714115636,285.64,487.932,0.825979,113.943607086,172.498691104
362.986174396,1505,24.0853128269,486.648183301,668.178931471,3.00028646873,1505,486.362,486.393985017,1186.86,135.375,102.586509385,22.7613402157,11.6189407735,-503.396,571.925663679,285.795,487.327,0.811616,64.0539397992,194.126431004
371.092310315,1506,72.0145258566,487.394208231,682.659500772,3.93592888926,1506,487.159,487.157646823,1221.42,135.426,348.18259748,40.2696820714,11.6616521655,-504.058,561.742507657,285.948,488.122,0.777566,54.6475439004,192.864884923
488.889220678,1507,61.0847087165,487.639338597,1679.53940201,3.96926137011,1507,487.338,487.348525729,1304.98,135.448,357.50120346,34.7835396481,12.1371088587,-504.495,918.195733347,286.068,488.291,0.819995,252.186635434,176.743037946
402.891750981,1508,60.7770812813,487.550405808,712.722523617,3.98259045704,1508,487.237,487.271251915,1260.34,135.494,299.933397566,33.443582558,11.9356148934,-504.705,531.752280509,286.248,488.28,0.831359,91.5474215372,188.129145071
371.268336866,1509,65.409274745,488.59066232,687.402199662,4.38962614498,1509,488.294,488.300210917,1309.28,135.557,358.601501689,46.8951037285,12.0425191021,-505.485,542.951786274,286.405,489.315,0.796221,74.6204987285,186.334551011
319.008222112,1510,59.6194553276,488.520129808,749.713279342,4.23797953085,1510,488.198,488.204949811,1286.2,135.628,323.511092769,35.526466469,11.9799154822,-505.267,517.897702744,286.577,489.198,0.839341,150.114329008,182.200339942
500.441402291,1511,58.4053270537,488.806868331,990.008089707,4.00756365367,1511,488.551,488.576586934,1265.47,135.669,304.612400012,36.067098162,11.8845448828,-504.835,701.626865027,286.744,489.559,0.846334,113.517223649,173.501484977
378.474439515,1512,29.8986902346,488.824382214,664.019823952,4.20628761973,1512,488.585,488.61689918,1228.34,135.698,112.804090489,28.3451637934,11.8710242287,-505.229,421.164672261,286.931,489.543,0.776853,63.2688377572,163.299782609
387.318919073,1513,50.2022446707,488.638693365,676.153509649,3.53042230356,1513,488.398,488.400667255,1269.67,135.732,255.922653548,31.3325870756,11.8844648868,-505.395,572.392081852,287.042,489.496,0.818746,97.3277246574,196.28842743
569.204964915,1514,80.8103483724,489.521307883,796.638307781,4.1620375084,1514,489.269,489.283704576,1283.38,135.777,460.262708697,44.1179244213,11.7906362225,-506.42,688.402540643,287.202,490.255,0.83097,58.7573064045,181.766168076
448.524728851,1515,76.3471584689,489.685537457,747.591981331,4.17197257693,1515,489.437,489.429283504,1245.49,135.842,422.412803026,38.2579137321,11.6962566788,-506.825,535.610499146,287.303,490.445,0.813055,56.4865027889,186.09518157
405.841976337,1516,75.131102307,489.733622726,662.32447485,4.1676103533,1516,489.493,489.51217807,1305.82,135.841,432.092215194,39.1618806242,11.7846826976,-506.269,548.648818673,287.428,490.467,0.80857,81.5830678874,184.205533246
759.80713568,1517,29.3082713184,489.870400963,1183.07617939,4.16981145364,1517,489.641,489.628402145,1284.17,135.874,108.19544306,32.1869970241,11.8670979461,-506.692,949.861693506,287.589,490.581,0.821899,104.632264583,222.829789971
483.631050616,1518,35.6544065949,491.395686593,1447.12305582,3.94636501224,1518,491.148,491.167915503,1304.1,135.956,194.179157825,27.7159431822,12.0409035349,-508.538,810.677669136,287.783,492.151,0.787514,214.700928843,204.829756237
406.236517783,1519,125.070690963,491.808533625,936.850424788,4.29687666997,1519,491.546,491.567441195,1269.09,136.06,734.50146759,51.4106508638,11.7912006285,-508.64,553.860474717,287.964,492.515,0.78873,132.677996494,186.115071727
454.107816433,1520,27.5131010051,492.562647249,649.037299735,4.03865779272,1520,492.309,492.329122184,1281.44,136.097,138.901744857,20.9188767904,11.8932874923,-509.762,565.922238367,288.167,493.295,0.749149,42.4247202325,158.720037269
435.308581497,1521,58.9950052138,491.915237333,740.492316014,3.75660194559,1521,491.635,491.6773706,1296.04,136.136,331.19423867,35.9521352679,12.1831923951,-509.102,563.199474727,288.332,492.582,0.79409,49.1306703194,197.853977839
455.703942673,1522,62.4498261224,492.973344765,737.464149546,3.50431084954,1522,492.748,492.738545978,1221.26,136.205,334.135565674,36.9561673859,11.8180814618,-510.148,611.991678725,288.491,493.734,0.74824,62.0945380876,172.353004394
406.334855005,1523,35.1622747047,493.863916136,596.503855045,3.73498429035,1523,493.589,493.609739367,1244.86,136.315,133.162477868,31.4233174624,11.7231813747,-508.946,457.43972357,288.654,494.55,0.79036,42.5976443689,181.002646661
449.13795002,1524,47.5758873347,493.085417305,1796.6821508,3.98742349817,1524,492.947,492.912747299,1235.4,136.365,239.419633939,44.2803054138,11.7537062708,-509.795,681.938810349,288.793,493.915,0.789594,216.968843525,183.32530511
415.200130441,1525,30.8478006588,492.404657725,1017.64206899,3.552497166,1525,492.111,492.168797682,1334.77,136.432,166.534115418,21.4799146542,12.054439832,-509.898,530.753603373,288.993,493.13,0.736397,131.445404893,159.167098094
378.20894838,1526,41.5285783072,492.362585452,533.612152689,3.56373981551,1526,492.137,492.139958377,1296.18,136.49,192.782003219,27.9954819053,12.0153984165,-509.277,414.460198265,289.151,493.165,0.807854,23.9882477018,163.121650117
416.94651786,1527,31.2459716925,493.642549185,1111.13791323,4.02987200824,1527,493.47,493.438693412,1333.09,136.53,160.384409433,26.9433164614,12.0253661944,-510.01,564.198533662,289.29,494.427,0.760152,145.897849273,164.065794973
311.22650267,1528,45.1314086744,492.904332864,972.144595653,3.90992839728,1528,492.591,492.613905147,1327.19,136.534,264.92775883,27.8581920003,11.9083080295,-509.806,550.275460646,289.453,493.672,0.804636,140.586191531,183.458921233
397.983201725,1529,98.979203114,492.654308475,1018.29503089,4.03256659864,1529,492.364,492.354852307,1235.31,136.595,574.200367663,42.0801326641,11.7208174239,-509.316,485.326232208,289.597,493.44,0.749288,127.412663644,156.568515425
384.144324963,1530,37.4510277046,492.66295819,1185.86604205,3.68159015941,1530,492.212,492.284820863,1218.12,136.663,201.392699055,29.1901768924,11.9840811654,-509.777,457.201022457,289.759,493.341,0.852459,119.420859981,167.351209536
196.247748217,1531,89.6834261118,492.985804131,549.582446586,4.10739551514,1531,492.729,492.693038471,1318.0,136.685,572.656530647,36.9177356552,12.1576986666,-509.817,362.122405804,289.891,493.826,0.740475,54.5256858739,158.144807245
339.713578093,1532,53.4145739333,493.819845578,651.670870715,4.05047057667,1532,493.552,493.578701277,1345.6,136.783,264.904641136,36.6029349469,12.0325150119,-509.865,376.359931777,290.017,494.559,0.791358,46.7256457108,163.429786886
