AveragePolicySurr,Iteration,AverageQLoss,PolicyRegParamNorm,MinEsReturn,AverageAbsQYDiff,Epoch,MinReturn,MaxEsReturn,AverageAction,AverageQ,AverageAbsY,StdEsReturn,AverageAbsQ,QFunRegParamNorm,AverageDiscountedReturn,AverageReturn,AverageY,StdReturn,AverageEsReturn,MaxReturn
-2.85879,19,0.147428,16.4653,50.1713023949,0.260311735761,19,52.3863627346,158.511572187,0.822184,0.745148,3.42926951762,35.4948183194,3.41662,18.6556,58.5544697878,81.206371297,0.74619516236,21.4001290296,114.599502926,152.971754141
-3.76499,20,0.207292,17.5862,55.3603056669,0.287417423154,20,-170.950722672,407.496623714,0.795684,1.53388,3.99277365495,137.51871128,3.97864,19.4718,55.729823704,151.163515215,1.53491106713,311.296087458,133.338892341,1132.99925689
-4.90035,21,0.264561,18.4845,48.7618456125,0.319401976184,21,338.864300975,320.543659884,0.788467,2.60171,4.65032467732,98.7621999159,4.63413,20.1792,124.073828851,415.249886049,2.60301869533,56.8673135834,162.1708967,608.003476619
-6.20464,22,0.378374,19.2253,186.462865667,0.358072096071,22,294.808661411,413.637637699,0.854644,3.85368,5.53475120088,75.5602128818,5.51744,20.8794,126.407423826,394.832839525,3.85535567919,49.5381776754,339.562826978,508.054959297
-7.57732,23,0.4757,19.9222,22.3298883451,0.384950253039,23,306.503290349,449.997761836,0.76313,5.22993,6.61003117108,160.485394176,6.59323,21.4916,120.857779599,422.821198321,5.2316891915,75.8918998488,321.263984629,623.040685738
-9.05081,24,0.795829,20.529,45.5265581787,0.451919107149,24,161.442932401,450.837962862,0.858847,6.70333,7.87271316446,119.528849417,7.85699,22.0971,116.957701625,394.09455484,6.70524875584,70.3329209208,274.660228309,571.638869111
-10.5204,25,1.07868,21.0617,53.4740817664,0.51814254027,25,75.4190936579,430.863694491,0.826938,8.11022,9.15111779292,158.717051638,9.13033,22.7643,113.344967522,359.471974101,8.11469715008,105.17552883,213.346899812,580.913551668
-11.8446,26,1.30991,21.6622,54.2354037765,0.55241065798,26,54.8188397199,360.453650746,0.86251,9.41576,10.3397490095,102.290030439,10.3236,23.3454,110.484071113,359.478643079,9.41988621477,122.232908867,273.991979895,498.566694392
-13.3264,27,1.57605,22.2154,39.4334965559,0.597118216467,27,265.300812162,406.171204914,0.820137,10.8856,11.7372217039,135.605824783,11.725,24.0175,134.892470044,350.778949543,10.8898648504,36.1747470486,302.96493812,428.029473624
-14.7343,28,1.70622,22.7884,252.177695959,0.624544867749,28,93.0795396628,412.284872985,0.870166,12.2919,13.0688988902,62.4938454924,13.0557,24.6627,116.395390083,298.572551725,12.2961392764,38.3310831959,309.632394888,394.373783553
-16.0078,29,1.85039,23.4052,86.1600591569,0.662114998393,29,141.159103444,418.130513511,0.87306,13.5963,14.3503923872,140.694027508,14.3404,25.3864,131.127306451,396.074838334,13.6017071375,66.3825472181,225.303642254,508.155213543
-17.2512,30,1.88075,24.0134,-3.2999077938,0.683657582744,30,171.436663578,488.714181526,0.822342,14.7498,15.4544272962,193.387628874,15.4442,26.1341,123.52927936,288.772310891,14.7557434351,50.6823623149,257.035510805,407.741219479
-18.6907,31,2.55898,24.4502,87.2378761154,0.750818394588,31,250.335193454,487.754472078,0.797677,16.1727,16.8481290038,135.466281141,16.8401,26.8383,141.080229461,413.611298545,16.1761333296,63.2056397255,340.992227954,571.984479703
-20.027,32,2.75123,24.8946,45.268330898,0.780760473879,32,32.9300415527,395.860331483,0.866553,17.5375,18.1953303825,148.018675066,18.1853,27.6228,88.2292924663,359.378439613,17.5433104719,259.324399303,215.036735596,830.718507136
-21.4734,33,2.66464,25.2666,74.164487942,0.823123752574,33,34.158230243,425.207151325,0.856989,18.9284,19.5507231632,147.222621468,19.5444,28.3417,113.981749682,340.737668705,18.9330923211,90.3894254949,247.310402076,481.697524588
-22.9371,34,3.17099,25.6718,-8.42463709796,0.884868069727,34,9.28087944736,458.045907432,0.815741,20.3724,20.941563473,174.020751354,20.9321,29.0287,108.018591692,273.508735538,20.3778950633,64.9634247894,236.377616839,422.626424714
-24.2456,35,3.59398,26.1119,36.7442803929,0.947430592501,35,45.0440273984,590.239248513,0.829805,21.6399,22.1878538752,195.361062729,22.1781,29.7712,112.395833456,301.581518377,21.6463361638,91.010807056,256.128228595,549.470020679
-25.6221,36,3.37427,26.4309,15.4552296637,0.981589649935,36,173.491187139,453.644061963,0.811884,22.9578,23.4709243896,158.968173119,23.4592,30.379,108.724521043,261.704853358,22.9645190973,43.8109313863,142.688941649,386.314794175
-26.9782,37,4.08377,26.7293,43.2354503907,1.0644075316,37,55.0464680008,411.946782003,0.860852,24.2638,24.7573065138,146.731078722,24.7486,31.0447,88.9732457073,414.813781831,24.2701949739,269.077725438,292.822737079,917.092565927
-28.3587,38,4.23087,27.0494,92.2161588019,1.10168437304,38,28.9667915814,434.928211354,0.848188,25.6016,26.071308677,109.121539817,26.0622,31.6725,92.0411065976,292.995081371,25.6092806042,166.235040142,251.657920144,949.591075477
-29.8711,39,5.08054,27.327,36.4178272482,1.18788734847,39,27.8658045988,386.575729395,0.86561,27.0502,27.4829995969,141.315129345,27.4758,32.2874,83.570348148,305.441180614,27.0545856871,210.709435126,247.319567747,833.746791208
-31.2715,40,5.83288,27.5594,24.6231603629,1.26243952143,40,307.553078521,230.781896987,0.919966,28.3719,28.8017217369,89.7448963052,28.7894,32.885,105.346866188,755.104371541,28.3808766568,161.446637147,107.53891889,873.094091
-32.7006,41,6.24124,27.945,21.7651124731,1.3143761916,41,312.343844291,440.056463289,0.932742,29.7971,30.1993537809,150.994898784,30.1918,33.5634,114.187576652,707.085640937,29.8022989929,186.087490289,235.573019179,881.006578035
-34.3422,42,6.85755,28.2462,6.80824366641,1.39429732315,42,225.261293823,345.164016467,0.910994,31.3129,31.6933736067,112.814556397,31.6876,34.1978,96.3615555519,646.300937785,31.3183439134,206.305372888,209.203773019,847.652193986
-36.0989,43,6.98786,28.4742,-7.62561218155,1.44521354341,43,214.495640288,317.65177424,0.934042,32.9893,33.3208152556,101.955928514,33.3081,34.8534,103.831855958,699.079611666,32.9969124698,216.617815233,88.8604033685,861.161135146
-37.6781,44,7.67627,28.7209,63.5782177729,1.52362070168,44,142.298520178,327.369060004,0.856445,34.5377,34.8451397625,91.0823148486,34.8312,35.4788,116.248976854,280.911502171,34.5465444092,141.162909188,168.8009961,779.159969021
-39.3714,45,8.00294,28.9888,89.7007020696,1.57231250736,45,113.87686808,307.292706573,0.881151,36.0828,36.3550150997,78.2794572989,36.3381,36.0335,100.94538366,244.790679901,36.0920766686,167.988314219,195.150725575,778.424720134
-41.211,46,9.16033,29.2263,21.4280889635,1.64763586772,46,90.020513174,361.487956363,0.820343,37.9339,38.1927872533,119.212352498,38.177,36.5664,80.0090618665,284.527146244,37.943814177,153.418943869,167.565479981,738.422049609
-42.6362,47,10.5627,29.5444,-0.350399859155,1.73790687887,47,13.210371573,421.57154116,0.833867,39.4137,39.6564628644,110.769348715,39.6525,37.1676,87.5987409681,254.956819664,39.4244234295,126.054122165,81.4220552834,552.269924553
-44.569,48,11.9942,29.7619,3.30215554626,1.84091142582,48,-43.3124730523,332.984473954,0.810454,41.2056,41.4156312306,108.285455693,41.4099,37.7404,80.1961240522,225.584454472,41.216866463,149.462794289,109.17293653,573.187640093
-46.1019,49,12.0416,29.9324,1.34427194976,1.84946499966,49,-8.45281369695,289.887923757,0.797921,42.6821,42.884889118,70.283931052,42.8735,38.2417,75.9540364041,171.113973857,42.6939050275,86.0508432962,37.2035934217,349.269542243
-47.5796,50,13.3295,30.1427,-35.0746245285,1.92859004999,50,-9.74772800171,136.288418776,0.804189,44.1346,44.3191698766,50.8555179516,44.3036,38.7547,67.9289360992,234.087201494,44.1463870913,103.798427939,45.215701486,447.399500787
-49.5839,51,13.2627,30.4115,14.8297882917,1.96139470596,51,129.17865434,319.580007387,0.772683,46.0501,46.2259603049,95.5729518711,46.2013,39.2386,106.706834404,238.943734904,46.0648279178,96.831182673,124.9886061,571.483988534
-51.1834,52,15.4006,30.6432,2.63850877807,2.03088504799,52,105.375118165,369.487871383,0.76891,47.6456,47.8121028663,116.711399339,47.7946,39.6852,89.7347027166,143.608772362,47.6524071948,34.1250106949,184.781308693,294.94407239
-52.8756,53,15.1426,30.9069,-33.3661276671,2.04120076459,53,-26.828700373,244.734090889,0.763787,49.2966,49.4683472508,99.0730911325,49.4545,40.1942,81.3073603001,256.131497422,49.3074323558,183.239131233,81.1185735739,625.30550528
-54.6636,54,16.1043,31.1618,44.15530332,2.12358539117,54,47.1114172549,222.203782107,0.766086,51.0051,51.180479101,60.8026730239,51.1649,40.7047,105.093074703,234.988661438,51.0186235496,99.5927641783,110.601293965,451.662052577
-56.534,55,16.4462,31.4222,9.33205598913,2.18121982742,55,53.4948046958,241.306559508,0.754117,52.7777,52.9457068829,88.3323872668,52.9243,41.1746,96.020741222,199.55987838,52.7916713166,92.000504951,137.483302252,456.029745579
-58.3219,56,16.5596,31.6786,7.12567195163,2.19795375697,56,31.934741559,256.296404908,0.780682,54.6195,54.7768773034,88.9837850809,54.7527,41.6548,86.7608193675,199.32920083,54.6367462485,129.744263645,150.98461102,581.545269294
-59.8907,57,19.9565,32.0137,-69.8478115907,2.31560087696,57,78.28557037,120.989521829,0.796579,56.0857,56.2435102103,50.650155237,56.2203,42.1645,107.450204818,340.017351634,56.1011838393,139.381571448,28.6959162139,874.976379748
-61.2786,58,20.5108,32.3437,1.2497408713,2.38422561346,58,126.576596293,314.579572993,0.798078,57.5017,57.6660667057,92.5185281262,57.6523,42.628,113.889716878,248.452253414,57.5133213081,61.8785175356,149.705136844,467.568529205
-62.9848,59,21.767,32.5611,17.8200076347,2.4585222058,59,183.378994946,306.071920365,0.768159,59.2641,59.4299096171,99.0423459237,59.4142,43.131,123.107389459,306.256073961,59.27902029,83.7273746261,159.247154254,599.705169364
-64.9784,60,21.8807,32.8405,4.5285998192,2.47645423859,60,70.8713390452,326.161794301,0.804287,61.1955,61.3466819578,112.340341775,61.3302,43.5779,118.001650931,251.073129739,61.2093379615,77.8677652667,181.440918554,671.024639963
-66.5159,61,21.3414,33.0205,13.5978151518,2.48748856941,61,124.950686338,325.051449964,0.770891,62.6631,62.8265881267,94.2631396402,62.808,44.045,125.975051347,248.276948404,62.6778174499,61.2199531646,196.878103039,357.153532783
-68.1809,62,23.4502,33.2619,61.3383473841,2.60229836037,62,120.189717915,466.02010225,0.762118,64.3617,64.5107242712,124.47597567,64.5018,44.541,114.025543658,218.232713707,64.3726327551,55.2137763495,215.170252148,385.042108914
-69.3089,63,24.1624,33.4511,133.337647701,2.6256294253,63,169.451849083,368.526381746,0.847404,65.5515,65.7088618621,88.875303476,65.7002,44.9722,104.763541459,442.545230945,65.5678771037,216.419646272,243.511073235,951.015145072
-70.9364,64,25.0331,33.6143,1.88775153643,2.69120799017,64,36.5726465976,324.469937882,0.785718,67.1641,67.3143700042,101.470891339,67.3087,45.4397,109.046054198,297.130152978,67.1768422815,145.709110745,118.914699385,880.44718662
-72.51,65,23.8059,33.8411,7.73258332186,2.65189986456,65,125.324511204,250.555501729,0.758105,68.6953,68.8342415284,87.2504164367,68.827,45.8732,102.245229123,182.19391326,68.7084129349,52.8874959725,107.070947888,371.571823604
-74.3873,66,24.9146,34.1064,2.75530122472,2.72136270524,66,153.537174771,498.020983682,0.765559,70.5126,70.6311621992,178.913143195,70.6243,46.2951,139.385366621,326.403625293,70.5305680995,79.9361084686,249.070459518,449.911037419
-75.7852,67,26.6328,34.3567,6.20431196339,2.79504476081,67,132.766443037,289.322161715,0.757963,71.8829,71.9889751706,87.9340314887,71.9874,46.7303,126.499118018,289.929730716,71.8967220356,93.669430106,122.125996912,655.634151894
-77.0761,68,27.4338,34.5406,66.083736865,2.81223457497,68,217.881045237,287.882963651,0.750619,73.1762,73.2788586941,78.3534671272,73.271,47.1471,135.156895543,298.466515533,73.1902246402,54.1611755267,169.938655613,423.038179471
-78.5715,69,27.4266,34.7557,3.9763321495,2.84480095643,69,122.161956442,263.255169818,0.757499,74.6958,74.7961680895,81.6853580063,74.7861,47.5748,112.358262482,189.760464697,74.713866473,35.595574401,88.4926313646,278.959169073
-80.1526,70,27.4733,34.9781,20.6485792942,2.85550871095,70,127.724123718,461.558492671,0.768436,76.249,76.3402728459,155.677791622,76.3388,47.9854,130.7082344,236.413505389,76.2584025633,68.1096621238,229.158178047,388.810554724
-81.7164,71,29.1316,35.2377,2.32461625254,2.92272010548,71,130.864728012,474.594178686,0.744894,77.7427,77.8433248951,180.529578041,77.8285,48.351,115.617887953,212.64706428,77.7614364125,49.5813130215,206.425583619,429.606314467
-83.0169,72,30.2154,35.4622,43.618980659,2.99462309401,72,132.836822936,361.598626922,0.737213,79.1853,79.276422747,114.221629226,79.2775,48.8036,107.611476665,246.650228237,79.2015193446,74.9773298077,196.956104164,544.869103074
-84.8892,73,30.5386,35.675,2.77359134359,3.00866789679,73,119.368174152,373.155985624,0.766333,80.8688,80.9522513769,99.807509342,80.9507,49.1752,118.540563472,235.909409348,80.8831787751,95.664766901,113.710443617,635.290066013
-86.2893,74,29.9192,35.9131,-0.902738836089,2.99861922531,74,86.3962880722,382.087319292,0.76349,82.2526,82.3408663342,126.921974483,82.3348,49.5764,139.804294428,333.561502924,82.2718005044,114.877631153,129.096277524,684.700741296
-88.0578,75,33.327,36.1014,41.7269220382,3.09333722599,75,145.388663897,374.534852405,0.751027,84.1069,84.1862725742,123.381064409,84.1871,49.9942,128.705179829,321.857493032,84.1202973303,111.647666374,206.128022301,661.310473226
-89.4501,76,31.674,36.289,0.588712128559,3.08275929605,76,52.203804363,353.786451491,0.790263,85.4059,85.4820012222,108.261395624,85.4898,50.3562,128.74323968,386.849543852,85.4159830412,152.874091303,107.17639974,877.524129355
-90.8416,77,32.1986,36.4842,-0.741343935637,3.10244782711,77,88.7594907574,339.426223575,0.776665,86.8193,86.9108954262,115.936073328,86.8992,50.7247,126.983478787,420.326121549,86.8442932851,203.176369297,109.973675389,969.368512117
-92.4664,78,35.7318,36.6928,-1.13877314424,3.17215279665,78,120.964975827,341.589323294,0.742625,88.4064,88.4859085841,135.803805664,88.4871,51.1205,140.755586968,365.064629025,88.421011756,140.122444287,131.381643845,756.868996742
-93.9739,79,31.9731,36.9116,24.1694693434,3.12379718179,79,91.6743859701,424.844508083,0.785534,89.9309,90.0140234653,131.315536601,90.0049,51.4754,125.188392563,382.6519646,89.9477158648,186.315750147,182.581018614,909.02970926
-95.3556,80,35.9475,37.1359,4.11201531041,3.20998053166,80,129.727883804,447.422119224,0.764248,91.2847,91.3673959409,170.070357644,91.3682,51.8729,125.944891855,296.993673176,91.3029422583,112.700548354,195.095609527,679.87124633
-96.7661,81,34.4871,37.3752,3.56569525271,3.19426169149,81,74.7529244938,588.47256178,0.762101,92.6264,92.7097968226,175.073838515,92.7086,52.266,107.277073653,284.979081557,92.6500864201,112.807484579,244.596573465,559.760119031
-98.1912,82,39.237,37.5977,-0.257299345194,3.28261005353,82,91.7037902558,578.825980567,0.723757,94.1034,94.1741142251,173.470310281,94.186,52.7135,95.0621494019,514.029894622,94.1140619291,294.335946567,116.019327543,907.60243282
-100.019,83,34.6097,37.8422,18.9732785326,3.23157245015,83,158.114599545,634.808043131,0.799451,95.8814,95.9613698672,218.34282252,95.9706,53.0758,96.4016876571,393.86510599,95.8964648987,130.372741624,193.827419209,679.121079712
-101.026,84,38.0736,38.099,-33.0357690932,3.34417980113,84,162.363363934,351.180071684,0.811334,96.8963,96.9790491103,137.718622758,96.9825,53.4603,110.381961504,532.847151744,96.9208593794,262.723518294,125.279827607,894.454896702
-102.618,85,35.1522,38.2957,-0.0381922695437,3.24994497683,85,160.029069128,391.702384641,0.766085,98.4885,98.5696148294,108.423269605,98.5791,53.7767,119.249768112,321.240345658,98.5063230581,127.495680802,114.508700026,706.332712649
-103.829,86,40.3785,38.5094,51.0446601348,3.3700024271,86,-9.21539188327,516.218425127,0.819463,99.7193,99.7986742503,147.88672127,99.803,54.1273,115.091790433,330.925070866,99.7385516024,135.121559315,254.484531642,660.709988295
-105.157,87,41.5647,38.7112,5.42504429219,3.46150252674,87,-8.37915845909,515.049890404,0.795185,101.018,101.100666642,151.636234523,101.108,54.4556,116.851635469,319.706589638,101.036892582,149.502114346,142.009261388,808.200812438
-106.623,88,41.9434,38.9426,1.33435608948,3.41711262419,88,137.14455767,463.107622086,0.786582,102.509,102.59662709,132.351796688,102.611,54.8184,112.827243008,295.455901919,102.52774992,172.997572349,164.442101637,995.484024096
-107.816,89,43.2231,39.1601,20.3723523076,3.49364466156,89,-49.2506578926,823.918503189,0.803838,103.677,103.762885069,248.034722094,103.78,55.1466,93.8862799534,270.882982302,103.696679069,145.333465585,228.232672743,619.618423283
-108.97,90,42.3556,39.3827,6.5452912106,3.45913166362,90,127.004951627,410.897590703,0.774428,104.797,104.881201293,127.77059762,104.898,55.4948,130.743613736,287.273496518,104.814519435,98.060629973,120.968752267,577.742399079
-110.357,91,42.7842,39.5827,-19.1711045199,3.50266768964,91,127.56323161,418.55719908,0.809392,106.213,106.299045662,120.584965643,106.314,55.8278,97.7751201046,210.890783225,106.234031001,86.7783537959,118.514713305,593.705499093
-111.669,92,43.9339,39.787,37.9890856127,3.51044648181,92,116.819908225,244.218971352,0.774738,107.517,107.600338125,70.9902944193,107.614,56.0986,125.729662613,269.420609858,107.536630451,125.920675768,125.157871593,775.400181991
-112.728,93,44.5575,39.9437,5.134700969,3.59293903439,93,96.4229035338,246.374120562,0.802893,108.493,108.575745774,70.4763184379,108.585,56.458,124.201227776,244.329209,108.512970748,118.282326234,96.7025279714,634.862981572
-113.988,94,47.3585,40.1194,0.586526764929,3.65447165969,94,215.848420503,222.568403556,0.607244,109.834,109.912700092,90.4725688583,109.929,56.7931,75.4276759771,746.479042902,109.856235361,269.626169774,103.916140492,943.242120289
-115.13,95,48.4309,40.2306,26.4183170068,3.68411137291,95,116.457769763,293.758103417,0.805671,110.941,111.031362623,87.9957498426,111.045,57.0919,136.829784352,315.429986224,110.962792449,122.954590356,89.7824731189,634.144249418
-116.428,96,52.2836,40.3743,1.7046262363,3.71895113147,96,81.3377879699,337.804847158,0.813582,112.311,112.395493136,107.065787904,112.414,57.3822,97.5008673547,241.571853593,112.325752889,167.311299937,125.738910974,1063.10131706
-117.238,97,52.8083,40.4948,39.7257188394,3.722555391,97,145.833541234,453.736420055,0.827465,113.14,113.219806274,160.4657898,113.239,57.6945,130.049946829,293.473196033,113.157887015,128.278718366,215.233289914,703.618254321
-118.572,98,48.3718,40.6526,16.0871385779,3.69861381617,98,112.159066236,246.071047997,0.79718,114.504,114.58955568,84.0771375325,114.615,57.9716,102.408409636,214.548492411,114.529058907,102.162244559,146.398690317,543.28078337
-119.21,99,53.2926,40.7936,79.0417361758,3.78740302755,99,132.602922658,573.548542068,0.823376,115.136,115.218009162,166.400202967,115.237,58.3153,111.96034726,239.238107208,115.148982096,141.872675662,267.426404551,832.080171551
-120.222,100,55.0044,40.9756,37.5802738952,3.84746361019,100,146.884981295,309.806378634,0.851757,116.091,116.174672007,82.7831750926,116.201,58.598,109.564099243,323.074084179,116.113867952,161.140210291,124.311019817,975.543678564
-121.343,101,50.5889,41.1678,1.31245928277,3.81772330387,101,126.323986464,392.098289602,0.824904,117.177,117.259661954,129.516859517,117.269,58.8883,139.725157277,512.023235511,117.198102923,197.804245925,194.06767421,876.991095417
-122.255,102,51.404,41.3098,2.07034391156,3.8197804865,102,106.658795791,472.863196361,0.834676,118.141,118.221544272,165.702194345,118.24,59.2479,114.349426007,211.56002881,118.161887034,116.833026268,181.81566864,660.883951277
-123.618,103,52.9175,41.4887,35.2976108389,3.88243032233,103,40.2981094226,670.913938422,0.845638,119.413,119.489497882,235.638500811,119.515,59.569,108.971555679,398.476677568,119.431501969,277.504157478,242.171929426,1499.38110837
-124.716,104,56.6171,41.6712,0.496515399299,3.91284911868,104,110.395595056,374.23594496,0.815478,120.637,120.718606271,112.817900392,120.743,59.8989,98.6306822226,189.489055216,120.663121562,135.595908182,164.090227405,845.698954171
-125.806,105,61.0828,41.8245,-65.4383812913,4.10145516968,105,122.262183469,267.056949072,0.854412,121.7,121.771785934,85.8614901192,121.802,60.2333,117.925020678,381.187106573,121.719307031,137.848519529,70.7277853722,770.844504058
-126.561,106,62.3295,41.9673,-1.2283392423,4.05501457944,106,102.827921736,312.171923186,0.830365,122.404,122.483731891,92.1577101887,122.516,60.5545,116.508627086,224.95831734,122.426344121,78.6748726245,90.3460543915,533.406264159
-127.78,107,58.545,42.0761,-0.017243326338,4.06406928151,107,112.437572125,349.458875204,0.794671,123.544,123.617575517,98.6358178239,123.65,60.869,113.763428187,228.176085774,123.566391856,108.962178531,101.231041355,697.527403791
-128.652,108,61.5299,42.201,0.578958825985,4.12322377181,108,156.813767488,380.337432251,0.747019,124.473,124.55100271,106.660762552,124.593,61.1321,105.13266421,565.501735652,124.497433296,326.012843316,88.4600130163,956.129579757
-129.721,109,56.0798,42.3687,55.9924228334,4.00011486287,109,117.212405576,781.878130496,0.812521,125.438,125.512952005,234.567121798,125.556,61.4205,138.658638341,271.0137432,125.457386325,74.5179605812,224.516498417,410.300689883
-131.121,110,56.9851,42.4877,34.8228666897,4.08786160503,110,145.419127495,263.120814629,0.834124,126.755,126.833472494,76.8959041281,126.855,61.6967,138.63554071,380.954603353,126.781283069,185.940556149,149.331530217,1053.10946426
-132.042,111,62.4364,42.6591,-0.831295363584,4.13643696017,111,193.487022469,300.856591023,0.850664,127.685,127.758708482,126.331722907,127.8,62.0293,133.488002481,454.78666837,127.701272866,188.462796005,122.634679542,1006.65121028
-133.24,112,59.7326,42.7801,-0.355178896095,4.20139804549,112,138.446828979,351.472521007,0.835619,128.866,128.943064389,109.611611096,128.986,62.3052,120.049356694,223.909882942,128.886362914,120.816514547,147.696983783,645.43753362
-134.438,113,62.5757,42.9377,5.1389334118,4.15001296383,113,125.450060427,264.459755522,0.845793,130.044,130.121431866,97.5285534073,130.145,62.6486,157.841012127,395.952751919,130.069046955,116.310762824,119.685342742,810.68798356
-135.732,114,60.0045,43.1228,4.18292224462,4.13738066389,114,-45.9104889261,269.247753614,0.830496,131.209,131.2856153,83.4406982786,131.311,62.9332,79.1120085589,320.430033171,131.234321891,303.18924426,166.002076588,917.670797448
-136.829,115,68.6444,43.3054,26.6500852045,4.24858550221,115,282.067988972,274.298564709,0.882399,132.526,132.600700666,95.5821760908,132.635,63.2365,175.259833108,553.395128973,132.546777201,100.190998728,134.151523469,783.979289724
-137.852,116,59.639,43.4751,-0.925097764071,4.17138832951,116,167.114303871,885.412978864,0.839979,133.502,133.574098879,331.892026537,133.612,63.5044,140.686885768,439.098598807,133.522002425,190.681787556,412.744914897,1125.11264763
-139.31,117,64.7392,43.6334,0.337174259968,4.25472521617,117,118.932245809,297.128325669,0.842772,134.911,134.986649417,99.540241497,135.021,63.8129,96.7605298942,170.464914461,134.930530882,62.600425709,114.770077891,400.451226536
-140.075,118,64.8262,43.8213,1.50475626774,4.29001881015,118,-120.556616099,337.563836416,0.858472,135.7,135.777729441,122.42930441,135.802,64.1435,132.827500542,297.91719702,135.723083965,134.146471328,156.546193103,647.502002472
-140.925,119,70.1054,43.9743,4.23626809487,4.35464437157,119,92.8776372525,396.711365375,0.853405,136.601,136.678442093,128.468608068,136.704,64.4067,92.6285774985,160.396851232,136.626543837,84.2588589666,185.58258187,530.438962503
-141.66,120,65.4723,44.1221,106.454504038,4.29122099051,120,121.365517645,384.345379205,0.852151,137.276,137.35925336,78.2405557821,137.393,64.679,118.927497967,243.135758877,137.298938359,168.854936241,195.881213134,1217.17250333
-143.055,121,67.4825,44.3053,59.6916937457,4.38400025543,121,92.4885045884,446.365942873,0.851254,138.675,138.744137743,115.184677762,138.783,64.9992,92.9769045928,155.884528022,138.686827113,88.5960976524,210.652263378,762.227330486
-143.968,122,68.3787,44.4363,47.7097184048,4.44564890998,122,122.772053555,248.073450967,0.864186,139.661,139.74288823,63.9889246087,139.769,65.3072,122.435280431,298.315743599,139.690856176,201.885367138,134.122251291,1025.01367589
-144.867,123,71.184,44.5797,42.1513605826,4.43840588256,123,128.787787711,476.017295854,0.868466,140.524,140.599137603,136.941022111,140.639,65.5542,120.582495834,308.777461321,140.546513523,119.957853369,236.863592476,521.765962619
-145.608,124,69.0113,44.7363,0.27468165188,4.45348194674,124,-14.3544747557,340.805882106,0.842457,141.158,141.232220922,91.0143443499,141.263,65.8298,127.770665343,282.657126245,141.175527462,111.680174381,138.963411977,601.095556457
-146.86,125,71.8315,44.8991,29.1933415416,4.45694216211,125,149.03638345,500.275814606,0.842597,142.426,142.493862696,161.321942115,142.532,66.0874,107.082099044,264.418358492,142.446543021,132.819961644,187.636433264,802.250933655
