MinEsReturn,AverageQLoss,AverageEsReturn,AverageReturn,Iteration,AverageAbsQ,AverageAbsQYDiff,AveragePolicySurr,Epoch,PolicyRegParamNorm,StdReturn,MaxEsReturn,AverageAction,AverageY,MinReturn,AverageDiscountedReturn,StdEsReturn,QFunRegParamNorm,MaxReturn,AverageAbsY,AverageQ
95.1350458217,0.132706,186.512874865,104.653891187,41,5.26767,0.158657717397,-5.55157,41,28.5714,26.7249205251,362.279745201,0.680982,5.26528128298,94.1264918071,77.2406320276,91.825140508,25.9692,224.978201282,5.26578921402,5.26355
91.7461855671,0.14179,177.312753676,435.65326216,42,5.44759,0.162270010073,-5.72947,42,28.9031,49.1939925222,295.273395227,0.669235,5.44494131639,297.052577601,182.085765819,68.3631519972,26.3612,522.666864296,5.44545168817,5.44377
38.5743628485,0.157558,196.575958561,242.296357008,43,5.63522,0.165400662486,-5.90952,43,29.28,4.73348140543,530.150308004,0.641351,5.63269674288,228.851970263,136.570817101,167.2348784,26.7742,258.433390378,5.63308873945,5.63117
17.6209944091,0.145744,226.397703085,255.273417172,44,5.8001,0.166191103041,-6.09504,44,29.6716,29.8112953035,425.381608039,0.654672,5.79658197702,229.56579476,139.950477846,131.451976694,27.1762,404.339780815,5.79699766528,5.79555
43.6805143085,0.156038,189.091506962,250.616816101,45,6.02654,0.168996824353,-6.32577,45,30.0662,6.25931040614,452.268608313,0.657409,6.02381802058,237.197387785,138.297782497,119.372358621,27.6225,265.017484482,6.02421649422,6.02265
73.2822490977,0.151423,240.121649071,271.636838471,46,6.20899,0.172017334371,-6.51363,46,30.439,49.4572187112,369.984990567,0.730094,6.20667923291,233.034948864,143.882520947,81.2499238799,28.0654,493.221048957,6.20701887976,6.20481
21.7242715331,0.170947,184.373906634,392.627064859,47,6.41708,0.180370055349,-6.73214,47,30.7749,9.45685276577,466.145876375,0.530972,6.41433576655,347.753577871,163.046710054,117.57884149,28.4598,404.051265681,6.41460382985,6.41338
40.3820733211,0.191245,287.145065775,308.989257269,48,6.62049,0.190599290862,-6.9414,48,31.1531,4.59642305253,498.842276359,0.621759,6.61770296286,294.497959647,160.826466382,124.228106058,28.8748,318.177650665,6.61795746391,6.61581
27.9413017776,0.19045,228.949763641,354.486919356,49,6.81883,0.193100172094,-7.15223,49,31.5227,17.778912461,451.441768214,0.649503,6.81485692266,300.720741773,172.945532948,120.091187757,29.2585,377.721798286,6.81520590643,6.81343
14.7498411691,0.218164,277.416397137,279.870534661,50,7.05158,0.197039627396,-7.37457,50,31.8396,2.93910105819,555.312735915,0.505841,7.0491947725,274.387296842,150.759140257,186.377745457,29.6143,285.828725966,7.04943789712,7.04803
26.8554255674,0.213246,217.56846428,275.622052395,51,7.26964,0.200215716352,-7.59618,51,32.1207,1.91814299594,369.789338173,0.423649,7.26572815123,271.302574706,149.223196816,118.366264214,30.023,280.354814517,7.26625979672,7.26403
12.031299178,0.211153,192.988493419,382.294998379,52,7.4791,0.19785079176,-7.81618,52,32.3964,10.392727287,342.062006547,0.595267,7.47463348091,356.041649234,183.178942768,105.290374978,30.384,426.017794129,7.47540021586,7.47301
25.966434801,0.237397,179.291692944,391.841970015,53,7.71663,0.214484502473,-8.05984,53,32.6886,6.13598996436,339.805283687,0.590342,7.71208308637,381.979196005,186.426399243,120.130090258,30.8168,404.849402531,7.71282077659,7.71067
60.5026820034,0.230297,230.348571859,273.978991836,54,7.93134,0.20772625548,-8.26789,54,32.8524,9.6001544799,472.117390862,0.669806,7.92672591345,257.594997678,143.951624026,117.759607787,31.1202,331.514336815,7.9276289082,7.92576
21.8575546122,0.239636,232.456255746,348.890669924,55,8.14519,0.215721380023,-8.49943,55,33.1703,20.9958717568,380.976143845,0.628482,8.14220475849,297.195229017,173.13784711,119.216155043,31.5337,385.493398593,8.14261635299,8.14028
20.760351457,0.253504,186.073795702,297.468717706,56,8.38107,0.219208984782,-8.74637,56,33.4317,6.29504450761,366.677309728,0.562449,8.37684656469,284.200580537,157.485835853,102.82584651,31.8727,311.45485878,8.37742210942,8.37539
34.0305748642,0.279154,189.07828589,307.768008662,57,8.61879,0.23234351628,-8.99619,57,33.7694,5.52954469708,439.747739125,0.617381,8.61508838543,296.824412524,160.129279828,128.772657858,32.3032,319.04894956,8.61583361262,8.61371
38.7944188406,0.31778,247.822593458,243.912890537,58,8.86131,0.240992636758,-9.23797,58,34.0154,3.04759294004,375.005775853,0.59239,8.85723856614,238.403471931,139.06794124,104.985568452,32.7053,252.016314905,8.85766154374,8.85608
36.8379423588,0.281663,221.23412838,294.727674164,59,9.07996,0.232466808424,-9.45936,59,34.2425,10.1903486236,336.394637694,0.561144,9.07649742474,279.842537863,156.450019732,103.838070135,33.0322,316.794486726,9.07722064279,9.0748
24.6569502114,0.333934,201.162519161,279.967890415,60,9.33819,0.256979905569,-9.72783,60,34.5002,7.45625267046,398.71441561,0.646274,9.33356792056,266.182482854,151.126920369,137.093501976,33.4621,295.870062481,9.33437375617,9.33139
16.7508509196,0.3082,173.507015222,293.520883125,61,9.53762,0.24672938668,-9.92974,61,34.8611,7.10819831605,328.366758397,0.56916,9.53222836059,281.453545729,156.128808277,132.993913916,33.8028,316.725705786,9.53370030567,9.52986
19.1412434902,0.347411,239.819528828,312.270977338,62,9.80012,0.257316928344,-10.1858,62,35.1144,8.86604579893,386.815956445,0.613635,9.7951104125,296.257034992,161.896191888,111.600872707,34.2083,338.529191077,9.79630328969,9.79352
30.9975957517,0.34669,186.783042403,279.667621603,63,9.97186,0.259197581742,-10.3695,63,35.3905,5.89963041279,333.524110332,0.546117,9.9653851797,268.413616219,150.974994211,123.089520735,34.509,288.581614207,9.96655431994,9.96403
10.7738799841,0.371845,211.731908381,233.379762921,64,10.1965,0.270564161248,-10.6025,64,35.6225,2.12960899405,302.86726053,0.683278,10.1912005168,228.178844907,135.390636086,103.801581933,34.8843,237.830783463,10.1920827363,10.1893
12.8805508599,0.406266,221.374600389,268.327740073,65,10.4471,0.283954125354,-10.8697,65,35.9035,3.51814056289,336.634383666,0.732456,10.4415739215,259.844809478,147.701269061,94.9068872276,35.1991,275.62101335,10.4426733647,10.4399
14.1449202538,0.460771,179.049622218,267.366959829,66,10.7082,0.28982107565,-11.1232,66,36.1561,2.99396841535,282.101203994,0.681901,10.7022838448,261.911190128,146.663744659,105.704609446,35.5907,274.434813123,10.7034407483,10.701
69.6216930722,0.457384,211.031535375,262.192853122,67,10.9052,0.295390836657,-11.3311,67,36.4109,1.93371638323,290.180138835,0.672723,10.9019462157,257.573654818,145.500557368,80.9104286642,35.9593,266.903121105,10.9029446534,10.8992
34.9493844165,0.435456,176.092079143,225.799198114,68,11.1263,0.292370719353,-11.5847,68,36.6151,2.99216072183,290.691924335,0.66315,11.1213231587,216.93137916,132.70212819,103.144773078,36.2737,231.824781602,11.1215399057,11.1208
9.68497420942,0.419472,190.660361489,276.330329476,69,11.3718,0.291679734175,-11.8284,69,36.9107,2.30838820759,293.617798447,0.666918,11.3691840854,270.966423124,150.676558896,104.957602382,36.6046,283.121473368,11.3695342705,11.3659
17.9183525442,0.464773,217.016593546,269.515659194,70,11.6243,0.305989333141,-12.0842,70,37.1591,3.60122563889,311.854836875,0.683119,11.6191347212,257.878642982,147.955905042,93.5388968845,36.9333,279.681992418,11.6193470595,11.6174
11.3568696136,0.498172,192.761599295,248.604240447,71,11.8844,0.314541081504,-12.3576,71,37.4273,2.90106673639,300.379255748,0.71828,11.8797123882,240.492029795,141.21668796,97.2361557977,37.254,254.053123504,11.8802237162,11.877
14.9433034182,0.488053,200.110400336,313.53688864,72,12.1322,0.309763432043,-12.5937,72,37.5808,6.16830468033,297.003836094,0.648527,12.125976349,295.752295302,161.836377352,89.0693393177,37.5479,323.733425338,12.1263912925,12.1251
32.2175464313,0.526864,226.294827933,259.63484145,73,12.3308,0.322297503672,-12.8013,73,37.8968,4.28298593537,383.09251888,0.704443,12.3256217224,253.788913818,145.330680092,105.862320566,37.8474,278.403890825,12.3260386474,12.3234
79.5939576385,0.54293,248.712880162,263.659842025,74,12.5778,0.325528757214,-13.035,74,38.0749,5.83608766843,281.309637979,0.649481,12.5724612954,250.431222488,147.626393732,57.586917729,38.1987,277.881794725,12.5729395331,12.57
3.79770439275,0.549939,218.056087044,292.150994397,75,12.7923,0.329049791828,-13.2627,75,38.3935,10.0751002549,339.013240876,0.681765,12.7854410498,272.335453949,155.041534042,104.482693837,38.5066,308.319203495,12.787311412,12.7835
126.740760721,0.562262,264.375696391,279.430519092,76,12.9823,0.325272233601,-13.4492,76,38.676,3.0789917172,311.80549922,0.72943,12.9717892665,270.756006312,151.490489992,50.8998509594,38.7979,286.789224005,12.9746762573,12.9706
30.7164027609,0.543405,216.465664263,265.557926885,77,13.1923,0.331005690815,-13.6501,77,38.9851,4.81228684834,294.299507521,0.784222,13.1845094758,250.474762651,147.181296254,81.6664608631,39.142,275.851806576,13.1868238555,13.182
52.9120749248,0.58757,235.343683761,280.715489416,78,13.419,0.340912424452,-13.885,78,39.2111,5.4644975871,300.434412354,0.749827,13.4107911995,267.656629949,152.332370144,91.7859495974,39.4377,292.055372954,13.4135175929,13.408
22.2442805748,0.559882,184.656570815,283.129146166,79,13.6139,0.334781435965,-14.0867,79,39.386,6.71076245487,290.546367497,0.782676,13.6058041764,263.055475917,152.498443412,103.066199691,39.7252,295.910520996,13.6085648673,13.6037
21.4898687268,0.555307,219.932315603,280.884739106,80,13.7961,0.342598913174,-14.283,80,39.5258,7.25705037407,306.310942623,0.739596,13.7876635477,263.366816707,152.846769276,101.055603194,40.0332,291.996227252,13.7899479443,13.786
4.2603882207,0.670612,187.454528317,276.924255569,81,13.9872,0.358777408546,-14.4631,81,39.6724,4.90386488735,298.332493332,0.751322,13.9758739548,265.963562408,148.975585235,117.903331303,40.3492,290.594756371,13.9786623577,13.9732
18.9179370725,0.730444,129.810222528,287.701442297,82,14.2657,0.370168966989,-14.7659,82,39.8815,5.87875046124,305.77214505,0.723088,14.2550789308,277.004529588,153.507070785,115.635030467,40.6535,305.127106173,14.2575227224,14.2538
102.39777852,0.647639,242.006399118,343.269275316,83,14.4502,0.358441825521,-14.9282,83,40.054,19.8324449384,334.066824002,0.710878,14.439799379,288.017810287,171.080949017,68.3096719758,40.9516,378.52050748,14.4423060201,14.4374
14.0663457406,0.731786,166.857043885,299.334419322,84,14.6464,0.362912917752,-15.1116,84,40.2468,26.1323222846,435.357178559,0.795185,14.6367249414,269.634806958,156.568808196,151.82674027,41.2277,421.837975916,14.6400383204,14.6345
36.204392915,0.796103,218.623379843,309.382088382,85,14.8319,0.379812681314,-15.3176,85,40.4468,27.2782448274,362.317306234,0.727774,14.8219204253,268.179622621,160.124282501,109.652584369,41.5325,399.934843754,14.8243220787,14.8197
50.792815409,0.631496,235.704457434,285.865011913,86,15.0502,0.360825881408,-15.5351,86,40.6861,14.2108224903,362.28808999,0.757631,15.0387018684,266.700904445,152.847796356,106.733987434,41.87,337.411650415,15.0413791245,15.0369
19.9872886164,0.786059,277.629997115,502.59249292,87,15.2526,0.378564604891,-15.7401,87,40.8336,14.736742425,445.867973478,0.745756,15.241309764,473.262418144,208.815870891,139.274823297,42.1629,532.26204608,15.2446779483,15.239
11.7844008282,0.781394,234.02504165,490.077835079,88,15.441,0.382991858162,-15.9207,88,40.9846,42.401841855,521.811100244,0.773706,15.4296863398,429.467707006,206.088925389,151.179828128,42.4564,564.67700522,15.4327972164,15.4275
19.6001155457,0.707549,251.922667124,518.128692457,89,15.5406,0.380472066887,-16.0526,89,41.1605,17.9422496395,437.097345616,0.773162,15.527573737,483.611495132,213.128079669,138.727539992,42.7877,542.932591128,15.5313124454,15.5259
24.5978486257,0.831821,247.102244807,453.656797405,90,15.8114,0.391148455104,-16.3145,90,41.3023,79.5083725074,524.135378149,0.70068,15.8011936938,268.097123283,198.825180879,176.812561205,43.0794,579.387389113,15.8035336967,15.7988
35.0948622445,0.868142,262.718913235,490.385890775,91,16.0034,0.40959630065,-16.5247,91,41.4501,38.7084923686,449.700015181,0.80123,15.9919110411,387.358625339,204.250162734,139.839878802,43.3777,536.080099955,15.9940151867,15.9892
40.0270497667,0.81591,233.115685669,487.246064668,92,16.2249,0.396106249718,-16.7577,92,41.5441,24.728876828,482.583485436,0.807775,16.2145489565,447.137406134,205.424327725,133.683243487,43.6267,546.773119594,16.2167267986,16.2132
25.2395262776,0.855518,235.166958726,515.224410108,93,16.4766,0.409306478395,-16.974,93,41.7204,106.066111271,555.540582693,0.843145,16.4668418999,320.221161017,199.895714358,149.662150706,43.8971,729.997584402,16.4688499272,16.4639
12.0584687394,0.947517,209.137893905,464.527253668,94,16.6111,0.414453878401,-17.1317,94,41.8707,29.8865197909,530.229980693,0.834654,16.6028133065,379.719008272,201.697626818,170.612327999,44.0742,505.479314118,16.6045255162,16.6
55.0635692571,0.899253,266.675760237,385.087682362,95,16.8567,0.421309008161,-17.3769,95,42.0023,181.33749683,529.82856295,0.849527,16.8465643704,46.2310632604,164.456843884,134.083290295,44.3692,666.740399856,16.8484751716,16.8449
8.94781607027,0.891347,194.960337683,485.68969475,96,17.1587,0.423305909453,-17.7006,96,42.146,26.0248601566,393.786131014,0.813979,17.1491780481,431.936247641,190.65301521,130.338969274,44.6207,538.68782399,17.1518275606,17.1458
24.5454701203,0.880501,194.481562072,468.814273642,97,17.3048,0.421534443629,-17.8507,97,42.2617,155.281212985,523.181962551,0.830825,17.2957237392,212.103958605,189.40502903,153.079749585,44.9248,713.916179508,17.2980473702,17.293
34.1865716322,1.01301,302.680239583,490.96074845,98,17.463,0.430971958103,-17.9938,98,42.3923,49.5835011949,456.095325504,0.817498,17.4532150741,426.708188661,201.595972175,121.560414509,45.1437,610.097942846,17.4555831487,17.4512
20.1000607231,1.14057,385.869184818,577.931983783,99,17.7157,0.457981019192,-18.2565,99,42.5827,23.9179436778,854.692387409,0.782059,17.7063392995,522.543590163,218.534964932,263.088110754,45.4323,627.267063787,17.7094598866,17.7036
195.989872943,1.00759,362.130640422,526.675084441,100,17.9447,0.446733274009,-18.4934,100,42.7012,12.2572248597,538.125908327,0.82167,17.9325377017,451.246309666,206.023943341,128.16811258,45.7085,540.953245789,17.9358158479,17.9301
45.4489257226,1.06909,225.452495611,578.517187555,101,18.1726,0.453606282829,-18.6862,101,42.835,56.0188087074,541.981897833,0.836301,18.162120454,447.338351618,210.703152167,167.084550165,46.0095,675.989384874,18.1640461492,18.1594
116.255336892,1.21766,269.844819054,479.440878354,102,18.29,0.475576648626,-18.8306,102,42.9649,42.4576270842,362.01736058,0.815485,18.2794708818,382.83158126,201.008868824,93.8851760153,46.3175,581.231054252,18.2817979665,18.277
4.46981563524,1.01312,282.479564422,487.188628188,103,18.4735,0.450757317168,-19.0188,103,43.1129,98.5395620777,579.370887626,0.824615,18.4639761531,254.89443819,197.7996547,211.75749704,46.597,809.634716853,18.4660243197,18.4611
21.1843818987,1.24769,268.971887662,442.540735748,104,18.7059,0.478437135305,-19.257,104,43.2896,87.6127190964,422.372144361,0.828325,18.6958393742,134.971702694,189.094462044,136.231349661,46.8166,578.675663408,18.6971316471,18.6931
118.584068079,1.2058,301.438516963,472.148795174,105,18.9114,0.486108483751,-19.4701,105,43.4262,71.5049779689,576.889861605,0.796505,18.9013080405,188.533189994,201.840983099,147.471696044,47.1083,510.22310398,18.9030429947,18.8994
42.768370305,1.16646,216.382061902,514.939769309,106,19.0691,0.474272820765,-19.6245,106,43.526,14.0615515169,601.070805326,0.825902,19.0589337729,483.016319362,203.118161036,166.862928116,47.3431,548.379200444,19.0608884874,19.0565
93.1225797248,1.21231,291.595213735,465.382675906,107,19.2926,0.478225666203,-19.8438,107,43.6735,13.6293876532,542.737835659,0.830854,19.2816249874,427.65975041,201.313357308,145.976997597,47.5736,493.272947783,19.2844066415,19.2791
8.66300194485,1.44248,204.646144334,475.393055362,108,19.499,0.516125786652,-20.0636,108,43.7416,34.5444870852,569.701248038,0.853719,19.4882325172,345.428161925,194.975934425,168.544044311,47.861,506.083656264,19.4914226481,19.4845
20.1946815174,1.32251,187.181309165,468.309038834,109,19.7009,0.485797407516,-20.2503,109,43.8607,90.3207142893,412.3077995,0.830484,19.6908159907,325.507636133,194.646026522,133.943984383,48.0902,683.669532686,19.6940801777,19.6888
93.5579737839,1.43904,334.237673864,447.483017079,110,19.8559,0.507124303555,-20.3948,110,43.9659,84.8023920816,600.337297997,0.759382,19.845945718,229.424108859,194.143918387,188.219797007,48.4041,521.998555724,19.8500065599,19.842
17.201689871,1.30086,172.238610772,461.277865269,111,20.0902,0.504174866456,-20.6495,111,44.1056,43.9862008009,480.402257416,0.859515,20.0778752202,340.570612379,200.889507083,140.097445349,48.6953,500.874961265,20.0807642324,20.0756
8.73074866986,1.24679,222.328946023,309.909274914,112,20.2427,0.495808077131,-20.7944,112,44.2291,46.7868110354,458.993683474,0.865703,20.2314473301,222.16490049,159.798127492,171.030677809,48.9075,460.677945254,20.235042477,20.2288
50.5872440175,1.47966,260.859971167,366.17404662,113,20.3874,0.522315586006,-20.9572,113,44.3552,36.7884437471,655.023081209,0.85558,20.3744739483,281.332364061,173.743899286,167.692493664,49.2137,445.929372917,20.3778044955,20.3716
126.978113473,1.46767,279.345115047,377.643351286,114,20.5494,0.532614523955,-21.1285,114,44.4822,44.4678559275,407.735178774,0.849119,20.541594475,291.388021665,170.757010168,92.8847163861,49.5101,616.53783266,20.5430886847,20.5372
23.5522387355,1.38217,263.844729509,381.397977991,115,20.755,0.523061548307,-21.3486,115,44.6089,20.6871440076,561.552776064,0.826068,20.7422440831,335.011905955,181.29227762,154.089188147,49.7076,456.201637164,20.7443506498,20.7413
8.45375468845,1.33498,253.128660192,360.370129307,116,20.9487,0.517902072723,-21.5373,116,44.6951,9.23902699648,421.467365202,0.767464,20.9384081443,314.00243744,176.060076804,118.627055699,49.9319,378.968189881,20.9408982631,20.9348
26.5192371757,1.46793,258.632792934,376.15582801,117,21.0888,0.532012485721,-21.7069,117,44.8268,4.89422645308,558.382612758,0.808121,21.0776782734,363.745067764,180.296550829,165.32900951,50.1837,388.733070002,21.0806475307,21.0749
43.6521167926,1.48922,286.41151597,385.925642428,118,21.3014,0.551192098175,-21.8615,118,44.9231,68.0111801542,401.806170991,0.773473,21.2897805238,307.795284941,174.499194915,107.243481371,50.446,544.553826319,21.2920782958,21.2874
7.75868395799,1.64605,247.765430877,370.10250443,119,21.4356,0.560692297152,-21.9974,119,45.0284,54.0986300814,613.405605497,0.758673,21.4246595356,232.402509917,175.621482442,207.998411515,50.7128,561.758741955,21.4269616128,21.4224
75.0330799767,1.5738,250.221443697,329.965975863,120,21.5485,0.55091518743,-22.1236,120,45.1846,53.9628503989,445.068842099,0.781901,21.5397155476,241.24709165,159.011332488,130.048195342,50.963,463.781102843,21.5420737889,21.5358
31.8078504018,1.46486,326.047617149,375.693593164,121,21.7069,0.542215682629,-22.2834,121,45.2929,32.9989188304,496.167653013,0.774132,21.6975389876,289.845728597,178.17914853,158.231414285,51.2139,506.166469791,21.6990459578,21.6948
9.02718270913,1.5332,267.062688726,370.400923364,122,21.956,0.541961591888,-22.5334,122,45.395,35.6447412129,590.02767879,0.746354,21.9479589008,306.728957003,175.061734941,204.296460629,51.4488,469.9379135,21.9500600404,21.9443
16.0497808428,1.71183,284.981471518,464.002004511,123,21.9936,0.575397715746,-22.5661,123,45.4827,55.4751313284,561.415819246,0.786192,21.9806111488,392.725792151,199.299786878,195.062691695,51.676,564.709549717,21.9823348184,21.9771
10.6374929165,1.80225,221.70716544,395.365300473,124,22.1089,0.573655332788,-22.7102,124,45.6325,54.5064872563,609.431728089,0.758038,22.1004358896,340.267091154,182.068341199,218.697545058,51.9202,499.576562378,22.1022914637,22.0971
