QFunRegParamNorm,AverageQLoss,StdReturn,AverageAction,AverageQ,AverageY,MaxEsReturn,MinEsReturn,Iteration,AverageAbsY,PolicyRegParamNorm,StdEsReturn,MaxReturn,Epoch,AverageAbsQ,AverageReturn,AverageEsReturn,MinReturn,AverageDiscountedReturn,AverageAbsQYDiff,AveragePolicySurr
153.332,1.78944,151.634522623,0.999882,21.862,21.862899362,399.448632378,107.955773635,1997,21.9426970667,120.253,76.9540973751,596.591497366,1997,21.9442,248.452070338,174.071815381,134.407062619,125.846757637,0.557903076254,-22.0247
153.346,1.63741,193.875210358,0.999869,21.7561,21.7574104868,426.709705902,16.6483595758,1998,21.831753903,120.256,98.8613173862,649.275818917,1998,21.8339,283.689943123,145.096688958,141.584483538,131.668099748,0.544069345328,-21.9066
153.382,1.77729,56.4337681857,0.999897,21.7264,21.72779879,479.625014058,69.8189240995,1999,21.7952580125,120.334,122.54215457,811.860074095,1999,21.7999,711.292739766,225.937236337,594.867333664,229.115062352,0.5480402851,-21.8499
153.414,1.78659,18.8545798038,0.999629,21.6666,21.6672395504,571.074782327,12.8054559604,2000,21.7340756649,120.312,213.991130103,739.469561986,2000,21.7395,699.709310925,229.200088766,650.93433519,226.683158032,0.544113239953,-21.836
153.449,1.73677,15.0597824764,0.999798,21.6877,21.6882102928,712.712133586,47.7233790025,2001,21.7409335658,120.348,196.47452165,741.98589453,2001,21.7519,711.206018458,282.723994944,656.519819526,230.130043526,0.53737514002,-21.8715
153.456,1.88323,22.5704711836,0.999865,21.5361,21.5390953823,764.256026119,21.5192162584,2002,21.59801911,120.356,288.099637166,739.615275875,2002,21.6025,684.962224973,366.079824805,633.608268182,216.664168867,0.554677196606,-21.7015
153.478,1.69488,298.572853302,0.999828,21.4883,21.488052223,677.348888738,15.645214261,2003,21.5387584113,120.468,260.035931546,2640.51212426,2003,21.5503,1220.07521715,335.53985958,1066.16970382,239.301306561,0.538057342974,-21.6769
153.489,1.58089,229.664052882,0.999761,21.5325,21.5330844673,573.821969684,131.394327447,2004,21.5840044731,120.573,160.360518072,2100.05608073,2004,21.5923,1607.49971196,374.946059948,1195.93779857,249.568045186,0.536995269369,-21.7588
153.515,1.35253,182.160239872,0.999759,21.5172,21.5182589854,906.495072299,150.888892486,2005,21.5579851023,120.546,267.706552917,1581.23492521,2005,21.5648,1080.73880062,606.962434918,717.022950099,246.351734224,0.502518132108,-21.7375
153.53,1.58454,196.754971781,0.999709,21.5405,21.5408904606,735.160298798,19.3792698776,2006,21.5712844953,120.549,257.980505491,1638.37589886,2006,21.584,1107.63803942,355.430282343,717.876456226,236.701875753,0.517380997816,-21.7593
