StdEsReturn,MinEsReturn,QFunRegParamNorm,AverageEsReturn,PolicyRegParamNorm,MaxEsReturn,AverageY,AverageAction,AverageAbsQYDiff,AverageAbsY,AverageReturn,AverageDiscountedReturn,StdReturn,Iteration,AveragePolicySurr,MinReturn,AverageAbsQ,AverageQLoss,MaxReturn,AverageQ,Epoch
47.8186535148,-30.5575415528,14.5506,37.6074388717,18.1497,127.844879633,1.99397540779,0.872054,0.0955851949622,2.03135075255,144.125394126,73.3421774499,73.1723878535,21,-2.3992,24.141077769,2.02928,0.0251104,391.125499676,1.99354,21
69.2439950679,-36.5888240875,15.0514,7.42242315703,18.8282,187.818932759,2.10972629795,0.890953,0.0992433557449,2.14938666138,-25.9017046462,-0.59923344871,9.28365022729,22,-2.51426,-47.9960356581,2.14728,0.0285998,-5.21833400908,2.10908,22
30.2211026519,-56.8344580388,15.5344,-12.8515598827,19.4166,32.1752574792,2.20074801002,0.939144,0.099437169903,2.24504660125,2.02187904419,16.063986899,10.1769218508,23,-2.58141,-23.2630129729,2.2433,0.0281509,29.027802477,2.20009,23
142.01235894,-12.456478375,16.0158,62.3824655513,19.8371,406.711203578,2.28535546436,0.903982,0.101857724381,2.33468225476,-6.7235564206,10.4479991394,6.59191875832,24,-2.67085,-21.7332696465,2.33313,0.0293816,8.65598454543,2.28467,24
64.2604679724,-21.3435642272,16.4843,22.2335697434,20.4521,185.487578547,2.37952502951,0.89571,0.103421202887,2.43130591291,143.107981052,70.568546017,121.025360492,25,-2.75706,41.2178713696,2.42978,0.0285439,492.29624572,2.37893,25
116.437009532,-3.80143050354,16.9961,139.288281992,20.8077,292.118721471,2.48414653976,0.882472,0.105413084415,2.53560923711,231.08604955,94.0241106328,134.347216733,26,-2.81616,59.743281623,2.53402,0.0306179,460.769541686,2.48376,26
102.777840431,-4.47348992873,17.6341,78.5307941665,21.313,267.869160517,2.56496844996,0.834857,0.114895965648,2.61797098023,390.410172607,129.102690413,53.9792697438,27,-2.90037,83.082849055,2.61604,0.0429525,457.340704413,2.56363,27
73.5670947753,239.918578557,18.0838,311.996251568,21.8919,467.841436517,2.67832685937,0.852806,0.116156143006,2.72913554467,312.076279948,124.901505117,56.8058226845,28,-3.02002,200.768203565,2.72804,0.0444356,495.598924729,2.67793,28
116.357782823,2.45476858236,18.5888,176.840606017,22.4082,279.35272852,2.815198228,0.866199,0.112950826982,2.85584196008,375.86492641,129.466146828,128.196881431,29,-3.15305,142.194430725,2.85426,0.042082,913.446170709,2.81443,29
155.511136716,30.402478799,19.1705,195.510890827,22.9284,384.672982638,2.91546088951,0.848556,0.122891560702,2.94854520761,379.183117905,111.272588417,153.806434777,30,-3.2358,29.5266163163,2.94675,0.0535236,684.815756933,2.91448,30
117.44545172,14.6314629265,19.7058,181.787441823,23.3623,341.782075985,3.02332745942,0.800612,0.122961664651,3.05240876411,47.7316020291,46.7859991864,20.1296485604,31,-3.35536,31.2188884823,3.05107,0.0542806,141.981570704,3.0225,31
102.694956788,29.7222853253,20.2046,123.633245151,23.8431,339.615883505,3.12530269809,0.87632,0.129057360339,3.15408529207,92.4986678924,54.9074858883,117.516959222,32,-3.46406,4.54946819905,3.15263,0.0597638,471.83008251,3.12423,32
110.782796329,59.7079291798,20.6406,195.340889306,24.3447,387.027073167,3.23912641969,0.797719,0.128393412086,3.26889258317,273.947776146,105.073414847,89.8975283997,33,-3.56563,47.1431891462,3.26744,0.0525012,499.434010988,3.23839,33
126.732322174,-1.22571835317,21.1519,106.243043718,24.7963,343.195718285,3.36461800097,0.840971,0.143485322365,3.3961104572,234.68574315,87.3091046793,136.82842436,34,-3.68125,19.0079985413,3.39513,0.0728278,531.257244872,3.36366,34
58.4086618031,31.4250923795,21.6442,65.8899457529,25.2286,207.413299682,3.46059343309,0.860363,0.153400984433,3.49235255485,318.050127767,112.187754685,75.1913438167,35,-3.77472,176.688499751,3.49186,0.0819169,495.338087842,3.45938,35
246.864980761,-7.73193549133,22.0985,184.128611462,25.5771,605.221789597,3.5505754368,0.859726,0.155078190653,3.58354585427,279.248871834,94.871247701,163.198053721,36,-3.87001,17.9915666242,3.58235,0.0811397,625.658598865,3.54945,36
55.0409827045,26.521355458,22.5643,78.0366358919,25.8977,186.882992693,3.62832049224,0.78552,0.162454995117,3.6643630832,341.758068508,107.795262764,132.017881442,37,-3.96272,67.858151592,3.66298,0.0943048,502.598177499,3.62729,37
108.280366725,87.2810336101,23.0189,241.885779314,26.2534,380.655589924,3.75770455685,0.813132,0.169284890574,3.79267411123,823.487786987,90.6964429529,214.615293181,38,-4.08284,288.293572234,3.79145,0.10577,943.968807699,3.75692,38
159.353076123,29.9724846676,23.4911,198.36803288,26.6603,490.896883898,3.87382750416,0.715807,0.174621699966,3.9083496753,712.80695708,89.8596165898,325.220676976,39,-4.20018,186.101117781,3.9066,0.107027,958.504748554,3.8725,39
123.995738992,-20.1469499333,23.9853,145.791848193,26.95,361.736809035,3.99173502594,0.827417,0.183482533607,4.02934151253,290.95026879,96.6758030142,199.137898508,40,-4.33432,84.1271590171,4.02839,0.115697,789.845305139,3.99038,40
117.071783828,-36.7624487497,24.3589,113.318806837,27.3371,377.779132474,4.10393750382,0.878647,0.183558870432,4.13740801557,175.901289748,56.1015775255,165.882961727,41,-4.4626,-8.32697605881,4.13625,0.110056,653.188821237,4.10251,41
81.4322937265,-23.4142237037,24.7542,102.491885162,27.6417,215.762705834,4.27930138792,0.849485,0.189796157366,4.3086879716,277.91686789,63.5416684645,251.716305701,42,-4.61706,3.94866119667,4.30777,0.12023,879.65323662,4.27831,42
168.076715648,133.888985321,25.1827,301.96570097,27.8754,470.042416618,4.36925700694,0.890091,0.202280654658,4.39499242579,98.2382348546,22.8046102256,129.887944364,43,-4.72607,-53.0503096201,4.39406,0.148222,478.696921323,4.36789,43
136.926679025,-16.9059873416,25.5614,88.7912177915,28.183,328.981092642,4.53692088593,0.899262,0.205207101806,4.55825231283,193.55276634,61.0845619411,85.9956867555,44,-4.896,-38.2987434477,4.55622,0.137251,339.652076867,4.53569,44
115.59062113,-31.0277371811,25.9153,41.6169765902,28.517,346.602783966,4.65446452076,0.889391,0.218186618915,4.6745688373,168.299947967,74.8790117842,67.8719565182,45,-5.03495,-11.2735903195,4.6706,0.155987,463.953712684,4.65312,45
89.4539444759,-41.1342038005,26.3325,72.592883483,28.6842,202.716801381,4.81341095936,0.83287,0.230979014917,4.83276321472,39.0619545876,17.1724466158,127.352806923,46,-5.17309,-100.106881516,4.82994,0.178103,815.288051393,4.81185,46
86.2227837151,-48.8884205917,26.8601,56.63478835,29.0124,207.158164863,4.87887087601,0.896575,0.239916549227,4.89732986586,231.954415624,67.4813294248,112.205602064,47,-5.25641,35.047240306,4.8936,0.19617,638.061404167,4.877,47
81.3181509447,-23.8691675057,27.1926,30.7804989023,29.3225,209.890502388,5.0602058961,0.775522,0.237526341382,5.07886412001,438.188029594,67.1151950162,394.106879994,48,-5.44465,-12.967833297,5.07446,0.180955,969.959261262,5.05832,48
146.085336372,-1.54676747628,27.6456,89.3822811487,29.5555,455.873370407,5.19527190373,0.790099,0.257900505951,5.21251913782,391.148618501,62.1003525208,359.852990354,49,-5.58365,-10.0933374254,5.20844,0.226574,918.510251174,5.19388,49
66.7435392405,-3.69547204596,28.0558,58.5883032967,29.8239,170.656732721,5.27788782686,0.850004,0.262667665782,5.29648930086,107.117491654,38.3787609038,91.7918195272,50,-5.66073,-61.7970011535,5.29138,0.225524,412.635555994,5.2754,50
56.9995077525,-2.01564219657,28.4386,63.2795918786,30.07,153.685641125,5.46764851479,0.865907,0.26100273799,5.48406070595,196.308542993,61.523843213,137.25340049,51,-5.86288,-42.1301792106,5.48142,0.219672,443.546567836,5.46698,51
95.9143268249,-5.66529028911,28.8272,82.5539924608,30.3064,284.917151787,5.63967521295,0.846846,0.271835629249,5.65321779891,154.841388477,45.5490497599,134.099890364,52,-6.03616,-43.7501582804,5.64894,0.236345,558.207859163,5.63718,52
73.0679930926,-8.38965891795,29.1962,89.9819863704,30.5449,159.841272416,5.78102740082,0.868701,0.269999861773,5.7921966132,24.1513411996,7.24856084742,84.2736149579,53,-6.1695,-126.739858476,5.78877,0.233764,493.619307828,5.77894,53
95.3645583603,0.521485527696,29.5676,62.0985778528,30.8467,226.780636932,5.92576968669,0.886196,0.284767108644,5.93546372345,107.810209545,25.5458933751,145.633940109,54,-6.31892,-67.1497318988,5.93286,0.283181,690.837955147,5.92421,54
104.747760388,-25.1879173033,29.9075,88.336130749,31.0579,271.495829483,6.08538775802,0.933877,0.278862823346,6.09443310534,210.561802846,30.2173856437,317.08210675,55,-6.47847,-45.1999671197,6.09112,0.248431,867.422756555,6.08297,55
127.158148854,-9.04662578031,30.3264,117.746293185,31.4131,335.171529431,6.25687653857,0.857041,0.289273425782,6.26569610137,425.769607241,95.7705216991,280.385735269,56,-6.65874,40.0230498093,6.26243,0.275689,956.031070153,6.25432,56
71.3876930087,-0.0455393932858,30.7384,107.159529307,31.6932,201.556317527,6.42743968192,0.978737,0.296803439423,6.43628230272,96.0419609368,46.6724549251,144.266687418,57,-6.8403,-25.5471553627,6.43341,0.29962,487.092849551,6.42528,57
126.365683706,20.3837443226,31.1337,160.36292875,31.9426,384.384428606,6.65712141402,0.968842,0.299136012792,6.66631441816,187.855979853,70.6165718017,129.125099309,58,-7.08663,-59.6193393646,6.66381,0.292377,490.095535337,6.65485,58
82.7136458911,18.6307590805,31.4658,116.37785263,32.1579,215.619742766,6.88940994524,0.959375,0.305905643533,6.89856346387,162.036944722,63.3839148495,108.224334013,59,-7.34193,-99.8975767715,6.89647,0.30577,368.510063654,6.88743,59
101.008289917,47.6121572066,31.8595,179.733435163,32.4394,282.762013087,7.14925127443,0.966475,0.31754099647,7.15871726684,172.937539101,50.0877010074,89.4719152359,60,-7.58924,38.8798824191,7.15713,0.312437,385.196876665,7.14748,60
172.307748466,-54.6144346434,32.1982,121.604731082,32.6175,451.74703568,7.30963008903,0.96476,0.318352277261,7.32109442744,238.461584857,67.3603623202,129.230266063,61,-7.7474,63.5299911189,7.31918,0.328937,531.060170798,7.30746,61
58.819001976,-28.4759163878,32.5939,60.8717173222,32.8417,158.627639405,7.55815566278,0.972118,0.329582414945,7.56893415486,128.303123715,62.4643295668,42.9367528777,62,-8.00477,64.985046109,7.56728,0.348344,391.890306915,7.55566,62
150.143057581,74.7621312546,32.9192,232.091651591,33.0415,473.809583056,7.7522710525,0.925111,0.326660036503,7.76323867427,190.245112053,55.4891965823,108.970763263,63,-8.21421,-20.9946500792,7.7629,0.343357,484.877939403,7.75096,63
27.11496983,184.322173423,33.3107,220.364895503,33.3008,253.193767614,7.97092991825,0.935512,0.346572153695,7.98192480268,208.836719215,74.1730926654,117.997516464,64,-8.4214,-33.0103597482,7.98027,0.388466,520.798651925,7.96833,64
67.104816094,29.0350831603,33.7225,131.195694957,33.48,229.142670816,8.17941720173,0.964042,0.356355391288,8.18989366182,107.075906058,64.0106288366,27.0269201481,65,-8.64234,71.6905398139,8.18934,0.400054,236.223622546,8.17696,65
47.7429749818,70.8532711338,34.0547,149.320584698,33.7766,218.6752823,8.35348092478,0.907753,0.357432098974,8.363140696,138.588322083,78.4146658142,48.9782428867,66,-8.79444,99.4845756058,8.36252,0.402729,545.077964556,8.35158,66
71.7641649068,9.49298929753,34.4168,126.414002759,33.9649,248.833708855,8.60490495863,0.955232,0.361939144291,8.6127777528,89.9227749149,61.1422557037,4.47810230595,67,-9.06293,81.7966798493,8.6125,0.425331,103.957801185,8.60264,67
44.189070268,74.8947856207,34.7396,128.340059487,34.1966,212.889483154,8.78775550753,0.93634,0.362666368062,8.7955343113,101.303169636,67.3487558455,5.51793689996,68,-9.24182,87.9422365538,8.79464,0.410478,113.46817965,8.7848,68
89.1861029338,-22.1696211808,35.121,87.1420229949,34.4165,240.116383135,8.98433995086,0.936867,0.376447365037,8.99199065182,102.526035254,67.4550523761,15.9515088734,69,-9.43576,69.8566195974,8.99178,0.453274,206.161368887,8.9826,69
58.8113116685,8.30902091223,35.432,119.189363994,34.7052,221.954551029,9.17437897474,0.936682,0.383047456054,9.18203161119,119.307691833,72.0873814116,31.2556663336,70,-9.62389,-35.4013222468,9.18186,0.465827,255.913065296,9.172,70
56.3060543181,9.23232637951,35.8128,105.544686553,34.8292,186.329925217,9.33877741049,0.917676,0.388908288551,9.34653025884,131.856343081,63.5736436267,64.4836884237,71,-9.78912,-46.4085374284,9.34705,0.447917,414.818273601,9.33719,71
97.8170469285,-21.844993626,36.1374,116.217108547,35.0163,296.742938009,9.50315223313,0.941925,0.399472727042,9.5116503575,87.7265135032,57.2082359504,7.70613579621,72,-9.9738,79.7310889141,9.5105,0.504825,118.50151062,9.50008,72
86.7464774728,26.6002693403,36.489,135.352019603,35.1805,317.932090175,9.67406469175,0.933053,0.41298590222,9.68472386201,144.668894429,62.2882562101,93.2887703434,73,-10.155,-28.8542802738,9.68669,0.544091,683.842376852,9.67308,73
70.6239438575,18.9933500446,36.8662,90.9442024352,35.3839,216.44972487,9.85460917168,0.923441,0.418160044172,9.86728079167,80.9321899901,50.4423886214,93.5431009968,74,-10.3349,-185.354873939,9.86771,0.536157,232.560670145,9.85149,74
50.5569891004,-13.5427597732,37.181,43.3584509635,35.5482,116.205306896,10.0305767076,0.934486,0.42582030728,10.0427150547,59.9777695891,34.2949298668,80.2194665836,75,-10.5364,-65.5313005307,10.044,0.558172,406.437234874,10.028,75
92.5886538385,-122.267916443,37.5062,11.9614745978,35.7766,222.568521781,10.1918318944,0.933602,0.415890987496,10.2044095823,87.7513255005,52.9790341728,93.3667117502,76,-10.7095,-67.8530282869,10.2054,0.48342,277.091998903,10.1895,76
81.8738395101,11.2181939187,37.8164,102.755937709,35.9968,208.074536827,10.3337773365,0.944248,0.443203645641,10.345770563,133.715398741,68.5858578861,69.4721038872,77,-10.8402,-133.220028975,10.3466,0.635422,346.435083865,10.3314,77
75.6954243386,-47.9015154933,38.1302,36.818832666,36.1676,213.103511137,10.5460751704,0.930487,0.442867107299,10.55732044,7.89537958095,13.5228229989,88.330703861,78,-11.0649,-236.08629514,10.5588,0.587133,201.441529662,10.5446,78
93.6158373023,-43.3553159271,38.423,82.5314662221,36.3524,253.534559964,10.7228596887,0.90212,0.43226427895,10.7355969703,108.378612128,38.4213110632,140.661239115,79,-11.2358,-12.6233143696,10.737,0.548668,662.691265884,10.7201,79
135.068214234,0.290720979472,38.715,130.099231226,36.558,322.626560947,10.8942668935,0.937835,0.456890707998,10.9070075162,122.960478614,67.9569701429,107.211304693,80,-11.4258,80.1812309657,10.9082,0.620508,839.584813991,10.8912,80
42.8602500088,147.295445308,39.0494,211.924860405,36.7533,280.523928164,11.1039357097,0.936327,0.452076837031,11.118756475,12.7401226739,22.614087816,63.2252579835,81,-11.6296,-86.7613121507,11.1183,0.627009,398.476680964,11.101,81
67.0643330735,110.581918523,39.3922,187.799511462,36.9359,271.457590695,11.2490273971,0.904226,0.465195854776,11.2631288544,173.963047553,71.4740043558,194.282889883,82,-11.7856,8.17821997198,11.2648,0.691156,922.149813561,11.2459,82
173.241398681,9.41052656048,39.708,190.789828328,37.1385,407.18712204,11.4162249286,0.889517,0.473761911924,11.4327981479,295.518006244,95.6927496412,180.334189679,83,-11.96,10.2462815033,11.434,0.718056,888.507177664,11.414,83
107.707077011,34.0683217561,39.9991,183.540921976,37.3333,331.761876279,11.5994083095,0.870169,0.467118915013,11.6189005953,780.001168122,73.4551498117,255.746172552,84,-12.1494,147.491729895,11.6187,0.641149,960.593776237,11.5959,84
113.933370578,11.5717708327,40.2747,207.017637437,37.5261,329.293973095,11.7427976336,0.900562,0.461541366154,11.7591416804,437.987327692,83.360664195,330.830814277,85,-12.289,119.965080377,11.7609,0.597083,1009.09218761,11.7404,85
72.5991126923,9.73526890618,40.5578,85.6068896591,37.7503,222.045365622,11.9720481279,0.807576,0.466597382773,11.9872425062,967.376913218,85.7563791832,26.3091831181,86,-12.517,922.732288476,11.9878,0.669072,1025.44695654,11.9692,86
80.2958053105,34.1060166525,40.8638,97.3821168714,37.9056,234.547684521,12.092131677,0.911062,0.481052048438,12.1075855076,496.668664676,95.5032375533,302.030259914,87,-12.6077,79.4539948973,12.1083,0.719548,969.958795106,12.0888,87
86.1959826531,28.9439003996,41.1328,156.955912575,38.086,262.132767387,12.1399343179,0.889025,0.473986651403,12.1539519878,660.784480066,82.8421765733,355.704032536,88,-12.6635,17.792642034,12.1561,0.693806,953.267374309,12.1374,88
92.0583223519,1.49079133594,41.3788,94.0191972811,38.3077,219.599052185,12.3295327136,0.884085,0.472095466629,12.3416176401,358.599740819,100.248214252,151.025926442,89,-12.8525,226.410261737,12.3437,0.646557,961.730945767,12.327,89
144.473101653,15.1592499732,41.6585,217.53539922,38.4936,421.923747721,12.487460287,0.930032,0.466384478117,12.498437993,328.773066103,117.226680658,57.0936104688,90,-12.9972,279.247796974,12.5,0.644553,675.963850362,12.4849,90
185.298978812,24.4066982944,41.9337,210.627647918,38.6567,535.660267295,12.604407153,0.908329,0.477157140762,12.6137946193,361.258009658,106.000849054,120.333893596,91,-13.1409,84.9511463444,12.6153,0.72522,940.062867834,12.6017,91
92.697106291,136.709155367,42.1771,284.407745781,38.8127,454.233096431,12.7348839684,0.902206,0.489047710603,12.7416156679,206.477148633,73.60497179,188.228483505,92,-13.2724,40.5010843812,12.7433,0.727185,957.296725258,12.7321,92
121.520746476,5.97340006232,42.4225,151.050269419,38.9916,309.64201955,12.9226662109,0.925033,0.477872299872,12.9293694853,315.970149212,110.694317626,80.5996282537,93,-13.4398,110.157595659,12.9306,0.663481,677.097520143,12.9206,93
151.663467319,11.6626437174,42.656,182.897818441,39.1976,420.381205215,13.1000259975,0.91482,0.488933733187,13.1074271853,342.986435782,107.308417483,82.3114998912,94,-13.6301,171.47306526,13.108,0.714128,663.840491156,13.0964,94
148.018880731,53.299595856,42.9228,177.858315101,39.384,401.106956609,13.2338467966,0.888569,0.507717186129,13.2415291704,296.143043275,95.0785600144,143.288071984,95,-13.7327,14.8458286488,13.2438,0.849685,787.82968656,13.2315,95
95.0339722582,121.017225689,43.145,252.62802692,39.5207,391.392414774,13.3336022052,0.876485,0.485879067991,13.3410949558,319.798623675,88.258598401,163.589556809,96,-13.8367,51.3136837805,13.3434,0.722419,599.051341307,13.3315,96
106.902604019,5.21525870043,43.3988,145.673070736,39.7159,314.841016495,13.4436239245,0.933413,0.48854340856,13.452242348,403.71701216,127.331159214,74.9039356665,97,-13.9479,321.784085593,13.4538,0.751029,669.877599778,13.4407,97
123.366660038,33.3366863368,43.6707,199.20686845,39.8429,428.134822176,13.5828613735,0.897031,0.492086802608,13.5912905846,408.785222794,120.398763595,84.1888160709,98,-14.0677,180.135782205,13.5921,0.80951,552.67323138,13.5801,98
172.048687602,8.27930578068,43.9177,200.498612185,40.0174,458.302852498,13.7415907913,0.888444,0.502505464634,13.7515868394,216.001537852,64.6142290056,244.369973507,99,-14.2399,-31.4192651615,13.7529,0.785961,960.958144028,13.7383,99
108.249024835,10.4970609734,44.1212,124.087939676,40.1641,323.297474693,13.802856667,0.910214,0.492862825842,13.8147842768,245.127451063,108.74064389,134.829073349,100,-14.3026,54.831811675,13.8154,0.758967,1019.3558208,13.8,100
27.0752880774,56.6687042728,44.4041,103.366632909,40.3184,138.254443801,14.0222422131,0.909138,0.512550220819,14.0331516749,438.68885386,114.776450623,237.091044385,101,-14.517,53.6754492583,14.0357,0.801398,1116.44781672,14.0199,101
130.682764593,29.2911895961,44.6456,196.370779659,40.4684,417.814532038,14.1298016761,0.909488,0.507050182295,14.1396501136,180.16046852,67.7885167367,177.160366371,102,-14.6243,24.5817954048,14.1405,0.792776,846.635228817,14.1263,102
115.717822832,19.408491285,44.824,141.351472722,40.5793,442.341819401,14.2193537783,0.856965,0.504152253705,14.229310239,553.510356244,67.1897565295,390.961649373,103,-14.7226,7.24932810852,14.2326,0.783548,994.640840825,14.2176,103
91.7027549568,19.82478331,45.1033,135.231508945,40.7251,260.792029416,14.3833563592,0.878932,0.52072771108,14.3936618594,339.238286711,102.282829452,141.550996791,104,-14.8908,140.177502702,14.394,0.893954,639.596357559,14.3786,104
70.4412562098,0.217917432983,45.3077,82.0502588135,40.814,217.575358729,14.464972713,0.889793,0.511381608031,14.4782281637,412.50090341,99.8727476775,215.463031181,105,-14.9696,97.8844884431,14.4786,0.864617,872.806303258,14.4606,105
127.680154706,-1.57967334173,45.5002,145.885742407,40.9534,335.651678128,14.6052110821,0.833133,0.511635207417,14.6191589976,598.683313528,99.2938595289,397.740747827,106,-15.1107,133.949792164,14.6208,0.874013,1031.07291738,14.6027,106
132.861131338,19.3179310677,45.73,179.10066262,41.1354,401.098543073,14.7203338804,0.883104,0.502028904514,14.7373583468,448.090720843,99.5485215297,310.637406641,107,-15.2482,19.5737451847,14.7361,0.801132,1050.58823571,14.7168,107
97.5032811891,55.484379867,45.9686,179.748445722,41.2491,390.783593464,14.8429147986,0.873169,0.528117404863,14.8630536856,687.147144279,91.8344737669,336.355189501,108,-15.3596,126.654287701,14.8647,1.01902,1030.77683683,14.8401,108
171.58988674,26.4510138428,46.2193,198.363401303,41.3839,521.336418866,14.9802530247,0.908069,0.5149502352,14.998169952,343.206428745,146.271425923,32.5802273594,109,-15.4922,272.461751866,14.9996,0.903689,404.065832354,14.9768,109
130.472562942,-36.6566280219,46.4691,125.062328215,41.5243,399.377238451,15.1805362103,0.873062,0.510100412578,15.1992338808,846.283982871,84.8371456418,162.016580888,110,-15.669,344.934313226,15.2002,0.831515,945.395530075,15.178,110
143.399268376,49.2098174198,46.6776,242.149690131,41.6284,517.821260589,15.2034904257,0.876352,0.514403242046,15.2237362858,572.278026183,102.276716668,326.207106485,111,-15.7046,144.393560273,15.226,0.932072,955.548803253,15.2014,111
101.701083218,4.12819556404,46.8969,146.846606591,41.7076,296.074155824,15.3245167991,0.864612,0.512216531868,15.3433174474,931.912819415,70.7272631558,5.58935108171,112,-15.8227,921.889160365,15.3458,0.948023,943.18694413,15.3207,112
145.661360287,13.4600615734,47.1252,159.220444884,41.8644,412.57410493,15.4714530479,0.893592,0.521763756695,15.486784537,261.315489504,128.577710622,50.0917938497,113,-15.9658,141.076294043,15.4866,0.969659,397.53424531,15.4671,113
174.489963796,30.7150341422,47.3373,177.66229512,42.0423,422.818767112,15.5982022855,0.869868,0.508625765124,15.6142154801,187.668609202,91.942649464,109.819604293,114,-16.1173,-2.56862793446,15.617,0.805865,537.543641962,15.5951,114
108.673696761,-24.2464816097,47.5258,168.959337659,42.218,309.999898728,15.6513638202,0.809014,0.524161106918,15.6671520935,787.345378759,109.79649835,269.63947591,115,-16.146,252.656029813,15.6676,0.937707,1075.63620098,15.6469,115
148.373286243,7.2073730396,47.802,210.544887353,42.3472,357.072752397,15.763466385,0.811994,0.542279790295,15.7810613985,313.416219258,100.455926767,180.900783517,116,-16.2591,-35.1916002518,15.7822,1.08677,1049.31449488,15.7591,116
122.712051625,18.7412412594,48.0228,147.442683644,42.5123,322.552704736,15.877335021,0.919488,0.517811006926,15.8936446043,428.113899061,142.351886706,141.688244366,117,-16.3732,226.382488053,15.8969,0.836054,913.326700964,15.8754,117
121.550851473,-0.752844300383,48.2438,118.606807414,42.6467,360.789992411,15.9654944265,0.876002,0.527265856045,15.9796506958,371.301441245,125.730842598,69.3527217664,118,-16.4706,218.283791023,15.9813,0.971391,562.558359859,15.9617,118
139.657339033,27.6441590512,48.4184,227.8156248,42.7956,348.039295673,16.0612486321,0.90196,0.518957189604,16.0756763814,292.275367555,121.130246773,86.4911102464,119,-16.5379,94.8633836627,16.0763,0.879192,476.1055671,16.057,119
103.296339151,44.04350626,48.6031,175.242614764,42.9509,327.407897936,16.1453756554,0.874927,0.540686585144,16.1607041034,276.46114549,113.311484129,79.5849568582,120,-16.6319,116.761720461,16.1629,1.0458,406.621563047,16.1414,120
107.711187955,0.429004432237,48.8109,98.3277757598,43.1671,393.064765003,16.2816876935,0.87941,0.527197194169,16.2933707439,289.139878406,115.427644574,94.8093176093,121,-16.779,79.6895229848,16.2943,0.966307,548.002004912,16.279,121
107.318774898,4.29795465349,49.0321,133.866118272,43.3496,323.696023992,16.3305616979,0.893264,0.5335846368,16.3413291108,218.044686266,102.809943888,60.3487582123,122,-16.8397,113.439786571,16.3434,0.963957,414.323384395,16.3264,122
