StdEsReturn,AverageQLoss,AverageEsReturn,Epoch,AverageDiscountedReturn,AveragePolicySurr,MinEsReturn,AverageAbsQYDiff,AverageAbsQ,Iteration,MinReturn,AverageAbsY,AverageAction,MaxEsReturn,MaxReturn,StdReturn,AverageY,PolicyRegParamNorm,AverageQ,AverageReturn,QFunRegParamNorm
141.940939388,0.434236,194.453797418,19,85.037642468,-7.98047,41.4714428518,0.388136700598,6.95653,19,54.2061937904,6.96722806754,0.745741,362.245664626,774.065267984,187.479671292,6.08621670711,20.7956,6.0842,247.635410542,19.4377
90.4141089628,0.562697,179.524860021,20,70.114303113,-9.17171,44.4411784705,0.432047125026,8.08237,20,49.8505429015,8.09307306313,0.745769,284.382107818,481.827469187,127.027750092,7.26373555035,21.7125,7.26126,146.855624078,20.2449
102.992007434,0.762809,222.063551413,21,85.1221807115,-10.4464,68.7368405717,0.484066812861,9.26204,21,49.5176185666,9.2739582215,0.767726,342.643493888,536.565192955,121.381757172,8.50257295882,22.4794,8.5,224.743183944,21.0228
43.8144025296,0.920291,209.739004426,22,116.653249169,-11.7861,126.393028625,0.537395926246,10.5171,22,212.086745734,10.5275532208,0.766481,259.820919666,504.588806968,50.6095450757,9.80163894472,23.1977,9.79867,322.771190528,21.8493
98.9333140122,1.11487,202.375914514,23,68.9503308063,-12.9264,122.002517393,0.59277044929,11.6625,23,29.1578003721,11.6746698715,0.703344,371.835583511,598.075292966,133.223996632,11.002819671,23.6152,11.0001,154.610096988,22.718
121.650545696,1.25443,176.530254808,24,81.7436552442,-14.035,36.2142686322,0.645694158059,12.6797,24,41.767968307,12.6884820149,0.687893,371.058320698,604.567390443,123.981859089,12.0443127109,24.1982,12.0421,195.164313603,23.6028
101.882935557,1.50199,165.761978933,25,98.1802734468,-15.1369,20.6944458526,0.70607493633,13.7701,25,70.5899779581,13.7799551629,0.679038,332.908646368,530.190456734,92.1756607467,13.158022097,24.6379,13.1548,279.372445506,24.4472
79.2982294816,1.72398,267.063228708,26,77.8401019579,-16.4382,126.388165613,0.745258511061,15.0566,26,60.2430171874,15.0647000635,0.641869,354.764752664,643.957800514,142.325568792,14.4628725087,25.011,14.4597,187.398796987,25.2168
148.127492541,2.04286,115.411380882,27,76.6206066798,-17.6778,-8.96966392648,0.809918038125,16.2462,27,63.8063775027,16.2538094335,0.770334,391.181652953,529.785122521,149.257348314,15.678367883,25.3882,15.6755,190.01187938,26.0583
107.538908713,2.12487,158.801652505,28,131.893610718,-18.7595,19.5336094926,0.83221560983,17.2945,28,91.8472523008,17.3028362633,0.764435,331.863691947,533.733507307,93.7032232603,16.7357739498,25.7855,16.7325,383.448604632,26.882
153.391451461,2.36031,211.587944136,29,103.045505715,-20.0129,11.9577563856,0.879522702941,18.5301,29,107.450914981,18.5359030934,0.601709,400.036899619,917.24810502,187.445754339,17.9791529956,26.1855,17.9766,424.305722334,27.6474
74.1213023859,2.64208,229.518507299,30,82.194368897,-21.3552,86.804019293,0.932345048697,19.8069,30,5.53421532986,19.8130597723,0.704581,305.018833437,560.266912072,143.660065078,19.2489819085,26.599,19.2463,231.411799707,28.3887
91.5717809953,3.25758,169.778150089,31,101.692381906,-22.8284,37.4886093091,1.00793260849,21.2527,31,52.2502877676,21.2577602452,0.63351,296.860147517,746.371481638,202.658094621,20.7101228254,27.0216,20.707,376.200843902,29.1967
178.809033556,3.61669,145.567823824,32,90.596168022,-23.9797,15.4935328522,1.06993330975,22.4024,32,28.8510955217,22.4047097746,0.695924,530.546905868,622.662419406,167.031173771,21.8583676533,27.3557,21.8556,263.152532452,30.0766
135.65103524,3.84079,197.723664978,33,109.608578435,-25.1782,57.3064489634,1.13839264052,23.5565,33,60.4919627985,23.5580923763,0.681553,362.966359569,502.31724984,98.210087704,23.0212053966,27.6354,23.0169,292.767854059,30.869
140.482573128,4.26261,175.716238981,34,107.414415843,-26.6466,34.1987762937,1.2101027725,24.9764,34,39.0124990944,24.9788344309,0.716722,393.803328169,893.370781133,175.702085049,24.4703582796,27.9822,24.4654,307.199868729,31.6438
81.822548032,4.86097,221.607602334,35,108.933099506,-28.2125,63.1928956067,1.2882731837,26.4006,35,79.4244233667,26.4016791211,0.704749,326.487600297,518.824110397,109.476655631,25.9257754951,28.2713,25.92,297.46540314,32.4355
90.8385099867,5.27066,223.937332173,36,99.5771246275,-29.6792,78.5071928676,1.36198375468,27.8011,36,25.5902948876,27.8020661454,0.715157,360.411131799,567.405634627,119.561778375,27.3545580908,28.6483,27.3489,245.198404699,33.1649
91.2341130479,5.60553,116.305246194,37,100.16845912,-31.2261,3.197716252,1.41668965472,29.276,37,57.2459131585,29.2778024679,0.72072,253.026148875,567.283289721,103.679623324,28.8535095006,28.9841,28.8489,265.36480783,33.8475
61.8325138953,6.60927,170.280241559,38,106.594337374,-32.5997,49.4190838979,1.51061989238,30.5829,38,47.2080512,30.5843130768,0.681058,236.053005128,475.006990135,84.1916128436,30.182415566,29.3746,30.1752,245.11045724,34.5369
157.515220613,6.79983,140.127664235,39,94.8174119706,-34.3122,22.1481645349,1.56834163852,32.1674,39,24.497795701,32.1699601024,0.667938,462.131451766,479.141502346,114.049090152,31.8208364431,29.7179,31.8131,232.609625046,35.1311
107.726964519,7.84132,124.410687943,40,95.0525290442,-35.8187,-1.49474301207,1.65570563244,33.6322,40,55.6218935553,33.6322978153,0.682816,270.524837917,482.767006128,96.3089842629,33.3133896197,30.0845,33.3077,229.37727807,35.769
141.953122454,9.01656,149.562569902,41,101.435008193,-37.2955,2.93668307467,1.74608141556,35.0697,41,31.6734326563,35.0675319098,0.663058,422.936174316,576.587833493,94.1090826483,34.7721163481,30.4331,34.7636,254.11150019,36.3492
114.838809142,9.6914,181.212433847,42,110.097292975,-39.03,38.1198570314,1.82867518847,36.7575,42,162.723772061,36.7523049235,0.632715,361.046838569,593.853129431,112.208723818,36.4788253024,30.7883,36.4716,352.028617201,36.9389
107.69111277,10.4849,125.25330502,43,103.585467294,-40.8495,-5.36681478618,1.90481539107,38.504,43,94.8566826199,38.5017633562,0.656059,310.282186313,1000.51241807,143.708232478,38.2479039181,31.0735,38.239,238.25677836,37.4673
87.2311839552,11.4295,124.5204748,44,94.8629432489,-42.3121,36.7220028125,1.99718397382,39.9297,44,22.4190383979,39.925358114,0.664264,297.314002921,533.600510878,100.801878175,39.6978946291,31.4034,39.6887,185.262046565,38.0168
105.90441359,11.6022,125.243658755,45,94.4511159464,-43.9331,2.13857570505,2.02886011309,41.4639,45,30.1067491534,41.4589871745,0.633571,345.847168921,1116.16513291,148.642908927,41.2507827484,31.6645,41.2435,248.649975648,38.5986
145.418057358,12.6853,278.281206025,46,98.6641663646,-45.5606,38.5254094901,2.11382424866,43.0496,46,35.346628319,43.0433546921,0.634178,505.011124701,723.907866935,120.386303287,42.8550887966,31.9153,42.8449,243.662529793,39.1562
68.3651256549,13.0381,80.0594938511,47,89.6045725057,-47.4413,-0.764627445073,2.17380778972,44.8723,47,16.6764248607,44.8678003991,0.658778,174.174301923,629.422067191,129.062204388,44.6972235468,32.2084,44.6885,251.157941363,39.6664
123.570911759,13.5991,162.1124048,48,80.8114085795,-49.2692,3.16326440537,2.23159574956,46.6011,48,17.1522299022,46.5984469075,0.656094,400.605423771,595.167301037,112.214132405,46.4437461678,32.532,46.4341,201.282629081,40.1797
108.090767235,15.7715,131.928937107,49,75.3316920035,-51.1449,29.0836253,2.35790457842,48.4199,49,-17.4347105545,48.4164350232,0.672331,307.287128634,352.216551297,85.7273839197,48.277699997,32.8345,48.2667,158.059491578,40.7078
77.5172013918,15.7868,93.9680396394,50,53.9148410849,-52.7235,-16.2921029219,2.37755579877,49.9711,50,-27.5006546381,49.9658861812,0.6678,204.294425871,512.805947185,115.787371567,49.8322577441,33.1821,49.8223,127.044016368,41.2241
103.626824272,16.6099,169.263550815,51,107.228886017,-54.4374,24.6468038093,2.45577341015,51.6648,51,35.3893202318,51.6605265002,0.698064,316.146777064,619.829351398,110.98395191,51.5329793564,33.4775,51.5207,232.362822712,41.7395
109.840052634,17.2018,195.237129577,52,63.8915542272,-56.043,49.7165763079,2.49904025545,53.2501,52,-36.6970197908,53.2375259824,0.696061,364.688893786,395.338899503,108.382066156,53.1167783039,33.7677,53.1085,133.255081432,42.2315
72.5477305354,17.9259,82.0152215884,53,89.9044585818,-57.6784,10.8297791613,2.56713466335,54.8553,53,-11.604255925,54.8437714033,0.713781,214.689005196,453.531349791,61.4642553301,54.7317414051,34.0648,54.721,154.285909448,42.75
138.353548304,19.3804,241.710026508,54,92.8572212361,-59.5909,29.5864852667,2.64400941562,56.7243,54,5.24058753333,56.7106822657,0.716681,498.284539726,352.306956813,77.8004653648,56.6024992218,34.3565,56.5881,173.383452919,43.2995
61.2718669298,19.6037,99.7729016266,55,84.7017943611,-61.3261,17.1695401958,2.67063512909,58.4383,55,42.5990360312,58.4242559416,0.716577,173.574180318,1095.66096842,157.587492416,58.3225789663,34.6287,58.3107,212.939996665,43.7837
137.797491865,20.0659,172.577796483,56,92.8334546805,-63.0168,11.3861688015,2.70572193067,60.1211,56,87.5179778262,60.1052228147,0.713817,396.409161106,457.629898882,62.7763797931,60.0128997904,34.9042,60.003,185.270262367,44.2205
96.9783470881,21.2683,105.112977851,57,101.498226699,-64.6055,11.8434354421,2.76862022739,61.6557,57,48.4051719033,61.6446417788,0.734467,337.541647002,440.780799803,68.1547544375,61.55103235,35.1502,61.5393,212.848438164,44.6288
132.150460129,21.4421,156.890407819,58,90.8977012494,-66.5577,19.9812743689,2.80838776373,63.5825,58,9.87686184368,63.5749167264,0.722963,374.104783225,403.761060715,89.489824889,63.4905796445,35.4594,63.4773,195.361623717,45.0211
129.702820293,22.8079,196.436245696,59,109.089368441,-68.3655,23.3898830623,2.85183612833,65.3692,59,31.1986939151,65.3653463237,0.76617,422.133688211,518.069076468,104.451883353,65.2791099487,35.7397,65.2615,253.141028054,45.4485
87.7183030052,23.6071,117.186032354,60,111.041695666,-70.174,-3.95039064538,2.90997001983,67.1139,60,105.736094877,67.1027659018,0.751653,226.511122802,511.44884123,79.590726444,67.0215790395,35.9682,67.0061,254.923341777,45.8838
66.7258518613,24.9467,150.087442522,61,90.8137445331,-71.9221,41.9735900559,2.98577541197,68.8515,61,26.9917958514,68.833824845,0.746091,230.111055771,474.106326375,85.9183414353,68.7492647377,36.1974,68.7376,242.143776349,46.2669
94.0864650036,26.0042,233.410347034,62,99.7685971483,-73.7069,120.241352782,3.03578500516,70.568,62,89.8176674777,70.5520932485,0.752873,375.111906848,566.80863942,95.0124271472,70.4627740675,36.438,70.4496,274.982943098,46.6447
52.1458639792,25.8067,203.698729154,63,104.055260193,-75.779,118.90378415,3.05370770891,72.6095,63,111.25867342,72.5936031875,0.768939,281.112195996,428.62531484,59.8966265332,72.5037703482,36.6602,72.4906,195.285049141,47.0143
110.256490357,27.5036,157.194258245,64,105.90794876,-77.4249,33.3967941465,3.15221740024,74.2819,64,91.0319571668,74.2658207665,0.761601,305.536866782,435.310433723,75.6493294668,74.1759826789,36.9021,74.158,209.718943529,47.4257
145.932529511,27.7485,150.346042792,65,119.558890289,-79.2473,21.9404006858,3.15514789083,76.0779,65,4.48256953482,76.0506677297,0.746084,503.688181154,1142.55513594,261.955059624,75.9597620855,37.1602,75.9488,402.423802364,47.8197
155.188542614,28.6158,249.518153807,66,101.374204322,-81.024,35.038382347,3.19524456683,77.885,66,54.9504549352,77.8682411653,0.779467,408.432692809,1253.44622964,188.07841169,77.7808971503,37.4013,77.7643,245.132462632,48.2024
133.92602863,28.7898,201.624560212,67,97.8383122275,-82.8549,19.7092294443,3.2448085826,79.674,67,118.366230703,79.6494508153,0.772531,411.272087454,613.063517645,107.542014803,79.5675116991,37.66,79.5534,228.151500695,48.5636
142.784075527,30.5409,194.108247119,68,89.8817424081,-84.5487,21.0218275059,3.31489384479,81.2606,68,73.1102368427,81.2407439089,0.811287,479.943457077,627.119582789,94.139004988,81.1538848288,37.9283,81.1346,212.049913843,48.9361
133.278195849,30.2803,140.002543493,69,108.974832334,-86.7068,12.0692599868,3.32914113407,83.3893,69,97.0071283763,83.3702002936,0.831424,464.668152158,525.289211088,80.4295546986,83.2920230796,38.1972,83.2774,197.608736711,49.3026
100.557839894,32.6422,118.09540653,70,80.6823960277,-88.5425,6.27736794965,3.40901538521,85.2649,70,-196.412001161,85.2378190479,0.824645,334.851116052,397.723780657,111.101785876,85.1587534617,38.4313,85.1461,170.406477435,49.6415
76.7864025361,32.9775,93.1324345399,71,46.3300156212,-90.569,-17.1776413142,3.43648647103,87.2201,71,-96.6179255357,87.1966831407,0.835558,234.387794974,465.201482177,126.957438613,87.1213715484,38.677,87.1021,161.723641681,49.9778
70.0464189589,33.8204,83.9129095518,72,105.084840952,-92.068,-28.5117058021,3.43988167349,88.7,72,109.009477961,88.6756120051,0.823317,167.019505491,470.679298913,76.5835727784,88.600227266,38.9191,88.5842,188.909259987,50.2931
86.0988649572,35.5701,79.1486565071,73,102.31584464,-93.7596,-23.1193135313,3.51886806266,90.3343,73,-23.6255196045,90.3043113797,0.843686,223.964828177,1048.00264208,243.741258099,90.2317584547,39.1454,90.2173,286.697871672,50.6667
97.3468390292,35.8881,128.598561207,74,5.41749398025,-95.4643,-58.418724588,3.54733350605,91.9956,74,-48.6058144855,91.9753075115,0.859802,243.738135234,902.632451615,141.255480576,91.9003887416,39.3921,91.8812,20.8232932244,51.0461
111.507917919,37.8332,104.864992842,75,103.160004007,-97.2549,-9.92485535208,3.62903958031,93.8021,75,6.13736412497,93.7709518763,0.852296,302.482549183,1051.13818194,288.907845201,93.6893535318,39.6203,93.6745,365.913347277,51.3877
53.9692349909,38.0975,205.966648187,76,87.5537343181,-98.9988,145.997672038,3.65127241235,95.5002,76,-51.4398214021,95.4708756152,0.846933,304.889162901,1004.25041083,147.377048838,95.397767918,39.8842,95.3812,184.352089227,51.7323
159.525799121,39.8233,140.756439239,77,112.747938872,-100.683,-3.52432735818,3.69269150465,97.1768,77,123.190909995,97.1419333681,0.817426,442.107308923,471.289460343,61.6998305552,97.0647733558,40.1576,97.0511,208.04194193,52.0561
114.298270972,39.0449,146.491005971,78,98.6239304342,-102.291,2.33404729637,3.71627599991,98.8308,78,-7.79159396718,98.8075679115,0.822019,309.918399373,581.100669267,101.545422819,98.7343786582,40.3972,98.7143,217.775379559,52.3674
101.570163453,39.8085,116.724020699,79,87.8175840958,-104.068,-7.27571225464,3.7597673106,100.577,79,12.3341122711,100.546188176,0.839534,300.367237051,343.55984056,32.7170257676,100.472788871,40.6506,100.461,141.476567008,52.6833
109.240000352,41.6836,139.12125713,80,78.0586051867,-105.937,-10.1142405296,3.83388517203,102.374,80,-20.7774037307,102.345976174,0.80573,349.418027073,453.699469661,89.1966612034,102.27347069,40.8852,102.256,169.815217693,53.0066
82.5870505462,42.0231,80.8546489984,81,84.0223338904,-107.572,-6.54422487218,3.85536756499,103.988,81,100.079181207,103.959159196,0.875358,238.047441407,358.582644019,39.4229923561,103.883374664,41.1421,103.867,129.509161489,53.2901
89.1852191628,43.8517,107.995642604,82,66.5049794638,-109.531,0.981275923135,3.92784622019,105.904,82,90.872652886,105.877862012,0.846567,272.226822518,149.01549009,8.41464771078,105.799570652,41.394,105.78,99.1169762907,53.6267
70.3984402785,44.542,182.364533692,83,94.5111812124,-111.243,80.659445763,3.94756822826,107.602,83,106.348599816,107.56346284,0.841793,300.533336661,784.606853426,90.6661122053,107.484580144,41.6089,107.472,164.961764244,53.9261
65.879701693,44.4509,81.9464024666,84,87.3491856544,-113.186,8.99476873537,3.99772137127,109.421,84,98.9912620231,109.383982285,0.860056,197.763438131,461.543161382,70.5473177683,109.30381458,41.7805,109.284,143.641850719,54.2205
82.2014264175,48.8321,144.057757752,85,110.779910821,-114.988,1.30942392653,4.09544706551,111.14,85,149.631718566,111.102158026,0.84966,288.634101499,449.559428128,53.7584961269,111.017242523,41.9444,111.002,222.2642763,54.4843
92.5428298581,47.2009,106.085556002,86,94.0355210814,-117.03,17.8420167679,4.09560620543,113.073,86,178.163755405,113.041378696,0.850316,311.027867339,332.517439161,24.6595666978,112.938719213,42.1122,112.917,197.966234448,54.7861
49.5806912514,51.7412,97.6578939601,87,70.1805492051,-119.066,7.26591280043,4.23467091386,114.946,87,77.1742821811,114.906283876,0.849409,185.842913062,105.39082639,3.91714647437,114.797213109,42.2662,114.778,94.9100425567,55.1085
51.1114798614,49.8404,116.450204466,88,96.0352348853,-121.376,59.0713380542,4.20777384379,117.12,88,96.6635259422,117.096760268,0.838322,216.221821892,506.327727398,74.6638963329,116.972086113,42.4532,116.95,160.481831963,55.4077
72.6530965235,54.9791,88.2454918914,89,78.8648344678,-123.251,-7.78693703421,4.34558883949,118.901,89,106.382818993,118.868437091,0.894581,266.377929539,212.48929907,11.8743667274,118.755579673,42.6143,118.734,115.149475112,55.7075
61.7368489696,53.6995,112.424440228,90,65.8743576929,-125.583,-7.78173424241,4.38707856976,121.137,90,69.8209755509,121.103259135,0.8455,262.903634044,183.197205774,12.0737760152,120.99008549,42.7862,120.97,92.4365483289,56.0207
32.2827737521,54.4802,96.9664464842,91,59.9851406212,-127.706,14.0709913335,4.44615622835,123.105,91,44.449170565,123.062206275,0.852824,163.528384228,454.984463482,45.4221901429,122.953021395,43.0049,122.936,94.4630450821,56.3111
55.3097506673,57.0779,91.8981184911,92,68.6447217611,-129.996,-47.9025830244,4.49908506871,125.151,92,78.4887691845,125.110678006,0.866349,167.553627782,110.285141659,4.93977894745,124.996894775,43.183,124.976,95.1933892301,56.5939
72.0308137031,58.8369,103.627843039,93,64.0489828942,-132.306,-3.82026660466,4.57488186291,127.356,93,82.1998385471,127.31892727,0.866456,231.742805926,161.142984467,8.35095121515,127.204871732,43.3814,127.184,90.7114433166,56.912
74.0040508826,61.0587,90.6527425922,94,75.0176512308,-134.832,-2.57305864003,4.70271404414,129.735,94,80.226597563,129.697619937,0.860537,264.788454294,388.54826864,29.1282797862,129.580603682,43.5749,129.56,109.634474286,57.2425
50.8157111511,62.5844,85.7406133407,95,70.2303848988,-137.281,-7.53766166163,4.72710907802,132.092,95,79.4733165169,132.051430753,0.869251,172.48330414,383.383822336,56.1401744459,131.934444347,43.7079,131.914,115.388691945,57.5464
56.0591859858,63.6038,109.978942063,96,71.1773252105,-139.463,41.2624538747,4.80903347964,134.266,96,85.8003607897,134.214125755,0.845975,237.548426354,112.05539711,5.2217170861,134.101459847,43.8727,134.081,99.785218682,57.891
118.009558256,68.3159,143.130926008,97,69.705553704,-141.797,-4.43060745959,4.90470751781,136.534,97,93.6368039457,136.501627446,0.890356,414.555610441,118.705807515,2.64934409759,136.384752094,44.0377,136.356,105.074752101,58.233
65.5150613358,64.8397,148.290935893,98,98.5780986855,-143.787,42.3113471355,4.89471225234,138.345,98,-23.0421453562,138.308778818,0.877893,277.200965648,676.977528809,123.840318687,138.199554218,44.207,138.174,248.028997708,58.5535
81.5531539074,68.0916,152.981103102,99,70.547386289,-145.762,3.18970761161,4.99368591856,140.395,99,78.3462174029,140.349393192,0.879206,270.047589382,176.835738564,15.4861291344,140.228579695,44.3924,140.205,105.824933296,58.9026
77.1477555704,68.656,136.396465095,100,59.7578943382,-148.115,23.0703372714,5.00939625951,142.687,100,74.9926339572,142.639755577,0.899634,307.726972155,245.464069283,15.9601097375,142.520482258,44.5876,142.504,88.5636711857,59.2486
100.032449627,70.4022,101.789752718,101,66.0969442643,-150.018,-57.4887686722,5.07110795407,144.485,101,82.1529460959,144.433902724,0.863278,291.984831268,608.378125793,77.457760962,144.320626429,44.7939,144.296,115.315905615,59.5828
82.9377215187,74.6756,149.473840781,102,69.567682291,-152.574,47.82830443,5.11363102337,147.085,102,86.3151493229,147.044428916,0.856794,321.178026503,259.459503429,34.8105267491,146.931524321,44.9228,146.907,109.989450832,59.869
134.784351196,74.3367,160.713631353,103,82.988815854,-154.409,-3.96252309618,5.12740620461,148.754,103,81.1297788264,148.704453838,0.876359,456.429953494,807.721665851,104.678952139,148.607314412,45.1531,148.584,153.103808304,60.2329
77.6278487532,79.3737,108.583770216,104,96.0739649848,-156.259,0.284709959763,5.26674128844,150.68,104,101.312601254,150.620528805,0.884908,283.969960846,522.85192465,93.2206022399,150.524857959,45.3166,150.505,180.559458584,60.5724
86.5088997676,77.3859,233.844982996,105,96.1764756617,-158.0,120.385141673,5.25969840774,152.503,105,50.2323710933,152.460648301,0.865582,334.373023023,1038.56597814,173.226173812,152.374700491,45.4819,152.345,358.404592265,60.89
90.5701563504,78.1585,140.766106351,106,116.406478216,-159.705,4.89562114315,5.32306542999,154.141,106,108.878786425,154.088881295,0.869761,254.165918699,659.781918145,124.182608342,154.007382952,45.6404,153.984,234.659403559,61.1869
185.050315996,77.1233,214.569591313,107,96.0205240414,-161.351,-6.62093370504,5.34085703289,155.796,107,37.7649355478,155.743322866,0.855521,585.041328684,514.103347444,99.1915802535,155.655563365,45.8136,155.631,251.069351895,61.4972
97.197308058,81.2099,153.87508828,108,99.17373359,-162.789,5.89673801824,5.3800079802,157.206,108,100.167779407,157.160434811,0.867872,318.244028342,889.851356146,160.580542072,157.071022269,45.9378,157.046,326.40818577,61.8254
122.831475574,79.6578,144.22727892,109,104.142753559,-164.457,-13.35506861,5.39181148364,158.916,109,128.98667649,158.872819318,0.857404,340.405398563,455.88033198,79.5279204683,158.7930496,46.1316,158.766,191.009728522,62.1402
63.230293469,85.7654,210.723075982,110,110.408677036,-166.314,109.481298654,5.44301530384,160.888,110,126.635977873,160.844951874,0.860743,284.006842576,550.504645759,72.326250011,160.75798531,46.3202,160.732,207.267596402,62.44
171.74149574,82.2693,209.575256585,111,109.133728752,-167.201,73.3282466203,5.49348007555,161.738,111,74.3677027794,161.683662099,0.868146,568.373017837,475.161584216,97.1770172355,161.601923894,46.5199,161.581,285.445644211,62.7448
137.557106877,83.6257,147.212429513,112,92.3027171679,-168.631,-0.0976256732555,5.4898047786,163.132,112,-7.98678079994,163.087864803,0.833707,384.532059866,793.439204309,171.52766422,162.998105944,46.6991,162.966,266.128160796,63.0536
116.355663938,84.5044,120.895273599,113,147.657112543,-169.795,3.41726752576,5.54884817864,164.377,113,136.160781574,164.316910648,0.882574,330.882330082,507.493486226,82.4788752405,164.240243272,46.8117,164.222,332.772820194,63.3016
91.5296277372,91.6814,163.761074055,114,118.347343879,-171.213,20.8166720055,5.61627897644,165.817,114,122.206076734,165.772839814,0.880145,339.905411399,440.500387681,74.5277749546,165.693609048,46.9391,165.666,224.997821437,63.5573
115.63658328,84.948,167.120578743,115,143.018744194,-172.371,-2.79116689607,5.54444216235,167.083,115,190.037993842,167.035127396,0.860382,393.603168071,502.681302688,75.2899208925,166.958755882,47.1327,166.932,310.358639577,63.8511
98.2528368655,90.6431,148.097313454,116,110.070808188,-173.582,-6.72505001909,5.6398583363,168.193,116,108.160932746,168.145666945,0.859285,329.415815945,475.297961201,100.640526123,168.072083082,47.3061,168.053,279.208119877,64.1212
120.223888432,94.54,141.286802728,117,131.487005762,-174.397,-105.481737367,5.70881300088,169.119,117,157.400208999,169.05680939,0.85911,259.570523457,560.564710028,77.7513560361,168.981506601,47.4793,168.962,275.555396921,64.3612
94.4858351629,91.6434,150.373602364,118,122.040169417,-175.651,-0.539590526081,5.65598651062,170.363,118,61.6340658394,170.320201548,0.852579,259.285161794,675.099299432,113.219265944,170.250466971,47.6595,170.218,282.437431835,64.6325
100.179947013,91.8625,125.294549147,119,132.018746288,-176.431,-6.91245969684,5.71151692439,171.395,119,115.947210567,171.347415936,0.866175,278.918802325,521.244618893,94.3502075497,171.27541833,47.8341,171.247,274.093884609,64.862
133.25741692,95.0565,128.455551863,120,114.029592104,-177.26,-3.94903547917,5.73257076053,172.164,120,117.175895136,172.106987333,0.855699,400.088994618,386.130389407,69.7539386409,172.023192805,47.9905,172.006,199.334066301,65.1339
144.451045885,89.5683,156.060978285,121,114.140359757,-178.47,-2.23067615822,5.6640439186,173.383,121,134.67319137,173.339085843,0.87086,472.288384317,544.75306324,72.9431525092,173.256890248,48.172,173.23,304.35647226,65.3605
147.759281045,94.0761,187.263385531,122,120.10894033,-179.62,2.75197786387,5.73822272882,174.562,122,118.392384143,174.510566948,0.855871,496.210687813,476.43747666,65.2275452951,174.43471196,48.3211,174.415,269.010457093,65.609
90.8617687992,96.1236,248.368196831,123,157.27187131,-180.055,134.690579049,5.7463809338,175.02,123,171.981886046,174.966531366,0.889615,426.302408096,531.857917855,90.0333213283,174.88962777,48.4775,174.87,369.087072535,65.8492
100.786353362,97.5234,190.870513636,124,116.176633892,-180.96,3.62198758818,5.76815523056,175.91,124,127.903108505,175.849069329,0.840066,310.66630173,379.205351489,54.6524822863,175.773150148,48.6462,175.752,209.038665465,66.0933
