AverageDiscountedReturn,AverageAction,AverageEsReturn,AverageY,Iteration,MaxReturn,StdReturn,Epoch,AverageReturn,PolicyRegParamNorm,AveragePolicySurr,AverageAbsQ,AverageAbsQYDiff,StdEsReturn,MinEsReturn,AverageAbsY,QFunRegParamNorm,AverageQLoss,MaxEsReturn,MinReturn,AverageQ
117.765669602,0.554073,149.957730482,32.6842650076,36,192.752098715,2.42697580631,36,187.558756282,25.1431,-35.2471,32.7023,0.963095768628,57.8814858238,15.2617164846,32.6869864564,31.2899,4.39907,212.683172242,183.364268899,32.6832
116.263699445,0.519454,154.098437625,33.9932563602,37,191.602372194,3.76905392492,37,184.390032013,25.6353,-36.5551,34.0076,1.02790323178,39.5410755481,91.6707119104,33.9963939635,31.9888,5.02149,197.39553148,177.042970836,33.9868
117.413248373,0.573548,181.169105763,35.5345695208,38,199.782963178,4.12958850235,38,189.830779143,26.1375,-38.1243,35.5513,1.04657330937,26.8718408193,124.943981199,35.5374877278,32.7551,5.23468,226.85282023,182.64920384,35.5307
118.483302014,0.616169,167.426054798,36.948992972,39,200.196235771,2.47045705675,39,192.269266832,26.6336,-39.5165,36.9617,1.03524073612,58.422908024,42.3799396513,36.9510372035,33.3792,4.88023,251.442509941,185.829853523,36.9425
120.548641571,0.624837,170.576800599,38.5020012252,40,204.986988013,2.0582341275,40,199.624516194,27.108,-41.093,38.518,0.987945458867,54.0509449151,8.46043069559,38.5046362811,34.0057,4.59604,210.511781607,194.559460626,38.4991
116.202888767,0.710894,175.196798717,39.7975195188,41,198.738201531,5.61316063308,41,185.88279672,27.5477,-42.414,39.8114,1.09815796019,26.5696197175,126.754095813,39.8001651369,34.6456,5.90834,201.427030982,172.170753489,39.7921
120.738060114,0.79414,158.641611001,41.3309030115,42,214.163383424,6.56921796041,42,201.832036426,27.8877,-43.8866,41.3494,1.07589563619,45.3483199257,58.8853209805,41.3334157123,35.2613,5.75724,204.833613374,187.93472356,41.3282
117.958328104,0.739399,176.586054347,42.7492083378,43,201.419580018,4.66264050524,43,193.78832252,28.2559,-45.415,42.7593,1.1591112469,29.0646659131,102.554856837,42.7516185748,35.9809,6.84699,201.88287256,183.180584604,42.7383
118.892311062,0.704215,182.66453347,44.1186149653,44,211.205731131,5.74526166454,44,195.4707362,28.6441,-46.795,44.1421,1.17597355718,18.2598654091,146.325272914,44.1208290464,36.6525,7.1305,206.063899769,185.819946163,44.1161
120.295398652,0.712711,184.491132171,45.596144938,45,216.418252676,8.20347191171,45,200.237313565,29.0489,-48.2503,45.6154,1.1663447991,29.259208126,105.22207676,45.5980367224,37.3259,6.56968,220.213866155,186.037987456,45.5896
115.670739748,0.761879,172.788577937,47.012906875,46,213.30372861,10.1965790859,46,185.831234747,29.3729,-49.772,47.0341,1.17647486248,41.2813594527,67.4460188782,47.01540358,37.9417,6.46791,211.320515574,169.940868226,47.0096
116.527449564,0.717895,158.24712567,48.5076654406,47,205.840940071,9.03347383918,47,187.781375601,29.6533,-51.3218,48.5234,1.20335802626,51.582420838,32.6187143027,48.5100709302,38.5677,7.11763,226.51456762,170.355787413,48.4992
123.388940281,0.661033,181.994142444,49.890997415,48,208.39874634,2.25887361554,48,203.972797185,30.0087,-52.663,49.9159,1.2277366162,40.6159237374,52.1903655432,49.8929180162,39.2205,7.43229,211.121217472,198.635807389,49.8859
115.455397121,0.713412,160.046052531,51.3283008813,49,189.606825332,1.99573510936,49,182.144453216,30.3325,-54.159,51.3513,1.19039731723,59.8153000626,18.8760658543,51.3303079293,39.8567,7.56098,217.926350566,177.762885537,51.3247
117.053911254,0.670578,174.792483082,52.814589339,50,200.032706155,5.31123656992,50,188.710528151,30.603,-55.7713,52.8308,1.29846893426,37.1097463339,81.3206256758,52.816341956,40.5422,9.06946,221.836058562,178.063795447,52.8078
124.600989836,0.667282,158.17369471,54.3286463762,51,218.786458927,2.11371442412,51,213.528143371,30.9565,-57.3205,54.3493,1.283757327,61.0302072297,13.6373375107,54.3310613199,41.1137,8.09606,205.972438812,209.770222825,54.3207
115.627230082,0.675576,187.271036831,55.5309805794,52,187.376364615,1.70690712064,52,183.275487313,31.2484,-58.5639,55.5542,1.34693486096,28.5365867972,99.0191449473,55.5330110067,41.7146,9.0998,207.00734775,177.866376476,55.5264
115.393142485,0.709584,176.217559713,57.3701314672,53,194.412677872,5.66296532361,53,183.609710703,31.5085,-60.36,57.3935,1.35770416126,30.3271202944,117.12204735,57.3720867978,42.3426,9.18378,231.829765111,172.431061308,57.362
123.175738078,0.690882,174.215427224,58.5496543003,54,206.240700874,2.6740642802,54,200.834226797,31.7461,-61.6509,58.5804,1.41769458091,43.2718459914,68.9502905132,58.5519895428,42.9298,10.6285,211.401918407,195.604056406,58.5453
119.918820112,0.741784,185.537317603,60.2092431485,55,201.3990482,4.01933648687,55,192.994676818,31.9819,-63.3788,60.2308,1.39391129646,10.2940385363,168.072037902,60.2111283103,43.5049,9.76265,197.151223253,186.643847341,60.2008
122.035218242,0.719791,179.458841091,61.2927525517,56,208.978428352,3.3405735627,56,197.266983427,32.2721,-64.3272,61.3197,1.48572999501,32.2769212548,114.979929566,61.2941752973,44.0802,11.9147,213.714030929,191.206008663,61.2859
125.184060799,0.746156,162.785309843,62.6818755535,57,213.020838084,3.40330970134,57,205.146777312,32.5325,-65.9304,62.7067,1.48411563202,60.7941554156,45.4983452584,62.6837736201,44.7152,11.3669,211.643797198,195.233078089,62.6747
122.736911656,0.766365,187.246481648,64.3069342204,58,205.340002159,2.1720899381,58,200.14319799,32.7468,-67.5223,64.3297,1.48182668968,42.8900021429,55.3093267505,64.308509664,45.2969,11.3363,221.088587406,194.305622905,64.2984
123.392847581,0.770459,191.02483038,65.5701114236,59,213.045918815,3.34001159831,59,201.22220686,33.0815,-68.8978,65.5992,1.53362976109,35.2925914572,100.832498743,65.5716187101,45.9064,12.3437,224.054145347,194.754380639,65.5631
122.246955154,0.736901,138.998653346,67.0021345403,60,208.027302229,2.05963529097,60,198.494004475,33.2808,-70.3292,67.0291,1.55117815251,81.523292985,6.45794081336,67.0032437285,46.4622,12.326,212.46755704,195.054059038,66.9942
122.027879591,0.747207,159.079580152,68.8080348543,61,203.977530391,1.81821642193,61,197.927690978,33.4538,-72.0578,68.8344,1.58020435854,71.248272364,20.9162602429,68.8101329446,46.9718,12.2207,207.345968084,194.53088462,68.8024
117.955611314,0.752059,168.777948361,69.7525789885,62,192.708781204,1.82492249355,62,188.648093376,33.6649,-73.0189,69.782,1.60524726749,56.3713288642,19.9662590494,69.7541930839,47.5606,13.394,210.689579657,184.782094192,69.7445
121.779402474,0.74061,151.239178442,71.3578183075,63,206.468174114,2.84489262258,63,196.537596015,33.8696,-74.6355,71.3835,1.622978805,63.8365372331,21.0663276769,71.3618045681,48.1294,13.8813,211.693146443,190.910255438,71.3471
119.295313611,0.757008,177.18160629,72.7135537358,64,211.448057268,8.41000811043,64,191.190054547,34.0594,-75.9618,72.7489,1.59993505898,49.8008007641,46.5308698979,72.717021692,48.6094,12.7219,210.189788594,178.061775384,72.7074
123.605465918,0.767672,182.204811511,73.9827982789,65,205.765312016,2.12462566414,65,201.311193954,34.3218,-77.2538,74.0197,1.64634395746,31.3289145115,116.309135601,73.9892418599,49.1738,14.6126,221.583139223,196.068309676,73.9776
124.977067889,0.770266,156.501510234,75.4249145703,66,216.821793524,3.60071936157,66,204.789477565,34.5777,-78.7594,75.4563,1.65993064205,68.9066628244,40.3673059077,75.4279455582,49.7355,15.6964,225.903109956,197.223900407,75.413
117.760771743,0.756803,172.087583839,76.7282514898,67,192.947989219,3.68215282219,67,187.251672568,34.8035,-80.0998,76.7548,1.67654561336,57.5638605658,17.1238237522,76.7312241983,50.2625,15.1584,221.195368803,173.829416576,76.7179
120.447418449,0.795848,148.807922799,77.9414831711,68,202.060514465,2.75535459696,68,194.060776046,35.0904,-81.246,77.9769,1.74274322096,61.1051578799,32.1842474672,77.9434610121,50.8038,16.5608,217.768277465,183.458224722,77.9367
119.626777784,0.769616,160.86612853,78.9127112439,69,196.055998562,1.91126999523,69,191.390850134,35.3763,-82.3092,78.9446,1.70228038703,58.4169534205,13.034853918,78.9159851351,51.3856,15.0698,224.850142322,183.963669517,78.9008
119.53967868,0.818203,138.980496882,79.9638518813,70,198.365592815,3.90977816664,70,191.211256444,35.5752,-83.4402,80.0107,1.83451379126,74.6788440358,12.9380916942,79.9685435526,51.8822,16.9422,230.226101748,180.322396367,79.9577
121.138120782,0.754283,134.62827162,81.8398705194,71,203.351335349,2.91145389168,71,194.543089164,35.7855,-85.1861,81.8714,1.73067165646,66.2408176249,3.90972900747,81.8441308849,52.3378,17.1996,217.352021605,187.873768533,81.8298
115.339281922,0.777855,170.657444351,83.1002467679,72,186.793939587,2.2374826686,72,181.615752769,35.9627,-86.5391,83.1312,1.77839075746,52.7194622235,26.3050518552,83.1033476791,52.8193,17.4871,217.614098257,176.400500505,83.0883
124.052607296,0.816978,142.71430756,84.334490948,73,211.507742222,3.97537187581,73,201.780313477,36.1487,-87.7725,84.3693,1.77843566876,69.0448017459,6.57835209293,84.337847262,53.3079,17.725,205.033531506,194.061245607,84.3295
125.48658894,0.787237,157.519818843,85.6165316566,74,212.726981478,3.15499115708,74,205.548648602,36.3495,-88.9354,85.6444,1.79195655742,67.8913050001,27.1561428593,85.6200011789,53.7505,19.1596,224.082959105,195.185188242,85.6021
114.84301704,0.76928,165.753941384,86.4067951403,75,185.613542883,3.33176053588,75,180.328167119,36.5931,-89.842,86.451,1.82081278045,56.2842168678,11.56106005,86.4103816915,54.203,18.9969,211.50031933,163.960634225,86.3975
117.814186154,0.782122,181.315973016,87.7911752126,76,194.151787998,2.78605108435,76,187.097786365,36.7337,-91.3374,87.8318,1.92560467653,28.3839587981,119.631781687,87.7935626332,54.6637,22.4532,210.928896532,179.580171161,87.7847
113.94973961,0.754115,157.827607719,89.2442107839,77,183.956028924,3.70655818743,77,177.808469678,36.9911,-92.66,89.2886,1.82205318476,70.5058147214,14.1023895531,89.248698443,55.1383,17.8923,222.235818011,166.012328216,89.2388
121.317730376,0.823355,152.364447329,90.0066506648,78,201.004231597,2.77753196668,78,195.140525702,37.2151,-93.325,90.0512,1.89630321014,56.2177787878,38.9234857712,90.0106859689,55.6587,19.2007,213.428441835,186.672922412,89.9992
116.304402793,0.787631,177.650865161,91.2117193,79,195.692686069,3.57017098842,79,183.36598094,37.384,-94.5807,91.2507,1.88917779122,48.9691752422,19.0088343445,91.2152811272,56.1237,19.3706,215.252043463,175.171939261,91.1994
117.003354111,0.726539,146.956247927,92.1885311376,80,193.755982477,2.93907443999,80,185.56202214,37.5502,-95.4992,92.2324,1.79681069272,66.3524252753,19.7730324362,92.1921759226,56.547,16.7331,199.314200604,178.492502149,92.1815
112.589819673,0.704316,177.444561808,92.7530654994,81,182.135899856,3.32894533211,81,174.708397785,37.7345,-96.153,92.7921,1.9179571913,49.9649244281,8.21217659688,92.756357493,56.9551,20.1005,212.226115922,166.084753604,92.7418
117.108382865,0.734183,158.118482254,94.0449297147,82,190.606825698,2.1403527979,82,185.145508877,37.9311,-97.4671,94.0877,2.01256991118,73.1700807746,6.50966552419,94.0476674547,57.4262,23.7669,225.923582159,177.002774183,94.0384
118.23344613,0.796261,156.814807853,94.9975769431,83,195.476931998,3.60565836825,83,187.519371763,38.094,-98.417,95.0393,1.94737535623,67.4419383733,13.463960638,94.9998625214,57.8661,22.44,225.839450998,173.895900885,94.9865
117.536626559,0.791375,169.170339141,96.1108556702,84,195.325967893,3.42270871445,84,186.240177897,38.2512,-99.4809,96.1474,2.05030798981,50.4502808214,9.23985176952,96.1133403152,58.4204,23.9967,202.073699828,177.657297834,96.0981
121.675802981,0.842966,152.538860153,96.8190799821,85,205.53216275,4.52902399656,85,196.849953128,38.4822,-100.18,96.8665,2.08944519143,55.3003320064,29.1585920078,96.8233121658,58.9154,26.7568,203.565345896,180.510161685,96.8131
120.510487816,0.797961,159.215585761,97.4724343084,86,207.150833549,4.22455032996,86,192.593186656,38.672,-101.123,97.5083,1.96776540239,57.8012648887,24.5755768626,97.4749051635,59.3,21.5572,220.039863488,181.676935845,97.4552
118.755181792,0.807289,160.366645467,98.5497319493,87,194.475402599,1.99411637382,87,189.895447435,38.9234,-102.12,98.5931,2.0185606798,56.2845658797,9.08054458567,98.5512423745,59.7065,23.9803,228.127237633,185.079914284,98.5444
122.914371299,0.854309,155.882457986,99.4583888882,88,208.7191011,6.63953952526,88,198.631929511,39.0333,-103.026,99.5026,2.10444840262,64.7816334246,19.4588144769,99.4619636803,60.1149,27.4209,223.771871734,163.270072766,99.4438
123.795475542,0.836323,175.276385689,100.280141452,89,208.83634599,3.16810491249,89,200.30886795,39.3184,-103.88,100.323,2.10353836448,39.1331720999,82.1367683145,100.282414613,60.6435,24.9644,213.114907619,192.675136824,100.268
120.380057503,0.801085,142.750854248,101.61974701,90,201.635503185,2.95292569069,90,193.429894638,39.5569,-105.135,101.661,2.07845313345,78.0092320863,9.23309290503,101.622011965,61.1525,25.1206,223.904611808,187.75685048,101.611
120.60544744,0.79455,171.981201181,102.414189296,91,204.907316486,2.01007311961,91,194.858065144,39.7506,-105.929,102.461,2.08827590006,58.4974986833,22.8638329093,102.415727172,61.591,26.9764,220.170992498,190.207205213,102.405
117.276761914,0.71111,154.951458552,102.681951782,92,202.315119078,11.0418835789,92,187.131384065,39.9598,-106.129,102.72,2.13709885131,54.7541815287,42.5178206967,102.684838978,62.0626,28.3363,199.739959455,164.78427823,102.668
121.748004911,0.779455,166.750692326,103.812140431,93,210.137478199,6.32498613966,93,197.122203422,40.2235,-107.405,103.876,2.16637875205,59.8148655703,33.286598623,103.813977602,62.6291,26.7694,225.74539405,177.884252351,103.803
127.697079265,0.836101,154.407454,104.442817464,94,221.051039582,4.35079171895,94,211.442584045,40.4103,-108.075,104.499,2.22836923727,73.3487552539,28.4525720063,104.446039451,63.1321,30.4862,236.545747778,200.393938337,104.433
129.958455666,0.722313,173.928733509,105.64375564,95,223.857042253,2.98546723264,95,218.939168764,40.5773,-109.234,105.701,2.17869207398,69.972039019,10.283478126,105.645792675,63.5499,29.221,218.011871974,213.322234055,105.632
128.763681352,0.739814,183.519552823,106.346655196,96,221.962175817,2.91908561103,96,215.221118006,40.7268,-109.971,106.386,2.06759703956,62.9676768206,16.4343425875,106.348752507,63.923,23.3446,225.893818264,208.317539686,106.337
125.333949845,0.75036,172.518641182,107.202851198,97,212.896385632,2.67935326197,97,204.796823041,40.9135,-110.842,107.252,2.22204765899,50.9743504074,73.5140110176,107.207362395,64.4717,29.9973,220.054311681,198.429412251,107.192
118.033914366,0.74103,174.869360206,107.6301108,98,198.293609265,4.16625724505,98,188.151569584,41.0971,-111.185,107.692,2.23612213671,33.1907808798,119.661539531,107.631807108,64.9359,28.8642,214.040354779,177.378083824,107.626
117.799202453,0.741388,145.58311101,108.683202646,99,194.962651171,2.7010473527,99,187.733205463,41.2503,-112.207,108.715,2.1584767481,56.3218880472,5.65514539558,108.684290881,65.3349,29.6392,194.543889006,180.656708764,108.671
126.551727562,0.791697,175.758364191,109.077521636,100,214.773966605,2.95518427832,100,207.608906819,41.4287,-112.519,109.128,2.06987769205,47.6795873905,66.2650343565,109.079918495,65.7528,26.1647,222.303079437,200.161521785,109.069
124.171239426,0.806046,152.505952422,109.610660995,101,210.208516391,3.38112065222,101,201.459493703,41.5654,-113.092,109.645,2.11955830559,63.2151547316,30.6592667712,109.612367847,66.1079,27.215,216.412907264,191.21164997,109.601
120.486513866,0.742178,153.109655496,109.977463143,102,199.249398204,2.58966958481,102,193.509951587,41.7295,-113.514,110.017,2.28153913233,68.1964299799,29.1040067931,109.979972199,66.5215,32.3495,228.63085632,185.71775218,109.964
114.015146246,0.747886,148.306628251,111.031078111,103,191.707125193,10.4202089599,103,177.50579539,41.8658,-114.483,111.082,2.11100364956,75.3395665978,4.69114619252,111.035445602,66.883,25.5746,222.546488808,147.782060471,111.022
124.779848367,0.783681,165.700633869,111.067269845,104,211.596812811,2.90931487475,104,203.711722329,42.0476,-114.471,111.123,2.25735112879,60.2869283817,14.8097842512,111.070581947,67.3283,30.4859,222.860571261,197.956187966,111.055
126.745846733,0.803804,174.042938485,111.952214742,105,217.505398778,3.7429153626,105,207.304521881,42.1978,-115.474,112.014,2.26470365185,55.3382810136,29.7185008661,111.955450718,67.6802,32.9827,229.89737111,200.241653058,111.945
119.143441984,0.764727,177.615235226,112.496454367,106,193.715494293,2.20231475198,106,189.403057333,42.3269,-115.896,112.541,2.08139441311,50.0723052468,84.9970042192,112.499734307,68.0521,24.0914,221.277998317,179.270465002,112.488
115.674090156,0.698294,146.809514706,112.456983465,107,187.7106886,2.73699824625,107,181.634837006,42.516,-115.879,112.507,2.20308068764,59.8793052123,37.8389793474,112.459470243,68.4704,28.0028,208.814866495,174.042649997,112.451
113.715429154,0.746423,143.795039823,113.027726509,108,196.881079621,7.97797243562,108,177.040228542,42.7477,-116.56,113.085,2.21414018696,47.2365599131,46.1268170448,113.030283453,68.8076,31.6711,197.348658876,166.753539814,113.012
117.800311531,0.734261,137.838138709,113.288994875,109,194.312411413,3.2735959018,109,186.919337854,42.8534,-116.712,113.338,2.23847931133,49.5909778742,25.1843639914,113.291334966,69.1601,32.9999,190.225861771,178.168772751,113.281
104.159465044,0.646788,152.893169587,114.837939631,110,182.753866783,23.4074583919,110,155.514872857,42.9977,-118.203,114.888,2.32103255333,43.143377115,65.0392522204,114.842320549,69.5313,35.2716,200.870836423,125.710099728,114.828
117.724838899,0.721603,161.690978362,114.725957662,111,211.615322217,7.82134935172,111,186.914752599,43.1247,-117.953,114.778,2.12338264817,55.0436884383,26.2853360269,114.73021675,69.8677,27.4109,225.756716286,173.434766548,114.721
127.469240456,0.758409,161.775752976,114.657787275,112,218.427790135,6.17706435242,112,209.911034335,43.2915,-118.032,114.724,2.15929847011,68.6806929462,9.90539244523,114.662690337,70.2224,28.9532,229.575335865,188.996578878,114.656
120.480016439,0.826291,171.634193601,114.636531994,113,199.595334297,2.88231386842,113,193.355405031,43.4365,-118.004,114.695,2.33322059084,42.4562474963,29.614643699,114.642098933,70.6321,35.7829,203.831555799,185.371699566,114.623
121.285753774,0.740549,154.988046153,115.110142942,114,201.369037616,3.18338177585,114,194.881340117,43.5499,-118.285,115.155,2.17938067138,52.1094942341,5.76535428725,115.116367644,71.0093,29.0693,199.384553465,186.328744149,115.098
114.233627886,0.7106,159.412853213,115.722880145,115,187.244856886,3.96933006824,115,177.618557676,43.6818,-119.051,115.778,2.35778679136,58.5226427601,9.30074679,115.728631349,71.4956,33.5751,213.609930034,170.303403827,115.714
126.898871816,0.759185,163.942391193,115.602798645,116,221.788701887,2.71308045431,116,208.423347651,43.7842,-118.705,115.656,2.07908800385,77.4394580475,4.19919115345,115.60929421,71.8389,26.1485,248.940702737,203.415229477,115.594
130.510833961,0.782401,161.20774053,115.470073508,117,226.032887686,2.95539818208,117,217.19453839,43.9279,-118.815,115.527,2.35686975424,65.5675914128,8.02375099482,115.479094322,72.23,33.8178,230.052833245,208.503492055,115.462
128.071446116,0.769816,154.583082591,115.749334132,118,219.659816513,3.86638817033,118,210.995261396,44.0413,-118.938,115.811,2.16241875377,70.0739637784,22.3563352292,115.755422597,72.491,28.0189,221.634869709,201.209005402,115.743
132.24817038,0.755933,175.021546658,116.505194259,119,237.068210944,4.40740944225,119,224.091336638,44.19,-119.615,116.55,2.15040913437,48.0525723195,69.9104899418,116.512591118,72.8631,29.0808,218.651636447,213.870263435,116.492
123.87587325,0.759149,173.071087258,116.995052316,120,217.241448521,5.27213563699,120,201.671885449,44.2775,-120.081,117.053,2.20314588591,42.3906796178,90.921996103,117.00206912,73.2785,34.0969,226.743447262,190.851303255,116.983
128.278999652,0.760642,172.750088844,116.592596621,121,235.995242809,5.09694188216,121,213.033089758,44.4131,-119.833,116.657,2.13913495092,77.7300524354,7.92522938016,116.598771753,73.6644,27.5037,261.54679383,204.991488834,116.586
131.145781054,0.748203,130.368720735,116.854736087,122,231.39311881,3.46453446849,122,221.683446424,44.5656,-120.127,116.912,2.17111793006,87.3663591658,5.09177705148,116.862354227,73.8756,30.3412,232.686140116,211.867758706,116.847
130.565576059,0.744908,170.582427878,117.192012297,123,242.669413892,5.77335833956,123,219.976783033,44.7066,-120.327,117.252,2.33346294619,76.0891027198,12.8956561413,117.197641538,74.2501,35.1783,239.189433312,208.500129776,117.183
131.651279902,0.768938,180.76278928,117.187727186,124,236.15661722,4.82883606606,124,223.223680246,44.8841,-120.552,117.251,2.35426876239,64.8290595995,13.5215104598,117.195514699,74.6169,36.5993,230.9158257,213.202729593,117.176
132.832750629,0.765133,173.268264472,117.01735709,125,241.321668522,2.87380670349,125,228.841569553,44.9822,-120.411,117.093,2.16852373422,82.3542694838,8.06215846162,117.02634539,74.9451,26.7398,233.180372429,221.660809753,117.012
