AveragePolicySurr,QFunRegParamNorm,AverageQLoss,AverageAbsY,PolicyRegParamNorm,AverageY,Epoch,MaxEsReturn,AverageAction,StdEsReturn,AverageAbsQ,AverageDiscountedReturn,AverageAbsQYDiff,MinReturn,MinEsReturn,StdReturn,AverageQ,AverageReturn,MaxReturn,AverageEsReturn,Iteration
-13.0145,29.0389,0.767637,12.2060223297,26.5502,12.2051757737,36,271.243790031,0.735069,0.0,12.2008,37.6762168778,0.60396929333,-368.385397857,271.243790031,371.74621083,12.2008,389.593539646,618.31941218,271.243790031,36
-13.6917,29.3567,0.764032,12.8870132945,26.8708,12.8863128031,37,304.074167567,0.750313,0.0,12.8819,49.6146697832,0.611776606407,426.141590434,304.074167567,31.7560662024,12.8819,488.490755743,534.459345003,304.074167567,37
-14.352,29.694,0.810814,13.5441698814,27.1894,13.5433309939,38,320.501297456,0.722455,0.0,13.5395,51.344154924,0.61714741509,194.769126525,320.501297456,101.631045757,13.5395,479.295060928,604.975935547,320.501297456,38
-15.0374,29.9758,0.792834,14.2276646701,27.5303,14.227119767,39,371.834035951,0.741939,0.0,14.2234,52.7351422083,0.620734830882,264.264649398,371.834035951,102.903237495,14.2234,490.448815743,609.395429943,371.834035951,39
-15.7069,30.3288,0.853896,14.8996972783,27.8647,14.8990112135,40,382.786106001,0.767616,0.0,14.8951,52.1286373875,0.629971825753,514.657156131,382.786106001,48.8333631747,14.8951,559.712593093,670.364637897,382.786106001,40
-16.3777,30.6418,0.893846,15.5694994974,28.2133,15.5687486184,41,367.016896099,0.718912,0.0,15.5648,64.2466188818,0.638917560223,469.959894929,367.016896099,63.2025873174,15.5648,599.225045932,683.76805669,367.016896099,41
-17.0527,30.9331,0.88935,16.2401412752,28.4961,16.2396285072,42,376.261061854,0.741959,0.0,16.2356,67.5132328727,0.637261223054,543.803147573,376.261061854,30.9920550071,16.2356,585.861549529,635.451025833,376.261061854,42
-17.7454,31.1977,0.906518,16.9292691442,28.7392,16.9286855197,43,417.872707977,0.701241,0.0,16.9241,59.3349861094,0.641653712009,595.072129675,417.872707977,33.2789754386,16.9241,651.729738975,694.14964978,417.872707977,43
-18.4143,31.5123,0.920338,17.6012964201,28.9929,17.6007308181,44,375.126761703,0.674655,0.0,17.597,71.8811704573,0.643123615913,690.370804371,375.126761703,22.737016961,17.597,733.468018981,765.048942755,375.126761703,44
-19.082,31.8015,0.994307,18.2728861276,29.3103,18.2721194692,45,442.407739552,0.675454,0.0,18.2683,55.9718518221,0.650761136538,193.239040557,442.407739552,174.64710248,18.2683,569.105138502,717.761101718,442.407739552,45
-19.7789,32.0854,0.99679,18.9593075436,29.6092,18.9586907275,46,365.807509721,0.691714,0.0,18.9541,62.8208389264,0.649770733145,543.843423679,365.807509721,70.5248371734,18.9541,710.69668856,809.442762208,365.807509721,46
-20.4797,32.3178,1.02853,19.6600637701,29.8916,19.6594504829,47,577.413282988,0.673051,0.0,19.6555,61.2359136409,0.658655931194,604.213680147,577.413282988,42.9112917458,19.6555,676.368305846,744.841697676,577.413282988,47
-21.1573,32.5718,1.03234,20.3504433957,30.1532,20.3497920747,48,442.091763339,0.678517,0.0,20.3459,50.3963251079,0.65540652849,159.771995602,442.091763339,194.594017426,20.3459,648.091168854,794.637839499,442.091763339,48
-21.8714,32.8228,0.967642,21.0509322427,30.4373,21.0504421689,49,468.232634518,0.678888,0.0,21.0465,47.5770195081,0.649697514826,-279.86915101,468.232634518,305.65388584,21.0465,208.499926988,764.892200121,468.232634518,49
-22.5761,33.0543,1.10059,21.7508490074,30.7574,21.7503773743,50,509.890433254,0.70903,0.0,21.7462,65.940830646,0.660143851102,786.019148781,509.890433254,23.5360996654,21.7462,819.701490503,878.78528653,509.890433254,50
-23.2702,33.3297,1.12066,22.4455769939,31.0477,22.4449971305,51,426.186550716,0.670784,0.0,22.4412,71.9823252978,0.6629055058,751.700682756,426.186550716,36.81236092,22.4412,840.364711248,897.362356578,426.186550716,51
-23.9969,33.5838,1.26213,23.1624793276,31.3365,23.1618183817,52,535.455598465,0.645306,0.0,23.1575,61.8302225787,0.680186470118,780.64552686,535.455598465,44.2180546568,23.1575,841.335033373,921.878030396,535.455598465,52
-24.7394,33.7988,1.11712,23.9046877057,31.5897,23.90411904,53,612.391055684,0.643078,0.0,23.9002,73.1775271234,0.665786861202,-122.794096648,612.391055684,305.402683758,23.9002,787.596761274,955.338564682,612.391055684,53
-25.4109,33.9763,1.22048,24.5890205081,31.8784,24.5883787214,54,461.926061592,0.651618,0.0,24.5841,63.1307958596,0.670574263541,905.90341168,461.926061592,44.914872647,24.5841,979.882369621,1044.51763266,461.926061592,54
-26.143,34.1661,1.29941,25.3172614051,32.1516,25.3166810754,55,500.536188197,0.646195,0.0,25.3131,70.8917615773,0.686106232701,951.851300014,500.536188197,39.3895818143,25.3131,1042.76975978,1094.81964828,500.536188197,55
-26.8822,34.402,1.33428,26.0486409497,32.394,26.0482052483,56,521.59296331,0.625605,0.0,26.0433,63.2003729769,0.696353435197,903.705731489,521.59296331,63.3240029102,26.0433,1006.99599175,1106.02813214,521.59296331,56
-27.6094,34.6242,1.36296,26.7713256228,32.6265,26.7707717778,57,395.520562012,0.654789,0.0,26.7666,81.7780967841,0.696573126812,935.570331868,395.520562012,66.5717026254,26.7666,1042.01482962,1145.70635529,395.520562012,57
-28.2858,34.8415,1.35382,27.4527799806,32.9043,27.4523779252,58,558.93351237,0.649573,0.0,27.4478,81.6221460915,0.700596985385,1040.32140488,558.93351237,38.6246173358,27.4478,1106.93050633,1158.53710653,558.93351237,58
-29.049,35.0705,1.37408,28.2118323812,33.1502,28.2113342034,59,537.145475577,0.630796,0.0,28.2081,74.9949246234,0.698826324927,1047.658659,537.145475577,39.3508239792,28.2081,1114.48768262,1173.95560744,537.145475577,59
-29.783,35.3095,1.50224,28.9468665391,33.3858,28.9463590247,60,594.599596741,0.624563,0.0,28.9415,71.278133412,0.714465447236,895.466865702,594.599596741,91.3176455645,28.9415,1084.71988346,1176.49317904,594.599596741,60
-30.5042,35.5228,1.52818,29.6584373264,33.5985,29.6579218933,61,601.568732338,0.647843,0.0,29.6546,62.3156180053,0.716347266047,857.552474044,601.568732338,43.1516969655,29.6546,925.377297274,1004.91315354,601.568732338,61
-31.2276,35.7304,1.47477,30.3778861487,33.8362,30.3774643845,62,488.721526719,0.659146,0.0,30.373,61.9664792054,0.713409127633,862.502096803,488.721526719,70.9947920275,30.373,982.664871095,1081.33044716,488.721526719,62
-31.9539,35.9451,1.72499,31.1148412021,34.0746,31.1142690876,63,561.256329278,0.651175,0.0,31.1097,54.8676087265,0.736941995993,891.839490854,561.256329278,81.8225728903,31.1097,1052.74777669,1171.7809833,561.256329278,63
-32.659,36.1554,1.62091,31.8270006912,34.2727,31.8263882488,64,359.908878649,0.664497,0.0,31.8223,66.3740260035,0.725729428551,856.275886402,359.908878649,87.3194197747,31.8223,1004.00128683,1107.53303453,359.908878649,64
-33.3764,36.3907,1.7925,32.5406935884,34.5106,32.5400464182,65,590.015653695,0.672885,0.0,32.5357,75.4274174818,0.741173375602,949.735192268,590.015653695,31.1165659531,32.5357,1014.49137793,1068.22434482,590.015653695,65
-34.1166,36.6395,1.61004,33.2677187594,34.7045,33.267290221,66,520.83323091,0.680186,0.0,33.2633,78.0210094292,0.732024283923,917.274178704,520.83323091,68.7239708148,33.2633,1042.68676381,1160.74193934,520.83323091,66
-34.8712,36.8599,1.85379,34.0096493284,34.8698,34.0091011039,67,623.8766278,0.661582,0.0,34.0051,75.5180312781,0.752014701701,1006.75919995,623.8766278,56.4835469334,34.0051,1133.27819802,1212.26033441,623.8766278,67
-35.6044,37.1046,1.84018,34.7458720605,35.0308,34.7453183732,68,561.121363145,0.653382,0.0,34.7413,54.7564030501,0.752562546337,484.036703253,561.121363145,199.381511176,34.7413,1031.70743377,1204.50603916,561.121363145,68
-36.3449,37.3209,1.94763,35.4771906694,35.1959,35.4765010671,69,606.252639021,0.664872,0.0,35.4721,76.3235070178,0.753691971653,872.164849493,606.252639021,63.486869268,35.4721,1026.25813221,1096.83389776,606.252639021,69
-37.1124,37.526,2.09355,36.2367017399,35.3947,36.2361286774,70,586.485997952,0.63964,0.0,36.2324,46.7987515342,0.767339862719,821.471004123,586.485997952,76.5367296282,36.2324,954.847106378,1068.55083949,586.485997952,70
-37.8492,37.7764,1.86265,36.9727965699,35.6016,36.9724135653,71,593.69365073,0.645421,0.0,36.9682,61.9494176414,0.75383611632,841.060695845,593.69365073,101.035216429,36.9682,1086.22195049,1182.91881676,593.69365073,71
-38.5981,38.0273,2.08314,37.7180128168,35.7683,37.7175615324,72,583.312097948,0.680426,0.0,37.7134,71.9180527642,0.776282873109,-521.843582437,583.312097948,522.928986301,37.7134,1040.28052824,1299.0765805,583.312097948,72
-39.3681,38.2487,2.31916,38.4716668288,35.9778,38.4711814395,73,515.209746497,0.688866,0.0,38.4674,34.4885414328,0.789403283325,616.091624889,515.209746497,102.391535466,38.4674,842.25834349,997.767071017,515.209746497,73
-40.0836,38.5371,2.30174,39.1947622644,36.1802,39.1942107748,74,464.831569159,0.658107,0.0,39.1891,61.7837651055,0.783454175812,967.587901832,464.831569159,105.388972329,39.1891,1163.6764843,1310.61281301,464.831569159,74
-40.8541,38.7496,2.27348,39.9584588499,36.397,39.9580418664,75,597.809031324,0.660539,0.0,39.9546,59.2038881021,0.783644101304,1026.52197454,597.809031324,62.5532796933,39.9546,1149.42827834,1211.72825492,597.809031324,75
-41.6101,38.9857,2.42123,40.703366248,36.6003,40.7028565095,76,554.687196247,0.67705,0.0,40.6982,57.5077318489,0.799413450044,962.320097117,554.687196247,97.2999878837,40.6982,1139.39528339,1246.79157133,554.687196247,76
-42.4043,39.1899,2.23781,41.4967966025,36.8166,41.4963484419,77,503.34717518,0.684175,0.0,41.4924,42.2818863119,0.788790167088,216.201798483,503.34717518,253.83848987,41.4924,828.468228217,1148.0064509,503.34717518,77
-43.1701,39.4638,2.44653,42.2570732788,37.0016,42.2566034325,78,634.888682929,0.660751,0.0,42.2524,74.9917023227,0.798366839655,1148.99554536,634.888682929,58.0022357498,42.2524,1232.65837991,1344.58853474,634.888682929,78
-43.8908,39.6689,2.66489,42.9979887838,37.174,42.9975270245,79,528.575624637,0.677687,0.0,42.993,77.6463778479,0.815899636825,1056.23076661,528.575624637,79.5736027719,42.993,1189.08047155,1332.37634112,528.575624637,79
-44.5865,39.9467,2.78649,43.7007142351,37.3865,43.7002190357,80,563.603870839,0.670906,0.0,43.6955,73.7037366051,0.822169501434,740.43821616,563.603870839,163.519322005,43.6955,997.897286294,1245.96482858,563.603870839,80
-45.3341,40.1776,2.45241,44.4517564082,37.5765,44.4513869098,81,633.547513228,0.719163,0.0,44.4472,59.0884191327,0.8050894394,638.800003717,633.547513228,160.309183526,44.4472,977.601868664,1131.58972009,633.547513228,81
-46.0855,40.4208,2.5418,45.1980498077,37.7702,45.1976008985,82,413.173387593,0.662416,0.0,45.1939,70.6687431187,0.81172461679,998.460737324,413.173387593,50.2894760636,45.1939,1072.24547782,1164.72777559,413.173387593,82
-46.8233,40.6427,2.87845,45.9292629888,37.989,45.9288512903,83,564.772389601,0.675982,0.0,45.9244,80.1736102209,0.838243681897,1045.05442023,564.772389601,68.5476053576,45.9244,1148.314703,1279.47392424,564.772389601,83
-47.5809,40.9119,2.83521,46.6861304628,38.1844,46.6857294812,84,522.772746792,0.681986,0.0,46.6815,85.9331723178,0.833639354209,1004.38359657,522.772746792,21.4704744331,46.6815,1051.56438419,1073.12160083,522.772746792,84
-48.2736,41.2063,3.06546,47.3755268345,38.3623,47.3750387297,85,629.188898498,0.724391,0.0,47.3703,71.7140473167,0.846669523833,862.449987286,629.188898498,83.8642529755,47.3703,1031.68185612,1141.61714642,629.188898498,85
-48.9787,41.5066,3.28502,48.0784256521,38.5489,48.0779052664,86,543.925555693,0.715387,0.0,48.0742,74.3823747664,0.865260910823,1036.03389824,543.925555693,46.8522339832,48.0742,1112.50134948,1202.39018295,543.925555693,86
-49.694,41.7591,2.95155,48.7875693028,38.7053,48.7871404608,87,645.55428241,0.694569,0.0,48.7829,102.612353094,0.849396529442,1152.92826412,645.55428241,58.3370639893,48.7829,1239.22495958,1329.61654159,645.55428241,87
-50.4482,42.0176,3.54532,49.5282395924,38.9151,49.5276642465,88,601.135725554,0.705194,0.0,49.5227,52.6157710031,0.890226157831,986.688211654,601.135725554,60.8966356145,49.5227,1063.76130614,1174.39666636,601.135725554,88
-51.1612,42.2623,3.071,50.2350233848,39.102,50.2346931205,89,645.075237291,0.692847,0.0,50.2308,93.0269384934,0.865435756385,1087.73930697,645.075237291,50.7845863191,50.2308,1163.06922618,1252.61343331,645.075237291,89
-51.9049,42.5676,3.6363,50.9737363564,39.3237,50.9732631259,90,647.659221087,0.685527,0.0,50.9683,96.5521640989,0.893040730303,1078.33204977,647.659221087,34.461016114,50.9683,1122.97482317,1188.93460205,647.659221087,90
-52.6168,42.9168,3.67426,51.6669933439,39.5248,51.6665330128,91,643.271337016,0.72802,0.0,51.6623,69.9712898193,0.91317134942,723.351111833,643.271337016,146.479229858,51.6623,1061.30172079,1185.63979924,643.271337016,91
-53.3716,43.2178,3.34771,52.4235865283,39.6835,52.423162376,92,600.651390662,0.691918,0.0,52.4186,104.244551479,0.891923229938,1164.30418278,600.651390662,49.2389274803,52.4186,1246.38183719,1307.80570866,600.651390662,92
-54.0974,43.515,3.61292,53.1404161581,39.8584,53.1399543969,93,719.715665767,0.691873,0.0,53.136,84.212289827,0.897420158647,1128.2458132,719.715665767,42.0935273579,53.136,1207.20237145,1252.98364003,719.715665767,93
-54.8228,43.8608,3.77562,53.8784478663,40.0587,53.877930936,94,592.556602353,0.721584,0.0,53.8733,96.1037298209,0.913883499447,1118.57842634,592.556602353,42.7383830027,53.8733,1215.24798519,1302.59865244,592.556602353,94
-55.5592,44.1097,3.83427,54.6055976161,40.315,54.6052187436,95,648.466442581,0.719616,0.0,54.6004,71.361365356,0.910048971336,946.692810279,648.466442581,86.859547275,54.6004,1074.41959983,1236.28002451,648.466442581,95
-56.2831,44.4346,3.9048,55.3266940678,40.4696,55.3262069156,96,624.03312073,0.723285,0.0,55.3229,96.0365106087,0.934597728518,1096.78379902,624.03312073,28.3401421971,55.3229,1130.68621115,1186.35967468,624.03312073,96
-57.003,44.7663,3.83561,56.0496076471,40.6594,56.049224629,97,654.999330875,0.733003,0.0,56.0437,96.5773808425,0.927361165244,1132.30355987,654.999330875,34.3202247703,56.0437,1182.13625057,1257.77308245,654.999330875,97
-57.7261,45.0979,3.89196,56.7593478844,40.8475,56.7589542993,98,590.249780142,0.739956,0.0,56.7549,90.2341771216,0.923536026661,982.537732854,590.249780142,64.2264416848,56.7549,1091.25397549,1187.67090078,590.249780142,98
-58.4539,45.4761,4.62487,57.4863772008,41.0338,57.4858598736,99,640.966474905,0.74465,0.0,57.4809,52.357800024,0.954144597486,715.827967663,640.966474905,88.0813222453,57.4809,891.280965744,997.669631242,640.966474905,99
-59.2124,45.836,4.42004,58.2303468293,41.1799,58.2298337074,100,599.821854838,0.742191,0.0,58.2249,98.2681292745,0.957542187746,987.999248326,599.821854838,81.8529796055,58.2249,1208.99604164,1279.85491151,599.821854838,100
-59.8975,46.1126,4.36932,58.9199529839,41.3512,58.9195748576,101,641.969223889,0.740317,0.0,58.9151,86.8534338537,0.951973069361,803.298879021,641.969223889,126.092481867,58.9151,1099.35292322,1245.61510274,641.969223889,101
-60.6196,46.5175,4.63974,59.6506835301,41.5311,59.6502325441,102,607.782835696,0.746616,0.0,59.6456,88.0670198046,0.968352655672,1071.93440719,607.782835696,43.2237543401,59.6456,1129.97635008,1211.71725462,607.782835696,102
-61.3489,46.8042,4.46828,60.3723591875,41.7546,60.371924506,103,667.82699275,0.747408,0.0,60.3667,82.7963283991,0.96202101023,-573.627389705,667.82699275,526.598459505,60.3667,1002.11659746,1234.00853831,667.82699275,103
-62.0463,47.1366,4.5443,61.0607432761,41.9695,61.0603317679,104,715.087774091,0.737229,0.0,61.0554,97.737284809,0.963214889693,1071.52101287,715.087774091,42.4155406817,61.0554,1149.50549308,1234.30578201,715.087774091,104
-62.7243,47.3819,4.58216,61.7564201797,42.1671,61.7561011581,105,571.707731555,0.732199,0.0,61.7511,105.685683251,0.963272219318,1134.49333763,571.707731555,36.2230426414,61.7511,1191.00602819,1252.40174735,571.707731555,105
-63.4698,47.7211,5.05707,62.4680881203,42.3368,62.4676593345,106,640.437746264,0.754131,0.0,62.4625,103.784420626,0.985973765356,1079.26460997,640.437746264,34.4597912424,62.4625,1135.7095314,1196.38444599,640.437746264,106
-64.1508,47.9629,4.47837,63.1689205945,42.5334,63.1685283702,107,581.968895255,0.737612,0.0,63.1644,107.027752386,0.958421049976,1103.21616569,581.968895255,68.2296144731,63.1644,1187.3686059,1310.31385409,581.968895255,107
-64.8496,48.2602,4.85954,63.8662784649,42.6999,63.8657464656,108,593.736066752,0.737763,0.0,63.8611,112.502672716,0.968834828484,1157.73014553,593.736066752,28.9540437405,63.8611,1207.96678418,1242.2690406,593.736066752,108
-65.5132,48.5057,4.70359,64.5515861939,42.8836,64.5513082499,109,642.242871631,0.751377,0.0,64.5468,92.3405534709,0.969444207577,-287.590994388,642.242871631,426.798989831,64.5468,990.384142126,1172.30710578,642.242871631,109
-66.1974,48.841,5.13733,65.21869997,43.0467,65.218134108,110,478.015076984,0.743085,0.0,65.2138,91.9926673293,0.983739228783,1140.25989748,478.015076984,77.4798514091,65.2138,1236.02096573,1352.35000669,478.015076984,110
-66.8345,49.1187,5.28541,65.8629853985,43.2574,65.8624971292,111,583.942143628,0.742433,0.0,65.857,98.1764598833,0.994570793791,1103.19804378,583.942143628,65.7544681459,65.857,1234.14526256,1351.66820513,583.942143628,111
-67.4942,49.4668,5.66458,66.5142780427,43.4551,66.5139190074,112,704.20661331,0.743409,0.0,66.5097,104.262333655,1.01081078574,1181.87106927,704.20661331,39.0307368248,66.5097,1223.68357889,1296.72101737,704.20661331,112
-68.1543,49.7764,4.788,67.1904767778,43.6408,67.1901290422,113,608.711984994,0.725226,0.0,67.1851,111.195859449,0.977481138729,1219.09723745,608.711984994,19.9780415353,67.1851,1240.57882325,1284.51779712,608.711984994,113
-68.8206,50.0892,5.10784,67.8455476228,43.798,67.8451747572,114,631.743306214,0.75105,0.0,67.8418,105.197942956,1.00407840688,1170.83990256,631.743306214,28.8305247294,67.8418,1233.51621972,1259.54129761,631.743306214,114
-69.4858,50.4587,5.35225,68.4956079836,43.9977,68.495334584,115,713.49172762,0.771299,0.0,68.4888,107.569520492,1.00559002351,1045.02651772,713.49172762,36.9527049339,68.4888,1109.73352319,1158.69026775,713.49172762,115
-70.1388,50.7857,5.39546,69.150935201,44.1782,69.1505047892,116,661.461146258,0.73591,0.0,69.1459,104.79018606,1.00174794565,1049.56395418,661.461146258,46.2986850945,69.1459,1181.63604081,1226.56256909,661.461146258,116
-70.7599,51.0572,5.44786,69.78921101,44.3166,69.7886234194,117,646.426317983,0.75559,0.0,69.7849,100.536406606,1.00840642846,1198.99479264,646.426317983,39.4352872904,69.7849,1256.47999879,1339.35116128,646.426317983,117
-71.4524,51.3218,5.51259,70.4681253747,44.4331,70.4676809649,118,716.602416207,0.762369,0.0,70.4622,111.668741837,1.00828362347,1136.13648356,716.602416207,54.7301411398,70.4622,1245.27227652,1324.4692827,716.602416207,118
-72.1248,51.6721,5.97403,71.1340346448,44.6161,71.1335776264,119,632.513827188,0.776622,0.0,71.128,93.7658315853,1.0454054572,969.767265914,632.513827188,27.313669719,71.128,1011.28087517,1057.0281397,632.513827188,119
-72.7243,52.0337,6.36316,71.7390282745,44.7507,71.7386148661,120,616.637381364,0.748219,0.0,71.7338,112.331124215,1.05829447985,1197.67755372,616.637381364,33.3668779619,71.7338,1247.05038545,1295.80682913,616.637381364,120
-73.3468,52.3364,6.85897,72.362780626,44.9236,72.3622101546,121,578.336498435,0.752133,0.0,72.3561,104.238874118,1.0774631401,1138.51603208,578.336498435,64.3327616037,72.3561,1228.96143263,1331.33211342,578.336498435,121
-74.0013,52.665,5.69796,73.0142748523,45.0811,73.0139698459,122,688.116664941,0.759392,0.0,73.0107,104.885582947,1.037305954,1074.30313806,688.116664941,41.9474416547,73.0107,1152.58336349,1211.49149062,688.116664941,122
-74.6567,52.9921,6.96499,73.643303698,45.2233,73.6429350863,123,701.677846432,0.750929,0.0,73.6362,112.052359124,1.08756872642,1088.32276549,701.677846432,60.7998617131,73.6362,1201.67296783,1287.76718028,701.677846432,123
-75.2872,53.3297,7.15555,74.2709726028,45.3655,74.2705498229,124,688.313406539,0.742717,0.0,74.2659,124.418559303,1.08415564307,1180.91768935,688.313406539,45.0834899179,74.2659,1253.4937051,1326.17500451,688.313406539,124
-75.9507,53.591,5.68438,74.9517292266,45.4899,74.9512406101,125,584.025761862,0.750048,0.0,74.9467,99.6050639588,1.0529188465,1042.56130684,584.025761862,45.5396876002,74.9467,1138.13682547,1200.66852924,584.025761862,125
