AverageReturn,QFunRegParamNorm,MaxEsReturn,AverageQLoss,MaxReturn,AverageAbsQ,StdReturn,AverageAbsQYDiff,PolicyRegParamNorm,AverageAction,Iteration,MinReturn,AverageEsReturn,AverageAbsY,AveragePolicySurr,Epoch,AverageDiscountedReturn,StdEsReturn,MinEsReturn,AverageY,AverageQ
216.772651843,43.2441,278.630552549,0.141785,309.489737616,5.29257,37.5416943687,0.176262649813,56.9934,0.793997,40,157.845102157,127.443796505,5.29190437756,-5.5607,40,125.236706295,82.4193322482,19.9720638585,5.2895606579,5.28835
205.278763143,43.9792,325.095217761,0.163898,345.577387074,5.50657,38.6224422447,0.183528444993,57.6143,0.801999,41,165.858780214,190.057126849,5.50587514588,-5.76199,41,122.691710499,83.104405436,25.9088900315,5.50408924119,5.50299
121.240196322,44.6592,270.465504682,0.178169,245.21367299,5.7306,23.8170406352,0.196271722747,58.3002,0.810224,42,43.4117146884,112.599426023,5.72944474263,-5.97542,42,86.092430187,73.3803223532,40.5417461126,5.72770101466,5.72618
103.095594367,45.3194,288.829520818,0.218896,242.159839945,5.91571,48.0712116009,0.208015099651,58.8043,0.89662,43,74.7672483687,129.580148999,5.91605439682,-6.14858,43,74.959426645,68.0550982447,40.6782335281,5.91461749796,5.9127
177.603272233,45.9642,340.410468823,0.19144,248.672733535,6.12377,84.8280850652,0.19982885594,59.1511,0.866592,44,40.1771924195,197.83260195,6.12312545977,-6.3795,44,105.865499033,97.8784201865,38.5062713162,6.12184903346,6.12049
284.407556491,46.5862,304.958467067,0.220807,303.181141941,6.34936,8.72276481319,0.214432162829,59.7008,0.859364,45,264.631561543,198.181004129,6.34807355149,-6.61519,45,151.030034597,81.3561665827,92.9347436755,6.34649469816,6.34501
277.878538313,47.2105,299.233362198,0.218922,311.637871539,6.55142,29.9203066137,0.2167890426,60.2069,0.831306,46,196.721960857,189.634272967,6.55122955224,-6.82156,46,148.920428325,85.8489488247,45.9277250923,6.54987509322,6.54798
44.5298499674,47.8075,311.176538318,0.228218,49.9625636507,6.79314,2.31006775685,0.21753601231,60.7131,0.968848,47,38.600514582,172.964517765,6.79230801116,-7.07639,47,39.0024244007,89.5076180382,50.9641830372,6.79055189921,6.78907
316.237911745,48.4097,322.718149989,0.258696,340.209937489,7.04285,36.7354882864,0.23053737872,61.3897,0.751929,48,42.5143342171,192.84076677,7.0422601922,-7.34175,48,161.762556793,108.715944091,43.9298980497,7.04004940228,7.03886
288.658366807,48.9177,310.147667161,0.297052,299.135948891,7.23975,7.2136672942,0.246858286593,61.9741,0.785597,49,267.947464254,241.59511592,7.23916250572,-7.54217,49,152.706220915,78.2323433747,88.1325976963,7.23605382748,7.2342
334.410723898,49.5834,318.06047067,0.329536,404.527342998,7.47878,43.9729223855,0.255413678501,62.4127,0.749829,50,123.478630681,253.248787881,7.47822968041,-7.79217,50,163.561823711,80.435766965,56.5980381574,7.47444441901,7.47233
195.800198385,50.1036,389.83487006,0.295434,334.145706497,7.75582,99.3232585133,0.244264089261,62.9811,0.766768,51,107.098061435,215.744708056,7.75431101409,-8.08391,51,114.812154972,104.493318282,53.7740835315,7.75011046183,7.74945
286.077051319,50.6988,329.265912084,0.345915,366.585214195,7.99182,38.4309621728,0.264552455204,63.4514,0.736613,52,164.111591266,183.756790689,7.99121363604,-8.32487,52,152.394702987,93.3092494144,16.1920426551,7.98696382013,7.98506
369.953675421,51.3427,343.673786007,0.366556,599.722953064,8.30913,64.295082861,0.275881798856,63.9457,0.807526,53,318.454278139,214.323606296,8.30770266779,-8.6538,53,173.829748534,108.399973534,56.9163828761,8.30411307602,8.30182
347.758712416,51.9421,399.170671818,0.358883,411.161252937,8.51369,24.1017044953,0.27293481112,64.3108,0.700959,54,210.469332628,247.096550186,8.51278318565,-8.86185,54,169.609440089,121.444791056,29.782254509,8.5092812054,8.50773
279.438307264,52.4716,424.36894449,0.381204,295.716264678,8.80881,9.49524710838,0.27828532695,64.7916,0.643336,55,254.199439746,235.215488025,8.80653821273,-9.1594,55,149.963060686,117.970446075,61.6366408542,8.80324306318,8.80208
351.435087525,53.0906,357.056285458,0.357302,399.182895129,9.0365,17.3509629997,0.280601574578,65.25,0.722554,56,329.918036161,212.891681066,9.03551497817,-9.38563,56,170.456011435,81.1575524064,43.1541261772,9.03249927026,9.03031
317.604481046,53.5797,344.484341388,0.36541,326.874869991,9.29431,4.30087537411,0.282709546312,65.6292,0.733765,57,304.604539177,280.174946007,9.29189955765,-9.6416,57,161.595020268,75.7906269211,88.8413003137,9.28947343794,9.28818
386.607483229,54.0913,358.819008827,0.428337,584.436410972,9.56107,71.1674677937,0.298061694445,66.2509,0.786993,58,306.550965094,233.928496064,9.55964382785,-9.92414,58,179.027373691,112.914427606,12.7607743307,9.55781197143,9.55551
322.104576903,54.6375,366.666497316,0.462495,364.899505191,9.74713,24.5590353726,0.303310653401,66.6865,0.787729,59,272.884439122,213.329060511,9.74508422296,-10.131,59,163.534872892,105.037153343,31.8108480798,9.74290064163,9.74029
198.471284203,55.1509,344.620586399,0.467351,345.686406226,10.073,25.8041472247,0.314833595933,67.1193,0.883707,60,132.701421515,145.183982113,10.0703792259,-10.469,60,121.060996292,83.2142143073,10.1689424428,10.0679525863,10.0655
336.719018445,55.5942,343.448755313,0.482062,390.493124483,10.3169,64.7702020924,0.316344560944,67.6815,0.833253,61,199.647583145,176.136385672,10.3144752166,-10.7056,61,165.300600005,99.6647898427,30.6055603461,10.3114169287,10.31
270.180074627,56.1316,369.338737203,0.554063,412.946534662,10.5799,67.8468767368,0.336674015937,68.0288,0.853444,62,146.214511653,235.435532734,10.5790746197,-10.9822,62,146.333534176,118.552090367,7.33340603906,10.5761073243,10.5732
207.319405724,56.6782,384.178092122,0.573904,385.514804151,10.7988,106.095545566,0.345145509907,68.4556,0.864116,63,40.6857616553,216.456719633,10.7959424166,-11.19,63,116.791204658,108.719623527,42.2094241487,10.7935353842,10.791
281.832660411,57.252,383.940330602,0.559403,355.090891349,11.0631,60.3095616737,0.339945279352,68.9158,0.898544,64,133.354587839,186.838185836,11.0591716308,-11.4639,64,150.216363061,124.897005798,18.3273894266,11.0554983819,11.0541
260.064575718,57.719,304.342949672,0.664078,422.209873894,11.3034,90.4867895057,0.368697570381,69.3821,0.892185,65,135.462053728,198.11192987,11.3008890443,-11.7242,65,140.455002472,76.6247510746,106.71282784,11.2970563161,11.2947
443.8823633,58.2615,324.855169711,0.622768,520.87635444,11.5365,45.7553862542,0.361416966959,69.8821,0.874277,66,330.13135706,178.376217169,11.5326215748,-11.9638,66,194.489954073,93.147093546,34.5674938435,11.5296737887,11.5277
273.795066269,58.8524,404.263907105,0.649762,355.555323667,11.8368,96.7212380401,0.379220654215,70.4148,0.902014,67,29.4344973507,197.449937756,11.8335401436,-12.29,67,142.971774325,110.125982785,19.8558568398,11.8296418821,11.8274
299.272918448,59.3291,324.707480568,0.685244,336.381478083,12.0634,46.1166619871,0.38207127253,70.9282,0.872935,68,31.7684590311,206.821035183,12.0621332856,-12.4973,68,155.95308603,83.5339520717,38.4877953039,12.0594860762,12.0557
306.10626767,59.8055,324.346378578,0.683664,352.456692395,12.3378,46.5432919161,0.385782581022,71.3693,0.894016,69,141.149100858,136.824258265,12.3341247753,-12.7837,69,156.350960652,78.2998917531,11.0982762947,12.3317821963,12.3298
281.515290486,60.3428,339.442175639,0.725917,342.312119966,12.6391,53.8797071728,0.391017178268,71.7053,0.865982,70,143.792914194,190.275368074,12.6359005768,-13.048,70,149.042765022,96.7540175599,51.431761723,12.633566458,12.6314
327.986849006,60.964,295.903552583,0.87146,352.984393161,12.8267,9.33944441929,0.41676174087,72.0743,0.805849,71,306.395113534,180.577284882,12.8234337441,-13.2374,71,162.324581089,84.728424793,46.1932390357,12.8211597751,12.8189
304.488516815,61.4355,346.499679313,0.761231,324.618689815,13.0673,9.2764205655,0.4032500325,72.4101,0.813591,72,285.816239198,202.004705464,13.0641064055,-13.4923,72,156.581906783,92.4319524527,82.448358119,13.0623978473,13.06
297.36647546,61.9527,456.234202707,0.798562,309.554852163,13.3294,6.65954752909,0.418222773191,72.7442,0.842076,73,280.059891632,213.37627124,13.3270085241,-13.7396,73,154.749896277,127.041547562,51.9472941059,13.325160555,13.3221
282.037018354,62.4095,347.950352464,0.843252,291.899091516,13.526,5.19175825006,0.422498626296,73.1341,0.829544,74,269.628055556,246.951464251,13.5233116075,-13.9449,74,150.242671255,97.5410513161,7.19717134026,13.5215062845,13.5192
279.062926072,62.8562,300.697316968,0.857295,291.600433357,13.775,4.07827392113,0.420386891307,73.443,0.847165,75,267.590150899,166.989802683,13.7709148189,-14.197,75,149.559363541,81.3532675271,57.7880674629,13.7688627395,13.7666
281.392204541,63.3358,321.706029167,0.943776,292.609947245,13.9638,5.04615515739,0.444665245879,73.7466,0.856185,76,270.115408035,211.824665259,13.9611013904,-14.3731,76,150.647860728,76.2901066574,85.7763727218,13.9590907115,13.9559
268.718447906,63.7781,319.966169269,0.828137,285.141156757,14.2181,14.3673977676,0.42745777842,74.124,0.858501,77,141.308212577,192.990848727,14.2137832982,-14.6385,77,146.81771207,100.468070732,14.8982732449,14.2118843228,14.2101
247.64988324,64.264,347.308041091,0.946344,282.642828013,14.3668,60.8261647862,0.446296440199,74.5526,0.877589,78,92.0265558396,216.388127867,14.364559111,-14.7814,78,137.345492405,86.5001774542,30.2460384352,14.3623588869,14.3586
275.064877008,64.7585,290.824275005,0.878204,290.333652215,14.6164,8.37694957609,0.436534733233,74.877,0.833584,79,252.395180826,223.03921343,14.6117970965,-15.0424,79,148.40752556,63.9651196595,121.016434623,14.6094955363,14.6077
308.07356812,65.3258,304.804277517,0.930413,328.540583818,14.8476,11.3969042509,0.456671843511,75.1798,0.819326,80,264.050466018,210.769323504,14.8423431984,-15.2757,80,158.2592189,62.2609602081,87.6036584783,14.8405146086,14.8386
286.132449664,65.7422,300.405563629,1.02899,297.332109606,15.0544,5.68593601135,0.454401469713,75.533,0.818376,81,271.227374828,161.816257969,15.0502801639,-15.4948,81,152.327526234,97.9362572751,57.7879923203,15.0474450917,15.0431
333.067897774,66.2156,314.771453904,1.07403,359.791135437,15.2918,10.5616296149,0.481237221801,75.8258,0.803837,82,301.037511817,142.550858777,15.2862375863,-15.7396,82,166.735969953,87.0097860403,29.2656368088,15.283521231,15.2816
289.34518902,66.6654,344.898816607,1.11558,301.129853277,15.4759,3.88966676487,0.480629491529,76.2412,0.838341,83,282.052778189,234.256131975,15.4706856606,-15.9279,83,152.410292622,90.529628618,66.1064228767,15.468468169,15.4651
226.307421129,67.0537,302.137590119,1.21903,299.025146783,15.7877,54.6987558955,0.494523850887,76.7014,0.85095,84,140.798051558,189.920473837,15.7837342111,-16.2226,84,131.011071365,85.006917579,61.5979171154,15.7810954815,15.7786
305.122223824,67.5151,362.429407536,1.24667,395.749813989,15.9602,65.6617592004,0.506224153366,77.0149,0.80701,85,67.8746284681,204.746900666,15.9542976917,-16.4023,85,157.119665941,107.063956913,9.48535390367,15.951281198,15.9485
298.427147388,67.9484,371.96819429,1.09834,327.747229193,16.1168,20.7711647351,0.494646944225,77.3546,0.862034,86,152.387324619,214.324712837,16.1119741837,-16.5805,86,157.277608117,133.067371379,14.2068977705,16.109496152,16.1073
187.375111288,68.4366,314.150019063,1.16552,336.02538996,16.3297,58.7647845561,0.488585588277,77.6933,0.893891,87,136.032402843,191.041507307,16.3268130827,-16.7784,87,115.28713981,93.4162351846,55.4789115261,16.3246950207,16.3211
283.638608872,68.896,350.39092106,1.25813,314.882396745,16.4973,27.3735556785,0.509851076119,78.1187,0.851626,88,150.124661313,147.432770539,16.4916273416,-16.9486,88,152.036282373,80.7342626428,52.6336641666,16.4895792582,16.4862
251.205690919,69.3368,309.658484046,1.16791,342.092841489,16.7123,64.447650224,0.495637807861,78.3929,0.859792,89,92.8535065113,165.665403972,16.7051152941,-17.1764,89,139.481096656,99.0434120311,31.5229431914,16.702772954,16.7006
117.071556294,69.7665,280.335306582,1.1993,306.387634267,16.9344,41.4483588605,0.501336900706,78.7588,0.904925,90,80.0414681184,141.586080353,16.9289100964,-17.3895,90,83.6749406605,78.1063488569,35.6471068586,16.9270979914,16.9237
296.703982586,70.2207,326.876203492,1.28418,337.474014137,17.0086,8.18758731029,0.516210268907,79.0346,0.838652,91,284.527300385,157.802001399,16.9992421981,-17.4708,91,154.914338506,94.2061252261,65.5244840736,16.9973016203,16.995
339.128211699,70.5451,376.030702673,1.28592,391.498035389,17.2202,25.7567110843,0.507823544375,79.3079,0.855612,92,268.767448201,252.162028617,17.2139704747,-17.6711,92,167.437641054,110.665192385,56.6431352237,17.2119881867,17.2093
324.731098031,71.0058,323.508024533,1.15277,357.350460149,17.4654,23.5967012409,0.500507082488,79.6551,0.824901,93,248.424997381,168.17879791,17.4589963849,-17.9131,93,163.738400549,102.838200991,36.767908614,17.4575232109,17.4553
335.710511497,71.4221,458.108495397,1.33446,427.868049725,17.6533,37.4112246163,0.512028019349,79.955,0.850913,94,280.867143471,189.756560219,17.6482618774,-18.1232,94,166.522163901,124.345295501,11.3357892205,17.6465795965,17.6439
247.958514915,71.7813,309.885633442,1.26252,451.59060937,17.7334,99.9028726235,0.512044014246,80.2374,0.849239,95,126.10496795,200.333367941,17.7294562111,-18.1853,95,136.258357779,79.913020699,70.2386058813,17.7276231912,17.7233
306.554916315,72.1784,303.61855286,1.41864,404.232591276,17.9227,44.7204576005,0.539516351395,80.5229,0.852694,96,221.005359967,144.814308072,17.9165849621,-18.3519,96,158.347179304,86.3177738327,9.27637879789,17.9147914254,17.9116
365.87780672,72.5847,331.718688669,1.29933,393.593409351,18.0343,27.668305007,0.523617388301,80.9145,0.861619,97,267.952741606,229.138679635,18.0295728394,-18.4657,97,177.106925309,109.422839727,51.5568243677,18.0274141657,18.0253
89.1963323337,72.9094,414.343567492,1.3538,897.35268723,18.2231,180.894749892,0.533407526675,81.198,0.89481,98,17.084446505,190.054559757,18.2171451512,-18.6571,98,42.9827736934,135.769979377,19.3841818436,18.2150909062,18.2113
435.410381794,73.3045,360.825010245,1.42888,448.902053632,18.3442,5.82574507657,0.538975230666,81.363,0.754521,99,419.678626568,156.328134959,18.3358739266,-18.8125,99,196.01857778,112.284084472,8.2424411987,18.333890683,18.3309
439.867478777,73.6454,404.179332474,1.26114,468.946393206,18.5647,4.55309697488,0.517719857454,81.6541,0.750803,100,432.115983267,205.048425282,18.5549547798,-19.0436,100,197.075649623,143.223579604,12.4547632207,18.5529564634,18.5519
381.318749212,74.0427,400.095421454,1.4401,395.649774887,18.7489,8.33670026216,0.536278866735,81.9365,0.821962,101,366.090117667,211.650306459,18.7454050821,-19.2441,101,182.877115356,139.659447119,41.5748901531,18.7433189372,18.7388
495.217330202,74.4186,364.684442649,1.55929,520.4103248,18.9852,12.9046075848,0.556960141481,82.1363,0.832139,102,472.382203707,191.301615353,18.9782506409,-19.4953,102,210.298959485,101.638225709,10.6687139798,18.9761938897,18.9725
355.664815364,74.7492,439.721437743,1.48094,386.712185281,19.0431,12.3636971143,0.547592056596,82.3687,0.845644,103,333.668949214,240.618903089,19.0337722964,-19.5586,103,176.217506862,127.499254593,15.8534151956,19.0318257877,19.0293
367.27239253,75.0754,611.028891473,1.48413,426.765208652,19.309,26.7572563932,0.546199024811,82.5931,0.854788,104,316.960089333,246.243382773,19.3066186695,-19.8317,104,179.822138204,222.868571995,17.9752418409,19.3047253456,19.2989
391.054200486,75.5184,641.500107105,1.53188,522.921071431,19.5019,33.6862669403,0.560541231126,82.9889,0.835383,105,327.254736421,323.017655229,19.4948211208,-20.0184,105,185.944741334,182.883514016,11.4628281759,19.4929353864,19.4902
355.106259041,75.8552,467.631533015,1.41105,410.820010546,19.7088,31.5556365033,0.540183530327,83.2525,0.890281,106,312.216197226,252.3161624,19.7025163123,-20.2251,106,178.038065879,117.174114409,74.0470506543,19.7012171612,19.6985
411.957752159,76.2455,352.508390552,1.43488,469.807011742,19.9044,31.4475815768,0.549306430148,83.5229,0.897776,107,329.216958418,189.992289549,19.8962755703,-20.4033,107,187.649449946,113.73672516,12.1302767191,19.8940816055,19.8919
227.880036462,76.6461,332.327526976,1.76428,452.771864719,20.0806,56.5755485971,0.592041797153,83.9551,0.858961,108,201.359114429,200.839819334,20.0746323725,-20.5866,108,132.451840957,93.0652728569,91.7429888806,20.0728202642,20.0678
370.748277143,76.9424,338.947992396,1.54678,486.676581775,20.2819,45.5227065704,0.559500054093,84.1212,0.895663,109,282.706787123,136.810077384,20.2752097225,-20.7947,109,177.677713181,101.926964298,9.05467365093,20.2730286715,20.2707
398.807533824,77.2751,364.537454832,1.75615,474.460674618,20.4728,81.3537643779,0.580936601509,84.5004,0.906635,110,73.0504684481,202.96909656,20.4638550826,-20.9665,110,184.498142498,129.102298523,25.6303044328,20.4617585727,20.4568
301.540170738,77.6296,377.527753336,1.75073,479.215239963,20.6218,55.4380052581,0.578790003669,84.7733,0.895969,111,153.245408318,216.518914263,20.6128816495,-21.1308,111,157.607353203,112.604021522,32.9501124027,20.6108247643,20.6089
433.818083374,77.9635,521.274359176,1.7117,582.492457414,20.8196,50.3997603863,0.590762119147,84.9821,0.927591,112,329.846877723,270.252077644,20.8092968756,-21.3238,112,196.33447482,138.126790227,61.6162449782,20.8071367287,20.8041
454.619423368,78.2914,476.778417002,1.90628,504.203827339,20.9248,45.8779891613,0.59541350085,85.2545,0.919137,113,316.014926706,206.845987446,20.9203090746,-21.4337,113,199.604398521,134.059092246,5.62869732522,20.9167320455,20.9122
447.167864218,78.6247,325.623684129,1.84492,489.09613128,21.1269,44.6643006688,0.606571153602,85.53,0.905758,114,273.474536947,181.82530179,21.1201444291,-21.6418,114,196.013256578,91.6415298356,38.0840970185,21.1180284261,21.1135
489.96958281,78.9868,477.699883674,1.72017,661.086121981,21.2095,37.4826422102,0.595866382243,85.7644,0.914328,115,426.566514186,166.755985281,21.2021433624,-21.7312,115,206.289221695,128.477233605,8.75828590208,21.1978090032,21.1955
394.372128343,79.2723,385.813303706,1.63597,478.663675136,21.3795,70.0555145811,0.581365657412,86.0721,0.903444,116,279.104023224,176.689202802,21.3706008907,-21.9063,116,183.327516054,102.726004772,38.4102391089,21.3677830338,21.3645
444.979837358,79.7137,370.120798947,2.00221,665.606100408,21.6063,77.9187167102,0.624126410649,86.3902,0.880165,117,55.0284848299,169.642634552,21.5954250981,-22.1311,117,195.730068572,111.771314218,13.9344688127,21.5923461992,21.5899
521.746260904,80.0705,480.385984215,1.91465,756.843899092,21.7947,79.3531900932,0.612510283573,86.6954,0.892406,118,442.4802375,267.577692416,21.7876115329,-22.297,118,206.509786071,148.588523663,6.98010800512,21.7845211223,21.782
261.502780143,80.4053,327.1931653,1.75772,407.239765178,21.9616,43.1529577515,0.604585595339,87.0469,0.900066,119,151.80046113,207.456353433,21.9517084908,-22.4704,119,144.491072391,96.2982618129,11.0993927548,21.9477219654,21.9458
464.509718125,80.7299,449.512985327,2.06337,715.545520322,22.0968,78.592129937,0.647667376367,87.3194,0.909543,120,304.356180413,226.570693038,22.0867646578,-22.6034,120,196.467218078,128.561869296,70.7367451838,22.0839499641,22.0796
587.567259424,81.0291,439.074588218,1.93832,701.232717742,22.2569,71.3363923928,0.629087279408,87.5548,0.901267,121,460.161495116,250.836588066,22.2486246249,-22.7558,121,220.384640431,100.373865397,116.348527811,22.2454607855,22.2442
420.519546451,81.3352,538.252419179,1.86068,653.172974312,22.3924,59.5031032425,0.616376019492,87.7208,0.916293,122,350.703389257,308.12141204,22.383466339,-22.9032,122,190.327057579,176.279164124,9.08299946048,22.3810261654,22.3777
52.0563580112,81.6027,470.545149639,1.98265,81.1108834778,22.464,2.74204236767,0.626642333017,88.0014,0.973653,123,47.9352873416,224.20234554,22.4565292141,-22.967,123,44.4759717357,126.693427756,72.1126230463,22.4526443103,22.4503
