Iteration,StdReturn,AverageQ,AverageDiscountedReturn,MaxReturn,MaxEsReturn,AverageAbsQ,AverageEsReturn,MinReturn,Epoch,AverageY,MinEsReturn,AverageAction,QFunRegParamNorm,AverageReturn,AveragePolicySurr,AverageQLoss,AverageAbsY,StdEsReturn,AverageAbsQYDiff,PolicyRegParamNorm
19,29.1479742374,7.50142,44.1526114246,211.0,83.0,7.50269,20.2156862745,42.0,19,7.50134878389,3.0,0.192714,32.3397,61.0731707317,-8.7377,0.260048,7.50134878389,16.7030744211,0.26225700396,22.463
20,2.66710880688,8.36595,33.7293730297,52.0,77.0,8.36776,17.406779661,38.0,20,8.36545391507,4.0,0.200273,34.5938,40.9714285714,-9.71355,0.29798,8.36545391507,13.3722691102,0.27627356256,23.205
21,34.1262298679,9.19011,47.2677162201,223.0,54.0,9.19222,16.6166666667,44.0,21,9.18936517504,3.0,0.217154,36.5843,68.231292517,-10.6205,0.34308,9.18936517504,12.8284731056,0.294044947367,23.786
22,1.01810301501,9.99819,31.3507663568,40.0,66.0,10.0007,16.4098360656,35.0,22,9.99817234295,3.0,0.174204,38.5526,37.4328358209,-11.5175,0.417031,9.99817234295,12.6470070965,0.311859786045,24.252
23,0.776573494094,10.8246,31.4540939327,39.0,41.0,10.8281,13.7397260274,37.0,23,10.8238634337,3.0,0.129297,40.5069,37.5805243446,-12.46,0.535537,10.8238634337,8.32232086515,0.34956156149,24.6449
24,0.658283326324,11.6648,30.895453269,38.0,83.0,11.6694,15.578125,35.0,24,11.6639698529,3.0,0.239611,42.3359,36.7720588235,-13.4095,0.621172,11.6639698529,14.0020140153,0.367508113492,25.1093
25,0.563956322665,12.5329,31.9055876478,40.0,63.0,12.5387,15.453125,37.0,25,12.5319105173,3.0,0.276067,44.1898,38.2366412214,-14.3968,0.704283,12.5319396011,12.9070350094,0.393902198942,25.5466
26,0.621670820752,13.3422,32.5000167206,41.0,54.0,13.3484,13.1315789474,38.0,26,13.3414977394,3.0,0.268672,46.0285,39.109375,-15.3314,0.773615,13.3415263593,8.54607035775,0.40916404438,26.068
27,1.07110410325,14.1887,33.195708193,44.0,45.0,14.1978,14.7205882353,38.0,27,14.1867132511,3.0,0.31028,47.8051,40.144,-16.2474,0.979772,14.1867470652,10.2208633057,0.457747890617,26.6299
28,2.11988099485,15.0532,34.6814378446,57.0,48.0,15.0638,14.6176470588,40.0,28,15.0532130865,3.0,0.289144,49.3454,42.3983050847,-17.1848,1.0468,15.0532421595,10.4614550385,0.473640099485,27.1318
29,85.5461574225,15.8769,67.1590511984,648.0,45.0,15.8866,13.2368421053,50.0,29,15.8747751111,3.0,0.254619,51.136,131.467532468,-18.0627,1.22143,15.8747919697,10.0667096243,0.509163634507,27.6683
30,54.6878508392,16.691,47.3445353961,391.0,50.0,16.7022,13.44,42.0,30,16.6916213821,3.0,0.272492,52.7861,73.75,-18.9668,1.30057,16.6917838873,9.13198043508,0.525666466253,28.14
31,1.77938278575,17.4764,35.1018634292,52.0,50.0,17.4895,15.53125,41.0,31,17.4748641198,3.0,0.411349,54.4186,43.0343347639,-19.8174,1.49264,17.475134715,11.3742702376,0.562126931224,28.6724
32,41.7262926426,18.2535,54.6090679884,280.0,42.0,18.268,12.9066666667,46.0,32,18.2537598822,3.0,0.260375,56.1754,85.5641025641,-20.6363,1.55324,18.2540432156,9.67219152462,0.577885258185,29.1612
33,88.7364206161,19.0815,74.6908663027,505.0,48.0,19.0956,12.5662650602,67.0,33,19.0824344027,3.0,0.323357,57.7306,162.1875,-21.5881,1.77127,19.0826549072,10.6705232661,0.614549637034,29.6224
34,7.98268206337,19.7985,46.1134242773,104.0,67.0,19.8171,16.65,49.0,34,19.7971149171,3.0,0.512757,59.2685,61.8271604938,-22.4912,1.98308,19.7973730876,13.5656735918,0.648977394954,29.9637
35,62.0709760501,20.6591,66.4212586151,345.0,66.0,20.6802,20.7708333333,60.0,35,20.6596682082,3.0,0.3991,60.5695,122.731707317,-23.4046,2.08006,20.6600077277,17.1004868149,0.682875234867,30.1613
36,4.42491687512,21.5646,37.6549614648,74.0,65.0,21.5838,16.5166666667,41.0,36,21.5657107525,3.0,0.275975,61.8511,47.1079812207,-24.3841,2.26257,21.5661470824,13.2230753693,0.697350010464,30.511
37,6.59586713651,22.4195,35.4304880891,76.0,60.0,22.439,17.9285714286,37.0,37,22.4199290833,3.0,0.276107,63.1129,43.7336244541,-25.3464,2.35892,22.4204575446,15.6580161383,0.703883134125,30.7778
38,1.99603548538,23.2365,37.072071806,53.0,104.0,23.2634,14.4782608696,41.0,38,23.2369643978,3.0,0.209451,64.4376,46.1059907834,-26.2452,2.55599,23.2378439965,16.3783249269,0.729071352699,31.1716
39,1.27265812137,24.1073,33.8045616655,45.0,52.0,24.1341,11.7647058824,38.0,39,24.1070864362,2.0,0.311497,65.5015,41.0573770492,-27.2348,2.95744,24.1082734637,10.6645614993,0.773239499455,31.5115
40,1.26123228272,24.9702,34.545016729,47.0,73.0,24.9959,17.4310344828,39.0,40,24.9707468299,3.0,0.310551,66.8297,42.1764705882,-28.1834,3.10391,24.9716274633,16.0978817079,0.802666617227,31.7998
41,2.42062646189,25.8194,40.6704250674,59.0,38.0,25.85,10.847826087,47.0,41,25.8215613338,3.0,0.264346,68.0497,51.9740932642,-29.1168,3.50807,25.8232380039,8.88077403428,0.834421636943,32.0496
42,3.70174928633,26.5827,42.1002247706,67.0,48.0,26.6193,11.4482758621,47.0,42,26.5828944703,2.0,0.18301,68.9843,54.4402173913,-30.0025,3.55307,26.5841581199,10.4987778388,0.85453678367,32.2837
43,5.53287208277,27.5886,49.3852664931,83.0,52.0,27.6201,16.9830508475,54.0,43,27.5911957892,3.0,0.311896,70.2492,67.9054054054,-31.0542,3.73141,27.5924931395,13.6126704754,0.86108375495,32.5356
44,4.91421605161,28.4379,46.8651125416,76.0,50.0,28.4717,12.7088607595,52.0,44,28.439059003,3.0,0.251178,71.2338,63.0377358491,-32.0257,4.15961,28.4409977141,10.4870648459,0.902981939074,32.8499
45,10.3059699154,29.2683,58.7119248113,115.0,87.0,29.3089,11.1685393258,66.0,45,29.2700075111,3.0,0.229894,72.1578,88.5398230088,-32.8606,4.43038,29.2722833974,11.0557686961,0.923061435934,33.2741
46,23.3769884686,30.0851,64.7971543932,178.0,43.0,30.1226,12.6923076923,63.0,46,30.0872689673,3.0,0.20177,73.1825,106.478723404,-33.7734,4.53579,30.0898501983,8.79730100264,0.931987428898,33.7339
47,5.90648707929,30.8314,43.4691901575,74.0,68.0,30.8743,12.4814814815,44.0,47,30.8325148137,3.0,0.261702,74.1196,56.9261363636,-34.6439,5.00978,30.835471148,10.0038401406,0.979367342323,34.0142
48,0.0,31.7124,99.9956828753,1000.0,80.0,31.7562,16.0967741935,1000.0,48,31.7108706034,3.0,0.325077,75.0475,1000.0,-35.5019,5.46813,31.7131086105,15.5860873418,1.01935332223,34.2445
49,0.0,32.4785,99.9956828753,1000.0,60.0,32.5192,14.5362318841,1000.0,49,32.4829249397,3.0,0.326305,76.2009,1000.0,-36.3855,5.38887,32.4851136429,13.1431138196,0.997516924871,34.6128
50,0.0,33.2541,99.9956828753,1000.0,70.0,33.2925,12.1084337349,1000.0,50,33.2557784819,3.0,0.307703,77.276,1000.0,-37.2381,5.31068,33.2592833158,12.6481695882,1.00156110279,35.124
51,0.0,33.9867,99.9956828753,1000.0,59.0,34.0359,12.6708860759,1000.0,51,33.9883628558,3.0,0.456538,78.5856,1000.0,-38.0684,5.86574,33.9921972163,10.3883107617,1.04845846476,35.4578
52,0.0,34.7551,99.9956828753,1000.0,82.0,34.8046,13.0657894737,1000.0,52,34.7574821756,2.0,0.345756,79.483,1000.0,-38.9027,6.52438,34.7619093828,12.7220648836,1.10378348224,35.7761
53,0.0,35.6967,99.9956828753,1000.0,58.0,35.7436,15.3333333333,1000.0,53,35.6973796601,3.0,0.31762,80.4294,1000.0,-39.9178,6.51028,35.7012643677,12.3262527938,1.10203717507,36.151
54,0.0,36.395,99.9956828753,1000.0,44.0,36.4547,13.0632911392,1000.0,54,36.3970166283,3.0,0.366865,81.3466,1000.0,-40.7364,6.76187,36.4008896572,10.6561229468,1.15062934727,36.6322
55,0.0,37.2283,99.9956828753,1000.0,60.0,37.2781,10.1808510638,1000.0,55,37.2320083185,3.0,0.327942,82.2438,1000.0,-41.6746,7.0742,37.2355346862,8.30529537046,1.14879459895,37.0513
56,0.0,37.9322,99.9956828753,1000.0,54.0,37.9893,10.5510204082,1000.0,56,37.9342401423,3.0,0.27249,83.1084,1000.0,-42.4266,7.6874,37.9389519982,10.5483555629,1.20666495989,37.3442
57,0.0,38.782,99.9956828753,1000.0,47.0,38.8433,11.0222222222,1000.0,57,38.7841759251,3.0,0.324492,84.0785,1000.0,-43.473,7.95975,38.7872985456,7.62011632716,1.19654969161,37.7209
58,0.0,39.5924,99.9956828753,1000.0,73.0,39.656,11.0652173913,1000.0,58,39.5922562505,3.0,0.338231,84.9197,1000.0,-44.3259,8.17372,39.5976631293,10.4421848745,1.20976634269,38.0998
59,0.0,40.5504,99.9956828753,1000.0,90.0,40.6122,13.527027027,1000.0,59,40.5541732112,3.0,0.335674,85.8418,1000.0,-45.3292,8.2672,40.558344156,13.5917532359,1.23584084321,38.3471
60,0.0,41.455,99.9956828753,1000.0,73.0,41.5267,14.5441176471,1000.0,60,41.4579642865,3.0,0.321734,86.7433,1000.0,-46.4108,9.02974,41.4624937684,13.4923004443,1.28528606352,38.6664
61,0.0,42.373,99.9956828753,1000.0,78.0,42.4434,18.0363636364,1000.0,61,42.374311649,3.0,0.308899,87.5055,1000.0,-47.3747,9.31342,42.3811975356,15.8549833134,1.2876884665,38.9084
62,0.0,43.3077,99.9956828753,1000.0,89.0,43.377,17.9298245614,1000.0,62,43.3078923101,3.0,0.356394,88.2953,1000.0,-48.4467,9.63001,43.3135804406,16.2889044672,1.31997996961,39.1872
63,0.0,44.1586,99.9956828753,1000.0,75.0,44.2335,16.7627118644,1000.0,63,44.1649136958,3.0,0.176106,89.0776,1000.0,-49.4252,10.6066,44.1724015869,15.6685358721,1.35895941218,39.4089
64,0.0,45.3236,99.9956828753,1000.0,57.0,45.3962,18.0714285714,1000.0,64,45.3213417986,3.0,0.313015,89.9156,1000.0,-50.5895,9.97587,45.3295412367,12.6813377264,1.32331625387,39.6642
65,0.0,46.2321,99.9956828753,1000.0,54.0,46.3236,14.4558823529,1000.0,65,46.2377638452,3.0,0.171515,90.7809,1000.0,-51.591,11.2366,46.2485295991,10.9845263138,1.42426474154,39.8949
66,0.0,47.1873,99.9956828753,1000.0,49.0,47.2686,14.4857142857,1000.0,66,47.1906055574,3.0,0.242858,91.5504,1000.0,-52.6962,11.5107,47.2008950754,9.93657436967,1.39062575029,40.1656
67,159.234117363,48.1537,99.9302445304,1000.0,46.0,48.2427,15.3076923077,507.0,67,48.1555720141,3.0,0.15704,92.3178,916.636363636,-53.7769,11.8553,48.1682583599,11.4662354857,1.46169116691,40.3536
68,252.142988669,49.1614,99.4828831458,1000.0,72.0,49.2446,15.78125,346.0,68,49.1635553178,3.0,0.13791,93.3002,739.357142857,-54.9232,12.847,49.1728173654,13.0772569156,1.45774980758,40.681
69,118.439304653,50.0587,93.7330943068,633.0,118.0,50.1473,19.5098039216,144.0,69,50.0601196159,3.0,0.155174,94.2177,330.741935484,-55.8291,13.4238,50.0703227325,20.8348995951,1.49896877148,40.8618
70,44.4146716419,51.0355,86.2129838504,328.0,68.0,51.129,13.75,145.0,70,51.0406883851,3.0,0.168985,95.0588,206.897959184,-56.941,13.4615,51.0517784883,14.1153482265,1.4795515598,41.0165
71,50.9776443317,52.1109,92.2725884007,372.0,65.0,52.2067,18.2,196.0,71,52.1145209127,3.0,0.152757,95.8111,266.263157895,-57.959,14.5842,52.1256094221,17.0873690725,1.55000024042,41.178
72,41.2399311046,52.9661,81.4481564269,244.0,52.0,53.0613,14.7941176471,120.0,72,52.9683371441,3.0,0.203677,96.6622,175.596491228,-58.987,14.6861,52.9835688297,12.2180662082,1.54600240175,41.4201
73,25.0896876075,53.8248,78.2374589493,243.0,77.0,53.9216,14.3913043478,104.0,73,53.8303431583,3.0,0.189133,97.4796,154.5,-59.9297,14.7483,53.8433763228,14.1187688745,1.56357659865,41.6261
74,39.6904899776,54.8045,84.3733610023,326.0,71.0,54.9089,14.8235294118,146.0,74,54.8037792213,3.0,0.248839,98.0899,191.716981132,-61.0299,16.3137,54.81942058,12.424999913,1.62517509984,41.9619
75,26.6452182174,55.6928,76.1349901893,231.0,71.0,55.7968,19.0,96.0,75,55.6945111476,3.0,0.278934,98.7483,146.057971014,-61.9901,17.0726,55.7102176124,15.0217790609,1.66715021554,42.2212
76,25.5831060932,56.5582,79.7983073337,218.0,66.0,56.6926,16.6666666667,100.0,76,56.5647029374,3.0,0.167984,99.4397,162.387096774,-62.8971,17.7813,56.5896877451,13.4333746898,1.75520686358,42.4562
77,36.3014468213,57.734,83.3266055248,248.0,53.0,57.8475,18.7358490566,136.0,77,57.7369965986,3.0,0.18685,100.119,184.636363636,-63.9557,18.235,57.7619044869,14.2896597308,1.72185262106,42.6561
78,28.9680744678,58.5882,88.7859145665,301.0,77.0,58.7018,18.0714285714,148.0,78,58.5911909765,3.0,0.218875,100.869,221.739130435,-64.9522,18.012,58.617691598,16.8722692424,1.68531769304,42.909
79,43.0801288299,59.4214,91.6137423327,394.0,117.0,59.5419,18.8490566038,189.0,79,59.4240754073,3.0,0.231249,101.639,254.95,-65.8713,18.2774,59.451186877,20.8402696416,1.70023058546,43.1999
80,45.7799689335,60.3074,90.2012385835,334.0,79.0,60.4286,18.5,141.0,80,60.3116148828,3.0,0.197057,102.146,241.166666667,-66.8434,19.8341,60.3397291967,15.5214904783,1.77217421327,43.4484
81,41.4190943131,61.1182,89.7714008234,342.0,56.0,61.2456,14.9402985075,148.0,81,61.1210139052,3.0,0.189963,102.855,235.395348837,-67.788,19.8998,61.1548620673,12.6701913626,1.77385028447,43.702
82,41.878969335,62.0291,90.1525674539,338.0,44.0,62.162,13.3733333333,151.0,82,62.0341906508,3.0,0.175632,103.625,239.095238095,-68.8282,20.4724,62.0685714453,9.48510879689,1.80834974525,43.9596
83,87.058479707,63.0489,95.61658763,544.0,120.0,63.1684,14.0416666667,223.0,83,63.050494642,3.0,0.209359,104.247,340.566666667,-69.7858,20.2323,63.0832847762,16.7078137908,1.75047395369,44.2925
84,63.6674222616,63.7598,93.9633922654,442.0,61.0,63.9047,13.698630137,183.0,84,63.7659982525,3.0,0.21513,105.111,298.441176471,-70.6209,23.2237,63.8067490437,11.2951498035,1.91777645999,44.4907
85,57.7001925666,64.715,96.0417012654,451.0,64.0,64.8407,13.8888888889,232.0,85,64.716957921,3.0,0.220889,105.786,336.566666667,-71.5987,22.5744,64.7458536036,13.2272399443,1.82624577869,44.7447
86,43.6309933447,65.5807,93.2768688651,382.0,41.0,65.7368,11.3448275862,187.0,86,65.5855646877,3.0,0.181209,106.355,277.944444444,-72.5041,23.1754,65.6204025019,8.7043754174,1.90986803765,44.9562
87,192.426807875,66.4969,99.8466216482,1000.0,78.0,66.6372,13.3289473684,446.0,87,66.5018799845,3.0,0.189719,107.048,844.583333333,-73.4301,22.4485,66.5367226183,14.5026205961,1.88631213875,45.3084
88,204.142702675,67.2596,99.8317409093,1000.0,61.0,67.3885,15.9666666667,440.0,88,67.260131846,3.0,0.253724,107.673,846.583333333,-74.4722,25.1723,67.2911957361,12.8814681703,1.94922248883,45.5651
89,0.0,68.1237,99.9956828753,1000.0,88.0,68.2477,17.4237288136,1000.0,89,68.1297193875,3.0,0.199027,108.392,1000.0,-75.4509,23.9998,68.1573206846,17.767045661,1.92732953534,45.721
90,194.196135103,68.9173,99.8350240744,1000.0,66.0,69.0722,13.6486486486,420.0,90,68.9237339926,3.0,0.143089,109.042,860.166666667,-76.2119,24.3354,68.9601858964,11.4943375395,1.94834603018,45.9063
91,61.5206744796,69.8572,99.9927034754,1000.0,65.0,69.9951,11.010989011,786.0,91,69.8572247928,3.0,0.203008,109.549,980.545454545,-77.2137,26.3726,69.8893524373,11.0468477981,1.96490288423,46.1527
92,178.580669602,70.8133,99.8864225798,1000.0,65.0,70.9625,10.1875,453.0,92,70.8172520987,3.0,0.193304,110.153,910.333333333,-78.2062,28.4462,70.8508697844,9.34334935038,2.10008443736,46.3442
93,77.8163841939,71.7307,89.2198223931,427.0,68.0,71.8735,14.5147058824,135.0,93,71.7371324601,3.0,0.179289,110.816,249.024390244,-79.2625,27.5576,71.7620678807,13.9426268171,2.05513996384,46.5001
94,61.4701761973,72.4039,93.1928241122,438.0,47.0,72.5508,11.7727272727,218.0,94,72.4062454548,3.0,0.15494,111.487,283.472222222,-79.9424,27.1331,72.446321596,9.27083313988,2.04123624604,46.647
95,51.4410334755,73.1944,85.6901153502,328.0,60.0,73.3448,12.0843373494,130.0,95,73.1981837854,3.0,0.163761,112.141,206.93877551,-80.8761,28.1664,73.222537603,11.5500011154,2.0686815193,46.7857
96,61.642190399,74.1155,89.2386686393,428.0,60.0,74.2672,13.1447368421,132.0,96,74.1198102176,2.0,0.18235,112.795,239.619047619,-81.8838,27.1572,74.1533813935,11.9381122851,2.03734467525,46.982
97,18.6550644215,74.969,76.2982552821,237.0,80.0,75.1295,11.7294117647,134.0,97,74.9709087602,3.0,0.139824,113.303,144.6,-82.672,29.6987,75.0092770571,11.8275732037,2.08596428837,47.1523
98,166.324301419,75.7076,97.848886766,830.0,62.0,75.8618,11.25,227.0,98,75.7141691886,3.0,0.206093,113.893,477.523809524,-83.4712,29.1194,75.7539972917,11.580008243,2.08468758299,47.3753
99,0.0,76.3199,99.9956828753,1000.0,50.0,76.4798,11.6436781609,1000.0,99,76.3266762923,3.0,0.225142,114.58,1000.0,-84.1978,30.4225,76.3680597626,9.32919901638,2.13736106438,47.5462
100,0.0,76.9754,99.9956828753,1000.0,54.0,77.1283,12.1851851852,1000.0,100,76.9774979924,3.0,0.211804,115.04,1000.0,-85.0993,31.2362,77.0156103967,10.9410441544,2.13432751747,47.7399
101,242.548402386,77.6648,97.6045327525,1000.0,41.0,77.8585,10.9777777778,216.0,101,77.6686153656,3.0,0.221011,115.604,514.15,-85.7703,33.8972,77.7167781617,8.64995539844,2.21941807325,47.968
102,0.0,78.6009,99.9956828753,1000.0,32.0,78.7658,10.0,1000.0,102,78.6027038447,3.0,0.252991,116.326,1000.0,-86.7085,32.1648,78.6504722336,7.62477900676,2.14938028016,48.1612
103,39.0066745719,79.1891,99.9941285901,1000.0,86.0,79.3798,10.9239130435,888.0,103,79.1909055061,3.0,0.212724,116.944,978.545454545,-87.4824,33.7407,79.247551956,11.1083925339,2.23608814534,48.3168
104,0.0,79.7198,99.9956828753,1000.0,50.0,79.8938,9.91,1000.0,104,79.7196094922,3.0,0.402244,117.525,1000.0,-87.9937,34.1727,79.759495204,8.75910383544,2.24242022111,48.4737
105,0.0,80.3034,99.9956828753,1000.0,47.0,80.485,10.902173913,1000.0,105,80.3173964371,3.0,0.254334,118.084,1000.0,-88.8046,34.8033,80.3587629589,9.63131191412,2.24705826918,48.6182
106,0.0,80.9772,99.9956828753,1000.0,73.0,81.1624,11.3636363636,1000.0,106,80.9765967458,3.0,0.288635,118.624,1000.0,-89.3849,34.2731,81.0232406864,11.6961355488,2.26195086656,48.7598
107,0.0,81.8036,99.9956828753,1000.0,58.0,81.9844,10.05,1000.0,107,81.799154181,3.0,0.294377,119.403,1000.0,-90.2622,34.4218,81.8553863289,8.89199077822,2.20514672422,48.9316
108,0.0,82.0782,99.9956828753,1000.0,51.0,82.2626,11.4482758621,1000.0,108,82.0873933319,3.0,0.30435,120.086,1000.0,-90.7529,36.305,82.141924282,9.24849614453,2.2677234077,49.1581
109,0.0,82.9811,99.9956828753,1000.0,42.0,83.1773,11.5813953488,1000.0,109,82.9830790325,3.0,0.275408,120.473,1000.0,-91.3876,37.4995,83.0367002185,9.67070031407,2.3248254719,49.239
110,0.0,83.5313,99.9956828753,1000.0,41.0,83.7398,11.7764705882,1000.0,110,83.5334697259,3.0,0.280341,121.015,1000.0,-92.2312,38.898,83.59862197,9.52072225459,2.33812255962,49.42
111,0.0,84.0927,99.9956828753,1000.0,52.0,84.3232,10.4895833333,1000.0,111,84.0973552146,3.0,0.306075,121.451,1000.0,-92.8003,38.1554,84.1611293013,9.70179836386,2.35356008775,49.6461
112,0.0,84.5258,99.9956828753,1000.0,51.0,84.7333,10.5106382979,1000.0,112,84.5277358544,3.0,0.352602,121.997,1000.0,-93.3533,38.7911,84.5859921462,9.06447904977,2.37953702078,49.8086
113,0.0,84.8587,99.9956828753,1000.0,51.0,85.1005,9.56730769231,1000.0,113,84.8666378522,2.0,0.293047,122.564,1000.0,-93.834,40.4272,84.9418869921,8.04047982576,2.44895712518,50.014
114,0.0,85.8109,99.9956828753,1000.0,45.0,86.0371,10.19,1000.0,114,85.812761185,3.0,0.316131,123.004,1000.0,-94.7286,40.5508,85.8868484713,8.34349447174,2.3965153041,50.2567
115,0.0,86.2269,99.9956828753,1000.0,42.0,86.4488,9.17592592593,1000.0,115,86.2221990431,2.0,0.335876,123.538,1000.0,-95.3142,39.6873,86.2821876414,6.31697991557,2.3434685274,50.4394
116,0.0,86.9264,99.9956828753,1000.0,49.0,87.1512,10.3854166667,1000.0,116,86.9363963571,3.0,0.362583,123.995,1000.0,-95.8776,40.7111,87.0065938879,8.87924756533,2.36255668125,50.5739
117,0.0,87.5738,99.9956828753,1000.0,70.0,87.786,10.1515151515,1000.0,117,87.5731750201,2.0,0.304596,124.562,1000.0,-96.695,39.1429,87.6520175633,10.6109945234,2.3028875886,50.7615
118,0.0,87.9463,99.9956828753,1000.0,43.0,88.208,10.8152173913,1000.0,118,87.9501185074,3.0,0.444709,125.112,1000.0,-97.3058,40.5529,88.0630860282,8.38986104956,2.39406395732,50.9196
119,0.0,88.5603,99.9956828753,1000.0,94.0,88.8122,10.2551020408,1000.0,119,88.566074414,3.0,0.364721,125.681,1000.0,-97.8588,41.9069,88.643934388,11.6297570688,2.44733220422,51.0535
120,0.0,89.1762,99.9956828753,1000.0,49.0,89.4379,11.3068181818,1000.0,120,89.1849330326,3.0,0.40825,126.294,1000.0,-98.5834,42.8055,89.2870837647,9.77166352562,2.41421687155,51.2727
121,0.0,89.7239,99.9956828753,1000.0,62.0,89.9905,10.1212121212,1000.0,121,89.7192333634,3.0,0.251677,126.839,1000.0,-99.0627,43.9157,89.8233631379,11.3816019601,2.48459286948,51.41
122,0.0,90.4125,99.9956828753,1000.0,50.0,90.688,12.9220779221,1000.0,122,90.4164355202,3.0,0.396868,127.283,1000.0,-99.9226,42.1698,90.5257996473,10.7326014248,2.46623618745,51.6052
123,0.0,91.0297,99.9956828753,1000.0,61.0,91.2894,18.0714285714,1000.0,123,91.0310467509,4.0,0.444282,127.786,1000.0,-100.495,43.8206,91.1321624518,12.8741950412,2.45030178093,51.7658
124,0.0,91.3654,99.9956828753,1000.0,79.0,91.6346,16.8813559322,1000.0,124,91.3673148332,3.0,0.47667,128.264,1000.0,-101.068,44.9898,91.4552821844,13.1858742417,2.5359527453,51.9782
125,0.0,92.2973,99.9956828753,1000.0,55.0,92.5338,15.9841269841,1000.0,125,92.302013117,3.0,0.474361,128.78,1000.0,-101.772,44.5649,92.3789353048,11.7871224641,2.38637672949,52.1224
126,0.0,92.6318,99.9956828753,1000.0,62.0,92.8977,16.6166666667,1000.0,126,92.6339798804,2.0,0.524557,129.295,1000.0,-102.273,44.7675,92.7164891046,12.4312665843,2.42452974068,52.2868
127,0.0,93.5034,99.9956828753,1000.0,90.0,93.7697,20.04,1000.0,127,93.5077245987,4.0,0.643942,129.818,1000.0,-103.029,44.0197,93.6022343749,18.5266942545,2.45619117767,52.4131
128,0.0,94.1035,99.9956828753,1000.0,98.0,94.3759,27.5833333333,1000.0,128,94.1094353796,3.0,0.653775,130.399,1000.0,-103.807,44.2907,94.2090944838,23.806365862,2.40460680196,52.5662
129,0.0,94.6944,99.9956828753,1000.0,62.0,94.9621,18.7450980392,1000.0,129,94.699925346,3.0,0.652299,130.917,1000.0,-104.505,43.2297,94.792619762,12.8579618079,2.42419112508,52.7495
130,0.0,95.4111,99.9956828753,1000.0,84.0,95.6839,22.5652173913,1000.0,130,95.407761728,3.0,0.634487,131.392,1000.0,-105.091,45.8155,95.4957674617,17.2999775998,2.4319791937,52.8796
131,0.0,95.9428,99.9956828753,1000.0,77.0,96.224,22.3111111111,1000.0,131,95.9487274621,3.0,0.627639,131.764,1000.0,-105.633,46.1268,96.0420287704,19.0552672476,2.45019900352,52.9909
132,0.0,96.4004,99.9956828753,1000.0,43.0,96.6772,15.8709677419,1000.0,132,96.404235752,3.0,0.624878,132.206,1000.0,-106.303,44.2973,96.4856017045,10.7155056042,2.40874553902,53.1218
133,0.0,97.2544,99.9956828753,1000.0,97.0,97.5252,16.7118644068,1000.0,133,97.254943549,3.0,0.574216,132.672,1000.0,-107.159,47.1169,97.3250733387,16.3251400674,2.57413159426,53.2235
