AverageDiscountedReturn,MaxReturn,PolicyRegParamNorm,Iteration,AverageY,AverageReturn,StdReturn,QFunRegParamNorm,AverageQLoss,Epoch,StdEsReturn,AverageAbsQ,AveragePolicySurr,AverageAbsY,AverageEsReturn,MaxEsReturn,AverageAction,AverageAbsQYDiff,MinReturn,AverageQ,MinEsReturn
285.908600287,4117.97301152,177.137,2958,339.599463939,1698.66337246,863.306903156,252.337,372.112,2958,811.425653324,340.271,-342.237,340.214061116,576.422175368,2147.42210996,0.999845,8.55074149429,374.77762561,339.586,-6.50278129209
265.36415975,2986.40402355,177.155,2959,339.620709178,1529.51034206,716.33749819,252.389,384.732,2959,313.988398415,340.337,-342.18,340.246595202,296.750600482,933.307651734,0.999735,8.62346676709,324.05364973,339.637,-9.79360284501
233.951685387,2034.12845433,177.188,2960,339.777961137,808.062759221,470.355584806,252.423,381.428,2960,391.888012172,340.385,-342.344,340.309358875,325.224287901,1216.13773161,0.999655,8.5803828207,142.114940091,339.782,-5.71719002093
291.541941386,3921.99421262,177.235,2961,339.694916798,1438.84067201,728.868622626,252.452,386.728,2961,553.147218447,340.306,-342.282,340.242140075,444.950644564,1605.34004832,0.999805,8.58843008402,472.680335003,339.685,1.94471211483
315.134174628,4841.47534293,177.277,2962,339.922738494,2642.43609025,1060.18468204,252.488,392.048,2962,320.254611459,340.518,-342.555,340.461320154,475.082135141,970.492080382,0.999844,8.63732547176,893.113634021,339.923,32.3545937312
255.192340216,4298.02760643,177.276,2963,339.76145054,1979.04069132,1201.86251225,252.526,356.854,2963,387.25335056,340.354,-342.27,340.269353791,307.03534262,1052.87941162,0.999827,8.48047962452,106.308192485,339.752,-8.09432744817
278.899166945,4605.22449357,177.254,2964,339.869018846,2059.397764,1230.87879278,252.542,387.622,2964,140.054863683,340.439,-342.364,340.35698177,188.033109223,512.648181165,0.999881,8.59507181045,4.89198434345,339.871,1.53358845578
224.577950322,4309.73221625,177.311,2965,339.664958688,1588.1957981,1368.12249054,252.558,363.111,2965,343.229762514,340.219,-342.176,340.145467491,341.964552114,1030.32020448,0.999776,8.48865129447,3.15736188698,339.666,-4.96620336731
267.930149044,4334.4380574,177.336,2966,340.001539445,2105.55678685,1471.07257942,252.593,363.097,2966,712.465113551,340.538,-342.49,340.467495446,443.942048104,2067.69107455,0.999825,8.55032046276,46.9743335477,340.003,-7.16215080506
283.19780948,4124.98050572,177.392,2967,339.95845648,2604.06234906,1390.88113576,252.614,374.402,2967,441.08431727,340.575,-342.465,340.514780864,391.571697406,1173.39330667,0.999879,8.50776833914,73.0957958325,339.947,29.4519591057
277.001370955,4498.47532184,177.406,2968,339.272798577,1918.92251048,1332.25996593,252.62,371.614,2968,484.372035193,339.939,-341.789,339.856416833,699.139638786,1479.94779581,0.999825,8.58770894174,77.3836254271,339.271,292.204166043
289.820061234,4456.45649688,177.46,2969,339.731654595,2504.082697,1235.82187554,252.676,390.266,2969,557.234386371,340.359,-342.241,340.273215067,651.608176471,1744.22523087,0.999784,8.67961061196,725.399983142,339.739,241.58924583
301.074673573,4680.06191085,177.505,2970,339.671644412,2684.94169274,1237.41820125,252.673,362.088,2970,332.139553553,340.298,-342.167,340.256288206,362.451511041,1096.8170427,0.999848,8.51419031015,615.690605682,339.653,6.54795139121
289.22971158,3940.86483265,177.533,2971,339.781079336,1787.3195852,915.827075752,252.71,359.509,2971,421.098049759,340.421,-342.062,340.350612655,281.878494666,1185.59247249,0.999837,8.45413880321,590.309997995,339.783,-2.89522152205
246.416051926,4036.49964464,177.571,2972,340.03644551,2613.66599528,1190.55393373,252.757,390.356,2972,451.691249573,340.638,-342.484,340.56809067,593.365918447,1431.19021088,0.999869,8.60868175887,493.41040684,340.032,156.78386755
222.122531613,4213.78315293,177.628,2973,339.708607275,2102.37797681,1259.83029269,252.77,367.353,2973,161.712492446,340.278,-342.166,340.245509019,237.936988385,491.44674615,0.999837,8.52743176116,290.999358636,339.702,-6.60097348357
275.080129464,3901.36789177,177.68,2974,339.546909595,1860.71523395,1041.06187989,252.804,373.457,2974,606.774441768,340.175,-342.047,340.082954639,602.37529379,1785.57241844,0.999686,8.55611319158,240.617528555,339.553,93.9721591996
273.760208106,4963.05287613,177.689,2975,339.507168064,2394.59770464,1512.03545527,252.835,393.12,2975,261.764403395,340.206,-341.934,340.140518308,291.702703536,672.262637701,0.999809,8.70955508722,425.354968627,339.504,-7.04865951425
294.167620006,4361.12331835,177.696,2976,339.586057843,2322.34569979,1219.60931962,252.863,365.746,2976,164.382169664,340.251,-342.059,340.19150457,238.335950412,692.354993741,0.999847,8.53303125977,530.0037765,339.591,-6.91965945102
257.11815336,4403.51783417,177.697,2977,339.340080566,2068.17596057,956.626186007,252.898,356.374,2977,277.354841419,339.986,-341.797,339.903585578,274.92428723,798.208348093,0.999776,8.62140545514,644.443175469,339.344,0.84052590592
290.369725907,4197.54070171,177.711,2978,339.523953453,2014.7853523,962.962960721,252.923,405.349,2978,503.413653357,340.178,-342.016,340.127724106,434.79941218,1609.98837333,0.999817,8.78189821807,368.645312699,339.511,-0.85831133244
307.731279972,4267.71665211,177.758,2979,339.631569261,3540.73670433,750.507758645,252.932,365.424,2979,189.775161196,340.283,-342.251,340.221093388,298.696200573,610.381541471,0.999759,8.47808773568,1588.93306501,339.623,1.46584898235
306.627694357,3793.77346681,177.771,2980,339.763589814,1769.95597926,962.568162471,252.951,374.181,2980,820.581031108,340.43,-342.378,340.357394017,712.872327721,2093.04822655,0.99974,8.61783049634,635.640564965,339.775,-3.73798352168
311.201959691,4385.52540715,177.809,2981,339.983054238,2735.96842812,1083.34364138,252.98,367.919,2981,214.134811394,340.607,-342.568,340.554980198,404.811701823,800.975202106,0.999813,8.53403859146,1107.4069628,339.978,148.963276762
305.428259787,4379.82736435,177.836,2982,339.116194469,2298.3142358,1165.21457777,252.973,384.143,2982,397.645962857,339.8,-341.776,339.744605257,356.531681209,1257.04165692,0.999794,8.62364095112,353.627817199,339.122,1.82196433825
243.804322874,4399.11133519,177.845,2983,339.560467751,1850.58938928,1464.45041694,253.001,353.683,2983,474.644659789,340.246,-342.294,340.185190588,475.876998426,1359.4747441,0.999809,8.533589536,1.4534036687,339.554,-9.1295299996
305.230161871,4452.3834334,177.851,2984,339.801947807,1616.20174079,1048.04629939,253.049,357.987,2984,465.08997041,340.498,-342.491,340.432378199,722.085588967,1253.79320061,0.999753,8.57200185072,611.038067514,339.793,82.1358255209
311.496622395,3743.7972806,177.89,2985,339.85824026,1592.88199343,872.127227108,253.064,392.464,2985,704.819695661,340.489,-342.555,340.422142931,373.220338374,2348.65574249,0.999747,8.71463876495,622.475672465,339.862,-9.50476015183
280.683331017,3330.9956449,177.923,2986,340.51324849,1447.79347294,936.04393483,253.083,360.239,2986,544.758568739,341.128,-343.162,341.061426867,481.027371088,1392.22672808,0.999836,8.49126328005,213.314799571,340.5,-5.34866783316
299.654620979,1943.75006971,177.927,2987,340.197730753,940.344263415,348.776001137,253.129,397.818,2987,300.103672363,340.867,-342.747,340.789433086,275.228296992,1066.36713331,0.99982,8.71045026298,227.378966601,340.199,-1.32810185039
304.116745385,2175.65956337,177.973,2988,340.464428601,1131.19730712,359.816902851,253.153,337.143,2988,300.6711012,341.147,-343.049,341.080802521,400.150853759,936.305047377,0.999769,8.43189240675,598.17768542,340.467,-4.67645435481
287.960212496,2379.92478408,178.009,2989,340.676237153,1165.09643925,495.370432688,253.204,365.021,2989,249.821475255,341.287,-343.28,341.213088797,521.666762666,855.031757275,0.999824,8.57166995181,404.901362707,340.668,167.799262469
296.877739298,4709.39998279,178.054,2990,340.456989312,1735.58939549,1075.51617719,253.217,367.361,2990,321.16144406,341.109,-343.164,341.03475014,416.938187583,877.42058893,0.999801,8.61968590435,280.165864402,340.458,-5.50792407821
282.267308951,3623.3836586,178.092,2991,341.053691948,2658.82909065,881.397422953,253.212,350.256,2991,297.124561329,341.714,-343.716,341.651273477,537.544895179,777.919097545,0.999816,8.52104074595,725.353111582,341.047,118.878834025
286.92916719,4215.67600439,178.116,2992,340.351624479,2551.71181673,1209.73627406,253.254,387.33,2992,493.43848181,340.958,-343.038,340.886718232,651.777587264,1348.99085279,0.999851,8.73098330333,409.22108679,340.359,182.641014503
297.767084979,2504.96948689,178.125,2993,340.873924697,1161.30517933,490.646115609,253.285,391.91,2993,275.044320476,341.492,-343.368,341.427230505,321.806664072,956.321619817,0.999794,8.7645016357,307.537875155,340.854,-1.5221247676
304.880144308,4104.95240919,178.152,2994,341.005673837,1445.77055276,920.324907543,253.298,376.522,2994,287.900359278,341.614,-343.5,341.532979956,331.797180345,801.977397263,0.999797,8.62796267852,220.249304185,341.005,15.3968016498
303.720308491,4707.94774043,178.137,2995,340.445141848,1570.49355329,938.172945508,253.343,363.713,2995,410.580527097,341.12,-342.897,341.038049355,372.921081831,1019.60694109,0.999824,8.61213882568,231.522863543,340.446,-5.11608770287
332.727741517,4189.71806896,178.159,2996,340.55320159,1835.90203005,904.031697223,253.385,368.406,2996,313.691015862,341.212,-343.132,341.145007158,346.275853182,980.275285139,0.999801,8.72525038965,586.458362727,340.546,-5.28335424059
271.461117821,4273.39322653,178.208,2997,340.945870311,1287.95459554,942.005212108,253.456,385.302,2997,596.712722749,341.634,-343.47,341.55414145,643.875575329,1404.79608684,0.99982,8.72560142012,177.50079117,340.947,31.4231145149
235.38919273,4852.61490689,178.256,2998,340.566017525,1400.39687714,1165.15689039,253.437,391.483,2998,294.844701738,341.191,-343.11,341.126972279,462.694126576,937.562260395,0.999896,8.81233005584,167.984142597,340.559,149.288651042
249.530931428,4886.52359763,178.279,2999,340.819273321,2043.83406583,1519.04194179,253.467,369.937,2999,409.652541639,341.464,-343.361,341.393057875,647.547575961,1205.26859525,0.99984,8.58916797071,140.738491447,340.819,232.91793954
271.198441233,4443.30058816,178.268,3000,340.34152975,1766.14028984,985.836983751,253.508,377.775,3000,530.313374224,341.075,-342.921,341.004915415,593.229673232,1420.60962409,0.999838,8.65695586618,716.549420417,340.341,21.4684608561
234.312982538,5014.06483776,178.299,3001,340.62722451,2415.55735006,1678.84548968,253.543,369.525,3001,343.987596232,341.319,-343.19,341.255083854,461.684113964,1041.23204162,0.999812,8.63089071679,181.740076421,340.626,44.5366198305
267.24433501,4695.80856894,178.355,3002,340.566048026,1997.59009761,1081.08956087,253.538,362.289,3002,419.281948431,341.265,-343.096,341.190699438,507.553079073,983.009474949,0.999775,8.52675712348,170.639317509,340.568,41.3210152405
278.521408919,4896.96272132,178.38,3003,340.656473598,1457.5896568,923.24408745,253.546,374.469,3003,349.458240575,341.377,-343.281,341.326706891,740.800440813,1130.94913643,0.999838,8.59666739101,640.470767951,340.655,132.021612485
243.441105494,2573.53215605,178.398,3004,340.896892389,1341.63368346,801.018353815,253.59,385.143,3004,185.304543828,341.55,-343.563,341.492757297,510.906658384,717.533065278,0.999817,8.65660397278,182.826252384,340.88,307.630414288
252.96482853,2766.20345501,178.419,3005,340.866817798,1233.6929231,646.187321146,253.634,359.979,3005,210.05544669,341.546,-343.512,341.46992333,246.387597799,709.652002443,0.999862,8.53739972303,157.307300129,340.866,-5.91805531849
271.917099806,3692.39932894,178.451,3006,341.079068744,1388.2474419,856.971558705,253.675,376.704,3006,345.49880322,341.727,-343.69,341.642338426,211.221326434,1334.347366,0.999864,8.59147740346,167.207672882,341.084,-8.9427112681
252.517074046,4306.33551547,178.43,3007,340.650696433,1601.14869039,1038.83643087,253.713,376.307,3007,369.845344354,341.331,-343.25,341.268735113,303.397966978,1248.96135065,0.999896,8.65396072296,175.76117935,340.647,-5.17227382097
223.31747657,2612.16860628,178.487,3008,341.361308907,1072.12572887,623.944937466,253.708,383.403,3008,399.612787554,342.046,-343.989,341.977987702,615.193122017,1186.77050788,0.999715,8.62876922526,147.083402427,341.353,84.9247881487
230.598759111,4566.24121737,178.51,3009,341.017546882,2363.98983403,1181.76340315,253.735,372.805,3009,591.366374274,341.641,-343.623,341.563920715,425.4174203,1712.04685026,0.999876,8.64326238034,163.130231986,341.029,-6.78829769188
170.352159561,3151.47839459,178.556,3010,340.984186744,594.973250162,691.560383988,253.784,373.028,3010,468.096064568,341.621,-343.359,341.540794753,381.940031691,1245.28901937,0.999831,8.59257897073,149.188721284,340.979,-5.76195520616
206.678119492,4354.69011678,178.581,3011,341.093696691,1405.05044934,1404.51027657,253.83,375.935,3011,197.465135618,341.785,-343.445,341.734842968,301.464247715,706.227161179,0.999872,8.64472250334,177.626226732,341.087,-6.09065146949
208.64553295,3698.22051269,178.595,3012,340.670159894,1041.07048977,1039.06775068,253.874,373.785,3012,230.782379796,341.379,-343.201,341.308804336,232.482164373,579.810005192,0.9998,8.72506861531,146.952585362,340.675,-9.26556629966
245.617990613,2418.83967242,178.626,3013,340.422840707,872.203259164,486.282675788,253.88,357.586,3013,369.27233033,341.164,-343.052,341.096544836,259.055388422,1143.52743103,0.999851,8.64662627414,175.610357507,340.415,-6.88929228173
259.149449562,2454.78465417,178.678,3014,340.651646768,1164.28275414,518.553589882,253.896,386.318,3014,258.561080624,341.355,-343.107,341.250433712,199.398576813,932.083262252,0.99985,8.72555612783,561.964837444,340.652,-6.73245287484
290.667748075,2969.52402642,178.663,3015,340.585070082,1549.03163088,674.255280282,253.906,379.99,3015,366.34838987,341.358,-343.111,341.281126122,371.449914564,1005.8111409,0.999849,8.67862738653,715.773323638,340.597,-6.69358477454
269.497921219,4738.53146181,178.731,3016,340.539724857,3228.39838079,1178.58691935,253.964,385.223,3016,317.212622382,341.288,-343.076,341.227361928,165.514282775,991.000244639,0.999771,8.73419628332,824.714770464,340.526,-6.6979518467
141.38562736,4369.80289973,178.71,3017,340.525867945,823.483141761,1320.55334726,253.979,359.078,3017,208.539393008,341.339,-342.898,341.270598494,120.675163108,643.870443904,0.99981,8.67425011397,-0.229535013718,340.52,-9.14317737988
260.484233711,2834.6337528,178.732,3018,340.869253459,1281.42898782,512.746132122,254.019,386.088,3018,524.260925697,341.609,-343.469,341.517372942,400.244033619,1646.20866528,0.999895,8.80695552476,214.574568464,340.875,-2.34168238631
247.80346683,2656.08031206,178.728,3019,340.655808539,1297.43804096,459.288336666,254.058,373.009,3019,351.611801892,341.388,-343.198,341.337795881,300.478064305,1167.19714057,0.99984,8.71878663069,665.180087898,340.656,-8.82459582933
190.387432941,3691.44485701,178.738,3020,340.829932067,683.851242801,715.216573025,254.116,378.271,3020,368.580757149,341.592,-343.402,341.518894649,342.075656983,1184.35479634,0.999838,8.75696108582,167.715405454,340.827,-4.1648534641
290.20278518,3372.78585531,178.795,3021,340.807285746,1475.2799912,706.410778561,254.165,379.748,3021,317.952740052,341.551,-343.374,341.487957699,276.581055818,1019.08696835,0.999741,8.84042845437,197.108512866,340.802,-7.72486542926
112.391802505,2600.56612227,178.824,3022,341.170591491,407.631179515,623.730605946,254.196,382.619,3022,458.965135617,341.864,-343.897,341.78090674,423.718834474,1415.30469107,0.999789,8.81555539791,-4.84816732884,341.172,-8.02760833388
251.50080291,1302.01349349,178.801,3023,341.210959133,575.417896416,249.685237392,254.258,375.825,3023,218.893223306,341.94,-343.961,341.87278087,165.428221204,778.287639918,0.999819,8.77624402128,167.958021469,341.21,-8.794134778
276.692556562,1460.60969934,178.809,3024,341.480786683,739.911000944,371.37661452,254.276,395.707,3024,349.2177602,342.258,-344.044,342.20499581,192.444103637,1236.97394198,0.999859,8.87895461884,186.897173288,341.473,-8.198014867
163.837380031,1856.48317656,178.849,3025,341.362041086,323.539625507,232.650008836,254.317,398.864,3025,247.58941884,342.092,-343.984,341.988862858,217.792363902,725.226046966,0.9998,8.91001789872,157.992516467,341.364,-6.36971529826
231.967405267,1486.76193551,178.866,3026,341.177620131,569.074092769,299.545755851,254.343,400.97,3026,193.066850238,341.849,-344.066,341.778299011,243.426775756,717.349166327,0.999803,8.97269665594,224.861254009,341.168,-3.90869998129
235.539071836,970.602292344,178.91,3027,341.500802009,530.42863809,193.029207444,254.349,394.449,3027,190.365514536,342.227,-344.208,342.156832134,306.826501735,592.497506377,0.999775,8.92505908841,279.022845255,341.503,1.65292476628
231.453647265,2151.32254441,178.97,3028,341.703329433,721.535424257,472.695802426,254.396,388.478,3028,512.921001095,342.288,-344.342,342.235836368,470.959136925,1347.92704643,0.999729,8.93457095571,161.952421056,341.701,-4.5833713206
277.912848105,1423.31950216,178.994,3029,342.069604118,820.302734013,309.24202351,254.46,374.507,3029,348.109513436,342.72,-344.737,342.658042307,258.863103465,1381.65275258,0.999676,8.8073384408,380.820829732,342.051,1.94243265261
221.189771613,1757.24978498,179.012,3030,341.876046398,514.742655661,309.464119417,254.474,385.449,3030,116.349822635,342.631,-344.55,342.553968304,163.911574302,418.646849902,0.999781,8.94836747628,219.798161144,341.879,-5.78211702038
280.565527192,2427.25127466,179.004,3031,342.139583518,996.08863546,528.821656567,254.487,386.862,3031,269.979817065,342.8,-344.9,342.733911247,335.298544515,1030.3390413,0.999792,8.91774523835,240.888951514,342.135,29.3404356086
230.947792073,2008.34097838,179.042,3032,341.998058423,704.771796131,532.865363393,254.547,372.976,3032,223.521463411,342.669,-344.87,342.595524246,220.619954294,695.399719935,0.999943,8.85753684508,162.31356304,341.983,3.64311094326
295.841073111,4635.08134992,179.079,3033,342.39194574,1632.02309288,1019.14559738,254.583,390.967,3033,184.605324642,343.042,-344.962,342.981173712,195.525520734,637.362958404,0.999819,8.9066774454,217.732858141,342.392,-6.45054620763
296.298304225,3379.90464475,179.116,3034,342.752746303,1438.13698941,866.096726634,254.635,379.523,3034,391.186251411,343.402,-345.491,343.32016857,708.96435336,1235.06838997,0.999773,8.89364293421,434.798220484,342.765,46.6194715494
254.795327663,3217.45347585,179.136,3035,343.460430076,1386.3598209,1116.60231114,254.66,357.549,3035,514.084550726,344.079,-346.207,343.995411505,601.232688063,1599.20751436,0.999855,8.78883478828,158.009102553,343.458,11.5435424776
284.699320354,4942.29063909,179.16,3036,343.254015502,2049.85509015,1524.72993776,254.707,387.225,3036,225.33315144,343.891,-345.88,343.820637718,277.729810844,678.176594387,0.999815,8.90193539443,157.066369933,343.247,29.82874633
279.237947515,3918.1358637,179.19,3037,342.96692769,1484.10314322,932.172305893,254.732,385.909,3037,521.41504376,343.645,-345.671,343.560546599,590.232336952,1320.55976281,0.999789,8.97286898678,114.699679043,342.967,-0.687446790695
331.440210002,5760.16195847,179.242,3038,343.031637979,2324.88591299,931.485752773,254.757,381.629,3038,162.509491861,343.715,-345.67,343.644362001,193.913167635,477.413618118,0.99992,8.90640278916,1465.66006364,343.026,-6.86753327338
299.522343104,4584.45043347,179.241,3039,342.945635934,2316.88779541,1113.26184524,254.772,393.141,3039,425.252808086,343.579,-345.71,343.509850046,464.803908537,1272.69142588,0.999762,9.04613190143,863.216078762,342.937,47.4685337057
282.058154896,5094.10510838,179.321,3040,343.616841222,2385.63840441,1199.53547511,254.813,382.292,3040,105.172906173,344.201,-346.204,344.133052581,236.327110977,503.002005343,0.999808,8.94875345014,669.616131312,343.617,109.707560769
290.287713847,4732.28666862,179.327,3041,343.37621648,2330.49284244,1322.96233717,254.821,398.835,3041,179.04486328,343.992,-345.997,343.904999737,201.22665134,678.110775696,0.999823,8.92433312727,808.937742929,343.377,26.7999314311
289.210771483,4861.92888333,179.327,3042,343.413248798,2393.23057949,1547.05495434,254.831,404.589,3042,478.14489537,344.031,-346.185,343.965039912,449.114391398,1520.49427187,0.99979,8.98222835517,398.578526941,343.415,63.7205209278
277.32506151,4632.16262552,179.39,3043,343.836657802,2251.01519442,1657.86730732,254.881,375.002,3043,558.280803147,344.529,-346.532,344.456897467,422.423835321,1483.00225914,0.999816,8.81766967621,493.230329203,343.834,3.0921834235
312.193489441,5060.24436381,179.432,3044,343.72291427,3278.35816568,1120.32156312,254.898,403.637,3044,325.429047285,344.321,-346.504,344.250390868,513.914573691,968.056698963,0.999899,8.90758455964,1807.42341516,343.714,3.77953280383
318.769517204,5415.43582204,179.436,3045,343.763961919,3359.86121967,1164.73153725,254.959,403.535,3045,681.479445059,344.412,-346.591,344.338883505,594.137369845,1927.63404219,0.999777,8.97662857942,1255.02334462,343.772,-9.55585086269
289.03951173,5251.50518118,179.451,3046,344.003215088,2230.85613801,1425.99043845,255.007,378.72,3046,430.498615916,344.603,-346.703,344.54384726,452.532696302,1300.25752014,0.999823,8.80272005947,44.8855784937,344.001,4.7072198218
314.933050547,5136.31126369,179.479,3047,343.647892323,2946.88909169,1566.42125445,255.038,362.827,3047,341.236480286,344.303,-346.192,344.223890137,362.16396589,988.432201947,0.999687,8.82496925024,672.392792063,343.645,-11.0926898399
264.607101166,5155.84726405,179.48,3048,344.04852526,1636.82168349,1500.53058925,255.085,385.204,3048,230.362985958,344.646,-346.734,344.583425863,453.602299542,697.081244144,0.999759,8.85143109978,113.31997373,344.039,0.568655366635
52.8237739331,2198.04753026,179.519,3049,343.791993099,151.899893671,349.743000844,255.124,362.225,3049,226.822707062,344.46,-346.357,344.379546868,271.523947033,806.305477338,0.999734,8.79273506101,29.4653951203,343.797,55.3677505808
320.361565821,4983.59267731,179.539,3050,344.158735496,3000.00424805,1424.11149491,255.158,394.979,3050,363.434248203,344.805,-346.781,344.729224373,263.622597678,1185.5885618,0.999859,8.92914084424,640.110243696,344.154,-8.54769379406
257.361384388,4479.5988726,179.545,3051,344.347906597,1307.55388266,1158.13501436,255.189,385.033,3051,649.814543164,344.973,-347.055,344.8860677,493.042483456,1784.6987644,0.999919,8.78774253977,160.581290199,344.351,-0.858776289902
287.651821629,4415.09757085,179.58,3052,343.824767259,1662.62209992,1079.17273086,255.217,397.248,3052,282.992031036,344.433,-346.619,344.358539794,406.749132138,906.287270236,0.99985,8.91297120857,326.970300988,343.81,15.7128283786
294.518933112,5189.48908959,179.619,3053,344.411829341,2195.5920868,1285.77688666,255.254,365.602,3053,501.436027175,345.048,-347.158,344.965283576,334.731956995,1662.20561823,0.999869,8.74169082054,266.577538753,344.417,-5.3535349748
278.202318553,4754.12479058,179.662,3054,344.560805373,1817.56404932,1293.93479224,255.338,380.414,3054,325.683015296,345.197,-347.288,345.141214753,395.72349251,959.708684328,0.999812,8.80277695655,282.784662398,344.55,68.9101518125
349.83605064,2500.17507425,179.686,3055,344.508601765,1463.82032238,455.97241069,255.388,384.453,3055,388.996718043,345.139,-347.214,345.062098796,449.228424159,1154.67856709,0.999831,8.82696509966,621.042983454,344.507,153.750589558
309.407414014,5310.96503804,179.723,3056,344.404446019,2198.89823677,901.974325134,255.414,380.318,3056,430.519997296,345.059,-347.137,344.985564336,239.846686611,1570.57408988,0.999837,8.83687841492,1196.29751625,344.395,-3.50127205322
291.662114257,3819.80130629,179.744,3057,344.914640003,1548.9750952,758.262018193,255.46,390.948,3057,261.527046289,345.493,-347.732,345.405217446,417.072028181,755.086397978,0.999802,8.85918430646,75.3746909008,344.922,70.3958327221
277.904008921,2409.07455368,179.745,3058,345.14340751,1167.49489091,492.384572192,255.508,386.666,3058,406.18914545,345.744,-347.767,345.688499405,285.022680271,1502.62114286,0.999788,8.82318659664,432.543422153,345.129,-5.42308174376
302.7945775,3519.93105098,179.796,3059,344.51190357,1347.07098133,631.635641504,255.523,386.955,3059,541.082123644,345.099,-347.274,345.020610615,641.617967432,1363.87205686,0.999821,8.87943661205,168.574834984,344.518,7.01617724242
325.537381577,2950.97583136,179.823,3060,344.982345385,1586.96804873,494.133290731,255.55,392.239,3060,436.037693349,345.653,-347.722,345.583669599,403.134440056,1417.20413599,0.999818,8.85644053186,756.921311539,344.976,47.936171571
322.162257216,2397.50201388,179.861,3061,345.480108954,1502.15909796,508.888082035,255.576,394.726,3061,272.071951763,346.04,-348.2,345.953575518,422.761419733,764.469731129,0.999784,8.83905079825,289.579052621,345.482,56.8985052608
177.684964941,1676.1594343,179.924,3062,344.959033482,444.418823624,362.449543861,255.58,392.037,3062,190.01185812,345.628,-347.555,345.558805451,215.847975139,662.168384722,0.999742,8.79752163596,195.085006289,344.962,7.04641581437
88.6717513364,5010.17353124,179.956,3063,345.349170629,198.514469056,460.409583454,255.578,372.056,3063,238.405571985,345.961,-347.79,345.882239679,222.91514716,883.042946087,0.999776,8.76525071846,49.0281401662,345.337,-10.8777330885
278.712595528,2775.95902145,179.97,3064,344.862711391,1360.56453938,729.72423776,255.599,385.314,3064,140.052903291,345.482,-347.361,345.415295811,194.63173507,465.928149286,0.999859,8.83927299954,293.041452738,344.852,-3.41707482302
299.312789591,5052.49785358,179.993,3065,344.951847773,2580.91439046,1285.90377799,255.611,383.473,3065,167.57038486,345.545,-347.74,345.459144671,159.880009485,478.778170296,0.999828,8.89235849179,619.946935326,344.954,-10.2647730659
311.342048708,5352.32210195,180.003,3066,345.426117558,2811.83454345,1253.43704979,255.636,373.202,3066,358.82230066,345.985,-348.076,345.900930037,668.867700301,1100.10505701,0.999824,8.73338956548,1003.82816046,345.418,11.3862137699
340.37127179,5064.4097863,180.044,3067,345.578201324,2497.70178187,1323.55726015,255.672,377.242,3067,348.448732749,346.188,-348.288,346.112443178,423.975242698,1163.0513542,0.99979,8.79977682105,293.199316996,345.581,10.88689758
228.259138588,4199.90074596,180.094,3068,345.927367309,984.065700833,924.0786681,255.682,360.315,3068,211.206408644,346.473,-348.546,346.403573566,207.573720069,638.040371988,0.999826,8.70230735217,273.621123376,345.924,11.5905840864
317.628240996,4566.34104321,180.15,3069,345.713200216,2435.81654534,940.915947332,255.732,382.291,3069,304.757050392,346.35,-348.501,346.267570234,464.76385299,903.940042539,0.999728,8.85739716864,420.124263207,345.711,55.8217306484
259.247980207,2067.69912596,180.163,3070,345.763029921,851.640712733,415.379316479,255.773,371.952,3070,311.089471235,346.359,-348.513,346.269114517,321.944404944,1064.54927915,0.999871,8.86799413923,403.009822339,345.77,-2.21169446808
125.078904083,3971.20688429,180.199,3071,346.048124585,515.864012448,731.676872264,255.795,383.728,3071,205.011225944,346.629,-348.759,346.556917517,239.437300039,770.807089607,0.999798,8.81704267905,52.6588318978,346.036,6.8334364637
239.196195131,3337.08944866,180.265,3072,345.845976939,1545.74794306,1077.14765799,255.853,386.014,3072,124.011167964,346.495,-348.591,346.413205774,131.140138694,341.511095959,0.99977,8.92916642896,87.8640048553,345.849,-7.87600668863
307.180267787,4566.5467837,180.28,3073,346.683525479,2055.72303813,905.731636391,255.895,387.603,3073,708.800276903,347.265,-349.457,347.186906068,603.669887117,1958.05105548,0.999754,8.90171351499,53.747267342,346.689,-2.01125243695
262.510699327,5549.05793658,180.294,3074,346.138526881,1465.92772798,1393.58219065,255.934,428.958,3074,378.002867727,346.806,-349.042,346.730077745,384.242904011,971.235852716,0.99981,9.14922880733,125.650364284,346.13,-4.47328203226
317.93454279,5349.27257428,180.305,3075,347.259979063,2535.9825758,1423.85791348,255.955,394.671,3075,316.706166735,347.865,-350.112,347.767969715,295.403992032,867.806174591,0.999833,8.88546263657,347.740889723,347.262,-3.73799338173
283.445582694,4792.68810729,180.363,3076,346.362407833,1854.64366485,1166.8341477,256.014,402.212,3076,228.671480877,347.017,-349.121,346.936689537,238.702330763,685.506929775,0.999798,9.05455503316,114.760486344,346.357,-4.03874215494
292.434249737,3341.07214443,180.391,3077,346.593998015,1049.30476027,679.319141027,256.031,407.467,3077,332.75089447,347.22,-349.42,347.12645309,387.254647693,849.564297345,0.999812,9.03834772986,371.18086113,346.603,2.47339605791
321.665403907,3431.7533241,180.415,3078,347.270799116,2017.86455347,713.395764265,256.069,397.599,3078,115.001489318,347.824,-350.077,347.757599835,463.449812328,623.534745985,0.999831,8.9422859577,925.187805764,347.265,324.623663563
304.734624596,2639.86766767,180.421,3079,347.346592649,1399.89317481,605.378475493,256.133,399.223,3079,306.564670223,347.893,-350.062,347.828798912,327.343909209,1029.05725899,0.99982,8.97481796517,296.832465316,347.341,-5.11639857828
