Epoch,AverageEsReturn,AverageAbsY,MinEsReturn,AverageQ,AverageQLoss,StdReturn,PolicyRegParamNorm,QFunRegParamNorm,AverageReturn,AverageDiscountedReturn,Iteration,AverageAction,AverageY,AverageAbsQ,MaxEsReturn,AveragePolicySurr,AverageAbsQYDiff,StdEsReturn,MaxReturn,MinReturn
1886,1616.88950129,33.1923886482,964.728300579,33.1805,3.80348,1191.85605611,170.866,168.759,2268.10741664,203.709236265,1886,0.998972,33.1837165701,33.1952,2269.05070201,-33.4005,0.912353164846,652.161200714,3806.8203488,330.413141774
1887,711.775498889,33.2240311242,343.718854442,33.2156,3.76917,1086.1051607,170.907,168.817,2517.81114595,212.365440153,1887,0.998834,33.2177599512,33.2289,1575.94448146,-33.4312,0.897587624831,507.316064542,3741.34720883,539.564819789
1888,531.581943009,33.1675893071,200.322962525,33.1569,3.73574,1128.75449032,170.941,168.875,2943.74741974,200.911846408,1888,0.998891,33.1601099992,33.1716,862.840923493,-33.3801,0.903123089876,331.258980484,3874.80076198,68.5918737832
1889,637.153750216,33.2145692802,76.0510469901,33.2057,3.31948,305.715737015,171.004,168.901,3755.33940632,215.013266868,1889,0.999056,33.2066401137,33.2193,2111.09916009,-33.4104,0.872754362217,691.261927049,4274.86088224,3243.33780157
1890,443.106593355,33.1849770428,137.233019478,33.1764,3.58078,883.870451134,171.048,168.925,2767.12656508,210.178534102,1890,0.998576,33.1769367047,33.1914,1040.19883459,-33.3962,0.891562671415,354.746489952,3549.05634548,744.686424083
1891,707.583933336,33.2151285469,707.583933336,33.2072,3.54864,1112.56174847,171.096,168.954,2182.55649317,189.677744965,1891,0.998637,33.2085139129,33.2198,707.583933336,-33.4345,0.887133435569,0.0,3445.09402522,244.695782138
1892,2729.26289201,33.157975205,2461.93090861,33.1505,3.63349,1035.34963958,171.164,169.003,2909.23801584,223.03579824,1892,0.998849,33.1511309694,33.162,2996.59487541,-33.396,0.903924642539,267.331983399,3960.2537656,598.663011626
1893,301.520689172,33.1964436456,43.400463423,33.1882,3.72741,1076.22865738,171.261,169.044,2080.4172419,195.120261425,1893,0.999091,33.1901680482,33.2002,597.211689504,-33.4182,0.901676480596,255.210830832,3378.09168987,329.044324737
1894,1040.34277533,33.2667472136,-0.244954238845,33.2566,3.47578,1283.16517984,171.287,169.068,2637.63812093,208.921651945,1894,0.998886,33.259810617,33.27,2005.9483006,-33.4956,0.891404247527,793.799721411,4267.84002964,179.345258932
1895,331.054659317,33.208511682,146.009736414,33.2022,3.11443,1046.44105549,171.349,169.038,2579.58283382,221.596506123,1895,0.998629,33.2022521358,33.2155,698.463258738,-33.4278,0.85684834291,219.620080909,3835.7809318,576.444867817
1896,1204.56343236,33.2621713025,1204.56343236,33.2525,3.6669,1539.18644132,171.362,169.063,2696.73905224,217.206398404,1896,0.99863,33.255768971,33.2649,1204.56343236,-33.4728,0.887219563849,0.0,3975.79228395,174.631424498
1897,514.588923263,33.1344749627,-1.90165072909,33.1219,3.92089,1257.41737311,171.429,169.143,3341.31062983,232.990335423,1897,0.999017,33.1248263883,33.137,3378.20546459,-33.3413,0.914433221348,1019.97010078,4533.41831936,161.060333186
1898,587.33238727,33.2385098054,173.966690473,33.2273,3.53938,1693.87759645,171.451,169.178,2532.53773267,200.029446358,1898,0.999111,33.2287667245,33.2429,1910.02067071,-33.4567,0.880878201715,666.619269486,4762.71560814,128.146026187
1899,606.520916375,33.257517457,29.0711871143,33.2441,3.75392,1167.23210939,171.533,169.207,2546.75204807,216.219611371,1899,0.998872,33.2471379307,33.2598,2070.18030788,-33.4607,0.889386665252,744.249092794,3990.68719549,543.682563344
1900,517.227339824,33.2871344021,267.024684427,33.2783,3.33625,1509.56884199,171.569,169.245,1600.1566625,180.026196842,1900,0.999092,33.279604892,33.2921,767.429995221,-33.4978,0.877403937791,250.202655397,4282.03676325,111.754420998
1901,1647.54921224,33.1707504503,560.729428532,33.1643,3.40461,1301.3659444,171.681,169.282,2346.24400991,194.309427833,1901,0.999075,33.1643113676,33.1794,2734.36899594,-33.3933,0.877938079351,1086.8197837,3961.08841079,157.186959746
1902,1117.8894352,33.1950866703,42.9214181302,33.1827,4.43001,1469.17527846,171.695,169.3,2611.52552163,210.728345203,1902,0.998937,33.1849042557,33.1981,2418.99214131,-33.4069,0.909316370093,1027.08597016,4151.52469145,169.645046721
1903,515.080914702,33.1187893509,209.434397809,33.1082,3.89158,1059.84249033,171.706,169.376,2711.25023547,203.785985287,1903,0.998971,33.1091079567,33.1239,977.028109687,-33.3278,0.89406573934,332.366928059,3666.44497691,149.580305751
1904,524.779255735,33.1536255157,363.558666708,33.1429,4.09358,875.711190083,171.721,169.424,2805.00748794,221.23972946,1904,0.999165,33.1454932929,33.1574,707.487472075,-33.3598,0.91728695699,122.183210165,3838.25102781,1057.04506272
1905,410.581177143,33.096048802,131.835575277,33.0855,3.82522,1537.30628764,171.717,169.441,2116.97420713,186.814075889,1905,0.999096,33.0863615947,33.1009,1446.63147439,-33.3129,0.905850568023,518.799058793,3853.40434614,145.837128278
1906,353.359940259,33.2269140199,22.7579905135,33.2171,3.67675,1532.52415408,171.768,169.474,2042.86260813,191.850901788,1906,0.999035,33.2180961538,33.2312,826.426064107,-33.4456,0.884724289922,303.042365779,4162.24860624,130.935716361
1907,523.234923789,33.2220766679,13.473064283,33.2087,3.82947,1409.79128803,171.834,169.531,2215.14512318,168.363949886,1907,0.999046,33.2125930519,33.2231,1536.99163973,-33.4436,0.913628558495,595.389708577,4144.0125314,17.9022166547
1908,951.019934687,33.1539283147,146.612966032,33.1435,3.89936,1157.42263267,171.903,169.532,2082.64751777,145.519357403,1908,0.998929,33.1445917795,33.1568,1539.75216508,-33.3714,0.904331451293,588.838348799,3381.9240276,290.140293961
1909,273.058297824,33.065229527,9.46412518037,33.0546,3.81705,996.22481251,171.946,169.571,3152.5752449,189.097286511,1909,0.998941,33.0569560897,33.0686,960.850184661,-33.2879,0.906806218039,323.612252106,4112.20272372,221.709304239
1910,1136.88177376,33.2343714389,1.65165587796,33.222,3.60204,1268.09601817,172.036,169.588,1972.49509737,174.430783361,1910,0.998943,33.2242126764,33.2363,3227.46222042,-33.463,0.894189095445,1480.08651495,3609.47978031,15.6529559551
1911,1450.65835689,33.2950056076,17.987167644,33.2852,3.66958,836.368825615,172.089,169.671,2642.54232,175.971904891,1911,0.998712,33.2866374642,33.3015,2883.32954613,-33.5218,0.908044345004,1432.67118924,3950.15587451,1127.2096187
1912,535.8974175,33.2688490946,83.8171851842,33.2588,4.02966,1531.57682544,172.141,169.698,2431.45939888,166.973715652,1912,0.998986,33.2600417154,33.2743,1175.88003269,-33.4803,0.903535275399,459.419544583,4084.00322549,125.198911106
1913,937.414549387,33.2340568098,389.691460293,33.2222,3.80338,1651.96284804,172.167,169.71,2539.68775377,214.888560482,1913,0.9993,33.2229719746,33.24,1215.22437315,-33.4658,0.898911041132,387.312127062,4480.52056445,172.924377035
1914,373.219549954,33.2625251654,0.206081326553,33.2486,3.98836,1354.8701694,172.179,169.764,2575.09651845,236.502081578,1914,0.99901,33.2493401707,33.2678,1279.43068962,-33.4889,0.907621641084,452.893410938,4305.52523945,184.085565067
1915,667.605480028,33.1770012555,154.652100206,33.1626,4.04884,1585.27428618,172.235,169.826,1197.69033677,141.611619035,1915,0.999151,33.1662150647,33.1808,1057.62994585,-33.3931,0.900843733912,325.474303199,4607.70330743,29.1148026889
1916,486.981376357,33.2135965064,30.0278386678,33.1996,3.40109,1418.35810091,172.303,169.873,2138.48805357,260.246581364,1916,0.999053,33.2015620374,33.2183,925.006259781,-33.426,0.900203367881,338.351155797,4889.21439619,225.320587614
1917,735.180114012,33.2388536869,7.32485419926,33.2257,3.84756,1556.26743858,172.366,169.902,2617.82570988,242.480915672,1917,0.998967,33.2272115055,33.2439,1451.20779441,-33.4596,0.908648868483,473.890548028,4610.25607457,684.019545004
1918,372.891947062,33.2727580023,154.837747233,33.2635,3.42658,821.423354467,172.39,169.934,747.351618539,144.709315303,1918,0.998907,33.2656292328,33.2785,749.559182363,-33.4901,0.887212735548,236.28375718,3384.70459283,88.721119166
1919,177.159128089,33.2701986729,-1.72755793832,33.2593,3.92655,1163.78122597,172.414,169.991,1718.08497409,198.47621487,1919,0.999227,33.2628539426,33.2713,679.294980884,-33.4738,0.901865368562,194.07770141,4032.13503,140.609143048
1920,259.818821067,33.2845946359,-4.79148940613,33.2756,4.2655,965.516411495,172.44,170.043,848.84456864,137.525380443,1920,0.999277,33.2776364859,33.2871,1029.52781754,-33.4879,0.913368750098,346.708361039,3781.36449377,113.79048204
1921,396.877492446,33.1610681385,73.5190960748,33.1506,3.53722,859.29592015,172.473,170.091,605.045005549,141.180351356,1921,0.999103,33.1498569877,33.1691,1307.77780082,-33.3721,0.902500575896,430.566505583,3660.91844774,120.425289808
1922,233.334560496,33.2006197917,83.5640356858,33.1818,3.66078,988.775351262,172.519,170.13,672.049675283,134.781200448,1922,0.99922,33.1855013351,33.2038,560.722103886,-33.4034,0.899676035304,156.544932672,4424.37401729,104.730230653
1923,293.177565915,33.2807822741,92.4344567025,33.2637,3.5594,938.052770074,172.591,170.148,933.464281585,179.654753725,1923,0.999027,33.265130505,33.286,758.348641255,-33.4877,0.88541393907,206.643030848,4084.67374217,173.417313779
1924,432.985934284,33.1916336011,151.159005706,33.1761,3.40376,1058.72364783,172.611,170.216,1686.19952029,221.272522928,1924,0.999342,33.1757682811,33.2,904.913461272,-33.414,0.895542783873,287.822010445,4152.6303696,125.157922501
1925,193.277268476,33.2312351427,-1.9544438624,33.2117,3.97607,1333.08345583,172.624,170.284,1736.08588383,202.779993713,1925,0.999249,33.2144736329,33.2347,480.934422906,-33.454,0.927101691777,154.373024333,4958.17389464,102.418486977
1926,736.981363868,33.2053406322,-5.72522541077,33.1872,3.7582,1325.74696124,172.691,170.261,1797.0917769,213.737829881,1926,0.999171,33.1883348635,33.2092,2225.25129674,-33.4273,0.920170009843,752.050456422,4631.76377932,147.217387942
1927,376.423347951,33.3582571235,8.22973178155,33.3426,3.73034,1405.65425137,172.741,170.311,1681.74598127,212.347921487,1927,0.999172,33.3427775146,33.3667,763.693426772,-33.5967,0.907653649995,238.75915533,4835.1006457,131.980123739
1928,617.175902205,33.3645918775,-4.13295368708,33.3483,3.96175,1140.68330263,172.783,170.372,2258.56512835,252.922851802,1928,0.999372,33.3493816784,33.3684,1821.11014873,-33.5809,0.914056138556,639.464950036,4434.0617554,421.836033248
1929,278.46040884,33.333454317,5.10874170221,33.3102,3.64172,1352.03700681,172.812,170.417,1775.50083177,222.741020688,1929,0.99924,33.3146138674,33.3335,1076.90955692,-33.5422,0.890618678072,324.438791413,4053.87698335,124.713027193
1930,400.52706436,33.3562739099,13.8395227488,33.3373,3.76912,1493.12219469,172.792,170.466,1607.3788854,206.668293313,1930,0.999298,33.337871475,33.3616,1335.78442832,-33.5699,0.909638360877,450.81542767,4199.97304149,180.575914791
1931,802.175835497,33.4036470357,2.29610060427,33.3871,3.64642,1497.08799592,172.87,170.505,1889.18652843,171.961373298,1931,0.999022,33.3874906789,33.4104,1602.05557039,-33.6176,0.906906448424,799.879734893,4190.66008368,158.152024478
1932,810.580700417,33.4164898942,-1.15009475603,33.3983,3.62654,1403.66537568,172.859,170.557,2644.73791504,254.243748464,1932,0.999219,33.4014160852,33.4221,2054.04185762,-33.6349,0.916533651658,953.870307396,4313.01897148,625.065154595
1933,1346.52416252,33.4327856033,1011.63662062,33.4106,3.46924,1258.58056114,172.864,170.6,2878.67247802,251.145874512,1933,0.999371,33.4138824239,33.4331,1559.52995109,-33.646,0.901225687407,239.705578772,4538.68716478,195.452758399
1934,326.111934223,33.4778857616,2.73741198038,33.4609,3.53767,1239.89440203,172.887,170.65,703.274770646,72.361763156,1934,0.999304,33.4599985456,33.4839,1486.35310786,-33.6972,0.904112777224,458.245481808,4671.29141506,8.51176186901
1935,541.092373379,33.4076122706,-9.24609939762,33.3889,3.96102,1326.6339195,172.944,170.675,2209.60591069,173.579583825,1935,0.999262,33.3919790915,33.4107,2776.91513093,-33.6083,0.931622730407,1016.366935,4876.87356872,133.866793765
1936,1432.31630507,33.4520553805,154.961140132,33.4282,3.84557,1479.55533407,172.969,170.722,2228.15333541,164.088178889,1936,0.99921,33.4295969067,33.4557,2761.77583282,-33.6503,0.925272415224,1064.86520555,4386.6678166,99.0596457971
1937,533.114651925,33.4301292801,7.36995058712,33.4144,3.3873,1523.63394091,173.031,170.741,1729.16911309,175.792248065,1937,0.999323,33.4134590011,33.4369,1285.77848451,-33.6299,0.896878698135,569.166065628,4755.51868988,104.953156441
1938,638.795861883,33.4513684019,130.554395002,33.4304,3.79005,899.008989446,173.051,170.805,864.901251804,160.268141917,1938,0.999204,33.4318037129,33.4569,1568.37693438,-33.6407,0.914699214576,570.821641714,3440.25845764,137.39381199
1939,494.235255156,33.3533560913,1.6288115238,33.3258,3.66258,1343.69075808,173.08,170.823,1842.0346126,191.208109099,1939,0.9993,33.329458673,33.3563,1127.11256608,-33.5291,0.889865937855,462.699464598,4323.80461354,117.007532494
1940,143.70970522,33.3899325613,-11.9003751823,33.3713,4.1519,1400.90397824,173.101,170.865,2123.09668573,160.753204981,1940,0.999052,33.3697418591,33.3974,600.972157494,-33.5825,0.919081880521,212.571097658,3978.26354782,92.3490129721
1941,1209.40728758,33.3806408651,1009.83255327,33.361,3.29748,1119.33631653,173.198,170.876,2000.75656714,217.638042356,1941,0.998941,33.3608263738,33.3854,1388.0019174,-33.5845,0.875356007952,155.098120726,3907.0042124,320.539717728
1942,755.100018359,33.3620547144,8.69945808683,33.3356,4.3525,1320.45208369,173.295,170.937,2761.27455666,239.804712218,1942,0.999106,33.3392177672,33.3635,1260.41590651,-33.5378,0.938043934944,538.695882765,4455.70202396,493.47807752
1943,963.367923385,33.3763964718,597.105660186,33.365,3.76678,741.554690231,173.36,170.939,1023.22503265,215.599482815,1943,0.999187,33.3654643338,33.3818,1336.50150897,-33.5827,0.905482968679,301.896192538,3045.26599013,372.486425671
1944,970.736591786,33.3357154407,143.697032016,33.3128,4.18488,1030.83257851,173.359,170.987,1869.34061404,234.95220257,1944,0.999358,33.3185223044,33.3362,1913.19262811,-33.5202,0.920003834897,726.988944642,4059.63802765,419.063571729
1945,403.408867083,33.2993487816,-2.10643488543,33.2861,3.66376,629.512936329,173.403,170.984,1109.83303831,172.063153177,1945,0.999254,33.2853509932,33.3105,1401.07903316,-33.5133,0.90878115851,480.585502346,2321.52950146,182.022598378
1946,314.051890472,33.3310626344,-4.55626885538,33.3188,3.74574,737.031328265,173.482,171.05,886.828908042,163.665410586,1946,0.999303,33.3207917967,33.3372,750.199388474,-33.5328,0.904767512693,257.278325322,3007.40703091,84.1264239167
1947,366.908233447,33.3436266564,-4.89790286669,33.3339,3.81813,803.171094221,173.51,171.044,1021.43935165,164.325380161,1947,0.999417,33.3350241722,33.3515,1183.61853247,-33.5357,0.907431375537,437.834370632,2930.13229237,99.7237606427
1948,233.005313326,33.2897319236,-4.56196391709,33.2761,3.77961,488.57508013,173.519,171.113,607.413969852,158.431850794,1948,0.999337,33.2797518514,33.2949,575.870591218,-33.4773,0.905756261309,164.903351964,2438.58984076,91.3382787682
1949,544.470672278,33.2612946448,-0.188818879255,33.2491,3.27067,1053.6750793,173.592,171.159,1048.8608394,178.782861079,1949,0.999438,33.2482964238,33.2697,1525.37564116,-33.4564,0.891927519882,522.35953954,3875.43352019,172.07496631
1950,327.819414264,33.2799306043,115.794927205,33.2612,4.41484,1073.76993227,173.649,171.211,987.169471647,163.610585032,1950,0.999319,33.2643850663,33.2819,920.037865376,-33.493,0.923800770853,273.727983144,4024.95508035,120.622396109
1951,618.240182188,33.1958444501,159.196213648,33.1812,4.27913,1422.2666945,173.708,171.25,1903.4909763,215.050521854,1951,0.999366,33.1838007818,33.1984,1514.24033589,-33.4181,0.935251606044,526.925448513,4716.03962932,136.949242603
1952,352.694122407,33.177938771,-5.37547768412,33.1656,3.75805,1643.80189571,173.714,171.312,2997.75089201,201.545404481,1952,0.999385,33.1663293288,33.1808,816.997015332,-33.3829,0.904967749546,275.801697655,4721.37692091,115.421630208
1953,701.550093764,33.2761523846,146.238781643,33.2618,3.8304,1895.65799479,173.729,171.371,2754.11799981,219.849233075,1953,0.999412,33.2636380156,33.2793,1805.21921665,-33.4833,0.912308494415,780.417083961,4901.81461793,149.848767609
1954,361.556986772,33.3211114768,-6.14407143591,33.3099,3.77016,1708.54144797,173.78,171.416,2914.74829359,237.645894645,1954,0.999307,33.3127901313,33.3244,1114.13557118,-33.5396,0.90538290123,342.799114226,4799.06599304,149.11627828
1955,1458.23993951,33.3473232764,655.148624601,33.3352,3.37279,966.41987928,173.835,171.447,4013.18689453,298.014283944,1955,0.999447,33.3359962325,33.3507,2712.25965882,-33.5703,0.881403992978,898.305356845,4912.35783903,1898.34857639
1956,515.876816646,33.2633319726,218.26278199,33.2525,4.04412,1428.09632072,173.851,171.48,2717.73187951,295.078774841,1956,0.999496,33.25397913,33.2669,985.182172837,-33.4964,0.925600630449,290.433952994,4509.31468653,657.32712705
1957,667.846852943,33.2880960046,233.871869222,33.271,3.63133,1309.83151475,173.883,171.522,2958.02029764,297.027115463,1957,0.999425,33.2732537247,33.2911,1485.07345571,-33.5176,0.903922795125,496.897184951,4827.48265001,998.597827568
1958,470.933435972,33.3368712682,165.157691975,33.3263,3.44944,944.790408655,173.923,171.566,4046.08380102,278.550978328,1958,0.999615,33.3258435612,33.3445,829.774886308,-33.5531,0.899832618132,249.439789103,4665.61607703,1165.06381877
1959,767.731075467,33.2607764993,139.290782068,33.2404,3.89467,1441.27982234,174.014,171.587,3520.97818181,261.828468096,1959,0.999338,33.2451771545,33.2608,1677.18835619,-33.4665,0.919256611345,647.445419872,4795.63778548,684.213364966
1960,1610.60466368,33.3212896772,415.02988558,33.3039,4.04714,1612.4689688,174.065,171.612,3058.99226716,216.245389449,1960,0.999264,33.306386077,33.3252,2806.17944178,-33.534,0.917889031447,1195.5747781,4305.15496867,140.82040959
1961,504.269257125,33.2351800742,0.162186029369,33.2246,3.78365,1651.32086403,174.059,171.626,3448.94397906,239.157256984,1961,0.999261,33.224897845,33.2416,1130.19220623,-33.4662,0.91006562608,439.295898881,4833.18005064,171.317010873
1962,897.694014013,33.3532758501,78.5310397652,33.342,3.36413,898.076759326,174.085,171.672,4164.23021878,262.807621442,1962,0.999351,33.3447363937,33.3571,1604.87423194,-33.5692,0.879428329607,628.13798291,4926.46629746,1989.88860079
1963,530.3043355,33.2943642115,168.022494313,33.2894,3.44834,1791.40788276,174.141,171.703,3274.91376226,241.968473095,1963,0.999301,33.2875696368,33.3028,1233.2604259,-33.5173,0.897768868657,444.67262506,4882.01054913,207.62418855
1964,534.050114369,33.2819469838,-3.82491116814,33.2679,3.88098,1470.03097409,174.205,171.785,2702.49838759,233.003297961,1964,0.999291,33.2702808217,33.2869,1650.69986516,-33.5046,0.921537457783,673.358256304,4671.26961938,293.479247417
1965,1050.62407835,33.3274392714,0.731288904465,33.3194,3.90778,1171.7962185,174.248,171.791,3056.0254547,250.342650033,1965,0.999016,33.3182468632,33.3366,2410.57719884,-33.5406,0.920698860126,871.918486623,4415.27552268,624.73483795
1966,290.960237608,33.3101823429,12.9467477193,33.2975,3.52873,207.701699684,174.275,171.823,4137.05449139,258.445440769,1966,0.999125,33.3003225362,33.3106,1006.08483474,-33.5319,0.89160872111,358.183440604,4449.47344329,3783.06171159
1967,1774.81262384,33.2868847093,3.50293822496,33.272,3.88645,1222.43777238,174.323,171.866,3056.50084942,221.269966368,1967,0.999033,33.2739747539,33.2931,3546.12230945,-33.4915,0.917616601407,1771.30968561,3995.13584212,394.181038685
1968,424.910246253,33.2615564914,4.34212379889,33.2496,3.54475,1274.70570563,174.305,171.858,3175.93347415,222.832680647,1968,0.999211,33.2519896895,33.2657,1123.4679093,-33.4647,0.900360787026,466.772195887,4165.6718121,215.658657017
1969,763.66815432,33.1776030679,36.3870113361,33.1667,4.19387,1247.64249967,174.333,171.917,1932.28329582,201.835719635,1969,0.999264,33.1688261322,33.1787,2194.08110289,-33.3833,0.926660741489,1011.50274351,3953.44633352,103.827666928
1970,339.417788875,33.1956207146,-1.24568188675,33.1847,3.49266,1528.87788053,174.391,171.942,3406.01202932,223.913594423,1970,0.999156,33.1848936117,33.2013,1115.70936555,-33.4008,0.897003354622,356.107321371,4437.53394039,194.456435164
1971,934.584350335,33.2259407496,6.71246050014,33.2153,3.69624,1062.54789072,174.425,171.987,3358.77207195,222.494402588,1971,0.999148,33.2174442041,33.2305,2406.00012989,-33.4335,0.909734667773,1052.21205092,4232.37594987,1074.25829661
1972,876.105284584,33.2886688174,175.780998943,33.2804,3.34396,1480.52329658,174.455,172.04,3043.60056108,229.365265019,1972,0.999319,33.2802746721,33.2967,2028.59800236,-33.4899,0.897395620437,726.406991729,4319.93406101,241.201923352
1973,789.251021115,33.274432656,601.106857239,33.2652,3.63403,1587.63008402,174.489,172.072,2735.79293491,215.306883646,1973,0.999357,33.2655207073,33.2783,1110.65648049,-33.481,0.913204122837,228.369779519,4556.720113,257.820096915
1974,314.056073062,33.2018925799,-0.747961144663,33.1926,3.97136,1678.80078514,174.49,172.127,2511.63364237,211.364464881,1974,0.999228,33.193385031,33.2078,709.343101112,-33.4024,0.943013933965,239.686978752,4454.34540645,168.757442969
1975,396.707853421,33.1924320627,5.90794043392,33.1821,3.39105,1124.73759868,174.536,172.201,1792.39282037,200.086501379,1975,0.999342,33.1849747615,33.1987,907.683189962,-33.4046,0.908747226251,402.994742564,3533.82545345,134.799249078
1976,413.126761882,33.1585947378,0.313413257483,33.1459,3.78306,1496.14633269,174.569,172.232,2649.97446468,208.039516834,1976,0.999083,33.1447708334,33.167,1126.82757558,-33.3502,0.932269729339,409.14364837,4330.51089721,107.823986257
1977,532.563364339,33.1741869633,95.3849396005,33.1629,4.09577,1194.52216131,174.633,172.289,3041.662958,215.899187547,1977,0.999247,33.1659951917,33.1784,1497.69353385,-33.3769,0.944196446739,526.618059898,4278.82776569,684.714455583
1978,552.838761674,33.2039716923,107.892514055,33.1955,3.91587,1532.14153121,174.682,172.323,1525.29161747,149.591854253,1978,0.999062,33.1976370826,33.2084,1158.49887138,-33.4286,0.93720744456,399.301051136,4085.30486887,243.138725194
1979,430.864798665,33.1938755472,197.26401704,33.1819,3.71685,1536.68077634,174.777,172.361,2439.06341608,219.890716131,1979,0.999375,33.1842531497,33.1963,942.220536358,-33.4029,0.914252918716,269.315709225,4501.10571989,70.7754358984
1980,184.354727672,33.1813715881,114.653922947,33.1722,3.72986,942.667831128,174.821,172.371,3772.2635768,257.215055344,1980,0.998967,33.1735352928,33.1839,254.055532397,-33.3948,0.909843190312,69.7008047251,4515.47958653,1052.0082189
1981,1921.23405216,33.2552132826,1322.06708192,33.2442,3.48418,1533.22782323,174.869,172.357,2849.70256741,211.461629333,1981,0.999431,33.2456014621,33.2598,2629.06667917,-33.4674,0.8922009588,539.08450514,4536.89543014,133.31338966
1982,606.494547059,33.2418201846,124.135294297,33.2323,3.72816,1719.84646847,174.88,172.384,3192.23703409,241.280291458,1982,0.999366,33.2349770711,33.2465,1465.18153789,-33.462,0.922038106411,608.724448711,4836.41047358,133.754934882
1983,872.70782704,33.2590565312,497.621612961,33.248,3.7306,1295.39761813,174.871,172.433,3478.62833596,269.445686826,1983,0.99925,33.2499432194,33.26,1391.43429451,-33.4805,0.916212672475,378.769647871,4749.08312578,907.226627855
1984,959.433210327,33.2263073795,319.086877532,33.2177,3.48335,1424.80724815,174.948,172.458,2313.90175258,237.126160167,1984,0.999254,33.2192001633,33.2313,2201.99750752,-33.4389,0.901285943063,757.24647134,4651.98174388,89.9853418067
1985,223.952892622,33.2574313252,-39.7840437762,33.2448,3.57285,1576.1720978,174.975,172.467,2614.26433273,228.617780827,1985,0.999271,33.2454712241,33.2621,807.836450463,-33.4478,0.887510874902,249.061179311,4531.88219398,177.774440923
1986,497.897309468,33.3041567153,40.971712462,33.2954,3.59281,657.742564728,174.989,172.517,4147.98861344,280.928499449,1986,0.999368,33.2940359272,33.3097,2020.72849662,-33.5134,0.902251682893,691.716281925,4832.47224773,2728.84057622
1987,501.6834921,33.2951255109,131.143658968,33.2798,3.73877,1049.71955843,175.028,172.549,3676.9778815,293.33648108,1987,0.999072,33.2836537582,33.2981,1125.54462818,-33.4975,0.903149585962,405.437048961,4681.4372889,1781.54235176
1988,1070.48592006,33.281315983,457.773796561,33.2654,3.54728,1208.28344529,175.069,172.561,2773.02199856,296.527944677,1988,0.999509,33.2662274742,33.2851,2190.17394004,-33.5019,0.905748740036,792.914868905,5191.31471625,1052.91998578
1989,565.190973452,33.2720865554,57.2167272129,33.2564,3.53527,1418.04285501,175.122,172.628,2874.02505273,267.761616451,1989,0.999134,33.257963965,33.2753,1272.52878343,-33.4787,0.897330036762,402.115555483,4682.72093307,758.259385067
1990,209.80949428,33.2415727015,183.223283634,33.2252,3.95179,1095.13740146,175.141,172.629,3450.46903553,262.44135433,1990,0.99917,33.2275893317,33.2451,236.395704926,-33.4385,0.921584730881,26.5862106458,4354.77855299,492.19363104
1991,1888.05516405,33.2440601074,265.312586823,33.231,3.89203,650.252021853,175.175,172.635,3524.94752668,276.273606905,1991,0.998975,33.2310233879,33.2473,3510.79774127,-33.4486,0.91142818171,1622.74257722,4184.15810577,2153.05521659
1992,1865.41710704,33.1102718698,775.562959975,33.093,4.01153,1226.39947451,175.25,172.698,2537.80211491,224.977021799,1992,0.99906,33.0964561331,33.1128,2955.27125411,-33.2918,0.917309775544,1089.85414707,3991.91549014,363.09039749
1993,1165.82914586,33.1075938698,202.360117841,33.096,4.24869,1153.90756888,175.279,172.784,2117.69654651,250.76383135,1993,0.999256,33.0972531068,33.1133,3043.99275281,-33.299,0.923190396653,1040.3324329,4077.2073604,648.037486653
1994,348.806319949,33.1994457807,-8.03341362423,33.1854,3.53311,1514.02673485,175.288,172.793,2671.86149483,226.751323514,1994,0.999326,33.1860824884,33.2064,1362.62727116,-33.3958,0.89877589003,469.052812642,4483.81634708,114.859623515
1995,466.05455718,33.1659909254,3.62098216716,33.1539,3.80328,882.701270068,175.37,172.832,3481.358941,238.762728443,1995,0.999206,33.1557731513,33.1712,1605.63544367,-33.3737,0.915108302733,638.59674711,4353.87493062,1749.29817252
1996,914.937288326,33.1011024428,356.201231155,33.0843,3.69042,838.15281212,175.403,172.872,3448.88661374,258.344261882,1996,0.999572,33.0876517205,33.1032,1889.86866974,-33.3163,0.912295014197,691.832284099,4405.80622872,2005.80383368
1997,388.426090201,33.2382496058,102.987812695,33.2272,3.32623,1684.7677863,175.433,172.891,2140.13790392,178.457471828,1997,0.999185,33.2284113676,33.2467,1218.71875311,-33.4473,0.878058831542,389.750480696,4149.70461225,135.84179706
1998,637.786908239,33.1522275612,12.119377975,33.1359,3.54078,712.337715932,175.475,172.929,3548.32434908,226.328063454,1998,0.998952,33.1361206067,33.1569,1590.38813482,-33.358,0.898524069317,599.159624261,4216.64775143,1944.10171281
1999,951.993728812,33.1460653023,951.993728812,33.1326,3.96772,1346.12365278,175.525,172.97,2611.55144099,196.818430362,1999,0.999287,33.1318080219,33.1541,951.993728812,-33.3585,0.915353117236,0.0,3914.73930324,115.646079993
2000,673.213078118,33.1145717446,4.36775511345,33.0938,3.63214,1068.27755245,175.563,173.015,2704.46320296,257.314748883,2000,0.999396,33.0945027686,33.1185,3959.60036067,-33.3201,0.9056892001,1180.50566789,4157.21007424,952.583804684
2001,471.35885012,33.1100492167,58.0078559806,33.0878,3.80493,772.64382654,175.577,173.043,1631.69768786,183.132399229,2001,0.999254,33.0900975911,33.1139,1244.33852278,-33.3216,0.920114035085,426.897239782,3567.24197091,626.928266234
