AveragePolicySurr,Iteration,MinEsReturn,MaxReturn,AverageAbsQYDiff,AverageAbsY,AverageY,AverageReturn,Epoch,StdEsReturn,QFunRegParamNorm,AverageAbsQ,AverageAction,PolicyRegParamNorm,AverageQ,AverageEsReturn,AverageDiscountedReturn,StdReturn,MinReturn,MaxEsReturn,AverageQLoss
-29.7727,65,650.191293005,813.06176829,0.782471225791,28.8636297304,28.8632926777,735.921132359,65,0.0,36.3822,28.8551,0.897044,33.2195,28.8551,650.191293005,66.4828077982,56.3370294825,632.767958691,650.191293005,1.8201
-30.5908,66,679.760486071,781.485942576,0.766344769647,29.7005302386,29.6999331702,371.350265349,66,0.0,36.6445,29.6927,0.886932,33.4005,29.6927,679.760486071,15.0200521862,544.656423788,-587.499945962,679.760486071,1.71543
-31.304,67,585.814199091,808.688876834,0.785683520241,30.4180397825,30.4174638388,736.793169382,67,0.0,36.9152,30.4102,0.923625,33.6278,30.4101,585.814199091,61.0774425825,43.5268914391,671.380295985,585.814199091,1.95009
-32.0717,68,613.458333845,776.741703613,0.79107036393,31.2042069599,31.203754831,697.812577839,68,0.0,37.127,31.1955,0.902747,33.7652,31.1955,613.458333845,59.4326215165,52.1918187167,620.5313783,613.458333845,1.94796
-32.8133,69,580.629812747,1044.82958257,0.814445622774,31.9467321705,31.9464057509,775.776175456,69,0.0,37.3519,31.9379,0.894888,33.9878,31.9379,580.629812747,43.9429137487,489.211530454,-644.751970896,580.629812747,2.37834
-33.5807,70,643.160782406,1005.9051804,0.787470275114,32.6986987481,32.6983559917,827.126188838,70,0.0,37.5844,32.6912,0.870103,34.1762,32.6912,643.160782406,64.1763938375,288.640121612,-28.0897914462,643.160782406,1.98731
-34.2937,71,589.929644841,1024.44659231,0.810061410262,33.4150089664,33.4144084317,890.814474066,71,0.0,37.7708,33.4067,0.867057,34.392,33.4067,589.929644841,75.877672906,185.919890547,351.887420709,589.929644841,2.25683
-35.0636,72,548.351395323,915.938980868,0.801397902843,34.1889850925,34.1884912145,867.946653504,72,0.0,37.9863,34.1795,0.882293,34.5779,34.1794,548.351395323,79.7499085985,32.5174462866,821.016476058,548.351395323,2.20156
-35.8518,73,532.206251796,890.374174431,0.822806765252,34.9625909899,34.9621392115,779.129857433,73,0.0,38.1844,34.9537,0.870198,34.8168,34.9537,532.206251796,81.1715004488,190.596571592,218.259479556,532.206251796,2.49856
-36.5381,74,670.660804294,825.121269795,0.805484241672,35.7025055351,35.7020417199,749.075159641,74,0.0,38.3702,35.6932,0.838676,35.0108,35.6932,670.660804294,64.8267088361,49.2122652487,641.852322082,670.660804294,2.2641
-37.2008,75,657.092903242,669.102702437,0.806021597955,36.3567532093,36.3563417585,338.412215869,75,0.0,38.5805,36.3487,0.89379,35.2039,36.3487,657.092903242,45.5106727277,362.087178039,-381.726123606,657.092903242,2.34207
-37.9029,76,644.07977676,1062.94977177,0.814466289023,37.0587455904,37.0584405632,922.729334818,76,0.0,38.7484,37.0521,0.856238,35.414,37.0521,644.07977676,75.6729077638,194.976504946,361.911726422,644.07977676,2.32901
-38.6411,77,662.461409941,806.383963771,0.813476532588,37.7902613514,37.7899300484,688.478533714,77,0.0,38.9322,37.7823,0.850015,35.5911,37.7823,662.461409941,40.7321893516,133.799069578,327.289152875,662.461409941,2.21607
-39.3997,78,648.231158319,875.139404232,0.830916938033,38.5452813544,38.5445744239,762.574262846,78,0.0,39.1696,38.5374,0.830559,35.7643,38.5374,648.231158319,59.4048574975,81.3148296374,541.600749937,648.231158319,2.38881
-40.1305,79,658.423080554,886.36379904,0.857035679287,39.2434675993,39.2428988529,658.468856908,79,0.0,39.4384,39.236,0.811804,35.9217,39.236,658.423080554,70.879046316,267.900418329,-97.4126727523,658.423080554,2.81357
-40.8251,80,600.597236977,894.780884041,0.855014950617,39.9497645092,39.9491915241,654.925484016,80,0.0,39.6493,39.9409,0.842197,36.1379,39.9409,600.597236977,75.4290832376,304.732185457,-214.283718018,600.597236977,2.86744
-41.5761,81,685.409155734,855.369482137,0.845473278722,40.6856725386,40.6850036456,750.836303356,81,0.0,39.8158,40.6778,0.836033,36.292,40.6778,685.409155734,49.9934293768,170.141275967,251.38613097,685.409155734,2.7678
-42.281,82,664.107244208,787.248554881,0.847969570787,41.42693202,41.4264518522,696.984941394,82,0.0,39.991,41.4184,0.870052,36.47,41.4184,664.107244208,59.9838860376,74.6210321342,516.110146131,664.107244208,2.74898
-42.9892,83,620.373198666,866.310597193,0.880541954818,42.1016632982,42.1011489692,731.323044539,83,0.0,40.1917,42.0929,0.849765,36.5831,42.0929,620.373198666,33.1596836341,91.9479295906,517.09564425,620.373198666,3.20633
-43.6996,84,708.751512336,1014.29515805,0.845160962194,42.8205767939,42.8201768621,752.634617433,84,0.0,40.4084,42.8116,0.821349,36.8242,42.8116,708.751512336,53.6068964294,355.930818135,-293.139735368,708.751512336,2.59376
-44.3983,85,650.924374886,953.855764071,0.832471316027,43.526614431,43.5262845775,683.941448926,85,0.0,40.5439,43.52,0.840358,36.9975,43.52,650.924374886,31.5789589646,362.650147326,-359.647891626,650.924374886,2.69869
-45.142,86,713.628352045,996.818370004,0.883677081017,44.2861726358,44.2857252442,912.560970454,86,0.0,40.7291,44.2773,0.860255,37.1967,44.2773,713.628352045,79.3411091335,63.8438247505,789.744277694,713.628352045,3.5099
-45.8858,87,679.215806863,1023.10545918,0.846113313719,45.0157749809,45.0153292142,898.528593588,87,0.0,40.9141,45.0097,0.828281,37.379,45.0097,679.215806863,81.9971793079,70.7866431974,793.44773027,679.215806863,2.82061
-46.6264,88,724.547475448,880.867163946,0.84885932741,45.7355939166,45.7350868606,760.238340582,88,0.0,41.0699,45.7277,0.849577,37.5402,45.7277,724.547475448,52.7342109988,87.6800344109,623.488522095,724.547475448,2.80357
-47.3644,89,698.010721997,707.292990221,0.87393948444,46.4580218953,46.4573538092,588.111848298,89,0.0,41.2713,46.4487,0.865435,37.7089,46.4487,698.010721997,24.5603124534,108.831832667,382.699720299,698.010721997,3.37001
-48.1027,90,580.469990834,972.952595578,0.88845379384,47.2195553337,47.2191808845,851.182347397,90,0.0,41.4829,47.2134,0.851881,37.8998,47.2134,580.469990834,49.1625369785,110.299375425,585.641411775,580.469990834,3.41549
-48.7359,91,662.98785099,912.841025018,0.870043297916,47.8509686936,47.8507006805,707.33257447,91,0.0,41.6282,47.8423,0.914239,38.1284,47.8423,662.98785099,43.8648465459,437.412738148,-594.518304596,662.98785099,3.17262
-49.4617,92,736.092077574,947.207194806,0.906865633193,48.5700524075,48.569646244,853.847019191,92,0.0,41.8133,48.5622,0.87532,38.2536,48.5622,736.092077574,64.2644924014,61.1204734259,718.010083305,736.092077574,3.82484
-50.2114,93,697.980706311,931.516514803,0.905167547401,49.281911707,49.28143544,280.35691566,93,0.0,42.0276,49.2763,0.7751,38.4481,49.2763,697.980706311,60.035409022,402.29115214,-238.171287218,697.980706311,3.46426
-50.9607,94,614.780559592,1049.11440909,0.875664513142,50.0487816951,50.0485240839,718.677138026,94,0.0,42.1186,50.0395,0.850106,38.6486,50.0395,614.780559592,58.2852355422,406.642995714,-398.918454085,614.780559592,2.82098
-51.6118,95,607.471792473,899.34765121,0.928271235588,50.7457620863,50.7452951046,608.905059924,95,0.0,42.3196,50.7376,0.885448,38.8177,50.7376,607.471792473,33.185396546,440.135107247,-677.582699418,607.471792473,3.70231
-52.2567,96,658.295884319,976.780418315,0.925253977938,51.3504912399,51.3501110066,909.943558681,96,0.0,42.5049,51.343,0.892484,38.9426,51.343,658.295884319,69.3018055649,36.6718109938,864.107986903,658.295884319,3.90042
-52.9538,97,712.073040423,1023.34336978,0.877975642227,52.1030842758,52.1026935134,931.183914948,97,0.0,42.6561,52.096,0.865166,39.1218,52.096,712.073040423,75.3255829188,72.5421102738,779.639495072,712.073040423,3.11139
-53.6045,98,720.41662105,766.803815419,0.913844776605,52.7453559396,52.744732693,657.838848001,98,0.0,42.8868,52.7396,0.891101,39.2645,52.7396,720.41662105,51.2311830994,97.8128364399,454.24012792,720.41662105,3.7953
-54.3281,99,819.495557069,1045.61250901,0.942496025722,53.4385988216,53.4383062426,804.14024121,99,0.0,43.0742,53.4276,0.879518,39.4394,53.4276,819.495557069,56.2331518258,479.445052815,-621.745216627,819.495557069,4.08595
-54.9952,100,734.383349828,870.161781214,0.9532563572,54.0823425807,54.0818283177,611.72735753,100,0.0,43.2448,54.0741,0.895472,39.6179,54.0741,734.383349828,46.5436693349,341.978057297,-366.310967808,734.383349828,4.62698
-55.7131,101,663.516903369,955.415878915,0.924491534222,54.7933606267,54.7929407428,799.465914581,101,0.0,43.447,54.7862,0.908358,39.8038,54.7862,663.516903369,34.0541861809,122.672405431,544.951704669,663.516903369,3.96065
-56.3835,102,684.887342465,1015.26065072,0.972663058791,55.4779603912,55.4773476464,871.5733512,102,0.0,43.5887,55.4694,0.914627,40.0091,55.4694,684.887342465,54.6967885877,102.056949362,688.979304814,684.887342465,4.92807
-57.0305,103,708.73016529,739.941588901,0.901297856973,56.1710741667,56.1706487837,373.986094136,103,0.0,43.7524,56.1659,0.900994,40.2041,56.1659,708.73016529,16.0638989161,464.146082193,-525.644578246,708.73016529,3.53115
-57.6151,104,531.905573202,891.359805697,0.976265215212,56.7539610321,56.7535237734,791.13688015,104,0.0,43.9026,56.7432,0.915949,40.333,56.7432,531.905573202,61.3283109467,66.0275074808,635.89522826,531.905573202,4.97953
-58.2719,105,614.517299966,964.524268202,0.982628457193,57.4076224633,57.4070787211,577.149111153,105,0.0,44.1181,57.4002,0.887181,40.4785,57.4002,614.517299966,40.1095388508,608.54323048,-664.584349807,614.517299966,4.81649
-58.8472,106,737.667847189,911.302896257,0.947578653981,58.0147103635,58.0144475883,655.751252491,106,0.0,44.2588,58.0066,0.899009,40.6879,58.0066,737.667847189,33.3273290741,443.074272387,-667.085630717,737.667847189,4.29897
-59.428,107,694.940141694,1035.96808572,0.982094736686,58.5726782469,58.5721560077,911.149078291,107,0.0,44.3823,58.5656,0.898579,40.8458,58.5656,694.940141694,64.2265813482,56.5492796485,850.774694546,694.940141694,4.46512
-60.0475,108,711.316983045,945.448546662,0.988466339815,59.1907962609,59.1901661867,694.134663091,108,0.0,44.5587,59.1855,0.909389,40.9699,59.1855,711.316983045,43.5282206305,396.16217418,-474.858800436,711.316983045,5.31316
-60.6009,109,683.412481993,1088.41888445,0.947678775783,59.7518851878,59.7516772435,989.955021638,109,0.0,44.7343,59.7421,0.871208,41.1162,59.7421,683.412481993,57.7193222088,75.4779438406,876.666854737,683.412481993,3.95599
-61.1557,110,749.393803877,1061.1726838,1.0040506887,60.3272343121,60.3266607347,665.920621211,110,0.0,44.8869,60.3197,0.874916,41.2806,60.3197,749.393803877,20.6864028398,526.468892051,-685.100108039,749.393803877,5.30823
-61.8027,111,691.700296983,1043.99695131,0.973378810543,60.9457547531,60.9448451398,915.06525881,111,0.0,45.0895,60.937,0.882629,41.4658,60.937,691.700296983,63.3028783122,77.7947388911,774.925734032,691.700296983,4.99079
-62.4845,112,666.469127513,1070.06089856,0.985537585037,61.5757245661,61.5750952288,782.071629025,112,0.0,45.2658,61.5689,0.90533,41.5731,61.5689,666.469127513,38.4839509148,525.284456893,-784.64063129,666.469127513,4.71003
-63.0832,113,699.617954411,956.205788024,1.03243696489,62.1813779851,62.1809817579,455.052178478,113,0.0,45.4417,62.1736,0.915602,41.7191,62.1736,699.617954411,-24.8302978335,543.75090309,-639.029010287,699.617954411,5.61705
-63.6862,114,316.343269429,971.658470821,1.02985797308,62.7727301687,62.7721005271,901.197786837,114,0.0,45.6504,62.7642,0.876356,41.8903,62.7642,316.343269429,63.3953020532,43.2985715143,826.429773015,316.343269429,5.37248
-64.2639,115,722.538560577,1091.97003103,1.08376413684,63.3154935093,63.3145308117,643.537304927,115,0.0,45.8672,63.3077,0.927256,41.9876,63.3077,722.538560577,32.3624020079,655.059676383,-677.969231306,722.538560577,7.1978
-64.8216,116,706.712451321,1123.67203322,1.01723910623,63.919924796,63.9194004697,1042.5692732,116,0.0,46.052,63.9109,0.882736,42.1463,63.9109,706.712451321,81.4572517036,55.7801917376,943.579339137,706.712451321,5.28106
-65.4301,117,686.00511767,1221.02466012,1.03283545865,64.5698378269,64.5693927844,1128.47898028,117,0.0,46.2013,64.5635,0.862709,42.2448,64.5635,686.00511767,92.6448682695,59.301695354,1049.5036028,686.00511767,5.6505
-66.0365,118,717.049787467,966.597448348,1.0261324318,65.1427132387,65.1424044127,822.320019476,118,0.0,46.378,65.135,0.886254,42.4195,65.135,717.049787467,65.7569287652,163.263284323,357.303738232,717.049787467,5.51878
-66.6371,119,735.660847185,992.168295741,1.06398145991,65.7636507456,65.7632562453,499.235270222,119,0.0,46.574,65.7548,0.902345,42.5733,65.7548,735.660847185,44.8414620591,651.216190403,-606.247621275,735.660847185,6.2091
-67.1933,120,647.572512643,1064.94759371,1.05901077608,66.3121645662,66.3117693337,861.096314308,120,0.0,46.721,66.3062,0.864172,42.7208,66.3062,647.572512643,67.7276690121,119.303471483,680.619681105,647.572512643,6.42973
-67.7729,121,677.787972625,961.480184013,1.02229318503,66.9015879044,66.90149626,746.693466454,121,0.0,46.8611,66.8929,0.900038,42.877,66.8929,677.787972625,65.860949592,400.99118186,-451.029360973,677.787972625,4.77056
-68.3446,122,607.024053334,1075.96819832,1.04248910341,67.4975632048,67.496794142,994.655246327,122,0.0,47.0786,67.4902,0.882398,42.9657,67.4902,607.024053334,92.2119167803,73.2190394702,793.588636986,607.024053334,6.09151
-68.8265,123,640.484211109,1068.38437818,1.03715904252,67.9739837115,67.973745916,860.042622947,123,0.0,47.307,67.9681,0.86258,43.0701,67.9681,640.484211109,74.2344451673,311.077210494,-26.6965437065,640.484211109,5.71477
-69.4732,124,732.046926708,707.045687026,1.00837288837,68.6277541772,68.6275812595,634.623190337,124,0.0,47.4345,68.6194,0.921946,43.2059,68.6194,732.046926708,61.018655837,57.7131009536,540.441294608,732.046926708,4.56994
-69.9737,125,799.398663304,1086.48807768,1.03455306869,69.1371400639,69.1369018183,970.41050107,125,0.0,47.5959,69.1309,0.866143,43.3528,69.1309,799.398663304,77.8272712047,109.289208545,701.873683171,799.398663304,5.58185
-70.6127,126,782.904219673,867.139417048,1.08716277064,69.7229623626,69.7225823942,809.419142244,126,0.0,47.7706,69.7121,0.879436,43.5264,69.7121,782.904219673,56.6099604598,39.8783333833,737.097636897,782.904219673,6.64463
