Iteration,AveragePolicySurr,AverageDiscountedReturn,AverageAbsQYDiff,AverageQ,AverageAbsQ,AverageAction,QFunRegParamNorm,MaxReturn,AverageAbsY,StdReturn,MaxEsReturn,AverageReturn,StdEsReturn,AverageY,MinReturn,AverageEsReturn,MinEsReturn,Epoch,PolicyRegParamNorm,AverageQLoss
1836,-12.7154,71.8455987836,0.257140150972,11.7129,11.7511,0.111562,172.541,403.0,11.7150204128,69.6461740913,58.0,142.873239437,11.6877121165,11.712753047,74.0,10.7835051546,3.0,1836,101.429,0.607298
1837,-12.7602,69.0304463013,0.269611501026,11.7443,11.7805,0.136784,172.553,354.0,11.7486330047,52.71387031,42.0,127.265822785,8.58868997363,11.7453277363,78.0,10.8695652174,3.0,1837,101.469,0.654298
1838,-12.7882,78.9300561518,0.262975475429,11.7647,11.7989,0.196674,172.568,773.0,11.7686154218,117.845582631,54.0,190.754716981,10.1272849274,11.7654531091,93.0,9.91,3.0,1838,101.466,0.636515
1839,-12.7752,54.075424042,0.278211033126,11.7253,11.7637,0.0866144,172.583,82.0,11.728675265,0.840681605681,49.0,77.4307692308,7.69678398599,11.7257298959,76.0,8.85585585586,3.0,1839,101.43,0.709741
1840,-12.8028,39.6616350239,0.267587020506,11.8156,11.8509,0.566864,172.615,60.0,11.8179824068,2.20904431164,57.0,50.2914572864,9.98099617456,11.8157626476,47.0,9.50925925926,3.0,1840,101.484,0.681446
1841,-12.8139,55.526929985,0.27968834547,11.7914,11.8336,0.264826,172.675,92.0,11.7939289061,4.58141179409,51.0,80.7258064516,11.9964115694,11.7919659828,75.0,12.1585365854,2.0,1841,101.518,0.731203
1842,-12.8668,55.9438639622,0.280452492386,11.8487,11.8875,0.220711,172.732,218.0,11.8509715875,29.9776598827,92.0,85.4871794872,11.1452802893,11.8486055724,56.0,9.1,3.0,1842,101.588,0.693964
1843,-12.8672,31.67129299,0.286183579084,11.8396,11.8815,0.224892,172.759,89.0,11.8433516622,19.5375758023,48.0,39.7698412698,7.23141295552,11.8400718135,20.0,8.3,3.0,1843,101.618,0.735563
1844,-12.9236,27.3607523497,0.289497673142,11.8896,11.9274,0.21277,172.794,118.0,11.8943973775,8.48269257412,30.0,32.108974359,5.86542827136,11.8908880761,26.0,7.92125984252,3.0,1844,101.616,0.731545
1845,-12.9803,57.6051592603,0.277976157826,11.8682,11.9082,0.153353,172.812,607.0,11.8703471862,107.895985432,55.0,116.593023256,9.04520513569,11.8678801842,31.0,9.60576923077,2.0,1845,101.626,0.641582
1846,-13.0671,83.4946786608,0.299315091436,11.948,11.984,0.0939082,172.803,1000.0,11.9508181334,395.434996851,69.0,780.142857143,10.1036636526,11.9487453236,26.0,9.09259259259,3.0,1846,101.662,0.796026
1847,-13.2033,54.7533658437,0.304001823603,11.9905,12.0277,0.0662962,172.813,1000.0,11.9937251845,462.320958174,66.0,379.785714286,14.4044624357,11.9915991706,30.0,14.8382352941,3.0,1847,101.622,0.736855
1848,-13.4349,79.0153095911,0.287630781805,12.1607,12.1981,0.0928607,172.838,1000.0,12.1626030728,437.864373047,67.0,723.071428571,10.5698443278,12.1610198873,28.0,9.49056603774,2.0,1848,101.555,0.71046
1849,-13.574,68.6561129396,0.300544743731,12.317,12.3592,0.0309009,172.844,1000.0,12.3198000871,479.535989715,77.0,571.111111111,15.2957470083,12.3181385399,29.0,13.8888888889,2.0,1849,101.536,0.779028
1850,-13.6704,79.7451291595,0.26330620908,12.458,12.4941,0.0450616,172.88,1000.0,12.4622219213,436.281767453,96.0,724.071428571,16.9830898855,12.4594803112,33.0,12.1951219512,3.0,1850,101.525,0.633365
1851,-13.7096,99.9956828753,0.288034136255,12.541,12.5808,0.0242015,172.893,1000.0,12.5436372871,0.0,68.0,1000.0,15.778555002,12.54106638,1000.0,14.1492537313,3.0,1851,101.532,0.7814
1852,-13.7144,99.9956828753,0.268368106858,12.5917,12.6272,0.00831271,172.898,1000.0,12.5948338329,0.0,103.0,1000.0,22.8152616679,12.591686338,1000.0,18.2456140351,3.0,1852,101.544,0.712554
1853,-13.7375,99.9956828753,0.269619244006,12.6235,12.6601,0.0216089,172.934,1000.0,12.6265301165,0.0,89.0,1000.0,13.827789275,12.6239437455,1000.0,12.9473684211,3.0,1853,101.547,0.673167
1854,-13.72,35.8118423911,0.29891027276,12.5981,12.639,0.336549,172.961,45.0,12.5997451639,0.535201499506,66.0,44.1145374449,13.3351537873,12.5980879916,43.0,14.7285714286,3.0,1854,101.555,0.855812
1855,-13.7442,99.9956828753,0.265288837727,12.5922,12.6263,0.0827535,172.976,1000.0,12.5935662977,0.0,145.0,1000.0,19.2760014345,12.5927408588,1000.0,13.0394736842,3.0,1855,101.58,0.702141
1856,-13.7341,99.9956828753,0.256697972455,12.5638,12.5968,0.163535,173.029,1000.0,12.5646283721,0.0,71.0,1000.0,13.7478068292,12.5631229308,1000.0,13.1038961039,3.0,1856,101.575,0.656486
1857,-13.7781,99.9956828753,0.270637617561,12.6465,12.6855,0.220017,173.067,1000.0,12.6488757571,0.0,50.0,1000.0,10.8038868062,12.6478551794,1000.0,10.3085106383,3.0,1857,101.562,0.736514
1858,-13.827,99.9956828753,0.279304995518,12.7069,12.7471,0.33084,173.12,1000.0,12.7098609965,0.0,62.0,1000.0,12.1369567817,12.7071007224,1000.0,13.2307692308,3.0,1858,101.607,0.775294
1859,-13.7994,99.9956828753,0.282670964534,12.6569,12.6992,0.143166,173.167,1000.0,12.6610147915,0.0,53.0,1000.0,11.3665405948,12.6571341106,1000.0,12.1829268293,2.0,1859,101.646,0.828504
1860,-13.7745,99.9956828753,0.252031686417,12.6852,12.7251,0.00951105,173.167,1000.0,12.6871290071,0.0,58.0,1000.0,15.1645179244,12.6850349508,1000.0,13.1052631579,3.0,1860,101.669,0.664928
1861,-13.7518,99.9956828753,0.258917534661,12.6336,12.6714,0.0416347,173.217,1000.0,12.6364888405,0.0,55.0,1000.0,10.3499636801,12.6345278316,1000.0,10.6774193548,3.0,1861,101.688,0.672123
1862,-13.7592,51.2436737954,0.259180051984,12.6813,12.7161,0.162798,173.244,1000.0,12.6840813075,330.272143022,75.0,191.089285714,15.1011796184,12.6807707031,51.0,14.1971830986,3.0,1862,101.728,0.717128
1863,-13.6992,99.9956828753,0.264801531949,12.6157,12.6528,0.0443081,173.306,1000.0,12.6185010187,0.0,67.0,1000.0,14.5836869498,12.6162143451,1000.0,12.7307692308,3.0,1863,101.76,0.763461
1864,-13.6676,99.9956828753,0.26064821196,12.5664,12.6042,0.411392,173.342,1000.0,12.5684011081,0.0,87.0,1000.0,11.8180310257,12.5664261053,1000.0,10.1075268817,3.0,1864,101.809,0.747791
1865,-13.7413,99.9956828753,0.273294521997,12.6146,12.6559,0.532844,173.413,1000.0,12.6167411291,0.0,73.0,1000.0,12.52342293,12.6141129237,1000.0,11.2421052632,3.0,1865,101.855,0.779166
1866,-13.7481,87.6680628396,0.254493196727,12.6213,12.6578,0.0807855,173.47,1000.0,12.6238187521,361.497656362,52.0,838.333333333,10.2875336715,12.621841381,30.0,9.71844660194,3.0,1866,101.866,0.65658
1867,-13.772,99.9956828753,0.258401277439,12.6736,12.7104,0.233629,173.505,1000.0,12.6756043222,0.0,89.0,1000.0,16.881645925,12.6736510674,1000.0,13.6944444444,3.0,1867,101.868,0.756614
1868,-13.7502,48.5384242121,0.271906831746,12.6456,12.6826,0.309496,173.53,1000.0,12.6479915468,315.430141792,89.0,173.126984127,19.6828539176,12.6461191653,34.0,17.9811320755,3.0,1868,101.874,0.804984
1869,-13.742,87.7913462351,0.25202151873,12.6579,12.6896,0.434086,173.543,1000.0,12.6605671383,361.124978366,90.0,838.5,15.9086318542,12.6589854334,31.0,12.3882352941,3.0,1869,101.894,0.70154
1870,-13.7901,99.9956828753,0.263498126033,12.6405,12.6731,0.24606,173.563,1000.0,12.6416212287,0.0,66.0,1000.0,13.4750800028,12.6403104479,1000.0,12.3048780488,3.0,1870,101.882,0.748371
1871,-13.7647,99.9956828753,0.267382034692,12.6161,12.6543,0.714717,173.588,1000.0,12.6177618774,0.0,72.0,1000.0,11.7752572785,12.6158211696,1000.0,10.6043956044,3.0,1871,101.903,0.731099
1872,-13.8241,99.9956828753,0.263837766232,12.7149,12.7534,0.50442,173.623,1000.0,12.7167588405,0.0,108.0,1000.0,17.592307692,12.7150076007,1000.0,13.0649350649,3.0,1872,101.914,0.764869
1873,-13.7734,99.9956828753,0.259959184159,12.665,12.7056,0.0160975,173.641,1000.0,12.6696050003,0.0,105.0,1000.0,20.4251783562,12.6657330162,1000.0,13.8783783784,3.0,1873,101.9,0.684904
1874,-13.7826,99.9956828753,0.266306688767,12.6615,12.7025,0.0155871,173.679,1000.0,12.6640506712,0.0,71.0,1000.0,12.8975199461,12.6617862915,1000.0,11.6470588235,3.0,1874,101.868,0.758176
1875,-13.7484,99.9956828753,0.259375887389,12.6586,12.6964,0.504741,173.706,1000.0,12.6625087662,0.0,74.0,1000.0,13.936215851,12.6593382661,1000.0,11.8214285714,3.0,1875,101.868,0.774277
1876,-13.7795,99.9956828753,0.272086733422,12.6673,12.7052,0.333461,173.716,1000.0,12.6700704651,0.0,58.0,1000.0,13.5104320409,12.6661733087,1000.0,11.7093023256,3.0,1876,101.89,0.788573
1877,-13.7504,99.9956828753,0.258246533696,12.6385,12.6755,0.272132,173.744,1000.0,12.6432392351,0.0,61.0,1000.0,14.2271510664,12.6386458122,1000.0,12.3950617284,3.0,1877,101.915,0.702726
1878,-13.8012,99.9956828753,0.262934193119,12.6502,12.6861,0.0802967,173.731,1000.0,12.6537759583,0.0,94.0,1000.0,15.6432843019,12.6502027057,1000.0,12.6125,3.0,1878,101.927,0.719942
1879,-13.8004,43.4704790615,0.279745254155,12.6421,12.6829,0.457894,173.799,1000.0,12.6453643153,144.125340272,69.0,78.3359375,11.5509064776,12.6428858567,18.0,10.5217391304,2.0,1879,101.995,0.803063
1880,-13.8466,99.9956828753,0.257481712046,12.6703,12.7051,0.0222929,173.798,1000.0,12.6718133716,0.0,87.0,1000.0,14.9792675625,12.6700454127,1000.0,11.3406593407,2.0,1880,101.96,0.707387
1881,-13.8526,99.9956828753,0.261211821794,12.6828,12.7187,0.13048,173.813,1000.0,12.6859120462,0.0,86.0,1000.0,15.0017488692,12.6832104162,1000.0,10.9444444444,2.0,1881,101.972,0.687209
1882,-13.8438,99.9956828753,0.252779826646,12.6772,12.7117,0.195463,173.877,1000.0,12.6804747708,0.0,67.0,1000.0,10.4999983523,12.6779239695,1000.0,11.9058823529,3.0,1882,102.016,0.662045
1883,-13.9119,99.9956828753,0.262470167916,12.754,12.795,0.147537,173.939,1000.0,12.7560272968,0.0,64.0,1000.0,11.5030913719,12.7539734045,1000.0,11.0333333333,3.0,1883,102.0,0.724453
1884,-13.9368,99.9956828753,0.264746274119,12.7933,12.8297,0.0117865,173.966,1000.0,12.7952477609,0.0,65.0,1000.0,12.9139225222,12.7922004617,1000.0,12.3456790123,3.0,1884,102.022,0.755189
1885,-13.9124,99.9956828753,0.255966850365,12.7666,12.8035,0.0469274,174.015,1000.0,12.7685951093,0.0,63.0,1000.0,10.34167076,12.7674503995,1000.0,10.0927835052,3.0,1885,102.067,0.683118
1886,-13.9109,99.9956828753,0.268902078432,12.7909,12.8323,0.13219,174.033,1000.0,12.7922764271,0.0,85.0,1000.0,13.7488326777,12.7910777743,1000.0,13.64,3.0,1886,102.119,0.758232
1887,-13.9634,99.9956828753,0.262597390488,12.8361,12.8719,0.236258,174.05,1000.0,12.8391060048,0.0,60.0,1000.0,13.4493621941,12.8373706483,1000.0,11.6976744186,3.0,1887,102.11,0.717767
1888,-13.9325,99.9956828753,0.280598350462,12.8139,12.8566,0.0323408,174.111,1000.0,12.8160315357,0.0,52.0,1000.0,11.4962749056,12.8134353515,1000.0,12.2073170732,3.0,1888,102.135,0.829327
1889,-13.9253,85.1939759348,0.279617275803,12.7847,12.8231,0.0727249,174.137,973.0,12.7887458415,254.830147432,53.0,310.666666667,10.9476261825,12.7852541631,116.0,11.7647058824,3.0,1889,102.133,0.79367
1890,-13.8908,99.9956828753,0.306577180717,12.7566,12.8083,0.088329,174.159,1000.0,12.7634183369,0.0,63.0,1000.0,15.0800148309,12.7589010205,1000.0,14.4492753623,3.0,1890,102.142,0.991345
1891,-13.9238,99.9956828753,0.26675811382,12.7962,12.8292,0.072166,174.182,1000.0,12.7997874843,0.0,33.0,1000.0,7.04361636167,12.795379009,1000.0,8.65765765766,3.0,1891,102.18,0.769308
1892,-13.9279,99.9956828753,0.291246755271,12.7949,12.8358,0.118619,174.204,1000.0,12.7970642595,0.0,65.0,1000.0,11.921978401,12.7939979354,1000.0,11.6629213483,3.0,1892,102.181,0.841624
1893,-13.9002,99.9956828753,0.298532686493,12.7801,12.8177,0.073199,174.242,1000.0,12.783971814,0.0,77.0,1000.0,15.0538129373,12.7796600929,1000.0,13.7222222222,3.0,1893,102.221,0.919963
1894,-13.8207,94.2960364932,0.303310165765,12.7643,12.8057,0.155922,174.261,1000.0,12.770623327,310.177896537,98.0,503.15,15.4215087891,12.7627608047,144.0,13.48,3.0,1894,102.217,0.90383
1895,-13.808,99.9956828753,0.277510761746,12.7007,12.7404,0.131641,174.246,1000.0,12.7067322344,0.0,62.0,1000.0,11.17084598,12.7016936712,1000.0,10.6914893617,3.0,1895,102.266,0.82309
1896,-13.7712,41.0201898317,0.256046190677,12.6605,12.6958,0.33575,174.295,57.0,12.6645012818,1.11029333745,89.0,52.5392670157,15.2749335105,12.6603614577,50.0,12.4625,3.0,1896,102.267,0.684618
1897,-13.7587,99.9956828753,0.291599478792,12.658,12.702,0.0489953,174.325,1000.0,12.6603797133,0.0,54.0,1000.0,9.99238491216,12.6574990462,1000.0,10.5473684211,3.0,1897,102.289,0.851653
1898,-13.7266,95.5425274047,0.278439756274,12.6599,12.6987,0.0464017,174.373,1000.0,12.662229425,267.068722391,47.0,915.545454545,8.67113211586,12.6597974348,71.0,11.4367816092,3.0,1898,102.302,0.75755
1899,-13.6979,92.0770567247,0.265395364529,12.5851,12.6246,0.128286,174.375,1000.0,12.5878965789,363.291275728,38.0,746.142857143,8.52528917724,12.5852942745,65.0,10.4166666667,3.0,1899,102.285,0.722927
1900,-13.7039,99.9846987612,0.283701480644,12.5876,12.6291,0.159226,174.381,1000.0,12.5908804448,96.3057287415,52.0,969.545454545,9.54181485553,12.5884703539,665.0,10.1224489796,3.0,1900,102.29,0.836156
1901,-13.7114,99.9956828753,0.2827644461,12.607,12.648,0.0842379,174.424,1000.0,12.6081585989,0.0,73.0,1000.0,10.5782927265,12.6061189104,1000.0,10.6842105263,3.0,1901,102.32,0.793885
1902,-13.6835,81.9212477318,0.263603688098,12.5828,12.6224,0.134886,174.457,780.0,12.5842247758,174.075544125,49.0,248.43902439,9.03960379414,12.582334732,65.0,9.75490196078,2.0,1902,102.312,0.762117
1903,-13.6535,99.9956828753,0.2719479524,12.5412,12.5844,0.12996,174.49,1000.0,12.5449433949,0.0,64.0,1000.0,10.930409408,12.5424223877,1000.0,10.4270833333,3.0,1903,102.311,0.73743
1904,-13.6463,99.9956828753,0.28142592495,12.5735,12.6143,0.257255,174.544,1000.0,12.5767110951,0.0,82.0,1000.0,13.4533659564,12.5730429074,1000.0,13.75,3.0,1904,102.339,0.796663
1905,-13.6344,99.9956828753,0.280096855209,12.5641,12.6081,0.262145,174.59,1000.0,12.5685903454,0.0,143.0,1000.0,19.8061417732,12.5648006833,1000.0,16.4745762712,3.0,1905,102.359,0.758338
1906,-13.5819,99.9956828753,0.263156943574,12.4781,12.5173,0.309425,174.633,1000.0,12.4816997703,0.0,89.0,1000.0,18.2625558656,12.4779871277,1000.0,15.9538461538,3.0,1906,102.386,0.721488
1907,-13.5714,99.9505730776,0.283778595126,12.4993,12.544,0.318895,174.622,1000.0,12.503520077,136.48533963,99.0,942.545454545,15.3460033033,12.4997602324,530.0,12.9864864865,3.0,1907,102.376,0.820012
1908,-13.552,99.9956828753,0.254640658391,12.4668,12.5039,0.0181172,174.694,1000.0,12.4688413985,0.0,67.0,1000.0,12.6201070881,12.4661937441,1000.0,12.5853658537,3.0,1908,102.424,0.676219
1909,-13.53,75.714729832,0.266619348305,12.4647,12.5037,0.313849,174.802,1000.0,12.4665693673,267.089515659,60.0,250.875,15.0402558212,12.4638075503,50.0,16.701754386,3.0,1909,102.437,0.737078
1910,-13.5572,99.9956828753,0.265399928091,12.4587,12.4966,0.232861,174.803,1000.0,12.4620389051,0.0,77.0,1000.0,15.4198139145,12.4585883163,1000.0,16.0454545455,3.0,1910,102.447,0.716514
1911,-13.5244,64.0213015585,0.256453496498,12.4271,12.4639,0.219398,174.87,517.0,12.4304749227,113.667424336,60.0,137.821917808,11.6456065199,12.4273385477,53.0,12.7564102564,3.0,1911,102.477,0.675094
1912,-13.5013,39.9972453369,0.278540295369,12.4413,12.4813,0.266946,174.89,53.0,12.443565093,1.02291506338,39.0,50.8274111675,9.22031435815,12.4407045979,48.0,11.6627906977,3.0,1912,102.52,0.792759
1913,-13.4831,84.1018297874,0.259760160862,12.4005,12.4419,0.218482,174.89,1000.0,12.403815277,312.435785118,62.0,421.269230769,9.83805714667,12.4012544094,55.0,10.4,3.0,1913,102.542,0.6642
1914,-13.5256,37.5949552577,0.253034330189,12.4653,12.5096,0.24024,174.895,50.0,12.4703660099,0.926377561525,51.0,46.9205607477,9.41590499991,12.4655080799,45.0,10.9139784946,3.0,1914,102.579,0.634695
1915,-13.4909,44.0480390585,0.276078216512,12.4134,12.4567,0.234772,174.968,167.0,12.4187194926,17.319512922,63.0,58.8947368421,10.2714382722,12.4131753786,54.0,11.3908045977,2.0,1915,102.599,0.732205
1916,-13.4421,44.0863321721,0.272102517667,12.3634,12.4068,0.252268,174.964,165.0,12.3681607102,20.5851278314,66.0,59.426035503,12.7068988261,12.3634308455,53.0,13.5833333333,3.0,1916,102.619,0.734446
1917,-13.4654,95.6005651418,0.242492480176,12.4023,12.4372,0.3246,174.965,1000.0,12.4057026277,284.657144212,57.0,531.684210526,8.68990040293,12.4015825603,152.0,10.4693877551,3.0,1917,102.668,0.627093
1918,-13.4915,99.9956828753,0.259532780278,12.3957,12.4336,0.246477,174.988,1000.0,12.4004009701,0.0,48.0,1000.0,9.74146260836,12.3960203954,1000.0,12.4375,3.0,1918,102.661,0.687242
1919,-13.4611,99.9956828753,0.268864137744,12.3372,12.3816,0.289459,175.011,1000.0,12.3426974842,0.0,64.0,1000.0,10.1097474803,12.3374615299,1000.0,10.5212765957,3.0,1919,102.727,0.765241
1920,-13.4764,99.9956828753,0.26187291778,12.3817,12.4207,0.289447,175.039,1000.0,12.3860535398,0.0,41.0,1000.0,8.85114186039,12.3815483415,1000.0,11.1758241758,3.0,1920,102.733,0.703317
1921,-13.4457,99.9956828753,0.260867190009,12.4095,12.4479,0.0629657,175.031,1000.0,12.4117829354,0.0,44.0,1000.0,9.0615070443,12.4082761657,1000.0,10.6808510638,3.0,1921,102.778,0.682275
1922,-13.4096,99.7945514916,0.254197547659,12.3591,12.3998,0.337071,175.074,1000.0,12.3646617683,208.767148331,50.0,906.666666667,9.07536595087,12.3602115894,427.0,11.4482758621,2.0,1922,102.816,0.671495
1923,-13.4242,99.9956828753,0.262719008732,12.3546,12.3985,0.219522,175.117,1000.0,12.3595954614,0.0,48.0,1000.0,9.46889617826,12.3536708871,1000.0,11.3522727273,3.0,1923,102.875,0.694059
1924,-13.353,75.6468413318,0.256548324673,12.2649,12.3098,0.2802,175.198,303.0,12.2704176404,28.6554087212,53.0,143.842857143,11.375487216,12.265089938,99.0,12.6666666667,3.0,1924,102.905,0.632278
1925,-13.3586,81.9676640624,0.279483056765,12.2513,12.299,0.249415,175.221,897.0,12.2555756694,185.800596196,59.0,235.627906977,10.3516290971,12.2505909861,133.0,12.7848101266,3.0,1925,102.97,0.791175
1926,-13.3137,59.0925384376,0.278284022376,12.2362,12.2844,0.221898,175.22,184.0,12.2438591108,38.649057684,59.0,95.4285714286,8.60629750372,12.2370411201,55.0,10.6808510638,3.0,1926,102.973,0.756309
1927,-13.318,35.8807160684,0.248455172006,12.2359,12.2792,0.333393,175.276,123.0,12.2423231657,9.39648055995,74.0,44.6355555556,10.5179229699,12.2357200346,29.0,10.5473684211,3.0,1927,102.971,0.623788
1928,-13.3165,41.6924432092,0.260987032059,12.2556,12.2955,0.304116,175.361,213.0,12.2618625048,27.2444082397,48.0,56.5593220339,9.6908318643,12.2563879502,45.0,11.1,3.0,1928,103.003,0.707218
1929,-13.3037,94.0362959659,0.265657901066,12.2274,12.2688,0.229017,175.39,1000.0,12.2322889254,317.319760253,38.0,594.055555556,7.38137684088,12.2270329413,96.0,10.9010989011,3.0,1929,103.05,0.733501
1930,-13.302,97.8577008537,0.257263525056,12.2426,12.2856,0.26455,175.402,1000.0,12.2479299099,245.811861134,59.0,921.272727273,10.5329255564,12.2429182336,144.0,13.2894736842,3.0,1930,103.073,0.675169
1931,-13.2346,91.9945540193,0.251544540357,12.1795,12.2209,0.20115,175.448,1000.0,12.1854574604,258.508675394,51.0,376.074074074,8.62860429324,12.1801139255,124.0,12.6582278481,2.0,1931,103.106,0.659685
1932,-13.2403,44.4090154414,0.25809184057,12.1588,12.1998,0.329554,175.489,175.0,12.1648070589,25.1816249127,79.0,60.9696969697,12.2873420255,12.1587593431,42.0,14.0845070423,2.0,1932,103.139,0.628769
1933,-13.2517,56.0298549526,0.231217034799,12.1868,12.2238,0.291574,175.539,282.0,12.1906347636,56.033184651,52.0,94.3490566038,10.0696261273,12.1866547629,49.0,13.3783783784,3.0,1933,103.163,0.557422
1934,-13.2272,67.7848569056,0.259693734047,12.1554,12.1954,0.311947,175.592,634.0,12.1592897389,106.437697024,36.0,147.455882353,8.03894143494,12.1559668211,49.0,12.7848101266,3.0,1934,103.156,0.705538
1935,-13.2079,65.7194114222,0.264168327617,12.1297,12.1727,0.34528,175.561,669.0,12.1349657984,104.417538425,36.0,138.863013699,8.0860616821,12.1298573441,50.0,12.5696202532,2.0,1935,103.205,0.71248
1936,-13.221,52.7353037121,0.253329110669,12.1753,12.2158,0.331279,175.632,557.0,12.1817274593,68.4153265244,47.0,88.5132743363,8.3786244457,12.1746250812,48.0,11.5517241379,3.0,1936,103.252,0.680615
1937,-13.1601,97.6856727394,0.257026878638,12.0618,12.1105,0.326214,175.635,1000.0,12.0697080803,276.02700351,61.0,694.6,10.8233413277,12.0620629767,146.0,13.6811594203,3.0,1937,103.309,0.640094
1938,-13.1679,61.526979985,0.248033687603,12.1324,12.1735,0.31822,175.679,266.0,12.1390140725,59.5270739032,78.0,111.0,13.3457985713,12.13274814,50.0,14.4722222222,3.0,1938,103.369,0.575791
1939,-13.1958,93.4991208481,0.273711620656,12.0785,12.1221,0.272787,175.705,1000.0,12.0836949385,371.93101269,42.0,637.294117647,9.52204863204,12.0785160072,141.0,12.5185185185,3.0,1939,103.474,0.713895
1940,-13.1798,93.5709637929,0.260047754078,12.1199,12.1603,0.338823,175.723,1000.0,12.1240742431,362.402567725,42.0,631.4375,8.71425318755,12.1197445676,141.0,11.880952381,3.0,1940,103.549,0.658201
1941,-13.2342,98.4995886309,0.246914438269,12.1623,12.199,0.31274,175.728,1000.0,12.1654962272,289.222872233,60.0,845.769230769,10.8512384086,12.1625538365,231.0,12.275,3.0,1941,103.615,0.594603
1942,-13.2006,84.9665765397,0.262832920607,12.1445,12.1832,0.402855,175.754,870.0,12.1489515694,180.315128386,46.0,278.194444444,8.61429378001,12.1456430354,56.0,11.8372093023,3.0,1942,103.7,0.684205
1943,-13.1482,70.5775353551,0.263798503929,12.0721,12.1138,0.332942,175.757,834.0,12.075518199,220.104683725,59.0,232.204545455,11.3633096895,12.0720559841,48.0,13.7638888889,4.0,1943,103.73,0.709899
1944,-13.1245,99.9956828753,0.242554965804,12.0801,12.12,0.340267,175.785,1000.0,12.0834530641,0.0,55.0,1000.0,9.75961064797,12.079854987,1000.0,12.5,3.0,1944,103.75,0.637981
1945,-13.1596,66.8384898296,0.256867022151,12.088,12.1308,0.335123,175.809,325.0,12.0909164047,54.4716219363,63.0,119.904761905,11.415813422,12.0878236448,81.0,13.1298701299,3.0,1945,103.787,0.659994
1946,-13.1824,81.4761362617,0.258313491755,12.0847,12.1242,0.413532,175.827,1000.0,12.0884382884,304.477092149,64.0,351.103448276,10.6005953711,12.085313518,53.0,13.3066666667,3.0,1946,103.859,0.686244
1947,-13.1406,94.4846297844,0.248839654753,12.0657,12.1022,0.418361,175.844,1000.0,12.0687872214,350.159759457,56.0,784.0,8.95551172761,12.066007222,90.0,12.0602409639,3.0,1947,103.893,0.64092
1948,-13.1345,73.7322543364,0.249790657278,12.0681,12.1052,0.358214,175.886,746.0,12.0697326595,143.054524943,75.0,187.438596491,10.3541725352,12.0677149245,17.0,13.2666666667,4.0,1948,103.975,0.662853
1949,-13.1445,95.9522741901,0.260568873142,12.0892,12.1292,0.440457,175.89,1000.0,12.0919567943,349.415174664,54.0,782.5,10.3728870608,12.0888374849,146.0,13.5675675676,3.0,1949,103.999,0.69199
1950,-13.17,94.6593773235,0.264104779964,12.1221,12.1623,0.449758,175.906,1000.0,12.1257722423,272.243358562,49.0,913.909090909,10.9100648916,12.1227428232,53.0,12.7272727273,3.0,1950,104.037,0.73057
1951,-13.142,97.0105662318,0.23403217905,12.0802,12.1171,0.290464,175.946,1000.0,12.0847946568,281.605939791,68.0,789.692307692,13.5837272889,12.0802849921,100.0,12.0,3.0,1951,104.079,0.559565
1952,-13.1326,99.9956828753,0.244886682951,12.0607,12.1011,0.388188,175.977,1000.0,12.0650664346,0.0,45.0,1000.0,9.39463180989,12.0613512327,1000.0,12.012345679,3.0,1952,104.083,0.640064
1953,-13.1132,99.9956828753,0.260264604555,12.0663,12.1068,0.422931,175.971,1000.0,12.0711280485,0.0,43.0,1000.0,9.18631672636,12.0671576489,1000.0,14.4507042254,5.0,1953,104.119,0.711666
1954,-13.1106,99.9956828753,0.246986195413,12.0868,12.1287,0.401262,175.997,1000.0,12.0891682587,0.0,59.0,1000.0,9.59589827458,12.0859788427,1000.0,13.5810810811,3.0,1954,104.138,0.638554
1955,-13.0439,96.5320106311,0.257073781502,12.0037,12.0436,0.432007,176.054,1000.0,12.0074766353,259.881727708,70.0,917.818181818,13.8886258478,12.0039587617,96.0,15.6507936508,2.0,1955,104.167,0.713681
1956,-13.0406,99.9956828753,0.239470437302,12.0042,12.0416,0.421682,176.047,1000.0,12.0076046106,0.0,39.0,1000.0,8.19145495341,12.0042257528,1000.0,12.9487179487,3.0,1956,104.161,0.596446
1957,-13.0318,95.8291476431,0.240160869825,12.0336,12.0758,0.439175,176.077,1000.0,12.0387609332,287.608016393,65.0,663.5625,10.3214602054,12.0339749701,69.0,12.3827160494,3.0,1957,104.189,0.587789
1958,-13.0629,99.9956828753,0.241594379218,12.0053,12.0446,0.37128,176.107,1000.0,12.0092922977,0.0,70.0,1000.0,13.1092680264,12.0047067631,1000.0,12.0886075949,3.0,1958,104.206,0.629645
1959,-13.0888,99.9956828753,0.271408767818,12.0416,12.0894,0.428122,176.12,1000.0,12.0478377888,0.0,76.0,1000.0,14.2983415268,12.0424677259,1000.0,12.8051948052,3.0,1959,104.25,0.769579
1960,-13.0553,99.9956828753,0.247096849197,12.0137,12.0551,0.426057,176.19,1000.0,12.0202406093,0.0,62.0,1000.0,10.7262324066,12.0138160146,1000.0,10.7346938776,3.0,1960,104.254,0.652693
1961,-13.0728,99.9956828753,0.258421983694,11.9951,12.0397,0.429491,176.205,1000.0,11.9993607465,0.0,72.0,1000.0,14.016802165,11.9948257184,1000.0,12.7948717949,3.0,1961,104.263,0.696886
