MaxReturn,AverageAbsQ,AverageDiscountedReturn,AveragePolicySurr,QFunRegParamNorm,AverageAbsQYDiff,Epoch,AverageAbsY,AverageEsReturn,MinReturn,StdEsReturn,StdReturn,MaxEsReturn,AverageQLoss,AverageY,PolicyRegParamNorm,Iteration,AverageAction,AverageReturn,MinEsReturn,AverageQ
39.0,0.973784,31.0314495977,-1.12021,20.4375,0.035636989724,21,0.973656440074,24.0731707317,36.0,15.9960212186,0.423920843979,52.0,0.00505543,0.973656440074,20.5999,21,0.0733756,36.9667896679,3.0,0.973452
37.0,1.05525,30.4236838471,-1.20759,21.4918,0.0365877135411,22,1.0550287323,22.0,35.0,13.2468207835,0.347490206496,45.0,0.00551595,1.0550287323,20.7792,22,0.0445859,36.0935251799,4.0,1.05488
35.0,1.12613,29.3685590256,-1.2963,22.3609,0.0373925998601,23,1.12583906487,18.6981132075,34.0,13.4045682239,0.490589201436,57.0,0.00617767,1.12583906487,21.0522,23,0.055,34.5965517241,3.0,1.12567
34.0,1.2134,28.727183172,-1.38038,23.2484,0.0401019639746,24,1.21295234789,22.4772727273,33.0,15.2561293738,0.45956820873,49.0,0.00735899,1.21295234789,21.2432,24,0.186312,33.696969697,4.0,1.21269
37.0,1.2868,30.5604351499,-1.4664,24.1699,0.0435816622282,25,1.28617566954,16.0793650794,35.0,12.2491354892,0.484587057893,50.0,0.00899901,1.28617566954,21.4991,25,0.142634,36.2898550725,3.0,1.286
35.0,1.36151,29.6255209574,-1.54956,24.9958,0.0435752880257,26,1.36091444879,16.8166666667,34.0,12.7938678888,0.200158977231,54.0,0.00953988,1.36091444879,21.8151,26,0.213331,34.9581881533,3.0,1.3607
35.0,1.43902,29.5908598244,-1.63509,25.821,0.0480412060342,27,1.43804591331,13.0263157895,34.0,10.9700233702,0.287028506294,55.0,0.0109686,1.4380456655,22.1279,27,0.139374,34.9094076655,3.0,1.43789
43.0,1.5199,34.7449014971,-1.71846,26.6172,0.0514600020666,28,1.51890978105,15.0,41.0,11.9747208483,0.592493501456,45.0,0.0135594,1.51888718062,22.4686,28,0.162746,42.4745762712,3.0,1.51863
41.0,1.59034,32.9139778087,-1.80116,27.3964,0.053348252837,29,1.58900933267,15.921875,38.0,14.309420725,1.15144343998,74.0,0.0146724,1.58898516228,22.7441,29,0.0938761,39.7261904762,3.0,1.58886
53.0,1.66341,37.7634849452,-1.88109,28.0195,0.0540581203039,30,1.66225591204,13.4794520548,41.0,10.9645875673,3.3157223608,50.0,0.0150542,1.66222398229,23.0507,30,0.153887,47.2405660377,3.0,1.66198
149.0,1.73802,36.912569422,-1.96407,28.8234,0.0550840117009,31,1.73662102482,16.8983050847,41.0,13.815607626,13.3576423435,64.0,0.0157809,1.73655253519,23.3648,31,0.146777,46.511627907,3.0,1.73643
1000.0,1.81095,99.9956828753,-2.03959,29.5059,0.0603901483942,32,1.80939746874,13.9726027397,1000.0,13.7432151158,0.0,72.0,0.019157,1.80933075243,23.6483,32,0.00512677,1000.0,3.0,1.8089
1000.0,1.88057,99.9956828753,-2.1225,30.0503,0.0622331508045,33,1.87848220334,12.0120481928,1000.0,9.27296105073,0.0,46.0,0.0202426,1.87841060268,23.9878,33,0.00458645,1000.0,3.0,1.87816
1000.0,1.96063,99.9956828753,-2.20307,30.671,0.063903646139,34,1.95815024198,13.8333333333,1000.0,12.6150263134,0.0,68.0,0.0225223,1.95803468839,24.2815,34,0.0361981,1000.0,3.0,1.95779
1000.0,2.02182,99.9956828753,-2.27517,31.2893,0.0657645852125,35,2.01930364696,13.0909090909,1000.0,11.2978354647,0.0,63.0,0.023958,2.01917497753,24.5801,35,0.0564007,1000.0,3.0,2.01899
1000.0,2.10893,99.9956828753,-2.35991,31.8006,0.0722016152325,36,2.10575399804,15.9047619048,1000.0,14.778485312,0.0,71.0,0.0306498,2.10488355883,24.9557,36,0.233862,1000.0,3.0,2.10468
1000.0,2.1718,99.9956828753,-2.44191,32.4313,0.0712972017862,37,2.16855449579,13.2328767123,1000.0,11.3915620634,0.0,57.0,0.0282289,2.16801598219,25.2502,37,0.293395,1000.0,2.0,2.16774
1000.0,2.24978,81.1824085009,-2.54162,32.9586,0.0750404621882,38,2.24620995315,17.7894736842,62.0,15.1954943023,450.816650473,77.0,0.0322405,2.24536225294,25.5428,38,0.224708,650.8125,3.0,2.24503
1000.0,2.34541,99.9956828753,-2.64172,33.591,0.0774607303113,39,2.34202135102,19.3461538462,1000.0,17.8927194212,0.0,79.0,0.0341584,2.34116384482,25.7423,39,0.283141,1000.0,3.0,2.34097
1000.0,2.42795,99.9956828753,-2.72783,34.144,0.0777108530057,40,2.42494614308,17.6666666667,1000.0,14.2586795153,0.0,82.0,0.0349727,2.42457991515,25.9165,40,0.279901,1000.0,3.0,2.42413
1000.0,2.51681,99.9956828753,-2.81569,34.6725,0.0776656346076,41,2.51337619708,17.0689655172,1000.0,15.1735501142,0.0,77.0,0.0352172,2.51313495566,26.1586,41,0.323021,1000.0,3.0,2.51276
1000.0,2.58394,99.9956828753,-2.89681,35.1116,0.0816770526064,42,2.58066991367,13.5466666667,1000.0,10.8040650786,0.0,56.0,0.0402783,2.58033878638,26.4582,42,0.515445,1000.0,3.0,2.5801
1000.0,2.68575,99.9956828753,-2.98555,35.5609,0.0822833012226,43,2.6821501869,11.4712643678,1000.0,9.27589767687,0.0,56.0,0.0403194,2.6818401728,26.8095,43,0.666697,1000.0,3.0,2.68151
1000.0,2.74016,99.9956828753,-3.06501,36.0356,0.0921491174989,44,2.73575566393,12.0625,1000.0,8.73404795899,0.0,50.0,0.0492984,2.7352014021,27.1016,44,0.525732,1000.0,3.0,2.73491
1000.0,2.82336,99.9956828753,-3.15467,36.5161,0.090745467006,45,2.81973972554,13.4155844156,1000.0,9.84338481715,0.0,41.0,0.0521234,2.81925659515,27.4602,45,0.468018,1000.0,3.0,2.81889
1000.0,2.89714,99.9956828753,-3.23155,37.0793,0.0893273616321,46,2.89250213082,13.3918918919,1000.0,9.38200918891,0.0,48.0,0.0483814,2.89188691136,27.7318,46,0.518478,1000.0,3.0,2.8915
1000.0,2.97598,99.9956828753,-3.31463,37.5448,0.0928954073178,47,2.97181738344,14.2428571429,1000.0,11.8459585806,0.0,66.0,0.0552237,2.97141185562,27.9984,47,0.497851,1000.0,3.0,2.97108
1000.0,3.04924,99.9956828753,-3.40666,38.09,0.0992976998676,48,3.0443787787,14.0972222222,1000.0,11.8803756514,0.0,60.0,0.061594,3.04362948695,28.3304,48,0.543542,1000.0,3.0,3.04321
1000.0,3.13834,99.9956828753,-3.49574,38.5602,0.0968531803938,49,3.13339674035,16.813559322,1000.0,12.6282902425,0.0,62.0,0.0573202,3.13273782768,28.6484,49,0.550078,1000.0,3.0,3.13254
1000.0,3.22584,99.9956828753,-3.5849,38.9637,0.102105061892,50,3.22019164173,22.9318181818,1000.0,21.8334581937,0.0,99.0,0.0630355,3.21946322072,28.8937,50,0.516329,1000.0,3.0,3.21925
1000.0,3.30729,99.9956828753,-3.67948,39.4233,0.103013736656,51,3.30160969109,23.2619047619,1000.0,19.8411063485,0.0,85.0,0.0640629,3.30099204106,29.1648,51,0.50091,1000.0,3.0,3.30024
1000.0,3.39259,99.9956828753,-3.75886,39.8947,0.102041185537,52,3.38758919301,17.2711864407,1000.0,12.4149042584,0.0,71.0,0.0696279,3.3872048897,29.4291,52,0.419248,1000.0,3.0,3.38694
1000.0,3.45384,99.9956828753,-3.82642,40.3326,0.10449375902,53,3.44851567473,22.8837209302,1000.0,20.7658141501,0.0,79.0,0.0689088,3.44807098703,29.5722,53,0.473029,1000.0,3.0,3.44751
1000.0,3.56099,99.9956828753,-3.92819,40.7678,0.104483710645,54,3.55585126674,26.6315789474,1000.0,23.5935105402,0.0,91.0,0.069879,3.55513219093,29.7313,54,0.479431,1000.0,3.0,3.5551
1000.0,3.61308,99.9956828753,-4.00963,41.1391,0.109172606667,55,3.60796598617,26.6216216216,1000.0,22.4443472103,0.0,92.0,0.0778007,3.60721066165,29.9146,55,0.497593,1000.0,4.0,3.60643
1000.0,3.68399,99.9956828753,-4.07485,41.4659,0.113214199629,56,3.67762677518,25.8461538462,1000.0,23.084614103,0.0,104.0,0.0854462,3.67680231067,30.1631,56,0.514375,1000.0,3.0,3.67656
1000.0,3.76604,99.9956828753,-4.16593,42.01,0.11429369947,57,3.7594744459,26.6052631579,1000.0,31.6390327499,0.0,138.0,0.0800478,3.75887428039,30.3542,57,0.490164,1000.0,3.0,3.75854
1000.0,3.85484,99.9956828753,-4.24454,42.335,0.109005619377,58,3.84915584142,24.5,1000.0,23.2379000772,0.0,99.0,0.0766547,3.84774416868,30.4913,58,0.513202,1000.0,3.0,3.847
1000.0,3.93841,99.9956828753,-4.34213,42.6823,0.12316817352,59,3.93146573307,22.5777777778,1000.0,21.8972234555,0.0,111.0,0.0936666,3.92990137854,30.671,59,0.516998,1000.0,3.0,3.9294
1000.0,4.02602,99.9956828753,-4.42696,42.9688,0.121313232844,60,4.01877991588,22.4222222222,1000.0,16.7272085589,0.0,93.0,0.0974254,4.01703422488,30.8307,60,0.555595,1000.0,3.0,4.01671
1000.0,4.10552,99.9956828753,-4.50238,43.4603,0.121403109396,61,4.09886892935,19.0192307692,1000.0,14.9621193283,0.0,83.0,0.100961,4.09660231589,30.9069,61,0.420867,1000.0,2.0,4.09642
1000.0,4.17419,99.9956828753,-4.59781,43.9073,0.126383052041,62,4.16763187199,19.4901960784,1000.0,14.1800364349,0.0,56.0,0.109857,4.16484834625,31.0906,62,0.509232,1000.0,4.0,4.16436
1000.0,4.26582,99.9956828753,-4.68875,44.1411,0.121660491109,63,4.25873663888,24.475,1000.0,22.0385883169,0.0,101.0,0.100303,4.25653587395,31.186,63,0.446495,1000.0,3.0,4.25624
1000.0,4.3584,99.9956828753,-4.78157,44.489,0.122116952353,64,4.35254319375,27.9444444444,1000.0,21.2876391422,0.0,77.0,0.101713,4.35078706822,31.4047,64,0.462539,1000.0,3.0,4.35019
1000.0,4.44388,99.9956828753,-4.87561,44.7564,0.123247521569,65,4.43794056454,19.9803921569,1000.0,17.9667341802,0.0,81.0,0.10173,4.43640186126,31.5553,65,0.318633,1000.0,3.0,4.43567
1000.0,4.52175,99.9956828753,-4.95596,45.1058,0.14021681343,66,4.51316003224,15.609375,1000.0,15.567009575,0.0,64.0,0.126523,4.51180791753,31.6897,66,0.344325,1000.0,3.0,4.51125
1000.0,4.62024,99.9956828753,-5.07224,45.5354,0.13051968644,67,4.61199664222,15.40625,1000.0,15.7992471636,0.0,89.0,0.1126,4.61095809339,31.856,67,0.412283,1000.0,3.0,4.6107
1000.0,4.69839,99.9956828753,-5.15743,46.0459,0.134258938045,68,4.69095504169,15.984375,1000.0,15.690853414,0.0,86.0,0.122493,4.69023515646,31.9472,68,0.473019,1000.0,3.0,4.68992
1000.0,4.78178,99.9956828753,-5.25898,46.4201,0.142515861918,69,4.77273349321,19.5098039216,1000.0,21.0511725248,0.0,109.0,0.134936,4.77196423742,32.0467,69,0.411206,1000.0,3.0,4.77143
1000.0,4.88503,99.9956828753,-5.36445,46.6209,0.140995454803,70,4.8772119988,14.1857142857,1000.0,12.2641089096,0.0,58.0,0.13533,4.87630287164,32.1929,70,0.396952,1000.0,3.0,4.87588
1000.0,4.97824,99.9956828753,-5.46862,46.9051,0.142320080857,71,4.9699502616,14.0833333333,1000.0,12.265296572,0.0,59.0,0.141667,4.96907992448,32.4709,71,0.400375,1000.0,3.0,4.96821
1000.0,5.0826,99.9956828753,-5.57975,47.2339,0.138717317338,72,5.07453246589,17.9454545455,1000.0,16.5336221427,0.0,80.0,0.141293,5.07231522823,32.5764,72,0.364219,1000.0,3.0,5.07202
1000.0,5.18617,99.9956828753,-5.67714,47.7221,0.141779694835,73,5.17802104203,14.6956521739,1000.0,13.0086975897,0.0,66.0,0.14216,5.17588903592,32.6936,73,0.393188,1000.0,3.0,5.17518
1000.0,5.27347,99.9956828753,-5.79551,47.8369,0.154792815166,74,5.26411092732,15.6935483871,1000.0,17.6375595467,0.0,93.0,0.173437,5.26222185026,32.8243,74,0.368229,1000.0,3.0,5.26165
1000.0,5.38656,99.9956828753,-5.91594,48.0742,0.145852868746,75,5.37828044915,17.2586206897,1000.0,16.1976587759,0.0,61.0,0.154026,5.37717636664,32.9166,75,0.393472,1000.0,3.0,5.37689
1000.0,5.49846,99.9956828753,-6.02959,48.4904,0.1557976639,76,5.48898301388,12.3734939759,1000.0,10.2976320162,0.0,43.0,0.168749,5.48771152092,33.0951,76,0.319212,1000.0,3.0,5.48704
1000.0,5.60837,99.9956828753,-6.14843,48.8321,0.160089799219,77,5.59832591643,17.4035087719,1000.0,16.4464678116,0.0,75.0,0.185573,5.59762735761,33.1858,77,0.341645,1000.0,3.0,5.59719
1000.0,5.70058,99.9956828753,-6.2555,49.0015,0.161419287973,78,5.68966654799,23.4186046512,1000.0,26.8295503158,0.0,161.0,0.183949,5.68890373135,33.321,78,0.292262,1000.0,3.0,5.68789
1000.0,5.79976,99.9956828753,-6.37643,49.3644,0.158878253792,79,5.78997282462,14.1428571429,1000.0,17.3223931985,0.0,82.0,0.181112,5.78866220244,33.4659,79,0.267534,1000.0,3.0,5.78817
1000.0,5.89897,99.9956828753,-6.48243,49.6803,0.159134979336,80,5.88863580648,15.65625,1000.0,13.3043916034,0.0,50.0,0.183483,5.88751828419,33.522,80,0.380257,1000.0,3.0,5.88704
1000.0,6.01621,99.9956828753,-6.59953,50.0262,0.164535237189,81,6.00511204741,18.3636363636,1000.0,16.4243318794,0.0,86.0,0.19684,6.00424170016,33.6582,81,0.281759,1000.0,3.0,6.0035
1000.0,6.11186,99.9956828753,-6.69465,50.3761,0.165333124936,82,6.09958068781,14.4782608696,1000.0,14.4147757282,0.0,66.0,0.195046,6.09849727505,33.7412,82,0.00935157,1000.0,2.0,6.09792
1000.0,6.21385,99.9956828753,-6.80717,50.7875,0.181927342155,83,6.20219392745,15.2769230769,1000.0,16.9456213471,0.0,92.0,0.246297,6.2010798699,33.9194,83,0.0117481,1000.0,3.0,6.20013
1000.0,6.29692,99.9956828753,-6.89169,51.0734,0.17050970016,84,6.28470311082,13.7808219178,1000.0,16.4427163167,0.0,123.0,0.210533,6.28300682487,34.0213,84,0.151778,1000.0,3.0,6.28299
1000.0,6.40531,99.9956828753,-7.01934,51.3327,0.16640292394,85,6.39498065377,16.9464285714,1000.0,22.2473270006,0.0,155.0,0.212092,6.39310469587,34.1776,85,0.275438,1000.0,3.0,6.39282
1000.0,6.53327,99.9956828753,-7.15515,51.6142,0.181765915457,86,6.52222254621,13.0921052632,1000.0,13.0869336519,0.0,55.0,0.245311,6.52068495392,34.392,86,0.168398,1000.0,3.0,6.51964
1000.0,6.62119,99.9956828753,-7.25375,51.871,0.174435289979,87,6.60948449727,18.9090909091,1000.0,17.6184538866,0.0,89.0,0.223741,6.60785735067,34.5497,87,0.188665,1000.0,3.0,6.6074
1000.0,6.69911,99.9956828753,-7.33478,52.0885,0.188311883313,88,6.68657620769,18.5090909091,1000.0,19.8309883559,0.0,95.0,0.258284,6.68484369516,34.7074,88,0.0135521,1000.0,3.0,6.68438
1000.0,6.79723,99.9956828753,-7.43345,52.4342,0.174721187339,89,6.78736067707,20.1428571429,1000.0,22.499886621,0.0,95.0,0.235709,6.78562618186,34.884,89,0.246122,1000.0,2.0,6.78456
1000.0,6.85383,99.9956828753,-7.51831,52.799,0.195046919924,90,6.8380864829,18.3518518519,1000.0,19.3488035877,0.0,106.0,0.276333,6.83661483722,35.0588,90,0.354266,1000.0,3.0,6.83643
1000.0,6.98764,99.9956828753,-7.63189,52.9693,0.193249675939,91,6.97400120858,15.1692307692,1000.0,16.7851300774,0.0,97.0,0.298849,6.9722459059,35.233,91,0.320566,1000.0,3.0,6.97137
1000.0,7.05517,99.9956828753,-7.71587,53.2635,0.182407408915,92,7.04281701497,16.4444444444,1000.0,14.6382601293,0.0,54.0,0.257673,7.04091927415,35.3495,92,0.447893,1000.0,3.0,7.04079
1000.0,7.14511,99.9956828753,-7.80301,53.6836,0.190539900724,93,7.13141516368,13.5753424658,1000.0,13.1200127466,0.0,67.0,0.290702,7.12865777569,35.572,93,0.758255,1000.0,2.0,7.12752
1000.0,7.23925,99.9956828753,-7.8839,53.8551,0.195765535846,94,7.22358812307,17.4821428571,1000.0,19.5338452357,0.0,87.0,0.293661,7.22003452946,35.7107,94,0.6645,1000.0,3.0,7.21978
1000.0,7.31846,99.9956828753,-7.99851,54.1292,0.199711356404,95,7.30471781213,13.7605633803,1000.0,12.8736709023,0.0,57.0,0.288862,7.30068822975,35.8544,95,0.712658,1000.0,3.0,7.2997
1000.0,7.40303,99.9956828753,-8.05471,54.4554,0.197945916355,96,7.38904127985,14.0405405405,1000.0,16.4139354021,0.0,88.0,0.312703,7.3845027701,36.0125,96,0.426073,1000.0,3.0,7.38399
1000.0,7.45229,99.9956828753,-8.14312,54.7233,0.206371321363,97,7.43638048828,15.1538461538,1000.0,15.6482791084,0.0,77.0,0.327138,7.43199323074,36.2249,97,0.471263,1000.0,3.0,7.43251
1000.0,7.53992,99.9956828753,-8.2237,54.9826,0.190980962988,98,7.5268079473,15.5076923077,1000.0,13.8964556377,0.0,80.0,0.277556,7.52320927172,36.3413,98,0.520129,1000.0,3.0,7.5216
1000.0,7.60611,99.9956828753,-8.29875,55.2717,0.208799160366,99,7.58876723018,17.4137931034,1000.0,16.4872306731,0.0,65.0,0.329068,7.58620256864,36.4459,99,0.404666,1000.0,3.0,7.586
1000.0,7.68272,99.9956828753,-8.3756,55.5988,0.205115681207,100,7.66808802955,13.5405405405,1000.0,17.8864203277,0.0,117.0,0.332139,7.66460748751,36.6257,100,0.37668,1000.0,3.0,7.66359
1000.0,7.75158,99.9956828753,-8.44368,55.9846,0.205216424876,101,7.73631593696,18.2,1000.0,21.0371100677,0.0,113.0,0.338933,7.73246799121,36.7506,101,0.438236,1000.0,3.0,7.73222
1000.0,7.7544,99.9956828753,-8.47718,56.2087,0.206000854646,102,7.7398864302,13.3733333333,1000.0,19.8559971349,0.0,113.0,0.340657,7.73607088667,36.9314,102,0.718037,1000.0,3.0,7.73517
1000.0,7.86201,99.9956828753,-8.54751,56.5719,0.203320963455,103,7.84671146759,17.9272727273,1000.0,15.1691727412,0.0,58.0,0.317672,7.84399138257,36.9945,103,0.437403,1000.0,3.0,7.84345
1000.0,7.92899,99.9956828753,-8.62247,56.7811,0.214636325483,104,7.91151288739,14.9558823529,1000.0,17.4097959439,0.0,89.0,0.358221,7.90968734797,37.0565,104,0.447642,1000.0,3.0,7.90893
1000.0,7.95389,99.9956828753,-8.64948,56.958,0.207548041379,105,7.93703596887,16.3606557377,1000.0,16.4954368125,0.0,95.0,0.336394,7.93560102062,37.192,105,0.466704,1000.0,3.0,7.93593
1000.0,8.00569,99.9956828753,-8.71965,57.2891,0.204376666609,106,7.99034240313,14.9701492537,1000.0,16.1845422376,0.0,75.0,0.348499,7.98848184015,37.2842,106,0.442841,1000.0,3.0,7.98776
1000.0,8.02881,99.9956828753,-8.76824,57.5188,0.216394827281,107,8.0124363134,14.0985915493,1000.0,14.8704782968,0.0,84.0,0.364457,8.00860611248,37.4116,107,0.467499,1000.0,3.0,8.00819
1000.0,8.12764,99.9956828753,-8.834,57.7333,0.198296940266,108,8.11256628619,15.8571428571,1000.0,15.4846130927,0.0,76.0,0.31941,8.10831054018,37.5025,108,0.428636,1000.0,2.0,8.10777
1000.0,8.1602,99.9956828753,-8.89717,57.9095,0.213754430129,109,8.14584163469,14.014084507,1000.0,12.4724970198,0.0,66.0,0.366912,8.14122992233,37.6488,109,0.506721,1000.0,3.0,8.14097
1000.0,8.22451,99.9956828753,-8.94857,58.1438,0.210629426806,110,8.20971759398,16.55,1000.0,15.8455303898,0.0,76.0,0.378563,8.20513653536,37.7488,110,0.54564,1000.0,3.0,8.20479
1000.0,8.27993,99.9956828753,-9.00487,58.3932,0.208105700452,111,8.26405195389,19.0576923077,1000.0,14.5726475362,0.0,58.0,0.356952,8.25839880827,37.7914,111,0.617046,1000.0,3.0,8.25827
1000.0,8.33657,99.9956828753,-9.05091,58.6885,0.211523184917,112,8.32024874364,14.2285714286,1000.0,13.9265126684,0.0,75.0,0.370821,8.3149907345,37.8721,112,0.468339,1000.0,3.0,8.31428
1000.0,8.36814,99.9956828753,-9.06851,58.859,0.207139258228,113,8.35236811466,17.4827586207,1000.0,18.5353728736,0.0,74.0,0.358407,8.34704292082,37.9595,113,0.65735,1000.0,3.0,8.34714
1000.0,8.38862,99.9956828753,-9.10682,59.0283,0.226166055593,114,8.36957952219,16.9473684211,1000.0,15.1082887122,0.0,58.0,0.414277,8.36494127199,38.0381,114,0.469396,1000.0,3.0,8.36401
1000.0,8.42786,99.9956828753,-9.12755,59.1814,0.214597110081,115,8.41228151505,17.131147541,1000.0,15.6618733149,0.0,69.0,0.369794,8.40879843203,38.0786,115,0.0250909,1000.0,3.0,8.40753
1000.0,8.4404,99.9956828753,-9.15764,59.5201,0.214275565126,116,8.42303103583,12.7532467532,1000.0,14.733261111,0.0,82.0,0.360598,8.4166627551,38.2044,116,0.536425,1000.0,3.0,8.41755
1000.0,8.48458,99.9956828753,-9.19286,59.7209,0.215735392192,117,8.46834056418,17.3620689655,1000.0,14.7118276085,0.0,58.0,0.385217,8.46197866505,38.3824,117,0.483119,1000.0,3.0,8.46121
1000.0,8.531,99.9956828753,-9.25493,59.8691,0.215652659937,118,8.51536196507,14.5217391304,1000.0,16.5306993247,0.0,78.0,0.389737,8.50836169943,38.5787,118,0.375776,1000.0,3.0,8.50793
1000.0,8.54969,99.9956828753,-9.28851,60.0579,0.212464198621,119,8.53374984496,17.5438596491,1000.0,16.6649860649,0.0,98.0,0.367625,8.52792689231,38.7189,119,0.40218,1000.0,3.0,8.52766
1000.0,8.6146,99.9956828753,-9.33824,60.3464,0.222874999768,120,8.59774382948,15.3384615385,1000.0,13.1374706886,0.0,61.0,0.407479,8.59261483812,38.9394,120,0.394405,1000.0,3.0,8.59143
1000.0,8.63722,99.9956828753,-9.38653,60.639,0.208353256253,121,8.61984440895,17.275862069,1000.0,17.1823818182,0.0,80.0,0.354067,8.61736770303,38.9879,121,0.454298,1000.0,3.0,8.61736
1000.0,8.70763,99.9956828753,-9.45534,60.7866,0.226221875109,122,8.68886182089,13.4666666667,1000.0,10.8975022622,0.0,49.0,0.403779,8.68644845573,39.064,122,0.454176,1000.0,3.0,8.68575
1000.0,8.72738,99.9956828753,-9.48371,60.9232,0.217581134855,123,8.70926577962,19.1,1000.0,19.5614416647,0.0,93.0,0.379936,8.70636482763,39.2621,123,0.219193,1000.0,3.0,8.70682
1000.0,8.7595,99.9956828753,-9.51578,60.9562,0.219315843882,124,8.74247926202,18.2280701754,1000.0,16.1831811587,0.0,85.0,0.403135,8.73923496582,39.3992,124,0.435234,1000.0,3.0,8.73839
1000.0,8.79431,99.9956828753,-9.53969,61.208,0.216507985839,125,8.77593729157,16.4833333333,1000.0,22.2961070344,0.0,161.0,0.408358,8.7743024562,39.5214,125,0.465237,1000.0,3.0,8.77347
1000.0,8.84403,99.9956828753,-9.58011,61.3213,0.211394603507,126,8.82523830514,17.7719298246,1000.0,14.27550662,0.0,70.0,0.371963,8.82355510944,39.649,126,0.486247,1000.0,3.0,8.82357
1000.0,8.84192,99.9956828753,-9.59531,61.6338,0.212179246602,127,8.82318732397,21.4,1000.0,21.2146699767,0.0,82.0,0.386035,8.82100426946,39.7831,127,0.493559,1000.0,3.0,8.82004
1000.0,8.89931,99.9956828753,-9.65418,61.92,0.224599798173,128,8.8803848175,18.9454545455,1000.0,14.6949814338,0.0,76.0,0.445796,8.87903401166,39.8974,128,0.53719,1000.0,3.0,8.87881
1000.0,8.94,99.9956828753,-9.6978,62.0252,0.212216137752,129,8.92183343332,15.1212121212,1000.0,12.3736219331,0.0,57.0,0.411264,8.92059064497,40.0186,129,0.567855,1000.0,2.0,8.92021
1000.0,8.98683,99.9956828753,-9.74005,62.3643,0.220719215729,130,8.96792074492,14.0563380282,1000.0,12.0630822258,0.0,86.0,0.426152,8.96632694203,40.2147,130,0.624717,1000.0,3.0,8.96599
1000.0,9.03308,99.9956828753,-9.78899,62.4755,0.219951756495,131,9.01232286389,13.1578947368,1000.0,10.1060854929,0.0,48.0,0.407997,9.0106092087,40.3172,131,0.608584,1000.0,3.0,9.01009
1000.0,9.07264,99.9956828753,-9.82854,62.5955,0.219008743072,132,9.05467835478,20.4489795918,1000.0,18.3604068521,0.0,85.0,0.420232,9.05352095872,40.3778,132,0.382353,1000.0,3.0,9.05283
