Iteration,AveragePolicySurr,StdReturn,AverageAbsY,StdEsReturn,Epoch,MinReturn,PolicyRegParamNorm,AverageQ,AverageQLoss,AverageDiscountedReturn,AverageAbsQ,MaxReturn,MinEsReturn,AverageY,AverageAbsQYDiff,AverageEsReturn,AverageReturn,MaxEsReturn,AverageAction,QFunRegParamNorm
123,-133.081,142.164343986,129.320743571,140.978649582,123,105.353121346,43.2449,129.228,71.0172,90.6298989862,129.332,807.95059567,47.626152991,129.250452217,4.74196060122,223.102007116,292.481743235,511.503866048,0.899603,59.8679
124,-133.353,155.276154818,129.632252423,183.867057529,124,64.4686591149,43.4,129.515,72.2212,94.7529042975,129.635,638.186407829,5.45125315449,129.548777006,4.82116648468,226.815064709,381.008342676,475.43672562,0.894914,60.1259
125,-133.952,156.855580218,130.119707117,105.441046565,125,103.594462369,43.6018,130.014,64.7363,89.3936987664,130.128,708.528617875,4.3481255834,130.043195323,4.70874249644,222.473831532,356.448757442,345.137751511,0.911555,60.3591
126,-134.982,71.3346206839,131.288649512,137.206663799,126,112.163744111,43.8203,131.185,73.2005,98.6941673751,131.299,581.43509724,16.0835761902,131.208328414,4.78493505545,165.50726776,165.679244419,395.855017178,0.899743,60.5814
127,-135.741,64.0389095068,132.062566682,87.4225644726,127,125.928884944,44.0571,131.958,76.8997,103.733839223,132.068,442.483471176,215.820668806,131.987880241,4.89447116769,291.435453746,218.276090452,413.95329653,0.909668,60.8561
128,-136.167,59.4744267583,132.485259368,200.585620466,128,85.3349948876,44.2501,132.368,73.0013,68.1647826697,132.494,450.23905014,121.229344805,132.405769935,4.85271313658,297.537927427,118.535349337,752.555187062,0.913483,61.0743
129,-137.367,74.4758540303,133.630977992,126.265745585,129,79.0840387042,44.4215,133.536,74.8115,71.3350440218,133.64,476.900875721,99.4714029594,133.559952878,4.8709563772,224.672441162,147.597099877,449.923264261,0.91528,61.273
130,-137.579,22.193200173,133.788757121,102.892424257,130,88.020878118,44.5959,133.678,81.8088,64.9121224183,133.796,216.747290264,14.6931292172,133.711170311,4.97465635488,167.542858545,107.064099876,329.755225959,0.903059,61.5604
131,-139.609,111.011132444,135.769734928,184.863809078,131,87.3087001799,44.7487,135.674,78.444,96.6044513119,135.802,609.338221956,3.92430888177,135.692450847,4.89923252718,212.307099111,260.017911876,534.116009666,0.896686,61.8073
132,-140.595,192.985101735,136.732714083,169.374140438,132,34.8401982223,44.8707,136.637,70.7108,60.5879340926,136.755,666.847978979,88.9563800007,136.660189214,4.7591632477,305.264959002,188.039804885,502.522268436,0.870263,61.9656
133,-140.985,45.0626410584,137.106836281,62.9096787109,133,201.615780693,44.9651,136.99,68.7564,113.425245578,137.109,383.763245456,59.8366562475,137.018291961,4.80274563601,137.551574955,267.773350649,241.183070167,0.905439,62.1692
134,-142.005,118.380407128,138.139966286,190.086589961,134,-29.927869323,45.1538,138.017,77.4389,76.1847679751,138.155,527.975957814,7.50144213896,138.05157287,4.98872834973,176.240863325,243.758399043,572.567536275,0.867845,62.4135
135,-143.554,65.7336804885,139.441412861,65.9862100278,135,150.225605637,45.2513,139.333,71.2167,108.198306581,139.461,418.480607169,29.5844658109,139.363503749,4.96734586824,102.327569779,221.695728824,193.000969494,0.915945,62.6078
136,-144.109,163.339948158,140.159389416,151.704554674,136,32.9670600927,45.3783,140.039,76.7001,69.0278883805,140.179,693.191051464,-4.93632517662,140.066415175,5.01803024307,180.58833484,224.88389542,414.73239561,0.859685,62.7982
137,-145.681,120.741062618,141.811750037,125.978614255,137,-16.9410313042,45.5412,141.693,77.4185,61.3933766883,141.837,451.518449738,188.940075461,141.724645235,4.98676851038,379.408829348,211.431996483,511.382330587,0.879368,63.0498
138,-145.347,77.7383583368,141.363590808,105.145274766,138,138.955455426,45.6803,141.241,85.9053,99.2749648046,141.376,492.358112562,-7.99062004816,141.272030481,5.05958863591,119.408977722,277.595782516,256.012959358,0.907657,63.2443
139,-146.117,106.042866262,142.256773186,98.0141662257,139,143.3587547,45.8066,142.132,78.4,109.737227318,142.276,567.951887684,85.2692812827,142.169984041,5.04418783933,197.208339948,302.196559679,334.260145349,0.909253,63.4796
140,-147.982,97.7270210609,143.828261091,112.511049148,140,82.1608446571,45.9816,143.717,85.7696,101.015871999,143.854,456.155554385,60.1636835715,143.744552768,5.17321845046,225.022581767,216.842147421,406.930277031,0.893617,63.6704
141,-148.727,70.2040507405,144.721591011,223.556646626,141,133.631124159,46.1844,144.621,77.0638,93.1599295592,144.748,484.382188281,105.339341012,144.65250423,5.09829285467,385.326517273,201.612566602,652.488290195,0.915684,63.8971
142,-149.401,81.2791591554,145.367803877,76.9635182022,142,133.477932981,46.3498,145.247,78.1613,98.2653932899,145.377,462.032374778,30.0324584912,145.285809715,5.07370292663,111.094438197,234.091107411,303.998472293,0.897285,64.1796
143,-149.726,173.029922218,145.746311561,87.2806042316,143,-14.9825070883,46.5546,145.635,76.8413,83.444427885,145.766,841.267769548,103.276056037,145.663800327,5.01435302418,220.594615128,246.870021329,376.074427867,0.889935,64.3527
144,-151.55,51.3145224125,147.478805075,235.225375205,144,172.551502071,46.6902,147.379,77.4596,93.442574484,147.499,390.796090851,121.57240583,147.411201867,5.08589782134,301.479676137,258.408855005,633.75849834,0.903893,64.5144
145,-151.88,67.3169822312,147.844815639,88.6356245506,145,100.552347108,46.85,147.748,78.6294,86.7343122818,147.877,367.666725234,98.8990834801,147.767396201,5.08285339191,269.441647647,157.574319029,347.963739248,0.929955,64.6959
146,-152.876,55.9374188615,148.804997506,141.373291018,146,50.3005806394,46.9597,148.707,88.4485,85.4306615391,148.815,326.897757719,3.49799325596,148.739984095,5.18474276607,219.606407158,166.421569153,420.98198183,0.917353,64.9143
147,-153.901,90.9905094146,149.855971388,78.1412001977,147,110.447984113,47.1356,149.733,71.0032,98.0288544573,149.853,440.917578317,24.020700269,149.773002198,4.97955448205,177.933574549,211.751826205,301.172402428,0.935973,65.0578
148,-154.191,127.458917843,150.211454509,168.230500943,148,201.805842408,47.3101,150.109,77.3167,98.9416708632,150.241,729.588280469,77.1140430417,150.133123534,5.12476321877,260.565898457,370.628478377,512.485175698,0.917213,65.2606
149,-155.061,92.9060672159,151.045097497,141.590470005,149,142.941209848,47.4107,150.931,84.7987,122.786188408,151.048,617.686150566,43.604206914,150.975558219,5.12897336733,198.598075749,272.69848816,480.248773964,0.921814,65.4883
150,-156.006,117.38595027,151.848893753,80.3071777813,150,107.603829191,47.5363,151.762,86.63,81.2542985195,151.88,622.395657448,-1.59571450254,151.783988123,5.09561652932,135.985382115,312.281016182,273.724452811,0.919873,65.6614
151,-156.538,113.789554793,152.437920715,127.993385547,151,156.381628294,47.708,152.341,90.2136,87.3757536666,152.453,644.930448603,-4.08510463758,152.373490986,5.20269740363,172.370338154,305.534061445,343.761751259,0.894244,65.8942
152,-157.498,160.522869607,153.51852527,113.658460525,152,96.6176555368,47.873,153.405,89.0893,99.6255709512,153.514,741.215571784,46.5896709854,153.445935342,5.2629074344,234.849665881,360.734768885,373.162950596,0.916513,66.053
153,-158.383,90.2162210407,154.341034625,113.597719561,153,89.5126456518,47.9985,154.249,80.1224,91.2191535335,154.361,474.793602589,109.073731278,154.278005575,5.11385801748,263.96871781,183.114701018,413.566436216,0.9222,66.3053
154,-158.487,88.6833025903,154.479172446,197.822111418,154,130.380840448,48.1544,154.378,91.5102,106.202204531,154.511,558.613232364,-1.50568568565,154.409509877,5.25291744297,140.020444565,248.95127685,488.01971662,0.889226,66.5406
155,-159.756,112.06466557,155.801180726,67.8897349205,155,142.418111828,48.307,155.715,77.5476,110.522007019,155.815,826.889779025,103.462872916,155.745262132,5.04047604275,200.229130582,302.053778373,319.017375282,0.899782,66.7381
156,-160.114,191.974065553,156.078388759,111.822826509,156,76.9356855482,48.4609,155.995,85.0107,87.9210915624,156.082,789.571664719,65.545747932,156.027461427,5.10472150573,207.723577046,445.650446361,438.738923828,0.909624,66.9003
157,-160.296,173.035861003,156.287109342,155.252414522,157,147.446247672,48.6291,156.196,92.2264,89.4259433147,156.307,987.013179287,-2.32746011633,156.226343084,5.32303966685,151.688086623,342.636921481,386.127449796,0.904232,67.0674
158,-161.443,168.28871962,157.622017198,114.81683555,158,-80.1266350276,48.7781,157.523,81.9984,47.5523593935,157.651,967.894062073,-2.96123884524,157.548088089,5.16191030353,142.348614442,121.425233301,386.252419127,0.880123,67.2258
159,-161.926,124.981951078,158.094212514,91.5002017802,159,126.115661524,48.9101,157.986,84.6217,78.536988662,158.124,704.573878655,50.9445949791,158.015897036,5.17219521781,181.097543803,289.66540667,330.606450493,0.878242,67.4252
160,-161.859,108.581648064,157.973206825,188.438558915,160,49.7638631037,49.0626,157.882,88.6801,73.0843502085,158.023,556.951914573,-187.650070256,157.909594396,5.21178894094,91.9337076139,309.114278604,320.699035319,0.902667,67.6478
161,-163.438,167.674015997,159.547638563,152.58450414,161,-38.357634017,49.2095,159.444,96.4435,36.0505008117,159.563,693.408615421,59.1183244815,159.474720424,5.33085864219,189.894976454,125.920195104,481.341356457,0.904317,67.877
162,-163.319,90.2754958965,159.333515165,140.684614455,162,32.0481348787,49.3308,159.241,88.3568,100.393796334,159.377,545.044640025,20.0781248368,159.25883518,5.1428658817,161.820119554,293.844825179,413.128793675,0.887119,68.0644
163,-163.494,120.260716622,159.725127943,86.4104317607,163,-41.8123516799,49.4865,159.62,93.6002,52.3632205469,159.744,378.534101821,135.268067973,159.663955936,5.28105786808,220.756774984,134.256891656,397.048922858,0.896141,68.2377
164,-163.722,79.9956721003,160.007644424,107.060338844,164,117.279538288,49.6414,159.91,100.092,108.375856759,160.032,446.995210382,11.2126950188,159.931594549,5.31724551608,194.707585899,286.872672093,333.071519866,0.917299,68.4523
165,-164.046,125.776172201,160.226502336,98.3968814766,165,31.4939441672,49.7649,160.134,78.0327,88.093808862,160.251,646.343234884,0.268103058352,160.152235182,5.07726796291,124.822857623,256.555812315,295.02338427,0.901494,68.6361
166,-165.543,57.1946185625,161.752737308,102.712165339,166,179.906757284,49.9697,161.65,85.3427,126.748823761,161.765,625.653681381,101.144658169,161.685422721,5.19644701007,237.81939189,250.304937733,428.088329718,0.944673,68.8117
167,-165.287,211.982624095,161.483103234,93.1584715675,167,-97.6638944714,50.0902,161.393,91.178,54.6956232453,161.504,1006.12444888,8.84343761453,161.423432132,5.21910652828,183.5253592,216.62158733,279.977841988,0.87147,69.0329
168,-165.551,187.91496208,161.833878485,104.130543738,168,42.5015597595,50.1984,161.737,83.4219,63.7288770714,161.858,1001.15947823,36.7471701172,161.772391974,5.27259017279,223.255791568,316.620860295,354.413492186,0.938438,69.1933
169,-165.849,92.3619452541,162.235773148,103.81520294,169,-14.787344586,50.3055,162.145,89.4716,78.617554215,162.265,414.621725837,9.64327206135,162.170363665,5.29485076065,161.470304007,179.626364548,287.68933782,0.900743,69.4193
170,-166.142,87.7339676336,162.511952054,91.8307168514,170,43.4037292803,50.481,162.386,96.647,97.2587819571,162.506,534.335977863,18.981655586,162.427707196,5.37189529254,117.302347929,228.294155246,243.712624018,0.909119,69.6035
171,-165.869,64.4706603813,162.207375549,109.85909346,171,129.459512548,50.6231,162.099,95.2789,94.5223786285,162.241,413.477626831,-4.08086866409,162.131293818,5.36489136837,120.666181836,190.542117343,274.9499567,0.931112,69.8066
172,-166.137,96.7071967717,162.51070989,165.005775702,172,65.2280666663,50.7651,162.423,96.4528,97.568904623,162.552,500.951182399,95.0820166891,162.440830968,5.39988822935,263.394329447,278.894204043,608.692999769,0.910356,70.0013
173,-167.727,119.63658838,164.067087162,148.47166294,173,33.8291096429,50.9351,163.966,86.4389,97.9234134478,164.089,573.454647365,-1.80438085249,163.998162329,5.29005652275,151.216971936,260.748913356,392.980877551,0.905999,70.163
174,-167.773,78.4370694901,164.142398986,86.4175759392,174,74.9098662382,51.089,164.056,96.6158,127.785455917,164.178,461.865002199,57.7523397887,164.082183415,5.39975414377,190.798729442,292.61593065,337.235679869,0.917404,70.341
175,-167.941,63.935205284,164.211668671,144.946466318,175,176.373369758,51.2379,164.12,96.5295,118.005122996,164.23,489.626589499,43.5469432301,164.156472507,5.3844970906,144.325246228,289.959008232,415.255038903,0.889537,70.5464
176,-167.48,67.4064202115,163.804437743,103.866492626,176,119.672575105,51.3752,163.695,97.9837,97.8348545659,163.821,467.541135338,10.2552495954,163.725943056,5.34592822303,205.40415246,171.783938388,314.740670362,0.92312,70.7463
177,-168.35,75.3318142906,164.685557995,85.7848475968,177,30.3017215424,51.5063,164.598,90.3889,110.103862166,164.72,433.733386276,0.630684213646,164.623338724,5.33679449733,116.335437967,241.592584556,308.726632773,0.92006,70.9283
178,-168.909,158.308806844,165.209666712,159.493669043,178,-154.426153637,51.6014,165.099,108.967,80.0743614836,165.247,751.227220625,-6.99024983462,165.130377857,5.53154743544,206.674673796,228.149333603,483.545621419,0.914277,71.0751
179,-169.176,115.459278409,165.431850134,129.299188165,179,53.7630692325,51.7581,165.327,104.4,97.1881097212,165.451,524.110001718,-5.39642492122,165.35955212,5.40255883486,112.413281333,282.001166082,448.962091755,0.909974,71.2457
180,-169.685,73.1126421368,165.91970812,151.427512203,180,84.9379546754,51.9146,165.817,94.527,113.177266602,165.939,446.629558437,-4.27971333269,165.851254987,5.32073433481,155.15615901,247.448966638,498.127729716,0.911577,71.4127
181,-170.101,62.4347580574,166.406598753,138.578275719,181,152.366375797,52.0307,166.3,107.985,131.290390625,166.433,449.405117585,-38.5828281698,166.324705039,5.52768148023,177.503881861,273.135181038,349.080171248,0.912892,71.572
182,-170.781,100.86586187,167.109906886,135.627491439,182,85.9019733853,52.1608,167.004,99.9702,88.0126570652,167.135,522.660505761,21.7103596861,167.031563973,5.39069070556,248.317121188,194.452840958,418.694097098,0.905821,71.7184
183,-170.329,20.0582503823,166.765564229,50.1288513095,183,154.55772068,52.2529,166.673,95.5849,103.23367476,166.806,248.339991741,115.116936389,166.69686785,5.33771529512,170.352175476,178.785951508,254.834424323,0.948709,71.8818
184,-171.052,62.0869679665,167.264365031,117.138323546,184,68.0308029371,52.3833,167.161,106.092,129.120380911,167.32,502.678687573,74.0322118564,167.185260601,5.47573200399,246.13980875,282.756839269,401.505945969,0.91627,72.0547
185,-171.333,124.27193018,167.593877397,109.565518568,185,31.7688227435,52.516,167.481,95.181,100.732405215,167.616,593.532225068,37.756225201,167.506950878,5.37345639465,183.534367047,248.292609973,362.50967966,0.920162,72.2491
186,-171.196,70.0970246337,167.648893037,61.8316522127,186,139.257937194,52.6336,167.531,87.6886,109.484156538,167.689,534.487844892,117.369215546,167.559923568,5.26247525655,163.835419403,211.364205871,305.038727536,0.924049,72.3622
187,-171.519,52.1223623015,167.766710064,70.3564753389,187,119.319208754,52.7777,167.63,100.599,107.587659322,167.784,341.011384468,93.8712002249,167.655351525,5.35820781628,168.31428044,201.469698695,291.986182077,0.94956,72.5039
188,-172.341,76.4331669498,168.65946814,146.302773734,188,152.54206541,52.9323,168.512,82.6633,115.188160416,168.664,520.115457967,-4.0639748744,168.553802441,5.2602602083,196.128725967,246.258502984,418.706453852,0.938679,72.6609
189,-172.698,91.5203238034,168.963984497,152.949018389,189,95.5062805669,53.0206,168.85,97.2082,90.7937696278,169.002,473.91338646,-5.32262019886,168.873454753,5.4253709983,143.589627574,210.005556844,443.807538349,0.917886,72.846
190,-173.656,98.9480187757,169.894952915,120.210223548,190,-59.6551091423,53.1573,169.778,99.6612,87.5272750578,169.927,440.661039192,-4.66186137753,169.806647228,5.39134431099,97.6499808206,241.32332933,294.108446114,0.914734,72.9644
191,-173.553,69.7547995497,169.726050958,145.328311277,191,148.773248922,53.2794,169.611,92.3693,109.67317283,169.76,458.131840033,6.03599729123,169.63635259,5.3482276148,161.501733189,255.258635561,451.850940721,0.930143,73.1031
192,-174.284,131.552877117,170.481092616,91.2850091777,192,-29.8306849031,53.3993,170.383,97.3203,44.6698763964,170.525,615.746538386,-7.91593572802,170.409650345,5.36960909073,84.999252131,225.773906321,307.959719776,0.925586,73.2599
193,-174.054,125.617092974,170.343577098,101.781496781,193,-24.029335012,53.5066,170.23,106.268,77.7099271968,170.366,491.83817168,-6.46858886474,170.260771856,5.54397074158,122.529290932,237.820224187,298.472069388,0.914732,73.3991
194,-174.35,147.832239035,170.674122229,137.159980623,194,-98.3105531212,53.6376,170.563,101.686,77.9753536746,170.714,546.045286575,0.823653576756,170.586174326,5.35907725931,112.156460587,216.911408146,395.245720961,0.925562,73.5599
195,-175.288,138.352747968,171.621980392,162.559318091,195,-1.24310075238,53.7235,171.499,103.297,77.7087351311,171.645,578.282675179,-5.30733524558,171.530163787,5.39333501417,144.370355692,183.692105399,419.545734187,0.913383,73.707
196,-175.686,89.0798339831,172.139461076,143.533404958,196,65.1346254806,53.8469,172.006,105.164,85.3884558482,172.174,484.202138908,12.0884839356,172.035591471,5.424858165,167.363773687,204.242232548,412.277050979,0.925833,73.8556
197,-175.11,62.1953509737,171.466479703,166.200583901,197,128.088160693,53.9573,171.352,99.1306,103.584180269,171.501,394.885025553,-4.16717340346,171.373913257,5.36462667272,147.105802397,197.492284702,499.622495562,0.927016,73.9976
198,-174.804,157.34725531,171.198062716,143.444331664,198,140.223870089,54.082,171.084,103.858,117.224531319,171.237,935.297276638,-14.6725953138,171.107474344,5.42735646397,126.505067205,292.358055711,386.419949417,0.909139,74.1478
199,-175.44,91.0265281591,171.90953614,131.864729056,199,-106.475891342,54.2954,171.789,97.6802,121.808734237,171.958,544.749683217,-4.11921303338,171.80908649,5.38092834531,198.59683811,287.273129359,383.250766844,0.938579,74.2628
200,-175.826,95.6277166998,172.353069462,93.1706645891,200,93.8961345325,54.4088,172.227,99.5188,109.193379708,172.367,546.381264367,-4.8679355374,172.254986065,5.44955526648,103.070877277,267.537632749,293.698962737,0.941405,74.4012
201,-175.751,84.9722634439,172.211787836,110.747568145,201,9.0161141343,54.4958,172.09,98.2268,90.0085414523,172.249,424.997204295,-2.73704366906,172.112839013,5.39976386002,224.200084598,166.089118815,344.930972455,0.934195,74.5701
202,-175.703,115.490542522,172.176507294,121.761403509,202,82.7591201625,54.6463,172.04,104.505,112.382017621,172.211,565.671209469,23.1490842864,172.071364959,5.38766578001,161.852383578,265.923409695,449.902790483,0.92859,74.7008
203,-175.336,83.964480175,171.867020763,108.907889128,203,118.367652587,54.8019,171.736,100.028,112.938160893,171.892,445.37351235,-46.8924804191,171.766136586,5.28755390171,88.2861037968,208.894680887,297.940661589,0.949388,74.8275
204,-176.291,106.53165715,172.839231081,81.9642902664,204,41.8976545259,54.9286,172.721,103.656,109.16049234,172.87,555.534505355,-3.07807819886,172.75454658,5.42795672942,105.929489339,237.08665126,290.220911651,0.94126,74.9588
205,-175.459,122.235198605,171.909028832,84.9347395665,205,130.118798973,55.0386,171.791,94.0344,104.707213866,171.947,629.912617699,-1.41941050922,171.809922334,5.30526318913,107.586107153,295.168537029,262.793059832,0.94988,75.1084
206,-176.704,188.229418051,173.213052597,128.228143533,206,-98.5129131678,55.1464,173.106,99.9251,60.1182824553,173.271,897.858010263,-5.33879353444,173.134409291,5.39677152626,191.163399212,173.89555072,409.198988821,0.89919,75.2477
207,-176.707,112.405316134,173.213448922,166.688041508,207,36.3098208118,55.2183,173.106,92.6525,102.825752443,173.264,688.95239008,22.4459041172,173.135587412,5.22423747895,201.191401044,268.040920657,481.898092557,0.905088,75.3528
208,-176.757,208.843251389,173.240941096,67.3822387411,208,32.2570177291,55.3616,173.148,105.967,111.419755272,173.292,997.142154563,277.5599825,173.17046021,5.3994399369,361.848153763,318.910336484,472.76747898,0.946473,75.472
209,-176.836,134.92704676,173.38998145,127.302967899,209,121.078785575,55.4506,173.289,93.6883,109.15682259,173.434,758.428982264,-7.38662780081,173.308905959,5.27025671235,136.154886624,330.85702671,408.408759915,0.938259,75.5954
210,-176.305,209.929233881,172.899676691,109.198618147,210,-249.572771784,55.5872,172.789,90.4542,61.0299378964,172.945,924.210891268,13.2921297868,172.816339275,5.29178138975,171.533783107,186.048611509,307.478476938,0.90509,75.6946
211,-176.704,113.386474579,173.13747743,52.7591791001,211,40.5295690616,55.7069,173.029,103.945,108.041933001,173.179,534.67393587,17.7137237776,173.053023012,5.51919387822,102.927576092,302.038833766,198.986723212,0.913247,75.8489
212,-176.334,149.991259757,172.986229298,112.280689627,212,16.0031265962,55.8633,172.868,112.51,112.118567769,173.011,650.205963538,-43.7442862098,172.895779353,5.46294776022,112.115398284,316.167239591,317.263124048,0.942079,76.0258
213,-176.256,135.239750634,172.882633375,121.631105209,213,-52.5556412513,55.9601,172.783,95.0365,91.6783458312,172.936,563.965401049,-9.98094513822,172.799507887,5.32363118046,174.37701544,252.235381675,378.975707255,0.929748,76.1314
214,-176.396,99.3183661628,172.95060225,106.389225755,214,42.4087274602,56.1024,172.855,105.22,122.006418771,172.973,569.803792121,-4.08422048638,172.882712582,5.38913445645,184.931280943,294.556110831,377.122176593,0.927021,76.2436
215,-176.153,108.608311777,172.677665958,55.5973194824,215,49.7171426638,56.2415,172.56,100.548,107.401926561,172.711,660.189999052,52.7026052049,172.590753048,5.39852712455,131.6986702,267.728423411,228.951902943,0.903904,76.4066
216,-176.701,142.166951285,173.281306566,116.92005372,216,4.40203492975,56.3616,173.174,111.844,83.1650025866,173.324,867.254501235,-3.31194170522,173.199379454,5.49121405941,138.180641528,255.287002426,433.104754045,0.919785,76.5654
217,-176.394,119.67868868,172.973948595,93.9658396449,217,-20.7307384917,56.4945,172.865,99.9978,90.8886750505,173.018,528.809953982,79.3815974012,172.892479941,5.32730372372,214.067634342,248.079229719,358.59223409,0.942379,76.6847
218,-176.253,98.2609209586,172.931607946,114.555440841,218,131.190489796,56.6284,172.847,100.202,125.261324551,172.98,708.107667627,21.4237751578,172.855839772,5.34023075086,139.463965303,310.397186706,308.547934113,0.935163,76.8206
219,-176.177,134.346508879,172.877252903,121.896459614,219,-5.87751919409,56.7873,172.759,98.1652,78.464759882,172.896,625.528478205,-4.26642287615,172.796158366,5.30988061514,124.09650195,228.879757661,380.326533337,0.943782,77.0044
220,-176.418,201.204873482,173.196537233,163.141561012,220,-123.662195447,56.8913,173.084,97.4078,75.8820676906,173.206,934.726641485,77.3178966821,173.118658982,5.33653742036,215.906623042,260.616969861,455.029701561,0.896999,77.1061
221,-176.321,130.185504732,172.950662269,124.219858584,221,-1.57006715948,57.0463,172.863,87.0514,97.3262610292,172.993,526.119718769,-1.59507088364,172.870637275,5.20565832019,148.300157437,286.738950332,309.320939684,0.914528,77.2052
222,-176.26,148.903809641,172.948003858,137.952319232,222,-46.839189214,57.1183,172.836,102.53,110.926803407,172.96,1038.82114117,2.68688545404,172.876024093,5.40355498055,165.144994274,292.343971362,336.043991309,0.905022,77.339
223,-176.204,91.2017268912,172.740518687,108.108092529,223,-51.1416279487,57.2626,172.632,100.65,76.0414152507,172.777,433.600036747,74.4933747736,172.662796719,5.39772036026,193.449273528,201.234716338,338.63650049,0.913273,77.4531
224,-177.045,172.219641817,173.732124683,147.588984706,224,-146.96464885,57.3629,173.657,93.9985,98.3676683079,173.768,955.57678678,-3.58953126427,173.674937873,5.21634938757,145.22032258,247.002298389,413.817860657,0.920699,77.5646
225,-176.162,46.2740446628,172.9178665,127.341109348,225,167.806282108,57.4758,172.818,93.3566,113.958663993,172.946,410.053315341,4.14220050233,172.852117586,5.18932615916,155.51415509,238.93887447,357.301881394,0.95773,77.7263
226,-177.01,94.5694220786,173.742013644,138.722891307,226,1.25758888612,57.5399,173.644,107.64,99.2696395786,173.759,710.279067787,-3.24254700881,173.675298713,5.33884805771,180.478558837,227.439610643,428.364121968,0.945427,77.8243
227,-176.594,133.863598543,173.425831552,118.073828999,227,32.2229324045,57.7017,173.339,93.1001,94.9033207464,173.442,802.164613985,69.138865021,173.357699996,5.14668859294,167.762011349,244.946902334,425.194390356,0.950273,77.9207
228,-176.937,106.765950287,173.549083164,99.2495501264,228,-84.0891398185,57.8488,173.444,100.386,50.9701754224,173.594,462.202705923,0.49902683077,173.469549319,5.3388083894,143.032144414,123.935693301,276.632956911,0.943136,78.0327
229,-176.664,63.5343734714,173.453604025,118.026551814,229,107.271539067,57.9428,173.354,110.496,97.516765198,173.483,368.479797162,-65.6755099912,173.382127837,5.29445276834,118.112823655,164.883634587,273.278765552,0.965058,78.1686
230,-176.357,109.532261966,173.106236741,35.2011830515,230,172.655415087,58.0378,173.008,93.8257,125.130437878,173.137,673.741118645,-2.9869735213,173.036622115,5.16548717141,70.1273587312,348.063297346,110.761934747,0.921928,78.2763
231,-176.482,81.2782230339,173.257601529,87.9463288223,231,58.0478917174,58.1461,173.159,100.854,83.2334746555,173.296,644.44405089,-3.05542101967,173.17821346,5.24607562976,118.1659743,146.36611376,283.471845297,0.958408,78.382
232,-175.809,153.304381653,172.559791812,115.680668005,232,109.667303255,58.2487,172.454,93.8637,119.143472332,172.602,736.100830841,89.1123064858,172.480468896,5.15366138671,217.220110517,308.304671905,335.500673743,0.937951,78.4268
233,-175.863,181.181321542,172.742192015,178.812244534,233,6.74690829437,58.3712,172.665,100.988,76.4408562749,172.785,791.826108233,57.4976226768,172.676620832,5.2681472901,202.765493359,282.048851734,621.272051346,0.941342,78.5049
234,-175.455,181.60513221,172.262528692,110.259300204,234,17.9489813035,58.5474,172.161,98.0792,100.711329212,172.3,963.409477467,-5.50404729971,172.187340504,5.20935479842,97.8201505438,299.398652363,342.198643907,0.948028,78.5958
235,-175.77,57.2300721416,172.708596155,73.6329800444,235,94.8058089898,58.6533,172.613,97.5246,78.4103465676,172.739,377.876859403,-5.2583687789,172.636009074,5.13981213219,61.1582394034,134.726521204,182.040350947,0.947723,78.7305
236,-175.575,96.0659774009,172.547259427,156.625225625,236,45.5856423227,58.7498,172.44,89.6657,91.3721213956,172.599,580.70679711,-8.69658025417,172.465814318,5.07368886086,182.56844453,179.214015408,375.280919074,0.949292,78.8252
237,-175.323,116.546519877,172.259495546,141.458154236,237,12.8453209902,58.8274,172.17,100.959,97.2373022819,172.295,561.739161489,-1.54524028387,172.187135557,5.24345329781,121.648528817,235.859074112,490.376575123,0.95025,78.9435
238,-175.652,139.558989187,172.577516581,160.08518875,238,39.7888488969,58.8988,172.486,110.732,105.405841861,172.621,649.56181237,-16.0388724419,172.506234775,5.20158625163,156.573792503,275.626522117,450.666566169,0.933001,79.0406
239,-174.719,165.206986026,171.686042976,115.126210225,239,-430.847159619,59.0122,171.588,89.8288,90.3486041096,171.736,801.044972687,-6.70932308388,171.601414243,4.99837636426,106.943644791,255.844730878,326.679031619,0.934817,79.1647
240,-174.192,164.880574981,171.158332921,125.029154156,240,-214.068316182,59.0992,171.042,104.775,78.9034165837,171.183,466.552007359,-2.10139115865,171.072981271,5.24702135218,117.210121914,222.668883085,364.124354068,0.929084,79.2988
241,-174.173,149.459026919,171.165538058,59.941722308,241,-28.8798021674,59.2128,171.047,93.0481,87.8148420739,171.192,553.806608301,-4.67700754503,171.071328581,5.08868777407,56.6591315879,277.517142011,155.681770357,0.935691,79.4011
242,-174.838,177.275173958,171.709591882,145.614262678,242,-25.6370720139,59.3538,171.64,96.0523,82.3851513439,171.752,904.774515775,-6.75401130384,171.650151775,5.02970928541,139.443068986,262.074295555,467.314997484,0.939934,79.513
243,-174.652,264.963319774,171.705525999,104.292739788,243,-24.6833608752,59.4574,171.585,100.329,56.5762229869,171.72,934.692158611,-5.11637270945,171.62080277,5.20553235339,85.4940777063,331.835695217,295.058895658,0.910572,79.6034
244,-174.284,123.847904581,171.309436175,126.246779215,244,78.4376572952,59.5353,171.22,104.491,107.242553402,171.348,543.195576762,-4.19395495402,171.238067745,5.16794180856,125.714365775,245.437492229,389.42441952,0.945756,79.747
