AverageAction,StdReturn,PolicyRegParamNorm,QFunRegParamNorm,MaxEsReturn,Iteration,AverageEsReturn,MinReturn,AverageAbsQ,AverageQLoss,Epoch,StdEsReturn,AverageAbsY,AverageReturn,AverageQ,AverageDiscountedReturn,AverageAbsQYDiff,AveragePolicySurr,MinEsReturn,MaxReturn,AverageY
0.69533,113.041241576,137.985,317.067,547.363145061,1876,134.165380723,232.617943473,424.986,978.583,1876,185.427323909,424.596926877,712.194289136,424.241,234.456151348,11.992917522,-436.842,3.69762990956,997.644180971,424.277812931
0.703385,333.774148671,138.002,317.149,606.886058094,1877,83.0522415642,235.194220747,426.038,987.642,1877,138.963823118,425.714377918,600.329513144,425.339,195.873501139,12.1259816565,-438.539,4.28578514543,1603.49290305,425.347909455
0.778303,276.40500643,138.026,317.262,532.767510934,1878,54.4468359935,58.9102862735,425.957,983.692,1878,106.74708971,425.527398737,465.038982187,425.26,176.538501489,11.9463639854,-438.023,3.40145863312,1190.50893427,425.230110302
0.762157,180.184930661,138.017,317.356,291.858968555,1879,51.134375674,510.663246938,424.581,894.219,1879,76.8562971475,424.174882662,940.813012433,423.924,247.418499961,11.6459613102,-436.639,4.88516832165,1431.26974279,423.895874913
0.704854,227.133768566,138.066,317.429,333.718732455,1880,110.692000547,305.102326443,424.01,969.935,1880,122.59337748,423.636788073,564.974694487,423.351,200.410185967,11.81305389,-435.875,5.07895766632,1203.09908835,423.328341791
0.733799,218.741329476,138.111,317.5,307.426893904,1881,43.7060289518,278.407196819,424.828,892.487,1881,70.989828018,424.482028746,725.550805266,424.14,218.874704835,11.5724317348,-437.027,3.19397849194,1155.20740877,424.143370369
0.674354,306.907120377,138.096,317.553,482.610205575,1882,52.0668629834,51.9836534229,424.844,951.128,1882,93.9091394421,424.45422985,181.083217608,424.173,75.9721475298,11.8597992187,-437.071,3.81428837254,1232.56202732,424.178364726
0.724817,160.28641035,138.191,317.619,235.685918769,1883,46.8290317383,271.247120211,425.049,977.616,1883,62.3098904263,424.68401101,467.999610313,424.373,165.25559419,11.9177826282,-437.103,4.56401568179,790.583598753,424.398863173
0.689189,230.539331736,138.183,317.722,153.594453863,1884,35.5027243502,303.126479585,424.928,1005.66,1884,40.2701579042,424.580518926,680.07618623,424.294,141.319475694,12.2207659199,-437.524,3.97847094534,1194.3311197,424.285880957
0.735353,262.067692735,138.29,317.738,280.422236413,1885,65.6657091881,59.1309330162,423.395,1063.69,1885,78.8924777734,422.983968057,486.133583307,422.773,179.367135436,12.3747644408,-435.999,3.39186601758,1174.30903875,422.741243161
0.68597,184.366928666,138.281,317.836,370.289209506,1886,71.7633987684,442.856132784,424.107,1014.7,1886,107.953735855,423.760071973,722.789836741,423.405,216.246020328,11.8760763779,-436.226,3.94681163618,1405.49813254,423.46311729
0.751922,271.059537879,138.338,317.886,335.142600715,1887,57.6149448158,229.145229206,423.744,934.981,1887,95.2192570161,423.362452402,636.435281712,423.078,202.072647841,11.8851376516,-436.164,4.00893270893,1260.21603164,423.096960804
0.758595,323.469050835,138.385,317.971,233.221104594,1888,43.3708640065,254.1374467,424.652,861.276,1888,59.6801936278,424.193236084,600.95970827,423.968,189.130545482,11.4350239527,-436.512,4.46445254788,1673.75097349,423.951613152
0.671546,14.7729742397,138.452,318.053,498.802270029,1889,54.4474210786,34.1632192141,424.1,882.189,1889,104.985211154,423.743672566,50.6418976867,423.511,41.0297305081,11.6603388767,-436.391,4.03097861203,88.9608806008,423.529264285
0.773088,120.560047611,138.5,318.13,586.663179831,1890,88.7903678671,237.135538826,424.764,941.573,1890,154.675113151,424.356355697,311.867917172,424.172,152.826292808,11.9357528594,-437.126,4.08375921042,923.352016046,424.157985063
0.723922,266.891143977,138.536,318.202,419.123807759,1891,54.0378605247,214.480051439,424.349,956.629,1891,99.7934113987,423.891017939,441.963454474,423.687,157.250221614,11.8888808766,-436.753,3.39628226139,1682.3623987,423.692422124
0.723181,420.55058213,138.589,318.312,482.277781245,1892,54.5213004265,257.356716069,424.817,952.948,1892,97.1195035385,424.394919909,847.262139969,424.17,232.588185461,11.8653299222,-437.644,3.76260938439,2277.59185292,424.185601428
0.725468,372.893184508,138.536,318.418,388.531563131,1893,66.4624196755,247.811333428,425.228,922.764,1893,94.7663385169,424.794336445,442.312802444,424.577,167.64419923,11.7470201169,-437.394,3.33638441008,1950.27723143,424.577476368
0.693048,233.930035542,138.593,318.441,500.41809615,1894,67.8091066689,231.835248149,425.633,971.92,1894,106.844177857,425.232441836,388.516394046,425.017,148.448971665,11.9970487426,-437.763,4.31938522889,1173.1089024,425.01508556
0.741927,399.494456316,138.616,318.533,231.929945632,1895,48.8058016445,206.434758833,424.798,990.972,1895,69.1000446355,424.422051329,502.687275687,424.219,152.564359615,12.0577840062,-437.485,4.13263612785,2490.35226843,424.227680259
0.72434,142.950256726,138.632,318.621,202.704652706,1896,36.9516991438,241.761819607,427.131,871.125,1896,64.0910848563,426.63628034,319.616344281,426.472,156.49789697,11.3924749228,-439.375,3.48802131686,1118.67131134,426.420301304
0.618719,493.805547985,138.669,318.709,551.033247184,1897,56.6983275001,283.543169761,425.309,961.721,1897,108.645151556,424.900511204,762.324093717,424.651,173.599357912,12.0392525212,-438.266,3.56884221636,2705.18871553,424.705785392
0.682066,327.489099367,138.702,318.781,258.93344348,1898,41.9047680067,208.287962824,424.572,1055.56,1898,59.0261251486,424.130325962,585.110979099,423.969,164.402384701,12.283803066,-437.538,3.71532885804,1357.4697439,423.954652679
0.728714,122.996257568,138.74,318.873,621.577833952,1899,54.0420400205,179.786004753,425.433,967.962,1899,123.629684787,425.053046204,266.763575153,424.845,136.425512968,11.8810940347,-438.794,3.42148328058,968.802879322,424.862363525
0.686432,124.139065435,138.724,318.952,521.140857056,1900,76.9159091727,191.653593732,427.022,945.846,1900,125.84717593,426.638484256,354.805121544,426.418,155.937517314,12.0359980998,-440.077,3.88755490848,922.766044576,426.426442645
0.663932,358.509727874,138.729,319.084,276.462109157,1901,42.583808413,154.201657806,425.412,1030.76,1901,74.1645940055,424.927800459,393.563602275,424.728,122.587540158,12.2655412322,-438.541,3.43362692989,1751.94849004,424.72218464
0.756984,14.2490666924,138.726,319.168,212.593069694,1902,34.3455703087,168.16200566,425.241,866.139,1902,53.1602247185,424.841082882,180.879130604,424.574,112.180451552,11.5921527341,-438.007,3.80875646919,269.947434352,424.580811219
0.72752,287.002429266,138.78,319.234,520.758199324,1903,58.5589068809,221.476761064,426.37,922.239,1903,105.155846709,425.943772831,444.481781102,425.775,168.532104571,11.9318228117,-439.203,3.71284627812,1231.97857876,425.746402963
0.782378,80.7166947009,138.788,319.304,348.38966242,1904,53.6773137758,238.515016846,426.879,901.597,1904,78.3764095064,426.498055188,274.520848098,426.224,143.861866172,11.7146633489,-439.361,4.13482986777,859.824936125,426.221711689
0.711308,200.877913171,138.818,319.364,544.472423069,1905,81.2063614517,229.292348724,426.876,986.352,1905,128.602974206,426.469990085,543.200203283,426.205,185.752983609,12.0998715006,-440.129,3.87181147532,862.271499537,426.229149861
0.65121,176.764879061,138.879,319.465,373.540494221,1906,73.0696246388,165.041955503,429.09,967.864,1906,100.996448829,428.736168883,438.283304193,428.485,130.11670021,12.1224692342,-441.654,3.21486873121,1103.01971388,428.48921356
0.757948,119.354094533,138.905,319.531,220.204426341,1907,42.0503334822,111.371811245,427.655,879.612,1907,55.4136689308,427.206666271,222.137072089,426.96,117.156374701,11.7295740735,-440.366,3.8683290954,773.815175909,426.929942814
0.780419,257.348817713,138.875,319.567,487.696547386,1908,77.5386633496,119.873058306,427.907,1001.47,1908,116.679719634,427.557576088,287.850978942,427.287,123.641296141,12.139442086,-440.67,4.76538092298,1360.54245012,427.305550971
0.53422,139.157092142,138.909,319.651,312.473169244,1909,61.9549260849,113.553028092,428.418,1038.74,1909,79.0301839108,428.059889727,249.722198751,427.815,87.1626357476,12.3041853674,-442.126,4.03124335514,850.358449613,427.840541133
0.735476,300.400180116,138.92,319.729,547.620739453,1910,53.1611348169,185.719788251,428.738,1000.01,1910,104.77126698,428.344513828,579.358981129,428.16,191.862914328,12.394707495,-442.522,3.75411291917,1164.48954474,428.171623538
0.724749,381.281890168,138.979,319.84,429.74126935,1911,55.2733969966,174.845169971,429.771,954.748,1911,90.8367342772,429.323857979,558.654692646,429.164,186.381381413,12.0974503363,-443.447,4.10710939429,1303.06232409,429.117177732
0.708341,416.220929984,139.021,319.929,441.411019906,1912,48.8197296873,253.360820686,429.425,1007.81,1912,94.8067735752,428.99103619,612.165609089,428.79,192.871809787,12.2023513145,-442.763,4.03311081159,1773.33503361,428.796466113
0.694698,256.956446172,139.102,320.0,304.378079396,1913,61.334721194,237.657786629,430.284,893.949,1913,86.0796375009,429.85752475,389.971403331,429.714,161.115393645,11.7513069902,-443.624,4.04222299506,1329.16424878,429.687660656
0.713686,54.1678570471,139.134,320.109,430.777951145,1914,54.0672314606,167.068566928,430.331,1076.24,1914,93.3702607939,429.91120635,197.883465006,429.701,118.383803799,12.6304278413,-444.035,3.41541428045,530.709299983,429.740265619
0.575662,280.266787733,139.198,320.171,538.777096285,1915,67.5202639287,154.799016267,430.724,923.805,1915,119.084184115,430.303802123,491.289482155,430.108,147.112979466,11.8406345695,-443.796,6.5960072375,1580.6334211,430.110989204
0.743128,4.80475713046,139.268,320.314,675.997580215,1916,62.8950590874,156.809003665,430.795,1082.33,1916,132.448892233,430.436180137,177.925484389,430.232,112.125500344,12.4608004841,-443.52,3.43159155399,187.792544474,430.241273647
0.725196,390.476506769,139.283,320.359,581.757365453,1917,64.0972863766,268.374819164,430.04,1033.92,1917,134.193698003,429.709630679,654.732854091,429.525,205.385585466,12.135943056,-442.785,4.04117795803,1613.49398249,429.55503587
0.700969,454.296189605,139.275,320.48,261.288088122,1918,44.2035344003,279.537080025,430.395,943.149,1918,68.6694269919,430.011733937,863.779343512,429.796,226.986487441,12.0742928,-442.857,4.35991779384,2375.48294894,429.769993556
0.642451,492.242016696,139.286,320.567,510.674982186,1919,68.730748164,252.623596449,430.316,956.454,1919,111.794397146,429.871091104,485.831874095,429.609,162.144062961,11.9198593618,-443.069,3.3481917899,2186.70208393,429.61646624
0.771891,98.6512274779,139.279,320.623,654.212093126,1920,86.3209493296,220.226286051,429.155,1020.5,1920,157.835254647,428.792705597,266.175870735,428.582,141.42045467,12.377860542,-442.614,5.55493168802,1075.94616131,428.579865103
0.679332,186.91046663,139.32,320.747,388.725961713,1921,53.7268180786,219.669347806,429.825,1078.41,1921,88.8243841199,429.405134754,378.519397179,429.223,163.575783078,12.506428804,-442.746,3.64024215445,1109.88625036,429.209111145
0.792452,176.632607974,139.317,320.817,540.685659267,1922,61.6605378466,56.2290115891,429.229,1173.92,1922,111.712031399,428.835976541,362.606718285,428.584,159.345376163,12.8613090758,-442.137,4.36801290102,840.970418867,428.60637408
0.701343,248.387579882,139.354,320.975,414.459042943,1923,64.2897551447,255.992803883,429.974,995.41,1923,99.9806522838,429.59317249,607.592624543,429.396,207.856375357,12.2533856705,-442.923,4.05066659862,1277.13690869,429.36742813
0.689954,83.321987213,139.357,321.105,404.656372319,1924,63.4442336941,209.106963497,431.139,991.628,1924,97.0153346851,430.744426566,271.848529397,430.566,141.842137262,12.0911509599,-443.82,3.77862905644,552.077837889,430.567908919
0.721477,379.717476376,139.38,321.174,358.148852781,1925,59.1441639236,253.609041167,429.278,1096.44,1925,86.1634622508,428.905286509,848.380825338,428.673,223.542442715,12.6347040195,-442.122,4.12692274277,1809.29291652,428.685179797
0.734214,274.588240387,139.418,321.294,468.448243059,1926,58.7147981008,187.474903693,428.668,934.192,1926,106.348156981,428.276003817,408.83393556,427.989,168.749931453,11.9410525482,-441.08,4.15419584,1581.48448413,428.017556214
0.75305,305.425487308,139.477,321.296,354.620200021,1927,47.6803856771,163.860797666,429.303,1037.9,1927,70.8511497068,428.961493417,374.768639684,428.739,150.208746185,12.3498457467,-441.829,4.5000954566,1340.92972447,428.740639715
0.75383,147.928744508,139.501,321.374,467.184873069,1928,40.6823026027,187.537711826,428.304,1021.64,1928,77.9971226293,427.896489323,348.552027327,427.717,163.451515864,12.4716653477,-441.96,3.73540149089,863.833415902,427.663567891
0.787332,688.11531652,139.494,321.449,522.389226832,1929,67.0382536476,332.476722373,427.422,1000.19,1929,115.194883482,426.985508113,1148.96823002,426.717,235.975649421,12.3086813076,-440.012,4.37141197213,2418.27971748,426.705567708
0.657821,300.933616194,139.574,321.542,522.681328932,1930,67.8416784643,182.790993003,427.576,975.856,1930,111.086984525,427.196815264,587.67816156,426.948,199.97138993,12.1526413547,-440.574,3.96937907444,1914.26222125,426.954938162
0.648699,289.151046798,139.585,321.656,229.688539451,1931,48.0883958659,276.787207115,428.286,1005.25,1931,59.3345249402,427.964336839,612.13876031,427.686,206.329293832,12.3855417803,-441.643,4.94444242493,1831.14802149,427.724459097
0.701755,350.943221933,139.626,321.694,431.778022696,1932,69.7698723209,265.518644096,428.066,933.714,1932,107.40165019,427.700445993,650.189031701,427.511,208.074197407,11.801814966,-441.032,5.49071442193,1960.20032991,427.512426039
0.647205,166.679288176,139.635,321.819,335.690113288,1933,46.340307242,109.355057674,428.188,1068.1,1933,84.3976735363,427.740255517,200.752818709,427.52,95.6039812146,12.7492457012,-442.04,3.96559630314,982.087918108,427.546751655
0.70532,524.585490381,139.691,321.833,261.469839727,1934,51.07308274,268.782019381,428.018,1021.26,1934,61.633246095,427.638829478,879.14368841,427.39,195.836509346,12.4883033744,-441.404,3.96329832498,2395.4613781,427.425963487
0.672129,407.828312259,139.684,321.968,628.750738518,1935,68.4901309913,108.602131255,429.245,1082.83,1935,136.184456128,428.760139969,475.516040463,428.602,108.734740035,12.6774648331,-442.809,3.9650281992,1473.71181009,428.59400979
0.725902,227.890422974,139.683,322.023,220.391713545,1936,39.3744356904,281.012764169,430.453,980.835,1936,51.5778934739,430.094926154,457.767590162,429.885,159.984293205,12.0605939368,-443.809,4.33193734118,1499.56341326,429.892182711
0.634964,412.783166152,139.673,322.118,215.932167052,1937,41.2368191016,309.392569256,429.82,983.504,1937,58.2486175995,429.371484648,795.053942914,429.196,184.121353271,12.1844044193,-443.842,3.89031823959,1955.14644809,429.156574257
0.691094,351.792519447,139.687,322.169,513.286326913,1938,57.8071810605,236.482034302,431.069,1024.68,1938,113.462636828,430.663437297,521.195134268,430.446,156.458748065,12.3268761815,-444.674,4.53455018827,1927.00525575,430.452830372
0.663838,304.518141415,139.717,322.299,384.408468206,1939,85.9057696993,97.5920656722,430.348,1148.89,1939,112.829743386,429.890642164,420.617991614,429.628,130.758048669,12.8305417598,-444.489,3.86383525723,1659.999464,429.676360616
0.648365,253.451019678,139.771,322.363,362.315577052,1940,58.9652727934,277.788530131,431.42,967.047,1940,91.7236589826,430.957851802,599.168914824,430.775,153.43861305,12.0806814256,-444.975,4.80269111209,1221.0391467,430.76325539
0.762831,460.505063931,139.746,322.434,268.857239564,1941,50.1836601454,594.862228191,432.708,1042.04,1941,58.8610875862,432.327986689,1151.49861527,432.132,260.59736206,12.2553904607,-446.301,4.81114416816,2545.38047826,432.146219502
0.69856,349.222707416,139.801,322.506,400.303970196,1942,46.1920153677,653.861670003,432.506,997.83,1942,75.6802986332,432.084613312,1128.26058176,431.794,261.138833331,12.2235107765,-445.469,5.39619828083,2221.56101047,431.824699702
0.684546,253.662912133,139.839,322.595,303.032080971,1943,30.0784467949,281.138073182,430.877,1044.35,1943,51.8038516802,430.48861255,652.385507303,430.26,203.650747064,12.5919394515,-444.463,4.11933370051,1481.95324655,430.224394793
0.694964,328.015768722,139.83,322.657,291.748569944,1944,41.9611750798,270.854501426,433.241,1051.0,1944,68.1310701614,432.854947145,727.063378475,432.568,220.483158401,12.2573911164,-447.001,3.95681098184,2225.78648198,432.628243175
0.731875,402.748870797,139.86,322.788,432.612950688,1945,41.361098932,234.947879746,432.189,927.484,1945,76.4265031128,431.79636487,600.428001891,431.517,199.454337764,11.9880361831,-445.358,3.21802662434,1925.69480066,431.46551128
0.644331,261.167239998,139.962,322.892,213.129323452,1946,47.837632396,243.874297774,431.907,1118.32,1946,59.1350075225,431.549101172,546.473501396,431.201,159.034914099,12.8430883806,-445.581,4.2715486211,1330.16030442,431.230448355
0.711041,112.743537603,139.951,323.026,347.838933849,1947,55.3186051068,223.36276456,432.963,942.018,1947,89.2960120566,432.532950886,276.634279944,432.195,143.974115778,12.1857544942,-446.495,4.44643545608,995.376716903,432.210864075
0.679125,223.999784028,139.956,323.096,401.707043191,1948,59.9630668619,197.005594713,430.368,1029.66,1948,87.3339228966,429.925201107,325.851996933,429.634,140.336831935,12.5817866665,-444.731,4.02935164252,1328.3590226,429.64555246
0.726853,195.783164477,139.96,323.094,391.052645799,1949,58.1754781637,235.368580447,432.384,990.755,1949,96.0452337462,431.890879559,350.930657152,431.666,159.9233569,12.3864635714,-445.805,4.39187335529,985.799741697,431.638701137
0.733971,539.629593255,139.97,323.159,358.472512452,1950,68.542863065,314.071631918,433.941,933.839,1950,94.5890207867,433.586647272,1368.86557191,433.256,252.23362345,11.888296192,-447.286,3.97147180351,2597.31664975,433.281995044
0.682247,241.345764483,140.003,323.293,217.929286242,1951,35.2729719131,171.830711487,432.079,992.057,1951,49.3000653421,431.638768062,355.056684676,431.354,156.636663542,12.2840772694,-445.854,4.08555011052,1705.32873644,431.332048012
0.719594,609.872261077,140.067,323.309,258.386414625,1952,66.5521084735,252.593043038,432.72,1085.17,1952,76.5413079751,432.338388004,722.918593657,432.106,195.783785232,12.835857903,-446.974,4.42337503409,3245.05657519,432.135089491
0.652561,621.650944445,140.078,323.409,301.916220695,1953,33.767592313,185.520240364,434.502,1089.67,1953,52.4873302186,434.080656552,963.179951147,433.882,218.536151193,12.5268342314,-448.1,4.33408067937,3218.0344256,433.872354155
0.709842,285.42077454,140.107,323.455,252.550778263,1954,36.2642360326,167.573001154,433.98,980.64,1954,60.5379852136,433.585194455,353.497386844,433.347,120.933128703,12.3562700575,-447.878,3.94946452423,1497.84684331,433.316395296
0.679861,455.465744396,140.114,323.534,646.372799351,1955,71.6205423671,154.881820778,433.887,985.44,1955,140.070445981,433.547063083,620.85625849,433.261,162.36392425,12.4056668177,-447.277,3.93543427087,1705.57198024,433.320494377
0.665211,513.472773933,140.17,323.651,195.007016572,1956,27.1262567253,247.791448554,433.588,1097.93,1956,35.1830585222,433.153681003,716.907941472,432.937,195.984767706,12.869237537,-447.231,4.19238120572,2538.33896079,432.905120346
0.686522,290.846251489,140.141,323.736,291.750644205,1957,34.8018712661,83.1855807869,434.705,1015.94,1957,54.3862625799,434.278464978,508.98879392,434.011,186.168378737,12.5849696965,-448.386,4.01623883669,1220.92549697,434.01872878
0.682321,369.186491756,140.122,323.792,554.269663941,1958,59.527746199,52.3939374429,435.051,1010.63,1958,118.359854881,434.677586947,497.798364611,434.35,101.675880484,12.4645060909,-448.537,4.04991853026,1499.27181968,434.339047595
0.665156,243.874948145,140.141,323.905,620.538931989,1959,66.7548072854,280.637326892,436.161,1003.42,1959,120.348680598,435.766087287,602.545771615,435.528,209.459190059,12.5486123902,-450.134,4.25329717201,1827.48500206,435.531103638
0.472146,343.520493916,140.121,323.976,457.183151739,1960,61.4189353493,105.358662845,435.898,1088.32,1960,100.949200432,435.506310749,324.834833441,435.316,86.3255872387,12.8740351752,-449.7,3.85939124443,1010.41284392,435.293247858
0.665846,523.648130473,140.141,324.044,610.813490693,1961,68.4444438338,155.540349764,434.454,1102.63,1961,121.927160371,434.038483671,657.962989155,433.801,174.481511887,12.8980595499,-448.382,4.17606405241,2563.76790022,433.799046532
0.446902,294.334706578,140.183,324.104,385.32792229,1962,54.1640324347,86.030900119,437.124,1035.14,1962,93.5378027762,436.696840956,854.87069724,436.516,88.202753035,12.5312132215,-450.719,4.34834161938,999.340705353,436.498449862
0.636217,125.835772564,140.181,324.218,247.890781316,1963,42.3663299161,184.616616314,437.751,977.73,1963,58.7317463569,437.392979828,276.914244497,437.172,134.075871823,12.2209414074,-450.992,3.93345337775,915.013072122,437.163740688
0.686725,277.053369511,140.189,324.321,350.386501318,1964,54.6527597162,217.970427665,436.038,1084.41,1964,79.7128660469,435.62915545,693.644786465,435.459,174.04553855,12.6654966572,-450.381,4.29562693365,1501.89526312,435.421464622
0.656589,16.3373454588,140.263,324.378,359.762629639,1965,52.3899234763,156.591779442,436.36,982.385,1965,76.6232026518,435.932802354,169.884285736,435.73,109.142435564,12.3362796899,-450.155,3.97744655046,333.731846354,435.725392018
0.721399,830.475481253,140.275,324.436,221.098676127,1966,38.8360021056,406.807364703,435.423,1003.03,1966,54.4053933273,434.93024843,1789.52058603,434.754,220.679311619,12.5419843698,-448.944,4.62302988026,2649.08015985,434.71422035
0.663885,251.7641648,140.308,324.503,417.146268042,1967,69.3383388723,371.285904188,435.275,1042.98,1967,118.494929179,434.882661201,731.891124094,434.624,213.903029149,12.7180039055,-449.674,4.32266539551,1281.65613413,434.615605878
0.698223,557.188248856,140.333,324.618,584.165917438,1968,77.5837989607,174.65087585,436.598,1023.12,1968,154.960347832,436.22307719,847.166645666,435.865,175.058123673,12.5180195073,-450.631,4.26251620418,2400.71039082,435.915325424
0.665448,453.373716351,140.352,324.648,237.949837613,1969,44.4217575537,214.927953448,437.123,997.75,1969,57.2076668552,436.693097892,610.203737363,436.442,180.074413274,12.2783897572,-450.614,3.9262026313,2480.43263328,436.404003738
0.650312,422.930321172,140.374,324.694,267.794233433,1970,31.5059634,235.763030155,437.311,976.257,1970,54.775734376,436.935282128,742.455217782,436.711,181.349231933,12.3857289904,-450.92,3.99546900694,1856.45972591,436.71074047
0.660151,344.304183391,140.382,324.741,265.452635694,1971,47.9208646744,336.024214438,437.087,1039.76,1971,66.3221707879,436.670666416,860.466139951,436.422,192.899199328,12.4185484206,-450.691,4.5875316707,1596.33272681,436.448482687
0.703369,375.385073599,140.353,324.851,443.981752868,1972,59.3145569992,216.609917176,436.926,1023.71,1972,108.654382516,436.498306431,764.418073394,436.273,199.431063203,12.3837594909,-450.778,3.53588770303,1829.7112127,436.252992804
0.607347,283.142657514,140.33,324.945,346.40032638,1973,37.4888270977,386.067210033,436.851,974.94,1973,71.348748244,436.541258212,643.20766323,436.303,184.837739159,12.3019538535,-450.804,4.31235592823,1536.54743951,436.284190549
0.700784,467.581070113,140.413,325.028,289.547722137,1974,47.6857445116,388.491745243,436.602,1117.35,1974,74.5603940526,436.245084289,808.195665536,436.006,201.502095284,12.6505787431,-450.479,3.41207461543,2454.94244816,436.004004309
0.734779,433.130604037,140.389,325.092,379.763317804,1975,70.0602733373,234.780628955,436.259,1069.13,1975,94.970168621,435.84244081,565.104833726,435.595,152.454611905,12.6383284849,-449.703,4.83616416314,2261.06808681,435.612130167
0.592345,199.739376405,140.407,325.135,597.870986006,1976,75.5031608561,25.4515231639,436.652,1025.87,1976,141.299601974,436.200412549,77.1189412614,435.928,33.2290681449,12.5484596991,-450.166,3.51077039619,1342.76318107,435.961142046
0.635763,166.472205043,140.407,325.189,494.452504005,1977,73.2288695676,329.735811266,436.825,1032.24,1977,114.227491554,436.431931918,751.579615503,436.197,216.584608692,12.3629887121,-451.249,4.00883249824,1266.0527901,436.220628976
0.688044,478.966606155,140.422,325.299,572.478113356,1978,68.3353617465,234.92638798,436.475,1070.07,1978,137.995511522,436.051995735,601.135133539,435.849,176.188257079,12.5817453309,-450.01,4.52421379202,2216.74240247,435.824216694
0.70581,804.471176519,140.47,325.413,767.928225739,1979,54.7731086624,208.197054796,436.316,980.046,1979,143.303970712,435.976233542,1387.28084364,435.705,201.539621848,12.1135303835,-449.934,3.73865806866,2495.32234577,435.751623108
0.735357,550.453797911,140.517,325.484,369.260803874,1980,44.1357852394,823.135384452,435.889,1115.04,1980,72.3825257948,435.432371267,2110.68908757,435.232,221.279472721,12.7004481998,-448.929,4.2545996836,2656.70988668,435.239462351
0.709251,674.604941891,140.527,325.508,212.268724345,1981,39.0526653244,263.852840973,435.993,1184.1,1981,50.132393602,435.523464214,1052.48729195,435.281,200.409220014,12.7241801261,-449.16,3.4603010244,2819.53335158,435.253343918
0.714409,284.787009266,140.61,325.565,517.941212565,1982,44.5090965046,256.558816226,434.265,1175.71,1982,89.8293508871,433.836888468,735.084119065,433.517,213.529105053,12.8371653857,-447.22,3.69992701781,1411.0040823,433.541028905
0.76352,873.581857084,140.61,325.646,519.070173791,1983,64.6657254251,182.025423701,435.161,1009.93,1983,110.796708615,434.719539601,1120.82223292,434.466,194.60798616,12.240596458,-448.056,4.24711119652,2979.22384832,434.450533605
0.791558,718.427008698,140.617,325.731,228.086203688,1984,40.9872193162,228.459753563,435.347,1087.5,1984,52.8145935171,434.87857173,1075.86199903,434.641,217.138963627,12.4889775761,-448.401,5.15119503638,3339.43246327,434.621445844
0.753779,1113.21122425,140.674,325.833,288.688226988,1985,40.7220918301,167.894432983,435.478,1001.92,1985,65.6047533335,435.020699046,2220.25735702,434.754,199.431597782,12.175602152,-448.742,3.95523881366,3121.64842855,434.752952734
0.769605,1115.87536453,140.728,325.892,298.672518943,1986,73.6443313798,256.285352686,435.059,1179.32,1986,99.1944422813,434.744309958,2006.96270802,434.41,209.643246364,12.9578647996,-448.562,4.0153431155,3226.2794169,434.467688766
0.668801,433.563772095,140.769,325.957,507.75466934,1987,77.7017114195,332.515095076,435.816,917.893,1987,125.061049029,435.375945613,535.885669674,435.154,202.41979007,11.8604755111,-449.217,4.18956576378,3308.62666288,435.133470962
0.728452,1374.86602905,140.816,326.01,230.044899444,1988,37.0739497852,280.483753719,433.816,1055.59,1988,53.1199262991,433.405913731,2134.34291295,433.093,217.943245798,12.7341032017,-447.927,4.08633760885,3338.64183914,433.084957033
0.703029,1203.29549164,140.783,326.047,630.879661709,1989,49.7788234947,217.086725613,433.906,983.015,1989,113.362429668,433.525060387,1983.60074766,433.193,196.326534713,12.1339980003,-447.38,6.15761580654,3150.3598358,433.15256054
0.663915,681.384699587,140.814,326.145,342.527961216,1990,64.7844377979,24.2519894137,434.607,1087.09,1990,75.7654062275,434.208528523,672.424185516,433.942,153.321937416,12.5592131129,-448.471,4.17317310998,2711.46967248,433.953446898
0.761073,777.237070445,140.799,326.188,259.463792714,1991,36.1930202835,254.078172544,435.969,1032.84,1991,59.8093188134,435.626354564,973.285970474,435.354,194.771115642,12.3682720201,-449.339,3.5585156546,3088.7508167,435.341804235
0.745128,1117.3324899,140.823,326.268,781.096775631,1992,90.7081153783,243.521772952,433.796,1136.12,1992,186.826427772,433.361735039,2369.26078334,433.075,228.568668474,12.9739517956,-447.071,4.03912690347,3387.76977181,433.032915007
0.735727,477.895536059,140.838,326.357,276.856186683,1993,46.0268694622,233.21978923,434.604,1064.53,1993,60.9331124101,434.255078109,599.920342565,433.957,182.909225755,12.5410211221,-447.821,3.85398677184,1927.89030678,433.976497505
0.771871,593.102549867,140.897,326.416,320.099640848,1994,54.2287557728,152.564371309,435.102,1019.54,1994,77.1864426097,434.711272443,377.129989739,434.471,126.92146097,12.262338887,-448.215,4.2406726188,2984.09179486,434.467901349
0.699033,127.53612846,140.94,326.498,181.634929854,1995,27.7090454575,88.2339562871,434.103,1112.34,1995,35.1478942414,433.67287085,200.936804626,433.435,85.8121405106,12.8736495687,-448.414,3.51604546033,710.547977323,433.402348522
0.728894,782.895876588,140.999,326.568,148.685851152,1996,31.6674933911,268.86129528,436.3,1031.41,1996,36.3475026514,435.946285322,1049.04098655,435.642,206.074767596,12.1950731941,-449.728,4.06338238248,2815.87342699,435.642669586
0.723494,534.69561688,141.051,326.634,281.947667241,1997,33.2599577583,283.884566062,435.955,1077.24,1997,55.4885849994,435.55080001,1007.599151,435.36,212.727415811,12.569197883,-449.499,3.91741603915,2538.85056775,435.382420772
