Epoch,QFunRegParamNorm,MaxReturn,AverageDiscountedReturn,StdEsReturn,AverageQ,MinEsReturn,AverageAbsQ,AverageAction,AverageQLoss,AverageY,AveragePolicySurr,MaxEsReturn,StdReturn,AverageAbsY,MinReturn,AverageEsReturn,PolicyRegParamNorm,Iteration,AverageReturn,AverageAbsQYDiff
2455,358.475,6193.03971249,454.132783854,0.0,609.871,3837.42642791,609.871,0.981675,381.324,609.880262288,-612.623,3837.42642791,1664.35511889,609.882339699,1515.38471862,3837.42642791,211.928,2455,4963.043045,4.67730842673
2456,358.513,6377.92867507,459.674857408,0.0,609.279,4024.76517499,609.281,0.981121,425.787,609.287057995,-611.975,4024.76517499,1280.14984147,609.287156931,1914.00965849,4024.76517499,211.91,2456,5738.39557442,4.7781881386
2457,358.612,6143.51792675,449.207806206,0.0,609.914,4177.19331613,609.916,0.982275,439.333,609.917796271,-612.708,4177.19331613,162.746624097,609.920827851,5636.94184161,4177.19331613,211.888,2457,5847.3926348,4.87075485243
2458,358.728,6787.37237574,490.850076772,0.0,608.763,3859.17816889,608.765,0.981562,415.356,608.779141924,-611.513,3859.17816889,860.652947706,608.780438499,4083.78041281,3859.17816889,211.839,2458,6005.19857094,4.72913254918
2459,358.891,6537.6958183,477.676325201,0.0,609.063,4021.58210297,609.064,0.982166,464.947,609.070303307,-611.871,4021.58210297,1243.58037594,609.070540023,2191.47268659,4021.58210297,211.945,2459,5903.02715532,4.84084889582
2460,359.027,6403.19006806,457.998960697,0.0,608.695,3729.15819916,608.699,0.982529,463.518,608.698715099,-611.419,3729.15819916,177.819112402,608.700769547,5828.45491178,3729.15819916,211.988,2460,6111.77803402,4.79248049144
2461,359.084,6252.5124388,471.162067298,0.0,609.444,3864.13658722,609.446,0.981854,366.474,609.458177277,-612.245,3864.13658722,519.680425174,609.461388959,4641.43179457,3864.13658722,212.068,2461,5730.68008315,4.63271955243
2462,359.194,6261.34584739,422.710113873,0.0,609.435,3591.8677075,609.436,0.988918,328.494,609.431324868,-612.257,3591.8677075,2158.11841374,609.431342385,134.345354658,3591.8677075,212.128,2462,3922.64847195,4.42832749644
2463,359.273,6427.8588079,481.149175208,0.0,609.896,3396.14632135,609.899,0.979891,449.428,609.92159833,-612.598,3396.14632135,918.076136835,609.921697517,3223.10461943,3396.14632135,212.151,2463,5691.28108764,4.82594252203
2464,359.341,6255.81504544,449.154364831,0.0,608.472,3374.07369304,608.474,0.985811,306.431,608.475258135,-611.176,3374.07369304,1919.97145372,608.477585063,661.001438207,3374.07369304,212.171,2464,5009.71610939,4.40541592514
2465,359.524,6342.62402136,455.46681611,0.0,609.468,4208.53101568,609.472,0.98309,397.064,609.4818197,-612.133,4208.53101568,326.168719176,609.484166935,5120.26265235,4208.53101568,212.2,2465,5897.78279134,4.76796625493
2466,359.641,6359.06612528,457.541449203,0.0,608.978,4453.40073851,608.978,0.979387,436.79,608.991199083,-611.705,4453.40073851,152.52206685,608.991236662,5942.17477084,4453.40073851,212.212,2466,6098.24982551,4.82199964109
2467,359.732,5972.01757293,435.251208651,0.0,608.125,3869.55741991,608.125,0.983368,441.915,608.131472211,-610.785,3869.55741991,508.023669985,608.131507945,4049.26248685,3869.55741991,212.26,2467,5530.63101609,4.83473167202
2468,359.819,6399.87458334,442.163148494,0.0,609.149,3757.52801478,609.149,0.985103,432.159,609.152662776,-611.896,3757.52801478,1615.62867322,609.152681795,1294.17552274,3757.52801478,212.313,2468,5416.71839396,4.83708870393
2469,359.881,6708.67740512,477.82695951,0.0,608.406,3727.67418707,608.41,0.978204,409.044,608.413448188,-611.151,3727.67418707,238.357307626,608.413584172,5914.25764728,3727.67418707,212.365,2469,6320.78376383,4.77750865339
2470,360.03,6625.4262142,494.62132887,0.0,609.114,3230.46037826,609.115,0.978776,460.679,609.130029331,-611.956,3230.46037826,1126.64904504,609.130513677,2664.14723108,3230.46037826,212.301,2470,6018.93045041,4.93663484118
2471,360.084,6404.30135628,460.805933912,0.0,607.907,4233.07755919,607.907,0.981936,439.719,607.910422689,-610.647,4233.07755919,864.841457568,607.910682947,3264.44910967,4233.07755919,212.307,2471,5713.42926822,4.7759466248
2472,360.209,6108.78248598,452.037841181,0.0,608.676,3909.92350379,608.676,0.980106,382.296,608.672968847,-611.479,3909.92350379,211.45347883,608.673216421,5442.89608138,3909.92350379,212.321,2472,5758.93058377,4.66629482085
2473,360.261,6344.56865999,462.627259228,0.0,608.679,-256.49734129,608.679,0.980141,428.352,608.68700507,-611.444,-256.49734129,227.423751867,608.687314518,5559.87868651,-256.49734129,212.408,2473,5879.95641134,4.86160867602
2474,360.3,6402.80565415,468.58240957,0.0,608.615,4307.03611956,608.615,0.98404,351.732,608.631438648,-611.297,4307.03611956,166.100712183,608.631573678,5907.32072469,4307.03611956,212.466,2474,6134.21347291,4.63388887024
2475,360.329,6475.29450914,475.178162353,0.0,609.693,4165.28802274,609.697,0.981207,457.787,609.696354961,-612.531,4165.28802274,175.25769684,609.696733436,5916.24259181,4165.28802274,212.573,2475,6216.81794543,4.87090523833
2476,360.455,6507.46109603,462.919765361,0.0,609.708,3884.68509449,609.711,0.98442,370.929,609.72064683,-612.578,3884.68509449,1241.44515999,609.722140078,2138.66330073,3884.68509449,212.631,2476,5836.7394115,4.61374475103
2477,360.495,6241.07744572,448.723519833,0.0,609.157,3998.89905122,609.158,0.983748,367.225,609.168429433,-612.001,3998.89905122,384.857080065,609.16876269,4790.45359202,3998.89905122,212.612,2477,5797.05689779,4.63974520571
2478,360.584,6419.01409165,472.719405618,0.0,609.271,4243.88920855,609.273,0.981865,350.555,609.259834207,-612.115,4243.88920855,158.737585623,609.261151069,5852.55123142,4243.88920855,212.62,2478,6185.20076224,4.52723814393
2479,360.648,6610.15010318,490.585896607,0.0,610.875,3867.78700077,610.876,0.983977,320.763,610.882722375,-613.635,3867.78700077,120.002317409,610.884429956,6247.86326587,3867.78700077,212.666,2479,6415.19534222,4.48837573777
2480,360.737,6304.28134428,456.719027802,0.0,610.804,4128.17512559,610.807,0.984015,357.686,610.815669393,-613.446,4128.17512559,517.630049423,610.815713603,4295.84345492,4128.17512559,212.698,2480,5783.68589442,4.66232350878
2481,360.835,6894.37786565,495.992475048,0.0,609.943,4106.43945541,609.944,0.981588,405.408,609.958304686,-612.679,4106.43945541,1400.14806301,609.958418642,1924.59816129,4106.43945541,212.696,2481,6106.95026521,4.77966609925
2482,360.941,6409.18194426,473.086309836,0.0,609.323,3829.74875581,609.323,0.985085,422.062,609.332265477,-612.03,3829.74875581,991.960718206,609.334270336,2917.33285433,3829.74875581,212.731,2482,5855.10466595,4.85904788179
2483,361.018,6634.45035783,486.554771456,0.0,610.841,4310.66473547,610.842,0.978993,456.23,610.843139271,-613.512,4310.66473547,219.697518,610.843595257,6032.77259804,4310.66473547,212.784,2483,6373.78799642,4.85926421574
2484,361.06,6584.83595269,477.579335476,0.0,609.816,3733.83750365,609.82,0.979963,377.684,609.832797663,-612.515,3733.83750365,788.231972432,609.833831955,3789.83605382,3733.83750365,212.827,2484,6084.17055169,4.69254875873
2485,361.231,6759.14140353,490.122017499,0.0,609.209,3774.49854987,609.213,0.981571,488.152,609.223437388,-611.945,3774.49854987,518.735587619,609.224781203,4848.25870956,3774.49854987,212.863,2485,6351.22435992,5.03753162227
2486,361.354,6449.62312083,485.064443362,0.0,609.389,4321.84855261,609.389,0.983226,383.49,609.38728203,-612.102,4321.84855261,159.516697589,609.387643477,5854.36386988,4321.84855261,212.935,2486,6250.84410751,4.63246413453
2487,361.453,6857.77639838,442.375012396,0.0,609.448,4132.30562634,609.45,0.984697,470.308,609.449260911,-612.278,4132.30562634,1796.25313012,609.451316702,339.952359661,4132.30562634,212.949,2487,5679.777433,4.90962603204
2488,361.595,5750.43503735,414.402318246,0.0,609.579,4260.99399374,609.586,0.983068,320.704,609.58758996,-612.422,4260.99399374,368.421591441,609.593012267,4406.51725018,4260.99399374,212.998,2488,5368.98354908,4.50294205451
2489,361.666,6278.03270025,448.881753997,0.0,609.534,4161.51159461,609.539,0.980479,430.976,609.53486628,-612.251,4161.51159461,243.243454683,609.53751889,5417.89404926,4161.51159461,213.026,2489,5875.17771987,4.81916872843
2490,361.727,6644.49117897,461.360935718,0.0,609.432,4147.96192657,609.435,0.97645,365.118,609.433713813,-612.09,4147.96192657,211.214122221,609.438119258,5851.97276806,4147.96192657,213.068,2490,6112.813436,4.53669684521
2491,361.891,6337.66525502,461.658707433,0.0,609.399,3406.62763168,609.402,0.979224,511.477,609.420227849,-612.092,3406.62763168,1072.87105614,609.421482796,2512.11952411,3406.62763168,213.097,2491,5667.00708267,5.15980393748
2492,361.952,6165.02635332,437.898641149,0.0,610.013,3747.05047608,610.016,0.979151,393.819,610.020580143,-612.74,3747.05047608,982.928587299,610.02277756,2704.79808269,3747.05047608,213.161,2492,5613.43016062,4.81429116058
2493,362.02,6371.53141182,482.932108207,0.0,609.648,3838.37856526,609.654,0.978878,460.108,609.646140934,-612.405,3838.37856526,803.905195951,609.648158921,3509.26639532,3838.37856526,213.177,2493,5898.51838511,4.91928163823
2494,362.086,6538.55844712,476.052346196,0.0,609.738,4091.15993301,609.739,0.983607,418.946,609.742542909,-612.514,4091.15993301,1268.0519533,609.744000581,2097.69609219,4091.15993301,213.353,2494,5875.9984433,4.83143682581
2495,362.177,6445.99519428,462.127144162,0.0,608.673,4110.56524476,608.674,0.977329,445.742,608.688785046,-611.346,4110.56524476,162.358031593,608.689035603,5982.62974847,4110.56524476,213.383,2495,6246.71622994,4.91826625027
2496,362.264,6201.34784621,457.662559745,0.0,609.567,3537.70053247,609.572,0.976355,419.508,609.580571775,-612.295,3537.70053247,624.527176182,609.584511745,4033.48836996,3537.70053247,213.389,2496,5866.64524935,4.81294079611
2497,362.397,6182.15167696,449.109985303,0.0,609.295,3685.66244418,609.298,0.983089,389.585,609.304578405,-611.964,3685.66244418,120.29449327,609.305873952,5796.42783733,3685.66244418,213.42,2497,5990.22364687,4.75764636569
2498,362.498,6041.8874203,448.224645401,0.0,608.182,3347.51071878,608.182,0.980335,416.122,608.179399258,-610.872,3347.51071878,1636.56250941,608.179410264,639.62572313,3347.51071878,213.387,2498,5204.90949326,4.80299737299
2499,362.537,6152.50463133,436.057057745,0.0,609.503,1424.33975233,609.505,0.981059,322.39,609.510651236,-612.284,1424.33975233,455.264054288,609.512746534,4341.65406487,1424.33975233,213.381,2499,5637.31670555,4.53554583562
2500,362.631,6167.26527491,409.072113715,0.0,609.648,4031.03296014,609.651,0.984212,357.846,609.666972377,-612.347,4031.03296014,2284.15690817,609.667519743,56.7740914635,4031.03296014,213.42,2500,4707.97852812,4.66384791231
2501,362.71,6217.63152805,444.332512566,0.0,609.221,4231.93457369,609.222,0.98161,427.825,609.22319167,-611.953,4231.93457369,143.134861855,609.223204336,5784.03162579,4231.93457369,213.506,2501,5984.37132798,4.80646642449
2502,362.81,6392.15051262,470.945143392,0.0,608.792,3715.08264281,608.793,0.978781,410.26,608.803347572,-611.455,3715.08264281,824.247642162,608.803713935,3507.55277297,3715.08264281,213.496,2502,5966.01546008,4.80468536719
2503,362.878,5783.65825075,408.309566803,0.0,608.839,3643.3849813,608.841,0.987107,409.144,608.85378583,-611.531,3643.3849813,1451.11066371,608.854164108,603.355282083,3643.3849813,213.483,2503,4907.99913594,4.78013700061
2504,362.963,6592.4709669,447.811746332,0.0,608.49,3954.82896759,608.493,0.983916,431.428,608.484735232,-611.242,3954.82896759,576.409180123,608.485200774,4461.50165341,3954.82896759,213.529,2504,6096.84392746,4.91701468646
2505,363.034,5965.95070254,427.877205929,0.0,609.797,4079.9728513,609.8,0.984789,382.095,609.79927753,-612.477,4079.9728513,1702.82748772,609.801830633,96.2504454467,4079.9728513,213.54,2505,5180.87175626,4.77103940943
2506,363.123,6189.09280243,399.057167844,0.0,609.89,3908.96607372,609.891,0.982564,315.492,609.91802212,-612.548,3908.96607372,1886.96756277,609.918145978,-265.003636478,3908.96607372,213.611,2506,4915.2448115,4.5280964554
2507,363.238,6000.28474181,447.57220514,0.0,610.105,4055.26414088,610.108,0.980057,480.711,610.100923452,-612.775,4055.26414088,277.234258787,610.10124997,5028.1001126,4055.26414088,213.682,2507,5687.6792122,5.00521889851
2508,363.297,6888.25438339,476.164278886,0.0,609.163,3720.21199682,609.167,0.981867,480.893,609.176111453,-611.825,3720.21199682,1789.97935432,609.177353534,503.27263167,3720.21199682,213.69,2508,5685.76613168,5.1107724887
2509,363.394,6233.97122913,451.266551379,0.0,608.807,4268.17430565,608.807,0.982127,419.57,608.821024539,-611.494,4268.17430565,521.793590293,608.822005905,4461.94922234,4268.17430565,213.803,2509,5727.2652748,4.78121729673
2510,363.493,6260.96375302,461.740777684,0.0,608.592,4164.11277203,608.596,0.983896,466.995,608.584457798,-611.298,4164.11277203,1374.32897457,608.584538765,2647.58022444,4164.11277203,213.781,2510,5207.5053411,4.88518588733
2511,363.645,6626.81716021,476.510708176,0.0,609.787,4100.55383722,609.789,0.984364,490.945,609.798730069,-612.522,4100.55383722,1406.23341246,609.799537885,1726.28224316,4100.55383722,213.778,2511,5925.6435167,4.94765400989
2512,363.697,6060.06976888,428.287834569,0.0,609.386,4136.84502184,609.386,0.982504,308.971,609.401438875,-612.081,4136.84502184,159.208917822,609.401499428,5494.64517908,4136.84502184,213.752,2512,5640.92362729,4.50525403498
2513,363.843,6364.39610284,467.894234088,0.0,609.516,4111.64275234,609.516,0.984526,334.696,609.518515925,-612.232,4111.64275234,1287.73298912,609.518534804,1839.01452046,4111.64275234,213.801,2513,5599.08203683,4.60229919588
2514,363.957,6306.43039,458.934810212,0.0,609.025,4262.74020894,609.026,0.984288,369.046,609.039180931,-611.768,4262.74020894,115.385081246,609.04034082,5868.87941877,4262.74020894,213.84,2514,6051.37594544,4.71442194717
2515,364.085,6299.11162141,469.499470717,0.0,608.297,3494.25678825,608.302,0.980717,431.555,608.303283983,-610.99,3494.25678825,395.297133521,608.305631314,4821.82128329,3494.25678825,213.895,2515,5916.98453396,4.99041029284
2516,364.142,6318.88947402,457.582121707,0.0,608.798,3774.17343474,608.799,0.982783,413.591,608.800828857,-611.576,3774.17343474,1428.98155704,608.801354834,1324.25138266,3774.17343474,213.987,2516,5560.72275178,4.87437093531
2517,364.246,6173.2111534,441.985024473,0.0,609.151,4284.40723911,609.152,0.988047,407.858,609.18362483,-611.745,4284.40723911,579.786508735,609.183816024,4024.68776078,4284.40723911,213.991,2517,5720.86134563,4.81421440823
2518,364.318,6746.30888145,461.123484605,0.0,609.68,3922.73802488,609.68,0.981719,375.003,609.67675208,-612.296,3922.73802488,1277.20895576,609.676907004,2144.97147426,3922.73802488,214.032,2518,5890.73406413,4.75084542572
2519,364.41,6436.3393056,478.461867751,0.0,608.76,3996.37017599,608.76,0.988533,398.121,608.774029513,-611.263,3996.37017599,501.164247861,608.774133149,4615.03338338,3996.37017599,214.168,2519,6066.18819377,4.78809289106
2520,364.49,6857.72116963,497.725362479,0.0,608.588,3807.01398532,608.589,0.983241,445.354,608.572885403,-611.227,3807.01398532,133.133137414,608.574801994,6440.64499572,3807.01398532,214.222,2520,6671.4050424,4.91450634998
2521,364.537,7037.46188196,502.618334679,0.0,609.687,3473.31939799,609.69,0.983561,387.61,609.715808099,-612.442,3473.31939799,466.894184785,609.715843297,5330.97598982,3473.31939799,214.264,2521,6420.67751388,4.82500979273
2522,364.636,7142.20984776,525.273834162,0.0,608.505,4025.44650893,608.507,0.98117,439.933,608.514370157,-611.251,4025.44650893,180.861442296,608.514521604,6558.37234636,4025.44650893,214.343,2522,6859.02994092,4.88323714768
2523,364.69,6633.78722735,490.994815402,0.0,609.519,3575.06289532,609.52,0.981414,361.806,609.530229066,-612.276,3575.06289532,1087.32102724,609.531417001,3376.34750478,3575.06289532,214.314,2523,5927.73547829,4.55676746343
2524,364.823,6771.54684416,471.356657288,0.0,609.503,4022.58067405,609.503,0.984624,466.167,609.510791974,-612.174,4022.58067405,150.182031386,609.511977392,6298.00716463,4022.58067405,214.336,2524,6529.1264948,4.81880551246
2525,364.898,6775.6259752,491.437123257,0.0,609.574,3805.42919463,609.576,0.986096,338.1,609.590815435,-612.169,3805.42919463,499.157407785,609.592780299,4825.04426422,3805.42919463,214.352,2525,6244.79659673,4.53686788986
2526,364.974,6266.44880522,440.599097476,0.0,608.949,3592.99113536,608.95,0.987184,431.019,608.952004636,-611.56,3592.99113536,492.553006628,608.952571499,4406.52097496,3592.99113536,214.407,2526,5767.22862346,4.82927443191
2527,365.091,6161.14189951,428.538193432,0.0,607.847,4209.74599835,607.851,0.986972,489.83,607.856411841,-610.489,4209.74599835,1919.21671199,607.858060344,408.11592299,4209.74599835,214.424,2527,4950.51153699,5.00164629086
2528,365.213,6455.75594995,462.25742236,0.0,608.095,3953.14917487,608.102,0.983187,474.45,608.110295574,-610.814,3953.14917487,115.819271559,608.113545536,6087.73185588,3953.14917487,214.501,2528,6253.01733592,4.92241196863
2529,365.225,6909.28661584,491.194944287,0.0,606.804,4254.12922912,606.805,0.982418,337.362,606.806028214,-609.454,4254.12922912,1283.87054989,606.809697404,2409.34167756,4254.12922912,214.531,2529,6218.69239341,4.52090663454
2530,365.344,5497.0181216,408.400975763,0.0,607.279,3781.96422836,607.282,0.983715,471.466,607.299663761,-609.872,3781.96422836,144.816100844,607.301349688,5052.87234008,3781.96422836,214.501,2530,5278.6352534,4.89658275452
2531,365.419,6396.52070579,463.120592938,0.0,607.388,4332.28927654,607.39,0.983516,475.023,607.37760371,-609.935,4332.28927654,151.460978903,607.379140178,5854.93796651,4332.28927654,214.599,2531,6211.30724733,4.91245416405
2532,365.519,6635.0039306,466.308616665,0.0,607.721,3822.15414266,607.723,0.978904,346.053,607.73632619,-610.315,3822.15414266,145.678029642,607.737820247,6053.92685772,3822.15414266,214.627,2532,6264.8878891,4.51517274021
2533,365.647,6399.75442854,473.323168763,0.0,607.668,3815.5935562,607.669,0.980227,447.953,607.672396921,-610.35,3815.5935562,162.522747895,607.672606369,5863.27182764,3815.5935562,214.694,2533,6181.6734686,4.81288505749
2534,365.713,6227.85585688,434.053943309,0.0,608.12,3911.9865511,608.121,0.985717,359.54,608.120662491,-610.882,3911.9865511,139.995459714,608.12097707,5718.66068388,3911.9865511,214.701,2534,5860.0881781,4.43502996274
2535,365.799,6713.15039047,478.23168224,0.0,607.977,3908.82283579,607.981,0.981563,440.875,607.981732956,-610.641,3908.82283579,1408.01372497,607.982366761,1577.02004891,3908.82283579,214.737,2535,5733.0162842,4.86043999411
2536,365.924,6771.36731664,502.910249172,0.0,608.157,3861.33485133,608.157,0.978256,437.297,608.16321183,-610.772,3861.33485133,952.910827026,608.163453282,3477.15198514,3861.33485133,214.801,2536,6307.65943956,4.75502242783
2537,366.028,6608.56464493,468.845182426,0.0,607.154,3884.63640182,607.154,0.984854,423.504,607.184096864,-609.849,3884.63640182,1146.153922,607.184193275,2845.96354102,3884.63640182,214.796,2537,5685.71111142,4.70478191371
2538,366.135,6706.63196785,476.625611195,0.0,607.018,4257.70615873,607.022,0.980092,424.496,607.019021424,-609.599,4257.70615873,1617.99237093,607.021193203,1078.74295695,4257.70615873,214.841,2538,5912.72589516,4.80733688826
2539,366.307,5940.9912936,457.773226271,0.0,606.531,4055.07808947,606.537,0.983058,539.788,606.540922718,-609.231,4055.07808947,103.634067557,606.543292815,5561.52780095,4055.07808947,214.833,2539,5765.57267358,5.08564072207
2540,366.398,5851.73154332,449.966256508,0.0,606.83,3977.87358347,606.831,0.981572,483.283,606.82950434,-609.484,3977.87358347,649.881288994,606.829718218,3581.63485544,3977.87358347,214.831,2540,5372.74367136,4.91876166802
2541,366.466,5827.24768415,446.325014242,0.0,606.157,3700.934944,606.158,0.979877,415.848,606.179525696,-608.831,3700.934944,569.026069282,606.180406062,3835.00625135,3700.934944,214.932,2541,5488.65095941,4.70939773148
2542,366.572,6205.39691874,463.730066347,0.0,606.782,4077.06226124,606.786,0.983513,391.009,606.766475034,-609.417,4077.06226124,1481.77450661,606.766793888,1138.70482523,4077.06226124,214.972,2542,5566.0147647,4.62283523765
2543,366.71,6439.05325749,468.921526839,0.0,606.536,4011.60820314,606.537,0.983325,463.495,606.560689786,-609.12,4011.60820314,1386.0249614,606.562830261,1549.93585875,4011.60820314,215.023,2543,5682.11501918,4.90942041188
2544,366.825,6578.92280566,487.642180659,0.0,606.431,3559.9172682,606.433,0.978373,485.361,606.435795066,-609.017,3559.9172682,1057.44146401,606.435826641,2855.7404104,3559.9172682,215.156,2544,5967.35649568,4.98068697428
2545,366.926,6281.97315058,450.779902079,0.0,606.076,3995.20299807,606.083,0.984514,417.185,606.113343518,-608.805,3995.20299807,769.548452082,606.117874002,3457.91474152,3995.20299807,215.154,2545,5682.91529924,4.83281163671
2546,367.012,6073.35819583,450.948728369,0.0,606.4,4287.13376422,606.403,0.980569,437.603,606.379740963,-609.082,4287.13376422,1212.38097045,606.382340354,1862.1483622,4287.13376422,215.197,2546,5481.43402632,4.89075201767
2547,367.099,6340.65523473,446.34677636,0.0,607.245,4141.64120003,607.253,0.980452,371.832,607.258131215,-609.977,4141.64120003,1522.59564868,607.259653354,1122.74846075,4141.64120003,215.254,2547,5637.18604919,4.64366069836
2548,367.174,6712.79168219,480.325924164,0.0,606.706,3944.47219207,606.707,0.98387,513.338,606.723596619,-609.306,3944.47219207,1955.61830362,606.723843224,634.796995581,3944.47219207,215.344,2548,5198.49677036,4.98851837241
2549,367.235,6376.23557883,437.336239632,0.0,605.855,4240.13462205,605.859,0.986376,324.894,605.859356061,-608.479,4240.13462205,1799.4997573,605.861133012,89.4599541626,4240.13462205,215.513,2549,5472.26310186,4.56446716116
2550,367.342,6587.21480868,479.878722569,0.0,605.862,3924.85270374,605.866,0.983628,493.834,605.881343132,-608.565,3924.85270374,1741.56829301,605.881617371,667.585026523,3924.85270374,215.584,2550,5594.58192948,4.95909932335
2551,367.502,6756.32799174,474.458660989,0.0,607.243,3482.31284224,607.246,0.981773,356.247,607.238230707,-609.81,3482.31284224,148.275812725,607.23933846,6296.4858135,3482.31284224,215.55,2551,6456.84999693,4.62076086633
2552,367.622,6649.70760195,482.43372254,0.0,607.636,4365.68209136,607.636,0.979147,395.4,607.647223102,-610.303,4365.68209136,1038.39362107,607.647742589,3026.27750363,4365.68209136,215.599,2552,6121.91162652,4.71957181166
2553,367.756,6646.41895177,479.829269805,0.0,606.092,2951.53266435,606.094,0.980021,473.256,606.095636747,-608.84,2951.53266435,1554.05086439,606.098292496,1204.15155309,2951.53266435,215.611,2553,5592.24937005,4.94267807751
2554,367.84,6608.27142908,473.186014795,0.0,606.281,3968.05446051,606.282,0.980795,354.324,606.280425617,-609.025,3968.05446051,1937.41760429,606.280464252,1158.90864261,3968.05446051,215.617,2554,5524.40961856,4.5609384229
2555,367.983,6201.38017372,466.104591937,0.0,607.167,4051.19389144,607.168,0.983621,476.295,607.188403194,-609.969,4051.19389144,123.93937014,607.188636088,5775.21057689,4051.19389144,215.685,2555,6032.12966311,4.97705663233
2556,368.061,6429.9576792,465.629331927,0.0,606.151,2767.99880071,606.152,0.986312,440.196,606.16374222,-608.775,2767.99880071,297.12155576,606.16386376,5312.93586238,2767.99880071,215.698,2556,6127.24845251,4.83451913876
2557,368.159,6892.47404492,494.473071817,0.0,606.214,2567.46683122,606.216,0.981702,439.68,606.214465844,-608.938,2567.46683122,178.522476193,606.21501607,6288.11860374,2567.46683122,215.721,2557,6486.14246377,4.78345259852
2558,368.212,6727.88808469,482.394678091,0.0,605.239,97.8839748154,605.242,0.985651,428.637,605.254559576,-608.03,97.8839748154,1876.11950419,605.255477767,285.447316322,97.8839748154,215.723,2558,5903.44360231,4.77183696386
2559,368.321,6150.00093444,454.837346484,0.0,604.824,361.576623052,604.826,0.981969,354.869,604.835130535,-607.544,361.576623052,1372.94910513,604.835253615,1419.33436615,361.576623052,215.724,2559,5114.76832626,4.60079523691
2560,368.42,6279.75014406,393.35833461,0.0,604.516,4232.6228296,604.518,0.990676,353.66,604.531954159,-607.226,4232.6228296,2320.33900402,604.532376612,-47.5723094689,4232.6228296,215.79,2560,2521.16784872,4.66191880505
2561,368.481,6025.21055635,450.607484086,0.0,605.244,3832.92171167,605.247,0.981344,387.251,605.253780876,-608.024,3832.92171167,663.410337194,605.254791917,3674.94980917,3832.92171167,215.794,2561,5598.94743144,4.71185896706
2562,368.583,6161.53447281,458.92972068,0.0,605.425,3727.82712598,605.429,0.981139,334.27,605.422912548,-608.201,3727.82712598,162.001386861,605.424253589,5621.56932036,3727.82712598,215.79,2562,5996.38807843,4.5586318483
2563,368.702,6275.66610135,447.078062214,0.0,605.96,3764.07152398,605.966,0.981843,365.03,605.974046759,-608.769,3764.07152398,265.317763159,605.974722232,5246.98828149,3764.07152398,215.819,2563,5895.36863249,4.76739089377
2564,368.834,6075.99565821,439.609511854,0.0,607.612,3915.55109292,607.615,0.983754,423.715,607.6231332,-610.476,3915.55109292,387.615287186,607.623244546,4824.63787336,3915.55109292,215.814,2564,5564.36105741,4.82793707761
2565,368.888,6257.06600604,452.733230268,0.0,606.395,3986.01027994,606.396,0.983542,483.01,606.395330957,-609.017,3986.01027994,755.07634164,606.398057634,3687.73640727,3986.01027994,215.889,2565,5771.55748946,5.03928816686
2566,368.942,6389.68919259,481.36677736,0.0,606.763,4242.39534744,606.764,0.981618,409.058,606.777750829,-609.482,4242.39534744,1303.67845974,606.779360188,1980.55389122,4242.39534744,215.958,2566,5487.68600089,4.80079259056
2567,369.051,5991.56083022,431.738798226,0.0,606.259,3918.19934662,606.259,0.981483,437.507,606.284328902,-608.984,3918.19934662,612.977207852,606.284368002,3707.65530547,3918.19934662,215.998,2567,5368.7315432,4.92414627953
2568,369.165,5852.9465941,424.916474951,0.0,607.475,4337.93670593,607.48,0.98462,334.611,607.459195409,-610.204,4337.93670593,86.7756032912,607.459246626,5585.18788956,4337.93670593,216.066,2568,5686.54439002,4.65722364986
2569,369.222,6273.65463719,484.262529594,0.0,605.772,1964.90936494,605.774,0.979178,353.833,605.794308745,-608.529,1964.90936494,226.815825626,605.79892658,5493.6931267,1964.90936494,216.081,2569,5941.14963627,4.64455372563
2570,369.328,6809.43164875,500.387087051,0.0,606.962,4575.22664787,606.963,0.981064,429.006,606.969147101,-609.641,4575.22664787,930.160316154,606.970344967,3583.17692616,4575.22664787,216.158,2570,6269.02122642,4.74609095567
2571,369.392,6902.35137304,510.322294889,0.0,605.704,4298.0287316,605.706,0.979916,378.025,605.721391065,-608.398,4298.0287316,1595.37427786,605.723471251,1301.50053834,4298.0287316,216.256,2571,6064.75804216,4.7605006471
2572,369.551,6550.08046836,477.207680906,0.0,605.715,4182.70188771,605.716,0.979262,473.23,605.723059407,-608.428,4182.70188771,1438.21214663,605.725409926,1514.34853222,4182.70188771,216.234,2572,5781.05263368,4.99874509437
2573,369.638,6606.66345606,479.664436915,0.0,605.134,3970.41320166,605.135,0.983854,447.094,605.133140722,-607.755,3970.41320166,1226.58860507,605.134627304,2689.80618222,3970.41320166,216.226,2573,5660.66083678,4.84164992936
2574,369.743,6797.62473838,482.731826562,0.0,604.814,3915.88200889,604.817,0.980566,492.237,604.822572425,-607.471,3915.88200889,198.723313859,604.822785078,6132.3163137,3915.88200889,216.3,2574,6322.40167793,5.0205142659
2575,369.843,6724.46148037,491.547953128,0.0,606.15,4287.8655822,606.154,0.982206,421.012,606.148708079,-608.763,4287.8655822,162.710270408,606.151277154,6238.84935767,4287.8655822,216.3,2575,6445.19502374,4.69697091874
2576,369.98,6224.90401704,434.928312489,0.0,605.465,3882.77036477,605.471,0.984953,447.942,605.480502203,-608.057,3882.77036477,394.182172142,605.483709689,4762.91974079,3882.77036477,216.39,2576,5784.82756111,4.87167695398
