Epoch,AverageEsReturn,MaxReturn,MaxEsReturn,MinReturn,AverageAbsQYDiff,AveragePolicySurr,AverageReturn,AverageAbsQ,AverageAbsY,PolicyRegParamNorm,AverageQ,AverageY,QFunRegParamNorm,AverageQLoss,AverageDiscountedReturn,AverageAction,MinEsReturn,Iteration,StdReturn,StdEsReturn
1496,24.0109977088,997.729675184,107.686626166,991.847100113,12.1454335428,-501.865,993.378515465,486.549,486.078566148,125.952,485.903,485.899794539,319.632,1339.9,95.4312669136,0.369983,4.73404831272,1496,1.75449025278,26.2341403604
1497,38.572065236,2362.0840619,402.391896257,435.012397919,12.0099719843,-502.018,1019.61467408,486.859,486.367362603,125.979,486.201,486.205030077,319.774,1264.48,208.557441877,0.620314,4.73575505892,1497,576.690576316,69.3652457921
1498,18.3491834016,988.939328233,161.032112765,987.273095364,12.1961735226,-502.806,988.188789753,487.549,487.1369377,125.987,486.926,486.949148157,319.87,1296.49,93.7832302007,0.166635,4.49703877066,1498,0.56694112643,24.2919692061
1499,37.2518039135,1447.21540632,304.665667181,192.651113564,12.025527208,-503.349,508.357949439,487.526,487.141800977,126.019,486.927,486.965648409,320.022,1246.97,173.939717413,0.655244,5.28939486808,1499,288.880393835,53.7517680941
1500,27.988335499,848.480901888,185.579066076,17.8044092738,12.1865826908,-503.206,93.589366729,487.589,487.11608333,126.044,486.943,486.938706844,320.217,1333.95,35.6479447766,0.44051,5.43913792599,1500,153.655814777,38.052654276
1501,25.801415419,2454.18679953,145.445797136,196.811889825,12.1089524707,-503.779,904.182262062,487.913,487.453417712,126.054,487.296,487.2836695,320.335,1294.79,180.557109855,0.689321,4.44668907861,1501,569.67935137,30.0732350112
1502,22.0910720673,2781.56154168,91.7918321965,287.674515611,12.4449800995,-503.934,1270.60136209,488.44,488.025816703,126.058,487.783,487.838853206,320.458,1360.0,236.507949588,0.737006,4.95217501778,1502,612.968534335,21.7676878513
1503,20.2970174178,1378.62648126,94.5202224504,165.367700482,12.4625827303,-503.965,391.065034146,488.327,487.83915027,126.064,487.689,487.671553914,320.57,1403.72,156.194553504,0.662422,4.38659871509,1503,302.29535398,21.378275105
1504,19.3353861199,2071.28610075,134.488565959,170.288345052,12.1659571458,-504.123,701.925543407,488.614,488.072815923,126.111,487.968,487.910672942,320.712,1310.22,185.491525694,0.690909,5.07446484807,1504,386.723750703,24.5165937729
1505,26.1211464656,1392.63109612,165.402822928,235.55091062,12.6588097901,-504.217,580.222785796,488.863,488.427257672,126.176,488.195,488.258559977,320.798,1408.34,164.959434354,0.723089,5.11696903814,1505,277.046837192,32.6646421975
1506,29.9904750613,2707.43643141,213.855642597,164.662917084,12.2049048649,-504.345,554.068332648,488.475,488.016029317,126.208,487.83,487.840304104,320.936,1311.22,173.55864007,0.717401,4.5066940256,1506,450.111270701,42.1518747699
1507,21.5222468673,2010.71651903,68.9443712583,184.177695684,12.0894069939,-505.214,678.916449137,489.848,489.391654591,126.229,489.239,489.237068165,321.057,1340.64,182.773490761,0.684808,4.95565503544,1507,496.452739881,19.2879411951
1508,30.2109456382,2155.85768331,141.513157321,292.139219377,12.6672616839,-505.398,941.698650194,489.521,489.085101448,126.256,488.862,488.884719486,321.214,1440.91,212.179191938,0.731448,5.23413252206,1508,460.691480586,32.4572390713
1509,24.478111549,2280.83362269,337.061708535,253.373862277,12.2199678522,-504.765,442.682733968,489.041,488.596023227,126.268,488.375,488.37397747,321.307,1358.36,149.390280415,0.683397,5.18778298447,1509,347.821497933,48.3321268993
1510,22.7666143351,1547.57302181,97.6551693409,184.045045531,12.2346011561,-505.561,795.382656026,490.346,489.945658741,126.287,489.755,489.746201335,321.405,1382.66,209.226553764,0.760158,5.032683272,1510,315.164010712,20.3015473099
1511,30.5504495872,2522.91655165,140.889604489,131.732952057,12.2427722861,-505.465,984.489424753,489.844,489.428519822,126.292,489.185,489.194525782,321.52,1359.15,174.567179628,0.656398,5.61401091135,1511,779.019525771,38.2360776353
1512,38.9022270653,2497.51071874,104.42037075,206.761787197,12.339482691,-505.284,459.704791684,489.796,489.301890977,126.288,489.047,489.076998712,321.609,1349.7,160.136207028,0.74447,5.15603564055,1512,421.583970907,29.9639808686
1513,43.245087736,1352.26300392,234.888520096,187.744033484,12.4277853336,-505.486,363.066643806,489.343,488.837498966,126.301,488.631,488.620555589,321.753,1364.35,156.2349125,0.760428,6.19304296662,1513,227.347640272,57.5779666502
1514,32.0161361277,1776.79340811,167.419309278,143.662705345,12.2276251699,-505.545,272.102782297,489.802,489.314793886,126.332,489.042,489.06802736,321.89,1343.95,136.109784118,0.745998,4.34703490786,1514,199.436811592,42.5644481707
1515,36.5608966001,2341.79908226,245.823453826,161.112784432,12.2056965665,-506.138,434.114832137,490.198,489.699918926,126.386,489.455,489.468054033,321.983,1284.65,153.720599194,0.711648,4.93574757549,1515,441.623123093,47.3763014667
1516,35.3095008502,1001.37023523,277.909934409,199.116390725,12.7106453176,-505.456,352.22134669,489.96,489.391923875,126.427,489.165,489.179042547,322.115,1407.63,159.132939452,0.677905,6.62170896322,1516,171.389614449,50.5922113649
1517,59.4523860485,933.59588575,351.436299558,186.399436422,12.2216776461,-506.014,393.313590636,490.577,490.085875108,126.457,489.901,489.903966839,322.245,1338.07,167.48813045,0.651848,5.41426142767,1517,152.13072478,85.117521069
1518,38.1174981026,1538.03152011,242.369576437,273.716740591,12.7454246002,-506.504,497.458052129,490.23,489.78736507,126.476,489.558,489.583084978,322.395,1430.76,185.128520898,0.632295,5.27617541972,1518,215.251455529,53.7640648242
1519,30.5495312131,568.112660775,388.332895145,165.393738695,12.0638597587,-506.1,325.534871477,490.729,490.24509657,126.474,489.998,490.008530639,322.572,1296.51,156.961660675,0.667315,6.53718330687,1519,110.288044733,57.8331329338
1520,28.8576791512,1166.56639413,238.228164017,326.512257199,12.3994227928,-506.064,538.441885883,490.224,489.742355278,126.538,489.452,489.471919206,322.701,1380.58,194.742095663,0.668054,6.41865633921,1520,217.259235953,39.6686444372
1521,40.1089004526,1444.2800612,195.444211994,90.0824559745,12.5813243956,-505.645,696.503139968,489.891,489.377465904,126.55,489.151,489.123314296,322.844,1388.41,196.960081915,0.646186,6.52658422055,1521,354.811583241,43.6131740086
1522,42.7662768531,1745.08646923,389.565000618,182.11425039,12.0737717006,-505.618,516.313942363,489.924,489.462494009,126.598,489.237,489.261611719,323.007,1286.63,184.440548648,0.631681,4.15467415476,1522,261.535872514,69.8782714533
1523,37.3369763359,1075.85137124,118.73693124,53.9937902299,12.1766624573,-505.454,447.257328623,489.88,489.391507233,126.625,489.213,489.223591896,323.114,1334.04,173.094130748,0.667085,5.82573622706,1523,232.082013255,32.9403848594
1524,43.3989185275,1311.94310065,225.233776682,261.479891731,12.4437953229,-505.698,675.326314039,490.318,489.762749547,126.658,489.639,489.616041077,323.252,1405.64,208.849174057,0.696797,5.59484664632,1524,291.354603632,48.6801391074
1525,42.9423111288,1396.76945729,281.536360289,26.4758314114,12.4406685389,-505.221,336.5545896,489.684,489.257581079,126.69,489.069,489.097684698,323.337,1426.06,124.023371003,0.674043,5.74881803068,1525,313.728814619,54.5310007652
1526,43.9019955601,845.542289258,164.312547881,183.87568893,12.1591359932,-504.859,569.928605134,489.727,489.258418967,126.733,489.094,489.108791357,323.49,1368.31,191.765848474,0.589557,5.82197657354,1526,122.880466564,45.2834314987
1527,67.9863562243,1461.69412355,380.259903652,228.512902642,11.9630868153,-504.864,487.924791739,489.394,488.921215783,126.782,488.756,488.777153895,323.643,1294.3,175.970298693,0.709415,6.83515235838,1527,305.63936847,82.6471094977
1528,39.1758079662,1488.87089075,200.541821423,183.54477659,11.9057581099,-504.003,658.911204016,488.666,488.158096322,126.849,488.008,487.980902309,323.829,1328.9,188.391077397,0.709317,5.58099341565,1528,406.482723619,43.898502026
1529,31.8041917453,1192.24308516,149.992982893,158.005589062,12.2481048682,-504.025,315.173696116,488.798,488.296346443,126.905,488.086,488.099533726,323.975,1339.24,149.801248909,0.652879,4.27776090921,1529,150.056265255,32.5301759869
1530,30.5286872272,1896.27392188,246.861825884,323.172682222,12.0331317452,-503.871,725.363468112,488.873,488.323071006,126.904,488.146,488.142246703,324.095,1273.84,218.305308216,0.765706,5.56688114795,1530,256.855602693,40.3591270855
1531,43.3380550389,1979.80386088,466.380343269,417.720001757,12.3518757864,-502.855,935.947095281,487.756,487.276957742,126.939,487.062,487.085219014,324.157,1359.76,226.459266987,0.745519,6.13286141524,1531,425.215627562,76.7588588639
1532,41.426975082,2177.81472234,311.05446404,458.152444986,12.3557537455,-503.31,875.082194632,487.314,486.765155143,126.984,486.598,486.583323416,324.297,1397.06,227.426925041,0.756527,6.65586645316,1532,291.109141795,67.4716754779
1533,39.3280072678,1096.53705657,135.112445226,240.293631163,12.3406412144,-502.202,737.234390333,486.976,486.482325811,127.039,486.268,486.29500164,324.4,1410.07,214.210880084,0.726874,5.75087449884,1533,206.873763611,34.0620548858
1534,56.7887801054,1276.94593101,460.08115843,230.669768062,12.201371736,-501.918,548.998531008,486.946,486.425329285,127.07,486.224,486.213372342,324.491,1355.64,191.857463456,0.715076,5.51009404211,1534,227.56464268,105.801607526
1535,46.2404976957,820.590749474,517.627879549,202.251775839,11.9252569339,-503.066,352.595591311,487.522,487.03695637,127.096,486.768,486.796655993,324.618,1267.7,158.573331279,0.65287,5.29273297747,1535,157.913616808,85.9845792486
1536,40.0130647531,1423.78202246,315.645729631,213.437485659,12.499113029,-502.451,417.139091473,486.845,486.29762646,127.156,486.105,486.102397355,324.718,1369.43,175.076958465,0.603802,4.48554720376,1536,198.548283573,63.0054264783
1537,30.3304184976,509.828708235,158.230130584,207.638881751,12.298865978,-501.98,287.444620523,486.213,485.671728954,127.178,485.488,485.472330135,324.852,1347.04,144.76157467,0.598015,5.32815848643,1537,80.2019148764,30.5390435038
1538,39.5870605201,1544.32523514,205.916127768,205.484679958,12.2048184801,-501.345,391.574760278,486.407,485.897156042,127.269,485.674,485.674736834,324.935,1303.84,161.093862232,0.744416,5.09408789946,1538,236.158434789,46.8554132049
1539,35.9256255927,1467.73847717,161.373903604,215.011289545,12.7165140624,-501.044,370.714438622,485.814,485.29945271,127.335,485.051,485.073400967,325.038,1413.11,149.15160137,0.65493,5.62036712864,1539,293.754647009,42.3408940091
1540,48.4958001265,983.045127562,656.614166448,981.302419654,12.2273873611,-501.053,982.03478051,485.725,485.236542737,127.343,485.016,485.011285553,325.115,1328.69,89.1720666041,0.331146,5.23000606057,1540,0.576204660227,116.879513117
1541,31.2577541301,1454.85008796,113.540408859,190.67682815,12.2141655132,-500.809,418.639771881,485.37,484.904273839,127.33,484.642,484.666391491,325.277,1308.11,158.808446446,0.69454,5.57603612546,1541,264.081390159,29.5587970263
1542,35.2579632213,836.063993018,269.050378519,229.869164151,12.5317351136,-500.597,364.208761161,484.704,484.205641709,127.345,483.94,483.930280803,325.368,1388.4,169.788941602,0.653745,4.85246368311,1542,101.8977963,51.229043639
1543,17.8782433916,1260.18212271,83.4248519547,328.01312818,12.5470743972,-500.319,631.563435459,484.812,484.364442823,127.413,484.05,484.074406222,325.543,1428.64,182.315105677,0.690733,4.75869893887,1543,236.918456491,18.0877071192
1544,55.3198542,986.055227642,576.453117107,984.192009912,12.1541782201,-501.014,985.168751717,485.062,484.547234715,127.416,484.305,484.300332329,325.659,1316.16,91.7360022441,0.323914,4.63703484999,1544,0.558187461274,117.1665324
1545,30.3013821148,1420.77514333,161.991525501,210.584639505,12.1637435025,-501.269,587.183196962,485.696,485.214844456,127.443,484.958,484.980343063,325.772,1331.74,176.792806189,0.657225,4.58010675441,1545,338.147268038,36.928026685
1546,30.0622175408,1701.73704208,230.101509301,203.377338785,12.4068055746,-501.619,497.568002907,486.194,485.666787416,127.508,485.42,485.411376041,325.904,1364.36,173.983355213,0.648716,4.98395199498,1546,281.519703521,39.8923893152
1547,38.6273760843,1442.29940754,177.274710876,195.082734547,12.7331620408,-501.242,574.476341875,485.255,484.743163059,127.547,484.479,484.453890052,325.968,1413.54,179.407150547,0.730606,4.70360044883,1547,313.877981213,44.1547580792
1548,39.9042638919,909.998103509,258.600904038,251.833896701,12.6537340343,-503.022,494.213804202,486.305,485.830260531,127.595,485.584,485.591205459,326.142,1405.76,186.569307479,0.735685,4.87004720181,1548,153.531858497,55.7891502192
1549,27.4618832017,1027.14439649,290.143183434,136.406503591,12.8634548169,-501.483,390.372754792,485.11,484.651779093,127.621,484.344,484.40423115,326.276,1478.86,164.415751591,0.726623,4.64093414277,1549,183.855562951,50.1553161712
1550,20.1240641123,1028.69055766,98.9333327875,123.852424253,12.2896071956,-502.012,380.406047458,486.448,485.928999511,127.662,485.745,485.728655334,326.405,1311.41,160.714810246,0.743977,4.42707085397,1550,209.992283961,20.6092820936
1551,36.1833683454,1449.83562661,206.185347577,298.377330478,12.7382831075,-502.299,533.333842284,485.98,485.45078638,127.724,485.234,485.230987781,326.501,1411.57,132.776035734,0.69439,4.50842498207,1551,315.973191701,48.686065729
1552,49.9904767559,585.792715525,302.660661009,179.509955277,13.1267643853,-503.097,276.483040002,486.32,485.860660263,127.766,485.607,485.62186486,326.605,1483.03,145.366368928,0.687499,4.8607717253,1552,90.8175730475,65.9094151429
1553,36.6162202642,1039.92559652,296.646480146,1023.04828647,12.6451216065,-503.644,1027.74495418,487.064,486.582602352,127.831,486.349,486.358026026,326.686,1347.63,116.209651587,0.531951,3.66405219335,1553,4.80256658186,54.0331149537
1554,19.5259069819,502.46919077,124.599495634,197.935270981,12.4805105314,-504.144,301.412719038,487.929,487.457940666,127.862,487.194,487.215741314,326.851,1344.96,156.711567783,0.706002,4.97108499577,1554,45.4307271192,21.7895896632
1555,30.87157409,886.181502788,313.310554448,173.527349361,12.4710461775,-504.473,352.830887231,488.167,487.660854841,127.907,487.399,487.415542761,327.005,1350.09,163.693679361,0.717413,4.97451534602,1555,128.131901372,51.6793198298
1556,60.919645452,538.609904673,315.439897153,165.357137229,12.3522718144,-504.692,261.685666747,488.588,488.060367453,127.925,487.836,487.835960502,327.141,1357.98,141.569159716,0.692744,5.24011664012,1556,87.5809973672,81.854242355
1557,37.5992210419,726.345026888,217.77249401,164.475301623,12.7798620731,-504.979,353.069993744,488.89,488.378230017,127.972,488.128,488.13065796,327.238,1411.8,166.280652859,0.717378,5.09863742575,1557,108.338989884,43.1431310141
1558,38.6097168342,847.576320742,242.699931489,121.821887393,12.5797427535,-505.152,339.322481231,489.319,488.832713223,127.984,488.54,488.596125142,327.368,1407.58,150.621961872,0.740562,4.91030731863,1558,175.456650146,51.7536922547
1559,30.2554017571,691.337835364,269.538856373,165.789906657,12.5918875519,-505.452,205.482872949,489.044,488.449043237,128.016,488.208,488.188638631,327.484,1359.35,119.180369222,0.732698,4.31790747631,1559,61.8294862069,48.1701152933
1560,36.4732403791,1366.84634958,334.86915249,194.581711987,12.7758801471,-505.63,657.63471617,489.27,488.788462234,128.064,488.488,488.525142225,327.643,1442.56,199.033554881,0.784423,5.07911662503,1560,309.878106099,55.7326698146
1561,38.3660651771,1202.47877041,301.022026464,259.371586795,12.5316877112,-506.591,507.078563239,490.68,490.167965633,128.102,489.964,489.952073553,327.784,1336.92,178.443197153,0.741216,5.08351004905,1561,250.174711434,55.7511996006
1562,33.7151394222,795.072477489,142.120734636,13.2721258335,12.2632500773,-506.873,303.052951126,490.98,490.434778002,128.13,490.217,490.227148949,327.899,1339.08,140.261231829,0.712673,5.29754114314,1562,170.987083274,32.8827317716
1563,37.654106392,1683.92581146,271.629776039,210.827581586,12.34234695,-506.588,468.303680993,490.673,490.198280797,128.171,489.983,489.975248317,328.044,1363.22,167.746822406,0.74091,5.88636019829,1563,309.197915873,50.4259029102
1564,47.9780907859,1315.74099841,279.643422595,209.70385839,12.5225518767,-506.422,367.81007848,489.954,489.412797717,128.244,489.175,489.178702313,328.175,1337.91,154.803601009,0.754615,6.23576620432,1564,232.458043211,64.8040806529
1565,39.0355508798,1582.70872533,465.413894791,217.927150987,12.263372766,-506.805,523.696924107,490.396,489.901045535,128.261,489.624,489.643595878,328.363,1306.41,174.771131914,0.796306,6.73934653669,1565,345.270144845,73.5040504086
1566,46.5648891545,1926.78569692,338.246981885,359.31440276,12.4676635006,-506.031,759.555702946,489.86,489.323310595,128.301,489.055,489.048932784,328.486,1355.97,214.396288429,0.736916,5.98799177879,1566,364.650386142,61.9142248725
1567,35.6787645678,2372.37233764,354.109076234,221.816148905,12.6699953474,-505.401,981.39112927,489.829,489.371916906,128.322,489.073,489.103847137,328.609,1361.68,227.053487323,0.812263,5.65382134527,1567,406.175470628,61.0325025244
1568,38.7893964495,1981.33711096,321.624744551,67.3300092725,12.6354772116,-505.423,351.869494498,489.162,488.650571744,128.39,488.37,488.355098997,328.757,1354.62,145.713947756,0.768294,5.91391796734,1568,338.166889381,60.4244524113
1569,32.3964076909,1491.99939638,138.907716405,195.613341249,12.5850035042,-505.468,324.924714101,489.248,488.712681543,128.428,488.438,488.467288623,328.934,1303.06,144.908673644,0.765637,5.91496722815,1569,266.512743447,34.7604365927
1570,105.563017345,880.159516319,650.676661343,46.4407898371,12.7966758815,-506.256,379.353938154,489.699,489.147241263,128.473,488.918,488.90362743,329.012,1376.28,161.536558196,0.732493,6.34118688059,1570,160.499033587,173.269164835
1571,39.5048417538,991.007718672,301.484051514,184.798531511,12.5137546046,-505.596,384.121744923,489.626,489.092117623,128.469,488.832,488.820807324,329.085,1346.32,165.216049709,0.773276,5.78768852765,1571,202.641017759,60.3868697999
1572,37.2991293993,1326.66704388,189.90313953,192.810849241,12.6077508294,-504.853,592.402249987,488.82,488.269815855,128.481,487.967,487.949755205,329.18,1384.36,190.525340358,0.702872,6.0053641851,1572,277.507232929,37.7062894265
1573,36.4769037963,749.273055951,325.242451289,194.522226891,12.7768044116,-506.58,355.010939623,490.086,489.619475962,128.507,489.288,489.343446232,329.314,1414.84,162.136166891,0.729556,5.68303810716,1573,125.362261936,60.1474733023
1574,35.6632699366,1192.78270523,387.990832785,166.868923917,13.2453779346,-506.359,473.00850572,489.451,488.903811033,128.531,488.67,488.654432909,329.487,1498.53,185.776288257,0.723943,5.6144460655,1574,185.932301264,62.6693427773
1575,34.6797301241,753.421930625,158.322328093,206.295451904,12.8575326627,-505.622,474.879257608,489.279,488.721249627,128.58,488.402,488.408831851,329.641,1374.24,187.957323542,0.75918,5.53253049064,1575,107.411013938,35.9114467459
1576,37.1900847601,723.608168133,186.287962384,246.494752001,12.1813990319,-507.207,479.480464223,491.081,490.591096141,128.66,490.306,490.274158518,329.751,1243.69,190.131804773,0.765719,6.32336750847,1576,88.5720481251,48.394689199
1577,38.4120869856,1040.21874447,238.993184792,247.017143029,12.5761985204,-507.411,477.005576786,490.834,490.43076563,128.67,490.064,490.104040075,329.937,1378.26,188.186632729,0.743381,6.37296688241,1577,173.092368214,50.3197153491
1578,36.5070671343,1378.67122774,202.855965258,226.96910814,12.7422781435,-506.124,469.03909837,490.068,489.593890883,128.709,489.245,489.270680908,330.112,1423.76,177.609424651,0.730002,5.56909198747,1578,267.596643644,45.4509438694
1579,27.4068452915,1182.75542835,202.865976662,187.819584024,12.6916602204,-506.815,463.089247585,489.907,489.372215266,128.734,489.048,489.019793548,330.274,1411.71,180.012858401,0.748463,5.41793762384,1579,203.532934318,36.9464374862
1580,37.3387256064,849.239983328,434.349595788,178.955776555,12.6478135327,-507.148,407.253281273,490.643,490.148592805,128.807,489.856,489.858651566,330.402,1405.9,169.449222623,0.771996,5.97920605784,1580,217.509846068,76.1711152859
1581,36.8245928637,1465.98125357,336.309091915,184.815189204,12.664635278,-506.327,504.351282458,490.531,489.973892849,128.811,489.76,489.770094229,330.454,1426.82,183.860846717,0.788198,5.95578317055,1581,243.83543281,55.3537626141
1582,26.2357426317,1914.13722525,190.04859536,201.461651116,12.5573676761,-506.169,866.888122352,490.045,489.489382014,128.835,489.29,489.307255771,330.599,1389.24,215.18975262,0.82143,5.90518208372,1582,424.739956496,30.9505976336
1583,30.5424525515,1563.9784108,271.285148448,191.101968949,12.2432609296,-505.701,418.928416519,489.573,489.052279219,128.885,488.797,488.800485217,330.697,1366.7,161.605400386,0.772609,6.98297932189,1583,270.092708703,42.1736995787
1584,29.4714509684,1914.57266363,167.647401729,177.335407782,12.7031350647,-506.328,482.261259991,490.119,489.598273492,128.917,489.285,489.321607774,330.835,1437.25,178.693247245,0.760256,4.7844480265,1584,288.852203941,40.2579754102
1585,43.0886684072,3166.40567271,240.769478885,314.323472012,12.7936113783,-505.402,1238.32149272,489.393,488.864124437,128.961,488.617,488.61583088,330.967,1387.3,220.534499837,0.824879,6.61220979171,1585,787.70549075,56.8792117556
1586,36.087436759,2553.51400122,158.155830999,154.295655429,12.7005490871,-505.94,587.516421974,489.267,488.759739436,128.981,488.422,488.42706333,331.13,1380.31,177.168012117,0.800737,7.4477258842,1586,499.422994814,35.8114489527
1587,72.0843029262,2115.86559922,307.42422958,147.653392464,12.7487609077,-505.7,642.916796268,489.384,488.846556441,128.994,488.471,488.48085355,331.163,1375.63,188.807731634,0.831142,5.23116180998,1587,420.681294658,83.4291210119
1588,50.1320705768,1655.79678239,317.102537354,169.884346001,12.4942349598,-506.589,611.747220301,490.368,489.893684452,129.035,489.597,489.589360701,331.281,1348.51,179.913234473,0.83115,5.47211391708,1588,349.244674096,65.5625055866
1589,49.9620332971,1368.18676432,372.346740309,230.781700874,12.9809469004,-506.384,690.383049998,489.447,488.962102521,129.068,488.559,488.589210981,331.405,1413.25,201.621657072,0.823444,6.38931454896,1589,328.040949768,70.9505590726
1590,43.8417774647,2220.28415267,236.968634214,223.170942996,12.7667801896,-505.521,679.745240371,489.47,488.95609553,129.1,488.573,488.57667803,331.524,1349.94,193.7927173,0.814594,5.17742285406,1590,402.05780454,49.1602520623
1591,41.3603996929,1119.19712857,229.4800366,69.5554640391,12.8604606452,-506.701,529.973665876,490.552,490.052292948,129.123,489.71,489.719731027,331.666,1405.03,186.901896896,0.780559,5.69275691205,1591,234.604272573,57.9493267335
1592,64.7981373624,1330.34754375,564.429990725,195.084949516,12.8684523118,-506.16,577.24821896,490.088,489.563013246,129.16,489.198,489.198690305,331.798,1404.46,192.565604824,0.76782,5.50298559754,1592,250.810039116,113.053472104
1593,36.0118984746,1402.32210224,226.939400497,175.410949182,13.2010587456,-505.321,377.02660186,488.632,488.134259418,129.208,487.796,487.803537881,331.93,1525.52,161.770475721,0.772979,5.95690634733,1593,201.438332139,48.189947801
1594,34.5565940084,678.551665668,176.591388694,221.771288118,12.999834344,-505.242,378.923723009,488.38,487.848902686,129.252,487.465,487.448578412,332.072,1446.74,167.802695051,0.760886,6.33694114957,1594,103.004315656,40.8665095149
1595,34.6983073534,1211.68885765,237.995107521,268.454989409,12.9513255778,-505.828,559.254412226,489.472,488.91498811,129.273,488.577,488.566098125,332.191,1450.12,189.117438471,0.822088,5.50685602873,1595,211.47653138,47.8368728318
1596,50.8640656837,942.332743643,398.461013273,31.0203931469,12.5960275035,-504.616,269.081997146,488.739,488.224425635,129.276,487.879,487.895096579,332.285,1340.81,108.019168939,0.805811,6.00237805163,1596,261.95925954,75.9278370387
1597,45.1171742978,1006.04379534,454.672837391,258.808277589,12.8166622633,-505.957,431.93016494,489.059,488.584801473,129.34,488.184,488.228382163,332.359,1401.88,178.1457771,0.784109,5.46632423186,1597,140.604469932,79.0387968741
1598,56.7042058635,978.057406187,432.218769825,258.718242844,12.9240756307,-505.121,440.489457569,488.895,488.336704932,129.335,487.999,487.986463176,332.497,1444.83,170.495548206,0.76825,6.26670117343,1598,154.56406719,92.5602666674
1599,42.6185903962,1251.93705837,292.63323636,220.397397554,12.9871182458,-505.743,387.022736431,488.876,488.382751752,129.376,487.942,487.977323277,332.606,1466.38,163.369656789,0.773266,5.89911481457,1599,167.707720698,61.3456625917
1600,135.824833186,1224.0550789,724.197733048,223.471187947,12.6674885733,-505.612,480.88297375,489.247,488.712165933,129.415,488.343,488.305773378,332.725,1392.07,175.03629145,0.803623,7.01295444888,1600,228.677643202,221.492344486
1601,41.6896987757,1004.97632749,318.653654079,46.380036632,12.791597435,-505.031,446.545263675,488.525,487.928478625,129.455,487.581,487.574164838,332.859,1436.81,152.930645224,0.806511,6.56413497171,1601,276.299767131,61.2660454977
1602,77.6370738258,1147.47165307,597.703209446,71.988311115,12.9200483322,-505.868,514.649196054,488.586,488.080846148,129.471,487.662,487.675291482,332.967,1417.24,188.465527876,0.822287,5.59522985993,1602,186.565546743,141.707908321
1603,47.8904560993,1058.52437048,428.312884642,276.082767673,12.6333249744,-505.364,548.202942165,489.208,488.704516798,129.475,488.255,488.29566719,333.104,1392.18,190.07822184,0.809421,6.3785353967,1603,193.027899371,83.4898325572
1604,41.0490907422,1059.80825495,296.391574862,65.2475499501,12.8695783879,-505.506,496.309010086,488.903,488.339239368,129.487,488.004,487.951729043,333.186,1430.08,183.847171909,0.797455,6.12035442551,1604,221.177678368,71.449286801
1605,39.5250192625,1166.93690057,200.716260026,204.115799842,12.9928517509,-505.559,402.758643817,488.726,488.20393108,129.508,487.879,487.90221529,333.294,1432.72,164.943298475,0.776161,5.82695669323,1605,203.589023676,38.6118683021
1606,27.8130829342,767.081201648,147.684634359,156.246907782,12.9051248541,-505.606,371.644066846,489.761,489.209093282,129.534,488.884,488.840352499,333.461,1440.84,158.145378025,0.790175,4.80485393056,1606,181.8488028,32.1202109363
1607,30.0241373525,983.713978506,265.233713324,23.049492193,12.6080378046,-505.69,388.288654947,489.389,488.893404331,129.556,488.429,488.487674743,333.553,1350.35,147.289723007,0.83703,5.84206708436,1607,251.947721216,42.2940441852
1608,47.6718449906,926.915682557,406.897563942,35.1997195872,12.844540111,-506.593,364.807093251,489.68,489.136300474,129.602,488.761,488.750611413,333.684,1429.58,155.77492071,0.819998,6.13545040838,1608,201.467406959,80.5438599031
1609,53.9327020879,890.122289638,367.138647967,171.299361684,12.8664212061,-505.93,332.4191489,488.836,488.370342364,129.668,487.874,487.916176865,333.84,1421.84,149.539821603,0.828122,4.48792610252,1609,167.610868214,71.3462437678
1610,38.4070997489,1076.86630794,209.349066142,207.933996469,12.8435751496,-506.251,306.512569423,489.714,489.165448777,129.661,488.758,488.721675979,333.929,1434.55,147.296195483,0.813654,5.72706358598,1610,141.183332741,44.6241271964
1611,57.0073132498,1153.55267631,233.42951228,156.613094138,12.8160774054,-506.138,430.573013743,490.188,489.736409745,129.66,489.23,489.264578572,334.05,1396.69,168.021949363,0.819514,6.26682586948,1611,193.103634818,62.2395695405
1612,38.5243617437,726.013417488,389.745238372,160.321088002,12.5123472962,-506.203,464.226265783,489.567,489.052611011,129.684,488.707,488.697764415,334.177,1367.75,179.050658249,0.836083,7.35123199438,1612,166.294897756,72.344800439
1613,33.3763225358,892.856431176,167.745537046,159.476315992,13.2154696437,-506.073,415.458798716,488.963,488.383550795,129.69,488.001,487.998207088,334.331,1506.88,166.146040946,0.795603,6.02418459529,1613,184.764393932,39.1524145121
1614,32.2740622674,719.097843976,145.51312267,157.893581139,12.564030176,-506.781,328.465358118,490.085,489.586871142,129.698,489.173,489.177330813,334.451,1343.78,150.085755852,0.821018,6.30502410327,1614,158.634825528,36.8321229888
1615,41.1581228657,1249.28160322,191.554185808,176.757705507,12.637660719,-507.405,358.886167673,490.593,490.094142611,129.775,489.61,489.657446646,334.597,1362.86,155.977340582,0.821831,6.15479182033,1615,202.000615408,42.4186170057
1616,50.635305345,1022.76574911,444.019503779,152.466354956,13.2894537691,-507.859,357.724104607,490.88,490.352470952,129.841,489.974,489.940694088,334.741,1473.41,159.719081209,0.790461,6.21416896896,1616,156.846426956,90.0208830385
