AverageAbsQ,AverageAbsQYDiff,AveragePolicySurr,MaxEsReturn,MaxReturn,Epoch,AverageEsReturn,StdReturn,AverageAction,StdEsReturn,AverageQLoss,AverageDiscountedReturn,PolicyRegParamNorm,MinReturn,AverageAbsY,MinEsReturn,AverageY,QFunRegParamNorm,Iteration,AverageReturn,AverageQ
20.4999,0.675460963401,-23.4713,50.0,115.0,35,12.8846153846,21.1321361207,0.277233,10.1324317698,2.27509,44.3363341512,30.8354,34.0,20.4812122531,3.0,20.4758032421,70.1978,35,60.3652694611,20.4767
21.3588,0.702747480753,-24.4149,45.0,122.0,36,10.7252747253,21.5197740782,0.298928,7.94772195445,2.54398,54.8245700106,31.3265,45.0,21.3376373862,3.0,21.334243901,71.7442,36,81.435483871,21.3338
22.1343,0.717841272802,-25.3012,53.0,210.0,37,14.8405797101,18.0251870128,0.332656,10.7563573226,2.68864,39.3345746842,31.8917,41.0,22.1089636833,3.0,22.1078710108,73.1739,37,50.9644670051,22.1087
22.9214,0.73406163658,-26.1475,38.0,504.0,38,13.7361111111,77.3415111215,0.267613,8.93804766085,2.87755,62.5310346268,32.3282,42.0,22.8979088083,3.0,22.8966833571,74.5403,38,118.235294118,22.8967
23.7627,0.743144136983,-27.0549,49.0,1000.0,39,13.3866666667,282.078079438,0.209755,8.83612785985,2.94916,88.8665375031,32.8652,55.0,23.7353695278,3.0,23.7341271108,75.9535,39,386.730769231,23.7352
24.5069,0.771808823894,-27.8508,42.0,1000.0,40,14.0845070423,184.680056193,0.265902,9.16629846633,3.15922,85.5972131905,33.4267,95.0,24.4771718732,3.0,24.475856637,77.2601,40,279.918918919,24.4754
25.2842,0.777554690982,-28.7083,87.0,1000.0,41,17.2413793103,340.863968319,0.294769,14.7535037859,3.34474,93.8015949223,33.9711,57.0,25.2522851117,3.0,25.2501297704,78.4642,41,736.428571429,25.2503
26.1358,0.810335166915,-29.5901,54.0,1000.0,42,17.3684210526,159.912631105,0.194169,11.8952025992,3.67882,99.8876453826,34.3185,441.0,26.0998129496,3.0,26.0966106873,79.7232,42,943.363636364,26.0976
26.8689,0.827182228212,-30.4518,78.0,1000.0,43,19.5384615385,256.097368983,0.40477,14.5581876758,3.7434,90.3036117443,34.7147,48.0,26.8333270376,4.0,26.8293061696,81.0164,43,405.24,26.8296
27.7027,0.844753826463,-31.2774,55.0,321.0,44,15.1230769231,56.4999997328,0.529653,11.0836090933,4.02489,63.2420323068,35.1512,51.0,27.6640655455,3.0,27.6579025827,82.3205,44,111.494505495,27.6582
28.4864,0.858839294913,-32.1882,62.0,105.0,45,16.9,12.4444471925,0.535956,13.9196503788,4.25087,44.1048909754,35.5607,39.0,28.4489544649,3.0,28.4418171133,83.5479,45,58.6315789474,28.4412
29.3086,0.894466871377,-33.0598,60.0,89.0,46,17.2931034483,9.40104247768,0.543153,13.842723248,4.48227,38.0911699768,36.0026,30.0,29.2638082173,4.0,29.2542591669,84.7371,46,48.1394230769,29.2548
30.1493,0.90296214164,-33.9748,56.0,111.0,47,14.347826087,14.6736963738,0.600906,12.0744383096,4.78555,44.7134782257,36.4483,37.0,30.1093695876,3.0,30.0964322852,85.674,47,60.0,30.0962
30.9432,0.930605320275,-34.859,56.0,78.0,48,14.6231884058,8.19421841419,0.652426,11.8945870642,5.04905,37.8394016515,36.963,28.0,30.8955314675,3.0,30.8850414522,86.7702,48,47.6380952381,30.8858
31.7312,0.964187863029,-35.7744,59.0,89.0,49,15.375,10.142351569,0.670317,13.9636805678,5.23261,44.9430458938,37.4162,42.0,31.6850566522,3.0,31.6742496986,87.8412,49,59.8862275449,31.6736
32.5902,0.959514994186,-36.6516,53.0,132.0,50,14.652173913,13.7230428359,0.666263,12.494434804,5.30855,48.9515760902,37.8079,48.0,32.5480819672,3.0,32.5301856507,89.0149,50,67.777027027,32.53
33.47,0.993527479434,-37.5675,89.0,274.0,51,14.5652173913,43.9360899489,0.682645,14.4045868911,5.69231,61.290072694,38.2177,54.0,33.4254741836,3.0,33.4008595512,89.9779,51,101.8,33.3994
34.321,1.03379925998,-38.4855,76.0,152.0,52,16.4590163934,14.831925588,0.633585,14.6573696234,6.0634,49.4948107389,38.6716,46.0,34.2730022289,3.0,34.2423318383,91.1047,52,68.9862068966,34.2438
35.0638,1.03042952563,-39.3433,59.0,382.0,53,15.6333333333,42.1937948818,0.67586,14.0723921997,6.32767,56.786559911,39.0667,49.0,35.0185104023,2.0,34.9790027948,92.3328,53,89.5714285714,34.9772
35.8947,1.02631919721,-40.2232,64.0,528.0,54,15.8507462687,121.020315457,0.652124,13.650492016,6.26111,70.0151334561,39.5419,51.0,35.8472698035,3.0,35.8067750189,93.3281,54,163.225806452,35.8091
36.71,1.07608177877,-41.1271,75.0,1000.0,55,16.9152542373,316.102951525,0.632973,14.9408870651,6.77963,77.9048989706,39.9674,63.0,36.6668171781,2.0,36.6155441508,94.3661,55,332.612903226,36.6159
37.6574,1.10812166927,-42.0338,76.0,1000.0,56,17.0689655172,364.560091558,0.588795,15.8884712801,7.33732,73.9620649849,40.337,58.0,37.6090950276,3.0,37.5537912928,95.3464,56,376.296296296,37.5541
38.3554,1.14258180535,-42.9516,71.0,1000.0,57,14.3857142857,260.860861167,0.506839,12.9209606644,7.48356,99.2409820565,40.6895,273.0,38.3047281884,3.0,38.2385178841,96.3211,57,855.666666667,38.2374
39.2492,1.10955712925,-43.8313,79.0,1000.0,58,17.6140350877,313.974172056,0.584608,17.926511178,7.41196,87.8352378518,41.0904,77.0,39.2014286839,3.0,39.1391828063,97.3295,58,436.043478261,39.1405
39.951,1.16011203781,-44.6325,127.0,1000.0,59,19.25,325.334475133,0.529844,19.5476488848,7.88938,93.7754903441,41.4183,75.0,39.8981810409,3.0,39.8385697635,98.3935,59,783.307692308,39.8376
40.8405,1.16822247757,-45.507,83.0,1000.0,60,16.9310344828,0.0,0.413249,15.6842355172,8.33334,99.9956828753,41.7252,1000.0,40.789131006,2.0,40.7348197175,99.3011,60,1000.0,40.7362
41.7473,1.1926794739,-46.5245,117.0,1000.0,61,17.9107142857,0.0,0.455281,18.6636361349,8.3224,99.9956828753,42.0662,1000.0,41.6956609381,3.0,41.6324752276,100.321,61,1000.0,41.6315
42.374,1.20026848538,-47.2171,67.0,1000.0,62,14.5362318841,0.0,0.395498,13.4450893036,8.99414,99.9956828753,42.3071,1000.0,42.3177041674,3.0,42.2586834591,101.324,62,1000.0,42.2588
43.2689,1.21095481179,-48.1867,58.0,1000.0,63,15.5538461538,0.0,0.415401,11.5758777959,9.11701,99.9956828753,42.5232,1000.0,43.2196201995,4.0,43.1476832369,102.114,63,1000.0,43.1463
44.1522,1.21911841802,-49.0745,58.0,1000.0,64,16.8983050847,0.0,0.332215,13.5605296072,8.99907,99.9956828753,42.7397,1000.0,44.0963967126,3.0,44.0264265314,103.075,64,1000.0,44.0272
44.8682,1.27059031334,-49.9891,67.0,1000.0,65,15.0151515152,0.0,0.32454,11.6208960488,10.1589,99.9956828753,42.9615,1000.0,44.8071595371,3.0,44.7274848133,103.794,65,1000.0,44.7285
45.7587,1.26178122371,-50.8653,89.0,1000.0,66,14.8676470588,0.0,0.294862,14.5782920929,10.0108,99.9956828753,43.245,1000.0,45.7046760547,3.0,45.6161484078,104.709,66,1000.0,45.6148
46.6357,1.31600975569,-51.8178,52.0,1000.0,67,16.4262295082,0.0,0.228044,11.6639545868,10.8194,99.9956828753,43.368,1000.0,46.5710816707,4.0,46.480650578,105.694,67,1000.0,46.4832
47.5027,1.322531958,-52.7168,90.0,1000.0,68,19.3,0.0,0.299511,16.0962728605,11.3819,99.9956828753,43.6245,1000.0,47.4380471634,2.0,47.3521920345,106.574,68,1000.0,47.35
48.4336,1.30945673585,-53.7489,79.0,1000.0,69,17.9473684211,69.4577581361,0.272278,14.8624347521,10.9361,99.9916699755,43.8641,815.0,48.368472069,3.0,48.2786032239,107.335,69,967.272727273,48.2793
49.2532,1.34393172318,-54.7886,66.0,1000.0,70,19.1538461538,208.101989106,0.199926,13.946856022,12.2395,99.7425087041,44.0937,371.0,49.1920334833,3.0,49.118653414,108.016,70,790.846153846,49.118
50.466,1.3450993998,-55.8861,74.0,727.0,71,21.5957446809,159.109364685,0.281855,15.942262279,11.6007,96.9385154545,44.3298,254.0,50.3955344464,4.0,50.3391468591,108.813,71,431.291666667,50.3386
51.222,1.35745332017,-56.8172,55.0,1000.0,72,16.2333333333,184.526797211,0.258278,10.4823131459,12.2465,99.7843260606,44.5515,370.0,51.1490815967,3.0,51.0977542262,109.621,72,906.166666667,51.0987
52.2277,1.38490890755,-57.8655,59.0,1000.0,73,17.0166666667,250.762215832,0.270659,13.0083199872,12.7502,99.3270386527,44.8238,311.0,52.1574829788,3.0,52.1010623345,110.416,73,721.666666667,52.1008
53.2198,1.36783743565,-58.908,53.0,348.0,74,21.3404255319,49.5092758487,0.343398,14.9670227511,12.7304,88.3189822642,45.1847,138.0,53.1508388192,3.0,53.0917225849,111.321,74,227.177777778,53.0913
54.221,1.41659201972,-59.9143,64.0,290.0,75,20.8510638298,34.6939278309,0.199341,16.2624469167,13.4916,87.8972672533,45.6839,171.0,54.148631702,4.0,54.0864515592,112.139,75,215.765957447,54.085
55.1127,1.44433268269,-60.9881,92.0,374.0,76,17.0338983051,38.368766593,0.249286,16.5999449679,14.4645,90.1366334131,46.1593,140.0,55.0373392998,3.0,54.9707212684,112.919,76,236.976744186,54.9706
56.2412,1.4372855539,-62.1714,63.0,433.0,77,18.2363636364,56.7761443917,0.243703,14.2266889221,14.0204,91.6930507281,46.5973,210.0,56.1635576116,3.0,56.1025123452,113.688,77,260.461538462,56.1036
57.1492,1.50766334875,-63.2502,75.0,233.0,78,21.125,32.5406109492,0.307806,17.1666161002,15.8003,78.0444222674,47.0359,124.0,57.0684619153,3.0,57.0190522544,114.543,78,155.569230769,57.018
58.2678,1.51376432531,-64.3902,48.0,847.0,79,16.3770491803,172.083512305,0.225613,11.9933915334,15.3453,95.4287370155,47.4718,215.0,58.174838603,3.0,58.1219422417,115.334,79,388.269230769,58.1216
59.169,1.5778489828,-65.4727,65.0,439.0,80,17.5357142857,54.1771301538,0.213477,14.6859557373,16.509,92.7470535086,47.8949,216.0,59.074431109,3.0,59.034700121,116.151,80,274.027027027,59.0331
60.2008,1.59018166353,-66.6452,71.0,245.0,81,17.0847457627,45.3524784863,0.325271,14.686888117,17.5044,50.3156217978,48.3774,46.0,60.0949456238,3.0,60.0609262285,116.799,81,77.6511627907,60.06
61.3541,1.58805740508,-67.8148,56.0,310.0,82,19.8431372549,34.4198543069,0.176887,14.0564304579,17.2239,88.2400879812,48.8337,143.0,61.2475192544,3.0,61.2221089098,117.727,82,218.456521739,61.2237
62.5339,1.58456811057,-69.0808,79.0,241.0,83,20.25,38.7032849883,0.266605,17.099585765,17.425,80.440344557,49.3069,123.0,62.4344234649,3.0,62.4108059946,118.278,83,169.525423729,62.4078
63.5927,1.59921272795,-70.1026,60.0,362.0,84,16.6166666667,48.1429576885,0.279884,13.3592560505,18.5562,91.3433275211,49.6707,139.0,63.4880456229,3.0,63.4634374723,119.102,84,254.175,63.4625
64.5323,1.6780762822,-71.3712,47.0,311.0,85,16.5,34.2117626993,0.215483,13.2832055012,18.9268,88.5192816279,50.0211,133.0,64.4198915921,3.0,64.3951360937,119.824,85,221.108695652,64.3958
65.7915,1.69155888267,-72.529,68.0,358.0,86,22.5227272727,53.1891228984,0.329728,17.5103717789,19.3803,81.0560381519,50.4464,130.0,65.6788318962,3.0,65.6562822942,120.467,86,177.403508772,65.6555
66.746,1.6453923688,-73.5926,112.0,824.0,87,20.7551020408,145.319633365,0.245671,20.5630246844,19.3545,97.4539905168,50.8673,215.0,66.6485487838,3.0,66.6252524272,121.183,87,435.173913043,66.6237
67.9785,1.70644194616,-74.9221,55.0,484.0,88,16.813559322,84.0115247337,0.212728,13.0986796802,19.815,90.9029168653,51.2652,127.0,67.8625644669,2.0,67.8420323926,121.808,88,267.894736842,67.8435
69.0,1.741081855,-75.9512,61.0,671.0,89,19.4901960784,127.420369711,0.226674,14.8064275246,21.0909,95.7862967666,51.761,122.0,68.8875193072,3.0,68.8672823997,122.642,89,383.888888889,68.8659
70.0852,1.76485604418,-77.134,61.0,704.0,90,14.0555555556,144.057762335,0.239262,12.1001479432,22.0807,97.3614935807,52.1458,217.0,69.9694873062,3.0,69.9490660038,123.414,90,435.666666667,69.9469
71.0363,1.83524701906,-78.3372,93.0,1000.0,91,26.0263157895,0.0,0.281942,21.5082442481,23.5042,99.9956828753,52.5894,1000.0,70.9154360909,4.0,70.8929506904,124.121,91,1000.0,70.8922
72.3671,1.78847874336,-79.5355,62.0,990.0,92,15.5555555556,199.893246509,0.226845,13.2853634438,23.176,98.3206132119,53.0808,242.0,72.2554157983,3.0,72.2233673135,124.881,92,514.7,72.2225
73.3026,1.81949462751,-80.5591,69.0,1000.0,93,16.1904761905,89.6936936339,0.25161,14.2359450518,23.5286,99.9870467248,53.5059,688.0,73.1861981634,3.0,73.1564971057,125.645,93,971.636363636,73.1553
74.4092,1.84427063039,-81.6601,125.0,413.0,94,14.9552238806,61.8287966446,0.285672,17.4846908182,23.9055,86.8606678538,53.8687,130.0,74.2930938162,3.0,74.2623231689,126.43,94,219.065217391,74.2621
75.1636,1.87654966762,-82.6024,67.0,872.0,95,15.4153846154,183.600046414,0.335066,13.2779659097,24.9781,89.3669852439,54.2193,132.0,75.0377404678,3.0,75.0115607403,127.136,95,315.151515152,75.0086
76.2629,1.858240236,-83.7413,62.0,1000.0,96,14.6268656716,0.0,0.27021,11.8823031851,25.4167,99.9956828753,54.4548,1000.0,76.142119267,3.0,76.1118241589,128.048,96,1000.0,76.1139
77.2865,1.94757924009,-84.8208,66.0,1000.0,97,17.3389830508,112.979556404,0.372717,13.3741594629,26.4259,99.9756969246,54.8057,607.0,77.1586882131,3.0,77.1237121327,128.916,97,964.272727273,77.1225
78.2735,1.94672723108,-85.9211,57.0,720.0,98,19.693877551,153.359204339,0.307182,14.7803013993,26.6148,93.2172702114,55.1946,132.0,78.14678918,3.0,78.117758462,129.792,98,340.566666667,78.117
79.2203,1.92734874164,-87.0343,79.0,1000.0,99,16.7903225806,0.0,0.296408,15.127562003,27.3735,99.9956828753,55.5978,1000.0,79.0943079121,3.0,79.0691764914,130.547,99,1000.0,79.068
80.3043,2.02002458637,-88.0761,68.0,1000.0,100,14.3823529412,0.0,0.334477,12.2906341814,29.1404,99.9956828753,55.9976,1000.0,80.1621473358,2.0,80.1314725757,131.119,100,1000.0,80.1337
81.3804,2.01956219193,-89.278,54.0,1000.0,101,14.3943661972,223.946754297,0.348995,12.5231941131,28.8287,99.0098291911,56.2929,221.0,81.2533734748,3.0,81.2146020035,131.985,101,929.181818182,81.213
82.3981,2.05822310234,-90.3319,49.0,1000.0,102,15.1212121212,0.0,0.38114,11.4634004574,31.2761,99.9956828753,56.6358,1000.0,82.2614138252,2.0,82.2228295503,132.81,102,1000.0,82.2237
83.185,2.0747173042,-91.2858,64.0,1000.0,103,16.1290322581,0.0,0.37246,15.1726450274,30.5692,99.9956828753,56.9609,1000.0,83.0423822901,3.0,83.0031461661,133.38,103,1000.0,83.0011
84.2442,2.15864626003,-92.3497,61.0,1000.0,104,16.65,0.0,0.270626,14.5153080114,32.4432,99.9956828753,57.2605,1000.0,84.0917852301,3.0,84.0471406456,134.023,104,1000.0,84.0432
85.3276,2.0723376867,-93.5646,51.0,1000.0,105,13.602739726,0.0,0.27443,10.9678730422,31.5578,99.9956828753,57.6002,1000.0,85.1797094839,3.0,85.1356090711,134.677,105,1000.0,85.138
86.3019,2.16641683573,-94.5359,53.0,1000.0,106,15.4923076923,0.0,0.303495,11.7042044739,33.4961,99.9956828753,57.8982,1000.0,86.1472881381,3.0,86.0978917435,135.384,106,1000.0,86.0973
87.2782,2.16840266887,-95.5442,55.0,1000.0,107,17.2631578947,0.0,0.275291,13.4510500677,33.4442,99.9956828753,58.1904,1000.0,87.1222912733,3.0,87.0759156968,136.337,107,1000.0,87.0753
88.1863,2.14346902201,-96.5308,39.0,1000.0,108,13.5,0.0,0.298263,9.30888851611,34.3952,99.9956828753,58.5601,1000.0,88.0412666055,3.0,87.999315982,137.029,108,1000.0,87.9975
89.1647,2.15512000842,-97.5571,70.0,1000.0,109,13.2467532468,0.0,0.255295,13.9070717731,34.4983,99.9956828753,58.8226,1000.0,89.0164067837,3.0,88.9693883466,137.692,109,1000.0,88.971
89.8424,2.28043017478,-98.5555,76.0,1000.0,110,15.40625,0.0,0.294449,14.6476520623,38.214,99.9956828753,59.1936,1000.0,89.6796069357,2.0,89.6229714238,138.204,110,1000.0,89.6203
90.9771,2.15933619211,-99.4584,53.0,1000.0,111,17.6666666667,0.0,0.246385,13.2616494083,35.4217,99.9956828753,59.5483,1000.0,90.8255781021,3.0,90.7660197255,138.803,111,1000.0,90.768
91.8373,2.26176470282,-100.521,54.0,1000.0,112,13.28,0.0,0.204797,11.4117600162,37.2836,99.9956828753,59.7797,1000.0,91.6737851499,3.0,91.6143148735,139.542,112,1000.0,91.6134
92.8316,2.21738314321,-101.583,49.0,1000.0,113,14.2394366197,0.0,0.20242,11.9369998693,38.2617,99.9956828753,60.056,1000.0,92.6845997309,3.0,92.6187342805,140.083,113,1000.0,92.62
93.7248,2.24507066075,-102.576,47.0,1000.0,114,12.9342105263,0.0,0.206638,10.4319039065,38.0157,99.9956828753,60.2718,1000.0,93.5694326073,2.0,93.5061249623,140.731,114,1000.0,93.5034
94.7013,2.35564050263,-103.619,50.0,1000.0,115,14.3098591549,0.0,0.221026,11.2257143809,40.8078,99.9956828753,60.5599,1000.0,94.5289480182,3.0,94.4627133614,141.427,115,1000.0,94.4639
95.5535,2.34135117076,-104.581,52.0,1000.0,116,12.45,0.0,0.204636,10.7991897844,39.6275,99.9956828753,60.8411,1000.0,95.3992728801,3.0,95.3197468231,142.22,116,1000.0,95.3184
96.4904,2.40281718239,-105.572,78.0,1000.0,117,12.6582278481,0.0,0.17729,12.4401209607,42.3389,99.9956828753,61.1405,1000.0,96.3259577226,3.0,96.2338248527,142.825,117,1000.0,96.2345
97.2361,2.36814532384,-106.542,55.0,1000.0,118,13.3866666667,0.0,0.232837,12.4685132322,42.465,99.9956828753,61.4765,1000.0,97.0860059644,3.0,97.0087140087,143.57,118,1000.0,97.006
98.5537,2.48280562952,-107.723,44.0,1000.0,119,12.425,0.0,0.153444,11.0008806466,44.8172,99.9956828753,61.7821,1000.0,98.3732815068,3.0,98.3025678215,144.197,119,1000.0,98.3058
99.4202,2.44853750369,-108.782,52.0,1000.0,120,14.1126760563,0.0,0.171869,11.3876004914,44.0863,99.9956828753,62.0554,1000.0,99.2541963294,3.0,99.1787124734,144.781,120,1000.0,99.1753
100.24,2.45920284784,-109.755,40.0,1000.0,121,11.275862069,0.0,0.174273,7.72470236033,43.6406,99.9956828753,62.3337,1000.0,100.056711829,3.0,99.9887748034,145.527,121,1000.0,99.9911
101.227,2.47122914001,-110.898,77.0,1000.0,122,12.7625,0.0,0.144563,13.9474404014,43.8401,99.9956828753,62.5711,1000.0,101.052945439,3.0,100.972795179,146.136,122,1000.0,100.971
102.376,2.53330005989,-112.228,44.0,1000.0,123,11.6511627907,0.0,0.131333,9.89452214184,47.2256,99.9956828753,62.8529,1000.0,102.198411046,3.0,102.123860211,146.759,123,1000.0,102.122
103.478,2.65299578542,-113.324,50.0,1000.0,124,10.9450549451,0.0,0.154685,10.1714561152,50.3976,99.9956828753,63.1142,1000.0,103.281963367,3.0,103.198424632,147.559,124,1000.0,103.197
104.515,2.65265706699,-114.711,40.0,1000.0,125,11.0909090909,0.0,0.137275,8.95523762899,50.6363,99.9956828753,63.3671,1000.0,104.332329361,3.0,104.250078518,148.16,125,1000.0,104.252
105.769,2.61224155608,-116.138,53.0,1000.0,126,11.2527472527,0.0,0.315855,10.339929439,49.192,99.9956828753,63.6415,1000.0,105.574017201,3.0,105.488847102,148.784,126,1000.0,105.491
106.967,2.71676510165,-117.487,43.0,1000.0,127,12.5384615385,0.0,0.216951,9.87186147164,54.3849,99.9956828753,64.0048,1000.0,106.768142188,3.0,106.679389677,149.539,127,1000.0,106.678
108.553,2.77690073359,-118.876,57.0,1000.0,128,15.5151515152,0.0,0.169515,11.2158470468,55.9474,99.9956828753,64.3204,1000.0,108.343424481,3.0,108.253306257,150.283,128,1000.0,108.251
109.684,2.80232008693,-120.286,66.0,1000.0,129,11.9879518072,0.0,0.152208,10.9857453925,57.5865,99.9956828753,64.668,1000.0,109.493649123,3.0,109.399666216,150.986,129,1000.0,109.398
111.207,2.77340763722,-121.834,93.0,1000.0,130,17.5087719298,0.0,0.179188,18.1476621732,55.4623,99.9956828753,64.9556,1000.0,111.009967527,3.0,110.909263701,151.687,130,1000.0,110.912
112.354,2.86951727065,-123.175,89.0,1000.0,131,13.7260273973,0.0,0.161562,15.068119547,61.2825,99.9956828753,65.3489,1000.0,112.139542046,3.0,112.058023469,152.278,131,1000.0,112.057
113.513,2.96045183042,-124.584,75.0,1000.0,132,12.2317073171,0.0,0.188818,12.2188366981,61.0765,99.9956828753,65.6314,1000.0,113.296295458,3.0,113.1937714,153.024,132,1000.0,113.194
114.875,2.86252099612,-125.897,65.0,1000.0,133,12.5375,0.0,0.112222,11.7611051245,60.9649,99.9956828753,65.9658,1000.0,114.687701952,3.0,114.582766617,153.812,133,1000.0,114.582
116.332,2.92664971086,-127.523,72.0,1000.0,134,16.3606557377,0.0,0.176436,15.2251224517,61.9076,99.9956828753,66.3513,1000.0,116.140687272,3.0,116.030456971,154.394,134,1000.0,116.027
