AveragePolicySurr,Iteration,AverageY,AverageAbsQ,Epoch,AverageEsReturn,StdEsReturn,MinEsReturn,AverageAbsQYDiff,QFunRegParamNorm,AverageQLoss,AverageDiscountedReturn,AverageAbsY,PolicyRegParamNorm,MaxEsReturn,MaxReturn,StdReturn,AverageQ,AverageReturn,AverageAction,MinReturn
-273.095,3511,270.348379806,270.546,3511,377.893690918,304.993396818,5.60837666354,4.31850277334,377.507,172.479,173.507809622,270.426956138,179.578,855.676784629,1631.77430134,280.925471275,270.336,456.379116198,0.999258,160.491677626
-273.062,3512,270.114499978,270.311,3512,210.26858302,259.313491541,18.6632743864,4.40296343706,377.548,190.258,249.410759973,270.205107531,179.672,860.339099243,3476.39032265,858.946904691,270.109,2704.13292621,0.999023,1566.54709602
-273.328,3513,270.360689411,270.571,3513,385.451510874,389.132799108,6.48757210137,4.45229769733,377.541,182.476,250.001994261,270.440082263,179.667,937.445727392,2885.37392122,549.548340962,270.36,1832.04087851,0.999258,1225.07397996
-273.386,3514,270.436639478,270.636,3514,394.376381849,306.800677923,7.86371047842,4.40525437302,377.576,182.691,256.195357637,270.50013231,179.653,963.702197416,3455.98998346,651.506398457,270.434,2500.91583343,0.999305,1524.05206711
-273.947,3515,271.07868877,271.295,3515,263.596558157,280.562389926,5.5826442653,4.38933317794,377.6,184.761,223.417814925,271.156324492,179.667,771.198582235,1478.96730529,269.287819888,271.072,852.004057943,0.999613,199.721523056
-273.936,3516,271.108580013,271.315,3516,279.746862352,275.043109872,41.7345509769,4.35409215887,377.638,174.783,256.967361879,271.186738648,179.68,919.612112497,3541.64904991,671.928798885,271.113,2154.62942034,0.999302,1225.22475096
-273.555,3517,270.782217457,270.997,3517,346.822486276,229.578553136,105.988653724,4.38999037589,377.675,184.624,235.200204761,270.857101899,179.77,894.76169693,1476.56621604,217.258834135,270.786,938.002157635,0.999463,766.511963037
-273.825,3518,271.031543273,271.232,3518,352.357292697,355.421147445,85.4400274104,4.3408229497,377.684,182.503,222.77743176,271.096400333,179.807,1173.54422645,2194.1194145,396.918175908,271.029,954.477824654,0.999341,173.939530708
-273.803,3519,270.946531504,271.129,3519,421.542444853,226.237409664,5.40880867758,4.50934046096,377.73,195.382,260.381450452,271.033961619,179.81,649.73976384,2305.70985323,326.964198237,270.935,1438.45278266,0.999321,1077.22562171
-273.76,3520,270.949910985,271.168,3520,385.770405737,280.656872311,6.96197751976,4.3847089944,377.753,182.9,259.159702333,271.033184231,179.807,685.060871017,2059.80588508,318.789252046,270.967,1491.21756142,0.999496,881.746459014
-273.334,3521,270.518961537,270.716,3521,380.732801086,264.919288281,24.1681663946,4.30132675431,377.753,170.864,243.814425826,270.584402169,179.837,872.632573963,3124.36893468,724.682460314,270.509,2295.64549909,0.999443,1011.68244839
-273.088,3522,270.436857641,270.646,3522,598.84264723,383.778950252,108.87868596,4.45482736542,377.764,188.897,241.729290241,270.523305835,179.899,1177.79352518,3182.13321514,783.263714602,270.438,2556.75792276,0.999266,744.765220674
-273.145,3523,270.48725477,270.681,3523,195.328418823,171.02364068,6.55468681546,4.50458667227,377.798,179.63,244.950464971,270.563531761,179.944,535.15981059,1905.12278607,314.635586237,270.489,1020.3095091,0.99936,245.000020171
-273.466,3524,270.826018225,271.014,3524,271.211971386,214.53806927,5.88345403113,4.57994236895,377.824,203.496,239.729584534,270.900119021,179.969,593.320692157,1091.776665,101.198189598,270.832,785.317538059,0.999304,685.744032982
-273.323,3525,270.623098123,270.81,3525,304.073490996,188.321896606,6.21239251597,4.46963915051,377.811,181.805,237.779965978,270.720958538,179.987,674.034332178,907.487676353,46.2283627909,270.608,732.312205342,0.999588,679.637603127
-273.485,3526,270.748140782,270.971,3526,452.416165378,219.096417123,136.670246935,4.56026295595,377.828,201.796,249.179827812,270.814544888,180.043,686.71496516,1165.86467182,128.224186811,270.752,818.900466708,0.999169,721.888533899
-273.014,3527,270.301593958,270.504,3527,228.262765266,277.05651617,3.9858878942,4.55534846522,377.844,204.36,89.7725809647,270.363859299,180.045,775.14716188,1788.99278224,575.37013891,270.305,389.066499195,0.999291,9.04771823287
-272.585,3528,269.839186809,270.039,3528,321.94954677,256.786082803,7.06442412404,4.46276890789,377.865,196.78,14.9307674622,269.920320521,180.024,787.587150228,1937.49568688,198.59362392,269.834,39.6419194669,0.999733,7.7639091719
-272.986,3529,270.31893478,270.513,3529,87.4603404283,162.108230712,5.31863730579,4.42637258522,377.937,194.936,8.84105506288,270.377265793,180.015,610.374838322,10.7735008324,0.551964308641,270.313,9.39893811111,0.999725,7.70715943103
-272.391,3530,270.150748312,270.334,3530,114.930918036,252.803540999,6.00770055757,4.58199539282,377.913,210.469,8.7930908791,270.230718341,180.061,1035.16652154,10.8223556867,0.524818311894,270.146,9.34507113754,1.0,7.68565566334
-271.861,3531,269.249254158,269.444,3531,154.093247523,232.365958762,3.08986809825,4.77397316099,377.991,211.061,248.497071308,269.344320136,180.103,705.670248774,1075.50119992,119.886154054,269.251,886.977490616,0.999192,713.028503933
-272.711,3532,269.78383141,269.98,3532,435.97052775,237.567256909,7.01864732506,4.6281530695,377.989,204.953,256.297040903,269.864780998,180.112,699.42148435,2138.00472547,298.174512162,269.776,1248.07576677,0.99939,949.701030415
-272.318,3533,269.49788734,269.715,3533,528.96375852,266.195651718,180.475431535,4.51887777878,378.003,192.684,252.593894535,269.563679318,180.122,908.590006156,2241.27113363,242.517925505,269.514,1069.15284055,0.999232,828.499873707
-272.357,3534,269.533814945,269.737,3534,317.810802353,216.977483631,35.2239955118,4.31171968759,378.029,164.192,253.009926712,269.601507008,180.175,724.864878634,1174.4975518,143.448196453,269.532,929.415034374,0.999165,728.896693122
-272.46,3535,269.821545126,270.019,3535,420.203610617,254.072804519,13.7563774801,4.27741704897,378.041,164.266,245.383642824,269.88160837,180.21,689.575373813,1059.49494534,46.3341089327,269.818,767.77390935,0.999134,719.602184129
-272.639,3536,269.971625958,270.154,3536,286.479542339,226.542486913,8.27872133054,4.36507712208,378.041,164.35,254.788129877,270.051856031,180.19,685.326898635,1417.20175363,205.816376054,269.961,975.408314932,0.999586,731.836808057
-272.689,3537,269.969851713,270.162,3537,182.298898311,156.289806616,5.10969473996,4.48639808005,378.062,197.989,251.214321145,270.02827359,180.186,498.547107384,2007.4917912,218.503368287,269.968,930.634817614,0.999516,729.89295741
-272.769,3538,270.145247228,270.357,3538,330.113675405,280.401366493,5.08217076256,4.41860149007,378.088,188.629,245.797646975,270.219497155,180.185,877.692542653,1178.28516147,123.240745397,270.14,907.077395805,0.999303,699.575550471
-272.46,3539,269.864203598,270.085,3539,390.43186605,243.733471515,100.200926925,4.43461574565,378.092,185.008,250.249390689,269.950417361,180.244,716.206053563,3138.42742929,796.323954959,269.873,1499.21921944,0.999335,712.805370301
-271.999,3540,269.290873641,269.456,3540,200.547946288,112.411182871,5.797536305,4.50995844598,378.121,197.043,256.384079055,269.35944245,180.284,380.758006506,3309.98569263,261.178205262,269.277,3160.33454794,0.999522,2343.24148828
-272.626,3541,269.949541928,270.107,3541,312.655308759,257.184827888,5.87494067489,4.4977235806,378.126,196.936,264.922316548,269.994873594,180.316,951.998063897,2090.68834754,306.675504946,269.952,1309.18459441,0.99921,831.194511388
-272.588,3542,269.987086954,270.172,3542,204.245375568,252.319359783,4.39620546975,4.66219150432,378.128,198.696,246.730424335,270.067466613,180.393,728.888621137,1595.78028735,206.50078624,269.98,889.585760953,0.999232,729.049165971
-272.563,3543,270.112135266,270.297,3543,84.4680747869,147.054324778,4.26499330125,4.5254123341,378.178,189.145,256.290556945,270.161006395,180.418,462.201969713,3223.14324885,782.285870758,270.114,1843.57184459,0.999054,1062.14863878
-272.175,3544,269.626514773,269.779,3544,219.786045351,247.807645536,8.33046106478,4.64247980152,378.212,215.668,248.812801453,269.669866679,180.442,707.763443278,1561.50699151,194.387279131,269.624,1031.6061686,0.999435,759.081393148
-272.946,3545,270.102487718,270.263,3545,329.338897698,264.922168423,4.18157687618,4.39644636461,378.221,175.205,230.198019843,270.139649904,180.459,801.777918744,2625.97344918,427.250445532,270.105,1356.69304553,0.999204,833.712319709
-273.09,3546,270.490128998,270.654,3546,276.25630916,266.987397917,6.03392363612,4.53824236404,378.223,200.972,141.589757576,270.529953841,180.475,726.216926656,1100.01582136,372.466972761,270.488,436.274377447,0.999225,12.1829107438
-272.441,3547,270.421128264,270.582,3547,67.3099235734,133.757862881,3.34267737769,4.41222614631,378.287,183.458,213.110498597,270.470960982,180.461,468.013834288,1018.91745373,256.302153442,270.413,678.573104965,0.999426,17.6183132921
-272.869,3548,270.267492178,270.461,3548,184.080760028,179.754056231,6.04265965484,4.52487526551,378.312,190.955,238.481720744,270.344550418,180.451,432.611672244,959.572820401,82.5558759663,270.271,732.214737556,0.999612,553.54754994
-272.486,3549,269.835594517,270.005,3549,336.903459844,249.954242193,4.69797447152,4.39776803519,378.344,174.853,244.724555193,269.880013702,180.456,760.269391092,1248.65171999,141.747114235,269.832,830.898676608,0.99931,617.181997297
-272.897,3550,270.275399464,270.46,3550,127.623856529,140.953545851,6.06296603855,4.35610031579,378.341,173.614,216.596905768,270.336596733,180.451,409.607685996,1358.5394465,319.921620499,270.286,675.877556607,0.999447,104.688495207
-272.368,3551,270.195019637,270.372,3551,99.3007601004,174.373797834,4.04817906524,4.45166051826,378.369,188.601,32.9978886678,270.246574613,180.476,704.640441237,1460.4697101,134.284667584,270.198,52.9200749635,0.999677,16.0673463813
-271.923,3552,269.364059972,269.544,3552,149.49625135,166.747220345,15.3486447885,4.58213917629,378.411,200.059,249.253843323,269.430709949,180.467,595.687985408,3072.43496494,722.26059632,269.367,2453.20356977,0.999065,1179.79772247
-272.367,3553,269.870058383,270.043,3553,240.582995112,219.771791896,12.5530214935,4.45195886981,378.405,179.275,249.556149937,269.920147804,180.53,695.773004865,3449.48201015,868.149982717,269.869,1974.81286611,0.999305,464.438872498
-272.512,3554,269.87810691,270.087,3554,278.045182342,305.903226941,7.41058506179,4.59554578331,378.432,195.9,231.387409584,269.928136401,180.523,881.793253519,3309.48732618,989.445807314,269.877,2005.9184699,0.999356,16.0781376538
-272.104,3555,269.454145312,269.618,3555,193.489586959,255.113859866,6.38132506122,4.69181241586,378.43,217.437,244.509594627,269.53201907,180.532,728.936555093,1053.46950777,73.8598911115,269.448,779.696996528,0.999076,710.533868558
-272.098,3556,269.497075586,269.641,3556,189.035268387,169.600079493,8.91532533072,4.67220713383,378.484,211.927,150.20582869,269.539196165,180.505,521.17447502,1286.29900008,499.553308295,269.498,590.204997728,0.999307,21.4504107443
-272.681,3557,270.01294658,270.175,3557,299.66730908,340.199738534,6.20964504254,4.47136707108,378.488,180.734,249.530027664,270.047551381,180.512,976.80698996,1116.17836665,131.802312598,270.013,840.750648412,0.99954,717.660291714
-272.668,3558,269.910028876,270.083,3558,289.608157705,197.601090287,10.5994945897,4.52816148243,378.521,189.127,256.414113615,269.948597319,180.501,617.161888488,1857.81491854,232.961889349,269.906,1106.57254677,0.999591,735.731986059
-272.354,3559,269.732688442,269.941,3559,281.162246533,261.803308389,5.25598023802,4.49678000677,378.561,179.064,8.8802011052,269.781545283,180.551,732.810119703,10.9641167884,0.595892352391,269.737,9.44263377035,1.0,7.71455780987
-272.704,3560,270.029002591,270.189,3560,281.021455951,270.744290285,6.20832407911,4.40598419511,378.57,176.723,248.0475084,270.087498248,180.572,635.90205114,2007.49192086,270.138190659,270.02,1000.63569696,0.999604,715.38182865
-273.071,3561,270.659039498,270.87,3561,252.711731649,253.988144526,6.1318463889,4.49627335333,378.612,183.389,51.0496633891,270.716956346,180.559,647.361022563,3481.81691066,1056.88901441,270.678,443.506280484,0.999627,10.8141477489
-273.033,3562,270.368543924,270.514,3562,308.601023139,267.670199474,4.7108154268,4.35087370012,378.645,167.766,246.099050914,270.418440923,180.614,755.609735047,3241.47562188,876.131404964,270.352,2216.87895273,0.99931,936.441132751
-273.313,3563,270.653270039,270.799,3563,200.817963382,300.640161699,7.09405430604,4.45102993941,378.69,188.911,80.7855508563,270.700706338,180.7,830.0243623,2239.94842928,607.88623713,270.647,390.00469938,0.999278,15.1066860633
-273.281,3564,270.732623263,270.909,3564,325.938448796,377.503821696,6.33667192107,4.54328984381,378.704,197.89,246.745412348,270.788199151,180.726,1225.32020806,3689.44457267,861.453879652,270.739,2264.23700675,0.999413,1206.00102254
-272.96,3565,270.520502399,270.692,3565,193.789341787,283.828599752,6.47971632583,4.4857026275,378.74,192.875,20.4605875055,270.571118997,180.753,1047.67547332,1878.07044197,123.98606547,270.519,31.5187949137,0.999683,16.6694911856
-273.159,3566,270.579204886,270.751,3566,384.071799409,321.688434276,6.34477421876,4.38695333021,378.794,177.98,233.905199997,270.654662023,180.86,1073.55138783,758.984705931,27.6189185185,270.572,706.901124507,0.999477,640.710090452
-272.705,3567,269.991118755,270.191,3567,558.874996637,269.701138565,187.272764798,4.33652145606,378.775,168.294,237.177879221,270.063584519,180.906,995.231623996,1180.23237618,116.7246713,269.991,876.930826311,0.999329,692.779814744
-273.097,3568,270.501244964,270.674,3568,400.206241777,292.514764648,10.0264563144,4.43827132601,378.8,177.792,237.366675288,270.567333801,180.924,716.55741922,1181.23878697,75.8749898367,270.487,945.403297516,0.999222,812.485360066
-272.918,3569,270.269882629,270.45,3569,306.934188999,267.380837558,48.71066014,4.58781495252,378.845,202.811,227.185710502,270.356011309,180.934,800.508757582,1177.52948867,159.516841119,270.265,870.307641218,0.999303,521.131481028
-273.389,3570,270.717336214,270.899,3570,297.480711946,279.885626109,10.1999460667,4.36754795502,378.874,171.14,251.456761132,270.785695401,180.932,717.818424897,1560.64402485,221.013708046,270.72,984.702235853,0.999518,717.203969045
-273.973,3571,271.215222508,271.389,3571,381.028189502,164.030310561,121.784232145,4.32301556712,378.903,172.909,246.907875672,271.280101068,180.943,668.986476705,1069.91934818,108.033006991,271.207,804.145240075,0.999473,717.098060179
-273.703,3572,271.110612303,271.282,3572,375.114287543,264.014416546,17.0606044137,4.33961737954,378.971,181.06,249.730079625,271.163345368,180.955,873.627219654,1613.11641311,182.783764206,271.116,981.692964944,0.999342,741.875886157
-273.437,3573,270.755592209,270.913,3573,280.398129638,246.96350676,10.261927098,4.56026015461,378.99,203.015,245.428323633,270.818152915,180.943,887.352293138,1335.62498928,227.251526187,270.742,964.230102803,0.999081,245.760178303
-273.868,3574,271.310524018,271.478,3574,398.093584373,322.501084743,34.353583696,4.33285526468,379.02,177.058,210.794778398,271.366554178,180.903,885.794302397,1282.34105329,296.240796664,271.315,656.01072202,0.999552,234.85353294
-274.22,3575,271.707149522,271.887,3575,295.17129591,238.576160378,6.16191904517,4.36966225354,379.043,175.153,247.550154524,271.7542247,180.988,725.534509126,2865.61571418,359.768310303,271.703,1161.33063011,0.999541,870.941050594
-274.385,3576,271.714319791,271.916,3576,303.871354789,288.241059392,5.18474272529,4.43764595866,379.059,173.432,238.981274654,271.77670012,180.967,744.816608068,1097.23694024,123.398658114,271.711,811.051270435,0.999413,708.189060213
-274.196,3577,271.632088188,271.806,3577,220.556004354,232.998136857,6.47038054669,4.49587144515,379.066,193.639,237.515838048,271.695251732,180.948,698.137292312,943.758600854,54.2349330758,271.632,750.14363664,0.999395,684.372093642
-274.857,3578,272.169143679,272.361,3578,227.926122886,277.802796394,7.02314195705,4.39894352109,379.113,169.188,234.747343686,272.23494375,181.018,800.602735854,772.093647383,15.466510025,272.168,726.731313934,0.999484,686.869388016
-274.634,3579,271.967006256,272.145,3579,230.307427149,193.613144338,6.07859055057,4.40092512303,379.107,181.027,233.574811023,272.017980447,181.042,519.620407816,1266.29465953,118.827240823,271.961,768.837889028,0.999507,543.8851852
-274.923,3580,272.398974793,272.579,3580,370.974643749,303.298312829,7.1849894754,4.28376776259,379.142,175.984,8.89211664465,272.452132708,180.999,755.445350232,10.9436726855,0.61159587581,272.4,9.4562973745,1.0,7.73906680409
-274.524,3581,271.741189201,271.919,3581,265.179056056,334.405250927,7.57562819235,4.46414474747,379.222,202.108,8.84714221894,271.794985,181.025,944.15411281,10.9599818485,0.578012372034,271.741,9.40564241373,1.0,7.71164379931
-274.604,3582,271.950472499,272.142,3582,256.362059318,316.531349697,7.61331682545,4.45516473065,379.213,198.916,243.322529193,272.019612,181.046,751.790610948,1317.29197261,132.823045208,271.946,883.651585929,0.999372,748.787358409
-275.239,3583,272.600656854,272.751,3583,268.563647236,260.14528448,8.28029744552,4.32727173754,379.261,185.964,8.9036796487,272.674873554,181.082,750.012764996,10.9281217376,0.609538413817,272.592,9.46900454368,1.0,7.65426554077
-274.751,3584,272.159727952,272.344,3584,270.973225262,246.546696693,6.69773153829,4.19729098377,379.274,163.063,247.756900294,272.229372518,181.094,642.547409583,1016.00343962,75.9603841678,272.158,811.616512312,0.999249,736.896460269
-274.985,3585,272.408503867,272.589,3585,206.377758004,228.99349762,7.75971546256,4.37569741173,379.353,186.52,256.49610172,272.477250915,181.153,683.827947383,2063.48516048,253.799266058,272.42,1386.05044326,0.999414,1001.55873984
-274.948,3586,272.421956147,272.586,3586,384.90103511,298.521692506,11.6405998418,4.29799525162,379.412,167.433,256.507283603,272.490685115,181.169,965.733992109,3335.9298279,490.527094795,272.404,1064.82971263,0.999385,798.09155927
-275.061,3587,272.492226299,272.677,3587,306.917808248,246.065736598,10.6037181167,4.40549211146,379.428,199.579,248.242803355,272.553392488,181.153,664.459099898,1091.63711268,68.1457296761,272.502,800.516892759,0.99938,485.162070755
-275.165,3588,272.639039197,272.819,3588,152.237650689,202.83019308,5.79891353054,4.368272916,379.431,179.811,245.631422301,272.709404052,181.149,558.521420032,812.77401536,23.953850378,272.619,758.351867757,0.999353,687.190877427
-274.962,3589,272.42494897,272.617,3589,230.901841513,137.671080211,10.7494638821,4.49804320137,379.479,193.537,244.59697026,272.474144295,181.165,429.949238602,826.731970657,50.1508571017,272.426,752.567345495,0.999361,503.390720925
-275.251,3590,272.692320995,272.871,3590,216.986402078,185.969279745,12.2342696034,4.46549389535,379.48,191.656,258.765722758,272.766377214,181.187,494.694704126,3546.95816826,731.302776208,272.699,1605.4261712,0.999341,974.742085861
-274.836,3591,272.523577509,272.719,3591,309.538717133,288.91809996,4.4956724673,4.50727956166,379.494,186.464,239.674468031,272.611497368,181.275,902.736352295,3047.54659537,658.289475692,272.515,1368.84450661,0.999429,632.831599305
-273.923,3592,271.572016175,271.823,3592,171.534533783,194.84939341,3.5006043838,4.7725454228,379.455,220.161,250.241680791,271.659431354,181.308,643.457840997,1662.15376233,228.548832234,271.577,1096.98288363,0.999418,699.351500736
-274.464,3593,272.126661194,272.374,3593,214.309227048,187.780777629,5.43054518552,4.84238187797,379.506,220.231,241.221057483,272.257340322,181.353,548.18597853,814.97215657,52.4040556432,272.119,749.115827809,0.999542,614.308870695
-274.77,3594,272.192333783,272.43,3594,168.417657544,225.534532342,4.9782032756,4.81373523272,379.522,205.686,226.863617722,272.301296434,181.364,641.639098792,817.850861402,84.047133364,272.194,654.79398104,0.99945,541.148003821
-274.373,3595,271.711351205,271.958,3595,179.804035063,207.719147377,4.80285508755,4.8459597388,379.54,201.349,232.073779399,271.836562839,181.401,588.259226082,998.211663559,76.3188081494,271.711,714.71735688,0.999482,549.274158628
-275.219,3596,272.664091134,272.915,3596,300.738935414,217.439006194,4.33573660083,4.66757843396,379.518,183.876,236.824707334,272.760839744,181.423,560.872586401,853.133247466,83.5105675697,272.68,720.73361487,0.999524,511.491571452
-275.283,3597,272.472600379,272.661,3597,285.330122088,231.083477906,4.64732059136,4.7280274654,379.53,202.575,227.325953366,272.541139711,181.416,715.936723656,837.340702677,68.2652912769,272.465,626.184454989,0.999495,520.41439762
-275.219,3598,272.530084022,272.71,3598,378.632993321,145.300132772,5.95965948704,4.53505092979,379.563,179.03,239.186022828,272.587200872,181.443,500.226492912,1079.94571515,90.8565129972,272.525,753.196456874,0.999541,517.769680792
-275.293,3599,272.790251413,272.93,3599,271.284673825,252.510285555,4.55381070279,4.47593167785,379.561,178.566,241.060285977,272.833228384,181.458,703.092554281,813.371410032,43.3125907158,272.786,716.253831848,0.999733,589.158354164
-275.646,3600,273.011978242,273.166,3600,188.081084069,243.439761677,5.25341972591,4.51921972473,379.602,176.735,212.327895313,273.059473743,181.485,679.914235544,1601.0877098,355.794829623,273.015,678.652487812,0.999388,331.879745656
-275.931,3601,273.615653233,273.798,3601,106.066337026,152.921215972,4.21939926279,4.58571878016,379.599,191.24,14.8285124733,273.684451286,181.49,532.056325286,39.8752251555,3.75604659421,273.618,16.2286366913,0.999686,13.949799426
-275.011,3602,272.938569683,273.114,3602,35.2825385164,84.7482510334,4.52735410292,4.91710462144,379.597,218.94,13.4041652081,273.016931584,181.53,565.202823085,17.3116904211,0.657143845232,272.934,14.540084352,1.0,13.8210829634
-273.988,3603,271.923312954,272.12,3603,57.8217430344,88.3353556432,9.22211204201,5.16206629382,379.604,232.115,28.4228525422,272.002596143,181.61,326.120259459,35.3216711355,0.509222199974,271.916,32.4804379886,0.999994,31.8123916785
-274.227,3604,272.256678076,272.461,3604,45.7113469937,47.1365053181,3.09406920283,5.0428206172,379.649,208.734,28.3422678517,272.349749677,181.613,284.429419988,32.8574654492,0.242923391293,272.26,32.3760564203,0.999442,31.801877229
-273.687,3605,271.721968261,271.893,3605,62.1901117241,81.1888826568,11.2947305655,5.19063636507,379.644,207.72,28.4510936115,271.792194305,181.652,350.452779656,35.3484040478,0.579289429837,271.718,32.515586739,0.999967,31.8596875485
-273.042,3606,271.006649559,271.209,3606,96.9217854187,121.267162287,7.63132086095,5.34178514519,379.657,224.85,118.816219433,271.079753553,181.675,432.917091749,198.635829221,3.65769080074,271.003,188.96319753,0.999772,179.104354848
-272.77,3607,270.543790976,270.755,3607,277.016042601,159.407786678,8.49171390572,5.70865548387,379.649,259.279,235.976750696,270.641595025,181.714,619.749097845,3630.3904427,1367.53173949,270.548,1974.50555955,0.999635,199.419494387
-272.891,3608,270.665382558,270.874,3608,243.978439772,248.684411703,8.48175848083,5.59999656468,379.644,220.311,249.196282203,270.773675698,181.726,786.50290624,1118.00244623,206.265688554,270.646,858.716244319,0.999427,212.240908646
-272.321,3609,270.106530267,270.339,3609,249.234016396,222.980317773,8.31045869148,5.67105198515,379.629,235.867,222.185271882,270.212412512,181.763,647.8664304,3538.85428391,1264.58050838,270.113,1872.52044891,0.999601,188.568048644
-272.58,3610,270.348425294,270.589,3610,366.671589799,192.881868766,109.688440271,5.6370765277,379.596,211.248,264.132639982,270.480835391,181.809,685.094951059,2183.03448129,362.304093179,270.322,1240.30653529,0.999394,866.466897364
-273.057,3611,269.998680617,270.241,3611,332.072395128,377.346179075,5.65805167323,5.59109011467,379.636,223.215,256.614616925,270.135812818,181.846,971.035532069,1809.89372436,258.038103417,269.997,982.21981624,0.999404,751.377772057
-273.703,3612,270.6687113,270.836,3612,376.101279352,254.102192607,7.41348090569,5.20082521526,379.624,196.028,222.574239539,270.730158429,181.799,870.571945855,1072.8865424,185.332980009,270.68,625.131349798,0.99944,394.318151126
-274.483,3613,271.752315904,271.896,3613,296.227900174,236.642231036,47.9551392184,4.98880865353,379.641,191.737,252.007765561,271.803962181,181.821,678.915611955,2357.28356046,402.103983408,271.735,1112.30211417,0.999494,407.578409738
-274.394,3614,271.750186071,271.941,3614,411.199357807,281.709594945,9.50280246666,5.06005059777,379.675,206.836,249.362386157,271.800641327,181.855,934.010530094,1163.42038907,121.075351868,271.77,852.804544557,0.999414,730.092564785
-273.823,3615,271.493322074,271.654,3615,392.914754002,240.266280612,7.78332241919,4.84932976037,379.695,189.706,250.814424565,271.531424697,181.901,746.693687308,2232.97819173,364.538430186,271.488,1190.06773636,0.999503,780.993505219
-273.27,3616,271.433173527,271.625,3616,277.0290943,309.247907091,6.24235578769,4.97162057295,379.725,214.256,247.994001254,271.495694453,181.913,800.590207533,1076.47730537,78.7773279086,271.446,908.461415017,0.999259,756.515163249
-273.714,3617,271.395986904,271.564,3617,324.521678331,225.14073303,6.65268625322,4.69566047941,379.73,169.1,244.009054717,271.469713417,181.903,784.400662443,1232.03065133,103.253045017,271.388,854.198787175,0.999474,749.969878368
-273.167,3618,270.828307652,271.011,3618,264.860060808,311.298627602,7.79312975385,4.64189431503,379.763,176.04,244.565647168,270.914659828,181.895,875.427026449,988.403338049,58.2814733132,270.826,798.14591471,0.999575,741.25802937
-273.515,3619,271.268129945,271.464,3619,227.631056729,170.076836364,4.55340623138,4.65332432373,379.781,191.252,248.930438809,271.368546927,181.931,527.963450509,1359.01238153,162.293414403,271.267,858.216855031,0.999551,744.256722902
-272.72,3620,270.421118059,270.643,3620,441.565796421,139.813324556,259.997583683,4.65832687993,379.826,189.313,250.173457527,270.493206255,181.928,692.493622331,2518.85437616,477.846983113,270.432,1515.82092238,0.999546,1018.65888131
-272.904,3621,270.42300901,270.584,3621,307.538785822,295.909174774,16.988852341,4.57666758681,379.876,183.291,243.484714763,270.485289663,181.949,988.526425454,3372.37375541,748.405042275,270.426,2207.89079606,0.999667,1338.50251205
-272.905,3622,270.406352751,270.606,3622,394.558626435,290.155749421,24.121293843,4.53121166024,379.923,174.152,250.967847252,270.456671865,181.966,820.789121362,2265.33873417,362.30918816,270.4,1012.90908493,0.999588,738.807161174
-272.884,3623,270.542473603,270.731,3623,392.74700069,224.803335805,38.08259655,4.57749835537,379.957,183.682,253.900041307,270.611034366,181.98,678.721678071,3425.32224557,448.144986886,270.54,3124.11530009,0.99977,2077.55337457
-273.553,3624,271.096706821,271.294,3624,403.086590918,242.952973609,99.8254499956,4.49397972069,380.013,179.492,241.456695867,271.171671721,182.011,856.279684988,3402.70958779,769.583554149,271.113,1975.37040127,0.999544,1088.52812376
-272.849,3625,270.399253411,270.577,3625,301.624379231,240.526016061,20.7840328354,4.5418246857,380.072,200.427,247.580880684,270.470294301,181.95,755.988516283,2284.61393851,347.863326559,270.389,1330.92123705,0.999645,902.349347475
-272.569,3626,270.040594774,270.234,3626,365.817885448,251.029227491,38.9312218874,4.51707133876,380.105,179.408,247.08311242,270.117415661,181.953,746.30991475,3397.59024401,689.413670483,270.038,1420.97248122,0.999425,862.164025148
-273.12,3627,270.564134098,270.739,3627,458.224219818,149.474495479,284.432536885,4.40331598964,380.141,168.894,249.687404351,270.623811705,181.961,669.109476238,2173.74206159,330.162540937,270.573,1163.7649209,0.99941,681.322638635
-272.785,3628,270.103903009,270.28,3628,613.221883675,122.119277486,408.095232447,4.4923268308,380.189,182.21,246.457426684,270.146198809,181.988,757.358917005,2203.76863005,321.336497636,270.1,1083.48359015,0.999748,689.139835966
-273.456,3629,270.771992487,270.929,3629,469.755384081,189.663685719,208.180220515,4.47007949788,380.221,173.052,247.575583934,270.820600504,182.028,656.955931796,1982.60993317,322.395148999,270.772,1207.79729359,0.999753,686.626979842
-272.859,3630,270.210645339,270.378,3630,322.217137952,142.969732538,122.22389751,4.31384536001,380.261,164.583,244.580519453,270.275319287,182.112,556.985495987,3388.52202883,730.063911254,270.21,2032.09978022,0.999627,987.783593285
-273.9,3631,271.147610734,271.335,3631,367.406822362,250.598285258,115.855061508,4.35528891198,380.278,165.897,250.697845496,271.205449961,182.119,893.819463258,3497.66117485,1033.14980518,271.149,2506.38221267,0.999569,1257.09684018
-273.926,3632,271.076043228,271.261,3632,252.018707835,169.378169447,82.119522255,4.27142295769,380.278,165.379,249.017537329,271.119901806,182.13,528.29411028,3481.54136787,838.643480512,271.073,2727.28307186,0.999607,1182.42558895
-274.231,3633,271.1456104,271.309,3633,391.592194467,170.906189629,232.156859078,4.40200396098,380.307,186.277,240.735385977,271.201336164,182.125,679.484608559,2472.11503594,434.518048889,271.131,1350.03384598,0.999566,933.216844827
