AveragePolicySurr,Iteration,AverageY,AverageAbsQ,Epoch,AverageEsReturn,StdEsReturn,MinEsReturn,AverageAbsQYDiff,QFunRegParamNorm,AverageQLoss,AverageDiscountedReturn,AverageAbsY,PolicyRegParamNorm,MaxEsReturn,MaxReturn,StdReturn,AverageQ,AverageReturn,AverageAction,MinReturn
-423.063,1514,410.175118746,410.883,1514,39.0369499427,47.6841524884,4.01071392781,9.32198512885,281.477,800.881,216.173208593,410.376354474,131.815,165.974704906,1096.52267887,241.799050862,410.184,706.92337577,0.92354,256.409683539
-423.031,1515,410.117556065,410.825,1515,31.0120856354,55.0769582914,3.91136234378,9.49797324336,281.574,812.814,181.091982557,410.323697791,131.89,350.440035842,2233.81085484,582.885155337,410.093,734.904086441,0.92482,166.780316039
-422.888,1516,410.420691591,411.17,1516,61.5638079589,106.951614399,4.61198857714,9.48157160287,281.672,829.219,240.83399109,410.65236674,131.914,559.318286807,2206.99021532,392.396068742,410.419,1140.20426307,0.924408,233.594101652
-423.313,1517,410.370227274,411.135,1517,39.3387200329,55.7498254952,3.94412958196,9.34590593462,281.738,833.464,185.2433264,410.564834688,131.963,281.394670285,2186.51069421,520.264980707,410.394,855.901662981,0.916103,89.7270449728
-423.373,1518,410.329690316,411.04,1518,71.3016188528,130.763117323,4.20947209559,9.63959515323,281.864,835.557,199.367976968,410.504493004,131.967,516.492447227,1435.1464939,275.200845437,410.294,597.088591254,0.926329,88.1468093561
-423.588,1519,410.5709454,411.289,1519,47.5848859539,69.0627517372,4.08803631071,9.41995797174,281.939,838.786,187.391461741,410.72920243,132.009,263.367904365,1049.0805375,291.836072821,410.582,553.818877008,0.919187,75.7854145232
-422.702,1520,409.888926351,410.563,1520,28.7199858839,45.7865893361,3.23706834909,9.63008499182,282.082,853.572,201.451141455,410.060092304,132.052,236.557784796,1116.07479354,218.851404398,409.866,650.760585269,0.910597,124.810085922
-423.007,1521,410.182096826,410.84,1521,58.1717675365,98.7077426967,3.23301370693,9.58808880742,282.168,852.67,210.337346302,410.336372042,132.103,534.250292152,1632.23139308,302.645945125,410.126,721.088223217,0.901688,128.46682586
-423.65,1522,410.83578137,411.613,1522,80.3214048431,130.435424228,4.54012304092,9.66872359921,282.287,812.365,209.326131303,411.031101016,132.109,611.436204485,1345.89718467,267.655956166,410.857,666.62141709,0.908669,174.548889997
-423.549,1523,410.368805161,411.056,1523,85.6514660596,105.004371174,3.39014161599,9.64037593724,282.41,866.557,169.389950813,410.551844268,132.122,444.431750128,2373.45368337,545.19971424,410.34,694.094782517,0.904966,208.169567292
-423.542,1524,410.164995643,410.914,1524,41.9458462518,49.3694807123,3.20312712379,9.59349974329,282.559,840.533,225.087829343,410.351722294,132.193,179.051478086,1542.72634754,259.1509207,410.184,838.979656951,0.914502,326.77769655
-423.882,1525,410.80382452,411.488,1525,60.7875017689,134.162164147,4.64559802524,9.62092020448,282.685,856.386,224.284472245,410.997722902,132.246,658.057892753,1025.71420597,95.7121681124,410.797,732.911301664,0.914758,585.412392919
-423.549,1526,410.622025583,411.341,1526,38.6370027034,78.1737553178,3.51973241375,9.65515284612,282.808,881.776,223.552638829,410.839654326,132.279,426.55673608,1230.33607562,138.967489926,410.613,767.087779369,0.910219,586.671197678
-423.002,1527,410.274510528,411.01,1527,100.047216838,159.425983532,4.07658883268,9.59573289085,282.965,866.911,215.645611576,410.532856719,132.304,624.575240659,1010.43251805,204.175508964,410.27,715.628870197,0.914664,51.7761106661
-422.653,1528,409.511037508,410.238,1528,29.6327009545,34.9732115672,3.2941804664,9.63388353663,283.071,858.187,212.427022862,409.725121919,132.321,167.842762444,1288.0562254,198.724042976,409.483,746.131026279,0.91804,278.96644431
-422.447,1529,409.502623688,410.234,1529,70.9548458107,144.830947014,3.51902908123,9.17332484492,283.158,778.035,192.446535402,409.704764858,132.34,601.212444839,1409.33079896,202.623180267,409.476,569.254968491,0.904089,103.786084816
-423.409,1530,410.85769509,411.531,1530,50.9451087146,95.7953322459,3.46150388825,9.25238647955,283.239,776.554,226.324535538,411.052160594,132.371,488.257434106,1621.69193747,310.662532479,410.851,1002.24005846,0.92752,385.769478153
-422.788,1531,410.176921465,410.877,1531,23.5837005591,28.4585380181,3.80895506715,9.46622806106,283.292,825.953,215.666228361,410.365184048,132.394,130.119769927,1609.25706274,318.693167248,410.16,777.161111595,0.911174,303.415096124
-421.678,1532,408.467749938,409.231,1532,47.0619553912,83.7941701507,3.92558531157,9.45042456684,283.424,818.435,189.94378662,408.689198961,132.442,375.027841475,1484.06911189,256.705279072,408.476,718.128921575,0.927116,227.140615843
-420.834,1533,407.93271596,408.7,1533,50.5501149851,71.8623475684,4.10618290236,9.80620901778,283.567,897.382,177.024493421,408.160474051,132.501,250.21199466,897.306405132,175.346207215,407.916,529.720517459,0.919559,255.876118459
-420.789,1534,408.279699669,409.045,1534,51.5136050463,92.4371927034,3.38571255104,9.55318353492,283.665,820.057,201.756786068,408.511828622,132.537,376.238492859,1023.62912814,158.831592727,408.292,636.221076143,0.926175,283.427721119
-420.245,1535,407.41104807,408.163,1535,94.1501850358,136.416849453,3.20427389758,9.43217539953,283.751,802.007,205.205526387,407.642570668,132.559,491.382030724,1136.72092017,165.442631189,407.388,614.887634985,0.932942,314.620980112
-421.06,1536,408.396294871,409.103,1536,50.978442391,112.707190878,3.73069919448,9.32650864778,283.85,773.344,211.727465733,408.59237167,132.566,599.357976315,1248.61971153,176.922570009,408.4,613.385436309,0.912962,251.306412978
-420.385,1537,407.642882187,408.361,1537,80.3125091051,141.615067291,4.31341394858,9.59113733073,283.87,830.69,186.041545015,407.860617087,132.618,575.328012321,1504.15711,355.080023181,407.617,607.51474556,0.938184,151.036316637
-420.554,1538,407.540341592,408.246,1538,28.6502473101,47.6049992176,3.91506500966,9.51590412415,283.982,811.393,194.613298856,407.777486827,132.66,234.866672463,1556.06099317,448.59343088,407.527,661.54415456,0.922336,213.61085918
-420.138,1539,407.869200786,408.586,1539,37.4318852493,61.2895540452,3.2267949368,9.23455274418,284.056,791.433,210.909619518,408.063011319,132.71,296.487651615,2131.43163365,451.385198067,407.841,791.97245467,0.935762,272.045410293
-420.297,1540,407.326691263,408.075,1540,54.8950969545,109.288171485,3.90072168488,9.36376687077,284.122,795.361,208.718814533,407.555070299,132.74,532.671903376,1011.17006114,189.993663154,407.312,584.578528506,0.92046,271.92384831
-419.725,1541,406.594661642,407.325,1541,49.7685984147,73.427876545,4.39060067617,9.67012056644,284.228,854.628,192.707240399,406.805265733,132.784,304.269884861,1169.86543782,237.551398859,406.605,543.499348607,0.910606,122.939887804
-419.65,1542,406.439956029,407.193,1542,40.965817946,80.2715560928,3.2452910989,9.60617470484,284.328,839.35,189.982838796,406.633086472,132.806,377.708714438,1156.48933341,206.134455666,406.446,590.495469959,0.930205,262.663794494
-419.328,1543,406.413724672,407.088,1543,50.9541422014,76.5499870939,3.66360612601,9.65444599988,284.417,887.248,208.739374848,406.627219649,132.825,310.394079556,1040.3699292,192.028275032,406.368,636.353179468,0.929978,224.208947677
-419.824,1544,406.303076906,407.085,1544,37.8413721238,73.4099210951,3.88828301883,9.57465910445,284.543,837.801,218.606352563,406.521873353,132.883,385.967534671,1144.99189129,190.787162431,406.338,700.562890598,0.908995,349.239570626
-418.972,1545,406.441852666,407.216,1545,32.0210576131,39.5651559695,4.43294962474,9.15801147695,284.636,773.414,180.838571611,406.699404855,132.93,178.983552665,1395.76996997,252.711685665,406.425,734.014081752,0.921293,353.497530951
-418.99,1546,405.929393044,406.663,1546,48.8365798469,75.0769174359,4.40478132061,9.51675127395,284.754,795.222,205.488768219,406.156494671,132.967,365.253935183,1075.50038375,221.797620705,405.912,701.524974321,0.925772,204.988806592
-418.867,1547,405.533010856,406.275,1547,75.5745477903,163.217210524,4.51037625618,9.29982634631,284.853,791.57,193.478982189,405.756142634,132.995,841.677314047,1052.15796162,214.379848647,405.512,561.748167263,0.914389,181.796529282
-418.933,1548,405.825441893,406.565,1548,117.063308773,150.358069634,4.1281224881,9.79035479983,284.945,868.534,205.26570443,406.033948148,132.994,501.576064376,950.366452349,182.168376211,405.829,587.148357942,0.915263,165.591786906
-419.083,1549,406.026612949,406.713,1549,44.7576442735,111.907584729,3.2322126828,9.83852065366,285.071,892.507,186.448376672,406.207608386,133.033,622.612708628,1294.13494839,339.421617858,405.981,663.079537117,0.900477,164.494433849
-419.13,1550,406.357667863,407.068,1550,24.6526807516,49.2671941338,2.54913727831,9.37091282851,285.177,790.197,218.551051361,406.554549888,133.029,321.787991186,1631.91212816,239.249400252,406.364,798.01209425,0.908335,390.19348035
-419.067,1551,406.343006315,407.051,1551,72.0112276636,94.5708028295,4.03323800423,9.54495186186,285.243,847.657,218.66328858,406.549984173,133.084,344.10897947,1531.66232751,298.19007643,406.325,836.083539475,0.918009,79.9496592288
-418.853,1552,405.822849166,406.577,1552,49.9668857691,79.2469207103,4.4349369458,9.43426825589,285.363,816.474,204.863642495,406.019598291,133.111,357.440884459,1279.89935761,275.557167103,405.82,643.653249482,0.921814,205.934099753
-418.949,1553,405.719539077,406.434,1553,55.2615844948,125.02981756,3.92354082395,9.54876596384,285.499,814.908,213.607729588,405.919342994,133.162,561.354061127,1029.63196513,171.563369155,405.726,688.21443695,0.900736,156.509982484
-418.133,1554,406.012539315,406.779,1554,43.7844141312,80.3557781118,3.42688953117,9.34866114944,285.573,833.551,167.35369569,406.249947297,133.197,393.382836234,824.114874879,182.98193141,406.012,415.835559563,0.905894,108.490676068
-418.221,1555,405.183055285,406.042,1555,40.3695685878,51.9793735442,3.79791706007,9.90708311459,285.637,881.365,201.542648211,405.477950137,133.293,235.46739148,825.264691513,133.31564223,405.185,553.954942515,0.933535,201.791667979
-417.55,1556,404.533213713,405.291,1556,69.15185138,123.987794963,5.07637123379,9.58805481105,285.76,849.511,143.457718035,404.782911808,133.317,588.492373523,1379.00975457,338.29819236,404.505,404.711268689,0.904719,73.8881898641
-417.931,1557,404.784750388,405.53,1557,86.468881271,120.706815567,4.23782908626,9.74933106811,285.844,878.962,216.780633187,405.007356923,133.359,413.343179544,947.548234827,131.552571205,404.798,647.982590365,0.920334,240.805897177
-418.352,1558,405.134355331,405.857,1558,34.3288245744,62.3027375402,3.65494729869,9.58808941178,285.943,817.531,197.340117321,405.349665425,133.392,359.860108328,1064.61522224,163.118351274,405.113,717.489598629,0.903728,317.102528214
-418.209,1559,405.16076169,405.951,1559,39.9169878671,61.2935639806,3.63179139422,9.39033563526,286.041,785.009,210.052559883,405.359163243,133.464,245.726977578,1176.63698038,168.998986809,405.171,654.77936814,0.893292,271.124749342
-417.178,1560,404.207908715,404.992,1560,48.3836632889,92.8023384278,4.20696592412,9.41756204671,286.15,810.392,209.349388857,404.441677885,133.495,502.367859246,1323.65439522,267.970785797,404.178,768.691069698,0.896998,261.323492604
-417.5,1561,405.023933093,405.774,1561,47.7919387422,76.5348494444,3.46307163629,9.50178462283,286.244,801.385,224.793010119,405.239326921,133.522,321.148998884,1310.38006649,166.183775887,405.039,776.662644993,0.914932,503.654971537
-417.85,1562,404.727900132,405.446,1562,41.651709121,69.1832957057,3.36677974707,9.62983141418,286.362,873.157,202.393642503,404.954923913,133.546,295.911170561,1100.49961766,202.854668075,404.681,724.526556603,0.910648,265.170987102
-417.474,1563,404.213803819,404.924,1563,41.3860020685,79.6221598004,3.78624203832,9.51565632393,286.476,827.425,200.702581562,404.415171793,133.596,384.742401968,1010.9364776,178.905025984,404.215,664.590554529,0.911097,159.141922771
-418.393,1564,405.468458727,406.124,1564,70.3701122268,82.9016408987,4.1645094802,9.72357484598,286.611,832.386,183.200732677,405.670605919,133.683,292.829743219,1199.59688716,295.916651709,405.44,597.353325586,0.908141,163.663684538
-418.52,1565,405.638124405,406.385,1565,28.6987297844,47.6112296047,4.0922315474,9.45212741436,286.742,805.922,198.290586541,405.838607747,133.731,289.028973054,1325.96940482,215.488104791,405.669,608.431008607,0.917799,312.181374419
-417.282,1566,404.054995451,404.763,1566,88.613880249,127.3947401,4.43434734197,9.64230978369,286.836,851.03,194.888710818,404.250299412,133.753,541.549366904,1196.68350408,216.329516268,404.037,788.101138558,0.91697,342.12642026
-416.664,1567,403.412755272,404.128,1567,35.6283516909,36.8016393483,5.26522178311,9.550064264,286.978,810.272,168.27953847,403.624109547,133.775,140.516093901,1262.06127681,277.187745447,403.399,523.312198631,0.922537,115.12102626
-416.698,1568,403.638169362,404.446,1568,114.099530858,177.369698246,4.50290346616,10.0017872998,287.047,901.903,190.039810006,403.83490878,133.858,660.5053081,1147.59900887,291.881917871,403.662,573.532848599,0.923947,236.881294388
-416.857,1569,403.542370877,404.273,1569,37.0503955847,53.1262677958,4.00794237568,9.64527060417,287.15,816.81,60.7121034806,403.746646776,133.933,297.730187187,1352.36138307,313.248298455,403.508,172.023778336,0.91414,9.12427212582
-416.057,1570,403.32751272,404.082,1570,83.9913427248,105.573854274,4.606608913,9.63532918841,287.261,826.732,219.327943477,403.58567346,133.956,388.047999293,1028.31351652,140.412139684,403.324,722.150366922,0.922627,383.276766986
-416.582,1571,403.433508874,404.174,1571,63.1008653827,99.1326638114,3.96247660552,9.55205864575,287.381,829.99,209.505979034,403.666313966,134.035,446.184812749,1101.34508024,160.367372826,403.407,628.233430518,0.920468,270.555739629
-417.563,1572,404.013414406,404.801,1572,39.0440512683,45.447100807,3.92656942023,9.55329154536,287.476,799.559,185.730242048,404.24320349,134.088,172.081006225,1287.24594106,247.656917833,404.021,539.551814025,0.913082,194.481310782
-416.998,1573,403.763032343,404.572,1573,40.0183499829,54.4307469702,2.95622646957,9.63363771335,287.606,837.103,156.175042146,404.054221161,134.172,229.092188773,1254.78329308,294.104765012,403.74,486.201766178,0.889455,103.821645239
-416.874,1574,403.254258223,404.134,1574,41.2097474886,78.5525790418,4.53932555802,9.68605721896,287.685,866.21,212.660878971,403.523818113,134.178,406.9010082,1011.73432588,173.399586197,403.257,684.311297093,0.931129,42.0341712065
-417.605,1575,403.928742225,404.69,1575,41.3318561928,72.13354821,4.84520282315,9.55206593432,287.813,800.255,211.343459721,404.174331564,134.201,403.224379176,1171.43884485,185.331955811,403.907,635.387457595,0.926208,291.068739318
-418.191,1576,405.372943459,406.086,1576,60.7796606467,111.61880781,4.65493264864,9.09513604944,287.962,737.685,222.597554634,405.592457842,134.258,462.481775489,1184.30464406,127.736817298,405.37,706.475094413,0.89364,434.482386559
-418.015,1577,404.594806091,405.37,1577,87.0365237364,153.569326042,5.09411251366,9.56341482379,288.047,815.377,181.290237883,404.840696735,134.326,611.849892362,1219.14929451,304.961291439,404.596,600.771385701,0.866436,173.073364369
-417.951,1578,404.325478433,405.094,1578,40.6650774056,55.9085272417,3.55373841387,9.75079961319,288.159,852.903,184.545613057,404.573416621,134.403,203.446883829,860.75077563,190.405749535,404.319,528.301816297,0.885674,204.202969212
-417.072,1579,403.76231156,404.562,1579,39.4660839972,69.5444489967,3.0128093273,9.51658455419,288.272,780.221,204.950749963,404.061746648,134.439,342.78644089,990.386489925,181.092346514,403.745,599.839912572,0.924802,279.579094471
-418.545,1580,404.616867844,405.419,1580,50.5953616869,138.589703836,4.06872643911,9.67304637953,288.377,824.033,216.285836306,404.889784407,134.492,771.190105187,1050.54751232,165.015493437,404.611,683.312244388,0.916529,360.485121778
-418.992,1581,405.582947465,406.288,1581,44.4913857243,69.397961183,3.57334273211,9.84582658004,288.512,873.685,216.487220084,405.808344142,134.541,262.537971102,1144.04053522,186.637710382,405.573,783.584315887,0.897688,406.11492464
-417.375,1582,404.715997406,405.509,1582,43.9060555694,55.314337493,4.40721002367,9.6689845044,288.556,827.936,195.80121794,404.947967427,134.566,273.084245896,1009.00956001,158.625445931,404.724,544.622495983,0.91111,242.32428807
-415.997,1583,402.306913587,403.035,1583,62.7477219152,77.2046252311,3.27712560116,9.77734775441,288.694,868.462,193.808510812,402.542757584,134.607,263.858852504,1670.57799249,303.578603226,402.281,782.946134781,0.917653,395.179280111
-417.004,1584,403.888941823,404.65,1584,56.8721038672,115.660251789,3.728270757,9.76190216502,288.778,854.953,43.2573304987,404.105184257,134.666,568.66400545,916.176350747,150.952528155,403.856,76.8722094971,0.838769,29.2674894193
-416.489,1585,403.882222576,404.686,1585,32.1641772807,61.8238572681,3.6159912869,9.51893930736,288.873,803.434,195.614280621,404.14566536,134.704,318.610710472,1525.56299496,360.698446629,403.911,727.884512787,0.918938,189.780297411
-417.113,1586,403.787525884,404.536,1586,55.7088069072,101.690370803,4.20759741126,9.76160439328,288.923,847.602,190.805904339,404.042012747,134.777,351.976651191,1533.07656226,367.845517194,403.764,745.204433821,0.92507,179.490976647
-417.126,1587,403.810751228,404.585,1587,113.348002418,186.929342385,4.34205866873,9.40487274699,289.002,791.372,188.707047949,404.072371591,134.755,698.270384976,1563.60543186,388.344466157,403.799,799.831636574,0.930845,217.045567615
-415.933,1588,402.688418146,403.449,1588,67.4307727183,147.195539974,3.52808284234,9.35369592558,289.103,773.005,212.89188618,402.938003598,134.83,631.968453044,1223.9801494,172.460160292,402.665,812.048301805,0.918493,557.740626813
-417.207,1589,403.997251778,404.798,1589,43.66732645,71.9350125495,3.66645370977,9.70182171147,289.215,836.976,194.40562196,404.21528861,134.894,359.01054329,1148.12678647,243.165655734,404.02,673.048667005,0.927748,229.898538819
-416.845,1590,403.43142762,404.203,1590,46.0703897286,62.2472044228,4.61690220273,9.57604115559,289.279,799.723,200.94588334,403.678772518,134.92,286.093051416,964.244125626,174.402332545,403.408,573.795824161,0.921885,268.705227289
-416.91,1591,403.812883988,404.542,1591,22.6742890659,36.6449356495,3.75756536517,9.33069467941,289.351,795.784,190.705619323,404.048831154,134.948,216.142236966,1073.02302981,211.902811786,403.82,603.48161032,0.905121,227.340429172
-416.937,1592,403.715184838,404.336,1592,58.6795758709,123.865616108,4.50794219067,9.48529095942,289.461,810.779,204.432547236,403.92052966,134.957,595.718045894,1040.68769723,200.018622859,403.663,713.830589579,0.937388,273.314522475
-417.241,1593,403.568879101,404.309,1593,52.0744222759,87.9060625071,4.45030641128,9.749922834,289.596,858.118,205.668349648,403.757572304,134.994,414.953216213,1169.89846736,169.928354201,403.56,615.494769993,0.91159,243.166021938
-417.317,1594,403.89937948,404.66,1594,41.9532058182,95.1382370309,3.59065633981,9.77460928682,289.719,834.707,202.898724738,404.134396797,135.055,566.313432549,780.714503619,105.024585114,403.91,536.625157432,0.919715,268.680162745
-417.463,1595,404.246782976,404.962,1595,40.8809430733,71.3888401548,4.17603231332,10.0238323581,289.802,890.736,218.250924805,404.464106449,135.103,275.951444524,968.630954624,160.951539064,404.241,670.35152129,0.923818,290.032341681
-417.416,1596,403.723927064,404.512,1596,44.3335421872,51.6673207438,4.51090279214,9.61980447156,289.936,798.88,208.210541472,404.009891194,135.121,226.100850987,1611.09172012,276.800578375,403.707,681.57572582,0.929089,202.384434585
-416.959,1597,404.04254539,404.858,1597,55.8643721912,106.908973032,4.08476823336,9.39056309306,290.048,758.605,199.428529548,404.303906185,135.187,553.08976613,1882.7032812,308.500203687,404.057,906.703179631,0.913008,191.213448103
-417.307,1598,404.161300968,404.849,1598,26.6962131383,52.4711182478,3.99710933936,9.45242515072,290.161,803.848,205.315771424,404.398764284,135.221,276.915740543,1332.13099388,319.178619338,404.146,697.592512862,0.926994,158.314077725
-417.322,1599,403.824323721,404.607,1599,53.0230821192,86.3703973954,4.60993122129,9.82029633618,290.289,853.247,199.631466328,404.108600755,135.201,427.114682821,963.181657067,196.002875726,403.793,613.100073411,0.910277,266.178038
-418.11,1600,404.596688277,405.418,1600,68.685605891,121.417356564,4.84109939821,9.6988226982,290.383,827.901,196.682851738,404.870407214,135.239,615.867280725,1013.1456603,196.729987475,404.606,537.601145538,0.924559,205.766769712
-416.446,1601,403.109846995,403.888,1601,47.6803311722,76.9932199181,4.55506768567,9.66456624129,290.508,844.435,201.966166076,403.409557419,135.31,346.297410265,791.569719893,140.150509308,403.083,523.972569957,0.901014,224.009589631
-417.8,1602,404.11957855,404.867,1602,48.3467909104,98.2355563654,3.98476891864,9.8558130109,290.61,838.628,155.218217472,404.397078865,135.368,550.722587658,910.677248757,252.622370542,404.075,383.235350524,0.906303,139.899906253
-417.595,1603,403.697006826,404.525,1603,89.1612841988,160.863915668,3.81696563334,10.037833048,290.73,926.214,152.779059458,403.969878054,135.408,640.038517826,1105.30748532,292.735695662,403.71,417.739683478,0.881925,47.6586861558
-418.19,1604,404.463699834,405.282,1604,24.9496621052,37.5877649465,3.88722538724,9.44605734718,290.85,759.099,181.904024441,404.762799072,135.454,165.67293254,1671.79361313,304.567522294,404.455,530.656917451,0.905362,163.024897859
-418.784,1605,404.859368565,405.701,1605,36.4332258036,67.2744747868,3.66451863473,9.64467235181,290.918,781.381,178.528962456,405.13093588,135.471,413.684759169,1046.433381,221.281667444,404.862,528.642698541,0.887016,45.6532196827
-418.372,1606,404.938529137,405.722,1606,33.7494591858,69.3743148611,3.93511965911,9.69442376352,290.969,854.384,151.133930617,405.231698556,135.5,406.840887683,1257.44532934,352.702368925,404.922,467.275234751,0.920331,46.7809617248
-418.573,1607,405.009709589,405.782,1607,60.0323432473,115.030386498,3.80585566804,9.75255749757,291.081,848.104,178.012127289,405.268576728,135.54,631.694877804,1586.12304383,431.683831445,404.994,639.347920041,0.929901,40.8253353338
-419.376,1608,405.943263111,406.722,1608,70.4227143484,162.923505846,4.57683353293,9.80554707807,291.206,843.856,196.763544378,406.252053443,135.617,692.682465855,1017.97435322,203.355178052,405.949,586.092038108,0.920814,179.144753366
-418.81,1609,405.207332794,406.007,1609,70.5526252096,159.61626151,4.06908418334,9.81435889532,291.327,853.776,217.436149374,405.492108939,135.623,765.694806066,1559.52079499,347.623082771,405.196,839.432572686,0.941263,231.64316354
-418.926,1610,405.376513759,406.105,1610,70.1735011208,133.102552507,4.17516440409,9.74171817142,291.4,861.788,202.46031765,405.596993262,135.644,587.497136055,1349.11722021,313.168225788,405.348,786.632771445,0.927021,269.0895667
-419.2,1611,405.599828272,406.397,1611,83.6267481571,167.938388296,3.87286325204,9.57579542312,291.529,828.399,220.615314752,405.827083931,135.657,611.38205357,1371.11316097,231.359470293,405.599,710.335257179,0.905124,314.163222604
-418.561,1612,404.860534159,405.617,1612,42.3303381092,101.717441642,4.12492978751,9.63723738099,291.598,822.401,174.167238075,405.085737333,135.715,633.879415459,1273.14115721,311.073732946,404.848,530.779321263,0.918659,42.9805386768
-418.215,1613,404.337151856,405.114,1613,36.990596544,62.6189269558,3.20285657959,9.61950658343,291.727,827.643,203.1212194,404.571880118,135.734,289.172400611,1182.68839593,266.07395151,404.311,635.293393753,0.923759,267.719367568
-419.512,1614,405.871085159,406.591,1614,53.5134055923,65.5469652587,3.60777759913,9.638413867,291.825,805.953,212.646852687,406.095818256,135.807,282.01458592,1166.35315827,221.178073095,405.87,657.619418953,0.925603,218.793048168
-418.229,1615,404.752397122,405.465,1615,54.6582545638,93.6464517115,3.74715764391,9.63990550888,291.936,805.97,196.406700527,404.976072145,135.821,406.009879628,1193.3103721,218.56727037,404.74,553.744737457,0.921245,184.518057194
-418.697,1616,405.477017987,406.252,1616,48.2849496169,74.5474715566,4.03422625367,9.72045212946,292.025,842.985,224.595901866,405.708332603,135.912,285.568336596,1226.974402,251.909058223,405.445,782.802981381,0.930424,191.822287737
-417.947,1617,404.554880487,405.352,1617,43.2262324767,90.3250544859,3.56158443768,9.99910881403,292.125,904.542,208.350095074,404.820278244,135.984,484.647723897,977.000886269,176.797702406,404.581,600.227767168,0.905702,280.078436679
-418.17,1618,404.564287848,405.266,1618,47.3793090536,86.0043779529,3.86488799893,9.63636259812,292.232,842.445,196.066164039,404.79013483,135.978,423.396047884,1332.2968151,224.432344627,404.541,598.951246037,0.920668,212.311818775
-418.138,1619,404.937672232,405.69,1619,82.0532766005,121.940573604,3.34534078453,9.59654064443,292.325,802.729,155.254171704,405.152424139,136.002,493.468694856,1004.46963729,238.4331248,404.931,395.38934574,0.879534,151.160634201
-417.376,1620,403.93235758,404.66,1620,45.6213835978,96.0262272329,3.0024900227,9.58892247367,292.424,816.545,171.220761814,404.129167285,136.049,446.910616251,1180.51650021,276.743583561,403.893,459.5247731,0.915552,154.936411822
-417.259,1621,403.938109128,404.642,1621,40.6217585029,69.1312201414,3.20644244476,9.86957668657,292.532,866.786,190.345631537,404.170778895,136.076,287.837631906,1177.74465666,286.266167499,403.94,587.474087635,0.925846,239.790351845
-417.365,1622,404.01100858,404.743,1622,29.3690546243,60.8434950557,1.17845876586,9.5815952031,292.638,788.612,178.557670041,404.248228957,136.062,376.739654429,1372.78757914,308.348859534,403.991,625.20964611,0.888452,261.036398435
-417.046,1623,403.537756761,404.276,1623,37.9755614906,87.8722651252,2.68251777401,9.78886232701,292.745,850.988,210.348089203,403.757055495,136.127,467.5673277,1140.02590233,270.494641811,403.519,647.405628748,0.924471,214.04195578
-416.426,1624,403.11066275,403.823,1624,46.1326235004,96.0071782563,4.05139957804,9.64440663372,292.865,822.531,175.831667654,403.308223093,136.212,488.025852565,1242.94719626,257.931886916,403.143,469.098154428,0.884546,164.595183906
-416.629,1625,403.41912928,404.05,1625,41.9295222903,58.8931984903,3.54657210308,9.66778872647,292.986,892.823,188.579314417,403.616968632,136.218,248.348757817,1629.10840538,298.314763481,403.384,687.213344978,0.887357,158.865286874
-416.459,1626,402.60497186,403.33,1626,29.3471801091,50.138660707,2.94589055903,9.91853455389,293.113,879.248,188.531463527,402.824069572,136.234,277.646669476,1079.43424865,193.680460251,402.593,520.65826549,0.899752,214.787650415
-415.429,1627,401.886206544,402.676,1627,46.8511631494,88.3470113777,4.54195297741,9.64088299854,293.212,796.927,188.01884342,402.201844657,136.268,404.391255727,1177.88334478,263.753894472,401.883,549.69331502,0.883794,231.61734709
-416.376,1628,402.926013474,403.688,1628,41.7001892458,93.5404876593,3.11048690776,9.63725786861,293.303,831.732,213.528709875,403.182841572,136.306,570.293665488,1301.79837697,244.101255407,402.922,707.39994228,0.906167,353.6369811
-416.127,1629,402.391277022,403.189,1629,37.4225893671,76.5407187376,3.63011432986,9.82575868207,293.413,854.394,202.837659682,402.661959843,136.322,469.192397141,1212.49085836,233.210129402,402.402,657.92742755,0.88295,279.959053838
-415.987,1630,402.379259837,403.145,1630,41.3676860289,86.3907959604,4.4511114266,9.88214991514,293.532,852.908,200.709867691,402.645986042,136.328,504.473574497,1683.87335696,303.777065394,402.365,658.659776241,0.911132,236.269141515
-415.763,1631,402.627035485,403.436,1631,28.9531750521,41.2527420763,4.62992389611,9.72326953014,293.65,861.651,208.756602807,402.900151557,136.404,232.34048205,1322.65133561,303.172666806,402.625,728.545705645,0.904637,255.792428422
-415.799,1632,402.266146435,403.047,1632,33.283419942,55.0538158639,3.58430853254,9.50127612226,293.771,779.1,198.77217848,402.561385877,136.461,275.42449594,1329.7505894,293.557008665,402.244,605.836465307,0.902102,164.596403357
-416.071,1633,402.404260149,403.208,1633,84.2392580448,91.0134771499,4.47074794521,9.52201383523,293.86,825.081,214.115808154,402.659892769,136.491,306.89457275,1331.52105746,213.617381128,402.412,765.208293608,0.918664,363.235268459
-415.175,1634,401.773553574,402.573,1634,29.7221125507,31.4654592891,6.13848875881,9.72179839871,293.998,862.576,211.193927498,402.055824996,136.494,148.016549632,1590.69975928,308.430988812,401.772,733.334506444,0.913649,288.813950807
-415.362,1635,401.450581022,402.251,1635,88.5056716932,161.081531665,4.87372356869,10.0235829577,294.094,861.599,190.469305792,401.761638974,136.529,648.418365819,1486.40451767,332.988546518,401.438,658.794130985,0.903105,121.547343947
