AverageQ,MinEsReturn,QFunRegParamNorm,AverageQLoss,MaxReturn,StdEsReturn,StdReturn,AverageAction,AverageEsReturn,AverageDiscountedReturn,MinReturn,PolicyRegParamNorm,Iteration,AverageAbsY,Epoch,AverageAbsQ,AverageReturn,AverageY,AveragePolicySurr,MaxEsReturn,AverageAbsQYDiff
606.968,3847.77438914,561.922,394.87,6680.59105326,0.0,803.710852348,0.978548,3847.77438914,485.490469115,3738.01132354,262.086,4313,607.972162076,4313,607.999,6110.92072559,606.943148068,-609.864,3847.77438914,4.66823636058
606.967,3342.87793202,562.064,430.23,6290.68273806,0.0,139.853458369,0.986177,3342.87793202,472.250426057,5784.65458255,262.078,4314,608.023788107,4314,607.986,6002.15561073,607.005183395,-609.742,3342.87793202,4.79192753565
606.668,4179.16704664,562.176,389.733,6775.01483213,0.0,151.254220645,0.983945,4179.16704664,489.15060381,6159.53892918,262.086,4315,607.712828351,4315,607.716,6444.64307058,606.667527089,-609.431,4179.16704664,4.5521210897
606.179,3905.06685447,562.249,367.374,6098.96893402,0.0,1301.39667874,0.98252,3905.06685447,440.984222536,1679.35633821,262.074,4316,607.270256823,4316,607.262,5231.25593571,606.183398063,-608.937,3905.06685447,4.51373616623
606.957,3858.69027305,562.265,378.836,5968.88630448,0.0,1577.09961759,0.984355,3858.69027305,436.116279703,847.214422653,262.137,4317,607.963946183,4317,607.978,4930.78578345,606.941493308,-609.707,3858.69027305,4.59971092476
607.409,4017.73355806,562.371,348.995,6868.93338698,0.0,133.922208121,0.980438,4017.73355806,502.671863898,6381.22878984,262.124,4318,608.4129937,4318,608.391,6640.61467633,607.432495626,-610.011,4017.73355806,4.45819224184
606.806,3952.72677313,562.501,458.92,6498.89837646,0.0,144.372084738,0.984216,3952.72677313,494.63917143,5988.27687801,262.111,4319,607.823836563,4319,607.819,6257.65605818,606.811777506,-609.421,3952.72677313,4.81121200455
607.098,3947.42445821,562.556,297.869,6730.13767696,0.0,257.758098665,0.985284,3947.42445821,491.103898066,5948.96292924,262.182,4320,608.136158604,4320,608.123,6375.49938105,607.111842284,-609.778,3947.42445821,4.30017658198
607.937,4396.29775219,562.614,321.412,6421.07286681,0.0,171.454901572,0.985732,4396.29775219,477.437906391,5887.28306971,262.301,4321,608.840899418,4321,608.839,6147.02077365,607.937435564,-610.536,4396.29775219,4.46531778839
606.314,3714.36863579,562.738,472.408,5955.81674452,0.0,172.394166748,0.986223,3714.36863579,443.969380311,5312.9966316,262.271,4322,607.297723547,4322,607.312,5678.21232488,606.300638574,-608.837,3714.36863579,4.80741367823
606.085,4096.93616756,562.828,411.149,6431.12401207,0.0,995.443524203,0.986723,4096.93616756,467.866099572,2807.23756083,262.279,4323,607.12753891,4323,607.097,5694.93477147,606.113794864,-608.549,4096.93616756,4.65051121077
606.639,3945.89694376,562.938,417.019,6260.99280853,0.0,1631.79798051,0.988196,3945.89694376,471.019424677,1762.99198135,262.337,4324,607.599376711,4324,607.596,5198.02483071,606.644775912,-609.288,3945.89694376,4.61163179634
606.182,3384.068455,563.044,494.535,6353.31994647,0.0,277.533311285,0.983535,3384.068455,460.402739931,5498.62410566,262.353,4325,607.13094114,4325,607.143,6065.26018603,606.173237664,-608.766,3384.068455,4.8256821944
605.542,3285.79457691,563.166,470.069,5709.83604154,0.0,672.118705043,0.98234,3285.79457691,407.358778366,3281.94079727,262.421,4326,606.529674829,4326,606.516,5246.91986508,605.559968544,-608.019,3285.79457691,4.75346572682
605.189,3684.73722333,563.298,387.229,6122.23633871,0.0,499.489465429,0.984644,3684.73722333,431.684419001,4258.39325684,262.432,4327,606.153376474,4327,606.146,5514.75116746,605.191607786,-607.778,3684.73722333,4.54251476019
605.876,4107.27905702,563.345,297.748,6613.73549518,0.0,1645.69098412,0.985323,4107.27905702,471.301527894,1012.17236073,262.432,4328,606.815478961,4328,606.8,5616.83621758,605.894086305,-608.528,4107.27905702,4.25212619732
605.644,4172.78836477,563.408,306.83,5979.19668691,0.0,1738.36574352,0.98752,4172.78836477,426.960767752,353.752613766,262.522,4329,606.564362529,4329,606.57,4814.56072938,605.635621813,-608.251,4172.78836477,4.32271300973
605.614,4357.24132469,563.542,461.759,7062.48338042,0.0,1166.00510948,0.984679,4357.24132469,499.554776147,3679.48439479,262.496,4330,606.544385605,4330,606.526,6123.05718654,605.63088663,-608.255,4357.24132469,4.75108489387
606.223,4184.03903363,563.597,319.921,6180.0321269,0.0,203.206553471,0.9857,4184.03903363,462.323385476,5555.11120094,262.537,4331,607.082355722,4331,607.073,5948.41840192,606.228005591,-608.914,4184.03903363,4.34483004662
605.452,3676.48312664,563.722,456.72,6587.85497842,0.0,130.037524743,0.981417,3676.48312664,509.715891063,6178.53354155,262.591,4332,606.371114167,4332,606.358,6428.98165527,605.463475616,-608.032,3676.48312664,4.78438712933
605.02,3987.73060989,563.821,455.728,6507.79634535,0.0,736.899366069,0.982783,3987.73060989,451.668999373,3805.81054827,262.6,4333,605.946150583,4333,605.934,5897.75763598,605.034463942,-607.667,3987.73060989,4.80029584091
605.523,3835.70207017,563.853,399.625,6059.36755841,0.0,2033.14554048,0.986394,3835.70207017,433.211552321,508.197288114,262.638,4334,606.406287588,4334,606.407,4290.0468833,605.524786228,-608.044,3835.70207017,4.65381826459
606.091,3453.6830923,563.914,387.823,6799.03661269,0.0,1062.39354805,0.985208,3453.6830923,491.642155239,3563.90217621,262.687,4335,606.94356918,4335,606.935,5865.65085606,606.102976671,-608.657,3453.6830923,4.53985737317
605.287,4040.38306998,564.019,431.336,6058.19288578,0.0,197.661923115,0.985186,4040.38306998,451.322585157,5426.95110278,262.732,4336,606.16164014,4336,606.154,5734.59249402,605.29331272,-607.925,4040.38306998,4.7447910416
605.299,3988.80514896,564.089,384.514,6489.28374657,0.0,1201.6177914,0.983741,3988.80514896,449.345142975,2220.04079423,262.724,4337,606.170616303,4337,606.161,5699.08452928,605.308060589,-607.869,3988.80514896,4.56177740052
605.442,4044.56357191,564.138,376.47,6395.23431661,0.0,910.956741798,0.987122,4044.56357191,464.955602481,3076.10505714,262.743,4338,606.262181517,4338,606.258,5773.84693631,605.447899232,-608.177,4044.56357191,4.48058632646
604.568,3612.71051578,564.202,360.537,6844.59924,0.0,1609.37152247,0.986632,3612.71051578,498.147502346,1234.73748002,262.832,4339,605.447039126,4339,605.438,5840.02452288,604.575912784,-607.172,3612.71051578,4.51133617699
604.833,4021.83235003,564.297,429.085,6181.5935315,0.0,703.669456498,0.984412,4021.83235003,462.136149637,3693.35003118,262.861,4340,605.683498641,4340,605.674,5685.64139836,604.84272555,-607.582,4021.83235003,4.68039385127
605.058,4126.46486315,564.404,402.776,6648.60477454,0.0,1720.48000065,0.983417,4126.46486315,480.418048503,532.019564322,262.869,4341,605.864388085,4341,605.861,5603.62647026,605.056335215,-607.768,4126.46486315,4.55232406538
604.31,3952.03884852,564.464,390.469,6724.02483907,0.0,2084.58697864,0.985964,3952.03884852,454.690443049,249.518810499,262.979,4342,605.201475111,4342,605.193,5034.32094374,604.317319956,-607.038,3952.03884852,4.59212282429
605.639,3700.23588473,564.599,451.392,6145.37315416,0.0,1842.10454285,0.988996,3700.23588473,454.703614233,442.469250257,263.019,4343,606.379848197,4343,606.371,5087.21942841,605.645542058,-608.345,3700.23588473,4.70995494356
604.867,3611.68436041,564.662,451.402,6804.70172104,0.0,1477.38169081,0.982207,3611.68436041,492.600629493,2702.73677963,263.041,4344,605.643515198,4344,605.636,5748.4466855,604.872112728,-607.506,3611.68436041,4.73940244538
604.078,4125.44786707,564.72,415.111,6360.25667982,0.0,126.671308253,0.983142,4125.44786707,454.579176978,5812.94288406,263.027,4345,604.895342611,4345,604.89,6046.30389972,604.086203842,-606.777,4125.44786707,4.62390853111
604.882,4496.04862384,564.774,359.522,5931.30368885,0.0,1446.97075382,0.991629,4496.04862384,428.306257791,1216.01688992,263.081,4346,605.646140978,4346,605.639,4878.58618776,604.888040142,-607.622,4496.04862384,4.57203188293
605.336,4038.42723248,564.879,410.827,6648.65888314,0.0,277.184620778,0.988954,4038.42723248,465.020478392,5535.89643304,263.081,4347,606.103714202,4347,606.09,6094.74264067,605.346467394,-607.984,4038.42723248,4.70294713646
605.778,3822.69142253,564.927,277.972,6202.30906241,0.0,1358.58567459,0.991124,3822.69142253,450.447429509,2128.04382233,263.034,4348,606.513042406,4348,606.509,5136.24313229,605.782698765,-608.369,3822.69142253,4.24097744467
605.125,3635.32013648,565.03,437.509,6588.00203809,0.0,209.091688397,0.985043,3635.32013648,475.12676648,5797.45236166,263.077,4349,605.911726722,4349,605.902,6230.02728386,605.135980018,-607.854,3635.32013648,4.78748748205
605.445,4027.9684633,565.134,397.056,6305.61962301,0.0,126.561461618,0.984407,4027.9684633,472.303359951,5888.62073243,263.092,4350,606.185478753,4350,606.188,6098.90601061,605.439543231,-608.117,4027.9684633,4.55215496079
605.059,3540.15483219,565.241,434.802,6118.862726,0.0,2041.64324596,0.99218,3540.15483219,429.991703724,649.832064515,263.146,4351,605.849411411,4351,605.833,4642.94564098,605.071497687,-607.68,3540.15483219,4.74750994469
604.666,4112.12853519,565.297,438.051,6927.4052082,0.0,2030.52872602,0.985222,4112.12853519,465.739683684,-218.977262256,263.175,4352,605.45507059,4352,605.45,5850.50479596,604.672249765,-607.158,4112.12853519,4.70984935753
603.975,3532.2514805,565.389,440.813,7109.804218,0.0,1430.88299365,0.985819,3532.2514805,486.216593535,1849.08057381,263.208,4353,604.768762283,4353,604.771,6063.03094839,603.978436725,-606.324,3532.2514805,4.70146718958
605.087,3751.62934584,565.452,330.791,6505.76525785,0.0,1121.10104165,0.986421,3751.62934584,456.844247437,2584.38806629,263.192,4354,605.796479772,4354,605.791,5931.68057424,605.091990135,-607.591,3751.62934584,4.31959189253
604.7,4297.98906647,565.582,408.008,6405.59358204,0.0,1746.26023552,0.982577,4297.98906647,456.966958946,341.762517589,263.149,4355,605.42175255,4355,605.435,5558.51469484,604.690570526,-607.352,4297.98906647,4.53012949313
604.813,3815.94687221,565.658,381.821,6436.52303974,0.0,1232.33547618,0.984508,3815.94687221,474.757696386,2133.15585716,263.203,4356,605.556986493,4356,605.544,5720.82574249,604.828837356,-607.444,3815.94687221,4.49804326423
604.732,4500.43729217,565.749,421.959,6822.49870557,0.0,141.742129845,0.982613,4500.43729217,479.886042791,6343.63458235,263.194,4357,605.446496253,4357,605.438,6591.34616349,604.738120704,-607.303,4500.43729217,4.55889475668
604.439,4319.10066832,565.834,405.004,6368.14390073,0.0,152.381989839,0.979262,4319.10066832,465.948342502,5913.0953517,263.173,4358,605.168290318,4358,605.155,6188.32477917,604.449040774,-606.906,4319.10066832,4.53833219299
603.757,4101.48831623,565.939,462.373,6329.07834488,0.0,198.192205443,0.983588,4101.48831623,460.345390572,5684.01034338,263.218,4359,604.47648574,4359,604.482,5959.26378959,603.754751677,-606.249,4101.48831623,4.74834428896
603.937,4057.48358898,566.036,390.415,6723.12709024,0.0,181.919327283,0.977995,4057.48358898,495.931368562,6077.2157571,263.242,4360,604.659388562,4360,604.642,6517.34001454,603.957295581,-606.495,4057.48358898,4.47386275635
604.08,4139.3070623,566.148,387.22,6731.01493285,0.0,1172.25321881,0.9787,4139.3070623,487.462349431,2761.64778459,263.283,4361,604.790182748,4361,604.787,5896.82264102,604.083080855,-606.676,4139.3070623,4.50093854572
604.26,3481.21412537,566.299,447.32,6527.8698201,0.0,148.240935391,0.981986,3481.21412537,482.091000202,6058.11689411,263.247,4362,604.924866708,4362,604.926,6356.81685113,604.259452717,-606.854,3481.21412537,4.59222786585
603.465,3944.86575581,566.427,447.081,6668.38968889,0.0,1028.72471208,0.985962,3944.86575581,481.424458308,3073.22466018,263.264,4363,604.173121426,4363,604.163,5719.30422421,603.476550699,-606.1,3944.86575581,4.56848395516
603.607,3720.4614448,566.518,425.836,6006.65624611,0.0,192.331895605,0.986145,3720.4614448,434.91419576,5276.85101078,263.247,4364,604.317039303,4364,604.305,5588.97253111,603.619296896,-606.275,3720.4614448,4.65747005685
604.123,3355.65706357,566.569,354.629,6422.77227657,0.0,172.225152443,0.984698,3355.65706357,456.930629007,5917.04776318,263.247,4365,604.81482877,4365,604.81,6080.15784607,604.129339494,-606.826,3355.65706357,4.32227741699
603.259,4009.47853922,566.63,348.156,6582.07812469,0.0,242.388732592,0.985268,4009.47853922,475.334149608,5655.84212599,263.204,4366,604.005815837,4366,603.994,6266.24072316,603.268926945,-605.977,4009.47853922,4.39668480622
604.376,3657.58940761,566.701,296.341,5397.46489549,0.0,424.358309958,0.98452,3657.58940761,407.094565349,3848.04026901,263.333,4367,605.0564604,4367,605.054,5052.77113161,604.379416503,-606.986,3657.58940761,4.20709885657
604.395,3500.66732109,566.752,356.538,6309.36772572,0.0,1833.26687068,0.986154,3500.66732109,461.53613312,1718.659122,263.322,4368,605.061181905,4368,605.057,4929.78241725,604.399468625,-607.155,3500.66732109,4.37487606052
604.014,3141.6406159,566.818,403.684,6494.78173501,0.0,310.658003525,0.981958,3141.6406159,440.137403652,5566.92322794,263.358,4369,604.683582097,4369,604.68,6054.56916387,604.018802795,-606.823,3141.6406159,4.55491517777
604.061,4476.83638196,566.93,413.151,6869.69518598,0.0,183.102888303,0.978097,4476.83638196,489.768145925,6219.74468968,263.41,4370,604.713663422,4370,604.719,6655.70705414,604.058684363,-606.974,4476.83638196,4.57758275652
604.083,4426.34005698,567.008,403.918,6803.88757845,0.0,1058.12878386,0.98034,4426.34005698,495.048693436,3062.64090324,263.434,4371,604.742328063,4371,604.736,6212.8588242,604.08798902,-606.908,4426.34005698,4.53223261073
604.677,4664.71295738,567.104,448.494,6445.11221492,0.0,241.636986508,0.979276,4664.71295738,450.788244029,5636.2781862,263.393,4372,605.291869483,4372,605.282,6081.5287136,604.686068763,-607.452,4664.71295738,4.68799762866
604.452,4281.26584089,567.171,399.125,6307.67538383,0.0,1488.86611601,0.984116,4281.26584089,458.503461955,1493.60207981,263.454,4373,605.074687825,4373,605.065,5518.13156694,604.465630612,-607.231,4281.26584089,4.52066653126
603.657,3890.25879666,567.316,522.078,6002.32567796,0.0,127.003004492,0.982681,3890.25879666,445.947469533,5568.00042817,263.446,4374,604.3075477,4374,604.292,5789.11997292,603.673523054,-606.421,3890.25879666,4.87109237674
603.589,3944.18630481,567.411,464.58,6499.73430358,0.0,385.40951393,0.982635,3944.18630481,449.531031875,4863.17928639,263.468,4375,604.200535816,4375,604.203,5862.75054043,603.588135352,-606.252,3944.18630481,4.67334031717
604.504,3646.32311228,567.514,469.271,5541.19015666,0.0,745.171932762,0.979283,3646.32311228,408.087766767,2885.69044828,263.528,4376,605.079667001,4376,605.063,4911.48261497,604.518709619,-607.15,3646.32311228,4.83789553901
603.714,4002.24138405,567.614,448.888,6379.46300635,0.0,183.588653703,0.982325,4002.24138405,451.710500493,5763.82142692,263.521,4377,604.278891164,4377,604.28,5960.53868693,603.708811068,-606.196,4002.24138405,4.71965569328
603.847,3448.47724974,567.742,436.378,6693.75307237,0.0,2145.46067942,0.982167,3448.47724974,451.160409417,181.055505769,263.511,4378,604.416468019,4378,604.394,5060.23200249,603.868323995,-606.42,3448.47724974,4.72211571925
604.163,3668.84184409,567.772,411.468,5928.90689714,0.0,1634.28047671,0.985308,3668.84184409,433.371044866,1393.48913783,263.534,4379,604.690521525,4379,604.695,4667.75053253,604.156262304,-606.7,3668.84184409,4.65269803651
604.177,4069.35169537,567.911,394.859,6454.86282937,0.0,143.636854229,0.976924,4069.35169537,476.626928746,6004.17384459,263.569,4380,604.655906955,4380,604.648,6196.21323932,604.184965075,-606.814,4069.35169537,4.65250673182
603.799,4022.84899279,568.008,429.206,5544.41904228,0.0,132.058130654,0.98458,4022.84899279,409.801301675,5079.13347545,263.61,4381,604.294273691,4381,604.294,5308.05794345,603.804150557,-606.515,4022.84899279,4.70584980678
603.766,3977.75876927,568.031,317.314,6571.06919394,0.0,142.089260792,0.978993,3977.75876927,486.640955406,6152.02004246,263.61,4382,604.272437463,4382,604.265,6308.12373143,603.774469663,-606.42,3977.75876927,4.38762086962
603.075,3671.56007138,568.096,458.874,5039.84711388,0.0,865.533888854,0.984042,3671.56007138,367.464996771,2021.33757733,263.576,4383,603.564969346,4383,603.567,4602.75652372,603.070840892,-605.634,3671.56007138,4.80571804906
602.888,3736.03314014,568.25,479.771,6713.17195613,0.0,336.064841305,0.982431,3736.03314014,474.247131646,5422.5129928,263.686,4384,603.416072048,4384,603.405,6162.25022445,602.900753417,-605.514,3736.03314014,4.87564700907
602.978,3882.84112684,568.352,424.266,6353.35385841,0.0,1760.9008226,0.984723,3882.84112684,448.710416346,1256.28513376,263.745,4385,603.479389494,4385,603.461,4838.37515041,602.991987722,-605.556,3882.84112684,4.77187946133
603.672,3959.42413933,568.46,404.816,6341.49993125,0.0,2258.43569129,0.988429,3959.42413933,427.748929542,-147.449386677,263.759,4386,604.08762342,4386,604.105,3611.35502469,603.652215812,-606.282,3959.42413933,4.60068130871
603.529,3298.29489866,568.556,390.199,6181.7405127,0.0,2298.10003459,0.988092,3298.29489866,392.215773084,-132.186525307,263.768,4387,603.994770816,4387,603.975,3645.62012612,603.549642444,-606.25,3298.29489866,4.6023805649
603.587,3865.52020822,568.659,461.079,6318.13641346,0.0,947.790749283,0.984507,3865.52020822,460.401058976,3399.35756281,263.82,4388,604.00509549,4388,604.005,5483.78235274,603.588804064,-606.28,3865.52020822,4.8351097258
602.909,4069.51045092,568.749,350.07,5806.53748111,0.0,1156.77968267,0.98681,4069.51045092,422.405974698,1733.2587537,263.886,4389,603.339399355,4389,603.35,5178.62086436,602.900731179,-605.579,4069.51045092,4.52664813649
603.471,4190.47686484,568.804,358.741,6428.03287008,0.0,2193.01710315,0.987602,4190.47686484,468.81363911,1146.07294296,263.905,4390,603.933718755,4390,603.901,4193.89152947,603.502396756,-606.219,4190.47686484,4.57612023027
603.198,-83.1317919707,568.876,423.87,6159.79788217,0.0,1765.91802054,0.985173,-83.1317919707,440.135644163,123.165191828,263.899,4391,603.651962021,4391,603.655,5412.19964255,603.19667597,-605.721,-83.1317919707,4.74015761682
602.512,3750.38307678,568.992,446.237,6643.21092172,0.0,458.94238403,0.9848,3750.38307678,481.459785106,4936.58614569,263.931,4392,602.990069111,4392,602.985,6256.95637091,602.515840283,-605.133,3750.38307678,4.74071246023
603.152,3579.65533727,569.042,370.255,6626.4511496,0.0,1844.19705422,0.990526,3579.65533727,470.462487461,1536.0798553,263.959,4393,603.622487941,4393,603.619,4696.31694425,603.157946923,-605.927,3579.65533727,4.53127304864
603.316,3948.92352124,569.148,363.923,6086.75981715,0.0,485.532442582,0.983667,3948.92352124,440.814049736,4285.10664691,263.935,4394,603.803776779,4394,603.79,5705.13657152,603.325984529,-605.908,3948.92352124,4.56752499931
602.886,3977.71786948,569.262,375.568,6543.23629329,0.0,290.699250995,0.981183,3977.71786948,469.039225888,5428.89952746,263.942,4395,603.398461662,4395,603.381,6101.34804605,602.908959427,-605.432,3977.71786948,4.56556995085
602.5,3866.83113811,569.38,504.27,6271.41230578,0.0,386.301559212,0.982978,3866.83113811,442.059026319,5177.29320228,263.936,4396,603.008763489,4396,603.006,5661.57615427,602.501846595,-605.123,3866.83113811,4.92386730504
602.995,3877.05177482,569.47,420.892,6658.83232332,0.0,227.823956911,0.981763,3877.05177482,476.678274173,5848.38218177,263.969,4397,603.495274195,4397,603.489,6320.5335321,603.004246485,-605.594,3877.05177482,4.61421141292
602.71,4172.63345805,569.554,427.396,6427.37232292,0.0,2287.87056726,0.980712,4172.63345805,454.455507121,92.2564054838,264.007,4398,603.232936737,4398,603.237,5067.71386811,602.706111366,-605.379,4172.63345805,4.63250756575
602.526,4161.56029965,569.634,376.546,6921.4535222,0.0,1038.00337086,0.983561,4161.56029965,506.374245381,3932.87823645,264.047,4399,603.06642804,4399,603.053,5942.11779219,602.539729353,-605.258,4161.56029965,4.53355920136
602.612,4181.39743828,569.632,383.486,6532.65528202,0.0,711.36726191,0.985921,4181.39743828,482.282302402,4028.21738869,264.051,4400,603.149514824,4400,603.161,6109.50138632,602.604723856,-605.29,4181.39743828,4.47263314166
602.22,4198.49776497,569.719,434.962,6906.56955307,0.0,140.917409013,0.982877,4198.49776497,514.68551209,6357.82827915,264.095,4401,602.79752551,4401,602.785,6587.88131799,602.231631834,-604.884,4198.49776497,4.73756606222
602.65,4398.44590762,569.742,355.903,6800.97424428,0.0,220.234739009,0.984498,4398.44590762,477.465426907,6044.87918714,264.11,4402,603.210416333,4402,603.201,6465.24412446,602.661338903,-605.345,4398.44590762,4.45983490577
602.271,3537.78032926,569.823,415.782,6359.02791786,0.0,1105.07789987,0.984042,3537.78032926,427.86633195,3260.63900457,264.14,4403,602.860324327,4403,602.857,5431.55808572,602.276785176,-604.994,3537.78032926,4.66517443573
602.514,3126.88779552,569.933,390.616,6853.17869376,0.0,954.049520301,0.980219,3126.88779552,498.302161176,3475.95880916,264.198,4404,603.084752974,4404,603.08,6244.22635745,602.519998392,-605.156,3126.88779552,4.53215671717
602.799,3733.0055497,569.925,369.57,6454.0774677,0.0,1311.68564601,0.984585,3733.0055497,453.167293212,2074.4072833,264.22,4405,603.393038882,4405,603.382,5415.18878474,602.807032998,-605.46,3733.0055497,4.45971877308
603.117,3817.84126093,570.019,415.214,6824.82348053,0.0,253.571031481,0.980105,3817.84126093,476.644642673,5952.89928389,264.227,4406,603.707210225,4406,603.704,6296.51037408,603.12162228,-605.845,3817.84126093,4.67671388904
602.918,3577.73809099,570.063,439.038,6442.09861402,0.0,1403.5522862,0.982504,3577.73809099,467.806340695,1456.55025737,264.207,4407,603.537607169,4407,603.523,5620.84933052,602.932757105,-605.614,3577.73809099,4.71642835544
603.077,4267.65726343,570.154,401.406,6433.7910919,0.0,131.24166795,0.980875,4267.65726343,475.317291167,6029.72420843,264.266,4408,603.686691203,4408,603.677,6231.27269309,603.08160456,-605.815,4267.65726343,4.63211092613
602.953,4036.25453396,570.156,322.368,6768.58818029,0.0,2334.602659,0.983337,4036.25453396,451.84715445,281.306598214,264.356,4409,603.572391645,4409,603.576,4956.30638262,602.951199894,-605.693,4036.25453396,4.33882893609
603.173,4149.04035893,570.21,378.407,6674.56091458,0.0,707.392313208,0.982413,4149.04035893,469.48408932,4046.66988925,264.394,4410,603.812863298,4410,603.808,6119.87230284,603.177620907,-605.936,4149.04035893,4.60039471218
602.61,3933.79880332,570.22,378.42,6793.34924459,0.0,1378.39573261,0.98445,3933.79880332,462.842906786,1994.0796952,264.444,4411,603.309645287,4411,603.306,5766.87718732,602.620018136,-605.417,3933.79880332,4.58738296131
603.244,3494.38832568,570.257,396.371,6048.90507405,0.0,1493.80385369,0.984085,3494.38832568,436.17768574,903.413480638,264.452,4412,603.938212365,4412,603.925,5376.64393828,603.256002771,-605.958,3494.38832568,4.60691069389
603.074,3959.38380985,570.378,438.787,6130.75468663,0.0,1932.66166601,0.980219,3959.38380985,408.082324507,124.020668909,264.48,4413,603.76283798,4413,603.777,4890.7796851,603.063563439,-605.746,3959.38380985,4.73351300416
603.749,3748.37315405,570.423,331.413,6278.18075509,0.0,1674.87891172,0.98107,3748.37315405,451.675986907,471.195017286,264.517,4414,604.429907217,4414,604.423,5472.25486507,603.760766955,-606.387,3748.37315405,4.37702237465
603.514,4196.98637913,570.554,394.127,5810.33212602,0.0,2085.70808559,0.987396,4196.98637913,400.948681153,587.528044592,264.481,4415,604.199087995,4415,604.2,3956.00640838,603.521482034,-606.049,4196.98637913,4.60680585486
602.931,3129.17165666,570.617,398.457,6508.47482242,0.0,161.794279821,0.977959,3129.17165666,482.980782225,6008.6825891,264.472,4416,603.663794337,4416,603.64,6281.47413414,602.950387766,-605.46,3129.17165666,4.60467532005
602.366,3585.27251469,570.691,396.828,6438.20956908,0.0,264.219089469,0.984643,3585.27251469,480.140789684,5488.76998168,264.497,4417,603.145010996,4417,603.136,6243.88336222,602.373497389,-604.805,3585.27251469,4.62892161768
603.645,3875.08665485,570.767,318.283,6933.64734765,0.0,220.014170896,0.979319,3875.08665485,513.443779467,6174.71589289,264.545,4418,604.318450087,4418,604.323,6672.92146112,603.641999513,-606.309,3875.08665485,4.3693936233
603.756,4031.0114295,570.798,332.034,6718.71354436,0.0,76.5401906435,0.983556,4031.0114295,500.939869194,6448.94199639,264.498,4419,604.431358474,4419,604.424,6602.70368251,603.766202535,-606.425,4031.0114295,4.47961577463
603.823,3559.09179116,570.887,388.511,6674.89263974,0.0,321.60382184,0.983958,3559.09179116,479.387829663,5437.35847884,264.538,4420,604.498765285,4420,604.502,6316.3429571,603.822912272,-606.377,3559.09179116,4.78543211545
603.216,3758.46851377,570.985,375.104,6061.05592434,0.0,277.996084689,0.985086,3758.46851377,457.471533804,5097.38280908,264.623,4421,603.938323603,4421,603.923,5812.10421963,603.227346982,-605.876,3758.46851377,4.51025007024
602.964,3527.0200923,571.092,416.611,6286.0302063,0.0,2487.73957974,0.984165,3527.0200923,437.045789526,271.00936513,264.678,4422,603.685377669,4422,603.676,4559.49214533,602.971923204,-605.584,3527.0200923,4.76278635511
602.83,4028.25951283,571.139,454.839,5879.07755757,0.0,1240.50187191,0.984803,4028.25951283,447.596256473,2296.3976805,264.6,4423,603.546559484,4423,603.535,5016.81785906,602.840313637,-605.442,4028.25951283,4.85038221997
602.15,3875.98373163,571.194,463.935,6126.53885842,0.0,2324.04571667,0.982598,3875.98373163,417.84869616,15.9443813557,264.591,4424,602.878505398,4424,602.865,3660.02641392,602.15924658,-604.63,3875.98373163,4.78150165954
602.781,3671.80573976,571.285,359.66,6481.47411339,0.0,2596.85840073,0.983584,3671.80573976,434.2139183,300.554349289,264.637,4425,603.496902183,4425,603.492,4010.1824094,602.789404037,-605.26,3671.80573976,4.57268476491
602.68,3412.20477719,571.363,361.508,5674.06466486,0.0,1668.8587541,0.985333,3412.20477719,435.031393736,528.297483263,264.658,4426,603.366253596,4426,603.371,4319.84439003,602.671833716,-605.344,3412.20477719,4.50554493068
602.619,3182.51026397,571.46,436.079,6001.30239361,0.0,1742.96193142,0.99004,3182.51026397,397.977985083,-43.7164002234,264.703,4427,603.347877843,4427,603.334,5161.38680979,602.632411621,-605.13,3182.51026397,4.80844012801
602.935,3774.03763787,571.536,411.954,6499.57880543,0.0,1446.58486789,0.982864,3774.03763787,465.685742642,1682.82712206,264.802,4428,603.641122333,4428,603.633,5641.67246539,602.940758411,-605.395,3774.03763787,4.67316395388
601.691,3794.89466044,571.62,378.915,6964.96184032,0.0,742.410727379,0.984349,3794.89466044,486.589997361,4160.71855769,264.878,4429,602.452095793,4429,602.45,6305.59599175,601.691256605,-604.268,3794.89466044,4.5753472342
601.978,3140.47387307,571.706,338.951,6079.32242748,0.0,243.023242338,0.989243,3140.47387307,452.256875748,5324.83261326,264.905,4430,602.734360572,4430,602.724,5754.85420814,601.991663795,-604.683,3140.47387307,4.48588564499
602.605,3789.5904424,571.831,452.702,6886.36958209,0.0,1615.26142948,0.983368,3789.5904424,487.39136422,1150.03197858,264.918,4431,603.303106603,4431,603.298,5956.65682801,602.607998713,-605.244,3789.5904424,4.87843344736
602.071,3647.46420265,571.917,333.654,6468.045972,0.0,1593.6023041,0.984586,3647.46420265,440.296150299,833.585933164,264.93,4432,602.805174225,4432,602.814,5466.84383201,602.064510088,-604.747,3647.46420265,4.49112225254
602.109,3691.96855415,572.04,453.853,7184.68093488,0.0,1016.46661018,0.981857,3691.96855415,516.533487218,4192.90767035,264.914,4433,602.844064855,4433,602.829,6286.08359834,602.125524894,-604.803,3691.96855415,4.84768873644
602.638,3712.40920282,572.054,293.3,6292.6117446,0.0,2069.51140998,0.986286,3712.40920282,450.443821603,666.515174183,264.956,4434,603.348707224,4434,603.347,4987.69081392,602.641312626,-605.327,3712.40920282,4.35103587652
