PolicyRegParamNorm,MinEsReturn,AverageY,AverageAbsQ,MinReturn,AveragePolicySurr,MaxReturn,AverageQLoss,Epoch,QFunRegParamNorm,AverageDiscountedReturn,AverageEsReturn,AverageAction,AverageQ,AverageReturn,StdReturn,AverageAbsY,StdEsReturn,Iteration,MaxEsReturn,AverageAbsQYDiff
161.351,17.1093427717,322.558890829,322.875,72.6920049335,-324.405,3688.67428589,343.538,3024,259.063,175.306030117,571.912735444,0.999906,322.585,2119.33354498,1347.09785921,322.847269506,650.325972659,3024,1679.97926615,8.84295433721
161.37,99.6719969362,321.930575991,322.266,2149.17406175,-323.984,3540.70392086,305.89,3025,259.086,172.515376198,398.634025557,0.999923,321.911,2894.90289192,424.711835399,322.229717145,287.115558426,3025,897.765824205,8.8096963796
161.401,138.475748859,322.885968627,323.176,1198.01419549,-325.021,3541.12895732,298.747,3026,259.137,223.158659323,138.475748859,0.999889,322.885,2706.23796851,716.227821577,323.132545019,0.0,3026,138.475748859,8.75080626924
161.466,319.678546724,322.500942307,322.824,26.1888117941,-324.641,2826.2028375,359.993,3027,259.156,87.9529516223,932.362611664,0.999895,322.496,624.353890344,791.614623111,322.798219651,1011.54974196,3027,2945.58836354,9.10620684904
161.475,24.4936240264,322.801212993,323.077,123.385233019,-324.807,3074.61448188,358.74,3028,259.235,131.241172669,396.149561793,0.999918,322.794,1907.49002421,895.514174219,323.056910497,236.968010671,3028,754.625196292,8.99364418695
161.459,93.1194575475,322.569156386,322.868,212.200634486,-324.564,3306.3371579,373.473,3029,259.275,189.006359741,396.611698622,0.999913,322.572,1924.37124167,1051.87887252,322.813261039,290.53611296,3029,788.224853381,9.04908301708
161.46,89.7712975496,322.412575154,322.669,195.206064655,-324.476,3454.25640695,321.947,3030,259.289,200.452244748,505.134333937,0.999853,322.385,1926.91216884,1240.06445452,322.628814483,362.877408653,3030,1088.26835685,8.90468946784
161.47,12.4505183465,323.31151393,323.579,284.482959656,-325.339,3400.75160962,328.147,3031,259.348,192.613041653,265.570079317,0.999858,323.287,2415.93647569,982.414632161,323.565860307,320.009695257,3031,923.644540992,8.97080160926
161.436,109.838472377,322.835136156,323.077,164.106065353,-324.843,3453.50799309,353.596,3032,259.411,184.628793911,778.106187385,0.999851,322.812,1920.75504652,1165.9277706,323.041320473,488.296096798,3032,1449.38199421,9.14515185091
161.43,111.174157823,323.469226022,323.75,2815.03462108,-325.472,3161.93186418,343.314,3033,259.486,242.510910716,545.882079268,0.999919,323.459,3024.32155993,117.620081972,323.723997126,658.358034736,3033,1683.45913502,8.90388369358
161.443,619.200895607,323.01099147,323.396,1852.94581169,-325.069,3594.04830587,332.797,3034,259.551,240.400803289,798.28418822,0.999841,323.005,3066.75241674,523.688650704,323.354799384,247.161470716,3034,1147.78750409,8.85051445976
161.471,480.966547738,322.916854137,323.219,2929.24967211,-325.017,3722.76096034,384.302,3035,259.594,234.862439023,1303.95181765,0.999931,322.919,3304.65202345,252.566155563,323.176881319,891.526504001,3035,2542.63892498,9.17350782855
161.5,11.5983039899,323.062771529,323.304,3037.82196949,-325.095,3693.71834751,365.328,3036,259.649,250.033102976,458.353176971,0.999874,323.028,3457.27123755,199.095829554,323.299012158,395.706144386,3036,1042.9605164,9.08427821602
161.534,616.692900586,324.095944402,324.339,1569.4653988,-326.205,3849.40285318,367.531,3037,259.687,266.605181722,1217.80595254,0.999839,324.087,3058.71959936,703.036553589,324.307119008,731.951784883,3037,2248.17577462,9.07923553451
161.573,60.5885160457,324.539737738,324.823,3178.91585949,-326.578,4061.00519649,337.244,3038,259.759,264.315386699,378.483402805,0.999902,324.539,3619.46792377,228.433415107,324.808338374,421.793885856,3038,1100.01798109,8.78412436453
161.605,1364.76365727,324.44967296,324.718,1964.50377926,-326.512,4095.95152941,357.788,3039,259.8,243.176193611,1364.76365727,0.999921,324.425,3619.27893299,552.809389552,324.675767981,0.0,3039,1364.76365727,9.00770605585
161.619,140.718807157,323.957246776,324.24,187.171428992,-325.997,4326.20217856,361.475,3040,259.804,198.339104336,1702.99622889,0.999868,323.959,2636.03282647,1234.41688118,324.202803518,1386.97271427,3040,3717.03133723,9.02426684031
161.684,16.3143536121,323.626184531,323.934,3537.68175053,-325.635,4679.40804842,362.838,3041,259.819,241.489703751,16.3143536121,0.999892,323.625,3938.19426899,316.928837657,323.871402724,0.0,3041,16.3143536121,8.95260712855
161.711,162.852392502,324.503981376,324.752,3478.65606083,-326.515,4539.12199731,377.05,3042,259.884,211.199736715,1579.39525424,0.999895,324.489,3871.12304436,334.556872101,324.718506004,1249.65614245,3042,3470.81673266,9.02945036223
161.726,192.150197086,324.289153968,324.615,152.393556709,-326.333,4492.81969664,375.378,3043,259.88,185.33749987,665.189763816,0.999795,324.305,3202.52192478,1274.09480496,324.549332301,621.698956457,3043,1543.5347297,9.0363586303
161.743,1140.74797862,324.602006729,324.898,143.502260993,-326.627,3980.19551974,370.849,3044,259.946,188.787879053,1489.34423106,0.999864,324.601,2859.71600769,1302.68730417,324.841721852,348.596252448,3044,1837.94048351,8.91239392234
161.755,1208.61340531,324.832859015,325.106,611.009267568,-326.791,4994.45501264,310.322,3045,259.987,254.872377047,2152.27654805,0.999851,324.828,3433.36849812,1165.89728533,325.074033729,943.663142742,3045,3095.93969079,8.61728957631
161.762,37.0943679804,324.615085933,324.895,2480.64270472,-326.413,4962.11168991,334.422,3046,260.036,265.717767969,495.229844224,0.999918,324.603,3778.56908808,682.812254458,324.872179725,733.748067557,3046,1958.7084271,8.60043628966
161.791,153.811063084,324.935490993,325.246,1627.49775759,-326.77,4492.93321586,378.147,3047,260.049,286.571919413,536.233254738,0.999968,324.92,3684.27517069,873.547089781,325.229231162,331.837307845,3047,1013.40587003,8.97894398355
161.826,90.1242176887,323.455339411,323.791,234.483800522,-325.373,4787.58684656,397.738,3048,260.101,268.504321444,584.377558687,0.999981,323.442,3554.66712094,1318.36040489,323.780272754,431.087606833,3048,1327.02469279,9.1243655908
161.83,140.32894582,324.762038913,325.02,1136.32534326,-326.668,4058.74831202,380.693,3049,260.159,241.436802603,676.691981626,0.999915,324.756,3075.39281019,1061.33998078,325.012879988,379.564758745,3049,963.316099352,8.94330360706
161.847,132.058458902,323.91454526,324.21,1524.25188061,-325.753,3315.19713354,366.124,3050,260.268,235.26990341,757.11259874,0.999874,323.918,2942.95649842,488.969729462,324.174395747,549.96033866,3050,1593.97260517,8.97508735814
161.848,66.5334007175,324.223555296,324.602,1124.34229738,-326.037,4239.72900596,347.819,3051,260.334,262.208894163,93.2839098072,0.999874,324.216,3433.71138532,776.877184985,324.556829265,26.7505090896,3051,120.034418897,8.87845164228
161.86,45.9908677115,324.556319268,324.897,536.40830669,-326.401,3230.42373565,358.753,3052,260.387,214.405523773,749.548813288,0.999886,324.539,2367.9882163,804.294499483,324.872876569,1169.32656487,3052,3354.14054783,8.96251824338
161.89,22.1821587674,324.22073147,324.525,2721.74899909,-326.143,3738.12594594,313.118,3053,260.382,246.482937386,513.948484449,0.999906,324.232,3286.59381678,256.289801594,324.47788324,325.872763942,3053,929.207868787,8.71603044869
161.904,1379.49409964,324.113139753,324.506,2762.80979342,-325.998,4007.26276933,366.403,3054,260.407,242.185841978,1391.5444928,0.999849,324.09,3545.77487711,362.654413261,324.488495596,12.0503931626,3054,1403.59488597,9.13110115401
161.988,172.29028188,324.259415219,324.572,1626.60921222,-326.219,3520.430154,381.212,3055,260.447,244.174398579,1184.13468388,0.999841,324.252,3030.96583289,529.20853591,324.580662759,693.359382734,3055,2016.22706542,9.03673821926
161.992,90.6269619991,324.286275668,324.578,1710.91589052,-326.426,4140.47814359,363.409,3056,260.466,236.260239788,476.250807981,0.999876,324.285,3536.73908379,631.224729558,324.516018943,455.790095825,3056,1116.37426026,9.0468837617
162.012,1869.45725623,324.429843366,324.708,1041.07988852,-326.499,3877.4122736,360.693,3057,260.542,229.127339857,2159.17382176,0.999889,324.418,3156.28653208,707.331897013,324.692095263,289.716565532,3057,2448.8903873,8.88086909483
162.033,248.313124629,325.030428775,325.281,811.190858927,-327.013,4110.76653146,360.219,3058,260.605,232.6892972,829.097437381,0.999869,325.021,2968.51246067,1062.9032733,325.288891609,580.784312752,3058,1409.88175013,8.80865181135
162.111,239.352896849,324.413047707,324.754,430.149114054,-326.476,4024.54513668,360.507,3059,260.663,230.055986495,1022.77720748,0.999934,324.417,2982.82179551,1173.98761817,324.736851081,706.536039638,3059,1785.53630435,9.00799654451
162.135,215.04266248,325.0744878,325.303,258.674948052,-327.032,4382.89378307,344.5,3060,260.732,232.366329576,448.085571518,0.999876,325.047,2393.48711118,1121.86349189,325.308048596,237.20013785,3060,751.830402103,8.77794733735
162.163,200.12938778,324.597714708,324.904,440.805543633,-326.533,3972.78350812,352.164,3061,260.778,202.563026982,1517.07751321,0.99992,324.611,2786.97468361,956.682270596,324.867680017,1316.94812543,3061,2834.02563865,8.77325393078
162.191,122.828082872,324.211581949,324.534,268.986652239,-326.077,4318.26692866,372.625,3062,260.803,190.274680835,408.257967052,0.999882,324.219,2781.10408511,1084.48882679,324.521803256,184.858948819,3062,638.228230607,9.02771325488
162.196,329.404057237,324.282093194,324.598,1451.16092242,-326.226,3812.42115461,392.54,3063,260.857,223.553834853,469.061648319,0.999902,324.27,2822.33331703,773.759909673,324.579394533,126.847221145,3063,663.767348521,8.96717519624
162.206,186.811220092,324.400527242,324.725,890.458145604,-326.261,4070.85371521,328.177,3064,260.9,176.465237794,842.757243985,0.999835,324.419,2789.54096293,842.529504668,324.686863943,706.23085842,3064,2016.49854778,8.69739026492
162.205,187.448412588,324.14432525,324.537,1913.51581847,-326.08,3728.14790552,320.59,3065,260.912,188.848092725,886.273117568,0.999862,324.149,2931.23757632,427.551623511,324.49180437,784.672229721,3065,1982.20994114,8.73276654655
162.226,406.434288065,324.329293679,324.682,276.159677229,-326.246,3468.26362458,354.945,3066,260.945,203.211293049,996.951600857,0.999887,324.319,1239.05459828,815.676233066,324.652081976,710.383787756,3066,1996.08145735,8.74670359846
162.261,16.5665916911,324.261961916,324.562,619.185014797,-326.103,3905.0480978,345.368,3067,261.041,198.725758704,613.090170754,0.999915,324.251,1458.32438405,808.539140036,324.523244591,741.029960012,3067,1878.22234683,8.72580354124
162.287,875.054076394,323.986131039,324.422,249.766608024,-325.846,3826.91463305,364.211,3068,261.087,176.87988015,1499.04919192,0.999886,323.973,2539.16428101,1265.26938909,324.370801396,623.995115527,3068,2123.04430745,8.82923319669
162.303,121.941249836,324.55686859,324.878,258.355774167,-326.324,2933.34228602,369.167,3069,261.165,177.283647642,632.935513082,0.999882,324.549,1010.794418,567.885799307,324.873823175,483.720067054,3069,1532.15873426,8.98310580656
162.335,428.069764028,324.977687963,325.274,527.895075317,-326.811,3669.60030354,319.107,3070,261.176,219.339674654,1131.27586972,0.999895,324.97,2696.41477195,1008.30034395,325.232584577,703.206105687,3070,1834.4819754,8.63706726106
162.344,1168.95887791,324.7511997,325.067,283.885633416,-326.787,3985.81318152,331.924,3071,261.274,218.698708441,1245.79930519,0.999923,324.756,2559.93173208,1354.09001421,325.034413356,76.840427282,3071,1322.63973248,8.75543538952
162.336,2145.9929283,324.518024905,324.815,1103.39951969,-326.451,4615.37869153,336.087,3072,261.298,261.557044782,2628.68516224,0.999893,324.516,3549.49195039,1098.03264365,324.759203355,482.692233942,3072,3111.37739618,8.824318392
162.344,120.335172135,325.036350323,325.276,2908.9852649,-327.002,4455.75648248,358.045,3073,261.34,256.665198068,380.411733605,0.99989,325.029,3820.44075511,446.994282047,325.245114208,318.358782842,3073,1110.33374576,8.82352832704
162.39,5.95152693954,324.527188081,324.868,394.854354357,-326.546,4345.93344368,360.985,3074,261.405,242.803436647,683.965776889,0.999937,324.533,3431.66438569,1041.0225662,324.829751437,420.336560461,3074,1145.78601725,8.94238752946
162.399,103.031771691,325.148100347,325.424,383.149277439,-327.068,4380.9560327,319.214,3075,261.442,262.28318108,732.185312872,0.999893,325.153,3106.4200572,1168.1120886,325.365540564,783.754384568,3075,1837.03467517,8.66497356699
162.417,62.941531301,324.383990173,324.738,574.329943372,-326.34,3611.06908467,304.524,3076,261.483,241.653329406,1038.38408445,0.999866,324.375,1961.62000101,1100.25243254,324.716778467,932.139285124,3076,2294.03070859,8.63017004853
162.427,88.4302182485,325.461331409,325.765,317.792795864,-327.42,3989.91544167,312.162,3077,261.537,231.389723979,441.774253673,0.999942,325.462,2786.40483306,1102.12261943,325.735807857,335.163469818,3077,1066.99743123,8.63928626149
162.427,98.3738314038,324.708377063,325.006,3289.99108524,-326.636,4230.93485435,383.526,3078,261.579,240.44116936,772.097995512,0.999912,324.704,3712.7231142,300.19567574,324.974722636,485.893016022,3078,1226.04913577,9.04440416319
162.472,118.52229159,324.3896497,324.671,1171.51536279,-326.401,3666.98394967,373.962,3079,261.603,234.938676397,480.999843303,0.9999,324.389,2351.41612301,900.909430819,324.630941278,313.79463572,3079,994.502795729,8.88672611314
162.527,140.453673318,325.050403847,325.339,318.350539917,-326.958,3063.42367262,340.614,3080,261.642,209.129416291,358.680740828,0.999876,325.051,2635.79092581,749.185562827,325.293396854,121.824906603,3080,515.564886563,8.81176770698
162.568,656.377849942,324.512861498,324.781,2557.64374694,-326.554,3077.35742874,350.679,3081,261.677,215.462880656,999.750396901,0.999864,324.505,2818.20809171,195.387236838,324.764832845,264.028693717,3081,1298.47287449,8.91320005139
162.584,213.666646358,325.019047231,325.33,654.569329333,-326.932,2980.63895554,335.257,3082,261.755,204.307245837,630.629012604,0.999931,325.013,1991.04702289,845.649446851,325.27603286,281.404730219,3082,1005.14277066,8.86569179511
162.64,108.36225972,325.329791837,325.619,369.143060806,-327.153,3289.76512991,359.61,3083,261.773,229.56530397,308.709890783,0.999873,325.317,1930.17152932,1133.85993108,325.590412506,162.834773074,3083,528.194753126,8.91272677404
162.67,139.497809395,325.262012588,325.546,3341.45562565,-327.253,4298.9793349,385.404,3084,261.81,229.129402563,669.066209088,0.999904,325.233,3694.69790611,260.179596923,325.531888468,522.742832387,3084,1471.75214172,9.15547108021
162.673,273.883955195,324.977387219,325.314,1147.866205,-326.974,4176.07250261,376.876,3085,261.859,241.687727129,509.652317531,0.99992,324.964,3580.64227545,843.371901946,325.291824246,195.886052158,3085,814.658484996,9.09192508486
162.707,230.664000952,325.358985802,325.65,1680.17273366,-327.309,3979.39133618,335.566,3086,261.914,226.170499948,867.173763459,0.999925,325.351,3579.63552487,620.112145548,325.606256723,656.936686301,3086,1771.50902008,8.82908822831
162.74,110.700863387,325.595841185,325.961,136.233580756,-327.573,4226.33787158,323.579,3087,261.946,216.724279608,367.301742733,0.999891,325.595,3054.52022116,1374.3831233,325.910435092,255.262285042,3087,814.80894454,8.80576536606
162.761,1197.49239487,325.127731701,325.425,2054.62539297,-327.188,4592.79020728,380.28,3088,262.03,242.749321646,1489.99798941,0.999885,325.112,3918.57445849,713.171165651,325.379270185,292.505594542,3088,1782.50358395,9.08426586914
162.773,321.484439039,326.052890393,326.341,1518.9754907,-328.039,3603.32199571,334.87,3089,262.096,214.735637207,1115.889067,0.999932,326.061,3203.84736488,556.780627489,326.278541152,794.404627964,3089,1910.29369497,8.81190946596
162.799,250.073890208,325.908962301,326.176,372.658927328,-327.914,3899.7729372,318.2,3090,262.153,227.03229208,867.108678711,0.999929,325.892,3225.44053474,923.588891412,326.160359385,459.460804654,3090,1351.99897012,8.76516670187
162.821,165.353019839,325.864846345,326.219,619.196852958,-327.861,3659.74766042,353.324,3091,262.194,215.065992411,972.002265911,0.999917,325.87,2864.55886719,836.748858645,326.177621943,695.622482586,3091,1822.95783462,8.97265858054
162.839,261.73426411,326.39698275,326.775,802.527647916,-328.366,3255.83506586,352.088,3092,262.249,221.098123689,751.288719952,0.999913,326.398,2810.14014976,662.959015665,326.738633295,516.901615984,3092,1606.49742329,8.97581912626
162.854,50.1363854944,326.519008055,326.891,200.017475962,-328.452,3619.26982884,369.617,3093,262.291,224.417740553,1367.9872661,0.999924,326.508,2620.97630407,1161.75107052,326.869995263,1317.8508806,3093,2685.8381467,8.96262753775
162.845,252.781224053,325.200009519,325.611,2663.87725379,-327.098,3420.99914056,361.613,3094,262.313,237.150521238,514.216443158,0.999879,325.203,3070.80637834,258.036861227,325.563903548,236.337165987,3094,753.122270044,8.87441585897
162.879,129.76181576,324.80834667,325.144,579.941871307,-326.741,5184.65619748,361.48,3095,262.381,265.08428011,793.165307395,0.999889,324.793,2937.1621238,1394.64230073,325.107812407,621.939056316,3095,1625.00117535,9.03540499262
162.914,156.33058363,325.789033566,326.108,128.534026772,-327.814,4508.75153385,346.655,3096,262.437,255.617234281,806.315905533,0.999925,325.774,2375.56469099,1152.99545765,326.082684768,834.388976367,3096,2249.78723161,8.97724429093
162.937,33.0446286998,325.607405082,326.036,402.170591058,-327.461,4998.32272363,350.746,3097,262.468,260.03392723,639.487549668,0.999936,325.61,3558.23046115,1281.15670285,325.997630307,521.35636746,3097,1339.91422596,8.98168506336
162.962,3.43212061209,326.048724982,326.451,258.025709282,-327.744,5406.67281273,341.074,3098,262.527,269.09674318,3.43212061209,0.999874,326.051,3431.58309535,1735.11683039,326.41708659,0.0,3098,3.43212061209,8.96732992338
162.993,76.4229003301,326.093258677,326.423,578.716755393,-327.712,5336.05580308,373.498,3099,262.558,284.204232703,1526.99846942,0.999949,326.097,3618.61751713,1515.69075257,326.406465546,1459.05852233,3099,3764.97280812,9.19587584719
162.993,16.2704948881,326.141057244,326.485,48.0010808145,-327.835,4752.96906687,388.666,3100,262.601,136.060130243,898.706203782,0.999871,326.133,1563.66810132,1657.99900312,326.462394279,590.60472729,3100,1663.33440451,9.25616300476
163.036,31.6353805001,325.04990879,325.416,29.9532810763,-326.971,3297.93372488,376.355,3101,262.654,139.402132974,404.707271768,0.999843,325.066,710.596031047,789.037602308,325.366741159,519.174245073,3101,1633.66693499,9.15318861193
163.048,7.92365384082,325.259906028,325.597,249.42183485,-327.264,4676.7171697,353.754,3102,262.697,184.00705711,265.77057808,0.999866,325.244,2306.40077573,1521.98602724,325.601527837,188.466748063,3102,644.719012308,9.13691728129
163.056,8.42438424671,324.455200989,324.831,380.119273062,-326.446,3602.05190468,394.776,3103,262.763,166.6699582,390.320053294,0.999907,324.438,2057.26309685,1058.24912997,324.824718031,362.119578076,3103,986.703646877,9.3243532445
163.061,751.107993446,325.221603985,325.616,312.447689659,-327.346,3920.74306129,387.887,3104,262.805,177.402388283,964.468598015,0.999948,325.238,2816.25356088,1072.02882981,325.530894219,219.918726971,3104,1267.11907411,9.18846593321
163.05,578.920193782,325.26976094,325.592,214.036382117,-327.301,3456.43074544,374.847,3105,262.845,119.49846921,1530.06242689,0.999918,325.246,1809.13534378,1138.21530874,325.581571788,951.142233112,3105,2481.20466001,9.04084777246
163.101,288.398519676,325.975029755,326.291,375.543143902,-327.956,3863.89121776,348.188,3106,262.846,199.981571897,564.530751876,0.999874,325.972,2551.92679023,1251.40014597,326.276749126,171.521200762,3106,710.923207756,8.95784482034
163.136,160.594812037,325.535111361,325.856,333.220878221,-327.328,4415.11053134,338.418,3107,262.888,177.621938345,394.942189714,0.999875,325.526,2257.09055104,1541.85440184,325.827773266,233.073692511,3107,712.85451246,8.96510600262
163.114,1621.96151306,324.724037441,325.142,266.491256119,-326.639,4207.3810599,361.697,3108,262.913,180.277022833,1633.00143478,0.99991,324.725,2494.9647211,1477.23820219,325.116157486,11.039921726,3108,1644.04135651,9.11270295087
163.116,161.164706667,325.381495691,325.741,232.505270602,-327.226,3426.18350803,355.795,3109,262.964,177.792658818,701.024009472,0.999911,325.361,1042.99656222,1034.15786289,325.728913098,414.399886445,3109,1281.35908599,9.17279583855
163.142,43.5616239216,325.908072183,326.225,1039.77127078,-327.744,4597.12453696,346.76,3110,262.994,244.2344827,874.913424325,0.999948,325.891,3281.03668078,1126.55515792,326.208621906,831.351800404,3110,1706.26522473,9.08402525706
163.166,139.846834225,325.935035946,326.309,55.9344767781,-327.811,4285.18253609,392.815,3111,263.035,248.379633822,481.920320874,0.999919,325.969,2357.44605106,1426.76880979,326.239961624,534.217295683,3111,1728.68853364,9.25684373627
163.17,58.1251003969,326.359461641,326.685,1084.43413025,-328.22,4433.79136588,379.24,3112,263.095,283.697827456,296.933222834,0.999895,326.348,3188.16895563,1143.40137079,326.656097074,293.229109098,3112,843.108646679,9.13169322201
163.189,63.4883630416,326.572113347,326.967,610.848985041,-328.526,4252.21314266,354.165,3113,263.104,279.583723939,506.765798039,0.999919,326.559,2799.17448157,1163.80736301,326.902418108,527.45581346,3113,1484.83465733,9.1648913139
163.173,543.744467295,325.015942889,325.417,550.632750994,-326.966,3534.22462882,439.078,3114,263.155,252.180868669,543.744467295,0.999945,325.027,2674.20856552,932.45720609,325.396286339,0.0,3114,543.744467295,9.52808760233
163.153,197.600775345,325.630182503,325.998,52.0313561763,-327.617,3901.89228827,347.233,3115,263.193,237.194264537,945.700642565,0.999931,325.622,2412.52281691,1218.01656482,325.967343849,821.919635416,3115,2304.97059725,9.03433704699
163.161,519.881116843,325.769562549,326.05,88.6461900946,-327.84,3682.81344569,342.969,3116,263.201,149.521817007,781.61984831,0.999959,325.746,1581.85981633,1396.71840535,326.064577973,257.484703406,3116,1066.68723045,9.03625585927
163.196,454.46506387,327.217544357,327.591,1068.18581894,-329.222,4817.50899687,319.161,3117,263.236,225.080573524,772.312171001,0.999961,327.231,3805.72481422,1023.96169957,327.545093538,237.337647689,3117,1024.63621109,8.80367326959
163.221,153.119294101,326.113188475,326.464,62.8145703424,-328.059,4730.4342119,398.509,3118,263.263,159.036877172,881.318407421,0.999954,326.075,2214.67111004,1766.14257234,326.45230256,639.744779006,3118,1883.22013619,9.36890617522
163.259,296.708611148,326.744431107,327.181,573.475527442,-328.752,4427.7189195,362.904,3119,263.324,271.844169971,756.991418545,0.999937,326.758,3301.25794843,1284.02769969,327.136957336,292.968355669,3119,1030.68189701,9.02325811663
163.248,519.909557757,326.560417142,327.0,81.197542553,-328.508,4287.17971603,373.879,3120,263.374,223.561931043,911.91117684,0.999938,326.563,2280.01438586,1234.94674858,326.964539791,277.229977859,3120,1113.89018954,9.09089941542
163.264,1081.18867345,326.775024573,327.221,107.187212902,-328.818,4912.55434389,343.229,3121,263.396,140.069009816,1812.47957672,0.999915,326.775,833.902281648,1294.97591488,327.16816037,731.290903267,3121,2543.77047999,9.04969860264
163.295,78.201264505,326.543947039,326.863,985.030040641,-328.573,4821.18793702,319.825,3122,263.444,253.782165872,267.008808047,0.999876,326.516,2948.49729561,1327.88940975,326.911399844,331.696096103,3122,1005.71474195,8.87880706535
163.3,814.689443785,326.752494507,327.168,54.7700348049,-328.737,4500.50050696,398.465,3123,263.468,142.565526908,1710.47002422,0.999921,326.745,2056.91111233,1744.09589901,327.154632509,738.430803716,3123,2623.22905032,9.20682124745
163.26,12.2557390378,327.893350703,328.17,100.813674847,-330.002,4568.22996037,330.444,3124,263.525,198.184884857,163.185141605,0.999926,327.879,2811.30470671,1640.45447555,328.151756376,216.479048175,3124,587.95027046,8.86965354677
163.269,43.1053187115,327.364257233,327.697,94.6579581921,-329.499,4525.31587937,375.643,3125,263.542,171.761927131,1335.88478843,0.999887,327.372,2343.87937742,1417.21470468,327.712421692,971.293821719,3125,2769.0469269,9.22778115197
163.246,89.3742835098,328.069159814,328.434,90.5463132715,-330.027,4493.51619476,319.72,3126,263.607,164.929590867,518.202862841,0.999923,328.052,1445.95209246,1583.85439913,328.414694628,540.35407648,3126,1581.53993427,8.93813726549
163.227,103.412902572,327.48302957,327.845,85.8037336443,-329.434,5139.70653746,402.779,3127,263.621,287.201852927,1228.75343545,0.999982,327.491,3590.80572054,1340.27538332,327.816461488,1125.34053288,3127,2354.09396833,9.30065299775
163.279,221.346705628,327.521928066,327.952,181.989966333,-329.362,4408.35681279,358.946,3128,263.62,218.714959657,1159.04635886,0.99995,327.509,3563.1843077,1509.47618534,327.958641744,867.75053253,3128,2313.48060793,9.03760656073
163.3,146.983838865,327.353458425,327.788,135.426839034,-329.2,4293.4626847,341.517,3129,263.734,212.64608524,431.416160857,0.999919,327.354,2319.55090191,1091.86055868,327.799615877,300.753381778,3129,970.424230746,9.01093580828
163.361,67.4631105013,327.684469287,328.198,60.4706797299,-329.602,4247.15169558,402.359,3130,263.734,226.895247467,360.846534587,0.999897,327.673,1803.19647842,1191.70617502,328.175108697,318.643027699,3130,980.458483109,9.23442660922
163.327,61.9219193205,327.559080187,328.102,642.091905602,-329.462,4268.85110532,377.361,3131,263.771,278.520636392,420.64113727,0.999933,327.573,2200.67578849,732.850954806,328.070450312,479.638619522,3131,1335.86207511,9.08863594597
163.337,93.7988934694,327.166010502,327.623,147.688796758,-329.04,5083.3139503,376.623,3132,263.818,250.251869852,382.017900627,0.99993,327.12,2517.49000341,1453.83138235,327.612882045,227.609312745,3132,644.425637081,9.20217300269
163.329,100.632557068,327.216379357,327.698,2394.42732945,-329.249,5016.0520136,375.471,3133,263.89,258.584240895,504.680196861,0.999938,327.227,4248.9906144,651.155320384,327.72148836,596.090677364,3133,1891.88183073,9.06569260427
163.323,38.3535549259,326.849552905,327.287,1625.5413076,-328.877,4720.54713106,375.778,3134,263.946,248.835998643,430.704433372,0.99994,326.816,3575.43301667,1123.38725771,327.278223865,497.886657564,3134,1409.77630714,9.09854325282
163.351,909.291113147,327.167775839,327.647,340.280452914,-329.257,4456.82342725,341.05,3135,263.995,270.863348895,980.715375653,0.999978,327.176,2962.7422459,1230.83429057,327.628041542,71.4242625068,3135,1052.13963816,9.02510135225
163.387,178.97891764,327.439776512,327.937,2202.45593393,-329.528,4452.10382347,382.761,3136,264.018,252.661093,1349.55378083,0.999906,327.435,3540.78562694,864.622314849,327.927112939,994.884188649,3136,2890.13080439,9.34069007608
163.367,175.586387386,328.123967098,328.51,3450.69580206,-330.14,4021.74449876,365.486,3137,264.042,216.782274714,573.783020721,0.999927,328.1,3784.37003121,160.687070714,328.518041147,551.152790865,3137,1640.71020699,9.10238068486
163.368,333.524877824,328.619781701,329.051,256.616220766,-330.507,4237.01493974,345.407,3138,264.05,215.208333135,563.759714504,0.999949,328.613,2183.21945621,1427.68264349,329.036617983,228.808252662,3138,818.857547964,9.05758590621
163.389,239.510308281,329.224415407,329.69,161.521191466,-331.089,3741.61190907,321.165,3139,264.119,177.039150674,591.642362139,0.999896,329.218,880.552413406,892.433689856,329.67381708,340.497000203,3139,1029.17410824,8.92700045991
163.39,19.7530772679,328.447671098,328.969,751.916431482,-330.335,4453.66469154,350.578,3140,264.206,210.538959374,509.17072627,0.999907,328.447,2634.78755169,1127.23634892,328.947169094,376.711639136,3140,1005.03056752,9.19069281379
163.427,184.296340704,327.765067953,328.177,208.69101853,-329.566,4473.5622181,383.926,3141,264.281,195.08898442,331.906461657,0.999899,327.759,2621.74484857,1592.1297497,328.163464064,89.0345033825,3141,437.420420418,9.29636250778
163.493,141.095881596,327.398130079,327.798,134.564340272,-329.159,4421.9161448,385.349,3142,264.353,217.721871944,279.025683569,0.999939,327.393,1674.83934971,1076.93038286,327.798028978,186.831834743,3142,717.509968702,9.328530926
163.566,33.6719270607,327.651533307,328.131,193.988679519,-329.281,4504.21359854,322.386,3143,264.344,187.865063726,490.6715836,0.999878,327.622,1668.88517707,1215.15123765,328.084221467,286.404770422,3143,766.64923659,9.02216913416
163.568,20.9517119123,327.383997561,327.941,434.643278275,-329.069,4116.96350699,376.821,3144,264.417,188.583598186,645.153239685,0.99989,327.387,2298.65988021,1189.25338981,327.925993807,776.957092989,3144,1974.69155972,9.28978601171
163.587,21.6586370961,327.492004508,327.957,350.391520604,-329.354,4441.64666205,393.385,3145,264.495,173.946004534,605.700472719,0.999917,327.507,2500.39357065,1269.05589601,327.907692014,616.185033621,3145,1814.67624057,9.26355965385
