AverageQ,AverageReturn,AverageY,MaxReturn,PolicyRegParamNorm,AverageAbsQ,AverageAbsY,AverageDiscountedReturn,MaxEsReturn,Iteration,AverageEsReturn,AverageAction,StdReturn,AveragePolicySurr,AverageAbsQYDiff,MinEsReturn,Epoch,QFunRegParamNorm,AverageQLoss,StdEsReturn,MinReturn
401.645,2460.68810034,401.655620419,4037.8788087,167.732,402.002,401.959498686,224.133084808,908.572111169,2737,419.93993753,0.99973,1102.74140618,-404.456,9.9740170648,110.661799847,2737,237.207,465.32,309.938695836,321.087218763
401.15,2587.72907653,401.166683391,3979.59976089,167.773,401.557,401.488938126,229.621117765,930.841447246,2738,539.641743983,0.999741,1040.50680666,-403.892,9.84643570955,115.930516841,2738,237.247,442.819,267.695085855,860.476549445
401.291,2311.47102031,401.301015984,4480.92298955,167.776,401.715,401.637562886,221.06359441,860.347306004,2739,724.493580836,0.999774,1425.57701164,-404.062,9.90247792663,470.766646612,2739,237.264,492.899,179.562138925,430.800938563
401.166,2738.53476641,401.166557444,4831.62252887,167.806,401.569,401.483910483,240.429649266,1001.20083758,2740,484.9139049,0.999736,1712.27608382,-403.908,9.82187928854,-4.47049114236,2740,237.334,458.867,376.986656237,324.561791479
401.238,3275.08115745,401.226816094,4149.93080726,167.835,401.682,401.598257031,169.006262488,2163.09038084,2741,697.267844838,0.999774,1413.34965224,-403.943,9.80816157644,39.39295142,2741,237.389,434.248,857.589469672,105.906003198
401.026,4166.57664667,401.055676747,4381.92593776,167.871,401.485,401.427314689,226.527322594,2259.34730574,2742,1005.17168613,0.999833,162.162163496,-403.852,9.93763633405,166.647862239,2742,237.439,455.093,903.483093988,3902.1077565
401.418,4356.51704996,401.411903643,4635.21992978,167.885,401.855,401.752002796,235.288769735,1583.79929989,2743,728.950398682,0.99982,209.205969994,-404.262,9.75014421514,391.40596841,2743,237.455,415.427,494.597641561,4013.07979
401.145,3883.73628107,401.149132734,4456.54277375,167.913,401.629,401.549263639,231.98852375,2743.20008005,2744,1110.57025629,0.999822,1113.54046874,-404.046,9.87211480077,119.439534588,2744,237.494,448.887,1163.23419065,281.516403947
401.658,4258.77060305,401.661601307,4512.79719728,167.948,402.052,402.013726503,235.425504139,2431.02321625,2745,873.421823717,0.999814,176.979573281,-404.537,9.77686764096,29.4345621373,2745,237.528,435.562,1102.67579455,4003.92752496
401.336,4350.31276455,401.353118259,4908.67932775,168.027,401.781,401.721474903,237.833064709,1703.48306993,2746,636.285252771,0.999722,481.084823715,-404.137,10.0664637139,146.439674541,2746,237.601,478.103,525.335367998,2976.95337288
401.694,4261.21682637,401.701200738,4479.29178441,168.054,402.201,402.132084817,248.088461681,1661.61519896,2747,910.964474261,0.999765,175.366734066,-404.578,9.99021406742,5.24497896394,2747,237.636,470.417,685.04273304,3865.36731263
401.752,3665.67318127,401.763858798,4123.43607892,168.127,402.176,402.116797559,212.839555386,983.015305836,2748,615.186100638,0.999728,624.052926209,-404.59,9.91293519813,162.853493197,2748,237.662,448.06,371.868790909,1785.99529693
402.066,3168.21114376,402.074982112,4861.28949956,168.113,402.545,402.464874029,206.069994254,1605.88286898,2749,1017.33070461,0.999746,1457.34736884,-404.981,9.9713485523,428.778540239,2749,237.716,456.674,588.552164372,219.87190433
401.802,3465.84314436,401.78868828,4364.9191383,168.139,402.259,402.190809507,199.65314908,1122.10001042,2750,1122.10001042,0.999745,1484.31121453,-404.549,9.74509855885,1122.10001042,2750,237.768,437.557,0.0,139.72830161
402.289,2720.99151632,402.305576815,4585.52033688,168.132,402.698,402.66214763,229.244707013,3928.15765965,2751,1227.65829903,0.999787,1533.10124612,-405.079,9.90657072823,176.741588886,2751,237.801,464.538,1374.9689143,257.802145064
401.873,3724.48161077,401.881825117,4176.2336729,168.157,402.324,402.231000756,208.742776208,1133.04635512,2752,576.923304838,0.999786,384.281967529,-404.719,10.0476731288,147.013086314,2752,237.846,497.284,412.320798224,2738.85652978
402.412,3765.24733168,402.420497899,4277.12902966,168.154,402.827,402.757112232,219.447450036,1738.26113013,2753,1184.45169164,0.999809,1153.53862635,-405.324,9.9644850526,413.532615545,2753,237.873,479.736,531.450249067,136.955326319
401.721,2817.22637814,401.702631082,4922.23920083,168.172,402.149,402.051532371,251.623828492,2761.69811576,2754,1014.82008282,0.999704,1294.73102041,-404.558,9.97832005978,18.825454689,2754,237.896,480.561,1239.2758704,1121.16637284
402.613,2208.79653315,402.611133669,4367.35069871,168.174,402.986,402.894964926,257.629631186,488.326382648,2755,237.749966381,0.999725,1137.38567168,-405.37,9.89919961153,-2.75871518941,2755,237.926,451.901,168.450878345,477.30781863
402.817,3268.84378633,402.840445101,4380.536447,168.162,403.236,403.195921837,259.131484545,1765.42406511,2756,713.342350853,0.999773,1159.98814263,-405.657,9.92985566904,70.6483969335,2756,237.973,464.69,598.642061155,719.142293949
402.921,3031.12846816,402.927611022,4449.84410458,168.156,403.306,403.245791627,262.599572515,1548.7980327,2757,491.891995314,0.99978,848.594304303,-405.809,9.87449927623,177.464058671,2757,238.03,452.11,496.749519712,1457.88613951
401.88,3652.26380649,401.878815268,4364.80772579,168.19,402.291,402.225559613,251.000240306,1470.44649825,2758,531.975867468,0.999868,635.377871703,-404.656,10.018748666,35.8031787639,2758,238.08,459.508,570.519405322,2220.43779952
402.292,4201.39136761,402.290476388,4354.00385502,168.238,402.704,402.652181854,267.586077392,570.021668651,2759,293.928538636,0.999815,114.958782341,-405.135,9.90606772202,69.1020756048,2759,238.136,437.128,154.791592443,3989.18355011
403.184,4064.06900522,403.199419484,4587.39045097,168.295,403.558,403.486748775,283.650176233,701.85352842,2760,281.059393985,0.999848,954.748013758,-406.072,9.92546669838,35.6290116736,2760,238.155,480.826,209.03501452,1099.88194488
402.751,3987.20416865,402.748994473,4570.69183977,168.332,403.156,403.064531688,282.511767203,1244.40895028,2761,637.337907656,0.999896,1148.84197965,-405.683,9.8051183414,120.501771222,2761,238.231,432.581,389.51180508,387.090690974
402.624,4160.5437787,402.644634774,4814.66642227,168.349,403.004,402.940606812,286.668922302,636.82460257,2762,381.814062736,0.999822,842.36519443,-405.557,9.99313928335,126.803522902,2762,238.282,470.951,255.010539834,2328.78460979
402.716,4190.58713004,402.720975446,4515.59265819,168.378,403.099,403.002227163,251.132273916,3011.0242022,2763,1877.86433966,0.999862,404.972919408,-405.515,9.81606235201,431.244033181,2763,238.32,449.259,1076.26190045,2991.92691093
403.22,3566.14792482,403.215847773,4221.47310292,168.405,403.589,403.512024626,227.713465012,1030.77363391,2764,453.510140462,0.999813,1126.72451855,-405.993,10.0355956018,26.1372917112,2764,238.401,502.358,296.022687822,212.593373409
402.905,3406.61435558,402.931125838,4911.51801771,168.47,403.259,403.187299295,238.405008701,2623.25850589,2765,905.631566489,0.999817,1394.97416118,-405.797,9.95953322318,11.55113609,2765,238.439,491.615,1214.88695928,100.445802694
402.427,3274.46495438,402.421468458,4663.70154423,168.519,402.778,402.68158099,264.380265461,684.442291251,2766,319.839692741,0.999788,1142.31227758,-405.378,9.82085102158,132.591667018,2766,238.469,438.812,182.635230553,1270.92631562
402.765,3062.99851691,402.783034964,4616.01910457,168.529,403.114,403.043850415,237.631177798,1623.55952839,2767,910.935449656,0.999907,1524.66697049,-405.616,9.85194765631,176.758408913,2767,238.455,447.455,590.850667799,248.11351102
403.273,1655.64100693,403.258525281,2609.30534041,168.547,403.585,403.481645911,254.355030053,1075.15693494,2768,767.725054498,0.999797,577.786022604,-406.081,9.94808998958,597.840700597,2768,238.503,496.195,217.787646476,269.248754309
403.209,2006.76847934,403.218491452,4712.4425458,168.565,403.509,403.443089446,227.461855753,1125.46893799,2769,594.377127141,0.999828,1453.83255433,-405.866,9.78408888344,179.25246215,2769,238.553,454.913,364.003389639,211.262609997
403.354,2426.92934593,403.366166306,4473.70739587,168.606,403.639,403.583248521,227.430199836,624.621246332,2770,262.22846197,0.999771,1413.72482909,-406.008,9.7354786838,-1.83155268795,2770,238.586,423.24,178.89483685,665.406855462
402.764,2959.0819397,402.762375558,4167.39051518,168.624,403.102,403.025223371,242.932767242,1188.99847272,2771,365.356136384,0.999813,1088.49408332,-405.437,10.0702549625,22.2894136343,2771,238.653,485.146,479.840053307,1173.0492708
402.547,2482.85827516,402.555453986,4550.72918099,168.675,402.888,402.809919302,220.517510351,1356.31780655,2772,429.80317062,0.999848,1350.84022752,-405.199,9.92170556949,-1.96835441317,2772,238.647,462.012,467.291767812,115.682091259
402.472,2847.95804383,402.482859144,4634.51020833,168.683,402.823,402.747650109,238.327664694,727.357284793,2773,270.365398935,0.999802,1343.6964585,-404.957,9.95345082149,99.0593769024,2773,238.72,461.49,194.639416009,392.552533203
400.968,3606.79823223,400.97771604,4729.05592486,168.691,401.327,401.242885411,247.037642327,872.70823209,2774,335.453409454,0.999779,1423.05818695,-403.509,10.0990992779,-3.59121159177,2774,238.754,494.803,257.081207204,771.236631281
401.522,3219.34720818,401.512620384,4692.10745294,168.698,401.834,401.766265082,218.644204744,2007.0625108,2775,1185.120957,0.99989,1783.77158084,-404.098,10.1802760876,190.627618503,2775,238.78,517.385,751.527120066,200.136018975
400.381,2935.86427105,400.401811113,4493.82984989,168.755,400.709,400.661100507,193.783456046,976.283951053,2776,460.083033172,0.999781,1726.29902756,-403.075,9.93828302123,-5.40693764888,2776,238.823,474.031,381.501716587,110.606299826
401.715,3951.51151215,401.719887376,4591.70740597,168.772,402.048,401.954411446,239.963778204,1488.82310471,2777,1249.13727168,0.999897,759.682119722,-404.443,9.8194855199,1075.03003243,2777,238.823,433.207,175.179128585,1645.57276001
402.309,3892.72112279,402.308988974,4627.60191912,168.77,402.614,402.530442838,230.64388738,1497.78061139,2778,620.732175801,0.999783,753.042012476,-405.08,9.94853201169,-11.7223773442,2778,238.851,476.669,610.648421592,2117.64214185
401.282,3673.21190781,401.283556917,4692.33823231,168.792,401.596,401.53472352,219.793445584,786.743769983,2779,383.959085223,0.999839,1371.64297287,-404.048,9.72660366918,19.6319059068,2779,238.857,442.222,309.033925112,224.202191228
400.867,3802.14380271,400.870642687,4388.10443846,168.835,401.195,401.132703415,212.953004738,1600.68703279,2780,899.515872312,0.999743,1089.34917404,-403.662,9.85497410259,384.489253607,2780,238.86,448.462,513.661108999,407.202664312
401.564,3810.92451582,401.570985808,4630.16743313,168.849,401.917,401.811086586,231.852779866,2190.98484851,2781,1576.22019091,0.999806,796.829175095,-404.431,9.81711919854,961.455533303,2781,238.893,460.44,614.764657604,1628.89803833
401.095,4108.0007473,401.100072725,5128.29652767,168.873,401.437,401.383475122,272.587291073,1289.82377607,2782,663.777924227,0.999805,1023.85415975,-403.829,9.78807278015,47.6653224776,2782,238.964,467.151,411.242422748,1941.3004379
401.296,4422.99142847,401.311373334,5415.25025494,168.881,401.621,401.561513361,280.076627737,2592.14131463,2783,584.399543763,0.999802,1062.26301379,-404.063,9.62586969539,-0.507597341763,2783,238.95,441.282,903.078258118,1782.45813657
401.244,3524.27786727,401.263772983,5281.86812691,168.927,401.595,401.526639615,235.867637476,1191.41201692,2784,562.327445947,0.999836,1944.24779706,-403.981,9.84458679916,30.7583438662,2784,238.994,463.233,476.163431287,95.76149006
401.49,3900.94143302,401.487503861,4804.55668277,168.964,401.805,401.733461551,258.049670217,1558.83187164,2785,763.874434213,0.9998,1283.99973272,-404.242,9.67707977327,3.12656651232,2785,239.015,449.952,635.574527547,124.077865354
401.195,3968.4301734,401.21439611,4426.09179044,168.98,401.504,401.454861667,268.630009815,727.949096382,2786,528.341957624,0.99974,785.64104622,-403.987,9.73974629855,202.190434196,2786,239.047,451.324,188.047667799,2109.15903944
401.53,3273.02912783,401.523165644,4583.32395804,169.037,401.839,401.759730705,242.099115636,862.10910037,2787,401.043215764,0.999816,1557.62635994,-404.28,9.77012377794,38.6376779784,2787,239.042,460.923,298.336053132,124.199781437
400.71,3381.60088069,400.742254542,4123.24212998,169.092,401.026,400.995688183,246.002066851,968.119941949,2788,685.005685244,0.999845,950.115532339,-403.402,9.66414027692,374.22591,2788,239.07,415.201,226.405634106,466.295343979
401.477,3047.86705272,401.465595758,4235.73972533,169.153,401.817,401.738158435,248.310496268,2053.61443423,2789,495.293367629,0.999916,1375.23555979,-404.109,9.63552645024,95.1944739448,2789,239.108,430.619,700.628365956,205.958988892
400.619,3480.47705293,400.634130412,4370.93308105,169.188,400.997,400.924332663,225.206383058,418.438335033,2790,140.526490438,0.999823,1194.24174097,-403.363,9.71392748165,-2.85484463025,2790,239.165,442.09,171.708073863,94.5246924208
400.683,3708.16553488,400.681361698,4702.48115876,169.219,401.049,400.991067663,271.815945838,1070.3661605,2791,686.437965756,0.999827,894.823693097,-403.354,9.83108687986,-5.32476137829,2791,239.223,481.431,394.661927007,2188.53581871
400.768,3366.45418435,400.779489673,4974.89409701,169.239,401.125,401.06299672,250.283459753,2093.37883474,2792,1323.91655431,0.999859,1551.83927867,-403.622,9.82904988663,227.688982418,2792,239.287,450.153,795.94025029,233.711009065
400.193,3348.94248269,400.209014929,4487.04345686,169.227,400.59,400.524184754,221.773846372,1011.82649557,2793,513.42119158,0.999823,1269.1419291,-402.913,9.96121653789,5.20459106299,2793,239.319,507.752,409.660815527,650.037723684
401.144,2892.78655435,401.160538243,4450.76569332,169.259,401.49,401.444884293,214.376116896,1463.05150359,2794,544.272424974,0.999794,1451.20251482,-403.921,9.73057814181,8.46497452234,2794,239.36,457.905,558.774625542,62.6724698457
400.455,3431.60092359,400.444628699,4402.38253339,169.272,400.841,400.754385309,200.324618832,795.276905705,2795,325.877904164,0.999893,1286.10662663,-403.227,9.80452650271,102.852625361,2795,239.421,460.924,244.865544555,471.204991641
401.435,3095.7603274,401.448311634,4241.63693706,169.296,401.825,401.765380985,214.197018923,755.806481886,2796,429.155776482,0.999792,1259.4269001,-404.245,9.72552283485,21.4842805894,2796,239.428,417.793,312.930773203,208.612365624
400.993,2952.54132246,401.003934061,4498.73250042,169.346,401.393,401.301371567,252.289206921,1015.20550195,2797,466.604910464,0.999839,1056.39921201,-403.88,9.9749771528,26.4783566227,2797,239.485,491.198,350.591418285,1196.42145057
400.6,3065.6867479,400.602514018,4734.10337322,169.347,401.02,400.953403885,239.107313126,1020.44463719,2798,455.289394129,0.999815,1100.3279888,-403.542,9.72681746646,108.909409198,2798,239.535,421.608,403.006268058,1535.18492129
401.156,2414.34325192,401.161625464,4878.04957297,169.378,401.512,401.425768529,272.760034827,1716.16374792,2799,788.224476646,0.999904,1175.6422506,-403.931,9.61205273922,31.9921006408,2799,239.57,434.973,707.333146345,933.681270051
401.144,1512.06625163,401.168593073,2561.83576355,169.382,401.509,401.449498079,215.772290143,1292.22100971,2800,496.401570083,0.999782,543.252598854,-403.978,9.87522842854,57.7115179547,2800,239.605,467.016,497.475347678,218.378978174
400.424,1536.86499964,400.437425632,4115.27148544,169.394,400.784,400.708627206,179.399206685,932.058142465,2801,499.560735902,0.999813,982.035407285,-403.188,9.82382743583,149.465201093,2801,239.639,469.962,286.121331419,49.8347671916
400.879,1005.18225447,400.888349876,4603.37588396,169.423,401.283,401.242701434,163.896502852,1565.20420892,2802,855.603422797,0.999784,1198.83102196,-403.624,10.1201473759,25.507360584,2802,239.655,515.471,577.309994535,108.700399076
401.704,2050.0683978,401.707157476,3568.98580861,169.474,402.053,401.999122505,253.063712098,2613.41538078,2803,921.727541423,0.999899,731.123686096,-404.468,9.68391885578,58.4546728813,2803,239.64,431.353,1196.28858771,874.191387311
401.202,1595.39011778,401.201632024,4815.84627758,169.503,401.55,401.454879401,194.215518227,1613.81435718,2804,752.307713538,0.999821,1719.08268459,-403.868,9.75238728431,22.5651860795,2804,239.683,429.506,579.793341579,142.291979348
401.608,1997.66102473,401.61836981,4825.66991771,169.505,401.921,401.864240432,219.463269557,1019.28737537,2805,427.818308343,0.9998,1280.29820185,-404.335,10.0958816487,32.737416281,2805,239.749,497.343,356.697090545,139.304410921
400.425,1521.64039154,400.435152787,3272.06216777,169.533,400.794,400.733405585,211.211328021,1637.90862348,2806,590.444103662,0.999786,922.218055894,-403.198,9.97730686383,62.8153399657,2806,239.8,466.078,629.501525594,91.2311244227
401.352,3057.16617463,401.357436402,4682.94234699,169.564,401.678,401.59407643,251.702154648,1106.80369863,2807,458.931331448,0.999778,1345.59067454,-404.236,9.86169626903,43.7944769273,2807,239.834,462.839,428.689456068,774.201525899
400.905,3615.70203702,400.923324679,4610.28146136,169.581,401.237,401.145819481,255.556270662,660.884738403,2808,275.801495638,0.999767,1108.2391442,-403.624,9.78251317143,12.8823286754,2808,239.868,427.508,216.64124415,1022.66825834
401.263,3621.79748985,401.274992174,4435.69786283,169.637,401.595,401.550556797,234.677337967,1291.57000747,2809,660.406706004,0.999832,819.130325615,-404.118,9.82830829928,-2.02010509498,2809,239.905,434.391,616.105740321,1495.92830089
401.368,4049.49215661,401.388721845,4358.65970407,169.672,401.718,401.650725608,238.91237439,835.092559375,2810,187.570854924,0.999807,201.447360128,-404.225,9.66479691113,20.4710831005,2810,239.915,394.478,249.569430497,3722.47923688
401.351,3134.08138651,401.332987861,4224.278985,169.717,401.672,401.554538166,212.11799251,1044.46074768,2811,447.53662079,0.999794,1441.58180743,-404.224,9.74646165492,7.85341239974,2811,239.992,444.14,372.335520334,146.063330385
401.766,3925.24238093,401.787470219,4406.26629222,169.75,402.124,402.051047857,239.24760315,1293.05889505,2812,510.886206309,0.999713,313.37768071,-404.675,9.75249677535,30.8362015558,2812,240.05,432.646,463.95560762,3325.59803862
401.682,4253.16445878,401.688921933,4570.58160751,169.834,402.028,401.925099817,255.926793253,395.712637662,2813,140.61016305,0.999803,212.727955462,-404.508,9.68181538542,52.7082753663,2813,240.078,424.776,123.743096483,3917.45939735
401.746,4274.9737073,401.755882723,4892.13535467,169.861,402.087,401.997821414,257.868208315,1576.03324331,2814,476.095698796,0.999775,699.42738457,-404.551,9.89466982708,79.9340181965,2814,240.12,472.708,537.524827731,2392.05495079
400.943,3066.49966501,400.950709362,4562.2783397,169.882,401.308,401.23574515,197.589323211,1219.70810674,2815,649.178919082,0.999864,1650.11492947,-403.776,9.80603557794,-0.815641734725,2815,240.174,473.637,461.012731514,109.748204788
401.862,3064.12353919,401.869815504,4343.73102081,169.901,402.199,402.112519164,217.078986904,2394.711315,2816,732.068965118,0.999841,1408.67121563,-404.729,9.89173310276,4.59792922985,2816,240.189,465.026,973.673428323,408.392466728
401.75,2969.03774364,401.755959549,4416.67771432,169.914,402.06,401.996500334,219.212046733,1270.87173192,2817,789.49884873,0.999714,1258.38623082,-404.587,9.74430874619,108.096336271,2817,240.247,452.579,495.325175766,137.115829972
402.16,3057.70171345,402.15195126,4461.41724122,169.929,402.471,402.410650136,208.049816239,2276.11804729,2818,1209.0452216,0.999774,1405.41764992,-404.988,9.86016455983,385.939237113,2818,240.294,446.368,790.710165325,192.423723202
401.953,3237.21948003,401.957810903,3751.52515282,169.931,402.267,402.18176804,272.925505713,584.289072343,2819,454.230395263,0.999668,604.693942132,-404.778,9.98740130984,291.486244148,2819,240.326,487.582,121.750097083,1883.90241317
401.81,3283.32688661,401.823618816,3870.15873636,169.957,402.157,402.097237619,248.237431008,1369.33199381,2820,671.738457089,0.999731,947.481815397,-404.59,10.0626065757,46.5886045449,2820,240.387,497.051,430.767992812,330.273005466
401.923,3388.12358301,401.917946266,4231.76087311,169.975,402.297,402.174116046,232.984860273,1195.5001539,2821,598.061038836,0.999835,923.383662346,-404.704,9.88615536364,149.547555643,2821,240.419,452.042,387.562922247,790.090817549
402.589,3334.26405879,402.601520161,4204.07113421,169.987,402.922,402.869964428,219.053639382,868.645570238,2822,561.666010181,0.999797,1138.29213271,-405.41,9.73986052012,184.948623567,2822,240.446,441.999,224.846726885,537.338918214
401.465,3407.78991535,401.47701213,4173.49485514,170.02,401.797,401.738521762,214.213053129,1572.65442839,2823,546.080365489,0.999682,954.106784024,-404.413,9.80346623359,27.6529371623,2823,240.5,459.717,628.1877171,472.200172022
402.185,4022.32887398,402.189943896,4426.61702091,170.021,402.531,402.441748931,267.155138359,3212.60864087,2824,1340.60348561,0.99982,378.341642627,-405.08,9.73715748711,104.272838362,2824,240.546,428.26,1346.22915964,2950.12499423
402.71,2940.88081724,402.716625081,4134.3665893,170.05,403.091,403.022137616,214.527330197,3455.30417136,2825,952.799785455,0.999797,1453.25828974,-405.564,9.74735749693,116.311940077,2825,240.557,432.947,1444.824263,189.851115176
401.499,3965.52746557,401.500156946,4750.63566076,170.086,401.879,401.796271576,214.927890826,1103.51078586,2826,374.484573538,0.999868,373.270830487,-404.316,9.87274184613,20.4676231341,2826,240.598,474.854,429.451096014,3531.28066303
402.876,4055.76801013,402.894906267,4483.27428801,170.106,403.229,403.18633788,239.767398495,1890.14191484,2827,1196.89184379,0.999781,189.282033768,-405.646,9.80098248707,842.253923287,2827,240.669,423.947,419.963108503,3827.21968207
402.466,3711.16436324,402.470357743,4397.86574321,170.177,402.847,402.792022479,259.667840798,748.152402115,2828,301.115449832,0.999807,989.575547093,-405.135,9.8812247684,4.94005264391,2828,240.671,475.526,281.265839984,1398.02506656
402.779,3146.50954983,402.774995783,3849.03384855,170.221,403.173,403.087753741,159.604003754,941.097432461,2829,933.732696893,0.999869,992.54045612,-405.574,9.87345112002,926.367961324,2829,240.726,449.555,7.36473556899,-7.21299319327
402.565,2921.9129193,402.568977386,4356.9537577,170.262,403.005,402.926002045,184.265687918,2326.40963548,2830,1358.64741948,0.999878,1548.63176427,-405.26,9.94708365567,303.650329732,2830,240.733,467.511,949.705031864,180.664039025
402.369,1712.52192365,402.390478906,2987.51512986,170.274,402.798,402.765856462,179.247404595,1124.12136772,2831,453.102900541,0.999753,969.554514181,-405.07,9.77977370222,17.0746132321,2831,240.783,445.511,367.446777665,30.0611001903
401.681,3016.29817981,401.690629038,4974.28899264,170.304,402.1,402.047071196,232.026964921,1065.41625728,2832,595.157622275,0.999819,1026.08292463,-404.311,10.0862090477,15.184476024,2832,240.838,506.04,390.590938568,1356.2378787
402.089,3334.2392425,402.084377961,4458.58085733,170.351,402.514,402.436349389,245.906328073,562.338072881,2833,349.611408527,0.999751,959.639822896,-404.861,9.94014569332,20.9415742453,2833,240.862,470.239,194.533508215,1885.95878825
402.474,2278.37742399,402.464869332,4016.32588731,170.385,402.907,402.809221518,253.362628984,1940.2865893,2834,1195.11549094,0.999725,799.303015357,-405.274,9.95098765262,449.944392567,2834,240.936,475.39,745.171098369,987.488854891
401.236,2605.55946746,401.253652651,4836.01858819,170.405,401.661,401.619616608,230.107410965,1830.4324717,2835,945.721719573,0.999654,1345.27498068,-403.978,10.1790147418,471.838615901,2835,240.988,526.324,522.678432538,289.126152202
401.847,4496.67127626,401.861047849,5069.22811525,170.43,402.273,402.22527654,229.957475605,2554.64206156,2836,1626.73955335,0.999711,638.857369452,-404.678,10.0168668523,698.837045137,2836,241.032,489.742,927.902508211,2682.90338416
402.412,4031.61868132,402.409477742,5101.70396368,170.494,402.817,402.746178704,250.253142241,2138.46666025,2837,990.079788589,0.999771,1075.40100775,-405.112,9.89635206973,160.417656562,2837,241.098,463.095,717.801349451,1217.86217094
401.673,3816.457092,401.684982323,4681.2105391,170.487,402.095,402.049076254,256.666786958,2574.06505607,2838,736.201793022,0.999694,1028.92347236,-404.446,9.81017466741,44.4296550419,2838,241.13,424.702,1063.27913692,1567.123182
402.493,2272.3123628,402.499663278,4819.43283078,170.498,402.9,402.811231714,167.568129195,1005.40671465,2839,349.715172293,0.999748,2123.71728481,-405.218,9.99034061129,76.4962909463,2839,241.196,468.523,322.811897535,86.7709787076
402.067,3960.41889398,402.066807404,4744.97831172,170.519,402.489,402.412659121,233.994160001,1560.78277043,2840,790.174519291,0.999841,1163.04161821,-404.888,10.0369752645,282.10610203,2840,241.243,469.754,500.291785163,598.981457114
402.058,3656.4973167,402.050082842,5257.99402196,170.589,402.479,402.391697423,249.351375901,1801.83554979,2841,643.46757683,0.999777,1317.6280641,-404.992,9.90337433723,131.86665781,2841,241.262,445.923,619.130040009,276.811364034
402.481,3300.6937952,402.503234014,5207.24097144,170.616,402.83,402.79366891,264.905082186,836.251596506,2842,300.654888602,0.999814,1361.72682356,-405.233,9.94931392943,23.7341921023,2842,241.348,469.211,325.580873531,1257.90395657
402.451,4202.0973595,402.4420765,4708.60249957,170.636,402.828,402.740906872,229.220484954,1388.33309416,2843,556.865515537,0.999828,734.027096322,-405.23,9.88251152774,185.224724384,2843,241.387,470.901,440.557614927,2075.38275282
402.367,3720.09853614,402.374739301,4464.6788883,170.648,402.757,402.704618846,211.527668943,1405.80153034,2844,947.880236723,0.999879,1144.9227278,-405.15,9.80623672403,464.055303509,2844,241.429,422.246,359.726753366,156.779808938
401.797,3113.5382803,401.802052322,4857.03719228,170.685,402.167,402.095140798,224.529896332,1251.23764809,2845,631.120324917,0.999889,1548.51580971,-404.64,10.203327112,11.0030017462,2845,241.454,487.324,620.117323171,149.647806664
402.293,3877.99334408,402.29927404,4174.64510529,170.699,402.658,402.613053566,245.630056129,2044.38121789,2846,1013.19140257,0.99994,307.794601092,-405.074,10.00743245,-1.60671086001,2846,241.518,465.723,902.786476801,3044.02796228
402.645,481.919800867,402.655965453,4041.94183138,170.682,403.021,402.980979675,85.8157289758,2104.99110811,2847,966.378290667,0.999829,1144.45262649,-405.337,10.0398953969,59.1275252957,2847,241.572,461.864,851.09174955,66.9397265103
402.515,3175.3635164,402.509126389,4776.09192753,170.703,402.864,402.79576405,215.786904642,947.549295304,2848,320.903214015,0.999802,1965.73177063,-405.187,10.1847803143,89.1951046279,2848,241.611,486.576,332.639569778,67.8118252708
402.777,362.709860808,402.780817862,4487.40841704,170.714,403.129,403.088146505,83.5413260989,2421.7477246,2849,785.160702384,0.999876,914.077183782,-405.56,10.0720445269,-3.20717267849,2849,241.643,466.608,897.913139956,78.9847056738
402.594,1224.70089461,402.583700496,4237.97230252,170.68,402.961,402.866138446,126.883523447,557.816570843,2850,145.981490415,0.999918,1620.74590459,-405.288,10.0311003169,25.8547909495,2850,241.761,474.067,145.740725702,77.9464412769
401.442,3184.61534488,401.447964244,4281.39508128,170.695,401.851,401.749738735,220.596770032,1219.50315865,2851,710.098602864,0.999855,1341.14013713,-404.186,10.2335070456,426.385610523,2851,241.8,514.313,308.688606501,309.467616511
401.93,81.4917181547,401.934169723,94.2482190316,170.698,402.269,402.211710589,60.4444899118,1130.31001272,2852,284.896378449,0.999904,10.5940721223,-404.557,10.0769762809,12.8409061481,2852,241.812,471.535,344.881031711,38.8570042998
401.216,2560.45806671,401.222230879,3432.53484179,170.67,401.601,401.528151134,191.334949374,433.848480897,2853,187.642399541,0.999736,928.409558006,-403.826,10.1246473018,-3.11814909477,2853,241.853,472.776,142.092625456,864.464736122
401.924,2555.97501289,401.930915436,4262.21948792,170.727,402.258,402.189829701,231.479891372,1454.10351754,2854,763.225759171,0.999875,1362.5323129,-404.543,10.048584748,31.804332544,2854,241.894,464.295,684.399315904,249.128926757
401.714,3227.39846392,401.722064424,4712.99986987,170.757,402.138,402.081131105,219.301209659,1448.03705346,2855,633.605918116,0.999771,1677.11020217,-404.374,10.1484202883,138.669123995,2855,241.891,467.986,539.702650712,103.716706379
401.697,3774.7573991,401.702844403,4573.32897297,170.765,402.139,402.053518638,253.830365753,1290.92002489,2856,499.596213462,0.999859,1085.84107551,-404.376,10.1246278919,56.9607255443,2856,241.916,476.455,468.460669379,589.171822798
400.98,4290.91447146,400.981034079,4713.42164326,170.768,401.362,401.291526101,268.851804203,1727.17905498,2857,1062.79333164,0.999883,295.155287886,-403.729,10.4862980399,16.0026667525,2857,241.972,532.319,749.09114372,3824.11746374
