AverageAction,AverageQLoss,AverageAbsQYDiff,MinEsReturn,AverageEsReturn,StdEsReturn,AverageQ,MaxReturn,QFunRegParamNorm,AverageAbsY,PolicyRegParamNorm,MinReturn,Iteration,AveragePolicySurr,MaxEsReturn,AverageY,AverageReturn,Epoch,StdReturn,AverageAbsQ,AverageDiscountedReturn
0.7795,2136.69,16.5170856222,4.20734032631,23.9075818066,47.2835983579,567.875,1830.27746906,386.288,568.153232102,169.85,145.134083174,2143,-598.614,250.963440311,567.875467844,670.217307283,2143,534.387953665,568.897,149.621511762
0.738267,2291.73,16.8162078118,3.9043397332,18.4528397617,30.1802678392,566.838,277.065102892,386.428,567.200544341,169.929,143.733549555,2144,-597.81,203.854822911,566.882660806,210.759326871,2144,31.8235780189,567.889,113.07317033
0.73619,2244.47,16.8435570952,3.1530448022,16.5497899337,34.3351734386,566.421,2555.39258008,386.591,566.73680906,170.008,279.933893501,2145,-598.247,244.478509041,566.382722585,1116.65060533,2145,634.84581503,567.535,155.19013533
0.809502,2162.82,16.6758749663,3.83621917624,23.8110620235,37.6980636688,568.753,1623.27267519,386.674,569.089278231,170.081,226.331918423,2146,-599.57,189.231276264,568.793301081,563.160749259,2146,379.701282231,569.781,151.217016822
0.731508,2180.41,16.764063427,3.50222423881,36.5186405061,88.4563451242,569.106,1319.07780327,386.802,569.398895601,170.118,381.007437291,2147,-600.409,537.492691206,569.139757529,860.377446304,2147,228.80856272,570.155,167.486243338
0.780988,2280.02,16.8363837367,3.69884925906,15.441627214,15.8274048676,570.247,1485.48628347,386.898,570.507261991,170.132,301.857566517,2148,-600.817,63.990818206,570.245896489,525.585687736,2148,271.569380724,571.266,157.808165165
0.777891,2311.55,17.1710217951,3.94516194394,27.8041539518,45.3905118707,570.982,3024.59385305,386.928,571.305685381,170.199,304.975766005,2149,-601.759,291.800104818,571.003588811,1662.18616635,2149,853.95717539,572.013,183.18192149
0.754398,2260.33,17.0853947139,4.0846543979,19.8294379658,23.0317410418,572.373,3153.37797532,387.07,572.641039206,170.233,207.732685629,2150,-603.898,96.2552995128,572.397018888,1014.68866046,2150,718.052399118,573.325,176.486625352
0.709526,2186.31,17.0048125948,3.35946553475,24.1822849535,38.3211871888,573.499,2399.11051918,387.213,573.690639328,170.318,376.14774978,2151,-603.52,191.421433166,573.461759338,1242.4186584,2151,583.624082376,574.52,152.98298948
0.746734,2377.07,17.6647418415,4.17504244988,27.5200987067,41.8251084174,571.3,2199.37760921,387.356,571.633370705,170.369,197.62365719,2152,-602.954,211.837209581,571.339477156,881.868758576,2152,731.044204019,572.419,157.250683901
0.749516,2251.51,17.09577234,3.7130712205,16.900485127,17.9287144205,571.757,3165.61695463,387.49,572.101449138,170.391,236.131682717,2153,-603.067,91.9530720568,571.764782936,924.812718112,2153,926.491757113,572.863,159.216286288
0.780663,2257.7,17.2227965755,3.97278411578,23.0150172718,40.3136545395,572.493,2948.29751827,387.625,572.844587616,170.427,304.197084915,2154,-605.273,273.740459768,572.531506351,1004.57284388,2154,685.039742591,573.565,168.642926723
0.820546,2242.79,17.2556986955,4.43334733074,34.4897689172,67.9495637501,571.226,2795.44890495,387.668,571.501274812,170.517,505.703678082,2155,-603.012,395.983639895,571.169863526,1440.0629603,2155,536.206172348,572.398,195.812837089
0.833059,2285.22,17.2297431336,3.36130575668,20.7402531692,33.5112830548,574.522,3027.58357633,387.858,574.923193608,170.529,346.499350402,2156,-605.926,210.510713677,574.582928791,1242.02604221,2156,816.089008305,575.645,172.374742914
0.787583,2160.54,16.9672669484,4.21027892062,40.7900184673,70.3255670855,573.719,2855.00492958,387.928,573.954900926,170.585,555.142137277,2157,-605.304,320.957935258,573.632412083,1498.70417224,2157,677.081598773,574.807,185.279463258
0.823579,2264.37,17.1913108712,3.47100654892,27.2579524127,45.1652611911,575.445,3095.39093387,388.045,575.770949649,170.626,520.556355763,2158,-607.214,284.020162508,575.474825241,1783.59259378,2158,693.060491286,576.514,186.276717501
0.673939,2156.0,16.9520280344,3.43532136255,25.3473159759,59.2867495915,574.323,1779.00645063,388.184,574.674641232,170.669,364.310012031,2159,-605.954,397.737207614,574.380211127,864.592059899,2159,348.798012231,575.378,132.14708366
0.799869,2126.15,16.8616482488,2.56559858682,36.332898703,84.8873204953,574.754,1072.52862841,388.33,575.09347648,170.66,312.411626425,2160,-606.507,514.911256515,574.746480442,538.662385249,2160,144.157381337,575.923,174.666236568
0.782984,2353.07,17.4248008355,3.71316969449,15.3732312353,16.9649227016,574.271,727.519235118,388.437,574.554469634,170.777,221.394157003,2161,-606.431,78.5051283258,574.235903353,315.665992719,2161,101.31859493,575.294,139.89336784
0.798815,2224.59,17.0552114081,4.32182446463,22.0465479536,42.3550333628,574.139,3019.06367981,388.543,574.438985327,170.831,452.251980461,2162,-605.527,301.988700006,574.154284079,1432.68702776,2162,523.816378982,575.19,208.464886347
0.786275,2197.14,17.0783281264,4.4889318915,35.3559380534,65.0777053414,574.112,2422.96759333,388.702,574.481782156,170.866,627.406911124,2163,-605.021,345.094300653,574.144625482,1256.1527145,2163,430.25310002,575.237,196.441817529
0.778276,2177.25,16.887782487,3.6422814676,30.6033445537,60.5573037363,573.054,1681.31625624,388.795,573.424931987,170.882,258.411493627,2164,-603.363,398.642452006,573.060031204,986.583511588,2164,386.665446478,574.213,195.169420524
0.770535,2192.64,17.1379822744,4.11141337345,32.3868682256,85.5094035228,572.987,996.987850172,388.936,573.246560258,170.913,59.2805170076,2165,-604.86,482.267330355,572.953079488,205.068674803,2165,200.606489319,574.019,92.1859764457
0.806605,2261.78,17.4031773296,3.70491551432,38.2752031933,95.6083284304,571.904,1509.25373696,389.072,572.186140627,170.938,146.339097167,2166,-604.398,499.034609073,571.906315073,697.779135237,2166,324.818195913,573.008,177.843509844
0.80681,2300.8,17.1691415234,3.42788570376,26.1956828811,40.6532657507,571.745,773.937983403,389.21,572.043482138,170.997,290.845253375,2167,-603.479,200.441639022,571.774764581,482.77830052,2167,120.900230553,572.725,174.268272657
0.847594,2272.73,17.1984669278,4.13433447229,35.9517089467,62.5414342211,569.485,1616.11851878,389.307,569.704274284,171.04,343.231878102,2168,-599.887,274.328163988,569.436725609,813.799735365,2168,238.118387972,570.533,218.484105433
0.855804,2163.76,16.7317433566,3.78610423703,26.423669507,74.1754520749,569.668,2709.718503,389.43,569.930336631,171.049,241.564248311,2169,-601.33,553.607070228,569.682629436,739.770194776,2169,466.501217461,570.666,206.683981431
0.787631,2190.27,16.7601412304,3.93794051841,33.9075188695,65.5823862953,568.212,1212.31769525,389.553,568.487781962,171.086,231.522728474,2170,-598.989,412.599904253,568.176327871,502.201924172,2170,326.680086616,569.217,158.003762902
0.767877,1991.16,16.2122039266,3.80631432474,30.9050176021,48.5268699251,569.034,1288.11779888,389.66,569.417871525,171.154,144.732591421,2171,-599.885,240.428536098,569.053044354,414.666451888,2171,239.932634869,570.221,153.275199879
0.756413,2076.12,16.5167311773,4.19007380705,25.63405362,46.7352425622,567.916,1828.79542872,389.748,568.222039185,171.201,278.347874553,2172,-598.611,245.898624169,567.893957037,669.234184781,2172,459.225629946,569.03,161.796738605
0.774211,2113.72,16.5805366719,3.88851352671,24.7727061327,28.2305958156,566.859,1917.26794325,389.881,567.191433062,171.274,156.738580893,2173,-598.286,140.389522884,566.847069328,595.634069235,2173,435.996720806,567.984,156.881634706
0.809697,1972.84,16.2543122381,3.77805348518,21.7097946447,36.2526268387,567.838,1697.47532185,389.996,568.142248822,171.302,171.641355201,2174,-598.146,185.98185257,567.872679019,518.563336157,2174,407.034815943,568.877,151.378354484
0.76645,2239.92,17.1862739514,4.02443819735,32.3316684545,76.7457959369,565.38,1724.81701937,390.105,565.661690268,171.301,183.234508395,2175,-596.999,447.395595818,565.404611712,507.382450987,2175,427.424748475,566.502,155.481906191
0.782821,2166.8,16.7176249797,3.3668780354,16.3338715225,20.3522802066,565.262,2565.88749025,390.217,565.490859117,171.349,310.625836962,2176,-596.506,148.076056533,565.263859697,1293.919504,2176,608.769231888,566.34,199.019772607
0.810141,2061.39,16.5535910613,3.34741252548,34.032167301,47.8350134668,563.029,1421.57265933,390.31,563.301701061,171.422,295.458548355,2177,-594.108,212.823972427,563.022358195,783.605308497,2177,363.216502665,564.082,178.391321539
0.791242,2204.47,16.7026204643,3.7054859901,20.5457620208,26.9473059083,563.035,2136.75871697,390.425,563.275092468,171.477,298.255322096,2178,-594.278,161.574803798,563.018380163,1082.11514158,2178,415.657137431,564.091,200.130154893
0.763761,2216.73,16.9517995355,3.49890256486,27.36638729,51.2592829898,563.05,2419.85493455,390.553,563.319334768,171.519,218.258426449,2179,-593.879,303.223173394,563.059335867,416.845032158,2179,448.553100585,564.078,150.016396726
0.738296,2141.67,16.5848783479,4.20775388932,37.9877680804,56.6575127756,561.573,2957.06912796,390.659,561.816157727,171.583,816.442244305,2180,-592.396,240.615096384,561.571684921,1462.74622479,2180,556.9810251,562.619,211.833994557
0.764873,2310.16,17.1275891655,3.28349656329,29.639433743,74.4928605217,561.37,1703.30344903,390.749,561.665581094,171.659,235.435641965,2181,-591.869,483.112627925,561.37448131,606.095870531,2181,418.997239024,562.427,172.774172821
0.468036,2361.61,17.2845657255,3.40413438997,18.8557356565,24.816329292,560.763,1404.24341848,390.83,561.061725858,171.638,298.78258886,2182,-591.775,150.477201052,560.766178699,766.268936312,2182,261.454662439,561.829,159.353483566
0.827047,2039.91,16.0812761824,3.49104151042,22.1661036327,38.9545105867,560.665,2733.61406803,390.982,560.985915573,171.678,298.515673346,2183,-591.797,265.036444256,560.681697992,1155.07394139,2183,509.957626464,561.756,215.257995355
0.843985,2023.05,16.3252096513,3.34964461213,20.8546569967,33.2379115407,560.096,1814.49776401,391.081,560.3469034,171.714,235.843508273,2184,-591.294,226.298543086,560.116630552,873.253708422,2184,392.357660359,561.15,229.543965123
0.799603,2140.02,16.6161103969,3.13300822369,16.8960706593,15.7996242496,560.744,2882.24018862,391.207,560.926226403,171.77,365.341943319,2185,-592.026,71.8056826879,560.679527925,1394.55868522,2185,637.420358476,561.713,201.392013587
0.807032,2063.81,16.3717986644,3.40591126557,47.9518930408,112.152835709,560.449,2071.37409695,391.334,560.745218216,171.796,277.531149559,2186,-591.865,556.355637683,560.464570592,459.670738037,2186,408.533631516,561.479,146.748050583
0.798786,2011.32,16.2716519329,3.55806269223,31.4027363704,71.8061345836,560.119,1879.37140855,391.431,560.389268341,171.817,305.260281544,2187,-590.974,460.110336796,560.123383106,845.151062362,2187,476.66271131,561.094,173.299127839
0.809998,2056.6,16.4710594101,3.48731151177,35.2809486284,87.7057630615,559.677,2286.31217932,391.523,559.959327287,171.849,329.912180059,2188,-589.961,459.889308874,559.700004328,1056.33215776,2188,438.859636461,560.732,194.698297139
0.711885,2073.84,16.5134534864,3.95856468583,25.2138125611,76.0120030091,558.49,2589.82384123,391.588,558.757937322,171.915,320.103040575,2189,-588.409,560.719162699,558.499265392,1167.25350536,2189,566.377602922,559.55,153.405902661
0.794466,2026.3,16.480577833,4.20761685881,26.5643687338,31.8556418018,557.763,2183.62006574,391.702,558.063133296,171.943,266.891315297,2190,-589.653,154.016626469,557.739152628,742.550751338,2190,541.734222621,558.877,158.921538867
0.350147,2133.59,16.580387024,3.76770172613,31.3354087853,86.6348386784,559.801,1554.86630616,391.788,560.119249006,172.046,343.158273111,2191,-591.279,560.261764416,559.818838955,1003.11239694,2191,307.704063615,560.858,142.387103239
0.501497,2182.84,16.8060700093,3.512496493,21.8079619924,34.9621480233,558.677,1039.77402592,391.895,558.964601038,172.101,306.153573327,2192,-589.452,214.001086046,558.697293014,951.558266541,2192,207.621134953,559.739,116.600090091
0.23412,2125.07,16.5893324388,3.57329166084,22.0706947588,30.0828473883,558.027,1902.57517277,392.002,558.228460136,172.153,351.976552803,2193,-589.664,140.605098474,558.016428466,819.706793226,2193,419.998216056,559.111,122.100077559
0.204129,2217.09,16.7873303742,4.729061099,35.7889558979,54.9541407217,557.745,1016.06497156,392.067,557.968839777,172.182,121.58999262,2194,-588.12,261.443915957,557.723272648,842.880998858,2194,315.177133125,558.736,115.529986316
0.512893,2008.95,16.1848955027,4.20321252503,33.2894545038,42.9377162457,557.95,1012.26107999,392.185,558.214571138,172.227,996.930012277,2195,-588.863,225.825488119,557.939116861,1004.25532875,2195,5.06555012326,559.035,104.278474743
0.778176,2117.94,16.6843035713,3.69997392734,37.9304449016,73.4350017794,556.295,1995.48828293,392.293,556.629351373,172.289,327.376564485,2196,-586.937,433.569802538,556.351216095,1277.90524877,2196,407.822160652,557.339,161.694122374
0.76291,2251.61,17.0293273611,3.59142521988,16.9767724282,20.8851010553,556.674,1485.54544791,392.38,556.912688057,172.341,697.662778911,2197,-587.893,86.6505710596,556.655476689,1164.9989654,2197,220.891564231,557.792,172.037879169
0.696525,2006.25,16.5261390355,3.86351361534,33.8275609794,69.5300717079,555.911,2800.50381302,392.464,556.211649772,172.353,331.382258902,2198,-587.478,432.659734549,555.953791108,1037.25785903,2198,668.191083891,557.029,133.330724929
0.626246,2052.61,16.447859563,3.85985845842,17.2422234063,21.9239349998,558.487,1035.30344744,392.55,558.734122803,172.348,1030.85010696,2199,-588.876,132.103780286,558.445492718,1033.094361,2199,1.30576111324,559.538,119.667888817
0.79808,2039.7,16.2353030546,3.57546950215,24.2468683079,42.1679955653,558.157,1686.03845306,392.688,558.485009006,172.394,307.523915849,2200,-589.035,208.87149789,558.182204115,765.033644842,2200,382.941479426,559.163,159.307163389
0.715776,2201.24,16.9544435056,3.35555843361,21.5245833574,25.1088436374,556.391,1797.13107537,392.811,556.62514707,172.408,208.899411391,2201,-588.583,137.282609853,556.385267716,887.98273383,2201,537.944877009,557.46,149.047753541
0.73587,2076.67,16.7572357381,3.59891294091,20.6699309915,28.9794868619,557.663,774.458869994,392.901,558.101010096,172.477,200.462151485,2202,-588.848,183.366203329,557.693699191,240.018541271,2202,69.1577926092,558.934,120.394441142
0.771903,2142.15,16.8351064868,4.27104483217,27.5092870063,61.4315659349,557.592,1302.84545391,392.977,557.988356406,172.54,167.80020349,2203,-589.409,418.291751491,557.565233725,400.36421975,2203,189.142880525,558.847,144.760042484
0.714921,2231.08,17.0624931796,4.42184919012,19.9943344556,23.828966244,558.079,2318.20195643,393.133,558.490438617,172.604,71.1983561038,2204,-588.384,159.757032968,558.103944292,294.236892879,2204,306.980966538,559.273,118.118637315
0.731201,2109.62,16.7506748811,3.51373419519,30.9104400511,44.337567211,558.018,1386.70222187,393.243,558.348475906,172.601,136.575522592,2205,-588.976,189.518167068,558.006776184,375.241977278,2205,264.5322625,559.134,136.527819691
0.589994,2186.33,16.9872677031,4.03962273965,26.9578847766,64.4852055955,557.378,1078.96316681,393.319,557.656264214,172.652,247.040569576,2206,-588.69,433.885917471,557.364345263,594.312975912,2206,369.794884235,558.415,125.31482979
0.794593,2093.77,16.8175758987,3.76004824016,23.9332883046,49.3255710978,557.714,1789.45831048,393.411,557.989849601,172.705,354.371639846,2207,-588.672,354.034865079,557.755798103,523.605059235,2207,232.742745517,558.695,165.181907421
0.757537,2175.21,17.0650265704,4.24722420858,29.6149989019,49.9672321784,554.595,3030.29441028,393.473,554.904799678,172.707,393.091297985,2208,-586.109,308.856330603,554.572451712,1382.30310904,2208,865.570862676,555.758,171.351558485
0.762354,2124.62,16.6272397435,3.74295955149,29.8209912727,50.116787113,557.119,3027.44730538,393.583,557.508746207,172.772,200.138694991,2209,-588.177,252.566183944,557.100655742,793.257432263,2209,789.568263093,558.283,164.723281946
0.834706,2096.93,16.5495685637,4.0470570949,26.5669063009,50.4064981123,555.688,1859.02785923,393.702,556.055225817,172.747,247.227166289,2210,-587.176,292.022549292,555.696951865,911.536098995,2210,447.186033103,556.862,193.330772791
0.720915,2095.62,16.6315474915,4.1554371988,17.4194844758,24.4038156801,556.47,1632.89817773,393.806,556.810057409,172.758,190.904971859,2211,-587.694,161.758991784,556.479386134,410.892589547,2211,270.060750505,557.664,137.417679717
0.807009,2077.97,16.6426653723,3.48898090054,27.2379284184,40.6062250677,554.701,2933.97606059,393.897,555.049469748,172.822,1100.39220193,2212,-587.224,204.881649129,554.747619665,1626.2957945,2212,475.44097328,555.847,197.617870419
0.58671,2126.8,16.4502803919,3.99714427413,29.9144690996,71.4822040414,555.597,2769.18622289,393.991,555.831859835,172.861,1033.5653137,2213,-587.426,440.139683255,555.568406267,1394.97726504,2213,592.277700359,556.703,132.006389459
0.620092,2114.58,16.6347314895,3.71938017071,35.0218354325,94.0417506102,554.182,2388.33750398,394.079,554.498031063,172.875,547.287397954,2214,-585.794,618.044657539,554.219329795,975.59847494,2214,420.20996339,555.326,156.819303655
0.468899,2075.76,16.6043766495,3.6240187721,20.7538669008,37.5011435756,555.382,1037.53702383,394.173,555.651789214,172.881,1029.17854842,2215,-586.948,261.915539203,555.369192096,1034.76157055,2215,2.42702278456,556.463,118.770414095
0.771143,1914.02,16.0490077406,3.55653184208,21.4104349906,22.4685553009,557.112,1027.21711476,394.241,557.381896918,172.966,1024.47973225,2216,-587.787,103.511336459,557.135576096,1025.65623806,2216,0.84549408511,558.182,117.996055828
0.704976,2157.21,16.9390385761,2.935029073,31.1974488111,76.7905891964,555.874,2054.52922298,394.333,556.172749743,172.999,453.130065496,2217,-587.217,517.939102092,555.872976612,1015.51685477,2217,358.045388035,557.051,155.769542575
0.67465,2171.52,17.0716674938,3.77848178382,30.8107005564,44.5205287367,555.497,1139.765379,394.462,555.863079268,173.035,1025.39772491,2218,-587.374,186.047750524,555.494389754,1038.90416353,2218,31.9674241361,556.69,120.697875593
0.554582,2227.9,17.1345518895,4.10792523755,26.4677087358,39.4266178272,557.036,1042.81978509,394.546,557.364737208,173.07,1023.57104984,2219,-588.28,223.770475685,557.065211859,1031.52271542,2219,4.84005151437,558.167,114.256580993
0.747374,1908.76,15.9787158943,3.43386483665,21.5048409751,24.1702054623,556.712,2018.59789432,394.671,556.986639735,173.141,283.246215357,2220,-588.343,97.1982428652,556.659531967,1308.13624873,2220,442.070620944,557.871,185.277234552
0.829609,2205.83,16.9721148378,3.54334354186,20.2671022754,27.4656449982,555.563,2770.0263865,394.759,555.849160661,173.167,283.293765641,2221,-586.433,139.270355004,555.575575432,1308.51984604,2221,721.417400525,556.634,178.731161286
0.767058,2092.31,16.633794769,4.2004899282,22.5575380094,25.0715789174,555.924,2145.80759193,394.875,556.256012062,173.136,425.186177011,2222,-587.309,133.713522654,555.948510739,1342.66514836,2222,556.041328154,557.109,170.452563128
0.788474,2167.39,16.6440092534,3.54121488194,16.6304393285,19.2584550231,554.57,2313.42562113,394.958,554.793328647,173.13,230.983758175,2223,-585.509,100.839659556,554.555483639,780.389830652,2223,662.98532298,555.6,163.776789856
0.875345,1949.41,16.2024560766,4.05760925115,26.0373365472,30.5556377015,555.974,2393.16052271,395.056,556.29937041,173.216,292.518269332,2224,-587.02,119.026765942,556.003311581,1399.57426749,2224,471.581788023,557.12,180.929444608
0.767086,2112.47,16.5814486382,3.54104317727,23.5521514117,23.4351461489,555.201,710.353453836,395.15,555.436632966,173.239,203.763535897,2225,-586.618,99.5938106301,555.176915657,420.928729783,2225,105.444993256,556.262,159.776671263
0.779171,1981.03,16.3646196949,3.5454717684,26.0081204851,36.6620036452,554.492,3005.10454448,395.245,554.797374782,173.248,367.292399992,2226,-586.408,180.421397638,554.512979135,1204.53762001,2226,952.460175996,555.58,175.187157832
0.778801,2133.22,16.7015296378,3.50355838214,18.2335664558,18.652976417,553.519,2907.1937443,395.359,553.76690605,173.262,241.978894706,2227,-584.983,73.3302382057,553.52346392,1453.91295921,2227,763.348063786,554.605,178.294063262
0.77913,2297.05,17.1077509056,3.5475491053,17.0080597641,17.7338917667,553.647,2992.71210832,395.435,554.026764674,173.353,310.560190051,2228,-584.603,103.326890727,553.672584339,1138.20795837,2228,841.80384292,554.796,183.006552147
0.792118,2095.04,16.2756882384,3.81018562362,25.5437693625,44.0930043716,553.254,3022.71374614,395.557,553.684403017,173.374,328.111564638,2229,-585.243,307.4578211,553.244132823,1035.17334706,2229,574.182747038,554.518,184.139879852
0.743507,2135.06,16.598079552,3.41644704916,21.3073079153,29.4498488647,552.8,1492.29495246,395.685,553.2498243,173.447,303.022123848,2230,-584.844,180.1301391,552.768412897,857.549043623,2230,290.34762408,554.055,183.981882595
0.708867,2219.45,16.978159015,3.75677767734,13.0410191017,14.6559590558,552.679,1025.6512744,395.762,553.176267576,173.479,266.853320796,2231,-584.253,94.3021635383,552.70750436,385.469324241,2231,127.954283779,553.895,150.957584364
0.711868,1912.06,16.0982244889,3.51886327961,18.616486373,18.5963402911,553.363,2909.73288424,395.851,553.711451395,173.531,203.453318392,2232,-583.845,86.9523085798,553.386257911,471.785900129,2232,461.63547629,554.53,142.269604111
0.356644,2174.36,16.7827271758,3.64254316761,26.1651832615,34.3962690898,553.309,1045.10893134,395.937,553.56329283,173.575,835.311304929,2233,-584.266,179.616575994,553.303201802,1017.02448638,2233,57.6996765458,554.361,117.181999977
0.724129,1918.27,15.9840228126,3.75827749622,21.7583706155,24.5849800741,553.219,2956.09006391,396.059,553.513903541,173.604,229.377959341,2234,-585.269,116.833426467,553.232476321,746.381728839,2234,828.440564914,554.327,150.319490279
0.657967,2051.69,16.5757237456,3.6155893026,21.1157512857,20.4354047178,554.407,1924.67023066,396.168,554.690860169,173.67,342.078591971,2235,-584.906,70.0358480674,554.410741599,836.543901187,2235,408.03553213,555.479,126.701018895
0.557524,2112.98,16.6938192533,4.08998204763,21.5861406533,22.3486907119,553.973,1053.76584179,396.274,554.258430411,173.705,1040.97851195,2236,-585.741,95.7501721538,553.999323539,1044.11056708,2236,3.54939255904,555.017,114.407084796
0.77822,2106.12,16.5038299332,3.42565532247,17.4091516878,27.4894640402,553.568,3145.85368186,396.374,553.831172526,173.762,403.094692211,2237,-585.801,202.408650486,553.573269445,1317.07570503,2237,756.492786697,554.675,189.153998838
0.772077,2167.44,16.7841181252,3.69510993315,21.4856509924,36.560257515,553.568,2988.44718667,396.499,553.818410578,173.774,331.469988585,2238,-585.974,198.989512057,553.573925887,1217.38366239,2238,779.44252985,554.659,165.726855596
0.685249,2216.93,16.8437943905,3.46292700066,19.0330126325,19.8935294622,554.992,2995.21729317,396.565,555.204723067,173.781,157.808192309,2239,-585.782,99.4687348765,554.971571382,1532.50969652,2239,1008.52222878,556.048,165.918917561
0.644642,1984.69,16.1825839732,3.8334443157,24.2551248133,36.6503781448,554.099,2629.85776624,396.65,554.361931206,173.801,421.15904879,2240,-584.866,213.62163267,554.092339821,1084.19356391,2240,505.58225108,555.194,125.424560011
0.671979,2126.78,16.626879369,3.46967822398,22.1400205347,18.7552041018,554.938,2822.21354829,396.75,555.281249601,173.822,267.968673234,2241,-586.632,90.8328868154,554.945864115,1356.60530053,2241,805.79472252,556.013,138.374177509
0.762911,1949.71,16.1571997336,2.69341865386,21.9565608015,42.3001032593,553.443,3181.63734835,396.876,553.680974351,173.88,294.14727422,2242,-585.453,285.952526282,553.444059657,1328.52200936,2242,855.698108633,554.499,190.602668607
0.601031,2118.99,16.7011706824,3.2637840759,14.8393901385,18.9003718199,553.757,1041.72911458,396.953,553.97573367,173.933,670.897691883,2243,-585.338,95.0200955101,553.742259792,999.134625597,2243,103.891282779,554.864,111.02029886
0.31946,2138.85,16.7698633243,3.7648367859,21.3352444494,27.4877720317,554.368,1002.97279685,397.054,554.720130833,173.993,1001.11810513,2244,-586.468,175.920476498,554.390256691,1002.00586761,2244,0.59304079764,555.46,102.905656723
0.640028,2120.28,16.7572554008,3.71587849205,23.6311499667,39.9967853268,555.24,1048.18756873,397.159,555.524422213,174.041,312.230661727,2245,-587.501,201.810269856,555.236995143,667.419749287,2245,333.044086889,556.405,123.712247052
0.789288,2039.08,16.4632392209,4.07783345675,21.932224119,39.8324921988,555.429,2622.33179894,397.258,555.746878714,174.106,221.13996473,2246,-586.272,216.833784337,555.422670217,918.514963478,2246,743.741400765,556.57,174.722422572
0.777703,2077.8,16.6049696342,3.57134706972,20.86452199,37.3920361825,556.724,1997.98201228,397.421,557.00002483,174.134,252.316837895,2247,-588.287,255.969202454,556.706320477,801.358229295,2247,528.45208197,557.831,155.796461305
0.805516,2168.31,16.8142836178,3.50444037895,24.6649494287,32.8709115033,555.82,2070.98228043,397.469,556.077987142,174.14,212.129222657,2248,-586.37,200.03474053,555.803917348,570.797186836,2248,497.271031368,556.946,149.599281541
0.57273,1993.43,16.2280797085,4.13437888933,28.6718802852,53.8006038642,555.411,2435.94557875,397.587,555.69617836,174.127,380.071014343,2249,-586.096,317.120113173,555.453204822,880.640691558,2249,574.95511529,556.447,123.007501452
0.773026,2107.68,16.4182108717,4.32406487001,49.5426020248,106.479388623,554.211,2413.95598195,397.695,554.460860808,174.211,225.951657856,2250,-586.087,612.908780801,554.198447482,1081.94472753,2250,658.949933263,555.348,180.406273374
0.698184,2106.86,16.4892023496,4.13670897455,22.2432591505,32.1824316414,554.206,2887.93661703,397.798,554.469129995,174.239,178.028847284,2251,-586.353,175.929551079,554.215650935,957.726616803,2251,841.585272745,555.268,160.315989271
0.781141,2198.21,17.1084281325,3.38394129742,19.598594119,36.7985596663,553.266,2067.36945731,397.905,553.565662565,174.293,219.349673608,2252,-586.294,250.726756434,553.278979946,962.420856683,2252,654.203411245,554.385,168.720922527
0.731092,2005.64,16.2820808736,3.51446636128,19.2961106437,31.1784895422,554.544,2550.73078571,398.008,554.813714611,174.34,210.143317228,2253,-585.982,200.416241682,554.526609458,629.593084505,2253,724.055826015,555.645,141.623811434
0.687706,1995.52,16.1966103983,3.57723244047,23.3785807643,41.5465319338,555.503,1038.76480615,398.086,555.783991933,174.357,191.360393208,2254,-586.802,212.842080051,555.535516668,706.548069296,2254,390.982856139,556.563,122.961208007
0.349269,2149.14,16.8385848983,4.35805672839,29.449808039,39.6899158369,555.729,1146.97213184,398.242,556.000206824,174.374,247.116443747,2255,-586.244,222.4206516,555.755869371,944.353925328,2255,236.705194934,556.783,125.59989974
0.556929,2074.21,16.8756101579,3.92998893587,16.3576124284,19.6264003173,553.879,1169.28303764,398.357,554.186222684,174.401,225.077460842,2256,-585.915,105.99581303,553.887135328,694.967766098,2256,329.001893446,555.025,152.075058681
0.751389,2087.71,16.7131845854,3.73951738177,36.5965507172,52.2012450133,553.921,2053.93122015,398.457,554.36976553,174.42,263.191895548,2257,-584.687,223.454850353,553.931250296,1030.29408733,2257,533.113082784,555.179,186.497461044
0.651914,2043.2,16.8274504601,3.55408398466,17.2482505786,18.0605651959,553.613,2091.18015368,398.53,554.244145956,174.433,426.098845534,2258,-584.832,117.212724708,553.615463141,957.289481358,2258,437.835261932,555.039,174.155102025
0.379057,2170.19,17.2787309045,3.48228747905,15.5989566929,16.7668676757,551.474,1041.11695722,398.611,552.070173154,174.486,1026.44021988,2259,-583.832,87.0180308061,551.470647393,1034.4805865,2259,5.56295885673,552.919,116.901929284
0.794189,2147.14,17.2918142818,3.75206540273,15.0308270357,17.2289488656,553.163,1902.72260489,398.707,553.810525454,174.533,287.790317258,2260,-583.021,67.412893272,553.157064018,1063.09307537,2260,503.558739811,554.616,178.351865764
0.730118,2274.38,18.0351004403,3.91177546367,23.2449883188,33.069980971,551.976,2579.91381123,398.815,552.7485381,174.568,497.131842006,2261,-583.572,213.266061135,552.001871568,1511.47490349,2261,500.5698853,553.505,174.474183203
0.573279,2203.88,17.9892941623,3.78976565803,15.7750902671,15.0995605844,551.378,2888.84748471,398.934,552.4389319,174.596,1035.3357956,2262,-584.226,67.4203442428,551.378326269,1319.45961087,2262,592.521284592,553.194,130.900276896
