Iteration,StdEsReturn,AverageDiscountedReturn,StdReturn,AveragePolicySurr,AverageQ,AverageAbsQ,AverageAbsQYDiff,AverageEsReturn,MinEsReturn,QFunRegParamNorm,AverageQLoss,AverageReturn,MaxReturn,PolicyRegParamNorm,MaxEsReturn,MinReturn,AverageAbsY,AverageAction,Epoch,AverageY
2655,73.7150671432,127.833154423,11.3912082572,-1.91645,1.90466,1.90704,0.0403125401888,146.13693189,38.5284452579,128.56,0.0124546,213.783812766,243.347484457,129.886,286.028365387,182.046996009,1.90572455402,0.999776,2655,1.90448494323
2656,73.9093276386,163.573059855,131.378349864,-1.90774,1.89902,1.90189,0.0396958174849,164.500081123,9.87739764144,128.583,0.0107898,368.659971374,730.183973298,129.88,238.449706105,233.108848827,1.90058683138,0.999819,2656,1.89916622527
2657,76.3345651085,108.785184362,19.8188021143,-1.90069,1.8927,1.89606,0.0401990671203,200.914329242,41.6796756262,128.633,0.010528,168.600957832,245.361396849,130.006,339.321753188,141.248081375,1.89443919944,0.999926,2657,1.89267160162
2658,52.973430878,118.93006536,48.2762233395,-1.8851,1.88039,1.88334,0.041357243216,149.094169823,20.624215481,128.662,0.011652,196.875266343,275.446488007,129.968,233.210606138,138.032349042,1.88198118259,0.99977,2658,1.88027779079
2659,92.4571534156,174.490410236,63.2017645541,-1.86955,1.86204,1.86503,0.0433551327542,166.960743375,10.3375438935,128.665,0.0109547,391.271275671,526.523646177,130.002,344.300684057,307.398117467,1.86392594116,0.999848,2659,1.86206862523
2660,160.800426364,178.70080169,121.147572629,-1.86679,1.85443,1.85795,0.0437029277346,223.599798386,46.7440358838,128.661,0.0123703,427.088570374,571.260657355,129.941,592.378550844,230.146158528,1.85615630539,0.999937,2660,1.85412406345
2661,240.652635453,167.626688632,77.2499102415,-1.86501,1.85251,1.85577,0.0438393914279,395.417288223,110.496182967,128.666,0.011759,356.849664932,617.709736436,129.891,752.553850633,245.728627043,1.85445654458,0.999888,2661,1.85259454909
2662,191.45061708,36.89251161,1.10411266819,-1.85824,1.84547,1.84881,0.0424916406169,246.291717812,5.45794085344,128.684,0.0107069,41.8208315992,44.2926640236,129.919,595.433995303,38.8751205796,1.84739360125,0.99986,2662,1.84539531363
2663,41.3417366895,38.5715532544,1.81577927357,-1.84707,1.83446,1.83765,0.0404203043742,54.4514977929,23.0350719826,128.702,0.0101469,43.9650594262,46.9527744754,129.927,275.242181741,40.2755985815,1.83617715752,0.99983,2663,1.83429004656
2664,114.328208995,38.1915214887,1.78487394434,-1.84814,1.83594,1.83874,0.0395222369486,78.61895282,40.1378291657,128.698,0.0103005,43.4761326451,46.9288317694,129.913,598.69341923,40.2980409666,1.83729161954,0.999914,2664,1.83584050251
2665,72.9997813058,35.3479899375,1.03922783093,-1.84228,1.83154,1.83472,0.0401795907485,61.1930776191,24.3033454206,128.72,0.00970187,39.878701883,42.5421455804,129.91,358.016198102,36.9861905176,1.83344944088,0.999845,2665,1.83165577088
2666,12.2442471233,40.042224038,0.897272666115,-1.82643,1.81962,1.82252,0.0405328138984,47.7402526035,14.6161239093,128.744,0.00970346,45.8477738119,47.8142743369,129.914,79.5232937744,40.4738239532,1.82110621501,0.999831,2666,1.81964911508
2667,46.3586876111,87.0111979444,219.734537888,-1.81643,1.80928,1.81234,0.0415722216131,60.1847563205,38.4420455283,128.772,0.0112328,178.961727558,700.863071069,129.915,285.212036806,42.4618299297,1.81114545301,0.999952,2667,1.80922571023
2668,124.357645138,207.647234528,123.001496358,-1.81037,1.79987,1.80299,0.0424024374436,109.730373816,40.0504546822,128.807,0.0110059,594.810555046,835.195104008,129.969,521.349226742,279.170680262,1.80151958261,0.999921,2668,1.79976912723
2669,261.172943218,93.147799631,184.155893764,-1.81338,1.80359,1.80634,0.0391941044078,215.21223661,49.2783289799,128.816,0.00864541,165.603911671,862.722303946,129.971,801.095887687,44.3156152135,1.80505796803,0.999954,2669,1.80351643685
2670,172.512173988,188.693343854,136.54086052,-1.80114,1.78974,1.79276,0.042283116386,166.995486908,38.7970998465,128.826,0.0117532,494.601895553,760.73022059,130.056,632.29714047,259.733611964,1.79136960174,0.999933,2670,1.78974419578
2671,191.934411649,200.657613947,65.1693260609,-1.79747,1.78494,1.78796,0.0406771630161,319.002237965,71.6830353927,128.825,0.00977273,557.579810856,785.384875899,130.042,653.336003165,476.372046273,1.78662677225,0.999889,2671,1.78488418483
2672,179.860287306,164.197348333,62.265641896,-1.79743,1.78197,1.78447,0.04174732492,317.152916195,74.4088436967,128.828,0.0122328,354.397926367,579.262666905,130.054,590.945105403,218.934622156,1.78336109875,0.999819,2672,1.78196070797
2673,163.127716177,172.412421313,81.8230658115,-1.79303,1.77583,1.77876,0.0395076785,249.597776175,43.6750953798,128.829,0.00905272,398.258638898,671.739891923,129.998,506.412801202,299.815220993,1.77722372658,0.999922,2673,1.77581765515
2674,155.764675394,156.393574494,78.9092585426,-1.7985,1.78278,1.78539,0.0377153985212,219.942884204,35.2657713396,128.851,0.00794071,329.368300283,715.770774535,129.886,604.032541074,259.314531027,1.78410253267,0.999962,2674,1.78265927446
2675,299.805216612,154.3511568,16.6857432568,-1.79545,1.78118,1.78324,0.0391218073974,447.42156492,145.940195836,128.874,0.0106326,301.061189921,337.26860757,129.951,972.655916193,279.007612682,1.7821505205,0.999819,2675,1.78106895628
2676,232.816480629,164.692477759,11.5976753322,-1.79526,1.78008,1.78247,0.03827792588,303.083649624,88.9475393854,128.887,0.0088172,338.253001104,369.414608351,129.934,726.76222329,309.712839466,1.78115284312,0.999893,2676,1.77981417441
2677,172.446683538,156.92218074,13.9435081533,-1.79649,1.78067,1.78371,0.039320093383,479.020349151,320.830246772,128.9,0.0101906,311.793320184,350.419609738,129.971,761.914540107,289.1710183,1.78210844315,0.999882,2677,1.78071705335
2678,87.5312570192,151.768221286,409.668384034,-1.79337,1.77872,1.78123,0.0387908340168,213.517327927,96.4033677338,128.909,0.00967517,1355.71063409,1640.42704148,129.936,327.670129254,382.096974302,1.77993260236,0.999774,2678,1.77861059805
2679,277.443814103,150.937171457,338.339622692,-1.79213,1.77421,1.77633,0.0379421825674,465.864508669,175.727100928,128.962,0.009111,727.420317816,1401.4203559,129.948,907.773235038,340.779536918,1.77520589056,0.999751,2679,1.77408553494
2680,293.09637205,145.380903721,63.775950324,-1.79144,1.77392,1.77589,0.0387309298155,373.2565426,104.589045177,128.988,0.0101021,439.600575051,626.309680128,130.001,847.562677832,371.958711878,1.77502454054,0.99972,2680,1.77388677917
2681,211.945139087,148.272957162,78.175120319,-1.79835,1.78,1.7826,0.0370344041589,464.745883074,166.014330993,128.991,0.00840107,409.55574965,763.178255375,130.015,635.341539403,354.687023855,1.78111456996,0.999752,2681,1.78002807156
2682,219.962398821,153.410355909,9.18752631692,-1.79794,1.78082,1.78299,0.0369302873826,567.154203363,262.368243663,129.002,0.00905466,342.650041287,363.55567589,130.045,773.438967559,327.752836735,1.78192831621,0.999906,2682,1.78075173732
2683,117.428529065,148.580677591,67.1331501202,-1.8039,1.78608,1.78834,0.0359818662018,291.035057268,115.983007867,129.033,0.00887973,397.365344003,796.79874424,130.115,415.412453661,353.841602274,1.78691725434,0.999866,2683,1.78590599479
2684,117.126285478,141.99386459,282.948702813,-1.80028,1.7819,1.78422,0.0362565340555,407.031865325,220.603602573,129.066,0.00838825,960.233489536,1280.90529195,130.159,544.302642255,470.250564714,1.78281130639,0.999621,2684,1.78188111087
2685,64.2610833455,124.657536642,7.08768670354,-1.80674,1.78782,1.78996,0.0361363925113,267.093875067,169.597740293,129.117,0.00963552,1084.9779564,1096.69391094,130.252,330.043983634,1071.72101616,1.78883823103,0.999696,2685,1.78778417441
2686,132.984498223,125.631152462,3.33444285907,-1.80584,1.78739,1.78954,0.0363672717626,328.612335464,135.621890369,129.155,0.00884309,1079.00565598,1087.08290389,130.162,510.160097097,1075.63560222,1.78837508248,0.999608,2686,1.78740636637
2687,75.8305201031,138.121665143,204.797503127,-1.80962,1.79033,1.79269,0.0362536191779,282.643769079,155.473518983,129.173,0.00946325,751.471135707,1157.82233437,130.134,355.166247821,507.427842051,1.79159852769,0.99973,2687,1.7904550542
2688,190.73906416,120.939488013,367.904668756,-1.81818,1.7993,1.80171,0.0352542733016,318.28046218,140.021174256,129.205,0.00828339,585.881345234,1157.32106605,130.24,619.423200713,160.343817891,1.80033997505,0.999694,2688,1.79926968457
2689,110.563190682,122.895903061,353.797913896,-1.81597,1.79669,1.79887,0.0354302810145,589.093127535,438.971110325,129.234,0.00904551,690.321474867,1227.46272722,130.25,702.020528395,139.897395686,1.79757647387,0.999559,2689,1.79663369971
2690,143.130058415,139.868556276,69.2888069265,-1.82125,1.8034,1.8055,0.0355264460495,240.430845787,51.1382254414,129.25,0.00845691,472.488524642,604.561421052,130.26,419.47893733,253.405157962,1.80432077429,0.999811,2690,1.80339071263
2691,125.091669294,145.645222567,112.7117175,-1.82283,1.80603,1.80785,0.0348339241146,278.213595882,50.4600310907,129.287,0.0079657,453.486706726,762.059324259,130.262,405.115727101,286.758735466,1.80674417429,0.999726,2691,1.80612358709
2692,168.829064248,154.72316961,65.7191837724,-1.82201,1.80388,1.80565,0.0358319695163,316.66579865,116.401925659,129.318,0.00919319,373.429146302,759.472942679,130.239,590.430134335,256.01361159,1.80467320516,0.999892,2692,1.80384219499
2693,90.6521026101,155.175380154,14.4698241729,-1.82638,1.80711,1.80885,0.0354899893745,256.826203471,119.164268799,129.358,0.0088463,343.89165473,381.337605798,130.23,378.121405257,325.333372314,1.80814443413,0.99972,2693,1.8073698617
2694,113.834946965,153.63119412,89.2637180493,-1.82251,1.80403,1.8061,0.0367036311159,203.327459108,48.9531417614,129.411,0.010274,409.312057503,864.557101063,130.226,364.780941706,339.121686861,1.80489647313,0.999743,2694,1.80393109115
2695,142.48957562,155.253075976,23.1964302915,-1.82924,1.81119,1.81343,0.0354531712633,273.354656218,50.9472758706,129.431,0.00952553,353.104334646,427.042968021,130.189,477.804644831,320.066625247,1.8123481956,0.999667,2695,1.81128210553
2696,130.045337906,100.027998655,152.825058347,-1.82355,1.80991,1.81208,0.0359097052743,104.616978384,44.1019734586,129.483,0.00947273,201.930426948,458.081332719,130.171,481.68529525,56.8045270507,1.81103510262,0.999855,2696,1.80987088294
2697,111.016332931,39.9998051612,1.19559719346,-1.82056,1.8063,1.80857,0.0384817932933,139.913567708,41.8264698265,129.501,0.0122517,45.7909517511,48.4940696795,130.161,364.439938235,42.7930791153,1.80761488796,0.999916,2697,1.80630732245
2698,51.3293970648,105.859036729,15.8257336245,-1.81242,1.79974,1.80243,0.0398745315397,96.4101327124,38.9570976946,129.514,0.0118004,158.001111529,171.292624441,130.186,224.204690476,101.114014265,1.80120720818,0.999977,2698,1.79988899953
2699,33.9176098953,145.47959256,100.053808276,-1.81173,1.79967,1.80201,0.0412600765795,168.607476917,87.6444374391,129.563,0.0125276,278.179997675,419.057238851,130.185,204.751184879,182.972816905,1.80097691411,0.99994,2699,1.79978934414
2700,181.559202373,134.927181292,112.234894415,-1.80774,1.7937,1.79594,0.0409166205084,285.886243905,61.184629561,129.593,0.0118281,246.271668446,807.966325296,130.144,666.325970285,200.45313377,1.79451393761,0.999865,2700,1.79357527893
2701,71.1855933061,196.880236172,320.988860327,-1.80518,1.79017,1.79266,0.0420190916182,216.453791472,60.4831173477,129.599,0.0118026,647.508933896,1583.38685522,130.111,316.676653825,331.976059623,1.79152670136,0.999918,2701,1.79032546254
2702,237.984945441,212.164360587,473.517200571,-1.8046,1.78886,1.79111,0.0429949997353,385.689221993,41.8326662241,129.609,0.012622,906.575280651,2095.62180424,130.143,746.272882894,359.077876229,1.78991150583,0.999809,2702,1.78878549811
2703,179.174331607,204.163702407,335.309286775,-1.80581,1.78693,1.78925,0.0428144614184,292.439172074,86.3370093463,129.659,0.0126378,695.395898282,1931.8489116,130.183,570.728621948,175.594747931,1.78810041121,0.999931,2703,1.78690884026
2704,198.711588992,103.211619846,2.89437393926,-1.81457,1.79346,1.79608,0.0409444768506,299.200719832,78.4235775581,129.649,0.0107621,154.594610465,162.750015434,130.267,694.850023663,147.745743794,1.7943502171,0.999719,2704,1.79332318706
2705,45.8574384364,104.667381787,7.08790584045,-1.81843,1.79933,1.80131,0.038287169839,146.411899726,3.44788989706,129.696,0.00930046,158.196469556,184.831004443,130.25,191.135556535,144.168136054,1.80023173855,0.999664,2705,1.79923779548
2706,62.2969657216,96.411713533,4.82470902026,-1.82928,1.81053,1.81307,0.0388681165779,162.823446388,12.7890611428,129.739,0.0102749,140.149506643,152.81754147,130.199,262.079866287,130.307715295,1.81171292307,0.999642,2706,1.81053148478
2707,39.428909215,106.300310744,5.96764553278,-1.82302,1.80661,1.80858,0.038026091661,137.752042717,32.4382573949,129.749,0.0101227,162.354272675,178.363925437,130.199,184.718107521,146.08323836,1.80732736852,0.999685,2707,1.80649398646
2708,52.867142896,108.017811982,5.3264418086,-1.81978,1.80514,1.8076,0.0376947685663,129.289885975,11.7201930105,129.773,0.00945438,166.30691125,181.895950663,130.175,185.005869844,155.988720938,1.80646335462,0.99948,2708,1.80513741283
2709,43.6593086353,102.890599528,5.93193122869,-1.80885,1.79788,1.80056,0.0388485088913,152.836092546,15.0219582253,129.808,0.0106629,154.482161139,171.526941339,130.153,193.41728592,141.480365464,1.79920014457,0.999742,2709,1.79773608948
2710,64.2572571852,133.162563761,4.38819523034,-1.81301,1.79941,1.80169,0.0396389790847,183.167046809,28.1347419645,129.846,0.0109958,228.485787692,238.726133828,130.257,249.673131955,219.669604975,1.80037441444,0.999725,2710,1.79934644472
2711,60.9015278398,139.912128554,3.83883247829,-1.80968,1.7948,1.79731,0.0380166767501,215.304863751,61.2469350103,129.852,0.00988218,246.168875323,253.221789021,130.236,272.701789876,234.958779662,1.79632277082,0.999634,2711,1.7949392837
2712,99.1431962467,40.3633126541,1.2582009363,-1.8171,1.80321,1.80552,0.0358894186403,181.460210355,42.0291589378,129.87,0.00863495,46.2594949594,48.4046649484,130.209,323.214433392,42.2496873589,1.80411569045,0.99997,2712,1.80316386396
2713,108.352303426,190.502444503,126.177678,-1.81267,1.79918,1.8015,0.0369706435022,146.145767959,14.5545399922,129.908,0.0102103,448.32841374,626.214133728,130.206,298.775170053,49.2712590496,1.80031329318,0.999752,2713,1.79907849835
2714,121.496565232,40.8436048963,1.56418846328,-1.81087,1.79678,1.7992,0.0373442947347,97.5636319482,29.6407212268,129.964,0.0103759,46.8901576824,51.4422430292,130.277,532.21115025,42.9512543656,1.79773992523,0.999988,2714,1.7966961121
2715,112.325954063,40.7961663244,1.50222404824,-1.80589,1.79446,1.79696,0.0377355118974,85.2505934105,38.5419533843,130.014,0.0104107,46.8309669493,55.9758629892,130.289,595.515788432,43.0398492882,1.79561776719,0.999898,2715,1.79442068271
2716,3.96224909589,34.4749193923,0.881738795238,-1.79871,1.79462,1.79667,0.0402147797608,44.5289013156,34.2495858294,130.054,0.0104106,38.7920503306,40.7779378962,130.318,53.485002782,36.7258016143,1.7955118662,0.999975,2716,1.79459165228
2717,94.9496536487,234.742245388,213.924118341,-1.77333,1.77021,1.77281,0.0463733110857,77.3628823757,4.16171897699,130.112,0.0140041,929.212076346,1285.14366138,130.483,418.715740345,628.414610293,1.77137374593,0.999828,2717,1.77007963867
2718,174.303446075,229.821820846,203.81648413,-1.79738,1.77898,1.78132,0.0427375317925,328.692451271,30.1440767687,130.114,0.0123969,819.359515472,1492.8681249,130.498,551.506260585,644.743464521,1.78017691037,0.999876,2718,1.77885661214
2719,172.682204357,143.288929315,122.132254861,-1.79789,1.78067,1.78294,0.0391574572588,231.59467858,51.8359901206,130.132,0.0107876,276.387568916,631.963482784,130.528,565.978848615,190.727403893,1.78188898175,0.999815,2719,1.7808170748
2720,157.307919368,233.665611374,466.662400376,-1.80072,1.78254,1.78429,0.0378359644839,281.526675468,46.6216339998,130.125,0.0103059,1151.22570992,2477.10101684,130.542,508.912652464,687.408183971,1.78339009843,0.999824,2720,1.78261259134
2721,209.327115809,224.603612056,589.286581771,-1.80719,1.78937,1.79134,0.0380060847757,329.887557576,71.926654621,130.136,0.0107474,1033.71511552,3046.31350581,130.535,627.782963453,568.61120569,1.79014085337,0.999902,2721,1.78943734642
2722,267.569371467,226.32409716,734.930732881,-1.81447,1.79623,1.79813,0.036053543212,489.828451596,210.544699818,130.146,0.00885978,1321.45767923,2821.01877866,130.533,880.127091213,402.10878008,1.79684277833,0.999838,2722,1.7962425271
2723,248.364561601,217.084439116,579.137463464,-1.81047,1.79128,1.79319,0.0362954459943,362.762753535,26.0580078601,130.177,0.00935335,943.962117711,2818.39688149,130.548,796.281080838,375.511234848,1.7921140743,0.999895,2723,1.79128692571
2724,107.262195788,107.294950405,9.56884999326,-1.81036,1.79211,1.79358,0.0356886163854,221.85638499,60.9610790907,130.184,0.00933651,163.723282943,180.40923433,130.512,428.032301255,144.358258353,1.79278612922,0.999887,2724,1.79223180051
2725,73.7845612009,100.073473531,4.4599634838,-1.81718,1.80038,1.80185,0.0350568627842,194.186528917,100.924217376,130.198,0.00951684,148.109036088,156.60807861,130.53,397.474622857,133.811839687,1.80109294914,0.999843,2725,1.80041700286
2726,35.3668282933,90.7339522296,9.59601249185,-1.81652,1.80145,1.80333,0.034894370674,117.077286732,42.1532417102,130.24,0.00967787,128.843155072,146.840091049,130.579,171.360308647,111.096925156,1.80217769761,0.999675,2726,1.8014798323
2727,48.7088997864,107.561637572,4.98623562241,-1.81487,1.80051,1.80263,0.035918568189,123.223269392,7.47643393114,130.244,0.00959136,164.891978132,184.226400404,130.611,198.907842151,156.463749436,1.8011892949,0.999841,2727,1.80042409155
2728,37.0745169449,118.49100358,9.4920243938,-1.81222,1.79691,1.79867,0.0350620602222,163.374381606,66.043658251,130.284,0.00916516,191.088819327,225.656168819,130.668,211.436239307,176.297889019,1.79747210598,0.999837,2728,1.79681955027
2729,88.968595534,125.534047758,8.67941520279,-1.8106,1.79574,1.79752,0.0359334389572,211.498320785,65.3426463054,130.287,0.0110309,209.47033582,232.571538296,130.683,445.914453754,193.160557799,1.7962769873,0.999765,2729,1.79570004943
2730,64.4491965417,117.900456842,12.9553787294,-1.80898,1.7926,1.79412,0.0342941454013,194.571890839,36.9427814503,130.301,0.00914636,190.352198804,221.323619112,130.646,320.82559819,171.121954046,1.79340223153,0.99992,2730,1.79278397835
2731,57.6891834717,120.403328878,15.0102119911,-1.80488,1.79082,1.79238,0.0347887396078,172.731767807,43.6305203696,130.319,0.00945102,195.950392595,232.23945637,130.616,260.177696459,172.051117893,1.79150605295,0.999934,2731,1.79098717165
2732,52.7672481517,117.465875665,14.4057577833,-1.80593,1.78875,1.79039,0.0355389597455,167.476951546,63.531958163,130.369,0.0104912,187.702684929,204.830148177,130.593,236.955948654,161.704553582,1.78916696293,0.99976,2732,1.78866104807
2733,108.082368754,228.960810695,681.671449355,-1.80722,1.79164,1.79353,0.0333428102971,194.201733999,38.1873559167,130.403,0.00780926,1291.24658869,2994.33478182,130.672,477.195082685,356.792824598,1.79220637428,0.999748,2733,1.79154865928
2734,187.30296956,232.786563385,437.594798662,-1.81061,1.79411,1.79564,0.0327199205233,290.162605167,70.4813741175,130.424,0.00774415,1030.74000513,3182.80733261,130.679,602.886573859,704.450696771,1.79480168782,0.999863,2734,1.79414150098
2735,160.007525373,39.2494468388,1.33431827358,-1.81199,1.79734,1.7992,0.0332686270089,112.198739645,28.1097452005,130.441,0.00847391,44.8283365459,48.5109429462,130.625,661.499205081,40.0262606281,1.79796100999,0.999673,2735,1.7973213495
2736,143.487948432,138.157223569,5.29371849576,-1.81088,1.79533,1.79693,0.0333756933254,177.280569179,6.42848523447,130.482,0.00876877,240.729719071,250.792683927,130.654,462.170464308,229.514384606,1.79604998485,0.999857,2736,1.79540620843
2737,177.27753145,223.033951001,20.0899953879,-1.80966,1.79421,1.79615,0.0334407372496,224.931399677,35.4669912578,130.483,0.00819959,648.348655467,682.254287316,130.65,527.391178808,602.619770407,1.79484132106,0.999798,2737,1.79408280081
2738,129.861683943,132.386876026,85.7429788827,-1.81296,1.79699,1.79869,0.0339360690882,228.731290464,38.356282453,130.522,0.00935117,233.645390594,604.185753373,130.623,505.918827416,191.534720106,1.79782367377,0.999897,2738,1.7970722205
2739,86.8007360256,173.617840977,199.965658495,-1.80785,1.79286,1.79467,0.0351819207011,219.193877426,78.297090686,130.526,0.00949479,411.430926814,667.912839002,130.621,349.598941018,226.755051369,1.79331662443,0.999823,2739,1.79278983698
2740,129.661014757,215.82397589,25.0415939298,-1.80907,1.79484,1.79663,0.0374849203357,369.651032605,170.461660383,130.546,0.0112241,567.749187699,644.857993411,130.615,566.779031891,520.561823459,1.79569517964,0.999883,2740,1.79488403564
2741,182.324018366,211.446586827,35.9634287584,-1.80949,1.79443,1.79617,0.0370221919492,273.963442848,38.0410340601,130.554,0.0110567,541.072295597,651.509671433,130.715,534.909441183,462.880202916,1.79513203398,0.999938,2741,1.79444570665
2742,203.88404569,218.355277491,108.683832158,-1.81422,1.79807,1.80004,0.0353392994447,282.956248622,26.3104292112,130.568,0.00945075,633.05388263,931.288961659,130.687,576.542598052,490.633531123,1.79871121031,0.999862,2742,1.79779843596
2743,229.453659213,224.022130453,561.87761265,-1.81814,1.80063,1.80262,0.0342814238533,440.42611813,69.253593011,130.591,0.00855054,1055.2013997,2880.91877984,130.685,829.523636561,496.590493997,1.80158119274,0.999772,2743,1.80063228654
2744,271.651441325,219.551782892,558.135228741,-1.81656,1.79957,1.80145,0.033329004805,492.398322197,28.3046748026,130.64,0.0083613,1039.18300985,2416.39844236,130.672,874.438272072,649.517023173,1.80066200474,0.999729,2744,1.79960053346
2745,142.457072589,194.506357384,360.373564404,-1.82167,1.80274,1.8049,0.0334397868361,301.602812939,118.282469357,130.681,0.00792276,628.603843663,2170.51571119,130.616,595.040745569,286.330064731,1.80394781025,0.99977,2745,1.8028103434
2746,159.52016462,227.251355455,222.30398574,-1.82346,1.80508,1.80719,0.0349428706421,294.922435551,106.851409328,130.686,0.00987849,842.53254068,1286.05107066,130.635,555.364923856,605.907492635,1.80624589545,0.99963,2746,1.80497790799
2747,102.933224679,169.544609551,36.5358050274,-1.82316,1.80605,1.80804,0.0326971310953,195.015752402,62.4738369901,130.702,0.00808212,362.31062917,636.102182135,130.608,374.021989161,325.619232104,1.80726976174,0.999656,2747,1.80608723328
2748,104.655442352,217.780556087,225.439180507,-1.82561,1.8089,1.811,0.0345669205843,242.257351257,133.440636746,130.735,0.0101027,713.59913897,1431.65332452,130.652,442.143407439,457.746982188,1.81035181552,0.999838,2748,1.80901543206
2749,177.750030463,212.414647314,19.5723321276,-1.82876,1.81132,1.81363,0.0335331646249,344.067729098,99.1677716533,130.751,0.00821489,552.284855405,589.175563204,130.648,640.941060234,488.327972314,1.81244593524,0.99991,2749,1.81127521622
2750,125.104670782,214.13227404,57.1656762587,-1.82769,1.81191,1.81466,0.0346726598903,410.350491671,186.055435142,130.772,0.00905348,577.661548095,674.037189813,130.661,628.063134429,451.520635253,1.8132128697,0.999879,2750,1.81207561931
2751,174.302435352,212.035702572,57.9992731854,-1.82685,1.81125,1.8133,0.0341791952606,302.161435935,8.45973179873,130.811,0.00870392,567.700980722,676.173352208,130.66,542.48993051,420.457082412,1.81201407742,0.999882,2751,1.8111395665
2752,135.018666653,233.128542795,451.987817274,-1.82715,1.80978,1.81218,0.0335745516323,334.242121636,138.623499256,130.826,0.00832279,1037.73161412,2955.67781486,130.658,561.950046672,619.851777603,1.81117706056,0.999887,2752,1.80989451668
2753,174.722628126,129.816819706,85.640982066,-1.82754,1.81028,1.81214,0.033280109529,630.561105804,404.951328332,130.862,0.00864872,226.232233233,542.324336816,130.733,825.571019959,187.191785458,1.8111431054,0.99965,2753,1.81021123799
2754,75.8360245046,119.218303895,3.41655529527,-1.83307,1.81717,1.81954,0.0332892149413,158.964334897,44.6661859971,130.917,0.00844431,189.592136261,199.295835611,130.743,234.166942534,182.713616262,1.81815458882,0.999808,2754,1.81721654536
2755,52.2991676405,121.687458874,3.71180422782,-1.83098,1.81499,1.81711,0.0341188702218,217.250966975,159.481674643,130.961,0.00902463,196.111651298,207.78860471,130.778,356.671516877,184.876830867,1.81615120105,0.999682,2755,1.81502787039
2756,62.1478304847,114.798322945,3.50882898669,-1.8299,1.81525,1.81741,0.0359098186804,168.251944672,40.1858766578,130.985,0.0107426,178.650116746,189.402292661,130.792,288.632339165,170.082721748,1.81675057734,0.999603,2756,1.81545595051
2757,61.3938582849,136.109072546,137.08871675,-1.83103,1.81366,1.81598,0.0367216343942,179.084000617,43.9921136437,131.024,0.0111524,257.176657723,619.174537941,130.783,284.756746638,185.508183069,1.81487806806,0.999658,2757,1.81372650412
2758,74.1665217461,193.693876337,137.073815057,-1.82417,1.80985,1.81207,0.0371061850898,182.287019825,29.1579396701,131.018,0.0106157,514.849430247,954.41209894,130.822,343.924799492,190.187365025,1.81100475268,0.999887,2758,1.80985727038
2759,195.103582334,193.723767125,146.91495238,-1.82485,1.8092,1.81143,0.0364059479165,336.417636527,73.5008707487,131.063,0.00907515,511.960034129,1160.76798461,130.779,684.815231914,338.679413939,1.81029340442,0.99981,2759,1.80908143766
2760,180.698281557,174.32868373,90.3559023495,-1.82417,1.80783,1.81042,0.0390939876,360.377992028,209.586750222,131.111,0.0106052,392.898214105,586.614289319,130.76,707.776485747,250.423693778,1.80896706691,0.99994,2760,1.80788217549
2761,70.3769406644,176.05041977,95.8017452989,-1.83008,1.81283,1.81516,0.0396256473485,250.580303766,102.690252951,131.132,0.0109385,402.879563051,581.426470297,130.805,306.936513691,254.408872277,1.81402043559,0.999924,2761,1.81273819485
2762,266.531047485,168.631385405,174.593708246,-1.8364,1.81912,1.82117,0.0360265083908,518.364586188,121.460006138,131.107,0.00870194,412.114513326,1013.68047893,130.884,912.18125729,241.701480453,1.82022529497,0.999926,2762,1.81912242226
2763,138.040741861,184.113169902,176.759062334,-1.83728,1.81774,1.82002,0.0350191874666,299.989612041,96.1517035867,131.088,0.00937534,495.48639594,1145.14047332,130.964,517.815932618,301.870648018,1.81874214488,0.999831,2763,1.81780172476
2764,80.2486531933,185.893212062,126.821505644,-1.83896,1.82105,1.82314,0.0355751190851,299.288979021,145.067553893,131.133,0.01014,484.248058624,797.738680891,130.995,429.510909519,279.016608107,1.82193551629,0.999911,2764,1.82104575576
2765,238.11720641,190.343658437,154.000983612,-1.84266,1.82477,1.82698,0.0343553843483,448.99296339,222.112247662,131.121,0.00931499,518.077680954,1290.88987223,131.0,828.407028576,285.430903453,1.82587569406,0.999766,2765,1.82483919195
2766,108.409324804,185.718768948,150.625037852,-1.83992,1.82086,1.82305,0.0348493338402,223.848358238,84.0714271076,131.108,0.00913933,496.756730546,899.006404443,131.026,413.243914863,265.894831781,1.82178075868,0.999908,2766,1.82075786491
2767,125.040057808,199.957689906,188.246546467,-1.8407,1.8241,1.82657,0.0345220129875,282.014076968,26.98152265,131.135,0.0092935,607.946685043,1455.17381891,131.115,465.138699283,357.270027251,1.82535584672,0.999901,2767,1.82416640549
2768,228.38445106,203.119766506,356.711093838,-1.84644,1.82804,1.83032,0.0346963274925,350.973810213,152.722514333,131.147,0.00899183,750.507801129,1772.70974724,131.187,832.765789037,402.150399938,1.8290120407,0.999785,2768,1.82803890874
2769,156.893957783,201.654538789,196.382137894,-1.84391,1.82678,1.82929,0.0326605823511,333.599620175,159.918715712,131.178,0.00740027,648.222674235,1145.86498182,131.191,557.390511984,332.17844662,1.82816451831,0.999832,2769,1.82682347973
2770,199.287286627,159.102813169,120.470335745,-1.84562,1.82781,1.83031,0.0340456699157,436.911915392,129.654703901,131.189,0.00944776,348.552220832,848.974937269,131.194,790.941269607,241.505047462,1.82894830712,0.999856,2770,1.82800112728
