AverageEsReturn,Iteration,Epoch,AveragePolicySurr,AverageDiscountedReturn,MaxReturn,AverageReturn,AverageQLoss,MinReturn,AverageAbsQYDiff,AverageAbsQ,QFunRegParamNorm,PolicyRegParamNorm,AverageAbsY,StdEsReturn,AverageAction,StdReturn,AverageY,MinEsReturn,AverageQ,MaxEsReturn
3256.25172974,283,283,-394.447,380.618691626,4946.55622141,4825.51136716,192.721,4597.19508618,3.79056565778,392.076,103.211,75.3288,392.096313401,0.0,0.945259,111.58567085,392.09613847,3256.25172974,392.075,3256.25172974
3033.15612756,284,284,-395.304,352.380841762,4614.85468926,4185.07534443,149.682,3273.16975357,3.47408791029,392.907,103.357,75.4084,392.913916415,0.0,0.947496,399.642284118,392.91378038,3033.15612756,392.907,3033.15612756
3210.32322755,285,285,-396.544,345.801596325,4742.33071006,4257.53900762,171.283,3851.41896427,3.68350622464,394.115,103.527,75.5471,394.140998578,0.0,0.950056,263.264640273,394.140729275,3210.32322755,394.115,3210.32322755
3095.74021978,286,286,-397.024,387.953011641,4866.1178602,4783.24368113,198.096,4613.80011517,3.73751638349,394.578,103.739,75.658,394.587158681,0.0,0.950176,66.2574353677,394.586889154,3095.74021978,394.578,3095.74021978
3219.07859371,287,287,-397.519,357.216773236,4868.76067845,4312.54166339,148.752,1065.91169802,3.50849914608,395.055,103.912,75.7321,395.068609125,0.0,0.954239,1089.71088545,395.068489959,3219.07859371,395.055,3219.07859371
3152.87990086,288,288,-398.099,365.465450265,4699.68224974,4393.1119319,156.029,3968.2971184,3.51655735207,395.711,104.114,75.8945,395.723352309,0.0,0.937593,198.935893456,395.723202388,3152.87990086,395.711,3152.87990086
2551.91932572,289,289,-398.409,360.586645386,4700.63197444,4594.42996887,146.543,4521.48817887,3.49779648925,396.086,104.291,75.9966,396.105744275,0.0,0.953704,58.3112264456,396.105483499,2551.91932572,396.086,2551.91932572
3286.42498375,290,290,-400.478,310.255638763,4285.59322671,3625.51240134,205.685,-10.9465368653,3.79125271275,398.033,104.53,76.1002,398.045675977,0.0,0.967407,1225.07635689,398.045448288,3286.42498375,398.033,3286.42498375
3152.6042279,291,291,-400.872,393.160078929,5035.32947791,4771.06330395,143.716,4222.51008055,3.50165158662,398.538,104.709,76.2433,398.550084849,0.0,0.956479,231.665422154,398.549870847,3152.6042279,398.538,3152.6042279
3075.14758145,292,292,-400.741,366.098779482,4984.09974199,4638.50637535,143.332,4232.74706403,3.52670755656,398.338,104.938,76.4278,398.353974925,0.0,0.948298,221.744552598,398.353824505,3075.14758145,398.338,3075.14758145
3248.23540412,293,293,-400.871,368.659215492,4728.56624211,4584.33740535,165.729,4419.20413739,3.64215629458,398.528,105.195,76.4785,398.535564576,0.0,0.961845,91.5293235033,398.535408618,3248.23540412,398.528,3248.23540412
3222.67796165,294,294,-400.165,357.351283242,4821.38024971,4639.54845466,153.941,4237.29087969,3.54245349121,397.827,105.353,76.5517,397.844854331,0.0,0.957091,161.623786715,397.844619387,3222.67796165,397.827,3222.67796165
3005.25913136,295,295,-402.566,360.588873454,4800.45517264,4332.93760278,170.145,3678.41258117,3.62492594736,400.286,105.539,76.6938,400.301217271,0.0,0.951925,338.635670002,400.296664586,3005.25913136,400.286,3005.25913136
3074.72385011,296,296,-402.536,377.324564091,5008.92190356,4507.04972004,150.87,3193.49547123,3.54693749139,400.192,105.743,76.7867,400.2001794,0.0,0.9485,492.078736248,400.200042123,3074.72385011,400.189,3074.72385011
3131.52318709,297,297,-403.209,377.668400492,4967.22229571,4774.7876356,192.404,4449.11472431,3.73416541498,400.912,105.973,76.9062,400.933857608,0.0,0.934588,175.00181538,400.929960752,3131.52318709,400.912,3131.52318709
3023.64119438,298,298,-403.882,372.104200117,4868.98615236,4554.33472959,153.606,3742.47809204,3.49162341209,401.422,106.086,76.9921,401.434982774,0.0,0.954197,351.142639956,401.43475124,3023.64119438,401.419,3023.64119438
2976.56041699,299,299,-404.625,365.614925433,4870.84842336,4619.27853754,191.493,4341.46271088,3.72031504367,402.124,106.313,77.0813,402.135822546,0.0,0.962631,133.94499094,402.135655961,2976.56041699,402.124,2976.56041699
2975.59217579,300,300,-405.362,312.195598591,4656.34191853,3921.55920858,176.437,1476.92528017,3.67054040844,402.888,106.455,77.2192,402.904372737,0.0,0.956473,851.517680623,402.90424192,2975.59217579,402.888,2975.59217579
3237.74120908,301,301,-405.961,353.573535758,4536.8379436,4403.68285118,171.402,4241.86053043,3.66891436344,403.566,106.629,77.3478,403.577072255,0.0,0.959933,90.8249030616,403.575339401,3237.74120908,403.561,3237.74120908
3240.71640113,302,302,-407.011,382.592293227,4679.4196621,4624.42445386,213.583,4523.53355601,3.79181118446,404.532,106.802,77.4607,404.546408813,0.0,0.961038,48.181601909,404.545811173,3240.71640113,404.532,3240.71640113
3289.20880276,303,303,-407.076,361.408394725,4580.36121171,4473.14426466,174.309,4386.37984979,3.62777148654,404.752,107.043,77.5327,404.773940887,0.0,0.956948,60.4356754832,404.773803256,3289.20880276,404.752,3289.20880276
2958.10828164,304,304,-407.361,354.372073455,4827.25689166,4282.88453756,187.623,2667.59570369,3.69950773314,405.03,107.249,77.743,405.042376522,0.0,0.945205,603.51039913,405.042294271,2958.10828164,405.03,2958.10828164
2616.98328092,305,305,-407.632,369.402286791,4616.09380723,4502.18854434,152.375,4302.1504002,3.50468025282,405.278,107.429,77.7643,405.295446098,0.0,0.959048,94.2794040546,405.290514192,2616.98328092,405.278,2616.98328092
3311.83320137,306,306,-409.344,347.811974891,4708.45832491,3673.62270644,163.198,135.261073347,3.55799309231,406.925,107.57,77.8919,406.940390606,0.0,0.966624,1593.35034169,406.94006865,3311.83320137,406.925,3311.83320137
3300.36833968,307,307,-409.944,373.190907884,4860.96913315,4728.11815521,182.013,4638.28875339,3.56933435443,407.546,107.742,77.9905,407.548296628,0.0,0.955671,73.8834782277,407.547997146,3300.36833968,407.546,3300.36833968
3309.76642962,308,308,-409.846,393.230185182,5004.06441872,4875.20035908,182.486,4760.65214953,3.65868088081,407.408,107.986,78.1053,407.426501517,0.0,0.964757,84.8717692491,407.426393941,3309.76642962,407.408,3309.76642962
3211.83604222,309,309,-410.382,348.222428014,4928.5640856,4196.78059779,155.881,693.140872839,3.50863329297,408.069,108.168,78.3015,408.080761224,0.0,0.956166,1195.65940958,408.080603763,3211.83604222,408.066,3211.83604222
3120.0243006,310,310,-410.427,353.610061352,4457.84405959,4413.26342792,212.631,4340.77382771,3.9033004916,408.027,108.296,78.339,408.049582049,0.0,0.970045,36.8022124118,408.049436718,3120.0243006,408.027,3120.0243006
3173.85590892,311,311,-411.833,351.144993649,4366.71534216,4231.81459573,141.966,4107.5146195,3.38471432596,409.476,108.443,78.3935,409.491159593,0.0,0.962608,84.1327435829,409.491033349,3173.85590892,409.476,3173.85590892
3391.99888837,312,312,-411.094,381.587930336,4887.25629338,4713.75651545,147.871,4573.66157531,3.37378289643,408.767,108.542,78.4977,408.768359369,0.0,0.945731,87.9595804829,408.768192339,3391.99888837,408.765,3391.99888837
3380.81376416,313,313,-413.061,351.866575842,4730.37801488,4231.32817915,161.028,1157.41881965,3.54170561145,410.749,108.691,78.6921,410.770711286,0.0,0.950441,1030.97574252,410.770439425,3380.81376416,410.749,3380.81376416
3014.69056321,314,314,-413.259,367.674781965,5051.20650051,4267.59520874,193.49,2447.3472107,3.64315309837,410.945,108.937,78.8368,410.954599097,0.0,0.955597,849.750193596,410.954322299,3014.69056321,410.945,3014.69056321
3002.93967013,315,315,-413.589,375.60579728,4682.97484484,4579.21742159,176.663,4462.44155255,3.50421808257,411.264,109.056,78.9226,411.280983006,0.0,0.961031,75.0951471021,411.280693802,3002.93967013,411.26,3002.93967013
3160.44493599,316,316,-413.519,354.465431803,4773.95173931,4635.07345206,183.064,4407.22982565,3.57351700966,411.231,109.219,79.0861,411.240780123,0.0,0.958667,116.865149553,411.240738777,3160.44493599,411.231,3160.44493599
3190.34724275,317,317,-414.796,377.421834172,4759.28190227,4460.08160309,171.844,2428.90544085,3.55919749182,412.408,109.389,79.2099,412.422465603,0.0,0.961563,679.00373087,412.422327592,3190.34724275,412.408,3190.34724275
3132.53694978,318,318,-414.53,388.072724843,4937.51847909,4744.33363548,220.157,4276.26012931,3.77342988618,412.103,109.613,79.3414,412.117872053,0.0,0.966251,175.812944807,412.117463582,3132.53694978,412.101,3132.53694978
2673.40257303,319,319,-415.352,367.326739804,4846.80691023,4691.29797123,192.571,4498.56959806,3.6430446144,412.913,109.764,79.415,412.925508683,0.0,0.969378,91.360053712,412.925329502,2673.40257303,412.913,2673.40257303
2952.75490653,320,320,-415.59,359.160644005,4782.1943696,4608.42658703,181.899,4445.73440138,3.56553735927,413.232,109.931,79.565,413.248820347,0.0,0.954876,91.4305287371,413.248692054,2952.75490653,413.232,2952.75490653
3084.91385602,321,321,-416.2,390.14968641,4986.71557418,4856.57717912,158.154,4690.08868937,3.36944940544,413.859,110.036,79.6947,413.876191446,0.0,0.954993,84.6013290014,413.876068096,3084.91385602,413.859,3084.91385602
3047.62248784,322,322,-416.878,372.089928302,4802.92239277,4665.41793886,181.256,4471.59750669,3.52537045384,414.525,110.174,79.773,414.532271632,0.0,0.950188,105.800201902,414.532183813,3047.62248784,414.525,3047.62248784
3163.01956556,323,323,-416.705,335.233110762,4085.76439359,4001.20281246,195.885,3899.02539089,3.5566970393,414.43,110.35,79.8639,414.441429959,0.0,0.958367,62.0889323559,414.441293586,3163.01956556,414.43,3163.01956556
3009.34821917,324,324,-416.977,371.283333863,5029.22503191,4634.27245281,164.282,3174.21272009,3.45358743652,414.648,110.5,79.9964,414.657531446,0.0,0.954781,507.827464155,414.657320505,3009.34821917,414.645,3009.34821917
3109.77756199,325,325,-417.78,339.236806269,4721.62812157,4082.25181748,250.931,1827.50513443,4.00194972653,415.413,110.762,80.1832,415.441799083,0.0,0.951504,779.889871946,415.441498358,3109.77756199,415.413,3109.77756199
2742.0500537,326,326,-418.317,381.389314267,5174.62358598,4912.95470365,147.34,4642.84839939,3.32515496806,415.956,110.882,80.2531,415.952539359,0.0,0.959768,182.180654336,415.952370485,2742.0500537,415.956,2742.0500537
3124.74821439,327,327,-418.449,291.504510214,4344.13517632,1350.58228325,207.944,-348.722289145,3.8591006868,415.998,111.083,80.4073,416.027215307,0.0,0.984447,1610.91765168,416.027118791,3124.74821439,415.998,3124.74821439
3059.1636629,328,328,-418.735,383.394984539,4972.26218281,4519.27201628,190.769,2701.31835867,3.60288870264,416.366,111.211,80.5259,416.381382482,0.0,0.954771,634.136714142,416.381140705,3059.1636629,416.366,3059.1636629
2815.72462709,329,329,-419.373,360.714041051,4687.03618859,4437.87299617,161.887,3950.86463886,3.44216585092,417.106,111.377,80.5617,417.116192817,0.0,0.955383,246.271400215,417.115951747,2815.72462709,417.106,2815.72462709
3144.5740375,330,330,-419.809,391.221486647,4990.03709315,4862.42344272,158.787,4672.50680955,3.44747758945,417.461,111.479,80.6251,417.474755961,0.0,0.96009,93.0207622266,417.474597002,3144.5740375,417.461,3144.5740375
3279.89765554,331,331,-419.149,386.809197011,4922.0408483,4812.63256367,189.816,4611.78720293,3.54001547913,416.823,111.733,80.7427,416.85087244,0.0,0.945574,104.665136014,416.838372588,3279.89765554,416.823,3279.89765554
3385.93763222,332,332,-421.032,372.762805332,4665.4490362,4538.13211769,173.752,4417.68871428,3.50335679942,418.775,111.903,80.8962,418.784802073,0.0,0.947362,64.5107166822,418.784639828,3385.93763222,418.775,3385.93763222
2994.25627464,333,333,-420.813,397.276235057,5152.20604159,4862.00720169,192.707,4597.14784943,3.56668215871,418.454,112.067,81.0211,418.470210751,0.0,0.957891,153.034346387,418.466092465,2994.25627464,418.451,2994.25627464
3227.71374187,334,334,-421.838,387.784358278,4878.86520056,4807.5934115,196.295,4620.34391058,3.58265703809,419.506,112.371,81.0587,419.517517441,0.0,0.956338,87.5489043206,419.517410422,3227.71374187,419.505,3227.71374187
3184.37338951,335,335,-421.438,383.481102813,4955.20902226,4426.25758277,194.012,1862.11154579,3.66460353145,419.209,112.567,81.1806,419.224341189,0.0,0.952428,867.823934852,419.224113263,3184.37338951,419.209,3184.37338951
3052.18355679,336,336,-421.292,386.51820061,5335.79898117,5132.69503177,190.086,4940.30708479,3.601626948,418.938,112.734,81.2514,418.95087929,0.0,0.957879,123.738115695,418.950645509,3052.18355679,418.938,3052.18355679
2875.6973502,337,337,-421.318,391.28771138,5039.31026151,4901.15203205,191.643,4746.6612539,3.60106628631,418.92,112.909,81.3755,418.932925075,0.0,0.959089,82.1507465303,418.932692731,2875.6973502,418.92,2875.6973502
3219.30223805,338,338,-422.494,397.002514349,4940.10455125,4849.42476225,217.128,4727.71236295,3.74583115731,420.14,113.033,81.5666,420.16914063,0.0,0.943366,57.1631528382,420.168876763,3219.30223805,420.14,3219.30223805
3129.99277181,339,339,-423.491,367.271184616,4791.81637756,4589.47028562,240.021,4419.37197734,3.90073290665,421.165,113.277,81.7532,421.163957707,0.0,0.949464,126.876990352,421.16375536,3129.99277181,421.165,3129.99277181
3320.35082782,340,340,-423.188,366.538242526,4760.69778131,4538.10055013,228.71,4324.93122792,3.77301314193,420.81,113.46,81.782,420.826664551,0.0,0.961088,101.668427234,420.826444346,3320.35082782,420.809,3320.35082782
3195.87842877,341,341,-423.807,392.566019071,4970.88401536,4847.04296544,192.803,4673.09990169,3.64968172854,421.419,113.608,81.91,421.430301378,0.0,0.953891,90.5893128489,421.430125678,3195.87842877,421.419,3195.87842877
3044.68659402,342,342,-424.35,379.928418984,4796.87365353,4714.5467495,198.707,4595.03892015,3.68462211763,422.027,113.795,82.0344,422.045085297,0.0,0.951488,51.3021065213,422.044958594,3044.68659402,422.027,3044.68659402
3186.74414786,343,343,-425.266,376.006574968,5003.46769106,4691.2295883,143.147,4416.72727591,3.2968656917,423.02,113.897,82.1166,423.026518868,0.0,0.955199,169.201654818,423.026369859,3186.74414786,423.02,3186.74414786
2839.40449348,344,344,-424.659,379.497011129,4935.92111909,4708.64542471,198.261,4530.10953649,3.67179138126,422.284,114.138,82.1525,422.297357532,0.0,0.964276,109.551921075,422.297226341,2839.40449348,422.284,2839.40449348
3160.14171658,345,345,-425.292,302.128463777,3724.16312204,3602.60098122,200.838,3483.20431233,3.74795928621,422.881,114.326,82.2382,422.897682585,0.0,0.968843,83.4449345468,422.89763498,3160.14171658,422.881,3160.14171658
3141.04517667,346,346,-425.51,338.321572966,4359.44357029,4119.58780899,198.883,3417.74030689,3.68353844985,423.251,114.515,82.4278,423.263266213,0.0,0.959362,248.45350362,423.263082564,3141.04517667,423.251,3141.04517667
2810.75972735,347,347,-425.121,389.688670089,5073.9973827,4863.11596041,186.856,4542.96441739,3.63437551472,422.801,114.682,82.586,422.812058967,0.0,0.963745,176.593959686,422.811857484,2810.75972735,422.801,2810.75972735
2950.78411248,348,348,-426.993,369.408578107,4816.24663617,4550.64728788,184.717,4259.01310985,3.67597509039,424.605,114.834,82.662,424.616395549,0.0,0.960754,174.654869473,424.61625485,2950.78411248,424.605,2950.78411248
3245.42433708,349,349,-426.112,367.129108054,4944.44585405,4646.49670378,257.051,4406.72029153,4.05787911405,423.736,115.109,82.8604,423.760637113,0.0,0.956203,161.9617287,423.76041017,3245.42433708,423.736,3245.42433708
3095.93266665,350,350,-426.36,365.592634731,4677.67653205,4494.53399926,182.933,4179.91427902,3.63882081767,423.996,115.288,82.9437,424.001846446,0.0,0.96473,126.220623496,424.001617095,3095.93266665,423.996,3095.93266665
3113.65072979,351,351,-427.608,379.974828628,4877.01850729,4756.9966604,188.527,4640.60423473,3.61156523492,425.214,115.43,83.0306,425.225253243,0.0,0.969478,77.6676356987,425.22513012,3113.65072979,425.212,3113.65072979
3133.73744139,352,352,-427.782,364.670923811,4880.42069446,4704.32915566,191.947,4454.5930365,3.62876103027,425.438,115.592,83.17,425.449433938,0.0,0.960868,115.439283731,425.449256028,3133.73744139,425.438,3133.73744139
3320.56401908,353,353,-428.966,308.910796752,3909.60121306,3744.28113083,192.495,3584.02618928,3.61697963073,426.563,115.739,83.1883,426.571624228,0.0,0.969465,95.988904466,426.571474572,3320.56401908,426.563,3320.56401908
2506.23052681,354,354,-427.041,382.104884137,4812.43931855,4724.58338008,193.635,4622.85896275,3.67343315393,424.845,115.945,83.3674,424.868320524,0.0,0.965224,61.5667005851,424.86813102,2506.23052681,424.845,2506.23052681
2931.3986187,355,355,-429.116,359.736578447,4787.43546243,4075.03201736,174.59,1217.99026854,3.50797515826,426.863,116.097,83.4124,426.86955503,0.0,0.961314,976.420637471,426.869389806,2931.3986187,426.863,2931.3986187
3107.26048565,356,356,-430.124,380.33259068,5096.9220415,4839.80487217,173.315,4594.1197167,3.5270682048,427.83,116.227,83.5271,427.847224183,0.0,0.964814,168.051182552,427.847056418,3107.26048565,427.83,3107.26048565
3308.10846215,357,357,-429.141,338.877908063,4715.22981056,4183.23197778,182.0,1566.06088126,3.51958415431,426.791,116.353,83.6689,426.803357279,0.0,0.969788,891.651800189,426.80329656,3308.10846215,426.79,3308.10846215
2893.91285236,358,358,-429.67,353.559664358,4955.26047531,4700.25009079,210.737,4489.50372437,3.6301535331,427.452,116.563,83.7801,427.468908603,0.0,0.964705,138.977513844,427.46878424,2893.91285236,427.452,2893.91285236
3278.43691997,359,359,-430.538,354.742423899,4505.4870342,4370.90008382,167.788,4181.67481711,3.45052478166,428.247,116.722,83.8201,428.253293308,0.0,0.959942,84.2880939629,428.253166558,3278.43691997,428.247,3278.43691997
3188.72241409,360,360,-430.03,387.538708889,4911.58411307,4727.42555061,217.92,4575.78386721,3.72424565906,427.751,116.904,83.9554,427.767693163,0.0,0.955947,108.085681868,427.767634259,3188.72241409,427.749,3188.72241409
3268.21364518,361,361,-430.894,336.902872724,4301.80608113,4188.39968017,175.531,4057.51006499,3.53197189362,428.591,117.066,84.0712,428.609011082,0.0,0.961222,83.0320637446,428.608836182,3268.21364518,428.591,3268.21364518
3247.75643253,362,362,-430.924,320.577737259,4252.09895985,4131.51538137,270.402,3946.78158726,3.99619834336,428.575,117.241,84.1416,428.586706867,0.0,0.964269,85.2401473879,428.586514703,3247.75643253,428.575,3247.75643253
3206.5618702,363,363,-431.167,351.929851841,4724.07721991,4180.76603069,164.6,354.716081647,3.37419432041,428.942,117.323,84.2676,428.944675224,0.0,0.961468,1280.16410801,428.94459287,3206.5618702,428.942,3206.5618702
2839.68264943,364,364,-431.109,296.321741149,4020.90549441,2891.71474999,199.651,-65.1934534725,3.67361867275,428.837,117.485,84.4038,428.842252276,0.0,0.975216,1311.55577936,428.842175056,2839.68264943,428.836,2839.68264943
3208.20077146,365,365,-431.398,378.226392503,5143.1235903,4639.12596495,190.964,3919.36183557,3.60148811702,429.173,117.66,84.5288,429.209661083,0.0,0.964354,372.299590076,429.20944731,3208.20077146,429.173,3208.20077146
3158.2403188,366,366,-431.523,313.888658432,4146.82176801,3826.91042098,220.375,3607.70723455,3.8082725631,429.307,117.874,84.7,429.304283384,0.0,0.966483,191.353612362,429.304172944,3158.2403188,429.307,3158.2403188
2736.30762217,367,367,-431.224,351.856388103,4574.04056141,4397.08994818,208.147,4241.1524929,3.6524303919,428.886,118.067,84.7308,428.920377606,0.0,0.963786,100.990915006,428.912255745,2736.30762217,428.883,2736.30762217
3027.11226999,368,368,-432.566,369.323596852,4689.32134059,4560.5576359,201.973,4450.86400502,3.70771265615,430.249,118.282,84.8791,430.245765715,0.0,0.961809,69.985236274,430.245612056,3027.11226999,430.248,3027.11226999
3017.51790625,369,369,-432.1,347.297091567,4525.88570003,3530.34926989,219.755,704.327659889,3.75956287754,429.812,118.49,84.9703,429.819794522,0.0,0.968418,1171.12235142,429.818437518,3017.51790625,429.812,3017.51790625
2817.29720491,370,370,-433.644,345.329465483,4564.15090495,4343.56626192,209.163,3831.14456307,3.75157754667,431.294,118.645,84.9966,431.315651597,0.0,0.969272,185.73200595,431.315539203,2817.29720491,431.294,2817.29720491
2939.39719564,371,371,-432.974,372.217254438,5003.99754802,4506.65978819,244.549,2613.01715225,3.90460525521,430.561,118.842,85.2698,430.569247384,0.0,0.960825,641.505715911,430.569111482,2939.39719564,430.561,2939.39719564
3120.12535694,372,372,-433.111,383.553947519,4897.02786056,4666.43273298,207.937,4464.62801688,3.75768309977,430.77,118.982,85.3903,430.788395218,0.0,0.962331,141.270693973,430.788166433,3120.12535694,430.768,3120.12535694
3091.08409515,373,373,-433.52,366.472118571,5008.37732641,4310.68304079,186.932,2107.67515066,3.62767706671,431.088,119.182,85.485,431.101248661,0.0,0.964967,891.871521404,431.101059421,3091.08409515,431.088,3091.08409515
3054.8030431,374,374,-433.667,340.448682237,4665.94212388,3260.17281092,166.603,312.420969166,3.53078073864,431.273,119.311,85.4866,431.281721477,0.0,0.97352,1678.44065389,431.281584623,3054.8030431,431.273,3054.8030431
3282.61432151,375,375,-433.53,359.727385711,4874.9199207,4429.74701289,200.541,2850.24079371,3.67015076692,431.238,119.555,85.5672,431.256374492,0.0,0.969347,575.931386304,431.2560758,3282.61432151,431.238,3282.61432151
2791.52907615,376,376,-435.416,351.256957856,4478.8106096,4167.61892193,243.181,3598.7627773,3.88127887105,433.026,119.738,85.7399,433.033055327,0.0,0.970262,244.0296844,433.033027736,2791.52907615,433.026,2791.52907615
2773.85800567,377,377,-435.359,350.952400544,4793.80837461,4325.04650504,203.062,3781.51073371,3.72456414817,433.044,119.938,85.8709,433.05847765,0.0,0.962542,303.868917164,433.057425445,2773.85800567,433.044,2773.85800567
2801.85547895,378,378,-434.13,342.275660971,4458.75267569,3644.36798568,182.788,902.47903855,3.60110353375,431.824,120.13,85.9491,431.83942125,0.0,0.967611,950.437393011,431.83932174,2801.85547895,431.824,2801.85547895
2686.51189173,379,379,-435.236,357.241066708,4655.79106477,4547.26671863,244.928,4406.82692774,3.97647183497,432.921,120.297,85.9872,432.93299219,0.0,0.966369,78.4258355334,432.932924276,2686.51189173,432.921,2686.51189173
3305.21333527,380,380,-435.519,393.059375472,5006.31250955,4832.59348605,204.247,4711.06372652,3.7346010636,433.181,120.434,86.1283,433.19686696,0.0,0.966112,91.3808387609,433.196577942,3305.21333527,433.181,3305.21333527
2921.63236085,381,381,-436.248,366.040615478,4884.2155003,4414.94520073,204.692,1489.78536366,3.7725232227,433.879,120.594,86.2208,433.892242805,0.0,0.966893,986.028374754,433.892044125,2921.63236085,433.879,2921.63236085
3402.68138491,382,382,-435.835,343.754300515,4437.64319073,4213.4999224,206.805,3236.86251322,3.7627084449,433.548,120.746,86.3173,433.544278077,0.0,0.968639,332.542557122,433.544089842,3402.68138491,433.536,3402.68138491
3041.01980159,383,383,-437.053,361.647080001,4834.30675241,4443.32694599,177.699,4039.55934117,3.58584492946,434.767,120.895,86.5025,434.781623875,0.0,0.966234,242.279537985,434.781517714,3041.01980159,434.767,3041.01980159
3146.19299711,384,384,-436.438,347.60815773,4783.60695648,4100.53631822,232.357,1959.85128969,3.94031778755,434.064,121.099,86.5997,434.080703252,0.0,0.965663,752.931668655,434.080508051,3146.19299711,434.064,3146.19299711
2999.64675238,385,385,-436.484,329.429545475,4898.7122233,4235.30753168,240.502,1194.60045144,3.94498896869,434.221,121.287,86.7039,434.230557625,0.0,0.971007,1055.68027083,434.230292816,2999.64675238,434.221,2999.64675238
3000.48045159,386,386,-436.724,374.896475943,5163.49370326,4738.54496678,206.411,4487.22939579,3.72887097106,434.462,121.455,86.8001,434.479202177,0.0,0.952129,204.996020003,434.47891469,3000.48045159,434.457,3000.48045159
3127.96769982,387,387,-437.466,391.148724679,5109.8428781,4946.39159562,246.596,4803.63300345,4.02778267302,435.208,121.606,86.8843,435.225992943,0.0,0.963212,100.524237038,435.225929664,3127.96769982,435.208,3127.96769982
3160.35779172,388,388,-437.139,384.931766006,4867.83724336,4765.66326769,255.386,4709.05718228,3.97935142721,434.813,121.785,87.0092,434.824472832,0.0,0.961417,49.565987703,434.824365197,3160.35779172,434.813,3160.35779172
3370.88195454,389,389,-436.763,380.406931158,4993.01808615,4806.68170511,183.618,4603.5142564,3.64015554647,434.432,121.984,87.1301,434.437643906,0.0,0.963571,132.793515438,434.437327623,3370.88195454,434.432,3370.88195454
3487.36479192,390,390,-438.012,383.991423428,4905.61890174,4705.41447628,138.507,3889.33890701,3.32006301648,435.743,122.103,87.2668,435.742684799,0.0,0.958947,287.319821727,435.742480504,3487.36479192,435.743,3487.36479192
3249.45019517,391,391,-438.626,357.374639767,4740.48260927,4568.39443645,242.619,4391.7841083,3.93703172319,436.345,122.296,87.3776,436.354907211,0.0,0.959415,111.547853257,436.354753898,3249.45019517,436.345,3249.45019517
2881.90524182,392,392,-439.062,389.572439983,5112.57096044,3960.61803195,241.566,1237.89404999,3.87660788913,436.742,122.459,87.4807,436.75378468,0.0,0.963915,1450.92388023,436.753642225,2881.90524182,436.742,2881.90524182
3013.90194589,393,393,-438.201,374.592120716,5022.33254807,4783.17207948,209.36,4307.69258408,3.73314234998,435.836,122.629,87.5573,435.866528854,0.0,0.964033,229.574758616,435.866429649,3013.90194589,435.836,3013.90194589
3428.57536843,394,394,-438.049,389.488685479,4937.47649411,4406.05973254,200.987,1698.35036063,3.71553534003,435.767,122.775,87.6401,435.778449627,0.0,0.96182,950.237028319,435.778373448,3428.57536843,435.767,3428.57536843
3439.46069802,395,395,-438.299,374.750721482,4937.90708579,4042.18146789,140.931,884.866269314,3.41810588878,436.02,122.929,87.7244,436.026479186,0.0,0.966661,1551.56013538,436.026414706,3439.46069802,436.02,3439.46069802
3361.5794751,396,396,-438.969,353.264486017,4755.12217858,4021.0237586,233.757,1213.27781481,3.94175146917,436.752,123.094,87.7761,436.78112567,0.0,0.966102,983.810727576,436.78077302,3361.5794751,436.752,3361.5794751
3222.99756349,397,397,-439.761,336.951112241,4659.16428813,3868.51757213,185.997,270.073263928,3.60695873646,437.412,123.288,87.974,437.4179597,0.0,0.965925,1302.47337308,437.417859812,3222.99756349,437.412,3222.99756349
3181.26387018,398,398,-439.86,369.620701029,4840.41028949,4717.45000741,254.108,4594.16613435,3.95146088036,437.496,123.512,88.0865,437.504193302,0.0,0.956952,82.2947354114,437.504084826,3181.26387018,437.496,3181.26387018
3336.86144184,399,399,-440.277,337.378506796,4668.91159438,3991.04733043,212.772,215.690517799,3.71899935555,437.882,123.656,88.0967,437.899274629,0.0,0.964084,1268.16110398,437.899196212,3336.86144184,437.882,3336.86144184
3018.48961266,400,400,-440.984,315.147284533,4605.40352451,3099.56550713,205.397,296.590613873,3.72431250484,438.589,123.796,88.2153,438.591093202,0.0,0.969863,1547.94059288,438.591005758,3018.48961266,438.589,3018.48961266
2957.80502885,401,401,-441.544,345.874137249,4628.85103417,3649.56457052,194.219,504.396337187,3.64737459965,439.124,123.92,88.2963,439.14443461,0.0,0.971169,1356.35899412,439.144354181,2957.80502885,439.124,2957.80502885
2887.59448378,402,402,-442.467,289.280186284,4684.16448807,3820.96595917,198.542,1884.06761675,3.62781926943,440.1,124.125,88.3929,440.092498119,0.0,0.968679,729.284515205,440.092217848,2887.59448378,440.092,2887.59448378
3162.64610601,403,403,-441.402,383.095921991,4982.35382757,4787.23712966,244.105,4660.92776813,4.01877723507,438.975,124.278,88.4661,439.010211776,0.0,0.967619,86.0615727188,439.010056275,3162.64610601,438.975,3162.64610601
2579.49887709,404,404,-441.419,348.08780158,5053.08937691,3773.25533802,229.078,-210.100677761,3.69574989932,438.984,124.469,88.6461,438.994998974,0.0,0.968685,1935.3291323,438.994941724,2579.49887709,438.984,2579.49887709
3116.919335,405,405,-442.174,373.411675901,5032.44531149,4786.18639868,218.641,4506.89463813,3.75047223787,439.802,124.654,88.7652,439.822501399,0.0,0.964669,153.549545667,439.82238103,3116.919335,439.802,3116.919335
