QFunRegParamNorm,AverageQ,AverageEsReturn,AverageReturn,AveragePolicySurr,PolicyRegParamNorm,Iteration,AverageAbsQ,StdEsReturn,StdReturn,MinReturn,Epoch,MaxEsReturn,AverageAction,MinEsReturn,MaxReturn,AverageAbsY,AverageDiscountedReturn,AverageAbsQYDiff,AverageY,AverageQLoss
543.739,668.039,19.6862745098,1000.0,-707.151,195.632,2955,669.557,17.7061972048,0.0,1000.0,2955,72.0,0.186662,3.0,1000.0,668.27643086,99.9956828753,10.1825033462,668.01895088,1244.07
543.799,662.927,22.8292682927,1000.0,-702.075,195.634,2956,664.263,25.3328114999,0.0,1000.0,2956,119.0,0.168436,3.0,1000.0,663.204349659,99.9956828753,9.37132858433,662.945330445,1062.01
543.816,659.145,26.8205128205,1000.0,-697.357,195.683,2957,660.647,20.4248112,0.0,1000.0,2957,77.0,0.561379,3.0,1000.0,659.384475414,99.9956828753,9.65881815762,659.123167584,1019.72
543.818,654.645,29.3529411765,153.227272727,-692.247,195.656,2958,656.122,31.9318044966,43.9909754707,90.0,2958,150.0,0.483598,3.0,280.0,654.887959835,76.5900584328,10.0153196337,654.644424817,1106.65
543.899,649.349,18.4181818182,1000.0,-686.845,195.609,2959,650.748,18.2534588594,0.0,1000.0,2959,115.0,0.320684,3.0,1000.0,649.605374218,99.9956828753,9.22364638379,649.326648406,1032.83
543.933,646.38,21.9555555556,1000.0,-682.884,195.623,2960,648.013,18.1536106669,0.0,1000.0,2960,76.0,0.865131,3.0,1000.0,646.653268482,99.9956828753,10.1424387642,646.399892401,1109.68
543.954,638.285,24.1904761905,918.181818182,-676.029,195.608,2961,639.738,17.2492071526,258.731808559,100.0,2961,99.0,0.827487,3.0,1000.0,638.565144853,96.6685086023,9.26875484274,638.248003683,980.411
543.995,635.589,20.2448979592,1000.0,-671.638,195.6,2962,637.013,17.617860386,0.0,1000.0,2962,107.0,0.322943,3.0,1000.0,635.974551305,99.9956828753,8.64538756589,635.579022475,850.938
543.997,630.383,20.4081632653,1000.0,-665.795,195.577,2963,631.923,18.2990112004,0.0,1000.0,2963,80.0,0.348918,3.0,1000.0,630.822387691,99.9956828753,9.73518673894,630.367304085,1118.28
544.045,626.205,19.5294117647,1000.0,-661.502,195.563,2964,627.846,13.756072372,0.0,1000.0,2964,53.0,0.357228,3.0,1000.0,626.718253318,99.9956828753,9.46133342391,626.220959754,978.168
544.062,620.823,21.0638297872,1000.0,-656.421,195.553,2965,622.475,16.1210899997,0.0,1000.0,2965,74.0,0.26994,3.0,1000.0,621.350324846,99.9956828753,9.10116011615,620.81049042,903.146
544.043,615.765,22.2391304348,1000.0,-650.957,195.533,2966,617.555,21.0684028641,0.0,1000.0,2966,113.0,0.613918,3.0,1000.0,616.33583972,99.9956828753,9.40732685404,615.765458395,1059.62
544.074,611.98,23.2558139535,1000.0,-646.869,195.524,2967,613.701,22.7923824721,0.0,1000.0,2967,99.0,0.0784811,3.0,1000.0,612.627720839,99.9956828753,8.72625322493,611.98420118,806.797
544.107,606.573,25.7894736842,1000.0,-640.71,195.538,2968,608.224,20.7379107392,0.0,1000.0,2968,87.0,0.333838,3.0,1000.0,607.246540385,99.9956828753,8.99709812844,606.570938079,895.718
544.13,601.681,25.5,1000.0,-636.213,195.513,2969,603.397,21.4557684551,0.0,1000.0,2969,92.0,0.0739057,3.0,1000.0,602.331621687,99.9956828753,8.87051585859,601.686728515,838.578
544.184,596.684,23.8571428571,1000.0,-630.539,195.433,2970,598.274,24.6688268957,0.0,1000.0,2970,104.0,0.768399,3.0,1000.0,597.219779396,99.9956828753,8.89087023644,596.67511675,864.843
544.193,594.451,20.387755102,1000.0,-626.565,195.488,2971,596.051,17.5764410116,0.0,1000.0,2971,67.0,0.79279,3.0,1000.0,594.894951993,99.9956828753,8.93315840421,594.447402375,811.745
544.268,590.707,24.375,1000.0,-621.923,195.503,2972,591.976,18.5777925223,0.0,1000.0,2972,69.0,0.771659,3.0,1000.0,590.960096873,99.9956828753,8.63726998157,590.700185082,806.838
544.342,584.067,19.6346153846,1000.0,-616.01,195.526,2973,585.388,13.9890463277,0.0,1000.0,2973,51.0,0.533617,3.0,1000.0,584.283509591,99.9956828753,9.30881914334,584.047525392,910.626
544.363,579.417,26.2894736842,1000.0,-612.037,195.54,2974,580.558,33.5016950826,0.0,1000.0,2974,184.0,0.791982,3.0,1000.0,579.610042839,99.9956828753,9.02485906501,579.421711752,910.593
544.42,575.731,21.7173913043,1000.0,-606.61,195.532,2975,576.881,18.6916198887,0.0,1000.0,2975,99.0,0.787917,3.0,1000.0,575.910282012,99.9956828753,8.42686623576,575.712645862,736.2
544.384,571.35,19.3461538462,1000.0,-602.481,195.565,2976,572.603,16.2975748731,0.0,1000.0,2976,69.0,0.576426,3.0,1000.0,571.54338139,99.9956828753,8.84168337397,571.372704796,799.802
544.395,565.965,19.1836734694,1000.0,-597.339,195.56,2977,567.168,19.5444793284,0.0,1000.0,2977,104.0,0.361099,3.0,1000.0,566.14047628,99.9956828753,8.69539237173,565.943619493,785.346
544.421,560.224,20.7843137255,843.583333333,-591.966,195.596,2978,561.385,14.6933541406,349.759788601,59.0,2978,80.0,0.387497,4.0,1000.0,560.34598405,91.0107360236,8.28896516313,560.197206743,701.485
544.429,557.201,23.6666666667,1000.0,-588.147,195.611,2979,558.544,18.0919169885,0.0,1000.0,2979,85.0,0.617297,3.0,1000.0,557.389268673,99.9956828753,9.49490602044,557.217653393,832.718
544.44,553.394,22.1555555556,117.941176471,-583.762,195.616,2980,554.651,22.0211570546,50.6067544762,49.0,2980,108.0,0.434256,4.0,264.0,553.584645664,65.4782733388,8.53985098553,553.393760908,747.825
544.448,548.496,20.5714285714,1000.0,-578.912,195.602,2981,549.77,16.939267266,0.0,1000.0,2981,56.0,0.461582,3.0,1000.0,548.626511182,99.9956828753,8.97652050041,548.456947921,839.067
544.468,544.595,20.914893617,1000.0,-575.407,195.648,2982,545.671,13.9890987759,0.0,1000.0,2982,66.0,0.342069,3.0,1000.0,544.751553345,99.9956828753,8.14294910135,544.59507706,627.61
544.46,541.22,22.3777777778,1000.0,-570.937,195.654,2983,542.431,16.9499772388,0.0,1000.0,2983,75.0,0.556184,4.0,1000.0,541.409714888,99.9956828753,8.60486304138,541.247458025,697.3
544.47,536.821,20.4489795918,1000.0,-566.268,195.676,2984,538.016,17.1214881392,0.0,1000.0,2984,92.0,0.527242,3.0,1000.0,536.978019321,99.9956828753,8.76678488567,536.808080582,753.242
544.516,533.717,19.92,432.76,-562.72,195.696,2985,534.846,16.3998048769,463.166603287,48.0,2985,81.0,0.525418,3.0,1000.0,533.859062744,65.2927911023,8.22315599343,533.707804703,662.195
544.504,528.517,25.8684210526,582.055555556,-557.045,195.725,2986,529.848,25.22652223,467.285479269,52.0,2986,123.0,0.669818,3.0,1000.0,528.675854177,75.5633233522,8.64607668493,528.511420505,739.798
544.514,524.624,19.6530612245,1000.0,-551.784,195.696,2987,525.703,16.0910052456,0.0,1000.0,2987,80.0,0.551211,3.0,1000.0,524.826322351,99.9956828753,7.89941611081,524.62079363,670.092
544.505,519.172,25.2619047619,1000.0,-547.078,195.702,2988,520.377,22.745025122,0.0,1000.0,2988,103.0,0.534305,3.0,1000.0,519.430608973,99.9956828753,8.10774529376,519.194917162,625.472
544.493,516.093,23.9756097561,1000.0,-543.118,195.726,2989,517.213,17.4837733898,0.0,1000.0,2989,87.0,0.550394,3.0,1000.0,516.27962189,99.9956828753,7.6939085047,516.066364903,643.627
544.472,511.759,27.3513513514,447.791666667,-539.13,195.704,2990,512.919,29.6403817098,466.728773769,47.0,2990,165.0,0.553572,3.0,1000.0,511.978193297,65.8028450377,7.70756033391,511.773688105,632.433
544.439,507.557,22.2045454545,1000.0,-535.411,195.707,2991,508.73,22.0336308499,0.0,1000.0,2991,135.0,0.603105,3.0,1000.0,507.744417603,99.9956828753,7.81051123062,507.561085407,595.056
544.419,503.264,20.7755102041,1000.0,-531.975,195.749,2992,504.539,18.6834700554,0.0,1000.0,2992,90.0,0.14896,3.0,1000.0,503.467256118,99.9956828753,8.49820494582,503.254291346,727.354
544.404,500.254,22.3111111111,1000.0,-528.414,195.765,2993,501.301,15.4801984228,0.0,1000.0,2993,88.0,0.482691,4.0,1000.0,500.44538944,99.9956828753,8.27127898507,500.241029006,644.907
544.376,498.039,17.75,48.7804878049,-524.856,195.761,2994,499.217,13.3044702477,3.47473245239,43.0,2994,52.0,0.581056,3.0,60.0,498.212686082,38.7163123409,8.11740139817,498.009347022,655.177
544.395,493.96,24.7317073171,55.6111111111,-521.188,195.761,2995,495.081,19.7965559831,20.7676000028,29.0,2995,85.0,0.709906,3.0,98.0,494.17851594,41.5481127928,7.43766477302,493.98664401,539.059
544.394,491.9,21.6304347826,171.375,-517.803,195.815,2996,493.155,17.9144812635,260.67151863,44.0,2996,105.0,0.770097,4.0,1000.0,492.152722264,53.0990561527,7.96141200352,491.898557539,608.527
544.395,488.487,23.6428571429,239.0,-515.157,195.796,2997,489.548,16.1552312456,369.197907955,51.0,2997,81.0,0.496135,4.0,1000.0,488.651072346,55.5620365206,7.54427334484,488.454593738,557.276
544.391,485.206,20.06,48.5825242718,-511.995,195.763,2998,486.422,15.1478183248,66.5956534154,36.0,2998,54.0,0.767412,3.0,1000.0,485.453000883,35.951696157,8.15200792785,485.217900265,612.496
544.432,481.724,19.568627451,1000.0,-508.428,195.76,2999,482.909,14.0632393863,0.0,1000.0,2999,60.0,0.476124,4.0,1000.0,481.97809508,99.9956828753,8.05474254454,481.721512682,575.589
544.459,478.587,21.5319148936,76.1515151515,-505.05,195.725,3000,479.718,20.7670474077,6.68386212125,59.0,3000,133.0,0.521017,4.0,91.0,478.88072991,53.3771428624,7.74404252835,478.578991931,581.174
544.476,476.304,23.5714285714,1000.0,-502.018,195.764,3001,477.572,16.5214764375,0.0,1000.0,3001,78.0,0.35757,4.0,1000.0,476.636201178,99.9956828753,8.00013777789,476.31200424,578.649
544.434,472.893,22.1333333333,582.5,-498.759,195.76,3002,474.071,23.5245498245,466.78477672,56.0,3002,133.0,0.322699,4.0,1000.0,473.190191799,75.8176090457,7.74370551037,472.896146169,578.638
544.453,469.615,22.6744186047,1000.0,-495.746,195.777,3003,470.721,20.457239499,0.0,1000.0,3003,111.0,0.239203,4.0,1000.0,469.88277813,99.9956828753,7.59267432922,469.610870249,543.547
544.445,467.444,30.0,1000.0,-493.189,195.768,3004,468.669,27.3366808089,0.0,1000.0,3004,115.0,0.488688,4.0,1000.0,467.695313624,99.9956828753,7.58014841147,467.428138789,579.06
544.422,464.399,23.2045454545,51.6340206186,-490.205,195.767,3005,465.695,19.8203058703,1.98059590106,48.0,3005,87.0,0.819037,3.0,58.0,464.703207935,40.473079411,7.79386462193,464.407073952,566.049
544.433,461.436,22.4772727273,784.538461538,-486.7,195.775,3006,462.681,21.4947019227,393.385427634,60.0,3006,114.0,0.285806,4.0,1000.0,461.688937839,88.1317928549,7.5785885681,461.423752855,557.093
544.458,458.128,24.512195122,688.6,-483.1,195.76,3007,459.565,18.9673942966,440.427792039,53.0,3007,87.0,0.495619,4.0,1000.0,458.498662687,82.6982409788,7.58741005762,458.117293436,528.968
544.495,455.673,25.175,915.181818182,-481.054,195.743,3008,457.031,19.7267426353,268.21864154,67.0,3008,80.0,0.0771839,3.0,1000.0,456.070436908,95.3598412843,7.90927675552,455.663436772,586.017
544.446,453.195,17.5438596491,1000.0,-477.821,195.75,3009,454.514,13.3798358045,0.0,1000.0,3009,70.0,0.628383,3.0,1000.0,453.588994671,99.9956828753,7.98010904503,453.201867917,586.445
544.435,450.062,22.0666666667,1000.0,-475.217,195.788,3010,451.358,20.2664473672,0.0,1000.0,3010,120.0,0.67494,3.0,1000.0,450.328348179,99.9956828753,7.99143872848,450.066146427,595.757
544.424,448.569,28.1142857143,1000.0,-472.803,195.78,3011,449.637,22.5778291106,0.0,1000.0,3011,105.0,0.771073,4.0,1000.0,448.73521983,99.9956828753,7.07597013854,448.520130836,455.217
544.409,446.094,28.1666666667,301.657142857,-469.573,195.802,3012,447.36,34.4967792377,410.925084786,49.0,3012,209.0,0.793704,3.0,1000.0,446.316653117,59.197618372,7.96271802179,446.113271492,513.735
544.372,441.435,21.7608695652,1000.0,-466.209,195.831,3013,442.709,21.3960426884,0.0,1000.0,3013,108.0,0.547338,3.0,1000.0,441.710042064,99.9956828753,7.76710864866,441.448426879,503.672
544.349,439.715,21.4444444444,1000.0,-463.544,195.847,3014,441.014,19.3580939782,0.0,1000.0,3014,102.0,0.402768,3.0,1000.0,439.990929795,99.9956828753,8.04612458235,439.692729468,553.551
544.342,437.157,22.619047619,1000.0,-460.81,195.852,3015,438.328,17.6243235344,0.0,1000.0,3015,76.0,0.534439,4.0,1000.0,437.440492647,99.9956828753,7.42471981613,437.153733026,465.171
544.342,433.07,20.9423076923,1000.0,-457.172,195.864,3016,434.187,18.780527417,0.0,1000.0,3016,97.0,0.44394,3.0,1000.0,433.416987929,99.9956828753,7.21666842851,433.090746138,448.881
544.353,431.235,26.2631578947,1000.0,-455.036,195.848,3017,432.369,26.2003256413,0.0,1000.0,3017,143.0,0.493909,4.0,1000.0,431.527955007,99.9956828753,7.38102738727,431.230997485,477.251
544.351,428.467,23.9268292683,1000.0,-451.421,195.867,3018,429.622,24.9500869972,0.0,1000.0,3018,152.0,0.815642,3.0,1000.0,428.736609769,99.9956828753,7.65590322118,428.461628779,534.781
544.364,425.093,24.0731707317,531.75,-447.981,195.915,3019,426.431,20.4347745742,468.267645156,53.0,3019,79.0,0.820414,4.0,1000.0,425.408177843,73.5414370277,7.7708892962,425.095085719,506.717
544.405,421.647,22.7777777778,507.380952381,-443.931,195.932,3020,422.784,18.6760558397,469.739489727,48.0,3020,96.0,0.812993,3.0,1000.0,421.890131253,71.087744259,7.10414451361,421.628370494,459.577
544.406,417.222,26.0256410256,645.8125,-439.24,195.932,3021,418.512,23.2968438266,457.268550574,51.0,3021,111.0,0.799622,3.0,1000.0,417.556188743,78.4924476967,7.38400377125,417.215087742,476.09
544.44,413.682,20.3673469388,1000.0,-435.599,195.956,3022,414.857,17.6284717264,0.0,1000.0,3022,69.0,0.690885,2.0,1000.0,414.004943365,99.9956828753,6.86012606287,413.674366725,439.149
544.436,411.415,30.0606060606,1000.0,-432.692,195.977,3023,412.691,25.913538516,0.0,1000.0,3023,104.0,0.816064,3.0,1000.0,411.825471379,99.9956828753,7.16837756243,411.432568936,462.756
544.429,407.846,24.6097560976,1000.0,-429.462,195.988,3024,409.092,22.666057194,0.0,1000.0,3024,102.0,0.186039,3.0,1000.0,408.206946767,99.9956828753,6.98094702487,407.812931802,440.455
544.436,405.14,23.7142857143,1000.0,-427.133,196.034,3025,406.299,33.8985079839,0.0,1000.0,3025,170.0,0.647407,3.0,1000.0,405.510087017,99.9956828753,6.76542816598,405.14655567,413.747
544.421,401.381,22.7906976744,1000.0,-422.912,196.055,3026,402.569,24.0837281163,0.0,1000.0,3026,125.0,0.828086,4.0,1000.0,401.716015404,99.9956828753,6.93837814559,401.376934791,464.98
544.415,399.104,26.2564102564,1000.0,-420.737,196.076,3027,400.25,22.6021532316,0.0,1000.0,3027,95.0,0.8164,4.0,1000.0,399.355157046,99.9956828753,6.9375164663,399.093765283,454.683
544.375,396.39,24.3170731707,1000.0,-417.566,196.113,3028,397.378,24.2270147788,0.0,1000.0,3028,109.0,0.83409,3.0,1000.0,396.620003972,99.9956828753,6.82455101112,396.398564762,435.842
544.384,393.732,24.55,1000.0,-414.877,196.149,3029,394.832,26.953617568,0.0,1000.0,3029,160.0,0.743812,3.0,1000.0,393.934983039,99.9956828753,7.45099547484,393.726085374,510.082
544.39,390.983,28.2222222222,1000.0,-411.647,196.093,3030,391.931,32.8837270724,0.0,1000.0,3030,156.0,0.679392,5.0,1000.0,391.149980658,99.9956828753,6.83170899601,390.974509168,406.238
544.39,388.821,25.0769230769,1000.0,-408.836,196.083,3031,389.829,27.1221213672,0.0,1000.0,3031,164.0,0.593213,4.0,1000.0,388.988984382,99.9956828753,6.95080807152,388.820017057,395.186
544.414,386.139,29.303030303,1000.0,-406.098,196.088,3032,387.074,32.7464870644,0.0,1000.0,3032,144.0,0.028966,3.0,1000.0,386.288739993,99.9956828753,6.52353144779,386.114340392,363.187
544.438,382.833,31.696969697,1000.0,-402.684,196.051,3033,383.971,28.1849786432,0.0,1000.0,3033,143.0,0.07841,4.0,1000.0,383.05677735,99.9956828753,6.84306191993,382.838837403,393.762
544.377,380.721,25.358974359,62.53125,-400.267,196.06,3034,381.713,21.4099032675,74.4748214059,46.0,3034,88.0,0.820789,4.0,1000.0,380.940376174,43.7017656434,6.30083455769,380.708032045,353.235
544.378,376.69,30.4242424242,1000.0,-396.416,196.072,3035,377.76,23.0704196058,0.0,1000.0,3035,83.0,0.832331,5.0,1000.0,376.989363675,99.9956828753,6.73646724021,376.70638368,366.704
544.388,373.939,23.3720930233,1000.0,-393.06,196.072,3036,375.064,21.4270240756,0.0,1000.0,3036,120.0,0.57331,4.0,1000.0,374.347368878,99.9956828753,6.79541659714,373.928269806,397.589
544.388,371.029,21.2127659574,1000.0,-389.869,196.041,3037,372.367,18.4240085853,0.0,1000.0,3037,74.0,0.703375,3.0,1000.0,371.466505361,99.9956828753,6.94257043315,371.021207573,377.84
544.4,368.99,24.119047619,1000.0,-388.123,196.082,3038,370.099,16.5604266982,0.0,1000.0,3038,65.0,0.724182,4.0,1000.0,369.382320249,99.9956828753,6.60491466211,368.991456346,373.702
544.373,365.967,28.6857142857,1000.0,-385.489,196.092,3039,367.029,30.7225105267,0.0,1000.0,3039,168.0,0.846698,3.0,1000.0,366.287667665,99.9956828753,6.75805713138,365.953241355,363.646
544.386,364.082,22.4186046512,1000.0,-383.208,196.097,3040,365.235,22.7506530018,0.0,1000.0,3040,121.0,0.762816,3.0,1000.0,364.404665645,99.9956828753,6.99427929285,364.066757001,369.019
544.4,361.034,23.4772727273,1000.0,-379.005,196.101,3041,362.177,17.1085951769,0.0,1000.0,3041,67.0,0.565337,6.0,1000.0,361.425990142,99.9956828753,7.05155870646,361.049033966,399.841
544.381,358.106,19.8571428571,1000.0,-375.933,196.108,3042,359.251,13.6366852158,0.0,1000.0,3042,59.0,0.343121,3.0,1000.0,358.490408376,99.9956828753,6.43319330699,358.08842841,331.563
544.403,355.281,30.0294117647,915.909090909,-373.1,196.118,3043,356.426,25.5118026828,265.918803241,75.0,3043,123.0,0.809246,3.0,1000.0,355.651890381,95.7180149631,6.62006679782,355.277952935,349.826
544.418,352.528,24.3902439024,680.333333333,-370.791,196.11,3044,353.586,21.1243450454,286.212663747,226.0,3044,101.0,0.541654,3.0,1000.0,352.802284002,98.5753086907,7.14209465112,352.533396793,406.27
544.473,349.71,20.4897959184,1000.0,-367.783,196.12,3045,350.719,14.7553137422,0.0,1000.0,3045,58.0,0.555008,3.0,1000.0,349.970969024,99.9956828753,6.78591226046,349.708949004,368.57
544.492,347.11,19.9791666667,1000.0,-364.305,196.143,3046,348.199,18.1159340353,0.0,1000.0,3046,101.0,0.659584,3.0,1000.0,347.396811601,99.9956828753,6.8759213276,347.101675767,377.218
544.504,344.988,20.8,1000.0,-361.701,196.155,3047,346.026,15.9122594247,0.0,1000.0,3047,62.0,0.647164,4.0,1000.0,345.28053559,99.9956828753,6.39876362541,344.972930155,325.025
544.542,341.629,21.0208333333,817.769230769,-358.401,196.1,3048,342.691,18.0675694539,343.727117582,31.0,3048,85.0,0.724087,3.0,1000.0,341.891431078,92.4755663992,6.64571285475,341.640010819,344.723
544.576,338.612,23.4761904762,211.020408163,-355.074,196.059,3049,339.695,22.8246296535,120.90905501,62.0,3049,128.0,0.67749,2.0,687.0,338.859002108,81.5277743265,6.20878411492,338.609947849,316.284
544.588,335.647,14.8208955224,92.7314814815,-352.511,196.068,3050,336.714,13.4018548205,22.8183675535,32.0,3050,65.0,0.749638,3.0,211.0,335.903179265,59.6153484242,6.74433737633,335.642781755,360.637
544.613,332.861,23.8571428571,116.288888889,-348.679,196.069,3051,333.937,18.0443520099,276.123854837,24.0,3051,92.0,0.490102,3.0,1000.0,333.218502112,32.4600850125,6.33008885354,332.863625337,311.674
544.66,330.425,16.6551724138,114.863636364,-346.094,196.076,3052,331.545,11.9446304834,16.0780636966,58.0,3052,57.0,0.498657,3.0,146.0,330.759974525,68.0341157231,6.88052950189,330.421628616,393.648
544.665,328.981,18.4210526316,1000.0,-345.34,196.113,3053,329.985,17.0941124249,0.0,1000.0,3053,92.0,0.266807,3.0,1000.0,329.336625062,99.9956828753,6.16448176959,328.985016054,316.035
544.739,325.463,21.3404255319,325.333333333,-340.245,196.132,3054,326.563,16.9596223811,444.869246481,27.0,3054,97.0,0.215524,3.0,1000.0,325.846805801,49.4463085987,7.0835530855,325.455100659,404.816
544.83,322.741,18.3518518519,153.802816901,-337.211,196.105,3055,323.8,20.9798469502,322.409442236,27.0,3055,144.0,0.741812,2.0,1000.0,323.161845699,36.012086455,8.35092039413,322.721364754,549.556
544.864,317.793,19.78,31.5031446541,-332.938,196.118,3056,319.184,14.1552675708,2.36157450365,26.0,3056,66.0,0.866623,4.0,38.0,318.472279899,27.1185276461,9.17542984901,317.782506037,626.671
544.842,314.215,18.4727272727,515.85,-330.343,196.113,3057,315.515,11.6179399605,484.152690274,28.0,3057,45.0,0.700368,3.0,1000.0,315.108934648,63.6297729303,8.62260541737,314.204857328,519.179
544.838,312.4,21.2553191489,678.4,-328.0,196.135,3058,313.693,22.4133965308,453.130268245,33.0,3058,113.0,0.723806,3.0,1000.0,313.255542604,77.1326050261,7.74264257311,312.385188053,400.422
544.752,310.179,21.2826086957,1000.0,-325.706,196.148,3059,311.477,23.4628874789,0.0,1000.0,3059,118.0,0.818776,3.0,1000.0,310.822662465,99.9956828753,7.32752744743,310.177294561,349.401
544.693,307.283,24.0975609756,1000.0,-323.229,196.158,3060,308.483,21.157717704,0.0,1000.0,3060,104.0,0.820814,4.0,1000.0,307.88620999,99.9956828753,6.74469222944,307.282686447,301.252
544.684,305.891,23.2727272727,1000.0,-321.333,196.16,3061,307.07,27.7990873267,0.0,1000.0,3061,163.0,0.789986,3.0,1000.0,306.359355309,99.9956828753,6.8333518677,305.885580949,314.342
544.625,303.475,24.25,1000.0,-319.443,196.159,3062,304.75,24.9747372359,0.0,1000.0,3062,127.0,0.742225,3.0,1000.0,303.909465311,99.9956828753,7.17054857818,303.476109014,326.262
544.582,301.889,30.5882352941,1000.0,-318.079,196.152,3063,303.088,22.0589019606,0.0,1000.0,3063,77.0,0.553186,3.0,1000.0,302.29128632,99.9956828753,6.80039549041,301.877564216,300.433
544.526,301.025,27.6285714286,1000.0,-317.025,196.145,3064,302.025,30.4209380097,0.0,1000.0,3064,137.0,0.654999,4.0,1000.0,301.315331956,99.9956828753,6.78879335841,301.021339038,297.327
544.469,299.637,34.2,1000.0,-314.966,196.141,3065,300.694,27.6735734351,0.0,1000.0,3065,99.0,0.669001,4.0,1000.0,299.935876207,99.9956828753,6.79476940708,299.638257204,302.905
544.436,297.887,21.8695652174,77.2230769231,-312.962,196.13,3066,298.99,17.9983196023,1.60415510767,74.0,3066,75.0,0.563063,4.0,83.0,298.230593862,53.975140066,6.47506893581,297.881647745,288.9
544.4,295.21,27.8888888889,939.363636364,-309.927,196.155,3067,296.323,20.1945781747,191.749018121,333.0,3067,77.0,0.529765,3.0,1000.0,295.630567674,99.6760921864,6.51863887584,295.215352401,299.121
544.384,294.334,21.9333333333,107.688172043,-308.907,196.158,3068,295.528,22.6778403832,9.54443878457,88.0,3068,125.0,0.667686,3.0,134.0,294.784714728,65.9656803691,6.60711498434,294.315508639,284.503
544.366,291.555,29.3823529412,1000.0,-305.94,196.178,3069,292.841,25.4038147968,0.0,1000.0,3069,104.0,0.780139,4.0,1000.0,292.122282651,99.9956828753,6.571855052,291.553337735,291.818
544.387,288.445,31.0,108.591397849,-302.752,196.186,3070,289.66,23.8130741401,4.13023615961,101.0,3070,100.0,0.417451,3.0,122.0,289.013568809,66.3964311433,6.4386057106,288.442324787,295.85
544.366,286.945,40.9565217391,1000.0,-300.52,196.18,3071,288.248,42.5364071794,0.0,1000.0,3071,158.0,0.649304,3.0,1000.0,287.606272687,99.9956828753,6.05569534532,286.949579031,265.078
544.387,285.101,38.6296296296,1000.0,-298.501,196.177,3072,286.499,39.3777039266,0.0,1000.0,3072,177.0,0.580235,3.0,1000.0,285.826662176,99.9956828753,6.12954348105,285.0805769,273.239
544.376,281.989,28.3888888889,1000.0,-296.359,196.163,3073,283.497,28.9398588818,0.0,1000.0,3073,140.0,0.775116,3.0,1000.0,282.816876611,99.9956828753,6.37950466973,281.988994813,290.635
544.41,280.711,26.8888888889,120.0,-294.59,196.182,3074,282.192,23.615881871,12.896104986,93.0,3074,98.0,0.614894,6.0,159.0,281.53432108,69.8177169792,6.47254288038,280.698895537,333.11
544.399,278.535,28.9722222222,1000.0,-292.522,196.161,3075,280.146,29.9132877489,0.0,1000.0,3075,143.0,0.776619,3.0,1000.0,279.403213179,99.9956828753,6.42296313516,278.521517266,303.346
544.424,277.467,24.725,298.657142857,-290.623,196.172,3076,278.896,24.9158458616,166.351425406,106.0,3076,137.0,0.800656,3.0,777.0,278.297521148,88.3395945826,5.89342596693,277.475785099,245.196
544.438,275.14,25.35,80.664,-289.129,196.193,3077,276.559,17.6260460682,4.72092194386,71.0,3077,64.0,0.651706,3.0,102.0,275.831667912,55.4961573521,6.03886116486,275.121452553,263.866
544.432,273.964,33.8620689655,70.5070422535,-287.674,196.177,3078,275.313,35.8480741924,28.9513303299,54.0,3078,179.0,0.835187,3.0,266.0,274.5452556,49.2862313781,6.24747490345,273.968549489,272.725
544.483,272.572,35.25,833.0,-286.669,196.179,3079,273.817,35.0179800755,248.887679332,314.0,3079,178.0,0.770061,5.0,1000.0,273.041774061,99.456222016,5.83586529277,272.573349376,232.742
544.464,271.49,32.2413793103,1000.0,-285.283,196.131,3080,272.591,32.9457811358,0.0,1000.0,3080,155.0,0.804179,4.0,1000.0,271.879719346,99.9956828753,6.0326859119,271.492541958,264.753
544.466,270.13,43.4,1000.0,-284.172,196.117,3081,271.168,32.432082881,0.0,1000.0,3081,129.0,0.7637,3.0,1000.0,270.46405999,99.9956828753,5.76450706507,270.131885925,225.709
544.498,269.132,31.3870967742,94.0841121495,-282.478,196.06,3082,270.151,25.4503658879,17.8844272547,81.0,3082,99.0,0.669719,5.0,214.0,269.485832843,60.6536535616,5.75013066932,269.140168698,228.715
544.443,267.382,35.5357142857,1000.0,-281.119,196.06,3083,268.487,30.2211871551,0.0,1000.0,3083,129.0,0.749141,3.0,1000.0,267.721873879,99.9956828753,6.15883263728,267.367083309,267.216
544.478,266.91,27.1578947368,389.076923077,-280.592,196.017,3084,267.844,24.3554017739,222.55749872,131.0,3084,104.0,0.721413,3.0,1000.0,267.209868198,92.9208491265,6.03598970812,266.909445701,240.114
544.471,266.174,37.24,1000.0,-279.698,196.015,3085,267.137,27.9217191448,0.0,1000.0,3085,126.0,0.758347,4.0,1000.0,266.500179001,99.9956828753,5.97321938161,266.159347235,231.034
544.483,264.573,36.0666666667,157.3125,-278.334,195.969,3086,265.597,29.8506653564,69.8612184531,85.0,3086,97.0,0.761841,4.0,397.0,264.921125467,75.5765557169,5.9450529025,264.578182852,242.378
544.494,264.404,33.2333333333,1000.0,-277.331,195.961,3087,265.451,33.1920505878,0.0,1000.0,3087,137.0,0.771852,2.0,1000.0,264.734352921,99.9956828753,6.22624260747,264.406719856,246.6
544.473,263.51,34.1724137931,1000.0,-277.037,195.969,3088,264.501,29.6869516972,0.0,1000.0,3088,112.0,0.70188,5.0,1000.0,263.846613827,99.9956828753,6.14909913509,263.501513951,241.912
