MaxEsReturn,AverageQ,AverageDiscountedReturn,StdReturn,AverageAction,AverageY,QFunRegParamNorm,MinEsReturn,AveragePolicySurr,AverageReturn,StdEsReturn,Epoch,AverageQLoss,Iteration,AverageAbsQ,PolicyRegParamNorm,AverageAbsY,AverageEsReturn,MaxReturn,AverageAbsQYDiff,MinReturn
-200.138621229,1.66927,-69.8401756347,69.4663965621,0.983456,1.66975347446,12.5673,-200.138621229,-1.71026,-808.634417477,0.0,19,0.0081046,19,1.66927,18.2178,1.66986028085,-200.138621229,-647.113907474,0.0567598294059,-879.135677938
-443.055056793,1.65039,-20.0613490456,18.0028067967,0.975285,1.65072686744,12.8345,-443.055056793,-1.69469,-212.727423339,0.0,20,0.00710359,20,1.65039,18.5426,1.65079579621,-443.055056793,-188.818917556,0.0536506067765,-246.322882145
-276.10097901,1.63951,-33.5310293701,19.6940482886,0.980142,1.63982918397,13.1592,-276.10097901,-1.67869,-516.995483916,0.0,21,0.00627247,21,1.63951,19.0736,1.63991956024,-276.10097901,-463.272779336,0.050966517283,-538.29137875
-238.094887443,1.61922,-48.6319278825,47.1148177699,0.94562,1.61960281169,13.4977,-238.094887443,-1.65744,-643.28230378,0.0,22,0.0059562,22,1.61922,19.5624,1.61967135485,-238.094887443,-584.241369515,0.0505083984649,-737.615903087
-302.145072354,1.59807,-55.9019881415,57.5223573833,0.930009,1.59841529414,13.9659,-302.145072354,-1.64219,-487.294903024,0.0,23,0.00800311,23,1.59807,19.9081,1.5985492828,-302.145072354,-369.547295698,0.0537917535166,-583.797311911
-416.649081645,1.59059,-39.6344497819,30.6236974236,0.857686,1.59094087727,14.4235,-416.649081645,-1.63278,-378.981725685,0.0,24,0.00725485,24,1.59059,20.1682,1.59103694263,-416.649081645,-311.891705992,0.053536317549,-434.82703989
-362.135134334,1.57352,-2.31152494228,12.9907117566,0.804901,1.57384813949,14.879,-362.135134334,-1.61887,-49.9513807768,0.0,25,0.00727982,25,1.57352,20.412,1.57394005911,-362.135134334,-35.4745595912,0.0529786782183,-78.6773107684
-241.679734071,1.56828,-8.39815491339,34.703271198,0.766898,1.56852195431,15.3192,-241.679734071,-1.61918,-187.309590577,0.0,26,0.00690525,26,1.56828,20.7034,1.5686051599,-241.679734071,-133.549382031,0.052449610993,-242.407174293
-178.368325762,1.56477,3.91466929025,18.2913222549,0.673272,1.56511310303,15.8135,-178.368325762,-1.61784,-99.4667262045,0.0,27,0.00680561,27,1.56477,21.0677,1.56519206394,-178.368325762,-75.6093211432,0.0532391553408,-127.589735733
-198.094211526,1.56678,9.25086714339,16.2948653234,0.711417,1.56692353721,16.3135,-198.094211526,-1.61887,22.4078086763,0.0,28,0.00673642,28,1.56678,21.5038,1.56700537322,-198.094211526,52.4781296025,0.0528167742747,-7.72387673027
-147.521464959,1.56877,12.2818321107,31.479902021,0.64673,1.56907170815,16.7572,-147.521464959,-1.62317,22.8669811096,0.0,29,0.00657885,29,1.56877,21.875,1.56916260338,-147.521464959,86.1313854572,0.0536114435658,-22.8759320004
-110.533890269,1.57339,13.1976013445,28.2206964619,0.719146,1.57368893553,17.202,-110.533890269,-1.62625,-5.76386837159,0.0,30,0.0068817,30,1.57339,22.1708,1.57376609288,-110.533890269,28.5273114999,0.0535872677909,-68.0492630906
-2.91296364961,1.57464,8.78466710065,42.7227005797,0.741198,1.57481283989,17.6198,-2.91296364961,-1.62848,72.3627386676,0.0,31,0.00711428,31,1.57464,22.7182,1.57488674852,-2.91296364961,159.503320962,0.0540137816143,17.3949574203
4.10887569904,1.58256,8.42099108959,56.3990709266,0.771277,1.58291054345,18.0284,4.10887569904,-1.63746,41.5509038772,0.0,32,0.00693165,32,1.58256,23.17,1.58298846977,4.10887569904,132.562470763,0.0544481605931,-30.891982435
5.10822926165,1.58705,21.5963109627,71.8832505942,0.863981,1.58728019738,18.4548,5.10822926165,-1.64643,77.6094392928,0.0,33,0.00777104,33,1.58705,23.6134,1.58738615474,5.10822926165,159.576642227,0.0567861932135,-85.0051043044
57.0069528889,1.6068,19.1567752877,60.1084516031,0.841021,1.60718847707,18.8741,57.0069528889,-1.67133,40.7737199532,0.0,34,0.00763054,34,1.6068,24.0067,1.60725371416,57.0069528889,116.470363198,0.0578238587194,-61.1484999889
165.719776913,1.62723,16.7655136718,68.1402053517,0.847555,1.62746676906,19.2475,165.719776913,-1.69492,85.5079721102,0.0,35,0.00698866,35,1.62723,24.4669,1.6275020985,165.719776913,168.691323646,0.0574637529847,-28.1736371012
148.102314299,1.64972,50.5190317062,44.1508255049,0.830176,1.65002689272,19.6426,148.102314299,-1.71899,423.636286919,0.0,36,0.00835598,36,1.64972,24.8402,1.65011740964,148.102314299,493.611447055,0.0597485074893,347.399052581
178.532271019,1.68107,33.5940093072,125.48071784,0.826063,1.68149009139,20.0419,178.532271019,-1.75649,359.899018903,0.0,37,0.00993721,37,1.68107,25.3172,1.68158020591,178.532271019,492.067199931,0.0622924318092,115.494892747
172.285698238,1.71636,36.4005957466,206.214363816,0.841224,1.71661856267,20.3824,172.285698238,-1.79028,256.369039486,0.0,38,0.00888296,38,1.71636,25.7808,1.71669280501,172.285698238,470.64592267,0.0624785008566,-234.138959153
273.657400879,1.75215,16.5794221152,292.411215605,0.821025,1.75254061704,20.6634,273.657400879,-1.83056,41.4836408942,0.0,39,0.00887069,39,1.75215,26.1473,1.75261050007,273.657400879,365.597595132,0.0615966743503,-643.181395471
341.301263308,1.79415,41.2580621325,43.1569110777,0.82798,1.79456609039,21.0541,341.301263308,-1.87187,403.800501745,0.0,40,0.00889844,40,1.79415,26.4953,1.79462052638,341.301263308,485.165096164,0.0618434389229,331.597013151
205.34834685,1.83476,7.5771021215,295.496061233,0.855248,1.83518643093,21.3272,205.34834685,-1.90972,11.4510771511,0.0,41,0.00921562,41,1.83476,26.7676,1.83524053816,205.34834685,292.33877407,0.0614712975051,-529.618951408
271.88212958,1.86361,8.53951261441,345.935649671,0.781863,1.86400462894,21.6246,271.88212958,-1.93618,206.325216721,0.0,42,0.00866463,42,1.86361,27.1484,1.86404165201,271.88212958,508.335133926,0.0618285683625,-542.268001024
147.498416981,1.90386,16.5494670153,291.476702225,0.860958,1.90421673845,22.0069,147.498416981,-1.97426,-170.228826916,0.0,43,0.0102954,43,1.90386,27.4463,1.90429371634,147.498416981,311.484011934,0.0634094223012,-655.270123463
299.058761343,1.94331,17.8525162625,249.34349181,0.872005,1.9437159125,22.2877,299.058761343,-2.01699,-234.472220392,0.0,44,0.00881527,44,1.94331,27.7429,1.94375298524,299.058761343,213.731384854,0.0623325290545,-660.073852897
239.812420835,1.9787,12.2287397308,263.005691089,0.811997,1.97905540875,22.6297,239.812420835,-2.05025,-53.7394780491,0.0,45,0.0112866,45,1.9787,28.0881,1.97914375549,239.812420835,330.449783812,0.06487316133,-487.706047345
263.542845683,2.00636,21.1922053978,311.432353781,0.817652,2.00671752694,22.9399,263.542845683,-2.07664,-355.887368404,0.0,46,0.0107956,46,2.00636,28.3553,2.0067991345,263.542845683,362.749050707,0.0649534956248,-669.149404052
373.214632398,2.05117,32.8989702177,372.728156447,0.818637,2.05166829668,23.2526,373.214632398,-2.12064,-292.146869932,0.0,47,0.0137748,47,2.05117,28.6861,2.05176526863,373.214632398,390.312953667,0.0696675126646,-684.170656337
278.604303798,2.08992,38.845156049,345.878382536,0.817966,2.09048640767,23.5508,278.604303798,-2.16052,301.772731556,0.0,48,0.0116539,48,2.08992,28.9232,2.09054441395,278.604303798,564.421964558,0.0682331011393,-494.569361671
321.933082377,2.13607,51.0317544283,287.944294979,0.820266,2.13642089506,23.8495,321.933082377,-2.20341,327.033476681,0.0,49,0.0114596,49,2.13607,29.2335,2.13649796125,321.933082377,670.304324431,0.0668772020412,-187.52017225
347.557749341,2.17252,21.4143372061,186.688084763,0.804806,2.172937904,24.1853,347.557749341,-2.2446,-352.656643047,0.0,50,0.0119805,50,2.17252,29.5574,2.17299161329,347.557749341,171.772362955,0.0687165929942,-513.095940846
371.424307119,2.21388,30.601104781,425.429217357,0.841941,2.21439964808,24.4611,371.424307119,-2.2876,-46.4988469498,0.0,51,0.0132382,51,2.21388,29.7182,2.21447885931,371.424307119,547.85928206,0.069366497224,-641.773765908
290.300257227,2.25453,44.1227904975,547.140738306,0.85506,2.25491314767,24.7621,290.300257227,-2.32857,188.539600516,0.0,52,0.0144593,52,2.25453,29.9701,2.25500290189,290.300257227,658.802853456,0.0710134594957,-710.481312255
384.068797506,2.29871,11.8761386813,372.704040683,0.851615,2.29926715432,25.0397,384.068797506,-2.37335,37.4971380137,0.0,53,0.0125652,53,2.29871,30.2697,2.29931246257,384.068797506,411.585126344,0.0700111368501,-517.900004532
347.661363004,2.3484,50.5589805171,450.849324565,0.854346,2.34879973646,25.3849,347.661363004,-2.42369,329.861800319,0.0,54,0.0127112,54,2.3484,30.4618,2.34883055699,347.661363004,708.55136935,0.0707667211727,-468.926435447
361.843755432,2.3972,67.5633246676,173.612400084,0.83088,2.39757985154,25.6984,361.843755432,-2.47442,658.739470707,0.0,55,0.0141458,55,2.3972,30.654,2.39762751245,361.843755432,777.505755239,0.0721801788514,154.114972097
426.847680208,2.4482,13.5770825034,432.522461994,0.73719,2.44871352689,25.9177,426.847680208,-2.52595,273.714585841,0.0,56,0.013572,56,2.4482,30.8763,2.44877059775,426.847680208,820.548823268,0.0716835214517,-305.152819725
474.292106659,2.4973,72.8000185587,50.6074277635,0.765823,2.49778193637,26.1862,474.292106659,-2.57502,707.349542826,0.0,57,0.0125459,57,2.4973,31.0187,2.49781808289,474.292106659,827.485796738,0.0700616625679,646.169399807
453.379205756,2.545,62.4656773319,395.065834358,0.83456,2.54535503112,26.4591,453.379205756,-2.61862,699.406372412,0.0,58,0.0153997,58,2.545,31.2701,2.5454398377,453.379205756,918.766928464,0.0725703515602,-468.864583163
511.336092422,2.59953,58.311301949,322.623762871,0.809039,2.60001837035,26.7468,511.336092422,-2.6734,743.583143601,0.0,59,0.0143984,59,2.59953,31.5092,2.6000655962,511.336092422,931.045532492,0.0726803913143,-206.289687023
538.303409313,2.64494,67.9890454011,23.8829937732,0.806186,2.64549663205,27.0497,538.303409313,-2.72198,787.352436825,0.0,60,0.0155364,60,2.64494,31.7414,2.64555272374,538.303409313,818.893422363,0.0733716184599,741.967715303
432.538022497,2.69621,74.7330172598,63.4340420237,0.851621,2.69664355933,27.32,432.538022497,-2.77269,944.862992781,0.0,61,0.0165138,61,2.69621,31.9207,2.69670509515,432.538022497,1025.18486993,0.0751414742963,803.145342604
481.901778831,2.75397,35.7262805776,212.629130732,0.862293,2.75440400471,27.5541,481.901778831,-2.83568,415.814364013,0.0,62,0.0146848,62,2.75397,32.0661,2.75446228013,481.901778831,654.049499627,0.0737819108422,-89.9968391108
566.918455193,2.8085,69.8435259174,102.692957962,0.880529,2.80884478991,27.8218,566.918455193,-2.89159,930.680740215,0.0,63,0.0163669,63,2.8085,32.2557,2.80890534928,566.918455193,1025.92486895,0.0755767331255,645.266613076
510.344953057,2.8752,70.4847429663,250.731908969,0.800514,2.87571262017,28.1195,510.344953057,-2.96281,895.217118466,0.0,64,0.017176,64,2.8752,32.4357,2.87578871293,510.344953057,1076.2815891,0.0773936801734,337.189098014
549.110623977,2.94277,59.4965561692,67.0095981816,0.810703,2.9432876792,28.3997,549.110623977,-3.03234,833.110634401,0.0,65,0.0185909,65,2.94277,32.6237,2.94332361273,549.110623977,894.892827758,0.0800111343095,687.896174583
554.884850607,3.0139,82.5174489034,51.3941921038,0.874005,3.0146153595,28.6506,554.884850607,-3.10373,922.911273368,0.0,66,0.0179882,66,3.0139,32.8279,3.01467601486,554.884850607,986.438788787,0.0794032931289,798.075901252
551.789801768,3.07675,86.4174194836,41.8760992069,0.921591,3.07725873624,28.987,551.789801768,-3.16659,1015.41484398,0.0,67,0.0193708,67,3.07675,33.0327,3.0773194171,551.789801768,1055.78997856,0.0802601643264,912.94829268
586.01489491,3.14257,85.9598977067,23.1450635188,0.882696,3.14312913382,29.2296,586.01489491,-3.23356,1051.32935472,0.0,68,0.0197394,68,3.14257,33.1813,3.1431780682,586.01489491,1103.29449676,0.0808298558628,1022.37992596
606.68317445,3.2117,30.1205480246,285.58838978,0.829775,3.21221396828,29.4963,606.68317445,-3.30224,660.870915371,0.0,69,0.0231112,69,3.2117,33.3559,3.21226926343,606.68317445,980.907405449,0.0829303051358,-75.4260486879
532.013784058,3.2792,63.4719463331,57.2351876989,0.856545,3.27976652948,29.7885,532.013784058,-3.36753,727.899885187,0.0,70,0.0195152,70,3.2792,33.5527,3.27981340933,532.013784058,831.574139176,0.0823072320787,666.735284967
491.535974557,3.34194,84.5817436957,54.0589190742,0.857749,3.34237721571,29.9954,491.535974557,-3.43075,1016.21033666,0.0,71,0.0229122,71,3.34194,33.7515,3.34243570827,491.535974557,1072.21531022,0.0832945212949,917.931128672
606.821071766,3.41537,93.9983912665,36.9212180855,0.834675,3.41597927816,30.245,606.821071766,-3.50704,1147.92048494,0.0,72,0.0217854,72,3.41537,33.8997,3.41602037421,606.821071766,1205.45014319,0.083203394763,1098.27809639
497.403393242,3.48433,80.4573429975,56.430691371,0.845159,3.48490904976,30.5182,497.403393242,-3.579,1126.0742787,0.0,73,0.0250418,73,3.48433,34.071,3.48493852584,497.403393242,1207.99898971,0.0875190738252,1026.7054767
641.076227333,3.55536,86.0821104173,30.0978474981,0.888549,3.55612200142,30.753,641.076227333,-3.65124,1034.44510461,0.0,74,0.0230591,74,3.55536,34.3003,3.55617885533,641.076227333,1077.14643005,0.0843110192009,993.002337372
571.08620834,3.63072,58.5910951562,488.132049398,0.890816,3.6310435125,31.0501,571.08620834,-3.72571,413.10747518,0.0,75,0.0238486,75,3.63072,34.5424,3.63107713145,571.08620834,834.95407064,0.0857775847064,-617.079943553
643.060380786,3.69559,70.8574852989,52.2806978759,0.867067,3.69621861882,31.3083,643.060380786,-3.7898,932.428686006,0.0,76,0.0249431,76,3.69559,34.7806,3.69625788761,643.060380786,1026.50853502,0.0877139316584,812.292979674
576.165161761,3.77932,95.2882414227,26.1088981417,0.846045,3.77978138069,31.5649,576.165161761,-3.87335,1122.66205567,0.0,77,0.0230677,77,3.77932,34.9983,3.77983754849,576.165161761,1178.76052405,0.0867296253043,1083.42156346
596.067088444,3.84544,100.54474387,48.7091840167,0.897143,3.84604053276,31.8347,596.067088444,-3.93915,1035.67372613,0.0,78,0.0237928,78,3.84544,35.2056,3.84610737298,596.067088444,1130.54235435,0.0873117660809,964.517298593
607.340059935,3.91697,74.4833153919,102.308144762,0.906127,3.91757091287,32.0946,607.340059935,-4.01344,892.723583329,0.0,79,0.0284253,79,3.91697,35.3492,3.91765121314,607.340059935,977.612753308,0.0917549269657,596.624986552
546.188906957,3.98795,76.8588487049,241.257695452,0.890695,3.98853172319,32.3396,546.188906957,-4.08347,817.743068117,0.0,80,0.0298748,80,3.98795,35.5186,3.98860521972,546.188906957,1021.02660339,0.0915098718891,122.874179742
635.694396878,4.06285,60.6460520444,61.5248185242,0.893719,4.06343823991,32.5501,635.694396878,-4.15741,803.319076874,0.0,81,0.0294258,81,4.06285,35.7418,4.06349565371,635.694396878,895.153143021,0.0910279370638,714.73830486
638.274169998,4.13445,47.4558713755,355.415481874,0.915949,4.13497670076,32.7997,638.274169998,-4.23051,676.031108616,0.0,82,0.028835,82,4.13445,35.9358,4.13501560726,638.274169998,985.007069075,0.0939528719981,-179.467464018
652.59127396,4.21212,84.0674521982,89.5216420056,0.902775,4.21251437322,33.054,652.59127396,-4.31296,1022.13426639,0.0,83,0.032422,83,4.21212,36.1291,4.21261821727,652.59127396,1108.6913128,0.0934207280276,848.49413002
668.996684443,4.29156,68.6260469785,72.8146331784,0.933627,4.29242994672,33.2795,668.996684443,-4.39165,889.696933066,0.0,84,0.0275026,84,4.29156,36.3412,4.29248690287,668.996684443,965.738255206,0.0917926949175,703.605728045
598.20140603,4.36991,82.6361702025,36.6410608766,0.916872,4.37056640443,33.5176,598.20140603,-4.47131,1087.36572295,0.0,85,0.0287542,85,4.36991,36.5008,4.37058888417,598.20140603,1152.50198022,0.0911325436343,1036.74771631
703.228684433,4.44793,82.0369280704,174.166811645,0.90746,4.44866757554,33.7581,703.228684433,-4.54703,898.632357204,0.0,86,0.0381982,86,4.44793,36.716,4.44874121477,703.228684433,1013.30416735,0.0980651005387,389.126529587
666.277350339,4.52498,62.0331025299,51.1709969358,0.926448,4.52536691799,33.9576,666.277350339,-4.62589,870.48202124,0.0,87,0.0311762,87,4.52498,36.9092,4.52539424561,666.277350339,946.268285127,0.0942698339015,756.220734199
649.131206615,4.60363,79.7235269651,115.463874275,0.915859,4.60443055618,34.1639,649.131206615,-4.70254,945.934279228,0.0,88,0.0288043,88,4.60363,37.0525,4.60446596902,649.131206615,1079.04839486,0.0935858026657,637.407802582
662.55539832,4.67439,76.5481743543,263.70939359,0.928417,4.67495778842,34.393,662.55539832,-4.76997,837.941218595,0.0,89,0.034192,89,4.67447,37.2166,4.67501829045,662.55539832,1076.76733744,0.0965274265226,131.042809321
575.12598115,4.74542,84.8343325149,29.0626744661,0.879222,4.74609116161,34.6212,575.12598115,-4.84197,1051.50790562,0.0,90,0.0345474,90,4.74542,37.364,4.74616150709,575.12598115,1090.39188527,0.0967943481222,1004.42445504
664.661891546,4.81945,72.9330963092,48.8449010512,0.92903,4.82018450098,34.88,664.661891546,-4.9186,932.411324585,0.0,91,0.0325036,91,4.81945,37.5798,4.82023728967,664.661891546,1025.67040916,0.0961956879507,873.707159781
711.077548366,4.89087,61.1596283284,73.6352473123,0.950382,4.8915057541,35.0751,711.077548366,-4.98839,764.805388813,0.0,92,0.0403248,92,4.89087,37.7623,4.89156453273,711.077548366,889.152026358,0.0987473331423,614.161661743
743.443696441,4.96033,61.3064803384,67.5640402221,0.933562,4.9609283201,35.286,743.443696441,-5.05754,719.196942186,0.0,93,0.0356924,93,4.96033,37.9397,4.96097822128,743.443696441,803.785962191,0.096662476058,533.917059219
599.530155531,5.03534,60.607139868,278.781387629,0.908334,5.03605892052,35.4864,599.530155531,-5.13091,697.855769293,0.0,94,0.0303707,94,5.03534,38.2027,5.03609095075,599.530155531,888.249300577,0.095448365595,-120.653796494
708.146092706,5.11219,88.303584629,52.9057693974,0.930339,5.11280213648,35.6676,708.146092706,-5.2118,982.709097944,0.0,95,0.038096,95,5.11219,38.331,5.11284561362,708.146092706,1079.82975415,0.0976036143978,871.407511352
663.428648267,5.17814,75.6569098946,36.2349524771,0.949113,5.17890322499,35.8494,663.428648267,-5.278,888.559330189,0.0,96,0.0417041,96,5.17814,38.5256,5.17897520653,663.428648267,964.464539899,0.0976583247118,843.155113452
740.943658193,5.25335,58.7609068458,259.19141251,0.919653,5.2540001205,36.0158,740.943658193,-5.35162,581.581809802,0.0,97,0.0313617,97,5.25335,38.7129,5.25405162612,740.943658193,736.023107269,0.0935768107571,-178.116464123
707.211039888,5.31999,71.0682637198,475.441799395,0.923156,5.32045281235,36.2412,707.211039888,-5.41756,659.621264,0.0,98,0.0407474,98,5.31999,38.9036,5.32050344313,707.211039888,951.436818846,0.0991589734709,-750.833124086
703.090192288,5.39492,64.778169196,86.718018997,0.920999,5.3958052954,36.427,703.090192288,-5.4914,760.212409163,0.0,99,0.0404211,99,5.39492,39.0314,5.39586106921,703.090192288,872.304791203,0.0981949814348,575.660307966
691.536407868,5.45792,73.2632990889,117.150772334,0.922052,5.45863807949,36.5911,691.536407868,-5.55836,807.904733327,0.0,100,0.0483531,100,5.45792,39.2396,5.45868246343,691.536407868,891.610640386,0.100945996293,475.42147724
690.264071842,5.53393,74.5689755101,270.854245833,0.923791,5.53423485388,36.7744,690.264071842,-5.63035,859.99667473,0.0,101,0.0399642,101,5.53393,39.3594,5.53428313697,690.264071842,1009.51171148,0.0971435032418,51.3149850272
601.160287112,5.60017,64.582327882,107.018072736,0.924741,5.60103776897,36.962,601.160287112,-5.69821,776.377897353,0.0,102,0.049336,102,5.60017,39.4781,5.601089833,601.160287112,887.170133347,0.10162186945,494.842749524
676.980617819,5.66996,65.1791247468,294.595273027,0.927153,5.67044732945,37.1094,676.980617819,-5.77164,673.906304281,0.0,103,0.0381253,103,5.66996,39.6315,5.67046927613,676.980617819,898.861993425,0.0976680344597,-128.350326242
642.383860164,5.73227,84.5651461969,52.9165494516,0.927737,5.73294598976,37.3354,642.383860164,-5.82723,952.166155458,0.0,104,0.0515247,104,5.73227,39.7732,5.73300756671,642.383860164,1016.14306352,0.101835220588,810.39333043
610.776417123,5.80583,71.5329446084,42.6001697325,0.912908,5.80659412352,37.5238,610.776417123,-5.90722,831.99232934,0.0,105,0.0474713,105,5.80583,39.9251,5.8066537814,610.776417123,877.176698561,0.100476666467,756.982856101
707.28592303,5.87401,74.5894626685,32.8650774241,0.902297,5.87469550126,37.6916,707.28592303,-5.97373,869.029130374,0.0,106,0.0439482,106,5.87407,40.1049,5.87474947338,707.28592303,935.75058483,0.0994099899506,831.030014628
658.93170868,5.93549,73.1006892309,170.699722031,0.886641,5.93598410945,37.7845,658.93170868,-6.02967,791.304575718,0.0,107,0.0457932,107,5.93549,40.2318,5.93600974966,658.93170868,912.785288436,0.0980737713036,286.473547365
644.964442268,5.99728,65.2502405286,35.7603890577,0.922256,5.99774291036,37.9424,644.964442268,-6.0921,776.827526905,0.0,108,0.0535383,108,5.99728,40.3724,5.9978011872,644.964442268,848.143501778,0.100578353435,729.592064642
660.769507323,6.05534,72.7095744019,32.4691800355,0.922794,6.05618165853,38.1255,660.769507323,-6.14724,781.76064016,0.0,109,0.0393643,109,6.05534,40.5099,6.05619700263,660.769507323,827.397790861,0.0963468420272,703.919666961
641.61700624,6.11211,83.9633619071,129.352969349,0.899585,6.1127987517,38.2776,641.61700624,-6.20165,904.08966558,0.0,110,0.0543245,110,6.11211,40.6581,6.11286202895,641.61700624,1017.7742267,0.100003521497,576.609673112
657.846293507,6.17122,66.1345538577,55.3632555182,0.936385,6.17183937445,38.4814,657.846293507,-6.26431,822.695783818,0.0,111,0.0497427,111,6.17122,40.7534,6.17189241854,657.846293507,895.218058854,0.100775972617,755.38293239
675.810597084,6.22453,83.8007343121,27.746467982,0.898141,6.22513269703,38.675,675.810597084,-6.31703,981.33526997,0.0,112,0.0473647,112,6.22453,40.8721,6.22517253145,675.810597084,1014.86036954,0.101354349366,926.79394094
674.648041513,6.28425,69.2229520711,30.0375083088,0.919193,6.284826954,38.8491,674.648041513,-6.37595,723.676056799,0.0,113,0.0542879,113,6.28425,41.0759,6.28486698887,674.648041513,770.89288727,0.103029648232,680.649848546
650.965086765,6.34066,79.9805299775,51.6539912017,0.909064,6.34141752082,39.0171,650.965086765,-6.42918,823.166636962,0.0,114,0.0553022,114,6.34066,41.2269,6.34145895465,650.965086765,910.204604104,0.101513849393,721.940694262
662.65367451,6.3858,74.4476150408,54.924292384,0.914724,6.38643440792,39.1882,662.65367451,-6.47508,839.111230387,0.0,115,0.0701534,115,6.3858,41.3194,6.38649794753,662.65367451,907.478786141,0.10806604938,719.7809478
625.847178291,6.44115,62.8205109943,65.6809758821,0.935436,6.44173325308,39.3445,625.847178291,-6.53485,644.075383425,0.0,116,0.0529608,116,6.44115,41.4659,6.44177118063,625.847178291,720.599545346,0.1018079267,468.256773447
668.551252841,6.50193,69.0994083361,355.352908243,0.931895,6.50262996039,39.4932,668.551252841,-6.591,647.117317962,0.0,117,0.054093,117,6.50193,41.6101,6.50267991412,668.551252841,870.903843212,0.102748599161,-402.72459842
651.597824045,6.54914,74.0216455378,131.872673536,0.95159,6.549985829,39.653,651.597824045,-6.6386,736.763945969,0.0,118,0.0527479,118,6.54914,41.7856,6.55003647724,651.597824045,847.87357548,0.102177311392,352.903162659
674.239694059,6.61282,67.7548530137,77.9633183733,0.893881,6.61315721249,39.8795,674.239694059,-6.70638,864.787071279,0.0,119,0.0589596,119,6.61282,41.9106,6.61320013957,674.239694059,958.499067923,0.105569449829,703.112865756
743.414925809,6.65792,74.440663621,35.8198332255,0.91512,6.65872118975,40.0578,743.414925809,-6.74663,934.278404405,0.0,120,0.0627007,120,6.65792,42.0275,6.65876610198,743.414925809,986.51102921,0.104817361777,872.392488728
623.424935436,6.71528,84.7675724267,50.1322002833,0.92109,6.71587104564,40.1909,623.424935436,-6.80475,1070.31576716,0.0,121,0.0434602,121,6.71528,42.2019,6.71591656719,623.424935436,1137.54590506,0.0980699851453,977.466267866
719.956921216,6.77346,70.9309012697,27.5103359785,0.897554,6.7739361596,40.3273,719.956921216,-6.86312,1058.20030743,0.0,122,0.0597038,122,6.77346,42.317,6.77399063234,719.956921216,1094.14575878,0.101688398507,1011.54477521
686.857365785,6.8229,80.8363956063,46.425195876,0.888273,6.82337690335,40.4882,686.857365785,-6.91085,1085.81137474,0.0,123,0.0572792,123,6.8229,42.4478,6.82341237879,686.857365785,1186.5662123,0.100657757317,1027.43686096
