Epoch,AverageY,AverageQLoss,AveragePolicySurr,Iteration,AverageAbsQ,AverageDiscountedReturn,StdEsReturn,AverageAbsQYDiff,MaxReturn,AverageEsReturn,AverageReturn,StdReturn,AverageQ,MaxEsReturn,MinReturn,QFunRegParamNorm,AverageAction,PolicyRegParamNorm,MinEsReturn,AverageAbsY
2665,95.3144994384,24.0286,-99.497,2665,95.4808,99.9956828753,13.2779261782,1.48966616825,1000.0,13.472972973,1000.0,0.0,95.3112,80.0,1000.0,403.133,0.356355,154.043,2.0,95.3375710517
2666,95.3808462883,22.5691,-99.6091,2666,95.5705,99.9956828753,13.5238159783,1.49408999723,1000.0,14.5588235294,1000.0,0.0,95.3852,71.0,1000.0,403.181,0.394415,154.039,3.0,95.4045650701
2667,95.467207296,23.9985,-99.595,2667,95.6376,99.9956828753,13.0691707845,1.49232353341,1000.0,15.9206349206,1000.0,0.0,95.4649,60.0,1000.0,403.228,0.231762,154.03,3.0,95.4952650372
2668,95.4446300895,22.0196,-99.6121,2668,95.6408,99.9956828753,13.965218054,1.47622929883,1000.0,15.8548387097,1000.0,0.0,95.4435,69.0,1000.0,403.258,0.379571,154.031,4.0,95.4695382255
2669,95.2442086385,21.6759,-99.5366,2669,95.4275,99.9956828753,13.856631534,1.44152782324,1000.0,15.3134328358,1000.0,0.0,95.2493,66.0,1000.0,403.264,0.321099,154.079,3.0,95.2670110105
2670,95.4068205278,24.2153,-99.4924,2670,95.6077,99.9956828753,13.2395987118,1.54585818047,1000.0,14.8253968254,1000.0,0.0,95.4074,65.0,1000.0,403.296,0.422558,154.081,3.0,95.4254896387
2671,95.2393754607,26.287,-99.4622,2671,95.4428,99.9956828753,13.409564688,1.4979654972,1000.0,15.3333333333,1000.0,0.0,95.2394,69.0,1000.0,403.399,0.276675,154.073,3.0,95.254833588
2672,95.3075415704,24.1446,-99.338,2672,95.4822,99.9956828753,16.0327529618,1.48352808984,1000.0,16.1774193548,1000.0,0.0,95.3094,98.0,1000.0,403.43,0.236988,154.094,3.0,95.3297743304
2673,95.2356449498,24.1852,-99.2582,2673,95.3977,99.9956828753,16.4533856517,1.4482879188,1000.0,22.5348837209,1000.0,0.0,95.2307,68.0,1000.0,403.467,0.390272,154.162,3.0,95.2525814854
2674,95.1757655677,24.6107,-99.1066,2674,95.3788,79.9791909451,13.3959806573,1.50408334222,1000.0,16.9180327869,531.1,404.299876329,95.1784,62.0,15.0,403.52,0.391556,154.169,3.0,95.1907581132
2675,94.9604082253,27.8543,-98.7706,2675,95.1068,99.9956828753,14.1649621901,1.56670306607,1000.0,15.0,1000.0,0.0,94.961,64.0,1000.0,403.58,0.495022,154.207,3.0,94.995358578
2676,95.0919910524,23.4409,-99.1153,2676,95.2706,99.9956828753,12.8192563487,1.53861690412,1000.0,17.0,1000.0,0.0,95.0911,49.0,1000.0,403.648,0.222977,154.213,3.0,95.1654062854
2677,95.1442783004,25.1093,-99.3378,2677,95.3561,99.9956828753,11.0053857964,1.57805737364,1000.0,16.2131147541,1000.0,0.0,95.1446,44.0,1000.0,403.658,0.277944,154.246,4.0,95.221639681
2678,94.8964904542,25.1579,-99.1674,2678,95.0814,99.9956828753,13.6765291401,1.49639677957,1000.0,14.2388059701,1000.0,0.0,94.8935,74.0,1000.0,403.707,0.413854,154.28,3.0,94.9680904542
2679,95.0010009198,23.9305,-99.3253,2679,95.2229,99.9956828753,17.1563466717,1.58943080222,1000.0,17.4098360656,1000.0,0.0,95.0023,96.0,1000.0,403.693,0.312242,154.248,3.0,95.0738658335
2680,94.9645592692,23.1904,-99.3313,2680,95.1823,99.9956828753,15.4920548162,1.54513726299,1000.0,16.2131147541,1000.0,0.0,94.9698,74.0,1000.0,403.75,0.299476,154.258,3.0,95.0414248253
2681,95.2149664787,29.1147,-99.5311,2681,95.4502,99.9956828753,14.6994998271,1.64610580154,1000.0,15.1194029851,1000.0,0.0,95.214,79.0,1000.0,403.776,0.249123,154.301,3.0,95.2762848192
2682,95.1815337528,25.6536,-99.3211,2682,95.4133,99.9956828753,17.4299430062,1.51399526162,1000.0,17.0862068966,1000.0,0.0,95.1829,102.0,1000.0,403.808,0.29185,154.314,3.0,95.2317208116
2683,95.170832444,23.5929,-99.4737,2683,95.3872,99.9956828753,14.639940876,1.50336940508,1000.0,16.0,1000.0,0.0,95.1747,97.0,1000.0,403.862,0.384404,154.305,3.0,95.2075095736
2684,95.2714430578,22.6545,-99.4376,2684,95.4886,99.9956828753,23.9455163883,1.49185447114,1000.0,20.8571428571,1000.0,0.0,95.2693,134.0,1000.0,403.902,0.266935,154.291,3.0,95.3263021466
2685,95.1789231125,24.3107,-99.3196,2685,95.45,99.9956828753,17.4872969768,1.65616579145,1000.0,16.8333333333,1000.0,0.0,95.1868,77.0,1000.0,403.913,0.26006,154.295,3.0,95.2754466884
2686,95.122115983,26.3571,-99.3374,2686,95.3778,99.9956828753,17.332139382,1.66128626514,1000.0,16.7166666667,1000.0,0.0,95.1183,93.0,1000.0,403.993,0.350545,154.324,3.0,95.2176458289
2687,95.046005199,23.8918,-99.2933,2687,95.2793,99.9956828753,11.2377576603,1.55931142057,1000.0,14.6470588235,1000.0,0.0,95.0508,52.0,1000.0,404.01,0.332913,154.335,3.0,95.1509730328
2688,95.2725878913,28.498,-99.567,2688,95.5303,99.9956828753,13.4878417473,1.66064512712,1000.0,14.625,1000.0,0.0,95.2718,68.0,1000.0,404.058,0.299323,154.359,3.0,95.3837233212
2689,95.3814870292,24.5897,-99.6154,2689,95.6038,99.9956828753,19.1024517449,1.56538390056,1000.0,18.6140350877,1000.0,0.0,95.3802,105.0,1000.0,404.156,0.355452,154.369,3.0,95.4823442941
2690,95.2718842911,21.8448,-98.9652,2690,95.4702,99.9956828753,17.7726381459,1.47841432681,1000.0,21.6666666667,1000.0,0.0,95.2734,70.0,1000.0,404.219,0.264736,154.386,4.0,95.3642409672
2691,95.0597410926,36.8727,-99.0648,2691,95.301,99.9956828753,14.9113132659,1.795956716,1000.0,19.8653846154,1000.0,0.0,95.0566,68.0,1000.0,404.248,0.259613,154.389,4.0,95.1660030232
2692,94.9374361011,36.1717,-99.3801,2692,95.2325,99.9956828753,12.0980254074,1.9178514571,1000.0,14.8955223881,1000.0,0.0,94.9385,57.0,1000.0,404.204,0.335723,154.417,2.0,95.0503466588
2693,95.2902491861,26.0267,-99.6841,2693,95.5354,99.9956828753,14.3784823413,1.6426078146,1000.0,19.0961538462,1000.0,0.0,95.2922,57.0,1000.0,404.227,0.17218,154.413,3.0,95.3909237782
2694,95.3908979477,24.2753,-99.6733,2694,95.6053,99.9956828753,16.1002430387,1.48804280569,1000.0,19.9183673469,1000.0,0.0,95.388,79.0,1000.0,404.282,0.261353,154.417,3.0,95.4780607066
2695,95.4357256024,24.4563,-99.6956,2695,95.6629,99.9956828753,21.2643242922,1.57304045162,1000.0,23.3181818182,1000.0,0.0,95.4345,101.0,1000.0,404.361,0.27853,154.447,4.0,95.5240947523
2696,95.4027146319,25.0491,-99.7172,2696,95.6166,99.9956828753,16.7323176054,1.56147586966,1000.0,17.3157894737,1000.0,0.0,95.4045,82.0,1000.0,404.427,0.314947,154.502,3.0,95.5028596272
2697,95.1298401874,40.8433,-97.6252,2697,95.3887,76.6348100146,14.3938319415,2.03766992689,965.0,18.1785714286,301.441176471,249.043959169,95.1241,56.0,15.0,404.382,0.113478,154.48,3.0,95.2117161567
2698,94.3275513546,86.6161,-98.095,2698,94.7097,99.9956828753,9.79604542704,3.47430337598,1000.0,12.5949367089,1000.0,0.0,94.3266,64.0,1000.0,404.315,0.269778,154.486,3.0,94.5012699398
2699,95.1204836657,56.4059,-99.8594,2699,95.4511,99.9956828753,10.4078942653,2.60523245328,1000.0,11.9047619048,1000.0,0.0,95.1214,57.0,1000.0,404.28,0.1707,154.532,4.0,95.3523564095
2700,95.4804846583,30.4756,-99.8997,2700,95.7831,99.9956828753,10.2631286251,1.88375364077,1000.0,12.4320987654,1000.0,0.0,95.4811,59.0,1000.0,404.278,0.262523,154.653,3.0,95.6536641967
2701,95.7220785833,22.0398,-99.8536,2701,95.9893,99.9956828753,8.87765192941,1.53654099763,1000.0,10.978021978,1000.0,0.0,95.7208,51.0,1000.0,404.281,0.0841522,154.658,2.0,95.850126842
2702,95.5364801026,24.4577,-99.7477,2702,95.7654,99.9956828753,13.3460452223,1.50321982051,1000.0,15.4,1000.0,0.0,95.5385,58.0,1000.0,404.3,0.0510145,154.706,3.0,95.6305744345
2703,95.4265180826,24.7419,-99.7325,2703,95.6582,99.9956828753,15.7543315294,1.59975825937,1000.0,14.6470588235,1000.0,0.0,95.4275,81.0,1000.0,404.328,0.180182,154.68,2.0,95.4924295941
2704,95.1791823289,26.9199,-99.3462,2704,95.3959,99.9956828753,20.3933540373,1.60009424695,1000.0,20.3333333333,1000.0,0.0,95.1827,83.0,1000.0,404.382,0.223985,154.706,3.0,95.2555165168
2705,95.1883177972,26.9638,-99.3736,2705,95.4229,99.9956828753,14.5473070587,1.65642191844,1000.0,18.9259259259,1000.0,0.0,95.1888,62.0,1000.0,404.44,0.22317,154.736,3.0,95.2747216385
2706,95.3160310936,27.2733,-99.3453,2706,95.5379,99.9956828753,23.2396090131,1.71405136492,1000.0,20.4375,1000.0,0.0,95.3159,97.0,1000.0,404.487,0.418255,154.748,3.0,95.4022843019
2707,95.3223308912,24.5164,-99.4124,2707,95.4899,99.9956828753,20.3982744368,1.52213058247,1000.0,20.48,1000.0,0.0,95.3252,94.0,1000.0,404.535,0.323177,154.751,3.0,95.3913043966
2708,95.1725473218,25.4741,-99.2605,2708,95.362,99.9956828753,19.6448616934,1.58376260027,1000.0,16.7894736842,1000.0,0.0,95.1721,108.0,1000.0,404.554,0.346874,154.744,3.0,95.2329565775
2709,95.1750185484,26.6465,-99.274,2709,95.3542,99.9956828753,15.9780122356,1.60771063661,1000.0,16.125,1000.0,0.0,95.177,77.0,1000.0,404.539,0.341082,154.743,3.0,95.2352301312
2710,94.9422702765,26.5722,-98.7451,2710,95.1082,99.9956828753,18.6486503777,1.60142636565,1000.0,19.0377358491,1000.0,0.0,94.9424,87.0,1000.0,404.54,0.314383,154.757,3.0,95.0145185862
2711,95.0079366934,28.3117,-99.2261,2711,95.2254,99.9956828753,19.1296726318,1.68789901382,1000.0,24.575,1000.0,0.0,95.011,73.0,1000.0,404.603,0.419577,154.755,3.0,95.0592804719
2712,94.9172638287,24.7985,-99.2037,2712,95.1144,99.9956828753,25.6235171186,1.54988916623,1000.0,23.6046511628,1000.0,0.0,94.9138,125.0,1000.0,404.612,0.54114,154.745,3.0,94.9792768169
2713,94.7524609352,23.7812,-99.0885,2713,94.9489,99.9956828753,18.6234157091,1.53425859544,1000.0,18.8679245283,1000.0,0.0,94.7542,99.0,1000.0,404.667,0.525296,154.751,3.0,94.8074924272
2714,94.9828683061,26.0925,-99.2105,2714,95.1809,99.9956828753,22.5479355676,1.6186315012,1000.0,18.9245283019,1000.0,0.0,94.9851,141.0,1000.0,404.659,0.727413,154.754,3.0,95.0290029767
2715,94.8526764362,23.1515,-99.1519,2715,95.0155,99.9956828753,17.4326590054,1.48736214603,1000.0,19.68,1000.0,0.0,94.8526,82.0,1000.0,404.697,0.372815,154.763,3.0,94.8867230304
2716,94.8572540518,26.4982,-99.0905,2716,95.0318,99.9956828753,15.712492296,1.55056332014,1000.0,16.3870967742,1000.0,0.0,94.8596,83.0,1000.0,404.762,0.421696,154.746,3.0,94.8893739065
2717,95.0834399183,23.2014,-99.2872,2717,95.2718,99.9956828753,15.3734107677,1.51471319744,1000.0,18.8113207547,1000.0,0.0,95.0755,72.0,1000.0,404.803,0.290397,154.77,3.0,95.1106421348
2718,94.9657629262,24.5389,-99.2479,2718,95.1396,99.9956828753,28.7107460505,1.52573225028,1000.0,25.0857142857,1000.0,0.0,94.9711,124.0,1000.0,404.839,0.500905,154.781,4.0,94.9760334989
2719,94.8862636961,24.2814,-99.1603,2719,95.0569,99.9956828753,28.2578924843,1.44878620034,1000.0,31.1388888889,1000.0,0.0,94.8837,129.0,1000.0,404.809,0.417981,154.782,3.0,94.8975124456
2720,94.8068614545,24.4281,-99.1426,2720,94.976,99.9956828753,16.5634768522,1.52241211385,1000.0,18.3888888889,1000.0,0.0,94.8067,74.0,1000.0,404.814,0.401631,154.795,3.0,94.8220456692
2721,94.8744786652,25.2531,-99.2499,2721,95.048,99.9956828753,18.8889026341,1.47945433529,1000.0,21.7608695652,1000.0,0.0,94.878,93.0,1000.0,404.855,0.315778,154.81,3.0,94.8865648605
2722,94.8377501535,25.7199,-99.1492,2722,94.9916,99.9956828753,20.0671373145,1.54558604602,1000.0,24.9,1000.0,0.0,94.8356,91.0,1000.0,404.848,0.439508,154.793,3.0,94.8497122435
2723,94.7837890866,28.8145,-99.0527,2723,95.005,99.9956828753,17.6473951493,1.69108492737,1000.0,21.1666666667,1000.0,0.0,94.7818,66.0,1000.0,404.937,0.388017,154.791,3.0,94.7973399783
2724,94.7751966781,24.6706,-98.9852,2724,94.96,99.9956828753,17.301359102,1.50215813631,1000.0,17.4736842105,1000.0,0.0,94.7755,94.0,1000.0,404.912,0.25291,154.831,2.0,94.7901630598
2725,94.7112374161,25.2277,-99.0098,2725,94.879,99.9956828753,12.2761711742,1.47578537839,1000.0,15.1846153846,1000.0,0.0,94.7082,61.0,1000.0,404.992,0.459726,154.852,3.0,94.7252733116
2726,94.7502390071,21.8078,-99.0144,2726,94.9065,99.9956828753,17.7506922145,1.35375856351,1000.0,23.488372093,1000.0,0.0,94.7508,72.0,1000.0,405.079,0.180153,154.899,4.0,94.7673610994
2727,94.7393957472,25.315,-98.9121,2727,94.96,99.9956828753,19.3856627838,1.54526482181,1000.0,19.0,1000.0,0.0,94.7368,84.0,1000.0,405.123,0.282655,154.94,3.0,94.7572110785
2728,94.7092603621,24.4725,-99.0024,2728,94.8711,99.9956828753,14.3053265207,1.44032208632,1000.0,15.8615384615,1000.0,0.0,94.7115,70.0,1000.0,405.173,0.20296,154.969,3.0,94.723856909
2729,94.6072423893,27.0038,-98.8999,2729,94.799,99.9956828753,15.2475412727,1.54738668,1000.0,16.8275862069,1000.0,0.0,94.6092,70.0,1000.0,405.193,0.213656,155.054,3.0,94.6282019877
2730,94.8039332128,26.3383,-98.9379,2730,95.0023,99.9956828753,18.075181165,1.56783346064,1000.0,16.6721311475,1000.0,0.0,94.8013,121.0,1000.0,405.193,0.125008,155.175,3.0,94.8228824553
2731,94.6570890127,21.5999,-98.9636,2731,94.84,99.9956828753,8.2776858543,1.38689654647,1000.0,13.0789473684,1000.0,0.0,94.6578,37.0,1000.0,405.225,0.163465,155.249,3.0,94.6864628888
2732,94.7853538318,27.2813,-99.0212,2732,94.9684,99.9956828753,16.0961165292,1.54665783481,1000.0,19.3333333333,1000.0,0.0,94.7875,76.0,1000.0,405.266,0.200088,155.263,3.0,94.8091014645
2733,94.8770176272,25.6682,-98.9975,2733,95.0699,99.9956828753,15.5714045305,1.53457879787,1000.0,15.8461538462,1000.0,0.0,94.8738,75.0,1000.0,405.303,0.388618,155.278,3.0,94.9041429983
2734,94.7742675849,26.2724,-99.0707,2734,94.9682,99.9956828753,12.4252353945,1.50875346099,1000.0,15.640625,1000.0,0.0,94.7742,59.0,1000.0,405.301,0.4689,155.313,3.0,94.7946564219
2735,94.7382419627,27.6629,-99.1208,2735,94.9551,99.9956828753,12.4810968179,1.66191211343,1000.0,13.8333333333,1000.0,0.0,94.739,70.0,1000.0,405.322,0.476898,155.348,3.0,94.762118911
2736,94.6411551488,27.6296,-99.3046,2736,94.8288,99.9956828753,20.2110989411,1.60618151762,1000.0,17.3928571429,1000.0,0.0,94.6412,111.0,1000.0,405.345,0.463325,155.376,3.0,94.6660044404
2737,94.9788745056,19.4537,-99.336,2737,95.144,99.9956828753,12.5635719945,1.3400157048,1000.0,17.8103448276,1000.0,0.0,94.9787,50.0,1000.0,405.379,0.325634,155.386,3.0,94.9998655279
2738,95.131834019,24.7041,-99.3902,2738,95.3065,99.9956828753,15.3124872421,1.51570280276,1000.0,14.776119403,1000.0,0.0,95.1326,96.0,1000.0,405.436,0.324723,155.398,2.0,95.1484079631
2739,94.9944437415,23.8367,-99.4045,2739,95.1724,99.9956828753,18.2950528311,1.48852499723,1000.0,18.7254901961,1000.0,0.0,94.9954,108.0,1000.0,405.47,0.431202,155.406,3.0,95.0131678348
2740,94.9398163073,27.0295,-99.1932,2740,95.1165,99.9956828753,24.5637487232,1.51147435676,1000.0,25.2926829268,1000.0,0.0,94.9372,115.0,1000.0,405.547,0.46555,155.424,3.0,94.9572216337
2741,94.9235219325,23.5473,-99.2936,2741,95.0947,99.9956828753,15.3252154488,1.41573571876,1000.0,18.9245283019,1000.0,0.0,94.9265,63.0,1000.0,405.585,0.224582,155.465,3.0,94.9705099573
2742,94.8454003072,24.671,-99.2071,2742,95.0427,99.9956828753,17.1594605627,1.53348496683,1000.0,17.0344827586,1000.0,0.0,94.8448,103.0,1000.0,405.718,0.491903,155.496,3.0,94.914210656
2743,95.1742307614,25.5082,-99.4196,2743,95.3845,99.9956828753,22.1349174391,1.55107613234,1000.0,23.6279069767,1000.0,0.0,95.1764,98.0,1000.0,405.779,0.535512,155.513,4.0,95.2316572946
2744,94.9537447014,23.7306,-99.3182,2744,95.1326,99.9956828753,30.6761984169,1.57035192325,1000.0,24.4634146341,1000.0,0.0,94.9529,135.0,1000.0,405.831,0.420725,155.536,3.0,95.0022726984
2745,95.0195065459,26.2161,-99.475,2745,95.2254,38.3127307052,16.565539286,1.57314122378,598.0,17.8928571429,64.1858974359,75.934503195,95.0256,67.0,17.0,405.886,0.18978,155.538,3.0,95.069775308
2746,95.1273250379,23.8769,-99.5613,2746,95.2841,99.9956828753,18.4454881491,1.52248509362,1000.0,18.0181818182,1000.0,0.0,95.1214,107.0,1000.0,405.975,0.244334,155.524,3.0,95.1702623199
2747,95.1109840632,25.265,-99.5878,2747,95.2851,99.9956828753,13.2356923811,1.53612621506,1000.0,16.1147540984,1000.0,0.0,95.1125,77.0,1000.0,405.997,0.297223,155.539,3.0,95.1438374056
2748,95.2111384107,26.8175,-99.6804,2748,95.3952,99.9956828753,13.9283259543,1.59945922691,1000.0,14.2083333333,1000.0,0.0,95.2118,73.0,1000.0,406.072,0.252859,155.52,3.0,95.2517782281
2749,95.4539077917,28.1255,-100.007,2749,95.6598,99.9956828753,14.2088593499,1.71868792101,1000.0,12.6708860759,1000.0,0.0,95.4558,98.0,1000.0,406.108,0.306879,155.526,3.0,95.4873080147
2750,95.542737495,22.0766,-100.075,2750,95.6939,99.9956828753,11.0365170748,1.42813343845,1000.0,13.1052631579,1000.0,0.0,95.5393,49.0,1000.0,406.158,0.331412,155.546,3.0,95.5809671822
2751,95.7008008302,22.2437,-100.26,2751,95.8917,99.9956828753,11.903809852,1.48114725644,1000.0,12.6329113924,1000.0,0.0,95.7021,62.0,1000.0,406.203,0.433466,155.555,3.0,95.7497043502
2752,95.8675449273,25.1368,-100.326,2752,96.0482,99.9956828753,17.2345990658,1.54859826967,1000.0,18.3636363636,1000.0,0.0,95.8658,92.0,1000.0,406.211,0.31241,155.545,3.0,95.9059336592
2753,95.9982812186,26.2858,-100.321,2753,96.2025,99.9956828753,15.7047982473,1.5940405018,1000.0,16.3114754098,1000.0,0.0,95.9987,70.0,1000.0,406.263,0.238758,155.556,3.0,96.0372626137
2754,95.7576434049,27.0753,-100.209,2754,95.9407,99.9956828753,14.8503197918,1.56953350536,1000.0,16.0161290323,1000.0,0.0,95.7537,77.0,1000.0,406.303,0.331987,155.583,3.0,95.8004627981
2755,95.6760342421,26.0893,-100.284,2755,95.8941,99.9956828753,16.4645605894,1.60667713984,1000.0,14.8059701493,1000.0,0.0,95.6798,106.0,1000.0,406.344,0.363668,155.601,3.0,95.7189298507
2756,95.8266761643,28.3685,-100.306,2756,96.0376,99.9956828753,18.9027647747,1.58225895053,1000.0,16.5,1000.0,0.0,95.8249,116.0,1000.0,406.402,0.164748,155.618,3.0,95.8787382258
2757,95.8433189574,24.624,-100.407,2757,96.0094,99.9956828753,14.4300294372,1.53896401247,1000.0,15.8888888889,1000.0,0.0,95.8425,68.0,1000.0,406.452,0.300195,155.576,3.0,95.8903396768
2758,95.9490602611,25.9717,-100.609,2758,96.1476,91.4949227915,12.4268150797,1.58988369282,1000.0,13.8194444444,844.5,347.709529157,95.9521,74.0,65.0,406.459,0.215237,155.576,2.0,95.9999479294
2759,96.4652039807,25.2776,-101.006,2759,96.6815,99.9956828753,14.5858182407,1.57510605643,1000.0,15.6875,1000.0,0.0,96.4647,66.0,1000.0,406.489,0.185697,155.594,3.0,96.511940678
2760,96.2118475128,28.4469,-100.727,2760,96.4305,99.9956828753,20.588700799,1.62713720547,1000.0,18.9038461538,1000.0,0.0,96.2107,105.0,1000.0,406.582,0.369547,155.638,3.0,96.2757428371
2761,96.428769847,28.1011,-100.832,2761,96.688,99.9956828753,10.2848324137,1.65697058102,1000.0,12.4444444444,1000.0,0.0,96.428,63.0,1000.0,406.54,0.242034,155.69,3.0,96.5095050539
2762,96.2910275264,26.3205,-101.023,2762,96.4984,99.9956828753,12.8118150623,1.5796573915,1000.0,15.873015873,1000.0,0.0,96.2888,68.0,1000.0,406.598,0.269638,155.68,3.0,96.3460692894
2763,96.4229805413,24.0895,-100.961,2763,96.6192,93.134990912,13.5488128385,1.47731924122,1000.0,17.3859649123,911.636363636,279.430353244,96.4262,70.0,28.0,406.62,0.318774,155.725,3.0,96.4760464521
2764,96.5136055466,23.7208,-101.11,2764,96.7159,69.244714602,14.0976735669,1.52574239727,1000.0,19.66,485.863636364,469.387734225,96.515,53.0,49.0,406.64,0.240056,155.782,3.0,96.5490431873
2765,96.6882081531,22.1302,-101.251,2765,96.8708,99.9956828753,12.5518458514,1.44935457504,1000.0,14.9565217391,1000.0,0.0,96.6876,69.0,1000.0,406.649,0.309789,155.789,3.0,96.7066115956
2766,96.5770597723,22.4129,-101.263,2766,96.7512,99.9956828753,11.2954196098,1.54062717737,1000.0,17.2931034483,1000.0,0.0,96.573,53.0,1000.0,406.692,0.305318,155.79,3.0,96.5912941487
2767,96.8481872134,26.7763,-101.349,2767,97.035,99.9956828753,11.6355688274,1.61195365636,1000.0,14.6029411765,1000.0,0.0,96.846,59.0,1000.0,406.737,0.371863,155.818,3.0,96.8677871837
2768,96.5884316264,25.3129,-101.281,2768,96.7769,49.1760654683,12.4578199903,1.53931774876,1000.0,15.7619047619,179.666666667,321.856058234,96.5899,63.0,30.0,406.781,0.339464,155.862,3.0,96.6093376088
2769,96.6460481385,28.8632,-101.454,2769,96.8506,99.9956828753,14.3728853744,1.66615242734,1000.0,15.171875,1000.0,0.0,96.6486,74.0,1000.0,406.834,0.394609,155.828,3.0,96.6688002717
2770,96.7830775069,26.9638,-101.465,2770,96.9774,99.9956828753,11.7755231913,1.58923326399,1000.0,17.625,1000.0,0.0,96.7805,53.0,1000.0,406.83,0.353367,155.848,3.0,96.8036126388
2771,96.9540134749,23.5014,-101.551,2771,97.1413,99.9956828753,16.4463640722,1.49557110791,1000.0,20.4509803922,1000.0,0.0,96.9546,69.0,1000.0,406.842,0.328504,155.874,3.0,96.9793975832
2772,96.7331909023,23.2505,-101.35,2772,96.8988,99.9956828753,16.3040995064,1.50060479261,1000.0,17.875,1000.0,0.0,96.7338,62.0,1000.0,406.929,0.294867,155.905,3.0,96.749197396
2773,96.8769459238,23.9464,-101.55,2773,97.0782,99.9956828753,13.360753056,1.52981556828,1000.0,16.4166666667,1000.0,0.0,96.8776,58.0,1000.0,407.005,0.260085,155.932,3.0,96.8954311456
2774,97.0226303327,28.1773,-101.661,2774,97.242,99.9956828753,15.6471571081,1.62551385703,1000.0,20.0980392157,1000.0,0.0,97.0232,83.0,1000.0,407.024,0.406645,155.917,3.0,97.0495319462
2775,97.0266534471,23.986,-101.573,2775,97.2113,99.9956828753,13.2035348802,1.47469296078,1000.0,15.0,1000.0,0.0,97.0222,74.0,1000.0,406.972,0.421081,155.883,3.0,97.0481634556
2776,97.1226714688,25.2974,-101.642,2776,97.3021,99.9956828753,10.8691285555,1.50367818474,1000.0,13.4266666667,1000.0,0.0,97.1251,56.0,1000.0,406.996,0.581,155.904,3.0,97.1391011133
2777,96.9326633279,23.2964,-101.618,2777,97.1425,99.9956828753,14.8790825246,1.49079054462,1000.0,16.0,1000.0,0.0,96.9313,89.0,1000.0,407.025,0.42225,155.91,3.0,96.9662759286
2778,97.2100874875,21.2491,-101.674,2778,97.3757,99.9956828753,15.5495968064,1.42031563563,1000.0,18.4150943396,1000.0,0.0,97.2117,69.0,1000.0,407.016,0.362117,155.914,3.0,97.2307067258
2779,97.1295598016,25.0947,-101.66,2779,97.313,99.9956828753,18.5647996411,1.57500945711,1000.0,18.25,1000.0,0.0,97.1274,103.0,1000.0,407.075,0.366863,155.926,3.0,97.1492071489
2780,96.9954314941,25.3542,-101.543,2780,97.1941,99.9956828753,15.5685223733,1.47343085702,1000.0,16.5666666667,1000.0,0.0,96.9947,68.0,1000.0,407.123,0.399504,155.908,3.0,97.0181580642
2781,97.1425355875,23.1673,-101.748,2781,97.3266,99.9956828753,16.1252344606,1.43673953328,1000.0,15.3787878788,1000.0,0.0,97.1423,74.0,1000.0,407.122,0.451773,155.914,3.0,97.1620197491
2782,97.1863034746,24.8139,-101.636,2782,97.3829,99.9956828753,19.6684620649,1.55942513831,1000.0,19.54,1000.0,0.0,97.1862,113.0,1000.0,407.214,0.283997,155.946,3.0,97.2034655001
2783,97.0352191987,24.1048,-101.713,2783,97.2429,99.9956828753,12.3952145624,1.51525182443,1000.0,13.7027027027,1000.0,0.0,97.0375,87.0,1000.0,407.194,0.281143,155.965,3.0,97.0516453454
2784,96.8974437433,24.6998,-101.607,2784,97.0951,99.9900354518,14.0165075967,1.5175244655,1000.0,15.5538461538,975.272727273,78.1945021423,96.8946,61.0,728.0,407.248,0.240119,155.936,3.0,96.9197729117
2785,96.9600453121,25.5947,-101.697,2785,97.1484,96.5870008104,17.7651226798,1.56295665975,1000.0,17.3275862069,901.166666667,250.226175467,96.9607,81.0,89.0,407.323,0.248421,155.945,3.0,96.9799861356
2786,97.0666393582,27.1246,-101.629,2786,97.2369,92.7085245272,13.3501004851,1.55765446464,1000.0,13.6575342466,911.090909091,281.155231968,97.063,76.0,22.0,407.353,0.197763,155.984,2.0,97.0910761025
2787,96.9600637093,24.8405,-101.561,2787,97.1757,99.9956828753,11.4386063826,1.54446817426,1000.0,12.6538461538,1000.0,0.0,96.9618,56.0,1000.0,407.377,0.287888,155.985,3.0,96.9904428908
2788,96.7608324349,23.9038,-101.335,2788,96.9362,99.9956828753,16.2151394666,1.48380388024,1000.0,17.7368421053,1000.0,0.0,96.7568,85.0,1000.0,407.419,0.280785,155.995,3.0,96.7877376151
2789,96.8896783065,23.215,-101.56,2789,97.0788,99.9956828753,17.5901724456,1.45448571326,1000.0,16.55,1000.0,0.0,96.894,85.0,1000.0,407.488,0.331283,156.002,4.0,96.90967372
2790,96.774583479,28.2347,-101.296,2790,96.9863,99.9956828753,15.5122703865,1.70390730134,1000.0,15.2153846154,1000.0,0.0,96.7752,76.0,1000.0,407.519,0.33783,156.003,3.0,96.7977716013
2791,96.5733018215,26.737,-101.288,2791,96.8105,99.9956828753,15.7006838223,1.61449743013,1000.0,15.1044776119,1000.0,0.0,96.5713,78.0,1000.0,407.527,0.416238,156.021,3.0,96.5989319636
2792,96.7788282805,24.4966,-101.36,2792,96.9601,99.9956828753,10.6278897631,1.45542592536,1000.0,14.0714285714,1000.0,0.0,96.778,47.0,1000.0,407.584,0.293495,156.051,3.0,96.8069463688
