MaxReturn,StdEsReturn,QFunRegParamNorm,AverageReturn,MinEsReturn,Epoch,MaxEsReturn,AverageAbsQ,AverageAbsQYDiff,AverageY,Iteration,PolicyRegParamNorm,AverageDiscountedReturn,MinReturn,AveragePolicySurr,AverageQ,StdReturn,AverageAbsY,AverageAction,AverageEsReturn,AverageQLoss
194.098217143,0.0,32.9334,162.191709951,55.6498130028,25,55.6498130028,0.228117,0.0355039128119,0.159047304541,25,46.7712,10.0904551423,78.7205228746,-0.221093,0.1587,32.2900530181,0.231873230945,0.596322,55.6498130028,0.00275095
30.3183880857,0.0,34.1334,-24.3479310804,114.51588186,26,114.51588186,0.253755,0.0377621435602,0.199968398776,26,48.3323,5.91565758658,-104.333493791,-0.267778,0.199615,37.8656068418,0.257877193599,0.805276,114.51588186,0.00294586
320.543549296,0.0,35.2178,88.9725876692,93.6966434275,27,93.6966434275,0.281533,0.0406502223509,0.243488349443,27,49.8176,10.1443308641,-145.669657847,-0.314,0.24327,135.559017101,0.285746193444,0.803282,93.6966434275,0.0033505
400.619077004,0.0,36.3499,326.74680093,284.003303985,28,284.003303985,0.324369,0.0429411660732,0.300174137923,28,51.252,24.883902879,230.490985162,-0.376842,0.299678,60.380106118,0.328199681129,0.804819,284.003303985,0.00370732
628.223291511,0.0,37.3835,538.27163821,245.478944299,29,245.478944299,0.371158,0.0435715104335,0.357308382259,29,52.4174,35.4402037108,437.984640948,-0.438568,0.356901,47.8881421396,0.374252097713,0.805161,245.478944299,0.00367937
359.401367862,0.0,38.4011,176.266936645,264.240640856,30,264.240640856,0.42871,0.0456537145552,0.421789262771,30,53.4658,-1.05088416417,-520.921026923,-0.502962,0.421283,244.593305308,0.430837223567,0.756916,264.240640856,0.00412287
513.447858402,0.0,39.4529,302.343304082,308.581431687,31,308.581431687,0.492744,0.0470387813153,0.489381977154,31,54.5646,1.45897312407,8.71955822024,-0.575701,0.488909,169.698844801,0.494457792877,0.752984,308.581431687,0.00432219
485.961411114,0.0,40.3088,-19.8869225921,367.659737597,32,367.659737597,0.564295,0.0473009993439,0.563059353187,32,55.5572,-5.3982982858,-317.189156962,-0.647408,0.562515,263.001376092,0.565403838812,0.661329,367.659737597,0.00434778
537.153849808,0.0,41.2673,269.576398414,324.925447482,33,324.925447482,0.632102,0.0488956186032,0.631693761357,33,56.5101,-12.84481833,-326.726556815,-0.714651,0.631192,261.065769244,0.632895738632,0.725588,324.925447482,0.00480385
822.368682762,0.0,42.1703,742.742063015,393.837339553,34,393.837339553,0.702081,0.0488343434433,0.702316879082,34,57.3381,44.4547428041,566.873684143,-0.781517,0.701758,71.7657065946,0.702889893665,0.833947,393.837339553,0.00478589
769.632410425,0.0,42.8838,713.042618736,361.958410449,35,361.958410449,0.763025,0.0483537818829,0.763329245765,35,58.1711,37.7715349735,495.256471264,-0.841673,0.762838,76.9329019643,0.763614911263,0.77363,361.958410449,0.00450476
931.29617414,0.0,43.7353,824.228559066,490.281564955,36,490.281564955,0.835286,0.0494969388826,0.83590009475,36,59.1367,72.6898596775,745.979803905,-0.914872,0.835246,64.0524602494,0.83604403202,0.810196,490.281564955,0.00490323
860.965565546,0.0,44.4922,778.425114629,514.273589368,37,514.273589368,0.911445,0.0508353394988,0.911942569447,37,59.9305,67.5033436078,710.933205215,-0.989222,0.911445,48.3779949735,0.912039956699,0.819902,514.273589368,0.00539503
875.659238383,0.0,45.2287,837.697488289,544.668531195,38,544.668531195,0.978511,0.0508008189352,0.97900254818,38,60.8223,68.9024279473,757.876522419,-1.05916,0.978511,38.5151063918,0.979086006204,0.859979,544.668531195,0.00516538
1046.7453809,0.0,45.9533,961.933571898,458.413037331,39,458.413037331,1.05717,0.0511258199306,1.05755950514,39,61.6634,72.7830419556,903.164808308,-1.1412,1.05714,39.0185053615,1.05761678528,0.829902,458.413037331,0.00532639
1195.72056856,0.0,46.7111,1022.29093477,568.594074177,40,568.594074177,1.14061,0.0540206221098,1.14142645355,40,62.4461,61.28165965,855.035676244,-1.22582,1.1406,104.786838578,1.14147459391,0.857111,568.594074177,0.00622846
1084.39573244,0.0,47.5176,819.603479629,586.941134145,41,586.941134145,1.21971,0.0535931613291,1.22028566347,41,63.2933,67.7908188279,-765.160657333,-1.30738,1.21967,531.0193268,1.22033793598,0.854803,586.941134145,0.00618022
1075.15204172,0.0,48.1452,946.006928403,525.016857631,42,525.016857631,1.30333,0.0542960870918,1.30397762369,42,64.0692,56.6648924091,366.290508576,-1.39119,1.30333,200.074129849,1.30400336189,0.875665,525.016857631,0.00628153
1029.8647746,0.0,48.8882,741.282222178,591.437050238,43,591.437050238,1.38818,0.0558859458473,1.38884957054,43,64.8217,54.431949884,-184.695158892,-1.47414,1.38818,460.800074614,1.38889246176,0.771179,591.437050238,0.00705285
942.378210687,0.0,49.5311,66.7467629215,594.826037728,44,594.826037728,1.47429,0.0552105076909,1.47489113164,44,65.635,6.72707729757,-178.168751507,-1.56265,1.47429,434.440316713,1.47491485885,0.407062,594.826037728,0.0066681
831.95174958,0.0,50.2723,438.116119107,613.03710841,45,613.03710841,1.55485,0.057758599364,1.55541012018,45,66.3565,52.8032818261,-482.644298176,-1.64428,1.55483,446.496055537,1.55549130271,0.839613,613.03710841,0.00796926
936.090013925,0.0,50.9617,867.577342598,490.24838114,46,490.24838114,1.64123,0.0577982048372,1.64178113004,46,67.074,70.7487458716,803.927004023,-1.72696,1.64123,43.4189170776,1.64184354225,0.882952,490.24838114,0.00823129
1020.47984413,0.0,51.4987,806.126246686,627.203561242,47,627.203561242,1.72243,0.0590780381233,1.72290036634,47,67.7668,69.4189206007,-228.525522386,-1.8105,1.72237,364.234738119,1.72300714051,0.848542,627.203561242,0.00892839
912.660330799,0.0,52.0957,752.714557615,733.620243909,48,733.620243909,1.80801,0.0589476823528,1.80877217495,48,68.534,59.7319304716,117.038367933,-1.89636,1.80801,245.126513221,1.80880696109,0.88997,733.620243909,0.00825366
590.35067206,0.0,52.6918,378.740494097,677.859138487,49,677.859138487,1.90146,0.0598904446962,1.90200810659,49,69.2149,40.9300581672,-257.741371311,-1.99009,1.90143,230.57961037,1.9020763,0.878084,677.859138487,0.00911629
642.468172487,0.0,53.3171,453.172139963,664.288468998,50,664.288468998,1.99252,0.0601818743564,1.99310301461,50,69.8636,46.362445856,-129.843740072,-2.08741,1.9925,230.371803821,1.99315868888,0.857469,664.288468998,0.00896641
813.969199347,0.0,53.9111,492.340041843,739.246740819,51,739.246740819,2.08924,0.0625632150362,2.08984129183,51,70.5583,41.2150710352,-843.190116793,-2.18338,2.08923,499.485639618,2.08990953517,0.897644,739.246740819,0.0106107
900.896732525,0.0,54.5206,712.239909196,654.776126591,52,654.776126591,2.18206,0.0645022005998,2.18277367161,52,71.2188,61.6706880793,-313.858352879,-2.27687,2.18203,351.845621715,2.18285667656,0.917387,654.776126591,0.0124633
1137.07965631,0.0,55.0436,1002.53821137,723.791122523,53,723.791122523,2.27785,0.0635806722542,2.2784909573,53,71.9736,87.1903112083,390.889746585,-2.374,2.27785,206.45661147,2.27855083515,0.912606,723.791122523,0.0109522
889.880943175,0.0,55.5482,762.852036443,699.87029555,54,699.87029555,2.37322,0.0652529497527,2.37376767856,54,72.6496,61.8138629503,107.535885458,-2.46946,2.37311,221.929870115,2.37382470283,0.928794,699.87029555,0.011219
917.916398302,0.0,56.0848,605.726436816,615.610559674,55,615.610559674,2.4675,0.066956088912,2.46801553471,55,73.3504,51.1748021615,-259.17376098,-2.56443,2.46748,388.387844876,2.46807100072,0.883377,615.610559674,0.0136825
958.10931333,0.0,56.6292,671.05481707,687.71486818,56,687.71486818,2.56064,0.0682178456727,2.5614796439,56,74.03,45.4632169191,-141.032787205,-2.65537,2.56064,330.054441598,2.56151533951,0.814968,687.71486818,0.0136215
1100.56465859,0.0,57.1198,910.402574761,506.276747008,57,506.276747008,2.65587,0.0678583045914,2.65658780169,57,74.725,78.0208392377,240.934604553,-2.75114,2.65587,237.127312746,2.65662305467,0.9043,506.276747008,0.0129387
1120.40808978,0.0,57.6857,897.46318166,722.675343336,58,722.675343336,2.76033,0.0749233333444,2.76142090871,58,75.3197,73.3714769434,491.748050995,-2.8603,2.76033,214.582254945,2.76148367136,0.910626,722.675343336,0.0189081
1046.51445953,0.0,58.1347,865.601412628,442.675764872,59,442.675764872,2.86273,0.0733034594441,2.8637255749,59,75.8841,71.8327675544,379.793279654,-2.96074,2.86273,198.794991457,2.86376580535,0.933171,442.675764872,0.0167667
1062.75579534,0.0,58.6625,950.327997817,633.31391448,60,633.31391448,2.95696,0.0732839735472,2.95780294528,60,76.4271,63.3772375064,757.753351399,-3.05393,2.95693,88.6931310349,2.95787107407,0.900722,633.31391448,0.0175154
731.916872806,0.0,59.1825,623.7284445,689.034159422,61,689.034159422,3.05,0.0765589970672,3.05103706554,61,77.0336,50.1903096193,468.155695033,-3.14911,3.05,79.5762916027,3.05108001616,0.933955,689.034159422,0.0200474
803.286508978,0.0,59.7359,380.631528142,660.773761021,62,660.773761021,3.14583,0.0756421915066,3.14676469258,62,77.5786,52.5307789944,-256.356469617,-3.23914,3.14583,389.27964246,3.14681707093,0.884439,660.773761021,0.0174121
1071.31975132,0.0,60.2569,787.884720703,689.870911843,63,689.870911843,3.23981,0.0779587087109,3.24080137988,63,78.162,70.8912812289,-215.693678054,-3.33704,3.23975,360.974967274,3.2408523968,0.903758,689.870911843,0.019295
803.191857449,0.0,60.7742,602.113183863,699.965641965,64,699.965641965,3.3324,0.079376725513,3.33338690964,64,78.7729,47.0326901846,-440.952016117,-3.42976,3.33235,353.589487915,3.33343845387,0.909813,699.965641965,0.0210238
834.075468908,0.0,61.2611,691.14430155,636.24051822,65,636.24051822,3.42981,0.080994874675,3.43091784432,65,79.3102,45.3606681384,353.866571629,-3.52878,3.42981,132.240788194,3.43094031695,0.945071,636.24051822,0.0230397
1007.84654921,0.0,61.6667,907.09109041,729.227792651,66,729.227792651,3.52779,0.0780175898017,3.5288784179,66,79.8232,76.9604091608,815.29445696,-3.62824,3.52779,61.9154587291,3.52893016897,0.953437,729.227792651,0.020635
974.642762445,0.0,62.1433,592.326132028,679.525227724,67,679.525227724,3.61899,0.0807643835817,3.61921285805,67,80.3106,62.357404513,-555.733186931,-3.71815,3.61867,507.449867891,3.61926243953,0.920822,679.525227724,0.0237605
890.656487242,0.0,62.5555,765.576076918,666.237883385,68,666.237883385,3.71582,0.0813694075644,3.7168464148,68,80.85,61.8656670332,443.702959844,-3.81428,3.71582,118.781313576,3.7168832657,0.935613,666.237883385,0.0238913
906.217738735,0.0,63.0534,391.2559571,647.210862119,69,647.210862119,3.80941,0.0855817472324,3.81020217543,69,81.4102,58.0403409254,-574.844431907,-3.90857,3.80941,473.751897205,3.81027869884,0.899478,647.210862119,0.0302196
924.948433009,0.0,63.4482,700.660025098,673.41270581,70,673.41270581,3.89913,0.0819258803953,3.90005683236,70,81.8719,62.9579454736,36.8574472843,-4.00101,3.89913,304.742000073,3.900088175,0.931943,673.41270581,0.0237692
579.147307156,0.0,63.8721,-10.2366627854,671.740267446,71,671.740267446,3.99208,0.0849151447159,3.99302327385,71,82.3597,39.7645926926,-798.122217718,-4.09153,3.99206,352.146638176,3.9930704028,0.878368,671.740267446,0.0288443
1030.47932436,0.0,64.3424,750.624909139,741.961359834,72,741.961359834,4.08254,0.0844395657472,4.08363461763,72,82.8998,49.1841702757,-352.580922832,-4.17917,4.08254,409.33624128,4.08368530722,0.917432,741.961359834,0.0275387
900.891998185,0.0,64.7353,598.399346513,679.661312455,73,679.661312455,4.17303,0.084545913956,4.17390467963,73,83.3816,57.0308739094,14.4475029984,-4.27465,4.17303,274.322442403,4.17395306036,0.912002,679.661312455,0.0314841
1070.37802279,0.0,65.1719,778.870222088,738.656143133,74,738.656143133,4.26733,0.0849964371277,4.26831621927,74,83.8588,77.2096988761,134.518427848,-4.36448,4.26733,307.565906876,4.26836752555,0.92153,738.656143133,0.0282467
1060.54796026,0.0,65.5861,798.473348808,690.684297678,75,690.684297678,4.36373,0.0864410860174,4.36457429147,75,84.346,70.5677240556,219.896933982,-4.46254,4.36373,261.611121327,4.36462563494,0.909678,690.684297678,0.0292062
797.378011411,0.0,65.9742,409.536004366,744.657089535,76,744.657089535,4.44455,0.0853383681834,4.44559668561,76,84.7491,28.1779035312,-85.1806835703,-4.54509,4.44455,341.01236801,4.44565600264,0.926097,744.657089535,0.0296938
773.707558045,0.0,66.3484,599.317228575,637.025398586,77,637.025398586,4.53712,0.0848706885021,4.53778847657,77,85.1502,50.2636491817,-217.566936801,-4.6367,4.53712,281.460145381,4.53784911558,0.908898,637.025398586,0.0279952
1120.23346264,0.0,66.7841,1043.31780762,750.057649815,78,750.057649815,4.62707,0.0882685891527,4.62791573276,78,85.6339,84.8723381287,983.154710132,-4.72717,4.62707,44.7813273272,4.62799942303,0.941373,750.057649815,0.0305879
996.224312806,0.0,67.1575,457.301359137,723.368896303,79,723.368896303,4.71398,0.0898778947075,4.71512005473,79,86.1536,59.2541134997,135.583964951,-4.81344,4.71396,325.162095938,4.71517721317,0.914106,723.368896303,0.0356988
693.675681024,0.0,67.562,446.356149414,670.606328186,80,670.606328186,4.79976,0.0888798875631,4.80053450838,80,86.6036,59.1424223608,283.725258152,-4.898,4.79967,115.438149688,4.80060776545,0.897958,670.606328186,0.0353763
746.478601011,0.0,67.9032,564.727860111,723.78085303,81,723.78085303,4.88073,0.0867429518918,4.88174005804,81,87.0598,53.1715675903,366.96124513,-4.97601,4.88067,112.273695226,4.88180229614,0.89411,723.78085303,0.0349073
652.056973871,0.0,68.2518,543.191517087,710.877729053,82,710.877729053,4.96274,0.087993837429,4.96351333621,82,87.5208,55.7492358562,426.645623941,-5.05366,4.96269,75.3583436037,4.96353786393,0.89476,710.877729053,0.0345332
715.672847092,0.0,68.6631,510.798278866,663.817189052,83,663.817189052,5.03341,0.0910490852484,5.03427957179,83,87.9715,41.7519159678,262.948699003,-5.12051,5.03331,149.436929603,5.03436485942,0.892407,663.817189052,0.0383083
850.70378598,0.0,69.0494,345.077358915,596.172147583,84,596.172147583,5.10975,0.0845680481608,5.11046763634,84,88.4009,43.1346824713,-246.339797997,-5.20152,5.10975,295.854499745,5.1105170908,0.90914,596.172147583,0.0302215
1103.35948042,0.0,69.3839,923.342164029,650.408793766,85,650.408793766,5.18357,0.0874670398095,5.18444065382,85,88.9092,72.1844577299,479.147626228,-5.27472,5.18353,170.004732298,5.18449793593,0.911375,650.408793766,0.0340014
820.377884595,0.0,69.7825,707.706004934,695.699639696,86,695.699639696,5.26107,0.0926577054435,5.26206477744,86,89.3914,61.4273933447,247.324596089,-5.35292,5.26107,157.047891198,5.26213883933,0.918737,695.699639696,0.045883
978.662363547,0.0,70.1327,638.790811259,444.59297091,87,444.59297091,5.34607,0.090653807398,5.34692606672,87,89.8107,51.8763653735,123.341584721,-5.43657,5.34607,304.678180025,5.34695742999,0.934229,444.59297091,0.0366834
910.290804932,0.0,70.425,483.503253626,735.615812518,88,735.615812518,5.41833,0.0889693190639,5.41890399101,88,90.2304,32.9540806291,236.021772901,-5.51021,5.41827,196.730930299,5.41896090428,0.903876,735.615812518,0.0346876
663.709667346,0.0,70.7914,441.220436919,692.489206644,89,692.489206644,5.49016,0.0930135707265,5.49126681047,89,90.7632,45.5704578227,194.470474378,-5.58113,5.49012,162.397127282,5.49131403308,0.89165,692.489206644,0.042333
964.368826754,0.0,71.1193,552.706770258,691.399928356,90,691.399928356,5.56125,0.0915323068107,5.56206409686,90,91.1867,60.2302995272,267.11655323,-5.65346,5.56125,209.934891379,5.56211673623,0.907971,691.399928356,0.0422864
997.15656075,0.0,71.5143,510.731533747,658.962204738,91,658.962204738,5.62996,0.0900708443208,5.63110471743,91,91.6973,26.9074159865,267.566736442,-5.72167,5.62996,242.835288286,5.6311345256,0.896691,658.962204738,0.0376207
1137.12775605,0.0,71.8355,717.306655248,721.918641513,92,721.918641513,5.70279,0.0960927304047,5.7036557676,92,92.0611,45.9839587009,-8.31364713422,-5.79132,5.70268,464.468373819,5.70372478056,0.903321,721.918641513,0.0482817
866.234254576,0.0,72.1565,516.774045449,779.925245923,93,779.925245923,5.77116,0.0912165776443,5.77167213339,93,92.4503,55.2634898692,199.388594185,-5.86016,5.77108,204.459107279,5.77175791791,0.904878,779.925245923,0.0411178
1081.60391419,0.0,72.473,675.911212357,742.597585659,94,742.597585659,5.84275,0.0896386461699,5.84377690398,94,92.9213,51.7793518616,232.250653647,-5.93289,5.84275,318.54717497,5.84381896102,0.914406,742.597585659,0.0343527
826.100726253,0.0,72.8401,504.507786591,685.334844211,95,685.334844211,5.91737,0.0949819517001,5.91839450654,95,93.3071,21.5839128613,325.80275661,-6.0064,5.91737,134.680003331,5.91844762026,0.882003,685.334844211,0.0458963
879.013962177,0.0,73.1842,637.872605565,763.002557832,96,763.002557832,5.97717,0.0941082424681,5.97802473575,96,93.8009,40.2827356645,283.705579496,-6.06395,5.97715,215.890783771,5.97808773239,0.918234,763.002557832,0.0459519
994.256977964,0.0,73.4944,732.867485115,701.494413452,97,701.494413452,6.04626,0.0911925752216,6.04708642226,97,94.1918,48.6148310519,414.568715283,-6.13702,6.04626,182.518899124,6.04713097332,0.924685,701.494413452,0.0366592
990.599679333,0.0,73.8202,755.145970852,644.050899535,98,644.050899535,6.11783,0.0957055603149,6.11840791907,98,94.5918,49.9371339649,332.514559547,-6.208,6.11769,252.843512094,6.11846848488,0.903207,644.050899535,0.047448
830.769951909,0.0,74.104,494.582453799,671.214146153,99,671.214146153,6.18528,0.0948073751168,6.18641083415,99,95.0222,51.5959481736,169.451565873,-6.27535,6.18524,239.191503723,6.18645430474,0.922378,671.214146153,0.0479169
530.802092855,0.0,74.4514,289.624824381,736.075917204,100,736.075917204,6.24277,0.0984781638882,6.24376377342,100,95.4575,33.4065310884,-518.96984002,-6.33281,6.24277,396.66872399,6.24382856316,0.908597,736.075917204,0.0579269
708.930633268,0.0,74.715,459.438469495,383.937499462,101,383.937499462,6.32025,0.096633114707,6.32106678488,101,95.8869,50.4499521638,-24.8244565107,-6.40981,6.32023,207.608799431,6.32112357273,0.914957,383.937499462,0.0453874
1038.47267647,0.0,75.0485,847.028183813,644.505304339,102,644.505304339,6.38479,0.103024283846,6.38600506423,102,96.3005,73.4655287931,571.549559478,-6.47532,6.38479,160.739274664,6.38605587846,0.918114,644.505304339,0.0597836
1041.12024519,0.0,75.3249,692.4482529,652.528064575,103,652.528064575,6.45353,0.0965228878527,6.45446110853,103,96.698,76.0155400284,543.508091699,-6.54665,6.45353,129.217526504,6.45449199552,0.898599,652.528064575,0.0434747
1016.2008248,0.0,75.6799,624.576448696,657.34646781,104,657.34646781,6.51283,0.100629812072,6.51393845763,104,97.0682,54.8619286941,-215.780854816,-6.60481,6.51279,349.164221187,6.51400616947,0.91991,657.34646781,0.0564703
1127.7696769,0.0,75.9744,767.847992431,701.158103751,105,701.158103751,6.58075,0.0967446107701,6.58139132368,105,97.3539,64.3926019971,-486.100521596,-6.6718,6.58053,447.913867964,6.58145990763,0.907905,701.158103751,0.0516722
1052.07354152,0.0,76.2697,764.983049457,757.320295605,106,757.320295605,6.63564,0.0966880357146,6.63658013952,106,97.692,75.305348936,417.693134883,-6.72266,6.63564,206.329675961,6.63660636678,0.89586,757.320295605,0.0519564
774.633303316,0.0,76.536,620.891306004,740.214172996,107,740.214172996,6.69675,0.0967074523688,6.69764714191,107,98.1062,50.8256182915,435.769705085,-6.78273,6.69675,105.90595765,6.69768787302,0.914795,740.214172996,0.0494607
968.247144715,0.0,76.822,861.653921639,724.722441111,108,724.722441111,6.75094,0.0997561983533,6.75126811231,108,98.3808,82.7889162402,549.135614934,-6.83289,6.75075,130.470163856,6.75132732346,0.930631,724.722441111,0.0590081
937.876682002,0.0,77.1245,658.580705091,297.62975741,109,297.62975741,6.79932,0.097162299553,6.80043283885,109,98.7082,62.7134190323,386.303478312,-6.88258,6.79929,211.200734246,6.80046195038,0.932386,297.62975741,0.044885
877.783410389,0.0,77.3492,630.58808098,715.933228545,110,715.933228545,6.85165,0.102292458161,6.85270754386,110,99.1058,62.177253591,365.415191776,-6.93751,6.85165,183.844501263,6.85276467183,0.905273,715.933228545,0.0622786
1183.29392532,0.0,77.6674,1023.23926034,683.107244215,111,683.107244215,6.90968,0.102080211263,6.91036316441,111,99.4559,89.1123135551,327.890143069,-6.99549,6.90968,234.690133296,6.91042285942,0.907289,683.107244215,0.0606959
631.52850617,0.0,77.9342,399.542597182,624.423123983,112,624.423123983,6.96393,0.100024993334,6.96491810633,112,99.841,62.7124845517,86.8137842528,-7.05224,6.96375,179.674644541,6.96496219479,0.935216,624.423123983,0.0517474
1162.42323947,0.0,78.1927,941.284522197,655.527474584,113,655.527474584,7.01355,0.105275611741,7.0144713899,113,100.265,82.9588216902,332.989625069,-7.09827,7.01355,298.076894109,7.01452440619,0.922626,655.527474584,0.0675723
1044.69138501,0.0,78.4998,915.378442537,676.504646658,114,676.504646658,7.07378,0.103768756457,7.0748271504,114,100.589,85.0761934884,546.348511189,-7.15855,7.07378,131.609304406,7.07485247128,0.933852,676.504646658,0.0645598
770.092746908,0.0,78.8175,564.35755636,663.461106421,115,663.461106421,7.11628,0.109977336322,7.11728904919,115,101.031,58.4076461151,-360.514441396,-7.20017,7.11628,314.887993079,7.11735044354,0.907426,663.461106421,0.0813098
867.829609598,0.0,79.1155,563.287760938,643.387615048,116,643.387615048,7.16549,0.103226382889,7.16640546847,116,101.469,56.0391847002,-292.328240384,-7.24938,7.16549,348.01230004,7.1664344734,0.937202,643.387615048,0.0612195
-115.606490521,0.0,79.4267,-308.71783682,626.646443645,117,626.646443645,7.22565,0.105047097324,7.22647977814,117,101.867,26.28985996,-462.243861945,-7.31058,7.22557,97.1655106715,7.22652223493,0.90622,626.646443645,0.0634755
1073.00940207,0.0,79.6865,629.541509557,773.305152018,118,773.305152018,7.27279,0.104829772677,7.2737595082,118,102.214,67.4367375504,-466.368082889,-7.35865,7.27279,518.937126933,7.27381242929,0.91833,773.305152018,0.0618886
795.564298644,0.0,79.9768,58.6092471031,744.906319491,119,744.906319491,7.33233,0.106018810781,7.33310975143,119,102.584,44.8282888402,-434.04037214,-7.41755,7.33233,388.869617409,7.33317113319,0.947167,744.906319491,0.0697499
1079.87552366,0.0,80.2307,767.541365229,676.607165035,120,676.607165035,7.38323,0.105038407191,7.38404067221,120,102.914,59.3941387003,353.464044101,-7.47407,7.3832,211.821793527,7.38410356525,0.916407,676.607165035,0.069444
1021.86387845,0.0,80.5084,562.865108855,776.55396807,121,776.55396807,7.44266,0.101889099393,7.44347327878,121,103.268,46.9401291744,-507.613158078,-7.53029,7.44266,467.676886249,7.44351871314,0.923808,776.55396807,0.0514817
1005.30277572,0.0,80.7318,680.118554441,691.949048623,122,691.949048623,7.4963,0.10451117343,7.49692353948,122,103.575,56.190135255,93.4342069353,-7.58242,7.49616,372.099992928,7.49698410947,0.936569,691.949048623,0.0660487
871.191005151,0.0,80.9772,628.418186969,292.708497169,123,292.708497169,7.53955,0.104763482444,7.54005248576,123,103.899,50.8849204909,-206.803248642,-7.62535,7.53955,355.881345072,7.54009390293,0.910179,292.708497169,0.0654354
