AverageQLoss,Iteration,AverageAction,MaxReturn,AverageAbsQ,AverageEsReturn,StdEsReturn,MaxEsReturn,AverageDiscountedReturn,AverageQ,StdReturn,AveragePolicySurr,AverageAbsQYDiff,PolicyRegParamNorm,QFunRegParamNorm,Epoch,MinEsReturn,AverageY,AverageReturn,MinReturn,AverageAbsY
6.90969e-05,23,0.0549296,31.0,0.0826329,11.1460674157,10.2645353905,44.0,26.6103429541,0.0819715,0.41108889895,-0.0995959,0.00438123138923,19.3241,13.761,23,2.0,0.081976046476,30.7846153846,30.0,0.0821266540513
7.70014e-05,24,0.058584,28.0,0.0864851,14.3188405797,10.6750321638,40.0,24.0004553411,0.0857532,0.461625738887,-0.104097,0.0045589465923,19.7866,14.1538,24,3.0,0.0857651916338,27.3079019074,27.0,0.0859528723545
7.88018e-05,25,0.0575305,28.0,0.0911314,10.8085106383,9.52184118141,39.0,24.0852859223,0.0903905,0.493424581473,-0.10982,0.00463650462718,20.1896,14.4783,25,3.0,0.0903920800779,27.4191780822,27.0,0.0906296279987
9.50426e-05,26,0.505795,34.0,0.0949223,13.0135135135,11.7754821365,45.0,28.8234390071,0.0941433,0.374680287379,-0.113692,0.00490336509275,20.8732,14.826,26,3.0,0.0941568441978,33.8310810811,33.0,0.0944162422031
0.000100279,27,0.476626,40.0,0.0984861,11.8505747126,11.7096371899,52.0,32.4819660845,0.0976497,0.489249040902,-0.117799,0.00492315629423,21.3953,15.1477,27,3.0,0.097645350135,39.08203125,38.0,0.0979871329723
0.000110763,28,0.733774,58.0,0.101722,13.4864864865,15.2840167736,52.0,36.7739614548,0.100846,3.06027383634,-0.121566,0.00513828403343,21.9783,15.5062,28,3.0,0.100862919201,45.6621004566,42.0,0.1012989154
0.000113811,29,0.725678,56.0,0.104403,14.2816901408,14.7840636494,51.0,37.519690284,0.10354,2.83443091334,-0.124446,0.00515343993567,22.3315,15.7687,29,3.0,0.103544741854,46.8364485981,42.0,0.103959607422
0.000116347,30,0.77102,67.0,0.106751,16.6,15.5811852352,69.0,37.006396426,0.105813,3.86310438076,-0.126261,0.00529660026003,22.637,15.9943,30,3.0,0.105825602271,46.0550458716,39.0,0.106230920202
0.000113763,31,0.832817,84.0,0.108053,26.6944444444,24.1532370092,91.0,46.6823377157,0.107125,6.21411887861,-0.127146,0.00528396928339,22.9225,16.1844,31,3.0,0.10713441972,62.76875,49.0,0.107442339074
0.000108824,32,0.867372,96.0,0.108776,20.2745098039,19.1024877051,76.0,50.6701586046,0.107902,6.18807349028,-0.127518,0.00505183949432,23.1426,16.3547,32,3.0,0.107901739658,70.5,56.0,0.108401130454
0.000113679,33,0.633,54.0,0.10829,19.7647058824,17.496877296,71.0,39.7639835144,0.107301,1.48898127108,-0.126823,0.00524441162574,23.5014,16.5669,33,3.0,0.107308510674,50.4472361809,47.0,0.107850648359
0.000105263,34,0.75677,120.0,0.108085,28.8181818182,17.3073019193,72.0,60.6017562831,0.107192,10.1081726499,-0.126333,0.00488207586627,23.809,16.69,34,3.0,0.107198185564,93.1944444444,69.0,0.107649504422
0.00011019,35,0.89354,376.0,0.107928,34.3,28.6800162715,104.0,71.1358352264,0.107025,62.4476211366,-0.125147,0.00498857821587,24.1914,16.8943,35,4.0,0.107028679143,137.780821918,84.0,0.107378431704
0.000108693,36,0.871798,1000.0,0.107928,44.6363636364,34.5273876201,122.0,98.4783120943,0.107143,288.448266361,-0.124735,0.00473484626822,24.434,16.9917,36,3.0,0.107149380984,839.538461538,199.0,0.107457177017
9.06413e-05,37,0.859376,1000.0,0.107252,35.9642857143,35.0881361135,137.0,99.1081216057,0.10642,250.927392313,-0.124153,0.00451505705118,24.6652,17.1522,37,3.0,0.106431110392,809.538461538,236.0,0.106800353092
8.83174e-05,38,0.573245,1000.0,0.10751,36.4642857143,30.2140957441,128.0,99.9956828753,0.106674,0.0,-0.124815,0.00443436535762,24.9004,17.3354,38,3.0,0.106671652932,1000.0,1000.0,0.107041056394
8.56272e-05,39,0.912495,137.0,0.108518,47.8,45.6482201186,203.0,67.9852199913,0.107666,7.56636254693,-0.125266,0.00439509827723,25.0792,17.4271,39,7.0,0.107671371731,113.606741573,103.0,0.108021837579
9.57711e-05,40,0.0674061,1000.0,0.109748,45.7826086957,37.1283982743,176.0,99.9956828753,0.108798,0.0,-0.126135,0.004599095853,25.2876,17.5508,40,5.0,0.108808195031,1000.0,1000.0,0.109271023832
8.76517e-05,41,0.393758,1000.0,0.111085,32.9666666667,24.3577274985,98.0,99.9956828753,0.110145,0.0,-0.127319,0.00435028723607,25.4004,17.6629,41,5.0,0.110138920151,1000.0,1000.0,0.110669657869
9.57983e-05,42,0.345914,188.0,0.111765,25.0512820513,17.1418646593,76.0,78.5978764289,0.110733,10.9943934071,-0.127955,0.00457285694255,25.5736,17.7494,42,3.0,0.110733800808,153.984615385,130.0,0.111351873055
7.38749e-05,43,0.215844,1000.0,0.113602,26.0,22.9651910508,128.0,99.9956828753,0.112588,0.0,-0.128917,0.00409771324682,25.7418,17.9076,43,4.0,0.112595300704,1000.0,1000.0,0.11326899071
8.84996e-05,44,0.0442154,1000.0,0.114761,30.9677419355,23.5748415258,92.0,99.9956828753,0.113712,0.0,-0.130326,0.00437357470201,26.0702,18.0069,44,2.0,0.113713612943,1000.0,1000.0,0.114292575267
9.61742e-05,45,0.322838,94.0,0.116145,32.40625,22.7346917933,92.0,58.2289776021,0.115037,2.71451815228,-0.131199,0.00452757010925,26.3194,18.0926,45,5.0,0.11504247062,86.8965517241,80.0,0.115688966075
9.17369e-05,46,0.564106,1000.0,0.117222,28.8235294118,26.378991851,95.0,99.9956828753,0.11605,0.0,-0.132575,0.00436277286275,26.6506,18.1879,46,3.0,0.116050658814,1000.0,1000.0,0.116750159135
9.50931e-05,47,0.651574,198.0,0.118522,27.9714285714,22.7086965271,118.0,62.4608570081,0.117375,32.0285772153,-0.133748,0.00427391999485,26.9514,18.2867,47,3.0,0.117374236831,102.193877551,56.0,0.11810835419
0.000110385,48,0.0710192,1000.0,0.119557,36.6428571429,31.0589465898,122.0,72.8785090829,0.118422,429.091770603,-0.134737,0.00453501460497,27.2458,18.347,48,3.0,0.118420084945,393.259259259,74.0,0.119148540947
8.89e-05,49,0.130153,1000.0,0.120748,28.8,21.6158671879,82.0,99.9956828753,0.119607,0.0,-0.135823,0.00418886721674,27.4887,18.4478,49,3.0,0.119618717726,1000.0,1000.0,0.12035851494
9.99625e-05,50,0.0451113,1000.0,0.123159,29.4838709677,27.2773934141,101.0,99.9956828753,0.122108,0.0,-0.138384,0.00430945681278,27.6333,18.5756,50,4.0,0.122104894402,1000.0,1000.0,0.122811670783
8.54786e-05,51,0.660628,1000.0,0.125347,44.6666666667,33.773345835,135.0,99.9956828753,0.124181,0.0,-0.14007,0.00399192019028,27.8496,18.6337,51,3.0,0.124192710166,1000.0,1000.0,0.124941040488
9.99988e-05,52,0.778855,1000.0,0.126396,25.8461538462,18.61284153,88.0,99.9956828753,0.125254,0.0,-0.140869,0.00431823224556,28.0076,18.7144,52,3.0,0.12524855973,1000.0,1000.0,0.125982616602
0.000103229,53,0.273512,1000.0,0.126927,38.9230769231,31.3760357805,135.0,99.9956828753,0.125802,0.0,-0.14114,0.0044123323729,28.251,18.7549,53,3.0,0.12580397989,1000.0,1000.0,0.126539497657
9.88017e-05,54,0.558834,1000.0,0.128352,26.9459459459,20.4277843991,94.0,99.9956828753,0.12735,0.0,-0.14253,0.0042237895127,28.555,18.8059,54,3.0,0.127358165849,1000.0,1000.0,0.128011062632
9.49011e-05,55,0.644588,1000.0,0.12939,39.32,29.4207001956,113.0,99.9956828753,0.128387,0.0,-0.143841,0.00410646344978,28.8346,18.9455,55,4.0,0.128383003483,1000.0,1000.0,0.128998471086
0.000108385,56,0.66594,1000.0,0.130425,28.25,25.3074154701,109.0,99.9956828753,0.129308,0.0,-0.145002,0.00438536845474,29.2648,19.0052,56,3.0,0.129316286544,1000.0,1000.0,0.129931635102
9.91805e-05,57,0.821753,44.0,0.13211,25.7435897436,22.9656576929,83.0,32.4761156639,0.131191,1.40211523208,-0.146801,0.00413041419943,29.6526,19.0452,57,3.0,0.131196585426,39.08203125,37.0,0.131704431754
9.57368e-05,58,0.77942,52.0,0.13359,24.0975609756,17.9712573743,61.0,33.0389653674,0.132725,3.07763186682,-0.146909,0.00400767987098,29.8898,19.0686,58,4.0,0.132714495761,39.9521912351,36.0,0.133166883848
0.000105315,59,0.503668,160.0,0.133826,23.5813953488,18.6188608526,87.0,65.4539645563,0.132919,38.0071688066,-0.147558,0.00417885584549,30.082,19.2026,59,3.0,0.13293634817,113.640449438,44.0,0.133420098531
9.95605e-05,60,0.532835,247.0,0.13333,26.3421052632,19.9305059959,97.0,62.5017970607,0.132347,48.1762870236,-0.146902,0.00407468681276,30.2746,19.2746,60,3.0,0.132344097615,108.956521739,45.0,0.132870103518
0.000107358,61,0.464429,1000.0,0.134255,25.358974359,20.1526064733,76.0,99.9956828753,0.13328,0.0,-0.147406,0.00413343759695,30.4289,19.318,61,2.0,0.133281132238,1000.0,1000.0,0.133750687693
0.000103791,62,0.730362,1000.0,0.134424,28.4285714286,21.8857888846,90.0,99.9956828753,0.133599,0.0,-0.14737,0.00407047177746,30.6316,19.3804,62,3.0,0.133604975233,1000.0,1000.0,0.13407165334
9.31503e-05,63,0.562482,1000.0,0.135229,40.3043478261,29.4728095511,102.0,99.9956828753,0.134362,0.0,-0.148322,0.00394020965274,31.018,19.4393,63,7.0,0.134367875969,1000.0,1000.0,0.134763152578
0.000107578,64,0.523324,1000.0,0.135916,41.92,35.9086841864,116.0,99.9956828753,0.135095,0.0,-0.148877,0.00405393311544,31.3586,19.4979,64,3.0,0.135094951207,1000.0,1000.0,0.135464800496
8.8756e-05,65,0.462043,1000.0,0.13618,26.6153846154,20.2023296253,99.0,99.9956828753,0.135394,0.0,-0.149109,0.00375090343907,31.7737,19.5279,65,3.0,0.135400016181,1000.0,1000.0,0.135717065118
0.00011755,66,0.333064,1000.0,0.137586,24.7948717949,22.8990868558,96.0,99.9956828753,0.136763,0.0,-0.15049,0.00436678518404,32.0783,19.6136,66,3.0,0.136766748648,1000.0,1000.0,0.137117405659
0.000101884,67,0.0205615,1000.0,0.138653,29.0,24.9788481949,118.0,99.9956828753,0.137898,0.0,-0.151642,0.00401007523136,32.3197,19.697,67,3.0,0.137892747683,1000.0,1000.0,0.138258613902
9.24456e-05,68,0.5055,1000.0,0.139027,28.8235294118,26.4268920389,93.0,99.9956828753,0.138314,0.0,-0.151808,0.0037858040771,32.6436,19.7803,68,3.0,0.138313868972,1000.0,1000.0,0.138671259634
8.9274e-05,69,0.608569,1000.0,0.139865,35.6896551724,25.2628983079,90.0,99.9956828753,0.139063,0.0,-0.152794,0.00370843640401,32.9172,19.8373,69,3.0,0.139068267922,1000.0,1000.0,0.139466949707
9.88769e-05,70,0.0541049,1000.0,0.141164,23.3255813953,22.2791183181,93.0,99.9956828753,0.140288,0.0,-0.153441,0.00390444236885,33.156,19.916,70,3.0,0.140287804535,1000.0,1000.0,0.14072589778
0.000106417,71,0.387096,1000.0,0.142214,26.1578947368,22.1139707161,100.0,99.9956828753,0.141462,0.0,-0.15468,0.00403499519451,33.4655,19.9778,71,3.0,0.14146308047,1000.0,1000.0,0.14184642162
0.00010008,72,0.619962,1000.0,0.142434,29.1818181818,38.6244188309,211.0,99.9956828753,0.141565,0.0,-0.154791,0.00395672729153,33.9024,20.0709,72,3.0,0.141567662075,1000.0,1000.0,0.142056699476
9.9957e-05,73,0.429566,1000.0,0.143094,27.8648648649,28.7742021865,107.0,99.9956828753,0.142042,0.0,-0.15494,0.00396439354731,34.3929,20.1371,73,3.0,0.142041222791,1000.0,1000.0,0.142668468544
0.000122561,74,0.554443,1000.0,0.14366,21.8095238095,19.4253615462,95.0,99.9956828753,0.142565,0.0,-0.155591,0.00427375598171,34.7308,20.2337,74,3.0,0.142560678098,1000.0,1000.0,0.143229481125
9.83811e-05,75,0.455029,1000.0,0.144612,29.8611111111,30.1801560796,113.0,99.9956828753,0.143496,0.0,-0.156718,0.00384726944642,34.9922,20.2678,75,3.0,0.143504484098,1000.0,1000.0,0.14422736311
0.000101988,76,0.582824,1000.0,0.145436,22.7333333333,18.4009661582,70.0,99.9956828753,0.144133,0.0,-0.157084,0.00401451301012,35.3251,20.3699,76,3.0,0.144137663816,1000.0,1000.0,0.145022802662
0.000110345,77,0.556739,1000.0,0.146661,30.0606060606,25.4164577962,101.0,99.9956828753,0.145446,0.0,-0.157879,0.00412213685437,35.5165,20.4525,77,3.0,0.14544824908,1000.0,1000.0,0.146227733596
0.000113143,78,0.54803,1000.0,0.146666,37.1153846154,40.1940743079,182.0,99.9956828753,0.145416,0.0,-0.158141,0.00420315025943,35.7796,20.5209,78,3.0,0.145417448182,1000.0,1000.0,0.146208348586
0.000109018,79,0.332629,1000.0,0.146961,25.8,19.8206962542,80.0,99.9956828753,0.145612,0.0,-0.158035,0.00414357297313,35.9655,20.6114,79,3.0,0.145599987264,1000.0,1000.0,0.146461455214
0.000105925,80,0.600911,1000.0,0.14707,41.75,30.2465562778,127.0,99.9956828753,0.145939,0.0,-0.158971,0.00386941053388,36.1847,20.706,80,5.0,0.14594740122,1000.0,1000.0,0.146740425913
0.000106507,81,0.543871,1000.0,0.147558,34.5172413793,26.8593022346,91.0,99.9956828753,0.146585,0.0,-0.159417,0.00397240598131,36.4452,20.7775,81,4.0,0.146578321421,1000.0,1000.0,0.147221440337
0.000100473,82,0.595914,1000.0,0.149008,33.1,29.2305205792,112.0,99.9956828753,0.148123,0.0,-0.160245,0.00384927796295,36.6762,20.8749,82,4.0,0.148129574714,1000.0,1000.0,0.148576390809
0.000107275,83,0.213429,1000.0,0.149198,26.4736842105,25.0628020046,100.0,99.9956828753,0.14858,0.0,-0.160947,0.00385506231342,36.8966,20.9416,83,4.0,0.148585877466,1000.0,1000.0,0.148854483071
0.000105626,84,0.478059,1000.0,0.149225,24.5384615385,23.4114218824,134.0,99.9956828753,0.148554,0.0,-0.161011,0.00395486159358,37.0951,20.9763,84,3.0,0.148550017365,1000.0,1000.0,0.148729512166
0.000100668,85,0.540418,1000.0,0.150148,28.2,38.098218931,211.0,99.9956828753,0.149647,0.0,-0.161659,0.00364509882083,37.318,21.0657,85,3.0,0.149655588248,1000.0,1000.0,0.149794689376
0.00011005,86,0.545249,1000.0,0.150907,26.5263157895,25.2812983116,113.0,99.9956828753,0.150383,0.0,-0.162123,0.00383862765913,37.5391,21.1462,86,3.0,0.150377832086,1000.0,1000.0,0.15050887517
0.000105382,87,0.511646,1000.0,0.151184,37.2857142857,27.6519918462,129.0,99.9956828753,0.150634,0.0,-0.162397,0.00375773662494,37.6688,21.1929,87,10.0,0.150647323482,1000.0,1000.0,0.150775375499
9.84671e-05,88,0.568065,1000.0,0.151412,32.6129032258,35.3988130103,156.0,99.9956828753,0.150855,0.0,-0.162597,0.00362899741732,37.7798,21.2542,88,4.0,0.150846874405,1000.0,1000.0,0.150988708557
0.000101776,89,0.611231,1000.0,0.151722,31.03125,37.256278309,163.0,99.9956828753,0.151139,0.0,-0.162725,0.00369896302894,37.993,21.2763,89,4.0,0.151140843344,1000.0,1000.0,0.151267159088
0.000106303,90,0.574137,1000.0,0.151993,31.0,22.9346898824,81.0,99.9956828753,0.151458,0.0,-0.163477,0.00380074481108,38.1317,21.3586,90,4.0,0.151453691719,1000.0,1000.0,0.151537846457
0.000110616,91,0.258674,1000.0,0.1525,26.9189189189,24.9121465851,109.0,99.9956828753,0.152021,0.0,-0.163361,0.00377557815231,38.3357,21.3966,91,3.0,0.152017724819,1000.0,1000.0,0.152099468925
0.000116973,92,0.058253,1000.0,0.152627,23.2093023256,14.7152162025,59.0,99.9956828753,0.152002,0.0,-0.163662,0.00392202878826,38.6079,21.4834,92,3.0,0.152002981472,1000.0,1000.0,0.152114314838
0.000112378,93,0.373676,1000.0,0.15214,21.4782608696,17.5148869977,67.0,99.9956828753,0.151611,0.0,-0.163732,0.00387097555622,38.8251,21.5064,93,3.0,0.151624983527,1000.0,1000.0,0.151753170625
0.000119322,94,0.256317,1000.0,0.152779,24.5365853659,26.8028916905,147.0,99.9956828753,0.152253,0.0,-0.163447,0.00389452724768,39.0092,21.5825,94,3.0,0.152253822645,1000.0,1000.0,0.152399367286
9.69417e-05,95,0.0228548,1000.0,0.152344,25.6578947368,21.6603886778,123.0,99.9956828753,0.151847,0.0,-0.163603,0.00358003762875,39.1717,21.602,95,3.0,0.151848703533,1000.0,1000.0,0.151986658299
0.000102839,96,0.255998,1000.0,0.153369,23.3555555556,19.558636121,78.0,99.9956828753,0.152911,0.0,-0.163721,0.00366321739079,39.3428,21.6618,96,3.0,0.152907794587,1000.0,1000.0,0.152974104022
0.000116779,97,0.521539,1000.0,0.1528,21.0888888889,19.3377261931,86.0,99.9956828753,0.152338,0.0,-0.163809,0.00379824228317,39.4395,21.7265,97,3.0,0.152343506787,1000.0,1000.0,0.15241824033
0.000105947,98,0.253293,1000.0,0.152895,27.0,21.4452194183,97.0,99.9956828753,0.152329,0.0,-0.163509,0.00385146428783,39.6219,21.7638,98,3.0,0.152334566652,1000.0,1000.0,0.152420536548
9.92615e-05,99,0.503317,1000.0,0.153349,23.023255814,21.7859442335,91.0,99.9956828753,0.152789,0.0,-0.163804,0.00366915661305,39.8211,21.8219,99,4.0,0.152783078789,1000.0,1000.0,0.152910785854
0.00011265,100,0.544448,1000.0,0.153097,25.9230769231,26.4472233193,118.0,99.9956828753,0.152518,0.0,-0.16403,0.00382330246987,40.0139,21.8812,100,3.0,0.152528962088,1000.0,1000.0,0.152685970509
0.000110145,101,0.604432,1000.0,0.153285,21.7173913043,19.1068654216,111.0,99.9956828753,0.152727,0.0,-0.164254,0.00378819834719,40.1896,21.9319,101,3.0,0.152734152349,1000.0,1000.0,0.152882078821
0.000121091,102,0.607064,1000.0,0.15333,26.1578947368,29.2156467774,123.0,99.9956828753,0.152805,0.0,-0.16399,0.00392507876423,40.4208,21.9781,102,3.0,0.152808870415,1000.0,1000.0,0.152893615987
0.000105416,103,0.609238,1000.0,0.153925,25.9736842105,21.4702815932,93.0,99.9956828753,0.153446,0.0,-0.16436,0.00372918915615,40.637,22.0161,103,3.0,0.153434163009,1000.0,1000.0,0.153518248442
0.000109403,104,0.307909,1000.0,0.154028,24.8536585366,20.7887879908,79.0,99.9956828753,0.15347,0.0,-0.164251,0.00377015297529,40.7914,22.0544,104,4.0,0.153478036778,1000.0,1000.0,0.15356069437
0.000109708,105,0.699435,1000.0,0.153709,27.7142857143,28.3987639858,141.0,99.9956828753,0.153202,0.0,-0.164025,0.00374757131941,41.0595,22.086,105,3.0,0.153207280611,1000.0,1000.0,0.153289367623
0.00010308,106,0.644233,1000.0,0.153491,28.4166666667,23.3528192445,95.0,99.9956828753,0.153029,0.0,-0.163626,0.00354978139668,41.2772,22.1096,106,3.0,0.153022321333,1000.0,1000.0,0.153143303656
9.93877e-05,107,0.712362,1000.0,0.153589,22.1333333333,17.3635633824,68.0,99.9956828753,0.152996,0.0,-0.163666,0.00357661776954,41.506,22.1685,107,3.0,0.152995800096,1000.0,1000.0,0.153159385603
9.53448e-05,108,0.636781,1000.0,0.153473,38.64,40.1655374668,192.0,99.9956828753,0.152938,0.0,-0.1633,0.0033987237011,41.6395,22.2134,108,6.0,0.152938965146,1000.0,1000.0,0.153120589424
0.000101413,109,0.77076,1000.0,0.152694,26.4210526316,22.9480323419,106.0,99.9956828753,0.152103,0.0,-0.162857,0.00362084452923,41.9481,22.2726,109,3.0,0.152107948456,1000.0,1000.0,0.1522689119
0.000112686,110,0.71278,1000.0,0.1535,27.2647058824,18.8138072319,86.0,99.9956828753,0.152928,0.0,-0.163338,0.00376532683696,41.9748,22.3263,110,3.0,0.152923534117,1000.0,1000.0,0.153117453071
0.000101143,111,0.746948,1000.0,0.153027,33.34375,28.0608817741,118.0,99.9956828753,0.152372,0.0,-0.162721,0.00363399107704,42.1906,22.3456,111,3.0,0.152373921247,1000.0,1000.0,0.152591093485
0.000101993,112,0.747576,1000.0,0.152948,26.3846153846,20.1476796203,88.0,99.9956828753,0.152347,0.0,-0.162897,0.00343294254803,42.3095,22.4353,112,5.0,0.152349481226,1000.0,1000.0,0.15261792581
9.90881e-05,113,0.728318,1000.0,0.152969,28.1666666667,31.3940015502,138.0,99.9956828753,0.152283,0.0,-0.162582,0.003598778619,42.5019,22.4594,113,3.0,0.152277779897,1000.0,1000.0,0.152480949529
0.000107351,114,0.784565,1000.0,0.152804,23.0238095238,21.2328228561,101.0,99.9956828753,0.152231,0.0,-0.162259,0.00361574061615,42.5881,22.5241,114,5.0,0.152232462386,1000.0,1000.0,0.152381814969
0.000100513,115,0.681385,1000.0,0.153136,25.2820512821,16.1164810022,86.0,99.9956828753,0.152532,0.0,-0.163045,0.00367660442304,42.7953,22.5422,115,6.0,0.152531048538,1000.0,1000.0,0.152668579062
0.000109182,116,0.688935,1000.0,0.153514,32.46875,27.1730385389,123.0,99.9956828753,0.152929,0.0,-0.163607,0.00370311741093,42.902,22.5688,116,3.0,0.152931169087,1000.0,1000.0,0.153045201291
0.000116018,117,0.668566,1000.0,0.153278,23.3720930233,20.4245898946,121.0,99.9956828753,0.152749,0.0,-0.163525,0.00388565319579,42.9775,22.5948,117,3.0,0.152749109144,1000.0,1000.0,0.152899416283
0.000108468,118,0.69314,1000.0,0.154368,21.6956521739,16.3053333036,88.0,99.9956828753,0.153832,0.0,-0.165397,0.00369375769032,43.1104,22.612,118,3.0,0.153834724874,1000.0,1000.0,0.153985087935
0.00012189,119,0.019159,1000.0,0.155304,24.7179487179,28.1488249224,152.0,99.9956828753,0.154603,0.0,-0.166508,0.00398010871394,43.3088,22.6357,119,3.0,0.154607410347,1000.0,1000.0,0.154772090404
0.000110297,120,0.013455,1000.0,0.157275,22.9318181818,21.8074192205,110.0,99.9956828753,0.156722,0.0,-0.168681,0.00387810077094,43.4441,22.6501,120,3.0,0.156720718927,1000.0,1000.0,0.156828761571
0.000101238,121,0.700987,1000.0,0.158365,18.8545454545,19.2376696584,114.0,99.9956828753,0.15775,0.0,-0.169656,0.00389431258645,43.55,22.6751,121,3.0,0.157762985392,1000.0,1000.0,0.157877255572
0.000119181,122,0.0170892,1000.0,0.159728,21.2340425532,26.3084912803,120.0,99.9956828753,0.159191,0.0,-0.171355,0.00412722011167,43.7333,22.7087,122,3.0,0.15919386483,1000.0,1000.0,0.159336450467
0.00011594,123,0.00906322,1000.0,0.161015,19.2115384615,18.6664410296,83.0,99.9956828753,0.160466,0.0,-0.172722,0.00422333085471,43.8585,22.7387,123,3.0,0.160464792037,1000.0,1000.0,0.16063771301
0.000126475,124,0.00667933,1000.0,0.163132,15.1846153846,15.9517467649,75.0,99.9956828753,0.162531,0.0,-0.175227,0.0042147320498,43.9186,22.7561,124,3.0,0.162547718142,1000.0,1000.0,0.162741585851
0.000134565,125,0.00785564,1000.0,0.16441,16.7333333333,15.4648705854,64.0,99.9956828753,0.16375,0.0,-0.177602,0.00445466957678,44.012,22.7804,125,3.0,0.163743357682,1000.0,1000.0,0.163946290069
0.000138734,126,0.00656175,1000.0,0.168101,15.5384615385,16.5046165319,89.0,99.9956828753,0.167462,0.0,-0.182022,0.00452112404587,44.1634,22.8116,126,3.0,0.167478926451,1000.0,1000.0,0.167712641775
0.000164036,127,0.0063769,1000.0,0.17107,17.3859649123,19.7046208722,86.0,99.9956828753,0.170415,0.0,-0.185317,0.00492286271737,44.2129,22.8484,127,3.0,0.170410640581,1000.0,1000.0,0.170523437426
0.000132018,128,0.00688654,1000.0,0.174071,15.125,15.5939691868,63.0,99.9956828753,0.173504,0.0,-0.189077,0.00445451208342,44.316,22.9121,128,3.0,0.173512787725,1000.0,1000.0,0.173657366666
0.000150615,129,0.00943082,1000.0,0.177539,16.8474576271,21.4047464713,112.0,99.9956828753,0.176947,0.0,-0.193284,0.00476545400013,44.5012,22.9497,129,3.0,0.176962251133,1000.0,1000.0,0.177101434057
