AverageAction,AveragePolicySurr,AverageAbsQYDiff,AverageAbsQ,MinReturn,AverageDiscountedReturn,AverageQLoss,MaxEsReturn,StdEsReturn,AverageQ,QFunRegParamNorm,AverageReturn,PolicyRegParamNorm,Iteration,Epoch,MaxReturn,AverageAbsY,MinEsReturn,AverageY,AverageEsReturn,StdReturn
1.0,-22.2345,0.418717648504,21.7285,36.7920009263,34.5225033133,0.64756,49.7488591518,6.04944944742,21.7212,32.1952,38.8531010424,13.334,42,42,40.6926012524,21.7269121451,7.32910797684,21.7232044592,40.4999552263,0.876229211438
1.0,-22.1801,0.425027177544,21.6631,36.7563835247,34.516632205,0.914875,62.7703054968,4.79801465888,21.657,32.4249,38.8453111112,13.334,43,43,40.7714301148,21.6612651641,27.7618674835,21.6582817319,40.9691444479,0.883150416944
1.0,-22.0806,0.394592541333,21.591,36.6506924754,34.4477899294,0.742495,48.0167186137,2.67010017404,21.5856,32.6857,38.758814396,13.334,44,44,40.7650422812,21.5890059178,36.9222268315,21.5864980376,41.5828573589,0.890393107625
1.0,-22.1303,0.404389951945,21.6211,36.6555522159,34.4142141573,0.798101,55.4152179992,6.12943182073,21.6156,32.9425,38.7138543135,13.334,45,45,40.7669421826,21.6194084554,13.1840118582,21.6169575113,41.9250557642,0.928227468971
1.0,-22.2925,0.397304942127,21.7731,36.7006705949,34.5246612712,0.600128,56.2327389295,5.29902938616,21.7683,33.1576,38.8533218368,13.334,46,46,41.8442964797,21.771901278,12.9908118875,21.7696102916,40.7145427931,0.905001605966
1.0,-22.2617,0.405908732785,21.7447,36.7169912526,34.4569354674,0.665341,58.7035902093,6.6924990767,21.7399,33.3588,38.767017682,13.334,47,47,41.782422597,21.7444242608,12.3821033086,21.7418550858,41.4085115961,0.862832390901
1.0,-22.2623,0.378851996558,21.7624,36.6615625015,34.4990120088,0.511466,64.5262738107,6.81382277572,21.7583,33.5337,38.8224880465,13.334,48,48,40.8022113755,21.7616029727,10.9768412177,21.7595278234,41.3942218597,0.880383837185
1.0,-22.3192,0.397741045767,21.7616,36.671150001,34.5346751635,0.748243,54.3363907706,5.44899353678,21.7554,33.7623,38.869735201,13.334,49,49,41.797151253,21.7594429966,15.6689940775,21.7565714826,41.3353263806,0.950947362139
1.0,-22.3128,0.40956527301,21.776,36.7524534956,34.4588865973,0.885412,85.731533066,9.44385555864,21.7715,33.9404,38.7710764988,13.334,50,50,40.7058766611,21.7759463255,5.14334675462,21.7738166856,41.4762535523,0.892460685527
1.0,-22.4052,0.364718722815,21.9192,36.7172015098,34.4673425142,0.593084,54.4617431295,4.20230270115,21.9139,34.2029,38.7842112755,13.334,51,51,40.7050817237,21.9163417029,37.092366943,21.9138607397,42.1852230356,0.935572453953
1.0,-22.3286,0.383350432178,21.8445,36.7740773705,34.4503315596,0.699224,66.2394352896,5.79887127555,21.8395,34.4278,38.7609196084,13.334,52,52,40.6185646683,21.8435775782,26.3768321421,21.8415603906,41.9051252647,0.905135087569
1.0,-22.3177,0.365666114122,21.8519,36.7649160426,34.477185578,0.643764,54.0489254601,3.46041344713,21.8469,34.6777,38.795803178,13.334,53,53,40.7243433777,21.8508167535,33.4002216174,21.8485337056,41.1023420729,0.965643186046
1.0,-22.2754,0.365041732334,21.8267,36.644899816,34.4905055998,0.602296,49.4877366825,2.55325945858,21.8211,34.9345,38.8132875568,13.334,54,54,40.7171508064,21.8253018932,34.9324846027,21.8225445595,40.9263852893,0.892117113645
1.0,-22.3623,0.357501985242,21.9331,36.6710687492,34.4928463099,0.571038,64.8907509789,6.57790288462,21.9287,35.1936,38.8136712282,13.334,55,55,40.7814696523,21.9315951412,32.3632091259,21.9300502457,42.3828173309,0.937840935376
1.0,-22.2718,0.348765909646,21.8205,36.7343869653,34.464240291,0.536181,67.7272611047,5.33551238351,21.8166,35.378,38.7798289155,13.334,56,56,40.7315954965,21.8186050486,25.7356764661,21.8172126935,41.4325647935,0.94171274484
1.0,-22.2329,0.353677303751,21.8016,36.6913070495,34.4351402065,0.570825,59.0033831215,7.42515562074,21.796,35.6274,38.744578576,13.334,57,57,40.8822672332,21.8002080853,3.08661158703,21.7981961117,41.2969865216,0.877971986707
1.0,-22.2591,0.354597996074,21.8843,36.6394345968,34.5181315501,0.663894,53.2941524526,3.85892741176,21.8796,35.8271,38.845229635,13.334,58,58,40.7210237546,21.881757288,36.7108767773,21.8796499478,41.4933058058,0.928388011221
1.0,-22.2795,0.344635830651,21.8634,36.6594218193,34.4906827059,0.564659,49.3095840034,4.60303727133,21.8592,36.0358,38.8115089457,13.334,59,59,41.9065439176,21.8620666371,16.8752842832,21.8606917073,40.7659269086,0.916682406346
1.0,-22.2258,0.329496151882,21.8438,36.7485961504,34.4786169651,0.55554,72.5909510946,8.2013377444,21.8402,36.1785,38.7983523062,13.334,60,60,40.6150074356,21.8427781333,30.8937248023,21.8414408509,42.567629197,0.88576806135
1.0,-22.1398,0.360985844486,21.7639,36.740027157,34.4080640563,0.672499,58.0218307352,5.43957913539,21.7597,36.3337,38.7079348339,13.334,61,61,40.7821509707,21.7622507771,14.7811479438,21.7608054694,40.6606243201,0.88554205295
1.0,-22.2324,0.35043725549,21.8692,36.7693929138,34.5089667808,0.735794,47.125577891,2.89586414784,21.865,36.5371,38.836167939,13.334,62,62,40.7905413633,21.8680507694,36.4536055243,21.8666926724,41.0807117379,0.950123995306
1.0,-22.1432,0.343308369021,21.7683,36.736034927,34.5024096794,0.747863,53.5429942134,3.7114637397,21.7641,36.7419,38.827960858,13.334,63,63,40.6629740044,21.7661887254,34.4907421714,21.7649559393,41.0847872346,0.946551850124
1.0,-22.2281,0.338069979405,21.8575,36.7982181772,34.4752395061,0.696473,75.8302767985,7.32434147727,21.8537,36.9248,38.7917886049,13.334,64,64,40.7268083643,21.8563657462,31.3174239373,21.8547668729,42.8025027536,0.933210129683
1.0,-22.3059,0.325979317972,21.9519,36.7605115434,34.4141062405,0.580244,69.9344648093,5.50048146311,21.9478,37.1557,38.7171016687,13.334,65,65,40.7731371809,21.9507228448,35.0912550355,21.9491898685,41.9476052062,0.915066401463
1.0,-22.2839,0.315873318176,21.9416,36.7840086932,34.4867842059,0.578641,57.1839469615,7.63450836945,21.937,37.4093,38.8068140827,13.334,66,66,40.6753749598,21.9394373009,7.2490357342,21.9378490289,42.7278252807,0.909590823968
1.0,-22.2121,0.326811822149,21.8932,36.6034683769,34.4864761091,0.623891,54.590365488,3.62485921935,21.8891,37.7102,38.8072885736,13.334,67,67,40.6899145609,21.8913099184,37.4223091726,21.889913371,41.9747135741,0.913925660374
1.0,-22.2815,0.321475596857,21.9759,36.6182779783,34.4719284444,0.629709,63.7684712726,8.22954561801,21.9718,37.8841,38.7895792345,13.334,68,68,41.833689087,21.9732848967,3.05251015428,21.971970102,41.3506642791,0.945109445369
1.0,-22.2327,0.3262126681,21.9068,36.7605684173,34.4642438694,0.609312,50.3844931656,6.71194677269,21.9024,38.1465,38.7804933647,13.334,69,69,40.5971745509,21.9058533614,4.16714139618,21.9041917355,40.3996247513,0.87867021471
1.0,-22.2161,0.311267147123,21.8982,36.6436253879,34.4727626543,0.625488,69.0878986143,6.28970914661,21.8947,38.2867,38.7895859839,13.334,70,70,40.7281898453,21.8970023926,26.3867072192,21.8955360857,42.1685594565,0.981826424586
1.0,-22.2048,0.329250142697,21.9178,36.528348262,34.5439986555,0.57888,64.7527423671,8.53530086946,21.9142,38.4883,38.8800683421,13.334,71,71,40.7187500653,21.9163332779,16.5274914105,21.9153026909,41.4561990335,0.9459836445
1.0,-22.2647,0.326775487333,21.9797,36.647795545,34.4756372755,0.694209,48.1850832869,4.31143251459,21.976,38.6186,38.7916362158,13.334,72,72,40.741011331,21.9782264829,20.5463609249,21.9770366993,40.6387327632,0.912495994476
1.0,-22.1392,0.321580820496,21.8523,36.7004969028,34.4726503261,0.636805,62.9761312547,6.91391042877,21.8482,38.812,38.7899153173,13.334,73,73,40.7540487369,21.8511974198,5.25769276485,21.8497136303,40.9341567404,0.931957935183
1.0,-22.3043,0.322133780741,22.0189,36.6565063616,34.4369259302,0.57484,51.3713373017,7.28180978755,22.015,38.9979,38.745396316,13.334,74,74,40.7156685897,22.0174809177,3.05088916435,22.0161340469,40.1727797506,0.915280182129
1.0,-22.2296,0.322314416243,21.9454,36.5814724062,34.5193896049,0.624582,69.1552530639,6.79886106122,21.9415,39.1753,38.8483394362,13.334,75,75,40.684361486,21.9436865419,29.073427189,21.9420288866,43.1150995275,0.920917165018
1.0,-22.138,0.320681571633,21.837,36.693317403,34.4449089936,0.639351,56.0685588863,6.27201426949,21.8333,39.3814,38.7557096372,13.3342,76,76,40.7520990891,21.8363684317,11.4963483856,21.8346368924,41.2424932827,0.905972475105
1.0,-22.1323,0.295824749204,21.8553,36.6186006477,34.4521385487,0.472957,56.5713936032,5.02221369285,21.8513,39.4861,38.7648219881,13.3353,77,77,40.7638725278,21.8539368975,26.5587796622,21.8521706534,41.2670610006,0.93055045218
1.0,-22.0771,0.293644716658,21.8153,36.7121302785,34.4105176669,0.489654,51.2613768644,5.39714304437,21.811,39.6766,38.7133723433,13.3353,78,78,40.6823775767,21.8141674466,15.1390653067,21.8123413788,39.7384464213,0.966018722494
1.0,-22.2091,0.304051286047,21.9296,36.7854011975,34.5253434931,0.558017,51.3457157791,4.20308299328,21.9257,39.8387,38.8574462699,13.3353,79,79,40.7249563795,21.9282040899,26.4294862705,21.9267359558,41.0003633376,0.921196724054
1.0,-22.1952,0.280788389497,21.9186,36.6899593923,34.4796088175,0.362623,52.8237367592,3.77858277311,21.9154,40.0382,38.7985169686,13.3353,80,80,40.8269537082,21.9178155407,28.152429017,21.9162894843,40.1381062788,0.915636948558
1.0,-22.2061,0.317518246731,21.9321,36.6902738439,34.4983270375,0.621627,63.4025997415,5.26991183692,21.9275,40.282,38.8231198737,13.3357,81,81,40.7843972709,21.9306462719,37.107588628,21.928796604,42.0745388978,0.978773781192
1.0,-22.1799,0.316558095077,21.9209,36.6520219897,34.4866352175,0.669221,67.2690125796,5.49741704084,21.9175,40.5046,38.8074415307,13.3357,82,82,40.6641341257,21.9191686283,29.965612099,21.9180716298,41.9516299273,0.918526988244
1.0,-22.1578,0.299555463964,21.9056,36.7067936862,34.5056698838,0.602073,75.4953588388,6.30064037151,21.9028,40.6864,38.8312194015,13.3358,83,83,40.6443587455,21.904842893,35.1604218806,21.9039249694,42.4341285906,0.939117027915
1.0,-22.1206,0.301296187227,21.8695,36.7219243452,34.4563045556,0.516358,70.2507301792,8.08799736453,21.8662,40.8557,38.770332489,13.3358,84,84,40.6829341631,21.8681835894,12.8133380445,21.8662544342,42.1844255081,0.89609158643
1.0,-22.1111,0.32194339443,21.8913,36.5768661621,34.4029498522,0.652709,66.0323220517,7.89297381378,21.8884,41.0624,38.700296567,13.3358,85,85,40.7163305597,21.8910739924,11.5160128582,21.8898731912,40.9941651578,0.951195314767
1.0,-22.1461,0.29400307055,21.8946,36.6873134111,34.4312453819,0.543935,54.9976199822,5.22818046713,21.891,41.2623,38.7349271473,13.3358,86,86,40.6494161631,21.8935094822,17.2756891868,21.8919829648,39.9713529576,0.909325736016
1.0,-22.1885,0.314590034338,21.9313,36.5770876686,34.4649274825,0.656645,66.9468731431,6.74911614163,21.9279,41.4238,38.7789759376,13.3358,87,87,40.7772625544,21.9307582626,15.1803133214,21.9290848976,41.3728093302,0.941063021425
1.0,-22.207,0.303266072597,21.9405,36.734304281,34.4862560012,0.651424,75.5549493835,6.77899667204,21.9368,41.6464,38.8057076755,13.3358,88,88,40.7184393369,21.9395723731,30.1503877283,21.9380786189,42.4554712512,0.920309341558
1.0,-22.189,0.293548625234,21.9187,36.691399545,34.4430251946,0.53162,76.9977969352,9.17925400804,21.9155,41.8511,38.7529079597,13.3358,89,89,41.9804620973,21.9178560794,3.08188678439,21.91640004,41.4621570731,0.938848025969
1.0,-22.2853,0.285364747785,22.0392,36.6790391339,34.5007789844,0.48425,58.9991604041,5.10843156116,22.0366,42.0122,38.8241043699,13.3358,90,90,40.748686611,22.0378715529,32.3912207397,22.0370033926,41.8114752248,0.885926381107
1.0,-22.3451,0.289764809627,22.1218,36.6343795148,34.4956984008,0.484083,59.7754254925,7.04614909879,22.1179,42.2269,38.8175935118,13.3358,91,91,40.7423536587,22.1203276506,6.43373385267,22.1191736755,41.2330956204,0.923702434266
1.0,-22.2366,0.321645117343,21.9889,36.7744756386,34.4614814129,0.75838,62.0811206767,5.59708415101,21.9864,42.3647,38.7761218297,13.3358,92,92,40.7088618685,21.9884855059,31.9624416172,21.9877589296,42.0456472235,0.966652366688
1.0,-22.1996,0.284559802111,21.9873,36.7507736748,34.4256160924,0.464807,59.0051830594,4.55011121587,21.983,42.5896,38.7294186933,13.3358,93,93,40.677009405,21.985121172,37.6045812269,21.9837878567,42.177164731,0.946008767623
1.0,-22.2213,0.315336080448,22.0036,36.5927926393,34.4371910239,0.705404,51.6998262773,3.5742369745,21.9998,42.7063,38.7454360475,13.3358,94,94,40.6849514674,22.0025214137,36.8162072875,22.0014565626,41.4723114859,0.91762062108
1.0,-22.3079,0.290807850183,22.0788,36.7221682861,34.5122390851,0.528362,63.0893742523,7.20828957924,22.0755,42.9266,38.8400957923,13.3358,95,95,40.8048018418,22.0774987038,14.4207242874,22.0764296205,41.1971807628,0.917910512273
1.0,-22.3212,0.298360000566,22.0915,36.7310753936,34.483963884,0.699445,93.4148309742,9.37008230767,22.0885,43.0859,38.8041075799,13.3358,96,96,40.6824640357,22.0906756644,35.082768312,22.089804362,42.3910927407,0.966491617157
1.0,-22.2512,0.285917219301,22.0411,36.6475518541,34.4640916431,0.487096,62.8231818225,7.28959396153,22.0377,43.2751,38.7794631014,13.3358,97,97,40.7721921349,22.0400364356,5.22387983876,22.039018832,41.2622454416,0.88143957482
1.0,-22.2029,0.304096830661,22.0045,36.6860484694,34.5094568559,0.682961,70.8376385745,6.29174949628,22.0019,43.4303,38.8347649673,13.3358,98,98,40.7554241108,22.0026038738,36.6156749021,22.0014914399,42.8349319385,0.936611387195
1.0,-22.1568,0.302868011651,21.9633,36.5820626035,34.4724985241,0.63605,64.2637831561,9.25305339579,21.9605,43.5874,38.7903692575,13.3358,99,99,40.6265660858,21.9629252448,12.9227941972,21.9621277937,44.6072200343,0.908573726683
1.0,-22.1824,0.279496175472,21.9988,36.7783914552,34.4943744088,0.610868,50.1694378404,3.41740779648,21.9966,43.7862,38.8172615445,13.3358,100,100,40.6067831926,21.9976282908,30.2378394801,21.9968681409,40.8117644976,0.876057194268
1.0,-22.3173,0.291376229934,22.1276,36.6815521662,34.5105036821,0.532385,50.8978068801,6.59419883801,22.1246,43.9935,38.8380919222,13.3358,101,101,41.9892692744,22.1286889201,5.34234377116,22.1272521243,39.9279473387,0.914512428827
1.0,-22.2743,0.307503673337,22.1026,36.7419148595,34.5087684104,0.768175,69.3347814969,8.25284681154,22.0999,44.1547,38.8321856732,13.3358,102,102,40.6870751968,22.1009747929,3.07601864463,22.1002845732,40.621274233,0.894248059857
1.0,-22.2932,0.279836667883,22.1006,36.7454581802,34.5136581699,0.490383,57.4249214176,5.81521384237,22.0979,44.3261,38.842075342,13.3361,103,103,40.7060719818,22.0997043402,16.3395171203,22.0988969112,41.5964426702,0.85023079502
1.0,-22.2372,0.292973030299,22.0528,36.668868293,34.4313506493,0.589162,50.434607661,2.95780982726,22.0496,44.4803,38.7355070613,13.3361,104,104,40.7591431226,22.0515445339,32.7156938618,22.0504837527,40.9509632806,0.884629180319
1.0,-22.1194,0.308072747919,21.9153,36.6676634188,34.5165347279,0.729356,51.1954086738,7.37403315003,21.9125,44.665,38.8457620271,13.3361,105,105,41.8836941504,21.914359154,3.09773013203,21.9134165989,40.5700126128,0.880317048681
1.0,-22.2933,0.2843971784,22.0965,36.6792386999,34.4668461487,0.617859,53.2962340535,5.26094147526,22.0935,44.9032,38.7808221306,13.3362,106,106,40.7361465534,22.095804641,14.9595678562,22.094298664,41.1741066108,0.914450638424
1.0,-22.245,0.294335013293,22.0678,36.6854077626,34.4624861842,0.605901,67.9115339003,7.32947201751,22.0643,45.0675,38.7746644084,13.3362,107,107,40.6178514439,22.0672185081,6.30933804999,22.0660632327,40.8743886938,0.864396589684
1.0,-22.3275,0.301773834408,22.1365,36.6544200887,34.4718613586,0.685156,58.9508774347,6.6336573807,22.1336,45.3172,38.7909580886,13.3382,108,108,40.7247345995,22.1349792411,16.0248147019,22.1339934043,41.889606578,0.918622690518
1.0,-22.2998,0.293240603187,22.0941,36.6190489768,34.5175683656,0.559103,84.9165703351,9.15498483333,22.091,45.4722,38.8483780366,13.3382,109,109,40.7519445129,22.0920019706,19.3980542212,22.0911671153,43.7923726114,0.91118278763
1.0,-22.2858,0.309548982862,22.1046,36.6203739877,34.5424227922,0.66536,83.3227494848,9.70126651558,22.1015,45.6744,38.8811278666,13.3382,110,110,40.6856984737,22.1044800505,13.1418683117,22.103611313,43.081899082,0.910557502857
1.0,-22.3334,0.275204009116,22.1641,36.5930312379,34.4304331186,0.54665,58.8657325725,5.88113960876,22.1608,45.8647,38.7378609549,13.3382,111,111,40.7493069356,22.162856214,14.4851414802,22.1618291441,40.9161486382,0.975408371985
1.0,-22.4607,0.303011839253,22.3065,36.6695862349,34.4660935258,0.618385,57.7062963199,4.88337234089,22.3035,46.0099,38.7809339384,13.3381,112,112,40.8108274951,22.3050962507,24.0765623136,22.3041868779,41.4237190287,0.943635885135
1.0,-22.294,0.310159561168,22.1003,36.6856207115,34.5230064271,0.668984,56.9301019551,6.07897272378,22.0965,46.2478,38.8535139982,13.3381,113,113,40.7226205172,22.0991123509,8.60632640617,22.0979484087,41.1386801083,0.936431879631
1.0,-22.2167,0.315656273162,22.0634,36.8069746148,34.462181113,0.742523,66.3881062763,7.22842417819,22.0608,46.4039,38.7756297092,13.3382,114,114,41.7889394635,22.0629929376,11.4443091328,22.0623629019,41.7059679066,0.944555827514
1.0,-22.1486,0.281881743646,21.9764,36.7309315342,34.3873677907,0.520335,78.4288684356,7.030150065,21.9738,46.5056,38.6814668224,13.3383,115,115,40.6313169764,21.9747525085,32.4317576563,21.9737521225,41.6152759632,0.94415589591
1.0,-22.3313,0.2902508163,22.1959,36.651928908,34.5312179487,0.589547,54.4123864278,5.77090191293,22.1916,46.722,38.8629095534,13.3384,116,116,40.8372413199,22.1940839178,11.2849541698,22.192748294,40.9235078786,0.934520627588
1.0,-22.2659,0.305372293309,22.0959,36.578774116,34.4153267163,0.723782,65.5287463397,6.0142348011,22.0932,46.9159,38.7171272836,13.3384,117,117,40.6421971816,22.0951817583,12.9219168629,22.0939433618,40.5147122461,0.910116248207
1.0,-22.4111,0.281696385298,22.247,36.6053445771,34.4709859502,0.569712,66.6710717554,7.39119252581,22.2438,47.1535,38.7859735394,13.3384,118,118,40.6855642715,22.2456746475,7.27903293633,22.2445847437,40.7246898098,0.912575936786
1.0,-22.3556,0.289447419681,22.1921,36.6081598946,34.5190018903,0.555743,77.0525896718,9.40989498553,22.1889,47.2767,38.8488804352,13.3384,119,119,40.6426109037,22.1905319719,26.288746005,22.1897761182,43.6487164594,0.985313732624
1.0,-22.3968,0.297748193024,22.2521,36.7129918186,34.4486536847,0.697857,54.56633166,6.818940875,22.2484,47.4703,38.7582802909,13.3384,120,120,40.8670730423,22.2506440694,8.51612348381,22.2493374408,41.7417768924,0.924053382274
