StdEsReturn,AverageAbsY,AverageAbsQ,AverageQ,AveragePolicySurr,Epoch,Iteration,QFunRegParamNorm,AverageDiscountedReturn,AverageAction,MaxReturn,StdReturn,MinEsReturn,PolicyRegParamNorm,MinReturn,AverageEsReturn,AverageQLoss,MaxEsReturn,AverageAbsQYDiff,AverageReturn,AverageY
155.909725736,4.36345822149,4.36441,4.35939,-4.62011,37,37,19.407,175.891580488,0.656501,376.458430968,10.9094282494,20.446193819,26.0896,328.804383064,197.962273415,0.0856726,557.077940621,0.130929449631,363.317124722,4.36065890743
161.150306499,4.59279742009,4.59351,4.589,-4.85319,38,38,19.8456,181.414781178,0.702357,396.80605564,3.50232462089,14.1452746861,26.5001,376.187325479,244.412075031,0.106175,484.50778728,0.141460919206,382.218360075,4.59000982981
87.798850464,4.80145652014,4.80258,4.79729,-5.05947,39,39,20.2668,103.069644655,0.805911,277.253444353,16.7222341213,67.7850567542,26.9916,142.018525251,214.883890342,0.11204,379.607736953,0.147563006846,154.95406776,4.79852686928
76.2237432852,5.01999943926,5.02198,5.01579,-5.27943,40,40,20.6015,174.77486444,0.709064,381.08864748,12.5741706381,127.825212535,27.4675,294.625293931,300.324814023,0.111709,369.523187281,0.147497252922,356.755707552,5.01678229164
94.4348749713,5.2355595538,5.23724,5.23145,-5.48592,41,41,20.9454,175.734249745,0.684744,377.328160977,7.76379749982,42.1791973317,27.9488,348.983387623,202.355107265,0.109809,321.650026657,0.147179760658,362.016077812,5.23265202077
129.677841678,5.43101479633,5.43323,5.42725,-5.69544,42,42,21.4222,180.364285172,0.724544,385.519061802,2.97084782005,41.8826179313,28.4016,371.430819704,203.090477891,0.133249,374.185446287,0.164630739222,379.148800784,5.42795677886
108.051474998,5.63373212622,5.63534,5.62983,-5.89843,43,43,21.7458,179.597912794,0.688784,385.76148767,7.29423990462,59.4753237754,28.7876,352.144198873,278.289025925,0.145358,372.288594218,0.170784821624,377.875883467,5.63096334113
123.851622594,5.81788030363,5.81948,5.81402,-6.08873,44,44,22.1208,176.826945303,0.69208,379.842054551,5.00077588009,16.8958678009,29.196,362.553108829,176.814040472,0.163853,378.466287438,0.176247333592,370.251309773,5.81559754466
116.082840838,6.07506454252,6.07547,6.07124,-6.35419,45,45,22.4708,175.984739534,0.688555,384.582738244,17.1359848775,49.1863191479,29.5849,296.728369867,219.373837268,0.172786,397.955419372,0.179366788502,362.248015256,6.07300120824
107.150200071,6.28479486518,6.28628,6.282,-6.57341,46,46,22.7949,177.130511201,0.689111,386.600961258,9.56350512309,43.6399957596,30.0351,350.109784018,260.315643391,0.153534,378.311928207,0.178829401309,367.456782929,6.28298234536
105.535516235,6.4885781509,6.49009,6.48533,-6.78201,47,47,23.188,176.861891297,0.697609,380.170359503,5.98522826081,82.7652472133,30.4786,352.616575569,245.010317163,0.186704,376.379079118,0.195589870221,369.805048235,6.48700757316
88.6909414747,6.71748838593,6.71945,6.71501,-7.02949,48,48,23.5528,174.445965423,0.711406,377.064415671,8.68724336175,23.1929827187,30.8337,327.478893755,186.822783351,0.20047,346.037535622,0.202404624918,361.058128071,6.7158954862
96.6863126773,6.90851764613,6.90936,6.90468,-7.22924,49,49,23.8673,176.378784702,0.734405,485.559322483,19.3452961445,28.4012200142,31.2533,344.100482016,264.373998322,0.221153,360.484496599,0.212948089138,366.812056776,6.90677689509
122.659763381,7.1478662119,7.14991,7.14522,-7.47473,50,50,24.1942,156.94047895,0.724766,360.709102372,41.9627592756,53.833033352,31.681,164.015431624,214.434865674,0.241567,466.110633411,0.216497271576,295.749268253,7.14632279682
104.097341941,7.41057398281,7.41195,7.40703,-7.74072,51,51,24.5221,189.852384969,0.679595,555.49220209,50.7623864369,29.0272348399,32.0476,363.930590549,200.199151453,0.258054,335.297769442,0.227605179381,446.826907425,7.4088399566
88.4509488672,7.65348387513,7.65404,7.64985,-8.01944,52,52,24.9102,184.443229428,0.737533,591.056957018,57.8127544496,87.694588348,32.3782,353.237263749,307.01272285,0.251334,396.6464754,0.226228160459,407.640488315,7.65219003794
84.6768845977,7.915055126,7.91709,7.91232,-8.25818,53,53,25.2288,169.264943973,0.698383,376.807671115,29.2691957903,113.717097119,32.6243,274.742062379,202.839270543,0.249528,352.222390887,0.229911879256,337.997972444,7.91366511352
87.7123551741,8.12605993222,8.12733,8.12221,-8.48833,54,54,25.582,189.231138659,0.754557,476.463231812,24.1380056348,78.7457338532,32.9512,370.139499227,261.225473706,0.309757,347.043962299,0.251419403324,419.727394804,8.1244674662
86.1142642936,8.38978021048,8.3919,8.38594,-8.75934,55,55,25.9118,166.411101049,0.674728,439.092626556,20.4973067263,143.770613489,33.038,327.215107434,311.997446623,0.306248,435.080578218,0.252310459897,357.214077127,8.38800060992
140.713399013,8.66187015266,8.66439,8.65784,-9.04428,56,56,26.2299,201.730459098,0.672055,575.752527995,18.1466405674,12.3466639121,33.2466,498.60678182,228.90719253,0.320339,428.831466555,0.259546069114,524.390176565,8.66025299787
132.493627267,8.9075967304,8.91029,8.90402,-9.29825,57,57,26.5543,168.31619888,0.664336,450.689894701,34.6796798192,36.3578762743,33.4199,308.761148406,245.142240279,0.304719,379.240656787,0.259833747027,362.052815079,8.90597280923
153.871268129,9.20497860009,9.20694,9.20193,-9.60231,58,58,26.8077,177.801186444,0.706361,439.403968578,20.5083800878,120.796339126,33.6115,316.65203603,307.946684817,0.358276,552.592482516,0.272104059435,370.420942678,9.20369932358
113.258026894,9.44683069149,9.44998,9.44364,-9.8447,59,59,27.1476,171.146143835,0.717869,365.16093695,6.66356102747,92.6263044924,33.8731,335.205088728,284.049746508,0.346724,463.929732902,0.273216444322,347.212576998,9.44550416425
165.235448206,9.7314041668,9.73363,9.7272,-10.1446,60,60,27.4479,200.100870627,0.718641,523.770079725,31.061296808,10.3862854645,34.1275,379.366455175,192.769211389,0.367919,496.131236085,0.280534835443,457.867755102,9.72996399802
160.947315272,9.94297173126,9.94756,9.93978,-10.3499,61,61,27.7976,191.806661653,0.758849,439.845458887,10.4724381608,8.88907298076,34.4496,400.431441488,183.27310879,0.410144,459.508956758,0.291894912596,420.205454219,9.94128037517
110.848684419,10.2233547369,10.2269,10.2186,-10.608,62,62,28.0439,165.574763472,0.744808,337.424145891,5.96623561216,21.1558677312,34.6924,310.434883565,244.047240218,0.391048,369.026567219,0.293307438671,321.915630353,10.221116668
117.694598639,10.4136061291,10.4187,10.4093,-10.8017,63,63,28.3343,159.747621266,0.746308,320.855320242,6.47798469191,20.1113277962,34.9509,289.460739862,185.730484338,0.482729,406.64124469,0.310892266587,307.101083799,10.411012659
121.503253673,10.5923532679,10.5975,10.587,-10.9758,64,64,28.6385,159.029696259,0.771337,312.213665107,2.69981389019,11.9892467314,35.1506,296.950996548,176.036609336,0.453691,340.668159338,0.302251435471,304.193072827,10.5888931386
124.271058283,10.8373989525,10.842,10.8323,-11.2489,65,65,28.8973,164.266226979,0.765623,332.474208871,6.19627053411,21.609952605,35.4371,307.149882058,208.293311864,0.474176,381.218966315,0.317316345657,320.875083783,10.8342630487
119.324945328,11.0582861253,11.0621,11.0527,-11.4705,66,66,29.1811,163.722168657,0.754123,402.999572611,12.2984635432,16.1804412737,35.6979,291.73536853,161.833155213,0.531703,346.019479929,0.337534376579,321.647800384,11.0554224806
103.882514,11.2726675167,11.2777,11.2678,-11.6843,67,67,29.4073,165.936960506,0.770724,349.530041358,9.3548176071,37.3439966945,35.9003,305.892660931,179.202132093,0.466682,334.626682282,0.319850244211,327.630464246,11.2693335829
114.48524474,11.473425936,11.4801,11.4685,-11.8863,68,68,29.6737,156.320115685,0.771736,332.856102257,20.38319045,14.8156196903,36.1536,242.389821774,179.066656265,0.497989,317.683426047,0.326604209343,296.082660595,11.4698091101
104.899514567,11.6704110574,11.6758,11.6656,-12.0751,69,69,29.9032,160.191756769,0.74824,321.267288769,12.6414138445,9.64208659735,36.4328,267.639605401,186.067542743,0.460471,344.5580291,0.324657626345,308.163011196,11.6680080432
135.234008022,11.9043500301,11.9102,11.9002,-12.3303,70,70,30.1857,155.346607848,0.773083,316.337327368,20.6903832781,5.05439274935,36.613,245.941989892,169.410294265,0.539173,359.379416559,0.341352331459,291.644639021,11.9019071255
99.6045442364,12.1567173772,12.1617,12.1521,-12.5608,71,71,30.4559,162.140649313,0.709907,346.317739408,18.7633040265,14.1327693951,36.8582,262.514323566,142.351385224,0.596854,406.187579928,0.355183211402,313.343971781,12.1546959591
75.0032763845,12.3162606956,12.3196,12.3118,-12.724,72,72,30.7074,167.119370856,0.759783,492.880710011,59.0841222112,99.0646151134,37.075,255.491146807,248.821642476,0.589295,341.989093883,0.350730854694,332.986815059,12.3140366945
123.378611006,12.4860378015,12.4901,12.4822,-12.89,73,73,30.9598,168.117184083,0.712234,355.473257333,13.6802249265,10.8745507705,37.2658,283.582651219,188.360568205,0.618563,347.405695638,0.35003423048,334.27465478,12.4843274582
115.089959044,12.7112898314,12.717,12.7072,-13.1094,74,74,31.1824,154.331862079,0.721132,308.988402274,9.15450431072,55.730036865,37.4601,269.328515394,207.081832128,0.688619,337.534711648,0.366672361033,288.436861503,12.7094462968
112.794385473,12.8869889835,12.8917,12.8826,-13.2845,75,75,31.4061,168.912189705,0.74255,354.179495339,7.90206073963,56.7015752699,37.6672,320.035370347,202.387456736,0.61406,356.138324766,0.357748460875,337.079481415,12.8848247161
117.131439703,13.0411960921,13.0474,13.0373,-13.4654,76,76,31.6226,174.437932029,0.757765,366.698750393,11.7554442863,82.1687223311,37.8978,314.305133765,259.273877655,0.61836,403.421314106,0.349227021634,353.863441408,13.0387693272
128.22004033,13.2904635704,13.2943,13.2865,-13.7257,77,77,31.8258,169.406324376,0.743489,362.819421294,18.1298715486,17.5821320687,38.1499,278.649033869,201.164466569,0.628451,405.253445647,0.361710473679,338.687714249,13.2889080515
90.0779029713,13.5186913975,13.5252,13.5153,-13.9649,78,78,32.084,164.242569361,0.712924,336.996345582,20.7625459408,70.3455362249,38.3748,156.060953899,200.046823804,0.663442,340.155071639,0.367836827624,320.528824947,13.5169486481
91.1120194469,13.7252945098,13.7294,13.7207,-14.1541,79,79,32.2873,197.353432029,0.759418,562.770642523,73.9517683908,16.9805806156,38.6278,322.022535163,182.117416907,0.657351,327.614078989,0.372179505461,450.33840589,13.7237735513
114.022720172,13.858704067,13.8642,13.855,-14.3172,80,80,32.5176,159.200594295,0.737056,530.664010675,81.7831021511,16.8194449722,38.8031,143.944255148,204.871814799,0.631465,368.214191862,0.362967686711,307.234347829,13.8574897982
174.434630499,14.0929745433,14.0993,14.0898,-14.5345,81,81,32.7259,157.680014992,0.741309,567.942632586,92.079953881,19.4570585588,39.0409,141.1786723,289.027534983,0.703199,524.739531409,0.37150088707,306.552316031,14.0911681209
154.460769084,14.2897639357,14.2961,14.2864,-14.7312,82,82,32.999,210.823234499,0.743984,552.165770944,14.4950863946,9.03260279772,39.2436,478.188358311,196.750596709,0.774118,544.35577283,0.38309461512,503.806169375,14.2881220477
155.839621194,14.4781526124,14.4844,14.4745,-14.9325,83,83,33.258,211.22264903,0.779532,546.754634058,20.0604725515,12.5406939785,39.4935,458.746936339,274.932546272,0.718179,509.771239933,0.372903975378,505.307071808,14.4765263858
129.860543917,14.7875866433,14.7939,14.7836,-15.2307,84,84,33.5474,210.37570095,0.77852,540.948057794,17.8396825875,10.1306443714,39.7147,471.28005099,205.900010192,0.816414,456.859552831,0.386683848599,503.995591668,14.78551804
151.61659668,14.9002900439,14.9055,14.896,-15.3458,85,85,33.8212,205.9706568,0.783174,548.513310986,28.3492671871,17.0474686366,39.8915,359.432562657,228.631702572,0.756784,510.210429735,0.385572576899,482.705342214,14.8974483569
141.619668842,15.1014940226,15.1056,15.0964,-15.5424,86,86,34.0774,195.487634919,0.739181,500.762018135,41.8240738043,9.80006674605,40.0638,335.111927035,171.719060382,0.724039,526.885739066,0.385917455272,435.564469499,15.0991712313
163.376186333,15.2776089522,15.2839,15.2728,-15.7259,87,87,34.2553,212.846002311,0.761834,548.20584299,19.440330663,30.169944813,40.2342,459.866256537,252.16249043,0.837238,527.073808687,0.397379594082,505.955636015,15.2751704318
153.492873179,15.5132538647,15.5192,15.5079,-15.9755,88,88,34.4771,163.150904553,0.732871,365.291971861,26.0964173468,11.8458402859,40.4039,240.963656277,227.197930666,1.00654,444.97340977,0.427058580063,313.511525805,15.5110539741
101.531335285,15.6748197532,15.6821,15.6711,-16.1418,89,89,34.6632,197.993354355,0.708876,616.434427829,109.441789454,16.5614448213,40.6538,296.889390613,179.305409635,0.766582,343.120765377,0.395038604372,454.593357959,15.672268655
170.406238653,15.9147760575,15.9204,15.9103,-16.3782,90,90,34.8804,215.752485557,0.723724,614.154316358,22.7680792403,12.8308996011,40.8154,529.600716919,198.571281885,0.888376,487.872225377,0.404430445352,569.662323131,15.9117698503
145.614037687,16.0760071766,16.0834,16.0711,-16.5456,91,91,35.1306,216.052919459,0.749482,623.360997481,84.7950875857,42.3345836615,40.94,370.088117015,236.830388222,0.815033,458.329327025,0.410695267374,538.683964581,16.0734790367
137.730199053,16.2511569028,16.2565,16.2469,-16.7119,92,92,35.3489,203.009813796,0.747393,500.678920884,26.8864608927,7.33861652173,41.0962,349.599377912,166.162802861,0.955325,493.276515143,0.421871492682,465.864416889,16.2488237828
166.026624826,16.4665195048,16.4744,16.4617,-16.9283,93,93,35.6414,227.393689652,0.755853,670.987410307,28.5925445107,12.3215503705,41.2623,569.082532375,204.497262506,0.922248,510.529629796,0.415473392705,631.306560022,16.4638197816
172.994103276,16.6449140431,16.6523,16.64,-17.1434,94,94,35.8212,193.904372264,0.739679,496.964570227,60.5402814287,13.2213783975,41.402,312.413646569,162.539490051,1.12051,565.849356125,0.441898461741,428.069172774,16.6417859731
183.880635398,16.8417714432,16.8456,16.8355,-17.321,95,95,36.0715,205.106217031,0.743098,594.751329004,44.933142167,9.85963458743,41.6005,405.641875648,262.247403143,0.952003,504.376769113,0.423843007129,485.593279238,16.838368156
156.424431332,17.1659959023,17.1712,17.1619,-17.6263,96,96,36.2682,224.905389229,0.722828,655.647588832,18.6842857629,17.7303368286,41.8131,547.763879621,207.487792184,1.05639,408.451776007,0.445199283099,611.58828488,17.1634588218
174.521282759,17.2916631174,17.298,17.2867,-17.7456,97,97,36.478,206.645065541,0.764765,564.962982377,44.4192419535,22.3725970244,41.9715,372.778454137,287.045239755,1.00358,534.870130503,0.423411056898,486.00487014,17.2889966559
201.126490406,17.4065568344,17.4128,17.4017,-17.8714,98,98,36.693,227.260278272,0.699309,684.76306025,28.428507397,20.4819290574,42.0793,569.853323986,253.90028288,1.13053,601.406825652,0.446118820944,627.88312341,17.4029208347
219.883734941,17.6489040305,17.6563,17.6428,-18.1142,99,99,36.9479,234.302501825,0.717352,769.560789839,45.5119793942,9.68085439487,42.2032,584.539213173,250.338505264,1.16459,675.686192986,0.452921133426,704.156480797,17.6450698959
159.046052885,17.795613539,17.8024,17.7896,-18.2612,100,100,37.1458,235.39753101,0.708161,716.859879286,11.9823416212,58.7776625652,42.3602,657.935356702,267.978726778,1.00512,536.127867682,0.434729301007,697.290361942,17.7917027197
203.037993817,18.01107887,18.018,18.0063,-18.4802,101,101,37.3443,206.555228338,0.712735,501.108989261,21.2720134336,11.9217473923,42.428,403.836843725,238.320651903,1.05241,550.339080786,0.436217590648,469.54882959,18.0079809428
142.753391148,18.2020663706,18.2078,18.1964,-18.6913,102,102,37.6347,198.459984295,0.758512,464.013651212,10.9862283749,9.04792123873,42.544,409.227513601,184.953139578,1.34834,466.218747154,0.48251608412,441.436870585,18.1994363013
137.459781307,18.3869241631,18.3949,18.3808,-18.8788,103,103,37.772,187.416836859,0.735525,639.715733077,112.102693072,10.1151158981,42.6611,164.942122837,180.984584679,1.11415,423.022958066,0.463253787095,425.389069867,18.3826122421
144.516094976,18.5692706071,18.5754,18.5644,-19.0812,104,104,37.9603,180.219624109,0.723747,456.412514724,39.2918381828,14.6625201788,42.7872,314.050639985,168.914394794,1.17813,460.085401306,0.452745910576,371.515370761,18.5665848498
148.374126376,18.7749383155,18.7824,18.768,-19.2839,105,105,38.1832,220.172585845,0.767581,1211.33749485,186.39226369,142.930818878,42.917,638.756712739,362.532613733,1.30235,629.898560698,0.482297085168,886.069385405,18.7705331501
232.8071759,18.9547947597,18.9632,18.9485,-19.4739,106,106,38.3765,181.709430302,0.743193,679.920167199,114.584558806,47.7945040029,43.0387,333.41795829,371.465123778,1.13112,670.734211947,0.479210204495,429.112470291,18.9504007881
156.108612916,19.206649816,19.2153,19.2014,-19.7302,107,107,38.6192,195.121125426,0.756806,678.169882736,73.0187527003,50.7275986951,43.2544,401.68072865,270.808903866,1.24354,484.122397585,0.489069618215,504.646894014,19.2028309705
106.972104737,19.4352415801,19.4415,19.4269,-19.9481,108,108,38.7847,177.913369021,0.706679,557.924709878,48.5878637289,16.427018932,43.3315,324.050388353,151.297911734,1.36738,330.81368122,0.491101790662,392.061521962,19.4313071597
124.471020148,19.6574401154,19.6656,19.6512,-20.1836,109,109,38.998,209.945047155,0.764414,720.414398543,57.5948291469,8.63569498893,43.4784,515.437961407,105.327452906,1.36405,452.741029159,0.49815655821,593.718272376,19.65313797
149.468983624,19.9041730263,19.9068,19.8955,-20.446,110,110,39.2208,202.36782965,0.740635,605.94712317,24.1590054959,124.599216043,43.6186,464.230646635,362.487531792,1.53207,570.358334146,0.519459807583,558.589746178,19.9008691183
209.479207624,20.0801365409,20.0913,20.0746,-20.6326,111,111,39.4645,189.088668724,0.759528,463.26859245,15.3476515241,16.0517431611,43.742,376.661361931,381.964139139,1.27342,614.721829886,0.500711243709,441.433947808,20.0767766948
228.236980394,20.2526624078,20.2585,20.2454,-20.8125,112,112,39.7036,213.668413956,0.782193,746.675856499,37.0902721144,21.3806893501,43.9052,582.262231017,313.81675125,1.41855,726.380204138,0.518460732149,646.852358719,20.2492875372
175.883455244,20.4458847313,20.4532,20.4389,-20.9929,113,113,39.9009,199.114682576,0.759251,643.149026193,50.6594830097,10.3409390881,44.024,452.103509618,229.214318105,1.63288,489.192619538,0.533558497197,509.258312911,20.4430757399
182.232105256,20.6708175865,20.681,20.6644,-21.2406,114,114,40.0695,196.754750845,0.739444,502.622641258,11.9826212104,4.51997455566,44.1256,434.512560566,277.661077911,1.46461,518.758146902,0.524418422781,476.536932641,20.6665307525
101.232798064,20.8329848895,20.8422,20.8252,-21.4061,115,115,40.2728,207.615661613,0.756758,579.759026937,22.6483920331,127.088516205,44.2748,454.378811461,346.480999016,1.37654,474.24345031,0.514291278329,533.304541281,20.8285632111
193.995466952,21.0826386152,21.0914,21.0745,-21.638,116,116,40.475,209.455761518,0.809559,722.7956879,70.4083123787,16.684355916,44.4426,427.732698893,251.553953179,1.45507,602.928953705,0.524454142264,571.401019559,21.0771071465
197.58371508,21.2155311639,21.2232,21.2064,-21.7496,117,117,40.6702,217.19636567,0.818679,803.509549895,61.4415086989,6.00744583322,44.5981,503.034572353,176.842313077,1.57621,565.973781489,0.548498840366,678.361458593,21.2096880069
137.175872248,21.4048643583,21.4155,21.396,-21.9394,118,118,40.8225,197.158346972,0.801648,554.82306391,55.8683101718,63.5738979006,44.7062,303.063119958,291.3020858,1.33892,518.203039731,0.509716271186,468.516476138,21.3988173721
264.143134993,21.5710757615,21.5767,21.5611,-22.1043,119,119,41.0783,217.241782104,0.765612,1055.7364768,140.201594965,25.2978169568,44.8591,526.644257279,295.290618861,1.5104,827.635705407,0.520896319727,645.7902611,21.5660148783
182.821436575,21.6841232479,21.6922,21.6763,-22.202,120,120,41.2169,212.309436663,0.783985,774.056362481,67.1540228436,13.0225693483,44.969,541.852452318,285.398402541,1.53294,596.405392415,0.531346879377,598.586831294,21.6792308901
135.779882439,21.8409668078,21.8524,21.8351,-22.3643,121,121,41.3784,197.447210026,0.788403,570.178159537,24.355039552,40.7201561972,45.1024,406.165697877,308.321890291,1.38851,471.792297016,0.51542401929,459.429134465,21.8358386602
133.618149533,22.0233122546,22.0322,22.0148,-22.5204,122,122,41.5615,169.867132779,0.784019,493.627358871,53.82983862,10.7524063965,45.2158,275.019787105,165.384708482,1.45378,427.017462095,0.517751751431,337.380776699,22.0180616398
166.761350536,22.0020989036,22.0116,21.9943,-22.5184,123,123,41.7545,201.866058505,0.799733,487.741371593,29.2888399146,12.0959936194,45.288,352.683953317,195.115478855,1.60655,550.061201388,0.536509183553,460.901259299,21.9962329669
246.985411748,22.121315971,22.1277,22.1086,-22.6276,124,124,42.0095,204.051688715,0.782784,827.788705174,100.190922619,6.4809321396,45.4024,423.618987337,263.011539631,1.66636,664.08374472,0.533446045965,531.087626093,22.1124867027
