AverageAbsQ,MinReturn,MinEsReturn,MaxEsReturn,AverageEsReturn,AverageAbsY,Iteration,MaxReturn,AverageReturn,AverageAction,StdReturn,AveragePolicySurr,Epoch,AverageAbsQYDiff,StdEsReturn,AverageDiscountedReturn,PolicyRegParamNorm,AverageQ,QFunRegParamNorm,AverageQLoss,AverageY
20.4431,79.5964552262,-2.4453706951,1262.07412021,591.813014421,20.4418586988,278,1702.61720393,380.947860116,0.988729,343.063568475,-20.7176,278,0.593050154371,449.598403953,106.93237061,152.121,20.4307,133.078,1.29643,20.4334712104
20.4577,106.189641524,79.1873212448,924.802005938,499.624136728,20.4550197746,279,1461.99546888,167.655894565,0.994098,164.15212495,-20.7349,279,0.586905057162,328.175705991,94.7295397958,152.317,20.444,133.282,1.21707,20.4453725306
20.4988,92.2043023499,2.58012817942,1157.14684669,336.380578927,20.4970673743,280,2057.00306615,811.029901761,0.988728,521.221296021,-20.7786,280,0.590391236853,377.682753626,125.857671717,152.453,20.4852,133.469,1.19078,20.4876918631
20.5355,366.098087364,0.406747876266,805.182222842,209.472075149,20.5325247939,281,2607.90879538,1254.48269381,0.990578,650.221564167,-20.8127,281,0.601750311888,276.76949424,178.264580732,152.658,20.519,133.689,1.24843,20.5219434075
20.4909,151.98673858,195.373501956,692.261858206,520.457927485,20.4901959184,282,974.618429582,424.241575275,0.987793,199.057599645,-20.7886,282,0.611373148891,192.988776047,142.288299611,152.965,20.4769,133.912,1.27528,20.4807572919
20.5889,133.925372615,-0.662637755256,659.099407394,298.560397204,20.5863984431,283,1764.45878354,502.972612854,0.989777,396.679284684,-20.8766,283,0.600456431239,247.122912095,133.724516445,153.22,20.5766,134.117,1.15945,20.5789368565
20.6412,172.599153381,290.121907197,423.817588841,370.073528098,20.6406023856,284,1374.24450222,545.27046599,0.991028,314.263798261,-20.9354,284,0.597081818907,49.6218343194,153.320903372,153.514,20.6284,134.288,1.1835,20.6328208512
20.7061,156.745971261,274.740972146,1597.97392046,894.691463837,20.7036368497,285,2248.01736943,883.657347554,0.987698,533.721276495,-20.9805,285,0.611122815279,543.41176601,136.6602805,153.714,20.6938,134.525,1.36767,20.6961426306
20.6358,141.008766513,-3.48317289201,578.130219471,295.222788654,20.6311989929,286,1428.13296944,445.214166255,0.991163,276.816859321,-20.9132,286,0.608591214565,207.331769789,146.55273152,153.816,20.6206,134.754,1.37925,20.6229964564
20.7504,127.592372172,86.8548453115,717.735061518,351.422894315,20.7493742828,287,1079.88617221,360.377972012,0.992489,181.972328871,-21.0315,287,0.606065204857,209.022899166,141.287060003,154.072,20.7386,134.913,1.30552,20.7419672798
20.7515,184.556182831,213.570882857,1034.41339368,522.255294227,20.7498685304,288,1993.63276681,723.400947041,0.99218,527.700688741,-21.0316,288,0.60659255918,364.688692082,143.038791392,154.262,20.7376,135.109,1.29609,20.7415117578
20.8388,213.525806526,1.372156289,506.6385123,365.432456804,20.8353466416,289,1869.24759839,477.426305105,0.991502,316.086429068,-21.1082,289,0.595275809956,188.82517596,157.240318805,154.441,20.825,135.304,1.17992,20.8266842759
20.7798,101.192256022,439.77838178,740.683857116,584.779146137,20.7790849795,290,1835.35820325,801.969313957,0.991118,526.013762566,-21.0391,290,0.609598974786,122.883925939,120.406523745,154.671,20.7676,135.54,1.30023,20.7709301224
20.8959,-1.36957118647,64.0632059926,870.439277875,454.985030681,20.8950329396,291,995.168165321,1.56167473528,0.989581,38.4570475828,-21.1772,291,0.610350660831,259.69422509,0.17735636138,154.907,20.8847,135.728,1.39284,20.8877316916
20.8449,83.8180354754,-3.95937256864,786.836907681,179.279918529,20.8431362143,292,2002.12424583,610.118856883,0.992094,650.602230228,-21.1127,292,0.615373422253,288.214975757,123.976699713,155.144,20.8313,135.937,1.47855,20.8338305202
20.8027,365.232754073,111.969655257,718.344614952,413.706206706,20.8002649821,293,1882.34417911,1149.57426884,0.989952,470.142761432,-21.0851,293,0.618773703989,301.283814701,154.640443136,155.384,20.7911,136.162,1.40118,20.793092831
20.7933,94.9964743666,-1.57025215344,615.78592339,211.486721685,20.7894552631,294,2306.23701239,567.514388279,0.992918,560.868094874,-21.0681,294,0.598192103853,197.130868764,131.667813956,155.532,20.7797,136.355,1.22008,20.7823137495
20.9146,369.259641596,0.338013016702,1317.42343098,658.880721997,20.9132907807,295,2223.67187632,1073.13965234,0.990805,612.299228408,-21.1842,295,0.595691440926,658.542708981,155.851520791,155.773,20.9019,136.566,1.15533,20.9053959209
20.9143,410.657956976,-3.19486497674,1100.9753796,639.770835141,20.9121130054,296,1445.65459089,805.485943695,0.990832,276.529842995,-21.1786,296,0.591415437378,410.25554551,172.471091986,155.922,20.9001,136.744,1.18329,20.9033978353
20.9288,96.6156026654,94.5848846398,717.466934161,291.602359155,20.9281991222,297,2479.69216896,567.531243136,0.991315,712.469776509,-21.1989,297,0.592623344993,252.996488184,114.849795918,156.142,20.9168,136.939,1.25106,20.9208542741
21.0178,103.654844317,259.723692224,978.44899902,601.997064241,21.0159971733,298,1809.54738073,1002.52769763,0.983693,575.611011675,-21.2797,298,0.592870551975,279.283015383,112.958984845,156.351,21.0051,137.142,1.25069,21.006960069
20.9439,628.570496646,112.944224004,808.010846106,383.872026958,20.9422165437,299,2630.24492071,1984.57025204,0.990594,599.604376748,-21.2225,299,0.597329244637,259.284193304,190.626708276,156.546,20.9307,137.361,1.27419,20.9334502798
20.9483,273.137710703,6.00494697053,1230.03216682,430.629503984,20.9436482258,300,2418.3236214,1208.84689044,0.990538,747.455129035,-21.2179,300,0.596797953161,440.432627271,162.886245232,156.837,20.9316,137.562,1.30747,20.9340007102
20.9934,96.8184524706,65.7051435296,993.158729337,423.189561315,20.992204578,301,2255.42461206,1169.07484055,0.990128,720.031227003,-21.264,301,0.592883448113,348.238736958,143.195608826,156.946,20.981,137.756,1.213,20.9855885886
21.0071,453.883283193,-0.262246444077,616.596818903,281.372071872,21.0037325756,302,2452.87495069,1468.01975295,0.992549,601.835473211,-21.2752,302,0.601005171467,181.727996034,183.305225651,157.172,20.9942,138.003,1.30742,20.9959820959
21.0217,93.3874630298,3.49218543236,691.661659367,302.447751118,21.0184423156,303,2435.94470695,872.351647084,0.993379,705.435794585,-21.2881,303,0.57293955883,295.98667448,143.846624763,157.426,21.0103,138.165,1.03861,21.0124539881
21.0238,88.9445512516,280.784722385,1503.53267059,892.158696488,21.0204344192,304,1618.00278187,518.058026271,0.993477,313.105955403,-21.2755,304,0.599486622342,611.373974103,131.831320524,157.612,21.0101,138.368,1.29607,21.0131354901
21.1125,587.289522377,220.915497043,726.771153468,473.176882164,21.1120714668,305,2211.84425013,1382.79692625,0.990998,508.19334229,-21.3719,305,0.58812832894,183.013743448,126.163832509,157.836,21.1022,138.554,1.20681,21.1048344285
21.1251,93.6529632783,176.030486656,1294.19763942,638.688228189,21.1245094668,306,2136.56780084,946.136453264,0.992925,625.298772992,-21.3838,306,0.575592196661,408.070506647,143.590175426,158.021,21.1127,138.731,1.19198,21.1155332552
21.0513,116.260062096,54.9315279795,708.0830324,403.678986378,21.0477430647,307,2004.67373968,641.099072942,0.992154,406.389527905,-21.3058,307,0.596427298728,261.905545654,164.548049342,158.205,21.0367,138.921,1.32811,21.0397975824
21.1608,95.7745745346,5.10140599644,828.19818616,421.802920227,21.1576932585,308,2275.20993151,579.57661755,0.993547,449.281361364,-21.4153,308,0.579022705061,304.251983403,128.452756113,158.403,21.1477,139.105,1.1259,21.1501768332
21.0849,78.6427929684,3.08230605702,576.183936177,276.699239526,21.0832287922,309,2074.45252969,517.567764949,0.992746,455.653754036,-21.3478,309,0.598299867576,164.427556369,128.923911678,158.692,21.0731,139.36,1.36455,21.0763461232
21.131,302.072522732,62.8929918787,484.104047606,328.284524528,21.1272788925,310,1664.30329315,662.048159043,0.993229,311.324452735,-21.3952,310,0.584093401567,157.260422337,174.372116841,158.871,21.1184,139.555,1.18973,21.1192215673
21.1104,160.955023903,1.1523694732,438.647689934,194.044211998,21.1073959112,311,535.754119968,312.129318901,0.990618,64.66249945,-21.3815,311,0.575413176767,152.314896593,135.201831533,159.102,21.0949,139.771,1.11581,21.0984174367
21.1632,224.42165436,67.8541664227,457.25309476,317.883427572,21.1608389227,312,1446.15721268,588.356245049,0.99301,320.5697949,-21.4168,312,0.588204580144,134.42594422,170.919120054,159.322,21.1499,140.03,1.24781,21.152880016
21.1567,90.524136677,227.839729461,1041.25929386,542.806828502,21.1524706988,313,988.523258601,409.596452795,0.994242,217.91044482,-21.4032,313,0.580565160287,305.141249572,131.457323958,159.527,21.1444,140.234,1.19841,21.1457777859
21.1382,279.515531844,-0.373665340113,501.851726367,231.694420094,21.1357991297,314,2441.76189405,959.37496344,0.99216,602.443710107,-21.3766,314,0.596897628611,147.239211229,161.597839996,159.762,21.124,140.4,1.36189,21.1267708145
21.2014,75.4021125826,462.447382129,734.966967302,565.597558116,21.2011263191,315,2410.29694297,350.438895723,0.992459,440.622693543,-21.4532,315,0.587997168298,102.109178987,105.293572646,159.944,21.1879,140.554,1.2624,21.1924888536
21.2159,90.9607133528,227.146708948,707.657733875,451.96569789,21.2154150117,316,1236.56714462,705.331182837,0.992639,259.651403107,-21.4661,316,0.59125221675,163.850821022,163.184472181,160.115,21.2046,140.796,1.29802,21.2077899403
21.196,234.219488731,151.746490967,609.480177978,338.523595666,21.1915123467,317,1256.6578988,598.869478039,0.993272,259.650568321,-21.4486,317,0.582880842059,142.049156433,193.507321028,160.31,21.1807,140.974,1.28015,21.1823290238
21.1904,324.324115782,97.8837289031,589.776572601,300.799538838,21.1862870429,318,931.777882332,606.998133503,0.990882,117.372587821,-21.4444,318,0.583850492662,153.599207806,152.242688463,160.62,21.1766,141.189,1.14644,21.1779716484
21.2645,323.497578417,148.333828065,881.746105525,372.347354298,21.2625136525,319,1267.60308481,654.119515026,0.991812,251.448380251,-21.5145,319,0.582673013441,243.714806064,158.989925388,160.802,21.2498,141.417,1.17609,21.2539175033
21.1388,318.338207594,20.3676479343,537.199552545,362.95796098,21.1377746148,320,714.446519881,496.525798601,0.993595,102.636518006,-21.3993,320,0.597048795177,183.507008832,165.501636577,160.916,21.1249,141.635,1.31877,21.1283836649
21.2604,223.098335669,361.591382199,811.58215892,505.246420228,21.2587014994,321,2528.81724828,879.083204369,0.993029,526.714766294,-21.5087,321,0.601583705127,164.76725719,183.417586698,161.063,21.246,141.779,1.38512,21.2489139356
21.1648,388.118129315,107.311925666,747.126691209,428.467839686,21.1611584054,322,1374.77418664,693.568834623,0.991151,247.237076051,-21.4242,322,0.580096477227,207.790107471,187.427633619,161.273,21.1494,141.96,1.22479,21.151672136
21.2771,212.621286264,167.557446445,596.018701537,506.796381298,21.272618354,323,1006.4895389,458.224070682,0.990948,159.556828583,-21.5452,323,0.586592700239,169.693937458,169.609297491,161.373,21.2646,142.163,1.30764,21.265302131
21.2727,236.663883795,4.38977974217,726.553429854,358.683379929,21.2721967239,324,672.292937217,524.107095927,0.993031,74.8389004021,-21.5303,324,0.583440314396,218.123105091,184.12696375,161.647,21.2575,142.372,1.19904,21.2607781144
21.256,279.201549278,121.313469438,647.189153716,357.898867495,21.253736084,325,1753.33351531,481.28178811,0.992681,208.949797277,-21.5195,325,0.587708198419,160.455757115,177.367003317,161.843,21.2409,142.588,1.26209,21.2425267553
21.338,259.051413178,202.647436512,721.997191046,394.80846117,21.3368529619,326,1077.98403409,526.803584304,0.994011,135.488242782,-21.5977,326,0.587627105493,209.596572953,172.015927782,162.079,21.3237,142.768,1.21828,21.3263350753
21.3282,284.699066093,261.084861839,674.562101736,438.926773646,21.3234989094,327,1147.71694931,576.007710532,0.995425,236.34322221,-21.5804,327,0.591683160538,158.465468509,164.496241993,162.291,21.3146,142.936,1.31071,21.316256931
21.2772,295.556059695,-2.06319796222,660.053375528,411.953373393,21.2741400045,328,2225.81803577,556.83729799,0.9941,284.752505904,-21.5415,328,0.60110659716,210.912423756,173.434363084,162.436,21.2596,143.081,1.38652,21.2627102367
21.2577,457.738554129,-4.03874529976,1097.09879903,452.349990005,21.2542255852,329,2744.38871418,1324.67958918,0.988876,677.927451304,-21.5183,329,0.587778815576,404.161293612,152.953186309,162.654,21.2448,143.299,1.25829,21.2460785503
21.3105,313.562707721,42.9292574699,1027.33065664,535.129957053,21.306982988,330,1951.35179317,891.42227472,0.994812,472.009678458,-21.556,330,0.601229385275,492.200699584,159.868553199,162.864,21.2925,143.497,1.36624,21.2961910073
21.2757,258.618313955,78.5700028004,897.976580698,362.868423431,21.2741304448,331,2455.15460975,768.81742415,0.994905,461.301194918,-21.5313,331,0.60779326667,318.167668708,178.324428827,163.146,21.2637,143.653,1.47954,21.2662668503
21.3257,306.911401426,105.762009227,575.222309757,306.021303305,21.3239272087,332,2126.66617467,966.767142851,0.993869,493.373368694,-21.5781,332,0.599637748429,197.759050736,179.395052871,163.405,21.3127,143.873,1.37679,21.31587333
21.2908,276.487449588,372.320668883,1801.49096531,1111.12574462,21.2902027739,333,2703.50373232,950.608805629,0.995315,528.938599782,-21.5532,333,0.599474411165,584.460861942,184.059017526,163.569,21.2778,144.061,1.29664,21.281051861
21.3959,195.041376632,216.699117024,621.13544247,428.884692812,21.3945747782,334,1059.85447467,582.80810195,0.993994,192.632499565,-21.6451,334,0.589004620978,133.695692248,167.710030429,163.792,21.3837,144.245,1.20925,21.3865787994
21.4066,452.095961155,49.9420868451,1145.70051642,572.323115371,21.4039858513,335,993.354165384,677.035874873,0.99479,121.777349531,-21.6596,335,0.59318669816,388.481384467,182.868391905,163.942,21.3937,144.446,1.25625,21.3952777492
21.3856,34.6625118656,63.7059774807,527.017059862,374.077285111,21.3838804194,336,977.382798959,388.928207488,0.993784,175.169537389,-21.6447,336,0.588943415696,175.835467638,100.336280131,164.152,21.3749,144.603,1.24207,21.3771983758
21.3871,222.916280119,133.074753107,868.959836253,327.736592174,21.3864336488,337,1490.05273373,649.185553614,0.99366,285.063254412,-21.6379,337,0.605171494428,259.901695434,164.397196562,164.367,21.3752,144.823,1.36998,21.3785709634
21.3736,223.89089081,48.31834281,723.371186855,444.529115766,21.3727384892,338,1392.47209394,534.650091102,0.994712,280.598101512,-21.6195,338,0.592420134319,276.138204467,177.529688067,164.529,21.3588,145.018,1.2269,21.3626625302
21.3015,237.871872377,137.883433392,542.835528891,327.703487611,21.2989475864,339,3102.66727522,1711.65899981,0.995143,856.109360794,-21.5439,339,0.607733337023,160.25546478,190.472864466,164.706,21.288,145.198,1.33225,21.292158039
21.4034,208.308720854,248.188390926,1946.60410475,1105.55120802,21.3983847066,340,2307.98130867,1032.19851965,0.994966,573.331909843,-21.6556,340,0.586749790949,693.471217557,200.612263126,164.908,21.3918,145.357,1.20883,21.3912210962
21.4001,334.461827817,117.372142822,664.838487245,354.913801223,21.3993086595,341,2269.36212011,1019.06905835,0.993119,583.220500932,-21.6551,341,0.615716151845,220.75194863,198.323103746,165.127,21.3886,145.577,1.42294,21.3926993396
21.4206,451.926753218,255.458881086,910.694663228,625.03516732,21.4166482272,342,2298.6410969,1169.4080385,0.992952,463.03929081,-21.6693,342,0.594718818356,285.184503108,154.872558225,165.341,21.4079,145.755,1.26522,21.4090114865
21.4038,232.607531652,176.39995035,1068.83239882,432.620691735,21.4013802501,343,2654.05517038,1477.09852503,0.994561,739.728657966,-21.6447,343,0.594367525146,329.884531968,162.882047674,165.503,21.392,145.93,1.20673,21.394422191
21.4126,376.066444459,-1.53112665034,735.211593076,286.619974241,21.4102680875,344,1851.92097084,825.23159495,0.994794,383.74324679,-21.6714,344,0.601664296851,241.34308121,188.114916087,165.76,21.3976,146.133,1.25549,21.4008157164
21.4848,280.686694364,0.753597243282,477.095655842,244.841534719,21.4819777641,345,2277.24233937,977.132178941,0.994531,504.29131977,-21.7375,345,0.603477599648,174.728587866,179.837277479,165.937,21.4728,146.289,1.26556,21.4748393433
21.4748,260.60620503,312.392989391,930.079390015,553.549972258,21.4733559235,346,2641.94409335,1184.00134027,0.994339,576.398737142,-21.7381,346,0.605354264781,242.436634165,190.129000693,166.137,21.4628,146.48,1.27144,21.4649845873
21.4742,372.059021913,8.28441970022,686.48487087,361.963800569,21.4716392367,347,2781.92244308,1408.83705771,0.99315,738.104677091,-21.7271,347,0.602818795023,268.696797675,194.199934979,166.353,21.4594,146.718,1.35806,21.4618483596
21.545,412.004567287,135.321989784,2105.17072772,855.693247451,21.5410126849,348,2747.45093862,1056.36631566,0.993697,574.507917962,-21.7932,348,0.603685301689,886.957743706,190.077168145,166.504,21.5307,146.929,1.33012,21.5317677094
21.5633,324.969871676,151.703401609,1074.11160193,522.232914077,21.5616534578,349,2580.22979439,1403.80642304,0.99494,873.932483379,-21.825,349,0.622707045864,375.806951595,167.438007898,166.648,21.5484,147.15,1.45431,21.5527042193
21.59,211.672700581,494.13082218,1029.79198129,664.760666016,21.5882345153,350,2048.14614157,733.947005523,0.99457,515.48325628,-21.8394,350,0.618284657227,218.181019569,153.520242621,166.85,21.5765,147.367,1.43252,21.5795822511
21.621,336.997981903,100.191595365,776.740493688,426.076332263,21.6194978687,351,2665.25063729,1410.41820334,0.995019,744.191501674,-21.8797,351,0.603984845856,255.023182428,186.064785242,167.015,21.6075,147.554,1.30377,21.6102363779
21.5534,370.813510009,371.810955721,609.528232926,490.669594324,21.5503808039,352,2527.24740648,892.780042409,0.994838,530.344062241,-21.813,352,0.607645045373,118.858638603,166.564056634,167.164,21.5389,147.782,1.32642,21.5411868965
21.5321,338.604838226,395.976020402,1953.07245015,873.688102952,21.5290811352,353,1305.62988058,662.591016135,0.99363,237.912852302,-21.7985,353,0.623438257793,569.461783459,169.56086552,167.393,21.5172,147.948,1.46184,21.519679556
21.6622,361.028769264,8.56616573414,424.809513715,296.28536119,21.6587264455,354,1532.33895951,805.841319343,0.995095,361.76019053,-21.9304,354,0.613656028705,144.019850384,180.653630414,167.606,21.6486,148.096,1.35368,21.6507727029
21.7623,359.812625414,404.114263823,1272.79238148,754.946451048,21.7593360747,355,2877.48053495,1148.77766759,0.995255,694.174545234,-22.0306,355,0.609713299597,330.914475391,197.360251218,167.752,21.7491,148.248,1.30135,21.7507586238
21.6982,269.729951115,75.1611199498,1318.01460119,635.65239035,21.6992845603,356,2592.77172507,1151.04457871,0.994839,637.211371284,-21.9569,356,0.625622041425,452.880137124,194.349306253,168.059,21.6879,148.434,1.51522,21.6918706317
21.7893,233.696370276,2.45362361415,638.529509793,300.741962049,21.7853545081,357,2801.0416275,1432.9083052,0.994969,837.547199678,-22.0438,357,0.594139992494,222.083577008,186.356846829,168.257,21.7774,148.611,1.22158,21.7773143557
21.7948,274.519880447,98.4879187013,807.537957653,441.749806536,21.7951826689,358,1904.96489183,565.168134171,0.99478,281.871132766,-22.0583,358,0.607091443992,228.019446024,170.801385831,168.341,21.7834,148.784,1.30391,21.7879810918
21.803,264.705988862,13.1396326718,1035.17381163,468.758637202,21.801755241,359,1721.57878251,676.642300536,0.995084,293.74106111,-22.0595,359,0.627430829613,331.00565445,169.200585164,168.603,21.7933,148.964,1.52168,21.7952223819
21.8152,361.215905237,5.37968247212,647.103453769,412.76630158,21.8110999591,360,2264.89595568,787.062271321,0.995969,393.578781453,-22.0808,360,0.622022139891,250.772264961,180.177801266,168.853,21.8037,149.165,1.38219,21.8060896379
21.8649,282.654091964,237.830987047,526.019947065,402.984393013,21.8635172063,361,1096.56582093,483.656494847,0.995284,178.028348341,-22.127,361,0.612433680508,98.0834661646,144.948973591,169.111,21.8537,149.35,1.36883,21.857086256
21.8273,231.695398091,199.544729326,590.185395382,340.988707574,21.8251871046,362,1247.91391058,524.402832488,0.994285,264.439135586,-22.0811,362,0.61691376842,143.374696485,132.900463416,169.339,21.8146,149.565,1.39918,21.8165582667
21.8766,409.545076791,212.861615318,486.269602626,362.114388292,21.8752835986,363,1265.69033816,614.030291641,0.994823,163.938254131,-22.1339,363,0.604965884971,106.889093486,176.441078793,169.445,21.864,149.715,1.37382,21.8670741086
21.8796,301.740912968,318.60906234,952.272434611,716.274890072,21.8797752304,364,2034.14826286,918.62075763,0.995344,370.532460007,-22.1331,364,0.60754418484,244.531445313,170.202534083,169.592,21.8658,149.886,1.3011,21.8699639838
21.9426,361.944717505,152.354913888,772.792764139,393.007774856,21.9409303701,365,1153.05525774,639.184456763,0.995337,185.704213626,-22.1881,365,0.595845055222,196.076758174,164.551772208,169.87,21.9291,150.051,1.16983,21.9326520952
21.8213,262.124718741,118.909237295,687.344956599,430.949398919,21.8169058291,366,2634.6913783,1275.64252911,0.995741,705.867432516,-22.0644,366,0.59873734886,224.051509607,176.430702555,170.048,21.8068,150.254,1.20703,21.8084337107
21.9275,166.52313365,120.882995271,952.63348257,611.283300299,21.9244961234,367,2642.55426517,1261.18875141,0.994039,642.727775558,-22.171,367,0.608513614132,355.541064296,183.915830398,170.32,21.9149,150.482,1.40106,21.9165076478
21.9265,501.015588752,18.4381662564,1473.75201468,556.545948528,21.9233361326,368,2834.35504253,1431.53571479,0.995247,697.427098613,-22.1702,368,0.612437461312,533.505155593,191.175534556,170.503,21.9126,150.681,1.53561,21.914823813
21.8806,339.394842695,373.88262104,1205.71606068,635.097887144,21.8774045725,369,2237.15749628,815.965365197,0.995058,451.98551389,-22.1373,369,0.605926908808,340.482297061,195.868458701,170.689,21.8672,150.902,1.32383,21.8683260831
21.9182,317.206646932,282.469629169,1080.43111823,619.593396513,21.9171456376,370,1380.75629557,812.557719939,0.995467,303.998231361,-22.166,370,0.594747893786,319.835048825,189.197994949,170.871,21.9055,151.085,1.28656,21.9097266673
21.9172,90.7100793966,316.110917143,905.390388698,648.824670681,21.9137554241,371,1450.00202071,620.628873949,0.993781,328.888956377,-22.1538,371,0.61806187731,229.863582039,169.267166011,171.084,21.9033,151.289,1.45119,21.9045098684
21.9319,328.946674492,279.949157003,616.419717978,409.554106549,21.9302755386,372,2449.7392755,980.067947512,0.994235,561.879565372,-22.1791,372,0.608565756356,125.240689388,172.75529674,171.288,21.9189,151.487,1.43804,21.9220640483
21.9372,366.10187801,40.7326586994,1024.92408554,519.599195672,21.9360072606,373,3271.62319352,1495.99424776,0.994884,732.393327501,-22.1749,373,0.601613799027,322.339146004,203.695566478,171.504,21.9223,151.648,1.43247,21.9257938694
21.9033,373.739615526,1018.39153333,1997.91354982,1508.15254157,21.8991883833,374,1966.99264217,882.129322244,0.994749,481.915090501,-22.1413,374,0.615069253505,489.761008248,176.663905476,171.671,21.8903,151.813,1.56868,21.8917641667
21.9708,433.905124528,463.721771197,753.047146065,554.24746289,21.9661053519,375,1370.22560911,724.949233228,0.994943,203.416063404,-22.2197,375,0.582326877174,116.935583144,185.602747115,171.833,21.9586,151.952,1.17002,21.9588700787
21.9279,379.394210849,276.024883063,931.602535899,608.457416572,21.9257864915,376,1964.00286182,856.686190708,0.992883,359.316020785,-22.1721,376,0.606759996233,239.863829937,181.611451955,172.109,21.9148,152.117,1.33014,21.9172830157
22.0122,590.563024335,380.358407273,1357.72844687,742.243661122,22.0066775477,377,2997.70970424,1277.84792796,0.995492,659.047783735,-22.2476,377,0.589708648085,384.300482292,204.266097385,172.322,21.9976,152.268,1.26991,21.9985085615
21.9806,333.85952627,78.4059729279,1129.09018684,477.703562622,21.9798854885,378,1550.32361901,733.423461785,0.995723,285.865235849,-22.2172,378,0.599805586491,399.035294215,192.026452001,172.478,21.9703,152.505,1.3143,21.9728066071
21.9341,649.235412767,163.874231564,519.700228815,370.902568215,21.9320166073,379,2981.03303434,1815.21002669,0.994538,678.498514433,-22.1723,379,0.597527896029,119.911321696,190.7897032,172.679,21.9222,152.685,1.33091,21.9241491308
21.9702,452.737359269,358.109174657,898.051362634,568.839640015,21.968514106,380,3042.89239746,1204.89182105,0.995252,624.003793239,-22.2013,380,0.617074044114,231.70810875,179.447695851,172.874,21.9562,152.863,1.46923,21.9590907503
21.9736,272.298248154,43.4265816577,440.381003831,308.927774026,21.9705668968,381,1458.17287889,720.793468143,0.995451,333.899871245,-22.2234,381,0.604010577552,132.067968326,141.789728352,173.045,21.961,153.042,1.4243,21.962261475
21.9423,267.945712394,60.0191724613,756.220013955,447.335734308,21.9400647393,382,2155.39738848,933.791013462,0.995842,583.595552395,-22.1713,382,0.602941755783,247.54333802,186.852193425,173.271,21.9306,153.198,1.25447,21.9326166755
21.8337,514.033391645,9.76000696731,877.792480481,441.125638233,21.8296339294,383,2877.41057733,1860.45875691,0.995365,745.330132784,-22.0766,383,0.608320539733,308.073538291,195.819600685,173.395,21.8199,153.383,1.45212,21.8215776708
21.9682,241.765191157,237.660550823,631.823499663,446.485854441,21.9675620795,384,2655.27736195,958.657931002,0.995488,862.515044326,-22.2104,384,0.589711902991,161.003129369,159.308256692,173.628,21.9566,153.586,1.36391,21.9591307421
21.9583,249.812712077,-0.17175573826,473.270241692,261.926116676,21.9553205461,385,2457.16064436,984.185117674,0.995703,657.883037756,-22.203,385,0.591748623752,154.322861921,166.917393514,173.881,21.9448,153.739,1.32843,21.9464000674
21.9887,350.315189852,802.060946613,923.712161436,881.950907356,21.9878177367,386,2967.54629989,1028.83662151,0.994722,726.898850335,-22.2376,386,0.604770972538,56.5101950731,176.309695848,174.016,21.9765,153.931,1.40025,21.9798632255
22.015,326.544020276,342.649266083,612.551752025,471.917747969,22.0127758915,387,3371.21533698,974.885670285,0.995994,795.954346484,-22.2589,387,0.58379815549,112.79202897,182.862505054,174.139,22.0023,154.097,1.2347,22.0045021919
22.0359,305.726023912,227.734692144,778.137547519,526.4935076,22.0344992996,388,1499.03905541,766.003762625,0.997201,332.415075048,-22.2828,388,0.593315989108,185.631554409,165.378969657,174.365,22.0223,154.268,1.30833,22.0249324001
22.1321,333.543343539,46.7960633829,1518.56998372,688.22109106,22.1280197019,389,3000.30967225,1434.11340112,0.994443,756.012785351,-22.3778,389,0.593709801186,615.520802909,201.460007912,174.521,22.1176,154.44,1.37535,22.1181826006
22.0255,265.42961131,-0.0116047914446,1125.54248834,437.492768793,22.024215952,390,3065.81832991,969.975488379,0.995766,711.700260469,-22.2632,390,0.612743534018,373.133103393,190.186370115,174.678,22.0099,154.603,1.58784,22.0132153287
22.0802,253.285162528,266.136399064,1756.08248955,689.108821953,22.0761163894,391,2339.23215893,656.727189625,0.995788,483.267128521,-22.3268,391,0.593048940514,620.480065394,185.39137067,174.778,22.0631,154.802,1.3406,22.064330014
22.0879,277.612073814,4.80380290401,718.794059797,414.156330308,22.0851364853,392,2783.25367179,1159.77387123,0.996569,669.233458728,-22.3213,392,0.60458616542,239.411165403,207.645601825,174.903,22.0714,154.969,1.39789,22.0740076683
22.174,491.109015028,232.984143789,814.074443837,369.756178407,22.1723756591,393,3117.92413774,1443.44702782,0.994911,865.078518592,-22.4095,393,0.594647634692,202.495168377,187.914612612,175.118,22.1585,155.151,1.35959,22.160632958
22.1854,322.474564313,82.6337395578,1483.27043718,619.163640049,22.1826761792,394,2653.94250351,1009.45160153,0.995549,665.269919713,-22.414,394,0.586372740782,524.167695014,190.831698421,175.282,22.1689,155.337,1.23295,22.171349139
22.2268,305.456008972,67.6806634244,1066.31737825,545.160391912,22.2249009453,395,2892.27386954,846.624465007,0.995919,593.99957255,-22.4643,395,0.584366524914,317.761618877,197.447798343,175.518,22.2132,155.484,1.14271,22.2150620643
22.1971,392.787958338,47.844235363,492.818084281,318.095771903,22.1946560987,396,3318.04614921,1275.93569405,0.996463,770.317850967,-22.4387,396,0.608502809379,148.012476528,205.455155614,175.687,22.1808,155.678,1.42555,22.182824058
22.1928,294.333821615,245.870243659,922.282092076,491.409981006,22.1885602494,397,2550.78164815,908.731470346,0.996407,553.463265662,-22.4242,397,0.603791761364,234.746125504,194.566777071,175.903,22.1747,155.843,1.3462,22.1757024464
