StdReturn,StdEsReturn,MaxReturn,AveragePolicySurr,QFunRegParamNorm,Epoch,AverageAbsY,AverageAction,PolicyRegParamNorm,AverageDiscountedReturn,AverageReturn,AverageQ,AverageAbsQYDiff,MaxEsReturn,AverageEsReturn,AverageAbsQ,AverageQLoss,MinEsReturn,Iteration,MinReturn,AverageY
271.248816796,0.0,817.174057746,-6.69111,23.9043,28,6.10421520639,0.784378,22.9504,65.7492978139,63.9183047923,5.93753,0.585162887457,-178.862835286,-178.862835286,6.06427,0.699256,-178.862835286,28,-138.329875086,5.94387920164
101.083334184,0.0,165.090613694,-6.99779,24.4469,29,6.43063631553,0.765917,23.2723,35.5853527627,-107.900442668,6.26356,0.594978646091,-20.3143666493,-20.3143666493,6.39227,0.713142,-20.3143666493,29,-232.835424736,6.26897540692
126.72494902,0.0,335.465595596,-7.47063,24.9644,30,6.86608674193,0.757241,23.5284,75.5324392691,201.310470647,6.73236,0.621756908841,214.024081257,214.024081257,6.83029,0.766629,214.024081257,30,-111.289452494,6.7374715004
78.5042263352,0.0,312.580351058,-7.97242,25.4584,31,7.31429871971,0.742368,23.8837,59.5307873513,187.20457105,7.20089,0.636726454467,295.297216458,295.297216458,7.2831,0.835664,295.297216458,31,91.1251140634,7.2064695124
130.653591689,0.0,614.990125671,-8.43956,25.956,32,7.72219028887,0.795131,24.306,89.7277314181,366.959693814,7.63307,0.647383616411,171.148037363,171.148037363,7.6949,0.860733,171.148037363,32,205.17630018,7.63832081596
373.660147714,0.0,1385.87401075,-9.01897,26.461,33,8.21215840121,0.831237,24.7863,121.011428354,764.2959784,8.14386,0.681219179064,262.422420124,262.422420124,8.18566,0.942102,262.422420124,33,261.40792223,8.1491538842
67.1487095974,0.0,665.09357149,-9.63925,26.9448,34,8.79976088689,0.842726,25.1415,70.1516151389,560.562252863,8.74535,0.714290094449,202.089561702,202.089561702,8.77799,1.01353,202.089561702,34,441.599248609,8.75336240234
132.418217485,0.0,918.664124224,-10.1374,27.3976,35,9.28485025741,0.832378,25.5157,100.952948707,757.071940619,9.24197,0.737196088935,411.763065387,411.763065387,9.26494,1.08744,411.763065387,35,477.345700796,9.25052381706
67.3274984646,0.0,797.015618929,-10.8719,27.9329,36,9.95963638408,0.870049,25.9175,63.9429913727,680.089940224,9.92729,0.766595746234,230.070955609,230.070955609,9.94353,1.23345,230.070955609,36,573.696475668,9.93450892252
76.0915780413,0.0,777.029924953,-11.7352,28.3882,37,10.7761185471,0.85424,26.314,56.2175383449,656.298729191,10.7523,0.780847928788,440.060022293,440.060022293,10.7612,1.24871,440.060022293,37,514.042615908,10.7599690532
215.142149412,0.0,1409.22006969,-12.3387,28.8722,38,11.3552422928,0.850368,26.6819,105.43865423,1113.01657095,11.3355,0.801236680366,416.9842481,416.9842481,11.3416,1.32745,416.9842481,38,706.460310615,11.343816861
196.42892439,0.0,1249.91964261,-13.1176,29.3074,39,12.0903611529,0.893147,27.059,113.96941068,814.338612604,12.0758,0.807146043011,456.967523653,456.967523653,12.0783,1.28762,456.967523653,39,547.923012591,12.0846577075
226.499698772,0.0,1539.30288537,-14.023,29.7157,40,12.9763310097,0.884511,27.408,113.315841759,1225.10039833,12.9659,0.842996523219,472.781040585,472.781040585,12.9678,1.43448,472.781040585,40,867.58819281,12.9724479644
234.486084736,0.0,1446.32991289,-15.1299,30.1422,41,14.0335928157,0.89158,27.771,125.547363283,901.125672921,14.0197,0.874827692611,486.771158415,486.771158415,14.0208,1.55025,486.771158415,41,644.775830953,14.0311925105
86.3336443863,0.0,976.362737003,-16.0427,30.5518,42,14.9704277804,0.887534,28.1337,108.62366649,773.592882394,14.9605,0.886640756505,692.544329917,692.544329917,14.9608,1.57943,692.544329917,42,666.020089447,14.9696867029
513.113540571,0.0,2006.93151834,-16.964,30.9869,43,15.8642934887,0.901111,28.3732,129.598068539,1058.51308886,15.8535,0.920655134993,597.746873639,597.746873639,15.8535,1.76695,597.746873639,43,534.050169108,15.8634585237
221.238002202,0.0,1177.0128101,-17.9118,31.36,44,16.7778358182,0.880287,28.6818,125.48426951,856.712845565,16.7655,0.913974159154,441.963817813,441.963817813,16.7656,1.7212,441.963817813,44,536.441084981,16.7772577619
495.664657695,0.0,1794.00448615,-19.0795,31.7641,45,17.9269362142,0.882639,28.9419,150.510144229,1327.44989603,17.9174,0.96357891078,457.207926447,457.207926447,17.9174,2.11782,457.207926447,45,363.4088484,17.9260212149
634.628389117,0.0,2228.35580993,-20.6117,32.2047,46,19.4493322449,0.901129,29.2084,166.998256267,1453.46542068,19.4375,0.996888876481,1294.99533555,1294.99533555,19.4375,2.23917,1294.99533555,46,443.214363332,19.4485693464
330.40815203,0.0,1751.97937266,-21.9226,32.5931,47,20.7318106472,0.9035,29.4839,148.176645914,1010.65859907,20.7182,0.991027467202,901.700101809,901.700101809,20.7182,2.23819,901.700101809,47,683.506814029,20.7307381473
610.742895077,0.0,2421.7880152,-23.172,32.9932,48,21.9758203037,0.904329,29.7761,162.061142472,1339.08300593,21.9645,1.02446856252,916.811467459,916.811467459,21.9645,2.37632,916.811467459,48,581.237382391,21.975176383
372.748171357,0.0,1551.9098378,-24.3357,33.3907,49,23.1459134702,0.899643,30.043,162.285271522,777.863264562,23.1349,1.03940622191,729.116345769,729.116345769,23.1349,2.50501,729.116345769,49,13.7255086829,23.1448025598
700.378611677,0.0,2832.4022075,-25.084,33.8201,50,23.8634257139,0.919434,30.3587,192.068712108,1308.80716246,23.8512,1.0416447296,823.647682566,823.647682566,23.8512,2.40789,823.647682566,50,513.08610288,23.8624032661
451.885747459,0.0,2185.4520905,-26.1594,34.1712,51,24.9323783568,0.913039,30.671,159.796484517,1882.96161805,24.9199,1.04711237554,508.486848617,508.486848617,24.9199,2.62812,508.486848617,51,716.44638556,24.9315194493
459.538974253,0.0,2165.15780157,-27.0653,34.5642,52,25.8382683668,0.904091,30.9495,162.940027704,1100.62654475,25.824,1.0765757112,567.679178496,567.679178496,25.824,2.84532,567.679178496,52,560.758654711,25.837234839
167.825020575,0.0,2350.60305059,-28.6687,34.9308,53,27.4137535816,0.930321,31.2273,193.077457216,2140.1298563,27.4011,1.09606859696,707.918702192,707.918702192,27.4011,2.81503,707.918702192,53,1682.06807982,27.4131628211
239.807132429,0.0,2837.55625595,-30.3687,35.3,54,29.1036060056,0.92878,31.4882,227.478075007,2636.20819952,29.0919,1.10650970489,1757.69852477,1757.69852477,29.0919,2.75499,1757.69852477,54,1971.57492871,29.1027037548
204.6353564,0.0,1316.92983292,-31.415,35.6945,55,30.1611369042,0.90074,31.7973,125.167083296,872.263409571,30.1477,1.16778943385,781.925346277,781.925346277,30.1477,3.67427,781.925346277,55,628.50727396,30.1604641465
714.231889917,0.0,2486.70159166,-32.7033,36.0771,56,31.4107740194,0.921566,32.1103,182.903313527,2055.99858301,31.3995,1.16239272194,759.424951022,759.424951022,31.3995,3.52592,759.424951022,56,595.897871673,31.4104502151
173.129706165,0.0,1175.73705077,-33.9507,36.4315,57,32.6609906362,0.883574,32.4014,117.190134068,814.230220318,32.6462,1.16739889832,807.07051025,807.07051025,32.6462,3.20866,807.07051025,57,608.286703879,32.6604716679
643.565274229,0.0,3178.22458596,-35.1955,36.8186,58,33.9184838666,0.932592,32.644,245.420771255,2722.71208047,33.9056,1.20274931743,1322.99766326,1322.99766326,33.9056,3.86809,1322.99766326,58,887.06621339,33.9177444664
304.309797409,0.0,782.690218433,-36.4295,37.2044,59,35.1594229214,0.898089,32.9362,80.2315544041,475.150277096,35.1451,1.20336282479,481.313413322,481.313413322,35.1451,3.85372,481.313413322,59,-29.7732727575,35.1587963382
268.394453567,0.0,1524.74950742,-37.6199,37.5847,60,36.3440189385,0.902411,33.2457,134.066461771,891.43120998,36.3316,1.23065473587,1111.56282654,1111.56282654,36.3316,4.66446,1111.56282654,60,425.613909849,36.3433742737
173.962246812,0.0,1067.0629564,-38.4649,37.9502,61,37.1478272381,0.910465,33.4968,93.1345168627,737.567889726,37.1336,1.23832953848,555.527608688,555.527608688,37.1336,4.31582,555.527608688,61,330.05164088,37.1471415441
225.511412617,0.0,811.860983857,-39.681,38.2866,62,38.3946187615,0.89862,33.6959,75.9906951129,610.992722826,38.3836,1.21537974701,490.287937442,490.287937442,38.3836,4.25413,490.287937442,62,-35.9781955186,38.3938983877
80.4078944083,0.0,947.722949462,-40.7606,38.6605,63,39.4658912939,0.900847,33.957,125.114308554,771.439521534,39.4523,1.26326646127,452.872403173,452.872403173,39.4523,4.32604,452.872403173,63,672.644372666,39.4651239674
162.654263868,0.0,767.609056278,-41.897,39.0847,64,40.5882553696,0.905156,34.2222,62.1671966711,615.312685416,40.572,1.29017138253,524.700907682,524.700907682,40.572,4.89106,524.700907682,64,216.052571457,40.5872731555
71.8902755701,0.0,877.008315732,-43.1786,39.4019,65,41.869646931,0.922618,34.4762,87.1955532276,721.917882106,41.8566,1.29334782665,739.290222896,739.290222896,41.8566,4.83328,739.290222896,65,615.276714929,41.8690074595
89.9965045142,0.0,797.960197994,-43.7331,39.7887,66,42.441573238,0.863483,34.7471,78.2506314045,627.231949312,42.4262,1.31288404581,461.967642386,461.967642386,42.4262,5.26639,461.967642386,66,492.503834317,42.4407987842
139.357725028,0.0,1108.92681835,-44.9375,40.2019,67,43.6404621811,0.894738,35.0624,101.162581751,749.605989318,43.6272,1.35280127893,435.9170772,435.9170772,43.6272,5.52746,435.9170772,67,617.832053268,43.6396898807
73.6838066282,0.0,670.768416853,-46.0296,40.5027,68,44.7529142182,0.907981,35.3007,58.2104560644,613.447950379,44.7396,1.36254859711,493.305216092,493.305216092,44.7396,5.46684,493.305216092,68,435.469897817,44.7523893623
916.507221999,0.0,2975.07668255,-47.4705,40.7939,69,46.1743401719,0.91804,35.541,172.639259382,1428.83720506,46.1607,1.37077924574,817.553046482,817.553046482,46.1607,5.69819,817.553046482,69,549.770368448,46.1737088616
442.441292258,0.0,2843.14931507,-48.2491,41.0875,70,46.9798924959,0.942174,35.7262,229.05399939,2567.72737878,46.9657,1.33613062302,920.805634468,920.805634468,46.9657,5.23853,920.805634468,70,1266.67229383,46.9792970649
649.349920921,0.0,2981.53838054,-49.2065,41.3913,71,47.9364788345,0.940512,35.9857,220.209723716,2677.23646272,47.9252,1.36777919,697.28794378,697.28794378,47.9252,5.63326,697.28794378,71,736.253665188,47.9358430298
429.330169501,0.0,2673.2477785,-50.8578,41.7614,72,49.5522864805,0.939265,36.2489,222.023145823,2281.53702747,49.5356,1.38857869421,1240.10754441,1240.10754441,49.5356,6.47351,1240.10754441,72,1287.39069113,49.5516361327
338.273672583,0.0,2269.6583909,-52.1066,42.1153,73,50.8216456704,0.930824,36.5086,177.662006964,2094.82601928,50.8078,1.41113315433,727.676689941,727.676689941,50.8078,6.77772,727.676689941,73,1086.68287864,50.8208356546
72.21823168,0.0,2978.95651693,-53.4557,42.4972,74,52.1476767867,0.949861,36.7611,241.340572478,2857.09446033,52.1329,1.40992655674,986.00823748,986.00823748,52.1329,6.53923,986.00823748,74,2753.67865045,52.1472427605
51.8380661303,0.0,2603.66093967,-54.9562,42.7873,75,53.6364051845,0.933438,37.0155,207.970300329,2500.83985334,53.622,1.44809058849,1599.42188375,1599.42188375,53.622,7.1467,1599.42188375,75,2430.80708398,53.6358978676
53.3076687164,0.0,2727.85607899,-56.4913,43.1345,76,55.1493807034,0.943571,37.2989,229.838110667,2626.35336546,55.1345,1.46633340291,1020.20096356,1020.20096356,55.1345,7.8343,1020.20096356,76,2559.84527097,55.1489879736
117.390798447,0.0,2916.66296213,-58.3266,43.4485,77,56.947881954,0.946072,37.562,235.715007126,2724.85336217,56.9341,1.44805926333,1419.64995072,1419.64995072,56.9341,7.09366,1419.64995072,77,2570.19908622,56.9474993564
999.245765764,0.0,3327.63407375,-59.7911,43.8701,78,58.457588862,0.939524,37.8621,215.4425175,2459.51083972,58.4454,1.51050160952,1876.94093258,1876.94093258,58.4454,7.85426,1876.94093258,78,794.03697272,58.457118363
511.378912528,0.0,3458.77530885,-61.7142,44.2761,79,60.384189369,0.942604,38.0802,278.194598336,3122.56223002,60.3674,1.53629678259,2191.01234048,2191.01234048,60.3674,8.31022,2191.01234048,79,1991.72918115,60.3834691916
780.258167404,0.0,3446.22405505,-62.1386,44.5416,80,60.8067164225,0.937946,38.2777,259.271054731,2672.69652242,60.7959,1.51144509756,500.033343837,500.033343837,60.7959,7.90489,500.033343837,80,992.678166426,60.8060433042
865.344604043,0.0,3590.06208602,-63.4393,44.8246,81,62.0965963786,0.943462,38.6328,287.468379497,3000.91192499,62.0821,1.52443764197,474.432135267,474.432135267,62.0821,7.30419,474.432135267,81,813.447270587,62.0958757377
975.72631165,0.0,3436.9768007,-65.2247,45.1881,82,63.8405923033,0.946991,38.8682,270.668853635,2713.16673107,63.8281,1.59399615641,1795.28373565,1795.28373565,63.8281,9.01462,1795.28373565,82,909.818650652,63.840011315
56.7645222902,0.0,3763.13068021,-66.5206,45.5271,83,65.1807118927,0.953145,39.1174,295.978564497,3652.64747576,65.1676,1.58001112243,949.867185044,949.867185044,65.1676,8.51317,949.867185044,83,3584.60002394,65.1800319598
923.412318028,0.0,3285.37731439,-68.2188,45.9377,84,66.8752972612,0.935684,39.3941,228.259471358,2352.43869678,66.8586,1.61238926888,2301.03682586,2301.03682586,66.8586,9.34299,2301.03682586,84,937.393898949,66.8747389358
1192.56176958,0.0,3457.03581547,-70.0019,46.2222,85,68.5954119338,0.917022,39.709,184.62884493,1839.23822733,68.5813,1.60098843543,2110.91437323,2110.91437323,68.5813,8.20803,2110.91437323,85,563.708443491,68.5949912227
1151.48068822,0.0,3671.14331126,-71.5553,46.5905,86,70.1603836629,0.9193,39.929,251.116407289,2576.40402695,70.1466,1.66663278679,873.747183287,873.747183287,70.1466,10.3787,873.747183287,86,182.255615136,70.1599217023
89.4809868145,0.0,3493.5013384,-73.3328,46.83,87,71.9551449024,0.956674,40.1449,276.819799021,3340.56352414,71.9407,1.62790477524,2215.72106622,2215.72106622,71.9407,9.40625,2215.72106622,87,3172.91123642,71.9547013127
624.589016244,0.0,3378.87952572,-75.8758,47.0915,88,74.4554208633,0.946624,40.4131,258.548494281,2979.43732317,74.4452,1.62025695188,2252.25047017,2252.25047017,74.4452,8.41298,2252.25047017,88,1131.69962414,74.4549182521
972.721523765,0.0,3412.20375495,-77.4106,47.3815,89,75.9651558675,0.925649,40.6927,227.483857065,2104.57909202,75.9496,1.69711641689,2146.38106157,2146.38106157,75.9496,10.0933,2146.38106157,89,674.944042515,75.9644137934
44.3568498078,0.0,3458.51578812,-79.76,47.7344,90,78.324795212,0.95904,41.0001,277.17338062,3377.85107558,78.3053,1.79043133135,2261.32349853,2261.32349853,78.3053,13.1821,2261.32349853,90,3289.22213237,78.3241337036
123.539987375,0.0,2930.58017194,-81.6827,47.9872,91,80.2341181607,0.950681,41.2454,220.04841213,2776.44894424,80.2205,1.66896546285,2199.47446107,2199.47446107,80.2205,9.87879,2199.47446107,91,2548.54772434,80.2334840606
546.972130115,0.0,3665.82106915,-83.0543,48.3134,92,81.5841508806,0.93752,41.5609,283.430040378,3357.01662545,81.5657,1.77382154953,2038.68865442,2038.68865442,81.5657,12.6996,2038.68865442,92,1731.92646252,81.5835419302
61.6361711652,0.0,3692.75738681,-85.2347,48.6142,93,83.7010821773,0.955664,41.8273,293.410771339,3569.61173746,83.6838,1.80070329592,1482.26355033,1482.26355033,83.6838,13.8281,1482.26355033,93,3495.66920914,83.7003046523
93.6466556278,0.0,3281.93933902,-87.1481,48.923,94,85.6229398332,0.951527,42.0273,264.27046235,3167.1144348,85.6082,1.76229031951,2299.8654973,2299.8654973,85.6082,12.6368,2299.8654973,94,2986.59023166,85.6225806274
63.2640685618,0.0,3153.03800956,-89.1901,49.2348,95,87.7821310982,0.952396,42.294,264.991569834,3063.82635599,87.7648,1.88093788197,2476.52634062,2476.52634062,87.7648,16.4507,2476.52634062,95,2928.56676473,87.7818717601
91.7313525281,0.0,3429.90928944,-90.936,49.5495,96,89.4071309527,0.952504,42.5,274.364925028,3302.16513578,89.3897,1.83780969597,1947.35337022,1947.35337022,89.3897,14.3181,1947.35337022,96,3121.97353926,89.4067166275
541.234815061,0.0,2402.0323584,-93.4121,49.8135,97,91.8607727034,0.871536,42.772,163.965835864,1057.31956358,91.8459,1.77569403924,2343.44603613,2343.44603613,91.8459,10.7753,2343.44603613,97,576.988456099,91.8602789888
776.778651738,0.0,3545.96632385,-94.7614,50.1165,98,93.2488328034,0.940387,43.0492,273.528735275,3008.94379371,93.2332,1.86725543837,2459.8721575,2459.8721575,93.2332,15.0701,2459.8721575,98,992.445291666,93.2482948966
57.3510851152,0.0,3635.629943,-96.0989,50.3895,99,94.5676818728,0.951605,43.3002,298.206188557,3551.82342706,94.55,1.83106324517,478.846685171,478.846685171,94.55,12.6772,478.846685171,99,3493.84939013,94.5668519109
68.8299018541,0.0,3863.27487783,-97.3721,50.6847,100,95.8360781237,0.960455,43.5419,302.674100671,3783.89873889,95.8171,1.83818537847,2131.64544786,2131.64544786,95.8171,15.0145,2131.64544786,100,3656.65789279,95.8356115055
549.525493966,0.0,3294.46654887,-98.2916,51.0014,101,96.7948208299,0.9333,43.7868,252.478171186,3000.01639246,96.7798,1.93577609249,544.295026478,544.295026478,96.7798,15.9983,544.295026478,101,1364.50564724,96.7943284903
244.18581253,0.0,4055.88819801,-100.943,51.3183,102,99.4784384609,0.966434,44.0738,289.00090809,3797.60913448,99.4643,1.95753145465,2406.86366353,2406.86366353,99.4643,17.0109,2406.86366353,102,3264.58964238,99.4777203147
1188.14309886,0.0,3958.00165661,-102.568,51.5865,103,101.073579538,0.94791,44.253,275.134244032,2990.14386636,101.057,1.91935321259,2068.65320307,2068.65320307,101.057,15.781,2068.65320307,103,642.415726943,101.073356697
791.429936997,0.0,3045.23075658,-104.554,51.874,104,103.020036229,0.944077,44.4615,237.849475153,2447.1179274,102.999,2.00642026081,2247.39778434,2247.39778434,102.999,21.0656,2247.39778434,104,817.281387618,103.019547237
1001.96049499,0.0,3733.32132513,-105.931,52.1747,105,104.448328608,0.938436,44.6625,273.718847271,2785.68019754,104.431,1.9762813385,2193.18880746,2193.18880746,104.431,17.2946,2193.18880746,105,777.966538549,104.447939423
1037.66170657,0.0,4013.35454315,-107.227,52.4595,106,105.739707527,0.943161,44.9326,303.115555464,3111.00665379,105.725,1.97380993882,2138.34933231,2138.34933231,105.725,19.1334,2138.34933231,106,1008.99106787,105.739116786
579.592475235,0.0,3834.22302151,-109.507,52.7524,107,107.973128368,0.957466,45.1028,299.225057234,3536.81903062,107.951,2.03643743308,1073.05599377,1073.05599377,107.951,20.9566,1073.05599377,107,1814.5080355,107.972926315
56.7132524434,0.0,3771.77388192,-111.577,53.0295,108,110.061232468,0.961475,45.3267,311.678478387,3649.00398727,110.054,2.00363286485,2453.26354219,2453.26354219,110.054,17.5416,2453.26354219,108,3550.1205273,110.06055603
79.5379117294,0.0,3221.31327545,-112.236,53.3278,109,110.698615804,0.96581,45.5504,252.053562941,3062.50392543,110.674,1.96587438478,2515.83288927,2515.83288927,110.674,14.7992,2515.83288927,109,2921.6689573,110.698218383
122.801457041,0.0,3341.71501579,-114.631,53.581,110,113.013318442,0.97846,45.8906,261.063952905,3108.59524955,113.0,2.05802408541,2586.69878383,2586.69878383,113.0,20.7037,2586.69878383,110,2967.2372495,113.012844693
175.869943765,0.0,3949.19474356,-116.802,53.8249,111,115.207538812,0.973026,46.1214,300.913504684,3773.49502809,115.19,2.01304878176,2204.91270892,2204.91270892,115.19,17.0264,2204.91270892,111,3285.32949673,115.206848909
43.1440740249,0.0,3548.95068579,-118.487,54.0811,112,116.847336775,0.980417,46.2586,285.005533484,3481.55711566,116.827,2.04059669064,2584.52422429,2584.52422429,116.827,17.7243,2584.52422429,112,3409.01129938,116.846687983
666.178408999,0.0,3244.50297725,-119.91,54.4288,113,118.327920677,0.946979,46.5306,265.930516222,2508.45309333,118.31,2.23055175742,752.880746304,752.880746304,118.31,27.3956,752.880746304,113,1462.78738554,118.327555337
1107.40260471,0.0,3781.07492044,-121.111,54.7113,114,119.501660325,0.941108,46.6862,276.712623715,2496.58840294,119.482,2.11021656955,2361.07884694,2361.07884694,119.482,23.6441,2361.07884694,114,608.146117461,119.50136803
871.233613051,0.0,3476.01659156,-123.45,54.9849,115,121.88281651,0.950364,46.9148,239.672577772,2483.29714079,121.869,2.23120164042,2633.95134518,2633.95134518,121.869,31.7083,2633.95134518,115,1126.72174516,121.882171679
1053.94462002,0.0,3953.52377144,-125.9,55.2905,116,124.329214244,0.941015,47.1549,285.892871253,2737.01172593,124.304,2.20784260161,2521.17921586,2521.17921586,124.304,25.8751,2521.17921586,116,1058.2451573,124.328781797
1791.37400564,0.0,4653.08147756,-127.15,55.5848,117,125.535720967,0.936098,47.3566,267.361555566,2587.71153993,125.519,2.1940416007,2191.4219625,2191.4219625,125.519,25.8719,2191.4219625,117,153.040696339,125.53509993
1053.91282503,0.0,3392.7233976,-128.957,55.8748,118,127.298031234,0.97338,47.5676,271.59203675,2543.83113975,127.277,2.22634775081,2101.37742401,2101.37742401,127.277,30.1917,2101.37742401,118,404.547759961,127.297669346
94.2939802684,0.0,3587.11406709,-131.494,56.1777,119,129.825967926,0.960806,47.8261,276.482482748,3455.83181558,129.809,2.32255530396,2407.21176634,2407.21176634,129.809,29.8926,2407.21176634,119,3335.10885427,129.825651294
649.957144893,0.0,3718.43768181,-132.211,56.4107,120,130.514333254,0.965171,48.0026,272.447101453,2903.61370224,130.499,2.31129386993,2262.71406583,2262.71406583,130.499,29.5346,2262.71406583,120,1638.59624936,130.513879492
1207.88264103,0.0,3291.49054129,-134.276,56.6412,121,132.617708818,0.933292,48.2332,232.379830409,1443.19940743,132.599,2.11100156763,889.957449573,889.957449573,132.599,17.9334,889.957449573,121,229.072782817,132.617295663
969.889404157,0.0,3923.1037969,-135.373,56.9273,122,133.708846314,0.95774,48.4104,287.951221756,3026.29975708,133.69,2.34257804655,2326.07706154,2326.07706154,133.69,29.8843,2326.07706154,122,798.361478615,133.708496858
55.4615010754,0.0,3746.39969928,-138.277,57.1587,123,136.604596884,0.977609,48.5936,294.302903444,3642.602628,136.586,2.30461170424,2421.55295618,2421.55295618,136.586,29.6301,2421.55295618,123,3545.14976541,136.604343765
1414.62468542,0.0,3998.22578372,-140.259,57.4941,124,138.52805,0.937772,48.7491,285.416708338,1827.12012121,138.51,2.19063337134,2580.64236995,2580.64236995,138.51,20.041,2580.64236995,124,459.905200722,138.527795357
839.486452852,0.0,4065.22803292,-141.919,57.6903,125,140.22075354,0.963705,48.9798,295.499853342,3411.63638606,140.202,2.31211023654,2507.2925025,2507.2925025,140.202,28.8846,2507.2925025,125,1413.92274408,140.220458323
