Iteration,StdReturn,AverageEsReturn,AverageAbsQYDiff,StdEsReturn,QFunRegParamNorm,AverageReturn,MinReturn,MinEsReturn,AverageDiscountedReturn,MaxEsReturn,AverageQLoss,AverageAction,AverageAbsQ,AverageY,PolicyRegParamNorm,MaxReturn,AveragePolicySurr,AverageQ,AverageAbsY,Epoch
2086,1767.02995788,2931.09845783,2.91210038186,0.0,296.43,3781.59871922,-441.769932068,2931.09845783,315.071748983,2931.09845783,208.247,0.996698,429.57,429.564568981,184.172,5048.19126113,-431.135,429.569,429.564612435,2086
2087,1124.2422562,3071.14333564,2.76546805114,0.0,296.495,3979.49505534,1228.1271917,3071.14333564,363.747496711,3071.14333564,165.412,0.996281,429.726,429.729772064,184.229,4810.90609604,-431.309,429.726,429.729782495,2087
2088,1449.99346137,3038.20882356,2.78983268371,0.0,296.624,3235.60515602,557.132591943,3038.20882356,353.122519929,3038.20882356,165.423,0.99574,430.106,430.107981254,184.361,4402.8209518,-431.69,430.106,430.107986779,2088
2089,961.128877319,3122.98524485,2.91627332793,0.0,296.741,4038.42341915,1799.4539181,3122.98524485,372.499291638,3122.98524485,193.324,0.995228,429.573,429.56231517,184.344,4756.94869929,-431.162,429.573,429.562331574,2089
2090,867.543892119,2978.94477829,2.96363798834,0.0,296.888,3940.10160225,2214.43504333,2978.94477829,353.196257295,2978.94477829,208.209,0.996232,429.511,429.513203524,184.399,4446.04564396,-431.081,429.509,429.513252407,2090
2091,79.0570505089,3016.22680355,2.72492992205,0.0,297.013,4527.29982896,4386.94162569,3016.22680355,372.511944909,3016.22680355,168.714,0.993464,429.447,429.431338294,184.474,4670.80403017,-431.106,429.447,429.431517303,2091
2092,86.9232195739,2720.32798228,2.85372756554,0.0,297.072,4469.107743,4370.57833688,2720.32798228,359.857222725,2720.32798228,186.955,0.99668,429.697,429.705905273,184.45,4603.33974079,-431.342,429.697,429.705932691,2092
2093,1738.52993646,3000.25427529,2.88768060247,0.0,297.185,2504.15424889,-67.3292245429,3000.25427529,310.602529274,3000.25427529,193.085,0.996128,430.04,430.040553493,184.436,4467.96369288,-431.692,430.04,430.040576554,2093
2094,1623.24883578,3113.80678256,2.99318837311,0.0,297.317,3263.99497453,-231.559760141,3113.80678256,345.310823751,3113.80678256,231.496,0.998884,429.599,429.590156194,184.355,4586.75545725,-431.173,429.599,429.590194656,2094
2095,1065.53503296,615.715080146,2.92863299871,0.0,297.385,3501.16923028,1123.25376664,615.715080146,345.630676634,615.715080146,203.58,0.996971,429.217,429.223179945,184.452,4300.13704632,-430.854,429.216,429.223456039,2095
2096,86.028909544,3001.49580397,2.68695934903,0.0,297.502,4651.00655709,4526.75500407,3001.49580397,370.082156492,3001.49580397,163.659,0.996699,429.057,429.042079784,184.471,4856.81265046,-430.744,429.057,429.043553319,2096
2097,1858.99615222,3156.35576909,3.02845159402,0.0,297.629,3442.38737326,-326.621535769,3156.35576909,328.19176359,3156.35576909,229.712,0.996308,429.447,429.445863964,184.497,4635.85396504,-431.174,429.447,429.446123678,2097
2098,799.110108816,3081.44797324,2.7656963999,0.0,297.785,3851.6534262,1995.1923746,3081.44797324,346.494677575,3081.44797324,180.599,0.996207,429.219,429.216784808,184.49,4448.84137441,-430.868,429.218,429.217957787,2098
2099,98.255123647,3134.58921191,2.55641259111,0.0,297.901,4209.44756052,4004.83197321,3134.58921191,335.978178171,3134.58921191,130.844,0.994762,429.601,429.595864868,184.598,4356.52388469,-431.272,429.6,429.595956855,2099
2100,177.146073855,3139.62212181,2.79873859701,0.0,298.009,4354.24374033,4042.54192795,3139.62212181,379.042307422,3139.62212181,172.623,0.9973,429.723,429.720154669,184.73,4672.15090337,-431.415,429.723,429.720349453,2100
2101,1403.15167178,2705.44813434,2.76472480378,0.0,298.116,3153.80776738,-123.82698512,2705.44813434,321.684034024,2705.44813434,157.542,0.995137,430.299,430.296787098,184.679,4357.8147729,-432.043,430.298,430.296838509,2101
2102,150.940853984,3189.24896561,2.9735706567,0.0,298.253,4362.51669191,4128.13575148,3189.24896561,363.487796685,3189.24896561,214.855,0.99566,429.238,429.233057538,184.742,4665.09429185,-430.919,429.236,429.234937559,2102
2103,720.589732221,507.001186383,2.81867582148,0.0,298.354,3877.09205906,2244.23372834,507.001186383,352.390264994,507.001186383,185.898,0.995053,429.972,429.965335877,184.754,4357.88713079,-431.686,429.97,429.966667217,2103
2104,1402.74937123,3022.05894387,2.85232571487,0.0,298.456,3758.88466543,-433.770894775,3022.05894387,321.885834976,3022.05894387,183.709,0.996825,429.699,429.697001584,184.867,4447.06063833,-431.42,429.698,429.697017007,2104
2105,625.311239474,3058.88531898,2.80506404479,0.0,298.568,4083.43413527,2279.68113966,3058.88531898,364.234005059,3058.88531898,185.512,0.996911,429.825,429.813716447,184.928,4475.89329176,-431.545,429.822,429.813975327,2105
2106,1340.12153078,3104.30316106,2.95851616116,0.0,298.638,3604.52797168,361.076993701,3104.30316106,332.317124699,3104.30316106,214.444,0.997144,429.412,429.407942896,184.86,4525.41780844,-431.052,429.412,429.408165577,2106
2107,830.762834676,2981.83874375,2.65044912638,0.0,298.743,3883.82394496,1403.54768987,2981.83874375,324.154767494,2981.83874375,139.236,0.995563,429.908,429.905396223,184.936,4341.51476683,-431.522,429.907,429.905937031,2107
2108,1329.36840164,3022.51087434,2.81014734449,0.0,298.85,2898.03251982,-269.671960869,3022.51087434,280.82686794,3022.51087434,173.699,0.993992,429.373,429.370796685,184.978,4046.32216189,-431.017,429.373,429.370898832,2108
2109,137.656254531,2933.45780668,2.93821766594,0.0,298.918,4342.85074044,4106.06257576,2933.45780668,344.067718088,2933.45780668,205.514,0.995613,429.341,429.340862503,184.887,4492.93292195,-430.957,429.34,429.341029754,2109
2110,136.183741272,2850.28220867,2.78474547601,0.0,299.008,4467.66564233,4130.10022771,2850.28220867,364.743109092,2850.28220867,179.033,0.995914,429.362,429.338760298,184.889,4643.63099222,-430.955,429.361,429.338848269,2110
2111,110.853634501,2713.36360652,2.96426012051,0.0,299.158,4610.64443931,4452.89616114,2713.36360652,367.666542243,2713.36360652,213.955,0.995274,428.556,428.566254686,184.793,4821.30129214,-430.185,428.555,428.566265807,2111
2112,681.667704914,2995.07240579,2.88289820944,0.0,299.28,4297.54811479,2294.09960475,2995.07240579,365.569236852,2995.07240579,195.004,0.99702,429.332,429.327822323,184.809,4646.76820883,-430.977,429.331,429.32856653,2112
2113,1874.23075385,3078.11059866,2.75668747794,0.0,299.312,2763.49254853,-347.02941138,3078.11059866,300.494700604,3078.11059866,169.694,0.998034,429.561,429.556231241,184.752,4348.07787436,-431.065,429.56,429.556242362,2113
2114,91.3505349641,3007.35160693,2.74101617258,0.0,299.48,4206.18963453,4043.25137283,3007.35160693,350.616335634,3007.35160693,169.677,0.998118,428.674,428.670797659,184.773,4332.77012755,-430.205,428.673,428.670868877,2114
2115,1083.02641872,2819.54094793,2.95555640553,0.0,299.629,3910.2171933,679.476583061,2819.54094793,352.113172713,2819.54094793,203.133,0.993163,428.588,428.574226472,184.875,4552.94782274,-430.286,428.586,428.574465355,2115
2116,519.498807518,2916.16092428,2.8502700649,0.0,299.746,4089.35459841,2561.22927954,2916.16092428,355.145487163,2916.16092428,175.059,0.997421,428.598,428.601507505,184.935,4378.91668865,-430.276,428.598,428.602833984,2116
2117,975.419182573,2764.57334211,2.73918271108,0.0,299.815,3820.93947755,1110.11791412,2764.57334211,334.180842044,2764.57334211,168.211,0.99682,428.904,428.898358614,184.963,4440.06030695,-430.582,428.903,428.898920578,2117
2118,705.608307287,2967.07306,2.91912362552,0.0,299.913,3440.48236145,1916.85530049,2967.07306,302.967613782,2967.07306,193.014,0.99473,428.236,428.232871753,185.083,4318.53319442,-429.933,428.235,428.233374294,2118
2119,214.612822349,3188.98622572,2.84837971814,0.0,300.0,4446.85705137,3884.81262281,3188.98622572,366.119328599,3188.98622572,189.092,0.995324,428.677,428.672237593,185.031,4697.38709926,-430.374,428.677,428.6722897,2119
2120,429.484132491,3082.06754193,2.7683157757,0.0,300.107,4022.16286234,2803.97457387,3082.06754193,334.731155305,3082.06754193,164.303,0.995514,428.45,428.44796082,185.134,4360.34076072,-430.217,428.449,428.44841428,2120
2121,1613.79617727,3100.76066154,2.87655407337,0.0,300.222,2511.23248442,312.091979212,3100.76066154,307.534571685,3100.76066154,202.34,0.995697,428.586,428.58548147,185.155,4592.79684813,-430.31,428.584,428.585778433,2121
2122,1463.41028278,3173.25642277,2.94761606151,0.0,300.35,1831.13010274,-102.005555757,3173.25642277,316.800567291,3173.25642277,211.272,0.994571,428.682,428.678292979,185.176,3946.1972037,-430.44,428.679,428.679125092,2122
2123,1680.44914201,3197.86006526,2.81175143839,0.0,300.426,3404.09570078,60.8316189247,3197.86006526,332.935874472,3197.86006526,177.844,0.995173,428.519,428.513393635,185.131,4801.74696308,-430.197,428.516,428.514553771,2123
2124,1604.42098365,2763.22753981,2.74824950018,0.0,300.515,2640.32002355,-340.919711409,2763.22753981,290.242968906,2763.22753981,169.244,0.995613,428.899,428.898687045,185.229,4351.09874492,-430.607,428.899,428.898725537,2124
2125,1664.29444864,3070.94126108,3.07140807988,0.0,300.615,2498.83928129,250.938652701,3070.94126108,344.661275754,3070.94126108,225.862,0.995065,428.763,428.754726666,185.281,4573.15956079,-430.416,428.763,428.754738422,2125
2126,1264.0221259,3141.17650365,2.93489718231,0.0,300.722,3787.54991439,951.297743352,3141.17650365,368.913560582,3141.17650365,202.789,0.99577,428.774,428.768068809,185.313,4706.59439387,-430.483,428.771,428.76829188,2126
2127,1289.60834467,3111.3026419,2.93689368059,0.0,300.875,3307.52043793,795.942402822,3111.3026419,351.899572324,3111.3026419,200.227,0.997156,428.85,428.850472316,185.368,4517.60565719,-430.52,428.849,428.850505498,2127
2128,1080.52072395,3044.41154081,2.84350677137,0.0,300.925,3219.50122127,563.351143185,3044.41154081,313.384729717,3044.41154081,176.308,0.995987,428.539,428.536073626,185.51,4232.86530671,-430.208,428.539,428.536084564,2128
2129,1428.59245621,2759.70896241,2.84741370729,0.0,301.078,3505.7027556,-39.7718308123,2759.70896241,351.221374559,2759.70896241,182.297,0.99714,428.843,428.8280577,185.564,4839.09005035,-430.488,428.843,428.828366985,2129
2130,754.619836186,2978.71223769,3.03496977198,0.0,301.21,3800.18123639,1629.87018553,2978.71223769,330.645390311,2978.71223769,222.976,0.996028,428.719,428.72399972,185.651,4465.86435639,-430.402,428.717,428.724420138,2130
2131,156.58940383,2967.96381931,2.65734803959,0.0,301.254,4268.16395889,3987.31099653,2967.96381931,353.326772395,2967.96381931,144.446,0.996301,428.943,428.933968712,185.688,4517.46036219,-430.594,428.942,428.934694695,2131
2132,1307.23211983,3103.07406379,3.13798612313,0.0,301.397,3680.00793069,522.043005394,3103.07406379,352.813927986,3103.07406379,242.999,0.995957,428.37,428.364593471,185.776,4684.35391552,-430.068,428.369,428.365518865,2132
2133,1468.31902942,2732.32551444,2.8696011791,0.0,301.513,3083.94722472,833.829488182,2732.32551444,346.911121956,2732.32551444,177.017,0.995156,428.873,428.882478903,185.785,4467.8840509,-430.633,428.872,428.882977062,2133
2134,994.080191273,3173.24971399,2.91947215903,0.0,301.602,833.693280288,-166.708931319,3173.24971399,250.988876356,3173.24971399,193.286,0.999294,429.108,429.103343435,185.746,3168.59575355,-430.818,429.107,429.103974927,2134
2135,1387.6742249,3110.94044569,2.74092999557,0.0,301.682,3486.06745841,357.919961429,3110.94044569,364.859188443,3110.94044569,166.324,0.997512,428.891,428.887492198,185.753,4595.04373633,-430.562,428.889,428.88822642,2135
2136,1233.68213167,3098.57467591,3.03937533504,0.0,301.853,2427.99169926,152.499937364,3098.57467591,306.157664369,3098.57467591,229.869,0.997108,428.467,428.456086728,185.841,4004.98877345,-430.179,428.463,428.457299985,2136
2137,873.641455026,3213.87902036,2.74386690541,0.0,301.987,3749.62197817,1735.7902255,3213.87902036,363.876800443,3213.87902036,175.647,0.99527,429.072,429.070974221,185.948,4503.69604617,-430.792,429.068,429.07305237,2137
2138,1709.49852446,3103.23294148,2.83937543455,0.0,302.096,2715.82753439,-81.0996624006,3103.23294148,332.163564555,3103.23294148,191.908,0.996354,428.757,428.750102077,186.077,4291.8355351,-430.5,428.755,428.751603985,2138
2139,1710.06420352,3033.95999949,2.72243132049,0.0,302.156,1213.82814148,-478.821686633,3033.95999949,248.002973974,3033.95999949,156.27,0.998364,429.095,429.092711552,186.064,4153.73870561,-430.876,429.094,429.093225849,2139
2140,1384.76030383,3017.4527529,2.87033195807,0.0,302.263,1040.83047875,-474.962681671,3017.4527529,215.902906615,3017.4527529,198.491,0.996925,429.356,429.351216916,186.137,3774.24442289,-431.097,429.355,429.351535325,2140
2141,1210.06960519,3059.20677835,3.02316894783,0.0,302.408,1625.41229719,-26.9781372917,3059.20677835,306.31283976,3059.20677835,219.17,0.996871,428.953,428.948258549,186.172,3698.79103164,-430.684,428.951,428.950002131,2141
2142,1076.23705186,3014.01305132,3.09809365937,0.0,302.524,945.998707402,-389.355835437,3014.01305132,240.522232694,3014.01305132,227.126,0.998195,429.021,429.022403157,186.123,3465.64685637,-430.734,429.018,429.024570321,2142
2143,1222.80838885,205.074766869,2.98320164725,0.0,302.649,1742.80051533,221.709272082,205.074766869,331.910213995,205.074766869,205.118,0.998225,428.486,428.48122205,186.242,3788.27138334,-430.249,428.485,428.48337034,2143
2144,1385.46377236,3059.81209316,3.10512082754,0.0,302.799,1642.67831532,-281.896838509,3059.81209316,267.871792093,3059.81209316,224.595,0.99733,428.645,428.646849131,186.318,3917.20756235,-430.304,428.645,428.646869289,2144
2145,1328.96371699,1421.35983717,3.00774801199,0.0,302.918,3345.64140258,1426.05805471,1421.35983717,362.341947189,1421.35983717,199.313,0.996455,428.58,428.57272418,186.278,4865.1752539,-430.257,428.578,428.573398148,2145
2146,1970.803224,1212.01161132,2.86530853724,0.0,303.013,2961.36201757,-362.071617936,1212.01161132,315.050853613,1212.01161132,172.679,0.996937,428.619,428.60541025,186.323,4632.3843944,-430.329,428.618,428.607033516,2146
2147,1805.06471355,3187.23560432,3.141781835,0.0,303.187,1998.55476743,-277.15334848,3187.23560432,309.093865349,3187.23560432,225.007,0.995506,428.536,428.534106497,186.327,4594.31539259,-430.219,428.535,428.534828675,2147
2148,1062.08223955,3117.58842709,3.09655661253,0.0,303.3,3265.13645233,1325.03654229,3117.58842709,355.47180563,3117.58842709,210.798,0.993939,428.74,428.745041959,186.346,4314.22990346,-430.454,428.739,428.745087076,2148
2149,1561.33963754,3077.34819131,3.11735339932,0.0,303.407,2596.27721704,-320.941469081,3077.34819131,332.871103534,3077.34819131,216.021,0.995103,428.653,428.643749795,186.344,4703.20247636,-430.391,428.653,428.645230751,2149
2150,1793.04525873,3242.56193244,2.85320912537,0.0,303.478,2510.5962093,48.280142102,3242.56193244,332.689216668,3242.56193244,163.562,0.997435,427.883,427.873026658,186.385,4470.65404793,-429.478,427.881,427.873477066,2150
2151,1591.69718296,3086.80157787,2.99451522661,0.0,303.58,2514.28260797,-141.136142347,3086.80157787,316.681761501,3086.80157787,191.256,0.996862,428.393,428.385192014,186.432,4528.49493868,-430.061,428.392,428.386452147,2151
2152,1173.44243375,2967.31773516,3.12415896951,0.0,303.742,4022.35897623,510.142218318,2967.31773516,347.256181005,2967.31773516,222.635,0.997414,428.201,428.199301826,186.403,4536.15006064,-429.829,428.2,428.199417009,2152
2153,1530.66612469,-249.825751683,3.00364291743,0.0,303.854,3114.04132757,-7.40318902167,-249.825751683,337.662871652,-249.825751683,203.46,0.996508,428.227,428.221879359,186.402,4446.75521452,-429.763,428.227,428.222016379,2153
2154,1329.76521137,2647.70818223,3.0027237257,0.0,303.893,2889.98608935,46.8793160414,2647.70818223,317.971555273,2647.70818223,209.32,0.997091,427.577,427.572426216,186.515,4318.01637912,-429.211,427.576,427.572725793,2154
2155,1509.53409675,2803.85823646,2.94250821368,0.0,303.973,3658.73390442,352.61002091,2803.85823646,355.783000501,2803.85823646,183.2,0.998603,427.768,427.76155801,186.518,4722.41695373,-429.478,427.767,427.76223023,2155
2156,1886.26016715,2834.5137615,3.13897284515,0.0,304.149,3326.17852962,-33.2056872918,2834.5137615,341.563294936,2834.5137615,227.017,0.997849,427.657,427.652758987,186.556,4740.51607785,-429.448,427.657,427.653663169,2156
2157,1735.82460022,2980.49137135,3.05571121304,0.0,304.239,3421.68655728,523.993371305,2980.49137135,362.886176176,2980.49137135,217.357,0.997209,427.669,427.65728108,186.562,4938.79150924,-429.467,427.669,427.657362574,2157
2158,505.352390718,2896.46673595,2.96222805513,0.0,304.331,4262.69438915,2775.2635247,2896.46673595,362.910221996,2896.46673595,194.772,0.992488,427.801,427.796237313,186.586,4557.53288047,-429.593,427.8,427.796839136,2158
2159,1081.19752533,3290.35262783,2.9910171577,0.0,304.407,4042.17896381,859.49081275,3290.35262783,370.315223635,3290.35262783,208.126,0.993776,428.086,428.081117487,186.697,4708.92085623,-429.864,428.086,428.081504815,2159
2160,1246.67663545,3009.30138661,3.09362211192,0.0,304.533,2377.55772259,467.311063807,3009.30138661,290.72583298,3009.30138661,225.754,0.997729,427.533,427.530256972,186.785,3949.81643517,-429.272,427.532,427.530290604,2160
2161,1336.33284734,3000.67066136,2.81217227499,0.0,304.638,2039.92259598,-43.7366144431,3000.67066136,302.768299707,3000.67066136,162.78,0.997998,427.723,427.710247052,186.71,3976.66629013,-429.467,427.723,427.710268668,2161
2162,1329.01968528,3018.70052363,3.13688337411,0.0,304.742,3631.73902655,-286.924308739,3018.70052363,317.978354171,3018.70052363,224.855,0.995208,428.154,428.150406566,186.704,4422.61061957,-429.947,428.151,428.151370005,2162
2163,1237.54841895,2990.01811122,3.12057248805,0.0,304.841,3844.60208762,895.680177496,2990.01811122,339.305469147,2990.01811122,216.689,0.995845,427.395,427.389078743,186.762,4755.70384983,-429.132,427.394,427.39045955,2163
2164,1403.39795265,695.552166475,3.0496360804,0.0,304.969,2984.78658414,15.7883107135,695.552166475,300.286108159,695.552166475,211.995,0.99855,427.602,427.599963441,186.822,3986.46333924,-429.347,427.601,427.600013488,2164
2165,943.941638202,2769.22427924,2.93744748703,0.0,305.112,4068.11545483,1635.64161592,2769.22427924,362.388208056,2769.22427924,178.544,0.998915,427.599,427.583525152,186.877,4784.12214757,-429.329,427.599,427.584606093,2165
2166,1441.14859896,316.440054897,2.95166495373,0.0,305.169,3224.56194401,620.839153103,316.440054897,343.316427354,316.440054897,185.268,0.996046,427.542,427.53821396,187.026,4505.76752664,-429.244,427.541,427.538228426,2166
2167,733.124276882,3185.06615924,3.13790042962,0.0,305.259,2315.9486779,1213.54954851,3185.06615924,303.303536689,3185.06615924,224.971,0.997916,427.02,427.013953601,187.153,3872.73057159,-428.579,427.017,427.016106361,2167
2168,1753.7882342,-85.9003203159,3.17502044101,0.0,305.384,2380.87603793,-400.264139785,-85.9003203159,308.837637223,-85.9003203159,225.117,0.998187,426.567,426.564405648,187.136,4500.47993599,-428.174,426.564,426.566574995,2168
2169,1716.65724792,-190.267565462,2.94406169078,0.0,305.461,1617.95955025,-238.991531368,-190.267565462,303.247036254,-190.267565462,176.1,0.99869,426.741,426.726095364,187.258,4665.53338783,-428.397,426.739,426.726968799,2169
2170,1519.53073677,3046.7175138,3.11417711841,0.0,305.567,3777.65473531,428.755983064,3046.7175138,361.655023215,3046.7175138,195.663,0.998381,426.009,426.001621092,187.226,4752.08801054,-427.702,426.004,426.003577133,2170
2171,1806.37335698,-102.02022376,3.24301624523,0.0,305.609,1529.71163969,-371.352858354,-102.02022376,262.727929059,-102.02022376,224.106,0.997513,425.66,425.654056471,187.323,4218.55058922,-427.392,425.658,425.655158992,2171
2172,1678.81005697,2906.0513259,2.97235961438,0.0,305.758,3172.20986276,599.501909745,2906.0513259,367.485397385,2906.0513259,176.622,0.996937,426.486,426.476979306,187.32,4818.21673163,-428.281,426.48,426.481543515,2172
2173,1286.62820485,2965.32664668,3.08947715672,0.0,305.853,3933.45949866,476.055807056,2965.32664668,357.067939644,2965.32664668,205.791,0.993655,426.54,426.525578022,187.471,4884.31358166,-428.329,426.54,426.525900031,2173
2174,1074.97610777,3103.64689682,3.02306232808,0.0,305.98,488.489708513,-417.845015084,3103.64689682,239.669294255,3103.64689682,199.808,0.999426,426.192,426.171296094,187.418,3187.60090605,-427.973,426.191,426.171367888,2174
2175,1375.68664217,3088.55367255,3.12627276856,0.0,306.073,2743.73303242,355.601277732,3088.55367255,323.053401126,3088.55367255,210.839,0.996578,426.499,426.510503101,187.411,3978.5849958,-428.253,426.499,426.510632931,2175
2176,1573.20171773,3292.38713235,3.00844397499,0.0,306.194,3186.0871122,6.79820647966,3292.38713235,346.046204561,3292.38713235,183.76,0.997872,426.544,426.532553262,187.423,4979.88875323,-428.15,426.542,426.5332258,2176
2177,1999.8633298,2870.16294692,3.00334658777,0.0,306.273,2883.40518434,-293.750497284,2870.16294692,343.672544021,2870.16294692,177.57,0.997209,426.388,426.373294041,187.527,5047.72845351,-427.99,426.387,426.37335425,2177
2178,1599.64204411,3049.45891676,2.98826496507,0.0,306.356,3664.60930771,-326.562482804,3049.45891676,339.361267262,3049.45891676,167.039,0.996762,426.881,426.871405403,187.515,4726.69886674,-428.604,426.878,426.872676497,2178
2179,1652.1923245,2918.96999151,3.16821197367,0.0,306.468,3614.47750429,60.3379162928,2918.96999151,365.615006777,2918.96999151,201.14,0.994892,426.581,426.575327456,187.578,4834.68388891,-428.334,426.58,426.575824424,2179
2180,1783.44915354,3078.91100198,3.03407522014,0.0,306.504,2574.29610709,-324.984622187,3078.91100198,348.031294088,3078.91100198,184.434,0.997951,426.822,426.813491364,187.561,4803.39363332,-428.549,426.822,426.814482799,2180
2181,1274.29264753,2962.01009707,3.25159304474,0.0,306.68,4179.86609001,376.786884823,2962.01009707,365.383345704,2962.01009707,219.046,0.997268,426.994,426.998488962,187.526,4853.22343162,-428.732,426.992,426.99939475,2181
2182,1085.71128886,3075.55413334,3.23041986038,0.0,306.795,4367.19933629,1136.67794872,3075.55413334,364.680270581,3075.55413334,220.9,0.994932,426.737,426.723967578,187.585,4952.71214395,-428.416,426.732,426.72722148,2182
2183,804.164016037,3023.36255922,3.1194135051,0.0,306.897,4286.57381437,1922.90023914,3023.36255922,359.962289056,3023.36255922,200.294,0.992641,426.783,426.773963846,187.679,4698.14636254,-428.496,426.782,426.774288304,2183
2184,690.847135945,3153.89204084,3.17135872893,0.0,306.995,4189.71673278,2657.14329317,3153.89204084,372.844175537,3153.89204084,219.268,0.994769,426.716,426.70832902,187.68,4637.95068851,-428.518,426.716,426.708334647,2184
2185,139.873184835,2845.35827907,3.03072035132,0.0,307.098,4580.86023671,4209.81573411,2845.35827907,373.668634348,2845.35827907,177.709,0.996563,427.133,427.123338336,187.67,4715.83615134,-428.887,427.131,427.123724674,2185
2186,1587.69591294,3065.32512253,3.082874276,0.0,307.175,3569.45941421,74.5955536972,3065.32512253,331.171685284,3065.32512253,195.088,0.9967,426.962,426.957452904,187.696,4770.58413261,-428.831,426.962,426.957526271,2186
2187,1356.02735639,3200.35488805,2.88132454058,0.0,307.256,2225.14951838,-126.214756638,3200.35488805,308.713303901,3200.35488805,156.502,0.996764,427.318,427.3054508,187.795,4288.10375813,-429.102,427.318,427.305491191,2187
2188,966.393933174,3316.91206556,3.00599925249,0.0,307.356,4154.97980562,1304.49196803,3316.91206556,353.052580834,3316.91206556,183.727,0.99765,426.961,426.955743159,187.813,4681.32720252,-428.804,426.959,426.955853361,2188
2189,1486.56518898,3050.74323245,3.12222477728,0.0,307.49,4129.39945803,-321.168637745,3050.74323245,336.42585204,3050.74323245,192.319,0.997419,427.224,427.22108026,187.817,4746.50875523,-429.007,427.224,427.221195279,2189
2190,50.0461136299,3231.13316338,3.08132392234,0.0,307.52,4438.82739378,4323.60877054,3231.13316338,362.516408424,3231.13316338,204.136,0.998085,427.677,427.667275381,187.77,4513.43344803,-429.602,427.677,427.667329244,2190
2191,119.836244684,2895.84420185,2.89672351793,0.0,307.597,4453.18301681,4218.30921916,2895.84420185,357.271202685,2895.84420185,178.878,0.997423,428.52,428.515598205,187.837,4654.35503892,-430.355,428.52,428.515641129,2191
2192,1203.30723321,3233.76321185,2.82537007252,0.0,307.713,3807.92953493,780.661847725,3233.76321185,340.699956552,3233.76321185,156.712,0.997973,428.393,428.386092671,187.744,4766.99521267,-430.214,428.393,428.386171728,2192
2193,1694.35117465,2948.33442548,2.86778337916,0.0,307.828,3619.07563142,-18.169791609,2948.33442548,335.552189603,2948.33442548,179.616,0.997933,428.355,428.351321843,187.782,4616.84231727,-430.144,428.355,428.351359031,2193
2194,1356.01594768,3107.03622566,2.81482680972,0.0,307.922,2917.39077914,132.741054268,3107.03622566,294.320442786,3107.03622566,161.466,0.995868,428.002,427.993748998,187.923,4289.01979547,-429.743,428.002,427.993770923,2194
2195,132.786582615,3068.02602867,2.8045899438,0.0,307.973,4449.29263273,4131.04065732,3068.02602867,362.759155255,3068.02602867,158.886,0.997505,428.922,428.914011762,188.02,4653.19693674,-430.716,428.922,428.914074342,2195
2196,1005.19065873,3041.53124391,3.28745295956,0.0,308.166,4003.79188726,1258.11722881,3041.53124391,361.271165475,3041.53124391,272.876,0.997248,428.587,428.57806769,188.097,4760.41483861,-430.351,428.586,428.578115015,2196
2197,1578.91420894,3102.7208342,3.07716944324,0.0,308.266,2922.09230152,-177.611764979,3102.7208342,290.207978409,3102.7208342,227.254,0.996528,428.883,428.890354621,188.151,4629.58632505,-430.644,428.881,428.890414614,2197
2198,1116.68855648,2730.93615934,3.08226507952,0.0,308.369,3759.58734119,504.06575182,2730.93615934,321.916465775,2730.93615934,238.418,0.99642,428.606,428.590733662,188.181,4588.99993468,-430.29,428.605,428.590802079,2198
2199,1115.43488258,3067.20097297,2.9633968719,0.0,308.566,3219.46628021,42.2712123387,3067.20097297,276.217071834,3067.20097297,184.893,0.993855,428.431,428.426279546,188.23,4045.80386899,-430.034,428.43,428.426402066,2199
2200,215.163608683,2816.82418295,2.90143910485,0.0,308.672,4178.20646875,3845.6956274,2816.82418295,335.432294525,2816.82418295,183.022,0.993391,428.47,428.462263483,188.141,4533.07417076,-430.107,428.468,428.463148234,2200
2201,297.160767411,2812.96725514,2.85016471463,0.0,308.8,3607.24304783,3156.80241943,2812.96725514,305.54717037,2812.96725514,177.483,0.996991,428.557,428.53972958,188.259,4026.02702724,-430.202,428.557,428.539775174,2201
2202,1165.96177603,3136.56432067,2.85380304495,0.0,308.928,3842.5862678,368.04591154,3136.56432067,346.041604931,3136.56432067,171.277,0.996577,428.504,428.504780436,188.302,4446.67623659,-430.199,428.503,428.505230125,2202
2203,141.66433797,3142.20891346,2.90044625284,0.0,309.056,4334.82589804,3996.22924325,3142.20891346,343.5123581,3142.20891346,177.178,0.995111,428.222,428.212840404,188.312,4486.84976808,-429.908,428.221,428.21290591,2203
2204,162.721164779,2976.06258667,2.83427063351,0.0,309.162,4412.62929091,4138.75085738,2976.06258667,341.675504874,2976.06258667,169.942,0.99465,428.712,428.705370625,188.469,4641.51000927,-430.389,428.712,428.705437968,2204
2205,1528.85687364,2965.16898195,2.99002754566,0.0,309.27,2524.82593298,-233.033162141,2965.16898195,309.486632377,2965.16898195,190.957,0.994876,428.485,428.472925374,188.537,4410.21609529,-430.109,428.484,428.473268755,2205
2206,98.121542681,2885.07909937,2.8853578787,0.0,309.448,4380.68395148,4287.3322785,2885.07909937,355.572386245,2885.07909937,165.367,0.996783,428.595,428.584189551,188.508,4596.1639273,-430.236,428.595,428.585287089,2206
2207,1146.30949107,2772.82623785,2.88851002351,0.0,309.563,3532.26576689,1515.76650111,2772.82623785,363.844586519,2772.82623785,172.422,0.996068,428.303,428.301546732,188.568,4609.76591807,-429.938,428.303,428.301936828,2207
