AverageAction,Iteration,AverageEsReturn,AverageQ,MaxReturn,QFunRegParamNorm,StdReturn,StdEsReturn,MinReturn,AverageAbsQ,MaxEsReturn,AverageQLoss,PolicyRegParamNorm,Epoch,AverageReturn,AverageY,AverageAbsQYDiff,AverageAbsY,MinEsReturn,AveragePolicySurr,AverageDiscountedReturn
0.826127,36,137.454539893,3.32562,707.919339974,21.991,161.577611223,147.734529565,79.8242864771,3.36274,400.944249303,0.0805983,24.8083,36,395.439327871,3.32651807958,0.16100571135,3.3640891393,11.914123031,-3.6292,104.751718284
0.840218,37,242.315593709,3.39779,476.100450164,22.5143,63.1367721445,182.935527339,147.569485806,3.43881,512.067243945,0.0857542,25.2143,37,371.136672906,3.39834714447,0.165023916594,3.43933678748,4.51341739447,-3.71515,120.030150129
0.827354,38,219.288544678,3.54552,964.341741072,22.9018,163.783351391,150.246573357,52.4824206233,3.58909,408.638600986,0.0909376,25.5602,38,376.224726196,3.54647583291,0.16928696903,3.59015752817,14.54309518,-3.862,117.612539339
0.834419,39,190.13750445,3.65542,465.879031763,23.3083,150.612778234,119.418192628,-84.7443964311,3.69894,299.110992249,0.0983337,25.9599,39,126.3196431,3.65649865859,0.1756187311,3.70043967705,6.11816580091,-3.97258,52.7224038788
0.853077,40,192.120164026,3.76168,470.295089369,23.6857,41.0995965831,169.200300913,310.621339885,3.80783,438.658280676,0.101322,26.1903,40,384.048491304,3.76254663586,0.180846379374,3.80914008035,18.7032548852,-4.08165,121.75676714
0.845102,41,197.31412712,3.89019,792.524371494,24.1551,187.835701342,131.539164859,94.2145748319,3.93917,388.036209242,0.129181,26.5182,41,401.311617474,3.89096008284,0.195231708379,3.94026397646,13.4621439912,-4.22939,112.657318026
0.864422,42,182.288465447,4.05712,932.054336975,24.5911,230.939750844,143.841239103,94.5968257023,4.102,435.596338388,0.130645,26.7973,42,440.147664994,4.05859373397,0.199719111091,4.10329432641,9.49156883136,-4.38898,99.8561595173
0.873501,43,257.848606921,4.16951,882.628474843,25.0735,149.010897795,123.128114887,343.205758346,4.21496,399.02926183,0.15776,27.1373,43,671.247362355,4.17067554914,0.215952432377,4.21568336227,57.3087890937,-4.52877,92.1853263005
0.893548,44,161.47992017,4.29996,772.508272853,25.4886,173.104516848,152.484670607,-10.0425449171,4.34547,367.572715301,0.144718,27.5428,44,297.389579343,4.30139636995,0.212618507324,4.34599545503,6.93085462318,-4.64476,82.4121447697
0.836326,45,218.661004415,4.44908,420.96304531,25.8672,36.5297316933,49.8546654949,258.623134184,4.49028,265.02077334,0.150354,27.8184,45,320.022841676,4.45016575796,0.217716793395,4.49014308568,149.47774642,-4.79438,134.478303352
0.878944,46,130.762508893,4.55057,547.955701412,26.254,142.51542236,113.07105515,5.38193581792,4.58842,351.844164264,0.16363,28.1638,46,284.59796314,4.55233225222,0.221609117647,4.58879842813,-1.59934387299,-4.8882,94.3527913395
0.846023,47,155.640433409,4.68984,416.015383243,26.7143,43.6408772781,113.032525999,174.69956403,4.72833,298.082601442,0.189812,28.5728,47,268.241297261,4.69105274413,0.2371228772,4.72816773346,-19.5356802497,-5.0384,134.552222882
0.874459,48,87.1506101643,4.83715,406.709132936,27.1018,56.1745124907,58.8105301629,45.0844894472,4.87668,178.691988111,0.184375,28.8804,48,179.115122618,4.83844540765,0.238891440444,4.8762781627,25.97175491,-5.20672,97.1647565369
0.908043,49,157.672987344,5.00931,542.658081129,27.5268,109.248321871,103.01392151,-62.5039332188,5.04488,310.389396509,0.203934,29.19,49,180.2090849,5.01151001763,0.251221157601,5.04548956488,36.6581096563,-5.38581,91.4748838754
0.902916,50,132.370245169,5.12781,380.742266904,27.8572,89.616629666,127.478266732,-34.4884012354,5.16514,378.309156163,0.21559,29.4472,50,198.917661957,5.12915787265,0.260949968514,5.16484490331,-4.9177631319,-5.50812,95.2187468864
0.914007,51,89.3734113414,5.30374,703.093861318,28.1578,118.140812736,93.0832589035,6.9134079338,5.33725,208.026213818,0.203992,29.6787,51,237.874942267,5.30479423469,0.252433678331,5.3369529314,-6.22432381748,-5.66815,92.8819956271
0.918474,52,59.4680506516,5.3976,239.24645412,28.4652,129.065793982,92.740734911,-317.669335866,5.43003,265.406397052,0.246437,30.0046,52,8.96521907883,5.39955284645,0.273616255162,5.43067663618,3.91370939271,-5.75076,38.9692147361
0.920577,53,49.8341632974,5.5096,1000.68885304,28.7715,318.698664684,102.792256562,66.1696014767,5.54142,244.898843767,0.23129,30.2653,53,638.462260866,5.51124274025,0.268368786651,5.5425320506,-45.7722573792,-5.84883,88.2094186702
0.892803,54,115.576512121,5.6256,1024.29750754,29.0549,156.105342606,88.7921069282,-97.842317375,5.65689,255.004637381,0.233054,30.4998,54,169.799455051,5.62636062301,0.267849892253,5.65622733254,-11.5218874233,-5.97168,77.3418871704
0.883805,55,194.048519915,5.75231,913.159178639,29.3797,206.990486118,155.242781907,16.3361175398,5.78532,530.40971694,0.243608,30.7897,55,258.141945215,5.75379817594,0.275286136806,5.78523218739,6.75940370486,-6.09825,79.4421132781
0.910818,56,168.451968957,5.87371,437.666229769,29.731,79.6777752111,83.7919346182,69.1392261291,5.90743,252.69159952,0.254722,31.0282,56,211.6648309,5.87548596945,0.274689519323,5.90770740075,-0.538386301619,-6.21211,100.666112246
0.899575,57,59.8463220949,6.01191,450.303165894,30.0909,118.700602272,107.500148624,-81.2020490852,6.04396,360.931558215,0.281398,31.3606,57,144.012922737,6.01323690526,0.293490956814,6.04375533583,-1.49617843972,-6.36693,66.9876300636
0.886068,58,119.613764183,6.11395,956.436194365,30.3653,263.213694428,93.1319195881,121.196511008,6.14438,280.443999515,0.25526,31.5783,58,558.990577246,6.11466229151,0.285134271816,6.14317673187,15.3313079556,-6.47893,84.2161927237
0.886157,59,179.872503024,6.24857,387.392522497,30.6922,107.048236319,118.201495675,-22.4181984139,6.27854,323.674009012,0.290495,31.7683,59,145.63245372,6.2504425701,0.297376729954,6.27912410405,22.3373855388,-6.61027,67.2808462969
0.89161,60,80.3050251088,6.42271,646.507371059,31.0205,122.732912989,63.5243949452,-3.27263956617,6.45364,188.052259305,0.272471,32.0104,60,256.683525452,6.42409960542,0.294530826081,6.45389155568,13.8098095396,-6.78118,96.5438702863
0.906175,61,155.120175603,6.53023,768.319885935,31.3291,189.09546181,142.570520917,-1.632124603,6.55933,459.256552224,0.260173,32.2399,61,355.864071111,6.5321841971,0.294299300937,6.55925854167,5.06305662005,-6.90304,81.7068603508
0.914702,62,208.941403606,6.6495,881.468262679,31.6673,282.263850616,147.578122429,-7.13656260015,6.67476,415.655180889,0.306176,32.3928,62,211.060490365,6.65137357928,0.311174917013,6.6751499209,42.7623724245,-7.02318,43.4214464699
0.927942,63,174.994463785,6.75484,763.450384494,31.9868,162.649810305,99.8391013397,132.436052142,6.77501,318.923891264,0.344211,32.654,63,510.102698922,6.7561222611,0.319262516069,6.77473276705,29.8275034053,-7.12378,52.7907009462
0.925881,64,171.820980483,6.95808,925.191143408,32.2867,276.586279749,93.1379145196,149.93248867,6.97653,302.093452101,0.319082,32.8412,64,468.012915214,6.96005004982,0.316632585399,6.97659081475,65.2666298649,-7.33357,88.8372802683
0.900313,65,127.153680063,7.09836,842.383900501,32.5673,238.585604599,93.6493674377,123.169836547,7.11471,325.380023518,0.326431,33.0694,65,526.982067534,7.10110892899,0.32593153203,7.1168412752,13.3795746222,-7.46582,76.0795175932
0.899566,66,239.72729094,7.19928,711.724595461,32.9341,200.558617934,92.0512698095,160.755315312,7.21392,368.850171026,0.333699,33.2928,66,448.754060003,7.20073289612,0.327342771615,7.21469299723,118.669688072,-7.56939,81.938974856
0.898423,67,126.226804007,7.36739,773.217877499,33.1771,150.085216009,60.0423132973,122.150751559,7.37955,231.618059545,0.339768,33.5941,67,261.955537005,7.36900664392,0.335629191693,7.38153842906,68.5495488736,-7.75619,108.022972854
0.89771,68,252.923601909,7.51623,743.756549603,33.4822,143.327011525,43.8013096667,136.132112431,7.5276,310.793362555,0.342987,33.8027,68,307.85311668,7.51828701556,0.339212234572,7.52993897271,191.541385053,-7.9027,101.425452206
0.895915,69,178.374321624,7.64385,969.745105559,33.7913,242.420102156,151.739290142,14.1959368234,7.65617,370.412570224,0.34993,34.0102,69,378.262117554,7.64540718869,0.342471836091,7.65702979674,15.6981230887,-8.03998,89.2832245626
0.938162,70,214.405704233,7.84496,643.878508532,34.0838,187.509318628,108.059545344,3.64538310102,7.8568,392.281311511,0.364348,34.2583,70,285.20481145,7.84760951101,0.348787518238,7.85878520105,99.142826937,-8.24429,85.1115504314
0.886973,71,127.525858853,7.98061,575.819643597,34.4182,84.3016397383,60.3470248604,203.292093063,7.99202,206.385018105,0.35903,34.3979,71,334.558091943,7.98246139962,0.354447088143,7.99295948743,43.3456140298,-8.41797,112.848381118
0.940315,72,159.935647005,8.1805,862.302979566,34.7155,75.5614928282,104.453076857,579.412825844,8.19119,314.481432782,0.400678,34.5671,72,643.059342514,8.18319361491,0.365474499231,8.19224846966,6.25123428441,-8.61799,51.4952191503
0.895636,73,136.075875067,8.40998,862.821309787,35.0072,195.647138406,96.9772351536,189.567111586,8.4199,255.109660978,0.400355,34.7472,73,498.065442978,8.41209496248,0.362081947515,8.42072563687,-8.91827239782,-8.85134,91.1675225318
0.896053,74,155.305474747,8.57431,480.371438752,35.2493,69.090506727,95.1451652117,117.450924008,8.58408,289.382683111,0.412871,34.8986,74,314.525746022,8.5764921308,0.366281694173,8.58433281937,17.2854101864,-9.01874,104.05925119
0.892574,75,174.91363695,8.74527,998.548851665,35.5463,185.591998518,128.253724789,303.978040797,8.75392,352.314821195,0.411692,35.0945,75,600.714104633,8.74829719341,0.370119180251,8.7559823567,53.5000236448,-9.19163,95.5040512115
0.896081,76,244.67601825,8.9205,679.311822455,35.7961,111.902771328,150.658663749,321.792791119,8.92981,483.324122362,0.416752,35.2136,76,551.015430242,8.92359780175,0.372200140943,8.93082112069,29.013246293,-9.38185,76.0083244506
0.867476,77,233.49150995,9.11313,596.704637594,36.0583,113.53669106,124.814244425,65.7352720978,9.12205,356.55971309,0.457098,35.2994,77,324.077302645,9.11571642503,0.379941098597,9.12313408186,52.1974157071,-9.55305,110.231225008
0.834681,78,161.686015953,9.32638,424.994723699,36.2972,85.1563479495,150.584309663,-17.1583167713,9.33654,445.581494217,0.40777,35.429,78,51.2394782307,9.32815986912,0.369544755256,9.3350866267,-0.0703331876572,-9.79022,29.123519392
0.893484,79,114.910367722,9.49107,967.563945281,36.5466,303.04580547,147.083813053,23.3316716112,9.50153,467.207866529,0.439459,35.6385,79,363.242547956,9.49455286785,0.374762383432,9.50207102072,7.04316446687,-9.96298,91.4701525043
0.832555,80,183.319167002,9.71679,1013.77306474,36.8229,392.539517088,196.663619888,10.757324066,9.72628,486.627610837,0.468664,35.7223,80,451.009919327,9.72008122293,0.377671238977,9.72802219429,7.4414301539,-10.1851,73.1973253581
0.89596,81,93.9227522557,9.79559,865.812421669,37.0797,192.44887662,74.8492053792,53.2714153851,9.80843,206.365986806,0.484914,35.915,81,300.021281283,9.79796721373,0.383213647715,9.80711418749,2.82133955435,-10.2684,101.30175778
0.886439,82,161.458862387,10.0494,1011.40234739,37.3333,365.217767999,153.542846313,27.9385095548,10.0599,440.344216745,0.496548,36.0564,82,524.883331269,10.052745625,0.379714402373,10.0606578424,5.24441795011,-10.5147,88.4957965914
0.903122,83,169.226153437,10.1983,354.661914186,37.5979,97.2217660303,136.61659958,34.7266863124,10.2091,426.011214668,0.482138,36.2843,83,213.26874872,10.2006037522,0.382269699725,10.2085732286,7.86107813356,-10.6358,104.883791895
0.931779,84,144.159458657,10.3418,493.669327956,37.8809,76.8730169093,139.114506583,92.9257387507,10.3515,385.075073165,0.493264,36.4399,84,393.353104557,10.3440548139,0.383235872378,10.3516045606,7.27123839213,-10.7941,132.36601698
0.91963,85,241.35527147,10.4829,702.68517648,38.137,166.86818122,147.538420212,49.4240458698,10.4938,445.657053862,0.486319,36.5716,85,399.113518271,10.4855943324,0.38604919717,10.49350148,6.77013879511,-10.9282,107.4288426
0.905793,86,150.082367727,10.6913,1032.46016213,38.3864,205.355471817,93.8488045293,157.719002039,10.7013,294.723464708,0.492341,36.7453,86,400.858085521,10.693916433,0.386314794107,10.7016547993,11.3801266458,-11.1323,110.188512301
0.781214,87,193.166510437,10.8128,969.563594644,38.6584,303.462932012,79.5993421155,194.802333169,10.8222,337.82932841,0.572011,36.9411,87,498.955664362,10.8156997563,0.405400965421,10.8233571754,111.666237495,-11.2463,100.221532961
0.911909,88,248.279662061,10.9497,488.540157196,38.9336,81.986764981,233.710436388,24.8086219873,10.9578,670.29072374,0.539934,37.2326,88,221.436034384,10.9533519494,0.393029929708,10.9600330879,18.9520909955,-11.3604,98.7002615896
0.933069,89,136.993107264,11.0499,549.738847413,39.1714,122.796148618,97.0512214194,42.1378243115,11.0602,310.738923103,0.576121,37.42,89,257.972851339,11.0505969907,0.393914457106,11.0579783002,22.816641595,-11.4782,94.9301886175
0.913927,90,144.377397872,11.1932,775.061445464,39.4326,137.800773725,148.316288759,14.5864676591,11.2028,468.751326144,0.583836,37.5908,90,170.386640823,11.1966743145,0.406749039031,11.2037186647,28.3281260956,-11.6172,70.2074681719
0.908412,91,132.205347992,11.2053,830.321455224,39.6677,181.611393068,165.251717788,11.54518929,11.2167,450.308619245,0.605197,37.7434,91,279.891642006,11.2077447526,0.411936144798,11.2155239512,11.508765679,-11.6212,94.9133920368
0.915417,92,146.278332087,11.3825,800.361256979,39.9017,201.90487364,123.992237826,25.0488810873,11.3945,400.987540071,0.568809,37.9242,92,351.057281943,11.3844644666,0.40509516748,11.3935393001,21.8040433202,-11.7925,96.4049984401
0.916477,93,195.898772497,11.504,763.035569185,40.1697,148.050157157,80.4496113543,44.5740304885,11.5187,290.558469773,0.531429,38.021,93,282.29560173,11.5063091063,0.406075033502,11.516882046,77.8629564949,-11.9511,93.2588636886
0.915641,94,109.962690525,11.6607,972.177768117,40.3804,225.308474498,93.1023614077,42.0467958495,11.6744,290.190334063,0.526621,38.1655,94,327.363523427,11.6636714228,0.399343874616,11.67358975,7.36884771037,-12.1065,89.9104171244
0.901412,95,190.796734685,11.8124,841.820069958,40.6132,211.100547167,100.139026233,24.5993317614,11.8252,326.673543083,0.591514,38.2975,95,359.050418118,11.8154807558,0.408673214423,11.8251968364,13.0172014008,-12.242,95.3517706898
0.914334,96,235.933207761,11.931,424.208254336,40.8222,88.3129725694,135.650230002,-101.818934858,11.9437,353.808331887,0.545024,38.4824,96,159.253580047,11.9323199262,0.397372152119,11.9416496214,20.8017695672,-12.3697,56.3708542548
0.912348,97,114.517153175,12.0201,535.453785023,40.9994,128.678423113,87.3982154196,-155.858340843,12.0326,251.408216854,0.582769,38.571,97,91.9175549119,12.0239115023,0.398395229922,12.0332699709,19.5346523003,-12.4589,31.4974892203
0.918495,98,118.144135694,12.1579,573.455516743,41.2197,100.028080378,66.7297498337,-81.6120109824,12.1704,198.733355294,0.641056,38.753,98,197.762968658,12.1605581666,0.414332848265,12.1702897242,1.87047853799,-12.5637,87.5663709808
0.917019,99,82.7267187978,12.2753,748.320258029,41.4243,170.7639897,72.157590152,47.8509743644,12.2898,244.877823307,0.601491,38.8704,99,379.255622394,12.2775774298,0.404693311066,12.288608036,5.535249528,-12.681,105.293241156
0.880532,100,128.034744219,12.2672,1116.65722452,41.6501,310.411269347,99.8792037962,34.5985413582,12.2831,309.71293404,0.611484,39.0466,100,459.613242416,12.2695509536,0.40561476041,12.2822600296,21.5327497837,-12.6809,87.6363384378
0.945842,101,134.65622342,12.4364,555.788960719,41.8553,75.9017289728,73.7858025318,-17.8524453286,12.4519,280.120705478,0.578393,39.1946,101,93.087885342,12.4378244445,0.405797347927,12.4505407605,46.8510874562,-12.8384,53.8834662225
0.94122,102,106.239253385,12.5471,1092.13876132,42.0901,291.018493981,137.547880545,-68.6684414522,12.5622,244.829882788,0.612537,39.3837,102,173.589816368,12.5491213732,0.405976081456,12.5605812304,-60.1420749678,-12.9382,30.9518510131
0.90367,103,187.320649438,12.5176,1042.0157633,42.2675,197.011484457,113.653878178,30.5686024402,12.5361,332.219979664,0.553867,39.5349,103,335.711548999,12.5208907148,0.406692911283,12.5360631067,-17.3882970511,-12.9017,99.2452623451
0.928344,104,124.908285372,12.6223,573.538277172,42.4842,125.425331553,100.022549192,-45.827536139,12.6397,258.487671974,0.583106,39.7152,104,125.296964721,12.6233203268,0.404094097591,12.6374092362,-20.6020299193,-13.0211,49.564122468
0.915089,105,82.3397501222,12.7016,924.467692642,42.7034,173.718885204,77.9729926681,44.0238769762,12.7204,213.297491472,0.661703,39.8743,105,275.28128015,12.7052331758,0.414852532416,12.7205792018,2.3670656982,-13.0837,90.3666812831
0.921654,106,46.8072982122,12.7123,723.441278465,42.8996,196.177743577,50.8903706566,-26.1956153808,12.7337,141.820390264,0.612915,40.0749,106,306.750303614,12.7135997522,0.409226836596,12.7309860037,-14.2189919843,-13.0837,78.9370400301
0.925637,107,199.921233966,12.7524,860.650917633,43.1168,223.332840414,126.948328814,-87.9305952403,12.7727,410.416370143,0.622818,40.2163,107,128.654676373,12.7542094758,0.41299149869,12.7710013091,2.77779014576,-13.1403,35.472056079
0.924418,108,192.88789833,12.813,526.359648918,43.3135,147.948722086,160.627568275,14.287852991,12.8365,441.191599173,0.703631,40.3612,108,208.780024629,12.8160148987,0.421841208608,12.83630624,35.51457249,-13.1891,69.3096607309
0.918361,109,96.3385224039,12.8679,839.359793183,43.5168,198.135459796,56.1334028828,-44.7491911438,12.8897,173.038883603,0.637667,40.5032,109,274.277277404,12.8696232048,0.411296239623,12.887266055,3.21522536672,-13.2648,80.1846286851
0.916382,110,42.3391231417,12.9638,478.074013927,43.719,137.306566629,39.3218088459,-77.3073158552,12.9827,116.072089357,0.649466,40.6718,110,139.219879661,12.9663478209,0.416002489153,12.9827038433,-7.20750397324,-13.3539,52.0717178825
0.922191,111,148.0594819,13.0336,674.050868779,43.9223,160.186870494,104.343473448,39.6452840314,13.0512,326.23411229,0.644307,40.8439,111,304.522386832,13.0351871925,0.4176296368,13.0485965971,21.7738115747,-13.4027,86.6889740501
0.904826,112,143.044484444,13.0673,728.229474355,44.1627,185.888336595,129.322996025,27.7631844187,13.0841,447.07942965,0.671225,40.9904,112,322.765357555,13.0695226883,0.414139365195,13.0820691969,38.2720351874,-13.4599,99.8944676697
0.928437,113,123.882762052,13.1655,877.29408377,44.3481,200.652464318,111.078919516,34.9012543378,13.1794,357.601989381,0.6985,41.1138,113,370.636555453,13.1679282713,0.419995897744,13.177668468,5.18109089894,-13.5702,86.923617986
0.923712,114,241.500684892,13.2365,498.930055419,44.5727,115.846351053,247.598383103,20.3970510515,13.2504,557.5527204,0.649856,41.3031,114,203.064172536,13.2390492548,0.414871294903,13.2489232509,17.281716333,-13.6232,74.6173205359
0.932345,115,129.699133471,13.2971,456.4790907,44.7861,103.604424728,32.4435374018,5.17758715417,13.3113,165.524602166,0.713704,41.4887,115,154.270005132,13.29930277,0.425417168497,13.3093268043,69.9537055412,-13.7039,59.4535896895
0.939969,116,183.886472951,13.3855,448.377922999,45.0024,97.0507137422,217.480830263,-28.0233602029,13.3997,522.463848823,0.756736,41.6145,116,88.6510562289,13.3885810062,0.432366558636,13.3987083235,3.24574160413,-13.8027,36.369013082
0.941298,117,98.2784104637,13.4804,502.79746606,45.189,151.906442209,96.4341769497,-34.8232031636,13.4911,249.232845193,0.558834,41.7852,117,147.639730121,13.482758873,0.401167237455,13.4905160097,-2.90437886808,-13.8928,50.0783310978
0.934688,118,104.217151848,13.5263,663.830474941,45.3802,155.409260717,95.4903304217,1.35953024014,13.5392,288.75985647,0.72159,41.9814,118,153.767744541,13.5299018933,0.429791714336,13.5385032616,2.47481378852,-13.932,49.7383191599
0.93404,119,129.318286001,13.6508,539.191906175,45.6054,110.0127204,119.23093326,29.6517498527,13.6626,367.519313051,0.72294,42.181,119,283.047806172,13.6521266489,0.431561831282,13.659562649,13.2141245749,-14.0499,98.8539329074
0.92804,120,90.641930864,13.6528,451.413404901,45.7845,124.201606214,56.9943452225,-132.856260963,13.6641,189.140371504,0.795748,42.3336,120,165.219915208,13.655259149,0.438286787396,13.6631399931,31.8610418241,-14.0341,63.4244501566
0.920944,121,46.4498911641,13.7493,383.198540827,45.99,79.2617888514,60.4863801914,28.9580362856,13.7606,195.879149047,0.697423,42.4208,121,112.433621538,13.752251091,0.423114526187,13.7598786285,-44.2921644921,-14.1402,62.0217320934
0.924375,122,107.07722919,13.8445,933.580110242,46.1529,176.784448699,83.6519556785,-117.204247736,13.8578,275.786581468,0.746696,42.6223,122,182.511356251,13.8460674966,0.431232977806,13.8548265356,18.8338905566,-14.2389,71.9328288221
