PolicyRegParamNorm,AverageQ,QFunRegParamNorm,MaxReturn,AverageAction,MaxEsReturn,AverageDiscountedReturn,MinEsReturn,AverageQLoss,MinReturn,StdReturn,AverageEsReturn,StdEsReturn,AverageAbsQ,Epoch,AverageY,AverageAbsQYDiff,Iteration,AveragePolicySurr,AverageReturn,AverageAbsY
62.9185,5.9161,45.9882,340.858979539,0.809543,339.216819795,146.693493834,103.798195528,0.218258,37.059184082,61.4736002614,226.334705058,81.4907767001,5.91994,41,5.91735901301,0.214436556422,41,-6.16242,269.653493858,5.91949209015
63.6097,6.12078,46.6414,317.812111939,0.76344,333.205980259,46.9815891995,5.85403294955,0.193186,33.5657105548,65.4973614547,139.732405998,110.268936929,6.12479,42,6.1223901878,0.207025075439,42,-6.36827,63.2537180094,6.1247793194
64.2613,6.3876,47.2892,278.397581746,0.772558,346.661979727,139.950150702,40.96623006,0.242493,180.512112752,28.7130467048,206.662173282,113.487546266,6.39145,43,6.3897632273,0.231655580776,43,-6.63302,243.902698825,6.39209447858
64.8773,6.61814,47.925,277.088251606,0.739317,312.168207011,130.759609476,9.81256763943,0.220558,131.83184076,31.7509583942,163.284059346,101.096533904,6.62242,44,6.61938176299,0.223909121595,44,-6.87259,221.300494656,6.62180619224
65.4852,6.89404,48.5664,303.341234589,0.756173,329.644107945,116.565386675,10.6571352922,0.231096,46.1664059496,69.0807162596,135.905220453,109.525181804,6.89781,45,6.89534242632,0.233491085144,45,-7.13649,190.70883556,6.89740703813
66.0621,7.0665,49.1545,295.402126784,0.767429,329.365590068,85.486218943,40.0046626621,0.264688,40.9425376368,79.6508212979,151.574587617,120.428063355,7.07051,46,7.06841137708,0.245422394151,46,-7.33149,129.904886969,7.07036567002
66.5839,7.3106,49.84,209.322965855,0.728997,333.298990402,107.474901286,45.8723225852,0.267651,141.991583208,18.1270468436,146.081680805,92.1194455527,7.31409,47,7.31242962768,0.247541082925,47,-7.56789,161.417014567,7.31420343688
67.0455,7.52524,50.4946,261.00016707,0.749675,310.067585569,140.307347867,8.86565405073,0.275206,187.477801093,12.1804582372,164.696551396,87.6076329363,7.52936,48,7.52702037576,0.252119141188,48,-7.78701,239.668550785,7.52860559179
67.5722,7.70646,51.1307,275.606911862,0.703391,291.062402591,121.431617302,14.23508715,0.304848,138.34897929,39.1632071564,141.79197826,98.3969089296,7.71075,49,7.70850253684,0.260709001418,49,-7.96462,195.506997268,7.71021562534
68.1177,7.93278,51.8591,294.919619086,0.703419,311.885372259,146.163686585,8.99158191219,0.329272,247.191369586,11.3015259643,149.018268583,107.447433571,7.93636,50,7.93443520352,0.277163203973,50,-8.2122,265.579437043,7.93606983634
68.705,8.15127,52.418,335.423978783,0.705193,316.573925165,151.502104959,10.5805472422,0.321097,153.582010864,41.3782694371,175.010469834,106.76399633,8.15461,51,8.15287960347,0.272091286053,51,-8.43545,280.512571461,8.15437840846
69.141,8.36843,53.0605,326.266682906,0.72013,313.345860935,153.62049851,96.4141340468,0.395654,248.040121206,12.9987120837,218.575738664,87.6604063501,8.37256,52,8.3707506467,0.298576581703,52,-8.65862,288.04668949,8.37214431847
69.7274,8.63885,53.6522,310.069390711,0.655455,305.939301123,146.549173182,15.5782280499,0.373984,243.285314151,13.8425201736,192.609174635,91.8425028602,8.6426,53,8.63938937064,0.288276740476,53,-8.9294,267.043997122,8.64051284132
70.2684,8.81363,54.2334,300.195974614,0.70681,354.68685314,147.658777139,53.8279556887,0.351461,200.233576593,19.5194899333,230.730963677,93.0363533318,8.818,54,8.81634771454,0.286506309501,54,-9.11529,263.303265111,8.81773588052
70.9637,9.09182,54.8668,406.117579356,0.727418,325.991994631,161.622055505,4.08776500337,0.406719,43.5682683255,65.8789193867,213.167381457,106.416408004,9.09573,55,9.09399910549,0.301846771657,55,-9.41019,322.831686728,9.09531962453
71.6022,9.3257,55.4002,429.504429541,0.724031,303.403783229,157.117401123,18.3520050652,0.426774,212.868252535,54.4235364468,119.859240992,90.8912298332,9.32984,56,9.32806388917,0.312368761667,56,-9.65444,310.453891657,9.32947447834
72.058,9.5554,55.9937,317.449236682,0.750521,458.48265641,153.874807595,6.99920374394,0.411068,246.181462301,22.7723161239,229.280587152,121.174466915,9.56189,57,9.55725223476,0.304868752728,57,-9.88281,288.556034479,9.55883704693
72.5882,9.86631,56.518,464.444255561,0.723475,365.223925487,151.983710962,43.4737087153,0.447571,211.099124485,61.3304495307,244.832759673,96.2304473456,9.87108,58,9.86855681627,0.31961706427,58,-10.1918,286.183129254,9.87006291513
73.1519,10.0794,57.0583,352.024617387,0.744874,337.829939248,170.373936881,15.0162789873,0.460697,319.590649082,7.89180733995,186.214324373,120.865303999,10.0858,59,10.0813437683,0.321542966512,59,-10.4322,338.195956547,10.0834148401
73.5467,10.3439,57.6625,567.922585876,0.730455,351.539360925,174.540200704,7.34067254895,0.499394,275.02519876,49.552583612,211.638033204,98.5716007817,10.3499,60,10.3464064372,0.337117528461,60,-10.6854,362.982056622,10.3479620626
73.989,10.6138,58.1862,493.649700048,0.785739,323.281029816,180.026770619,6.81129283627,0.502564,340.605708392,42.9099708594,144.436309438,118.637441707,10.6187,61,10.6164270221,0.333082169877,61,-10.9663,379.837229253,10.6178360337
74.4457,10.8474,58.7185,381.260768222,0.773503,364.633918272,177.507712376,53.9120536543,0.528237,341.918040863,9.16316011056,251.618096797,103.359715748,10.8539,62,10.8503578331,0.3450938856,62,-11.199,370.483382657,10.8519501819
74.874,11.0651,59.2474,371.502165153,0.777939,366.829710972,165.22249521,26.5138286513,0.553487,231.631511889,35.0671328348,206.194209764,117.52355626,11.071,63,11.0674819825,0.344704267339,63,-11.4206,319.699355803,11.0691036254
75.281,11.3105,59.8098,423.487324663,0.778328,336.282023756,174.245802667,7.2798378166,0.572457,255.839976223,26.8090709788,187.429058911,119.573053809,11.3153,64,11.3133190359,0.357275788506,64,-11.6836,341.973060861,11.3146923475
75.6917,11.5722,60.2735,372.510159551,0.788671,368.316995211,180.53384129,13.8885016772,0.575011,351.409496893,3.94598660496,214.516656292,123.067332475,11.5768,65,11.5738960515,0.350346205366,65,-11.9325,362.227759571,11.5757686269
76.1452,11.8572,60.7277,351.249066346,0.748365,454.303439222,168.404303147,8.39919758092,0.618485,311.06134359,8.70027051247,145.97473671,136.316212057,11.8635,66,11.8595562697,0.361240126416,66,-12.2403,327.91229609,11.8614232338
76.6604,12.0677,61.1965,523.781179545,0.761396,381.092332865,170.061549433,9.96114334714,0.624249,215.775502099,88.5738386103,178.23386788,114.111610881,12.075,67,12.0710018882,0.368120936029,67,-12.4335,352.688505262,12.0730108066
77.0509,12.2743,61.7386,548.101943745,0.743242,321.425462553,172.195191709,8.07454062234,0.700098,311.868742073,42.686828585,152.887430999,122.167961651,12.2793,68,12.2764247915,0.378558547942,68,-12.6426,348.958416871,12.2777593014
77.4901,12.5545,62.2327,532.664406955,0.782261,377.063928173,170.67939603,182.652477482,0.608349,217.578932881,77.9846692349,274.937794724,57.4681986861,12.5598,69,12.5573516398,0.355389712684,69,-12.9139,343.655087874,12.5587750958
77.9972,12.8193,62.6566,606.918381532,0.809166,327.771860428,190.726016485,7.97324461712,0.578437,250.704623299,116.836890477,134.93025148,114.667889972,12.8263,70,12.8207134867,0.364771451101,70,-13.203,424.223890337,12.8224744515
78.3336,13.0848,63.1469,527.705423317,0.781164,375.68608663,170.188027731,8.80663500628,0.710464,295.255879426,50.9430110648,220.334219335,137.715103987,13.0904,71,13.08756736,0.392742805375,71,-13.4719,337.314104516,13.0885963577
78.6884,13.384,63.5875,508.513132664,0.764133,364.46461713,171.055385495,12.8417320475,0.654438,255.265590343,67.7952313417,174.757363373,123.985244353,13.3906,72,13.3865744681,0.381621712595,72,-13.7805,339.045150651,13.388174906
79.2547,13.592,64.0679,529.160611918,0.777724,444.48328762,187.409991786,10.6079439004,0.743846,211.672439839,80.7069651612,151.19668716,139.273582065,13.5985,73,13.5946673608,0.392021884015,73,-14.0135,402.463436685,13.595927261
79.5427,13.8237,64.563,292.919363583,0.782107,518.272097846,131.650404676,9.08643069994,0.766277,151.74963726,43.228772769,150.66791677,139.38694534,13.8317,74,13.8260550161,0.402654312962,74,-14.2482,221.192400639,13.8271712406
79.9208,14.0529,64.9797,390.618827624,0.73524,393.060019853,179.383883345,49.5493844071,0.765378,260.626301251,20.3430615243,228.59696252,111.844242282,14.0596,75,14.0541957251,0.403152332559,75,-14.4734,361.742502667,14.0554726678
80.373,14.4142,65.4435,589.29250498,0.741381,353.694190175,184.750071721,19.4777314522,0.8476,301.625194548,98.4861679576,260.835534782,100.649844777,14.421,76,14.4177631537,0.41771339255,76,-14.8474,393.186193664,14.4197300986
80.7097,14.6425,65.9007,473.417407073,0.745918,587.312402711,206.106365214,104.988671272,0.79956,446.781811827,6.55798966483,277.995993561,140.588899793,14.6502,77,14.6448320341,0.408071269679,77,-15.0891,461.895713824,14.6463972671
81.1634,14.9088,66.3602,534.631331532,0.782101,461.150117295,129.226279678,117.104106507,0.77396,118.998478355,153.78784006,252.878213759,115.726674741,14.916,78,14.9112327688,0.406562359024,78,-15.3477,236.517206635,14.9132088387
81.6431,15.1821,66.7111,366.804726797,0.797694,362.239464428,173.347612971,46.5831824985,0.818712,330.424022207,8.04925770984,215.507203196,88.6539420266,15.1899,79,15.1840423962,0.413410885568,79,-15.5981,343.824519741,15.1855544444
82.0195,15.3839,67.1227,578.434419755,0.835217,394.005926284,212.012731162,45.5154565963,0.822726,461.940914062,26.3152641753,248.230947215,106.135717239,15.3906,80,15.386114739,0.41549656033,80,-15.7985,511.927735418,15.3874988356
82.3484,15.5805,67.6197,545.760232421,0.728494,474.832651114,208.766247592,6.83182033093,0.941643,464.759235667,21.7664862384,281.043117527,124.303612526,15.5881,81,15.5840439841,0.435002598483,81,-15.9951,498.791694628,15.5859674281
82.6339,15.7443,68.0508,561.413470219,0.79041,405.369773076,214.581040823,6.03575023018,0.969256,465.633575685,22.4184533064,132.944785759,131.233774403,15.7517,82,15.7453959571,0.435855005095,82,-16.1679,514.093446426,15.7477720903
83.0202,16.0661,68.4012,493.854323849,0.798918,340.973077987,197.494943376,62.2805768862,0.960713,353.456918993,32.037211787,198.883204035,88.1716011657,16.0752,83,16.0685504557,0.43718384892,83,-16.4965,453.486704426,16.0710014044
83.3571,16.2753,68.823,493.640638404,0.814396,499.117048714,195.628429849,7.40489940098,1.17183,361.609726834,33.9452958869,307.116958261,149.760374167,16.2846,84,16.2779282554,0.46805751938,84,-16.7235,430.75683444,16.2799121188
83.6792,16.4048,69.2849,908.237934592,0.740821,497.901344676,224.111220247,7.50942822195,1.07907,461.720253977,81.4936553037,199.217497392,161.03197573,16.4121,85,16.4069733673,0.455252558996,85,-16.8598,593.146942711,16.408549169
84.0379,16.7089,69.7157,496.082863836,0.833725,481.441561617,207.886961444,7.49505161478,0.88878,441.176453069,11.3808306248,183.895399013,156.319178201,16.7176,86,16.7113953694,0.44212182835,86,-17.1646,477.051542828,16.7132639716
84.4081,16.956,70.1785,318.513344385,0.83075,554.827550381,156.228931499,8.55987388914,0.990735,249.761518023,13.9612781776,221.12634709,175.712190198,16.9648,87,16.9583267694,0.453553798173,87,-17.3984,290.618125529,16.960425774
84.726,17.1083,70.6153,1045.00116599,0.820146,549.526275692,217.20924471,8.19939266263,1.21097,429.527411478,122.704606024,290.783081788,158.281367071,17.1175,88,17.1120084684,0.479272867121,88,-17.5783,574.509910986,17.114116255
85.0841,17.3858,71.0616,500.001014149,0.825885,453.672222467,197.179963901,18.8934979837,1.09674,408.568806144,23.7408354872,251.354989386,118.463729466,17.3945,89,17.3882252142,0.468279747741,89,-17.8624,452.523052609,17.3903973011
85.5587,17.5904,71.4903,328.984950531,0.76385,512.004005905,134.88026867,9.72716232484,1.31826,163.58474406,43.8589900626,203.494203754,164.968981532,17.6003,90,17.5936640311,0.503544539868,90,-18.0329,233.200260096,17.5960446794
85.8246,17.7765,71.9221,716.975459441,0.77738,396.273372606,175.611151393,39.0883445518,1.06046,225.157214006,104.392925353,209.40846548,95.1980235553,17.786,91,17.7802481865,0.473004922798,91,-18.221,378.397914363,17.7829948254
86.0808,17.9602,72.3205,394.670866335,0.806288,466.944766619,173.809476379,41.672993865,1.24215,294.058262771,20.9601833054,183.234367048,125.02167979,17.9692,92,17.962940404,0.492041502936,92,-18.3932,358.095944221,17.9648071582
86.3592,18.2083,72.7081,370.753306751,0.856075,368.979140178,164.105874363,17.3753911881,1.16959,284.171355838,20.6817200899,172.02355898,117.588936354,18.2168,93,18.2116817042,0.484785336545,93,-18.6469,323.12345466,18.2133676463
86.7422,18.3565,73.0773,839.947772374,0.810748,355.595049935,218.295284884,34.059342805,1.41946,355.166337861,107.788528571,190.641141016,120.389731308,18.3654,94,18.3592178389,0.516013853865,94,-18.807,629.352175584,18.3615322286
87.0933,18.5471,73.4828,497.059759341,0.830772,602.858209078,169.023032173,53.0927250799,1.19201,172.940951134,37.9240524899,223.29633912,154.404796191,18.556,95,18.5496665818,0.489437880987,95,-18.9814,342.951397727,18.5512096364
87.3545,18.725,73.8158,684.685328293,0.78499,370.030531217,164.026766782,5.37412140765,1.42167,171.451708619,124.380612932,223.262497139,108.304268525,18.7347,96,18.72857998,0.511986128251,96,-19.1745,341.80176373,18.7303747239
87.6923,18.9204,74.2224,659.197226462,0.831576,668.135550848,179.200204174,66.9270584071,1.37922,90.7117806319,153.747275678,384.674450755,205.0311704,18.9301,97,18.9228543993,0.518327890441,97,-19.381,422.422885622,18.9247388215
88.0404,19.0429,74.6462,607.660584746,0.840203,653.13595177,123.605150874,34.4883294916,1.55995,87.6712158858,171.43572107,304.671035784,197.675595551,19.0556,98,19.046408615,0.541708548408,98,-19.5174,241.223592735,19.0488570471
88.3884,19.311,75.011,744.716045463,0.835719,384.863150123,206.395130302,8.68879392352,1.38716,366.217046857,103.155113192,177.618541164,137.25174122,19.3209,99,19.3135439957,0.524808541415,99,-19.7845,541.836453941,19.3147884913
88.6122,19.5204,75.3756,479.858673223,0.811195,495.648566422,184.445782974,80.9509912121,1.33241,296.476621392,53.9340775687,246.885702223,126.293908861,19.5291,100,19.5235986142,0.519345027604,100,-19.9922,406.07321167,19.5248588238
88.8705,19.6485,75.8123,635.925597145,0.820749,356.94052922,173.621893575,26.5404248162,1.4448,226.203092054,66.1035807696,173.272905924,109.958787143,19.6591,101,19.6515690638,0.539205591419,101,-20.1297,367.640840748,19.6527417253
89.2385,19.8308,76.2159,453.650526045,0.851516,307.809777659,166.947883621,8.79058185035,1.61443,277.312809047,46.2975891737,196.063565358,80.9310390758,19.8407,102,19.8343740913,0.548914716612,102,-20.312,337.374823004,19.8352899294
89.5102,19.9963,76.5717,613.096466974,0.806445,496.158283891,200.909620539,6.3175798104,1.44588,336.73248397,61.5721046547,237.517581131,135.888028243,20.0053,103,20.0014072319,0.534113831857,103,-20.4776,469.262414079,20.0025501052
89.6961,20.32,76.9609,554.178578133,0.811343,620.833121262,160.837348104,28.412521685,1.56959,142.906250655,111.455777502,282.646630914,193.841114772,20.3267,104,20.3210820002,0.542247722851,104,-20.7997,324.722121965,20.3222608174
89.9301,20.3663,77.301,1060.36335289,0.876152,357.762265107,206.7518704,51.1675088146,1.52424,35.1119504619,195.263540433,232.61448268,104.638481815,20.3773,105,20.3691418954,0.542967946522,105,-20.835,641.236556821,20.3710431521
90.257,20.501,77.7015,424.77430892,0.824357,312.064205812,167.0033238,10.035543706,1.45287,128.667682301,54.0306200659,182.19096223,108.679036032,20.5127,106,20.5041775203,0.529481117785,106,-20.9688,336.432740178,20.5068185395
90.6188,20.6585,78.1303,647.719792379,0.847217,296.807369833,168.857754056,6.20977207283,1.5404,115.703073494,97.974525811,144.283491136,107.544645677,20.6682,107,20.6608503717,0.546818614455,107,-21.1348,348.645190133,20.6626969034
90.8975,20.8126,78.4602,549.943645288,0.870676,600.869683941,191.987909604,103.59355971,1.65103,273.580155692,76.0166948849,264.480665292,145.017523416,20.8234,108,20.8173240185,0.556616051326,108,-21.315,428.546692907,20.8197379748
91.1754,20.9766,78.8207,525.610269307,0.879689,479.046102666,166.759371386,8.44958602859,1.6312,266.743971866,58.933367443,144.383889017,121.55352199,20.9897,109,20.9770332334,0.551116506339,109,-21.4643,332.606886487,20.9803442849
91.5073,21.1706,79.1928,473.175257969,0.882191,511.140016309,149.944134502,22.6690473938,1.69156,133.368237451,87.1372699079,201.686066397,153.743651404,21.1807,110,21.1749723566,0.567436275171,110,-21.6661,287.512651233,21.1784757025
91.8093,21.3523,79.6005,637.139194421,0.877596,422.161240227,185.967738292,7.26105641505,1.62462,231.127148059,89.6618323925,216.050031767,98.0280121876,21.3644,111,21.3556630081,0.555913015784,111,-21.8628,412.648519817,21.3587163296
92.0208,21.4391,79.9685,544.427689406,0.858051,382.730970507,147.420071307,65.4065299188,1.51309,118.580529175,107.088505119,188.332449615,93.9458684452,21.451,112,21.4426720936,0.54258443246,112,-21.9628,279.606046527,21.4460622388
92.3264,21.7083,80.2436,569.211082549,0.87531,418.458324121,205.306840273,46.2934865633,1.68379,103.146180166,88.82926519,217.436306172,120.953171161,21.7212,113,21.7117478543,0.556930639676,113,-22.221,499.113361713,21.7138892268
92.5918,21.8971,80.6085,563.247092771,0.891524,276.975774034,165.864216672,6.90198247276,1.76253,170.71286184,60.6434883283,143.224318502,91.6200697031,21.9091,114,21.9007815146,0.57005115174,114,-22.4068,324.936001618,21.9041667185
92.8714,21.9021,80.9761,594.141342906,0.894106,434.529591193,178.99756322,54.9887759043,1.70541,118.74006536,74.2377012284,282.297726271,116.461036638,21.9151,115,21.9042662889,0.573089546146,115,-22.4116,376.650475235,21.9079523969
93.1262,22.1525,81.3642,609.849251706,0.866986,567.130329105,177.813475801,12.7207968717,1.64834,109.756681961,96.1289654707,213.132353124,167.282337435,22.1665,116,22.154735813,0.556892288454,116,-22.6582,372.304910646,22.1585019786
93.4005,22.2596,81.6932,684.95690079,0.885718,664.778355636,200.141190411,39.5748454817,1.7374,278.696469235,105.309994446,217.251628061,195.7914223,22.2731,117,22.2629884539,0.57234509427,117,-22.79,481.469440383,22.2663951299
93.7242,22.4681,82.0302,665.34177552,0.882151,482.305346052,209.123847114,14.3780776475,1.66011,155.012244417,95.7085825315,226.199207099,148.515232159,22.4816,118,22.471048999,0.571518502155,118,-22.9975,523.403473569,22.4737708857
93.9772,22.5646,82.3875,572.006382202,0.860789,443.925935214,159.139730851,59.5412064007,1.78601,141.361186134,91.677144205,249.985604338,96.3010863602,22.5767,119,22.5680405651,0.583902438012,119,-23.0954,307.035810512,22.5707337734
94.2434,22.8248,82.7737,948.307798207,0.850237,492.539261158,210.041377775,9.92360926569,1.8536,387.808923443,120.805531805,254.836889313,130.649115121,22.8396,120,22.8267347882,0.585519783654,120,-23.3509,526.122836316,22.8310234782
94.5282,22.8991,83.111,626.164087071,0.840329,526.55649724,203.294390103,6.0080988117,1.78408,258.450847683,109.229615362,266.04697227,184.529444879,22.9134,121,22.9015590777,0.587345831349,121,-23.447,490.861589707,22.9056749267
94.7535,23.0476,83.4122,1048.3377419,0.858473,478.051177376,220.899967192,16.3090683494,1.7523,394.512484094,195.929317807,225.90179079,147.194523384,23.0622,122,23.0519435646,0.592952789307,122,-23.6382,672.022898169,23.0556254601
94.9744,23.2134,83.6841,1012.79854216,0.801384,506.287354384,195.470359221,12.2474160294,1.78405,236.839368035,175.001151441,186.864732672,158.169622613,23.2287,123,23.2143039811,0.59882449409,123,-23.7837,535.875553597,23.2179105235
95.1917,23.3904,84.007,708.381009052,0.799077,767.284390843,197.400749402,11.1947983908,2.06654,293.89345706,105.616209898,266.95969911,228.564682862,23.4009,124,23.3928620145,0.61884328361,124,-23.9415,522.997221745,23.397046878
