MaxEsReturn,MinForwardProgress,QFunRegParamNorm,AverageDiscountedReturn,StdEsReturn,AverageAbsQYDiff,AverageEsReturn,AverageAction,Epoch,AverageReturn,AverageQLoss,AverageAbsY,MaxReturn,AverageAbsQ,AverageY,AverageQ,AverageForwardProgress,MinEsReturn,StdForwardProgress,PolicyRegParamNorm,AveragePolicySurr,MaxForwardProgress,MinReturn,StdReturn
79.4059071953,-0.104295488272,28.8925,59.4785489144,21.130363567,0.0160666005276,40.0297522038,0.888071,27,92.7890866489,0.000712815,0.155653312748,98.7095116756,0.156079,0.155623833528,0.155582,-0.0405892161519,6.03014941995,0.049584782116,18.1151,-0.171762,0.108297933346,48.8125497818,8.4151433475
111.81675882,-0.147953771698,29.4614,58.7715786412,26.5130787619,0.01645059003,43.4883606872,0.84416,28,93.7740107447,0.000752977,0.158064768723,96.471383328,0.158545,0.1580279765,0.15801,-0.0949106238915,1.79679767029,0.022885511572,18.2402,-0.173475,-0.0432180187085,81.9625279859,1.63861696618
105.084886032,-0.0280593258991,30.0055,47.9006313604,27.0992064825,0.016590802584,33.9758455373,0.83887,29,65.6738823812,0.000759107,0.163290315965,102.22951221,0.163812,0.16323966304,0.163242,0.0819383189486,7.90990680495,0.0306512780632,18.3979,-0.178807,0.237692818492,33.9545349005,15.0953615999
100.276753116,-0.116466469459,30.565,60.1547235004,28.5032400866,0.0168416795877,37.6103444406,0.856882,30,95.620673533,0.000777009,0.166772447874,100.169350383,0.167232,0.166726797867,0.166699,-0.0548393681337,5.94071402204,0.0301789390248,18.5516,-0.182612,0.073248510931,79.2926032234,2.07373285442
102.557977145,-0.116259585562,31.1157,51.0849444521,22.3173140197,0.0170859975239,39.8014331258,0.900535,31,74.675278118,0.000803097,0.171033319813,101.868257915,0.171535,0.170978091779,0.170955,0.01735915444,2.52614403704,0.0904278444998,18.7213,-0.186158,0.516322766305,36.3755891862,22.0603113516
97.5450265345,-0.144599062904,31.6255,58.9595947843,24.1480217582,0.0172108750293,43.6727106788,0.906755,32,92.9852320215,0.000820345,0.17416095545,103.602985997,0.174639,0.174101425055,0.174074,-0.055869700882,3.57129816756,0.0544517839459,18.9349,-0.18975,0.0988862131351,39.3660603271,10.0961980293
99.3575828775,-0.0550948157248,32.1491,60.3084902028,24.539425813,0.0174890611134,40.7628030642,0.873371,33,85.6306690985,0.000837465,0.179202053041,125.016194668,0.17969,0.179148282255,0.179144,0.427414478047,7.73216819921,0.194532721456,19.1175,-0.194805,0.676235952259,22.9763047019,19.1957736476
102.49845237,-0.1174780752,32.649,59.5628296109,20.5189180569,0.0178588948875,37.2688619014,0.867321,34,92.6748782509,0.000871526,0.183772966946,103.212296583,0.184259,0.183685376993,0.183666,-0.0200921514835,7.01040562664,0.0904457083893,19.2772,-0.199174,0.54027346932,35.8016316451,11.6862293689
100.148301697,-0.096795222732,33.1314,59.0684874757,28.9540872831,0.0183455698138,47.9703443344,0.873188,35,93.0948860329,0.000907552,0.18701392415,101.241651851,0.187542,0.186914342002,0.186897,-0.0468000802472,8.25780486222,0.0391324230719,19.482,-0.20242,0.116077545768,40.3802451793,11.2779803836
107.609161435,-0.101529396691,33.6022,60.3743449111,22.2198593009,0.018297945766,37.8417863434,0.871663,36,95.3263211958,0.000904686,0.191887993892,101.219526656,0.192414,0.191794004703,0.191768,-0.0384330769204,8.45572184657,0.0398608891764,19.6869,-0.208173,0.11497148327,44.9445126228,6.50163926653
101.32774167,-0.0621430221984,34.0631,58.2659279986,25.8137475545,0.018590552992,49.0276464873,0.904163,37,86.307008596,0.000942125,0.196142694792,129.531437106,0.196616,0.196056790264,0.196032,0.198572530202,12.1620546604,0.233479127983,19.8717,-0.212065,0.665282682947,29.9999640858,23.7101979891
62.77341165,-0.107078464751,34.4837,62.8854993127,17.6869774293,0.0193055093142,29.8143354435,0.921548,38,98.3745158361,0.00100375,0.199273577788,148.305338475,0.199752,0.199170004767,0.199165,0.0780900154753,2.72050144631,0.289795119962,20.088,-0.214654,0.995814822345,46.9345168484,11.0909638377
90.6606151145,-0.0104568404749,34.9245,68.0260784671,17.7387841233,0.0200269614286,33.11861102,0.873695,39,102.087664692,0.00109337,0.20357633311,142.896620893,0.204065,0.203480702353,0.203467,0.503011025736,3.32391458285,0.286828042121,20.2878,-0.21899,0.988688108102,38.1559312192,17.1726115036
90.4934601656,-0.0404311123103,35.4115,67.1350042869,18.6415373034,0.0205418770403,30.1689546444,0.902787,40,106.75698258,0.00112724,0.207100123286,147.118026095,0.207592,0.207016485176,0.20701,0.262201814446,1.73751971014,0.335669051668,20.4855,-0.222746,1.02575712285,45.0857650521,16.7106414744
98.8818214811,-0.0196323949449,35.8919,77.9098935338,21.7873173371,0.0209361067207,33.7839278916,0.857109,41,123.71702972,0.00115571,0.210483396927,151.550779523,0.210977,0.21040130459,0.210384,0.76820102114,3.19960870351,0.263220405689,20.6576,-0.226258,1.06013929967,60.2651504609,15.6590429432
89.3926025547,-0.0938701333807,36.3324,74.8595169107,16.4102008694,0.0212195866781,32.1924483329,0.866144,42,119.320342893,0.00118607,0.213252468755,152.971766173,0.213755,0.213184695483,0.213157,0.638555629294,6.83013875059,0.372606879996,20.8304,-0.228872,1.06774624843,47.8825044606,22.2498064317
95.3001254843,-0.0523688619696,36.8042,76.5075224666,19.577267719,0.0218789156962,39.0093436224,0.869636,43,121.078606399,0.00125061,0.21692661528,150.662436195,0.217464,0.216855444426,0.216866,0.67936871405,14.3561650708,0.363600833624,21.0007,-0.233072,1.1520503286,74.8538758186,17.6883589011
84.8212297741,0.0338941799457,37.2805,69.9721490917,20.3058439621,0.0223856420983,33.0761124781,0.857455,44,105.936282626,0.00130988,0.220043763238,149.398949417,0.220566,0.21997494746,0.219965,0.631588824714,2.20499923385,0.266662422118,21.1677,-0.236181,1.19053925509,32.7537392104,25.4556385486
80.4571764228,0.0922996877288,37.7381,76.2079255617,18.6247587485,0.0227410308483,36.6981563312,0.842983,45,115.478629306,0.0013314,0.224625797582,145.672426405,0.225185,0.224570571484,0.224537,0.805154177413,3.27339622711,0.187427750446,21.3406,-0.240184,1.12562011749,30.5955507445,19.2853493109
103.244250003,0.0559094933224,38.1459,71.4842693599,22.0119284809,0.0230824644512,34.3778577129,0.865537,46,105.838167938,0.00136952,0.227646266916,157.942715197,0.228239,0.227570020561,0.227588,0.665959607669,7.64892019741,0.234187530898,21.5018,-0.243971,1.19873272831,43.6679267128,19.7064725334
81.6857390037,0.0887441046848,38.6234,74.1036075977,18.4154999229,0.0235711144698,26.6838204342,0.873112,47,113.100290197,0.00142247,0.23103364396,151.217141354,0.231623,0.230963562054,0.230939,0.737741564569,2.10600716531,0.281731130436,21.6709,-0.247233,1.29387922636,31.3426173991,27.618610221
84.2347465204,-0.0754063012832,39.0348,68.5773109728,22.4723488666,0.0230449860765,34.8448344458,0.896179,48,109.915143494,0.00139848,0.235584804376,151.828971422,0.236132,0.235511163372,0.235514,0.308227494612,5.18800970172,0.395489059868,21.8307,-0.25158,1.11413570775,66.0685454849,20.0133270501
88.8672354922,0.207902020115,39.4902,78.2593736635,16.7530458034,0.0234146845862,26.768547058,0.880574,49,119.72011488,0.00143179,0.238071160927,152.874032558,0.238639,0.237994114513,0.237974,0.848631766964,2.46625379171,0.241216155253,21.9832,-0.25412,1.33461258472,45.4347687122,21.9269671206
84.6501711634,0.00622783093439,39.927,81.9922175769,18.8870111112,0.0235205053264,31.4938579615,0.902873,50,129.722797732,0.00146669,0.241527984696,157.226108116,0.242126,0.241454773365,0.241467,0.907648115552,3.27523500082,0.21952734649,22.1173,-0.257225,1.17120537964,84.3072232536,12.129681505
93.4781765433,-0.0685352587893,40.3305,77.050495035,22.8434613141,0.0240638782538,34.8632943854,0.892553,51,122.284988289,0.00153576,0.242055084108,151.539380017,0.242691,0.24196223153,0.241942,0.713470791568,3.17143108559,0.331507943466,22.2414,-0.257246,1.09786264487,50.2767121389,18.9183963416
95.863290141,-0.00211676584626,40.7526,79.4311856095,21.2027309234,0.0241202584181,38.3002639622,0.884404,52,124.920638052,0.00155803,0.244429530792,149.530325072,0.245072,0.244341732369,0.244335,0.836677330358,5.83843002412,0.19529956925,22.3564,-0.259627,1.10071431036,82.1009924349,13.7807665315
74.860905019,0.230058522324,41.1922,78.9551683916,20.104716828,0.0244059788872,36.4060006942,0.862202,53,121.6581099,0.00157969,0.246706002452,149.260659756,0.247352,0.246617535341,0.246617,0.863601435929,5.19284958392,0.117686190506,22.4849,-0.262832,1.10129994414,50.3330186154,13.951945559
106.659373305,-0.108183900135,41.6125,62.1626059934,27.142585009,0.0244617703926,47.981278435,0.861179,54,98.7689725354,0.00159263,0.249025585757,145.969814798,0.249568,0.248925678385,0.248875,0.0166381189067,12.8044221537,0.242085380905,22.5907,-0.26374,1.0265029852,88.9583274537,11.0260282736
103.609858523,0.163118977866,42.0465,81.6467712759,28.587361269,0.024748550059,46.2765848299,0.885171,55,127.552159679,0.00162316,0.251248172635,151.876672532,0.251925,0.251133225517,0.251153,0.921464043108,8.67092872302,0.161612444891,22.7056,-0.266246,1.13688619437,58.1429644355,15.7642922169
109.903331826,-0.10862180786,42.3986,82.3510379568,27.3711017627,0.0249739141037,43.1669192126,0.877746,56,129.242580982,0.00163411,0.254108425985,153.258774449,0.254773,0.254004728146,0.254007,0.894927861049,2.991859575,0.236543654011,22.8211,-0.26983,1.12823403376,49.2989387809,14.2016788151
100.846673039,-0.0655040077364,42.7971,81.0711608202,27.8766734077,0.0247331569149,43.3260278586,0.881729,57,128.25393871,0.00162984,0.256849914894,152.194149449,0.25749,0.256743038343,0.256742,0.899587705977,2.82228116882,0.257744029698,22.9285,-0.272719,1.19387223404,31.4501756705,19.6683725693
115.922904531,0.0884273727429,43.1916,80.1890928389,21.9122375565,0.0249976925648,38.7609649891,0.877437,58,121.246145294,0.00167155,0.258518239689,145.522021127,0.259171,0.258434193387,0.258426,0.907065896206,13.8711605186,0.148257691734,23.0238,-0.274171,1.11274934651,34.1811509399,14.8872569597
105.04043084,0.0551644480363,43.6021,81.3577106046,33.3680487158,0.025399528752,46.8064898708,0.875674,59,124.707770156,0.00173059,0.261220815695,143.928271464,0.261823,0.26113870886,0.261154,0.90814667881,6.06381602084,0.150073315249,23.1233,-0.276905,1.13446263801,33.5670720564,14.8110595958
99.6630370349,-0.0597544083396,43.9513,66.8990958751,26.5065216772,0.0252696648777,43.0828372483,0.868392,60,107.421538846,0.00172115,0.263178658013,147.208516635,0.263792,0.263105592938,0.263078,0.178994046294,6.94862634533,0.302921145837,23.2225,-0.278322,1.08382544712,95.82290472,14.4954824596
97.5699509242,-0.102575685071,44.2828,65.5554385122,25.8106061922,0.0250994174541,34.6578924032,0.888385,61,104.460671376,0.00174243,0.266218130768,151.806308289,0.266871,0.266140008895,0.266117,0.204715998292,6.04164057962,0.309274338056,23.3106,-0.282041,1.03429953672,43.3543918529,19.0824354864
74.6061789747,-0.114443051088,44.678,68.9921039703,18.6056224439,0.0253298257365,34.5432256018,0.907678,62,110.198301756,0.001745,0.268771942963,144.856101257,0.269475,0.268700260024,0.268732,0.308542732343,3.71715520495,0.366836803489,23.3872,-0.283906,0.99958910043,51.8180771529,18.2099987868
98.1657382523,-0.113262175144,45.0478,59.5765790285,30.6289392932,0.025616885377,46.7801253006,0.942736,63,94.6968623981,0.00179049,0.270973962177,97.1206406133,0.271667,0.270847771286,0.270847,-0.0751852285457,1.60411677476,0.0144155604869,23.4811,-0.285889,-0.0227523524119,92.9675632961,0.66008354488
111.230253725,-0.0543764904576,45.4419,66.9057936895,32.5900321714,0.0258463167855,67.0458355909,0.931438,64,106.840286862,0.00182376,0.273698594722,147.32596617,0.274376,0.273510600831,0.273512,0.246559087765,1.81510008586,0.32768132144,23.5604,-0.28925,1.04311446502,38.5474508378,18.4489826988
101.755215175,-0.156427140896,45.783,68.0187299815,29.1135068719,0.0255907589386,53.4557719166,0.939587,65,109.504065329,0.00178461,0.276089934753,142.072801491,0.276687,0.275862795234,0.27582,0.277503094581,2.08227560547,0.367655466791,23.6394,-0.291171,0.904641321202,40.0381977818,17.750381456
97.2927356481,-0.0265620941716,46.1806,69.2919703396,24.4578625909,0.0264375144336,42.1903194683,0.927302,66,111.727015419,0.00191014,0.277309008826,156.473792227,0.278003,0.277063862421,0.277082,0.417808602959,1.94241051086,0.331468370335,23.7343,-0.293463,1.11851588308,29.3332042666,25.7871665768
105.331885504,-0.049696361764,46.5801,67.535244782,23.4422082107,0.02610583301,53.7980471494,0.933384,67,109.345344507,0.00183798,0.280782592791,150.950993067,0.281471,0.280636223063,0.280612,0.301588323569,19.4513348807,0.319992574791,23.8063,-0.296513,1.01414121239,42.4440623413,21.8993597087
99.8235862783,-0.231982796808,46.9108,61.1386543466,28.8388848477,0.0258740726423,41.5416694221,0.955495,68,97.7898705797,0.00183563,0.284697015895,141.695656046,0.285327,0.284578514343,0.284555,0.00659340204397,2.20141971855,0.185100962622,23.8748,-0.300419,0.856512910256,37.5467874885,12.4039548434
101.044081592,-0.141026265368,47.2216,67.9822123395,21.2990089039,0.0265777209919,45.2595649328,0.907711,69,110.137856814,0.00193273,0.28543718557,148.093344399,0.286134,0.285319267398,0.285352,0.271075646911,12.7451977997,0.302705503623,23.9521,-0.301344,0.982329226106,68.7813161627,15.5853012104
105.629909135,-0.126995266186,47.5626,63.2036300441,30.3342027964,0.0263085484538,45.502525051,0.942421,70,101.279852585,0.00188396,0.288170516648,149.395231746,0.288904,0.28807170269,0.288056,0.113542749732,2.25846174652,0.321697275632,24.0226,-0.304434,1.01903087302,42.1100672166,19.5108123845
124.451595623,-0.0947560827731,47.8983,67.0652932378,33.0515507898,0.0267958332313,40.8939134463,0.930797,71,107.820281365,0.0019501,0.291046126261,153.369323778,0.291755,0.290934538034,0.290929,0.258660312813,1.89989688582,0.349647298727,24.108,-0.306957,1.05302239826,49.582539285,19.107063623
91.0757237517,-0.132022753551,48.2425,64.8560597933,27.2137810673,0.0268305696721,49.8783103458,0.924884,72,104.025487955,0.00196582,0.292728682657,147.801655543,0.293411,0.29262808832,0.292598,0.176519559274,2.8663015329,0.273294096139,24.2079,-0.308263,1.01097583527,33.8887101784,18.0963538457
66.0918038148,-0.168036958398,48.6192,61.6683598887,20.5559377533,0.0267634715613,36.1700339288,0.938223,73,98.980786387,0.00198543,0.295269425448,142.697141021,0.295989,0.295152566185,0.295156,0.0237291237308,2.40058860884,0.21878589896,24.3087,-0.311178,0.842718258456,61.2493917836,12.4613316135
99.2331037585,-0.114717721337,48.9382,63.8933641711,27.1740815294,0.0267581619821,44.5011687245,0.936794,74,103.278413409,0.00196903,0.297783646388,148.480729922,0.298542,0.297644509661,0.297666,0.103716086381,1.6459520039,0.27508551643,24.4038,-0.314022,1.01169220103,67.0631609644,14.4914332744
99.2995793798,-0.106159648553,49.2372,61.9435432224,26.1867957416,0.0270756575721,33.9481946707,0.937508,75,98.9702024621,0.00203849,0.300643427851,126.480298537,0.301372,0.300508762839,0.300506,0.00807173309754,1.54299604548,0.123935795737,24.4972,-0.316208,0.536739603947,93.4956443663,6.40852311982
97.0016259394,-0.232212106455,49.5212,59.426259942,32.648543704,0.0275307644203,28.2339669336,0.942114,76,94.5714712646,0.00210016,0.302234537811,101.589871716,0.303045,0.302088941093,0.302072,-0.0633141618678,1.78408377711,0.0352364110222,24.606,-0.317732,0.0491497162781,42.4325436257,6.10564901674
98.9262594602,-0.20421897408,49.8584,61.0915707737,29.4048670389,0.0279710844273,31.4496875536,0.937796,77,97.12748467,0.00218339,0.304798520557,135.131645152,0.305573,0.304621865739,0.304602,0.00856483354631,2.05829392346,0.126913256469,24.6977,-0.320929,0.702987904473,58.588946449,9.36343193592
97.965056727,-0.240660754252,50.1713,58.9304864648,29.2080178169,0.0280241000719,29.1268440731,0.951031,78,93.5368202388,0.00217446,0.306492880031,100.136484414,0.307208,0.306237266467,0.30621,-0.0623858294421,2.15970518805,0.0449074396624,24.7693,-0.321964,0.109985307485,35.0594094685,10.0700810445
89.7334417499,-0.153119273319,50.4662,58.6723693467,22.6007961672,0.0282904794585,29.4973102188,0.923597,79,93.7022139935,0.00223295,0.307963740863,95.5819328137,0.308819,0.307730101512,0.307739,-0.0960541734717,2.80675069412,0.0172221595332,24.8406,-0.323384,-0.0586279147928,90.8679453149,0.818491292097
93.7740903738,-0.179818763633,50.7672,58.9976011727,26.1251354242,0.0286240874129,41.1833167847,0.950369,80,93.7894234158,0.00226052,0.309971659987,100.350372942,0.310844,0.309738532704,0.309733,-0.0701650665405,1.88805267684,0.0263068117702,24.9218,-0.325619,0.026166965056,38.0603983531,7.94569215993
98.2440168635,-0.222165319068,51.0639,57.1250813316,29.4851248218,0.0286571671039,59.2448147075,0.953375,81,90.5941701525,0.00228944,0.311579083151,96.3493145086,0.312422,0.311389575156,0.311381,-0.0984030924387,10.943429033,0.0240835585154,24.9896,-0.326922,-0.0437584143794,35.933624804,11.8910756335
103.876544578,-0.11521464866,51.3683,60.3006042655,30.187306919,0.0286095637233,45.921790366,0.932563,82,96.0788189933,0.00229152,0.31435589712,99.9590794963,0.31525,0.314165303138,0.314151,-0.0483610245993,3.07966611651,0.0241197221249,25.0973,-0.33024,0.0136914160604,92.5643335665,1.20688572897
97.2003502185,-0.159589895782,51.6594,59.9779711104,23.2201416415,0.0287376447546,24.7719665024,0.917174,83,95.4121046758,0.00229791,0.316988894404,100.391949311,0.317763,0.316790597137,0.31676,-0.0629351435357,5.99529169914,0.0328387411362,25.1698,-0.332665,0.0371573078546,90.48705328,1.67034502161
53.1595168979,-0.267645678785,51.9785,43.9931952876,12.6961302246,0.0295737993016,21.0673785376,0.924553,84,64.198800824,0.00241632,0.316337627202,94.4547639557,0.317269,0.316162658942,0.316164,-0.16014277313,1.79912303975,0.0529516033452,25.2269,-0.332707,-0.0715041402372,21.1652380657,22.3055635715
115.494857334,-0.11168463709,52.2853,60.7345762795,31.0941032035,0.029167315874,32.8874590397,0.941874,85,96.472992958,0.00233408,0.318440814838,139.802884945,0.319388,0.318221780765,0.31823,-0.0389030974366,6.32928397082,0.115402848735,25.3134,-0.333686,0.895891058285,93.0535584243,5.53542336675
96.811513509,-0.205390462459,52.5286,60.1171280967,25.9641811879,0.0295449052331,38.2981668287,0.920032,86,95.5877252793,0.00241558,0.319559944571,101.674475647,0.32043,0.319398067634,0.31936,-0.0536819696254,1.7767003663,0.0333894449815,25.3959,-0.334598,0.0515155415541,59.6264584918,3.88085089827
77.1409813549,-0.122467354645,52.8099,58.5229734781,20.7242283462,0.0294656468092,37.4089934304,0.950855,87,92.9878916904,0.00239698,0.321838612808,97.4653245241,0.322744,0.321696165015,0.321698,-0.0882696112067,7.65438392874,0.0218204673277,25.4593,-0.337373,-0.0145812386725,39.6567640846,7.39678774267
97.6758639208,-0.162881702022,53.0653,60.1394340163,22.888828742,0.0294749082417,32.5663809407,0.948672,88,95.760506135,0.0024248,0.324665566464,101.989518358,0.32556,0.324523306774,0.324513,-0.0481081474325,2.11153650856,0.0380084062849,25.5184,-0.340347,0.0721231230482,55.6380595742,4.3997599922
118.102519238,-0.093741126355,53.3807,60.4850882323,27.523092608,0.0299040299071,45.2200800044,0.936104,89,96.3561751603,0.0024831,0.324978665487,98.905002457,0.325735,0.324848862373,0.324781,-0.0428722632558,6.91991833562,0.0203809181052,25.5801,-0.340979,0.0174266252169,93.7070437176,0.977665522441
99.3317241887,-0.0638493925524,53.6331,61.4394411619,29.8053084803,0.0301521929365,49.488031595,0.930873,90,97.7894563994,0.00252389,0.32713666695,101.21419472,0.328103,0.327034421456,0.327077,-0.0158978389135,11.3266730873,0.0248490927735,25.6347,-0.342014,0.0570426859933,95.2763873296,1.2587254666
98.88674988,-0.0988037795961,53.8954,61.0845077123,31.5581696526,0.0303124396509,62.2113003723,0.946473,91,96.9801303444,0.00252778,0.328898411007,100.808214528,0.329736,0.328796598583,0.328782,-0.0297989760763,11.2786077707,0.0270747155208,25.6605,-0.344696,0.0466946557224,93.5964946206,1.35315317401
102.063003356,-0.0667507408935,54.1505,61.8986300733,25.0365037389,0.0304773308359,73.0473084518,0.935064,92,98.2988263254,0.0025418,0.33267797611,104.70290433,0.333464,0.332580230869,0.332558,-0.00509825232574,16.3757871189,0.034100320695,25.7108,-0.348437,0.125033014945,95.2667199004,1.7002084841
99.4372454796,-0.124506573095,54.455,59.3752418693,34.5431611642,0.0299333961813,52.1974983624,0.958864,93,94.84241131,0.00249037,0.334287290669,102.665618851,0.335223,0.334179697972,0.33419,-0.0729413298598,3.16747385837,0.0266726793155,25.7479,-0.349251,0.0805126114795,92.6393840973,1.30496939386
99.8777606597,-0.077273204784,54.7547,63.0108815793,33.570512604,0.03035118549,51.0181653684,0.935515,94,100.377265059,0.00253885,0.336589771551,159.519532316,0.337466,0.336458623819,0.336438,0.0608781892034,6.38626699397,0.179022848761,25.8044,-0.351926,1.20468313621,31.0408722742,13.1462854251
98.8765901092,-0.224213115508,55.0241,58.0986817288,33.2613611178,0.0303603577505,53.5304693805,0.959314,95,92.9351367664,0.00259056,0.337918258438,96.5616253947,0.338745,0.337788120559,0.33777,-0.095979185287,7.40701885479,0.0244135720065,25.8661,-0.353007,-0.0383089488419,34.9375522214,6.38408223953
101.177844502,-0.0961749537146,55.2699,60.4430977125,40.2605258255,0.0301217864426,60.1765537334,0.934882,96,96.184511397,0.00254937,0.3421193198,100.543835718,0.342967,0.341972276727,0.341963,-0.0459854866947,7.58216362719,0.0245105920916,25.917,-0.357323,0.043766905541,93.7513516861,1.22893610551
99.5884858265,-0.100481820029,55.5429,60.6444034455,36.4968821026,0.0305484525771,69.4405395729,0.900004,97,96.3834484836,0.00258565,0.344028155975,99.0684203359,0.344906,0.343855239825,0.343833,-0.0431851284796,9.01891674078,0.018490802871,25.9674,-0.35981,0.0087262741185,93.5987376257,0.905423642875
