Iteration,MinEsReturn,AverageAction,MinReturn,Epoch,AverageQLoss,MaxEsReturn,PolicyRegParamNorm,AverageAbsY,AverageEsReturn,QFunRegParamNorm,AverageAbsQ,StdEsReturn,StdReturn,AverageAbsQYDiff,AverageDiscountedReturn,AveragePolicySurr,AverageQ,MaxReturn,AverageReturn,AverageY
721,3470.42171228,0.976875,875.397840341,721,258.258,3470.42171228,110.032,481.896065259,3470.42171228,150.977,481.877,0.0,1533.1703249,3.98584438107,367.952504743,-484.249,481.877,5342.59780491,4122.24979328,481.896021241
722,3441.76271183,0.976369,1739.61453207,722,267.526,3441.76271183,110.078,480.843842764,3441.76271183,151.071,480.847,0.0,1479.10622952,4.14939001887,447.638503547,-483.157,480.847,5911.95187853,4352.27190147,480.843715467
723,169.038346537,0.972528,5614.49269697,723,288.838,169.038346537,110.131,480.623596264,169.038346537,151.138,480.583,0.0,96.5063827747,4.13353588166,454.333657087,-482.961,480.583,5949.81923126,5744.99654548,480.623447147
724,3719.00029297,0.975318,1642.06477264,724,233.209,3719.00029297,110.2,480.013586094,3719.00029297,151.254,479.998,0.0,1694.75492741,3.80324639931,479.561531236,-482.394,479.998,6207.67784757,5267.81052137,480.013410169
725,3879.42976159,0.974131,2018.89847505,725,258.02,3879.42976159,110.242,481.813050255,3879.42976159,151.349,481.8,0.0,1123.81470517,4.1020089231,451.32178381,-484.188,481.8,6014.78127929,5222.39613984,481.813011577
726,3618.19648703,0.974065,3246.10938845,726,225.368,3618.19648703,110.391,481.794639447,3618.19648703,151.491,481.772,0.0,728.315452329,3.95883749911,439.107884092,-484.036,481.772,5782.86091699,5393.88085888,481.794495285
727,3601.48107299,0.98099,557.477478853,727,261.125,3601.48107299,110.464,480.448048809,3601.48107299,151.6,480.429,0.0,1965.15141164,4.11319416186,380.412770789,-482.645,480.429,5462.94122797,3949.50605181,480.447874481
728,3300.89507696,0.975447,5726.92684083,728,303.191,3300.89507696,110.51,481.024755397,3300.89507696,151.795,481.025,0.0,203.219106472,4.10731244531,465.216449416,-483.385,481.025,6373.97062297,6074.7041269,481.024621137
729,3690.28246422,0.978791,685.658644171,729,345.267,3690.28246422,110.587,480.66206779,3690.28246422,151.928,480.63,0.0,1754.17642363,4.3469509577,414.96325598,-482.928,480.63,5851.44675575,3778.19090181,480.661947739
730,3559.62921382,0.977524,742.994495402,730,264.08,3559.62921382,110.647,481.307333997,3559.62921382,152.073,481.298,0.0,1354.39183635,4.02646715451,374.814975746,-483.599,481.298,5697.10969998,4194.4002591,481.307003883
731,3933.26354252,0.977964,1924.94204797,731,245.781,3933.26354252,110.691,482.464424217,3933.26354252,152.229,482.435,0.0,1318.79947356,4.00620450625,424.647352081,-484.891,482.435,5940.62501177,4933.35369968,482.464424217
732,3766.85425469,0.970963,5301.06543973,732,252.432,3766.85425469,110.78,480.818454907,3766.85425469,152.357,480.81,0.0,224.433586536,3.95012147424,431.434561346,-483.27,480.81,6057.13133782,5617.22761522,480.818427143
733,3790.43809191,0.977461,1367.48911553,733,340.141,3790.43809191,110.906,482.461803501,3790.43809191,152.446,482.437,0.0,1275.36578047,4.29364324457,395.937775731,-484.91,482.437,5429.30965374,4416.42703398,482.461745599
734,3579.86451577,0.980207,1729.72244365,734,289.473,3579.86451577,110.999,482.313828253,3579.86451577,152.573,482.315,0.0,650.23765822,4.14264148184,323.672418083,-484.671,482.315,4235.85438095,3611.2199646,482.313678227
735,1591.62673012,0.971666,4136.45971903,735,302.511,1591.62673012,110.972,481.909968469,1591.62673012,152.688,481.88,0.0,326.614511799,4.09064000943,402.03346986,-484.196,481.88,5290.98665807,5104.09888702,481.909811099
736,3775.62807505,0.981085,1091.22647974,736,304.135,3775.62807505,111.077,482.569054725,3775.62807505,152.78,482.551,0.0,1884.37544067,4.14752106708,432.981411834,-484.912,482.551,5972.27405164,4444.25772481,482.568978214
737,3599.45938812,0.974067,1232.09400549,737,336.948,3599.45938812,111.093,480.410088557,3599.45938812,152.991,480.395,0.0,1211.86227717,4.42119744404,409.86045798,-482.824,480.395,5534.99476998,4821.78180243,480.409803994
738,3745.10867498,0.974668,5531.10001773,738,241.773,3745.10867498,111.145,483.093043026,3745.10867498,153.079,483.098,0.0,265.212513454,3.94447993973,464.062297506,-485.424,483.098,6450.76507043,6030.60872383,483.092878514
739,3995.16500683,0.972138,4407.70682809,739,226.598,3995.16500683,111.211,480.516786051,3995.16500683,153.152,480.484,0.0,166.453026033,3.80570927135,375.17778803,-482.931,480.484,4978.10204413,4688.37807828,480.516719076
740,3903.64177741,0.979296,887.835990222,740,203.077,3903.64177741,111.275,482.873118317,3903.64177741,153.208,482.861,0.0,1711.3402203,3.8084033652,418.404212628,-485.362,482.861,6009.7381744,4884.23631702,482.872884934
741,3956.07158872,0.972189,4489.91774848,741,322.733,3956.07158872,111.347,480.623346724,3956.07158872,153.412,480.602,0.0,232.569499945,4.27548724967,402.360863312,-483.018,480.602,5425.89929874,4936.51790696,480.6232432
742,3670.83121155,0.971332,5336.6941254,742,258.206,3670.83121155,111.465,482.457005599,3670.83121155,153.579,482.441,0.0,174.062802228,4.15897044019,457.742491564,-484.92,482.441,5861.15479091,5566.49032624,482.456761199
743,3591.41717272,0.976877,5222.65715138,743,304.171,3591.41717272,111.517,482.592422534,3591.41717272,153.729,482.591,0.0,162.55876542,4.20540425726,430.783957529,-485.125,482.591,5764.16267227,5459.46056108,482.592184595
744,3957.7362194,0.977322,1346.70701601,744,266.691,3957.7362194,111.545,480.931795776,3957.7362194,153.882,480.909,0.0,1289.59731829,4.12941945395,443.494909957,-483.295,480.909,5853.0968836,5175.47142602,480.93166464
745,3795.0720537,0.969314,4650.17194253,745,238.301,3795.0720537,111.622,483.861694717,3795.0720537,154.042,483.85,0.0,154.971179013,3.92829469813,399.397593513,-486.304,483.85,5235.30632573,5049.83290657,483.861650667
746,3521.9983575,0.97504,4031.55778553,746,246.054,3521.9983575,111.674,482.656711035,3521.9983575,154.104,482.634,0.0,280.536298301,3.93746751802,387.402412941,-485.018,482.634,4947.78965587,4571.68296307,482.656553725
747,3912.09700064,0.973094,3327.87673252,747,260.979,3912.09700064,111.72,483.39203398,3912.09700064,154.266,483.384,0.0,825.654685753,3.98759640028,453.227282276,-485.727,483.384,6195.18420779,5788.6306487,483.39192554
748,3568.4325314,0.974337,3430.38422693,748,237.847,3568.4325314,111.81,482.446867977,3568.4325314,154.335,482.436,0.0,427.841689375,3.79913599848,382.915243454,-484.772,482.436,4930.38170906,4610.95301809,482.44682306
749,4015.74951023,0.966861,5618.24151752,749,259.691,4015.74951023,111.845,483.823748728,4015.74951023,154.431,483.805,0.0,137.298159529,4.07707676899,457.01443041,-486.206,483.805,6075.93317398,5891.34180716,483.823554445
750,3543.69154962,0.973795,2098.12946403,750,248.652,3543.69154962,111.957,482.808640011,3543.69154962,154.613,482.782,0.0,855.506239026,4.07306239121,393.02472294,-485.16,482.782,5207.33034377,4611.82087068,482.808583101
751,3997.4608758,0.9882,744.923809628,751,365.895,3997.4608758,111.973,483.904465215,3997.4608758,154.77,483.887,0.0,1934.73920269,4.43574534688,386.53394832,-486.313,483.887,5704.86440668,3053.21048509,483.904422149
752,3696.05240271,0.967624,4358.2780401,752,198.173,3696.05240271,112.08,483.158401564,3696.05240271,154.794,483.147,0.0,71.6121737861,3.75301557876,361.023802992,-485.477,483.147,4628.78250854,4504.80112208,483.158232431
753,1325.70773782,0.971403,4386.22366962,753,274.128,1325.70773782,112.164,483.644814921,1325.70773782,154.943,483.629,0.0,306.864641004,4.08402070671,391.514676947,-485.97,483.629,5405.33351977,4915.95784767,483.644693036
754,3773.58622162,0.974699,4243.47206843,754,349.645,3773.58622162,112.285,484.008444531,3773.58622162,155.042,483.989,0.0,659.66285082,4.38646397178,460.969710373,-486.266,483.989,6422.97239839,5692.21123693,484.008286906
755,3552.17408969,0.973038,4794.75385266,755,317.44,3552.17408969,112.364,484.254787692,3552.17408969,155.155,484.229,0.0,85.772531324,4.31145830994,398.526972807,-486.614,484.229,5117.00721476,4928.42399558,484.254776787
756,3639.05841052,0.971153,6013.29266529,756,266.57,3639.05841052,112.367,482.554920176,3639.05841052,155.315,482.559,0.0,148.208728649,3.97397229046,489.4348933,-484.978,482.559,6445.2051742,6277.67703475,482.554756061
757,3889.23837572,0.983029,1606.64763195,757,239.654,3889.23837572,112.455,484.618533101,3889.23837572,155.374,484.596,0.0,1303.37055381,3.8953432635,385.953773092,-486.981,484.596,5422.78976356,4274.45761839,484.618478421
758,3560.67717422,0.978307,3863.7673524,758,271.382,3560.67717422,112.549,484.296449698,3560.67717422,155.459,484.274,0.0,382.487544247,4.0345630309,411.120855538,-486.772,484.274,5309.34022127,4859.50401154,484.29624908
759,3671.4370965,0.963808,5909.88179817,759,266.598,3671.4370965,112.634,484.550913263,3671.4370965,155.558,484.54,0.0,156.14305583,4.13278337768,475.650665176,-486.863,484.54,6381.05724663,6180.26068307,484.550773346
760,3708.26913824,0.976119,4709.89388409,760,231.256,3708.26913824,112.696,486.355518383,3708.26913824,155.61,486.346,0.0,389.332985149,3.78053728384,444.741976635,-488.658,486.346,6301.96438118,5557.13041432,486.355353698
761,4069.84001865,0.973883,4704.85959193,761,230.848,4069.84001865,112.767,485.362721878,4069.84001865,155.68,485.344,0.0,69.8390522564,3.97115852524,381.394213913,-487.655,485.344,4931.19955163,4822.04775949,485.362643902
762,3448.27970576,0.969065,5481.80420103,762,297.998,3448.27970576,112.904,482.622811113,3448.27970576,155.843,482.611,0.0,100.77546162,4.12795632066,430.843501867,-484.992,482.611,5813.9116492,5625.99962339,482.622765547
763,3726.01196234,0.958569,5758.77953063,763,319.547,3726.01196234,113.047,483.149008495,3726.01196234,155.993,483.12,0.0,168.424634564,4.32269339451,475.99760202,-485.427,483.12,6358.47217497,6193.94667875,483.14887642
764,3399.56720587,0.971913,4657.84311699,764,273.319,3399.56720587,113.04,486.626342866,3399.56720587,156.07,486.632,0.0,57.6987894111,4.07835527967,386.389988118,-488.923,486.632,4845.50538201,4752.40690473,486.626208667
765,3923.4383961,0.985007,816.22755303,765,329.106,3923.4383961,113.129,485.170637255,3923.4383961,156.286,485.133,0.0,1200.50574284,4.35667108155,330.305653818,-487.444,485.133,4352.23069928,2786.28418023,485.170533587
766,3364.33087627,0.981702,1381.9725608,766,302.075,3364.33087627,113.16,483.015273994,3364.33087627,156.385,483.004,0.0,1634.06916572,4.11479218835,436.080896953,-485.326,483.004,6033.13311257,4418.14952759,483.015135724
767,3423.07870515,0.976326,1428.35745895,767,233.655,3423.07870515,113.166,485.894179697,3423.07870515,156.492,485.891,0.0,1538.87916401,3.83082434382,418.820096128,-488.244,485.891,5429.56745528,4307.27748256,485.893942872
768,3707.43931005,0.964389,6085.5464257,768,287.437,3707.43931005,113.228,483.583692982,3707.43931005,156.573,483.566,0.0,81.174099233,4.10150976862,487.729561417,-485.984,483.566,6373.08450852,6256.43380521,483.583578772
769,2594.23325926,0.986441,376.783775691,769,186.205,2594.23325926,113.295,485.359320862,2594.23325926,156.694,485.336,0.0,2354.17601771,3.64509411181,367.969481306,-487.802,485.336,5886.61975148,3367.50655639,485.35891869
770,3869.90558148,0.97031,3864.02474832,770,314.608,3869.90558148,113.326,485.520362703,3869.90558148,156.873,485.527,0.0,718.588103593,4.27176683605,466.963453333,-487.964,485.527,6464.24903825,5899.75075958,485.52025097
771,3712.24080207,0.974629,5761.29707055,771,282.668,3712.24080207,113.431,484.229196916,3712.24080207,156.99,484.192,0.0,100.723651851,4.23617059706,470.341315546,-486.614,484.192,6083.68540176,5920.30627923,484.229080749
772,3870.05992942,0.969332,5827.69977724,772,305.164,3870.05992942,113.488,485.279103362,3870.05992942,157.072,485.25,0.0,90.5589845165,4.13946935133,462.994859532,-487.58,485.25,6191.99977547,6028.25341013,485.279071935
773,3699.21153127,0.97409,5076.76361915,773,282.553,3699.21153127,113.584,485.259126403,3699.21153127,157.247,485.243,0.0,83.38741281,4.12528902476,416.341230032,-487.604,485.243,5382.67716465,5221.06796876,485.258819107
774,3706.56093068,0.97024,4400.74260494,774,187.833,3706.56093068,113.743,486.751244184,3706.56093068,157.347,486.745,0.0,319.642373185,3.72662946554,416.383023878,-489.19,486.745,5544.73681203,5233.72317204,486.751072462
775,3738.23123826,0.979343,187.739592311,775,298.026,3738.23123826,113.825,488.106059249,3738.23123826,157.494,488.093,0.0,2600.01801158,4.16359289103,397.768550946,-490.462,488.093,6271.81477436,4314.04924882,488.106006153
776,4084.83283941,0.975051,4136.355281,776,293.869,4084.83283941,113.972,484.791898805,4084.83283941,157.671,484.77,0.0,588.635212229,4.18513377698,458.14102414,-487.017,484.77,6147.29608262,5525.24567918,484.791664288
777,3349.75722959,0.967131,2928.95043031,777,271.214,3349.75722959,114.047,485.09862581,3349.75722959,157.835,485.084,0.0,848.363451506,4.06285840977,447.19323423,-487.322,485.084,5820.32112715,5223.29615377,485.09859249
778,3564.67609253,0.977245,1631.019655,778,273.183,3564.67609253,114.043,484.336936066,3564.67609253,157.977,484.315,0.0,1361.01919087,4.08259661417,454.071153256,-486.672,484.315,6344.98138134,5214.8565442,484.336692445
779,3794.04106532,0.980428,1750.36235545,779,232.879,3794.04106532,114.132,485.591528629,3794.04106532,158.137,485.585,0.0,1425.90206712,3.93702896386,470.568151964,-487.908,485.585,6086.17112387,4130.38976206,485.591458506
780,3801.75472177,0.98658,1204.7157396,780,211.432,3801.75472177,114.161,485.938579007,3801.75472177,158.227,485.925,0.0,1376.67231922,3.73836212931,414.958142146,-488.288,485.925,5252.09783107,3145.4386911,485.938306637
781,3861.60227419,0.97924,3815.43602076,781,172.652,3861.60227419,114.163,487.228009461,3861.60227419,158.335,487.21,0.0,705.788412103,3.58053545153,444.420315145,-489.531,487.21,5935.29392989,5501.90402078,487.227929327
782,3693.06774048,0.983922,5173.37403468,782,289.772,3693.06774048,114.217,486.435088294,3693.06774048,158.5,486.414,0.0,280.571948027,4.20546432486,465.43122444,-488.702,486.414,6143.27761615,5766.80436954,486.434845926
783,4009.65564362,0.975578,5137.17028202,783,289.029,4009.65564362,114.291,485.242053527,4009.65564362,158.648,485.238,0.0,93.5595284002,4.1547831625,422.766358844,-487.565,485.238,5463.19034383,5331.60287273,485.241917232
784,3621.42855134,0.970482,4362.82429255,784,260.484,3621.42855134,114.371,486.647364081,3621.42855134,158.746,486.64,0.0,183.296578025,4.05730678074,379.417015798,-489.067,486.64,4915.04257366,4679.36290748,486.647188479
785,3699.35530842,0.974938,4504.77833516,785,380.999,3699.35530842,114.365,484.521418523,3699.35530842,158.962,484.48,0.0,179.227525329,4.6686322899,388.24646849,-486.895,484.48,5132.79636576,4880.61512601,484.52128033
786,3300.9288347,0.976587,566.033496349,786,290.591,3300.9288347,114.47,484.949760722,3300.9288347,159.056,484.953,0.0,1884.51749508,4.074707709,402.382037236,-487.288,484.953,6054.35345213,4691.66006776,484.949509304
787,3821.23806095,0.975429,5032.6635007,787,356.927,3821.23806095,114.472,485.552734763,3821.23806095,159.2,485.519,0.0,173.720523956,4.46004933493,421.318036966,-487.872,485.519,5712.33040583,5458.90290582,485.552556849
788,3747.56168925,0.972224,5651.67453923,788,298.284,3747.56168925,114.573,484.513363143,3747.56168925,159.258,484.488,0.0,108.249045359,4.1678727316,441.3644992,-486.869,484.488,5972.86384459,5779.98684388,484.513232732
789,3676.78616963,0.977625,5036.98699587,789,288.412,3676.78616963,114.579,486.128103168,3676.78616963,159.396,486.129,0.0,126.911136638,4.05364959133,398.201494351,-488.416,486.129,5428.69295285,5228.39855414,486.127957483
790,3794.71444808,0.990097,607.509990602,790,243.909,3794.71444808,114.722,486.156143732,3794.71444808,159.513,486.14,0.0,1615.77721718,3.86912296448,367.809932714,-488.383,486.14,5451.11399012,2329.95235782,486.155998215
791,3773.23015479,0.973372,5148.2940989,791,295.487,3773.23015479,114.721,486.456453589,3773.23015479,159.73,486.435,0.0,104.519940798,4.18181946132,429.805974783,-488.847,486.435,5442.69994963,5303.86059708,486.456421917
792,3503.30507224,0.975766,6102.23350455,792,247.572,3503.30507224,114.852,486.347021371,3503.30507224,159.768,486.324,0.0,110.149051605,3.95883027345,478.407238995,-488.838,486.324,6450.53111957,6272.11739002,486.346866495
793,3824.03475548,0.981556,922.507846349,793,278.749,3824.03475548,114.953,487.077825979,3824.03475548,159.944,487.072,0.0,1411.42629013,4.07219208357,388.172376023,-489.489,487.072,5553.14905311,4426.78594227,487.077728061
794,3517.86500701,0.986176,738.846244907,794,287.773,3517.86500701,115.041,486.417682391,3517.86500701,160.051,486.386,0.0,1183.39965092,4.08857105105,334.282185664,-488.825,486.386,3810.87606161,2476.02937668,486.417682391
795,3836.62104868,0.977131,4778.10870822,795,285.985,3836.62104868,115.055,485.962188637,3836.62104868,160.184,485.948,0.0,124.542467519,4.05526166037,387.896775182,-488.346,485.948,5200.28044346,4989.26730686,485.962185415
796,3650.82289102,0.979453,1206.97155418,796,269.233,3650.82289102,115.08,486.970037463,3650.82289102,160.272,486.964,0.0,1204.75327506,4.00873746194,383.063645026,-489.412,486.964,5767.94962774,4718.29107192,486.969897122
797,3840.29130279,0.983698,4869.28213694,797,313.145,3840.29130279,115.141,487.279453329,3840.29130279,160.357,487.249,0.0,138.362310038,4.18640587562,416.921323253,-489.716,487.249,5332.61853353,5111.85106751,487.279369888
798,3466.63859095,0.972167,4072.76805239,798,313.834,3466.63859095,115.202,484.148836317,3466.63859095,160.558,484.142,0.0,356.441585653,4.27047097489,424.211213655,-486.56,484.142,5445.44307174,5077.85075213,484.148812776
799,3550.12467288,0.979869,4564.01317046,799,383.354,3550.12467288,115.276,484.718320124,3550.12467288,160.665,484.708,0.0,362.562518562,4.60985825835,421.593358085,-487.0,484.708,5737.16984727,5275.81470415,484.718193592
800,3682.84503861,0.981693,5385.95736473,800,275.781,3682.84503861,115.338,487.149581431,3682.84503861,160.763,487.113,0.0,188.954120656,4.04389404988,454.982377007,-489.425,487.113,6118.7874705,5727.06644841,487.149474838
801,3578.52870767,0.980907,684.08545505,801,318.521,3578.52870767,115.414,486.133669363,3578.52870767,160.926,486.115,0.0,1606.90692238,4.26826251246,462.166637601,-488.513,486.115,6311.30246986,5466.4871568,486.133491349
802,3505.86617944,0.979122,5350.51720098,802,206.302,3505.86617944,115.452,488.733524861,3505.86617944,161.056,488.726,0.0,86.7961105249,3.70704968068,408.408920547,-491.27,488.726,5607.69708493,5491.47498272,488.733409857
803,3654.31673373,0.97262,5020.17921804,803,276.329,3654.31673373,115.56,487.005978335,3654.31673373,161.163,486.975,0.0,74.5908699944,4.15173240207,408.319574098,-489.347,486.975,5273.97990745,5169.96566578,487.005874253
804,3791.87386535,0.977507,5483.20698458,804,296.918,3791.87386535,115.624,487.29378864,3791.87386535,161.325,487.287,0.0,76.2085805331,4.19056325079,445.732253389,-489.647,487.287,5753.85960385,5619.2841376,487.293702965
805,3680.95104424,0.975278,1816.3592749,805,324.045,3680.95104424,115.75,486.498029697,3680.95104424,161.532,486.48,0.0,1034.23194054,4.21043180186,399.392709602,-488.788,486.48,5533.68902782,4876.34784512,486.497964225
806,4013.75905585,0.990344,1087.45455686,806,205.262,4013.75905585,115.791,486.821469952,4013.75905585,161.646,486.808,0.0,1635.05577891,3.70680874725,438.381351891,-489.204,486.808,5915.9070672,3662.05206799,486.821318016
807,3649.69272265,0.980266,949.54559503,807,232.478,3649.69272265,115.848,487.099634292,3649.69272265,161.751,487.086,0.0,1351.04715045,4.05269057048,423.121643763,-489.474,487.086,5640.05751836,4979.11395286,487.099540106
808,3798.23378123,0.972026,1693.14463925,808,310.949,3798.23378123,115.905,488.192065783,3798.23378123,161.875,488.172,0.0,1323.17648618,4.15465529997,469.150650046,-490.516,488.172,6350.25467777,5624.95776372,488.192007395
809,3139.68353394,0.97697,1018.69108067,809,268.491,3139.68353394,115.997,487.426373101,3139.68353394,162.038,487.402,0.0,1352.82316331,4.0195102312,415.884545106,-489.768,487.402,5763.9456536,5029.0991397,487.426195592
810,4029.35926919,0.977862,4278.12041643,810,250.386,4029.35926919,116.073,488.520633341,4029.35926919,162.217,488.532,0.0,145.917986784,3.97694720237,357.35369267,-490.94,488.532,4697.05193935,4528.42988093,488.520576682
811,3898.74784604,0.973685,2627.71715378,811,218.538,3898.74784604,116.167,489.341742519,3898.74784604,162.275,489.326,0.0,955.170461438,3.91683045795,449.787130097,-491.827,489.326,5945.3456214,5469.17858847,489.341687316
812,3392.55872867,0.976341,3096.88097432,812,279.749,3392.55872867,116.183,488.010153502,3392.55872867,162.383,487.984,0.0,895.220123736,4.17600924095,448.757265256,-490.366,487.984,6326.41576659,5701.71101305,488.0100495
813,3677.90623641,0.987594,377.597234693,813,298.94,3677.90623641,116.223,489.432065739,3677.90623641,162.48,489.414,0.0,1773.17476345,4.17711767978,349.100704345,-491.846,489.413,5640.46087696,2913.37142605,489.431845235
814,1395.03596311,0.975822,1388.58346062,814,262.419,1395.03596311,116.259,489.410481396,1395.03596311,162.546,489.397,0.0,1214.4326887,4.04154761029,421.669013273,-491.898,489.397,5570.49637984,5020.27168063,489.41031042
815,3891.58224092,0.980178,3561.85853242,815,274.786,3891.58224092,116.283,488.391574509,3891.58224092,162.669,488.367,0.0,734.293820092,4.06597249985,473.911853577,-490.767,488.367,6123.74181784,5726.72486193,488.3914397
816,3876.10237363,0.983264,1209.87269182,816,258.9,3876.10237363,116.377,488.626189588,3876.10237363,162.715,488.623,0.0,2006.27693336,3.92330228513,423.157865092,-490.935,488.623,6353.33874495,4397.27280042,488.626019366
817,3820.36551872,0.980677,1000.82054681,817,267.131,3820.36551872,116.505,487.670260674,3820.36551872,162.87,487.648,0.0,1603.93613288,4.04857235824,429.738621593,-490.046,487.648,5972.0877556,4777.80999741,487.670056015
818,3996.51650794,0.975721,4674.94493816,818,233.162,3996.51650794,116.594,488.250618231,3996.51650794,163.005,488.247,0.0,113.632360551,3.85624085452,377.875970891,-490.656,488.247,5020.49723681,4857.83623542,488.250440816
819,3393.64683175,0.977456,4499.04363677,819,212.436,3393.64683175,116.689,488.910544973,3393.64683175,163.105,488.89,0.0,488.161483341,3.74167399883,457.200573656,-491.37,488.89,6240.18310236,5795.63985192,488.910490987
820,3808.16972523,0.975854,5259.51729996,820,301.909,3808.16972523,116.678,489.032492019,3808.16972523,163.235,489.022,0.0,128.046026847,4.25276732556,422.907738666,-491.403,489.022,5665.40951088,5478.10412145,489.032478287
821,3778.44207169,0.976856,1270.43018596,821,286.211,3778.44207169,116.79,487.568325121,3778.44207169,163.372,487.547,0.0,996.954127326,4.05866150326,359.794239763,-489.958,487.547,4872.44096487,4226.69159147,487.568261196
822,3601.60294181,0.97798,1114.40266741,822,238.33,3601.60294181,116.817,490.154563123,3601.60294181,163.467,490.142,0.0,1436.6172307,3.91965452532,417.627687932,-492.621,490.142,5543.60667153,4452.73906102,490.154310429
823,3702.07956552,0.976401,4039.11720322,823,315.25,3702.07956552,116.877,488.282174591,3702.07956552,163.617,488.269,0.0,705.739099817,4.21126333773,471.431703344,-490.661,488.269,6105.02844836,5526.19054411,488.282044847
824,3906.77765532,0.978504,597.223747372,824,276.32,3906.77765532,116.953,489.83715371,3906.77765532,163.743,489.8,0.0,2180.41866669,4.13564908645,435.795271835,-492.213,489.8,6116.71670984,4129.75697592,489.837054917
825,1800.34725219,0.984181,2.25688457332,825,360.414,1800.34725219,116.969,490.583433748,1800.34725219,163.893,490.576,0.0,1729.76005801,4.50330851726,424.742130342,-492.876,490.576,6025.10905657,4676.84296303,490.583205266
826,4064.63670998,0.967294,5185.00333404,826,266.481,4064.63670998,117.065,487.725813521,4064.63670998,163.995,487.709,0.0,99.5628298828,4.04721045405,416.838851982,-490.082,487.709,5492.20393922,5318.88400471,487.725649789
827,4135.79299961,0.971607,4381.18897543,827,341.026,4135.79299961,117.137,488.719091345,4135.79299961,164.146,488.704,0.0,92.66669895,4.3113673058,368.871023515,-491.119,488.704,4633.27705689,4516.72168498,488.719063195
828,3614.31141585,0.976151,434.461045831,828,223.26,3614.31141585,117.252,490.348971392,3614.31141585,164.165,490.339,0.0,1346.6612907,3.8382253738,386.821288542,-492.644,490.339,5133.90128931,4458.8280259,490.348864923
829,3524.87344935,0.971647,4505.98389828,829,317.902,3524.87344935,117.42,489.149982055,3524.87344935,164.303,489.135,0.0,113.897115644,4.33271643783,379.308077714,-491.435,489.135,4853.51339445,4670.75391658,489.14984982
830,3839.02645028,0.969576,5244.26340558,830,280.887,3839.02645028,117.487,489.395858418,3839.02645028,164.396,489.394,0.0,72.3961922522,4.08580159316,425.192130697,-491.689,489.394,5505.21605984,5420.50189338,489.39554644
831,3528.90588278,0.975188,1600.42612689,831,297.243,3528.90588278,117.533,488.757299338,3528.90588278,164.604,488.72,0.0,1623.50428364,4.30870665283,450.680357044,-491.13,488.72,6127.61257904,4414.43314894,488.757061158
832,3670.50499031,0.981732,1079.99963379,832,221.195,3670.50499031,117.577,489.781885657,3670.50499031,164.723,489.762,0.0,1645.59726261,3.82115690402,433.358390534,-492.328,489.762,5826.5462026,4169.23879208,489.781820464
833,3684.35539085,0.986084,934.929040606,833,223.61,3684.35539085,117.627,489.05995255,3684.35539085,164.854,489.043,0.0,1883.36033064,3.82022837831,414.703894741,-491.707,489.043,5834.64257656,3079.36850531,489.059896409
834,3534.87023158,0.969079,5146.74912595,834,367.883,3534.87023158,117.666,491.120398338,3534.87023158,164.97,491.109,0.0,80.1184045097,4.42767598196,418.64806957,-493.708,491.109,5394.6127192,5259.98581568,491.120154371
835,3348.16587023,0.982161,731.403269162,835,217.791,3348.16587023,117.715,490.74363375,3348.16587023,165.073,490.729,0.0,1824.16812327,3.81879924153,393.922686692,-493.228,490.729,5711.04352854,4210.97491358,490.743594451
836,4113.74079578,0.979224,467.445052414,836,332.212,4113.74079578,117.77,488.928554567,4113.74079578,165.268,488.904,0.0,1405.14524993,4.43419209208,394.298093879,-491.366,488.904,5256.83029498,4675.69234594,488.928499129
837,3797.7981015,0.983222,663.136812906,837,330.495,3797.7981015,117.834,489.772702273,3797.7981015,165.389,489.748,0.0,1995.76576334,4.33968582746,369.51567189,-492.255,489.748,5409.17048323,3377.70934691,489.772637223
838,3711.08684065,0.97956,4520.03542915,838,246.128,3711.08684065,117.915,490.756832501,3711.08684065,165.476,490.749,0.0,556.26340607,3.86256172102,476.040071094,-493.315,490.749,6150.41568321,5793.99168273,490.7567137
839,3581.2477903,0.983458,1067.4443334,839,292.664,3581.2477903,117.933,490.944685517,3581.2477903,165.64,490.933,0.0,1540.93161739,4.08212351173,458.516361071,-493.499,490.933,6306.01076181,5048.90781589,490.944611434
840,3892.72187777,0.97696,3907.28135124,840,230.669,3892.72187777,117.971,491.541010819,3892.72187777,165.791,491.518,0.0,530.151385317,3.79977422902,455.591989247,-493.998,491.518,5813.73662736,5480.74782399,491.540879564
841,3824.65046523,0.982604,1448.27548999,841,285.252,3824.65046523,118.054,491.282628634,3824.65046523,165.875,491.276,0.0,1202.88750544,4.00256863696,427.170294175,-493.75,491.276,5748.67970779,4980.72106492,491.282320067
842,3420.08263506,0.980301,1624.33499918,842,286.893,3420.08263506,118.148,490.228910488,3420.08263506,166.025,490.204,0.0,943.226359234,4.14898047578,382.254185649,-492.69,490.204,5081.75621204,4367.91907461,490.228805013
843,3564.07684464,0.980642,1076.46831315,843,368.589,3564.07684464,118.188,491.005604398,3564.07684464,166.196,490.997,0.0,1305.50032767,4.38390952937,395.274785573,-493.426,490.997,5066.53688711,4183.1028029,491.005568247
844,3565.8254672,0.977243,2037.22997112,844,230.964,3565.8254672,118.264,490.780702342,3565.8254672,166.277,490.773,0.0,1009.59423995,3.79126213599,416.093440076,-493.153,490.773,5479.04164266,5054.57416365,490.78061303
