AverageAbsQ,AverageQLoss,AverageY,PolicyRegParamNorm,QFunRegParamNorm,AverageDiscountedReturn,Iteration,MinReturn,Epoch,MaxEsReturn,StdEsReturn,AverageAction,AverageEsReturn,AverageAbsQYDiff,AveragePolicySurr,AverageQ,MaxReturn,MinEsReturn,StdReturn,AverageAbsY,AverageReturn
40.7976,1.92937,40.5723839575,413.597,277.801,367.832321751,2892,4395.00097286,2892,3224.28487251,0.0,0.999901,3224.28487251,0.349051884959,-40.7326,40.5717,4835.87064137,3224.28487251,131.840585952,40.800400734,4665.23194824
40.7539,1.55093,40.522931303,413.641,277.853,378.853791581,2893,4487.54487311,2893,3155.76224133,0.0,0.999944,3155.76224133,0.332620708451,-40.7018,40.5229,4865.52395191,3155.76224133,125.516709449,40.7566155715,4681.73411044
40.8371,1.56356,40.6079086556,413.723,277.884,374.09932587,2894,4401.48719463,2894,3036.93931335,0.0,0.999822,3036.93931335,0.334792216736,-40.7834,40.6097,4771.00311275,3036.93931335,97.2995839556,40.8382383278,4631.86268184
40.7768,1.54686,40.5401650995,413.748,277.939,349.005209825,2895,4142.72471917,2895,3082.90264548,0.0,0.999844,3082.90264548,0.337968980418,-40.7242,40.5391,4395.53219879,3082.90264548,70.0379163845,40.7790006799,4265.83123433
40.8939,2.25099,40.6666317455,413.608,277.969,328.934615986,2896,3940.28746194,2896,3313.85705595,0.0,0.999915,3313.85705595,0.357044489611,-40.8503,40.6679,4304.19775083,3313.85705595,97.3237107409,40.8961846013,4058.09574142
40.802,2.19911,40.5650036726,413.539,278.019,306.423178481,2897,3617.2269671,2897,3156.97518342,0.0,0.999861,3156.97518342,0.353101690954,-40.7361,40.5654,3962.14608368,3156.97518342,96.9537801829,40.8050587817,3763.30807475
40.8686,1.53296,40.6379366182,413.665,278.047,322.709824266,2898,3878.93054188,2898,2844.94003768,0.0,0.999855,2844.94003768,0.325728592651,-40.8004,40.6371,4194.39247715,2844.94003768,97.321380846,40.8715804634,4041.23194705
40.9458,1.7036,40.7213953531,413.666,278.063,331.164162432,2899,3928.21476913,2899,2945.22127881,0.0,0.999874,2945.22127881,0.331239299628,-40.8993,40.7216,4135.49795094,2945.22127881,77.3800699785,40.9484065606,4023.50066537
40.8822,1.64387,40.6508089288,413.793,278.119,363.736521809,2900,3644.34133733,2900,3116.00229538,0.0,0.999866,3116.00229538,0.330824822594,-40.822,40.651,4660.13038927,3116.00229538,272.440543118,40.8852488992,4362.58114855
40.9935,1.24118,40.7653834733,413.834,278.09,351.334744162,2901,2610.8032253,2901,3149.48443057,0.0,0.999853,3149.48443057,0.304223052922,-40.9345,40.7671,4378.15472037,3149.48443057,502.260885069,40.9944038008,4104.56780358
41.0113,2.0495,40.787468834,413.817,278.135,345.364848888,2902,4059.1962741,2902,3044.72211439,0.0,0.999873,3044.72211439,0.350004566517,-40.9516,40.7864,4590.15709801,3044.72211439,136.743063457,41.014873993,4299.42958763
41.0466,2.25254,40.8278750606,413.798,278.174,327.537944907,2903,3887.77124208,2903,3169.73539099,0.0,0.999854,3169.73539099,0.35862815249,-40.998,40.8277,4162.44327986,3169.73539099,76.9965417183,41.0489154007,4043.20764582
41.0368,1.75104,40.8136901984,413.753,278.255,324.843403073,2904,3809.09456058,2904,2925.88218871,0.0,0.999871,2925.88218871,0.337371436474,-40.9695,40.8149,4084.15995627,2925.88218871,79.554739361,41.0381003777,3957.56111619
40.8916,1.39901,40.6564728492,413.744,278.254,339.56879009,2905,2726.56325549,2905,3035.00266422,0.0,0.999855,3035.00266422,0.31426457023,-40.8125,40.6571,4314.20359872,3035.00266422,441.750322206,40.8945351488,4035.60959368
41.066,1.53788,40.8431580035,413.684,278.279,305.918573507,2906,3667.34006061,2906,3193.32900602,0.0,0.999847,3193.32900602,0.320038803123,-40.9819,40.8435,3864.39203618,3193.32900602,60.1988746049,41.0665160748,3775.06932198
41.056,1.71955,40.8338003205,413.644,278.296,305.612256909,2907,3566.92297731,2907,2785.9017598,0.0,0.999891,2785.9017598,0.332092480762,-40.9863,40.8355,3758.56652429,2785.9017598,63.7407181743,41.0572919283,3678.39518965
40.9063,2.78323,40.6776978032,413.722,278.356,314.748424402,2908,3562.09438729,2908,2851.96880971,0.0,0.999867,2851.96880971,0.378331887,-40.8122,40.6765,3957.91492623,2851.96880971,107.078862284,40.910110188,3828.72058075
40.8714,1.83406,40.6375235042,413.816,278.392,352.99492838,2909,4053.51781159,2909,2807.01514648,0.0,0.99982,2807.01514648,0.336477378569,-40.7771,40.6387,4355.41891245,2807.01514648,86.2581912837,40.8732138532,4218.46505253
40.9646,1.99407,40.7412660276,413.933,278.409,367.87688215,2910,4359.31809713,2910,2856.87040358,0.0,0.999933,2856.87040358,0.34779303411,-40.8932,40.7408,4614.34548951,2856.87040358,79.3057403624,40.9660063162,4515.76739271
41.0229,1.50257,40.8021384901,413.998,278.447,352.725041612,2911,534.131742621,2911,2833.66284961,0.0,0.99992,2833.66284961,0.308706479206,-40.9552,40.8031,4805.29665888,2833.66284961,1232.09984,41.0256398283,4089.39421361
40.955,2.11398,40.7299963424,414.057,278.495,382.774111531,2912,1649.6556462,2912,3344.35010391,0.0,0.999954,3344.35010391,0.343892064554,-40.9062,40.7308,5142.51590071,3344.35010391,1000.54146188,40.9573418517,4617.58515069
41.0112,1.67306,40.7900192015,414.193,278.571,362.945714733,2913,290.774421786,2913,3189.32121166,0.0,0.999901,3189.32121166,0.33414109247,-40.9506,40.7901,4700.33238933,3189.32121166,1647.16630452,41.0153361286,3563.78398638
41.0525,1.9011,40.8344479874,414.183,278.621,372.885897642,2914,4362.67693687,2914,2866.60311215,0.0,0.99985,2866.60311215,0.34722197325,-41.0093,40.8344,4789.49027726,2866.60311215,102.207706455,41.0541113598,4616.82518401
41.1036,1.71329,40.8871013947,414.15,278.63,367.95468427,2915,4176.71074491,2915,3387.86837121,0.0,0.999878,3387.86837121,0.337685934143,-41.0611,40.8863,4670.93591858,3387.86837121,148.265766479,41.1054804853,4510.21087388
41.0322,1.53431,40.8043437518,414.26,278.671,397.973795304,2916,4616.02014683,2916,3247.74863277,0.0,0.99984,3247.74863277,0.323167156149,-40.9772,40.8057,5187.19466453,3247.74863277,154.803140137,41.0336953606,4978.03334496
41.2112,1.84088,41.0015290236,414.345,278.689,407.686302844,2917,2495.9366179,2917,2945.12279802,0.0,0.999869,2945.12279802,0.330348991863,-41.1731,41.0018,5358.6756284,2945.12279802,797.450292771,41.2135536343,4822.01207879
41.1581,1.56424,40.9405211093,414.402,278.74,396.342323187,2918,4666.99015853,2918,2902.6940946,0.0,0.999913,2902.6940946,0.319621024841,-41.1202,40.9411,5288.63058486,2902.6940946,182.157038985,41.1591956322,4955.40824573
41.1201,2.14227,40.899728208,414.472,278.763,376.60430083,2919,1564.70326979,2919,3055.90429612,0.0,0.99989,3055.90429612,0.347341854573,-41.0782,40.898,5129.18535644,3055.90429612,1219.36114597,41.12260835,3580.50900464
41.1536,1.25227,40.9290282108,414.413,278.775,412.087778114,2920,4365.86014388,2920,2623.49384085,0.0,0.999956,2623.49384085,0.305450102567,-41.1057,40.9309,5440.56957335,2623.49384085,286.155681831,41.1545198642,5085.80837104
41.1941,1.6281,40.9743732288,414.588,278.809,371.333483118,2921,696.95825622,2921,-367.210695768,0.0,0.999948,-367.210695768,0.327308047185,-41.1407,40.974,5353.20799483,-367.210695768,1856.36655809,41.1968453056,3348.40157819
41.3513,1.8584,41.1452105711,414.704,278.809,407.01006594,2922,1635.02653866,2922,1327.9316163,0.0,0.999896,1327.9316163,0.334754874674,-41.3296,41.1454,5217.3085984,1327.9316163,1018.90158034,41.3514785911,4544.1954453
41.2632,1.77004,41.0470916204,414.826,278.837,310.14220648,2923,-387.321172513,2923,3006.19504641,0.0,0.99995,3006.19504641,0.335418492968,-41.2256,41.0485,4690.49118912,3006.19504641,1642.98719552,41.2643969388,1828.37494325
41.2732,1.91663,41.0515896241,414.825,278.871,329.329167279,2924,-183.653686333,2924,1465.73474276,0.0,0.999934,1465.73474276,0.341608514432,-41.2496,41.0539,5130.34092603,1465.73474276,1984.99011191,41.2728082124,2387.63180172
41.3191,2.02807,41.1071453311,414.976,278.898,308.943081404,2925,-693.21386124,2925,2918.96542685,0.0,0.999948,2918.96542685,0.357259986634,-41.2826,41.1047,5027.69821046,2918.96542685,1704.74930899,41.3247420907,3504.34429267
41.402,1.85005,41.1878422354,415.126,278.94,300.921540555,2926,-143.942522934,2926,2803.5360943,0.0,0.999951,2803.5360943,0.34629769044,-41.3581,41.19,4453.37183713,2803.5360943,1750.8718926,41.4018844322,2679.13942079
41.2618,2.11247,41.0406050689,415.105,278.986,294.549312371,2927,-570.107044031,2927,3239.0860669,0.0,0.999963,3239.0860669,0.371560604056,-41.1873,41.0399,4943.39939352,3239.0860669,2183.68867282,41.2649912139,2840.1338077
41.2792,2.12021,41.0596079557,415.096,279.063,306.829603722,2928,-322.477815175,2928,2511.92306897,0.0,0.999928,2511.92306897,0.36882343104,-41.2203,41.0588,4452.93708248,2511.92306897,1627.62602633,41.2818963897,3069.64806769
41.1945,2.13514,40.9687459784,415.086,279.15,336.676071916,2929,170.819346091,2929,2752.72898025,0.0,0.999894,2752.72898025,0.357953832027,-41.1303,40.9688,4718.34183629,2752.72898025,1565.5690209,41.1971871166,3120.37413637
41.3022,1.61012,41.0828844543,415.28,279.18,351.553749513,2930,384.248159795,2930,-316.807338774,0.0,0.99996,-316.807338774,0.342673532572,-41.2525,41.0828,5028.07016112,-316.807338774,1834.86336761,41.3043727368,3027.59073764
41.397,2.32389,41.1877353672,415.425,279.196,350.915527236,2931,31.2357198936,2931,996.021199925,0.0,0.999943,996.021199925,0.385143874124,-41.3498,41.1882,4984.87673081,996.021199925,1534.60299217,41.3993096547,3331.69018187
41.2885,2.1622,41.0683318367,415.456,279.249,368.133373834,2932,390.68369408,2932,3122.3184029,0.0,0.999891,3122.3184029,0.373872553424,-41.2303,41.07,4894.81717238,3122.3184029,1201.36398743,41.2900166841,3870.97598391
41.2154,1.78625,40.9900025055,415.621,279.269,308.13984452,2933,-9.82466907883,2933,3176.62023062,0.0,0.99997,3176.62023062,0.363202189797,-41.1616,40.9894,3793.24432692,3176.62023062,1159.54119689,41.218768991,2484.23168003
41.2444,2.09039,41.0211572729,415.749,279.279,308.323283763,2934,-58.0360866188,2934,-11.9478675531,0.0,0.999944,-11.9478675531,0.376946318317,-41.1835,41.0222,4162.30718714,-11.9478675531,1513.66213304,41.2460130314,2413.64206583
41.2708,1.7774,41.0479033903,415.643,279.298,271.20415634,2935,-29.7136714575,2935,247.092103751,0.0,0.999887,247.092103751,0.363540413234,-41.1979,41.0483,4727.0642394,247.092103751,1860.25806139,41.2734013211,1904.43565848
41.1801,2.24698,40.9478029968,415.633,279.339,347.755100007,2936,1237.01134688,2936,715.648284516,0.0,0.999932,715.648284516,0.389873680498,-41.099,40.9489,4414.06779327,715.648284516,1121.06382289,41.1811326115,3057.38951698
41.3062,1.90325,41.0839663069,415.716,279.362,303.629577501,2937,22.6051831992,2937,1516.46630929,0.0,0.999936,1516.46630929,0.366346435175,-41.2584,41.0847,4026.33566743,1516.46630929,1389.87159153,41.3082353361,2677.25104439
41.167,2.37066,40.9347134446,415.747,279.382,293.041342187,2938,-109.05528318,2938,2615.68104761,0.0,0.999931,2615.68104761,0.399376579106,-41.1077,40.9345,4079.42578898,2615.68104761,1434.853148,41.1689770748,2317.1800384
41.1509,2.0111,40.9183453708,415.966,279.431,211.32069482,2939,-702.724751417,2939,3163.32150491,0.0,0.999912,3163.32150491,0.382261243076,-41.0628,40.9177,3775.21965548,3163.32150491,1745.62214371,41.1541370536,1460.00764145
41.1276,2.36851,40.895508097,415.926,279.458,261.114836389,2940,-201.478336641,2940,2663.29357829,0.0,0.999866,2663.29357829,0.416644145803,-41.0389,40.8965,3749.38102947,2663.29357829,1414.29885,41.1295105624,2537.87482449
41.2243,2.08151,40.9982483355,415.984,279.503,304.14486226,2941,67.4954300494,2941,2797.47655672,0.0,0.999919,2797.47655672,0.408185452604,-41.1486,40.9995,4362.16718496,2797.47655672,1420.35757059,41.2267259907,2637.71348219
41.1762,2.29937,40.9495654381,416.122,279.557,267.656836762,2942,-186.691999545,2942,-577.047431623,0.0,0.999917,-577.047431623,0.423485805485,-41.0806,40.948,3472.57021582,-577.047431623,1243.09115408,41.1775732691,2632.89029097
41.1913,1.71347,40.9676531314,416.14,279.584,299.677894504,2943,164.716407399,2943,261.332909505,0.0,0.999914,261.332909505,0.405194545761,-41.0954,40.9682,3847.53473989,261.332909505,1340.93277661,41.1939361374,2773.91317683
40.996,2.49092,40.7567306445,416.223,279.607,274.772654699,2944,-199.241286905,2944,3122.55565989,0.0,0.999899,3122.55565989,0.4574297368,-40.8939,40.7572,3700.38175873,3122.55565989,1304.47465074,40.9988286907,2546.85095146
40.9927,1.59162,40.7575979619,416.128,279.614,259.958139756,2945,-490.906229021,2945,2820.67070342,0.0,0.999916,2820.67070342,0.428449186173,-40.9221,40.7575,4062.64636655,2820.67070342,1654.50948804,40.9954234539,2231.15204509
41.135,2.29006,40.90986154,416.16,279.652,324.911062576,2946,381.176821007,2946,2412.31501506,0.0,0.999884,2412.31501506,0.457227189767,-41.1122,40.91,4503.30621022,2412.31501506,1492.17763938,41.1370555825,3315.86548264
41.1123,2.03135,40.8847361692,416.109,279.729,364.407443594,2947,1978.18878116,2947,3170.09456717,0.0,0.999912,3170.09456717,0.43921152006,-41.0788,40.8835,4825.08166037,3170.09456717,795.60202838,41.1162559935,4260.30078932
41.2026,2.31352,40.9806809651,416.09,279.746,345.99884297,2948,-16.8147788981,2948,2911.46964975,0.0,0.999925,2911.46964975,0.445150583797,-41.1451,40.9798,4622.84190423,2911.46964975,1310.8681447,41.2041288348,3622.89535536
41.1393,1.98716,40.9097459222,416.079,279.759,280.549484874,2949,-543.073827725,2949,2777.60950678,0.0,0.999919,2777.60950678,0.427646823472,-41.0796,40.9115,3966.30136089,2777.60950678,1789.95135337,41.1414143271,2186.53185711
41.1026,1.88777,40.8680250011,415.936,279.797,383.530238243,2950,4254.35668915,2950,-533.229246425,0.0,0.999902,-533.229246425,0.414768062991,-41.0369,40.869,4724.15121741,-533.229246425,146.99753194,41.1035319343,4551.5123944
41.1167,2.24183,40.8856072667,416.003,279.822,328.414243729,2951,2506.79644724,2951,3123.27308377,0.0,0.999886,3123.27308377,0.440690249889,-41.0608,40.8846,4430.01813399,3123.27308377,533.006953653,41.1199914771,4014.18335474
41.0829,2.37959,40.8479450753,416.136,279.87,350.797128612,2952,590.221095332,2952,2954.91697911,0.0,0.999878,2954.91697911,0.440448284982,-41.0128,40.8486,4817.50727724,2954.91697911,1147.34014378,41.0847939527,3953.88686605
41.1181,1.71482,40.881711482,416.099,279.89,362.061859568,2953,3074.45623551,2953,294.842247062,0.0,0.999942,294.842247062,0.41235790506,-41.0497,40.8805,4845.26093223,294.842247062,479.024617347,41.1204398848,4357.94476813
41.132,1.52661,40.8946360591,416.192,279.937,333.589735688,2954,1852.70490652,2954,2948.03054402,0.0,0.999877,2948.03054402,0.404983224706,-41.0783,40.8942,4542.93857806,2948.03054402,745.858466862,41.1349355431,3954.34061958
41.0738,1.80097,40.8279017991,416.059,279.97,360.441991028,2955,4109.8144395,2955,2958.01129663,0.0,0.999922,2958.01129663,0.421786836755,-41.0099,40.8288,4746.64918181,2958.01129663,177.440962213,41.0750495474,4399.99703238
41.1105,2.15179,40.8700211534,416.178,279.967,355.274694464,2956,931.897741203,2956,3065.67582531,0.0,0.999886,3065.67582531,0.424581712733,-41.0551,40.8709,4619.96342159,3065.67582531,1040.5131273,41.112498398,3919.80275174
41.2204,1.29227,40.9849449951,416.343,279.998,323.679678302,2957,-504.928172396,2957,3227.68901216,0.0,0.999926,3227.68901216,0.367387125584,-41.1626,40.9849,4393.27751699,3227.68901216,1662.36639731,41.2235049387,2901.04232802
41.1571,2.01814,40.9112198682,416.422,280.003,347.633459476,2958,857.943365198,2958,2874.84124511,0.0,0.999947,2874.84124511,0.394024419137,-41.0679,40.9124,4628.02617487,2874.84124511,1207.48667957,41.1585046853,3803.04858909
41.2078,1.74762,40.9686446156,416.576,280.062,351.172629175,2959,868.921670956,2959,3139.87641081,0.0,0.999958,3139.87641081,0.375517340512,-41.1112,40.9693,4528.64644662,3139.87641081,1041.77455478,41.2090921484,3970.55550039
41.2123,2.54714,40.9780772426,416.6,280.084,348.703180802,2960,1819.79596781,2960,3219.62428433,0.0,0.999865,3219.62428433,0.402196161382,-41.1327,40.978,4525.22005006,3219.62428433,764.588180404,41.2141150659,4018.97506566
41.0394,2.74526,40.7908682926,416.699,280.104,396.689195194,2961,4149.7187344,2961,2681.40740793,0.0,0.999956,2681.40740793,0.407672135105,-40.9531,40.7905,4872.58171481,2681.40740793,227.784479088,41.0419450241,4594.71754242
41.1507,1.66581,40.9108031041,416.72,280.128,402.666227134,2962,3008.27915557,2962,3114.70449354,0.0,0.999843,3114.70449354,0.353987976727,-41.0734,40.9117,5029.11377726,3114.70449354,558.653723944,41.1521274563,4564.48553359
41.2167,2.14761,40.9796139434,416.736,280.169,365.922448392,2963,401.999138905,2963,3238.52860543,0.0,0.999951,3238.52860543,0.36178445622,-41.1579,40.9796,4839.11031496,3238.52860543,1529.21075925,41.2185578853,3634.42946561
41.1584,2.0231,40.9156639089,416.783,280.233,396.005676308,2964,940.493148259,2964,3338.92228699,0.0,0.999894,3338.92228699,0.360812424998,-41.0878,40.9187,5168.33655577,3338.92228699,1516.4938177,41.1588155739,3971.52680019
41.1319,1.93076,40.8885457976,416.785,280.327,384.226088634,2965,1272.69609192,2965,3157.72251154,0.0,0.999947,3157.72251154,0.350059736071,-41.0553,40.8864,5181.5473618,3157.72251154,1096.57536314,41.1367431088,4490.09868711
41.1376,2.2488,40.8984400327,416.766,280.319,400.364018645,2966,2172.08829715,2966,3092.20580161,0.0,0.999883,3092.20580161,0.363611907118,-41.0623,40.8985,5285.44477749,3092.20580161,863.253560765,41.1404531289,4679.62534005
41.1738,2.04316,40.9341359077,416.951,280.338,408.140323985,2967,4746.4885655,2967,3172.09409264,0.0,0.99989,3172.09409264,0.342433610925,-41.0812,40.9357,5337.44818363,3172.09409264,167.07872203,41.1738704668,5113.38612669
41.1685,2.20095,40.9358028479,417.065,280.412,371.978944968,2968,1136.3492096,2968,3498.50418852,0.0,0.999932,3498.50418852,0.354101012298,-41.0952,40.9351,5010.19882163,3498.50418852,1348.18198786,41.1710962672,4157.14771066
41.1685,1.46679,40.9304512303,417.118,280.456,394.134095343,2969,618.497078807,2969,3433.80928847,0.0,0.999924,3433.80928847,0.315663740873,-41.0994,40.9306,5155.16468193,3433.80928847,1540.58957385,41.1702951761,4055.51431911
41.2634,1.62668,41.0304262759,417.129,280.503,334.026698351,2970,1824.14780087,2970,3277.91197329,0.0,0.99992,3277.91197329,0.331449979572,-41.2008,41.0309,4975.52545626,3277.91197329,874.131833313,41.265992309,4231.3123647
41.2411,1.61903,41.0057481993,417.275,280.473,354.910822479,2971,1207.33796132,2971,3246.05450796,0.0,0.999924,3246.05450796,0.326901475861,-41.1641,41.0065,4924.46435764,3246.05450796,1003.2186671,41.2423103132,4104.46811823
41.1268,2.42454,40.8837074219,417.363,280.559,321.663841607,2972,520.835244119,2972,3330.66637654,0.0,0.999929,3330.66637654,0.366256606303,-41.0372,40.8848,4278.99177018,3330.66637654,1080.91611342,41.1286508759,3402.5775228
41.2135,1.55268,40.9793799407,417.37,280.602,313.413572839,2973,2316.97409457,2973,3060.23641299,0.0,0.99985,3060.23641299,0.33188038448,-41.1262,40.9788,4210.68484281,3060.23641299,609.826127236,41.2152238764,3445.82785343
41.2342,1.85195,41.000494881,417.296,280.665,352.977230277,2974,669.910232847,2974,2866.39516071,0.0,0.999928,2866.39516071,0.351458166948,-41.158,41.0009,4606.45666577,2866.39516071,1462.04665231,41.2357636245,3420.01593351
41.1885,1.96331,40.9507487038,417.141,280.7,340.167745988,2975,-612.404879718,2975,3286.21955363,0.0,0.999967,3286.21955363,0.35864031049,-41.1045,40.9516,4849.3567716,3286.21955363,1590.16868046,41.1907174843,4140.74943699
41.1546,2.96151,40.91979022,417.376,280.758,348.33760345,2976,3968.34520908,2976,3210.92659525,0.0,0.99985,3210.92659525,0.403934621572,-41.0802,40.9199,4818.14943972,3210.92659525,223.550555702,41.1580208879,4467.45103415
41.1528,2.22574,40.9188909074,417.391,280.799,377.270491105,2977,4467.65636581,2977,2822.45434549,0.0,0.999943,2822.45434549,0.37299218965,-41.0666,40.9183,5016.62826008,2822.45434549,173.971932543,41.1552128246,4733.62715094
41.1221,2.29621,40.8849393358,417.413,280.874,390.30323542,2978,4490.5981333,2978,3415.61456644,0.0,0.999884,3415.61456644,0.375494233909,-41.0446,40.8871,5025.55077984,3415.61456644,143.727695792,41.1232038433,4862.34033535
41.107,1.68907,40.8709578401,417.509,280.878,388.176617519,2979,3101.0623723,2979,-124.553954658,0.0,0.999983,-124.553954658,0.355080965247,-41.012,40.8697,4975.71526222,-124.553954658,524.7271439,41.1111302705,4643.69136553
41.0978,2.63739,40.8626239906,417.537,280.906,365.874901673,2980,4564.96642349,2980,3158.32672593,0.0,0.999969,3158.32672593,0.394520548383,-41.0079,40.8629,4837.51447822,3158.32672593,91.5334601797,41.1000614165,4699.99989578
41.0534,2.32482,40.8152432154,417.481,280.942,361.743784055,2981,4503.67114197,2981,3210.54221682,0.0,0.999929,3210.54221682,0.376431383802,-40.9729,40.8141,4680.57636689,3210.54221682,53.8507274146,41.0572924788,4588.3238195
41.075,1.82726,40.8370918905,417.572,280.97,385.176027932,2982,4736.27462678,2982,3223.97039619,0.0,0.999968,3223.97039619,0.354545138869,-41.0002,40.8382,4882.62554903,3223.97039619,41.4982595621,41.0759041333,4788.81027107
41.0476,2.22861,40.8056071424,417.515,281.034,377.482873027,2983,4534.79412209,2983,3094.02470227,0.0,0.999973,3094.02470227,0.362866577292,-40.971,40.8075,4681.39455804,3094.02470227,50.3621151105,41.0485053837,4612.09498546
40.9357,1.86824,40.6846939818,417.663,281.074,386.223665424,2984,4604.32004234,2984,3127.62771947,0.0,0.99988,3127.62771947,0.344488200314,-40.838,40.6841,4913.09418976,3127.62771947,84.5987385923,40.9387797876,4790.92965087
40.942,2.60228,40.6948260215,417.807,281.121,388.926494603,2985,469.136960559,2985,3117.17148683,0.0,0.999969,3117.17148683,0.376707440788,-40.8187,40.6941,5024.9063032,3117.17148683,1345.92040027,40.9450185129,4503.12266786
40.9772,2.11019,40.733928032,417.809,281.127,397.273485337,2986,4357.26186811,2986,3274.78787036,0.0,0.999893,3274.78787036,0.352337314659,-40.8692,40.7349,4932.37276564,3274.78787036,164.802644193,40.9783891993,4811.21433609
41.0214,1.90242,40.7844076827,417.939,281.161,355.351253573,2987,-341.037871228,2987,3179.12468783,0.0,0.999968,3179.12468783,0.344235417326,-40.9533,40.7838,5146.14079022,3179.12468783,1883.62472028,41.0234028747,3466.96024137
40.9261,1.80058,40.6772655513,418.014,281.233,380.082822137,2988,3870.98769163,2988,3307.67293875,0.0,0.999961,3307.67293875,0.346753209025,-40.8372,40.6784,5104.57930977,3307.67293875,365.792260741,40.9268869867,4579.07929488
40.9093,2.09704,40.6639539048,418.0,281.285,387.139151063,2989,3560.66277147,2989,2786.65575535,0.0,0.999988,2786.65575535,0.358809922719,-40.8056,40.6623,5016.57010336,2786.65575535,402.262021149,40.9138326653,4636.71713723
41.002,1.94397,40.7636547225,418.067,281.302,292.229481984,2990,1344.73584047,2990,2921.31662983,0.0,0.999934,2921.31662983,0.355229632851,-40.9124,40.7657,3848.15250184,2921.31662983,927.2099115,41.0029550871,3141.75871069
40.971,1.67288,40.7313822307,418.037,281.355,346.974302806,2991,-320.859828732,2991,3222.67730366,0.0,0.999969,3222.67730366,0.345884865485,-40.8987,40.7309,4662.23675018,3222.67730366,1900.09383625,40.9747181294,3552.2467935
41.012,1.64507,40.7716651608,418.208,281.352,343.179407119,2992,335.922496259,2992,3097.22744513,0.0,0.999966,3097.22744513,0.339275714454,-40.9312,40.7726,4895.99026377,3097.22744513,1668.78587084,41.0131588201,3460.61570282
41.0416,1.87084,40.8039036444,418.282,281.372,334.477957001,2993,-56.2411385725,2993,3493.87131403,0.0,0.999921,3493.87131403,0.343197748221,-40.9695,40.8039,4827.75956584,3493.87131403,1452.36404599,41.0444409681,3624.30724096
41.0777,2.24989,40.8451407098,418.366,281.427,336.307452017,2994,333.472759057,2994,3111.69477848,0.0,0.999932,3111.69477848,0.363021386658,-41.0035,40.8458,4355.53323567,3111.69477848,1467.41495838,41.0792429434,3190.10200815
41.1034,1.67603,40.8728282093,418.444,281.487,288.470352246,2995,497.458559887,2995,2917.07881217,0.0,0.999967,2917.07881217,0.335434324081,-41.0375,40.8726,3824.96411687,2917.07881217,1107.87476635,41.1057411247,2493.79605435
41.0762,2.04396,40.8406408193,418.426,281.559,291.335536567,2996,1048.33807675,2996,3316.13486879,0.0,0.999938,3316.13486879,0.360434838401,-41.0124,40.842,3869.55144122,3316.13486879,1020.5032838,41.0768253227,2620.02946307
41.0328,2.01734,40.7950509795,418.356,281.585,322.155417336,2997,-171.949198932,2997,3393.54887562,0.0,0.999948,3393.54887562,0.363031628292,-40.9641,40.7957,4814.5161112,3393.54887562,1943.79427023,41.0347903308,3150.85850258
41.0609,2.10698,40.823383419,418.277,281.61,349.380388033,2998,-11.8596274887,2998,-239.425707463,0.0,0.999956,-239.425707463,0.359361488276,-40.986,40.8235,5017.45623368,-239.425707463,1348.59186179,41.0631623624,3922.81766991
41.0475,2.42808,40.810563779,418.367,281.656,393.610977215,2999,2203.82829905,2999,3334.41057242,0.0,0.99987,3334.41057242,0.377745724183,-40.9645,40.8102,5285.73231473,3334.41057242,829.087521989,41.0486144969,4601.59517391
41.0865,2.05206,40.8550091646,418.41,281.668,421.072684777,3000,644.135879279,3000,2852.85111715,0.0,0.999975,2852.85111715,0.346789612261,-41.0073,40.8547,5423.86951589,2852.85111715,1356.23759211,41.0898164994,4685.97257061
41.1583,1.97543,40.9341330482,418.477,281.672,413.24915847,3001,3655.204307,3001,3239.33714078,0.0,0.999981,3239.33714078,0.342090237385,-41.0987,40.9337,5279.03984505,3239.33714078,466.255014952,41.1609720454,4683.13232749
41.0217,1.55672,40.778602145,418.513,281.692,382.110913087,3002,1588.78025596,3002,3462.01027358,0.0,0.999936,3462.01027358,0.316885343154,-40.9381,40.7791,5290.40204557,3462.01027358,1055.78703159,41.0235454448,4388.78312674
41.1437,1.83514,40.9126941603,418.766,281.718,387.124690818,3003,2156.3885764,3003,3426.68265851,0.0,0.999908,3426.68265851,0.335860801031,-41.0796,40.9136,5120.92774635,3426.68265851,854.937237653,41.1448764527,4684.32317998
41.004,2.49755,40.760711881,418.724,281.761,412.552092967,3004,1251.32529562,3004,3129.91386103,0.0,0.999951,3129.91386103,0.35728091528,-40.9124,40.762,5239.3390991,3129.91386103,1148.88739689,41.0050706047,4555.29810584
41.0426,1.71938,40.8034236357,418.727,281.831,366.729846229,3005,-230.791515991,3005,3309.07331523,0.0,0.999954,3309.07331523,0.334945872752,-40.9539,40.8036,5123.75357627,3309.07331523,1567.2589214,41.0454089637,4436.86170301
41.1343,2.00168,40.9088156696,418.725,281.88,386.920656862,3006,4629.22240715,3006,3441.70971223,0.0,0.999976,3441.70971223,0.356076634434,-41.0569,40.9075,5024.79533921,3441.70971223,131.048349369,41.1368611385,4832.85733146
41.0328,1.92464,40.7964789245,418.754,281.94,351.895158572,3007,4323.78747315,3007,3024.4216342,0.0,0.999981,3024.4216342,0.345888945826,-40.9539,40.7984,4596.04344572,3024.4216342,78.9110667222,41.0339845694,4464.98368175
